Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318)
1.937731425092166e-05,0.9539331290606883,0.005041555445992029,0.0017871228362721123,0.0022620504761503134,0.059389021835275696,0.0,0.0,0.0038797017167160617,0.0003379692424546598,0.20514007691999317,0.009254710630667,0.0016569889419684103,1.3526004315138073e-08,1.0739696914656454e-06,9.997094707253412e-06,0.0009688050052082812,0.01231024076452258,0.0003805956147150321,1.696517297977387e-07,8.51534303953567e-06,2.8421457694129877e-09,4.247017482000572e-06,1.7845977941987223e-05,3.177842763597202e-07,0.00015789724073689398,3.567125807913503e-08,9.100265470514187e-06,2.540737095645607e-06,3.015041966352235e-08,3.7609527785206378e-06,2.0071708083369566e-09,6.265193114845018e-09,1.2239232598600544e-06,3.76,0.0,0.0015032894985089122,0.7788219388905004,0.12899788868803777,0.0019659735397829703,0.2566966555811474,0.6642795539761052,0.0016642552103258523,1.0986713713853453e-10,0.05277233675023236,0.0001820480781463833,0.0769850347964231,2.2015223096369924e-09,2.2713919036383396e-06,6.982948391593276e-06,4.521576286572159e-05,0.0001820315487169299,8.828654091586917e-08,0.0047032628256749075,8.198971909369422e-05,2.3683421780586714e-05,0.12983879983576432,0.017320275192437607,0.003950611723878642,0.0005353020970378219,0.0009802064657649687,2.4827885231383965e-05,0.010515822611682461,0.003264335130916068,2.5286205653895663e-07,8.688510953007192e-12,1.43728432094988e-05,4.685220049358325e-07,0.014130891926349674,1.0905256269584966e-08,1.6414083636367393e-12,4.056848173484869e-07,0.0003112238251077123,1.4861777597044176e-08,2.963228510590196e-07,6.295557372026402e-10,9.562899406318071e-06,5.03131971463787e-06,0.005072102635255249,1.0720095151934645e-10,8.226909749178115e-10,0.0006403493702937383,1.2113660797046395e-07,1.0390110577495078e-05,0.00025502923482104216,1.1764054107178614e-10,4.971532640884314e-05,2.0293107577226895e-05,0.0003253782092502396,0.00011061856974904574,7.44457808953947e-12,4.723185778441657e-12
1.9456606178791836e-05,0.9542480782580747,0.005085304424917666,0.0017967034096237136,0.0022777144715725116,0.05976547464737464,0.0,0.0,0.0038468497353940684,0.00033382137261485476,0.20679632881844084,0.009344275755231422,0.0016534902764558173,1.3905896988424389e-08,1.0923851966706542e-06,1.0091455266777726e-05,0.000973853385034189,0.012224377400840826,0.00038463256803616486,1.7121771259254204e-07,8.725037828119469e-06,2.904065571837563e-09,4.319015571257759e-06,1.8060644865493585e-05,3.1693994015541305e-07,0.00016059994691238852,3.6498812818960907e-08,9.239726393946393e-06,2.563988769292132e-06,3.053161859407119e-08,3.7615273001447785e-06,2.0155865450059196e-09,6.372576057121441e-09,1.2337893688266007e-06,3.76,0.0,0.001462862680827614,0.7771324467350357,0.13007742469475767,0.001972633978335594,0.254688890053463,0.6650204419705912,0.0016606450772711754,1.0873546254941914e-10,0.053347747686128294,0.00018344190924677312,0.07742558648058888,2.21282893115572e-09,2.284450336974968e-06,7.056634407810252e-06,4.45188728948926e-05,0.00018228280975913125,8.820179058415643e-08,0.004703217991386526,8.202153346539788e-05,2.3954134815573396e-05,0.1305807012696272,0.017398273237901368,0.003949520280970838,0.0005352048568937883,0.0009773479108866035,2.4840809725640575e-05,0.010517467669111689,0.0032636136020347236,2.5149482354394096e-07,8.64153009401226e-12,1.4420354383600176e-05,4.7006302523960437e-07,0.014150268767453652,1.0877509599047908e-08,1.6325326088127786e-12,4.070300456773635e-07,0.0003127992921766932,1.469518867206152e-08,2.9562404489739313e-07,6.276521279274393e-10,9.59678196265799e-06,5.066375629512266e-06,0.005100008853437221,1.076782034513661e-10,8.287966228803395e-10,0.0006441882507342962,1.2168266882614112e-07,1.0475007261481635e-05,0.000256073632456539,1.1782762410415444e-10,4.9942819994736504e-05,2.042010119198128e-05,0.00032592002924390965,0.00011170191896481773,7.495877649311889e-12,4.755827149979575e-12
1.9535898106662012e-05,0.9545623540674342,0.005129593093875502,0.0018064117137618076,0.0022935529487105415,0.06013950663570664,0.0,0.0,0.0038141793708429297,0.00032970181973004145,0.20845152084207452,0.009434318383156656,0.0016499438385523515,1.4297477554179373e-08,1.111156060587079e-06,1.0187556403966884e-05,0.0009789051897299845,0.012137671271906748,0.0003886869705811638,1.7279942146914725e-07,8.938566649575969e-06,2.967341186097948e-09,4.392245278641541e-06,1.827611345096401e-05,3.1608634656888204e-07,0.0001633196623981621,3.7343975293863174e-08,9.380467068908332e-06,2.5871605378572925e-06,3.09160051319775e-08,3.7621757188463858e-06,2.0239441391941732e-09,6.481641921453309e-09,1.2435791789915758e-06,3.76,0.0,0.0014235359214334901,0.7754424087177739,0.13115669911332048,0.001979151999412228,0.252685899970285,0.665762355981298,0.0016570337774180995,1.0761029409984518e-10,0.053924945266496604,0.00018487172968476378,0.07786441754823432,2.224488144689967e-09,2.29745807535667e-06,7.13152660307517e-06,4.3830149528454016e-05,0.00018254159448001061,8.811162189169043e-08,0.004702832265567085,8.20525862840338e-05,2.422874203935129e-05,0.13131827196556864,0.01747577714214368,0.00394839565966905,0.0005351033865957016,0.0009744866789683713,2.4853479749048e-05,0.010518938101261956,0.003262830318420219,2.5013099794409646e-07,8.59466638324818e-12,1.4466991922638638e-05,4.7157561854163535e-07,0.014167694013075091,1.0849730285475133e-08,1.6236789947806388e-12,4.084101489810045e-07,0.0003143865947178088,1.4530538705598835e-08,2.949202439616591e-07,6.257040085032471e-10,9.630727039288388e-06,5.101556596651136e-06,0.005127729233661628,1.08154551480418e-10,8.34994663638924e-10,0.0006479741186780683,1.22225274781656e-07,1.0559916953938665e-05,0.0002571081660780994,1.1800796798015997e-10,5.0166647013012734e-05,2.054863859962573e-05,0.0003264216053770138,0.0001127916216901849,7.548124537425403e-12,4.789071390016485e-12
1.961519003453219e-05,0.9548759569144022,0.0051744309293261705,0.0018162510671400356,0.002309570136531325,0.06051108563981053,0.0,0.0,0.003781691176043555,0.00032561104816668766,0.21010562867273339,0.009524847099021828,0.001646350801102637,1.4701166858856704e-08,1.1302919475179364e-06,1.0285438033440248e-05,0.000983960328448605,0.01205015958515655,0.0003927589381492425,1.7439723828759104e-07,9.155978618782213e-06,3.032009223921236e-09,4.466731788889417e-06,1.849238233949903e-05,3.152237402081954e-07,0.00016605590483520765,3.8207150509374e-08,9.52249435700283e-06,2.6102483172325773e-06,3.130359840376302e-08,3.762903113503406e-06,2.0322440889247544e-09,6.5924201589553025e-09,1.2532911965526091e-06,3.76,0.0,0.0013852804482168642,0.7737518067266232,0.13223569904315086,0.0019855267882563864,0.2506877143661282,0.6665053318036401,0.001653421272079483,1.0649162129180428e-10,0.05450393240666708,0.00018633761430512238,0.07830151321985497,2.2364976020390456e-09,2.310414680536338e-06,7.20763541921365e-06,4.314955536523463e-05,0.00018280819778718067,8.801604394293862e-08,0.004702106125977173,8.208287189693238e-05,2.4507286835015284e-05,0.13205150504114052,0.0175527856576577,0.003947239557402126,0.0005349979142940795,0.0009716232531634314,2.4865893949853548e-05,0.010520230984320773,0.0032619882348438305,2.4877069761553425e-07,8.547923866996485e-12,1.451275869406048e-05,4.7305987794074376e-07,0.014183168877839467,1.082191753377807e-08,1.6148482853974807e-12,4.098259748598737e-07,0.0003159860628515531,1.4367816611923234e-08,2.9421140593035854e-07,6.237123438497155e-10,9.664734506099324e-06,5.136869143007904e-06,0.0051552687483958195,1.0863011405076103e-10,8.412853213586593e-10,0.0006517069406221407,1.2276441718825337e-07,1.0644840634432824e-05,0.00025813294682476296,1.1818165632761556e-10,5.038681716764218e-05,2.0678761675082056e-05,0.00032688307887501257,0.00011388795875718026,7.60133866034627e-12,4.822931134836209e-12
1.9694481962402366e-05,0.9551888873104086,0.005219827569171424,0.0018262248411760943,0.0023257703173939865,0.060880179710901185,0.0,0.0,0.0037493856142878546,0.0003215494880652887,0.21175862941874615,0.009615870694400444,0.001642712308710792,1.511740287944637e-08,1.14980281795599e-06,1.0385140815356157e-05,0.0009890186914769431,0.011961879189563165,0.00039684858539673786,1.7601155263676606e-07,9.377323375659733e-06,3.0981075276070253e-09,4.5425008256148875e-06,1.8709450278023384e-05,3.1435235589409836e-07,0.00016880817900536552,3.90887536701576e-08,9.665815131596842e-06,2.6332479357620565e-06,3.169441669008549e-08,3.7637144550846864e-06,2.0404868542513048e-09,6.704940740569968e-09,1.2629239398113133e-06,3.76,0.0,0.0013480682180653084,0.7720606212745738,0.13331441211812922,0.0019917575239363893,0.24869436076499427,0.6672494053819832,0.0016498075196300036,1.0537943279603038e-10,0.05508471298724861,0.00018783964973183713,0.07873685876832844,2.2488550850484425e-09,2.3233197160478055e-06,7.2849716574379776e-06,4.247705048756218e-05,0.00018308290861801123,8.79150658246804e-08,0.0047010400531293335,8.211238321856534e-05,2.4789813705494423e-05,0.13278039338052772,0.017629297478483318,0.003946053587885436,0.0005348886569782666,0.0009687580890313723,2.4878050543343807e-05,0.01052134318877322,0.003261090129001126,2.474140317656942e-07,8.501306293808438e-12,1.4557657512179455e-05,4.7451589477333793e-07,0.014196694821904372,1.0794070343474795e-08,1.6060411882921112e-12,4.1127837649176726e-07,0.00031759802827545353,1.4207010904261063e-08,2.934974828948599e-07,6.216780796080605e-10,9.698804085163952e-06,5.172319852000186e-06,0.005182632351704743,1.0910500914587338e-10,8.47668845923421e-10,0.0006553866857054078,1.2330008699033048e-07,1.072977919272042e-05,0.00025914808610916093,1.18348772072585e-10,5.060334101209864e-05,2.081051288883669e-05,0.0003273045981782411,0.00011499121535280183,7.655540161989653e-12,4.8574191726235695e-12
1.9773773890272542e-05,0.955501145848562,0.0052657928166825905,0.0018363364630977807,0.002342157828751108,0.06124675710494067,0.0,0.0,0.003717263064155823,0.0003175175368500843,0.21341050159194808,0.009707398170176384,0.0016390294781193496,1.554664139655428e-08,1.1696989390386258e-06,1.0486706191088804e-05,0.0009940801497731644,0.011872866568261276,0.00040095602564111835,1.7764276197971934e-07,9.602651089413994e-06,3.165675216782492e-09,4.6195786631754705e-06,1.892731610712945e-05,3.134724189708614e-07,0.00017157597672493906,3.9989210431416415e-08,9.810436270052478e-06,2.6561551308587014e-06,3.208847736184764e-08,3.764614608285776e-06,2.048672856573253e-09,6.819234166066556e-09,1.2724759389636965e-06,3.76,0.0,0.0013118718991133964,0.770368831519718,0.13439282647848413,0.0019978433791786967,0.2467058652514026,0.6679946128164166,0.00164619247554894,1.0427371650087517e-10,0.05566729185389192,0.00018937793441668667,0.07917043950153264,2.2615585042080296e-09,2.3361727467090574e-06,7.363546480941203e-06,4.1812592638229797e-05,0.00018336601005573895,8.780869660090461e-08,0.004699634529798003,8.214111173464854e-05,2.5076368282872106e-05,0.13350492959603652,0.01770531123703365,0.003944839282778507,0.0005347758207160634,0.0009658916153238282,2.488994731285069e-05,0.010522271382472545,0.0032601386056254865,2.460611012366934e-07,8.454817124934032e-12,1.460169113394274e-05,4.7594375847669033e-07,0.014208273547822151,1.076618751251368e-08,1.5972583568359374e-12,4.127682134333171e-07,0.00031922282429720675,1.4048109726879725e-08,2.9277842152554286e-07,6.196021424369681e-10,9.732935348797585e-06,5.207915366237421e-06,0.005209824974770142,1.0957935433055602e-10,8.541455126881124e-10,0.0006590133249101193,1.238322747032105e-07,1.081473342311683e-05,0.00026015369556121816,1.185093974140891e-10,5.08162299170599e-05,2.0943935324959745e-05,0.0003276863186793186,0.000116101681019156,7.710749429569886e-12,4.892548455019082e-12
1.9932357746012896e-05,0.9561236501095748,0.005359469199989445,0.0018569872526759761,0.002375512484252259,0.06197223586816774,0.0,0.0,0.0036535681166601597,0.0003095438956493379,0.21671078115213668,0.009892001828063714,0.0016315351349189735,1.6446043509837384e-08,1.2106895986198596e-06,1.0695594476641733e-05,0.0010042117364331045,0.011692788711808491,0.00040922473039619635,1.8095749587394082e-07,1.006545873319931e-05,3.305381908455523e-09,4.777768663009098e-06,1.9365437190889575e-05,3.1168774303043297e-07,0.0001771560446185996,4.184844116554479e-08,1.0103607117314504e-05,2.7016747251402708e-06,3.288639039426842e-08,3.7667002992229948e-06,2.0648760624887245e-09,7.053264234077311e-09,1.291331884016739e-06,3.76,0.0,0.0012424211209073495,0.7669833490728594,0.13654871397947496,0.0020095771066631304,0.2427435460383545,0.669488574472067,0.0016389583201745197,1.0208164843486342e-10,0.056837868654210505,0.00019256370474823121,0.08003224782744803,2.287995426936249e-09,2.3617210561870134e-06,7.524458362415723e-06,4.050763827619652e-05,0.0001839584884857891,8.757982095159145e-08,0.0046958070713968595,8.219617918708091e-05,2.566174879589211e-05,0.13494091452201512,0.017855838770333997,0.003942331388191862,0.000534540181752725,0.0009601563247594446,2.491295036281171e-05,0.010523561414089364,0.003258084884173122,2.4336680950215285e-07,8.362236470997444e-12,1.4687173505270196e-05,4.787153739718095e-07,0.014225597351759427,1.0710309138269412e-08,1.5797678448368794e-12,4.1586366563665847e-07,0.00032251224884517873,1.3735971857705017e-08,2.91324644346241e-07,6.153288627219119e-10,9.801380460300183e-06,5.279567693057761e-06,0.005263716864139951,1.105268633563127e-10,8.673794999692245e-10,0.0006661071742658959,1.248861636478958e-07,1.0984691568379184e-05,0.00026213677226721534,1.1881150191270176e-10,5.1231152288633464e-05,2.1215969385761037e-05,0.0003283310180910134,0.00011834541955325999,7.82427417349574e-12,4.964783410935947e-12
2.0075083216179214e-05,0.9566816136774673,0.005445824463389403,0.0018760800130561567,0.0024062170749990838,0.06261624521393815,0.0,0.0,0.0035968707875907472,0.00030247224791684664,0.21967698542559097,0.010059963062239203,0.0016246492473975262,1.7304941971503657e-08,1.2490084066162995e-06,1.0890396319733896e-05,0.0010133390427182504,0.01152857270044598,0.00041672851853663334,1.840026916928923e-07,1.0496121590374146e-05,3.436563557031945e-09,4.924891036874445e-06,1.9762464785251063e-05,3.1005436182108117e-07,0.00018222582898414232,4.3590721341245464e-08,1.0371976899968552e-05,2.7422815263571443e-06,3.36157543282986e-08,3.7689279013705053e-06,2.079268238125478e-09,7.2702714851066516e-09,1.3080115812054379e-06,3.76,0.0,0.0011831296012081867,0.7639341119951836,0.13848788152937466,0.0020196335360703043,0.2391943080310353,0.6708373833277422,0.0016324426584692089,1.001307862225366e-10,0.0578976062897829,0.000195556101858236,0.08080169237912443,2.312953377656541e-09,2.384532320935476e-06,7.673634511826101e-06,3.9360234113733204e-05,0.00018452313892927406,8.73554855897626e-08,0.0046912063118411725,8.224294821015662e-05,2.62028472854036e-05,0.13621833569570055,0.017989595086787033,0.003939991101300458,0.0005343177154430816,0.0009549938629497238,2.4932733470071657e-05,0.010524055654601482,0.0032560765760489135,2.409555724502851e-07,8.279382220835269e-12,1.4761175009816477e-05,4.811143980110475e-07,0.014234551240398423,1.0659880670037405e-08,1.5641148832236328e-12,4.1878636786651117e-07,0.0003255199870166919,1.346143571828814e-08,2.89998031540406e-07,6.113493076522594e-10,9.863184600831165e-06,5.34461797162257e-06,0.005311683658379466,1.1137891303002833e-10,8.796119091823133e-10,0.0006723097363525648,1.2582265025396314e-07,1.113771332013196e-05,0.0002638900717783078,1.190620077264816e-10,5.1592280621862367e-05,2.146696111269179e-05,0.00032877682797762247,0.00012039243337794046,7.93010311896464e-12,5.0321213819442444e-12
2.0217808686345532e-05,0.9572374129750683,0.00553418247818113,0.0018956755086326704,0.0024375988551297986,0.06325161548590297,0.0,0.0,0.0035407689037225323,0.0002955013653014032,0.22263926078932858,0.010229706686699086,0.0016176358694371142,1.8213963923579187e-08,1.2887502650742257e-06,1.1091915022737516e-05,0.0010224734352753402,0.01136253424449889,0.00042429163444244745,1.871091862696108e-07,1.0940494027097627e-05,3.5731780211511076e-09,5.076688956015375e-06,2.016206242432825e-05,3.083963725603314e-07,0.00018733740270138297,4.5401211882634465e-08,1.064466608462453e-05,2.7825180635193303e-06,3.43558448940805e-08,3.7715143908091567e-06,2.093481236197667e-09,7.493522052892432e-09,1.3244073322597673e-06,3.76,0.0,0.0011267352836445553,0.7608825328820308,0.14042591701466528,0.00202920738228457,0.23566115726557343,0.6721904351183131,0.0016259219913556306,9.820067467293459e-11,0.05896328987132139,0.00019866802289931207,0.08156519025200093,2.339005386440221e-09,2.4071683276530323e-06,7.827014114074424e-06,3.823815507024304e-05,0.00018511912156964956,8.71138225026056e-08,0.004685513297792116,8.228698367892833e-05,2.675775793363254e-05,0.1374815247564454,0.018121713271245603,0.003937579199722043,0.0005340863744819627,0.0009498326758926152,2.495162063249962e-05,0.01052389292573997,0.003253928212011901,2.3855765370135053e-07,8.196985725042314e-12,1.4832413116338797e-05,4.834234966260589e-07,0.01423723343757227,1.0609309240404461e-08,1.5485484173799064e-12,4.2184405689936393e-07,0.000328574552202015,1.3192871752426212e-08,2.8865371031652466e-07,6.07248307737269e-10,9.925174900523037e-06,5.410243739606326e-06,0.0053591716607393775,1.1223099464264651e-10,8.921515170708832e-10,0.0006783397889302435,1.2674768550090023e-07,1.1290793261800494e-05,0.0002656142352729942,1.1929272745321814e-10,5.194184264042212e-05,2.172406785658699e-05,0.0003290963977418829,0.0001224675075593958,8.039526889599387e-12,5.101746372638942e-12
2.036053415651185e-05,0.9577910539275024,0.005624606954525905,0.0019157960714783094,0.0024696854392181884,0.06387816808075071,0.0,0.0,0.0034852621773112115,0.0002886325604259425,0.2255975298762057,0.010401293108654551,0.0016105005872022163,1.9176530265749142e-08,1.329987613345795e-06,1.130042302470506e-05,0.0010316133961956488,0.011194872042031373,0.0004319146622570387,1.9027960492252606e-07,1.1398888199114102e-05,3.7155063568251795e-09,5.233337126211426e-06,2.0564224986567308e-05,3.067147846979921e-07,0.00019248731952453704,4.728280756671477e-08,1.0921713732938414e-05,2.8223557325488064e-06,3.510672115317194e-08,3.7744846920456047e-06,2.1075160458205593e-09,7.723213949083623e-09,1.3405109707264691e-06,3.76,0.0,0.0010731022886568478,0.7578284435739503,0.14236276597499195,0.002038293573971553,0.2321442025941353,0.6735479468703626,0.0016193959595854647,9.629122076425722e-11,0.06003498262129369,0.00020190047554525967,0.08232265481712134,2.3661437205144123e-09,2.4296265189879867e-06,7.984675714188223e-06,3.714109032019623e-05,0.00018574788993001165,8.685488317978152e-08,0.00467873087105837,8.232818465793394e-05,2.732678907932654e-05,0.1387304239682676,0.01825218271857335,0.003935101801300539,0.0005338469852280997,0.0009446743833822824,2.496958337684861e-05,0.010523046834107043,0.003251649233293738,2.3617337442458129e-07,8.115058001047235e-12,1.490090132572174e-05,4.856431065099744e-07,0.014233662341872136,1.055858104517464e-08,1.5330705261777082e-12,4.250420226542461e-07,0.0003316779479564871,1.293020075111207e-08,2.872911941252277e-07,6.030306204753867e-10,9.987343174394264e-06,5.476486281122024e-06,0.005406208236896642,1.1308378452306845e-10,9.050008143901725e-10,0.0006841971325826761,1.2766119575265965e-07,1.1443931846256977e-05,0.00026730991513884434,1.1950411143239212e-10,5.227993015071448e-05,2.1987565851510703e-05,0.00032929085270102225,0.00012457248974293266,8.152674647077206e-12,5.173740432145398e-12
2.0503259626678168e-05,0.9583425430066211,0.0057171636830527905,0.0019364648271389426,0.002502505215071813,0.06449572603306124,0.0,0.0,0.003430349748852905,0.00028186690348816116,0.22855172843939206,0.010574785154539069,0.0016032487361242974,2.019632511320083e-08,1.3727970573162036e-06,1.1516202647676988e-05,0.0010407571624610939,0.011025780473111747,0.00043959815475549653,1.9351666987824486e-07,1.187162202710456e-05,3.863847356670137e-09,5.395017002013227e-06,2.0968947224869467e-05,3.050105300396599e-07,0.00019767198896328617,4.923853436591024e-08,1.1203158161828072e-05,2.861764695226238e-06,3.5868426605996154e-08,3.7778628280911074e-06,2.1213731997832583e-09,7.959551363873857e-09,1.3563144411991514e-06,3.76,0.0,0.0010221009195397319,0.7547716630458983,0.14429837713905394,0.0020468869643342352,0.228643542884561,0.6749101377577054,0.001612864176416932,9.440232666369192e-11,0.061112757970827526,0.00020525459516996958,0.08307399849574676,2.394361875676441e-09,2.4519043119175042e-06,8.146701869941711e-06,3.6068715740748544e-05,0.00018641084429586147,8.657871858115892e-08,0.004670861866538038,8.236643528381151e-05,2.791026174895523e-05,0.13996496988919335,0.01838099193870044,0.003932564249992479,0.0005336002707295917,0.0009395203732356166,2.4986588693843735e-05,0.010521489059525066,0.003249247556928885,2.3380298798023565e-07,8.033607737278736e-12,1.4966652249352565e-05,4.877736351504545e-07,0.014223858755788547,1.0507680436208666e-08,1.5176828486328388e-12,4.283856503930116e-07,0.0003348321971676569,1.2673341452515217e-08,2.859099511709622e-07,5.987008279385259e-10,1.0049679475860081e-05,5.543387762778786e-06,0.005452820178370832,1.1393795835211799e-10,9.181625364643533e-10,0.00068988153131652,1.28563101203374e-07,1.1597128075821517e-05,0.00026897776233944797,1.196966008482892e-10,5.260664115314182e-05,2.2257739521219758e-05,0.00032936137239197063,0.0001267092746775748,8.269678817924231e-12,5.248187697006522e-12
2.0645985096844486e-05,0.9588918872047325,0.0058119206217363125,0.001957705749836506,0.0025360873922203753,0.06510411390507218,0.0,0.0,0.003376030245367993,0.00027520524189934836,0.23150180501858544,0.010750248131375343,0.001595885408973423,2.1277318414659442e-08,1.417259633571068e-06,1.1739546494399366e-05,0.001049902714499765,0.01085544950788554,0.0004473426289325424,1.968232040902592e-07,1.2359019205651768e-05,4.018518766188008e-09,5.5619170299625326e-06,2.137622346408304e-05,3.03284467170451e-07,0.00020288767450359405,5.1271554932366144e-08,1.148903670851266e-05,2.900713811226224e-06,3.6640987502111645e-08,3.7816719620851673e-06,2.135052762395774e-09,8.202744808537131e-09,1.3718097967832574e-06,3.76,0.0,0.0009736073892845906,0.7517119976750577,0.14623270195033097,0.0020549823301197327,0.22515926811910777,0.6762772292169472,0.0016063262281871555,9.253389042609056e-11,0.06219669960338086,0.00020873164563894032,0.08381913246007011,2.4236545455758185e-09,2.4739990888256234e-06,8.313179201188498e-06,3.50206959751545e-05,0.00018710933334942345,8.628537909682123e-08,0.004661909107001151,8.240160465711692e-05,2.850850985245252e-05,0.14118509273518423,0.01850812850313063,0.003929971130467891,0.0005333468525906034,0.0009343718110826278,2.5002599000161584e-05,0.010519189389965591,0.003246729635153949,2.3144668391713377e-07,7.952641430379596e-12,1.5029677551742352e-05,4.898154589776109e-07,0.014207845877328568,1.0456589965035473e-08,1.5023866098078222e-12,4.3188042640681974e-07,0.0003380393432272201,1.2422210875400302e-08,2.8450940673698723e-07,5.942633419984795e-10,1.0112172034700502e-05,5.610991304708485e-06,0.005499033627578922,1.1479419214282044e-10,9.316396569358608e-10,0.0006953927010873259,1.2945331550314985e-07,1.1750379390083508e-05,0.00027061842568062424,1.198706274573327e-10,5.29220793255881e-05,2.253488194322951e-05,0.00032930918667403074,0.000128879804807197,8.390675239335939e-12,5.3251744649002634e-12
2.0788710567010804e-05,0.9594390939496452,0.005908947985857827,0.0019795437192916022,0.0025704620525592707,0.06570315767989454,0.0,0.0,0.003322301833209524,0.0002686482184318483,0.23444772062350597,0.010927749891648556,0.0015884154634316393,2.242379068028284e-08,1.4634610904286958e-06,1.1970757880681705e-05,0.0010590477641311221,0.01068406462226056,0.0004551485614350184,2.0020213527205226e-07,1.2861409192396332e-05,4.179858583354263e-09,5.734232900522057e-06,2.1786047279721416e-05,3.0153738569459966e-07,0.00020813049191484097,5.3385174232184556e-08,1.1779385472907868e-05,2.9391705697692614e-06,3.742441102500584e-08,3.7859344356915703e-06,2.1485543170759775e-09,8.45301125338176e-09,1.3869891968735036e-06,3.76,0.0,0.0009275035588505683,0.748649241489513,0.14816569410025177,0.0020625743710794876,0.22169146045387206,0.6776494450605584,0.001599781674843624,9.068580664867596e-11,0.0632869015085682,0.00021233302008876633,0.08455796633798794,2.454017590235264e-09,2.4959081887032937e-06,8.484198438599437e-06,3.399668629360847e-05,0.00018784465565858735,8.597491451909609e-08,0.004651875398701956,8.243354669870928e-05,2.9121880376326766e-05,0.14239071575634296,0.01863357899218842,0.003927326279782924,0.0005330872524650513,0.0009292296490583323,2.5017572090706718e-05,0.01051611575298736,0.0032441005108528207,2.291045915967924e-07,7.872163509721658e-12,1.508998789696696e-05,4.917689216383329e-07,0.01418564930098255,1.0405290422574412e-08,1.4871826443336343e-12,4.35531944827214e-07,0.0003413014508604532,1.2176724613151504e-08,2.8308894537857e-07,5.897224097669776e-10,1.0174807188645302e-05,5.679341056508605e-06,0.005544874003623849,1.1565316325564967e-10,9.454353811197847e-10,0.0007007302989957923,1.3033174538909933e-07,1.1903681551552243e-05,0.0002722325511273797,1.200266133510852e-10,5.3226353525827544e-05,2.2819295330663756e-05,0.0003291355720464361,0.00013108607094196905,8.515803289446748e-12,5.404789287500256e-12
2.0931436037177122e-05,0.9599841710619245,0.00600831834070257,0.0020020045807141334,0.0026056602011116058,0.06629268465830401,0.0,0.0,0.0032691622660667072,0.0002621962880132111,0.23738944843356485,0.011107360901565869,0.0015808435278931443,2.3640359181694375e-08,1.5114921914360172e-06,1.2210151334267505e-05,0.0010681897418887464,0.010511806720070077,0.0004630163838772743,2.0365650011384297e-07,1.3379127175510566e-05,4.348226456026965e-09,5.912167805970339e-06,2.2198411156867684e-05,2.9977001019461876e-07,0.00021339640765813414,5.5582845358654326e-08,1.2074239036180194e-05,2.9771010211373447e-06,3.821868336553769e-08,3.7906718039930706e-06,2.161876947799207e-09,8.710574267682533e-09,1.4018449052455208e-06,3.76,0.0,0.0008836766862225816,0.7455831763993488,0.15009730906859414,0.0020696577098917343,0.21824019524286783,0.679027011587539,0.0015932300504380445,8.885796709475328e-11,0.06438346804612408,0.00021606024171959027,0.08529040792080606,2.4854480039320607e-09,2.517628898511408e-06,8.659854471539973e-06,3.2996334270349546e-05,0.00018861806101186775,8.564737402645025e-08,0.004640763527800966,8.246210001618636e-05,2.9750733573781453e-05,0.143581754622415,0.018757328942764058,0.003924632797468818,0.0005328218933196249,0.0009240946334217852,2.5031461096053674e-05,0.01051223424361677,0.0032413638690856257,2.267767835297081e-07,7.792176452009342e-12,1.5147592898638799e-05,4.936343323811439e-07,0.01415729702751392,1.0353760878873352e-08,1.4720714180545608e-12,4.393459130158862e-07,0.00034462060682449085,1.193679708343746e-08,2.8164791302049056e-07,5.850821189584483e-10,1.023756931286749e-05,5.7484822772277384e-06,0.0055903659284756956,1.165155514485572e-10,9.595531390905118e-10,0.0007058939131076538,1.3119829031991474e-07,1.20570285288589e-05,0.00027382078116210194,1.201649707460337e-10,5.3519577312231515e-05,2.311129152799137e-05,0.0003288418481753205,0.00013333011299382426,8.64520598749056e-12,5.487123042159447e-12
