Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970)
0.8105209780309592,0.4673208297729128,4.416959193778321e-09,1.816105831206197e-08,6.197931345921124e-08,0.0007744648671136055,0.0,0.0,6.62270857863451e-05,0.00022754755258322113,0.035648804606072663,0.0015855034508813432,1.4607878266237533e-08,1.124485551414633e-27,7.434872341502992e-20,7.45463900869111e-13,3.8718597227498866e-10,0.01974796810090752,7.899934079268703e-14,4.928483143077226e-20,8.295896497497893e-15,6.496398990840831e-22,1.5643176156836815e-14,3.0591612440399206e-08,2.230966363610132e-12,1.445108883344375e-09,6.270542643953903e-19,3.516755207256026e-11,8.196634792098638e-13,1.161905274000938e-17,1.9979314255503768e-10,1.296171774926691e-16,6.152567999800222e-17,6.106983985409089e-12,3.76,0.0,0.5320549896791037,0.913176726005847,0.05995655055512652,2.198469188774336e-06,0.04716599163270065,0.08468659212246002,1.2832383869375336e-05,9.620225660433827e-15,0.05426395490073744,2.1241282489260532e-05,7.199752198807688e-07,2.108817494563495e-07,7.292277577597154e-16,2.0388089197639163e-08,0.00023495459953373494,0.019763858393737437,1.3920870357886902e-14,5.701196149224192e-05,6.3110799006085e-08,6.114023970982884e-08,4.346164723404546e-05,0.003968585479919656,4.007077454803411e-10,3.495158948340997e-11,2.8839551463664133e-08,8.750110693258777e-09,7.914449173492468e-09,0.0013241732930203904,2.0268470512767062e-08,6.959603020098603e-15,5.6932810746158225e-09,6.260642421619351e-13,1.383741600083771e-05,6.143574316138287e-08,4.0156250303132075e-16,2.3901026991266306e-12,1.6248618714296104e-15,4.2762064359242965e-15,6.785411589503562e-10,9.394278205697792e-16,8.232242556248126e-10,1.7857032439203527e-06,4.738004146120256e-07,6.208772627699336e-08,9.904411820887643e-09,1.4685636751913516e-05,2.9277501184011257e-13,2.113368463175706e-08,1.4196848811665897e-10,1.3677352609609704e-17,4.348301632554365e-06,2.0550559947286074e-12,0.001337196159527782,7.58920220115542e-10,1.2306509363685224e-15,2.3080751693536453e-17,9.257228816834671e-20,7.065351040790564e-26,2.4839943528823613e-09
0.8123629061677511,0.4673478054052735,4.425502905103577e-09,1.8168358823897304e-08,6.207532163124173e-08,0.0007787678217856852,0.0,0.0,6.625441726275052e-05,0.0002277963820915252,0.03584540505349977,0.0015957433900058526,1.4636025547713428e-08,1.1345921212430223e-27,7.462221525737643e-20,7.467109038898779e-13,3.8817548575889137e-10,0.019763254679661335,7.95074492480013e-14,4.959201535217983e-20,8.393703916410593e-15,6.541441264149925e-22,1.5663367482335116e-14,3.07297488123504e-08,2.2369140898604842e-12,1.459828550682437e-09,6.323107677014125e-19,3.539296765920696e-11,8.259976427471696e-13,1.171712665467849e-17,2.0011346854557871e-10,1.30659129342727e-16,6.203233003533062e-17,6.150610954741044e-12,3.76,0.0,0.5316800030426957,0.9128013288836603,0.06026451457124553,2.2094211202233994e-06,0.04720666605100981,0.08485273935470576,1.2827108609829571e-05,9.624008110557023e-15,0.054473541191617826,2.1250452060666815e-05,7.231831504231335e-07,2.108738831718289e-07,7.324769583461035e-16,2.0412306742159008e-08,0.0002352521238829415,0.01986032744875415,1.399966291740797e-14,5.733553836804044e-05,6.321807873921047e-08,6.131943533795549e-08,4.351740580638557e-05,0.003977602649549533,4.018018838494724e-10,3.5155379756225434e-11,2.8916370108275187e-08,8.765847259344908e-09,7.928521203864317e-09,0.001330797153391602,2.0312932142445884e-08,6.974869837665247e-15,5.697916049600434e-09,6.265739172100742e-13,1.3894201531383244e-05,6.151131167424784e-08,4.024433832621903e-16,2.3952933686607858e-12,1.632361194158331e-15,4.281397663626795e-15,6.794290097997061e-10,9.40795247109605e-16,8.2534583251975e-10,1.7962824139608184e-06,4.7510727803772663e-07,6.242627882633293e-08,9.911800389035136e-09,1.4768178338889773e-05,2.9344023822658335e-13,2.1264263398658663e-08,1.4220664878987107e-10,1.3693880008741036e-17,4.365842289642648e-06,2.0639978745249157e-12,0.001343096013959584,7.621935956088359e-10,1.2321042294016534e-15,2.310800846159598e-17,9.351521452413805e-20,7.136528243130119e-26,2.4901071024402205e-09
0.8142048343045429,0.467374785469198,4.434019973900024e-09,1.817558664187539e-08,6.217069159482658e-08,0.0007830783397677455,0.0,0.0,6.628128714590586e-05,0.0002280420745487684,0.03604228862105557,0.001606014606556773,1.466401049928536e-08,1.1457844541754553e-27,7.489542831392685e-20,7.479532802805985e-13,3.891635555706472e-10,0.019778400429453967,8.001687380508718e-14,4.990019820266595e-20,8.49229454148847e-15,6.586635129759493e-22,1.5683436626601932e-14,3.086779149236339e-08,2.242838591475317e-12,1.4746460900650191e-09,6.375878194133149e-19,3.5618944805492745e-11,8.323580109965771e-13,1.181562711266033e-17,2.0043144367232515e-10,1.3170518013685904e-16,6.254134906468531e-17,6.1943423376673665e-12,3.76,0.0,0.5313050091558892,0.91242557034613,0.06057284187825179,2.2203904889609574e-06,0.04724712215483083,0.08501876085562989,1.2821828271538685e-05,9.627734912332676e-15,0.05468329202342553,2.1259478907119237e-05,7.26396436146053e-07,2.108644417169748e-07,7.357315831863938e-16,2.043637745009972e-08,0.00023554700206122032,0.019956867792272345,1.4078585769820688e-14,5.7659651439335667e-05,6.332478513764212e-08,6.149819406094662e-08,4.3572924492703815e-05,0.00398660026594594,4.028922700356148e-10,3.535945616633719e-11,2.8992923397074986e-08,8.781506924096693e-09,7.942548775442378e-09,0.0013374296628284787,2.0357149735749378e-08,6.990052860286415e-15,5.702510783540986e-09,6.270791671427081e-13,1.3951005298147906e-05,6.158620302889064e-08,4.03319428606559e-16,2.40045541639541e-12,1.6398673024951703e-15,4.286548767554998e-15,6.803116825061797e-10,9.42153819817196e-16,8.27462975601263e-10,1.8068774115339932e-06,4.76407491325173e-07,6.27650142025749e-08,9.919102916890322e-09,1.4850869867143758e-05,2.941040221063076e-13,2.1395106171284072e-08,1.4244393261596327e-10,1.3710296709664104e-17,4.3833926663985465e-06,2.0729379816380977e-12,0.0013489976226297204,7.654696333628317e-10,1.2335467046870201e-15,2.3135062355370587e-17,9.446441044623137e-20,7.208169861512897e-26,2.4961944143524017e-09
0.8160467624413348,0.46740176980593967,4.442510514535716e-09,1.818274206224312e-08,6.226542642300372e-08,0.0007873963683225772,0.0,0.0,6.630769886706613e-05,0.00022828464902842805,0.03623945270179486,0.0016163170245139227,1.4691833807045385e-08,1.1508978039670236e-27,7.5168361321882e-20,7.491910363287939e-13,3.901501837771083e-10,0.01979340630361286,8.05276099147078e-14,5.020937838328722e-20,8.591671028446473e-15,6.631981329928552e-22,1.570338384900438e-14,3.1005738110999217e-08,2.248739919480215e-12,1.4895616969627556e-09,6.428853626481523e-19,3.5845480892787744e-11,8.38744561032062e-13,1.1914553587034246e-17,2.0074708039576001e-10,1.327553221881232e-16,6.305273932660223e-17,6.238177245763182e-12,3.76,0.0,0.530930010558307,0.9120494539913144,0.06088152858111338,2.2313771969089784e-06,0.047287360466180796,0.08518465670670358,1.2816542905064154e-05,9.631406267984298e-15,0.05489320584560699,2.126836413543789e-05,7.29615050031661e-07,2.1085343912434385e-07,7.389916049148595e-16,2.0460302065971336e-08,0.00023583924441628935,0.020053478130824903,1.415763761946925e-14,5.798429538060023e-05,6.343091995624006e-08,6.167651628479058e-08,4.362820412286718e-05,0.003995578375073293,4.0397890582153766e-10,3.55638142026381e-11,2.906921145254938e-08,8.797089912653206e-09,7.95653194091051e-09,0.0013440707378133217,2.040112359884185e-08,7.005152193080078e-15,5.707065441599697e-09,6.275800101196885e-13,1.4007826623251721e-05,6.166041977211545e-08,4.041906451290842e-16,2.405588879174997e-12,1.6473800988710114e-15,4.2916598688950804e-15,6.811891874387162e-10,9.435035646690955e-16,8.29575684572899e-10,1.8174880627272325e-06,4.777010661679411e-07,6.310392546565607e-08,9.926319908887523e-09,1.493371032808627e-05,2.9476636687021337e-13,2.152621124411063e-08,1.4268034075405793e-10,1.3726602956469143e-17,4.400952579507498e-06,2.081876205789905e-12,0.0013549008941625988,7.687483002796064e-10,1.2349783965231398e-15,2.316191401795639e-17,9.541988845621697e-20,7.280276813971957e-26,2.5022563276313716e-09
0.8178886905781266,0.46742875825753394,4.450974649653095e-09,1.8189825713600452e-08,6.235952922236371e-08,0.0007917218549013231,0.0,0.0,6.633365613594343e-05,0.0002285241244242752,0.03643689470144843,0.0016266505676870047,1.4719496125921918e-08,1.1527833928075365e-27,7.544101209592968e-20,7.504241803206452e-13,3.9113537311335744e-10,0.019808273249286776,8.103965222782704e-14,5.051955426952914e-20,8.691836020442036e-15,6.677480679380543e-22,1.5723209470087588e-14,3.1143586322345076e-08,2.254618114579772e-12,1.5045755645233198e-09,6.482033318684322e-19,3.607257330414262e-11,8.451572695971278e-13,1.2013905340112148e-17,2.0106039086814736e-10,1.338095451947595e-16,6.35665015843807e-17,6.282114792769398e-12,3.76,0.0,0.5305550097725634,0.9116729834008866,0.06119057080545314,2.242381146340234e-06,0.047327381509135444,0.08535042699010903,1.2811252560737221e-05,9.635022379850593e-15,0.05510328111333523,2.1277108707069174e-05,7.328389650869773e-07,2.1084088743699625e-07,7.422569961909477e-16,2.0484081247205864e-08,0.00023612886133020532,0.02015015717893509,1.423681717562506e-14,5.830946488654307e-05,6.353648498213845e-08,6.185440221676473e-08,4.368324568944799e-05,0.00400453702327229,4.0506179229788314e-10,3.576844937807744e-11,2.9145234359030845e-08,8.812596455819944e-09,7.97047077194724e-09,0.0013507202949027295,2.0444854052178876e-08,7.020167946062599e-15,5.711580217888266e-09,6.280764674867416e-13,1.406466483239764e-05,6.173396464352472e-08,4.050570391765679e-16,2.4106937956791597e-12,1.6548994516622684e-15,4.296731104498132e-15,6.820615378094967e-10,9.448445106017068e-16,8.316839585653109e-10,1.8281142071292637e-06,4.789880157279598e-07,6.344300635623076e-08,9.933451817343354e-09,1.5016698716701817e-05,2.9542727593699195e-13,2.1657576805993322e-08,1.429158747406451e-10,1.3742799051846708e-17,4.418521846424127e-06,2.0908124487333783e-12,0.0013608057375227138,7.720295528034617e-10,1.2363993429120675e-15,2.3188564161915737e-17,9.638166092684445e-20,7.352849977185692e-26,2.5082928850300483e-09
0.8197306187149185,0.4674557506670628,4.459412499164545e-09,1.8196837769599827e-08,6.24530032019096e-08,0.000796054747149864,0.0,0.0,6.635916241343943e-05,0.00022876051972129554,0.03663461203836195,0.0016370151597685958,1.4746998110922097e-08,1.158533813808834e-27,7.571337879146961e-20,7.51652718203305e-13,3.921191263656811e-10,0.01982300220706426,8.155299487376416e-14,5.0830724327480236e-20,8.792792148253596e-15,6.723131874674457e-22,1.57429137736609e-14,3.1281333808319866e-08,2.2604732268763217e-12,1.5196878839411498e-09,6.535416554149925e-19,3.6300219426671215e-11,8.515961132891898e-13,1.2113681678209191e-17,2.0137138735305697e-10,1.3486783843703046e-16,6.408263699618332e-17,6.3261540943900025e-12,3.76,0.0,0.530180009303353,0.9112961621404826,0.06149996469793141,2.2534022398360694e-06,0.0473671858106237,0.08551607178855379,1.2805957288663773e-05,9.638583450963166e-15,0.05531351628729262,2.1285713704843635e-05,7.360681542894424e-07,2.108268003450472e-07,7.455277296443568e-16,2.0507715787636822e-08,0.00023641586320342125,0.02024690365951685,1.4316123149268844e-14,5.8635154658885054e-05,6.364148208552246e-08,6.20318525013102e-08,4.373805002338412e-05,0.004013476257163999,4.0614093063682e-10,3.5973357748779625e-11,2.9220992228380194e-08,8.828026788130137e-09,7.984365317341269e-09,0.001357378250893469,2.0488341550976957e-08,7.035100275559028e-15,5.716055280610877e-09,6.285685577420883e-13,1.412151925424817e-05,6.180684050065042e-08,4.0591861976975467e-16,2.4157702201007163e-12,1.6624252966448025e-15,4.3017626090244215e-15,6.829287455499429e-10,9.461766868385823e-16,8.337877981937172e-10,1.8387556792749667e-06,4.802683521592895e-07,6.378225015778746e-08,9.940499150082407e-09,1.5099834029671756e-05,2.9608675274602117e-13,2.1789201221923796e-08,1.4315053570210035e-10,1.3758885269173891e-17,4.436100285054821e-06,2.099746609504737e-12,0.0013667120619980223,7.753133583707247e-10,1.2378095812669374e-15,2.321501348875289e-17,9.734974010566989e-20,7.425890152858784e-26,2.5143041493377356e-09
0.8215725468517103,0.4674827468784907,4.467824189016225e-09,1.8203778969158218e-08,6.254585149524449e-08,0.0008003949929055002,0.0,0.0,6.638422133259943e-05,0.0002289938537669889,0.03683260214356104,0.0016474107243047076,1.4774340454515523e-08,1.1696567399446269e-27,7.598545982169764e-20,7.528766590480949e-13,3.931014467298208e-10,0.019837594111378046,8.20676329617539e-14,5.114288700787577e-20,8.894542030600388e-15,6.768933478676856e-22,1.576249711267548e-14,3.141897827451565e-08,2.266305316592892e-12,1.5348988440709881e-09,6.589002718464041e-19,3.652841665106973e-11,8.580610684367844e-13,1.2213882014331292e-17,2.0168008208989577e-10,1.3593019321546118e-16,6.460114590441899e-17,6.3702942688908155e-12,3.76,0.0,0.5298050116385298,0.9109189937593876,0.06180970642577916,2.2644403803263735e-06,0.04740677389952489,0.08568159118544882,1.28006571387199e-05,9.642089684644257e-15,0.055523909833962146,2.1294180081914688e-05,7.393025906469124e-07,2.1081118995421628e-07,7.488037779354816e-16,2.0531206356621315e-08,0.0002367002604678771,0.020343716303432204,1.439555425652711e-14,5.89613594204819e-05,6.374591313383847e-08,6.220886765990945e-08,4.3792618100151896e-05,0.004022396123666147,4.0721632328569665e-10,3.617853534145678e-11,2.9296485265367828e-08,8.84338114172251e-09,7.998215660489583e-09,0.0013640445226513413,2.053158656717193e-08,7.049949343640745e-15,5.7204908214094305e-09,6.290563019606982e-13,1.4178389221152824e-05,6.187905002736708e-08,4.06775396261246e-16,2.420818208735272e-12,1.6699574836472022e-15,4.306754523148157e-15,6.837908255059307e-10,9.475001229993757e-16,8.358872032767395e-10,1.849412323762812e-06,4.81542089226362e-07,6.412165053640912e-08,9.947462332470323e-09,1.5183115266662099e-05,2.967448007585631e-13,2.1921082753254897e-08,1.4338432536576669e-10,1.3774861941564205e-17,4.453687714120192e-06,2.108678593912271e-12,0.0013726197772172568,7.785996736601376e-10,1.2392091517853479e-15,2.324126275224624e-17,9.832413809040631e-20,7.499398162229049e-26,2.520290160227965e-09
0.8234144749885022,0.4675097467367562,4.476209833870246e-09,1.8210649375622373e-08,6.263807714931163e-08,0.0008047425402012535,0.0,0.0,6.640883633221117e-05,0.00022922414545664888,0.03703086246065746,0.001657837184714482,1.4801523852009437e-08,1.1789492179658278e-27,7.625725414629323e-20,7.540960095386865e-13,3.940823365319129e-10,0.019852049890153857,8.25835620179265e-14,5.1456040670858276e-20,8.997088273171107e-15,6.814886191563868e-22,1.5781959751276852e-14,3.15565174537387e-08,2.2721144366443833e-12,1.5502086318677764e-09,6.642791244421645e-19,3.67571623708849e-11,8.645521111916632e-13,1.2314505813446695e-17,2.0198648745470055e-10,1.369966014543223e-16,6.512203124763807e-17,6.414534436780621e-12,3.76,0.0,0.5294300192480794,0.9105414817908639,0.06211979217723374,2.275495471056963e-06,0.04744614630750712,0.08584698526471314,1.2795352160556549e-05,9.645541284371877e-15,0.05573446022531187,2.130250890788672e-05,7.425422471427102e-07,2.1079406980940053e-07,7.520851136997493e-16,2.0554553674943216e-08,0.00023698206357462972,0.02044059384990704,1.4475109215360048e-14,5.9288073901712284e-05,6.384977990974402e-08,6.23854481188396e-08,4.384695075772382e-05,0.0040312966700100155,4.0828797266631754e-10,3.6383977615655624e-11,2.937171363688595e-08,8.858659745400504e-09,8.012021858551327e-09,0.0013707190272910495,2.057458942412127e-08,7.0647152613154715e-15,5.724887006597603e-09,6.295397184286081e-13,1.4235274068392738e-05,6.19505958022037e-08,4.076273750547651e-16,2.4258378004019593e-12,1.677495957815131e-15,4.311706969585444e-15,6.846477881976797e-10,9.488148452173048e-16,8.379821736679317e-10,1.8600839716052493e-06,4.828092399776009e-07,6.446120081007544e-08,9.954341858349715e-09,1.5266541429799085e-05,2.974014234590075e-13,2.2053219697189367e-08,1.436172449675947e-10,1.3790729316524517e-17,4.471283952764608e-06,2.117608296955368e-12,0.0013785287931386142,7.818884660370454e-10,1.2405980898759803e-15,2.3267312616297958e-17,9.930486685715059e-20,7.573374893477915e-26,2.5262509574342013e-09
0.825256403125294,0.4675367500877231,4.4845695517225095e-09,1.8217449802342775e-08,6.272968323291199e-08,0.0008090973372589017,0.0,0.0,6.643301091731694e-05,0.00022945141353201336,0.037229390445808926,0.0016682944642762779,1.4828548948878332e-08,1.1822328054070099e-27,7.652875942598251e-20,7.553107780204641e-13,3.950617981046639e-10,0.019866370465311117,8.310077646378553e-14,5.177018364056306e-20,9.100433470008357e-15,6.860991255183754e-22,1.5801302011949746e-14,3.1693949102559384e-08,2.277900626520276e-12,1.5656174319196332e-09,6.696781448147801e-19,3.698645398446708e-11,8.710692174383118e-13,1.2415552273154352e-17,2.0229061547043003e-10,1.3806705205181867e-16,6.56452930143658e-17,6.458873721008202e-12,3.76,0.0,0.5290550345851898,0.9101636297519854,0.06243021816100095,2.286567415612027e-06,0.047485303568195705,0.08601225411095152,1.2790042403597175e-05,9.648938453718134e-15,0.05594516593913823,2.131070113361147e-05,7.457870967903074e-07,2.1077545179734666e-07,7.553717096031332e-16,2.0577758402090054e-08,0.00023726128297249958,0.020537535046124676,1.4554786748666954e-14,5.96152928532404e-05,6.395308416237621e-08,6.256159411941383e-08,4.3901048963715845e-05,0.004040177943666169,4.0935587984479514e-10,3.658968003904097e-11,2.944667741850454e-08,8.873862826981597e-09,8.025783983309187e-09,0.0013774016820021016,2.0617350449361766e-08,7.079398141024503e-15,5.729244025617802e-09,6.300188279783067e-13,1.429217313500379e-05,6.202148054706223e-08,4.0847456263666747e-16,2.430829034579843e-12,1.685040550470605e-15,4.316620085101821e-15,6.854996469438587e-10,9.50120882672778e-16,8.400727085083647e-10,1.8707704624884144e-06,4.84069818784966e-07,6.48008948173058e-08,9.961138186198637e-09,1.535011152381819e-05,2.9805662434940126e-13,2.218561028145853e-08,1.4384929604659506e-10,1.3806487698964122e-17,4.48888882096611e-06,2.1265356219310988e-12,0.0013844390200634974,7.851796928339305e-10,1.2419764323132168e-15,2.3293163770463886e-17,1.0029193823033841e-19,7.647821183629095e-26,2.5321865892485524e-09
0.8270983312620859,0.46756375677819145,4.49290346229499e-09,1.822418025001547e-08,6.282067293382082e-08,0.0008134593324977151,0.0,0.0,6.645674855413953e-05,0.00022967567677001211,0.03742818356787727,0.0016787824861572123,1.4855416394304334e-08,1.1839142986523344e-27,7.679997389343722e-20,7.565209708641081e-13,3.960398344167476e-10,0.01988055675217555,8.361927027789497e-14,5.208531431774402e-20,9.204580201866164e-15,6.907247461584139e-22,1.582052419194846e-14,3.1831271003933653e-08,2.2836639382576763e-12,1.5811254268983798e-09,6.75097259005966e-19,3.721628889193359e-11,8.776123628644791e-13,1.251702065311841e-17,2.0259247819142667e-10,1.3914153389259748e-16,6.617093272722345e-17,6.503311246460671e-12,3.76,0.0,0.5286800600854483,0.9097854411436372,0.06274098060673967,2.2976561178999293e-06,0.04752424621780492,0.08617739780926459,1.2784727917037761e-05,9.652281396866226e-15,0.056156025458742154,2.1318757798244184e-05,7.490371125792428e-07,2.107553490661781e-07,7.586635382875793e-16,2.060082130549492e-08,0.00023753792914612596,0.020634538647499957,1.463458558142913e-14,5.9943011034274696e-05,6.405582777928558e-08,6.273730628630533e-08,4.395491356638103e-05,0.004049039992424461,4.104200464910379e-10,3.6795638772195e-11,2.9521376755308945e-08,8.888990624603185e-09,8.039502087400229e-09,0.0013840924042257256,2.06598701467714e-08,7.093998155817297e-15,5.733562048801808e-09,6.304936493427522e-13,1.4349085762871988e-05,6.209170712952135e-08,4.0931696899353573e-16,2.4357919711208077e-12,1.6925912317348218e-15,4.321494006911585e-15,6.863464143119931e-10,9.514182650235533e-16,8.421588085272281e-10,1.8814716357902312e-06,4.853238390150562e-07,6.51407260806588e-08,9.967851802384015e-09,1.5433824556367364e-05,2.987104069553486e-13,2.2318252851271056e-08,1.4408047980634342e-10,1.3822137374786571e-17,4.506502139126059e-06,2.1354604734548453e-12,0.0013903503686289785,7.884733214260332e-10,1.2433442181621598e-15,2.331881694722773e-17,1.0128536391156366e-19,7.722737781632179e-26,2.538097117491841e-09
0.8289402593988777,0.4675907666559037,4.501211691103494e-09,1.823084158707711e-08,6.291104939008374e-08,0.0008178284745310672,0.0,0.0,6.648005268107802e-05,0.00022989695385381293,0.0376272393083416,0.0016893011734105253,1.4882126897777814e-08,1.1945242830753422e-27,7.707089631521707e-20,7.577265977012624e-13,3.970164489686315e-10,0.01989460965999709,8.413903884543247e-14,5.240143113579436e-20,9.309531038240903e-15,6.953652969239732e-22,1.5839626654204182e-14,3.196848096490371e-08,2.289404439893853e-12,1.59673279714215e-09,6.805364074056453e-19,3.744666449988066e-11,8.841815229758545e-13,1.2618910409145261e-17,2.0289208792267823e-10,1.4022003917082202e-16,6.669895032730602e-17,6.547846141003677e-12,3.76,0.0,0.5283050981677596,0.9094069194504938,0.06305207576456942,2.308761482166997e-06,0.04756297479443075,0.08634241644541996,1.277940874984645e-05,9.655570318253559e-15,0.056367037273309974,2.132667984716757e-05,7.522922675334127e-07,2.107337736366139e-07,7.619605724296916e-16,2.0623743074044693e-08,0.00023781201258431353,0.02073160341737832,1.4714504443711563e-14,6.0271223224903615e-05,6.415801270758782e-08,6.291258541738888e-08,4.400854550774249e-05,0.004057882864241564,4.114804765372418e-10,3.700184998520771e-11,2.9595811961429725e-08,8.904043380075292e-09,8.053176260847938e-09,0.0013907911114857206,2.0702149051916476e-08,7.108515489621995e-15,5.737841261949236e-09,6.3096420295379e-13,1.440601129766551e-05,6.216127826674797e-08,4.1015460473952417e-16,2.440726673691004e-12,1.7001478250175078e-15,4.326328878029276e-15,6.871881055720414e-10,9.527070227938586e-16,8.44240475181243e-10,1.8921873388720438e-06,4.865713154952705e-07,6.548068833961669e-08,9.974483137713496e-09,1.5517679537149377e-05,2.9936277481476075e-13,2.245114574331939e-08,1.4431079809018148e-10,1.3837678684741852e-17,4.524123728490371e-06,2.1443827608210336e-12,0.001396262749815815,7.917693099627054e-10,1.244701487271042e-15,2.3344272893831786e-17,1.0228515545297832e-19,7.798125469944874e-26,2.543982590582931e-09
0.8307821875356696,0.4676177795695254,4.509494354220627e-09,1.8237433760123375e-08,6.3000815618629e-08,0.0008222047121712345,0.0,0.0,6.650292674192447e-05,0.00023011526345752994,0.037826555161313884,0.0016998504489692625,1.4908681170556856e-08,1.2078491707389582e-27,7.734152595907282e-20,7.589276660744447e-13,3.9799164450106753e-10,0.01990853009154277,8.466007796916952e-14,5.2718532436653144e-20,9.415288534873113e-15,7.000208245387328e-22,1.5858609676542056e-14,3.210557681814309e-08,2.295122187993676e-12,1.6124397211106737e-09,6.859955355130089e-19,3.7677578216042e-11,8.907766730724251e-13,1.2721221023135089e-17,2.031894569993177e-10,1.41302559949329e-16,6.722934927816479e-17,6.59247753500463e-12,3.76,0.0,0.5279301512335691,0.9090280681410943,0.06336349990544463,2.319883412991734e-06,0.04760148983864229,0.0865073101056765,1.277408495076466e-05,9.658805422392764e-15,0.05657819987752625,2.13344683017013e-05,7.555525346623485e-07,2.107107384245604e-07,7.652627846913739e-16,2.0646524398182813e-08,0.00023808354381069593,0.020828728127274952,1.479454206800868e-14,6.0599924215187576e-05,6.425964077657516e-08,6.308743199836207e-08,4.406194564728417e-05,0.004066706607416627,4.1253717339892403e-10,3.7208309144701735e-11,2.9669983275866698e-08,8.919021328090591e-09,8.066806570442871e-09,0.0013974977215527695,2.0744187509061514e-08,7.122950260608214e-15,5.7420818349113925e-09,6.314305074862607e-13,1.4462949087955573e-05,6.223019656504155e-08,4.10987476690651e-16,2.4456331835321808e-12,1.7077103008771331e-15,4.3311248239244836e-15,6.880247317654672e-10,9.539871825108195e-16,8.463177087956657e-10,1.9029174088017364e-06,4.87812262638377e-07,6.582077519727734e-08,9.981032670026322e-09,1.560167547939491e-05,3.00013731490809e-13,2.2584287255236363e-08,1.4454025230260926e-10,1.3853111887394376e-17,4.54175341073345e-06,2.1533023849888468e-12,0.0014021760749456165,7.950676251852863e-10,1.246048276256527e-15,2.3369532296826602e-17,1.0329132428650477e-19,7.873985112930173e-26,2.549843048517724e-09
0.8326241156724614,0.4676447953686643,4.517751563847281e-09,1.8243957653456005e-08,6.308997464072787e-08,0.0008265879944202532,0.0,0.0,6.652537404221337e-05,0.0002303306241429283,0.03802612863336688,0.0017104302356522937,1.4935079843607883e-08,1.2124204778896972e-27,7.761186030772534e-20,7.601241839532764e-13,3.989654228534891e-10,0.01992231894364965,8.518238173240297e-14,5.303661647800613e-20,9.521855236362019e-15,7.046914876884165e-22,1.5877473573483218e-14,3.2242556420580674e-08,2.3008172193419864e-12,1.6282463749172206e-09,6.914745711498526e-19,3.790902745516639e-11,8.973977882420668e-13,1.2823951619339624e-17,2.0348459727977207e-10,1.4238908405553152e-16,6.776212905710413e-17,6.637204561411104e-12,3.76,0.0,0.5275552216675942,0.9086488906679586,0.06367524932070656,2.331021815279258e-06,0.04763979189295977,0.08667207887693143,1.2768756568308723e-05,9.66198691389514e-15,0.05678951177195357,2.134212411198362e-05,7.588178870041435e-07,2.1068625528839075e-07,7.685701477635455e-16,2.066916594354427e-08,0.00023835253332011303,0.02092591155667827,1.4874697191429768e-14,6.0929108814140294e-05,6.436071367809972e-08,6.326184626913193e-08,4.4115114914275687e-05,0.004075511270376713,4.1359013774124403e-10,3.741501164614774e-11,2.9743890738575348e-08,8.933924690909659e-09,8.080393083533653e-09,0.0014042121522976215,2.0785985842493724e-08,7.137302580091735e-15,5.746283950136008e-09,6.318925830035638e-13,1.4519898486089907e-05,6.229846472267624e-08,4.1181559126779365e-16,2.4505115396986787e-12,1.7152784708839441e-15,4.335881979542155e-15,6.88856305892222e-10,9.552587732014558e-16,8.483905082438707e-10,1.913661684590526e-06,4.890466957943493e-07,6.616098056649119e-08,9.98750086797155e-09,1.5685811398186118e-05,3.0066328055610515e-13,2.271767565870151e-08,1.4476884390281035e-10,1.3868437281333378e-17,4.559391008359887e-06,2.162219249957816e-12,0.0014080902556860401,7.983682263904067e-10,1.2473846204427763e-15,2.339459581857902e-17,1.0430388169368904e-19,7.950317506946312e-26,2.5556785447246647e-09
