Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65)
6.695101286590647e-16,0.7720147042139831,7.247986980828084e-19,1.406367441163552e-20,4.373044364055122e-28,8.225919820784752e-28,0.0,0.0,1.4479942001020414e-15,1.1028582732527495e-27,1.0231799578551332e-36,7.918247966007269e-50,4.550275015167741e-37,2.4096380107035037e-73,3.936301787675609e-57,7.339322502468462e-41,4.1627241521683796e-58,1.32879089505192e-24,4.305868080326837e-81,4.698128148354222e-49,4.2740763293506443e-76,1.0320186358300703e-88,1.9268699499514103e-42,9.983703433633648e-65,3.586667387283393e-41,1.7655830361456988e-83,1.947082779365898e-81,4.7550305919774663e-76,1.2891583948453384e-124,1.4807856026656258e-100,4.37900044688558e-40,1.6507182188775183e-104,1.2229242320405394e-86,6.915985646605484e-105,3.76,0.0,0.7411910280968529,0.9999999979393582,2.099361239002184e-36,1.7331476160388302e-81,3.109413623907055e-11,3.1094136239088384e-11,2.0606404436520867e-09,2.806820896380577e-29,1.3287908950533988e-24,1.4487189985099739e-15,7.24927266897002e-24,9.260611227105465e-27,3.539385742101e-37,1.2014529425922941e-24,4.564225655548753e-27,8.42545191319124e-31,4.8563910455022306e-26,1.0354391853982484e-24,9.162768634050593e-25
8.926802030760224e-16,0.7720147042154377,9.663983098820109e-19,1.8751568396643608e-20,7.459899629194412e-28,1.4032452267066057e-27,0.0,0.0,1.9306590009341303e-15,1.8813465577339447e-27,2.158183365268183e-36,2.060838666147631e-49,9.597850073095091e-37,7.485532445003155e-73,1.0539477287800133e-56,1.5991999796596716e-40,1.1123481281503745e-57,2.266761597452372e-24,1.6846832829709127e-80,1.2640661459915023e-48,1.672136301463015e-75,5.261920430016243e-88,4.198204217284809e-42,3.220815753560393e-64,7.565321995920911e-41,7.46916296569674e-83,8.236888319725311e-81,2.0698886683932248e-75,9.102564177631733e-124,7.721079165649577e-100,9.23658230812069e-40,1.1509615817712924e-103,6.671373829210329e-86,4.822164297170427e-104,3.76,0.0,0.7411910280864877,0.9999999972524782,4.4281611748505556e-36,7.151680574168338e-81,4.145884978283022e-11,4.1458849782860637e-11,2.7475198617097805e-09,4.788726561301766e-29,2.266761597455491e-24,1.9316253987490502e-15,1.2366406923625495e-23,1.579751348878255e-26,7.465589984456952e-37,2.0495374576128028e-24,7.786036383439298e-27,1.4372830690876684e-30,8.284431739451224e-26,1.766337524829166e-24,1.563060600161217e-24
1.3390203519099377e-15,0.7720147042183467,1.449597546417573e-18,2.8127358425698765e-20,1.5444775534635429e-27,2.9052411791474655e-27,0.0,0.0,2.8959886017883254e-15,3.895089259209719e-27,5.894670356454103e-36,7.561170220129935e-49,2.621471516006859e-36,3.6475574859589597e-72,4.205624888188467e-56,4.641985245424598e-40,4.4301264660411536e-57,4.69304428281677e-24,1.4111910062055702e-79,5.112732245405986e-48,1.4004030669525932e-74,7.016140422801454e-87,1.2184306122269486e-41,1.7728883888594107e-63,2.0663248329160736e-40,6.727972380425624e-82,7.419281484084748e-80,1.9966827256740643e-74,3.159023692470548e-122,1.127331257943802e-98,2.5227980426732327e-39,2.7122356191247116e-102,9.26519808318759e-85,1.1363408378361405e-102,3.76,0.0,0.7411910280657573,0.9999999958787195,1.2094682563894466e-35,6.430281436305245e-80,6.2188276870005e-11,6.218827687006797e-11,4.121277778585779e-09,9.916828284076497e-29,4.6930442828252905e-24,2.8974381983099873e-15,2.5603075951420737e-23,3.2706744686534505e-26,2.039084269765032e-36,4.243307118654662e-24,1.6120015442822524e-26,2.9757122667879245e-30,1.7151862874812034e-25,3.656977671019174e-24,3.236118555905581e-24
1.785360500743853e-15,0.7720147042212558,1.9327968032240338e-18,3.7503151681012735e-20,2.6267518896286914e-27,4.941054505167437e-27,0.0,0.0,3.861318201373379e-15,6.624526802922457e-27,1.233362628606672e-35,1.9603211449084307e-48,5.4849971206833746e-36,1.1378151447643125e-71,1.1327015248638147e-55,1.0151499862578583e-39,1.1907525152641624e-56,7.98164289779729e-24,5.546663291329889e-79,1.3848986729561577e-47,5.50373169540479e-74,3.3599436851026506e-86,2.6643012855354263e-41,5.689672685041227e-63,4.323444142810611e-40,2.653881813520139e-81,2.9265250338889396e-79,8.158610816016783e-74,1.993724595496404e-121,5.3375468763400534e-98,5.2785391303203145e-39,1.4837715254619064e-101,4.259076110367243e-84,6.216532973804248e-102,3.76,0.0,0.7411910280450269,0.9999999945049619,2.5306122984663974e-35,2.5772308530357782e-79,8.291770395663989e-11,8.2917703956747e-11,5.495034255130519e-09,1.6869959605237684e-28,7.981642897815115e-24,3.8632509964337614e-15,4.3544127406473224e-23,5.562560454596205e-26,4.266446484245042e-36,7.216754109322474e-24,2.741595085812995e-26,5.060907467508706e-30,2.917082460182455e-25,6.219561374426217e-24,5.503790161965675e-24
2.2317006495777684e-15,0.7720147042241647,2.4159960817493306e-18,4.68789483930411e-20,4.0130834635042024e-27,7.548815040056602e-27,0.0,0.0,4.82664779959864e-15,1.0120780247887708e-26,2.2452902966663976e-35,4.2856007626225985e-48,9.985231027095843e-36,2.913673269285711e-71,2.535849948953395e-55,1.9045598206976794e-39,2.6612509466932773e-56,1.2194152607425093e-23,1.7419331664382842e-78,3.1111321238500713e-47,1.728249766470488e-73,1.2758143057615811e-85,4.998260571930258e-41,1.486693567872293e-62,7.87066744252048e-40,8.367694619554946e-81,9.227157502482704e-79,2.657712621812559e-73,1.0163624542532978e-120,2.0200437986958654e-97,9.609382001535903e-39,6.601108124340553e-101,1.5724542787078308e-83,2.7656553969504623e-101,3.76,0.0,0.7411910280242965,0.999999993131206,4.6068831780509e-35,8.251770392018147e-79,1.0364713104269633e-10,1.0364713104285998e-10,6.868789188464689e-09,2.577980468273686e-28,1.2194152607457546e-23,4.8290637930177224e-15,6.652558860491895e-23,8.498335119992835e-26,7.766902940442933e-36,1.1025569638006623e-23,4.1885419487619923e-26,7.731923439687266e-30,4.456642539277022e-25,9.502084611701801e-24,8.40854780647644e-24
3.1243809472455986e-15,0.7720147042299831,3.382394705320783e-18,6.563055240442855e-20,7.71701750263024e-27,1.4516104291314495e-26,0.0,0.0,6.757306991884378e-15,1.946190175231316e-26,5.928233866037388e-35,1.6480771012194087e-47,2.6363978191447396e-35,1.6379645065658277e-70,9.82360522893119e-55,5.211224479454044e-39,1.0269999505152014e-55,2.3448947785599522e-23,1.5861427153246209e-77,1.2064569129758156e-46,1.5731578123110036e-72,1.7605879765706952e-84,1.3675115469414114e-40,8.316589943110211e-62,2.0780901288124058e-39,6.896313564749983e-80,7.604142734012933e-78,2.3093332397708883e-72,4.074713890509095e-119,2.7480866997834647e-96,2.5371624908664366e-38,1.3397792689416214e-99,1.927716463492827e-82,5.613251412590054e-100,3.76,0.0,0.7411910279828356,0.999999990383699,1.216353101634289e-34,7.282782321070067e-78,1.4510598521303755e-10,1.4510598521335222e-10,9.616294328575915e-09,4.960132002700711e-28,2.3448947785685204e-23,6.760689381469482e-15,1.2792634947854369e-22,1.6341995117697482e-25,2.0506914808975726e-35,2.120177910663491e-23,8.054435591077804e-26,1.4868215911882978e-29,8.569963920971472e-25,1.827217216147848e-23,1.6169339148532277e-23
4.909741542581259e-15,0.7720147042416193,5.31519221692031e-18,1.0313380251783589e-19,1.8827186478217568e-26,3.54149002933344e-26,0.0,0.0,1.0618625359898653e-14,4.748114552135834e-26,2.2923586173516556e-34,1.0876897835420543e-46,1.0194552583625208e-34,1.837677633798381e-69,6.33881261296882e-54,2.0696303310745785e-38,6.597643718329934e-55,5.720845630058534e-23,2.948375596050319e-76,7.759529035272797e-46,2.9225010268464297e-71,5.5048427771551505e-83,5.430752672924224e-40,8.834914141049432e-61,8.035660580710625e-39,1.1825567340949949e-78,1.3037698701049315e-76,4.094054464856785e-71,3.56247629430771e-117,8.185622216473844e-95,9.810824423164158e-38,6.39043410431364e-98,5.389438836192971e-81,2.6773902289988725e-98,3.76,0.0,0.7411910278999141,0.9999999848887036,4.703445054432322e-34,1.3154677151282822e-76,2.2802369354667657e-10,2.2802369354744432e-10,1.5111285818260416e-08,1.2115479564115694e-27,5.720845630091665e-23,1.0623940539623796e-14,3.1210154631784015e-22,3.986950701806036e-25,7.929699024235946e-35,5.1725916240604117e-23,1.9650475303122074e-25,3.627394933705822e-29,2.0908107067522785e-24,4.4578566681457943e-23,3.9448288478049326e-23
8.48046273325258e-15,0.7720147042648922,9.180788298801724e-18,1.7814047124530824e-19,5.586864540052641e-26,1.0509178064337156e-25,0.0,0.0,1.8341262029645513e-14,1.4089768240432082e-25,1.2064433015714103e-33,1.0734621818291631e-45,5.365281539093608e-34,3.336646713399752e-68,6.04170096803375e-53,1.1037340459340609e-37,6.266320318156122e-54,1.6976371431148923e-22,9.380769007182074e-75,7.357570758862899e-45,9.287561632031524e-70,3.1788809331932146e-81,2.896143302890877e-39,1.5248432184764683e-59,4.2290798294364966e-38,3.569620152152126e-77,3.934516798798762e-75,1.254499653650515e-69,6.671146473268951e-115,4.588678140574196e-93,5.163329466466422e-37,6.300792175793824e-96,2.918339618605069e-79,2.6398340642808044e-96,3.76,0.0,0.741191027734071,0.9999999738987881,2.47536179286789e-33,4.097224661663947e-75,3.938591101857586e-10,3.9385911018803675e-10,2.6101193575488255e-08,3.603947267048826e-27,1.6976371431323287e-22,1.8350442780875675e-14,9.261441421506583e-22,1.183104944368457e-24,4.173296611450952e-34,1.534937866593113e-22,5.831226694490359e-25,1.0764098159916933e-28,6.204359833589644e-24,1.322844459435569e-22,1.1706061213303226e-22
1.5621905114595222e-14,0.7720147043114374,1.6911984696075097e-17,3.2815448252410526e-19,1.892184693654657e-25,3.5592963916128174e-25,0.0,0.0,3.378653510409449e-14,4.771985541948037e-25,7.716449363183021e-33,1.336698405070129e-44,3.431650801493108e-33,7.935748428221086e-67,7.316453196387278e-52,7.0937796303550435e-37,7.572013187716941e-53,5.749686184629649e-22,4.129142157778428e-73,8.871694100203143e-44,4.078580378483512e-68,2.6585844430634964e-79,1.86135457254351e-38,3.520306459200095e-58,2.7049320447106477e-37,1.527366624887182e-75,1.6826450545615465e-73,5.3938476566661064e-68,2.012525858907795e-112,3.8391469669817306e-91,3.302481443240064e-36,9.694847226887986e-94,2.368925988205271e-77,4.061839625912727e-94,3.76,0.0,0.7411910274023847,0.9999999519192578,1.5832362588376588e-32,1.779714236685893e-73,7.255299433511717e-10,7.255299433588876e-10,4.8080708294543384e-08,1.2265948363993034e-26,5.749686184741171e-22,3.38034469632449e-14,3.13670631697844e-21,4.006987742391888e-24,2.6692311193819813e-33,5.198594713985276e-22,1.9749845535139228e-24,3.64563524830865e-28,2.1013163223272824e-23,4.480269040973718e-22,3.9646603445830475e-22
2.9904789877280506e-14,0.772014704404528,3.237439442544979e-17,6.28185200623941e-19,6.929926303614873e-25,1.303554778135219e-24,0.0,0.0,6.46770801928094e-14,1.747688308758351e-24,5.501978831742009e-32,1.882885833989274e-43,2.4468336756693554e-32,2.180337250252528e-65,1.0128598233099306e-50,5.065386331651238e-36,1.0469947607204866e-51,2.105799609312365e-21,2.181960899314555e-71,1.2247707096983918e-42,2.1452355989523482e-66,2.607534346692136e-77,1.3291157118232892e-37,9.526711276009251e-57,1.92866822427945e-36,7.941192121724032e-74,8.740903925539243e-72,2.806407626169006e-66,7.168745620923876e-110,4.1008533819562956e-89,2.3547331508915467e-35,1.5913382541950726e-91,2.199121641687109e-75,6.667222666483662e-92,3.76,0.0,0.7411910267390122,0.9999999079614007,1.1288598070973183e-31,9.31099458249492e-72,1.388871609230981e-09,1.3888716092592398e-09,9.203853454770376e-08,4.536341631488077e-26,2.1057996093918842e-21,6.470945412743785e-14,1.1487849304417231e-20,1.4675125333525572e-23,1.9031815893346055e-32,1.9039283620119537e-21,7.233452705614279e-24,1.335176468670826e-27,7.695815708884003e-23,1.6408506010230903e-21,1.452013655749309e-21
5.847055940265107e-14,0.7720147045907092,6.329928162496878e-17,1.2282574201986818e-18,2.6488265230155157e-24,4.9825798483164025e-24,0.0,0.0,1.264581661297773e-13,6.680183953916509e-24,4.152463961583342e-31,2.8252334873825228e-42,1.8466786065353699e-31,6.457412458132461e-64,1.5051977780745251e-49,3.8244167265825384e-35,1.5549721935789367e-50,8.049289960382121e-21,1.2749092072100298e-69,1.8172336921430195e-41,1.2419171915208117e-64,3.1227155611220055e-75,1.0034950476296783e-36,2.8005155013350057e-55,1.4556065633689587e-35,4.580752031236587e-72,5.031131751067946e-70,1.6159919957899123e-64,3.815705507276578e-107,5.158458808887682e-87,1.7771679381296645e-34,4.2707613096514904e-89,2.729350300632515e-73,1.7893244085547885e-89,3.76,0.0,0.741191025412267,0.9999998200504988,8.519472732618286e-31,5.376529935134367e-70,2.7155549391865612e-09,2.7155549392945736e-09,1.7994937463046253e-07,1.7676473425356403e-25,8.049289960982265e-21,1.2652146365392535e-13,4.390997501590528e-20,5.609241555156901e-23,1.4363241593055854e-31,7.277372494461154e-21,2.765058236719141e-23,5.103455101051493e-27,2.941547195271703e-22,6.2718209354052404e-21,5.550023796942851e-21
1.156020984533922e-13,0.772014704963072,1.2514932700704153e-16,2.4284450038158463e-18,1.0353652840228597e-23,1.9475764386728942e-23,0.0,0.0,2.5002032104350795e-13,2.6111245324369476e-23,3.2262093022762426e-30,4.3770145902932303e-41,1.434755206180103e-30,1.9873807605392076e-62,2.320205564958515e-48,2.9715133203882934e-34,2.396209040376027e-49,3.1465085860593957e-20,7.898661198452543e-68,2.798703820733107e-40,7.555225770808216e-63,3.779336049937292e-73,7.797007124127543e-36,8.587463356996946e-54,1.1309143581127137e-34,2.790522410594242e-70,3.0525075302542908e-68,9.80527385352566e-63,2.0633737870470668e-104,7.435445135242197e-85,1.3807490906402099e-33,1.0231945547916759e-86,3.295917958320762e-71,4.286912870671394e-87,3.76,0.0,0.7411910227587767,0.9999996442479429,6.61867240876509e-30,3.266797573504215e-68,5.368921591881557e-09,5.368921592303754e-09,3.55751807042194e-07,7.172962075248363e-25,3.146508586525672e-20,2.5014546350098705e-13,1.7163363148680844e-19,2.192497312015825e-22,1.1158599632595345e-30,2.844545527282994e-20,1.080965521575008e-22,1.9948297554930916e-26,1.1497632476372869e-21,2.451507081047783e-20,2.1693689273480833e-20
1.7273363750413337e-13,0.7720147053354347,1.86999733725396e-16,3.628690127628703e-18,2.3116038294658423e-23,4.348249468302941e-23,0.0,0.0,3.735824533458061e-13,5.829705690952288e-23,1.0166838289261881e-29,1.841113836781993e-40,4.521380538523231e-30,1.0925776416874313e-61,1.0094956331954267e-47,9.36411894840925e-34,1.0446350756484807e-48,7.025457495751396e-20,5.654541590152939e-67,1.2242033916676894e-39,5.346018371269643e-62,3.445529211989484e-72,2.4570690726169717e-35,4.845837147032631e-53,3.5638749214911397e-34,2.1574163834803247e-69,2.3560374269808058e-67,7.5680743541849045e-62,2.5519686393665144e-103,7.252497055559343e-84,4.3511884674449585e-33,1.0869426442180648e-85,3.064329577129445e-70,4.5540076401973145e-86,3.76,0.0,0.7411910201052864,0.999999468471048,2.0856677510796697e-29,2.425363817410604e-67,8.022288234955003e-09,8.022288235897627e-09,5.315285783497855e-07,1.6501935173002678e-24,7.025457497220784e-20,3.737694377423924e-13,3.8319644234451073e-19,4.89502153652604e-22,3.516278821045241e-30,6.350840508873591e-20,2.4137234136006848e-22,4.453760406770868e-26,2.5669773351255e-21,5.473340632793821e-20,4.843418198506862e-20
2.869967156056157e-13,0.7720147060801601,3.1070163136538003e-16,6.029353103501069e-18,6.381361631417309e-23,1.2003688244222048e-22,0.0,0.0,6.207066501324179e-13,1.6093290852140446e-22,4.6568874612342595e-29,1.4050873705407906e-39,2.071002216898747e-29,1.4292027973637055e-60,7.809221164498761e-47,4.288914734446592e-33,8.087469832512409e-48,1.9396932908502955e-19,1.4500065771787786e-65,9.488696205700798e-39,1.3174423857102773e-60,1.5178879566625586e-70,1.125377967568675e-34,6.550250501937523e-52,1.6324150034079077e-33,5.206602971795997e-68,5.635947946531772e-66,1.8102540725213562e-60,5.705576496703616e-101,4.389081015476376e-82,1.993044804019401e-32,1.0063463364463534e-83,1.40032093030186e-68,4.216376468827861e-84,3.76,0.0,0.7411910147983058,0.9999991169942223,9.552216017323439e-29,5.869386225227009e-66,1.3329021492237238e-08,1.3329021494839442e-08,8.830051569184605e-07,4.859478096658685e-24,1.939693291523344e-19,6.210173094249377e-13,1.0578394769415754e-18,1.351278622314106e-21,1.6104255003630962e-29,1.7531851789675872e-19,6.665207667502652e-22,1.22950281749688e-25,7.08611147562348e-21,1.5109543408482573e-19,1.3370544348353289e-19
4.01259793707098e-13,0.7720147068248853,4.344049748116877e-16,8.43024649539512e-18,1.2474174149944375e-22,2.346461463777758e-22,0.0,0.0,8.678307565119582e-13,3.1458771609312027e-22,1.235147158965688e-28,4.8900283132464705e-39,5.492919890251267e-29,6.420424728521261e-60,2.768603311326656e-46,1.1374859252311043e-32,2.8702764012200814e-47,3.7921370264145263e-19,8.499942054423058e-65,3.3731981741337827e-38,7.542138802038791e-60,1.1034563524555975e-69,2.9846778438586887e-34,2.99388323874369e-51,4.329644202725557e-33,3.143349209253136e-67,3.3883578200773403e-65,1.088294724408476e-59,5.900941170424608e-100,3.4802747376454913e-81,5.286150315554133e-32,8.725434002459117e-83,1.0341586959508012e-67,3.65578424781191e-83,3.76,0.0,0.7411910094913253,0.9999987656199955,2.5333046778530096e-28,3.4538925929749462e-65,1.8635754711033254e-08,1.8635754716120028e-08,1.2343791367279722e-06,1.0032594445852926e-23,3.7921370281996534e-19,8.682650787244412e-13,2.0678390607453975e-18,2.6414031101286095e-21,4.270931643202022e-29,3.4270718752323935e-19,1.303243063758322e-21,2.4034241598175356e-25,1.38514057105178e-20,2.953580482755262e-19,2.6136353281942957e-19
5.155228718085803e-13,0.7720147075696104,5.581097643551969e-16,1.0831370464147975e-17,2.0590061188645994e-22,3.8731072759130327e-22,0.0,0.0,1.1149547725087787e-12,5.192614567669438e-22,2.561553406369155e-28,1.2434644533288803e-38,1.1391678681890465e-28,1.9846691614533808e-59,7.155371614572552e-46,2.358888562227671e-32,7.424888027012706e-47,6.260096572974391e-19,3.3374239527868614e-64,8.738230621021916e-38,2.8829930027025885e-59,5.198673987736947e-69,6.189552738439496e-34,9.45501392631323e-51,8.979158872241287e-33,1.2487849933468272e-66,1.3391748196718059e-64,4.301073043817327e-59,4.0838832654291244e-99,1.794695977226962e-80,1.0962856548143393e-31,5.2479848623166674e-82,5.042438924589171e-67,2.1988074042319028e-82,3.76,0.0,0.7411910041843448,0.9999984143483385,5.253326966876669e-28,1.3454388107304786e-64,2.3942487891343024e-08,2.394248789973938e-08,1.585650546539397e-06,1.7417904711777987e-23,6.2600965766765405e-19,1.1155127456658367e-12,3.4131951864332848e-18,4.359855234875381e-21,8.856627598320334e-29,5.656738454275146e-19,2.1516996609745127e-21,3.967150197191961e-25,2.2862695045087707e-20,4.875214077195572e-19,4.3140815124029504e-19
6.297859499100627e-13,0.7720147083143358,6.818160002948207e-16,1.3232725174967217e-17,3.072904312635294e-22,5.780310798661364e-22,0.0,0.0,1.3620786981478952e-12,7.749541076348314e-22,4.600647933245558e-28,2.6412961173729e-38,2.0459879079135453e-28,4.963031162851066e-59,1.53954863503212e-45,4.2364283945345744e-32,1.598674663301154e-46,9.34379751906295e-19,1.0407749978290331e-63,1.883476610005773e-37,8.740959151123688e-59,1.8830616961232456e-68,1.1116091746726952e-33,2.417440911798753e-50,1.612686640697344e-32,3.880084915634273e-66,4.137338700985743e-64,1.3287434351878444e-58,2.1792115538016375e-98,7.181358480528798e-80,1.9689687917931615e-31,2.3811000294695885e-81,1.8834689961849965e-66,9.97639117489823e-82,3.76,0.0,0.7411909988773645,0.9999980631792219,9.43436501116381e-28,4.1225210985809505e-64,2.9249221033166525e-08,2.92492210456975e-08,1.9368194158979265e-06,2.727042303426689e-23,9.343797525712152e-19,1.3627603102747377e-12,5.093907850262215e-18,6.50661405818933e-21,1.5905429263719132e-28,8.442179080282576e-19,3.212055346013492e-21,5.920691342930668e-25,3.41198099718495e-20,7.275856761447391e-19,6.438389922353087e-19
