Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65)
5.697708490911297e-07,0.77566339857066,2.611107147760235e-07,6.990282525492594e-08,2.4527662250302578e-08,1.483322776827815e-07,0.0,0.0,1.2018544825655268e-06,5.43333244558186e-10,6.878192829364067e-10,2.375876172158059e-11,9.94732533700249e-11,5.149091494560254e-23,1.1666316862277133e-16,6.05820425631891e-11,3.265903326032848e-17,1.237712913060585e-06,1.8809470266533078e-21,3.6709207501082004e-14,4.36776669745562e-20,6.504180718506991e-21,1.959309176617825e-12,8.829996683218419e-21,9.854461154161371e-16,1.4679489772682972e-21,2.94751088295699e-26,1.6242406125114452e-19,3.632994694066038e-34,9.567988602851633e-28,3.5722922846188105e-14,7.830895439214163e-30,1.0748242412665798e-25,3.006615788882305e-28,3.76,0.0,0.71519398931881,0.9987929041778598,6.11722429253986e-08,8.525413758500992e-23,0.025989088563796513,0.02599923396275028,0.0012045739356434575,5.4633518193037516e-12,1.2385863917955263e-06,1.893560314082441e-06,4.129222364453175e-06,6.696353754157121e-11,3.040867200110892e-11,4.0383550052456137e-08,6.095624976705301e-09,4.427946707051744e-11,1.4634757082179285e-10,6.140704492304556e-07,2.803307377253808e-08
5.938377572667937e-07,0.7758146976789241,2.7759384869650023e-07,7.727065022782638e-08,2.654403820780519e-08,1.6515173774797625e-07,0.0,0.0,1.2515702535973499e-06,5.86515209408663e-10,7.83441824977596e-10,2.9333849383082666e-11,1.0973875984689684e-10,6.987852208623353e-23,1.4778512620412063e-16,7.136728125106734e-11,4.337771455288042e-17,1.343592258303374e-06,2.428855312902023e-21,4.2002851168029596e-14,5.820460804109358e-20,9.230659085884997e-21,2.309651929775875e-12,1.1552645791611788e-20,1.0766247949472107e-15,2.1124355959508397e-21,4.1456766783038337e-26,2.1739573656713375e-19,6.116714760821984e-34,1.3955010021939886e-27,3.930204474955644e-14,1.149892529689194e-29,1.352172336541666e-25,4.56998633451999e-28,3.76,0.0,0.7141161450376214,0.9987927395641689,6.942074693951668e-08,1.1890405013214803e-22,0.02706629864051703,0.0270773131477749,0.0012045737096114308,5.688805349509472e-12,1.3445883099966593e-06,2.0104820546792243e-06,4.483592067214108e-06,7.109767928628388e-11,3.331487254346562e-11,4.2911834303920915e-08,6.617435084833334e-09,5.1606333512084595e-11,1.5255649700124925e-10,6.666668069005945e-07,2.9276906376523633e-08
6.154979746248913e-07,0.7759506739135617,2.925410929763324e-07,8.421957884973531e-08,2.8402876074254495e-08,1.8114853563238742e-07,0.0,0.0,1.296249751376898e-06,6.265448175901182e-10,8.77005739300875e-10,3.517311584538397e-11,1.1943720977818876e-10,9.077322276929956e-23,1.810051337910782e-16,8.215526785914209e-11,5.541843530625251e-17,1.4425352474314216e-06,3.026860059072987e-21,4.718284549845349e-14,7.463425176908157e-20,1.2466483611986587e-20,2.6602545459342125e-12,1.463580007800062e-20,1.1625175460717786e-15,2.889833794875808e-21,5.566154725194473e-26,2.795273569709646e-19,9.615494089486774e-34,1.931042136105127e-27,4.269474126549019e-14,1.601753540494881e-29,1.6502324682163354e-25,6.556623112410023e-28,3.76,0.0,0.7131474710506138,0.9987925873533574,7.739525025914868e-08,1.5846089366651818e-22,0.02803438110160393,0.028046207988661725,0.0012045735013331718,5.891343986967921e-12,1.443651512812654e-06,2.1185480647747967e-06,4.814865016946661e-06,7.491786113906882e-11,3.6044535682356545e-11,4.524910187515055e-08,7.105108549791849e-09,5.897771278604285e-11,1.5814526876973287e-10,7.15823856083286e-07,3.0398941495556e-08
6.371581919829889e-07,0.7760864675977116,3.075824619019756e-07,9.146628567110037e-08,3.0301737727792296e-08,1.9796281571659366e-07,0.0,0.0,1.3408683762427755e-06,6.676570989515699e-10,9.780055862038153e-10,4.1873536165408753e-11,1.2957232849804943e-10,1.1656437092500518e-22,2.1975368842262395e-16,9.402176772007216e-11,7.015244558860359e-17,1.5449312048138497e-06,3.739353871943927e-21,5.277250395209508e-14,9.488309925498913e-20,1.662332002090602e-20,3.0460730447753628e-12,1.8447578304508818e-20,1.2520806399964984e-15,3.904359458690514e-21,7.392506055663691e-26,3.5597023703937953e-19,1.4897994082928971e-33,2.637514855729004e-27,4.62526771308397e-14,2.203295300998769e-29,2.0011914711191165e-25,9.276980767759055e-28,3.76,0.0,0.7121801081292223,0.998792431300464,8.59022455600218e-08,2.0892945047504197e-22,0.029001132855686968,0.02901380068044566,0.0012045732884639938,6.093533262049045e-12,1.5461775279191616e-06,2.229314334571083e-06,5.1578151768729e-06,7.883268520422928e-11,3.888215579388572e-11,4.7645229912167694e-08,7.609849665322263e-09,6.714646875701389e-11,1.6373473715141402e-10,7.667026369994352e-07,3.152341996416705e-08
6.588184093410865e-07,0.7762220789782524,3.227070865212344e-07,9.900727107836423e-08,3.223903734988007e-08,2.1559720911298995e-07,0.0,0.0,1.3854265018517748e-06,7.09831348696321e-10,1.0867602639691087e-09,4.951887930871363e-11,1.4014535507728154e-10,1.4809407464047885e-22,2.646331671584609e-16,1.0701810374760149e-10,8.804438952994867e-17,1.6507739522211117e-06,4.582340587315284e-21,5.878702214682278e-14,1.1966356210908752e-19,2.1905175026089784e-20,3.4687942065400246e-12,2.3133404065758952e-20,1.3453522751088392e-15,5.21426089275906e-21,9.718898422310598e-26,4.492690345964704e-19,2.2772317259388375e-33,3.559065776516209e-27,4.997851586503377e-14,2.9954731484353213e-29,2.412674555703508e-25,1.2957268712545204e-27,3.76,0.0,0.7112140544835406,0.9987922714085358,9.495144889470355e-08,2.727452940293722e-22,0.02996655570245205,0.029980092988246488,0.001204573071007479,6.2953738748530586e-12,1.6521606337263293e-06,2.342792232877502e-06,5.512429516376288e-06,8.284251324159148e-11,4.1827614979251543e-11,5.01004808539224e-08,8.131632561116516e-09,7.617468495511731e-11,1.6932489950697877e-10,8.193004641242644e-07,3.2650331748776464e-08
6.804786266991841e-07,0.7763575083017301,3.3790504754099424e-07,1.0683883212716755e-07,3.421328507040947e-08,2.340537545767553e-07,0.0,0.0,1.429924475568511e-06,7.53047170948021e-10,1.2035918570613517e-09,5.8196741487970286e-11,1.5115747141841077e-10,1.862968619839105e-22,3.1627508379717416e-16,1.2119464803017117e-10,1.0961613352011459e-16,1.760057325212485e-06,5.573269293767856e-21,6.524152972688763e-14,1.4979053504339647e-19,2.8548613636820103e-20,3.930073879930201e-12,2.8861350498047e-20,1.442370202905804e-15,6.888803490615037e-21,1.2656527074215806e-25,5.622922347273366e-19,3.437173632283731e-33,4.74868364257233e-27,5.3874905949850473e-14,4.0282127383466125e-29,2.8932648694603795e-25,1.788056974999281e-27,3.76,0.0,0.7102493083272546,0.9987921076809221,1.0455208469483395e-07,3.527692432795922e-22,0.030930651439132904,0.03094508667476535,0.0012045728489675754,6.496866523739965e-12,1.7615951283976268e-06,2.458991982974176e-06,5.878695013030373e-06,8.694766584964134e-11,4.488079471856911e-11,5.261509113599092e-08,8.67043153670434e-09,8.612762497390532e-11,1.7491575320059807e-10,8.736146555484736e-07,3.3779663574798514e-08
7.021388440572818e-07,0.7764927558143602,3.5316729202979153e-07,1.1495709228492059e-07,3.622308016016952e-08,2.533339525964617e-07,0.0,0.0,1.4743626207203811e-06,7.972844736231826e-10,1.3288255606929252e-09,6.799846875966393e-11,1.6260981225328414e-10,2.3220357043842386e-22,3.7533902481772815e-16,1.3660075308188226e-10,1.3545098949361363e-16,1.8727751730715969e-06,6.731094190427473e-21,7.215109047020211e-14,1.8619192588728113e-19,3.682586734367547e-20,4.431534686311447e-12,3.5824535612586704e-20,1.543171727972252e-15,9.009743750172557e-21,1.6335837917336571e-25,6.982570543051236e-19,5.126968878932778e-33,6.2694668571852296e-27,5.794448083962793e-14,5.361912526291209e-29,3.45262102977749e-25,2.439803295390982e-27,3.76,0.0,0.7092858678775579,0.9987919401212477,1.1471291538242675e-07,4.523424534774683e-22,0.03189342186051578,0.0319087835002896,0.0012045726223485632,6.69801190533578e-12,1.8744753295715414e-06,2.5779227410008103e-06,6.2565986526221475e-06,9.114842531315094e-11,4.804157607547937e-11,5.518927298010289e-08,9.226221057768403e-09,9.707381354298424e-11,1.8050729559993226e-10,9.296425329736668e-07,3.491139943089814e-08
7.237990614153794e-07,0.7766278217620267,3.684855575702086e-07,1.233580282372868e-07,3.826710465673895e-08,2.734388146150155e-07,0.0,0.0,1.5187412386581796e-06,8.425234634593846e-10,1.462789602960148e-09,7.901907485899819e-11,1.745034733918283e-10,2.869449608028e-22,4.4251152906992327e-16,1.532846945602956e-10,1.6619802311092936e-16,1.988921358740069e-06,8.076333643249943e-21,7.953070241937385e-14,2.29919828463447e-19,4.7048000468212863e-20,4.974764102687215e-12,4.4243638668587236e-20,1.6477937097310937e-15,1.167292061629779e-20,2.090892944955217e-25,8.607549106245892e-19,7.563053506871164e-33,8.196000261965442e-27,6.218985899363622e-14,7.06913533813608e-29,4.10160805334592e-25,3.294171103890276e-27,3.76,0.0,0.7083237313550714,0.9987917687333858,1.254422688347333e-07,5.753464900484322e-22,0.032854868758944125,0.032871185222697566,0.0012045723911550215,6.898810714538896e-12,1.9907955740842958e-06,2.6995926680894357e-06,6.646127429175308e-06,9.544503822263991e-11,5.130983984428625e-11,5.782321604070511e-08,9.798975752473105e-09,1.0908511694436502e-10,1.860995240761355e-10,9.873814217077825e-07,3.604552099947193e-08
7.45459278773477e-07,0.7767627063902826,3.838523030734393e-07,1.320374940700201e-07,4.034411740058931e-08,2.943689078928416e-07,0.0,0.0,1.5630606106418102e-06,8.887446411868069e-10,1.6058151650313775e-09,9.135715516128244e-11,1.8683951852196825e-10,3.517550408159115e-22,5.185049309359437e-16,1.7129362424999676e-10,2.0257643696832183e-16,2.108489758749635e-06,9.631128451025907e-21,8.739529803142986e-14,2.8216232540870173e-19,5.956812275853833e-20,5.561312885072752e-12,5.436953138665708e-20,1.7562725666217625e-15,1.4989963389070556e-20,2.655213723986354e-25,1.0537773942795856e-18,1.1040534667848375e-32,1.0615844663896946e-26,6.661364393592072e-14,9.236469159740531e-29,4.852442441423541e-25,4.403917590675686e-27,3.76,0.0,0.7073628969837712,0.9987915935214356,1.3674806389580817e-07,7.2626857682758735e-22,0.033814993924323106,0.03383229359746322,0.0012045721553918063,7.099263644524665e-12,2.1105502176943776e-06,2.824008996859983e-06,7.047268344973377e-06,9.983771788939452e-11,5.468546665171828e-11,6.051708892274472e-08,1.038867040781826e-08,1.2223682275567733e-10,1.9169243600385797e-10,1.0468286506605354e-06,3.71820080308721e-08
7.671194961315746e-07,0.7768974099443512,3.9926064588815306e-07,1.4099124297317354e-07,4.245294848664749e-08,3.161243962503186e-07,0.0,0.0,1.6073209995600324e-06,9.359287968388887e-10,1.7582362996905618e-09,1.0511479732562651e-10,1.99618984735674e-10,4.279741158214732e-22,6.040561787365766e-16,1.9067353264151196e-10,2.453800241540724e-16,2.231474263152987e-06,1.1419299301714146e-20,9.57597443418237e-14,3.442559338301088e-19,7.47846320181677e-20,6.1926938105592724e-12,6.648602329603185e-20,1.868644281542422e-15,1.9090119997947104e-20,3.3468806078324257e-25,1.2817427196862515e-18,1.595842733579564e-32,1.3631141166161765e-26,7.12184243322317e-14,1.1966586429126838e-28,5.718852458869798e-25,5.833008857231027e-27,3.76,0.0,0.7064033629909227,0.9987914144897004,1.4863783400562678e-07,9.102723683987817e-22,0.03477379914412421,0.034792110377660675,0.0012045719150640187,7.299371386751293e-12,2.233733634809478e-06,2.951178092544277e-06,7.460008410582706e-06,1.0432664656547869e-10,5.816833702364185e-11,6.327104057672979e-08,1.0995279966026055e-08,1.366077188989911e-10,1.9728602876124972e-10,1.107981552338861e-06,3.832083867288014e-08
7.887797134896723e-07,0.7770319326691245,4.1470430446086324e-07,1.5021494676685343e-07,4.4592494121859816e-08,3.3870507717765847e-07,0.0,0.0,1.6515226515032643e-06,9.840570051905057e-10,1.9203898486884545e-09,1.203974894774823e-10,2.1284288707740054e-10,5.170515684853025e-22,6.999256446621356e-16,2.1146921982684983e-10,2.95481683077146e-16,2.3578687754537024e-06,1.3466403430094423e-20,1.0463884313594654e-13,4.1769868233499694e-19,9.31444697775816e-20,6.8703806953274535e-12,8.091271536989076e-20,1.984944408583658e-15,2.412220524006786e-20,4.189225115950932e-25,1.5495225982652784e-18,2.2851935197409252e-32,1.736033085159879e-26,7.600677408073237e-14,1.538053226899878e-28,6.716254390882262e-25,7.65848788790365e-27,3.76,0.0,0.705445127607016,0.9987912316426684,1.6111874911918579e-07,1.1332744831674386e-21,0.03573128620338972,0.03575063731396873,0.0012045716701769797,7.499134630966386e-12,2.3603402182164564e-06,3.081105509316849e-06,7.884334644875305e-06,1.0891197748891707e-10,6.175833143269941e-11,6.608520158415709e-08,1.1618779520970409e-08,1.5228017198133815e-10,2.0288029972996469e-10,1.17083746284237e-06,3.9461989761809415e-08
8.104399308477699e-07,0.7771662748091658,4.301775460108362e-07,1.5970421346749796e-07,4.676171187216788e-08,3.6211041566911487e-07,0.0,0.0,1.6956657972033839e-06,1.0331106213155824e-09,2.092615359273856e-09,1.3731402658776202e-10,2.265122223127927e-10,6.205483714345925e-22,8.068959326724096e-16,2.337242737941876e-10,3.5383798625232385e-16,2.487667212535523e-06,1.579979047686651e-20,1.140473311247329e-13,5.041638144115434e-19,1.1514637456740314e-19,7.595807657856065e-12,9.800795775532339e-20,2.105208080633997e-15,3.0256669946714527e-20,5.208891043858097e-25,1.862469490530202e-18,3.24334560478081e-32,2.1939990584866626e-26,8.09812524116423e-14,1.9620228560748643e-28,7.861945636898485e-25,9.972570821145972e-27,3.76,0.0,0.7044881890657105,0.9987910449849953,1.741976360503043e-07,1.4020270889685602e-21,0.03668745688473714,0.03670787615467518,0.0012045714207362195,7.698554065211429e-12,2.4903643788149267e-06,3.2137960422631425e-06,8.320234075051544e-06,1.1359383677039195e-10,6.545533033497129e-11,6.89596853430667e-08,1.2259144314656714e-08,1.6934020491503693e-10,2.084752462951622e-10,1.2353937218588089e-06,4.060543707425677e-08
8.321001482058675e-07,0.7773004366087087,4.456751387523629e-07,1.6945460308282097e-07,4.895961627044154e-08,3.863395750886639e-07,0.0,0.0,1.7397506533524852e-06,1.0830712762569705e-09,2.2752550002443193e-09,1.5597641559631176e-10,2.4062797205530955e-10,7.401393346867675e-22,9.257706909230072e-16,2.5748105531155894e-10,4.214937961905865e-16,2.6208635045912374e-06,1.844865755465262e-20,1.2399988012343994e-13,6.055141098089493e-19,1.4134412069944355e-19,8.37036860084678e-12,1.1817190713119783e-19,2.229470017741996e-15,3.76877914311546e-20,6.4361690644571705e-25,2.226444195806631e-18,4.5644319973752985e-32,2.752678631992307e-26,8.61444039953072e-14,2.485120387833739e-28,9.17531547345649e-25,1.2884989248742806e-26,3.76,0.0,0.70353254560378,0.9987908545214872,1.8788099737084683e-07,1.724206833776373e-21,0.037642312968363546,0.03766382864568117,0.0012045711667474479,7.897630375827164e-12,2.6238005453548432e-06,3.3492537753705413e-06,8.767693736662679e-06,1.1837232513582305e-10,6.925921419797082e-11,7.189458916255757e-08,1.2916349733757923e-08,1.8787757380231245e-10,2.140708658455092e-10,1.3016476726595234e-06,4.1751155543618375e-08
8.537603655639651e-07,0.777434418311658,4.6119230830857656e-07,1.7946164177766753e-07,5.118527475885814e-08,4.1139144529913925e-07,0.0,0.0,1.7837774238095764e-06,1.1339208728033452e-09,2.468653477800117e-09,1.764997797064573e-10,2.551911053365601e-10,8.776151012307492e-22,1.0573734342605851e-15,2.8278068877024987e-10,4.995869225841197e-16,2.7574515950513265e-06,2.1444103522928302e-20,1.3451109723354927e-13,7.238168174468796e-19,1.7234973116740713e-19,9.195416891280688e-12,1.4184967993084355e-19,2.357764535877173e-15,4.66359860218746e-20,7.905350953732759e-25,2.6478437447587636e-18,6.371964873743991e-32,3.429954512917626e-26,9.149875905645583e-14,3.1265584443774665e-28,1.0678074328268955e-24,1.6525597202752987e-26,3.76,0.0,0.7025781954610629,0.9987906602570875,2.0217502896892916e-07,2.1085104386705583e-21,0.03859585623205002,0.038618496530505385,0.0012045709082165355,8.09636424746032e-12,2.760643164178456e-06,3.487482125837847e-06,9.226700673633237e-06,1.232475195346925e-10,7.316986352018505e-11,7.488999527306599e-08,1.3590371306211659e-08,2.07985844069613e-10,2.1966715577318448e-10,1.3695966620949367e-06,4.289911944755679e-08
8.754205829220627e-07,0.7775682201615889,4.767246979659196e-07,1.8972083455159438e-07,5.3437803943238544e-08,4.372646682841581e-07,0.0,0.0,1.8277463007042187e-06,1.1856415813677444e-09,2.6731579514675314e-09,1.9900226225565696e-10,2.7020258070573496e-10,1.0348839015680427e-21,1.2025463834891713e-15,3.096630583378771e-10,5.89352815085995e-16,2.8974254405125603e-06,2.4819182477781493e-20,1.455955250270588e-13,8.613591906604638e-19,2.088366534855593e-19,1.0072265216955393e-11,1.6953459732951833e-19,2.4901255559016295e-15,5.735024397551e-20,9.655103630716003e-25,3.1336295603291202e-18,8.826915836972572e-32,4.246144661977913e-26,9.70468334923421e-14,3.9085348281091517e-28,1.2394502366318241e-24,2.1047261852838458e-26,3.76,0.0,0.7016251368804176,0.9987904621968616,2.1708563636540662e-07,2.5647572692607323e-21,0.039548088451165815,0.03957188155028821,0.0012045706451495081,8.294756363068199e-12,2.900886698966858e-06,3.6284838849927837e-06,9.697241938283224e-06,1.282194746249166e-10,7.718715884392516e-11,7.794597175902886e-08,1.4281184697882064e-08,2.2976246583694503e-10,2.2526411347387939e-10,1.4392380405900258e-06,4.4049302571139066e-08
8.970808002801604e-07,0.7777018424017491,4.922683324257681e-07,2.0022767656709695e-07,5.571636613971606e-08,4.639576614890039e-07,0.0,0.0,1.8716574654460568e-06,1.2382158359623997e-09,2.8891179503401638e-09,2.2360493054834723e-10,2.856633479439317e-10,1.2139730763212003e-21,1.3621493264903091e-15,3.38166808782305e-10,6.921292860513577e-16,3.0407790106667086e-06,2.860895646303161e-20,1.5726764173201742e-13,1.0206646137136736e-18,2.5154288747070606e-19,1.1002185598201162e-11,2.0177151771054663e-19,2.6265866126457785e-15,7.011068681813148e-20,1.1728863133390998e-24,3.691355852995775e-18,1.2137722420373402e-31,5.224233386762374e-26,1.0279112899250768e-13,4.856584023395363e-28,1.4351718151792863e-24,2.662905741461208e-26,3.76,0.0,0.7006733681076777,0.9987902603459867,2.326184498843035e-07,3.1039992050897053e-21,0.04049901139867273,0.04052398544379589,0.0012045703775525256,8.492807403923476e-12,3.0445256304913687e-06,3.7722612561009887e-06,1.0179304591350193e-05,1.3328822414526524e-10,8.131098076420166e-11,8.106257342039675e-08,1.498876570928952e-08,2.533088485096861e-10,2.3086173634679874e-10,1.5105691621398084e-06,4.520167834745972e-08
9.18741017638258e-07,0.7778352852750587,5.078195847262934e-07,2.1097766326050487e-07,5.802016619319623e-08,4.914686390954889e-07,0.0,0.0,1.9155110896487853e-06,1.2916263302646525e-09,3.116885289866179e-09,2.504316800014031e-10,3.0157434946934437e-10,1.4170303752743256e-21,1.5370585049014017e-15,3.683293503620637e-10,8.093612577962891e-16,3.187506288229503e-06,3.285054741053547e-20,1.6954186141848323e-13,1.2045093066211227e-18,3.0127405527062886e-19,1.1986409534847548e-11,2.3916025218816167e-19,2.767180864032286e-15,8.523124684881553e-20,1.4175248617190716e-24,4.329198217254361e-18,1.6572609274550052e-31,6.390114384209514e-26,1.0873413315919007e-13,5.999957660088495e-28,1.6579968112879462e-24,3.347978223783548e-26,3.76,0.0,0.6997228873916135,0.9987900547097386,2.4877883877035773e-07,3.7386381299204284e-21,0.04144862684512925,0.041474809947424536,0.0012045701054318602,8.690518049620862e-12,3.1915544563699324e-06,3.9188158893384185e-06,1.0672875702011156e-05,1.3845378218453962e-10,8.554120993558736e-11,8.423984256921797e-08,1.5713090272410847e-08,2.787304345806123e-10,2.3646002179466513e-10,1.583587384304837e-06,4.635621997763088e-08
9.404012349963556e-07,0.7779685490241094,5.233751460470092e-07,2.2196629935104006e-07,6.03484485461016e-08,5.197956314190574e-07,0.0,0.0,1.959307335976026e-06,1.3458560137693607e-09,3.356813989380914e-09,2.7960913889692826e-10,3.179365214893079e-10,1.6463250451991658e-21,1.7281655288928888e-15,4.0018686726051327e-10,9.426055293084153e-16,3.3376012688699888e-06,3.758318831725354e-20,1.8243253418467607e-13,1.4159395945428247e-18,3.589064053082657e-19,1.3026128271213331e-11,2.823590588711235e-19,2.9119411001327794e-15,1.0306246846508997e-19,1.7048496450490282e-24,5.055982398480619e-18,2.247467639610438e-31,7.772845726301058e-26,1.1487831962780307e-13,7.372035577873867e-28,1.9112937508377258e-24,4.1841819595876263e-26,3.76,0.0,0.6987736929838931,0.9987898452934834,2.6557192433898736e-07,4.4825513739299835e-21,0.042396936558694705,0.042424356795204086,0.0012045698287939,8.8878889780821e-12,3.341967690828657e-06,4.068148914169019e-06,1.1177942347904314e-05,1.4371614435607522e-10,8.987772707765065e-11,8.747780976684184e-08,1.645413444755194e-08,3.061367726303626e-10,2.4205896722371903e-10,1.658290068206695e-06,4.751290053303203e-08
9.620614523544532e-07,0.7781016338911672,5.38931998145315e-07,2.3318910684852034e-07,6.27004945367209e-08,5.489365025920065e-07,0.0,0.0,2.0030463589156523e-06,1.4008880880237295e-09,3.6092601905566415e-09,3.1126657398735236e-10,3.347507949396261e-10,1.904248719230066e-21,1.9363763222803843e-15,4.3377432910880796e-10,1.0935355577362059e-15,3.49105796114037e-06,4.284827366703764e-20,1.959539463433547e-13,1.6582897273827624e-18,4.2538974288499417e-19,1.4122493163991505e-11,3.320882116675582e-19,3.0608997520490285e-15,1.2399443086716638e-19,2.040891446615936e-24,5.881213201665259e-18,3.0280278656712706e-31,9.40491677249906e-26,1.2122614818675818e-13,9.010767083938317e-28,2.1988083565149863e-24,5.199536321104205e-26,3.76,0.0,0.6978257831390504,0.9987896321026662,2.8300259223513895e-07,5.3512254461259855e-21,0.04334394230513341,0.04337262771880232,0.001204569547645133,9.084920865560369e-12,3.495759864468594e-06,4.220260969340536e-06,1.1694491615150644e-05,1.49075288886094e-10,9.432041297891925e-11,9.077649450662425e-08,1.721187442029401e-08,3.356415895146909e-10,2.4765857004371845e-10,1.734674578523505e-06,4.8671693042606464e-08
9.837216697125507e-07,0.77823454011817,5.544873881996997e-07,2.4464163215025956e-07,6.507561990876063e-08,5.78888966680518e-07,0.0,0.0,2.0467283054884774e-06,1.4567060029408692e-09,3.874582076918462e-09,3.45535797163378e-10,3.5201809624441846e-10,2.1933161187568163e-21,2.162610099838203e-15,4.691255051876908e-10,1.2639462502801516e-15,3.6478703864064235e-06,4.868940910539476e-20,2.1012032060835747e-13,1.935200234539383e-18,5.017502808536506e-19,1.5276616139374433e-11,3.8913363950295445e-19,3.2140889005582413e-15,1.4845979158675489e-19,2.432335640036483e-24,6.815103515263566e-18,4.054130150385519e-31,1.132252696972506e-25,1.277800648956691e-13,1.0959144136299813e-27,2.5246991421455926e-24,6.426302901887243e-26,3.76,0.0,0.69687915611445,0.9987894151428054,3.010755038699116e-07,6.361898401045326e-21,0.044289645847818755,0.04431962444752866,0.0012045692619921224,9.281614386646309e-12,3.6529255240378137e-06,4.375152230690426e-06,1.2222510598375337e-05,1.545311776226052e-10,9.886914849953325e-11,9.413590584653122e-08,1.7986286498514503e-08,3.673628617275342e-10,2.5325882766794265e-10,1.8127382834854398e-06,4.983257056694343e-08
9.999999999999997e-07,0.7783672679467303,5.661752638737684e-07,2.533970838570794e-07,6.687539609144932e-08,6.01931884815336e-07,0.0,0.0,2.0795191727124896e-06,1.4991622716191362e-09,4.082671427280642e-09,3.730901377073435e-10,3.652937370267592e-10,2.4326450121767307e-21,2.3450558361365642e-15,4.968735484859841e-10,1.4059915518105195e-15,3.767924849821684e-06,5.3485942001722095e-20,2.211998349386315e-13,2.1684347491643644e-18,5.663026653489275e-19,1.618263916926765e-11,4.373339731461579e-19,3.3320188709177985e-15,1.694588183261169e-19,2.76741497930926e-24,7.595048786938346e-18,5.028186459673941e-31,1.2975711704942708e-25,1.328426470506814e-13,1.2656288559488677e-27,2.7976385381847507e-24,7.509547189380727e-26,3.76,0.0,0.6961685795780284,0.9987892496134029,3.1508325696956377e-07,7.226388342066812e-21,0.04499951561392014,0.04503048449728324,0.0012045690443544307,9.429213420253207e-12,3.7732574573889826e-06,4.493386889223601e-06,1.2626874549145307e-05,1.586950903937418e-10,1.0235739169933483e-10,9.670057647220531e-08,1.857924014396391e-08,3.9273484392295534e-10,2.574680257062693e-10,1.872509198349063e-06,5.070636238067651e-08
1.0053818870706482e-06,0.7783672679467303,5.700388058494974e-07,2.563194523116766e-07,6.747317251572166e-08,6.096506023733549e-07,0.0,0.0,2.090353315896867e-06,1.513293453188552e-09,4.153139794556701e-09,3.825510733708701e-10,3.6973934792714857e-10,2.516165577428987e-21,2.4077983781906825e-15,5.062729809262852e-10,1.455758762343079e-15,3.8080325787785834e-06,5.515246037583366e-20,2.2494581628110894e-13,2.2506367989273935e-18,5.890934044779145e-19,1.648957022678571e-11,4.543506318504852e-19,3.3715402844963418e-15,1.7693695012569596e-19,2.88657165182311e-24,7.86860342475412e-18,5.395202777107691e-31,1.3565876477986008e-25,1.345425022012434e-13,1.326570883145401e-27,2.8935753473430123e-24,7.901487510230079e-26,3.76,0.0,0.6959338101702572,0.9987891944194824,3.1979510709868805e-07,7.533711188027979e-21,0.045234048947737235,0.045265348708338114,0.0012045689718415166,9.477970214273716e-12,3.8134592322088075e-06,4.53282243694061e-06,1.276198640072905e-05,1.6008375697079527e-10,1.0352381457305815e-10,9.755604299573657e-08,1.8777347109482914e-08,4.01422885929539e-10,2.5885973751319244e-10,1.892478554870237e-06,5.099550626041255e-08
1.0270421044287458e-06,0.7784998176181347,5.855839622354313e-07,2.682181805691387e-07,6.989253020482443e-08,6.412188663703744e-07,0.0,0.0,2.1339215241184497e-06,1.5706343746498504e-09,4.445295374148893e-09,4.2244902993885806e-10,3.8791546910012823e-10,2.8755593978161585e-21,2.6728840211064313e-15,5.452481763469242e-10,1.6710252980230877e-15,3.971538585043743e-06,6.228560152644559e-20,2.404445294369116e-13,2.6089096336697537e-18,6.88606345450456e-19,1.7762390157620705e-11,5.28667606516004e-19,3.533285308851783e-15,2.0995333085529605e-19,3.4117444400293514e-24,9.053429391817907e-18,7.138139081269022e-31,1.617946854455538e-25,1.4151587905057086e-13,1.5985095376222555e-27,3.310537268393025e-24,9.667385214683493e-26,3.76,0.0,0.6949897435694117,0.9987889699383362,3.3916564620028297e-07,8.887868335563964e-21,0.04617715336349249,0.046209802225835026,0.0012045686772000409,9.673989019724144e-12,3.977355567361233e-06,4.693270913647655e-06,1.3312906133909035e-05,1.65732958761584e-10,1.0828429220789096e-10,1.010368958590324e-07,1.9585032797031825e-08,4.37948348632237e-10,2.6446129699978964e-10,1.973892767998726e-06,5.216047342284035e-08
