Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764)
9.349760322566984e-05,0.9253517011211508,0.0020453275166637253,0.0004767594567376968,0.0006096556582948527,0.12160744136053023,0.0,0.0,0.0012530762027289043,0.0001156930660777077,0.3938977980461724,0.016137739541573805,0.0005441503945097341,7.382460963809089e-10,1.010942886235748e-07,2.25940410806497e-06,0.0009374256421192928,0.011635529648019899,0.00010579530397023723,1.2229301705268447e-08,1.133102022497682e-05,1.9977157547518357e-09,5.505895297651787e-07,5.27579947895623e-05,1.637947604222676e-07,0.00023869589384921958,5.8410131773105146e-08,4.743024211637709e-05,2.4747068671321768e-05,9.004905862327994e-08,1.030559789096837e-06,1.1081045592984896e-09,1.3889637496060178e-08,4.5209304576187966e-06,3.76,0.0,0.0067454054139595085,0.5658416772257007,0.24028096038733135,0.00598373587353102,0.2870122230650154,0.8496309401149056,0.0005861960749447519,2.1161539614168374e-11,0.1796036621902463,0.0004628700258121912,0.05256686579613647,9.252192155358888e-09,3.548286020063132e-07,1.2070906740600926e-05,3.230125033285508e-05,0.0017132067198474285,2.741774516010121e-08,0.007920824571625965,0.00013840378503443982,4.5629548679168824e-05,0.16399066959355232,0.02391621164616576,0.0009393626431462615,0.00010328185057973574,0.0005725024464425727,3.753255676134159e-05,0.006951778860268629,0.006195962221529173,2.9512694675948495e-07,6.083931691561309e-12,1.080723635984432e-05,1.5541225198451635e-07,0.021767381544936185,4.083134694011224e-08,9.248870352590437e-13,6.869949867804755e-08,2.2760334374080242e-05,2.059903711192046e-09,4.5186552400089886e-07,1.9156275446815218e-10,1.743697976942407e-05,3.2743168561772364e-05,0.003633571255426961,1.2692338387685025e-09,2.8752040976114372e-09,0.0036933534667448363,3.232829999944981e-08,5.600200983432308e-05,0.0001241716632988649,3.1032537689715776e-11,0.0001294981752786648,2.4772701465371137e-06,0.002403261375797029,3.4219637432239376e-05,3.367430356398681e-12,1.1759076064053747e-12,5.275764645730602e-10,4.057541843495628e-12,1.5882485084279961e-09,5.668515594474154e-09
9.374362183347604e-05,0.925530620216277,0.002051168026350731,0.0004770306498922151,0.0006097798698961502,0.1219145533332624,0.0,0.0,0.0012452083047007083,0.00011450076427488594,0.3950893224268816,0.016195592413345533,0.0005424152474302774,7.459516327833878e-10,1.016393459455667e-07,2.2644206095761776e-06,0.0009389503044016668,0.011570615257362245,0.00010619271418849181,1.2272014428046571e-08,1.1464074032806861e-05,2.0175393740644673e-09,5.532825503052114e-07,5.288634044002609e-05,1.6309203775256807e-07,0.00024022941271124282,5.89422320722112e-08,4.775803681700369e-05,2.4830460306310806e-05,9.045949253759695e-08,1.0289690361519341e-06,1.10896695139159e-09,1.3972019853168929e-08,4.525793667002327e-06,3.76,0.0,0.006656236537520418,0.5645787129981867,0.24092528774859864,0.00599174324871246,0.28593256610648776,0.8501863058691385,0.0005848876895689901,2.1030814876589673e-11,0.18027050171778178,0.00046268196927205346,0.05272591737681881,9.226004820222416e-09,3.559042915797448e-07,1.207499019168397e-05,3.198257279861806e-05,0.0017087924069236187,2.7388064542452083e-08,0.00791299175626072,0.00013825573174051011,4.566126426717649e-05,0.16427444333899158,0.02387898300041108,0.0009378589852552126,0.00010312665727553044,0.0005701465621880063,3.749342371397101e-05,0.006950663346048821,0.006191981671018211,2.9319966192541435e-07,6.044202334491949e-12,1.0799801144465998e-05,1.5530505441703914e-07,0.02175952826366336,4.0686905819645644e-08,9.188474160525668e-13,6.854379733074624e-08,2.2798307593514798e-05,2.047812299182969e-09,4.506922549686925e-07,1.9076183524030155e-10,1.744061538797241e-05,3.276312754175768e-05,0.0036292510422433963,1.2669279162367028e-09,2.8689678249352557e-09,0.0036956542272786512,3.2278004838500706e-08,5.613340526037295e-05,0.00012409267483903664,3.0937620684294766e-11,0.0001292871296700492,2.47823929532456e-06,0.0024008510138864227,3.420021015560315e-05,3.3667012673662156e-12,1.175655777597603e-12,5.30966555789157e-10,4.083629624683233e-12,1.5854901298519765e-09,5.668028417573689e-09
9.398964044128224e-05,0.9257088256541258,0.0020570365724841915,0.0004773061705237522,0.0006099123948722153,0.12222007945185182,0.0,0.0,0.0012374102318796045,0.00011332338384443654,0.39627693500191896,0.016253418176083417,0.0005406884576874568,7.537470187666457e-10,1.0218818261600283e-07,2.2694905970183566e-06,0.0009404732586394791,0.011505992440208898,0.00010659027062570347,1.2314804291989997e-08,1.1598109944931505e-05,2.037495029926249e-09,5.55992002581609e-07,5.301370774795418e-05,1.6239453625161527e-07,0.00024176168322671593,5.947756972726419e-08,4.808631756428515e-05,2.4913398412218588e-05,9.087038370838205e-08,1.0274039201028354e-06,1.1098290396448479e-09,1.4054594203834942e-08,4.5305185946726335e-06,3.76,0.0,0.006568317834309795,0.563319275700955,0.24156737806653125,0.005999643879189186,0.2848565453698634,0.8507403884747308,0.0005835829579279635,2.0900909660028185e-11,0.18093598150266307,0.00046250173743499467,0.0528844401177103,9.200064770110863e-09,3.569764042466666e-07,1.2079138920902907e-05,3.1667617904075156e-05,0.0017043843661907184,2.735784187779225e-08,0.007904993339743404,0.00013810853149092117,4.569297783535034e-05,0.1645563399446295,0.023841451954477556,0.0009363657697041538,0.00010297250484546197,0.0005678069706998867,3.7454503018934195e-05,0.006949511085942536,0.006188039189785108,2.912889496944119e-07,6.004814601994016e-12,1.0792237031341555e-05,1.5519600603897125e-07,0.021751089862703094,4.054327802475737e-08,9.1285972972897e-13,6.83901824766854e-08,2.2836427227621545e-05,2.035836190761928e-09,4.495205983453137e-07,1.8996468429227563e-10,1.74442079449891e-05,3.278291342673825e-05,0.003624937231836724,1.2646216468653253e-09,2.862767309092234e-09,0.003697895127193155,3.222730075063207e-08,5.6264322472079044e-05,0.00012401337973330805,3.0842968807092636e-11,0.00012907387930142554,2.479238053562789e-06,0.002398379368378091,3.418104758333575e-05,3.3660421200943384e-12,1.175428371559435e-12,5.343636219076466e-10,4.1098581413294255e-12,1.5827390305805587e-09,5.667473829970368e-09
9.423565904908844e-05,0.9258863224965818,0.002062933420203829,0.0004775860345669697,0.0006100532622551695,0.12252402606374149,0.0,0.0,0.0012296812501632602,0.00011216071971551101,0.3974606578185067,0.016311218024407263,0.0005389700153585923,7.616338798919399e-10,1.0274085343736523e-07,2.2746146584349245e-06,0.0009419945736396864,0.01144166184975155,0.0001069879864641266,1.2357674134996749e-08,1.1733131780734133e-05,2.0575835987378065e-09,5.587180743342142e-07,5.314010433064086e-05,1.6170222392364484e-07,0.00024329263914877008,6.00161661989184e-08,4.841507844586493e-05,2.499588308317621e-05,9.128174331091372e-08,1.0258643578052918e-06,1.1106909612558125e-09,1.4137362042617573e-08,4.535106161350978e-06,3.76,0.0,0.006481631649471366,0.5620633412431483,0.24220724749446165,0.006007438046802076,0.28378414628927695,0.8512932040310395,0.0005822818550648384,2.077181784313568e-11,0.181600109587389,0.00046232920538083797,0.05304243591585722,9.174367751879813e-09,3.580449528375656e-07,1.2083351726416292e-05,3.1356336498426856e-05,0.0016999827777345114,2.7327082284861548e-08,0.00789683086670699,0.00013796218650769955,4.572468857441145e-05,0.1648363696145916,0.02380362186969742,0.0009348829875421287,0.00010281939305121886,0.0005654835505492509,3.7415795479710016e-05,0.006948322333956669,0.00618413448124837,2.893946412286933e-07,5.965765013397787e-12,1.0784545413367789e-05,1.5508512684710753e-07,0.021742070644508005,4.040045857746452e-08,9.069234471371301e-13,6.82386463038813e-08,2.287469549419654e-05,2.023974030012824e-09,4.483505596989265e-07,1.8917129457672055e-10,1.7447758429448677e-05,3.280252939229551e-05,0.0036206307016450343,1.2623151466753243e-09,2.8566019932644594e-09,0.0037000766923404455,3.217619228184122e-08,5.639476803523257e-05,0.00012393379578599792,3.074858479516985e-11,0.00012885847348983093,2.480266646975206e-06,0.002395847219719475,3.416215820699648e-05,3.365453086451005e-12,1.1752254537410263e-12,5.377676835457945e-10,4.136229045615269e-12,1.5799951156588454e-09,5.6668528282463284e-09
9.448167765689463e-05,0.9260631158343536,0.0020688588359641063,0.00047787025776344473,0.0006102025005682644,0.12282639950775,0.0,0.0,0.0012220206333922897,0.00011101256958023283,0.3986405128740067,0.016368993153295968,0.0005372599092058177,7.696136213431638e-10,1.0329740994125388e-07,2.279793281246216e-06,0.0009435143174415284,0.011377624067024538,0.00010738587473004014,1.2400626804654386e-08,1.186914338638114e-05,2.077805971691355e-09,5.614609525171462e-07,5.3265537801942275e-05,1.6101506830846557e-07,0.00024482221447033413,6.055804317068507e-08,4.874431358187114e-05,2.5077914434896376e-05,9.169358255559397e-08,1.0243502656725632e-06,1.1115528508623792e-09,1.4220324878283384e-08,4.539557287638886e-06,3.76,0.0,0.006396160590566331,0.5608108856448697,0.24284491206616848,0.006015126032335359,0.2827153542714679,0.8518447684795946,0.0005809843561377223,2.064353335888725e-11,0.18226289403748694,0.0004621642501448465,0.05319990666130079,9.148909608545746e-09,3.591099501362584e-07,1.2087627429431416e-05,3.104868012046852e-05,0.0016955878158652438,2.7295790851039222e-08,0.007888505872433288,0.00013781669890426334,4.575639569670194e-05,0.16511454242743617,0.023765496063311478,0.0009334106285493848,0.00010266732151463043,0.0005631761805933368,3.7377301868901964e-05,0.006947097339836089,0.0061802672425132175,2.875165693391416e-07,5.92705012242428e-12,1.0776727661701181e-05,1.5497243651316542e-07,0.021732474883960677,4.025844250374574e-08,9.010380443963619e-13,6.808918091394695e-08,2.2913114592635086e-05,2.0122244820778558e-09,4.4718214409129454e-07,1.8838165782195797e-10,1.7451267819825798e-05,3.2821978550430014e-05,0.003616332306195592,1.2600085268206618e-09,2.850471334485661e-09,0.0037021994338358815,3.2124683918502775e-08,5.6524748420033504e-05,0.00012385394042660957,3.065447121110585e-11,0.00012864096092381314,2.481325298772296e-06,0.0023932553416190277,3.414355032847976e-05,3.364934358155517e-12,1.1750470886779792e-12,5.411787623373663e-10,4.162744001905002e-12,1.577258292725947e-09,5.666166387063327e-09
9.472769626470083e-05,0.9262392107071629,0.0020748130874066427,0.00047815885568563185,0.000610360137866595,0.12312720611311295,0.0,0.0,0.001214427663159401,0.00010987873382378278,0.3998165221139621,0.01642674475801992,0.0005355581267916562,7.776874227684258e-10,1.0385790102888482e-07,2.285026925524337e-06,0.0009450325573492792,0.011313879604181875,0.00010778394829870017,1.2443665157754666e-08,1.2006148634499057e-05,2.0981630498530967e-09,5.642208242090481e-07,5.339001577118261e-05,1.6033303695893593e-07,0.00024635034341727476,6.110322245068415e-08,4.9074017121907785e-05,2.5159492603622177e-05,9.210591267236916e-08,1.0228615596750859e-06,1.1124148404902955e-09,1.4303484230411209e-08,4.543872893863339e-06,3.76,0.0,0.006311887518985342,0.5595618850364447,0.2434803876978934,0.0060227081155174314,0.28165015469980537,0.8523950976084389,0.0005796904364189024,2.0516050184164634e-11,0.18292434293923007,0.00046200675066562156,0.053356854236912485,9.123686248770918e-09,3.601714088786459e-07,1.2091964868394658e-05,3.074460097953616e-05,0.0016911996493407283,2.7263972632947785e-08,0.007880019883030191,0.00013767207068532733,4.5788098430042745e-05,0.16539086833933794,0.02372707780985068,0.0009319486813379897,0.00010251628972540757,0.0005608847399924009,3.7339022925806215e-05,0.006945836349214274,0.006176437164894101,2.856545683741356e-07,5.888666514222469e-12,1.076878512635189e-05,1.5485795441274477e-07,0.02172230682890472,4.011722482125092e-08,8.952030023748773e-13,6.794177822160545e-08,2.295168668874034e-05,2.0005862268171955e-09,4.460153562800417e-07,1.875957655545361e-10,1.7454737081290056e-05,3.284126395313437e-05,0.0036120428779554616,1.257701895384601e-09,2.844374794214821e-09,0.003704263848580745,3.2072780089218935e-08,5.6654270007394796e-05,0.0001237738307238663,3.0560630519359556e-11,0.0001284213896767503,2.482414228271622e-06,0.0023906045011478825,3.412523206794935e-05,3.364486098909255e-12,1.174893333190263e-12,5.445968807357133e-10,4.18940468359304e-12,1.5745284690758196e-09,5.665415461329024e-09
9.497371487250703e-05,0.9264146120747037,0.002080796443163568,0.0004784518437852242,0.0006105262018921535,0.12342645219950679,0.0,0.0,0.0012069016278062077,0.00010875901519526161,0.40098870743568804,0.016484474033994043,0.0005338646545674279,7.858566833066067e-10,1.0442237978165105e-07,2.2903161470034336e-06,0.0009465493600142543,0.011250428914280176,0.00010818221990928322,1.2486792059441956e-08,1.2144151421311482e-05,2.118655747993687e-09,5.669978789230978e-07,5.351354584283358e-05,1.5965609743973278e-07,0.00024787696041819914,6.165172610258402e-08,4.940418324250807e-05,2.5240617743138136e-05,9.251874491103353e-08,1.0213981559744e-06,1.1132770597018455e-09,1.4386841627221532e-08,4.5480538999740255e-06,3.76,0.0,0.006228795517483326,0.558316315646643,0.2441136902018748,0.006030184575135312,0.28058853293980546,0.8529442070710174,0.0005784000712826455,2.0389362341264028e-11,0.1835844643959009,0.00046185658754467726,0.05351328051895888,9.098693641519296e-09,3.6122934175650466e-07,1.209636289581145e-05,3.0444051869713235e-05,0.001686818442103344,2.7231632660035e-08,0.00787137441649661,0.00013752830372544813,4.5819796001556935e-05,0.165665357198747,0.023688370346598354,0.0009304971335309543,0.00010236629706091459,0.0005586091082504203,3.730095935226099e-05,0.00694453960412783,0.006172643934948922,2.8380847408243713e-07,5.850610802984865e-12,1.0760719139491566e-05,1.5474169966396892e-07,0.021711570703311728,3.997680056234151e-08,8.894178063755341e-13,6.779642991044701e-08,2.29904139400076e-05,1.989057958869607e-09,4.448502007349387e-07,1.8681360880798233e-10,1.7458167163831308e-05,3.2860388599239796e-05,0.003607763230246439,1.2553953575902291e-09,2.838311843552931e-09,0.0037062704211467128,3.2020485172208975e-08,5.678333908579253e-05,0.00012369348343280856,3.046706508816649e-11,0.0001281998072800635,2.4835336531898824e-06,0.002387895459492612,3.4107211389670725e-05,3.3641084518670882e-12,1.174764236599928e-12,5.480220619930192e-10,4.216212773362012e-12,1.5718055535776862e-09,5.6646009910059394e-09
9.521973348031323e-05,0.926589324978918,0.0020868091729792596,0.00047874923733360974,0.0006107007197836718,0.12372414407407588,0.0,0.0,0.001199441824367328,0.00010765321938714167,0.4021570906743681,0.016542182176905337,0.0005321794778237452,7.941230483048156e-10,1.0499090210694909e-07,2.2956615228047006e-06,0.0009480647913134534,0.011187272378373034,0.0001085807021457625,1.2530010383968532e-08,1.2283155672664345e-05,2.1392849973496827e-09,5.697923079656386e-07,5.3636135614527955e-05,1.5898421683424291e-07,0.0002494020001516201,6.220357651327918e-08,4.973480615448008e-05,2.5321290028594305e-05,9.293209053351362e-08,1.019959970444706e-06,1.1141396356149668e-09,1.44703986105116e-08,4.552101225330867e-06,3.76,0.0,0.006146867940336738,0.5570741538275076,0.24474483526091623,0.006037555688779867,0.2795304743379397,0.853492112355057,0.0005771132362309156,2.0263463906825577e-11,0.18424326652986273,0.00046171364339363214,0.05366918737525305,9.073927855461521e-09,3.622837614050788e-07,1.2100820388469726e-05,3.0146986314286408e-05,0.0016824443522226132,2.7198775928043078e-08,0.007862570980770945,0.00013738539983800053,4.5851487668959575e-05,0.1659380187216945,0.023649376865025912,0.0009290559714940665,0.00010221734275941563,0.0005563491652303634,3.7263111832283816e-05,0.00694320734222539,0.0061688872336203866,2.81978124038536e-07,5.812879640503089e-12,1.0752531009425014e-05,1.5462369103465552e-07,0.021700270701544164,3.9837164769146356e-08,8.836819474120507e-13,6.765312828106346e-08,2.302929846803093e-05,1.9776383945180356e-09,4.436866814150172e-07,1.8603517757314415e-10,1.7461559009544513e-05,3.287935542582014e-05,0.003603494152990149,1.2530890137691279e-09,2.832281965055997e-09,0.0037082196209812387,3.196780348374187e-08,5.691196185751869e-05,0.00012361291492627701,3.0373777111169614e-11,0.00012797626059331903,2.484683787631792e-06,0.002385128970508386,3.408949606622203e-05,3.36380158946431e-12,1.1746598613682736e-12,5.51454330321738e-10,4.2431699649380046e-12,1.5690894569001246e-09,5.663723891700034e-09
9.546575208811942e-05,0.926763354262356,0.0020928515481151364,0.0004790510514990614,0.0006108837184810255,0.12402028803120298,0.0,0.0,0.0011920475573386747,0.00010656115473376921,0.40332169360550435,0.01659987038280117,0.0005305025806975482,8.02488055606651e-10,1.05563520935742e-07,2.301063540514657e-06,0.0009495789164218674,0.011124410313732735,0.0001089794074366273,1.2573323015088515e-08,1.2423165341871136e-05,2.160051744755803e-09,5.726043020051461e-07,5.375779267658379e-05,1.583173626979853e-07,0.00025092539752129316,6.275879627863738e-08,5.00658800987942e-05,2.5401509653960795e-05,9.334596082540712e-08,1.0185469191025748e-06,1.1150026927390797e-09,1.4554156730954135e-08,4.556015788599774e-06,3.76,0.0,0.006066088387039913,0.5558353760448246,0.245373838439392,0.0060448217329430644,0.278475964226199,0.8540388287977341,0.0005758299068835075,2.0138348996469562e-11,0.18490075747980897,0.0004615778026816941,0.05382457666557551,9.049385001733927e-09,3.633346804058144e-07,1.2105336235461426e-05,2.985335848690215e-05,0.001678077532492023,2.7165407401870563e-08,0.00785361107458321,0.000137243360692204,4.588317268498146e-05,0.1662088625030832,0.02361010051526061,0.0009276251806693111,0.00010206942594749123,0.0005541047912369866,3.722548100544808e-05,0.0069418397971719205,0.006165166737127822,2.801633571514133e-07,5.775469705895975e-12,1.07442220254885e-05,1.5450394703605463e-07,0.021688410990886066,3.969831246049028e-08,8.779949206341364e-13,6.751186596384561e-08,2.306834239112453e-05,1.9663262605510827e-09,4.4252480212726805e-07,1.8526046217895904e-10,1.74649135422251e-05,3.289816731181475e-05,0.0035992364150938235,1.2507829624933964e-09,2.8262846429099067e-09,0.0037101119039768143,3.191473928415179e-08,5.704014441726602e-05,0.0001235321412327232,3.0280768733490254e-11,0.00012775079586338256,2.4858648432172147e-06,0.002382305781327059,3.4072093700932845e-05,3.3635657107176818e-12,1.1745802775185963e-12,5.548937107403587e-10,4.2702779610028575e-12,1.5663800884200514e-09,5.662785063521593e-09
9.571177069592562e-05,0.9269367048336795,0.002098923841373566,0.00047935730135180183,0.0006110752248044501,0.12431489035174707,0.0,0.0,0.0011847181384285756,0.00010548263209539183,0.4044825379445549,0.016657539848036702,0.0005288339462029624,8.109529391747276e-10,1.0614028672828944e-07,2.3065226728183405e-06,0.0009510917998582565,0.011061842978314496,0.00010937834807990214,1.2616732847868494e-08,1.2564184408863661e-05,2.180956948990228e-09,5.754340521179374e-07,5.387852461134981e-05,1.5765550249422658e-07,0.00025244708764399497,6.331740815395727e-08,5.039739934352409e-05,2.5481276830521636e-05,9.376036712391103e-08,1.0171589181653254e-06,1.1158663531275528e-09,1.4638117554187409e-08,4.559798507623285e-06,3.76,0.0,0.005986440688984386,0.5545999588747854,0.24600071518759964,0.006051982983039416,0.2774249879262903,0.8545843715931297,0.0005745500589745838,2.0014011772991357e-11,0.1855569453984534,0.00046144895158402506,0.05397945024171722,9.025061258841171e-09,3.643821112865922e-07,1.2109909343136522e-05,2.9563123179505944e-05,0.0016737181307504598,2.7131532016783426e-08,0.007844496187812347,0.00013710218784396857,4.5914850312371195e-05,0.1664778980222164,0.023570544408253197,0.0009262047455142384,0.00010192254564495057,0.0005518758669432103,3.718806748027102e-05,0.0069404371988499615,0.0061614821175176564,2.783640137249569e-07,5.738377707230252e-12,1.0735793458911064e-05,1.5438248591443067e-07,0.02167599571261554,3.956023871620034e-08,8.7235622561284e-13,6.73726349270006e-08,2.310754778336791e-05,1.9551203003859644e-09,4.4136456634903186e-07,1.8448945228266901e-10,1.7468231674610044e-05,3.29168270811727e-05,0.0035949907657218533,1.2484772991931755e-09,2.820319375043639e-09,0.0037119477132632694,3.186129678078823e-08,5.716789276893247e-05,0.00012345117805663,3.018804198578477e-11,0.00012752345875084904,2.4870770289974948e-06,0.002379426632608468,3.40550117385928e-05,3.3634009763762615e-12,1.1745255375236761e-12,5.583402292277702e-10,4.297538476012078e-12,1.5636773611899154e-09,5.6617853943666915e-09
9.595778930373182e-05,0.9271093815121217,0.002105026326631089,0.0004796680019112871,0.0006112752652498837,0.1246079573024293,0.0,0.0,0.0011774528863136597,0.00010441746478298686,0.40563964534573016,0.01671519176913351,0.0005271735564067753,8.195191411687368e-10,1.0672125607210966e-07,2.3120395346911722e-06,0.0009526035054954611,0.010999570573571532,0.0001097775362428795,1.2660242787263042e-08,1.2706216879986133e-05,2.202001583624667e-09,5.782817529143756e-07,5.3998338992625996e-05,1.5699860338012756e-07,0.00025396700584286484,6.387943519259695e-08,5.0729358184678025e-05,2.5560591785983623e-05,9.417532077546498e-08,1.0157958841615874e-06,1.116730736703789e-09,1.4722282654974366e-08,4.563450299304491e-06,3.76,0.0,0.0059079089020846335,0.5533678790027764,0.24662548084412578,0.006059039713416724,0.27637753075207394,0.8551287557960646,0.000573273668351423,1.989044644959085e-11,0.18621183845097605,0.00046132697794865226,0.054133809947345644,9.000952886261905e-09,3.6542606652094785e-07,1.211453863584595e-05,2.9276235781970814e-05,0.0016693662900661905,2.709715467897672e-08,0.007835227801651495,0.00013696188278803983,4.594651982746925e-05,0.1667451346455652,0.023530711617007875,0.0009247946496651047,0.00010177670077671743,0.0005496622735310025,3.715087184773218e-05,0.006938999773507894,0.0061578330430741,2.765799358903419e-07,5.701600390436326e-12,1.0727246562723312e-05,1.5425932564427657e-07,0.021663028982517495,3.942293858926645e-08,8.667653676936098e-13,6.723542701030989e-08,2.3146916744189037e-05,1.9440192753414476e-09,4.4020597716831123e-07,1.8372213675092695e-10,1.74715143097132e-05,3.293533750558484e-05,0.0035907579350361904,1.2461721153577927e-09,2.8143856641930806e-09,0.003713727479675198,3.1807480129681924e-08,5.729521282979505e-05,0.00012337004079030132,3.009559876825539e-11,0.00012729429434313273,2.4883205525052517e-06,0.0023764922586479,3.403825747397661e-05,3.3633075149105456e-12,1.1744956867230648e-12,5.617939126969255e-10,4.324953235887416e-12,1.5609811873142377e-09,5.660725745972391e-09
9.620380791153802e-05,0.9272813890955512,0.0021111592791502355,0.00047998316814364974,0.0006114838659231794,0.12489949513483886,0.0,0.0,0.0011702511267858717,0.00010336546857609363,0.40679303739952916,0.01677282734289552,0.0005255213925048844,8.281886593346798e-10,1.073064904079371e-07,2.3176147673940697e-06,0.0009541140965747809,0.010937593245138977,0.0001101769839539384,1.2703855747168971e-08,1.2849266788656708e-05,2.2231866422694705e-09,5.811476009855793e-07,5.4117243384939905e-05,1.5634663264553657e-07,0.0002554850876467818,6.444490082391313e-08,5.1061750948366646e-05,2.5639454764221336e-05,9.459083312880525e-08,1.0144577340675748e-06,1.1175959612846755e-09,1.4806653617523515e-08,4.566972079496583e-06,3.76,0.0,0.005830477306626463,0.5521391132251113,0.24724815063467848,0.006065992197331225,0.2753335780116711,0.8556719963216114,0.0005720007109762154,1.976764728200223e-11,0.18686544481384806,0.0004612117713222113,0.05428765761783981,8.977056194512866e-09,3.6646655852654827e-07,1.2119223052312855e-05,2.8992652285778877e-05,0.0016650221487629192,2.7062280265303187e-08,0.007825807388525369,0.0001368224469477446,4.597818051590895e-05,0.1670105816262835,0.023490605176575145,0.0009233948760315962,0.00010163189017838847,0.0005474638926898806,3.7113894674669766e-05,0.006937527743737542,0.006154219178541524,2.748109671530428e-07,5.665134529329422e-12,1.0718582571113747e-05,1.541344839383539e-07,0.02164951489065548,3.928640713197498e-08,8.612218564155233e-13,6.710023515864374e-08,2.318645129298717e-05,1.9330219598432423e-09,4.3904903744784993e-07,1.8295850438588872e-10,1.747476233952601e-05,3.2953701305520005e-05,0.0035865386342916958,1.2438675002092877e-09,2.808483018794975e-09,0.003715451621814633,3.175329343552258e-08,5.7422110429776e-05,0.00012328874451533525,3.000344091198248e-11,0.00012706334714999252,2.4895956183450307e-06,0.0023735033872937985,3.4021838053153246e-05,3.3632855146526492e-12,1.1744907961035435e-12,5.652547888090371e-10,4.352523974932558e-12,1.5582914793521467e-09,5.659606965928931e-09
9.644982651934422e-05,0.9274527323401365,0.0021173229762645285,0.000480302814953417,0.0006117010526675452,0.1251895100846504,0.0,0.0,0.0011631121928997045,0.00010232646173825147,0.40794273563050276,0.01683044776671913,0.0005238774347544621,8.369630604914306e-10,1.0789604019496266e-07,2.3232487495163527e-06,0.0009556236357233881,0.010875911083671785,0.00011057670309961197,1.2747574654930323e-08,1.299333819585723e-05,2.2445131319795084e-09,5.840317899171724e-07,5.423524534261829e-05,1.556995576335164e-07,0.0002570012687911717,6.501382858380921e-08,5.139457198714062e-05,2.5717866024958128e-05,9.500691558681017e-08,1.0131443847858708e-06,1.1184621424471569e-09,1.4891232041617373e-08,4.57036476288998e-06,3.76,0.0,0.0057541304071101595,0.5509136384503316,0.24786873967077522,0.006072840706925281,0.27429311500965503,0.8562141079446719,0.0005707311629274106,1.9645608571208815e-11,0.18751777267383304,0.00046110322292078343,0.054440995079896665,8.95336755506108e-09,3.6750359966309435e-07,1.2123961547423751e-05,2.8712329285773963e-05,0.0016606858404472971,2.7026913622959768e-08,0.007816236411994871,0.0001366838815928366,4.600983167297922e-05,0.16727424810374208,0.023450228084055058,0.0009220054066604247,0.00010148811259299577,0.0005452806066431976,3.707713648300775e-05,0.006936021328501038,0.006150640185333193,2.7305695254438055e-07,5.628976929416689e-12,1.0709802699501032e-05,1.5400797824123073e-07,0.02163545750116479,3.91506394476709e-08,8.557252061616187e-13,6.696705297245728e-08,2.3226153510097403e-05,1.922127143604929e-09,4.3789374977946715e-07,1.8219854356143002e-10,1.7477976642901248e-05,3.297192115015305e-05,0.003582333555929469,1.2415635402980783e-09,2.8026109591360316e-09,0.0037171205460993224,3.169874075167134e-08,5.7548591316560365e-05,0.00012320730400429032,2.99115701509915e-11,0.00012683066109956632,2.4909024301537317e-06,0.0023704607398734524,3.400576047517275e-05,3.36333523109632e-12,1.1745109541603677e-12,5.687228863636353e-10,4.380252442312974e-12,1.5556081527557934e-09,5.658429890234392e-09
