Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
7.1092838136446e-06,0.6810759682076971,1.3562842700545673e-07,2.0271779187093536e-07,2.9581118344028768e-08,5.97585275969837e-07,0.0,0.0,2.395165967676821e-06,3.2432187256969124e-09,2.0082806511556353e-08,2.561194627663886e-09,4.22751636198667e-10,1.3917713136098442e-22,5.096417053419452e-16,3.344234103395401e-10,1.5227930626709586e-14,1.1742578702565835e-05,1.0448877928172807e-20,1.3939055168316959e-14,2.8691023369671736e-18,2.531651791689555e-19,8.555771769901283e-12,7.564511101612917e-18,1.859505401836537e-15,1.5683015488966153e-18,1.0637794633576784e-23,9.693266055212082e-17,6.614106172069823e-28,1.8360825561401137e-24,1.3485030948587853e-13,1.986380727867117e-26,3.1610739336790394e-23,5.5474736046466354e-24,3.76,0.0,0.5016880112823826,0.9993693950028415,6.668443487497593e-07,3.4613623015592496e-19,0.03809426365616019,0.038118907686587336,0.0006159791140694103,2.438976154701363e-12,1.1765987673042615e-05,4.78762469998038e-06,5.876414982754418e-06,4.1052692370260115e-10,1.3271594261956992e-11,6.550190406881839e-08,2.078415457714208e-08,3.750987082645664e-09,2.0777148098400255e-11,1.089109430027965e-06,1.901901872101439e-08,2.079923532372804e-07
7.324432137985562e-06,0.681217709024923,1.3984608732831039e-07,2.1164348358764111e-07,3.0729410692827385e-08,6.354831295440809e-07,0.0,0.0,2.465558272706376e-06,3.39701252573875e-09,2.2013642352283312e-08,2.8516196171720917e-09,4.4944774106512883e-10,1.5931535328886026e-22,5.656517814381499e-16,3.598012488587295e-10,1.7904971802482128e-14,1.2452552278834881e-05,1.2215919520371207e-20,1.522682314204319e-14,3.439218568382301e-18,2.9339410239752917e-19,9.205030127344568e-12,9.005544225869477e-18,2.004034171540829e-15,1.9084047584287344e-18,1.285488054224032e-23,1.1427718850302194e-16,9.416205962048793e-28,2.2395652021463e-24,1.4640080001529627e-13,2.4846146846739353e-26,3.856078837854333e-23,7.10249486333889e-24,3.76,0.0,0.5005773029782926,0.9993685830803796,7.144851807622979e-07,4.343186898629936e-19,0.03920359182692172,0.03922972975691961,0.0006159786006764885,2.509479193984484e-12,1.247823513272815e-05,5.016683421188458e-06,6.233515920675666e-06,4.3008703826350244e-10,1.4092648780810173e-11,6.864563054553178e-08,2.2050159696220395e-08,4.2259851480874305e-09,2.1418723164027306e-11,1.155104737661564e-06,1.9680408586664928e-08,2.1815598365055492e-07
7.539580462326525e-06,0.6813591377148769,1.4405445387320314e-07,2.20607121689113e-07,3.1882033473640496e-08,6.744822129060062e-07,0.0,0.0,2.5358350385957663e-06,3.552274209011085e-09,2.406499699509375e-08,3.163610269729017e-09,4.769795582356568e-10,1.8153908263940343e-22,6.255845264363365e-16,3.861165550088299e-10,2.0944808275500636e-14,1.3182680211459279e-05,1.421447941555231e-20,1.6589922256032582e-14,4.098067663221965e-18,3.382557393180416e-19,9.878272183174101e-12,1.0660543553723488e-17,2.1554293708076655e-15,2.3077743308117362e-18,1.544291452008711e-23,1.3401833946588216e-16,1.3259719371514335e-27,2.7141658809106236e-24,1.5857565893908835e-13,3.08637304527251e-26,4.6763393083086523e-23,9.024349064066522e-24,3.76,0.0,0.4994690479939133,0.9993677500866385,7.638256173067712e-07,5.413365263798333e-19,0.04031042899938781,0.040338103599084914,0.0006159780743304167,2.579794483908102e-12,1.3210780820964393e-05,5.250568324800538e-06,6.600911865084823e-06,4.5005321311820703e-10,1.4937805508169638e-11,7.185579850883715e-08,2.335300746361404e-08,4.746798540769359e-09,2.2061016456644606e-11,1.2229864620059095e-06,2.0346176758407257e-08,2.2853845098054326e-07
7.754728786667486e-06,0.6815002549667424,1.4825356790974487e-07,2.2960537212955006e-07,3.30387730998631e-08,7.145768558050467e-07,0.0,0.0,2.605996858721735e-06,3.7089092594598128e-09,2.6240512498730577e-08,3.4979405278526744e-09,5.053487002796781e-10,2.0598165411669636e-22,6.895610242941594e-16,4.133658697831031e-10,2.4382684482948723e-14,1.3932905948414834e-05,1.6466494959250974e-20,1.803030771592139e-14,4.855816259425178e-18,3.88087505181696e-19,1.0575409414798685e-11,1.255265919648372e-17,2.3138233094192335e-15,2.7743478828357483e-18,1.8449539550021003e-23,1.563943173538037e-16,1.8480709604090694e-27,3.2694891924987817e-24,1.713898185099311e-13,3.808969461416317e-26,5.639543700551212e-23,1.1384275491364527e-23,3.76,0.0,0.4983632409225816,0.9993668960754922,8.148639457802253e-07,6.704813777934901e-19,0.041414780683467954,0.04144403462317733,0.000615977535064295,2.649922583942011e-12,1.3963572599246504e-05,5.489251392138042e-06,6.978582842787981e-06,4.704228182773367e-10,1.5807017696925604e-11,7.513202351160924e-08,2.469265049348011e-08,5.31654749099199e-09,2.2704026003353795e-11,1.2927500771285836e-06,2.1016285409618687e-08,2.3913851664921976e-07
7.969877111008449e-06,0.6816410614681884,1.5244347031972547e-07,2.3863522906684644e-07,3.419943749837757e-08,7.557614337607277e-07,0.0,0.0,2.676044332320929e-06,3.866827763843335e-09,2.854382592722914e-08,3.855380959507328e-09,5.345567797644505e-10,2.327796838322289e-22,7.577010323065711e-16,4.4154567060739757e-10,2.8255966623299633e-14,1.4703173098917981e-05,1.8995217869461677e-20,1.954991991226053e-14,5.72339523411042e-18,4.432372258774736e-19,1.129635167241008e-11,1.470664081153201e-17,2.479347099861319e-15,3.3168211903237244e-18,2.1926756456110266e-23,1.8165812670888194e-16,2.5508150394143846e-27,3.916059038143022e-24,1.8485811221079001e-13,4.67194854171119e-26,6.765196354387808e-23,1.4264552388173156e-23,3.76,0.0,0.4972598763701186,0.9993660211006445,8.67598121383771e-07,8.254991323682442e-19,0.04251665237703759,0.04254752822735598,0.0006159769829111247,2.7198640515651933e-12,1.4736558481862865e-05,5.73270387724643e-06,7.3665089096922e-06,4.911931644660847e-10,1.6700238667990928e-11,7.847391097683373e-08,2.6069041473963082e-08,5.938478899885287e-09,2.3347749840498665e-11,1.3643910715869575e-06,2.1690697017937258e-08,2.4995490661635913e-07
8.185025435349411e-06,0.6817815579053708,1.566242016890332e-07,2.47693982056923e-07,3.536385398955871e-08,7.980303676618266e-07,0.0,0.0,2.7459780644137134e-06,4.0259442109934755e-09,3.0978569330394896e-08,4.236698719448133e-09,5.646054092841928e-10,2.620730228651199e-22,8.301230219774149e-16,4.706523942997879e-10,3.260419321351361e-14,1.5493425432823785e-05,2.1825248492427387e-20,2.1150684496638e-14,6.712528058626106e-18,5.040630038014199e-19,1.2041007766398891e-11,1.7148885804519726e-17,2.652130671537116e-15,3.9446925911612555e-18,2.5931168266036903e-23,2.1007795289168258e-16,3.488554561550259e-27,4.6653716552562785e-24,1.9899527569790555e-13,5.697294482757039e-26,8.074734481333501e-23,1.7759799067579047e-23,3.76,0.0,0.4961589489547339,0.9993651252156296,9.220258022853984e-07,1.0106367613164447e-18,0.043616049565967506,0.04364858979787273,0.0006159764179038016,2.7896194422737313e-12,1.552968663525864e-05,5.980896367406384e-06,7.764670150827247e-06,5.123615083684004e-10,1.7617421810352648e-11,8.188105704282246e-08,2.7482133164461307e-08,6.61596772369755e-09,2.3992186013705896e-11,1.4379049484528378e-06,2.2369374364960302e-08,2.6098631438334226e-07
8.400173759690373e-06,0.6819217449629364,1.6079580238846416e-07,2.5677918660139505e-07,3.6531867383122677e-08,8.413781233981754e-07,0.0,0.0,2.815798665730847e-06,4.186177299746715e-09,3.354836973936386e-08,4.642657528118808e-09,5.954962014819321e-10,2.9400468496062925e-22,9.069442087957338e-16,5.006824563319366e-10,3.7469124851494294e-14,1.6303606880034107e-05,2.4982569821310855e-20,2.28345124574917e-14,7.835759174724381e-18,5.709330768127316e-19,1.2809285960187193e-11,1.9907486922115672e-17,2.83230278316198e-15,4.668308379124299e-18,3.052422985975972e-23,2.419375375294203e-16,4.729668106750425e-27,5.529949689212279e-24,2.1381594774494725e-13,6.909649615302324e-26,9.591648108494553e-23,2.1978386234084277e-23,3.76,0.0,0.4950604533069385,0.9993642084738129,9.78144381214694e-07,1.2306924257670946e-18,0.04471297772415317,0.044747224709099434,0.0006159758400751123,2.8591893095901935e-12,1.6342905377438382e-05,6.2337988372893814e-06,8.173046680366779e-06,5.339250573106631e-10,1.8558520581122288e-11,8.535304931963007e-08,2.893187839386814e-08,7.352518282811957e-09,2.463733257792332e-11,1.5132872253346088e-06,2.3052280536203355e-08,2.72231403681515e-07
8.615322084031336e-06,0.6820616233240283,1.649583126410343e-07,2.658886376991751e-07,3.7703338266751294e-08,8.857992115223641e-07,0.0,0.0,2.8855067526429133e-06,4.347449755170933e-09,3.625684917479325e-08,5.074017665265927e-09,6.272307690622488e-10,3.287207665562473e-22,9.88280579277708e-16,5.316322664332648e-10,4.289479319866783e-14,1.713366152991481e-05,2.849458127004693e-20,2.4603300195632168e-14,9.106482390828516e-18,6.442256761495841e-19,1.3601094369440546e-11,2.3012279246150837e-17,3.019991034506992e-15,5.4989091604579916e-18,3.577250290993996e-23,2.7753654931756885e-16,6.359613407086104e-27,6.523397288102441e-24,2.293346711851896e-13,8.336543292017499e-26,1.13416030129916e-22,2.704395993616702e-23,3.76,0.0,0.49396438406946364,0.9993632709283927,1.0359510138638215e-06,1.491068982407827e-18,0.045807442313543535,0.045843438323555155,0.0006159752494577476,2.9285742050732553e-12,1.7176163177401197e-05,6.491380697440435e-06,8.591618641649037e-06,5.558809734651478e-10,1.952348850558494e-11,8.888946756628997e-08,3.0418230059616054e-08,8.151765495961447e-09,2.5283187597455283e-11,1.590533434396904e-06,2.3739378921172388e-08,2.836888108789991e-07
8.830470408372298e-06,0.6822011936702863,1.691117725767363e-07,2.750203460725765e-07,3.887814146590133e-08,9.312881869368777e-07,0.0,0.0,2.9551029470921916e-06,4.509688152711586e-09,3.9107624665259235e-08,5.531535975465396e-09,6.598107247975966e-10,3.6637041582115653e-22,1.074246927603581e-15,5.634982412091705e-10,4.8927549203040446e-14,1.798353363072064e-05,3.239013221343152e-20,2.6458929599477697e-14,1.0538969296971246e-17,7.243289031840722e-19,1.4416341284890102e-11,2.6494886603764792e-17,3.21532188052383e-15,6.448677171674207e-18,4.174791606452409e-23,3.171909503055846e-16,8.484523753743678e-27,7.660456201142923e-24,2.455658938575866e-13,1.0008637578065548e-25,1.3352566603314723e-22,3.3097084638367037e-23,3.76,0.0,0.49287073589718505,0.9993623126323987,1.0954426444445526e-06,1.7978310116271527e-18,0.04689944878416969,0.046937235991933134,0.0006159746460842948,2.9977746783251323e-12,1.802940865460273e-05,6.7536108377257e-06,9.020366207196964e-06,5.782263776132189e-10,2.0512279177247053e-11,9.248988429773068e-08,3.194114112737053e-08,9.01747604014462e-09,2.592974914599483e-11,1.669639122377804e-06,2.4430633213265176e-08,2.9535714713750303e-07
9.04561873271326e-06,0.6823404566818524,1.732562222778256e-07,2.841725167846082e-07,4.005616465700028e-08,9.778396486014322e-07,0.0,0.0,3.0245878765264757e-06,4.6728227499095805e-09,4.210430827375528e-08,6.0159658831261464e-09,6.932376815271375e-10,4.0710578058767123e-22,1.1649568883509183e-15,5.96276814527563e-10,5.561611059102008e-14,1.8853167589026838e-05,3.6699555321473975e-20,2.8403268119988226e-14,1.2148397705793324e-17,8.116406156083434e-19,1.5254935438113715e-11,3.038876741422423e-17,3.41842064434209e-15,7.53078454364982e-18,4.8528030269782756e-23,3.6123335785063935e-16,1.1235427188086323e-26,8.957062848738476e-24,2.625239695558603e-13,1.1959984270717187e-25,1.5654936721834326e-22,4.0297011035882314e-23,3.76,0.0,0.49177950345705324,0.9993613336386951,1.1566160286991899e-06,2.1577654940080218e-18,0.04798900257417326,0.04802862305312765,0.0006159740299872306,3.066791277000283e-12,1.890259057843907e-05,7.020457666288015e-06,9.45926957873787e-06,6.009583525055075e-10,2.1524846257883052e-11,9.615386532890464e-08,3.3500564631245914e-08,9.953549436686007e-09,2.6577015306653844e-11,1.7505998506035888e-06,2.5126007409621628e-08,3.0723500034605786e-07
9.260767057054223e-06,0.6824794130373735,1.7739170181734344e-07,2.933435300069406e-07,4.1237307119212286e-08,1.0254482392564305e-06,0.0,0.0,3.0939621738343934e-06,4.836787325369199e-09,4.525050713071563e-08,6.528057415154157e-09,7.275132521445228e-10,4.510819128389219e-22,1.2605229600750014e-15,6.299644459611317e-10,6.30116086451936e-14,1.974250796916662e-05,4.145469969404974e-20,3.04381688453019e-14,1.3950880123994528e-17,9.065683071392131e-19,1.611678621752431e-11,3.4729259986753315e-17,3.62941152855332e-15,8.759442477890675e-18,5.619630916484117e-23,4.100134023501858e-16,1.4773174027425578e-26,1.0430406335326261e-23,2.802231589749532e-13,1.4228291632867749e-25,1.8281673342956655e-22,4.8823574359192073e-23,3.76,0.0,0.49069068142802635,0.9993603339999794,1.219467754618366e-06,2.5784462627074855e-18,0.04907610910983457,0.049117604834260614,0.0006159734011989392,3.13562454681578e-12,1.9795657867748696e-05,7.291889144471633e-06,9.90830898722251e-06,6.240739458867114e-10,2.2561143477580758e-11,9.988097026265109e-08,3.5096453674440046e-08,1.0964019063818016e-08,2.7224984171990268e-11,1.8334111950010568e-06,2.5825465810989224e-08,3.193209368546019e-07
9.475915381395185e-06,0.6826180634140046,1.8151825129182128e-07,3.0253192372610315e-07,4.242147861118604e-08,1.0741086451600438e-06,0.0,0.0,3.163226477281995e-06,5.001519024671398e-09,4.8549823472297115e-08,7.0685572298253864e-09,7.626390495729768e-10,4.984567373281853e-22,1.3610565336958456e-15,6.645576273690739e-10,7.116763427744435e-14,2.065149949267391e-05,4.668896378664111e-20,3.256547057508484e-14,1.5963492251310418e-17,1.009528990500885e-18,1.700180383673715e-11,3.955362727939212e-17,3.8484176288088184e-15,1.0149951327460422e-17,6.484239450662437e-23,4.638980808125895e-16,1.9294167063692324e-26,1.2098987382978798e-23,2.986776306584284e-13,1.6855209577391358e-25,2.126843312974854e-22,5.887922902023962e-23,3.76,0.0,0.4896042645010099,0.9993593137687834,1.2839942610911727e-06,3.0683023601710473e-18,0.05016077380560047,0.05020418665070823,0.0006159727597517037,3.2042750315583646e-12,2.070855959032935e-05,7.567872818126992e-06,1.0367464692843694e-05,6.475701732071688e-10,2.362112463478554e-11,1.0367075292702286e-07,3.672876143020131e-08,1.2053053096146633e-08,2.787365384403206e-11,1.9180687461074167e-06,2.6528973021473917e-08,3.3161350302779347e-07
9.691063705736147e-06,0.6827564084874127,1.8563591084798893e-07,3.1173637819185026e-07,4.360859835986515e-08,1.1238155958370798e-06,0.0,0.0,3.2323814304504355e-06,5.1669582129358325e-09,5.200585468273917e-08,7.638208650519807e-09,7.986166867288697e-10,5.493910325700541e-22,1.4666679232335418e-15,7.000528879087015e-10,8.014028340924404e-14,2.158008703773079e-05,5.243732812880364e-20,3.478699789458991e-14,1.82043015051093e-17,1.1209490934051336e-18,1.7909899462839114e-11,4.490110113079093e-17,4.075560947320739e-15,1.1718751582757371e-17,7.456238658020991e-23,5.232721063407558e-16,2.5036998170995803e-26,1.3982678166780914e-23,3.1790146194975887e-13,1.9886628108161937e-25,2.4653706810186466e-22,7.069122554053076e-23,3.76,0.0,0.4885202473787979,0.9993582729974748,1.350191854696624e-06,3.636690427954649e-18,0.0512430020641121,0.051288373806127295,0.0006159721056776932,3.2727432730918958e-12,2.1641244962466773e-05,7.848375845676223e-06,1.0836716985054372e-05,6.71444020034671e-10,2.4704743596343316e-11,1.0752276176731552e-07,3.8397441143054e-08,1.3224955371372594e-08,2.8523022434299298e-11,2.004568109077772e-06,2.72364939481923e-08,3.441112266379074e-07
9.90621203007711e-06,0.6828944489317801,1.89744720703798e-07,3.2095570192716116e-07,4.479859414970919e-08,1.1745638638376578e-06,0.0,0.0,3.301427682174562e-06,5.333048333743503e-09,5.5622193339731626e-08,8.23775170309555e-09,8.354477764749091e-10,6.040483278206346e-22,1.5774663881891767e-15,7.364467978593101e-10,8.998820167566268e-14,2.2528215638619057e-05,5.873638784968392e-20,3.710456124841925e-14,2.0692395573828162e-17,1.2412643574917658e-18,1.8840985314232618e-11,5.0812925979861846e-17,4.310962403927713e-15,1.348347573069839e-17,8.545912953464872e-23,5.8853825363478885e-16,3.229010509283581e-26,1.6102783030184052e-23,3.3790863994227594e-13,2.337298447923765e-25,2.847895933990647e-22,8.451393579235214e-23,3.76,0.0,0.4874386247760185,0.9993572117382563,1.4180567248281244e-06,4.29397125882002e-18,0.05232279927623239,0.05237017159248155,0.0006159714390089883,3.341029811368903e-12,2.259366334847311e-05,8.133365023288307e-06,1.1316046182585176e-05,6.956924442309514e-10,2.581195429754231e-11,1.1143654019773679e-07,4.010244613021745e-08,1.4484166184643396e-08,2.917308806382357e-11,2.092904903690209e-06,2.7947993800923985e-08,3.5681261811411635e-07
9.999999999999997e-06,0.6830321854198064,1.9153308338246246e-07,3.249789879756408e-07,4.531822343553525e-08,1.1970107572435576e-06,0.0,0.0,3.3314926338092354e-06,5.405640733885464e-09,5.724972051309309e-08,8.508648631544482e-09,8.517707923057981e-10,6.290820208818756e-22,1.6274168855726928e-15,7.525921108135763e-10,9.45705359246376e-14,2.2947628050765463e-05,6.166430160270186e-20,3.814535290847623e-14,2.1859484483107862e-17,1.2966091872217206e-18,1.9254039785659186e-11,5.357757976401252e-17,4.416194256503732e-15,1.431882915025455e-17,9.060522158765943e-23,6.189396820022354e-16,3.6010461338090554e-26,1.7106714552444474e-23,3.468789198229434e-13,2.504902303496083e-25,3.0295389394951014e-22,9.123991195970323e-23,3.76,0.0,0.4869678693601038,0.9993567427126296,1.4481613657713598e-06,4.611183747860065e-18,0.05279274755828166,0.05284100498847654,0.0006159711444594813,3.370740709919603e-12,2.3015006950735366e-05,8.258993725970813e-06,1.152814533572184e-05,7.063793297775502e-10,2.6301984164874626e-11,1.1316185910273032e-07,4.085705303298639e-08,1.5061568111757544e-08,2.945668390186639e-11,2.1319868504430974e-06,2.825938904176219e-08,3.6241279984670876e-07
1.0121360354418072e-05,0.6830321854198064,1.9384472116503041e-07,3.301888191380306e-07,4.599140150219319e-08,1.2263482645036422e-06,0.0,0.0,3.3703658864822206e-06,5.499735774144223e-09,5.9402427261937334e-08,8.867923155930873e-09,8.731339315628214e-10,6.625948499139758e-22,1.6935601553538615e-15,7.737359714711059e-10,1.0077262846606582e-13,2.3495830485175615e-05,6.562438501688016e-20,3.951995701399715e-14,2.34479110002114e-17,1.3709197341611771e-18,1.9794974733484364e-11,5.733240208581069e-17,4.554741848972532e-15,1.5463000966121416e-17,9.764250158458066e-23,6.60117700596049e-16,4.140057286807452e-26,1.8482100056473835e-23,3.587130624277675e-13,2.7369590134851083e-25,3.2788772822954267e-22,1.0063133268097149e-22,3.76,0.0,0.48635939141908224,0.9993561300431663,1.4875849573220056e-06,5.05159064088593e-18,0.053400170821073324,0.0534495852900678,0.0006159707597775715,3.4091351844376835e-12,2.3565764260232837e-05,8.422806807475314e-06,1.180543263346152e-05,7.203123779115603e-10,2.694271074215368e-11,1.154116269170946e-07,4.184372978316592e-08,1.5835263010898697e-08,2.9823848863163847e-11,2.1830747643484933e-06,2.86634380917177e-08,3.6971617166361695e-07
1.0336508678759034e-05,0.6831696186227137,1.9793595263869844e-07,3.3943475838052507e-07,4.7186962936581607e-08,1.2791636557411233e-06,0.0,0.0,3.4391967025340726e-06,5.666969735486953e-09,6.335013955800145e-08,9.529456561876708e-09,9.116767645651557e-10,7.251995384992765e-22,1.815056445069797e-15,8.119170689221666e-10,1.1255744030946305e-13,2.448287692225114e-05,7.314124078436841e-20,4.2034967574756805e-14,2.649206179099994e-17,1.5103692850382251e-18,2.0771782237439582e-11,6.450492825802828e-17,4.807018077203253e-15,1.767750276057927e-17,1.1122971002429088e-22,7.38450366081193e-16,5.278421571202638e-26,2.1144983473666095e-23,3.803285388482308e-13,3.1936973486527285e-25,3.763099216100695e-22,1.1935963049362864e-22,3.76,0.0,0.4852825420461335,0.9993550279640806,1.5587725467409537e-06,5.9221646243095816e-18,0.054475122066023056,0.05452662016754194,0.0006159700680153074,3.477059928447509e-12,2.4557497356754538e-05,8.716667335384182e-06,1.2304856715020138e-05,7.453007291807704e-10,2.8096967002470904e-11,1.1944755619224808e-07,4.3621245569284636e-08,1.7282961155556493e-08,3.047530297242064e-11,2.275073340082407e-06,2.9382792634384478e-08,3.8282036627820256e-07
1.0551657003099997e-05,0.6833067492102491,2.0201845564368817e-07,3.486926423588327e-07,4.838522730377249e-08,1.333004937797779e-06,0.0,0.0,3.507920794563809e-06,5.8347021098237235e-09,6.746890867647183e-08,1.0223082301471164e-08,9.510778877965243e-10,7.920339558041111e-22,1.942061492299251e-15,8.509867975107549e-10,1.2540919361264867e-13,2.5489300449171967e-05,8.132858734819706e-20,4.465136139303658e-14,2.9847168050880286e-17,1.660076089080604e-18,2.1771323547761093e-11,7.23780441055054e-17,5.06790883886952e-15,2.0148509269012077e-17,1.2634559100649563e-22,8.239952438559158e-16,6.693708721952417e-26,2.4117406873400964e-23,4.0276879124776206e-13,3.7141230114659257e-25,4.305687339970587e-22,1.4105009223743653e-22,3.76,0.0,0.48420807140700345,0.9993539055527116,1.6316154074465762e-06,6.9195693416258395e-18,0.0555476583667729,0.05560128148194498,0.0006159693637539746,3.5448045776617955e-12,2.5568812443727206e-05,9.01491244302808e-06,1.2814298833925158e-05,7.706543837022018e-10,2.927467721934803e-11,1.2354385811276105e-07,4.5434947033586474e-08,1.8832114333879962e-08,3.1127448541247804e-11,2.3688962945457113e-06,3.010602354391748e-08,3.9612366663835377e-07
1.0766805327440959e-05,0.6834435778506874,2.0609227081875583e-07,3.579616787406025e-07,4.9586149185829105e-08,1.3878670530442417e-06,0.0,0.0,3.5765388318186424e-06,6.002887361648237e-09,7.17623084561227e-08,1.0949527626846232e-08,9.913389132250783e-10,8.632721956455322e-22,2.0746805637230794e-15,8.909419122593146e-10,1.3939716676146616e-13,2.6515046719204876e-05,9.022979971578507e-20,4.737089308268608e-14,3.3536684640785183e-17,1.820512150041881e-18,2.2793515606328025e-11,8.100147181667758e-17,5.337530851688249e-15,2.2898956543615548e-17,1.4312291403920621e-22,9.172307328131732e-16,8.444857952205764e-26,2.742702722560445e-23,4.260474552217499e-13,4.305439351636008e-25,4.912123474097325e-22,1.6609201038109711e-22,3.76,0.0,0.48313597426316623,0.9993527628606098,1.7061093835821716e-06,8.059035513399737e-18,0.05661778506734397,0.0566735744787288,0.0006159686470252599,3.6123696644661765e-12,2.659965947307999e-05,9.317507681677277e-06,1.3333739426183652e-05,7.963702061256437e-10,3.047579560223673e-11,1.2770005881989437e-07,4.7284787800458845e-08,2.0487715179364434e-08,3.17802837288605e-11,2.4645393060117686e-06,3.083309723587814e-08,4.096245239257405e-07
1.0981953651781921e-05,0.6835801052108353,2.1015743892820612e-07,3.6724115188648196e-07,5.0789688354641287e-08,1.443744985758628e-06,0.0,0.0,3.6450514884999894e-06,6.171482414739654e-09,7.623390817626876e-08,1.1709516705865531e-08,1.032461452374982e-09,9.390909196033432e-22,2.213017979147551e-15,9.317792160566316e-10,1.5459340159445149e-13,2.756006153902449e-05,9.989002729352865e-20,5.0195303481386985e-14,3.7585229859075965e-17,1.9921583039447712e-18,2.3838276578904926e-11,9.042715747990516e-17,5.615999814891901e-15,2.5953244556458272e-17,1.617026911508816e-22,1.0186549635128514e-15,1.0601628553027477e-25,3.110324966926193e-23,4.5017808086761805e-13,4.975482506834056e-25,5.588261019161789e-22,1.9491586750491815e-22,3.76,0.0,0.48206624538769666,0.999351599939163,1.7822502580752704e-06,9.357247771256411e-18,0.05768550750011393,0.057743504391781934,0.0006159679178607255,3.679755719369996e-12,2.7649988542544198e-05,9.624418332608791e-06,1.3863158957160701e-05,8.224450413398594e-10,3.1700276429222264e-11,1.3191568071263778e-07,4.9170721575416266e-08,2.2254895681484275e-08,3.243380670404143e-11,2.561998067366824e-06,3.156398042573325e-08,4.2332137655402246e-07
1.1197101976122884e-05,0.6837163319560337,2.1421400086576592e-07,3.765304154009411e-07,5.1995809283814496e-08,1.500633761913457e-06,0.0,0.0,3.7134594437042656e-06,6.340446543891613e-09,8.088727260674821e-08,1.2503770666136603e-08,1.0744471162203964e-09,1.019669304330793e-21,2.357177131378092e-15,9.734955594039166e-10,1.7107274425543428e-13,2.862429086818324e-05,1.1035622529146817e-19,5.312631972268839e-14,4.201861414234393e-17,2.175504130259386e-18,2.4905525848707858e-11,1.0070931195299162e-16,5.9034304206626855e-15,2.9337294024671956e-17,1.8223449067185856e-22,1.1287861210815088e-15,1.3246281264617e-25,3.5177293058825087e-23,4.751741337371103e-13,5.732760998709106e-25,6.340340581906558e-22,2.2799668345158224e-22,3.76,0.0,0.48099887956522935,0.9993504168395981,1.8600337607586212e-06,1.083244893071248e-17,0.05875083098584334,0.05881107644345526,0.0006159671762918492,3.746963271021292e-12,2.871974989521712e-05,9.935609420393815e-06,1.440253792159399e-05,8.488757156091274e-10,3.2948074047058104e-11,1.3619024263327445e-07,5.109270214683855e-08,2.4138927553138424e-08,3.3088015645145376e-11,2.6612682861009674e-06,3.229864012813375e-08,4.372126508268227e-07
1.1627398624804808e-05,0.6839878862556414,2.2230147046131088e-07,3.951360362299648e-07,5.4415675336966556e-08,1.617424155644978e-06,0.0,0.0,3.849963990187248e-06,6.679330278702017e-09,9.075353242656871e-08,1.4197942801505397e-08,1.1610142585319183e-09,1.1958337194075625e-21,2.663369674767415e-15,1.0595530041129195e-09,2.0819439848793813e-13,3.081017765396038e-05,1.3390356929780238e-19,5.931501017664987e-14,5.214927472148028e-17,2.579296328596029e-18,2.7107172881822348e-11,1.2407143563645697e-16,6.505630362867306e-15,3.7206312182668815e-17,2.2979713019526676e-22,1.377344133651364e-15,2.0402964379838776e-25,4.465318566191505e-23,5.278159663211012e-13,7.546672361874192e-25,8.099320222094939e-22,3.090738920345975e-22,3.76,0.0,0.47887121627541207,0.9993479903102178,2.0205113460139615e-06,1.4395254399421332e-17,0.06087430234129442,0.0609391677945305,0.0006159656560665162,3.880844969900985e-12,3.091737114680873e-05,1.057069178912945e-05,1.5511096276725766e-05,9.027917991651663e-10,3.551343738583395e-11,1.4491424509162587e-07,5.504461925728336e-08,2.8279332411666504e-08,3.4398484186394336e-11,2.8652259986097534e-06,3.3779158620381573e-08,4.655721123270446e-07
