Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64)
1.171339066105838e-08,0.9038310022588979,1.7766253919288275e-08,4.3059460879038036e-10,1.1966959578858906e-10,3.062801355482918e-10,0.0,0.0,2.1010268691914656e-07,7.474994640825937e-12,1.4083403038443778e-12,6.767875480420655e-16,3.6416739336471833e-13,4.835865097159968e-25,3.6140037118655985e-17,7.088433032087816e-14,4.744867101647623e-10,1.4555921849849607e-08,3.323933493624583e-27,8.581009439015528e-16,1.4415721101881887e-25,1.2811507648589645e-27,2.0432837596721912e-13,1.8683343524612425e-22,6.403105654416534e-15,1.1671837128156454e-25,1.194327382125856e-27,7.214990257180299e-23,4.353364252313563e-22,4.505260938146666e-22,8.83658444049192e-16,1.198296551438714e-25,7.670519691735404e-27,3.7897804850116175e-26,3.76,0.0,0.8098955753386125,0.997054085763953,7.22632299193254e-12,2.351480183476075e-12,0.005973343746645033,0.005974613330428123,0.002945689136992357,6.614290167112847e-12,1.4556486445141957e-08,2.278250033255316e-07,5.91538958496248e-07,2.3112540949929463e-12,4.183942736813108e-12,3.342385977021922e-09,2.8734419261463165e-10,3.4065889267370194e-14,7.1251507692024e-10,5.798276242442768e-08,1.2392272949836691e-08,3.2532960375927515e-09,4.783292638255868e-10,3.526967755508215e-09,4.905986208985662e-11,1.5616731595812582e-12,9.118266814944222e-13,2.967162820756451e-11
1.2031047928251847e-08,0.9038571421123563,1.8975353429588217e-08,4.5894541055322566e-10,1.3122568734131038e-10,3.365368740230987e-10,0.0,0.0,2.157699025209975e-07,7.884570645854717e-12,1.5265287813892742e-12,7.511403604666426e-16,3.9493043437734514e-13,5.536396835454015e-25,3.966684167911835e-17,7.657768457780176e-14,5.072772213334185e-10,1.5355824961001874e-08,4.150670546463324e-27,9.54154739791933e-16,1.7625044774655379e-25,1.553484826232853e-27,2.1406286582223851e-13,2.253521004666159e-22,6.9773485070667595e-15,1.3902627835596918e-25,1.4372909530219553e-27,8.636890925620975e-23,5.123930245560443e-22,5.286499180348496e-22,9.54417350756484e-16,1.4054291568228215e-25,9.127811854819158e-27,4.5183528891565707e-26,3.76,0.0,0.8097341684150469,0.9970540792992962,8.147386356458404e-12,2.5875689074013316e-12,0.006134706444175376,0.006136045539424246,0.002945689105436734,6.7976780396605435e-12,1.535643423518177e-08,2.3449181041498257e-07,6.240244852622686e-07,2.3870010145381536e-12,4.521651662318222e-12,3.466189519060806e-09,3.0310749173499876e-10,3.639108722426842e-14,7.338686721058413e-10,6.118177182690829e-08,1.2858604055559095e-08,3.415096077687918e-09,5.114762797742334e-10,3.7749110077412645e-09,5.187297850117723e-11,1.683301378828059e-12,9.76532831785498e-13,3.067543519485877e-11
1.2348705195445313e-08,0.9038832769054372,2.0228091935693315e-08,4.88514481767645e-10,1.4352699234386075e-10,3.6881670214999333e-10,0.0,0.0,2.2143556958963774e-07,8.304999774070394e-12,1.651157692828631e-12,8.3138634702200655e-16,4.273933402709563e-13,6.319001315067282e-25,4.342083033867785e-17,8.256297296696636e-14,5.412735839250375e-10,1.617702659932442e-08,5.153395801126942e-27,1.058005712671431e-15,2.1437804954411787e-25,1.8744514314812936e-27,2.2395656398835853e-13,2.7039444705885317e-22,7.583093702428695e-15,1.6480379963145133e-25,1.72067395270277e-27,1.0289168719989951e-22,6.0028677453208705e-22,6.174375678957763e-22,1.028684808980539e-15,1.6408720099276516e-25,1.0810133523675437e-26,5.361278613045278e-26,3.76,0.0,0.8095727936173054,0.9970540728127101,9.156011298815618e-12,2.839711228598516e-12,0.0062960359988905226,0.006297446449031289,0.0029456890748081332,6.981017633966052e-12,1.617768267851247e-08,2.4118517380708377e-07,6.573765126398532e-07,2.4630512452027495e-12,4.876427071187331e-12,3.5906921482897487e-09,3.192879537527684e-10,3.881761192799867e-14,7.552209183659577e-10,6.44664901866074e-08,1.3326567545846932e-08,3.5799604692482863e-09,5.458517063896422e-10,4.032616392086462e-09,5.4774418428715685e-11,1.8109477976569471e-12,1.0442153268785668e-12,3.1686592130917513e-11
1.2666362462638778e-08,0.9039094066391881,2.1524577104424756e-08,5.193297373048445e-10,1.565975517470047e-10,4.031910812451802e-10,0.0,0.0,2.2709969000921448e-07,8.736276639933498e-12,1.7823990197751658e-12,9.17824105956113e-16,4.616036762332522e-13,7.191280047539916e-25,4.740902997760796e-17,8.884764068110893e-14,5.764792817010308e-10,1.7019521133286384e-08,6.363497248883529e-27,1.1700583639395964e-15,2.5947725449958666e-25,2.2511673913793846e-27,2.3400591146936284e-13,3.2283407051373312e-22,8.220899537392566e-15,1.9447229395377053e-25,2.0497558288940278e-27,1.2201326188800163e-22,7.001610861010149e-22,7.179611749512289e-22,1.1065294103591003e-15,1.9075108174223435e-25,1.2744585414188915e-26,6.332664848850727e-26,3.76,0.0,0.8094114509389344,0.997054066305756,1.0257751249338328e-11,3.108486747051782e-12,0.006457332417503253,0.0064588160655119995,0.002945689043520889,7.164308962281934e-12,1.702022617276108e-08,2.479051216184899e-07,6.915949004596332e-07,2.5394047062519217e-12,5.248627859616532e-12,3.715876994499544e-09,3.358853402510057e-10,4.1347800665711205e-14,7.765717812978745e-10,6.783689550396191e-08,1.3796015115471205e-08,3.74783840101921e-09,5.814598021763869e-10,4.300174918368847e-09,5.7765268718222476e-11,1.944751875660539e-12,1.1149502970439788e-12,3.2705303485040124e-11
1.2984019729832244e-08,0.9039355313146552,2.2864903546620214e-08,5.514191367370551e-10,1.7046131299334456e-10,4.397316176330269e-10,0.0,0.0,2.3276226562658893e-07,9.178395860970222e-12,1.9204248479546267e-12,1.0107597952456124e-15,4.97609191703224e-13,8.161371487996177e-25,5.163841047372323e-17,9.543922315808115e-14,6.128974241512367e-10,1.7883302935152437e-08,7.816914536343385e-27,1.2907267774597105e-15,3.126018455633175e-25,2.6915722891598438e-27,2.4420745101140376e-13,3.8363140938474836e-22,8.891300436124257e-15,2.2849040336527485e-25,2.430321350265494e-27,1.4405661013630796e-22,8.132406432815259e-22,8.313622074316581e-22,1.1880187054632556e-15,2.2084283880373256e-25,1.4960646224632253e-26,7.447906404296411e-26,3.76,0.0,0.8092501403734806,0.9970540597786886,1.1458335061290822e-11,3.3944765781911246e-12,0.00661859570671387,0.006620154395127848,0.002945689011295114,7.347552040812539e-12,1.7884059117540746e-08,2.546516809947327e-07,7.266795085670641e-07,2.616061395236822e-12,5.638608873034149e-12,3.841728976469506e-09,3.528994129224696e-10,4.3984014455685043e-14,7.979212351156745e-10,7.129296577580967e-08,1.4266809967181687e-08,3.918680321809871e-09,6.183044551520078e-10,4.577675838570211e-09,6.084664802676398e-11,2.0848535057966914e-12,1.1888151016532495e-12,3.37317791566139e-11
1.330167699702571e-08,0.903961650932883,2.4249153818042017e-08,5.848106759829503e-10,1.851421225038009e-10,4.785100420137734e-10,0.0,0.0,2.3842329825409383e-07,9.631352057706037e-12,2.0654073678954175e-12,1.1105072252518704e-15,5.354578253785137e-13,9.237976969344848e-25,5.611588250781392e-17,1.0234535300420242e-13,6.505307755938243e-10,1.876836638087311e-08,9.554651758149005e-27,1.4204345736192641e-15,3.749332219678711e-25,3.2044993430177582e-27,2.5455782480775663e-13,4.538394080176095e-22,9.594807561613458e-15,2.6735614249673132e-25,2.868691329376265e-27,1.693743733357582e-22,9.408343540308636e-22,9.588533232259143e-22,1.2732192157625717e-15,2.5469116222783732e-25,1.7490305774557106e-26,8.72376361395166e-26,3.76,0.0,0.8090888619144924,0.9970540532306975,1.276366626187214e-11,3.698263179794959e-12,0.006779825873211059,0.00678146144413903,0.0029456889789157,7.530746886169786e-12,1.876917591430385e-08,2.6142487818898023e-07,7.626301968223322e-07,2.6930213693476214e-12,6.046720950830017e-12,3.968234607294144e-09,3.703299335653476e-10,4.672863814987311e-14,8.19269260447408e-10,7.483467899745665e-08,1.4738825924698155e-08,4.092437918779029e-09,6.563892118219159e-10,4.865206762867187e-09,6.401970679550451e-11,2.2313930831313934e-12,1.2658883652919719e-12,3.476623385293113e-11
1.3619334264219176e-08,0.9039877654949134,2.567739934208098e-08,6.195323795906251e-10,2.0066371884123428e-10,5.195981904040277e-10,0.0,0.0,2.4408278967206914e-07,1.009513985360443e-11,2.2175188756333116e-12,1.2173879581923815e-15,5.751977103604909e-13,1.0430387088565624e-24,6.084829561884159e-17,1.0957376682845771e-13,6.893817820495992e-10,1.9674705850060443e-08,1.1623331732045881e-26,1.559614863582361e-15,4.477922128078436e-25,3.799750342691791e-27,2.650537722673539e-13,5.346093472414438e-22,1.0331909445760329e-14,3.1160903497432447e-25,3.371754067507081e-27,1.9835061476713899e-22,1.084338293750651e-21,1.1017201742003535e-21,1.3621964455323521e-15,2.9264585287181306e-25,2.0368201403851898e-26,1.017844266263002e-25,3.76,0.0,0.8089276155555182,0.9970540466611973,1.4179822251243041e-11,4.020430192267331e-12,0.006941022923672667,0.006942737218804467,0.002945688946943145,7.713893512469564e-12,1.967557096628042e-08,2.6822473863244793e-07,7.994468251002632e-07,2.7702847306398863e-12,6.473310970593196e-12,4.095381820837576e-09,3.881766640813612e-10,4.958408053653341e-14,8.406158426546857e-10,7.846201316425226e-08,1.5211946613518603e-08,4.269064094999449e-09,6.957173039423923e-10,5.162853765132801e-09,6.728562721784079e-11,2.3845115724481034e-12,1.3462500136676386e-12,3.580888654102003e-11
1.3936991531412642e-08,0.9040138750017856,2.7149701259497525e-08,6.55612293620478e-10,2.1704972650632196e-10,5.630679865473672e-10,0.0,0.0,2.4974074163120466e-07,1.0569753875010394e-11,2.3769317734397094e-12,1.3317314143779609e-15,6.168771794385264e-13,1.1748508519769782e-24,6.584243649199332e-17,1.1713231198766862e-13,7.29452596033379e-10,2.0602315726184337e-08,1.407579386593835e-26,1.7087102037355933e-15,5.326516644455699e-25,4.4881747964045494e-27,2.756921278459118e-13,6.2719684150382775e-22,1.110307263373901e-14,3.618322960833076e-25,3.9469975037422005e-27,2.3140262029805883e-22,1.2452386410043891e-21,1.2613231621738139e-21,1.4550148937117312e-15,3.3507852690977734e-25,2.3631757628094966e-26,1.1831678344416458e-25,3.76,0.0,0.8087664012901083,0.9970540400703386,1.5713053453637478e-11,4.361562291431577e-12,0.0071021868647664545,0.007103981725381804,0.0029456889152020545,7.89699193307499e-12,2.0603238678637036e-08,2.75051286997246e-07,8.371292532902382e-07,2.847851614761206e-12,6.91872189185936e-12,4.223159817411569e-09,4.0643936648006435e-10,5.2552774442915447e-14,8.619609706680593e-10,8.21749462726801e-08,1.5686064705198094e-08,4.448512946437023e-09,7.362916732134632e-10,5.470701478802928e-09,7.064562320335788e-11,2.5443505747230198e-12,1.4299813093139655e-12,3.6859959967865505e-11
1.4572306065799572e-08,0.904066078854208,3.022667191218967e-08,7.319590070195263e-10,2.5250887158731583e-10,6.574405625124895e-10,0.0,0.0,2.6105203403988624e-07,1.1551439113833431e-11,2.7183518841001583e-12,1.5841641683205932e-15,7.062492324779518e-13,1.4804756971937366e-24,7.664272567218856e-17,1.3327177912735364e-13,8.132609203307889e-10,2.2521324253063144e-08,2.0378528341417217e-26,2.038463214755263e-15,7.451066116476715e-25,6.1936968781852184e-27,2.9738386397208013e-13,8.534061477245843e-22,1.274934311090397e-14,4.827547660236152e-25,5.3471756973121106e-27,3.115803804827024e-22,1.6256413154815428e-21,1.6365629846578209e-21,1.652428485092657e-15,4.34977620403897e-25,3.148035411496638e-26,1.5820921511223145e-25,3.76,0.0,0.8084440690141865,0.9970540268247917,1.915660282822051e-11,5.103064852332221e-12,0.0074244154454749835,0.007426376959296392,0.002945688852066612,8.263044218847065e-12,2.252236971526615e-08,2.8878454270064965e-07,9.150909490361466e-07,3.0038966170594727e-12,7.86735894471074e-12,4.48057052080557e-09,4.442117355142521e-10,5.883976893580463e-14,9.046468334749373e-10,8.985752130996469e-08,1.6636905013533275e-08,4.81570088154879e-09,8.211896904595385e-10,6.1173308694086895e-09,7.765285583128664e-11,2.8847600912819388e-12,1.6078847887650897e-12,3.898827654353094e-11
1.514408914674781e-08,0.9041130450431473,3.3147047569882553e-08,8.055977055081244e-10,2.876128670709952e-10,7.512439037292123e-10,0.0,0.0,2.712269492872563e-07,1.2471927668742654e-11,3.0523324794671945e-12,1.840345933738168e-15,7.938066155992003e-13,1.8098281054547305e-24,8.732484319772856e-17,1.4900757438391423e-13,8.928765096372752e-10,2.4321120455820605e-08,2.8044735860592045e-26,2.3737819075127426e-15,9.957382404295626e-25,8.180666896315971e-27,3.173635783057826e-13,1.1123645121483903e-21,1.4351729625988452e-14,6.188287940178515e-25,6.942765793964915e-27,4.0261198904195694e-22,2.0443568629676313e-21,2.0467537311496614e-21,1.8438645706954995e-15,5.44401303715788e-25,4.0300682823652667e-26,2.0322648980878228e-25,3.76,0.0,0.8081540796611617,0.9970540148327082,2.2722408937110264e-11,5.841159850359522e-12,0.007714308000781684,0.007716425795708825,0.002945688793828315,8.592326565797596e-12,2.4322284060568936e-08,3.012359793553448e-07,9.882161056121532e-07,3.1453769481748085e-12,8.788861644830782e-12,4.714310481319393e-09,4.796271062108726e-10,6.491028611889796e-14,9.430590729733928e-10,9.706436653186502e-08,1.749515739795752e-08,5.155386652108931e-09,9.018845144325486e-10,6.735006228809635e-09,8.42939294531092e-11,3.2155486631058896e-12,1.7803659596325097e-12,4.0934858360836224e-11
1.571587222769605e-08,0.9041599948694745,3.621072340665297e-08,8.840735169012814e-10,3.2587920946791655e-10,8.538847600924203e-10,0.0,0.0,2.813969027713045e-07,1.342740974980985e-11,3.412655716122877e-12,2.126201866725833e-15,8.884096373887154e-13,2.1984251412380273e-24,9.895749371609087e-17,1.6594079375390296e-13,9.764665760576085e-10,2.6189745611726327e-08,3.813365064537809e-26,2.7485349234176046e-15,1.3166135949056444e-24,1.0695454936169448e-26,3.377595919216374e-13,1.4345763596582693e-21,1.6070795052127455e-14,7.855542122957538e-25,8.91962143584257e-27,5.150564224962393e-22,2.5469764676117548e-21,2.5359184482403053e-21,2.0487045862549896e-15,6.751852765219529e-25,5.1095420367341197e-26,2.585375683846404e-25,3.76,0.0,0.8078641941910225,0.9970540027726034,2.6772555259696866e-11,6.649828660267192e-12,0.008004093385038233,0.008006373420776468,0.0029456887347676145,8.921452958902591e-12,2.619103490580891e-08,3.13774239237132e-07,1.0641442755599308e-06,3.2878435984737867e-12,9.7765032189957e-12,4.949971079806081e-09,5.16386529569809e-10,7.138668314262254e-14,9.81466520683996e-10,1.0454821024426772e-07,1.835531737415983e-08,5.503556008755143e-09,9.866520001078448e-10,7.386990742586125e-09,9.126013169323847e-11,3.5703497436602195e-12,1.965093409049623e-12,4.291232001832874e-11
1.628765530864429e-08,0.9042069283392004,3.9417774302194995e-08,9.675500242079748e-10,3.674409250059702e-10,9.657838880134649e-10,0.0,0.0,2.915619038790976e-07,1.4417854116059404e-11,3.800330989601004e-12,2.443953679059527e-15,9.903481410336149e-13,2.6546385431158667e-24,1.1157782856022864e-16,1.8412206500186636e-13,1.064035697508967e-09,2.81271671109609e-08,5.127479379949888e-26,3.1656388408953983e-15,1.7237880386963313e-24,1.3851299222927148e-26,3.585566156707385e-13,1.8319860530925517e-21,1.790855196919556e-14,9.882158939162474e-25,1.134756979718299e-26,6.528009159443163e-22,3.1458089690712586e-21,3.1149078354412697e-21,2.2672898850654875e-15,8.303796729017264e-25,6.420318580218527e-26,3.2596419243049634e-25,3.76,0.0,0.807574412566192,0.9970539906431144,3.13496247656989e-11,7.532502935932072e-12,0.008293771636843753,0.008296219870947823,0.0029456886761007424,9.250423483399008e-12,2.812858969326237e-08,3.263994449737854e-07,1.1428746422708312e-06,3.4312977861621255e-12,1.0832147728687745e-11,5.187520142319055e-09,5.544886215507443e-10,7.828403102110173e-14,1.0198691655339286e-09,1.1230892423417952e-07,1.9217005697515652e-08,5.859981236689072e-09,1.0755014435583617e-09,8.0737358175502e-09,9.855968296612239e-11,3.950020509638595e-12,2.162594018976725e-12,4.492205079212905e-11
1.685943838959253e-08,0.9042538454583251,4.276821550257362e-08,1.0561906278647786e-09,4.1242951695063173e-10,1.0873619569248524e-09,0.0,0.0,3.0172196181996225e-07,1.5443229553539333e-11,4.216368876586245e-12,2.795916301564655e-15,1.0999145341892273e-12,3.187712374871226e-24,1.2522226463198096e-16,2.0360368695770863e-13,1.1555867860662166e-09,3.0133352387508616e-08,6.822821334646373e-26,3.628105822137473e-15,2.236221522202674e-24,1.7780357987071163e-26,3.797402050629331e-13,2.31816671238684e-21,1.9866834347626666e-14,1.2327465002540242e-24,1.4305518078922083e-26,8.202391353823591e-22,3.854339862922791e-21,3.795480957263188e-21,2.4999521977629592e-15,1.0133210545114367e-24,8.00041101553621e-26,4.075632132757257e-25,3.76,0.0,0.8072847347491046,0.9970539784440484,3.6497936844688285e-11,8.49261683640539e-12,0.008583342794733155,0.008585965182658027,0.0029456886178743785,9.579238226447525e-12,3.013491588582645e-08,3.3911171441967814e-07,1.2244063892834827e-06,3.5757407409672668e-12,1.1957621431480956e-11,5.426931135221017e-09,5.939319992436694e-10,8.561766133035054e-14,1.0582670015340788e-09,1.203463803306557e-07,2.007989493725485e-08,6.2244452390732565e-09,1.168440506825468e-09,8.79568300318226e-09,1.0620113274957669e-10,4.355429737163965e-12,2.3734114724494683e-12,4.69654556539682e-11
1.7431221470540768e-08,0.9043007462328351,4.626201044919582e-08,1.1501584789101254e-09,4.6097491998444234e-10,1.219039384531576e-09,0.0,0.0,3.118770856470893e-07,1.650350487479774e-11,4.661781152563184e-12,3.1845009622293972e-15,1.2174039110935493e-12,3.8078185566695144e-24,1.3992647810173016e-16,2.2443974288085144e-13,1.251121317597192e-09,3.2208268920115564e-08,8.99050171413065e-26,4.1390427841999805e-15,2.8761747491231214e-24,2.2636028250076726e-26,4.012967285321355e-13,2.9084595691481294e-21,2.1947309318544784e-14,1.5257747424386926e-24,1.7882161963570834e-26,1.0223117504718128e-21,4.687284981637511e-21,4.590330602599845e-21,2.7470138490738707e-15,1.2276463735884261e-24,9.892301256117402e-26,5.0564647327884435e-25,3.76,0.0,0.8069951607022066,0.9970539661760103,4.2263526296114424e-11,9.533605678899407e-12,0.008872806897183914,0.00887560939232885,0.0029456885593368326,9.907897274560156e-12,3.220998096726117e-08,3.5191116111625126e-07,1.3087387002827289e-06,3.7211736802724655e-12,1.3154713529427522e-11,5.6681821179972846e-09,6.34715280873103e-10,9.340316815758348e-14,1.0966600255251226e-09,1.286604504068632e-07,2.094370247389732e-08,6.596741094237562e-09,1.2654754471583352e-09,9.553264833164428e-09,1.1419335850030796e-10,4.787458875116194e-12,2.5981068882785683e-12,4.9043951764561126e-11
1.8003004551489008e-08,0.9043476306687102,4.989907755215326e-08,1.2496164209758128e-09,5.13205463796608e-10,1.361236193879511e-09,0.0,0.0,3.2202728427621096e-07,1.7598648918429928e-11,5.137580810313552e-12,3.612218467614571e-15,1.3431141789593088e-12,4.526112934112446e-24,1.5572540136476897e-16,2.4668621115918114e-13,1.3506395302527266e-09,3.43518842330265e-08,1.173901952518672e-25,4.701650576455739e-15,3.669643639607801e-24,2.8595457252190385e-26,4.2321333732919476e-13,3.620118188739439e-21,2.4151488519852348e-14,1.8746749112201773e-24,2.2176711145997653e-26,1.2645481867337422e-21,5.660643786783013e-21,5.5131072054576865e-21,3.0087879728991306e-15,1.4773071160716573e-24,1.2143268461718982e-25,6.228015853362907e-25,3.76,0.0,0.8067056903879567,0.9970539538391137,4.869412178605714e-11,1.0658904778758845e-11,0.009162163982621943,0.009165152536368688,0.002945688500229091,1.0236400712664293e-11,3.435375244221083e-08,3.6479789467656817e-07,1.3958707590986492e-06,3.867597795031578e-12,1.4425176902422114e-11,5.911254893400194e-09,6.768370857962788e-10,1.0165641005176608e-13,1.135048235834564e-09,1.372510063812929e-07,2.1808184445807884e-08,6.976671622209268e-09,1.3666113152983623e-09,1.0346905557647446e-08,1.2254556453118605e-10,5.24700308344807e-12,2.8372594472939877e-12,5.115896554252567e-11
1.8574787632437247e-08,0.9043944987719195,5.367929606139784e-08,1.3547269398513279e-09,5.69247844537991e-10,1.5143718891436534e-09,0.0,0.0,3.3217256650175477e-07,1.8728630548686223e-11,5.644782079260072e-12,4.081682678399663e-15,1.4773461884608995e-12,5.354791721094124e-24,1.726532227440485e-16,2.7040107347369016e-13,1.4541405962738252e-09,3.6564165896741247e-08,1.5196783925249093e-25,5.31922316420598e-15,4.646833586219341e-24,3.586225172077124e-26,4.454779369316179e-13,4.472457283662344e-21,2.6480738986872686e-14,2.28761759403577e-24,2.729963036546152e-26,1.5531094857483164e-21,6.791752251871797e-21,6.578441381218776e-21,3.2855787256187224e-15,1.766583630772344e-24,1.4805728047442994e-25,7.619136029759637e-25,3.76,0.0,0.806416323768826,0.9970539414328554,5.5839123884059176e-11,1.1871948449601474e-11,0.009451414089426647,0.00945459465117259,0.0029456884409077,1.0564748626008432e-11,3.656619783624607e-08,3.777720211076824e-07,1.4858017497056402e-06,4.015014243227332e-12,1.5770728827170468e-11,6.156134319070224e-09,7.202960345019816e-10,1.1039351197608986e-13,1.1734316316286706e-09,1.461179202183232e-07,2.267313050889092e-08,7.364048961764302e-09,1.4718521272435592e-09,1.1177021784157822e-08,1.3126728085747508e-10,5.734972238102669e-12,3.091467010327392e-12,5.331193021168368e-11
1.9146570713385486e-08,0.9044413505484242,5.7602511122555665e-08,1.465652119919299e-09,6.29227103379035e-10,1.6788653484035766e-09,0.0,0.0,3.423129410107189e-07,1.9893418655134697e-11,6.1844004456863885e-12,4.5956141793081585e-15,1.62040386832849e-12,6.307148220435393e-24,1.9074338864148767e-16,2.956444204342935e-13,1.561622769617456e-09,3.884508152870569e-08,1.9514893323497408e-25,5.995146818547277e-15,5.84267621892209e-24,4.466939750695816e-26,4.680791599395463e-13,5.4870061035609815e-21,2.893629354732944e-14,2.773621564134987e-24,3.337339546433781e-26,1.894832260283503e-21,8.099335344334177e-21,7.801965115213743e-21,3.577681497446482e-15,2.1000996652480607e-24,1.7937581537268345e-25,9.26187613941377e-25,3.76,0.0,0.8061270608072979,0.9970539289568497,6.374958275398561e-11,1.317616914858703e-11,0.009740557255935303,0.009743935773122237,0.002945688381613294,1.089294110020675e-11,3.884728469584175e-08,3.908336430794505e-07,1.5785308562215638e-06,4.163424148290902e-12,1.719305168170102e-11,6.4028077581616325e-09,7.650907486075722e-10,1.196308672622077e-13,1.211810212680349e-09,1.5526106392839668e-07,2.3538359333202592e-08,7.758694159355437e-09,1.5812010119788553e-09,1.2044023037960628e-08,1.4036836201730687e-10,6.25229190253388e-12,3.3613467277385165e-12,5.5504283759168097e-11
1.9718353794333725e-08,0.9044881860041796,6.166853816207783e-08,1.5825536062893176e-09,6.932666109034609e-10,1.855134730493202e-09,0.0,0.0,3.524484163946789e-07,2.109298215236927e-11,6.75745267384167e-12,5.156844135800083e-15,1.7725943638984998e-12,7.397629676848427e-24,2.1002860765688973e-16,3.224785548002248e-13,1.6730835135885393e-09,4.1194598794089785e-08,2.487018459769389e-25,6.7328993123558285e-15,7.297390571251082e-24,5.528239749792103e-26,4.910063403588701e-13,6.6876661787823944e-21,3.1519260687342094e-14,3.342606773727534e-24,4.0533263151300517e-26,2.2972736824954326e-21,9.603559101953825e-21,9.200331669319742e-21,3.885383121712201e-15,2.482837120092477e-24,2.1602577143245284e-25,1.1191722604907555e-24,3.76,0.0,0.8058379014658684,0.9970539164111013,7.247817560763058e-11,1.457499674165231e-11,0.010029593520446826,0.01003317593858596,0.002945688322195817,1.1220978220410425e-11,4.119698058844408e-08,4.039828601533614e-07,1.674057262906945e-06,4.3128285989086195e-12,1.8693793635931874e-11,6.651264633802884e-09,8.112198508584478e-10,1.293851395667143e-13,1.2501839792000234e-09,1.6468030956814182e-07,2.4403714708872324e-08,8.160436771236856e-09,1.6946603393341302e-09,1.294831225934348e-08,1.4985898587197308e-10,6.799904267177941e-12,3.647535640607314e-12,5.7737467198425446e-11
2.0290136875281965e-08,0.9045350051451327,6.587716670489956e-08,1.7055925717883442e-09,7.614880564287991e-10,2.043597393840931e-09,0.0,0.0,3.6257900116021097e-07,2.2327289979756346e-11,7.364956827948542e-12,5.768318332988741e-15,1.934228179531584e-12,8.641894143478403e-24,2.3054085632649504e-16,3.5096809235443385e-13,1.7885196114914925e-09,4.361268540664079e-08,3.1468567563819713e-25,7.536049122341177e-15,9.057090944634435e-24,6.800263823889513e-26,5.142494892011357e-13,8.100873277113793e-21,3.4230633870038134e-14,4.005448404022019e-24,4.892805353110268e-26,2.7687574647101604e-21,1.1326082312787804e-20,1.0791234269387806e-20,4.208962081916594e-15,2.9201510398587157e-24,2.5870681135978313e-25,1.344784203068998e-24,3.76,0.0,0.8055488457070464,0.9970539037956492,8.207918400171302e-11,1.6071857870600662e-11,0.010318522921225046,0.01032231518391875,0.002945688262470877,1.1548860071887113e-11,4.361525310261504e-08,4.1721976898027285e-07,1.7723801541642185e-06,4.463228648948381e-12,2.027456932858421e-11,6.901496064013091e-09,8.586819651296791e-10,1.3967326482977175e-13,1.288552931644092e-09,1.7437552924051957e-07,2.5269062169511743e-08,8.569114479597991e-09,1.812231830964702e-09,1.3890286249477624e-08,1.597496523916268e-10,7.378769057723649e-12,3.950691273597645e-12,6.001292308008506e-11
2.0861919956230204e-08,0.9045818079772252,7.022816370431132e-08,1.8349296881487957e-09,8.340114415464419e-10,2.2446698256764114e-09,0.0,0.0,3.7270470373795174e-07,2.3596311101214587e-11,8.007932295130635e-12,6.433101392039618e-15,2.105619324802147e-12,1.0056867249020292e-23,2.523113862107497e-16,3.811800605050061e-13,1.907927262667378e-09,4.609930912950526e-08,3.9548659527436417e-25,8.408254637106309e-15,1.1174443722597585e-23,8.317099562295297e-26,5.377992713325112e-13,9.755763421097101e-21,3.707130030900557e-14,4.774031924697632e-24,5.872094446757505e-26,3.31842079347013e-21,1.3290107799390913e-20,1.2593423625406112e-20,4.548688716401831e-15,3.417784856057126e-24,3.0818460061299244e-25,1.6073335421682174e-24,3.76,0.0,0.8052598934933535,0.9970538911103103,9.260847104013036e-11,1.7670175407828444e-11,0.01060734549650153,0.010611353545462245,0.002945688202477144,1.1876586740360915e-11,4.61020698481484e-08,4.3054446347273685e-07,1.8734987145370167e-06,4.6146253177591746e-12,2.1936960530754343e-11,7.15349456174106e-09,9.07475716426864e-10,1.5051245323599842e-13,1.3269170705666315e-09,1.843465950949311e-07,2.613428606101066e-08,8.984572722907474e-09,1.933916656805723e-09,1.4870336072727197e-08,1.7005118242973363e-10,7.989864413090278e-12,4.2714922195356615e-12,6.233209421830765e-11
