Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45)
0.0001520287693672475,0.872123439830632,0.0010664579591307818,0.0002900523334836872,0.00039389414274063045,0.10317179271511848,0.0,0.0,0.0012714785112114282,0.00014587210221397767,0.35399577850889746,0.015370719536461049,0.00037756216059013983,9.326082774520217e-11,2.4984937480992796e-08,9.738430783005748e-07,0.0005864360635542408,0.014234104652732992,4.343769211404726e-05,2.8181509325570453e-09,4.78526622121424e-06,5.742521952214701e-10,1.516220623419448e-07,4.92255377485376e-05,1.2899850972589963e-07,0.0001388997821337276,2.522109295047681e-08,3.440877587700568e-05,2.3336852127581697e-05,5.593555098167142e-08,6.23794356884178e-07,6.014945128503585e-10,8.54453818426783e-09,4.1317995731956375e-06,3.76,0.0,0.017049958082886653,0.5852390652283069,0.2318391315957957,0.005555485227228102,0.3115145622742258,0.781990586426091,0.00046160359482494857,1.4721925057070184e-11,0.18975237264938433,0.00046649477463651555,0.030243481823079323,1.3870528800755154e-08,1.1697065457462544e-07,9.721981546878453e-06,4.926648774003617e-05,0.003166420544136785,1.4271492929187047e-08,0.007588499031492146,0.00013411819846780585,3.742344414258018e-05,0.12385014864411405,0.02215862446540245,0.000518489634351911,5.262103456485828e-05,0.0005477778045259999,3.494484908220148e-05,0.00496804837265248,0.007506414624787524,4.502139005701363e-07,7.492338909454343e-12,8.277083695315051e-06,8.745725508309843e-08,0.01938007781930365,6.630915911659617e-08,1.0570360159221565e-12,4.0470661568844577e-08,7.104952771648695e-06,1.3137386020564875e-09,5.381463340380449e-07,1.3900002087269077e-10,1.5117876181555721e-05,4.367604382698583e-05,0.002899798276286938,2.6113215170782394e-09,3.767007839800048e-09,0.004773924801265307,1.6112086339338108e-08,6.025289481381448e-05,6.909121439831597e-05,1.670901751452264e-11,0.00014896014208376132,1.2065730608464569e-06,0.003599323935357953,1.9688505936177134e-05,2.291430865081909e-12,6.468183850196725e-13,1.432903418534252e-10,8.712830332961437e-13,2.0446156063403747e-09,9.840792327318462e-09,1.9099537249341561e-07,0.00025429190781649984
0.00015248819568939044,0.8723224333780111,0.0010685263057890674,0.00028994148353432515,0.000393328514385822,0.10352715736471657,0.0,0.0,0.001262141052562799,0.00014413193255887106,0.3553859297196802,0.015433511296399192,0.00037612856929948504,9.405267794591867e-11,2.508515150287355e-08,9.7414459797526e-07,0.0005871307014016265,0.014161241829784269,4.361873974320649e-05,2.8286711549648574e-09,4.854044527781882e-06,5.806626139585313e-10,1.520730126018283e-07,4.937177608020724e-05,1.282435810658168e-07,0.00014000779914800297,2.546199131306041e-08,3.470052788977395e-05,2.343607851034555e-05,5.61740888973414e-08,6.217771662023444e-07,6.019674514912705e-10,8.5965968172882e-09,4.140941227206095e-06,3.76,0.0,0.016834872871240733,0.5837163577174824,0.23261594373320155,0.005566856581561621,0.31039157965133185,0.7826370499858288,0.00046040257636892557,1.4627350168976883e-11,0.19061339326691695,0.0004651190290449848,0.030367000113776046,1.379049093478914e-08,1.1744919984092702e-07,9.705603886110445e-06,4.872953969376413e-05,0.0031574762368789654,1.4265266128914073e-08,0.0075858521887770865,0.00013386965110697617,3.7389642565214386e-05,0.1241145856675918,0.02212250982569283,0.0005172167845994692,5.249860431284898e-05,0.0005448272403925741,3.4881204980465124e-05,0.00496838357253221,0.007497980863688609,4.4652174207372694e-07,7.430895961396918e-12,8.271374703118462e-06,8.73967792938902e-08,0.01940285742049314,6.599613568350959e-08,1.0483675912888252e-12,4.026659006508508e-08,7.112642234898806e-06,1.3047576693192652e-09,5.366545811438718e-07,1.3835616424809851e-10,1.5109907168942593e-05,4.36788952669781e-05,0.0028937543041695876,2.604103188423013e-09,3.7497725422529034e-09,0.00477851886602321,1.6085838031846454e-08,6.039859241836226e-05,6.901906113502192e-05,1.6644353895251298e-11,0.00014876437990494028,1.2052821927168447e-06,0.003599380568308168,1.9645440143175357e-05,2.2856417602651035e-12,6.451849498173601e-13,1.4431950322999977e-10,8.764264997014952e-13,2.036980114443947e-09,9.836660553598733e-09,1.92095623997924e-07,0.000254513852916162
0.00015294762201153338,0.8725203452302165,0.0010705970093996297,0.0002898320610514377,0.00039276686674627096,0.10388058139959068,0.0,0.0,0.0012528986695535317,0.00014241628280142708,0.35677007902693175,0.01549614649354857,0.00037470092039515533,9.48495443589465e-11,2.518544419970576e-08,9.74452986790475e-07,0.000587818991182477,0.01408865336104521,4.3799183793124375e-05,2.8391552166783013e-09,4.9233772818188016e-06,5.871055924136535e-10,1.525245924135786e-07,4.951624222149615e-05,1.2749440281649452e-07,0.0001411158274317359,2.570369999123596e-08,3.4992592149669854e-05,2.3534606700521102e-05,5.641159947116152e-08,6.197773395758623e-07,6.024320804610293e-10,8.64857696089623e-09,4.149894648095572e-06,3.76,0.0,0.016622650668759335,0.5821999152581826,0.2333888127847647,0.00557810150701497,0.30927301326347545,0.7832806017612345,0.00045920649936068966,1.453347643390465e-11,0.1914716190404493,0.0004637589746436847,0.03049002821790541,1.3711331004654958e-08,1.1792584610284612e-07,9.689340030165874e-06,4.819963429110689e-05,0.0031485164518395025,1.4258641363460473e-08,0.0075829849142503795,0.0001336217379788996,3.735577676527153e-05,0.12437678194501538,0.022086007848742956,0.0005159492025697301,5.237661031529974e-05,0.0005418987231465318,3.481769613296743e-05,0.004968679392141582,0.007489585335117549,4.4286721411768226e-07,7.370079238740915e-12,8.26552540939207e-06,8.733482336522115e-08,0.01942497773665016,6.56850476558187e-08,1.039787514896584e-12,4.006434337245133e-08,7.120302687093877e-06,1.2958703917105267e-09,5.351655466972694e-07,1.3771537828008317e-10,1.5101810900660408e-05,4.368118539127695e-05,0.0028876822070198595,2.596885043587282e-09,3.732669438810785e-09,0.004782983968535127,1.6059307933706232e-08,6.054291712188971e-05,6.894654020178992e-05,1.65799208682155e-11,0.00014856374392400946,1.2039975099050206e-06,0.0035992954939618113,1.9602287060968593e-05,2.2798950161993714e-12,6.43563473457715e-13,1.4534883723135662e-10,8.815726141922248e-13,2.0293786813955486e-09,9.832301940366068e-09,1.93196775746523e-07,0.00025473748771734925
0.00015340704833367633,0.8727171836207969,0.001072670193839699,0.00028972409021025224,0.0003922092439564603,0.10423207391343552,0.0,0.0,0.0012437502999311282,0.00014072480330345265,0.35814825764984276,0.015558626507770781,0.000373279263767312,9.565150510749707e-11,2.528582412265196e-08,9.747683944268755e-07,0.0005885010343503902,0.014016342695548625,4.397903511401585e-05,2.8496037688702605e-09,4.993264944321828e-06,5.935810683645735e-10,1.5297684086586073e-07,4.9658948005918454e-05,1.2675095464690917e-07,0.0001422238168226248,2.594621814278431e-08,3.5284957302223925e-05,2.3632436522119856e-05,5.6648091282325986e-08,6.177948357278306e-07,6.028885972092508e-10,8.700478877674182e-09,4.158661134679941e-06,3.76,0.0,0.016413252055410974,0.5806896993695285,0.23415776842159122,0.005589220615160988,0.30815884876203126,0.7839212692411394,0.00045801533344952823,1.4440297845763937e-11,0.19232706066780278,0.00046241436681858535,0.030612567953762587,1.3633034593658755e-08,1.1840060038621397e-07,9.673188186839954e-06,4.767667187982459e-05,0.0031395421891088284,1.4251623245281882e-08,0.007579899737904808,0.00013337447343294157,3.7321847651533854e-05,0.12463675429422164,0.022049125635387638,0.0005146869450362642,5.225505920389207e-05,0.0005389921275836467,3.475432701262576e-05,0.004968936483557232,0.007481228793434251,4.392499254952443e-07,7.30988223785597e-12,8.259538122168453e-06,8.727141169455276e-08,0.019446444562288286,6.537588330805567e-08,1.0312948698450968e-12,3.986390939954904e-08,7.127935637422423e-06,1.287075632715934e-09,5.336792878116838e-07,1.3707768162648654e-10,1.5093590063568979e-05,4.3682926284803884e-05,0.00288158393057639,2.589667870859313e-09,3.7156968396830247e-09,0.004787322293779931,1.603250121014878e-08,6.0685887916333265e-05,6.887367183142685e-05,1.6515721869336612e-11,0.00014835833413801323,1.2027192498825814e-06,0.003599070478422664,1.9559059430637793e-05,2.274190737272364e-12,6.41953992488082e-13,1.4637832708144572e-10,8.867216176824316e-13,2.02181113279774e-09,9.827721775951004e-09,1.9429884922066401e-07,0.0002549628465703654
0.00015386647465581927,0.8729129567394457,0.0010747459821404753,0.0002896175925397227,0.00039165568877185474,0.10458164404122654,0.0,0.0,0.0012346948892271753,0.0001390571477302543,0.35952049691158183,0.015620952716261497,0.0003718636478733403,9.645862526818402e-11,2.538629852834609e-08,9.750909598849297e-07,0.0005891769308435793,0.013944313107213968,4.4158304429248594e-05,2.860017439984857e-09,5.0637079714075665e-06,6.000889606089715e-10,1.5342979818916504e-07,4.979990531254208e-05,1.260132134539778e-07,0.00014333171765013855,2.6189544608294685e-08,3.557761209160395e-05,2.372956788870609e-05,5.688357254835236e-08,6.158296094442559e-07,6.033371955000355e-10,8.752302859569763e-09,4.167241991758904e-06,3.76,0.0,0.016206638168449524,0.5791856716310513,0.2349228401621206,0.005600214516649488,0.30704907154388056,0.7845590796957836,0.00045682904833233663,1.4347808581202635e-11,0.1931797289913016,0.0004610849643064797,0.030734621155677933,1.3555588027499615e-08,1.1887346977770255e-07,9.657146581857733e-06,4.716055401444586e-05,0.0031305544246049157,1.4244216354222061e-08,0.007576599172082188,0.00013312787065044828,3.728785607719965e-05,0.12489451939169725,0.022011870187830504,0.000513430064818585,5.213395727794515e-05,0.0005361073259713791,3.4691101152297195e-05,0.004969155489005461,0.007472911936844761,4.356694862979717e-07,7.25029846254705e-12,8.25341511255518e-06,8.720656822024739e-08,0.019467263657544715,6.506863543418096e-08,1.0228887388928e-12,3.966527458206789e-08,7.1355425185707265e-06,1.2783722839223304e-09,5.321958587675596e-07,1.3644308631803252e-10,1.5085247299121775e-05,4.368412976468376e-05,0.0028754613716412067,2.5824523933649976e-09,3.698853099838569e-09,0.004791535982082894,1.6005422954709373e-08,6.082752350242334e-05,6.880047571533628e-05,1.645176000782175e-11,0.0001481482494562508,1.2014476434869982e-06,0.0035987072781075956,1.9515769620207528e-05,2.2685289626286533e-12,6.403565041025967e-13,1.4740795990032838e-10,8.918738082801082e-13,2.0142772736500935e-09,9.822924812667383e-09,1.954018722533045e-07,0.00025518996197305667
0.0001543259009779622,0.8731076727172177,0.0010768244983546957,0.0002895125880171313,0.0003911062413778308,0.10492930096076535,0.0,0.0,0.0012257313926448941,0.00013741297355716553,0.3608868282428208,0.015683126492881522,0.00037045411672506065,9.727095998691248e-11,2.5486875863302285e-08,9.754208620947892e-07,0.0005898467789343157,0.013872567675995831,4.433700233745908e-05,2.87039687434896e-09,5.134706813539233e-06,6.066291938721807e-10,1.5388350713396585e-07,4.9939126067813636e-05,1.252811533436457e-07,0.00014443948079588212,2.6433678429485118e-08,3.587054537229965e-05,2.38260008132502e-05,5.711805197457726e-08,6.138816093303515e-07,6.037780628894744e-10,8.804049113932808e-09,4.175638530443219e-06,3.76,0.0,0.01600277076929984,0.5776877936992558,0.23568405734834147,0.0056110838210159195,0.3059436667323541,0.7851940601473538,0.00045564761376670006,1.4256002884839819e-11,0.1940296350098162,0.00045977052959847924,0.030856189674971477,1.3478978041448726e-08,1.1934446143139017e-07,9.64121347333411e-06,4.6651183606039306e-05,0.003121554107342113,1.42364252330913e-08,0.007573085709067197,0.000132881940003422,3.7253802848645574e-05,0.12515009375237715,0.021974248397601648,0.0005121786112296371,5.201331046591215e-05,0.0005332441874501506,3.462802159772478e-05,0.004969337038944903,0.00746463540199926,4.3212550470443764e-07,7.191321388744126e-12,8.247158612218278e-06,8.714031645294847e-08,0.019487440743162936,6.476329879633342e-08,1.0145682013097892e-12,3.946842539568294e-08,7.143124693322458e-06,1.2697592475072355e-09,5.307153114080344e-07,1.3581160218911606e-10,1.507678511437365e-05,4.368480734900152e-05,0.0028693163724616126,2.575239289993553e-09,3.6821366050381065e-09,0.004795627123741325,1.5978078180540653e-08,6.0967842236346794e-05,6.872697093919374e-05,1.6388038170459357e-11,0.0001479335875503938,1.20018291411287e-06,0.0035982076382075775,1.9472429582822987e-05,2.2629096589271463e-12,6.387709997379336e-13,1.4843772396583376e-10,8.970294967551979e-13,2.0067768994104384e-09,9.817915512800451e-09,1.965058792994435e-07,0.00025541886438692736
0.00015478532730010515,0.8733013396943794,0.001078905861321696,0.00028940909687159746,0.0003905609395618065,0.10527505387724626,0.0,0.0,0.0012168587728046102,0.0001357919412325907,0.3622472831379451,0.015745149208658698,0.00036905071062149817,9.808858631995388e-11,2.5587564448080602e-08,9.75758241244039e-07,0.0005905106756296463,0.013801109341568332,4.451513935886033e-05,2.8807427187382467e-09,5.206261917158369e-06,6.132017040375563e-10,1.5433800568864036e-07,5.0076622227552644e-05,1.245547504976929e-07,0.00014554705755272674,2.6678618874028335e-08,3.6163746081887954e-05,2.3921735380973486e-05,5.7351538176145386e-08,6.119507823258446e-07,6.042113845918919e-10,8.855717899653857e-09,4.183852065845725e-06,3.76,0.0,0.01580161208075465,0.5761960273015906,0.23644144918329613,0.0056218291368242785,0.3048426192575,0.7858262374300709,0.00045447099956618574,1.4164874876722308e-11,0.19487678982969642,0.000458470828127558,0.030977275374210966,1.3403190965682833e-08,1.198135825466725e-07,9.62538714089283e-06,4.614846459123889e-05,0.003112542166701393,1.4228254396357014e-08,0.007569361825796844,0.00013263669392754698,3.721968880957784e-05,0.12540349376810647,0.021936267074001762,0.0005109326313440435,5.189312442590569e-05,0.0005304025793148368,3.456509231366397e-05,0.004969481754723072,0.007456399781932499,4.286175940997552e-07,7.1329445893821545e-12,8.240770822377518e-06,8.707267965554825e-08,0.019506981509274213,6.44598613038025e-08,1.0063323510047974e-12,3.927334943020058e-08,7.150683533558905e-06,1.261235417444218e-09,5.29237696856118e-07,1.3518324341620713e-10,1.5068206032546596e-05,4.368497033834161e-05,0.0028631507352213917,2.5680292719314557e-09,3.6655457378140136e-09,0.004799597771935663,1.595047184082613e-08,6.11068622758622e-05,6.865317614511448e-05,1.6324559266162707e-11,0.00014771444514921647,1.1989252744466158e-06,0.0035975732950543748,1.942905096781565e-05,2.2573328865682304e-12,6.371975046336378e-13,1.4946760353995201e-10,9.021889258009688e-13,1.9993098329789785e-09,9.81269882803155e-09,1.9761089289680493e-07,0.00025564958283393107
0.0001552447536222481,0.8734939656182503,0.0010809901886258215,0.0002893071383808958,0.0003900198188351348,0.10561891202482566,0.0,0.0,0.0012080760010027213,0.00013419371456316329,0.36360189315746183,0.015807022231429567,0.0003676534672842659,9.891157639767007e-11,2.5688372143795e-08,9.761032363872346e-07,0.000591168716597996,0.013729940891456667,4.469272590780631e-05,2.8910556123688693e-09,5.2783737244567245e-06,6.198064242699681e-10,1.547933326031353e-07,5.021240577831047e-05,1.2383397894549936e-07,0.00014665439966504454,2.6924365191811882e-08,3.645720324866461e-05,2.40167717560969e-05,5.7584039659739666e-08,6.100370716692097e-07,6.046373413329677e-10,8.907309506246429e-09,4.19188391731357e-06,3.76,0.0,0.015603124829663919,0.5747103342454116,0.23719504471615063,0.005632451071549755,0.30374591384457517,0.7864556381717626,0.00045329917560735667,1.407441881068952e-11,0.19572120467225718,0.0004571856285472589,0.031097880128132135,1.332821367398471e-08,1.2028084037042023e-07,9.609665884182733e-06,4.565230205609067e-05,0.0031035195106834533,1.4219708327577674e-08,0.007565429982455054,0.00013239214379645733,3.7185514772480987e-05,0.12565473569746152,0.02189793293656496,0.0005096921690928467,5.1773404520711274e-05,0.0005275823672014241,3.450231663382008e-05,0.0049695902482937,0.0074482056224536245,4.251453699031413e-07,7.075161663303767e-12,8.234253908155322e-06,8.70036806654165e-08,0.019525891612406417,6.415831377524646e-08,9.981802847745922e-13,3.908003347215392e-08,7.158220381137348e-06,1.2527997119824587e-09,5.277630638361226e-07,1.3455801965053813e-10,1.5059512526254531e-05,4.3684629794195965e-05,0.002856966218297665,2.560823001568836e-09,3.6490789166719134e-09,0.004803449939266005,1.5922608823489475e-08,6.124460153222091e-05,6.857910949470219e-05,1.6261325959549398e-11,0.00014749091794670407,1.1976749306057079e-06,0.0035968059751643375,1.938564509388372e-05,2.2517986656535907e-12,6.356360212250484e-13,1.5049758530928313e-10,9.073523722061173e-13,1.991875884581856e-09,9.807279337551948e-09,1.9871693980718831e-07,0.0002558821447599868
0.00015570417994439104,0.8736855585205449,0.0010830775969238842,0.00028920673045102613,0.00038948291272834047,0.10596088466574675,0.0,0.0,0.001199382057772423,0.00013261796103743775,0.36495068992363977,0.015868746925336408,0.00036626242169098775,9.973999434416216e-11,2.5789306813912548e-08,9.764559973005104e-07,0.0005918209960587627,0.01365906495195229,4.486977228325304e-05,2.9013361919044316e-09,5.351042673157182e-06,6.264432852010403e-10,1.5524952734391398e-07,5.034648873618012e-05,1.2311881114275558e-07,0.0001477614593647746,2.7170916646401655e-08,3.675090599913099e-05,2.4111110187094576e-05,5.7815564958371166e-08,6.081404163791457e-07,6.050561097383134e-10,8.958824226471983e-09,4.1997354083650105e-06,3.76,0.0,0.015407272285363597,0.5732306764328537,0.23794487282491367,0.005642950231416952,0.30265353500648234,0.7870822887753569,0.00045213211184151245,1.398462900984352e-11,0.1965628908777952,0.0004559147028891034,0.031218005823794436,1.3254033396129463e-08,1.2074624219774775e-07,9.594048025597415e-06,4.516260233295901e-05,0.0030944870244410533,1.4210791476584686e-08,0.007561292620938066,0.00013214829974044393,3.7151281509940925e-05,0.12590383565374216,0.02185925260811435,0.0005084572650588278,5.165415578469931e-05,0.0005247834148809383,3.4439697508189844e-05,0.004969663121611151,0.00744005341965412,4.2170844843658976e-07,7.0179662224567105e-12,8.2276099983978e-06,8.693334192709434e-08,0.019544176672098706,6.385864847642906e-08,9.901111011011888e-13,3.888846400472116e-08,7.1657365340107756e-06,1.244451063069384e-09,5.262914590259125e-07,1.3393593832639265e-10,1.5050706995662824e-05,4.368379651960419e-05,0.002850764533072896,2.553621106315864e-09,3.6327345872337307e-09,0.004807185594674124,1.5894493946143493e-08,6.13810776403646e-05,6.850478863715731e-05,1.6198340719337788e-11,0.0001472631005065919,1.1964320812593699e-06,0.003595907394160746,1.9342222924136608e-05,2.2463069773996976e-12,6.340865411750076e-13,1.5152765711625447e-10,9.12520126193557e-13,1.9844748581523523e-09,9.801661401797363e-09,1.998240499967441e-07,0.0002561165759466949
0.00015616360626653398,0.8738761263304703,0.0010851682004229613,0.00028910788996782777,0.0003889502528424804,0.10630098108672249,0.0,0.0,0.0011907759329355628,0.00013106435187329755,0.3662937051091331,0.015930324650628266,0.00036487760574891885,1.0057390943807843e-10,2.589037638350002e-08,9.768166650019777e-07,0.000592467606782564,0.013588483993226461,4.504628867375768e-05,2.911585094337591e-09,5.424269196672921e-06,6.33112219915979e-10,1.5570662799643537e-07,5.047888314246328e-05,1.2240921942843778e-07,0.0001488681893661035,2.741827258580494e-08,3.704484355706219e-05,2.420475100450236e-05,5.804612262087271e-08,6.06260752485392e-07,6.054678629233145e-10,9.010262353666947e-09,4.207407866185912e-06,3.76,0.0,0.015214018250577116,0.5717570158687587,0.23869096221344283,0.005653327221334173,0.30156546705510134,0.7877062154194184,0.00045096977830096216,1.3895499788334217e-11,0.1974018598980997,0.0004546578265153958,0.03133765435948414,1.3180637409528023e-08,1.2120979536821174e-07,9.578531912038758e-06,4.467927299417563e-05,0.0030854455708400376,1.42015082594597e-08,0.007556952164838383,0.00013190517181455654,3.711698978194243e-05,0.1261508096051121,0.021820232616193223,0.0005072279568460969,5.153538293467618e-05,0.0005220055842584325,3.4377238034730015e-05,0.004969700966659134,0.007431943622042858,4.183064487085546e-07,6.961351927818752e-12,8.220841187506184e-06,8.686168554602175e-08,0.019561842270598373,6.35608555686881e-08,9.821239057937835e-13,3.869862788324467e-08,7.173233253842315e-06,1.2361884065296595e-09,5.248229276047705e-07,1.3331700745052115e-10,1.5041791794787548e-05,4.368248106639624e-05,0.002844547344920614,2.546424206000557e-09,3.6165112105269775e-09,0.0048108066641821805,1.586613195706499e-08,6.151630796041299e-05,6.84302307215274e-05,1.6135605910352167e-11,0.00014703108626277096,1.1951969165720603e-06,0.0035948792565729227,1.929879507662719e-05,2.240857814738621e-12,6.325490650158527e-13,1.5255780578073926e-10,9.176924567973513e-13,1.977106564630852e-09,9.795849446835124e-09,2.0093225060012062e-07,0.0002563529005764356
0.00015662303258867692,0.8740656768886959,0.0010872621115389552,0.00028901063314955094,0.00038842186885124053,0.10663921059219228,0.0,0.0,0.0011822566245509392,0.00012953256148299488,0.3676309704198838,0.015991756764133343,0.0003634990487989611,1.0141339479783003e-10,2.599158862836896e-08,9.771853716089455e-07,0.0005931086403516045,0.01351820035877331,4.522228517375099e-05,2.9218029552743295e-09,5.498053724958649e-06,6.398131636625952e-10,1.5616467200258808e-07,5.060960105612857e-05,1.2170517533119223e-07,0.00014997454278296954,2.766643242100771e-08,3.7339005226846905e-05,2.4297694605928068e-05,5.8275721165186253e-08,6.043980137370657e-07,6.058727704439341e-10,9.06162419051497e-09,4.214902620632263e-06,3.76,0.0,0.015023326967318923,0.5702893146498323,0.23943334143762252,0.00566358264505335,0.3004816941442813,0.7883274440951215,0.00044981214509045984,1.3807025511835451e-11,0.19823812327197557,0.00045341477760984643,0.03145682764206786,1.3108013213846333e-08,1.2167150725535464e-07,9.563115910878643e-06,4.420222265548383e-05,0.003076395994537401,1.4191863064082661e-08,0.007552411022445891,0.00013166276981521898,3.7082640341825566e-05,0.12639567339905716,0.021780879409724955,0.0005060042796741055,5.141709044005316e-05,0.0005192487358783079,3.431494119321929e-05,0.004969704367188931,0.007423876639970319,4.149389927168329e-07,6.905312489501655e-12,8.213949539545591e-06,8.678873329768593e-08,0.01957889395873571,6.326492506807352e-08,9.742178115228622e-13,3.851051189366367e-08,7.1807117759590765e-06,1.2280106908221162e-09,5.233575130991855e-07,1.3270123354734812e-10,1.5032769245213497e-05,4.368069378250422e-05,0.002838316281459219,2.5392328998835117e-09,3.600407269865164e-09,0.00481431503843656,1.5837527547334305e-08,6.165030963107894e-05,6.835545248823412e-05,1.6073123763397894e-11,0.00014679496770408863,1.1939696202399801e-06,0.00359372325747202,1.9255371888353402e-05,2.2354511687771926e-12,6.31023590318419e-13,1.5358801842347286e-10,9.228696338187586e-13,1.969770815008217e-09,9.789847802921804e-09,2.0204156835734973e-07,0.0002565911415408414
0.00015708245891081987,0.8742542181438896,0.0010893594409958044,0.0002889149752567543,0.0003878977885125815,0.10697558250782342,0.0,0.0,0.0011738231413830418,0.00012802226877023552,0.3689625175966811,0.016053044617580243,0.00036212677688915554,1.0225852092954207e-10,2.609295121476428e-08,9.775622498489728e-07,0.000593744186699903,0.013448216217607774,4.539777175321822e-05,2.9319904080201257e-09,5.572396683273244e-06,6.465460528791756e-10,1.5662369666607433e-07,5.073865455681653e-05,1.2100664944527346e-07,0.00015108047329128455,2.7915395639478855e-08,3.7633380426437216e-05,2.438994148173206e-05,5.8504369115016e-08,6.02552130218817e-07,6.062709973888436e-10,9.112910056278346e-09,4.222221004816705e-06,3.76,0.0,0.014835163292367486,0.5688275350119943,0.24017203883993277,0.005673717104604952,0.2994022002170556,0.7889460005281075,0.00044865918242454836,1.3719200597875735e-11,0.19907169265489352,0.0004521853382339393,0.031575527589489644,1.303614860607771e-08,1.221313852764854e-07,9.547798415556622e-06,4.3731361388716273e-05,0.0030673391148924047,1.4181860238346905e-08,0.007547671580342974,0.00013142110283187642,3.70482339164871e-05,0.12663844271107622,0.021741199327473464,0.0005047862656290857,5.1299282451142666e-05,0.000516512728375401,3.425280971437713e-05,0.004969673895398023,0.007415852831704986,4.1160570376717706e-07,6.84984163723685e-12,8.206937080429716e-06,8.671450655656772e-08,0.019595337242308067,6.297084760236882e-08,9.663919335308126e-13,3.832410256194505e-08,7.188173304354246e-06,1.2199168769062994e-09,5.218952570297663e-07,1.3208862164689503e-10,1.5023641610801679e-05,4.367844473118985e-05,0.002832072917716419,2.5320477572247484e-09,3.5844212742256083e-09,0.0048177125586572195,1.5808685327909375e-08,6.178309947025322e-05,6.828047011093421e-05,1.601089631839e-11,0.00014655483597718092,1.1927503675243681e-06,0.0035924410783164575,1.9211963304953556e-05,2.230087009948104e-12,6.295101070572793e-13,1.5461828289956228e-10,9.280519330597197e-13,1.962467417521796e-09,9.783660642947531e-09,2.0315203125237153e-07,0.00025683131997546145
0.0001575418852329628,0.8744417577492251,0.0010914602979429085,0.0002888209307231692,0.0003873780378507644,0.10731010617307402,0.0,0.0,0.001165474501311862,0.00012653315636048052,0.37028837839777534,0.01611418955834543,0.0003607608135978039,1.0310935641499567e-10,2.6194471829003825e-08,9.779474347091134e-07,0.0005943743344368789,0.01337853360146622,4.557275827716518e-05,2.9421480838445555e-09,5.647298493238669e-06,6.533108244472812e-10,1.5708373899995282e-07,5.0866055736916686e-05,1.2031361169407536e-07,0.00015218593502108445,2.816516178159541e-08,3.7927958665658404e-05,2.4481492195872196e-05,5.87320749898569e-08,6.007230291628803e-07,6.066627053670927e-10,9.164120278749517e-09,4.229364354018677e-06,3.76,0.0,0.014649492575712759,0.5673716393117688,0.24090708258602228,0.005683731200548832,0.29832696905572603,0.7895619102276246,0.00044751086061288817,1.3632019500400998e-11,0.19990257979024573,0.0004509692935944175,0.03169375612778126,1.2965031572531614e-08,1.225894368808368e-07,9.532577841066076e-06,4.3266600451045556e-05,0.0030582757311479894,1.4171504097537639e-08,0.007542736207403005,0.00013118017942054022,3.7013771208883985e-05,0.12687913307692017,0.02170119861969084,0.0005035739442647492,5.1181962861786535e-05,0.000513797419200082,3.4190846221013085e-05,0.004969610114306998,0.007407872515131698,4.0830620782820953e-07,6.7949331461829785e-12,8.199805804108946e-06,8.663902636289486e-08,0.019611177590083535,6.267861359651663e-08,9.586453935816372e-13,3.813938648343535e-08,7.19561901301557e-06,1.2119059363008794e-09,5.204361993728955e-07,1.314791759874558e-10,1.5014411104316038e-05,4.367574375049127e-05,0.0028258187867487555,2.524869329457558e-09,3.5685517526701785e-09,0.004821001026453962,1.577960984536406e-08,6.191469403160752e-05,6.820529931347232e-05,1.5948925493408328e-11,0.00014631078113422848,1.1915393267192081e-06,0.0035910343892497686,1.916857896694327e-05,2.22476529864012e-12,6.28008604468182e-13,1.5564858715489465e-10,9.332396271464034e-13,1.955196181096162e-09,9.777292067669304e-09,2.042636674071992e-07,0.0002570734556426581
