Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49)
0.02360819487311684,0.4602727610042771,3.268292259835217e-12,5.752818879097632e-10,8.303299510705744e-10,1.4933900965858323e-09,0.0,0.0,2.064187685598418e-07,8.071728864710504e-10,1.097912782829978e-07,2.2136022457865536e-13,1.7745478679684651e-12,1.0447997432497992e-29,1.5291548739790624e-27,1.3349222587782711e-25,8.667874231471722e-22,4.369581597469384e-05,3.8353824383662464e-34,9.304462836868917e-30,1.5357199405942352e-26,3.515922046832974e-29,1.0362567054239659e-26,5.630718627709021e-19,3.712650655024039e-18,9.445925887116118e-25,7.561226784354982e-36,9.481615409646386e-28,2.3769219026817424e-38,2.9727645828848603e-37,1.1833154937715561e-15,9.437727628374321e-34,6.080481812460639e-27,1.6327759606955871e-28,3.76,0.0,0.7202399005938226,0.9999428371918753,3.865639938435824e-09,1.0374515087378305e-23,0.002399614458086912,0.0024434200673374884,1.3147337196744115e-05,5.046985216662481e-16,4.3805609250072496e-05
0.02404173029960599,0.46027651974493405,3.4440162109807713e-12,5.887735435275771e-10,8.645505385962814e-10,1.5774894499246824e-09,0.0,0.0,2.1810324093467314e-07,8.970209802351941e-10,1.1622198278175734e-07,2.443760057889761e-13,1.8473426200154544e-12,-7.241627453260225e-30,1.8297611628095686e-27,1.4642125008920358e-25,1.0022701352219188e-21,4.5301777452800237e-05,9.630458781685055e-34,-6.543651985396052e-30,1.5929569304012193e-26,-2.2476648008038815e-29,1.1385673317108181e-26,6.636188803831373e-19,4.0561623041553246e-18,1.1159094156905855e-24,8.197516303587472e-36,1.1543222656478817e-27,3.235673184262857e-38,3.8213376691501144e-37,1.2962380300747535e-15,1.1550424584673613e-33,6.934580487433586e-27,2.000930395407812e-28,3.76,0.0,0.7201951075288512,0.9999412128240801,4.263022003361837e-09,1.2719057724147269e-23,0.0024427951307796313,0.0024882131323087455,1.3147315833998433e-05,5.137754595636389e-16,4.5418001528601564e-05
0.02447526572609514,0.4602802782534199,3.6260191022720537e-12,6.0199346564379e-10,8.9961660418896e-10,1.6647236531250325e-09,0.0,0.0,2.3022450714546512e-07,9.949763303916586e-10,1.2291409981812324e-07,2.6941731907773497e-13,1.922014287499166e-12,-6.753399776312955e-31,1.946245867889645e-27,1.6036275281693518e-25,1.1559132190032191e-21,4.6936206904621446e-05,1.1664172871461412e-33,-7.430119594809493e-31,1.5390133093941177e-26,-5.10110994033429e-30,1.2490502084686887e-26,7.79838976886164e-19,4.424665223052711e-18,1.311461169637307e-24,8.9037939390511e-36,1.4005214516454416e-27,4.380341411768846e-38,4.890768119857169e-37,1.4176305490393883e-15,1.4085653788061704e-33,7.891354592222671e-27,2.4433541562161016e-28,3.76,0.0,0.7201503172497941,0.9999395592664146,4.691754662883218e-09,1.5536910469087195e-23,0.0024859442881680354,0.002533003411365851,1.314729408739529e-05,5.228455761881401e-16,4.7059123197294e-05
0.024908801152584287,0.4602840365298375,3.8144227318672266e-12,6.149655344385144e-10,9.355868447397776e-10,1.7551543552011932e-09,0.0,0.0,2.4279087447512086e-07,1.1016059434753222e-09,1.2987434646984558e-07,2.9663631739710267e-13,1.998609355618903e-12,4.636877467781489e-30,2.0601106388232317e-27,1.7538011354409032e-25,1.3297745527386136e-21,4.859907602173347e-05,9.623017206522122e-34,4.267739622321446e-30,1.3957076950313306e-26,1.5461843879619347e-29,1.368219133742483e-26,9.138325940459663e-19,4.8195021118226305e-18,1.5354367423508676e-24,9.635140367005729e-36,1.6936403776896734e-27,5.898359571037192e-38,6.233200721389312e-37,1.5479616945764703e-15,1.7118287711856513e-33,8.960667589774304e-27,2.973376838869912e-28,3.76,0.0,0.7201055297564805,0.9999378765306012,5.153743463562926e-09,1.891279241357232e-23,0.00252906195201393,0.002577790904679463,1.3147271957232387e-05,5.319088757359594e-16,4.872895266500268e-05
0.025342336579073435,0.46028779457429453,4.0093512631592694e-12,6.277135690969776e-10,9.72520660291658e-10,1.8488436223278748e-09,0.0,0.0,2.5581068914487156e-07,1.2175055031555934e-09,1.3710959737846656e-07,3.2619572845567027e-13,2.077178957096457e-12,-3.4644163295964195e-30,2.319553776457814e-27,1.915400307178198e-25,1.5261050586801852e-21,5.029035635080263e-05,1.5483437590739722e-33,-3.0115331413956075e-30,1.2801631329698372e-26,-1.1366902903993311e-29,1.496613023456394e-26,1.067937526911251e-18,5.242192235400965e-18,1.7940735720952243e-24,1.044268812829553e-35,2.0415952251833622e-27,7.901664769714264e-38,7.911866631571736e-37,1.6877172113638122e-15,2.073713844016235e-33,1.0154565088342982e-26,3.606449044650544e-28,3.76,0.0,0.7200607450487397,0.999936164628227,5.651002612428414e-09,2.2944753965358168e-23,0.0025721481440664404,0.0026225756124202307,1.3147249443552793e-05,5.409653623246299e-16,5.0427468353249795e-05
0.025775872005562583,0.4602915523869032,4.210926824459003e-12,6.402608157447626e-10,1.0104775757642395e-09,1.945853953268557e-09,0.0,0.0,2.692923394168813e-07,1.3433003201794954e-09,1.4462689312091639e-07,3.582695844317646e-13,2.1577653604665895e-12,3.674287752565334e-30,2.4678806441133653e-27,2.089120287390059e-25,1.747361319106991e-21,5.201001928521926e-05,1.8127716357527772e-33,1.7893567886403294e-30,1.2858218269261373e-26,1.2016109707916109e-29,1.6348023314540558e-26,1.2447510208074553e-18,5.694094897371344e-18,2.092170726249312e-24,1.1341030187364418e-35,2.4534744351034016e-27,1.0532938469187743e-37,1.0003219016819555e-36,1.8374008928220987e-15,2.504151863226348e-33,1.1485025643557039e-26,4.360437769454312e-28,3.76,0.0,0.7200159631264013,0.9999344235707387,6.185661117204861e-09,2.774601193288319e-23,0.0026152028860620276,0.0026673575347587954,1.3147226546512422e-05,5.500150397054744e-16,5.215464869621946e-05
0.02620940743205173,0.46029530996778084,4.419273223838054e-12,6.526296576452352e-10,1.049516707491455e-09,2.0462482949096735e-09,0.0,0.0,2.8324425820729535e-07,1.4796463088949792e-09,1.5243344832303074e-07,3.9304399909430513e-13,2.240415840815269e-12,2.5354397832645136e-29,2.448162220225645e-27,2.2756917414328023e-25,1.9962163464026862e-21,5.375803605697372e-05,4.248975914861799e-34,2.0692704582684759e-29,1.356946470847599e-26,9.480638044039534e-29,1.7833842149341655e-26,1.4471540566078919e-18,6.176585552052275e-18,2.430169669830179e-24,1.2251604077846705e-35,2.9396937989079065e-27,1.3973799703904372e-37,1.2599313513955296e-36,1.9975343659204705e-15,3.0145222000734542e-33,1.2964213425925842e-26,5.255962972943286e-28,3.76,0.0,0.7199711839892942,0.999932653369434,6.759968873836615e-09,3.344704936293782e-23,0.002658226199724475,0.002712136671865793,1.3147203266441613e-05,5.590579118748594e-16,5.3910472140761746e-05
0.02664294285854088,0.46029906731705034,4.634523118443233e-12,6.64841137069569e-10,1.0896966708495593e-09,2.1500900667455704e-09,0.0,0.0,2.976749256114213e-07,1.6272309650998182e-09,1.6053665969284366e-07,4.3071793492070376e-13,2.325203934826098e-12,-8.779347190155372e-32,2.9220917079846777e-27,2.475893133506755e-25,2.2755926480748284e-21,5.5534377728581324e-05,2.4001528008461036e-33,-2.6368081808378617e-32,1.402273331444733e-26,-2.8032521109051925e-31,1.9429761703570693e-26,1.6783353381981876e-18,6.691694930299615e-18,2.815275617290742e-24,1.3303306394461035e-35,3.512146779208999e-27,1.8453278844097592e-37,1.5811286479492034e-36,2.1686565164470985e-15,3.61878319672576e-33,1.4609041397411295e-26,6.316770197860525e-28,3.76,0.0,0.7199264076372481,0.9999308540354582,7.376302488852333e-09,4.019774683494426e-23,0.0027012181067649125,0.002756913023911852,1.3147179603143853e-05,5.680939833817896e-16,5.5694917146373054e-05
0.02707647828503003,0.4603028244348398,4.856799260342272e-12,6.769148099948229e-10,1.1310755580606135e-09,2.257443176511882e-09,0.0,0.0,3.1259287086720435e-07,1.7867743851446927e-09,1.6894411380533811e-07,4.715040417690851e-13,2.41216748475993e-12,-7.848254862682051e-30,3.27183788570993e-27,2.690523019165229e-25,2.588670536190281e-21,5.733901518536312e-05,3.98159623796473e-33,-1.0323314237604108e-29,1.5306824175772252e-26,-3.228360083085969e-29,2.1142414266838685e-26,1.941819000755534e-18,7.240697211610342e-18,3.2575841486430246e-24,1.4488118933098062e-35,4.1843961649812416e-27,2.425979614171769e-37,1.9771498279846237e-36,2.3513265124265438e-15,4.331836634050982e-33,1.6433864575231508e-26,7.570154284004131e-28,3.76,0.0,0.7198816340700924,0.999929025579796,8.037171037976278e-09,4.8169997299191574e-23,0.0027441786288818146,0.0028016865910675906,1.3147155556954121e-05,5.771232576481434e-16,5.7507962185200476e-05
0.027510013711519177,0.46030658132128316,5.0862292922239374e-12,6.888688622311094e-10,1.1737104719349003e-09,2.3683720348488214e-09,0.0,0.0,3.2800667412287996e-07,1.9590303123339368e-09,1.776635949640229e-07,5.156295655238893e-13,2.5013599436724182e-12,7.137178224774865e-31,3.4100798810371616e-27,2.920424611425204e-25,2.9388918198628435e-21,5.917191912753725e-05,3.348982193110073e-33,4.572571266189718e-31,1.6650728056269222e-26,2.5773904473599806e-30,2.297869395390116e-26,2.241494852249223e-18,7.825090379260095e-18,3.7633930263825634e-24,1.5671196734998423e-35,4.971885614377801e-27,3.1756171978756423e-37,2.4638404301133174e-36,2.5461219853715725e-15,5.17081799075966e-33,1.8453679463518416e-26,9.047430948253283e-28,3.76,0.0,0.7198368632876564,0.9999271680132665,8.745222235107355e-09,5.756060966846846e-23,0.00278710778776099,0.0028464573735036214,1.3147131128177127e-05,5.861457386661294e-16,5.934958574204695e-05
0.027943549138008325,0.4603103379765206,5.3229474864839344e-12,7.007199400950145e-10,1.2176573064776765e-09,2.482941575772919e-09,0.0,0.0,3.439249685868248e-07,2.1447871890956096e-09,1.8670309349785666e-07,5.633372747691716e-13,2.5928531655075665e-12,-4.303285180432885e-31,3.691373115395843e-27,3.1664912024206076e-25,3.329987276854192e-21,6.1033060061908467e-05,4.0537388811540585e-33,-2.3771823988521115e-31,1.7103487269594242e-26,-1.5295408505955696e-30,2.4945777811121527e-26,2.5816491386969945e-18,8.446939444321181e-18,4.337374990035255e-24,1.7016790702716264e-35,5.892159585443037e-27,4.139651792939811e-37,3.060120343879801e-36,2.75363927828899e-15,6.156288982993618e-33,2.0688778173710576e-26,1.0784460768767702e-27,3.76,0.0,0.7197920952897694,0.9999252813465183,9.503248692824667e-09,6.859439634332461e-23,0.0028300056050755956,0.0028912253713905506,1.314710631670741e-05,5.951614306713302e-16,6.121976631436144e-05
0.028377084564497473,0.46031409440069826,5.567084452541962e-12,7.124829970303474e-10,1.2629711474239466e-09,2.6012172785928902e-09,0.0,0.0,3.6035644209775553e-07,2.344869231069319e-09,1.9607081364268817e-07,6.148864087300749e-13,2.6867047794434828e-12,-1.5171095408600315e-32,3.97774264248567e-27,3.429650443961834e-25,3.766004788679096e-21,6.292240829400721e-05,4.79725133340816e-33,-2.588396709919539e-32,1.6846398597872935e-26,-3.6054728651585066e-31,2.7051251216526837e-26,2.9669972637387448e-18,9.107912256272324e-18,4.9865540359049544e-24,1.8491649776830597e-35,6.965103264969387e-27,5.374666850522115e-37,3.788438991077263e-36,2.974495215357397e-15,7.310842060096526e-33,2.3158508631058177e-26,1.2822233054702058e-27,3.76,0.0,0.7197473300762611,0.999923365590022,1.0314193712237879e-08,8.152757429216636e-23,0.0028728721024861453,0.0029359905848989755,1.314708112276873e-05,6.041703375531186e-16,6.311848241222768e-05
0.028810619990986622,0.46031785059396874,5.818773466486809e-12,7.241714062099396e-10,1.309706425248792e-09,2.7232651877683595e-09,0.0,0.0,3.773098383720948e-07,2.5601375317200197e-09,2.057751813675918e-07,6.705536928932996e-13,2.7829791580597925e-12,8.087480904939633e-31,4.270689485536575e-27,3.7108769652951714e-25,4.2513270400495025e-21,6.483993392023803e-05,5.447284074087846e-33,4.6412446368917285e-31,1.6587953253314757e-26,4.221281554805805e-30,2.9303050087905946e-26,3.4027194203811903e-18,9.809843906741295e-18,5.720435354681843e-24,2.010621662972378e-35,8.213215067575246e-27,6.9509586184323305e-37,4.675409226289322e-36,3.2093265897584475e-15,8.660435415338785e-33,2.588340462524552e-26,1.5207522406787121e-27,3.76,0.0,0.7197025676469606,0.9999214207540662,1.1181157292997092e-08,9.66516222004689e-23,0.0029157073016405142,0.0029807530141994867,1.3147055546508688e-05,6.131724633108782e-16,6.504571255836101e-05
0.02924415541747577,0.46032160655649174,6.078150014491399e-12,7.357971124537996e-10,1.3579167753156513e-09,2.849151932794562e-09,0.0,0.0,3.9479395852073205e-07,2.7914911919682225e-09,2.1582485269250662e-07,7.306344270848022e-13,2.8817450172538315e-12,-4.4301326551540355e-31,4.613985952364059e-27,4.011193597083095e-25,4.790689559182008e-21,6.678560681955959e-05,6.680969373956322e-33,-6.054159816841754e-31,1.6609668095702424e-26,-1.8992273952589637e-30,3.1709488859102833e-26,3.8944987884460235e-18,1.0554709266078221e-17,6.550054661477136e-24,2.190440122708957e-35,9.661906123909632e-27,8.955604393471922e-37,5.752518924687309e-36,3.45879064949175e-15,1.0234748686904208e-32,2.888690764166786e-26,1.7993620394254268e-27,3.76,0.0,0.7196578080016973,0.9999194468487503,1.210740261307865e-08,1.1429754104568535e-22,0.00295851122417394,0.0030255126594626656,1.3147029588020044e-05,6.221678119519645e-16,6.70014352881048e-05
0.02967769084396492,0.46032536228843407,6.345350141675094e-12,7.473707755135489e-10,1.4076551065956083e-09,2.978944748219021e-09,0.0,0.0,4.1281766240275247e-07,3.039868476202555e-09,2.2622872207615965e-07,7.954436317089689e-13,2.983070243036245e-12,7.379746636975942e-31,4.962677676295179e-27,4.331670372890284e-25,5.3892024131097265e-21,6.875939664509841e-05,8.159621226863742e-33,1.5153398442762652e-30,1.6827826303698372e-26,-2.4717447989226227e-30,3.427929230780927e-26,4.448562590664613e-18,1.1344451742740438e-17,7.486329925279757e-24,2.3891317385167718e-35,1.1339835497828743e-26,1.1496263182348622e-36,7.056867210277698e-36,3.723565702169618e-15,1.2067234785160093e-32,3.2194052380871066e-26,2.1241162586994024e-27,3.76,0.0,0.719613051140301,0.9999174438839801,1.3096362528839918e-08,1.3484064958667484e-22,0.0030012838917090317,0.003070269520859089,1.3147003247453189e-05,6.311563874207639e-16,6.898562914942782e-05
0.030111226270454067,0.46032911778996954,6.6205111116033866e-12,7.589018751795701e-10,1.4589735387186555e-09,3.1127114939592193e-09,0.0,0.0,4.3138987017348585e-07,3.3062479744034353e-09,2.3699593104854973e-07,8.653172168193205e-13,3.087025292873058e-12,9.676590456133654e-31,5.306750813685632e-27,4.673427735596469e-25,6.052369634810427e-21,7.076127281550987e-05,9.001193141122539e-33,1.0610594490134447e-30,1.688016327910889e-26,3.6114670006895574e-30,3.702159812712695e-26,5.07172375274096e-18,1.2181014928406752e-17,8.540353617712597e-24,2.6072082183121347e-35,1.3279250284596506e-26,1.470522187989307e-36,8.632220514857018e-36,4.00435136701035e-15,1.4195674119094386e-32,3.582926038808626e-26,2.5018978372021752e-27,3.76,0.0,0.719568297062601,0.9999154118694603,1.4151646285051129e-08,1.58705479923176e-22,0.003044025325855763,0.0031150235985593243,1.3146976524991416e-05,6.401381937445723e-16,7.099827270292255e-05
0.030544761696943215,0.4603328730612797,6.903773562729184e-12,7.703987697572117e-10,1.5119237479899756e-09,3.2505206783886193e-09,0.0,0.0,4.505195635513885e-07,3.5916498090506906e-09,2.481358769665173e-07,9.406132528205431e-13,3.1936875013447542e-12,-2.9824092502374064e-35,5.7040408821387164e-27,5.037643421237799e-25,6.78612133024248e-21,7.27912045062084e-05,1.0683053294637914e-32,-3.5667535500690724e-34,1.675753598163814e-26,1.6237120963600186e-33,3.9945976583687513e-26,5.7714274855161005e-18,1.3066647062591612e-17,9.724786909725837e-24,2.8520014645273476e-35,1.5516385153653866e-26,1.8744888328888352e-36,1.0529851216325764e-35,4.301868790171524e-15,1.6663326508806135e-32,3.9822884942466506e-26,2.940512294880117e-27,3.76,0.0,0.7195235457684263,0.9999133508146894,1.5277046236368124e-08,1.863715943086935e-22,0.0030867355482114877,0.003159774892733932,1.3146949420673982e-05,6.491132348959186e-16,7.303934452179639e-05
0.030978297123432363,0.4603366281025546,7.1952780394310645e-12,7.818688339900901e-10,1.5665574102292614e-09,3.392441481247271e-09,0.0,0.0,4.702157868694813e-07,3.897136866260253e-09,2.596582217517295e-07,1.0217132944570334e-12,3.3031319351076016e-12,-1.4115083665151064e-30,6.1111704853380794e-27,5.425547422394071e-25,7.596842120430053e-21,7.484916064063029e-05,1.2508187123147697e-32,-3.2498016410163474e-30,1.8163238323772957e-26,3.5394137192977965e-30,4.3062463735755045e-26,6.555800506829048e-18,1.4003448540702282e-17,1.105409649532685e-23,3.1249134317157013e-35,1.809189482023011e-26,2.3814197407276787e-36,1.2809859591353777e-35,4.61686143125977e-15,1.9518552144114435e-32,4.420558937186771e-26,3.448800507511336e-27,3.76,0.0,0.7194787972576068,0.9999112607289532,1.647654458261674e-08,2.183799049882083e-22,0.003129414580360943,0.003204523403553465,1.3146921934664987e-05,6.58081514841983e-16,7.510882319186465e-05
0.03141183254992151,0.460340382913992,7.495167427681483e-12,7.933186144398351e-10,1.622926172213495e-09,3.5385437755950874e-09,0.0,0.0,4.904876485472216e-07,4.2238160451877465e-09,2.7157290122245936e-07,1.1090237790566486e-12,3.415438676106981e-12,2.8593928552835196e-31,6.542984390785716e-27,5.838429506073251e-25,8.491393647818217e-21,7.693510988089036e-05,1.4610454233204578e-32,7.938568949071756e-31,2.0683759177564521e-26,1.6937252948119295e-30,4.6381567078033324e-26,7.433702528753914e-18,1.4993666437967207e-17,1.2543946768455504e-23,3.4315560001980094e-35,2.1051317400058907e-26,3.015600646851508e-36,1.5542547318357502e-35,4.950095165210631e-15,2.281611375776264e-32,4.9009769511443054e-26,4.0367599237815584e-27,3.76,0.0,0.7194340515299719,0.9999091416213193,1.775432071137961e-08,2.5533947358943926e-22,0.003172062443876255,0.003249269131188468,1.3146894067077547e-05,6.67043037572557e-16,7.720668731154784e-05
0.03184536797641066,0.46034413749579833,7.80358625128713e-12,8.047539481204406e-10,1.6810815416423729e-09,3.688898150847342e-09,0.0,0.0,5.113443227438494e-07,4.572839532915934e-09,2.8389013483340354e-07,1.2029775029642964e-12,3.5306901385606744e-12,-4.213781342597063e-31,7.001294613267694e-27,6.277640512668939e-25,9.477142404398587e-21,7.904902061803944e-05,1.7061392700173642e-32,-1.562366121920556e-30,2.229339124506037e-26,1.823842530183696e-31,4.991429602379634e-26,8.414780780043911e-18,1.6039613269379732e-17,1.4211410624060652e-23,3.7745169826389695e-35,2.4445577741897896e-26,3.806586893212422e-36,1.8809914965656868e-35,5.302358808148225e-15,2.661764565870931e-32,5.427125595284913e-26,4.715680276987282e-27,3.76,0.0,0.7193893085853508,0.9999069935006291,1.911475886872206e-08,2.979349481495172e-22,0.003214679160316939,0.0032940120758094813,1.3146865818027909e-05,6.75997807064602e-16,7.933291549186732e-05
0.03227890340289981,0.4603478918481893,8.120680753752858e-12,8.16180049418234e-10,1.7410750064768472e-09,3.843575936137795e-09,0.0,0.0,5.327950508591175e-07,4.945406110739019e-09,2.966204355360224e-07,1.3040351786434879e-12,3.648971572773247e-12,1.6206489635912523e-31,7.48297686529784e-27,6.7445947222053e-25,1.0561988726056619e-20,8.119086096219753e-05,1.9858920621884368e-32,1.184488922472553e-31,2.2213945487600408e-26,-3.08353982070556e-31,5.367217849534527e-26,9.509528267059182e-18,1.7143664873015392e-17,1.6074873080525777e-23,4.159587364991205e-35,2.8331539721494185e-26,4.790255108225981e-36,2.2707423457727792e-35,5.674464511311727e-15,3.0992476160725074e-32,6.002805845190506e-26,5.498292735836181e-27,3.76,0.0,0.7193445684235733,0.9999048163754916,2.056245588161742e-08,3.469347727977916e-22,0.003257264751229909,0.0033387522375870338,1.3146837187629257e-05,6.849458272976134e-16,8.148748635644144e-05
0.03271243882938896,0.4603516459713899,8.446598990387851e-12,8.2760159260558e-10,1.8029582684014446e-09,4.002649224867879e-09,0.0,0.0,5.548491429446429e-07,5.342762491055899e-09,3.0977461981692095e-07,1.4126870771931747e-12,3.770371182416967e-12,1.338162087324161e-33,7.991140902923928e-27,7.240773390115852e-25,1.1754399969496835e-20,8.336059873250767e-05,2.309982885265877e-32,-4.1489395145053877e-32,2.1546706992433254e-26,2.4599154386829433e-33,5.76672896424176e-26,1.0729345718669889e-17,1.8308276724573486e-17,1.815445902790992e-23,4.5928875743173866e-35,3.277260747122169e-26,6.010050692001354e-36,2.73460070928344e-35,6.067248182604063e-15,3.601845221883562e-32,6.632113684231127e-26,6.398936953633743e-27,3.76,0.0,0.7192998310444686,0.9999026102542762,2.2102229014134235e-08,4.032001930640629e-22,0.0032998192381494774,0.003383489616691649,1.3146808175991636e-05,6.938871022457931e-16,8.367037854147917e-05
0.033145974255878105,0.46035539986563434,8.781490859832932e-12,8.390227967886503e-10,1.866783392542727e-09,4.1661908996180075e-09,0.0,0.0,5.775159792060372e-07,5.7662046823474546e-09,3.2336381807517e-07,1.5294547601505015e-12,3.894980191580519e-12,-1.5520307625596977e-33,8.526771750956378e-27,7.767727264169039e-25,1.3063443691894599e-20,8.555820144675141e-05,2.683061875360862e-32,-4.643031660364532e-33,2.1351715723602424e-26,2.4344898544290992e-34,6.191227240372055e-26,1.208660710335408e-17,1.953597504912983e-17,2.047225761581939e-23,5.081835383822405e-35,3.783937822973329e-26,7.518455507740466e-36,3.285431163707663e-35,6.481569910264382e-15,4.178292647841032e-32,7.319446872456578e-26,7.433744896765613e-27,3.76,0.0,0.7192550964478664,0.9999003751451071,2.373912413069416e-08,4.676950828846682e-22,0.003342342642597367,0.003428224213293843,1.3146778783221858e-05,7.028216358838555e-16,8.588157069577475e-05
0.03357950968236725,0.4603591535311672,9.125508155137567e-12,8.504475025084186e-10,1.932602846213126e-09,4.3342746573092045e-09,0.0,0.0,6.008050116422989e-07,6.217079382434513e-09,3.373994853872618e-07,1.6548929057291314e-12,4.0228929412338215e-12,1.066563109133442e-33,9.091060308173555e-27,8.327079930395085e-25,1.4498820466275056e-20,8.778363631057688e-05,3.112091201298117e-32,3.523635015918775e-33,2.1608831513726868e-26,-1.277864568878125e-33,6.642036477613639e-26,1.3594728836090113e-17,2.0829363145018718e-17,2.3052308620474672e-23,5.63454749603347e-35,4.3610348727088157e-26,9.378710171458829e-36,3.9381254063345904e-35,6.918314394386513e-15,4.838373978964057e-32,8.069520694363351e-26,8.620842857184569e-27,3.76,0.0,0.7192103646335962,0.9998981110558539,2.5478424205386618e-08,5.414966414163101e-22,0.00338483498608271,0.003472956027564123,1.314674900942339e-05,7.117494321841447e-16,8.812104148070276e-05
0.0340130451088564,0.4603629069682434,9.478804614577351e-12,8.6187923227266e-10,2.0004695173190205e-09,4.5069750348964444e-09,0.0,0.0,6.247257657469251e-07,6.696785402277213e-09,3.518934126017927e-07,1.789591235705966e-12,4.15420697705952e-12,-6.059238508113433e-34,9.685156761746201e-27,8.920531043942273e-25,1.6070898657284296e-20,9.003687020639746e-05,3.60528719608975e-32,-1.4355433389697603e-33,2.1809778711589149e-26,-2.2072847025082074e-35,7.120542615585674e-26,1.5268242987591402e-17,2.219112201864594e-17,2.5920719686970212e-23,6.261405153240146e-35,5.0172680196207775e-26,1.1666836767930835e-35,4.709889730166601e-35,7.378391383363684e-15,5.593038169575265e-32,8.887394648691651e-26,9.980574037177664e-27,3.76,0.0,0.7191656356014874,0.9998958179941256,2.7325658109345832e-08,6.258070490280164e-22,0.0034272962901020576,0.0035176850596729905,1.3146718854696273e-05,7.206704951175091e-16,9.038876957021334e-05
0.03444658053534555,0.4603666601771286,9.841535970363442e-12,8.733212376383349e-10,2.0704367740823063e-09,4.684367435736842e-09,0.0,0.0,6.492878422036296e-07,7.206775122077899e-09,3.6685773771024267e-07,1.934176547813836e-12,4.289023135297339e-12,7.228734330944571e-35,1.0310272163300789e-26,9.549859721517892e-25,1.779075141421436e-20,9.231786968201354e-05,4.1711819534252893e-32,6.607572759799088e-34,2.1760518815693988e-26,1.720863255913494e-34,7.628196501130148e-26,1.712287476274921e-17,2.3624011907857682e-17,2.910584710575038e-23,6.973289672958939e-35,5.762302709071136e-26,1.4474011875501716e-35,5.620569436304196e-35,7.862736116510966e-15,6.454522843319384e-32,9.778493475030725e-26,1.1535744061265066e-26,3.76,0.0,0.7191209093513694,0.9998934959672617,2.9286609623389823e-08,7.219661734699854e-22,0.0034697265761393847,0.0035624113097909396,1.3146688319137015e-05,7.295848286531261e-16,9.268473365082696e-05
0.0348801159618347,0.4603704131580996,1.0213859998226641e-11,8.847765390922352e-10,2.1425585504276785e-09,4.8665281565917725e-09,0.0,0.0,6.745009185789319e-07,7.748555980198811e-09,3.823049575002155e-07,2.0893148574786866e-12,4.4274456310317525e-12,-1.3058547492141392e-35,1.0967641482096346e-26,1.0216928115015477e-24,1.9670195446297385e-20,9.462660093895161e-05,4.819766286451902e-32,-1.4117347451652925e-36,2.163621469494067e-26,2.48516695503479e-35,8.166516803563428e-26,1.9175624410224057e-17,2.5130874193855726e-17,3.263850708996556e-23,7.782245208999594e-35,6.606843352195234e-26,1.790934262618095e-35,6.693013769905369e-35,8.372309772741325e-15,7.436488842124063e-32,1.0748630853724047e-25,1.3311891336540324e-26,3.76,0.0,0.7190761858830719,0.9998911449823255,3.136732668851259e-08,8.314653966539048e-22,0.0035121258656660883,0.003607134778088455,1.3146657402838464e-05,7.384924367584859e-16,9.500891242162897e-05
0.03531365138832385,0.4603741659114448,1.0595936569075025e-11,8.962479616844249e-10,2.2168894145679145e-09,5.0535344151827394e-09,0.0,0.0,7.003747510466954e-07,8.323691995137265e-09,3.9824793952874824e-07,2.2557136541545118e-12,4.5695821512087335e-12,-4.686606190136473e-35,1.1658538466527842e-26,1.0923685115861525e-24,2.1721831020025658e-20,9.696302982048323e-05,5.562268256967012e-32,-1.7323358749973436e-34,2.1607449576860826e-26,1.4037848400210608e-34,8.737093037777488e-26,2.1444853709320836e-17,2.6714633109986222e-17,3.6552164914776446e-23,8.702469695174213e-35,7.562730136185481e-26,2.2103106095953277e-35,7.953485965952061e-35,8.908099925123677e-15,8.554170018009056e-32,1.1804035838975178e-25,1.533758429065777e-26,3.76,0.0,0.7190314651964242,0.9998887650460946,3.3574130935377877e-08,9.559626368266147e-22,0.003554494180141004,0.003651855464736014,1.3146626105889749e-05,7.473933233993807e-16,9.73612845942641e-05
