Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46)
4.9464744120985864e-05,0.8854920793195092,0.0007883100474307507,0.0002667443159671806,0.0003453834124978042,0.0216560801720496,0.0,0.0,0.004543732870085104,0.0005562032836821479,0.05826715103225217,0.0024492184251655386,0.0005648162600511153,1.8892694860296546e-11,1.0800053830606584e-08,1.0859888305404242e-06,0.0003705712236571148,0.015130321336774787,9.57352216369363e-06,2.3609454732851855e-09,4.5446526509209206e-08,2.677376710009074e-11,9.19976023566821e-08,4.081452363230402e-06,2.2939114382893213e-07,7.927300666690738e-06,6.906087169796045e-10,1.3109905130626741e-06,2.2345892837759495e-06,6.991049020051784e-09,9.518582271366816e-07,2.9079706263764297e-10,5.730168067913135e-10,4.6819869701876714e-07,3.76,0.0,0.12618110649861627,0.922847994144338,0.0390496349398154,0.001794954348755303,0.6609448650221446,0.7625718164116866,0.0009169723595782322,7.645151225404835e-11,0.020939236421410014,0.0006171664552205871,0.010707027611446351,2.2023140818447044e-08,6.60966841576637e-08,9.209892689845941e-06,0.00025176927457128443,0.0006474677458310542,1.2840260595943844e-08,0.0036058696038382475,0.0001404789024621695,2.2004005733417208e-05,0.04343514542048927,0.009333469031107804,0.0008134835506320186,8.549955927648968e-05,0.0009515980705246806,3.669888825097929e-05,0.005309093246997459,0.0036400724427856157,8.847969198716248e-07,1.766654025285922e-11,4.752692369199397e-06,6.534728567692214e-08,0.007327827568193071,7.73544366706929e-08,2.654871372947066e-12,9.204713184424861e-08,8.970695291820277e-06,7.738033697262306e-09,6.263636858683776e-07,2.042531188726734e-10,1.1091117403641495e-05,6.958013943106072e-06,0.001422922789738062,4.840824972966083e-10,3.97659937826423e-09,0.0005383724300631424,1.1467525356189386e-08,8.540064161873419e-06,5.6047382493001594e-05,2.3413035255177332e-11,3.991771055129604e-05,1.2611845344132283e-06,0.0007714514075055948,9.092251587255083e-06,2.9142281867402253e-12,9.852404758582855e-13,1.7442159202185575e-11,1.4641498292359429e-13,1.3793877442429756e-09,1.5626336440109056e-09,2.3030140433787992e-08,0.0003428347422505608,9.275567694367687e-05,1.6741436843266026e-06,0.0012146254763324448
4.9616686795741e-05,0.8857201752109489,0.0007925804749635521,0.0002682773780001574,0.00034796446918087165,0.02189954202137199,0.0,0.0,0.004545896373750033,0.0005599066921915845,0.05905073776035864,0.002480182175494435,0.0005685930134079333,1.9293874794638832e-11,1.0958485535992872e-08,1.0934731886197051e-06,0.000373168402022582,0.015238218712147117,9.74831533059198e-06,2.3865151403918723e-09,4.6862372597674494e-08,2.7401791447695677e-11,9.29590782342257e-08,4.16651190071871e-06,2.310617750007147e-07,8.089380340750966e-06,7.105861983540135e-10,1.340498710826086e-06,2.2759714714892613e-06,7.117657319920405e-09,9.59841929296044e-07,2.94968693727819e-10,5.853009998735869e-10,4.776153541371085e-07,3.76,0.0,0.12529447758207674,0.9219387323022527,0.03956689553001652,0.0018132628549606717,0.6606448311019709,0.7634439635259118,0.0009160689095215735,7.632186103937577e-11,0.021244281329209424,0.0006161234293285703,0.010812943172254444,2.195862912683176e-08,6.675141475345919e-08,9.205917155806646e-06,0.0002520745854009938,0.0006533170160697046,1.2931895763262439e-08,0.0036361911736683436,0.00014111393563519072,2.203018305125988e-05,0.04388330471708373,0.009394005535296013,0.0008189267166442164,8.607396902630221e-05,0.0009566588970899085,3.6871745734046305e-05,0.005334588976114197,0.0036822235168636045,8.88402055338227e-07,1.7738485824396293e-11,4.796350085683346e-06,6.594620327839257e-08,0.007424004205783022,7.75988661871779e-08,2.6656794988875674e-12,9.25038551677575e-08,9.03849612584993e-06,7.745309947236507e-09,6.286076882000736e-07,2.059423358794303e-10,1.1155803679470165e-05,7.057060151831133e-06,0.0014402949036014438,4.903642252839052e-10,3.9704603849943015e-09,0.0005495737692816468,1.1541960391767242e-08,8.682172251926575e-06,5.65890029333054e-05,2.360993496784977e-11,4.042601706684999e-05,1.2705383401337252e-06,0.0007816473782864155,9.238003513661728e-06,2.9307291874719166e-12,9.908070126266485e-13,1.7825688264510456e-11,1.498549739151305e-13,1.3793273035726365e-09,1.586671170502899e-09,2.3409517909894625e-08,0.00034586333528535364,9.481315269753299e-05,1.710413804871865e-06,0.0012125429168505768
4.9768629470496135e-05,0.885948270749475,0.0007968299598207892,0.00026979722961995516,0.0003505267899666546,0.02214439912394564,0.0,0.0,0.004547690374949342,0.0005635359548575256,0.05983966827211722,0.002511323701679179,0.000572338732441867,1.970000542833665e-11,1.1117788136664385e-08,1.1009126592173124e-06,0.0003757610494244185,0.01534554529257787,9.925008692577285e-06,2.4122569273127428e-09,4.831631342847747e-08,2.8041044452110643e-11,9.392289777836793e-08,4.252628426037356e-06,2.327122086704442e-07,8.253999238492518e-06,7.309874624098261e-10,1.3704855620411552e-06,2.3178008995526636e-06,7.245600057135193e-09,9.677616570960463e-07,2.9915431522574667e-10,5.977561140190638e-10,4.871444575953317e-07,3.76,0.0,0.12441301564759584,0.9210244226053551,0.040087366784312996,0.0018316236435097946,0.6603343807738535,0.7643126136219108,0.0009151604437612756,7.619072545607439e-11,0.021552066958897016,0.0006150440445097552,0.010919613109800025,2.189280943643878e-08,6.741084400058904e-08,9.20147710175087e-06,0.00025235248433385846,0.0006591460593165643,1.3023624176325564e-08,0.003666552829581928,0.00014174182313025018,2.2055487395658014e-05,0.04433258629407629,0.009454442673109416,0.0008243233990541829,8.664362173495385e-05,0.0009616418488928261,3.7042785274673455e-05,0.005359837882991285,0.003724316668122229,8.919189444347269e-07,1.780866943576409e-11,4.839992298608531e-06,6.654489086328935e-08,0.0075206385097771455,7.783804676757643e-08,2.6762228464959096e-12,9.295315497458003e-08,9.106222494763403e-06,7.751874933755344e-09,6.308121291757335e-07,2.076200936117398e-10,1.1220107702432707e-05,7.1564536300967444e-06,0.0014577369896326584,4.966505204930131e-10,3.964104112307627e-09,0.0005609062955258482,1.1616273823218049e-08,8.825391527162002e-06,5.7130451796645645e-05,2.3806086153232086e-11,4.093707051541109e-05,1.2798480703779382e-06,0.0007919051799545211,9.384716055269192e-06,2.947046087702363e-12,9.96311285432301e-13,1.821513845835463e-11,1.5334745395851416e-13,1.3792014271135393e-09,1.610839263927613e-09,2.3791819647245828e-08,0.00034887135423611527,9.690796832773738e-05,1.747306101627887e-06,0.001210401448583525
4.992057214525127e-05,0.8861763617354067,0.0008010584626214317,0.00027130376311253966,0.0003530700463964525,0.022390640042403157,0.0,0.0,0.004549119508357534,0.0005670902904477795,0.06063389630946318,0.002542640908707578,0.0005760529385209119,2.0111078764564892e-11,1.127794602573885e-08,1.108306602593123e-06,0.000378349063407538,0.01545228375070757,1.0103593038963643e-05,2.4381690605473057e-09,4.980913116402029e-08,2.869164878361779e-11,9.48889895308805e-08,4.339799184634176e-06,2.3434224147742612e-07,8.421177920250249e-06,7.5181709423414e-10,1.4009546788856724e-06,2.360076805481985e-06,7.374873688289462e-09,9.756159435804164e-07,3.033532580866938e-10,6.103825148718948e-10,4.967857250584241e-07,3.76,0.0,0.1235367081448493,0.9201051235252372,0.04061100864762592,0.001850035425838808,0.6600136131160934,0.7651777955440366,0.0009142470203926611,7.605812743826088e-11,0.021862580745985526,0.0006139290098889999,0.011027031568795385,2.1825713725178163e-08,6.80749360915419e-08,9.196581013564471e-06,0.0002526031843029483,0.0006649539185604414,1.3115438404447085e-08,0.003696952044661269,0.00014236256317121985,2.2079932302941045e-05,0.044782950820710626,0.009514775431158726,0.0008296729971339021,8.720845507020958e-05,0.0009665464241527117,3.721200434204156e-05,0.005384840795089473,0.003766342947810439,8.95347390786326e-07,1.7877087211814122e-11,4.883613760145273e-06,6.714327659322525e-08,0.00761771961168175,7.807199627409034e-08,2.6865008380508344e-12,9.339499423586807e-08,9.173866408841562e-06,7.75773604949179e-09,6.329772123308814e-07,2.0928609155783397e-10,1.1284027152267607e-05,7.25617936388833e-06,0.0014752460880980303,5.029402164999844e-10,3.957535143819361e-09,0.0005723690955004737,1.1690459480815655e-08,8.969709875389751e-06,5.7671654880625596e-05,2.400145663331655e-11,4.145081956551999e-05,1.28911262934441e-06,0.0008022239640294479,9.532362391309296e-06,2.9631774839981007e-12,1.0017528248574409e-12,1.861053521801929e-11,1.5689247682134542e-13,1.3790112277487127e-09,1.6351346834772837e-09,2.4177017397184414e-08,0.00035185827751753204,9.904054655200203e-05,1.7848263354502293e-06,0.0012082025080287588
5.0072514820006407e-05,0.8864044438904223,0.0008052659510734277,0.00027279687720022626,0.0003555939223791308,0.0226382531775418,0.0,0.0,0.004550188464530567,0.0005705689704255648,0.061433374871557096,0.0025741316847307147,0.0005797351689565239,2.0527092979118386e-11,1.1438944125947709e-08,1.1156544171211061e-06,0.00038093234414682226,0.015558417060156596,1.0284058578446627e-05,2.4642497225414074e-09,5.134161627194189e-08,2.935372758188464e-11,9.585728286223025e-08,4.428021154321512e-06,2.359516824563278e-07,8.59093673159321e-06,7.730796377302253e-10,1.431909633691559e-06,2.40279836471172e-06,7.505474419297785e-09,9.834033683945828e-07,3.0756486061823423e-10,6.231805364257541e-10,5.065388471578725e-07,3.76,0.0,0.12266554239078521,0.9191808940927145,0.04113778064015042,0.0018684969195923782,0.6596826277279851,0.7660395377596647,0.0009133286980668119,7.592408898220053e-11,0.022175809627985578,0.0006127790361476053,0.011135192535721886,2.17573740991039e-08,6.874365421905928e-08,9.191237407024599e-06,0.000252826907868935,0.000670739652569362,1.320733105365655e-08,0.0037273863035315324,0.00014297615617797955,2.210353136813564e-05,0.04523435913932223,0.009574998843236242,0.0008349749360225712,8.776840934295111e-05,0.0009713721610392803,3.737940106453932e-05,0.00540959862834628,0.0038082935043351187,8.98687240259997e-07,1.7943736085560897e-11,4.927209274605037e-06,6.77412893582403e-08,0.007715236595673195,7.83007336150545e-08,2.6965130132530586e-12,9.382933922189388e-08,9.241419970787938e-06,7.7629008625238e-09,6.351031522147941e-07,2.1094004245030426e-10,1.1347559853912284e-05,7.3562223878160756e-06,0.001492819218431116,5.092321334327888e-10,3.9507580711735364e-09,0.0005839612064597136,1.1764511252714465e-08,9.115115000573151e-06,5.82125386206854e-05,2.4196014748551975e-11,4.1967212170590016e-05,1.2983309480697089e-06,0.0008126028685720425,9.680915251477318e-06,2.9791220608677423e-12,1.0071311954076498e-12,1.9011903456411958e-11,1.6049009163725895e-13,1.3787578287657822e-09,1.6595541740060821e-09,2.45650829998422e-08,0.00035482360216485784,0.00010121130799098255,1.8229801962265158e-06,0.0012059475281244062
5.022445749476154e-05,0.8866325128614786,0.0008094524001191007,0.0002742764770136488,0.00035809811416370063,0.02288722677239987,0.0,0.0,0.004550901984712574,0.000573971318594193,0.062238056240295055,0.0026057939021941153,0.0005833849770018995,2.0948037819986197e-11,1.160076664126889e-08,1.1229554874841353e-06,0.00038351079439664714,0.015663928501354223,1.0466394946110192e-05,2.4904970532413303e-09,5.291456742404779e-08,3.0027403765670944e-11,9.682770866427427e-08,4.5172910488065825e-06,2.3754035519467656e-07,8.763295797762392e-06,7.947795910848345e-10,1.4633539583330556e-06,2.445964691684899e-06,7.637398211229783e-09,9.91122556807325e-07,3.117884730033067e-10,6.361504809304237e-10,5.164034877677227e-07,3.76,0.0,0.12179950556572092,0.918251793869455,0.0416676418800658,0.0018870068489599066,0.65934152469437,0.766897868360907,0.0009124055359623817,7.578863213629225e-11,0.022491740054766885,0.0006115948349559588,0.011244089844490173,2.1687822914263165e-08,6.941696061207725e-08,9.185454841031185e-06,0.00025302388682034026,0.0006765023362119969,1.3299294768773596e-08,0.0037578531030603183,0.00014358260471949267,2.2126298237405825e-05,0.04568677227941693,0.009635107991515552,0.0008402286663929419,8.832342747988062e-05,0.0009761186371574522,3.7544974297656996e-05,0.005434112383345781,0.0038501595882846685,9.019383773857541e-07,1.8008613738729322e-11,4.970773700250116e-06,6.833885880269228e-08,0.007813178504674223,7.852427822016267e-08,2.706259022606618e-12,9.425615994322368e-08,9.308874741664294e-06,7.76737711560556e-09,6.371901726154478e-07,2.1258167248729488e-10,1.1410703750566854e-05,7.456567792963417e-06,0.0015104533813323343,5.15525064662882e-10,3.943777473959512e-09,0.0005956816169178967,1.1838423085927867e-08,9.261594427940579e-06,5.8753030119630156e-05,2.4389729372558055e-11,4.248619559333608e-05,1.3075019806873445e-06,0.0008230410185761074,9.830346938448782e-06,2.9948786614448107e-12,1.0124460121197856e-12,1.9419267693172028e-11,1.6414034503969417e-13,1.3784423681209859e-09,1.684094470269491e-09,2.4955989639274544e-08,0.00035776684389997586,0.00010342067100275698,1.8617733004013179e-06,0.0012036379373158773
5.037640016951668e-05,0.8868605642246544,0.0008136177915870868,0.0002757424738276766,0.0003605823304362259,0.023137548917027982,0.0,0.0,0.004551264855705437,0.0005772967106979978,0.06304789200577658,0.0026376254188649234,0.000587001931855766,2.1373896831986803e-11,1.1763397381851012e-08,1.1302092384142563e-06,0.00038608431942981336,0.01576880166700674,1.0650591211286278e-05,2.5169091518727434e-09,5.452879139002315e-08,3.071279988816277e-11,9.780019723670439e-08,4.6076053213491104e-06,2.391080930090179e-07,8.93827501800814e-06,8.169214042721075e-10,1.4952911434992589e-06,2.489574840942666e-06,7.770640785610151e-09,9.987721809069416e-07,3.1602343134422706e-10,6.492926191901193e-10,5.263792842913293e-07,3.76,0.0,0.12093858470960128,0.9173178829199005,0.042200551106246445,0.0019055639450023163,0.6589904045507889,0.7677528150664269,0.0009114775937576048,7.565177902349784e-11,0.02281035799901423,0.0006103771185516268,0.011353717181156894,2.161709202618025e-08,7.009481656816727e-08,9.179241862027911e-06,0.00025319436177447365,0.0006822410607613523,1.3391322235008485e-08,0.0037883499530055043,0.0001441819134676521,2.214824660259975e-05,0.04614015147135862,0.009695098007726968,0.0008454336642070359,8.887345498764659e-05,0.0009807854690018962,3.770872326567151e-05,0.00545838314150288,0.0038919325572667083,9.051007322719883e-07,1.807171882627142e-11,5.014301951051438e-06,6.893591532541412e-08,0.007911534346355107,7.874265205746826e-08,2.715738669385976e-12,9.467542987307115e-08,9.376222043957812e-06,7.771172668347892e-09,6.392385111459874e-07,2.1421070505368523e-10,1.1473456952619235e-05,7.557200734450903e-06,0.001528145560853562,5.218178723545705e-10,3.936597936410744e-09,0.0006075292673854416,1.1912188988604868e-08,9.409135511119984e-06,5.9293057176017863e-05,2.4582569869093318e-11,4.300771643036211e-05,1.3166247065493331e-06,0.0008335375263624939,9.980629350328903e-06,3.0104461766802136e-12,1.017696895008582e-12,1.9832649827767606e-11,1.6784324418751897e-13,1.378065965414912e-09,1.7087522778707762e-09,2.5349709073943255e-08,0.0003606875371724581,0.00010566905151866358,1.9012111885629758e-06,0.001201275158654902
5.052834284427181e-05,0.8870885934886867,0.0008177621132016474,0.0002771947848663813,0.00036304629219643356,0.023389207553763336,0.0,0.0,0.004551281904907303,0.0005805445739288495,0.06386283309174706,0.0026696240788568536,0.0005905856185192823,2.1804666212419888e-11,1.1926821113461619e-08,1.1374151559556303e-06,0.00038865282695682297,0.015873020466762675,1.0836635886456086e-05,2.543484078030761e-09,5.618510292280806e-08,3.1410039015811765e-11,9.877467932029692e-08,4.698960168653528e-06,2.4065473993516907e-07,9.115894060310886e-06,8.395094831509101e-10,1.5277246381420781e-06,2.533627808217939e-06,7.905197625740639e-09,1.0063509602724092e-06,3.2026907777717126e-10,6.626071907403555e-10,5.364658479699992e-07,3.76,0.0,0.12008276671865944,0.916379221783605,0.04273646670098616,0.0019241669459545052,0.65862936824893,0.7686044052234925,0.0009105449316028954,7.551355180429766e-11,0.023131648966905165,0.0006091265993511892,0.011464068088005734,2.154521328332846e-08,7.077718247871185e-08,9.172607018330837e-06,0.0002533385817782774,0.0006879549341652871,1.3483406179898207e-08,0.0038188743766102433,0.0001447740890361829,2.2169390185120285e-05,0.046594458159133656,0.00975496407425217,0.000850589430589919,8.941843993363816e-05,0.0009853723113860127,3.787064773404778e-05,0.005482412061093955,0.003933603880439404,9.081742763644038e-07,1.813305078957873e-11,5.057788998269635e-06,6.953239012242727e-08,0.008010293098987027,7.895587822720175e-08,2.7249518700996426e-12,9.508712547782287e-08,9.443453945501771e-06,7.774295519104068e-09,6.412484154518873e-07,2.1582687643638875e-10,1.1535817711381267e-05,7.658106439209967e-06,0.001545892726470166,5.281094149462807e-10,3.929224043781276e-09,0.0006195030511655706,1.1985803031267152e-08,9.557725439251508e-06,5.983254830961666e-05,2.47745061504621e-11,4.353172063707445e-05,1.3256981358547795e-06,0.0008440914919789649,1.0131734003423087e-05,3.0258235390180725e-12,1.0228834881830662e-12,2.0252071120985774e-11,1.7159878999726804e-13,1.3776297455309949e-09,1.7335242911138886e-09,2.5746212627278262e-08,0.00036358523515434845,0.0001079568628809148,1.9412993231222765e-06,0.0011988606089530184
5.068028551902695e-05,0.887316596098631,0.0008218853587968618,0.00027863333342351045,0.0003654897323930289,0.02364219048144698,0.0,0.0,0.004550957995616861,0.0005837143863541442,0.06468282978091804,0.0027017877137287555,0.0005941356376454124,2.2240338511971934e-11,1.2091022188587168e-08,1.1445727065889146e-06,0.00039121622705689396,0.015976569131534335,1.1024516936294475e-05,2.5702198525187598e-09,5.788432464350067e-08,3.211924422908192e-11,9.975108745679259e-08,4.7913515349127595e-06,2.42180153577722e-07,9.296172356496671e-06,8.625481858296259e-10,1.560657849062988e-06,2.5781225315297226e-06,8.041063976560414e-09,1.013857660587865e-06,3.2452476876274153e-10,6.760944037931943e-10,5.466627642064178e-07,3.76,0.0,0.11923203834257595,0.9154358714477343,0.043275346712170315,0.0019428145975061055,0.6582585171224858,0.769452665810231,0.0009096076100935367,7.537397266387836e-11,0.023455598008941626,0.000607843989440245,0.011575135969070187,2.1472218774952573e-08,7.146401785873622e-08,9.165558882034713e-06,0.0002534568039119782,0.0006936430812903702,1.3575539375070795e-08,0.003849423911185962,0.00014535913991504693,2.218974271868152e-05,0.047049654012501746,0.00981470142517018,0.0008556954915476966,8.99583329276983e-05,0.0009898788568381942,3.8030748125010096e-05,0.005506200373386017,0.00397516514280155,9.111590171998522e-07,1.8192609757967536e-11,5.101229871948756e-06,7.012821521115691e-08,0.008109443717139482,7.916398006156381e-08,2.733898642219417e-12,9.549122779063988e-08,9.510562842707727e-06,7.776753814033622e-09,6.432201404758365e-07,2.1742993743996408e-10,1.1597784381506276e-05,7.759270213322336e-06,0.0015636918351321662,5.343985193636923e-10,3.921660347548859e-09,0.0006316018152049888,1.2059259347482328e-08,9.707351241163594e-06,6.037143278575155e-05,2.496550869549787e-11,4.40581535528169e-05,1.3347213069634152e-06,0.0008547020036043373,1.0283632055606998e-05,3.0410098499207107e-12,1.0280055077962904e-12,2.0677552557406182e-11,1.7540698311297243e-13,1.377134847388869e-09,1.7584072003317057e-09,2.6145473058274344e-08,0.0003664595097077596,0.00011028451568120808,1.9820430860419384e-06,0.0011963956979722746
5.0832228193782084e-05,0.8875445674392982,0.0008259875285619661,0.0002800580488007881,0.0003679123958429975,0.023896485359473182,0.0,0.0,0.004550298022436338,0.0005868056763271907,0.06550783174014599,0.00273411414347268,0.0005976516055296555,2.2680893883234776e-11,1.2255984203609714e-08,1.1516813841569636e-06,0.00039377443211881767,0.016079432217835896,1.121422178559299e-05,2.5971144591260625e-09,5.962728692349133e-08,3.2840538074250394e-11,1.0072935358849307e-07,4.8847751158216015e-06,2.436842014548664e-07,9.479129097174826e-06,8.860418178273537e-10,1.5940941403295926e-06,2.623057892266663e-06,8.178234851103118e-09,1.0212910934593342e-06,3.2878984836205884e-10,6.897544353250259e-10,5.569695928885341e-07,3.76,0.0,0.11838638618174911,0.9144878933197496,0.04381714887504104,0.0019615056530774967,0.6578779528533014,0.7702976234379145,0.0009086656902424408,7.52330638365268e-11,0.02378218973077387,0.0006065300001223098,0.011686914095870938,2.1398140061493132e-08,7.215528138300708e-08,9.158106003171272e-06,0.000253549292896348,0.0006993046441567747,1.3667714637593123e-08,0.003879996108680289,0.00014593707652158232,2.220931794839014e-05,0.047505700939093315,0.009874305347295319,0.0008607513975446661,9.049308708435934e-05,0.0009943048349804675,3.8189025233273156e-05,0.005529749378994314,0.0040166080493678445,9.140550045001709e-07,1.8250396771254774e-11,5.144619662409315e-06,7.072332342572753e-08,0.008208975137309641,7.93669831563829e-08,2.7425791471361684e-12,9.588772022689328e-08,9.577540803466159e-06,7.778555791440519e-09,6.451539530345752e-07,2.1901963620508421e-10,1.1659355466784706e-05,7.860677448740779e-06,0.0015815398332790552,5.406840802992842e-10,3.913911404904539e-09,0.0006438243609530401,1.2132552135707314e-08,9.857999790497144e-06,6.0909640640049835e-05,2.515554850150193e-11,4.4586959926015097e-05,1.3436932825291279e-06,0.0008653681379526493,1.0436294329712505e-05,3.056004273838133e-12,1.033062659328522e-12,2.110911253287296e-11,1.7926778548140394e-13,1.3765823899878786e-09,1.7833976717616617e-09,2.6547462053568757e-08,0.00036930995134529406,0.00011265241760031166,2.023447776597136e-06,0.0011938818276318107
5.098417086853722e-05,0.8877725028388984,0.0008300686286065382,0.00028146886605846057,0.0003703140393057443,0.0241520797121401,0.0,0.0,0.004549306906870404,0.0005898180218594027,0.06633778804550956,0.002766601177486069,0.0006011331540751497,2.3126320825922523e-11,1.242169160926391e-08,1.1587407525172445e-06,0.00039632735680096424,0.01618159461182168,1.1405737327786634e-05,2.624165846460362e-09,6.141482775937226e-08,3.357404336115879e-11,1.0170940978735148e-07,4.9792263626721234e-06,2.451667608598906e-07,9.664783226883319e-06,9.099946356792921e-10,1.6280368327607592e-06,2.6684327162646265e-06,8.316705035575885e-09,1.0286501172304347e-06,3.3306366409423436e-10,7.035874311506092e-10,5.673858687224326e-07,3.76,0.0,0.11754579668477687,0.913535349200334,0.04436183063371426,0.001980238874084941,0.6574877774375585,0.7711393043533551,0.0009077192334533178,7.509084757364415e-11,0.024111408304073545,0.0006051853415077267,0.011799395612704659,2.1323008543028148e-08,7.285093092215e-08,9.150256911894425e-06,0.00025361632070496293,0.0007049387821527422,1.3759924831806204e-08,0.0039105885362536955,0.00014650791115305078,2.222812962213639e-05,0.04796256109611222,0.009933771181158868,0.0008657567231405434,9.102265797594384e-05,0.0009986500118586415,3.8345480339387257e-05,0.005553060444376137,0.0040579244291256535,9.168623275874902e-07,1.8306413635086433e-11,5.187953521634858e-06,7.131764845338636e-08,0.0083088762834324,7.956491443715396e-08,2.7509936576951706e-12,9.627658886264997e-08,9.644379326789932e-06,7.779709795077643e-09,6.470501290892719e-07,2.2059573144818966e-10,1.1720529615085672e-05,7.962313629801257e-06,0.0015994336588206284,5.469650031809982e-10,3.905981768445695e-09,0.0006561694452471117,1.2205675660584842e-08,1.0009657811963187e-05,6.144710270239667e-05,2.5344597133241976e-11,4.511808393938223e-05,1.3526131481788404e-06,0.0008760889606784115,1.0589691336810735e-05,3.0708059918266502e-12,1.0380546605448333e-12,2.154676848966561e-11,1.831811478270085e-13,1.3759734909608104e-09,1.8084923614376591e-09,2.6952150609734725e-08,0.0003721361691667618,0.00011506097324960851,2.065518609204043e-06,0.0011913203912492915
5.1136113543292356e-05,0.8880003975722952,0.0008341286701629975,0.0002828657257547462,0.0003726944314160671,0.02440896093395338,0.0,0.0,0.004547989593016073,0.0005927510499415952,0.06717264720724297,0.002799246615630306,0.0006045799305899788,2.3576614027545946e-11,1.2588128804954426e-08,1.1657503575008645e-06,0.00039887491797081835,0.016283041532603407,1.1599049935595948e-05,2.65137192910548e-09,6.324779264703739e-08,3.431988298824882e-11,1.026911902535926e-07,5.074700486633003e-06,2.466277215992956e-07,9.853153439414825e-06,9.344108459687367e-10,1.6624892035317237e-06,2.7142457748845756e-06,8.456469092357042e-09,1.0359336368744988e-06,3.3734558136665637e-10,7.175935064049873e-10,5.779111015805576e-07,3.76,0.0,0.11671025614622911,0.9125783012567189,0.04490934916274626,0.00199901303019008,0.6570880931529169,0.771977734441455,0.0009067683014942131,7.494734612294783e-11,0.024443237477500938,0.000603810722149576,0.011912573540589066,2.1246855878259404e-08,7.355092356881451e-08,9.142020144393562e-06,0.00025365816618017897,0.0007105446722244579,1.3852162870997565e-08,0.003941198776807989,0.00014707165777853642,2.2246191475602467e-05,0.04842019690122499,0.009993094321920455,0.0008707110668145249,9.154700360752626e-05,0.0010029141892742013,3.850011532471327e-05,0.005576134998136918,0.004099106238742975,9.195811092157286e-07,1.8360662771058162e-11,5.231226664556836e-06,7.191112486215738e-08,0.008409136072252426,7.975780077255114e-08,2.7591425350212185e-12,9.665782537063529e-08,9.711070425735712e-06,7.780224291540794e-09,6.489089499896785e-07,2.2215799855921486e-10,1.178130557106277e-05,8.064164339816969e-06,0.0016173702431046969,5.532401529931715e-10,3.897875936828401e-09,0.0006686357812320829,1.2278624253533968e-08,1.0162311888520012e-05,6.198375061807886e-05,2.553262675352191e-11,4.5651469235204736e-05,1.3614800186921957e-06,0.0008868635267836341,1.0743793299094103e-05,3.0854143471042317e-12,1.0429813264435586e-12,2.1990537869077152e-11,1.871470254606208e-13,1.3753092837764145e-09,1.833687928305823e-09,2.7359511210299882e-08,0.000374937790766297,0.00011751058401528708,2.1082607113439954e-06,0.001188712772825096
