Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179)
5.5386234395655955e-05,0.6942235261626859,9.274890157250819e-07,4.826897282125872e-07,9.013979405593094e-08,3.222522503154976e-05,0.0,0.0,2.011573513734347e-05,1.1111861011293872e-07,3.4463932612642406e-06,1.3400355952426435e-07,2.5848742791683794e-08,4.443305266631985e-20,2.330221343461289e-14,1.935208163610194e-09,1.228336814862456e-07,0.00015984354620504157,3.764888585752198e-18,2.9675615499953265e-14,9.578312914888943e-16,6.971794326793828e-18,4.089957936420556e-11,1.4703639506426976e-12,2.3990432446127626e-12,1.0406412364059641e-14,1.5941767384960153e-19,5.124710269354443e-13,9.399770370735826e-13,1.1462396943397413e-15,8.492150157969066e-12,6.335529042988989e-18,8.157491932074008e-18,2.776375900163718e-14,3.76,0.0,0.8348507307099513,0.9994480278159021,2.1346670658349428e-05,5.516778457531606e-07,0.11760304399453687,0.11780892192608637,0.0003628542019233609,2.712492811729678e-12,0.00015182107156386335,2.991093081274113e-05,1.9066887810039966e-05,4.6028466028014405e-09,1.4989461050858422e-11,2.528240774514644e-07,6.036772058501877e-08,1.1259447776622233e-06,1.0671791931174386e-11,4.0129590117165255e-06,2.4849884020787677e-07,6.362775318916203e-07,1.2305207697446312e-05,4.4654515560941456e-05,3.1249988804020596e-08,2.380620909952442e-09,3.882985422976406e-07
5.687108007771356e-05,0.6945751208483757,9.620644953584488e-07,4.954823231483367e-07,9.34126226074214e-08,3.4290012924149556e-05,0.0,0.0,2.1129240116868765e-05,1.1861499781767769e-07,3.7677686193746625e-06,1.4499139424703385e-07,2.7526171504453406e-08,5.027710114513652e-20,2.5418370896901213e-14,2.0350817758655383e-09,1.3057664599188752e-07,0.00016851242392863075,4.335414491274662e-18,3.204352630690965e-14,1.1091894871181348e-15,7.724978331754591e-18,4.301302007068969e-11,1.6605588812493714e-12,2.5967150835881428e-12,1.230200929909929e-14,1.8828863623295709e-19,5.886253983009485e-13,1.0875665060738667e-12,1.2952425336294676e-15,9.387367005517341e-12,7.190270143357737e-18,9.251786863914062e-18,3.2247542228063445e-14,3.76,0.0,0.8318977906413212,0.999437803682222,2.2688123884302353e-05,5.999001040418499e-07,0.1205414434959599,0.12075855241910055,0.00036285047357604417,2.7788309071029885e-12,0.00015983590736603988,3.098864914176869e-05,2.0084055469388488e-05,4.76625005797513e-09,1.5792320313565122e-11,2.619410981410469e-07,6.272238165737386e-08,1.2456215812239083e-06,1.0975735507326042e-11,4.22672395847987e-06,2.6283884525665134e-07,6.593429348850377e-07,1.3349357506810457e-05,4.7631843570051816e-05,3.320614931055448e-08,2.529995608238058e-09,4.130763413103982e-07
5.835592575977117e-05,0.6949254913787303,9.968719327346787e-07,5.081950710436642e-07,9.67142906306411e-08,3.642586854056985e-05,0.0,0.0,2.2171400898811166e-05,1.2648193821633269e-07,4.1092344624875795e-06,1.5653159642328577e-07,2.9261018623866188e-08,5.668346136888337e-20,2.7655479092197978e-14,2.136883161161811e-09,1.3860101436319567e-07,0.00017740777015195065,4.972651773469382e-18,3.452953364233273e-14,1.279674652131978e-15,8.534062202492176e-18,4.516746207238554e-11,1.8697595128850255e-12,2.806817072575956e-12,1.447605365350021e-14,2.214782379335699e-19,6.736984519723086e-13,1.2539941080674292e-12,1.4592516755155181e-15,1.0352830427762473e-11,8.133846391390694e-18,1.0458929134393113e-17,3.731196825104369e-14,3.76,0.0,0.8289551586425613,0.999427306556787,2.40750944491718e-05,6.510337363703193e-07,0.12346913926601107,0.12369777852931575,0.00036284664619346153,2.8448580930505093e-12,0.00016804487649658468,3.206562038088384e-05,2.1126648705061084e-05,4.929377638636627e-09,1.661533009605505e-11,2.7105204449134236e-07,6.509177262286902e-08,1.3738302170512632e-06,1.1280581063234571e-11,4.445826422135055e-06,2.776305377083735e-07,6.823959949880132e-07,1.4449737532210561e-05,5.071461235515546e-05,3.5225236969187164e-08,2.6841860279866167e-09,4.386479321984533e-07
5.9840771441828776e-05,0.6952746421989662,1.0319002137952058e-06,5.208291901334101e-07,1.0004465272152928e-07,3.863298453496104e-05,0.0,0.0,2.3242043733962075e-05,1.3473123090624233e-07,4.471441436327666e-06,1.6863419235391565e-07,3.105346360032322e-08,6.368645303807645e-20,3.0016257334385604e-14,2.2405772271989063e-09,1.4690874032489962e-07,0.00018652926252556406,5.682170113343239e-18,3.713605417313359e-14,1.471136733811182e-15,9.401371086678715e-18,4.736216971677087e-11,2.0993220767691685e-12,3.029901036262332e-12,1.695996439638063e-14,2.5949993612428954e-19,7.684614649437229e-13,1.441118409337965e-12,1.6393360780308092e-15,1.1392087840271662e-11,9.172807665663341e-18,1.1787163189410304e-17,4.3014157388327024e-14,3.76,0.0,0.8260227985704132,0.9994165367222712,2.5507838064703485e-05,7.051758252275055e-07,0.12638616764955463,0.126626636594126,0.0003628427198791446,2.9105759594513043e-12,0.00017644713451603065,3.314115803010713e-05,2.2194592604399835e-05,5.092124938247714e-09,1.7458431038794395e-11,2.801511073806871e-07,6.747508778532257e-08,1.510849115214762e-06,1.1586326445687136e-11,4.670251125638726e-06,2.9287475956608367e-07,7.054219079906758e-07,1.560762972004296e-05,5.39027032317008e-05,3.730727898216653e-08,2.8431940684960542e-09,4.650117953149958e-07
6.132561712388638e-05,0.6956225777355276,1.0671392024433587e-06,5.333861996438826e-07,1.0340364995523675e-07,4.0911531014873615e-05,0.0,0.0,2.4340956962535664e-05,1.433746336550728e-07,4.855041289072766e-06,1.813090082323162e-07,3.290368893533427e-08,7.132127259427215e-20,3.2503392464701685e-14,2.346131031334693e-09,1.5550168294956427e-07,0.00019587656877121073,6.4698252152360944e-18,3.9865473854097574e-14,1.685553669721935e-15,1.032926448392614e-17,4.959645244026025e-11,2.3506618478327786e-12,3.266530738679834e-12,1.9787665184753948e-14,3.0291290478070174e-19,8.737290632085294e-13,1.6509269474798953e-12,1.8366084711379184e-15,1.2508742726103539e-11,1.0313995564114366e-17,1.3245101064317532e-17,4.941509613843469e-14,3.76,0.0,0.823100674432575,0.999405494501611,2.6986607836563504e-05,7.624236891827903e-07,0.129292564865588,0.12954516282360723,0.0003628386947515745,2.9759860883486234e-12,0.000185041843649226,3.4214630191157276e-05,2.328781238093495e-05,5.254396143441784e-09,1.8321563882129014e-11,2.8923293972362276e-07,6.987157030231906e-08,1.6569494928890798e-06,1.1892969477505772e-11,4.899982748343306e-06,3.085722432723331e-07,7.284070412073927e-07,1.6824300472947827e-05,5.7195932185490674e-05,3.9452309067426884e-08,3.0070221119261946e-09,4.921664709801307e-07
6.281046280594398e-05,0.69596930239653,1.1025797061721403e-06,5.458678932785907e-07,1.0679130634157213e-07,4.32616578466595e-05,0.0,0.0,2.5467893149170286e-05,1.524238453544497e-07,5.260686932795406e-06,1.9456568266619616e-07,3.48118829351796e-08,7.962403064388144e-20,3.511954572564288e-14,2.4535138174925717e-09,1.643816172383314e-07,0.00020544934744765817,7.341765389402796e-18,4.27201481824702e-14,1.9250370429571918e-15,1.1320138522939153e-17,5.186966567727356e-11,2.6252543018021378e-12,3.5172814821653157e-12,2.299570387059875e-14,3.5232483063228845e-19,9.903603640702302e-13,1.8855412800138107e-12,2.0522258329820214e-15,1.3706450081401655e-11,1.1564549555129218e-17,1.4841731336048957e-17,5.657978212312035e-14,3.76,0.0,0.8201887503835557,0.9993941802547828,2.8511655517585747e-05,8.228748488856638e-07,0.13218836700665726,0.13245339330103684,0.0003628345709378459,3.0410900486388496e-12,0.00019382817289050706,3.5285458365150975e-05,2.4406233375122856e-05,5.4161038273799855e-09,1.9204669466869726e-11,2.9829264632628304e-07,7.228050950226154e-08,1.8123951287544602e-06,1.2200507956106384e-11,5.1350059218815705e-06,3.247236280142608e-07,7.513389083901833e-07,1.8101001363833625e-05,6.059405518710779e-05,4.166037059465436e-08,3.1756732628357332e-09,5.201106046876813e-07
6.429530848800158e-05,0.6963148205721877,1.1382134384463703e-06,5.582763169724729e-07,1.1020772525209037e-07,4.5683496854824796e-05,0.0,0.0,2.662257126737247e-05,1.6189048961781032e-07,5.6890325334452245e-06,2.0841367917984715e-07,3.677824219510124e-08,8.863181000793225e-20,3.786736178474258e-14,2.5626970039667973e-09,1.735502440466556e-07,0.0002152472487163348,8.304439016113624e-18,4.5702402450443124e-14,2.1918378698423593e-15,1.2376430309042209e-17,5.418121072634938e-11,2.924636320527983e-12,3.782739730281617e-12,2.6623374539860977e-14,4.0839479985464454e-19,1.1192601288934302e-12,2.1472220765624567e-12,2.2873898934511216e-15,1.498891221171527e-11,1.2931913547585543e-17,1.6586428620812774e-17,6.457737100561076e-14,3.76,0.0,0.8172869907207525,0.9993825943755296,3.0083232698618756e-05,8.866269972304014e-07,0.13507361003829915,0.13535136398340003,0.0003628303485816708,3.105889398572401e-12,0.00020280529810875382,3.635311604412771e-05,2.5549781055082676e-05,5.57716871150072e-09,2.0107688734875695e-11,3.0732577199372227e-07,7.470123841121159e-08,1.9774422041458562e-06,1.2508939652501014e-11,5.3753052271672835e-06,3.413294746211801e-07,7.742061401490448e-07,1.943896988151308e-05,6.409677337835725e-05,4.393151935734172e-08,3.349151563092781e-09,5.488429876716163e-07
6.578015417005918e-05,0.6966591366352235,1.1740329787813177e-06,5.706137403561838e-07,1.1365308535440381e-07,4.8177163911606954e-05,0.0,0.0,2.7804678917657265e-05,1.7178609904503456e-07,6.140733626971468e-06,2.2286229880564596e-07,3.8802973880549526e-08,9.838262639111745e-20,4.074947335024739e-14,2.673654214062355e-09,1.8300919928157255e-07,0.00022526991511533393,9.36460156280921e-18,4.881453199619938e-14,2.4883525079516054e-15,1.3500619286100134e-17,5.653053516329823e-11,3.250407450800614e-12,4.06350269012975e-12,3.071284227666175e-14,4.718363091942967e-19,1.2613799220458601e-12,2.4383742565299e-12,2.5433476608489033e-15,1.6359874316197848e-11,1.4423842424420275e-17,1.84889636253226e-17,7.348132555900793e-14,3.76,0.0,0.814395359880756,0.9993707372880901,3.170159193216374e-05,9.537779733765071e-07,0.13794832979850033,0.13823911070188324,0.0003628260278394671,3.1703856902322326e-12,0.00021197240215248197,3.74171271127011e-05,2.6718381017333506e-05,5.7375193968848036e-09,2.1030562729638326e-11,3.1632828803098543e-07,7.713313148583549e-08,2.1523392071100145e-06,1.2818262310628112e-11,5.620865192448975e-06,3.583902787865162e-07,7.969984502686785e-07,2.08394302138704e-05,6.770373811126398e-05,4.626582610289705e-08,3.527462188469565e-09,5.783625937378501e-07
6.726499985211678e-05,0.6970022549412622,1.2100317301589684e-06,5.828826400124695e-07,1.171276368931829e-07,5.074276091253651e-05,0.0,0.0,2.9013874564320487e-05,1.8212210018007273e-07,6.616447258184475e-06,2.3792069237406963e-07,4.088629771386432e-08,1.0891542351259867e-19,4.376851088211467e-14,2.7863611902922045e-09,1.9276006240800754e-07,0.00023551698231286033,1.0529323610483298e-17,5.205880245384982e-14,2.817128703698397e-15,1.4695232374468295e-17,5.891713114604881e-11,3.604231215903034e-12,4.360177865280518e-12,3.5309270288110085e-14,5.434203790122228e-19,1.4177192887566866e-12,2.761552173741603e-12,2.8213919524843383e-15,1.7823119989285983e-11,1.6048409165535455e-17,2.0559513812516847e-17,8.336956711607403e-14,3.76,0.0,0.8115138224358767,0.9993586094439402,3.3366987791851785e-05,1.0244257403250147e-06,0.14081256199720438,0.14111666916235502,0.00036282160887061407,3.234580461927953e-12,0.000221328674953531,3.8477064093869844e-05,2.7911958987536206e-05,5.8970920758377336e-09,2.1973232596868357e-11,3.252965774199766e-07,7.957560249565492e-08,2.3373268949614866e-06,1.3128473646935401e-11,5.871670292344168e-06,3.7590648296070427e-07,8.197065985829538e-07,2.230359403676453e-05,7.141455582275996e-05,4.866337851734308e-08,3.7106116030693967e-09,6.086686107938591e-07
6.874984553417438e-05,0.6973441798292055,1.246203875592114e-06,5.950856631268341e-07,1.2063169704470452e-07,5.3380377637221136e-05,0.0,0.0,3.024978977655544e-05,1.9290979918691996e-07,7.116832140658114e-06,2.5359787297795306e-07,4.3028447807424396e-08,1.2027025200638115e-19,4.692710500947709e-14,2.900795881615632e-09,2.028043641345004e-07,0.00024598807987673944,1.1805998007431473e-17,5.543745000001274e-14,3.180871743157248e-15,1.596284376688478e-17,6.13405374931854e-11,3.987836488797012e-12,4.673382655250242e-12,4.046095050252459e-14,6.239788411403622e-19,1.5893269343838892e-12,3.1194648504642342e-12,3.122861961247851e-15,1.9382467280115965e-11,1.7814012292588733e-17,2.2808674580513198e-17,9.432462952878239e-14,3.76,0.0,0.8086423430909104,0.9993462113185413,3.507967785863068e-05,1.098668365717202e-06,0.14366634221582575,0.14398407494583634,0.00036281709184802135,3.2984752404452618e-12,0.0002308733136307416,3.953254624257469e-05,2.9130440821240046e-05,6.055830220661822e-09,2.2935639585086622e-11,3.342274187111199e-07,8.202810259455458e-08,2.5326383109760386e-06,1.3439571350355921e-11,6.1277049477822985e-06,3.938784863936339e-07,8.423223506149978e-07,2.3832661342647022e-05,7.522879272953842e-05,5.112428335415948e-08,3.898607717599756e-09,6.397604697817346e-07
7.023469121623198e-05,0.6976849156215889,1.2825443317515444e-06,6.072256289414214e-07,1.2416564673964123e-07,5.609009349100633e-05,0.0,0.0,3.151203146041758e-05,2.0416036827335864e-07,7.642548832955429e-06,2.699027275565784e-07,4.522967406662233e-08,1.3248813476585935e-19,5.022790276413665e-14,3.0169381816899704e-09,2.1314359347566022e-07,0.000256682831981336,1.3202350553807175e-17,5.895268159947235e-14,3.582450773307149e-15,1.7306086433284467e-17,6.380033384819033e-11,4.403018917214128e-12,5.00374392354642e-12,4.621943644328221e-14,7.144076538492613e-19,1.7773019435692782e-12,3.514981261364954e-12,3.449143830773937e-15,2.1041764674769883e-11,1.972938345392843e-17,2.524747103551667e-17,1.0643381591262981e-13,3.76,0.0,0.8057808866801063,0.9993335434081468,3.6839923647676346e-05,1.1766040055709516e-06,0.14650970590685553,0.1468413635089603,0.00036281247695588577,3.3620715487568466e-12,0.0002406055225908304,4.058323754426723e-05,3.0373752504640162e-05,6.213684255899688e-09,2.3917725046222715e-11,3.431179690992254e-07,8.44901184550857e-08,2.738498850079316e-06,1.375155308255796e-11,6.388953526770823e-06,4.1230665449097106e-07,8.648384349633348e-07,2.5427821226362035e-05,7.914597933119055e-05,5.3648667531007386e-08,4.0914599856480775e-09,6.71637866412141e-07
7.171953689828958e-05,0.6980244666249158,1.3190487049087878e-06,6.193054604341352e-07,1.2772992443312387e-07,5.8871979132469804e-05,0.0,0.0,3.280018406937741e-05,2.1588483288528848e-07,8.194259932126599e-06,2.868440294054389e-07,4.74902437323132e-08,1.4561117279948757e-19,5.367355189718603e-14,3.134770297211996e-09,2.2377920380914435e-07,0.0002676008581873558,1.472644370338104e-17,6.260667524774207e-14,4.024905163038515e-15,1.8727638099698437e-17,6.629614844796252e-11,4.851642422756423e-12,5.351897529046497e-12,5.2639680498114036e-14,8.156705092956342e-19,1.9827949694278504e-12,3.9511356711589864e-12,3.80167127027791e-15,2.280488676316263e-11,2.1803595033876662e-17,2.788737026670981e-17,1.197893581668239e-13,3.76,0.0,0.8029294181644004,0.9993206062266741,3.8647991448973434e-05,1.2583308905801194e-06,0.149342688393408,0.14968857018442164,0.0003628077643752515,3.425370895376394e-12,0.0002505245136306926,4.162884457590977e-05,3.1641820155338796e-05,6.370611213868597e-09,2.4919430436217855e-11,3.519657463529642e-07,8.696117065289869e-08,2.9551263693395795e-06,1.4064416478326149e-11,6.655400345915793e-06,4.311913253528056e-07,8.87248497975625e-07,2.709025276294014e-05,8.316561470941439e-05,5.623668019363636e-08,4.28917954942294e-09,7.043007847387498e-07
7.320438258034718e-05,0.6983628371299825,1.3557132401046236e-06,6.313282551505922e-07,1.313250257877736e-07,6.172609797648856e-05,0.0,0.0,3.4113811781847455e-05,2.2809405970586536e-07,8.772630274802999e-06,3.0443044794954586e-07,4.981044197419946e-08,1.5968245992612811e-19,5.72667492435108e-14,3.254275847795144e-09,2.347126186849231e-07,0.00027874177402038164,1.6386695203299088e-17,6.64015802141386e-14,4.5114511560287915e-15,2.023025831397775e-17,6.88276396420449e-11,5.335640732472833e-12,5.718487915890842e-12,5.978017146193691e-14,9.288022647275887e-19,2.207009534928166e-12,4.43113302289064e-12,4.181926118990118e-15,2.467573075608467e-11,2.404606935358624e-17,3.0740294326231784e-17,1.344885798159157e-13,3.76,0.0,0.8000879026287822,0.9993074003026374,4.050415313412798e-05,1.3439473147871853e-06,0.15216532486900958,0.15252573018141788,0.0003628029542973072,3.488374775538183e-12,0.00026062950603168976,4.2669114375489075e-05,3.29345700231257e-05,6.526574394043026e-09,2.5940697315640478e-11,3.607686107745122e-07,8.944081189254944e-08,3.1827313369918987e-06,1.4378159146288383e-11,6.927029672591281e-06,4.5053281780910085e-07,9.095470579790264e-07,2.882112569688403e-05,8.72871706181477e-05,5.888849197047622e-08,4.491779208476341e-09,7.377495052618051e-07
7.454074369419903e-05,0.698666364792423,1.3888456412217801e-06,6.421025816843096e-07,1.3458741959885073e-07,6.435661201554204e-05,0.0,0.0,3.531748308199533e-05,2.395056799878207e-07,9.316508698394903e-06,3.208168910871746e-07,5.194985415022311e-08,1.7319424589431661e-19,6.062899321994477e-14,3.3632504126858157e-09,2.448084709820827e-07,0.00028895884853450386,1.8004576763782148e-17,6.993922726747327e-14,4.98984678065375e-15,2.165423222865191e-17,7.113625159717879e-11,5.803140429534014e-12,6.064721935775509e-12,6.687372988493895e-14,1.041684761825452e-18,2.4258478113057973e-12,4.90340707392742e-12,4.549126492259381e-15,2.6454829079229323e-11,2.6216235642006877e-17,3.350029270137503e-17,1.4895139653863192e-13,3.76,0.0,0.7975390196855469,0.9992952856423213,4.2216048686642856e-05,1.4244089360507306e-06,0.154696880840339,0.15507061326985208,0.00036279854203415476,3.5448268801927638e-12,0.0002698823912045485,4.360061560250905e-05,3.411908735233033e-05,6.666091653496932e-09,2.6876514365190268e-11,3.6865128073251705e-07,9.167948781578293e-08,3.3971296662593105e-06,1.466127732835226e-11,7.175914069977251e-06,4.6833099269206955e-07,9.295165611727785e-07,3.0438388757465807e-05,9.108325745487476e-05,6.132983234402745e-08,4.678303491927281e-09,7.685257034271805e-07
7.587710480805087e-05,0.6989689428208086,1.4221032892717289e-06,6.528355472720315e-07,1.378756469881421e-07,6.704572041315888e-05,0.0,0.0,3.654107958833411e-05,2.5132629764625435e-07,9.883009886718932e-06,3.377390261957446e-07,5.4138047807780524e-08,1.8754321267610569e-19,6.411492994029609e-14,3.4735602523149566e-09,2.551476819663646e-07,0.0002993558652302055,1.974649233395681e-17,7.359425715391118e-14,5.509317692565534e-15,2.314823323480432e-17,7.347334080179149e-11,6.302429304068656e-12,6.426899369832963e-12,7.464896688005786e-14,1.1659431650879304e-18,2.6618235076031926e-12,5.41652062979532e-12,4.9411753567882755e-15,2.832721976851437e-11,2.8537994224135444e-17,3.645223705318204e-17,1.646641476005379e-13,3.76,0.0,0.794998145190694,0.9992829541378045,4.39673330425322e-05,1.5081724730949422e-06,0.15722011041691925,0.1576074124629127,0.00036279405110180334,3.601041945028231e-12,0.00027928475284765236,4.452748756344955e-05,3.532348407132772e-05,6.804784618040117e-09,2.782808651680218e-11,3.764949827889461e-07,9.392449996308751e-08,3.6207277900588554e-06,1.4945103985176596e-11,7.428971984924216e-06,4.864996503005095e-07,9.493891061819998e-07,3.2112871492228196e-05,9.496103729057156e-05,6.382316678488316e-08,4.868804484365799e-09,7.999395460683759e-07
7.721346592190272e-05,0.6992705743116086,1.4554845927094537e-06,6.635295740330219e-07,1.411901660971171e-07,6.979345961346709e-05,0.0,0.0,3.778424982967427e-05,2.635634622243318e-07,1.04726240360886e-05,3.552030027680179e-07,5.637527160729767e-08,2.0276331599977287e-19,6.77265630582412e-14,3.585197140332838e-09,2.657312440149395e-07,0.0003099325382432472,2.1619340155849135e-17,7.736817794722431e-14,6.072602646270886e-15,2.4714392641555555e-17,7.583873646414403e-11,6.8350686761198934e-12,6.805506110545961e-12,8.315645033651589e-14,1.3024954457435485e-18,2.9159287776374446e-12,5.973186527890722e-12,5.359255527272475e-15,3.029577664589183e-11,3.101897361484972e-17,3.960581799934726e-17,1.8170902905760897e-13,3.76,0.0,0.7924652539401512,0.9992704061930849,4.5758218620695757e-05,1.5953096806036164e-06,0.15973503898431216,0.16013615317322463,0.00036278948164761684,3.657021042065277e-12,0.0002888360377538809,4.54496207833534e-05,3.654770669399161e-05,6.9426380926763796e-09,2.879537138799301e-11,3.8429879159346535e-07,9.617558346651577e-08,3.853664595545961e-06,1.5229637323035945e-11,7.686191858317194e-06,5.050389963024749e-07,9.6916231411899e-07,3.384541058415445e-05,9.892008311231645e-05,6.636866826953167e-08,5.063295223812458e-09,8.31991903854038e-07
7.854982703575457e-05,0.6995712623516762,1.4889882685816339e-06,6.741871118614117e-07,1.4453146210146766e-07,7.259986438550511e-05,0.0,0.0,3.904663415183088e-05,2.762245941471213e-07,1.1085843363429673e-05,3.7321492759441106e-07,5.866178736293834e-08,2.1888934496457655e-19,7.146594168150778e-14,3.6981547257764897e-09,2.7656013931693915e-07,0.00032068858064982484,2.3630274255215812e-17,8.126247945896902e-14,6.6825734721479825e-15,2.63549010312938e-17,7.823230733673e-11,7.402669884994601e-12,7.201032640277971e-12,9.244943815494848e-14,1.452316523612278e-18,3.1891936675946088e-12,6.576243352632434e-12,5.804583060973687e-15,3.2363379886802845e-11,3.3667052933233394e-17,4.2971059498956345e-17,2.0017200288620268e-13,3.76,0.0,0.789940320805985,0.9992576422146845,4.7588923089687274e-05,1.68589233671186e-06,0.16224169184246404,0.16265686073344016,0.00036278483382057384,3.712765239525168e-12,0.00029853569786062573,4.636692672011678e-05,3.779170182291321e-05,7.079640097558653e-09,2.977832666649871e-11,3.920619590651465e-07,9.843249104679447e-08,4.096074672700408e-06,1.5514875533772385e-11,7.94756210717888e-06,5.239492309539513e-07,9.888342582923845e-07,3.563683851872769e-05,0.00010295995885844459,6.896652792156006e-08,5.2617900809423835e-09,8.646838606185475e-07
7.988618814960642e-05,0.6998710100183763,1.522613315766058e-06,6.848105541725247e-07,1.4790003899835327e-07,7.546496841296555e-05,0.0,0.0,4.032786584265926e-05,2.893169799776537e-07,1.17231622459235e-05,3.9178087253230776e-07,6.099787087152166e-08,2.3595707967074956e-19,7.533513808179736e-14,3.812427484079712e-09,2.8763534111430004e-07,0.0003316237049166232,2.5786705468659047e-17,8.527863337620753e-14,7.34223921443671e-15,2.807199523433847e-17,8.065393939013033e-11,8.006895395558154e-12,7.613973741700275e-12,1.0258397248174295e-13,1.616440744706123e-18,3.4826868697160468e-12,7.228658771833598e-12,6.278407605569295e-15,3.4532914099930505e-11,3.649036799505426e-17,4.6558327885047825e-17,2.2014290218811473e-13,3.76,0.0,0.7874233207354947,0.9992446626101114,4.9459669625303166e-05,1.7799922403420521e-06,0.16474009420549618,0.16516956039648023,0.0003627801077665415,3.768275596129158e-12,0.0003083831903062365,4.727933634858481e-05,3.905541614988332e-05,7.215781645636756e-09,3.077691011065562e-11,3.9978390243251034e-07,1.0069499244132848e-07,4.348088474756749e-06,1.5800816795569226e-11,8.21307112718242e-06,5.432305515704786e-07,1.0084034344403745e-06,3.748798412329407e-05,0.00010708022122089102,7.161695270842155e-08,5.464304736398688e-09,8.980167259688868e-07
8.122254926345827e-05,0.7001698203797065,1.5563589841802585e-06,6.954023112139579e-07,1.5129642090165275e-07,7.838880481171518e-05,0.0,0.0,4.162757221445212e-05,3.0284776823608253e-07,1.2385077361594679e-05,4.1090687921005223e-07,6.338381159653049e-08,2.540026892048269e-19,7.933622298096535e-14,3.928010266849432e-09,2.989578146983675e-07,0.00034273762317023175,2.809630676682574e-17,8.941809339374001e-14,8.054750372249892e-15,2.9867942099267547e-17,8.31035266570786e-11,8.649459909448059e-12,8.044828253819961e-12,1.136189722357156e-13,1.795964045756995e-18,3.797516507474684e-12,7.93353290486872e-12,6.782012698607404e-15,3.6807266802697416e-11,3.94973169237155e-17,5.037834101481516e-17,2.4171553891961813e-13,3.76,0.0,0.7849142287504232,0.9992314677864078,5.1370687118746034e-05,1.8776812091930453e-06,0.16723027120170922,0.16767427733577156,0.00036277530363391204,3.823553165831717e-12,0.00031837797747933207,4.8186798755920614e-05,4.033879645637793e-05,7.351056522793197e-09,3.179107954978704e-11,4.074641923294307e-07,1.0296287362561158e-07,4.609832488730468e-06,1.608745927386035e-11,8.482707295335054e-06,5.628831508990182e-07,1.0278687302823423e-06,3.9399672930678574e-05,0.00011128042130419945,7.432016263311602e-08,5.670855870699105e-09,9.319920275268347e-07
8.242527426592494e-05,0.7004379508370535,1.5868327797079732e-06,7.049098551755231e-07,1.543773902387182e-07,8.107050102511808e-05,0.0,0.0,4.28127917768294e-05,3.1540610580083915e-07,1.3002243207917547e-05,4.2860410922210664e-07,6.557403567651709e-08,2.711107729232136e-19,8.305173230535896e-14,4.033151642994863e-09,3.093602502900507e-07,0.0003528927804027385,3.031247405194604e-17,9.325022121009532e-14,8.743914554322727e-15,3.155365215579228e-17,8.53319917139269e-11,9.262007995207658e-12,8.448328676246142e-12,1.2437146125700224e-13,1.9716593083642773e-18,4.1000541271142135e-12,8.615443488478931e-12,7.261808173218713e-15,3.8946191659896624e-11,4.236773444843665e-17,5.402449867059996e-17,2.625812261500857e-13,3.76,0.0,0.7826627867916861,0.9992194087676897,5.312522850925284e-05,1.968729302977421e-06,0.16946441850913235,0.16992171809429235,0.00036277091327904787,3.873104812227371e-12,0.0003274987828583386,4.899925657543248e-05,4.151060923226593e-05,7.472059850505332e-09,3.271712327415343e-11,4.1434059988373684e-07,1.0500840193785528e-07,4.8538229146282764e-06,1.634603551858537e-11,8.728898939046573e-06,5.808880881580262e-07,1.0452980537938467e-06,4.1172637160306997e-05,0.00011512857384094258,7.67983776894604e-08,5.860217768284177e-09,9.631205076546437e-07
8.36279992683916e-05,0.7007053267782346,1.6174036152472886e-06,7.143955366298878e-07,1.5748173611404444e-07,8.379982145349155e-05,0.0,0.0,4.401239193201315e-05,3.2833023423351203e-07,1.3640101871061482e-05,4.4676422983996525e-07,6.780511801669532e-08,2.890695191683745e-19,8.6877391303104e-14,4.139349292926773e-09,3.199644458578136e-07,0.0003631923176054727,3.266514021693431e-17,9.718442466536177e-14,9.481058492661265e-15,3.330688567129233e-17,8.758300240640757e-11,9.908368732113295e-12,8.867115039417448e-12,1.3595066740788236e-13,2.161660520484639e-18,4.421669526313499e-12,9.34492032846626e-12,7.767777729508024e-15,4.117446525398187e-11,4.540041672813089e-17,5.787648108831367e-17,2.8489784122155716e-13,3.76,0.0,0.7804177121034008,0.9992071760430294,5.491275501710823e-05,2.062795103645588e-06,0.1716919417516449,0.17216273141277716,0.00036276645990516104,3.9224695088874596e-12,0.0003367380813657723,4.980766542636472e-05,4.269826974865752e-05,7.592357201861984e-09,3.365572691238825e-11,4.21182917627267e-07,1.0705799228938645e-07,5.105881173457934e-06,1.6605176899536998e-11,8.978415651396947e-06,5.991940459193118e-07,1.0626423150720159e-06,4.29959054504864e-05,0.00011904077704504101,7.93197244976494e-08,6.052877600118149e-09,9.947721649768075e-07
