Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463)
7.213579720278332e-07,0.8753534527145138,1.1814577338337093e-07,4.8869491340427194e-08,1.5780000987893818e-08,1.6725164910115304e-07,0.0,0.0,5.255044867581822e-06,4.854139215623311e-09,5.0752885174775386e-08,3.8191100995951916e-14,4.198298445334322e-09,1.5930577120169123e-24,7.74644452402408e-18,2.9141494258716408e-18,7.36790451228124e-18,1.612575581330512e-05,3.0658903065972333e-18,8.063221331020934e-11,4.03332225726127e-16,2.674181648501759e-21,1.3593945543588502e-19,1.3663029520680253e-18,6.12578265270923e-14,1.6484671311748046e-21,1.603660313284972e-24,1.9136795017751647e-25,2.77734859993352e-36,4.6761851630782554e-32,2.3930397838224975e-12,6.885180757227808e-29,2.780224366348596e-22,7.867716871755692e-27,3.76,0.0,0.6450754154448164,0.9978267500946514,6.507567759521597e-08,4.072318629746153e-23,0.1461167657737257,0.14669351399538388,0.0021517444351771917,8.894402105025363e-11,1.618033756866262e-05,5.758360270540825e-06,0.000280283497683205,9.608692387512966e-11
7.365736476572377e-07,0.8757818707846997,1.2135634619616108e-07,5.111293077012752e-08,1.637007373710243e-08,1.758816595319699e-07,0.0,0.0,5.347626453684877e-06,4.999302649421141e-09,5.403042128138469e-08,4.155950551151963e-14,4.398185288464161e-09,1.815758042674768e-24,8.57714053307868e-18,3.149066970895114e-18,8.070867619814663e-18,1.6782475945899936e-05,3.4605659880920783e-18,8.603403370818247e-11,4.590881073621048e-16,3.0694719772872322e-21,1.4690300712062623e-19,1.4836400474829161e-18,6.348823445779664e-14,1.9298764386717937e-21,1.8432970399867793e-24,2.201982586111863e-25,3.4039727569377e-36,5.364826449216555e-32,2.498384655797056e-12,7.899236728268923e-29,3.0681278031624766e-22,9.225300930314571e-27,3.76,0.0,0.6422980926823727,0.9978259956558191,6.882261478691862e-08,4.6728651650772545e-23,0.14888171267467212,0.1494823229867767,0.0021517426727861617,9.058346258473584e-11,1.6840501375754775e-05,5.873103115700977e-06,0.00029188442668575635,9.79580519229631e-11
7.517893232866423e-07,0.8762084859761926,1.245739987891214e-07,5.340201877654603e-08,1.6968196866955787e-08,1.8475024361540598e-07,0.0,0.0,5.439543129220659e-06,5.144503445548619e-09,5.744408290966037e-08,4.514639375983957e-14,4.602616889801578e-09,2.063878740608987e-24,9.477473603603089e-18,3.396682865725511e-18,8.823182586218962e-18,1.7451076659205245e-05,3.8951745225953375e-18,9.166153150891439e-11,5.210726579043e-16,3.512239612821443e-21,1.5846234183982092e-19,1.608186371002363e-18,6.574310273273473e-14,2.252439855604436e-21,2.113887949262751e-24,2.5257563535443006e-25,4.153457703245418e-36,6.135869779399017e-32,2.6059627259064323e-12,9.034613651558837e-29,3.377984519219138e-22,1.07787803104322e-26,3.76,0.0,0.639532727226779,0.997825229798836,7.268942852355026e-08,5.346383318758565e-23,0.15163446967979913,0.1522593956524595,0.002151740886503528,9.221407039513992e-11,1.7512684212895814e-05,5.987641039176541e-06,0.00030370612922636387,9.982412240621758e-11
7.822206745454512e-07,0.8770563388067053,1.3102946889758457e-07,5.811571660746813e-08,1.818837724093347e-08,2.0320675744864238e-07,0.0,0.0,5.621401644512777e-06,5.434762948699291e-09,6.469004525676472e-08,5.301280547342257e-14,5.025048799703138e-09,2.645532618324313e-24,1.1503878681650153e-17,3.931393521186936e-18,1.048492998776139e-17,1.882365144304526e-05,4.896190783537452e-18,1.0360793539573566e-10,6.659010641606882e-16,4.558183162258841e-21,1.8343523700369358e-19,1.879987637095371e-18,7.0323443021734e-14,3.04165517683857e-21,2.76161280251122e-24,3.2935984981575103e-25,6.106359729408111e-36,7.956285410299502e-32,2.8277997408148814e-12,1.171515007454672e-28,4.0678929556450293e-22,1.4567164489581805e-26,3.76,0.0,0.6340376625328477,0.9978236640682298,8.078516493128123e-08,6.941036887868282e-23,0.15710362330833558,0.15777853434511735,0.002151737242758423,9.54490002375119e-11,1.88928484269907e-05,6.216112704578287e-06,0.0003280085002439565,1.0354133945210093e-10
8.096088906783794e-07,0.8778133181999231,1.3686108604221844e-07,6.251066413113558e-08,1.9313558064386946e-08,2.2064250024870966e-07,0.0,0.0,5.782849948922789e-06,5.695505407840347e-09,7.170259684564356e-08,6.093453848135375e-14,5.420615725155067e-09,3.280054296207139e-24,1.3609152273477626e-17,4.459527916725834e-18,1.2172396304288384e-17,2.0098930459788786e-05,5.9649046931061915e-18,1.1516709158828859e-10,8.232616421356418e-16,5.709373874997793e-21,2.0811626299749276e-19,2.1520015652046315e-18,7.452253021409749e-14,3.9485125672722954e-21,3.487086197023505e-24,4.142719320114706e-25,8.52253439852913e-36,9.95867206391643e-32,3.035042624986851e-12,1.4663573479364154e-28,4.774942157811146e-22,1.8898783440524748e-26,3.76,0.0,0.6291324841486433,0.9978222164542274,8.848729977024413e-08,8.701943385870621e-23,0.16198469529419507,0.16270612666262987,0.0021517338829141297,9.83307627925448e-11,2.0175455979682295e-05,6.421062407177362e-06,0.00035062728366280885,1.0687015141376084e-10
8.360176784619711e-07,0.8785378086851867,1.4250246314327396e-07,6.688351391914826e-08,2.0422498312399968e-08,2.381996271971811e-07,0.0,0.0,5.9365566959174495e-06,5.94616315485938e-09,7.891934443925736e-08,6.938425928626908e-14,5.81573989751382e-09,4.007040435295102e-24,1.5918047793994293e-17,5.012797055888628e-18,1.398534275301952e-17,2.1364083393117028e-05,7.165456812283063e-18,1.2705654053050576e-10,1.0029008919115358e-15,7.038513016731544e-21,2.3398818934858417e-19,2.4404502260911415e-18,7.863660776158046e-14,5.038012156010513e-21,4.3392580221767116e-24,5.127338657734569e-25,1.162246537956663e-35,1.2269487156771404e-31,3.241654665302333e-12,1.8066110891666787e-28,5.540505260018357e-22,2.4074791893343453e-26,3.76,0.0,0.6244386592652367,0.9978207864372571,9.629022484036969e-08,1.0742262512777485e-22,0.16665457534228204,0.16742222968874595,0.0021517305717114357,1.0108314626501856e-10,2.144813587329666e-05,6.618091421517436e-06,0.0003731023496719527,1.1006528424103268e-10
8.624264662455629e-07,0.8792570194742225,1.481608901403118e-07,7.138733265642828e-08,2.1554802879537784e-08,2.564925093814758e-07,0.0,0.0,6.08835673335621e-06,6.195796146934395e-09,8.659602851757282e-08,7.868454719291487e-14,6.224230048013842e-09,4.8631591913196676e-24,1.8526821715662027e-17,5.611103307828079e-18,1.5993968644301704e-17,2.266372478868947e-05,8.552669554302326e-18,1.3969359203575345e-10,1.2137218300422465e-15,8.614880001636676e-21,2.619847564813637e-19,2.7560975440919674e-18,8.281127144726763e-14,6.381047897325743e-21,5.36786489044489e-24,6.299967410381531e-25,1.568739428240835e-35,1.500907111743702e-31,3.4548957140151127e-12,2.2099989501941864e-28,6.394649247837957e-22,3.041772877286964e-26,3.76,0.0,0.6197798532712798,0.9978193231769776,1.044651271068222e-07,1.3171497769450404e-22,0.1712887534507156,0.17210396306398434,0.00215172719093724,1.0380995925824155e-10,2.2755768992921446e-05,6.814552176125697e-06,0.0003962260759376033,1.1324634319591662e-10
8.888352540291546e-07,0.8799709900398365,1.538355894613183e-07,7.602058635027598e-08,2.2710305585065073e-08,2.755254025366846e-07,0.0,0.0,6.238274931975341e-06,6.4441481605305185e-09,9.474562016318379e-08,8.889050480631841e-14,6.645999594943408e-09,5.865843428761746e-24,2.1462558401522972e-17,6.256236741582604e-18,1.8211784486211774e-17,2.399751775670814e-05,1.0147433177942556e-17,1.5309498928206824e-10,1.4598174715912342e-15,1.0473481888971386e-20,2.9219389292095467e-19,3.1004645710624933e-18,8.704328012147786e-14,8.02609388135167e-21,6.6027211989937104e-24,7.688193077015519e-25,2.0970475187014883e-35,1.8238158447824279e-31,3.67473723174492e-12,2.685469214852052e-28,7.343797461158069e-22,3.8137486488091676e-26,3.76,0.0,0.6151558048999047,0.9978178269720844,1.1301436881479161e-07,1.6047819637522173e-22,0.17588749550629135,0.17675158373638974,0.002151723741213454,1.065114697168376e-10,2.409803081591172e-05,7.010456516983626e-06,0.0004199941549322786,1.1641361213347587e-10
9.152440418127464e-07,0.8806797595586039,1.5952589546965381e-07,8.078182783097661e-08,2.3888864899949272e-08,2.953024715954556e-07,0.0,0.0,6.386335875865123e-06,6.6909805514748115e-09,1.0338097706534613e-07,1.0005891456735087e-13,7.080962053591472e-09,7.034151016385991e-24,2.4753693906785075e-17,6.949982549004498e-18,2.0652729472085958e-17,2.5365128927655087e-05,1.1972097249523968e-17,1.6727696368588643e-10,1.7456517852663502e-15,1.2652789120131247e-20,3.247036720678464e-19,3.475097699262508e-18,9.132948817670025e-14,1.00289330438185e-20,8.077501810251451e-24,9.322488830501278e-25,2.7779635312780853e-35,2.202354827118349e-31,3.901149778360203e-12,3.2428663600167053e-28,8.394559206113768e-22,4.747264583914284e-26,3.76,0.0,0.6105662548337787,0.997816298118187,1.2194012242334377e-07,1.943585868444414e-22,0.1804510654229009,0.18136534672530835,0.0021517202231556166,1.0918794217168507e-10,2.5474600216150037e-05,7.2058158610931435e-06,0.0004444022995261233,1.1956736580348636e-10
9.416528295963381e-07,0.8813833669130363,1.6523123856475884e-07,8.566969604435975e-08,2.509036195781304e-08,3.1582780143175133e-07,0.0,0.0,6.532563866278508e-06,6.936071394064512e-09,1.1251484446664534e-07,1.1224823230703559e-13,7.529031122663502e-09,8.388848948287874e-24,2.843002442854271e-17,7.694121149702159e-18,2.3331169128632176e-17,2.6766228407652798e-05,1.4050511284976902e-17,1.8225524404428967e-10,2.0760784250291763e-15,1.5194932382614707e-20,3.596023204532142e-19,3.881567521934724e-18,9.566684318547438e-14,1.245346604420763e-20,9.83008171383436e-24,1.1236398068019024e-24,3.6487033593966193e-35,2.6438464984007895e-31,4.1341030754739225e-12,3.8929850021814537e-28,9.55372510308957e-22,5.869320710335397e-26,3.76,0.0,0.6060109456905243,0.997814736907841,1.3124438436466862e-07,2.340718821388488e-22,0.18497972515604696,0.18594550513601088,0.002151716637372964,1.1183963779352778e-10,2.6885159420812733e-05,7.4006412269645615e-06,0.00046944624306231,1.2270787042428175e-10
9.6806161737993e-07,0.8820818506938305,1.7095113192500601e-07,9.068291475262652e-08,2.631469881170647e-08,3.3710540579862087e-07,0.0,0.0,6.676982925355875e-06,7.179214660047735e-09,1.2215985612038134e-07,1.2551858082972042e-13,7.990120748123677e-09,9.95249829723764e-24,3.252271399019963e-17,8.490428340218633e-18,2.6261892999148187e-17,2.820048973455905e-05,1.640806448781649e-17,1.9804506555953363e-10,2.4563596061991782e-15,1.814590202134299e-20,3.969782277700697e-19,4.321467725292032e-18,1.000523835968977e-13,1.5372579713554042e-20,1.1902891457059097e-23,1.3466723662902692e-24,4.753980400006146e-35,3.156292628772733e-31,4.373566066661049e-12,4.647624909840981e-28,1.0828262506562913e-21,7.210347816564236e-26,3.76,0.0,0.6014896220082606,0.9978131436305864,1.4092898750357608e-07,2.8040827406344305e-22,0.1894737347172505,0.19049231017419552,0.0021517129844685007,1.1446681444553995e-10,2.8329393967850164e-05,7.594943261795268e-06,0.000495121739426739,1.25835384197466e-10
9.944704051635217e-07,0.8827752492020802,1.766851602205529e-07,9.58202908539738e-08,2.7561796888693588e-08,3.591392349209317e-07,0.0,0.0,6.819616799773898e-06,7.420219433865937e-09,1.3232853525083602e-07,1.399317435462944e-13,8.464145172932242e-09,1.1749539907106345e-23,3.7064301598599977e-17,9.340675472600137e-18,2.9460112363305024e-17,2.966758983475435e-05,1.907172466331802e-17,2.146611787453126e-10,2.892185096611093e-15,2.1555749589139674e-20,4.369199580253672e-19,4.796414010969988e-18,1.0448323648677256e-13,1.8869074927154985e-20,1.4343287260520015e-23,1.6053721635496367e-24,6.147217559834401e-35,3.7484117672694556e-31,4.619506975743042e-12,5.519647105021239e-28,1.2225311002323102e-21,8.804511623347703e-26,3.76,0.0,0.5970020302312525,0.9978115185729798,1.5099561253729617e-07,3.3423764362385265e-22,0.19393335218835192,0.19500601116037558,0.0021517092650390687,1.1706972673490024e-10,2.980699266414012e-05,7.788732266028064e-06,0.0005214245631124586,1.2895015777507122e-10
9.999999999999997e-07,0.8834636004514694,1.7788753341237906e-07,9.691159338451727e-08,2.782579599412487e-08,3.638488926712963e-07,0.0,0.0,6.849258309702433e-06,7.470394654250316e-09,1.3452516338321944e-07,1.431002189586136e-13,8.565028357956464e-09,1.215778849281377e-23,3.80752142194131e-17,9.525698536946795e-18,3.0165088695701633e-17,2.997890602926261e-05,1.9670846575615425e-17,2.1824629704405827e-10,2.9910366494400886e-15,2.2332803128300818e-20,4.456162825926356e-19,4.900450012036212e-18,1.0541646484282558e-13,1.968281629857533e-20,1.490561844467974e-23,1.6644583285990048e-24,6.481118350132384e-35,3.8833490796367106e-31,4.671820404588167e-12,5.718379560248732e-28,1.253402139173703e-21,9.173840880756585e-26,3.76,0.0,0.5960666447955464,0.9978111743135427,1.5315192436197962e-07,3.465448144605197e-22,0.19486279706585483,0.19594694256497605,0.002151708477879884,1.1761168792827311e-10,3.012057472206121e-05,7.829244688669048e-06,0.0005270110062052133,1.2960075331263277e-10
1.0208791929471134e-06,0.8834636004514694,1.8243296979708661e-07,1.0108071247162549e-07,2.88315956000409e-08,3.8193318208689116e-07,0.0,0.0,6.960488964325504e-06,7.658909161166264e-09,1.430332955114831e-07,1.5555115817441948e-13,8.951018978210813e-09,1.3806380902801786e-23,4.20887079842609e-17,1.0246629648856684e-17,3.29414579901794e-17,3.116720898058454e-05,2.2070076374318398e-17,2.3211785821564698e-10,3.3896912970401476e-15,2.5478791207804293e-20,4.795162611020744e-19,5.308043048187277e-18,1.0895661536125197e-13,2.3036654152789336e-20,1.7203935093540652e-23,1.90412990131263e-24,7.891907339039649e-35,4.429677289452322e-31,4.8718933631341976e-12,6.523031001926463e-28,1.375217798830362e-21,1.0690032086722522e-25,3.76,0.0,0.592547918695672,0.9978098620186306,1.6144579852432677e-07,3.9651498631073226e-22,0.19835883373571134,0.19948685554415735,0.0021517054796754225,1.1964862606340015e-10,3.1317647544278e-05,7.982018215817314e-06,0.000548350509279145,1.3205243468860296e-10
1.0472879807307052e-06,0.8841469421704489,1.8819426017428898e-07,1.0646314685511342e-07,3.01240510886728e-08,4.054910893470264e-07,0.0,0.0,7.099622625433217e-06,7.895120929583593e-09,1.5428644194042203e-07,1.72441910516214e-13,9.450657116672354e-09,1.6151482080595616e-23,4.763124190407392e-17,1.1210053927061056e-17,3.6721977922907613e-17,3.269903074845038e-05,2.5433358364295e-17,2.504289113559238e-10,3.9554803960674874e-15,2.997381259265003e-20,5.24856084602382e-19,5.858011455821135e-18,1.1346981801533536e-13,2.7980970587574936e-20,2.0543208788278012e-23,2.2477215843740452e-24,1.006313346737202e-34,5.210356054609106e-31,5.1306921801284785e-12,7.672932530967175e-28,1.541633434376336e-21,1.2909518100506167e-25,3.76,0.0,0.5881270376154623,0.9978081742482361,1.7228095260962157e-07,4.682860349081691e-22,0.2027504336243088,0.2039350889184081,0.0021517016289622987,1.2220376067710627e-10,3.28610538299959e-05,8.174810783581134e-06,0.0005758953938077278,1.3514245174334962e-10
1.073696768514297e-06,0.8848253118043934,1.9396877679833243e-07,1.1196663810831885e-07,3.1439135106580417e-08,4.2981675236261707e-07,0.0,0.0,7.23704072459673e-06,8.128704781368833e-09,1.6610017191310816e-07,1.90670728322016e-13,9.962974938182255e-09,1.881544612653998e-23,5.372860602414525e-17,1.223270753897454e-17,4.0818135296063744e-17,3.426274197754589e-05,2.919350026465983e-17,2.6960768687504757e-10,4.5966395881365005e-15,3.5104275631188247e-20,5.730285860695577e-19,6.447994814860669e-18,1.180202244438415e-13,3.382074125091241e-20,2.4425602372232983e-23,2.6413291387170854e-24,1.2749268967638775e-34,6.101547676607606e-31,5.39586982118913e-12,8.985743236957097e-28,1.7225410190614942e-21,1.5510317998492999e-25,3.76,0.0,0.5837391390683107,0.9978064555396148,1.835023589755297e-07,5.506930844329864e-22,0.20710840423174323,0.20835095503331455,0.002151697713478482,1.247353757150925e-10,3.443690989021206e-05,8.367119356714372e-06,0.000604055053350186,1.382204393792614e-10
1.1001055562978887e-06,0.8854987465177465,1.9975630488559407e-07,1.1759030479079435e-07,3.277683401002751e-08,4.549139245149008e-07,0.0,0.0,7.372765941776854e-06,8.359523056729957e-09,1.784865760910029e-07,2.1030597525051293e-13,1.0487888208916488e-08,2.183110660890641e-23,6.041890248957974e-17,1.3316346116151827e-17,4.5246806185859554e-17,3.585803272923722e-05,3.338415861881008e-17,2.8966708323870457e-10,5.320760340374029e-15,4.093852633485497e-20,6.241231454197463e-19,7.079686711275347e-18,1.226052948016232e-13,4.068892572314982e-20,2.8922156383873943e-23,3.090561443844155e-24,1.6053865301689834e-34,7.115224378734874e-31,5.66739217440983e-12,1.047915032707717e-27,1.9187190751360672e-21,1.8544886049607823e-25,3.76,0.0,0.5793839769817289,0.9978047061677415,1.951111870832565e-07,6.44981021116286e-22,0.21143299606212965,0.2127346958103301,0.002151693733796881,1.2724371325726758e-10,3.604491720170307e-05,8.558953054640549e-06,0.0006328253453746289,1.4128662200156594e-10
1.1265143440814804e-06,0.8861672831961456,2.0555666413662019e-07,1.2333333745542038e-07,3.4137147854965444e-08,4.807863204262737e-07,0.0,0.0,7.506820698719149e-06,8.587449766222246e-09,1.914576393641777e-07,2.3141764493593253e-13,1.1025313126327326e-08,2.5233617769818983e-23,6.774163827429452e-17,1.4462721919364192e-17,5.0025277491977546e-17,3.7484596247064805e-05,3.804075226633914e-17,3.106195569848122e-10,6.135957691375288e-15,4.7550003943272915e-20,6.782293773065807e-19,7.754797808979853e-18,1.2722256741268756e-13,4.873397166945672e-20,3.4110897710290096e-23,3.601475768194065e-24,2.0097747210801552e-34,8.264271395742848e-31,5.945224670226877e-12,1.2172197629154139e-27,2.130961230797645e-21,2.207116497270091e-25,3.76,0.0,0.5750613071192391,0.9978029264047812,2.0710849929366628e-07,7.525035551712778e-22,0.21572445775989618,0.2170865513560144,0.0021516896904845944,1.29729012371316e-10,3.768478031038155e-05,8.750320744445592e-06,0.0006622021482058519,1.4434121828548268e-10
1.1529231318650722e-06,0.8868309584485329,2.1136970415798634e-07,1.291949961655539e-07,3.5520089577518864e-08,5.074376190045682e-07,0.0,0.0,7.63922716222009e-06,8.81236999072072e-09,2.050252417867734e-07,2.540773551710238e-13,1.157516633124296e-08,2.90605451574784e-23,7.573773032799345e-17,1.5673584068629245e-17,5.517124485138743e-17,3.9142128917353144e-05,4.320049712823599e-17,3.3247713092229874e-10,7.0508895664489984e-15,5.501745099079734e-20,7.35437143357004e-19,8.475054952597217e-18,1.3186965682860108e-13,5.812112835723196e-20,4.007729261962735e-23,4.18059959912257e-24,2.502132872084564e-34,9.562527904630344e-31,6.229332328377956e-12,1.4085347432797645e-27,2.3600758264532256e-21,2.6152984519375804e-25,3.76,0.0,0.5707708870666618,0.9978011165201223,2.1949525793880902e-07,8.747296574809919e-22,0.2199830361234827,0.2214067599757648,0.002151685584102979,1.321915091587674e-10,3.9356206793164414e-05,8.9412310552811e-06,0.0006921813610615252,1.4738444145838122e-10
1.179331919648664e-06,0.8874898086092484,2.1719530050785484e-07,1.3517460801002228e-07,3.6925684250254363e-08,5.348714660677857e-07,0.0,0.0,7.770007247337611e-06,9.03417930791399e-09,2.192011595051386e-07,2.7835834221255977e-13,1.2137364917418325e-08,3.3351957097923293e-23,8.444951051782584e-17,1.6950678774126418e-17,6.070281058636438e-17,4.083033023041774e-05,4.890244042759127e-17,3.5525140221397525e-10,8.074776096250818e-15,6.342512418479173e-20,7.958365643519639e-19,9.242200299873657e-18,1.3654425193455066e-13,6.90338296465189e-20,4.6914712830458415e-23,4.834952862808697e-24,3.098716694381255e-34,1.1024828477388048e-30,6.519679803136323e-12,1.624054319232891e-27,2.606885531542597e-21,3.086047625450246e-25,3.76,0.0,0.5665124762185102,0.9977992767804108,2.3227233188796022e-07,1.013250201543081e-21,0.22420897611894,0.2256955581874426,0.0021516814152077227,1.3463143680022053e-10,4.105890722042144e-05,9.131692391645616e-06,0.0007227589040841345,1.5041649956131627e-10
1.2057407074322556e-06,0.8881438697401048,2.230333513016952e-07,1.4127156462821978e-07,3.8353968407698316e-08,5.6309147659244e-07,0.0,0.0,7.899182620547612e-06,9.252783244380919e-09,2.3399706567857194e-07,3.043354552156098e-13,1.2711826438720997e-08,3.81505169926516e-23,9.392073040329648e-17,1.8295749568149182e-17,6.663848168833674e-17,4.254890274236104e-05,5.5187494378217755e-17,3.789535503441985e-10,9.21741892679819e-15,7.28630059516208e-20,8.595180323286534e-19,1.005799048361718e-17,1.4124411410079364e-13,8.167514798452514e-20,5.472491444563614e-23,5.572070530603209e-24,3.8182771153697053e-34,1.2667045043364745e-30,6.816231426902522e-12,1.866127306625191e-27,2.8722269721692477e-21,3.6270504676225816e-25,3.76,0.0,0.5622858357644847,0.9977974074495825,2.45440502642881e-07,1.169784812269855e-21,0.22840252089343227,0.22995318073489265,0.0021516771843489045,1.3704902559973813e-10,4.279259511899617e-05,9.321712945628858e-06,0.0007539307183687706,1.534375956914689e-10
1.2321494952158474e-06,0.8887931776324509,2.2888377429879656e-07,1.4748531976273778e-07,3.980498943394464e-08,5.921012366395877e-07,0.0,0.0,8.026774702847993e-06,9.468096752206697e-09,2.4942453139228906e-07,3.3208515080301944e-13,1.329846891446159e-08,4.350157645050112e-23,1.0419656590244732e-16,1.971053753663571e-17,7.299716783759585e-17,4.429755203744693e-05,6.20984693748813e-17,4.035943449723025e-10,1.0489220508752479e-14,8.342701649524323e-20,9.265722225001444e-19,1.0924195802928645e-17,1.4596707537850002e-13,9.626932079096827e-20,6.361852947481858e-23,6.400025607160969e-24,4.6823685188566645e-34,1.4506129341136232e-30,7.118951252223685e-12,2.137263426760542e-27,3.1569503698348868e-21,4.246711477074868e-25,3.76,0.0,0.5580907286760693,0.9977955087888954,2.5900047000178495e-07,1.3461889226984649e-21,0.23256391178864144,0.23417986060135912,0.002151672892071067,1.3944450302842072e-10,4.4556986935788924e-05,9.511300708219168e-06,0.0007856927659868942,1.5644792822729836e-10
1.2585582829994391e-06,0.8894377678092146,2.347465043875359e-07,1.5381538685764818e-07,4.127880500467264e-08,6.21904305014391e-07,0.0,0.0,8.152804672812138e-06,9.680043709037202e-09,2.654950265621889e-07,3.6168548777612067e-13,1.3897210833452912e-08,4.945326927063919e-23,1.1532362187837355e-16,2.119678154879035e-17,7.979817945895237e-17,4.607598669104242e-05,6.968010671992438e-17,4.291841536729791e-10,1.1901203353896764e-14,9.521922621278032e-20,9.970901049565492e-19,1.184259944340926e-17,1.5071103673960207e-13,1.1306335050061711e-19,7.371556963633782e-23,7.327452494974393e-24,5.715686186043063e-34,1.656015584139994e-30,7.4278030922745e-12,2.4401398202014313e-27,3.461919191501574e-21,4.9541996061066e-25,3.76,0.0,0.5539269196932302,0.9977935810569634,2.7295285733305056e-07,1.5444610392634858e-21,0.23669338835407513,0.23837582902279641,0.002151668538913281,1.4181809376719677e-10,4.635180200189095e-05,9.700463479777701e-06,0.0008180410300061949,1.5944769103827305e-10
1.3113758585666226e-06,0.8907129357777114,2.465086990246203e-07,1.6682279539197406e-07,4.429509904714934e-08,6.839044735911909e-07,0.0,0.0,8.400261795756395e-06,1.0093575320277735e-08,2.9961048443537465e-07,4.267583016580311e-13,1.513066932006417e-08,6.336557216619669e-23,1.4032498638320426e-16,2.4390583474545497e-17,9.480641326274915e-17,4.972106111372261e-05,8.704418056420735e-17,4.83250318601349e-10,1.5193018277474215e-14,1.2292855152612694e-19,1.1488823710971485e-18,1.3843194458786017e-17,1.6025389797764494e-13,1.5436313897098362e-19,9.805000198426511e-23,9.518210059567487e-24,8.406814230314547e-34,2.139120854908507e-30,8.063757103029056e-12,3.152698732995451e-27,4.136111207372995e-21,6.673449630729196e-25,3.76,0.0,0.5456922637677002,0.9977896394007801,3.020370315470279e-07,2.0153642906938633e-21,0.24485754781170113,0.24667654781683399,0.0021516596520871666,1.4650050019896053e-10,5.003159341732338e-05,1.0077544353958557e-05,0.0008844802445831862,1.654162615507244e-10
1.3589116765770878e-06,0.8918448033037556,2.571363911373659e-07,1.789235098358395e-07,4.708849326301614e-08,7.424529302889206e-07,0.0,0.0,8.617838387337065e-06,1.0453642842803767e-08,3.3262658358235725e-07,4.924687388245386e-13,1.6281354040715486e-08,7.848402420464813e-23,1.662343436195913e-16,2.7526791887747292e-17,1.1002843752834321e-16,5.31006304109643e-05,1.0545502462303779e-16,5.352515376321134e-10,1.875902287369133e-14,1.5322479557258175e-19,1.2982602937334521e-18,1.5840375072694274e-17,1.6889458714057273e-13,2.0206145426875833e-19,1.254811945177448e-22,1.1929047720222369e-23,1.1733436712650698e-33,2.668011189899502e-30,8.656720625589916e-12,3.9330728760400275e-27,4.821045145559209e-21,8.63051514764658e-25,3.76,0.0,0.5383857885711482,0.9977859950279256,3.295597201403463e-07,2.5372132386325252e-21,0.25209851124771565,0.25404444603859616,0.0021516514510324315,1.5064201185007331e-10,5.344469534829809e-05,1.041553835059379e-05,0.0009462405303004751,1.707536857824469e-10
1.406447494587553e-06,0.8929619258290565,2.678035269176605e-07,1.9139599616714825e-07,4.995705959221569e-08,8.036259394044406e-07,0.0,0.0,8.830672336588386e-06,1.080197859121548e-08,3.6789994816919195e-07,5.654619258759028e-13,1.746999500849756e-08,9.643438691404419e-23,1.9569223608634572e-16,3.0921483432967713e-17,1.2700203113433142e-16,5.6572304942791856e-05,1.2682625944789133e-16,5.904712162436827e-10,2.2981001911511872e-14,1.893913822936335e-19,1.460290026729961e-18,1.803492295237241e-17,1.7757364526032792e-13,2.619546171391358e-19,1.5916237904131393e-22,1.482466463777285e-23,1.617869110583675e-33,3.300247061193826e-30,9.268982130911838e-12,4.866276892846702e-27,5.585573731015557e-21,1.1054937538720717e-24,3.76,0.0,0.5311771399168407,0.9977822603686187,3.5836053724859324e-07,3.1683476900528333e-21,0.259239717203519,0.26131635688473404,0.002151643060866965,1.5471598169971832e-10,5.695213178934671e-05,1.0752268933480023e-05,0.0010098386467815872,1.7605969248785118e-10
1.4539833125980182e-06,0.8940645010800354,2.7851011816630304e-07,2.0423928230344238e-07,5.2901448340235065e-08,8.674434201750163e-07,0.0,0.0,9.038878776444266e-06,1.1138403208765547e-08,4.054939288116401e-07,6.462503923849048e-13,1.8696134083050628e-08,1.176106874533433e-22,2.2902271537142996e-16,3.458474874214765e-17,1.458540610146445e-16,6.0134488588335714e-05,1.514928075133434e-16,6.489562591411722e-10,2.7948175904720014e-14,2.322739786425422e-19,1.635514250220814e-18,2.0437611125822238e-17,1.8628110614808255e-13,3.3654522306262127e-19,2.002033012855201e-22,1.8278929579189615e-23,2.2057102322484344e-33,4.051011152089387e-30,9.900326727492552e-12,5.974863289681622e-27,6.435169757446759e-21,1.4034556137210282e-24,3.76,0.0,0.5240650079966162,0.9977784368395527,3.88440932465723e-07,3.926630814660739e-21,0.266282499648928,0.2684935674613751,0.0021516344845451557,1.5872362455876745e-10,6.055236563273411e-05,1.1087775837616185e-05,0.0010752519277549455,1.81335272361429e-10
