Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24)
1.2723550152946284e-06,0.3253571811838503,3.76,0.0,0.16735311116981072,0.9274503547464259,0.09053069930835213,1.2664737419252948e-08,5.841306697231709e-07,0.046906715140924336,0.0022946246978708504,0.08705679410548213,0.010800963592639457,0.30243193720590134,0.003409660722754494,0.29133440062786503,5.310821267511186e-07,5.619940960264963e-06,0.0015730410920917204,0.0007445207848200738,0.03015467288216022,0.0028599099413499857,0.010032223206128324,0.0013368393938572084,0.028016057000283177,0.0008545013055322552,0.00016867620198567312,1.4388512002270813e-08,3.1279239424603065e-05,0.00013877189686969688,9.187934219238422e-07,5.913193652681758e-06,0.0066832569425605065,1.6869507517524995e-05,0.0026025746998736797,1.4869458104446193e-08,2.3413653945102588e-06,1.7969834984942776e-06,1.6212536262389008e-08,0.00011027675536293686,0.00040867944048152724,0.0005168673775583032,1.0821241327167532e-08,0.0007452546249804924,9.29473054289968e-09,7.887974850947115e-11,8.299418825113091e-05
1.2771046182371292e-06,0.3254201580367089,3.76,0.0,0.16637817449597253,0.9270700456644971,0.09095865407122497,1.265336797474283e-08,5.840592038584291e-07,0.04683510486443927,0.0022804338410718607,0.08728265220368861,0.010787754492919584,0.3028701183633069,0.003418061011716056,0.2922117285999959,5.275283682898063e-07,5.608017117363782e-06,0.0015746361850007917,0.0007472073021271948,0.030382141445239586,0.00285986403055769,0.010069321176750367,0.0013398351112452944,0.02826479385003745,0.0008546526946782255,0.00016879898691043215,1.4375414711846854e-08,3.14840298668364e-05,0.00014002071163902189,9.199135887408231e-07,5.919223625965174e-06,0.006721855401083381,1.6879329785869266e-05,0.0026203179443924124,1.4887847224525088e-08,2.35131996557306e-06,1.802252507844015e-06,1.6317385108377313e-08,0.0001115061796315353,0.00041337877587287967,0.0005193010404632426,1.0824324452207366e-08,0.0007531910940522967,9.400344309872568e-09,7.947485553635972e-11,8.275152006380643e-05
1.28185422117963e-06,0.32548283987451365,3.76,0.0,0.16541025127929682,0.9266900238158561,0.09138604978720033,1.2641818328653371e-08,5.839816709951296e-07,0.04676323641444319,0.002266339141858027,0.0875069050924963,0.01077451657825109,0.3033021990086302,0.0034264007947196052,0.29308499065478544,5.240011411015767e-07,5.596079216510125e-06,0.0015761894774276898,0.000749873637098222,0.030609742280504414,0.0028597894667884813,0.01010614941485819,0.0013427839042657334,0.028514042437667166,0.000854790506723641,0.00016891681369999057,1.4362197690126969e-08,3.168833189355191e-05,0.00014127049213106258,9.21006435408021e-07,5.9250443154576815e-06,0.006760264054568268,1.6888675367216906e-05,0.0026380467683290755,1.4905714467981487e-08,2.361168069044478e-06,1.8074483175533695e-06,1.6422052001433567e-08,0.00011274160307640388,0.0004180967470130224,0.0005217160192307057,1.082711792364886e-08,0.0007611515799340691,9.506365446775341e-09,8.006853800664104e-11,8.250898550152924e-05
1.286603824122131e-06,0.32554522875182984,3.76,0.0,0.16444928787508534,0.9263102934275279,0.09181288511677321,1.263009673983705e-08,5.838983375883051e-07,0.046691123009387644,0.002252340292655481,0.0877295631372296,0.010761251750848815,0.3037282334853677,0.003434680123161719,0.2939542084894221,5.205003199825125e-07,5.584128867872168e-06,0.001577701467228513,0.0007525197672568252,0.03083746917304745,0.002859686745585707,0.010142708563078313,0.0013456861242945246,0.028763794481774997,0.0008549148998518996,0.00016902974247764242,1.434886341658031e-08,3.189213863342351e-05,0.00014252117132274877,9.220722601429095e-07,5.9306586820015675e-06,0.006798481936623056,1.6897550047796428e-05,0.002655760686517374,1.4923066843488973e-08,2.370910015106536e-06,1.8125713774701245e-06,1.6526534194426017e-08,0.00011398299784449614,0.0004228331401740961,0.0005241123215473049,1.0829626805534864e-08,0.0007691356978797487,9.612789204226174e-09,8.066076683093852e-11,8.226661790674061e-05
1.2913534270646318e-06,0.3256073266795194,3.76,0.0,0.16349523089918028,0.9259308586390618,0.09223915878737059,1.2618211283076135e-08,5.83809465041159e-07,0.04661877761018658,0.002238436976268519,0.08795063670177761,0.010747961879454393,0.30414827580910425,0.0034428990533714905,0.294819403785771,5.170257785299163e-07,5.5721676467433565e-06,0.00157917264919456,0.0007551456719397007,0.031065315988955032,0.002859556356975798,0.010178999286211347,0.0013485421244461208,0.02901404176939988,0.0008550260315413016,0.00016913783302236835,1.4335414353733104e-08,3.209544336358522e-05,0.00014377268283368043,9.23111361115337e-07,5.9360696914395915e-06,0.00683650812477639,1.6905959585151243e-05,0.002673459221942509,1.4939911375928794e-08,2.380546134090316e-06,1.8176221483641173e-06,1.66308290213004e-08,0.0001152303361095224,0.00042758774219968024,0.0005264899582900314,1.0831856152652176e-08,0.0007771430649208756,9.719610847955634e-09,8.125151374919739e-11,8.202444973323015e-05
1.2961030300071326e-06,0.3256691356782906,3.76,0.0,0.16254802726678907,0.9255517234960428,0.0926648695974774,1.2606169865833113e-08,5.837153096312237e-07,0.04654621290123953,0.0022246288611689337,0.08817013614213909,0.010734648797288877,0.3045623796285998,0.0034510576466904312,0.29568059820126313,5.135773870498523e-07,5.560197089624581e-06,0.0015806035151492508,0.0007577513324818434,0.03129327668190803,0.0028593987852292392,0.010215022272408735,0.0013513522597776084,0.02926477616263731,0.0008551240584665032,0.00016924114476135304,1.4321852981651405e-08,3.229823958142891e-05,0.00014502496097689924,9.241240363483599e-07,5.941280317518938e-06,0.0068743417439680625,1.691390971719576e-05,0.002691141906340677,1.4956255114701695e-08,2.3900767757103743e-06,1.8226011018097802e-06,1.673493390117593e-08,0.00011648359007995143,0.00043236034061995885,0.0005288489438021597,1.0833810332136367e-08,0.0007851733000791638,9.826825663413926e-09,8.184075176659403e-11,8.178251245504064e-05
1.3008526329496334e-06,0.3257306577372262,3.76,0.0,0.16160762410664273,0.925172891976092,0.09309001639691386,1.259398024185798e-08,5.836161216206509e-07,0.04647344136764298,0.002210915609914322,0.08838807180941873,0.01072131431039538,0.3049705983263474,0.0034591559682681195,0.2965378133763085,5.101550148399617e-07,5.548218706917542e-06,0.0015819945543199354,0.0007603367316485881,0.0315213452690984,0.0028592145102273965,0.010250778226467448,0.0013541168865078884,0.029515989578262434,0.0008552091367791504,0.00016933973684457978,1.4308181742851645e-08,3.250052090093778e-05,0.0001462779405840505,9.251105805895941e-07,5.946293468070848e-06,0.00691198195297251,1.692140613439451e-05,0.0027088082777942677,1.497210495658112e-08,2.3995022992499544e-06,1.8275087063789436e-06,1.6838846279507846e-08,0.00011774273199341139,0.0004371507234678751,0.0005311892948496339,1.0835493673204251e-08,0.0007932260238524369,9.934428946915521e-09,8.242845431257348e-11,8.154083686191273e-05
1.3056022358921343e-06,0.32579189487306487,3.76,0.0,0.16067396893509586,0.9247943679411023,0.09351459812193559,1.2581649979909572e-08,5.835121455178151e-07,0.046400475154750126,0.0021972968664180164,0.08860445403926097,0.010707960182796522,0.3053729848167309,0.003467194089404674,0.2973910709120684,5.067585273721371e-07,5.536233960337459e-06,0.0015833462522005495,0.0007629018546745319,0.03174951587667616,0.0028590040047449796,0.010286267880796122,0.0013568363629572467,0.029767674028089094,0.0008552814215389071,0.0001694336679470144,1.4294403013474688e-08,3.2702281184906955e-05,0.0001475315573719837,9.260712890485314e-07,5.951112058981448e-06,0.00694942796830586,1.6928454530023423e-05,0.0027264578851908107,1.4987467821592323e-08,2.4088230929741942e-06,1.8323454461218136e-06,1.6942563700328132e-08,0.00011900773414481281,0.0004419586797172002,0.0005335110323614643,1.0836911029096486e-08,0.0008013008593468499,1.0042416017107132e-08,8.301459549424813e-11,8.1299452558606e-05
1.3103518388346351e-06,0.32585284903286416,3.76,0.0,0.15974700950278653,0.9244161551808736,0.09393861376271896,1.2569186468516364e-08,5.834036203973218e-07,0.046327326197358125,0.0021837722717848325,0.08881929315954087,0.010694588148493039,0.3057695917217238,0.0034751720855504976,0.29824039238730443,5.033877903643134e-07,5.524244285609935e-06,0.0015846590911128043,0.0007654466883178373,0.03197778269873999,0.0028587677367201375,0.010321491984787757,0.001359511048352625,0.030019821583462645,0.0008553410671741447,0.00016952299642342507,1.4280519145195256e-08,3.2903514404540306e-05,0.00014878574762966786,9.270064551943948e-07,5.955738987540227e-06,0.0069866790416979,1.693506052698541e-05,0.002744090284173852,1.500235058601484e-08,2.418039555968689e-06,1.8371118087366095e-06,1.704608376650189e-08,0.00012027856886861536,0.0004467839989242269,0.0005358141797193423,1.0838067280673372e-08,0.0008093974313398601,1.0150782206503939e-08,8.359915000777373e-11,8.105838845481554e-05
1.315101441777136e-06,0.32591352222223446,3.76,0.0,0.1588266939501117,0.9240382573778315,0.09436206238818999,1.2556596935471377e-08,5.832907787898546e-07,0.0462540061156158,0.0021703414476797077,0.0890325994739342,0.010681199902017975,0.3061604712031721,0.0034830900375941833,0.29908579933125423,5.000426641146806e-07,5.51225107310166e-06,0.0015859335500393488,0.000767971221682845,0.03220614003168162,0.0028585061676054254,0.01035645131238295,0.0013621413037235566,0.03027242440694554,0.0008553882269974367,0.0001696077801962751,1.4266532474638845e-08,3.3104214803826006e-05,0.00015004044848525048,9.279163692834827e-07,5.9601771074060805e-06,0.007023734478359861,1.6941229740422906e-05,0.0027617050404215955,1.501676003174311e-08,2.4271521040516954e-06,1.8418082835278082e-06,1.7149404142607215e-08,0.00012155520856627682,0.0004516264716437911,0.000538098764135863,1.0838966398373554e-08,0.0008175153672111663,1.0259522873243586e-08,8.418209372119216e-11,8.081767236962632e-05
1.3198510447196368e-06,0.32597391635271233,3.76,0.0,0.15791297059915962,0.9236606781582676,0.09478494310894538,1.2543888433013422e-08,5.831738472037755e-07,0.046180526367488914,0.0021570040197101733,0.08924438328033003,0.010667797113930459,0.3065456751909553,0.0034909480300145106,0.299927313254229,4.967230116120021e-07,5.500255694943323e-06,0.0015871701046836781,0.0007704754450362626,0.032434582225369,0.0028582197546920592,0.01039114664995506,0.0013647274902219854,0.03052547470889518,0.0008554230537752392,0.00016968807687204812,1.4252445334378302e-08,3.330437663498371e-05,0.00015129559754992512,9.288013188813617e-07,5.9644292068725975e-06,0.007060593609782068,1.6946967711507095e-05,0.0027793017249202277,1.5030702791009958e-08,2.4361611601454336e-06,1.8464353566698516e-06,1.725252251238081e-08,0.00012283762568074204,0.00045648588891737294,0.0005403648145301982,1.0839612299904668e-08,0.0008256542957562513,1.0368633385715366e-08,8.476340291462264e-11,8.057733162336009e-05
1.3246006476621376e-06,0.32603403342003495,3.76,0.0,0.15700578818338595,0.9232834210431393,0.09520725511156333,1.2531067845315316e-08,5.830530466314727e-07,0.04610689810248314,0.002143759592356144,0.08945465484348455,0.01065438141520343,0.30692525513863045,0.003498746152287816,0.3007649556053642,4.934286902040161e-07,5.488259478037781e-06,0.0015883692275921416,0.0007729593510123701,0.032663103731086295,0.0028579089489039365,0.010425578807007216,0.001367269970745799,0.03077896479191997,0.0008554456991291783,0.00016976394364775257,1.4238259949475315e-08,3.350399449976952e-05,0.00015255113327218212,9.296615942131109e-07,5.968498127391614e-06,0.00709725581977156,1.6952279990165296e-05,0.00279687991850577,1.5044185618893088e-08,2.4450671749483942e-06,1.8509935370104144e-06,1.735543668483423e-08,0.00012412579273272885,0.00046136204288464526,0.0005426123635668471,1.0840010245094204e-08,0.0008338138484797292,1.0478109137798529e-08,8.534305433221792e-11,8.033739244437333e-05
1.3293502506046385e-06,0.3260938753059798,3.76,0.0,0.15610509565749284,0.9229064894891378,0.09562899762970027,1.2518141881213541e-08,5.829285936358291e-07,0.046033132284746765,0.002130607771474066,0.08966342441741496,0.010640954410859105,0.3072992622247041,0.003506484497858702,0.30159874780639034,4.901595591135037e-07,5.476263726916942e-06,0.0015895313877344322,0.0007754229335927164,0.03289169906192257,0.0028575741965057885,0.010459748606786837,0.0013697691082888114,0.03103288701466101,0.0008554563140158433,0.00016983543734912595,1.4223978557719565e-08,3.3703063001173125e-05,0.0001538069946630027,9.304974826410008e-07,5.972386689607289e-06,0.007133720522129061,1.695717205967474e-05,0.002814439208098606,1.505721521891562e-08,2.453870605089117e-06,1.8554833316482227e-06,1.745814452021206e-08,0.00012541968229683105,0.00046625472629850646,0.0005448414458540594,1.0840164817728444e-08,0.0008419936585818459,1.0587945539344543e-08,8.592102550901027e-11,8.009788048226307e-05
1.3340998535471393e-06,0.3261534439672097,3.76,0.0,0.15521084224629814,0.9225298868807004,0.09605016994913222,1.2505117098678006e-08,5.828006997913339e-07,0.04595923966991355,0.002117548157944286,0.08987070223741186,0.010627517678519542,0.30766774730425056,0.003514163164229219,0.3024287112395893,4.869154768965245e-07,5.46426971815774e-06,0.0015906570506454836,0.0007778661883318155,0.0331203628009914,0.0028572159387376954,0.01049365688753696,0.0013722252661773227,0.03128723380025933,0.0008554550486099928,0.00016990261440908154,1.4209603429510678e-08,3.3901576867297054e-05,0.00015506312136486595,9.313092671945573e-07,5.976097611445631e-06,0.00716998716479996,1.696164937312752e-05,0.00283197918744715,1.5069798072796232e-08,2.4625719175265445e-06,1.8599052412262893e-06,1.7560643880625205e-08,0.00012671926701380253,0.00047116373267692627,0.0005470520982641139,1.084007940166985e-08,0.0008501933612367789,1.0698138018276835e-08,8.649729503078441e-11,7.985882068676253e-05
1.3388494564896401e-06,0.32621274130937716,3.76,0.0,0.15432297751431454,0.9221536165162771,0.09647077141708757,1.2491999910195901e-08,5.826695712616728e-07,0.04588523076428308,0.0021045803399049913,0.09007649851066264,0.010614072763897933,0.308030760836283,0.003521782253257497,0.30325486723372863,4.836962990079191e-07,5.452278692934756e-06,0.001591746678566385,0.000780289112706935,0.03334908961496094,0.002856834611257529,0.01052730450532861,0.0013746388085671317,0.031541997649214434,0.0008554420521367649,0.0001699655308498227,1.4195136737227255e-08,3.409953107116883e-05,0.0001563194537516376,9.320972317407633e-07,5.9796336403480115e-06,0.007206055237068465,1.6965717371368452e-05,0.002849499458389807,1.5081940719020808e-08,2.4711715973641847e-06,1.8642597797486539e-06,1.7662932733745873e-08,0.00012802451960266086,0.00047608885649496723,0.000549244360503752,1.0839758603362081e-08,0.0008584125939760791,1.0808682024592385e-08,8.707184177405504e-11,7.962023714234092e-05
1.343599059432141e-06,0.326271769224182,3.76,0.0,0.15344145136491066,0.9217776816098397,0.09689080144083187,1.2478796573129043e-08,5.825354087701663e-07,0.045811115829468264,0.0020917038950818514,0.09028082341503584,0.010600621180201423,0.3083883528842394,0.003529341871104811,0.3040772370623927,4.805018788006283e-07,5.440291859084076e-06,0.0015928007303446714,0.0007826917060825163,0.033577874252937415,0.002856430644204007,0.010560692333419839,0.0013770101002908897,0.03179717113884978,0.0008554174728693035,0.00017002424228270395,1.4180580651630998e-08,3.429692078696647e-05,0.00015757593292545962,9.328616576155031e-07,5.982997485156719e-06,0.007241924268618477,1.6969381455950976e-05,0.002866999630720457,1.5093649620289152e-08,2.4796701429405933e-06,1.8685474632229214e-06,1.7765009087992893e-08,0.00012933541286391486,0.0004810298931964648,0.000551418275020508,1.08392063583235e-08,0.0008666509967026613,1.0919573031550994e-08,8.76446454620897e-11,7.938215311410186e-05
1.3483486623746418e-06,0.32633052960516606,3.76,0.0,0.15256621401011586,0.9214020852988102,0.09731025948175678,1.2465513183544311e-08,5.823984078870775e-07,0.04573690490633667,0.0020789183957627823,0.0904836871012948,0.010587164410259225,0.30874057314834497,0.003536842128012081,0.3048958419474203,4.773320690478367e-07,5.428310395729868e-06,0.0015938196612589823,0.00078507396951995,0.033806711539154634,0.0028560044624995986,0.010593821260134929,0.0013793395064527333,0.03205274691712426,0.0008553814581817407,0.00017007880391251085,1.4165937277384072e-08,3.4493741314696786e-05,0.0001588325006707824,9.336028249374758e-07,5.986191847107343e-06,0.007277593825026506,1.6972646977003136e-05,0.0028844793214684843,1.5104931208408843e-08,2.4880680630690355e-06,1.8727688120989326e-06,1.7866871031954618e-08,0.00013065191967898777,0.00048598663913070544,0.0005535738866234534,1.0838427250814567e-08,0.0008749082115464677,1.103080653326109e-08,8.82156862605616e-11,7.914459115713773e-05
1.3530982653171427e-06,0.3263890243287403,3.76,0.0,0.15169721596067026,0.9210268306477128,0.09772914505248778,1.2452155681287331e-08,5.822587592889057e-07,0.04566260782635081,0.002066223409898297,0.09068509969293152,0.010573703908268176,0.3090874709779045,0.003544283138155312,0.3057107030586672,4.741867221181354e-07,5.416335454551528e-06,0.0015948039229711423,0.0007874359057005425,0.03403559636977076,0.002855556485975056,0.010626692187709957,0.0013816273922141287,0.032308717700234565,0.0008553341545528355,0.00017012927053428083,1.4151208745097287e-08,3.468998807230495e-05,0.00016008909943793093,9.343210112579007e-07,5.989219377887323e-06,0.007313063505663089,1.697551924398024e-05,0.002901938154572387,1.5115791819443543e-08,2.496365877319019e-06,1.8769243472429757e-06,1.7968516679156667e-08,0.00013197401301229963,0.0004909588915417981,0.0005557112423029147,1.0837424926918597e-08,0.0008831838828238761,1.1142378045036826e-08,8.878494523621765e-11,7.890757315273772e-05
1.3578478682596435e-06,0.32644725525766466,3.76,0.0,0.15083440803605164,0.9206519206474774,0.09814745771704937,1.2438729858351193e-08,5.821166488478462e-07,0.045588234209915576,0.0020536184996220765,0.09088507128369705,0.010560241100174547,0.3094290953625656,0.0035516650195999027,0.3065218415102973,4.7106568946045624e-07,5.404368158842621e-06,0.0015957539635544382,0.0007897775189566013,0.03426452371384072,0.002855087129329384,0.010659306032139155,0.001383874122765343,0.03256507627403289,0.0008552757075353963,0.00017017569652570444,1.4136397112929972e-08,3.488565662518888e-05,0.0001613456723558045,9.350164928671302e-07,5.9920827189895615e-06,0.00734833294388874,1.6978003534110795e-05,0.0029193757609499793,1.5126237749087102e-08,2.5045641165651285e-06,1.881014593646773e-06,1.8069944223020745e-08,0.00013330166591588708,0.0004959464486091848,0.0005578303912372899,1.0836203796000898e-08,0.0008914776571020207,1.1254283103652228e-08,8.935240385949463e-11,7.867112029139132e-05
1.3625974712021443e-06,0.32650522424325223,3.76,0.0,0.14997774141418144,0.9202773582055026,0.09856519709742473,1.2425241345582151e-08,5.819722570277137e-07,0.045513793438172793,0.002041103219722649,0.0910836119310632,0.010546777379960992,0.30976549487700417,0.003558987894742602,0.3073292783496572,4.6796882122938286e-07,5.3924095997111655e-06,0.0015966702270679364,0.0007920988155079337,0.03449348862349057,0.002854596801465179,0.010691663724716879,0.0013860800632897615,0.0328218155042965,0.000855206261603205,0.00017021813578981798,1.4121504446027477e-08,3.508074271746224e-05,0.0001626021633293281,9.35689543590012e-07,5.99478447308924e-06,0.007383401811553876,1.698010508383774e-05,0.0029367917794437936,1.5136275222252415e-08,2.5126633233874343e-06,1.88504007835752e-06,1.8171151893767712e-08,0.00013463485154542528,0.0005009491096092025,0.0005599313850738983,1.0834767505512184e-08,0.000899789183554021,1.1366517271612743e-08,8.99180444469508e-11,7.843525298352214e-05
1.3673470741446452e-06,0.32656293313393064,3.76,0.0,0.14912716751417476,0.9199031461741258,0.0989823628535189,1.2411695664952656e-08,5.818257607215756e-07,0.04543929473492455,0.002028677120600174,0.09128073166705328,0.01053331412034273,0.31009671781744913,0.0035662518888145505,0.30813303457764013,4.648959669846301e-07,5.380460847250067e-06,0.0015975531548552949,0.0007943998028232519,0.034722486205887956,0.002854085907429377,0.010723766206528356,0.0013882455788864117,0.03307892831019353,0.0008551259605219483,0.00017025664190820506,1.410653276135609e-08,3.527524220754666e-05,0.000163858516784255,9.363404362920601e-07,5.997327229544652e-06,0.007418269805648622,1.6981829099830805e-05,0.0029541858541262634,1.5145910420109737e-08,2.5206640488094576e-06,1.889001331495273e-06,1.8272137987775446e-08,0.0001359735431290505,0.0005059666745682503,0.0005620142770545305,1.0833120212513693e-08,0.0009081181131143435,1.1479076129076495e-08,9.048184981130565e-11,7.81999911283405e-05
1.372096677087146e-06,0.32662038374837055,3.76,0.0,0.14828263809444853,0.9195292873290085,0.09939895469784633,1.2398098186432297e-08,5.816773318279619e-07,0.04536474710519,0.0020163397469476064,0.09147644048718857,0.010519852664342223,0.3104228120888908,0.003573457130992853,0.3089331311287082,4.6184697545644457e-07,5.368522942491746e-06,0.0015984031844042366,0.0007966804901133663,0.03495151164506298,0.002853554846863831,0.010755614432073698,0.0013903710344541464,0.03333640768578187,0.0008550349470543537,0.00017029126800798566,1.4091484065160895e-08,3.5469151109188566e-05,0.00016511467787897719,9.369694414348881e-07,5.999713546305119e-06,0.007452936658005124,1.6983180745799248e-05,0.002971557636359312,1.5155149462713033e-08,2.528566853590361e-06,1.892898884140672e-06,1.8372900834549693e-08,0.00013731771399892612,0.0005109989445764635,0.0005640791226131878,1.0831265626630929e-08,0.0009164640992047178,1.1591955280451751e-08,9.10438033017377e-11,7.796535392070262e-05
1.3768462800296468e-06,0.32667757790362306,3.76,0.0,0.14744410525838755,0.9191557843691285,0.09981497239522855,1.2384454128278266e-08,5.815271372537703e-07,0.0452901593356511,0.0020040906381077555,0.09167074834872826,0.010506394325254161,0.3107438251995769,0.003580603754390434,0.3097295888680684,4.588216946087238e-07,5.356596897579701e-06,0.0015992207492527674,0.0007989408883372742,0.035180560202240446,0.0028530040139632716,0.010787209368935114,0.0013924567945767553,0.03359424670084197,0.0008549333629218373,0.00017032206675258245,1.4076360313588358e-08,3.5662465588796255e-05,0.00016637059251425437,9.375768276698598e-07,6.001945956084607e-06,0.007487402135041727,1.6984165141761674e-05,0.002988906784804689,1.5163998401196876e-08,2.5363723083557597e-06,1.8967332702108659e-06,1.847343884267776e-08,0.00013866733759580353,0.0005160457218177331,0.0005661259793342608,1.0829207837918924e-08,0.0009248267977879818,1.170515035580318e-08,9.160388901745723e-11,7.773135985976711e-05
1.3815958829721477e-06,0.3267345174065521,3.76,0.0,0.14661152143433284,0.9187826399227151,0.10023041575838758,1.2370768569288512e-08,5.813753393247598e-07,0.04521554001209232,0.0019919293287279922,0.0918636651715544,0.010492940388967954,0.31105980428538194,0.003587691895728066,0.31052242859372275,4.5581997177643213e-07,5.344683698097939e-06,0.0016000062792082194,0.0008011810100744107,0.03540962721023804,0.002852433797854972,0.010818551996381136,0.001394503223429355,0.03385243849596357,0.000854821348848998,0.0001703490903671011,1.4061163461947146e-08,3.585518195366868e-05,0.00016762620728662033,9.381628613985903e-07,6.004026961145082e-06,0.0075216660348116846,1.6984787367079466e-05,0.003006232964869303,1.5172463231741852e-08,2.544080992631305e-06,1.90050502457002e-06,1.8573750445797958e-08,0.00014002238746586287,0.0005211068095202902,0.0005681549067419835,1.0826950357498567e-08,0.0009332058672320691,1.1818657008898418e-08,9.216209155717999e-11,7.749802680846709e-05
1.3863454859146485e-06,0.3267912040511346,3.76,0.0,0.14578483936602432,0.9184098565506742,0.1006452846452988,1.2357046456072004e-08,5.812220960320214e-07,0.04514089752961535,0.001979855349150352,0.09205520083807671,0.010479492115316883,0.3113707961220201,0.0035947216951317295,0.3113116710366837,4.52841653757402e-07,5.33278430442176e-06,0.001600760200456343,0.0008034008694532313,0.035638708070342515,0.002851844582805888,0.010849643304451331,0.0013965106846967805,0.03411097627998359,0.0008546990445885435,0.00017037239064981088,1.4045895411314364e-08,3.6047296646534847e-05,0.0001688814694648188,9.387278073440467e-07,6.005959040873392e-06,0.00755572818521099,1.698505246175875e-05,0.0030235358483876014,1.518054988216877e-08,2.5516934941650985e-06,1.9042146841260707e-06,1.8673834156054457e-08,0.00014138283726046016,0.0005261820119387623,0.0005701659661670863,1.0824497231431647e-08,0.0009416009682481028,1.193247091760042e-08,9.271839622223882e-11,7.726537202770447e-05
1.3910950888571494e-06,0.3268476396182221,3.76,0.0,0.14496401211481036,0.9180374367472123,0.10105957895849532,1.2343292604747511e-08,5.810675610872262e-07,0.045066240094827764,0.001967868225610013,0.09224536519200242,0.010466050738320607,0.3116768471235283,0.0036016932960759454,0.31209733685906543,4.498865868617117e-07,5.320899652039878e-06,0.0016014829355370463,0.0008056004821423674,0.03586779825195955,0.0028512367482348604,0.010880484293565149,0.0013984795414927068,0.03436985333007696,0.0008545665889148005,0.00017039201896797588,1.4030558068521423e-08,3.623880624514433e-05,0.00017013632699223755,9.392719280594985e-07,6.007744645257659e-06,0.007589588443490574,1.698496542579371e-05,0.003040815113569225,1.5188264231490883e-08,2.5592104084919653e-06,1.9078627864587334e-06,1.877368850307673e-08,0.00014274866073925275,0.0005312711343719265,0.0005721592206977943,1.0821851811479088e-08,0.0009500117639139855,1.2046587783299238e-08,9.327278874954463e-11,7.703341218551347e-05
1.3958446917996502e-06,0.3269038258762841,3.76,0.0,0.1441489930644025,0.9176653829398368,0.1014732986448128,1.2329511701374045e-08,5.809118839330795e-07,0.04499157572623294,0.001955967480420608,0.09243416803687904,0.010452617466167399,0.31197800333773146,0.003608606845361808,0.3128794466517282,4.469546169549141e-07,5.309030651663688e-06,0.0016021749032851687,0.0008077798653554404,0.03609689329288083,0.002850610668681048,0.010911075974250423,0.0014004101562771034,0.03462906299243359,0.0008544241196068274,0.00017040802625040656,1.4015153278911425e-08,3.642970746225357e-05,0.00017139072849503662,9.397954842900834e-07,6.009386200573537e-06,0.007623246696045059,1.6984531218139835e-05,0.0030580704450059388,1.519561208338074e-08,2.5666323386131184e-06,1.9114498705789727e-06,1.8873312099490382e-08,0.00014411983177403223,0.0005363739831879941,0.0005741347351480948,1.081901813583931e-08,0.000958437919717036,1.2161003332458193e-08,9.382525559335865e-11,7.680216336158789e-05
1.400594294742151e-06,0.32695976458188314,3.76,0.0,0.14333973592323426,0.9172936974898908,0.10188644369477072,1.2315708303415188e-08,5.807552097902037e-07,0.044916912256146704,0.001944152632205104,0.09262161913490395,0.010439193481407486,0.3122743104444604,0.003615462493068274,0.31365802093239475,4.4404558951061946e-07,5.297178189535036e-06,0.0016028365187981794,0.0008099390378435427,0.0363259887990152,0.0028499667138107455,0.01094141936678037,0.001402302890774698,0.03488859868241123,0.0008542717734355284,0.00017042046298328917,1.3999682901089575e-08,3.6619997144256e-05,0.00017264462328505221,9.402987345685798e-07,6.01088610333393e-06,0.007656702857968701,1.698375475616838e-05,0.003075301533628068,1.5202599197351403e-08,2.573959894658966e-06,1.9149764759564465e-06,1.8972703568648133e-08,0.00014549632435180784,0.00054149036584231,0.0005760925760112456,1.081599937355817e-08,0.0009668791035793884,1.2275713315884483e-08,9.437578360615372e-11,7.657164105685302e-05
1.4053438976846519e-06,0.3270154574797152,3.76,0.0,0.1425361947246652,0.9169223826935596,0.1022990141416331,1.2301886842143312e-08,5.805976797373779e-07,0.04484225733396122,0.0019324231961476092,0.09280772820598082,0.010425779941336009,0.31256581375624926,0.0036222603924785657,0.31443308014420135,4.4115934966823714e-07,5.2853431279000025e-06,0.001603468193427655,0.0008120780198767822,0.036555080443641086,0.002849305248458308,0.010971515500731156,0.001404158105896629,0.035148453884215926,0.0008541096861564928,0.00017042937920891987,1.398414872450724e-08,3.6809672269005105e-05,0.00017389796135799853,9.407819355404562e-07,6.012246725845307e-06,0.007689956872387534,1.6982640915508932e-05,0.0030925080766156577,1.5209231250160942e-08,2.5811936935114955e-06,1.9184431430003837e-06,1.907186162205034e-08,0.00014687811257719534,0.0005466200908881706,0.0005780328113993558,1.0812799568900763e-08,0.0009753349858674925,1.239071351013403e-08,9.492436037841907e-11,7.634186020692238e-05
