Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189)
0.004452517165292246,0.1378873589620422,3.76,0.0,0.022268012057901472,0.11037540045302441,0.972681118499443,1.3996404131442683e-16,6.806160238410766e-13,0.00016815237731989348,4.8960763246157864e-05,0.11848156758579657,1.0435732402247805e-05,0.15507766771610187,0.0003878624218576459,0.2804593978045072,3.8365018245409505e-07,4.7365427197397845e-07,2.2970534900093653e-06,0.0008218326684819446,0.0058343717896014394,2.2181645273559495e-06,0.014525968053452836,2.947332957531045e-06,0.7150061899228085,2.67333884103011e-07,3.213223620580609e-06,1.931312462770519e-10,9.958293305401648e-11,2.0937110004513407e-07,2.053978158282881e-08,2.2914902269187113e-11,0.0027556807008209424,1.1686096968807616e-07,0.004870315658085477,1.3893040085613708e-13,4.6924205406468497e-07,1.4597303603139385e-07,7.845615700334155e-12,0.03486775451123865,0.00012851864030912768,2.059926927282162e-05,5.235138438607992e-14,0.00012375727338628675,2.422102077066e-12,1.4288838695777614e-15,8.587296620165428e-11,7.757297943904408e-09,4.5267669352939784e-13,5.1416923453197626e-14,5.653153974825307e-11,6.205803814964932e-12
0.004460107878174299,0.1378914498393512,3.76,0.0,0.022239402190478014,0.11016808748218596,0.9728514558771384,1.396206720413898e-16,6.785829383779841e-13,0.00016785387649613273,4.8871921310211044e-05,0.11852350478707997,1.0421975930975259e-05,0.15498320087222472,0.00038687585970390384,0.28054224343355755,3.8222597294734473e-07,4.7191134915284177e-07,2.2935058122133363e-06,0.0008181613287685902,0.005833214347725767,2.21016232852481e-06,0.014491672204998599,2.937222332687225e-06,0.715256096054328,2.6661345637217634e-07,3.2032719548516345e-06,1.9231256675541466e-10,9.932240995433153e-11,2.087838723757315e-07,2.045270535111819e-08,2.285694072109086e-11,0.0027521144961346377,1.1635629429670187e-07,0.004859387369691554,1.3860746629264227e-13,4.68021019237914e-07,1.4561585599777493e-07,7.827872027841095e-12,0.03489223384747304,0.00012845449421573004,2.0577148480894866e-05,5.2253917094556124e-14,0.00012368392888621702,2.4208930491872716e-12,1.4246324621460034e-15,8.557933704278751e-11,7.744250549380029e-09,4.5105071633419776e-13,5.1232238972429205e-14,5.632681764764983e-11,6.1916878925824e-12
0.004467698591056353,0.13789552453000867,3.76,0.0,0.022210909557351242,0.109961588609221,0.9730210459700155,1.3928009299338208e-16,6.765631887110104e-13,0.00016755680391631835,4.878353094048078e-05,0.11856531090992167,1.0408285354156512e-05,0.1548890791691888,0.0003858943771683517,0.2806247865844875,3.8081082831037486e-07,4.701792325091751e-07,2.2899794737857803e-06,0.0008145171858510557,0.0058320563557275875,2.2022127336276537e-06,0.014457541067968887,2.927176071029371e-06,0.715505006646651,2.658970431693074e-07,3.1933810837446604e-06,1.9149978326644343e-10,9.90632755207494e-11,2.0819996880208632e-07,2.0366256320556086e-08,2.2799316571371865e-11,0.002748558694964196,1.1585519726707323e-07,0.004848500495369366,1.3828630701458522e-13,4.6680628010537724e-07,1.4526060205400492e-07,7.810196656580267e-12,0.034916635044151004,0.00012839026312494304,2.0555086147555437e-05,5.215707486153281e-14,0.00012361052154766429,2.4196824203755016e-12,1.4204051438562906e-15,8.528790424656724e-11,7.731274054729285e-09,4.494352144819053e-13,5.10487443149426e-14,5.612342356152727e-11,6.177626895098512e-12
0.004475289303938407,0.1378995831465172,3.76,0.0,0.02218253332452425,0.10975589823761282,0.9731898942349023,1.389422688396413e-16,6.745566401767181e-13,0.0001672611480483578,4.869558829195176e-05,0.11860698675847552,1.0394660126719783e-05,0.1547953002282365,0.00038491793213188836,0.28070702930276353,3.7940466264151776e-07,4.684578228095182e-07,2.286474280676318e-06,0.0008108999529716469,0.0058308978453216614,2.194315230727315e-06,0.014423573442531533,2.917193571252239e-06,0.7157529285770033,2.6518460968402907e-07,3.1835504361345216e-06,1.90692834951564e-10,9.880551843990559e-11,2.076193603894172e-07,2.0280428016269807e-08,2.2742026732186687e-11,0.0027450132564488805,1.1535764222719019e-07,0.004837654806474724,1.3796690737793185e-13,4.6559778697884785e-07,1.449072577486321e-07,7.792589198738138e-12,0.03494095857495767,0.00012832594870275716,2.0533082006979486e-05,5.206085153195525e-14,0.0001235370528534005,2.4184702220181125e-12,1.4162017089477792e-15,8.499864329538099e-11,7.71836771549477e-09,4.478300884350607e-13,5.086642817589645e-14,5.592134482029564e-11,6.163620505074529e-12
0.004482880016820461,0.13790362580065935,3.76,0.0,0.022154272666630156,0.10955101082693083,0.9733580060715422,1.3860654558396395e-16,6.72563158482654e-13,0.00016696689748814703,4.860808958485429e-05,0.11864853312936555,1.0381099707774353e-05,0.15470186169470782,0.0003839464829494143,0.2807889736142499,3.780073913269171e-07,4.6674702202927644e-07,2.2829900328309353e-06,0.0008073093472385656,0.005829738847770514,2.186469314199496e-06,0.014389768140337714,2.907274234974378e-06,0.7159998686543453,2.644761202613492e-07,3.1737794501895107e-06,1.89891661745201e-10,9.8549127192412e-11,2.0704201884310745e-07,2.0195214047756977e-08,2.2685068083997963e-11,0.0027414781398870883,1.1486359328430615e-07,0.0048268500760975,1.376492515951532e-13,4.64395490726844e-07,1.445558068216424e-07,7.775049269330542e-12,0.03496520490920722,0.00012826155259737133,2.05111357950397e-05,5.196524083707153e-14,0.00012346352427261033,2.4172564851674037e-12,1.4120219481015154e-15,8.47115304002407e-11,7.70553087297561e-09,4.46235237206629e-13,5.0685279083674875e-14,5.572056855371735e-11,6.149668407454076e-12
0.0044904707297025144,0.13790765260285331,3.76,0.0,0.02212612676676639,0.10934692089178957,0.9735253868236948,1.3827331145230025e-16,6.70582613106843e-13,0.00016667404095668,4.8521031073196206e-05,0.1186899508118241,1.0367603560640929e-05,0.15460876123761388,0.00038297998843776353,0.280870621525564,3.7661893076625976e-07,4.6504673333536957e-07,2.2795265437985625e-06,0.0008037450895418384,0.005828579393891651,2.1786744848414597e-06,0.01435612398430847,2.8974174719312483e-06,0.7162458336206259,2.6377153986169573e-07,3.164067567711779e-06,1.890962043808687e-10,9.829409042984464e-11,2.0646791613190887e-07,2.0110608109545654e-08,2.2628437570027253e-11,0.0027379533047354925,1.1437301501517709e-07,0.004816086079035116,1.373333241845401e-13,4.6319934269337197e-07,1.4420623319786206e-07,7.757576486441824e-12,0.03498937451192104,0.00012819707643950734,2.0489247249332993e-05,5.1870236683894094e-14,0.00012338993726106277,2.4160412405465023e-12,1.4078656555068233e-15,8.442654239254628e-11,7.692762931354136e-09,4.446505614567907e-13,5.050528575573965e-14,5.552108212796184e-11,6.135770289773541e-12
0.004498061442584568,0.13791166366243687,3.76,0.0,0.022098094816407014,0.10914362300129248,0.9736920417797109,1.3794244448278185e-16,6.6861487454585e-13,0.00016638256729728477,4.843440905083957e-05,0.11873124058776093,1.0354171155488128e-05,0.15451599654939432,0.0003820184078708204,0.28095197502425323,3.7523919836997247e-07,4.6335686106482066e-07,2.2760836265725504e-06,0.0008002069045071241,0.005827419514063857,2.1709302497307834e-06,0.014322639808548062,2.8876226995912556e-06,0.7164908301514422,2.630708340537829e-07,3.1544142382202667e-06,1.8830640437442644e-10,9.804039698437574e-11,2.058970244922373e-07,2.0026603979410787e-08,2.2572132171440965e-11,0.0027344387106100474,1.1388587245787666e-07,0.004805362591780854,1.3701910985236492e-13,4.620092947401179e-07,1.4385852098582718e-07,7.740170471200617e-12,0.0350134678438667,0.00012813252184256776,2.0467416109217025e-05,5.1775833049496106e-14,0.00012331629326117868,2.4148245185522283e-12,1.4037326285128112e-15,8.414365624257332e-11,7.6800632664736e-09,4.430759634578972e-13,5.0326437091656224e-14,5.532287309883805e-11,6.1219258421106655e-12
0.004505652155466622,0.13791565908769352,3.76,0.0,0.022070176015320308,0.10894111177852386,0.9738579761730715,1.3761384874850615e-16,6.666598149205248e-13,0.00016609246547188901,4.834821985450145e-05,0.11877240323182814,1.0340801967525812e-05,0.15442356534569396,0.00038106170097553036,0.28103303607895735,3.7386811257000985e-07,4.616773107015751e-07,2.272661094895251e-06,0.0007966945204499329,0.0058262592382312215,2.163236122089438e-06,0.014289314458254977,2.8778893417987955e-06,0.7167348648566427,2.6237396863531413e-07,3.144818918373946e-06,1.8752220400923193e-10,9.778803576335196e-11,2.053293164907094e-07,1.9943195516793788e-08,2.2516148901413914e-11,0.002730934317287049,1.1340213110372109e-07,0.004794679392513882,1.36706593464344e-13,4.608252992142052e-07,1.435126544723406e-07,7.722830847683519e-12,0.03503748536159391,0.00012806789040280243,2.044564211578332e-05,5.1682023971729367e-14,0.00012324259370211852,2.4136063492582752e-12,1.3996226660290523e-15,8.38628492901456e-11,7.667431271758497e-09,4.415113464220399e-13,5.0148722097955726e-14,5.5125929146910175e-11,6.108134756997195e-12
0.00452083358123073,0.13792360346310253,3.76,0.0,0.022014674700645297,0.10853842809305862,0.9741877039370753,1.3696357329151873e-16,6.627872296521045e-13,0.00016551633374765226,4.8177125485233e-05,0.11885435018736358,1.0314251171350384e-05,0.15423969436814522,0.0003791627493232145,0.28119428863818746,3.711515594873735e-07,4.583488032451594e-07,2.2658764596445387e-06,0.0007897460865170913,0.005823937616212066,2.147996272315756e-06,0.014223135669327636,2.8586046001789e-06,0.7172200749072744,2.609916243143011e-07,3.1258001653634354e-06,1.8597037509995792e-10,9.728726626673047e-11,2.0420334320992888e-07,1.9778141432385837e-08,2.2405136987781916e-11,0.002723955972958668,1.1244471618686578e-07,0.0047734329789646075,1.360865949140909e-13,4.5847527726814954e-07,1.42826396562259e-07,7.688349286853667e-12,0.03508529475989137,0.0001279384032957613,2.040226454169452e-05,5.1496166052206724e-14,0.00012309503355786063,2.411165787483054e-12,1.3914711423871618e-15,8.330738393999708e-11,7.6423679113896e-09,4.384116743553165e-13,4.979664985986013e-14,5.473578799787608e-11,6.0807114568926055e-12
0.004536015006994839,0.13793148657412793,3.76,0.0,0.021959616582614163,0.10813882787382072,0.9745146109134849,1.3632229719143725e-16,6.589638674026415e-13,0.00016494555980205554,4.800771945976464e-05,0.11893579773381555,1.028794708470371e-05,0.1540571304830509,0.0003772828201216302,0.28135439458271944,3.684686388111353e-07,4.5506047717736233e-07,2.259171199365294e-06,0.0007828976858407952,0.005821614758962038,2.132951161665073e-06,0.01415757859615567,2.8395587758037288e-06,0.7177015153673694,2.596242415839347e-07,3.10700709045108e-06,1.8444027088122182e-10,9.679169569650732e-11,2.0308978293336496e-07,1.9615398323830564e-08,2.2295378671043875e-11,0.0027170179531794732,1.1150050300267372e-07,0.004752345096935658,1.3547321110644433e-13,4.5614890537073273e-07,1.4214733725607448e-07,7.6541288551973e-12,0.03513280627674117,0.00012780862755347883,2.035911248951915e-05,5.131261680181846e-14,0.00012294726800122333,2.4087197895012227e-12,1.383409523050794e-15,8.275997122489126e-11,7.617568137969256e-09,4.3535079559937507e-13,4.944898389321115e-14,5.435056327005409e-11,6.053497978810273e-12
0.004551196432758947,0.13793930924933598,3.76,0.0,0.021904995547014815,0.10774226998052394,0.9748387370668375,1.3568982075687814e-16,6.551887635512898e-13,0.00016438005948748657,4.783997390239491e-05,0.11901675181588622,1.0261885707185415e-05,0.15387585622141967,0.00037542160688466337,0.2815133690034549,3.65818733217101e-07,4.518116161095781e-07,2.252543908397061e-06,0.0007761472719321746,0.00581929089107947,2.1180971097039704e-06,0.01409263438697732,2.8207475037828334e-06,0.7181792368306602,2.582715613199075e-07,3.0884355775837295e-06,1.829314561722151e-10,9.630123969190315e-11,2.0198842705783608e-07,1.9454919891985004e-08,2.218685135676349e-11,0.0027101199419589405,1.1056923112717695e-07,0.004731414030953321,1.3486632740788564e-13,4.538458196643179e-07,1.4147535707807662e-07,7.620166649850834e-12,0.035180023417689,0.0001276785753497235,2.0316183948662966e-05,5.1131331273094216e-14,0.00012279930800061139,2.4062685846701057e-12,1.3754362820936301e-15,8.222044080214346e-11,7.593027349254959e-09,4.323279792372129e-13,4.910564117821888e-14,5.3970161942467345e-11,6.0264919504693345e-12
0.0045663778585230555,0.13794707230175632,3.76,0.0,0.021850805602057433,0.10734871407224653,0.9751601215514513,1.3506599284575557e-16,6.514609777990305e-13,0.00016381975043960808,4.7673861548450606e-05,0.11909721827041712,1.0236063122467256e-05,0.1536958544576909,0.00037357880980361436,0.2816712267099716,3.632012402972707e-07,4.486015205384564e-07,2.245993213340414e-06,0.000769492851869608,0.005816966230842799,2.1034305264118063e-06,0.014028294355561076,2.802166522120145e-06,0.7186532889160653,2.569333303498333e-07,3.07008160955287e-06,1.8144350700342953e-10,9.581581570487389e-11,2.0089907159941874e-07,1.929666103064337e-08,2.207953299472603e-11,0.002703261625892271,1.0965064675968723e-07,0.004710638091000918,1.3426583188390364e-13,4.515656636969151e-07,1.408103392092848e-07,7.58645981285415e-12,0.03522694962550807,0.00012754825860366404,2.0273476935387092e-05,5.095226565196114e-14,0.0001226511643237217,2.4038123975506586e-12,1.3675499278690983e-15,8.168862693506289e-11,7.568741048270095e-09,4.293425124035772e-13,4.876654074554411e-14,5.359449329922964e-11,5.9996910371048565e-12
0.0045967407100512715,0.13796242271128487,3.76,0.0,0.021743695602826997,0.10657045067934999,0.9757948182530166,1.3384352983933593e-16,6.441437138339842e-13,0.00016271438499680573,4.734643024660569e-05,0.11925671112616833,1.018511905279974e-05,0.15333960156783855,0.00036994729674948786,0.28198364986656144,3.5806115384385543e-07,4.4229490827750143e-07,2.233116266394514e-06,0.0007564642759346065,0.005812315376381687,2.0746458341419403e-06,0.013901392877830501,2.7656788723927803e-06,0.7195905787523732,2.5429923190188993e-07,3.0340107080560464e-06,1.7852856270983453e-10,9.485974219579594e-11,1.987555678534248e-07,1.8986627266132978e-08,2.1868437501311922e-11,0.0026896628385703436,1.0785055689475998e-07,0.004669544952473748,1.3308357040034855e-13,4.470727501757102e-07,1.395007356723603e-07,7.519801029257975e-12,0.03531994271103062,0.00012728687793986501,2.0188719683947206e-05,5.060062422223795e-14,0.00012235436804027675,2.398885951679959e-12,1.3520320763174413e-15,8.064750769900473e-11,7.520914404255296e-09,4.234808620482086e-13,4.8100752639098946e-14,5.285700220158307e-11,5.946695397460556e-12
0.004624067276426666,0.1379760420065617,3.76,0.0,0.02164871321386996,0.10587989134843956,0.976357045752284,1.327711226858621e-16,6.377110413568592e-13,0.00016173651836694973,4.7057065936220365e-05,0.1193986434514222,1.014004839982016e-05,0.15302316082103168,0.00036673904066819043,0.282261154597372,3.5354017305080304e-07,4.367448450642075e-07,2.2217758147734777e-06,0.000745047899783237,0.005808128964828764,2.0493464911325037e-06,0.0137891639471259,2.733586826048119e-06,0.7204220690305272,2.5197553621307147e-07,3.002252515886982e-06,1.7597243666142788e-10,9.401569287055223e-11,1.9686549930025533e-07,1.8714758386087595e-08,2.1682375511360832e-11,0.0026775565963939848,1.0627144926723387e-07,0.00463307520821148,1.320403120313186e-13,4.43104116110424e-07,1.3834478311725357e-07,7.460653699266923e-12,0.03540267480313693,0.00012705084519520755,2.0113176408578167e-05,5.029132141294929e-14,0.00012208672726262933,2.3944372698412833e-12,1.3383488678559444e-15,7.97353170335944e-11,7.478697676477569e-09,4.1832631163209976e-13,4.7515279529508305e-14,5.2208580715963046e-11,5.899678132581625e-12
0.004651393842802061,0.13798948006045478,3.76,0.0,0.021555039637477753,0.10519846551276586,0.9769109643307496,1.317240961252156e-16,6.314180914053238e-13,0.0001607742666523226,4.6772595311835654e-05,0.11953908197762392,1.0095694135432222e-05,0.15271059142337184,0.00036358607676657216,0.28253525932764917,3.491154762718738e-07,4.313102233866676e-07,2.2106635459337345e-06,0.000733913825159793,0.005803943111632312,2.024602568461857e-06,0.013678764636984102,2.702179043119867e-06,0.7212424001532636,2.496949747343759e-07,2.971140910253959e-06,1.7347779786888628e-10,9.31867417135898e-11,1.9501133764111784e-07,1.8449430122136027e-08,2.1499910819016214e-11,0.002665574210860401,1.0472978351488563e-07,0.004597082902298635,1.3101612579252517e-13,4.392045497102962e-07,1.3720968516876186e-07,7.402291274131231e-12,0.03548451509853446,0.00012681412970863443,2.0038321206808947e-05,4.9988577981825794e-14,0.00012181865004876673,2.3899757306871024e-12,1.3249254492257441e-15,7.884574527504108e-11,7.437240015283495e-09,4.1328245858786145e-13,4.694237979457601e-14,5.157418073502846e-11,5.853290764233068e-12
0.004678720409177456,0.13800274109879626,3.76,0.0,0.02146264395995045,0.10452596431194075,0.977456775654195,1.3070152980948652e-16,6.252601714885314e-13,0.00015982720827955314,4.64928794811121e-05,0.1196780571671687,1.0052036214076376e-05,0.15240180483590962,0.0003604868757939461,0.2828060410835762,3.447840351336694e-07,4.2598751360634165e-07,2.1997725045721452e-06,0.0007230521596515061,0.005799758884820105,2.0003960698397328e-06,0.013570149804562134,2.6714340324402324e-06,0.7220518292495812,2.474562668271876e-07,2.9406556834818367e-06,1.7104253629522193e-10,9.237246740076864e-11,1.931920450491409e-07,1.8190417991836588e-08,2.132093258046987e-11,0.002653713947751716,1.0322429374973368e-07,0.004561559038425456,1.3001044704957015e-13,4.353722177918896e-07,1.3609484763070285e-07,7.344698597010295e-12,0.035565481589772255,0.00012657679255267352,1.9964143435090666e-05,4.969217527103223e-14,0.00012155019239639859,2.3855024848543914e-12,1.3117542509226725e-15,7.797797394485763e-11,7.3965186312149065e-09,4.083457333385705e-13,4.6381647990990445e-14,5.095334819889268e-11,5.807520936227338e-12
0.0047060469755528505,0.13801582917747346,3.76,0.0,0.021371496321403737,0.1038621858160159,0.9779946744111171,1.2970257615545613e-16,6.192327911860769e-13,0.00015889493690061972,4.621778474663798e-05,0.11981559853906079,1.0009055311574355e-05,0.15209671549242612,0.0003574399655983017,0.2830735744248113,3.4054294612177787e-07,4.2077332807504657e-07,2.1890960075462604e-06,0.0007124534532251918,0.005795577299778216,1.976709754629998e-06,0.013463275767989304,2.641331173257249e-06,0.7228506049723017,2.4525818233437603e-07,2.910777456859894e-06,1.6866463475129927e-10,9.15724641905773e-11,1.914066230458594e-07,1.7937507391928286e-08,2.1145334507733736e-11,0.002641974099849452,1.017537690804917e-07,0.004526494851591888,1.2902273383525082e-13,4.316053512430506e-07,1.3499969885226594e-07,7.287860915621205e-12,0.035645591718499986,0.0001263388925748565,1.9890632703287844e-05,4.9401904038245883e-14,0.00012128140846631881,2.381018641062899e-12,1.2988279954771954e-15,7.713122226964085e-11,7.356511622878263e-09,4.035127171638167e-13,4.583269581012713e-14,5.034564829216433e-11,5.762356629013989e-12
0.004733373541928245,0.1380287482363983,3.76,0.0,0.021281567869920838,0.10320693473392642,0.978524848616291,1.287264333630276e-16,6.133316520872115e-13,0.0001579770606944158,4.5947182367397265e-05,0.11995173470680194,9.966732790698537e-06,0.15179524067330727,0.0003544439285230325,0.2833379315426458,3.363894246061382e-07,4.1566441441952444e-07,2.1786276299349083e-06,0.0007021086750153905,0.005791399321931476,1.953527100300384e-06,0.013358100249977618,2.6118506738426686e-06,0.7236389678497432,2.4309953921400575e-07,2.8814876404610815e-06,1.6634216412444136e-10,9.07863412378e-11,1.8965411073481404e-07,1.7690493090571258e-08,2.097301464679169e-11,0.002630352986782311,1.0031705084584109e-07,0.004491881800640615,1.2805246576109863e-13,4.27902242413075e-07,1.3392368869568445e-07,7.231763868525409e-12,0.035724862397224305,0.0001261004864870022,1.981777886464194e-05,4.911756398185431e-14,0.00012101235064004438,2.3765252677970044e-12,1.2861396842346961e-15,7.630474516955559e-11,7.317197931672227e-09,3.9878013477495593e-13,4.529515123476008e-14,4.9750664494356394e-11,5.7177861480506025e-12
0.00476070010830364,0.1380415020797084,3.76,0.0,0.02119283071715277,0.10256002213091417,0.97904747990461,1.277722957392081e-16,6.075526387739389e-13,0.00015707320186764996,4.568094838886237e-05,0.12008649341508258,9.925050687874288e-06,0.15149730038330522,0.00035149739892618314,0.2835991823553817,3.3232079867424784e-07,4.1065764857537634e-07,2.1683611961648183e-06,0.0006920091910160007,0.0057872258693277175,1.930832267864689e-06,0.013254582322813105,2.5829735302394054e-06,0.724417150626812,2.409792014874652e-07,2.852768395347096e-06,1.6407327864105197e-10,9.001372203948132e-11,1.8793358326380388e-07,1.744917872326333e-08,2.0803875170453224e-11,0.0026188489548365696,9.891302969694737e-08,0.0044577115609431735,1.2709914300081056e-13,4.242612429127916e-07,1.328662875989388e-07,7.176393471648473e-12,0.03580331003044448,0.00012586162895154322,1.9745572006857155e-05,4.8838963318678e-14,0.00012074306957714153,2.3720233949318375e-12,1.273682585407027e-15,7.549783123284852e-11,7.278557311820186e-09,3.9414484690326505e-13,4.476865769718927e-14,4.916799762882236e-11,5.673798112396449e-12
0.004788026674679035,0.13805409439710736,3.76,0.0,0.021105257902212758,0.10192126519784134,0.9795627437706695,1.268394091561077e-16,6.018918118317989e-13,0.00015618299634865526,4.541896351480044e-05,0.12021990156980104,9.883991703611351e-06,0.15120281725158835,0.00034859906120287637,0.28385739458644077,3.2833450437787904e-07,4.05750029636275e-07,2.1582907738577496e-06,0.0006821467458548283,0.005783057814724873,1.9086100735746177e-06,0.013152682363316527,2.5546814952265934e-06,0.7251853785436901,2.388960775455028e-07,2.824602603359088e-06,1.618562121007558e-10,8.925424397204001e-11,1.8624415056231947e-07,1.7213376392091684e-08,2.0637822223271333e-11,0.0026074603767536697,9.754064341272068e-08,0.004423976018333412,1.2616228552816807e-13,4.206807618507261e-07,1.3182698590674793e-07,7.121736107198074e-12,0.03588095053201593,0.00012562237265104477,1.9674002451476022e-05,4.856591845175271e-14,0.00012047361425962636,2.367514015042834e-12,1.2614502242516794e-15,7.470980119758765e-11,7.240570311657089e-09,3.896038444115501e-13,4.425287341040804e-14,4.8597265109117146e-11,5.630381445326525e-12
0.0048153532410544295,0.1380665287425222,3.76,0.0,0.02101882334086983,0.10129048692558695,0.9800708099061215,1.2592708032842224e-16,5.963453948631017e-13,0.00015530609278198117,4.5161112731943765e-05,0.12035198528069495,9.843539132547432e-06,0.15091171639111267,0.000345747646919289,0.2841126338750301,3.2442807957638265e-07,4.0093867321651284e-07,2.1484106514224715e-06,0.0006725134376977978,0.005778895988514952,1.886845944439698e-06,0.01305236198876145,2.5269570349274883e-06,0.7259438697295219,2.3684911703578937e-07,2.796973820572945e-06,1.596892729157766e-10,8.850755729130948e-11,1.8458495500952388e-07,1.698290613776415e-08,2.0474765657418167e-11,0.0025961856514287954,9.619887431723855e-08,0.004390667260455613,1.252414318198554e-13,4.1715926205668544e-07,1.308052926340223e-07,7.067778507961594e-12,0.03595779934964672,0.00012538276838827415,1.9603060747123967e-05,4.8298253365743197e-14,0.00012020403205790593,2.3629980852908547e-12,1.2494363660268598e-15,7.394000589054081e-11,7.203218202145214e-09,3.8515424035196093e-13,4.374747046603933e-14,4.803809993144292e-11,5.5875253608867444e-12
0.004842679807429824,0.13807880858313654,3.76,0.0,0.020933501792367564,0.10066751589199367,0.9805718424200843,1.250346026672565e-16,5.909097670278807e-13,0.00015444215189869948,4.490728512168028e-05,0.12048276988930386,9.803676837821591e-06,0.1506239253065574,0.00034294193289287204,0.28436496384889043,3.2059915912321255e-07,3.9622080576099806e-07,2.138715327539811e-06,0.0006631017020029503,0.0057747411806171765,1.8655258921648568e-06,0.012953584014595168,2.499783295105113e-06,0.7266928354604124,2.348373092030521e-07,2.7698662475846615e-06,1.575708405807204e-10,8.777332466202407e-11,1.829551701615334e-07,1.6757595564027977e-08,2.0314618859215834e-11,0.0025850232036751103,9.488674698810243e-08,0.004357777571002915,1.2433613800308517e-13,4.1369525806028874e-07,1.2980073458229338e-07,7.0145077467197455e-12,0.0360338714809895,0.00012514286515204927,1.9532737662450073e-05,4.803579927760957e-14,0.00011993436877564286,2.3584765286625545e-12,1.2376350065577252e-15,7.318782464467381e-11,7.166482941823591e-09,3.807932643454815e-13,4.325213419592918e-14,4.749014995204662e-11,5.5452193549696e-12
0.004870006373805219,0.13809093725219893,3.76,0.0,0.020849268823112378,0.1000521860290771,0.9810660000795833,1.241612786247428e-16,5.855814548010337e-13,0.00015359084599199903,4.465737375195861e-05,0.12061227999938798,9.764389259943069e-06,0.15033937379388257,0.00034018073911438974,0.2846144462038641,3.168454689623816e-07,3.915937575272694e-07,2.1291995121575403e-06,0.0006539042941322517,0.005770594142553392,1.8446364857570545e-06,0.0128563124078812,2.4731440626920836e-06,0.727432480441376,2.328596811294263e-07,2.7432646962962065e-06,1.554993616365077e-10,8.705122069625097e-11,1.8135399940908017e-07,1.653727940833308e-08,2.015729855024709e-11,0.0025739714839465187,9.36033254410194e-08,0.004325299423399472,1.234459768793315e-13,4.102873139048206e-07,1.2881285538217653e-07,6.9619112244682296e-12,0.03610918149120924,0.00012490271018921687,1.946302416900911e-05,4.7778394283812784e-14,0.00011966466870376217,2.3539502353261352e-12,1.2260403611883864e-15,7.245266351997248e-11,7.130347173397873e-09,3.7651825567698537e-13,4.276656238779283e-14,4.6953077003878045e-11,5.503453195142315e-12
0.004897332940180614,0.13810291800209104,3.76,0.0,0.02076610077803941,0.0994443364384221,0.9815534365000211,1.2330654625170168e-16,5.80357127970672e-13,0.00015275185888481206,4.441127557916152e-05,0.12074053950106262,9.725661394932938e-06,0.15005799386037774,0.00033746292722842595,0.28486114076731656,3.13164824106363e-07,3.870549609549647e-07,2.1198581176529915e-06,0.000644914275302717,0.0057664555890689665,1.8241648282461896e-06,0.012760512250341168,2.4470237518267316e-06,0.7281630030301818,2.3091529636769482e-07,2.7171545698628816e-06,1.534733472857857e-10,8.63409315217394e-11,1.7978067496848894e-07,1.6321799287869058e-08,2.000272471415806e-11,0.0025630289680451373,9.234771233718238e-08,0.004293225475663573,1.2257053755997903e-13,4.0693404208195563e-07,1.2784121529092201e-07,6.909976661542937e-12,0.036183743527076734,0.00012466234905940564,1.9393911441100936e-05,4.7525883145323764e-14,0.00011939497465806105,2.3494200636629755e-12,1.2146468576517095e-15,7.173395460886022e-11,7.094794200236077e-09,3.7232666006748637e-13,4.229046491873932e-14,4.6426556489465875e-11,5.46221691331247e-12
0.004924659506556009,0.138114753967549,3.76,0.0,0.020683974746025974,0.09884381116794466,0.9820343003751207,1.2246984363730456e-16,5.752335933927299e-13,0.00015192488546519794,4.416889117253917e-05,0.1208675716002204,9.687478726378777e-06,0.14977971962834424,0.00033478739865789746,0.28510510557505075,3.0955512511381537e-07,3.8260194689624415e-07,2.1106862308498415e-06,0.0006361249959701018,0.005762326200067654,1.8040985292777723e-06,0.01266614969327607,2.421407380242365e-06,0.7288845955083113,2.2900325339052882e-07,2.691521836972792e-06,1.5149137026802096e-10,8.56421542721591e-11,1.782344566954146e-07,1.6111003366961707e-08,1.985082045853623e-11,0.0025521941567713184,9.111904740832833e-08,0.004261548564162164,1.2170942478320236e-13,4.0363410179109025e-07,1.2688539056760048e-07,6.8586920866345156e-12,0.03625757133395963,0.00012442182570404119,1.9325390859484588e-05,4.727811693189726e-14,0.00011912532802597671,2.344886841567827e-12,1.2034491282201458e-15,7.103115467502696e-11,7.059807909708105e-09,3.682160255401125e-13,4.182356328575913e-14,4.5910276845842793e-11,5.421500796890223e-12
