Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34)
0.0017982197942892485,0.4464022964175198,3.76,0.0,0.7017272715511212,0.9956680530914142,0.003450710908789024,2.777098751251605e-24,5.83880294071404e-19,4.648513431231843e-06,2.773925198981412e-05,0.0002842779728660402,2.1560741064669086e-06,0.010794778858007842,0.0007321396754825185,0.0050403477339797465,1.1267099526447393e-06,6.945802912544545e-08,5.211544642281728e-09,0.001851779429236842,3.361110723584025e-07,5.669020395780822e-07,2.0955642875462905e-05,5.787260627825189e-09,2.127161138661531e-05,6.876606343751094e-08,8.365335591929393e-08
0.0018190571601726852,0.44642141899576643,3.76,0.0,0.701362156988038,0.9955335663094458,0.003591759826873996,2.9875707447150676e-24,6.15691848130145e-19,4.751831681446155e-06,2.8315559752296247e-05,0.000290063050796002,2.1993395626500084e-06,0.01115507026191206,0.0007412653094110167,0.0052015847014486045,1.1499244751043707e-06,7.098901294338798e-08,5.4955960117703875e-09,0.001905329497684911,3.590852456553921e-07,5.829637604067243e-07,2.2031442623637344e-05,6.107191344565852e-09,2.2697186549963312e-05,7.019192002186884e-08,8.822102223455259e-08
0.001839894526056122,0.4464409626003844,3.76,0.0,0.7009892671247329,0.995396432876475,0.003736745577726949,3.2109683175462533e-24,6.488124670593044e-19,4.858104890615344e-06,2.889544010688129e-05,0.0002959811759600007,2.242819804164445e-06,0.011522998276949456,0.0007503163681159389,0.005365953311911837,1.1732719833253383e-06,7.256333310767516e-08,5.791367319944085e-09,0.001959566514634202,3.833397598337945e-07,5.992368806853673e-07,2.3160128006100303e-05,6.440801590756257e-09,2.420082323078997e-05,7.162731347405208e-08,9.297695823192746e-08
0.0018586076523023172,0.4464588751485662,3.76,0.0,0.7006477224718622,0.9952710083854226,0.0038703464734708296,3.4230955854306725e-24,6.797006309996409e-19,4.956088159101225e-06,2.9419177425584466e-05,0.00030141245674796934,2.282044504285082e-06,0.011859965005677512,0.0007583815484994754,0.00551624312556128,1.1943494567631491e-06,7.401444160226498e-08,6.067236479608004e-09,0.0020088524638211414,4.062576781732363e-07,6.140296075578521e-07,2.4220480496689195e-05,6.752395812394811e-09,2.562040372183616e-05,7.29243742289798e-08,9.741265081892675e-08
0.0018773207785485124,0.4464771317720989,3.76,0.0,0.7002998301971863,0.9951434211583239,0.004007196845740233,3.646565590577941e-24,7.116973777485894e-19,5.0565015520905626e-06,2.9945661305048023e-05,0.0003069567911589413,2.3214312107607832e-06,0.012203160553047862,0.0007663873051769314,0.005669073964314643,1.2155281681352347e-06,7.550113585244461e-08,6.353044499754158e-09,0.0020586786212150304,4.302925745165886e-07,6.289898049316997e-07,2.5326596028710586e-05,7.075648577323119e-09,2.7108027949160993e-05,7.422888393150931e-08,1.0200790585288271e-07
0.0018960339047947076,0.4464957345250389,3.76,0.0,0.6999455554015579,0.9950136581224219,0.004147331265861729,3.881833869592507e-24,7.448279507374693e-19,5.159366602860797e-06,3.0474828566704288e-05,0.00031261693838478447,2.3609746829935927e-06,0.012552616438474827,0.0007743339996855905,0.00582445237087916,1.2368052931422581e-06,7.702370467419893e-08,6.649025035152011e-09,0.0021090384040313714,4.5548594843516765e-07,6.441160415727637e-07,2.647999087919951e-05,7.410862210686516e-09,2.8666198932231243e-05,7.554073064550909e-08,1.0676642026818488e-07
0.0019128757184162831,0.44651277459866495,3.76,0.0,0.6996212229258554,0.9948950004071943,0.004276288351147257,4.104042967198406e-24,7.756358703528255e-19,5.254058763439449e-06,3.095332146765582e-05,0.0003178123903808652,2.396693546001882e-06,0.012872504588197935,0.0007814358342247776,0.00596647614969137,1.256036525835631e-06,7.842492209563571e-08,6.924300431959025e-09,0.002154812997445099,4.791856046565077e-07,6.578704347771113e-07,2.755974609034075e-05,7.723034958283947e-09,3.013098934672331e-05,7.672757494866353e-08,1.1119174805393717e-07
0.0019297175320378587,0.4465300980818863,3.76,0.0,0.6992916689349737,0.9947745605482857,0.004407957819090803,4.336527237574758e-24,8.074013855357179e-19,5.350768942243673e-06,3.1433891479665725e-05,0.00032310594918928475,2.4325314178347323e-06,0.01319750995395889,0.0007884904081731452,0.006110572524101575,1.275343155865998e-06,7.985562590589793e-08,7.208179433817766e-09,0.002201009642517773,5.038897652280522e-07,6.717571107974948e-07,2.8680193867863762e-05,8.045370730767146e-09,3.165691378317482e-05,7.792019390614621e-08,1.1575506666189358e-07
0.0019465593456594343,0.4465477063632474,3.76,0.0,0.6989568698933051,0.994652329371567,0.004542364025786711,4.579639340754465e-24,8.401432085958758e-19,5.449511931480019e-06,3.19164932903399e-05,0.00032849967413591403,2.4684845656894607e-06,0.01352765348623483,0.000795498005018685,0.0062567453272568555,1.2947231518392477e-06,8.131601115243308e-08,7.500836444489194e-09,0.002247623492863903,5.29630820886813e-07,6.857750237837179e-07,2.984249820718786e-05,8.378098438627122e-09,3.324592802454912e-05,7.911850955915085e-08,1.20459125525885e-07
0.0019617169779188523,0.446563798438909,3.76,0.0,0.6986510472692308,0.9945407822436696,0.004665689436624095,4.807824126854217e-24,8.704611325675342e-19,5.540130667989187e-06,3.235253484558647e-05,0.000333441382203564,2.5009378967684375e-06,0.013829192598353269,0.0008017649147084282,0.006390079128947584,1.3122262041059764e-06,8.265589272701636e-08,7.771877963753883e-09,0.0022899286533324802,5.537116403362665e-07,6.985024881329582e-07,3.0925336318201505e-05,8.686629807318705e-09,3.473163312864831e-05,8.020180080234066e-08,1.248153966631701e-07
0.0019768746101782703,0.44658012326210295,3.76,0.0,0.6983409412649189,0.994427770277765,0.004791268491439811,5.0451759490534735e-24,9.015988646399264e-19,5.632418105280848e-06,3.27901529381355e-05,0.00033846742562975617,2.5334789174034795e-06,0.014134924451054666,0.0008079942189398251,0.006525100088918818,1.3297855755439796e-06,8.402010546476308e-08,8.050300386785312e-09,0.0023325642652049098,5.786837205299539e-07,7.113346434989506e-07,3.2043910327817886e-05,9.003936641588014e-09,3.627154494934531e-05,8.128958883868649e-08,1.2928993404613859e-07
0.0019920322424376883,0.4465966817740969,3.76,0.0,0.6980265359694703,0.9943132870181404,0.004919118384332222,5.291966751116127e-24,9.335702232946886e-19,5.726384425473227e-06,3.3229315012514015e-05,0.0003435793346259559,2.566104963036381e-06,0.014444862991258217,0.0008141861328150621,0.0066618103965618075,1.3473998032170471e-06,8.540878125186574e-08,8.336233226788548e-09,0.002375526772242902,6.04572110180297e-07,7.242707277686514e-07,3.3199106772346544e-05,9.33019118617583e-09,3.7867177818696035e-05,8.238181912953235e-08,1.338847741037672e-07
0.0020071898746971063,0.4466134748937984,3.76,0.0,0.6977078158647161,0.9941973260820629,0.005049256131080716,5.548473103145368e-24,9.66389080617626e-19,5.822039619662752e-06,3.3669988663010074e-05,0.000348778648054094,2.598813386858722e-06,0.014759021748135842,0.0008203408734741873,0.00680021205215284,1.3650674297529496e-06,8.68220486996986e-08,8.629806602174648e-09,0.0024188126121785433,6.314023175766094e-07,7.373099786094234e-07,3.439182405828934e-05,9.665567396406835e-09,3.952007452774084e-05,8.347843785690301e-08,1.3860196236200397e-07
0.0020223475069565244,0.44663050351786415,3.76,0.0,0.6973847658247367,0.9940798811596029,0.00518169856870041,5.814976465763785e-24,1.0000693577998859e-18,5.919393487167093e-06,3.41121416326607e-05,0.0003540669131876962,2.6316015596815343e-06,0.015077413833628355,0.0008264586598009771,0.006940306867786524,1.382787003356824e-06,8.826003313155234e-08,8.93115117540982e-09,0.0024624182173245144,6.592003133797636e-07,7.504516337085144e-07,3.5622972395361896e-05,1.0010240752254782e-08,4.12318065561606e-05,8.457939185589149e-08,1.4344355327869858e-07
0.0020375051392159424,0.4466477685207177,3.76,0.0,0.6970573711153576,0.9939609460134412,0.005316462355024203,6.091762931166925e-24,1.0346250165917376e-18,6.018455635108068e-06,3.4555741808781547e-05,0.0003594456854713262,2.6644668699955086e-06,0.01540005194299489,0.0008325397121708264,0.00708209646832208,1.4005570780322475e-06,8.972285657539665e-08,9.240398567631643e-09,0.0025063400151494448,6.879925333927495e-07,7.636949327057746e-07,3.689347372536915e-05,1.0364388495664196e-08,4.300397429939763e-05,8.568462869658584e-08,1.4841160996348233e-07
0.0020526627714753604,0.44666527075461104,3.76,0.0,0.6967256173936097,0.9938405144786618,0.00545356396831957,6.379123118390585e-24,1.0700700650498947e-18,6.119235478349007e-06,3.5000757224931125e-05,0.0003649165282784301,2.697406723817162e-06,0.015726948355392928,0.000838584252235105,0.0072255822923399755,1.4183762133013058e-06,9.121063776028725e-08,9.557680978859877e-09,0.0025505744288196372,7.178058812674175e-07,7.770391154351214e-07,3.82042616467526e-05,1.072818961331151e-08,4.4838207293918725e-05,8.679409666768257e-08,1.5350820377336876e-07
0.0020678204037347784,0.44668301104967517,3.76,0.0,0.6963894907071626,0.9937185804625345,0.005593019706932268,6.677352613739422e-24,1.106418554518754e-18,6.221742239017414e-06,3.544715606217343e-05,0.0003704810126678307,2.730418544570963e-06,0.016058114934497495,0.0008445925027266247,0.007370765593110246,1.4362429741915376e-06,9.272349210783013e-08,9.883130952029466e-09,0.0025951178777194107,7.48667731004862e-07,7.904834215317106e-07,3.955628133277223e-05,1.1101824509943734e-08,4.673616443778304e-05,8.790774466546739e-08,1.5873541367888956e-07
0.0020829780359941964,0.4467009902139784,3.76,0.0,0.6960489774937324,0.9935951379442912,0.005734845688951378,6.986751567485708e-24,1.1436845671563717e-18,6.3259849459580315e-06,3.5894906643519056e-05,0.00037614071713898227,2.7634997732618024e-06,0.016393563129151148,0.0008505646872781235,0.0075176474395704275,1.4541559315893375e-06,9.42615317236717e-08,1.0216882011748261e-08,0.0026399667779566788,7.80605929479165e-07,8.040270932845821e-07,4.095048944574954e-05,1.1485475312846953e-08,4.869953420826371e-05,8.902552230057236e-08,1.640953260323655e-07
0.0020981356682536144,0.4467192090335836,3.76,0.0,0.6957040645804581,0.9934701809748929,0.00587905785190199,7.307624484564795e-24,1.1818822237243256e-18,6.431972434708447e-06,3.634397743509696e-05,0.0003818972273860532,2.796647868273772e-06,0.01673330397404299,0.000856501030253179,0.007666228717312953,1.4721136619037701e-06,9.582486539421493e-08,1.0559068288457041e-08,0.002685117542855669,8.136487989673138e-07,8.176693737108702e-07,4.2387854048036955e-05,1.1879325966790766e-08,5.073003487835497e-05,9.014737991309264e-08,1.6959003455911688e-07
0.0021132933005130325,0.4467376682726088,3.76,0.0,0.6953547391832448,0.993343703676794,0.006025671952459862,7.640280987510513e-24,1.2210256833818625e-18,6.539713347261408e-06,3.6794337049689455e-05,0.000387752136050963,2.829860305158085e-06,0.017077348090428483,0.0008624017565880303,0.007816510129584583,1.4901147469656655e-06,9.741359858202712e-08,1.0909823990964756e-08,0.0027305665834383573,8.478251393618161e-07,8.314095051632918e-07,4.386935450616218e-05,1.228356170260579e-08,5.282941472794642e-05,9.12732683984283e-08,1.7522163948853982e-07
0.0021284509327724505,0.44675636867328783,3.76,0.0,0.6950009889060864,0.9932157002436937,0.006174703566184958,7.985035171169491e-24,1.2611291256497722e-18,6.649216131744506e-06,3.724595424005015e-05,0.00039370704247538235,2.8631345769615787e-06,0.017425705686879855,0.0008682670916522435,0.007968492198296241,1.5081577745430309e-06,9.902783342182752e-08,1.1269284333998188e-08,0.0027763103088878347,8.831642304330596e-07,8.452467333559215e-07,4.539598139136096e-05,1.2698369400295036e-08,5.499945225183791e-05,9.240313933844676e-08,1.8099224709599528e-07
0.0021436085650318685,0.44677531095603357,3.76,0.0,0.6946428017403549,0.9930861649402768,0.0063261680872846995,8.342205159531584e-24,1.3022067601295524e-18,6.7604890426465595e-06,3.7698797898964704e-05,0.00039976355245181197,2.89646819405537e-06,0.01777838656006449,0.0008740972611271419,0.008122175265043467,1.526241337983139e-06,1.0066766872058489e-07,1.163758526789191e-08,0.0028223451269954363,9.196958342272731e-07,8.591803055402761e-07,4.696873637792451e-05,1.312393789988315e-08,5.724195636771137e-05,9.353694507604184e-08,1.869039700800495e-07
0.0021587661972912865,0.4467944958195031,3.76,0.0,0.6942801660640481,0.992955092101954,0.00648008072839957,8.712114478963069e-24,1.3442728316429794e-18,6.8735401405310895e-06,3.815283706614659e-05,0.0004059232779738525,2.9298586837403104e-06,0.01813540009557223,0.0008798924908876424,0.008277559492140965,1.54436403597159e-06,1.0233319995242075e-07,1.2014862456500085e-08,0.0028686674446031083,9.574501969603648e-07,8.732094674662192e-07,4.8588632133075786e-05,1.3560457163904236e-08,5.9558766617041124e-05,9.467463844883228e-08,1.9295892655181128e-07
0.0021739238295507045,0.44681392394066616,3.76,0.0,0.6939130706410197,0.9928224761345958,0.006636456520402521,9.095091055897072e-24,1.3873415943490382e-18,6.9883772916699766e-06,3.860804092003277e-05,0.00041218783698558306,2.9633035907253378e-06,0.01849675526877331,0.0008856530068942445,0.008434644863666586,1.5625244732198173e-06,1.0402451925531527e-07,1.24012525472286e-08,0.0029152736680341457,9.96458050946743e-07,8.873334688287074e-07,5.02566922032498e-05,1.4008118654348853e-08,6.19517533620722e-05,9.581617293605772e-08,1.9915923926800478e-07
0.0021890814618101225,0.44683359597487066,3.76,0.0,0.6935415046201842,0.9926883115142491,0.006795310312227242,9.49146623302899e-24,1.4314273223913252e-18,7.10500816880467e-06,3.9064378775122355e-05,0.0004185588531302446,2.996800477066443e-06,0.018862460645694478,0.0008913790351016307,0.00859343118651398,1.580721260113071e-06,1.0574171543834228e-07,1.2796893231402647e-08,0.0029621602035086554,1.036750616946391e-06,9.015515621541689e-07,5.197395090081544e-05,1.4467116046953857e-08,6.44228179855391e-05,9.696150283921123e-08,2.0550703654618933e-07
0.0022042390940695405,0.44685351255591554,3.76,0.0,0.6931654575346663,0.992552592786861,0.006956656770719917,9.901577258497201e-24,1.4765443244737694e-18,7.223440250973455e-06,3.952182009412033e-05,0.000425037955498496,3.0303469214996748e-06,0.019232524383953755,0.0008970708013651891,0.008753918091462172,1.598953012285458e-06,1.0748487397857768e-07,1.320192143242003e-08,0.0030093234575598693,1.0783596057460963e-06,9.158629972131461e-07,5.374145318022626e-05,1.4937643957701342e-08,6.697389308125122e-05,9.81105828867834e-08,2.1200445106861162e-07
0.0022193967263289586,0.4468736742961246,3.76,0.0,0.6927849193009333,0.9924153145679949,0.007120510380500114,1.0325765842609964e-23,1.522706907267865e-18,7.343680822788863e-06,3.99803344787943e-05,0.0004316267783759775,3.0639405200710974e-06,0.0196069542337315,0.0009027285313552077,0.008916105034255405,1.6172183515043526e-06,1.0925407701485272e-07,1.3616474901850823e-08,0.003056759837441287,1.1213172196240865e-06,9.30267027983633e-07,5.556025450948156e-05,1.541989820419939e-08,6.960694263829875e-05,9.926336837251064e-08,2.186536185118157e-07
0.002233038595362435,0.44689202996223387,3.76,0.0,0.6924385869330304,0.992290426411427,0.00727013406825649,1.0719856002698436e-23,1.5651590344375646e-18,7.45344946105341e-06,4.0393889877040603e-05,0.00043765188472462895,3.0942131028409104e-06,0.01994768020184441,0.0009077915736479846,0.009063526225107246,1.6336847392950499e-06,1.1086869299771879e-07,1.3997832364874765e-08,0.00309968313340207,1.161159159623146e-06,9.433092124249358e-07,5.724191711157478e-05,1.5864117112580992e-08,7.204842409071366e-05,1.0030400728132662e-07,2.2476938693264232e-07
0.002246680464395911,0.44691058510218784,3.76,0.0,0.6920886020644901,0.9921642669337101,0.007421810435774886,1.1125883408098708e-23,1.6084801366852718e-18,7.564693758629066e-06,4.080826797978727e-05,0.0004437683906528132,3.1245202187004448e-06,0.020291953746650746,0.0009128273932667282,0.009212323223770275,1.6501762238925774e-06,1.1250452405963868e-07,1.4387118642759727e-08,0.0031428221347602234,1.202144141854533e-06,9.56425255210954e-07,5.896677927347912e-05,1.6318140056647333e-08,7.455939763545763e-05,1.0134758040087467e-07,2.3101137190750795e-07
0.0022603223334293873,0.4469293401180473,3.76,0.0,0.6917349581372332,0.992036832353033,0.0075755496633534555,1.1544105805444927e-23,1.6526806646276573e-18,7.677418624782488e-06,4.1223446916458256e-05,0.000449977497340346,3.1548601507381233e-06,0.02063977967554254,0.0009178361540726141,0.0093624952741853,1.666691812514595e-06,1.1416162317625896e-07,1.4784435139842921e-08,0.003186174225449411,1.2442966703786814e-06,9.696146165895757e-07,6.0735631754977494e-05,1.678211307756701e-08,7.714136098753527e-05,1.0239405644958874e-07,2.3738113729244969e-07
0.002272600015559516,0.44694639084732,3.76,0.0,0.6914135448880389,0.9919210479279302,0.007715687031029578,1.1931147475707537e-23,1.6932216897798154e-18,7.780140845446485e-06,4.159777466744379e-05,0.00045564586202350414,3.182192737476375e-06,0.020955864059924403,0.0009223210387147465,0.009498825073595134,1.6815756337131875e-06,1.1567123858808569e-07,1.514897013339089e-08,0.003225371137424506,1.2832527137917617e-06,9.815472847943558e-07,6.236586956185753e-05,1.720831797080938e-08,7.952707910945937e-05,1.0333834146364129e-07,2.4322447241447477e-07
0.0022848776976896446,0.4469636040640348,3.76,0.0,0.6910891582608345,0.9918042249487712,0.007857510717093329,1.2328469905960043e-23,1.7344911486181993e-18,7.88406960054761e-06,4.19727176348067e-05,0.0004613910880015057,3.209549287649597e-06,0.02127483268709649,0.000926784257250729,0.00963626725310508,1.696477459453883e-06,1.1719815780870276e-07,1.5520166204141775e-08,0.0032647366289619336,1.3231929065009393e-06,9.93538512645039e-07,6.403297100763907e-05,1.7642809760175075e-08,8.197265072383055e-05,1.0428493068659238e-07,2.4917372090301944e-07
0.0022971553798197732,0.44698098003250464,3.76,0.0,0.690761793991301,0.991686360751594,0.008001027894115059,1.2736267447529257e-23,1.7764966652342562e-18,7.989208205967266e-06,4.234826006612099e-05,0.0004672140564175116,3.236928572569747e-06,0.021596688512939735,0.0009312259284851912,0.009774821029959647,1.7113965738208418e-06,1.1874241493270447e-07,1.5898097324558537e-08,0.003304268796352917,1.3641357919219815e-06,1.0055879083698622e-06,6.573752602266814e-05,1.808569652046201e-08,8.447921158840472e-05,1.0523380201742362e-07,2.552300262908798e-07
0.002309433061949902,0.44699851900800847,3.76,0.0,0.6904314479774771,0.9915674527015634,0.008146245656062485,1.3154734318301542e-23,1.819245854767083e-18,8.095559895561227e-06,4.2724386263287725e-05,0.00047311564996132985,3.2643293714184315e-06,0.021921434320902,0.0009356461709837084,0.009914485549103777,1.7263322636592023e-06,1.203040426401906e-07,1.6282838754473904e-08,0.003343965737227365,1.4061001294043967e-06,1.0176950843131224e-06,6.748012868236515e-05,1.8537087781807004e-08,8.704791145588021e-05,1.0618493384469039e-07,2.6139453253515607e-07
0.0023217107440800305,0.44701622123682716,3.76,0.0,0.690098116279358,0.9914474981928584,0.00829317101830856,1.358406807337476e-23,1.862746357317785e-18,8.203127820674012e-06,4.310108059134894e-05,0.000479096752780484,3.291750470340159e-06,0.02224907272243427,0.0009400451030572374,0.01005525988359336,1.7412838178301848e-06,1.2188307218647484e-07,1.667446498799098e-08,0.0033838255506838267,1.4491048944310957e-06,1.0298596498448545e-06,6.926137715178037e-05,1.899709388202276e-08,8.967991412844897e-05,1.0713830482331365e-07,2.6766838468956076e-07
0.002333988426210159,0.44703408695626556,3.76,0.0,0.6897617951184977,0.9913264946485592,0.008441810917640914,1.4024469677722802e-23,1.9070058017206436e-18,8.311915049690668e-06,4.347832748072531e-05,0.0004851582503918327,3.3191906622962436e-06,0.022579606157438148,0.00094442284274451,0.010197143035007128,1.756250527821424e-06,1.234795334047797e-07,1.7073049678734402e-08,0.003423846337416172,1.4931692787102906e-06,1.0420812138650407e-06,7.108187362715669e-05,1.946582439464552e-08,9.237639751084162e-05,1.0809389350131489e-07,2.740527279068092e-07
0.0023462661083402878,0.44705211639469267,3.76,0.0,0.6894224808776401,0.9912044395205318,0.008592172212263261,1.447613689380401e-23,1.9520317644576314e-18,8.42192456884559e-06,4.385611140838137e-05,0.0004913010295927148,3.34664874847861e-06,0.022913036894686295,0.0009487795078009893,0.010340133933850245,1.771231688511006e-06,1.2509345471736014e-07,1.747866920188254e-08,0.0034640261998316988,1.5383126909439261e-06,1.0543593953619444e-06,7.294222428326237e-05,1.9943390129760644e-08,9.513855366698003e-05,1.0905167890434992e-07,2.8054870753498043e-07
0.0023573160222574037,0.44706848305057495,3.76,0.0,0.6891145361173598,0.991093688718285,0.008728974775408014,1.489243797593159e-23,1.9932168288569888e-18,8.521980596656726e-06,4.419656333839436e-05,0.000496899760532501,3.3713753402728233e-06,0.023215603489228305,0.0009526825846321714,0.010469771925979773,1.7847265067731215e-06,1.2656093462891004e-07,1.7849803011177306e-08,0.003500322518831689,1.579880547349448e-06,1.065457844210869e-06,7.465111936505372e-05,2.0380846357845165e-08,9.768164112431538e-05,1.0991554697967525e-07,2.8649148572015213e-07
0.0023683659361745197,0.4470849826505507,3.76,0.0,0.6888041617517123,0.9909820822751558,0.00886718204925732,1.531818021679016e-23,2.0350345295936628e-18,8.6230310944212e-06,4.453742653248263e-05,0.0005025656969260574,3.396114596506612e-06,0.0235205200118873,0.0009565687715777004,0.010600305391097253,1.7982319489780883e-06,1.2804259782770392e-07,1.822674891792695e-08,0.0035367447728981735,1.6223527686868405e-06,1.0766015533950824e-06,7.639323789885723e-05,2.082563130984573e-08,0.00010027978968722367,1.1078116261428461e-07,2.9252645281048886e-07
0.0023794158500916357,0.4471016153426374,3.76,0.0,0.6884913554769131,0.9908696183928889,0.009006798870285371,1.5753511129308848e-23,2.077490384655321e-18,8.725078069093052e-06,4.487868979909111e-05,0.0005082994875572739,3.4208656584475018e-06,0.023827787762924928,0.0009604381538445543,0.010731733403551963,1.8117475063235667e-06,1.2953846210406344e-07,1.8609562776562624e-08,0.0035732915827354494,1.665743955643688e-06,1.0877902467135846e-06,7.816902981746641e-05,2.127782716628908e-08,0.0001029338979944874,1.1164851106091469e-07,2.986544436983323e-07
0.0023904657640087517,0.44711838126908243,3.76,0.0,0.6881761150938772,0.9907562952918169,0.009147830023485194,1.61985821126902e-23,2.120589945025182e-18,8.828123474310897e-06,4.522034199130024e-05,0.0005141017818318622,3.445627671770813e-06,0.024137407931489777,0.0009642908164280714,0.010864054992102001,1.8252726711801724e-06,1.3104854432433954e-07,1.8998299325767828e-08,0.003609961570470226,1.7100688520002495e-06,1.099023643805625e-06,7.997894751960862e-05,2.1737516748485148e-08,0.00010564487410253662,1.1251757774880617e-07,3.048762938634452e-07
0.0024015156779258677,0.44713528056633356,3.76,0.0,0.6878584385078923,0.9906421112107741,0.009290280242394054,1.665354695109002e-23,2.1643387606041465e-18,8.93216921074716e-06,4.556237200573556e-05,0.000519973229712608,3.470399786739133e-06,0.02444938159598215,0.0009681268441024969,0.010997269140230402,1.8388069375956881e-06,1.325728604424687e-07,1.9393012710106194e-08,0.003646753359739792,1.7553423447360054e-06,1.1103014634352372e-06,8.182344582354317e-05,2.220478274590386e-08,0.00010841363552178569,1.1338834812131999e-07,3.111928382168156e-07
0.0024125655918429837,0.4471523133651845,3.76,0.0,0.6875383237284955,0.9905270644070626,0.009434154209101358,1.7118557731919114e-23,2.2087423418334733e-18,9.037217125846093e-06,4.590476877276831e-05,0.0005259144816940923,3.4951811586677974e-06,0.024763709724200954,0.0009719463214185291,0.01113137478626829,1.85234980172829e-06,1.3411142549936558e-07,1.979375816709691e-08,0.0036836655757249478,1.8015794640649904e-06,1.1216234293018135e-06,8.370298194849022e-05,2.267970798691143e-08,0.00011124110922829201,1.1426080776030188e-07,3.176049110838486e-07
0.0024236155057600997,0.44716947979055627,3.76,0.0,0.6872157688690793,0.9904111531563392,0.009579456554293327,1.7593766913353154e-23,2.253806204772584e-18,9.143269014214966e-06,4.624752125950346e-05,0.0005319261887268567,3.519970947850351e-06,0.025080393173776038,0.0009757493327007641,0.011266370823769788,1.8659007613000793e-06,1.3566425362185475e-07,2.020059138813701e-08,0.003720696845247553,1.8487953839353915e-06,1.1329892659261853e-06,8.561801546309597e-05,2.316237649416397e-08,0.00011412823170757013,1.1513494260460593e-07,3.2411334704361746e-07
0.0024346654196772156,0.44718677996180534,3.76,0.0,0.6868907721466824,0.9902943757525753,0.00972619185727958,1.807933278992124e-23,2.299535907969699e-18,9.250326617788218e-06,4.6590618482066843e-05,0.000538009002182274,3.54476831887795e-06,0.02539943269239515,0.0009795359620355195,0.01140225610169029,1.8794593152708253e-06,1.37231358023733e-07,2.061356637114991e-08,0.00375784579682354,1.8970054215932622e-06,1.1443986922714481e-06,8.756900825501757e-05,2.3652872650516654e-08,0.00011707594896730404,1.1601073866946658e-07,3.3071898012596565e-07
0.0024457153335943316,0.44720421399247173,3.76,0.0,0.6865633318816196,0.9901767305079556,0.00987436464602917,1.8575414231376323e-23,2.3459369690694657e-18,9.358391625211178e-06,4.693404949745918e-05,0.0005441635737828946,3.5695724410322524e-06,0.025720828918224466,0.0009833062932662906,0.011539029424736506,1.8930249647784233e-06,1.388127510080646e-07,2.103273709419648e-08,0.003795111060754457,1.9462250375966705e-06,1.1558514300799182e-06,8.955642447906647e-05,2.4151279899222087e-08,0.00012008521657344642,1.1688818183107252e-07,3.374226428336522e-07
0.0024567652475114476,0.44722178199055984,3.76,0.0,0.6862334464973421,0.9900582157528277,0.010023979397187204,1.9082161940419575e-23,2.393014828543797e-18,9.467465672526564e-06,4.727780338354869e-05,0.0005503905555720721,3.59438248931129e-06,0.026044582380075957,0.0009870604100001886,0.011676689553514011,1.906597213232191e-06,1.4040844397568292e-07,2.14581607734559e-08,0.003832491269157432,1.9964698365214675e-06,1.1673472118353433e-06,9.158073053902366e-05,2.4657682865857314e-08,0.00012315699966828684,1.1776725843838785e-07,3.442251679849318e-07
0.002465850524666279,0.4472363268875598,3.76,0.0,0.6859603808945228,0.9899601199900107,0.01014807646927434,1.9506916814670746e-23,2.4322333235740537e-18,9.557903729588677e-06,4.756067321712778e-05,0.0005555651043173233,3.6147852566567525e-06,0.02631253971842936,0.0009901349699632412,0.011790537596955397,1.917760956236261e-06,1.4173114790835193e-07,2.1812667635352616e-08,0.003863310548304072,2.0385603521430973e-06,1.176831130020593e-06,9.327308667460932e-05,2.5080099327855837e-08,0.00012573014793252677,1.1849125238604904e-07,3.498928734782102e-07
0.0024749358018211105,0.4472509624722321,3.76,0.0,0.6856856605803843,0.9898614343962993,0.01027315376098965,1.9939080813702957e-23,2.4719161473709994e-18,9.6490258425362e-06,4.784374795101687e-05,0.0005607894073107737,3.635191021119003e-06,0.02658209105615079,0.000993198671191403,0.01190498353561319,1.9289285505403573e-06,1.430635313886058e-07,2.217146849821533e-08,0.003894205850339993,2.0813633801752497e-06,1.1863438051950365e-06,9.499095931468349e-05,2.5508026089668298e-08,0.00012834676326923188,1.1921633388277164e-07,3.5562843674845817e-07
0.002484021078975942,0.4472656887960543,3.76,0.0,0.6854092848343112,0.9897621580710073,0.01039921368274106,2.0378742695862303e-23,2.5120663475538466e-18,9.740832841697798e-06,4.812702158128702e-05,0.0005660638272895031,3.6555993311639123e-06,0.026853236522139393,0.0009962515597744573,0.01202002661449021,1.9400997225351964e-06,1.4440559938763656e-07,2.2534594119896196e-08,0.003925176417951821,2.1248878124668126e-06,1.1958850858714597e-06,9.673461097939102e-05,2.594151081484174e-08,0.00013100739675780626,1.1994249554402655e-07,3.614323192961953e-07
