Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218)
0.0002772510847800445,0.09383369745042157,3.76,0.0,0.48003993891644525,0.8409782574864071,0.21268449471070972,6.09603057914593e-19,7.800285599974874e-15,0.0003995572876345365,0.00048343039750761816,0.02440964764931486,3.0771730983516556e-05,0.2947555134247918,0.0030319241386369874,0.12390727862435565,2.1510693680880385e-05,6.611235918631745e-06,6.237557448215261e-06,0.01824520007684652,0.0008764012881707653,2.5356205317965055e-05,0.02440720816013655,1.225161102532409e-05,0.03525033786008363,1.909958575333646e-06,2.4910190538198053e-05,4.0915880929265235e-09,9.951539200241555e-11,1.4774869564376348e-07,4.0834604931821904e-07,7.246128433181904e-11,0.0004249349680103101,1.5526015292853217e-06,0.0030244112527725783,3.4126035304720716e-13,1.517179940225695e-07
0.000278291496648972,0.09386085515868917,3.76,0.0,0.4779325295191639,0.8395959095038423,0.214436065949755,6.217185265193552e-19,7.929251300087065e-15,0.0004023325497714788,0.000483697992046386,0.02466751648067606,3.0822277553838715e-05,0.2962323120282558,0.0030358158522406898,0.12461065937470862,2.148157718488397e-05,6.644303970472383e-06,6.2995364691371385e-06,0.01829342173851474,0.0008898118429945275,2.5459420860104282e-05,0.024672035256469927,1.2401320520450823e-05,0.035853463254353034,1.9195755944511145e-06,2.5137081574042602e-05,4.1278970389016715e-09,1.0154933709792288e-10,1.5050553786689455e-07,4.119832042169266e-07,7.367579509839566e-11,0.0004328262205908959,1.5649848641318517e-06,0.0030648405878650068,3.470251043916549e-13,1.5463150666956526e-07
0.00027933190851789954,0.09388803569308336,3.76,0.0,0.47582855453484735,0.8382083893116042,0.21619147876412365,6.34040372069745e-19,8.059952228610877e-15,0.00040510560809633506,0.0004839511494024135,0.024926473498626586,3.087249281604871e-05,0.2977010194457724,0.0030396829060207664,0.12531316501919446,2.1451661837135872e-05,6.677122897305677e-06,6.361697829046748e-06,0.01834118319772514,0.000903346998524124,2.5562291626973096e-05,0.024937454259501137,1.2551771846599476e-05,0.03646322017907768,1.9291780762814955e-06,2.536414536956028e-05,4.16418980854884e-09,1.0361291966853562e-10,1.5329704203346642e-07,4.1561875327386295e-07,7.490160261981754e-11,0.000440811719458197,1.5773675951603334e-06,0.0031055205626300724,3.528443380855048e-13,1.575816905425446e-07
0.00028037232038682707,0.09391523851249513,3.76,0.0,0.47372809081341943,0.8368157233096698,0.21795068876569246,6.465713101073912e-19,8.192404923684195e-15,0.00040787633893355575,0.00048419001512584015,0.025186508735564085,3.092238553094798e-05,0.2991615684156819,0.003043525081771011,0.1260147883373573,2.1420958465181257e-05,6.709690449773542e-06,6.4240387460271436e-06,0.018388484680439653,0.0009170069005518923,2.566481615226904e-05,0.025203441476218273,1.270295655349349e-05,0.03707962590955399,1.938765640393393e-06,2.559136465951216e-05,4.200463033236803e-09,1.0570635413183498e-10,1.5612338003664262e-07,4.192523583372925e-07,7.613867556675678e-11,0.0004488917232794023,1.5897488323701836e-06,0.0031464491789067557,3.5871791573944665e-13,1.6056870201192796e-07
0.0002814127322557546,0.09394246308193076,3.76,0.0,0.47163121416643167,0.8354179381766731,0.21971365173406354,6.593163355629506e-19,8.326633015292811e-15,0.0004106446197702362,0.00048441473383830513,0.025447612195528345,3.097196437172742e-05,0.30061389310097913,0.0030473421567303533,0.1267155224128679,2.138947781635562e-05,6.742004425604593e-06,6.4865563312012855e-06,0.01843532638474297,0.0009307916856304376,2.5766992971265613e-05,0.02546997316910231,1.285486622295096e-05,0.03770269713904758,1.948337918318783e-06,2.5818722268604503e-05,4.236713395725574e-09,1.0782985197453872e-10,1.5898471912561697e-07,4.228836864223583e-07,7.73869727661276e-11,0.00045706648040145484,1.6021276826830443e-06,0.0031876244048287907,3.6464565544382574e-13,1.6359269496777948e-07
0.00028245314412468213,0.09396970887296627,3.76,0.0,0.4695379993749448,0.8340150608734564,0.22148032361274103,6.722791390436035e-19,8.462656854350067e-15,0.00041341032898451846,0.0004846254498087752,0.02570977385537996,3.1021237967772644e-05,0.3020579290796287,0.003051133902118749,0.12741536062679779,2.135723069113644e-05,6.774062633938686e-06,6.549247888339251e-06,0.018481708480424696,0.0009447014811089808,2.586882052042677e-05,0.025737025559190507,1.3007492573191077e-05,0.038332449975861806,1.957894533144496e-06,2.6046201028344552e-05,4.272937554988082e-09,1.0998363709535736e-10,1.618812325839135e-07,4.265124021563768e-07,7.864646933190267e-11,0.0004653362288694086,1.614503254566532e-06,0.003229044175076244,3.70627444813832e-13,1.6665382328524387e-07
0.00028349355599360966,0.09399697536315234,3.76,0.0,0.4674485201936952,0.8326071186455543,0.22325066050612347,6.854599150820914e-19,8.6004850535214e-15,0.0004161733450410889,0.0004848223081412685,0.025972983666106536,3.107021480990226e-05,0.3034936133398487,0.0030549000829436113,0.12811429665140933,2.1324227834166722e-05,6.8058629319238044e-06,6.61211074027072e-06,0.01852763110896285,0.0009587364051993676,2.5970297171643735e-05,0.026004574828756073,1.3160826943027896e-05,0.038968899939756246,1.96743508941281e-06,2.6273783553664715e-05,4.309132131392407e-09,1.1216792129920557e-10,1.6481309026981193e-07,4.301381663196294e-07,7.991713885738517e-11,0.00047370119643858505,1.6268746454490285e-06,0.0032707063911201683,3.7666316396800405e-13,1.697522379169434e-07
0.0002845339678625372,0.09402426203614624,3.76,0.0,0.46536284935866945,0.8311941390206019,0.2250246186748531,6.988616039195388e-19,8.740133397186538e-15,0.0004189335474379964,0.00048500545271267485,0.026237231553984722,3.111890325860403e-05,0.30492088427144776,0.0030586404606727058,0.1288123244443024,2.1290479859316526e-05,6.837403235373491e-06,6.67514193376822e-06,0.01857309438325166,0.0009728965668134196,2.6071421337578205e-05,0.026272597126964416,1.3314860469510389e-05,0.039612061960390466,1.97695921570199e-06,2.650145256186505e-05,4.345293825627455e-09,1.1438290552069033e-10,1.6778045020279973e-07,4.337606477670854e-07,8.119893092409669e-11,0.0004821616004140341,1.6392409488705356e-06,0.0033126089216262,3.8275258822806216e-13,1.728880844258853e-07
0.0002855743797314647,0.09405156838133391,3.76,0.0,0.463281058596078,0.8297761498105388,0.22680215453205418,7.124942424423979e-19,8.881642936947591e-15,0.0004216908171633334,0.000485175025931306,0.026502507421352274,3.11673116580414e-05,0.3063396816544603,0.0030623547919183523,0.1295094382429941,2.1255997438287298e-05,6.868681472680829e-06,6.738338627711124e-06,0.01861809838712172,0.0009871820654995993,2.6172191358983177e-05,0.026541068572792193,1.3469584737034594e-05,0.04026195037617196,1.9864665456626936e-06,2.6729191018330796e-05,4.381419348651736e-09,1.16628813421825e-10,1.7078347438661318e-07,4.373795163753273e-07,8.24918064439396e-11,0.0004907176476083433,1.6516012674468694e-06,0.003354749602665752,3.888955410050168e-13,1.7606150991634674e-07
0.00028661479160039225,0.09407889389418685,3.76,0.0,0.4612032186292232,0.8283531791149503,0.22858322463907385,7.263560848907328e-19,9.025016120787324e-15,0.00042444503537165956,0.0004853311717828451,0.026768801148464753,3.121544818397053e-05,0.3077499466491666,0.003066042827641358,0.13020563255676051,2.1220791152723924e-05,6.899695629622293e-06,6.801698175271321e-06,0.018662643175291583,0.00100159299149774,2.627260546826046e-05,0.026809965258952732,1.3624990767070748e-05,0.04091857893095429,1.995956668211134e-06,2.695698155588574e-05,4.417505321214711e-09,1.1890584534536756e-10,1.7382232596018776e-07,4.4099443300710604e-07,8.37957376546845e-11,0.0004993695343627028,1.6639546868532146e-06,0.0033971262382786025,3.9509189377953214e-13,1.792726587350965e-07
0.0002876552034693198,0.09410623807560356,3.76,0.0,0.4591293991812071,0.8269252553210816,0.23036778570273106,7.404455863251142e-19,9.170253702660405e-15,0.00042719608336547004,0.0004854740336226011,0.027036102594140576,3.12633209412168e-05,0.30915162179553307,0.003069704314034709,0.13090090216262656,2.1184871555188974e-05,6.9304437173921e-06,6.865217725185684e-06,0.0187067287737802,0.0010161294257749142,2.637266191316346e-05,0.027079263254745845,1.3781069482981913e-05,0.041581960770292734,2.0054291998392246e-06,2.7184806718302775e-05,4.453548441063649e-09,1.2121420109942228e-10,1.7689715950160788e-07,4.4460506625156164e-07,8.511067942980854e-11,0.0005081174465363665,1.6763002914707575e-06,0.003439736600513448,4.013414420021168e-13,1.8252167054745965e-07
0.0002886956153382473,0.09413360043187918,3.76,0.0,0.45705966898772127,0.825492407102308,0.23215579457001667,7.547758825518629e-19,9.317405511964759e-15,0.0004299438444757007,0.00048560375244102326,0.027304401596839067,3.131093795256693e-05,0.3105446509970286,0.0030733389937098493,0.1315952420993567,2.114824915463695e-05,6.9609237970708e-06,6.928894272979288e-06,0.018750355179237992,0.0010307914397891334,2.6472358919368503e-05,0.02734893861015347,1.3937812195849555e-05,0.0422521084433076,2.014883784247188e-06,2.7412649458416043e-05,4.489545461593469e-09,1.235541003669931e-10,1.8000812593155644e-07,4.482110902853605e-07,8.643657522735156e-11,0.0005169615593136101,1.6886371705803842e-06,0.0034825784298184036,4.0764393082577395e-13,1.858086853897261e-07
0.00028973602720717485,0.09416098047488058,3.76,0.0,0.45499409579897826,0.8240546634228524,0.2339472082256625,7.693579139273153e-19,9.46651801591962e-15,0.0004326882022606538,0.00048572047034422405,0.02757368797534506,3.13583071444144e-05,0.3119289795166624,0.003076946603668669,0.13228864766276197,2.1110934419229983e-05,6.991133954049764e-06,6.9927250978926015e-06,0.01879352235898317,0.001045579095565109,2.6571694593790993e-05,0.027618967358769536,1.4095209825746858e-05,0.042929033898038683,2.0243200101652364e-06,2.764049257835507e-05,4.5254930300670086e-09,1.2592574197816653e-10,1.831553792111385e-07,4.518121686619087e-07,8.777339103940011e-11,0.0005259020373063538,1.7009644055348787e-06,0.003525649435321237,4.1399920196498304e-13,1.8913384067976173e-07
0.0002907764390761024,0.09418837772188571,3.76,0.0,0.45293274638570424,0.822612053538414,0.23574198378849617,7.841769648348082e-19,9.617548807511149e-15,0.0004354290397255285,0.0004858243300608362,0.027843951530363835,3.14054362158604e-05,0.31330455397194346,0.00308052687684022,0.13298111439765875,2.107293770213773e-05,7.021072322590426e-06,7.056707535009404e-06,0.01883623025135784,0.001060492445835103,2.6670667014128217e-05,0.027889325520336735,1.4253252674796992e-05,0.04361274847774961,2.0337374538522256e-06,2.7868318361614176e-05,4.5613878161480584e-09,1.2832929948886532e-10,1.863390674416148e-07,4.554079672036134e-07,8.912109096958312e-11,0.0005349390345669977,1.7132810628850271e-06,0.0035689472951556207,4.2040708805177673e-13,1.9249726934230799e-07
0.0002918168509450299,0.0942157916949699,3.76,0.0,0.45087568655033605,0.8211646069933497,0.23754007850531086,7.992309409809132e-19,9.770490810220258e-15,0.0004381662419227325,0.00048591547105277384,0.028115182045071466,3.145233294188824e-05,0.3146713223213668,0.0030840795432207626,0.13367263809419544,2.1034269397065683e-05,7.050737072455063e-06,7.120838439657421e-06,0.018878478765385977,0.0010755315337621133,2.6769274280528425e-05,0.02815998910683809,1.4411931858197966e-05,0.04430326292166136,2.0431357804779254e-06,2.809610966831755e-05,4.597226625973675e-09,1.3076499759266527e-10,1.8955933216620014e-07,4.589981654108428e-07,9.047960310288747e-11,0.0005440726943866698,1.7255862219526058e-06,0.003612469656805756,4.268672650041384e-13,1.958991026064489e-07
0.00029285726281395744,0.0942432219225309,3.76,0.0,0.4488229810038299,0.8197123536651825,0.23934144976413493,8.145481220149989e-19,9.925452152932142e-15,0.0004408996948200282,0.0004859940334541079,0.028387369284051056,3.149900488966385e-05,0.31602923403408545,0.003087604327493119,0.13436321481280625,2.09949397908661e-05,7.080126406953682e-06,7.185115052560717e-06,0.018920267776692028,0.0010906963916134456,2.6867514355170244e-05,0.02843093412405916,1.457123807156337e-05,0.04500058728029041,2.0525145651157776e-06,2.8323849346874834e-05,4.633006123356489e-09,1.3323302426489022e-10,1.9281631782998179e-07,4.625824285375284e-07,9.184888902696753e-11,0.0005533031478511959,1.7378789545815845e-06,0.0036562141333401745,4.3337955269746916e-13,1.9933947223397657e-07
0.00029389767468288497,0.0942706679325667,3.76,0.0,0.4467746936836908,0.8182553236699361,0.24114605505044434,8.301286501702167e-19,1.0082439617332886e-14,0.0004436292841600821,0.0004860601576990694,0.02866050299982115,3.154545955304101e-05,0.31737823965174133,0.003091100950602008,0.13505284080093566,2.095495914429028e-05,7.109238570775911e-06,7.2495345381648135e-06,0.01896159713752625,0.001105987043965042,2.696538520569181e-05,0.028702136576332624,1.473116173616851e-05,0.04570473111008675,2.061873411499657e-06,2.855151997029266e-05,4.668723042839528e-09,1.3573356635363166e-10,1.9611016374063564e-07,4.661604289403913e-07,9.322889667116983e-11,0.000562630517363023,1.7501583261010305e-06,0.00370017831361318,4.399437111032911e-13,2.0281850542799616e-07
0.0002949380865518125,0.09429812926892012,3.76,0.0,0.4447308875823138,0.8167935474154805,0.24295385196591315,8.459567043550838e-19,1.0241401515656468e-14,0.0004463548969537122,0.00048611398246858553,0.02893457293038597,3.159170429759355e-05,0.3187182910281247,0.0030945691307856177,0.1357415125330557,2.091433763002677e-05,7.138071851892189e-06,7.3140939779579244e-06,0.019002466671077762,0.001121403505831167,2.7062884733547447e-05,0.028973572469282862,1.4891693321609297e-05,0.0464157033593975,2.071211929810026e-06,2.877910421388007e-05,4.704374132389919e-09,1.382668186363542e-10,1.994410049435484e-07,4.6973184033703813e-07,9.461956961240576e-11,0.0005720549145758675,1.7624233986603628e-06,0.0037443597569392826,4.4655948046970415e-13,2.0633632632361462e-07
0.00029597849842074003,0.0943256054709975,3.76,0.0,0.4426916247184462,0.8153270556137961,0.24476479822975455,8.620402811745956e-19,1.0402371701579704e-14,0.0004490764204799268,0.0004861556467096477,0.029209568799369683,3.163774644968271e-05,0.3200493413678983,0.003098008581839584,0.13642922671444452,2.08730854413005e-05,7.166624557576145e-06,7.378790457364589e-06,0.019042876170755164,0.0011369457822859074,2.71600107950044e-05,0.029245217812725793,1.5052823244723277e-05,0.047133512345432026,2.0805297168253494e-06,2.9006584756570287e-05,4.739956120979083e-09,1.4083296730100405e-10,2.0280897384488146e-07,4.732963345459869e-07,9.602085212429789e-11,0.0005815764400164,1.7746732354807286e-06,0.0037887559922965323,4.532266031503532e-13,2.098930577487916e-07
0.00029701891028966756,0.0943530960847181,3.76,0.0,0.44065696615815103,0.8138558792782644,0.24657885167276408,8.784037604698913e-19,1.056544254383727e-14,0.00045179374283864615,0.0004861852884344855,0.02948548031737542,3.1683593147285874e-05,0.32137134520077676,0.003101419013618968,0.13711598027128036,2.0831212626319513e-05,7.1948950513287965e-06,7.4436210990379875e-06,0.019082825400821058,0.001152613868576803,2.7256761204600405e-05,0.02951704862332175,1.52145418007589e-05,0.047858165760410847,2.08982636839394e-06,2.9233944238737444e-05,4.77546576683113e-09,1.4343219390054443e-10,2.062142006256785e-07,4.768535863422151e-07,9.743268730974274e-11,0.0005911951831632863,1.786906890779564e-06,0.0038333645189845555,4.599448155341785e-13,2.134888218048957e-07
0.0002980593221585951,0.09438060066468311,3.76,0.0,0.4386269721402031,0.8123800496853899,0.24839597021918475,8.950444467900245e-19,1.0730608710844125e-14,0.000454506752786421,0.00048620304497002244,0.029762297184234027,3.172925149874083e-05,0.322684258207084,0.0031048001335162194,0.13780177031895027,2.078872924521515e-05,7.222881720813069e-06,7.50858298715933e-06,0.019122314099899757,0.0011684077513482338,2.735313371930721e-05,0.029789040927974172,1.537683914215124e-05,0.04858967074843891,2.0991014853016777e-06,2.9461165320002575e-05,4.810899828082273e-09,1.4606468244762076e-10,2.096568111653828e-07,4.804032704955822e-07,9.885501642382419e-11,0.0006009112238640131,1.7991234196265998e-06,0.0038781828107921855,4.667138451797733e-13,2.1712373417105245e-07
0.0002990997340275226,0.09440811875623718,3.76,0.0,0.43660170185248304,0.810899598450377,0.250216111909313,9.119446282101047e-19,1.0897812018993782e-14,0.0004572153395960643,0.00048620905301852455,0.030040009087130178,3.177472844168143e-05,0.32398803753103783,0.0031081516448500535,0.13848659420859272,2.074564526310721e-05,7.250582994954905e-06,7.573673170186877e-06,0.019161341974250363,0.001184327406143096,2.744912604831588e-05,0.030061170768370938,1.5539705440993382e-05,0.0493280337508743,2.1083546603603027e-06,2.9688230662245954e-05,4.846255062359585e-09,1.4873061429006083e-10,2.131369295234378e-07,4.839450617439339e-07,1.0028777687725507e-10,0.0006107246295243071,1.8113218747391763e-06,0.003923208309039148,4.735334020701881e-13,2.2079791351084448e-07
0.00030014014589645015,0.0944356499273583,3.76,0.0,0.4345812135454423,0.8094145574929211,0.25203923488281726,9.291187187469064e-19,1.1067109937158405e-14,0.00045991939340060255,0.00048620344893079834,0.030318605702699505,3.1820030873765896e-05,0.3252826416222257,0.00311147324724716,0.13917044949862273,2.070197059065089e-05,7.277997347753456e-06,7.638888716285017e-06,0.019199908701372594,0.0012003727985246985,2.7544735864197294e-05,0.030333414204628806,1.5703130761032605e-05,0.0500732605760243,2.117585487010387e-06,2.9915122913320863e-05,4.881528255855573e-09,1.5143016122432443e-10,2.1665467580329525e-07,4.874786377013148e-07,1.0173090549837956e-10,0.0006206354564051366,1.8235013013944888e-06,0.003968438426403598,4.804031927789216e-13,2.2451147203908288e-07
0.0003011805577653777,0.09446319373743925,3.76,0.0,0.43256556457288936,0.8079249590288793,0.2538652973708142,9.466088685402208e-19,1.1238655767726391e-14,0.00046261880501973277,0.0004861863676272345,0.030598076698203965,3.186516549435237e-05,0.32656803018391595,0.003114764637999176,0.1398533339394542,2.0657715077720563e-05,7.305123277953718e-06,7.704226711891193e-06,0.019238013930752675,0.0012165438843374046,2.7639960765630896e-05,0.030605747316564895,1.5867105012578696e-05,0.05082535641726153,2.1267935572705855e-06,3.0141824743763292e-05,4.916716195315199e-09,1.541634980339147e-10,2.2021016530279048e-07,4.910036760462724e-07,1.0318434003502073e-10,0.0006306437499155758,1.8356607463885128e-06,0.004013870548003892,4.873229269895245e-13,2.2826452070048158e-07
0.0003022209696343052,0.09449074975629661,3.76,0.0,0.4305548114127213,0.8064308355637074,0.2556942576900019,9.643986495770793e-19,1.141239197327721e-14,0.0004653134654361888,0.00048615794424291197,0.030878411732601543,3.191013899994874e-05,0.3278441641408199,0.0031180255117169643,0.14053524546763926,2.061288857577124e-05,7.331959321023703e-06,7.769684163108289e-06,0.019275657285151838,0.001232840609905055,2.7734798302008956e-05,0.030878146208907827,1.60316179843616e-05,0.051584325863603585,2.135978461583618e-06,3.036831878537634e-05,4.9518156536454414e-09,1.5693079892411228e-10,2.2380350958500508e-07,4.945198530821226e-07,1.0464801294264997e-10,0.0006407495448783133,1.847799253700136e-06,0.004059502032576946,4.942922906350866e-13,2.320571661112954e-07
0.00030326138150323274,0.09451831755553249,3.76,0.0,0.42854900967031795,0.8049322198973851,0.2575260742395637,9.824149258871493e-19,1.1588066602387308e-14,0.00046800326667524,0.00048611831265238695,0.031159600457254175,3.19549578789895e-05,0.3291110056398734,0.003121255559907637,0.14121618219892781,2.0567500751291064e-05,7.358504066053211e-06,7.835258059107007e-06,0.019312838360533685,0.0012492629117962608,2.7829246000885655e-05,0.031150587012173134,1.6196659581356637e-05,0.05235017289324965,2.145139785888467e-06,3.059458771261171e-05,4.986823446191036e-09,1.5973222727045394e-10,2.2743481936628198e-07,4.980268493904364e-07,1.061218521825319e-10,0.0006509528652732604,1.8599158601673332e-06,0.004105330212294332,5.013109493529701e-13,2.3588951810297705e-07
0.00030430179337216027,0.09454589671082714,3.76,0.0,0.42654821394561765,0.803429145168771,0.25936070550989854,1.0007523745193505e-18,1.1766024835125416e-14,0.00047068810149793953,0.00048606760607760376,0.03144163251520174,3.1999628629659107e-05,0.3303685182331834,0.0031244544710054773,0.14189614245577772,2.0521561326106323e-05,7.3847561176631565e-06,7.900945504029743e-06,0.019349556722175854,0.0012658107154540773,2.7923301330343273e-05,0.03142304589240135,1.6362219472290605e-05,0.053122900777661575,2.1542771205410057e-06,3.0820614186005256e-05,5.02173639831117e-09,1.625679454906336e-10,2.311042006953948e-07,5.015243465531762e-07,1.0760579373637779e-10,0.0006612537227452169,1.8720096042971006e-06,0.004151352389250825,5.083786025610122e-13,2.397616764092539e-07
0.0003053422052410878,0.09457348679835181,3.76,0.0,0.4245524781249064,0.8019216447616916,0.2611981100527946,1.0194320983685435e-18,1.1946336698674426e-14,0.0004733678628997859,0.000486005957238264,0.03172449754467636,3.204415752856841e-05,0.33161666647371063,0.0031276219314822214,0.14257512470118003,2.0475079905081696e-05,7.410714129557554e-06,7.9667434724096e-06,0.019385811913697475,0.0012824839382350342,2.8016961691415237e-05,0.0316954990431538,1.6528287236072514e-05,0.053902512278411585,2.1633900468335194e-06,3.10463808523784e-05,5.056551309594228e-09,1.6543811863653659e-10,2.3481175521419228e-07,5.0501202359383e-07,1.0909976383729866e-10,0.0006716521199591066,1.8840795218989927e-06,0.004197565844151031,5.154949067305358e-13,2.4367374521626984e-07
0.00030638261711001533,0.09460108740574953,3.76,0.0,0.422561855219567,0.8004097523596394,0.2630382464933096,1.0383878083630896e-18,1.2128768946145143e-14,0.000476042444449585,0.0004859334984298407,0.03200818517806977,3.208855085788628e-05,0.3328554161396035,0.0031307576253557816,0.14325312757039996,2.0428066065395967e-05,7.436376786239767e-06,8.032648900144528e-06,0.019421603452599183,0.0012992824874918838,2.8110224446657813e-05,0.031967922695092424,1.6694852341112084e-05,0.054689009530544765,2.172478150224223e-06,3.127187034903119e-05,5.091265013004285e-09,1.6834290169602689e-10,2.385575792089502e-07,5.084895628871535e-07,1.1060368624901413e-10,0.0006821480485785125,1.8961246424322383e-06,0.004243967831826281,5.226595068183964e-13,2.4762581976884167e-07
0.00030742302897894286,0.09462869811751386,3.76,0.0,0.42057639735225427,0.7988935019554562,0.2648810735278347,1.057604753450488e-18,1.2313283367335817e-14,0.0004787117406402146,0.00048585036034596923,0.03229268504245724,3.213281465361584e-05,0.3340847342578964,0.003133861234428774,0.14393014986862862,2.0380529269591124e-05,7.461742811488431e-06,8.09865880838258e-06,0.01945693082951452,0.0013162062602877253,2.8203086913171465e-05,0.03224029311819632,1.6861904302283144e-05,0.05548239402449859,2.181541009840594e-06,3.149706535917361e-05,5.125874354381468e-09,1.7128244962638574e-10,2.423417678320983e-07,5.119566481164468e-07,1.1211748753693254e-10,0.0006927414889179108,1.908143997085502e-06,0.004290555580638801,5.298720590370335e-13,2.5161800036387754e-07
0.0003084634408478704,0.09465631852257707,3.76,0.0,0.41859615576605186,0.7973729278489401,0.2667265499197436,1.0771652124146805e-18,1.250017323872353e-14,0.00048137564629472523,0.00048575667382048606,0.032577986760366905,3.2176955039609115e-05,0.33530458908844324,0.0031369324376489807,0.14460619056810553,2.0332478992063703e-05,7.486810959965873e-06,8.164770194724631e-06,0.019491793509003874,0.0013332551435578323,2.8295546364652654e-05,0.03251258662666745,1.7029432425682805e-05,0.05628266660936404,2.1905782077715565e-06,3.1721948517682e-05,5.160376181787338e-09,1.742569127252389e-10,2.4616441251603634e-07,5.15412963193577e-07,1.1364109297765165e-10,0.0007034324101415773,1.920136612987533e-06,0.004337326293256047,5.37132213184065e-13,2.556503764359673e-07
0.0003095038527167979,0.09468394821390023,3.76,0.0,0.41662118085243977,0.7958480646420169,0.2685746344937783,1.0971046129754142e-18,1.2689553718921219e-14,0.00048403405706749417,0.00048565256806092647,0.03286407995073694,3.222097776944712e-05,0.3365149500910315,0.0031399709124181824,0.14528124879566848,2.0283924537818562e-05,7.511580033540294e-06,8.230979985632215e-06,0.019526190930294635,0.001350429014109209,2.8387600004670817e-05,0.03278477957897735,1.719742602295418e-05,0.05708982750347029,2.199589318168229e-06,3.194650251372468e-05,5.194767356175799e-09,1.7726643922276493e-10,2.500256000142777e-07,5.188581933452201e-07,1.1517442117944323e-10,0.0007142207702873556,1.9321015147765326e-06,0.004384277147238619,5.444395893836507e-13,2.5972304509457063e-07
0.00031054426458572545,0.09471158678716839,3.76,0.0,0.41465152214945794,0.7943189472380193,0.2704252861326369,1.1173424938587678e-18,1.2881147019842156e-14,0.0004866868687998501,0.00048553817278160666,0.03315095422940578,3.2264888839351975e-05,0.33771578792199997,0.0031429763334758602,0.14595532383431056,2.0234875291856203e-05,7.536048853950827e-06,8.297285090911689e-06,0.01956012250817405,0.0013677277386380518,2.847924500924831e-05,0.03305684838456885,1.7365874184904394e-05,0.057903876292090775,2.208573923927731e-06,3.2170709991162256e-05,5.229044742916583e-09,1.8031117088494583e-10,2.5392541135291186e-07,5.222920242392853e-07,1.1671739119630726e-10,0.0007251065163875586,1.9440377256382303e-06,0.004431405295759981,5.517938088650763e-13,2.6383608660794625e-07
0.000311584676454653,0.09473923384195719,3.76,0.0,0.4126872283687762,0.7927856108402692,0.2722784637716405,1.137835314993697e-18,1.3074818316403962e-14,0.0004893339785150362,0.00048541361506549097,0.033438599210006005,3.230869368043369e-05,0.33890707440681844,0.0031459483745512936,0.14662841510857533,2.0185340388381436e-05,7.560216299687255e-06,8.363682484217853e-06,0.019593587633072267,0.0013851511737337284,2.857047848439738e-05,0.033328769501697796,1.7534766149190763e-05,0.05872481193431462,2.2175315913727545e-06,3.239455367493656e-05,5.2632052340711275e-09,1.8339125030307604e-10,2.5786392640711586e-07,5.257141442489316e-07,1.182699214038905e-10,0.0007360895844091954,1.955944266253153e-06,0.004478707867744943,5.59194489112331e-13,2.679895983923995e-07
0.0003126250883235805,0.09476688897975921,3.76,0.0,0.4107283473769914,0.7912480909538848,0.27413412639681767,1.1586773574722382e-18,1.327089704411509e-14,0.000491975283045307,0.00048527902365608314,0.03372700450424167,3.235239822767809e-05,0.3400887825544293,0.0031488867063487243,0.1473005221930626,2.0135329144514093e-05,7.584081257329704e-06,8.430169078288143e-06,0.019626585671945734,0.0014026991659270975,2.8661297517596936e-05,0.033600519447273186,1.7704090753321567e-05,0.059552632752961555,2.22646190389571e-06,3.261801617312065e-05,5.297245712330738e-09,1.8650680963580617e-10,2.6184121882309023e-07,5.291242407968832e-07,1.1983192991166745e-10,0.0007471698994187062,1.967820155854503e-06,0.0045261819685777915,5.666412456484249e-13,2.7218364867483294e-07
0.00031366550019250804,0.09479455180633581,3.76,0.0,0.4087749262355204,0.789706423383044,0.2759922330388157,1.179942915505868e-18,1.3469626406313842e-14,0.0004946106807998196,0.0004851345232709464,0.03401615972299128,3.239600748392616e-05,0.34126088651930997,0.0031517909998004232,0.1479716447905844,2.008485047325037e-05,7.6076426874791066e-06,8.496741772474758e-06,0.01965911596825181,0.001420371551526651,2.8751699101081038e-05,0.0338720747907574,1.7873837145459324e-05,0.06038733644602241,2.2353644199621918e-06,3.284108027398977e-05,5.331163094932177e-09,1.8965798615917055e-10,2.6585736026487496e-07,5.32522004812759e-07,1.214033274296776e-10,0.0007583473753363014,1.979664411009593e-06,0.004573824680012543,5.74133661194563e-13,2.7641833873668143e-07
