Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030)
0.001114340456017165,0.10560789340786148,3.76,0.0,0.08022816940063376,0.1381558528164543,0.9719530322865484,1.1092333468352138e-15,3.3802747365591196e-12,0.0003921602808074985,0.0001841854995022369,0.1742309942600085,2.1126066191969136e-05,0.3912082800441042,0.0006351777249740072,0.42779061469170815,1.369216512442036e-06,1.0654556844188645e-06,1.0869509680462708e-05,0.0021441401681736557,0.012117377367543897,4.677579210535804e-06,0.03306145376861567,1.2211038624316912e-05,0.6609936931538457,5.103733191660738e-07,1.2070855117911676e-05,1.0063019220642658e-09,4.342762415180966e-10,7.518118713608069e-07,1.0161872375057152e-07,2.1293326437889192e-10,0.008078518818932097,3.147051839797132e-07,0.010490542453314301,1.2150065853037708e-12,1.958395815936334e-06,7.593598242966876e-07,4.191525745159455e-11,0.02079771138464462,0.0003531222766015575,5.8388681288320386e-05,5.004661760470198e-13,0.0001407944627515585,1.8864097889795648e-11,7.874951925747967e-15,3.7408689409308644e-10,3.223983820877297e-08,1.835184030901759e-12,2.58207142868003e-13,2.8539206459574963e-10,3.4619772173449774e-11,5.1649218573197164e-09,2.6133550304879975e-05
0.0011180338866967846,0.10562066305558163,3.76,0.0,0.07999974525425525,0.13750065004301995,0.9725062113780317,1.1016773873298416e-15,3.3545571253626457e-12,0.00039038102518021,0.0001833547946256139,0.17445371612593227,2.1044835231860824e-05,0.3909436236804374,0.0006308208258273392,0.4282174106425143,1.3564455380885787e-06,1.0554635561039204e-06,1.0830111714422072e-05,0.002120006926620121,0.01213276620694862,4.632012682160572e-06,0.03290568021416855,1.2112565961769766e-05,0.6619114267803589,5.065830329495919e-07,1.1977397682959567e-05,9.957830659051167e-10,4.318015076578438e-10,7.477223677838346e-07,1.0055608925074539e-07,2.118121291928678e-10,0.008074030249638542,3.111410128186378e-07,0.010463427628673572,1.2097409021043525e-12,1.9496682154832142e-06,7.554101320255247e-07,4.1802801404727675e-11,0.020837539910798657,0.00035375440915427016,5.835464415347518e-05,4.982129093863732e-13,0.00014097452525716056,1.8882136103070597e-11,7.824199349646541e-15,3.707917320807913e-10,3.2112078317651287e-08,1.8190056575976744e-12,2.559308905041229e-13,2.82841247295756e-10,3.4523408228538006e-11,5.1472670622338115e-09,2.6175631128467338e-05
0.0011217273173764043,0.10563331773946097,3.76,0.0,0.07977356077138817,0.13685190956361004,0.9730530799832776,1.094279641765694e-15,3.3291934728471937e-12,0.00038861964177056344,0.00018253297635743913,0.17467481179312871,2.096438533631536e-05,0.390681285357896,0.0006265165665382052,0.42864074469350316,1.3438658016135978e-06,1.0456182938309418e-06,1.0791169472418468e-05,0.0020962851069163016,0.012148031108334519,4.587149877522121e-06,0.03275126510547385,1.2015390746368609e-05,0.6628207926092203,5.028428959436673e-07,1.1885225614062857e-05,9.854353983383412e-10,4.2935386224121635e-10,7.436745756810907e-07,9.951075550645265e-08,2.1070515713428e-10,0.008069487994837735,3.0763622193266244e-07,0.010436435315373534,1.2045375791268924e-12,1.9410105578761304e-06,7.51503163328027e-07,4.169091673369106e-11,0.020877038678785962,0.00035437953257563403,5.832028519683637e-05,4.959912300425041e-13,0.00014115336462907195,1.889987908530756e-11,7.774044890398792e-15,3.675532501588652e-10,3.1985696996356884e-08,1.8030654425619539e-12,2.536881461702791e-13,2.8032835412475964e-10,3.442757167195435e-11,5.1297433519394775e-09,2.6217045176720722e-05
0.001125420748056024,0.10564585916372748,3.76,0.0,0.07954957878336974,0.13620952913445716,0.9735937461195363,1.0869967241463467e-15,3.3041776578075466e-12,0.0003868758963248488,0.00018171991525476678,0.17489430307568615,2.0884707004870534e-05,0.3904212310178044,0.0006222640516777354,0.4290606630861578,1.3314734544273996e-06,1.0359170364903593e-06,1.0752676537461643e-05,0.0020729657391083548,0.012163174206219058,4.542976810413949e-06,0.03259819316167433,1.1919491180274958e-05,0.663721913469197,4.991520141009532e-07,1.1794315197387885e-05,9.752553323063318e-10,4.26932942908087e-10,7.396679896060522e-07,9.848235986126436e-08,2.096121099643199e-10,0.008064893748984439,3.041895490890293e-07,0.010409565228503113,1.199395601833399e-12,1.9324223519034447e-06,7.47638303961997e-07,4.157960050388095e-11,0.020916212195606024,0.0003549977346288438,5.828561650209127e-05,4.938005690917909e-13,0.0001413310050853546,1.8917331642450785e-11,7.724479556760038e-15,3.643701892238799e-10,3.186067637107862e-08,1.7873586676971903e-12,2.514782460300262e-13,2.778526279445136e-10,3.433225926274292e-11,5.112349887658605e-09,2.6257800119558048e-05
0.0011291141787356438,0.10565828899962376,3.76,0.0,0.07932776296309801,0.13557340863744072,0.9741283154350818,1.0796855843691911e-15,3.2795037001377357e-12,0.0003851495566449284,0.00018091548352494632,0.17511221138980546,2.0805790799286824e-05,0.3901634272264546,0.0006180624040628408,0.42947721126542804,1.319264741998481e-06,1.0263569864983491e-06,1.0714626552430936e-05,0.0020500400753943925,0.012178197590010362,4.499479811378249e-06,0.0324464492588636,1.1824845951631859e-05,0.664614909849862,4.955095117594686e-07,1.1704643215800665e-05,9.652393663506069e-10,4.2453839164236956e-10,7.357021080293609e-07,9.747054831717951e-08,2.0853275310406476e-10,0.008060249160518512,3.0079976242998334e-07,0.010382817060874225,1.1943139704804544e-12,1.9239030924046824e-06,7.438149472072949e-07,4.146884973481499e-11,0.020955064888123678,0.0003556091018123404,5.825064974453435e-05,4.916403675372682e-13,0.00014150747017894187,1.8934498482256467e-11,7.675494501083603e-15,3.612413226202866e-10,3.1736999077956325e-08,1.7718807407234234e-12,2.4930054401356973e-13,2.7541333227684744e-10,3.42374677285412e-11,5.0950858028219626e-09,2.629790355898867e-05
0.0011328076094152635,0.1056706088858606,3.76,0.0,0.07910807780188832,0.13494345002876865,0.9746568912687716,1.0725256147222984e-15,3.2551656003241325e-12,0.00038344039310997564,0.0001801195546432887,0.17532855776184383,2.0727627410668636e-05,0.3899078411639493,0.0006139107642955723,0.42989043389472464,1.3072359907013152e-06,1.016935408167116e-06,1.0677013239082619e-05,0.0020274995846392228,0.012193103305056295,4.456645509241692e-06,0.032296018430940515,1.1731434083968462e-05,0.6654998999516104,4.919145307128738e-07,1.1616186909854458e-05,9.553840809912929e-10,4.221698550752974e-10,7.317764289509036e-07,9.647497516811509e-08,2.0746685585066898e-10,0.008055555833130482,2.9746565980829787e-07,0.010356190484309373,1.189291701143605e-12,1.9154522685493087e-06,7.400324949081542e-07,4.135866140207196e-11,0.020993601104597283,0.0003562137193755074,5.8215396202748775e-05,4.895100745568704e-13,0.00014168278281574952,1.89513842443042e-11,7.627080998128486e-15,3.5816542722413885e-10,3.161464289680824e-08,1.7566271908056399e-12,2.4715441109125213e-13,2.730097496165704e-10,3.414319375512696e-11,5.077950211100015e-09,2.633736302992698e-05
0.0011365010400948832,0.10568282042937345,3.76,0.0,0.07889048858699446,0.13431955728899922,0.9751795747080483,1.0655769089807925e-15,3.2311574907322582e-12,0.00038174817819084067,0.00017933200434501817,0.17554336283645008,2.065020747629681e-05,0.38965444061208526,0.0006098082904685758,0.4303003748701633,1.295383615218741e-06,1.0076496296944688e-06,1.0639830379649457e-05,0.002005335946827615,0.012207893353690474,4.414460814499646e-06,0.03214688587056913,1.1639234780819851e-05,0.6663769997342841,4.883662273098841e-07,1.1528923980123655e-05,9.456861378747582e-10,4.1982697867133315e-10,7.278904526260438e-07,9.54953029115769e-08,2.0641419125481724e-10,0.008050815327074879,2.9418606841907484e-07,0.010329685150884163,1.1843278251101546e-12,1.907069355899498e-06,7.362903565377688e-07,4.124903244218246e-11,0.021031825116157997,0.00035681167133887876,5.817986676981117e-05,4.874091513161427e-13,0.00014185696526990615,1.896799342998956e-11,7.579230374225733e-15,3.551413368788435e-10,3.149359039527229e-08,1.7415935920015053e-12,2.450392244697276e-13,2.7064116987233046e-10,3.4049434007757356e-11,5.060942197188016e-09,2.637618600584969e-05
0.001139825127706541,0.10569371948877673,3.76,0.0,0.07869642226135427,0.13376316237280514,0.9756450335867423,1.0593106804241606e-15,3.2098276513191464e-12,0.0003802394894941732,0.00017863027151744575,0.1757353863559529,2.058115755635882e-05,0.3894282225746106,0.0006061574186290409,0.43066655160770223,1.2848643898318019e-06,9.994063765360877e-07,1.0606728753121818e-05,0.0019857041713007262,0.012221107123770855,4.377039435815732e-06,0.03201376447498476,1.1557275475980685e-05,0.6671597373899782,4.852119819258607e-07,1.1451389635859478e-05,9.3708982221777e-10,4.177400422592367e-10,7.244266121574407e-07,9.462692074080549e-08,2.0547792238118817e-10,0.008046509789413202,2.912800964335425e-07,0.010305933711140506,1.1799094742295193e-12,1.8995823570630568e-06,7.32956418344132e-07,4.1150842083625164e-11,0.021065963260507324,0.00035734419748719804,5.8147663096515296e-05,4.855429938170686e-13,0.0001420127810878251,1.898270888568915e-11,7.536639063383197e-15,3.5246301076323486e-10,3.138574433536473e-08,1.72824787188567e-12,2.43161517696636e-13,2.6853880858820826e-10,3.396548712802122e-11,5.045743290468696e-09,2.641058860738601e-05
0.0011431492153181988,0.10570453319474685,3.76,0.0,0.07850400193170665,0.1332115373851753,0.976105870370344,1.0530503275768983e-15,3.1887563837005035e-12,0.00037874418404114135,0.00017793513797249,0.17592619237300294,2.0512695701582656e-05,0.38920372651944934,0.0006025451125960024,0.4310301361025492,1.2744827055108986e-06,9.912691386033672e-07,1.0573966373835934e-05,0.0019663652947264753,0.012234230193176732,4.340124758503845e-06,0.03188167224073859,1.1476267498675257e-05,0.6679362575191922,4.820942874262965e-07,1.1374788649120865e-05,9.286159913550298e-10,4.1567335833890775e-10,7.209941735733628e-07,9.377091660862132e-08,2.04552030898586e-10,0.008042168345465117,2.884165352652609e-07,0.01028227990239279,1.1755369647237431e-12,1.8921495420934775e-06,7.29654242854312e-07,4.105310003006079e-11,0.02109985492539184,0.00035787145113851815,5.811525190098817e-05,4.836998173590805e-13,0.00014216771439206954,1.89972070770838e-11,7.494490702986287e-15,3.4982490753262083e-10,3.1278926808282104e-08,1.715073790626738e-12,2.413079599443107e-13,2.664637543999843e-10,3.3881951595035785e-11,5.030646269603742e-09,2.644448700596903e-05
0.0011464733029298566,0.10571526265697682,3.76,0.0,0.07831320386321404,0.132664616346832,0.9765621542907861,1.0470198569154285e-15,3.1679395647939383e-12,0.00037726210095105357,0.00017724651664515482,0.17611579517488543,2.044481525908712e-05,0.38898093016675633,0.0005989707932878941,0.43139115881736484,1.2642361184928388e-06,9.832360894316703e-07,1.0541538862338243e-05,0.0019473136697143471,0.012247263936115442,4.303707828949108e-06,0.031750598704124354,1.139619642533365e-05,0.6687066401864572,4.790125628477219e-07,1.1299105702900529e-05,9.202623721752078e-10,4.1362667618320077e-10,7.175927793296197e-07,9.29270607134852e-08,2.0363635910268414e-10,0.0080377920470699,2.8559458719337097e-07,0.010258723434301554,1.1712096221053533e-12,1.8847705141533391e-06,7.263834161836656e-07,4.095580398166592e-11,0.02113350306995473,0.00035839349106474153,5.808264037698848e-05,4.818792488573882e-13,0.00014232178018335536,1.9011491107594832e-11,7.45277921865616e-15,3.4722622369059355e-10,3.117312308559316e-08,1.702068335225647e-12,2.3947812721452854e-13,2.6441552384701277e-10,3.3798824933917803e-11,5.015650428752821e-09,2.647788651076327e-05
0.0011497973905415144,0.10572590896341501,3.76,0.0,0.07812400479122904,0.13212233448901894,0.9770139532391866,1.0411049784775572e-15,3.1473732453234407e-12,0.0003757930808208156,0.00017656432165032555,0.1763042088177153,2.0377509606976238e-05,0.38875981160392614,0.0005954338921555677,0.4317496497469628,1.2541222417230774e-06,9.753054393389192e-07,1.0509441869761511e-05,0.0019285437742477057,0.01226020970102062,4.267779884958741e-06,0.03162053350608892,1.1317048201314254e-05,0.6694709641027661,4.759662387576458e-07,1.1224325766884749e-05,9.120267409606644e-10,4.1159974881209624e-10,7.142220753588326e-07,9.209512824987946e-08,2.027307515547604e-10,0.00803338192053143,2.82813471800889e-07,0.010235264006275134,1.1669267811563946e-12,1.877444867562584e-06,7.231435292267571e-07,4.085895162287454e-11,0.02116691060635175,0.0003589103752797836,5.8049835497124575e-05,4.800809217084576e-13,0.0001424749930940326,1.9025564017297584e-11,7.411498648931542e-15,3.446661907938073e-10,3.1068322083119734e-08,1.6892285636428805e-12,2.376716056259665e-13,2.623936459247751e-10,3.371610466495954e-11,5.000755050910425e-09,2.6510792386900908e-05
0.0011531214781531722,0.10573647318526222,3.76,0.0,0.0779363819105722,0.1315846282292403,0.9774613337942726,1.0350068856356322e-15,3.127053560100694e-12,0.0003743369659172725,0.0001758884684212929,0.17649144713045425,2.03107722570205e-05,0.3885403492793702,0.0005919338506175221,0.4321056384259541,1.2441387411968965e-06,9.674754344219942e-07,1.0477671096530565e-05,0.001910050208916108,0.012273068811053365,4.2323323466334065e-06,0.03149146639224536,1.1238809108272159e-05,0.6702293066502781,4.729547573653348e-07,1.1150434103361322e-05,9.039069217439039e-10,4.0959233381141533e-10,7.10881712109527e-07,9.127489924172582e-08,2.0183505543187032e-10,0.008028938967196605,2.800724255650224e-07,0.010211901307995727,1.162687787548047e-12,1.8701721977325193e-06,7.199341784011806e-07,4.076254062424085e-11,0.021200080400532742,0.0003594221610473719,5.8016844022179073e-05,4.783044755349666e-13,0.00014262736739859003,1.903942881242079e-11,7.370643145005621e-15,3.4214405595910624e-10,3.096451264198296e-08,1.6765516096765075e-12,2.358879919896593e-13,2.603976617675357e-10,3.3633788301768173e-11,4.9859594107569224e-09,2.65432098527128e-05
0.00115644556576483,0.10574695637404982,3.76,0.0,0.07775031286335762,0.13105143514279483,0.9779043612546857,1.0289893472542287e-15,3.106976550497769e-12,0.0003728936002331312,0.00017521887353354486,0.17667752371953638,2.0244596770077475e-05,0.38832252199586276,0.0005884701202768122,0.4324591539374168,1.234283325621925e-06,9.597443560964646e-07,1.0446222314835223e-05,0.0018918276938783643,0.012285842564687958,4.197356785245421e-06,0.03136338721272988,1.1161465424639598e-05,0.6709817439107553,4.6997756867343883e-07,1.1077416244400946e-05,8.959007834950419e-10,4.076041884513948e-10,7.075713412177874e-07,9.046615825675001e-08,2.0094912036328405e-10,0.008024464164140365,2.7737070136958774e-07,0.01018863502002156,1.1584919970737353e-12,1.8629521013535496e-06,7.167549656470677e-07,4.0666568641324506e-11,0.021233015273139703,0.0003599289048907822,5.798367250798249e-05,4.765495558582012e-13,0.00014277891702434771,1.9053088445205253e-11,7.33020687395967e-15,3.396590591161459e-10,3.0861678694090976e-08,1.664034652109987e-12,2.341268892683773e-13,2.584271185446429e-10,3.355187334708836e-11,4.9712627745435536e-09,2.657514407944542e-05
0.0011597696533764878,0.10575735956441809,3.76,0.0,0.07756577573074983,0.13052269394344088,0.9783430996609799,1.0233907634268847e-15,3.0871383780209553e-12,0.0003714628293962639,0.00017455545440008983,0.17686245197214548,2.0178976629948756e-05,0.3881063089060915,0.000585042163075873,0.4328102249189407,1.2245537527647143e-06,9.521105210578566e-07,1.0415091329245381e-05,0.0018738710666783367,0.012298532236126907,4.162844943817233e-06,0.031236285921892704,1.1085003631394806e-05,0.6717283506847617,4.670341318801469e-07,1.1005257981968626e-05,8.880062411534412e-10,4.056350710698131e-10,7.042906152487878e-07,8.96686945117706e-08,2.0007279795995072e-10,0.008019958464678354,2.7470756832275494e-07,0.010165464814184828,1.1543387735358217e-12,1.8557841617422113e-06,7.136054975080637e-07,4.057103331720888e-11,0.021265718000112215,0.00036043066260387944,5.795032730789125e-05,4.74815814445407e-13,0.000142929655558137,1.906654577862646e-11,7.29018406959406e-15,3.3721047161149403e-10,3.075980710252904e-08,1.6516749160505595e-12,2.323879070269136e-13,2.564815718822686e-10,3.347035730221648e-11,4.956664401044723e-09,2.6606600192985866e-05
0.0011627613322269799,0.1057666548769269,3.76,0.0,0.07740098432537162,0.13005058346700302,0.9787343490302921,1.0182017639985168e-15,3.069485221476202e-12,0.00037018577784226844,0.00017396359016859378,0.17702791646387017,2.012038808788294e-05,0.3879130803059815,0.000581987150553304,0.4331241220468724,1.215902921809733e-06,9.45321847924128e-07,1.0387341710634336e-05,0.0018579332612518537,0.012309882084245993,4.132174093237648e-06,0.03112272263616984,1.1016931274806405e-05,0.6723953725308336,4.644134602393823e-07,1.0941038977773575e-05,8.809948807654491e-10,4.038789406483351e-10,7.013630253430163e-07,8.896044866339367e-08,1.992922060709696e-10,0.00801587768813328,2.7234315282343653e-07,0.010144693501437157,1.1506367500357253e-12,1.8493772670583932e-06,7.107960867570534e-07,4.048542291468703e-11,0.02129495422896881,0.00036087802694162593,5.7920173219859546e-05,4.732732714160672e-13,0.00014306463771810533,1.907848676585094e-11,7.25451242633926e-15,3.350373024119155e-10,3.066893878125802e-08,1.6406833419672308e-12,2.308414215100939e-13,2.5475159440541254e-10,3.3397331862567405e-11,4.943609260111595e-09,2.6634506110085627e-05
0.001165753011077472,0.10577588694281899,3.76,0.0,0.07723740097476843,0.12958198714065844,0.9791222201322224,1.0129582778208904e-15,3.052019845114385e-12,0.0003689186940236285,0.00017337660405697744,0.1771924709338324,2.00622396752178e-05,0.3877211278725208,0.0005789603070905216,0.43343608221693286,1.207350681335296e-06,9.386094245913271e-07,1.0359843149230281e-05,0.001842203130700648,0.012321165734728747,4.1018665287050975e-06,0.031009936210866784,1.094955320156052e-05,0.6730577840448283,4.618193201140109e-07,1.0877494980449846e-05,8.740708023222727e-10,4.02137861775994e-10,6.984589233155439e-07,8.826102291262887e-08,1.9851917770047124e-10,0.008011773302040845,2.700089061198254e-07,0.010123999492619131,1.1469682502142399e-12,1.8430119840154006e-06,7.080101752974989e-07,4.040016255981831e-11,0.02132400659561613,0.0003613214367988077,5.788988779610767e-05,4.717473599008563e-13,0.0001431989830774361,1.90902682377094e-11,7.219167070636647e-15,3.32892549803641e-10,3.057883256076158e-08,1.629814994665775e-12,2.293122735790338e-13,2.5304120404355725e-10,3.3324625688452176e-11,4.93063255465415e-09,2.66620325458428e-05
0.0011684455220429147,0.10578414231992185,3.76,0.0,0.07709119635004347,0.12916321997223432,0.9794684522481956,1.0084800753438368e-15,3.0364593372923383e-12,0.0003677867508598558,0.0001728524395935177,0.1773397995952644,2.001027860892523e-05,0.38754944981750616,0.0005762599244070937,0.43371520679411646,1.1997366879124124e-06,9.326324793976611e-07,1.0335306657435393e-05,0.0018282206549339666,0.012331265149377602,4.074895631229814e-06,0.030909086767862488,1.088949878346913e-05,0.6736500555478847,4.595069691129681e-07,1.0820874401592556e-05,8.679125754308487e-10,4.005836189886675e-10,6.95865109938552e-07,8.763896139635485e-08,1.9782983358565892e-10,0.008008059704420317,2.679334643060842e-07,0.01010544076874126,1.1436948964850793e-12,1.8373185545451387e-06,7.055227186812527e-07,4.032372609630979e-11,0.021349998122626383,0.00036171715699858195,5.786252212946949e-05,4.70388059787667e-13,0.00014331935707480426,1.910073682145265e-11,7.187631889005334e-15,3.3098615150544424e-10,3.0498379865185675e-08,1.6201372696194967e-12,2.279506429758522e-13,2.515183480635808e-10,3.325946159555366e-11,4.919020125740684e-09,2.6686484891027658e-05
0.0011711380330083575,0.1057923475647403,3.76,0.0,0.07694594716995447,0.12874723445109773,0.9798120154689743,1.0040033488938773e-15,3.0210468898139567e-12,0.00036666271447291385,0.00017233213790832026,0.17748640539402116,1.99586670139303e-05,0.3873787832901747,0.0005735817893012826,0.43399279300609395,1.1922002065748615e-06,9.267155280219488e-07,1.0310968985712904e-05,0.001814401008555274,0.012341312289341912,4.048210327385786e-06,0.03080885568909357,1.082999247350585e-05,0.6742386721426259,4.572155381303895e-07,1.076478559116415e-05,8.618228653455697e-10,3.9904130845326076e-10,6.932899439130175e-07,8.702382362589594e-08,1.9714645804955287e-10,0.008004327971026806,2.658816952455657e-07,0.010086944265264151,1.1404480189616877e-12,1.8316583590667219e-06,7.030538739162036e-07,4.02475704972211e-11,0.021375843679415824,0.00036210973409129133,5.783505652642421e-05,4.690418619237349e-13,0.00014343922934284258,1.9111079244851198e-11,7.156354851014718e-15,3.291020170976932e-10,3.041853164567365e-08,1.6105564517871618e-12,2.2660264690570272e-13,2.50010892542811e-10,3.319455329910805e-11,4.907470377383183e-09,2.671063543836438e-05
0.0011738305439738003,0.10580050318591007,3.76,0.0,0.07680164276788343,0.1283340005730811,0.98015294100183,9.994164204260234e-16,3.005780618508591e-12,0.00036554650679177317,0.00017181565790781825,0.1776322949465335,1.990740163740176e-05,0.3872091180078665,0.000570925638202512,0.43426885505567425,1.184740154856387e-06,9.208577537445483e-07,1.0286828021777262e-05,0.001800741710902049,0.012351307777031854,4.021806613771702e-06,0.03070923788421938,1.0771027658392282e-05,0.6748236706763062,4.549447630712304e-07,1.070922161863174e-05,8.558006663085243e-10,3.975108091883551e-10,6.907332488465826e-07,8.64155079309264e-08,1.9646897791460338e-10,0.008000578555542806,2.63853246883344e-07,0.010068509790236947,1.1372273032067787e-12,1.8260311765951406e-06,7.006034443217199e-07,4.017169449184272e-11,0.02140154463938924,0.00036249919604677003,5.780749392162553e-05,4.677085951355027e-13,0.0001435586063472999,1.9121296929559748e-11,7.125333093440102e-15,3.2723979744181077e-10,3.033928144599092e-08,1.6010712037906956e-12,2.2526809719111297e-13,2.4851862327399885e-10,3.31298994682286e-11,4.8959829020666495e-09,2.6734486801094147e-05
0.001176523054939243,0.10580860968500955,3.76,0.0,0.07665827264158226,0.12792348876649348,0.9804912595788762,9.949371550172174e-16,2.990658634588066e-12,0.00036443805046992346,0.00017130295898297167,0.17777747478460715,1.9856479226707377e-05,0.38704044382362424,0.0005682912113875029,0.4345434069723045,1.177355468290904e-06,9.150583531498231e-07,1.0262881680809915e-05,0.0017872403253472243,0.012361252225617504,3.995680548754581e-06,0.030610228306926092,1.0712597773068407e-05,0.6754050875036172,4.526943832016718e-07,1.0654175657957553e-05,8.4984498966642e-10,3.95992000555214e-10,6.881948496201331e-07,8.581391437072844e-08,1.9579732089021998e-10,0.007996811902827982,2.6184777324768096e-07,0.010050137149094049,1.1340324384464063e-12,1.8204367846642824e-06,6.981712353084662e-07,4.0096096807387335e-11,0.02142710235860073,0.0003628855705446556,5.777983717757582e-05,4.663880907713467e-13,0.00014367749442906766,1.9131391269734775e-11,7.094563773603804e-15,3.253991408281857e-10,3.026062106583739e-08,1.5916802150790242e-12,2.2394680942208984e-13,2.470413303369573e-10,3.306549877378153e-11,4.884557290797199e-09,2.675804157220414e-05
0.001179215565904686,0.10581666755742633,3.76,0.0,0.0765158264526838,0.12751566989096738,0.9808270014584176,9.906735099113965e-16,2.9756791380048144e-12,0.00036333726898929615,0.0001707940008747654,0.17792195135561295,1.9805896520732903e-05,0.38687275072596633,0.0005656782529510957,0.4348164626125243,1.1700451026161626e-06,9.093165360785389e-07,1.0239127885552066e-05,0.001773894459147332,0.012371146239060713,3.969828263715906e-06,0.03051182195484104,1.0654696409530068e-05,0.6759829584878733,4.5046414270094207e-07,1.0599640989984648e-05,8.439548644027305e-10,3.944847640928443e-10,6.8567457212458e-07,8.521894478837442e-08,1.9513141562774703e-10,0.007993028448950038,2.598649344844138e-07,0.010031826144669895,1.1308631178121317e-12,1.8148749565964082e-06,6.957570543849457e-07,4.002077617028807e-11,0.021452518175793234,0.00036326888497595925,5.775208908504756e-05,4.650801829272567e-13,0.00014379589980478567,1.91413636297626e-11,7.0640441095005386e-15,3.2357971808102807e-10,3.0182545693656956e-08,1.5823821834507326e-12,2.2263860042129638e-13,2.45578805693832e-10,3.3001349890660694e-11,4.87319313529326e-09,2.6781302324173633e-05
0.0011819080768701287,0.1058246772908427,3.76,0.0,0.07637429402173264,0.12711051522568825,0.9811601964385277,9.863123611119385e-16,2.9608403321527583e-12,0.00036224408652691927,0.00017028874384495603,0.1780657310245438,1.9755650355018387e-05,0.3867060288356192,0.0005630865106607241,0.4350880356636936,1.1628080288958405e-06,9.036315250423732e-07,1.02155645828533e-05,0.0017607017621045409,0.012380990412361789,3.944245947416617e-06,0.030414013869355532,1.0597317226132055e-05,0.6765573190132183,4.48253789005596e-07,1.054561099592398e-05,8.381293357356475e-10,3.9298898242445584e-10,6.831722439208828e-07,8.463050266846971e-08,1.944711918536675e-10,0.007989228621467722,2.579043966776548e-07,0.01001357657742607,1.1277190389847084e-12,1.809345470991399e-06,6.93360711460459e-07,3.9945731305312506e-11,0.021477793412797486,0.00036364916644788083,5.772425236613053e-05,4.637847074807942e-13,0.00014391382857102856,1.915121537506641e-11,7.033771337277289e-15,3.2178120439403007e-10,3.010505017641453e-08,1.5731758314359171e-12,2.213432904365579e-13,2.441308447941459e-10,3.2937451491022696e-11,4.861890024973812e-09,2.6804271609357678e-05
0.0011846005878355715,0.10583263936483164,3.76,0.0,0.0762336653413662,0.12670799650525816,0.9814908738181906,9.819453158318863e-16,2.9461404086975857e-12,0.00036115842812108165,0.00016978714879370215,0.17820882006668012,1.9705737583631994e-05,0.38654026841725697,0.0005605157363450892,0.435358139628756,1.1556432364072714e-06,8.980025556110057e-07,1.0192189762932198e-05,0.001747659930049065,0.01239078533078941,3.918929855397007e-06,0.03031679914017079,1.054045393521266e-05,0.6771282039425514,4.4606307320205356e-07,1.0492079167182664e-05,8.323674666348947e-10,3.915045388945504e-10,6.806876946043352e-07,8.404849329086272e-08,1.9381658027803223e-10,0.007985412838738552,2.559658318082542e-07,0.009995388245372326,1.1245999037386149e-12,1.8038481066843861e-06,6.909820187978425e-07,3.987096093584188e-11,0.021502929373022797,0.0003640264417562929,5.769632966993141e-05,4.625015031886502e-13,0.00014403128669547764,1.9160947846569948e-11,7.003742719987732e-15,3.200032659523576e-10,3.0028126385704363e-08,1.5640599176056213e-12,2.2006070479061621e-13,2.4269724886366095e-10,3.2873802250384996e-11,4.850647550344531e-09,2.6826951956907884e-05
0.0011872930988010143,0.1058405542641976,3.76,0.0,0.07609393055733014,0.1263080858701741,0.9818190624521086,9.776890251097727e-16,2.931577625686257e-12,0.000360080219881955,0.00016928917711936907,0.1783512246772306,1.965615507156686e-05,0.3863754598639171,0.0005579656854641446,0.4356267878458871,1.1485497339517018e-06,8.924288768334452e-07,1.01690014297764e-05,0.0017347666994195021,0.012400531570954793,3.8938763093908155e-06,0.030220172900797402,1.0484100378893521e-05,0.6776956476735744,4.4389175101328533e-07,1.0439039101992785e-05,8.266683366864588e-10,3.900313187785333e-10,6.782207554598919e-07,8.34728236155172e-08,1.931675127111536e-10,0.007981581510930104,2.540489179573088e-07,0.009977260944385351,1.1215054184841631e-12,1.7983826410449093e-06,6.886207912806216e-07,3.979646378626475e-11,0.021527927343453785,0.00036440073741562126,5.766832359075462e-05,4.612304117494861e-13,0.00014414828003605338,1.9170562359136278e-11,6.973955574772838e-15,3.182455864031603e-10,2.995176853434641e-08,1.555033210084183e-12,2.1879067017457445e-13,2.412778209262749e-10,3.281040085043731e-11,4.839465305936476e-09,2.6849345869483146e-05
