Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16)
1.978090731026573e-08,0.4582697681550744,3.76,0.0,0.6659312385709946,0.9999987779208176,1.7514636691759663e-08,7.859582904552279e-18,2.3737812174839953e-12,0.0005229206366763335,8.239424624606605e-06,8.241372819280765e-06,3.0394845184446544e-06,2.568984394864003e-06,1.0712383550719704e-06,5.034425054579775e-07,1.6900562926208238e-09,4.340960866197188e-08,8.369452506111291e-13,1.2889742076190742e-09,3.9886578513940644e-14,8.69471889676392e-08,1.0444087616277309e-07,1.6748608296623476e-12
2.0752669263116962e-08,0.4582709021610077,3.76,0.0,0.665917190671998,0.9999987097431349,2.0085711479606184e-08,9.669274295019128e-18,2.5304826183434525e-12,0.000548175102069248,8.902158670978267e-06,9.066085486045972e-06,3.3512012112121445e-06,2.90753422896172e-06,1.1253979849920608e-06,5.767306468322996e-07,1.8557485533965888e-09,4.66765920896037e-08,1.047160220352562e-12,1.4195858772305394e-09,5.214830574171136e-14,9.483244263978147e-08,1.1489378323699851e-07,1.9707540005324956e-12
2.162725502068307e-08,0.4582719246330465,3.76,0.0,0.6659045082330032,0.9999986477306763,2.259341542014034e-08,1.156141882773158e-17,2.6720029829229835e-12,0.0005708696655383894,9.515632185250054e-06,9.841538535453776e-06,3.647997848835729e-06,3.234933134583014e-06,1.174324592713951e-06,6.489777404641931e-07,2.010522972556192e-09,4.96540258751171e-08,1.2710253845630024e-12,1.5426440526449636e-09,6.573844867102252e-14,1.0215687548754584e-07,1.2472251704880876e-07,2.268928457322683e-12
2.2501840778249177e-08,0.45827294892245496,3.76,0.0,0.6658917882503642,0.9999985850967658,2.529026893258572e-08,1.3730177125217648e-17,2.813891457772147e-12,0.000593531625958604,1.0144924471568777e-05,1.0648407262567092e-05,3.9604408609113564e-06,3.5844302207537258e-06,1.2234318362197653e-06,7.275137967352529e-07,2.1705401465921324e-09,5.26632589514978e-08,1.5321030702904814e-12,1.6709402696458197e-09,8.21750955858983e-14,1.0969084158413396e-07,1.3494960766759416e-07,2.59971660298787e-12
2.3376426535815285e-08,0.4582739750755025,3.76,0.0,0.6658790304456266,0.9999985218379734,2.8181526899999166e-08,1.620319440302699e-17,2.956069194024516e-12,0.0006161610206119901,1.0789762546933388e-05,1.148664545565564e-05,4.288756164440911e-06,3.956583272422005e-06,1.272726789224808e-06,8.126640208126858e-07,2.335697168044989e-09,5.5701293658647117e-08,1.8349826992488346e-12,1.8044949735214047e-09,1.019225268621693e-13,1.1742853063547564e-07,1.455744803964017e-07,2.9655811004793804e-12
2.4251012293381393e-08,0.45827500313765324,3.76,0.0,0.6658662345359208,0.999998457950608,3.127229789178718e-08,1.9009642957007688e-17,3.0984682453491528e-12,0.0006387578865883337,1.1449887242086632e-05,1.2356206965371629e-05,4.633155647856065e-06,4.3519406133085864e-06,1.322216535413503e-06,9.047581164838202e-07,2.5058953204032018e-09,5.8765378032412945e-08,2.184642577432937e-12,1.9433295069214164e-09,1.2550130742275106e-13,1.2536427985539726e-07,1.5659656108029653e-07,3.3691153331684815e-12
2.51255980509475e-08,0.45827603315357984,3.76,0.0,0.6658534002342408,0.9999983934307377,3.456754788501676e-08,2.2180233971770493e-17,3.2410300598017877e-12,0.0006613222608076975,1.2125052442785227e-05,1.3257045704488934e-05,4.9938379319783315e-06,4.7710415841485906e-06,1.371908167029562e-06,1.0041300035448084e-06,2.681040044205307e-09,6.185298566394199e-08,2.586469204740053e-12,2.087466110134932e-09,1.5349297701753846e-13,1.3349257025842477e-07,1.6801527610446815e-07,3.8130489554875735e-12
2.6000183808513608e-08,0.45827706516722394,3.76,0.0,0.6658405272497093,0.9999983282742109,3.807210389077291e-08,2.5747227727247096e-17,3.3837041808522917e-12,0.0006838541800412914,1.2815024373135893e-05,1.4189115647662314e-05,5.370989088844127e-06,5.214416994362958e-06,1.4218087835544662e-06,1.1111175506978084e-06,2.861040870724125e-09,6.496179722591589e-08,3.046276875136563e-12,2.236927921409718e-09,1.8654497373345696e-13,1.4180802304739335e-07,1.79830052392523e-07,4.300253551897772e-12
2.6874769566079715e-08,0.45827809922182167,3.76,0.0,0.6658276152878262,0.9999982624766738,4.179065748999899e-08,2.974444246961324e-17,3.5264471272774586e-12,0.0007063536809307936,1.3519580917870457e-05,1.5152370831204795e-05,5.764783321522167e-06,5.682589549129555e-06,1.471925490465823e-06,1.226062322806125e-06,3.045811330518893e-09,6.808968350127105e-08,3.5703275426258016e-12,2.3917389773093116e-09,2.253757886964176e-13,1.5030539609146355e-07,1.9204031740496145e-07,4.833748399568655e-12
2.7749355323645823e-08,0.45827913535994486,3.76,0.0,0.6658146640507049,0.9999981960335872,4.572776827883113e-08,3.4207261926857817e-17,3.669221434784497e-12,0.000728820800006192,1.423851098255065e-05,1.6146765352882505e-05,6.1753836059300345e-06,6.176074252487387e-06,1.522265398071896e-06,1.3493093421372714e-06,3.2352688417003756e-09,7.123468984073131e-08,4.165350946412241e-12,2.551924213108076e-09,2.707803598497285e-13,1.5897958049455297e-07,2.046454991378432e-07,5.41670633631708e-12
2.862394108121193e-08,0.45828017362353207,3.76,0.0,0.6658016732372946,0.9999981289402424,4.9887867227246066e-08,3.917264163797088e-17,3.811994830439624e-12,0.0007512555737023073,1.4971613888827751e-05,1.7172253371725186e-05,6.6029422975248575e-06,6.695378788284841e-06,1.5728356204143489e-06,1.4812068625364408e-06,3.4293345851496844e-09,7.439502189538537e-08,4.838564973794091e-12,2.717509463222388e-09,3.2363570477506736e-13,1.6782559725039462e-07,2.1764502612164052e-07,6.052459730711121e-12
2.9498526838778038e-08,0.45828121405392147,3.76,0.0,0.6657886425435924,0.9999980611917758,5.427525995336116e-08,4.467911415468352e-17,3.954739519244438e-12,0.0007736580383741062,1.5718698802696607e-05,1.8228789107851164e-05,7.047601704928152e-06,7.2410038802697956e-06,1.6236432742335995e-06,1.6221061557726176e-06,3.627933371558153e-09,7.756903251110869e-08,5.597696245686486e-12,2.8885214616767077e-09,3.849067954182319e-13,1.768385939819087e-07,2.3103832742027912e-07,6.744506553277159e-12
3.037311259634414e-08,0.45828225669188044,3.76,0.0,0.6657755716628404,0.9999979927831809,5.889412991578875e-08,5.0766793217482066e-17,4.097431566893218e-12,0.0007960282303109141,1.6479584193811394e-05,1.931632684230564e-05,7.509494632418322e-06,7.81344363254009e-06,1.6746954779921062e-06,1.7723613093459737e-06,3.830993503409071e-09,8.075520968477724e-08,6.45100090916685e-12,3.064987842602874e-09,4.556526767058544e-13,1.8601384176250956e-07,2.448248326303679e-07,7.496516547472477e-12
3.124769835391025e-08,0.458283301577633,3.76,0.0,0.665762460285717,0.9999979237093213,6.374854152576411e-08,5.747737696035918e-17,4.240050367510565e-12,0.0008183661857495979,1.725409732436044e-05,2.043482091691155e-05,7.988744892794111e-06,8.413185851302083e-06,1.7259993509521597e-06,1.932329035203402e-06,4.03844663375406e-09,8.395216550532323e-08,7.407285624558917e-12,3.2469371407713133e-09,5.370328320852987e-13,1.9534673201764697e-07,2.5900397188061747e-07,8.312337499999167e-12
3.212228411147636e-08,0.4582843487508868,3.76,0.0,0.6657493081005122,0.9999978539649415,6.884244318095379e-08,6.485415021051074e-17,4.382578185591113e-12,0.0008406719408868012,1.8042073765960836e-05,2.1584225734132225e-05,8.485467792149353e-06,9.040712348908303e-06,1.777562012304703e-06,2.102368488795412e-06,4.250227623576731e-09,8.715862600335715e-08,8.475928734064383e-12,3.434398792152958e-09,6.303137983941539e-13,2.0483277350469393e-07,2.735751758314484e-07,9.196001609838898e-12
3.2996869869042465e-08,0.4582853982508592,3.76,0.0,0.6657361147932984,0.9999977835446772,7.41796702229292e-08,7.294198593798542e-17,4.524999761628154e-12,0.0008629455318903064,1.8843356943029573e-05,2.276449575694489e-05,8.999770588103116e-06,9.69649923114757e-06,1.829390580345718e-06,2.2828410979062044e-06,4.466274399543918e-09,9.03734218343066e-08,9.666901599110665e-12,3.6274031345108014e-09,7.368760322012463e-13,2.1446758936921325e-07,2.885378756747901e-07,1.0151731955400869e-11
3.387145562660857e-08,0.45828645011629976,3.76,0.0,0.6657228800480888,0.9999977124430655,7.976394782035578e-08,8.178734591583084e-17,4.66730197188382e-12,0.0008851869949096,1.965779770111116e-05,2.3975585508724414e-05,9.531752923006584e-06,1.038101716874682e-05,1.881492171696845e-06,2.474110400697087e-06,4.68652781365582e-09,9.359547972328081e-08,1.0990790093580605e-11,3.825981408020037e-09,8.582210293992627e-13,2.2424691427557027e-07,3.038915031340685e-07,1.1183949059106677e-11
3.474604138417468e-08,0.45828750438551286,3.76,0.0,0.6657096035469874,0.9999976406545514,8.559889377982404e-08,9.14382806450955e-17,4.8094735345905216e-12,0.0009073963660856992,2.048525389876737e-05,2.521744957313654e-05,1.008150723352231e-05,1.1094731653964634e-05,1.933873900567335e-06,2.676541892449585e-06,4.910931505787247e-09,9.682381460796612e-08,1.2458816240876868e-11,4.0301657559157396e-09,9.959786998035462e-13,2.3416659160997906e-07,3.196354904643842e-07,1.2297277548883982e-11
3.562062714174079e-08,0.45828856109637967,3.76,0.0,0.6656962849703325,0.9999975681734994,9.168802128613411e-08,1.0194442859477826e-16,4.951504756425256e-12,0.0009295736815603069,2.1325590021753e-05,2.6490042594039968e-05,1.0649119137853573e-05,1.1838103243082204e-05,1.9865428780548075e-06,2.8905028805380014e-06,5.139431769717825e-09,1.0005752242328282e-07,1.4082859983495993e-11,4.239989225167137e-09,1.1519149984615662e-12,2.442225707541851e-07,3.357692704528805e-07,1.349655291616282e-11
3.6495212899306896e-08,0.4582896202863768,3.76,0.0,0.6656829239968322,0.9999974949941977,9.803474157377808e-08,1.1335701480025298e-16,5.093387313997749e-12,0.0009517189774843381,2.217867681828254e-05,2.7793319275396878e-05,1.1234667801820194e-05,1.2611587785546364e-05,2.0395062114824906e-06,3.1163623471910252e-06,5.371977423081613e-09,1.0329577347662099e-07,1.5875481074379386e-11,4.455485767177601e-09,1.3279398152881922e-12,2.544109044280535e-07,3.522922764193002e-07,1.4786828370054226e-11
3.7369798656873e-08,0.4582906819925966,3.76,0.0,0.6656695203036891,0.9999974211108665,1.0464236653134902e-07,1.257288488609893e-16,5.235114065574628e-12,0.0009738322900258742,2.304439095424012e-05,2.9127234381191305e-05,1.1838226284930176e-05,1.3415636640489441e-05,2.092771003770724e-06,3.354490819619356e-06,5.608519681613631e-09,1.0653780636566636e-07,1.7849941079675103e-11,4.6766902385095795e-09,1.5261151244758387e-12,2.6472774609934245e-07,3.6920394221673244e-07,1.6173381787410897e-11
3.824438441443911e-08,0.4582917462517637,3.76,0.0,0.6656560735667242,0.9999973465176636,1.1151411124058766e-07,1.3911432237693993e-16,5.376678888755561e-12,0.0009959136553775861,2.3922614687232828e-05,3.049174273535493e-05,1.2459861867548491e-05,1.4250696881320614e-05,2.1463443528406193e-06,3.6052602471039114e-06,5.849012037993045e-09,1.0978292239396771e-07,2.0020225482909424e-11,4.903638401633748e-09,1.7486633949743066e-12,2.7516934745896576e-07,3.8650370223254825e-07,1.7661722758486238e-11
3.911897017200522e-08,0.4582928131002527,3.76,0.0,0.6656425834604887,0.9999972712086915,1.1865309645173573e-07,1.535694058618632e-16,5.518076540433774e-12,0.0010179631097636727,2.4813235558447193e-05,3.188679922169979e-05,1.309963636020478e-05,1.5117211489045797e-05,2.2002333510479485e-06,3.869043884661111e-06,6.093410145458012e-09,1.1303048044307883e-07,2.2401065880990756e-11,5.136366925701754e-09,1.9979762632143337e-12,2.8573205596008177e-07,4.0419099138952506e-07,1.925759972793747e-11
3.9993555929571326e-08,0.4582938825741033,3.76,0.0,0.6656290496583721,0.9999971951780008,1.260623509968112e-07,1.6915164516935483e-16,5.6593025359818075e-12,0.001039980689446348,2.5716146101333504e-05,3.33123587838577e-05,1.3757606396016971e-05,1.601561953493223e-05,2.2544450846454557e-06,4.146216182925591e-06,6.3416717062490784e-09,1.1627989226390105e-07,2.5007962262938505e-11,5.3749133873419056e-09,2.276623469155771e-12,2.964123124194048e-07,4.222652451471582e-07,2.0967007230959503e-11
4.0868141687137434e-08,0.4582949547090364,3.76,0.0,0.6656154718327058,0.9999971184195973,1.337448141423717e-07,1.8592015746434562e-16,5.800353045071033e-12,0.0010619664307319164,2.6631243566200923e-05,3.476837642522581e-05,1.4433823707149378e-05,1.694635635309733e-05,2.3089866332719627e-06,4.437152683912093e-06,6.593756364867278e-09,1.19530618153155e-07,2.7857205362673407e-11,5.619316271477276e-09,2.5873620566485934e-12,3.0720664867917894e-07,4.4072589950316156e-07,2.2796193224370173e-11
4.174272744470354e-08,0.4582960295404671,3.76,0.0,0.6656018496548574,0.9999970409274446,1.4170333788329404e-07,2.0393562677025179e-16,5.941224801863729e-12,0.001083920369976468,2.7558429659855416e-05,3.625480720891814e-05,1.5128335386174817e-05,1.7909853703570012e-05,2.3638650694666984e-06,4.742229922336426e-06,6.849625606100811e-09,1.2278216298362476e-07,3.096589907759909e-11,5.869614972165711e-09,2.9331458389948982e-12,3.1811168532829536e-07,4.595723909951538e-07,2.4751666512488716e-11
4.261731320226965e-08,0.45829710710351856,3.76,0.0,0.665588182795324,0.9999969626954696,1.4994068917906416e-07,2.2326029912032814e-16,6.081915027587438e-12,0.0011058425435912188,2.8497610299457247e-05,3.7771606257722675e-05,1.5841184133165658e-05,1.8906539926345063e-05,2.4190874582074116e-06,5.061825332191759e-06,7.1092426577513835e-09,1.260340725592141e-07,3.435198294506207e-11,6.1258497934612835e-09,3.317135130498332e-12,3.291241294810652e-07,4.78804156702532e-07,2.6840204267662055e-11
4.3491898959835757e-08,0.4582981874330346,3.76,0.0,0.6655744709238169,0.9999968837175656,1.584595521340356e-07,2.439579773405312e-16,6.222421363765249e-12,0.0011277329880475307,2.9448695379818245e-05,3.931872875406398e-05,1.657240848929504e-05,1.993684008692312e-05,2.474660856470878e-06,5.396317158292556e-06,7.3725723979630366e-09,1.292859302681539e-07,3.803425466912408e-11,6.388061950296807e-09,3.74270674469265e-12,3.402407726121947e-07,4.984206342485309e-07,2.9068859645303904e-11
4.4366484717401864e-08,0.45829927056359143,3.76,0.0,0.6655607137093448,0.9999968039875963,1.6726253012307942e-07,2.6609401548976584e-16,6.3627418146284684e-12,0.001149591739881631,3.0411598553402708e-05,4.089612993997068e-05,1.732204305768604e-05,2.100117611380175e-05,2.530592312814528e-06,5.746084372514493e-06,7.639581267027724e-09,1.3253735400993467e-07,4.203239269042254e-11,6.656293569386995e-09,4.213464259855045e-12,3.514584884465481e-07,5.184212618024671e-07,3.14449694933226e-11
4.524107047496797e-08,0.45830035652950984,3.76,0.0,0.6655469108202902,0.9999967234993989,1.7635214786400626e-07,2.8973531298165875e-16,6.502874697455336e-12,0.0011714188356990575,3.138623702233722e-05,4.2503765117047975e-05,1.8090118712204934e-05,2.2099966928356576e-05,2.586888866978002e-06,6.111506594474e-06,7.910237183522341e-09,1.3578799337359288e-07,4.636697879222682e-11,6.930587690151954e-09,4.733248552329258e-12,3.627742309023187e-07,5.388054780821676e-07,3.397616215582302e-11
4.699024199010019e-08,0.45830253710349117,3.76,0.0,0.6655191666892607,0.999996560223554,1.9540102013335614e-07,3.418089724020529e-16,6.7825723568962355e-12,0.0012149782060768982,3.3370405260747534e-05,4.5809558948896026e-05,1.9681699275528788e-05,2.4402574282737526e-05,2.700605381418024e-06,6.890837341902627e-06,8.46236876047985e-09,1.422856609634319e-07,5.613247497886291e-11,7.49754016365353e-09,5.936513220065116e-12,3.8568800046696276e-07,5.807224344490425e-07,3.95358144989874e-11
4.856449635371918e-08,0.45830450965642794,3.76,0.0,0.6654940374271648,0.9999964106198891,2.1354910096134525e-07,3.9452580362090305e-16,7.033646904918619e-12,0.0012540737446288127,3.519552671595786e-05,4.888772645214931e-05,2.117743041362943e-05,2.6596901515162337e-05,2.804269308049674e-06,7.649594177583667e-06,8.971465779067008e-09,1.4812792567090177e-07,6.629784668556149e-11,8.02898163792038e-09,7.230901224278393e-12,4.0661665797915677e-07,6.197539491655117e-07,4.515266198182159e-11
5.013875071733818e-08,0.4583064919190568,3.76,0.0,0.665468755000837,0.99999625846281,2.326617722160405e-07,4.532300450015297e-16,7.28409791664094e-12,0.0012930672905629062,3.705752541442715e-05,5.206315965839043e-05,2.2733240129326455e-05,2.8909252150600134e-05,2.90922519231611e-06,8.464999155628364e-06,9.491939861874045e-09,1.5396339532987342e-07,7.791708134752487e-11,8.580776784337927e-09,8.755886330858457e-12,4.2781900776684696e-07,6.600195876590488e-07,5.140478204897661e-11
5.171300508095717e-08,0.4583084840834844,3.76,0.0,0.6654433174624401,0.9999961037157695,2.5275116875966074e-07,5.183668584386261e-16,7.533922439042315e-12,0.001331959060370548,3.895602327108537e-05,5.5335600038760694e-05,2.4349197283002238e-05,3.134197528043018e-05,3.0155137249934566e-06,9.339280609956993e-06,1.0023647756466157e-08,1.5979087591840477e-07,9.114586268062361e-11,9.153209739675965e-09,1.0543935466350232e-11,4.4927993204759566e-07,7.015160967522021e-07,5.834826618656936e-11
5.328725944457617e-08,0.45831048633993854,3.76,0.0,0.6654177228624579,0.9999959463421293,2.7382874801586447e-07,5.903970713476949e-16,7.783118621086102e-12,0.0013707492715501948,4.089066637471045e-05,5.870478968910424e-05,2.6025344725267882e-05,3.3897396568767554e-05,3.1231754782848413e-06,1.0274668641899276e-05,1.0566456367453477e-08,1.6560934823393727e-07,1.0615116659366251e-10,9.746574302350769e-09,1.2630940563814975e-11,4.7098500791653815e-07,7.442402292826472e-07,6.604292117823756e-11
5.486151380819516e-08,0.458312498876703,3.76,0.0,0.6653919692505906,0.9999957863051941,2.9590532119490993e-07,6.697970282109853e-16,8.03168545694561e-12,0.0014094381426594175,4.286112260411781e-05,6.21704713301249e-05,2.776170168923642e-05,3.6577819726117164e-05,3.2322509008359615e-06,1.127339419326228e-05,1.1120241769616547e-08,1.7141794289110678e-07,1.2311168940795668e-10,1.0361173953105735e-08,1.505646318350753e-11,4.929204764496375e-07,7.88188744179644e-07,7.455243243344208e-11
5.643576817181416e-08,0.4583145218803692,3.76,0.0,0.665366054676569,0.9999956235682346,3.1899108311181606e-07,7.570584369152882e-16,8.279622589148967e-12,0.001448025893362682,4.4867079475613024e-05,6.57323883076582e-05,2.955826595041407e-05,3.938552783624454e-05,3.3427803131283742e-06,1.2337688204961315e-05,1.1684888314557746e-08,1.7721591890554697e-07,1.4221827544949503e-10,1.0997321876310142e-08,1.7863988424572297e-11,5.150732132211918e-07,8.333584065465617e-07,8.394453053407539e-11
5.801002253543315e-08,0.45831655553585976,3.76,0.0,0.6653399771908896,0.9999954580945135,3.4309564068962273e-07,8.526882111414938e-16,8.526930159534822e-12,0.001486512744475446,4.690824219599456e-05,6.939028459305095e-05,3.1415015780016355e-05,4.232278455254329e-05,3.4548039032079587e-06,1.3469780851706261e-05,1.2260287820828402e-08,1.830026453311555e-07,1.6367434367700302e-10,1.1655340981849591e-08,2.1101187903121128e-11,5.374307001433616e-07,8.797459877492846e-07,9.429116090756382e-11
5.958427689905215e-08,0.45831860002655933,3.76,0.0,0.6653137348454844,0.999995289847303,3.682280401708533e-07,9.572083089490992e-16,8.77360869953239e-12,0.001524898918004882,4.898433190852016e-05,7.31439047836465e-05,3.3331911704339e-05,4.539183517185562e-05,3.5683617227274495e-06,1.4671900848090042e-05,1.2846338842901322e-08,1.8877758564633876e-07,1.8769631317721364e-10,1.2335563927613984e-08,2.482019198151982e-11,5.599809986047915e-07,9.273482655105723e-07,1.0566865669260239e-10
6.115853126267114e-08,0.45832065553438284,3.76,0.0,0.6652873256943258,0.9999951187899045,3.943967931208009e-07,1.0711555683781438e-15,9.0196590465945e-12,0.001563184637187755,5.109508410767294e-05,7.699299410336791e-05,3.530889809444114e-05,4.859490760104555e-05,3.6834936832628886e-06,1.5946274817144e-05,1.3442946009835714e-08,1.9454028437971224e-07,2.145140272511226e-10,1.3038333142569948e-08,2.9077871093476463e-11,5.827127238246021e-07,9.761620240102404e-07,1.181579147354895e-10
6.273278562629014e-08,0.4583227222398565,3.76,0.0,0.6652607477939776,0.9999949448856619,4.216099012810475e-07,1.19508154048205e-15,9.265082278855083e-12,0.0016013701265258364,5.324024720495235e-05,8.09372984033953e-05,3.7345904603988046e-05,5.193421322757664e-05,3.8002395528745005e-06,1.7295126714785372e-05,1.4050019426665505e-08,2.0029035561331987e-07,2.4437117589010483e-10,1.3764000850406292e-08,3.393612613407709e-11,6.056150203633324e-07,1.0261840539910854e-06,1.3184457470507229e-10
6.430703998990913e-08,0.45832480032218215,3.76,0.0,0.6652339992040961,0.9999947680979759,4.4987488032935903e-07,1.3295523202951644e-15,9.509879663947166e-12,0.001639455611819141,5.5419581230477104e-05,8.497656416293255e-05,3.9442847470532735e-05,5.541194770372818e-05,3.918638952886891e-06,1.872067730452725e-05,1.4667474132251268e-08,2.0602747308729703e-07,2.7752571642606414e-10,1.4512929093740287e-08,3.946218785639477e-11,6.286775387346364e-07,1.077411152870492e-06,1.468192013013322e-10
6.588129435352813e-08,0.45832688995929904,3.76,0.0,0.6652070779878887,0.9999945883903156,4.79198782589306e-07,1.4751483760390988e-15,9.754052620090272e-12,0.00167744132019718,5.763285665889914e-05,8.911053849006205e-05,4.1599630691793305e-05,5.9030291651733955e-05,4.038731354869569e-06,2.022514367819262e-05,1.5295229608770248e-08,2.1175136171443914e-07,3.142502921772174e-10,1.5285489758873647e-08,4.572892526566912e-11,6.518904130743668e-07,1.1298401248576776e-06,1.6317746955236594e-10
6.745554871714712e-08,0.4583289913279385,3.76,0.0,0.665179982212528,0.9999944057262286,5.095882187347683e-07,1.6324643768724015e-15,9.99760268710374e-12,0.0017153274801484288,5.987985334836787e-05,9.333896912268392e-05,4.381614708824249e-05,6.27914112969775e-05,4.1605560777992e-06,2.1810738818463127e-05,1.5933209338222636e-08,2.1746179032032655e-07,3.5483264890845807e-10,1.608206460108796e-08,5.2815162977644834e-11,6.752442398218156e-07,1.1834677810765168e-06,1.8102035318476255e-10
6.902980308076612e-08,0.4583311046036713,3.76,0.0,0.6651527099495317,0.9999942200693493,5.410493785350196e-07,1.8021090194427942e-15,1.0240531504617474e-11,0.0017531143215481903,6.2160359581536e-05,9.766160442953744e-05,4.609227926307568e-05,6.66974590362194e-05,4.284152285385374e-06,2.3479671199185787e-05,1.658134040149909e-08,2.2315856542889834e-07,3.995760489360943e-10,1.6903045270468165e-08,6.08060074967576e-11,6.987300573673597e-07,1.2382909396939005e-06,2.004543160491416e-10
7.060405744438511e-08,0.458333229960954,3.76,0.0,0.6651252592751077,0.9999940313834071,5.735880506859589e-07,1.984704853506533e-15,1.0482840795243515e-11,0.0017908020756850261,6.447417119822479e-05,0.00010207819341130112,4.8427900469995365e-05,7.075057394743671e-05,4.409558983542771e-06,2.523414441959273e-05,1.7239553115769053e-08,2.2884152593059222e-07,4.487996827076422e-10,1.7748833338241768e-08,6.979318235657208e-11,7.223393266208441e-07,1.2943064260535495e-06,2.2159150657724536e-10
7.217831180800411e-08,0.4583353675731659,3.76,0.0,0.6650976282704709,0.9999938396322348,6.072096417697245e-07,2.180888106844311e-15,1.0724532351459368e-11,0.001828390975285887,6.682109081072864e-05,0.00010658848570177001,5.082287539788454e-05,7.495288224699423e-05,4.536815017994839e-06,2.7076356869091776e-05,1.7907780706434157e-08,2.3451053850283456e-07,5.028390776960799e-10,1.8619840323620484e-08,7.987537206698488e-11,7.460639124583809e-07,1.3515110728152275e-06,2.445499552476905e-10
7.37525661716231e-08,0.4583375176126457,3.76,0.0,0.665069815022132,0.999993644779771,6.419191943817701e-07,2.391308509664498e-15,1.096560802557379e-11,0.001865881254540052,6.920092709396528e-05,0.00011119223156910677,5.3277060880211264e-05,7.930649769909003e-05,4.665959071996195e-06,2.9008501419739626e-05,1.8585959010369505e-08,2.401654936800114e-07,5.620465044546608e-10,1.9516487721130156e-08,9.115857481384238e-11,7.698960660083801e-07,1.4099017200992961e-06,2.694537750376085e-10
7.53268205352421e-08,0.4583396802507223,3.76,0.0,0.6650418176221625,0.9999934467900702,6.777214044623659e-07,2.616629118644918e-15,1.1206069722239074e-11,0.0019032731491219676,7.161349414349725e-05,0.00011588918191716589,5.5790306536184646e-05,8.381352198190147e-05,4.797029664162251e-06,3.103276514381181e-05,1.927402620753395e-08,2.4580630248552927e-07,6.267913796856443e-10,2.0439207028414486e-08,1.0375646385522335e-10,7.93828407739752e-07,1.4694752156365451e-06,2.9643336483685085e-10
7.690107489886109e-08,0.45834185565774355,3.76,0.0,0.6650136341684367,0.9999932456273033,7.14620637868357e-07,2.8575261407455706e-15,1.144591939288839e-11,0.001940566896213063,7.405861089495848e-05,0.00012067908828688768,5.8362455350173076e-05,8.847604501453546e-05,4.930065146395473e-06,3.315132905407217e-05,1.9971922578264523e-08,2.514328935466202e-07,6.974606661806449e-10,2.1388439774497102e-08,1.1779075755342052e-10,8.178539113163303e-07,1.5302284149232495e-06,3.256256157993365e-10
7.847532926248009e-08,0.45834404400309975,3.76,0.0,0.6649852627648557,0.9999930412557652,7.526209462198582e-07,3.1146887569162437e-15,1.1685159031531762e-11,0.00197776273452262,7.65361005989173e-05,0.00012556170285776125,6.0993344195396486e-05,9.329614524857336e-05,5.065103701898462e-06,3.536636786452862e-05,2.0679590283776203e-08,2.57045210620916e-07,7.744592694938527e-10,2.2364637548486347e-08,1.3339159797687627e-10,8.419658881827269e-07,1.5921581813813804e-06,3.5717412060412626e-10
8.004958362609908e-08,0.4583462454552488,3.76,0.0,0.6649567015215513,0.9999928336398762,7.917260820550123e-07,3.3888189458138594e-15,1.1923790671538063e-11,0.0020148609043077552,7.904579034578797e-05,0.00013053677844935364,6.368280430732048e-05,9.827588992763265e-05,5.202183343265033e-06,3.768004976967723e-05,2.1396973167615622e-08,2.6264321047444695e-07,8.582104312126588e-10,2.336826202870592e-08,1.506979380031325e-10,8.66157972848359e-07,1.6552613865239148e-06,3.9122938559732837e-10
8.162383798971808e-08,0.45834846018173336,3.76,0.0,0.6649279485550763,0.9999926227441865,8.319395133242239e-07,3.680631307627936e-15,1.2161816383201432e-11,0.002051861647392572,8.158751063599337e-05,0.00013560406852290387,6.643066171159014e-05,0.0001034173353179958,5.341341910641472e-06,4.00945362404547e-05,2.2124016576053616e-08,2.6822686106119046e-07,9.491561186941003e-10,2.4399785012234234e-08,1.698579368518196e-10,8.904241088381128e-07,1.7195349101251796e-06,4.2794904578494864e-10
8.319809235333707e-08,0.45835068834920034,3.76,0.0,0.6648990019885779,0.9999924085333797,8.732644372537083e-07,3.990852888094703e-15,1.2399238271952965e-11,0.0020887652071865177,8.416109499107964e-05,0.00014076332718298,6.923673761083717e-05,0.00010872252691303976,5.4826170699509425e-06,4.261198183530491e-05,2.286066719561274e-08,2.737961399622158e-07,1.0477574111394168e-09,2.545968844483435e-08,1.9102936397448668e-10,9.147585352796771e-07,1.784975640396167e-06,4.674980826457726e-10
8.634660108057506e-08,0.45835518566927086,3.76,0.0,0.6648405205819989,0.9999919700258247,9.592602759346183e-07,4.669493061923629e-15,1.2872279171700512e-11,0.0021622817585693816,8.940320309328047e-05,0.00015135676990814137,7.502280757048973e-05,0.0001198322778357595,5.771666946810961e-06,4.796433305991159e-05,2.436258268240029e-08,2.8489153380311557e-07,1.269868967154573e-09,2.7666615366889464e-08,2.4008813385914646e-10,9.636106192462363e-07,1.919346317073063e-06,5.557822779206622e-10
