Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168)
2.896900012972082e-07,0.34636905760995595,3.76,0.0,0.7058978809510124,0.9997483896456278,0.0002482945257953555,1.3114024482162442e-12,1.160622193150735e-09,0.004035600654804365,0.00067012105243184,0.0011917541470940602,0.0006568966130426088,0.002765644178183144,6.53894783604094e-05,0.0018724540754243124,3.316888321144873e-07,9.690113794021465e-07,4.825462579662572e-07,9.98801049834872e-07,3.024687929023019e-07,7.275668750889121e-05,1.9479931596392613e-05,1.930977535069296e-07,1.0796147736764154e-06,2.4980925073404477e-05,6.151795302347435e-08,6.478426761759598e-10,7.583358096405344e-12,1.1824367669120022e-11,1.3220606309492348e-09,8.994857983828431e-11,1.0805273054953773e-07,1.2593577701737752e-07,3.144400782617902e-08,2.523941680328877e-13,7.767309799639871e-11,8.08865169276545e-10,6.660102512066366e-14,4.1854367837579484e-07,2.3643331194733805e-11,1.6300392825031958e-09,5.761415052069852e-12,7.55357116973621e-11,1.659776029419463e-16,7.21421942642402e-18,1.0609068923407859e-07,7.784740410409238e-07,5.4939199429660756e-14
2.941671193906081e-07,0.3463790596148987,3.76,0.0,0.7057161410038226,0.9997372889000751,0.0002611434380231329,1.464752431938341e-12,1.2549911217188495e-09,0.0040843524724853125,0.0006887626672948611,0.0012258272985721443,0.0006768948272119346,0.0028868137388761744,6.7942483299387e-05,0.0019611638231535615,3.4105829548124264e-07,9.811002741177975e-07,5.221300790758109e-07,1.0565996343441934e-06,3.3267316151260423e-07,7.522780053187833e-05,2.0130533085785864e-05,2.0939642682915636e-07,1.1570511352470376e-06,2.578531318002937e-05,6.701236681396018e-08,6.660442145190735e-10,8.660286042449107e-12,1.363534815027808e-11,1.3752270291856595e-09,9.846664784289877e-11,1.1644631515948151e-07,1.2910295993575684e-07,3.482902945156628e-08,2.762419680146534e-13,8.235976326917332e-11,8.54777030633059e-10,7.356384746920773e-14,4.465925030433678e-07,2.6740720932811268e-11,1.8125745691302508e-09,6.024497608604753e-12,8.538472119326902e-11,1.8784461151420992e-16,8.105585608698738e-18,1.1078939051352189e-07,8.164456464005625e-07,5.86151125910717e-14
2.98644237484008e-07,0.34638926615362164,3.76,0.0,0.7055307487128561,0.9997258697281198,0.000274424374106067,1.6327895754205084e-12,1.3551530825764334e-09,0.004132906938318569,0.0007075957141831274,0.0012603076370653564,0.0006971278754008025,0.0030113216381608943,7.056015599450623e-05,0.002052529465187669,3.505261831537916e-07,9.931326494017541e-07,5.642215801601457e-07,1.117126033810395e-06,3.6533865233989277e-07,7.773526454206947e-05,2.079520530626878e-05,2.2677983151545054e-07,1.2388820939450125e-06,2.6600276041115868e-05,7.289115805439802e-08,6.844460189710106e-10,9.867912400427086e-12,1.5687041567252628e-11,1.4302076481085682e-09,1.0763201017559758e-10,1.2536384354182667e-07,1.3234464270405168e-07,3.8513803183822544e-08,3.0189877496572154e-13,8.726316266902283e-11,9.025304629213905e-10,8.112189694540944e-14,4.759999830198884e-07,3.018537278850788e-11,2.0120860282446174e-09,6.295979771911668e-12,9.633059652476105e-11,2.1218028309080907e-16,9.092245094933162e-18,1.156097791495653e-07,8.555314971290581e-07,6.24684865554014e-14
3.0312135557740793e-07,0.34639967927599924,3.76,0.0,0.7053416692344703,0.9997141284630551,0.00028814356511353207,1.8165940965678717e-12,1.4613382106011106e-09,0.004181276192190336,0.0007266158123618825,0.001295193421987688,0.0007175909441930597,0.0031392012742140047,7.324295739083678e-05,0.00214658028972699,3.6009027376168826e-07,1.0051114064627417e-06,6.089302966670154e-07,1.18047849053359e-06,4.0062022355525997e-07,8.027860104828073e-05,2.1474218530564685e-05,2.452998867875077e-07,1.3252997122384424e-06,2.7425639130611366e-05,7.91734592641063e-08,7.030445360918804e-10,1.1219375027202609e-11,1.8006582854253377e-11,1.4870587596952732e-09,1.1748161247375732e-10,1.3483070020777567e-07,1.356627798568121e-07,4.251911164236768e-08,3.294677179143785e-13,9.239111605080633e-11,9.521700602760991e-10,8.931466018176681e-14,5.068058304542784e-07,3.400977988323339e-11,2.2298300062055916e-09,6.57604961747829e-12,1.0847485423516724e-10,2.392176236951385e-16,1.0182861870748295e-17,1.2055251518959869e-07,8.957398265334845e-07,6.650445870669115e-14
3.0759847367080784e-07,0.3464103009829819,3.76,0.0,0.7051488685140476,0.9997020615060213,0.00030230715474765596,2.0172988363861036e-12,1.5737796202603734e-09,0.0042294724610298495,0.0007458184902298548,0.001330483007426384,0.000738279119671579,0.0032704852364770372,7.599132221150228e-05,0.0022433448751289003,3.6974829806332673e-07,1.0170394710443353e-06,6.563679633967429e-07,1.2467573893822507e-06,4.3867956667593046e-07,8.285731785834747e-05,2.2167850926965642e-05,2.6500987467587256e-07,1.4165024062431084e-06,2.826122373906541e-05,8.587890952201943e-08,7.218361371549115e-10,1.2728847245230392e-11,2.0623607841018508e-11,1.545837617004124e-09,1.2805377498784745e-10,1.4487318601274469e-07,1.390593334926821e-07,4.686676087161923e-08,3.5905576206396244e-13,9.775171278759195e-11,1.0037409217651776e-09,9.818345716547605e-14,5.390500616802343e-07,3.8248880349946814e-11,2.4671313414012515e-09,6.86489975081084e-12,1.2192649144403002e-10,2.692073670164699e-16,1.1386753058214222e-17,1.2561823298124786e-07,9.370785498381745e-07,7.072820246488911e-14
3.1207559176420776e-07,0.34642113322560986,3.76,0.0,0.7049523133031286,0.9996896653273756,0.0003169211968615071,2.236090064453078e-12,1.6927132265310307e-09,0.004277508051064805,0.0007651991879939827,0.0013661748427000603,0.0007591873903371979,0.003405205289223474,7.880565862079575e-05,0.0023428510761189505,3.7949794025547035e-07,1.0289197916693976e-06,7.066484485340122e-07,1.3160652464556626e-06,4.796852415318598e-07,8.547090925536469e-05,2.2876388610180262e-05,2.8596442623663026e-07,1.5126950891330786e-06,2.91068470588113e-05,9.302764757443394e-08,7.408171203134525e-10,1.4411594386177372e-11,2.3570429188746978e-11,1.6066024186009911e-09,1.3938821156841324e-10,1.5551854131863122e-07,1.4253627307634473e-07,5.15796068578895e-08,3.9077376202698164e-13,1.0335332238706821e-10,1.0572886638887483e-09,1.0777148459133296e-13,5.727729866017168e-07,4.2940196560147426e-11,2.7253856455395263e-09,7.1627274040039656e-12,1.3680239178639795e-10,3.0241899845358376e-16,1.2713928183381523e-17,1.3080754228568605e-07,9.795552739938358e-07,7.51449258014138e-14
3.1655270985760767e-07,0.3464321779040575,3.76,0.0,0.7047519711760712,0.9996769364680183,0.00033199165300991547,2.4742081994800883e-12,1.8183775625116717e-09,0.004325395339784362,0.0007847532605065163,0.0014022674728531104,0.0007803106502087915,0.003543392355627928,8.16863479074583e-05,0.002445126010453776,3.893368393682329e-07,1.0407553378070963e-06,7.598876829605812e-07,1.3885066949924478e-06,5.238128072620122e-07,8.811885619643505e-05,2.3600125688036728e-05,3.0821950551578657e-07,1.6140893138230581e-06,2.9962322276543406e-05,1.0064030398230475e-07,7.599837129005151e-10,1.6284031587127924e-11,2.6882220227730174e-11,1.6694122708621506e-09,1.5152604806509662e-10,1.667949694439056e-07,1.4609557525145794e-07,5.668158164331504e-08,4.247365133664625e-13,1.0920460535213104e-10,1.1128594334977865e-09,1.1812385851325182e-13,6.080151984124412e-07,4.8123979674108004e-11,3.0060615972881206e-09,7.469734521741201e-12,1.532277447243844e-10,3.391418181032414e-16,1.417512955849348e-17,1.3612102938565628e-07,1.0231773075667366e-06,7.975986979984986e-14
3.210298279510076e-07,0.34644343686671303,3.76,0.0,0.704547810546207,0.9996638715406684,0.00034752439003702307,2.7329484411659408e-12,1.951013594137937e-09,0.004373146767621996,0.0008044759802604569,0.0014387595390839307,0.000801643702100027,0.003685076502366916,8.463374418888908e-05,0.0025501960460611785,3.9926259074364015e-07,1.0525490979650657e-06,8.162035849136954e-07,1.4641884684810569e-06,5.71244949056632e-07,9.080062653386873e-05,2.4339364303832068e-05,3.318323912523226e-07,1.7209034146603687e-06,3.082745867318607e-05,1.0873799230499968e-07,7.793320738570158e-10,1.8363782746928865e-11,3.05972067418269e-11,1.7343271484019911e-09,1.6450983990050648e-10,1.7873166039200687e-07,1.4973922366255145e-07,6.219771898470585e-08,4.61062802011458e-13,1.1531452427639765e-10,1.1704999210843828e-09,1.2928765614647164e-13,6.44817563651086e-07,5.384335960896789e-11,3.3107032462191224e-09,7.78612783870162e-12,1.713364782856392e-10,3.7968604443518874e-16,1.5781874496874504e-17,1.4155925818432735e-07,1.067951670672061e-06,8.457830726208558e-14
3.255069460444075e-07,0.3464549119092888,3.76,0.0,0.7043398006814642,0.9996504672310922,0.000363525177704647,3.013661309814255e-12,2.0908645324052986e-09,0.0044207748293713794,0.000824362540538809,0.0014756497791045943,0.0008231812610678538,0.0038302869247799336,8.764817413701745e-05,0.002658086788682072,4.0927274759564953e-07,1.0643040777095337e-06,8.757159800688356e-07,1.5432193809340951e-06,6.22171600365865e-07,9.35156752587111e-05,2.509441467412102e-05,3.5686165631643706e-07,1.8333626478603504e-06,3.170206173093155e-05,1.173422993198153e-07,7.988582962841932e-10,2.0669740542515055e-11,3.4756866723904165e-11,1.8014078525604261e-09,1.7838358885702124e-10,1.913588148475883e-07,1.5346920878375956e-07,6.815417950508104e-08,4.998754514395679e-13,1.2169235516473704e-10,1.2302573743836994e-09,1.413119569445959e-13,6.832212125926632e-07,6.014450051788885e-11,3.640932324985207e-09,8.112118950934107e-12,1.9127170526998182e-10,4.243839597048782e-16,1.754649962664555e-17,1.4712277129110977e-07,1.1138851049155107e-06,8.960554136003564e-14
3.299840641378074e-07,0.346466604773969,3.76,0.0,0.7041279117194315,0.9996367202992797,0.0003799996863655169,3.3177530904920628e-12,2.2381756435017043e-09,0.004468292065349473,0.0008444080587126583,0.0015129370274297197,0.0008449179580272659,0.003979051932618728,9.07299367265326e-05,0.002768823070038184,4.1936482264926117e-07,1.0760232976164635e-06,9.385465171394332e-07,1.6257103042945708e-06,6.76790060299923e-07,9.626344476641052e-05,2.5865595121741794e-05,3.8336714488514444e-07,1.951699330415491e-06,3.258593324730546e-05,1.2647527427901828e-07,8.185584101174209e-10,2.322212739747107e-11,3.9406138104382067e-11,1.870715967900606e-09,1.931927592388189e-10,2.047076684293263e-07,1.572875277521822e-07,7.457827528566272e-08,5.413013680015861e-13,1.2834769896809768e-10,1.29217961222484e-09,1.542478828034308e-13,7.232675299752516e-07,6.707676187191224e-11,3.9984505676332425e-09,8.447924374968826e-12,2.131861829518809e-10,4.735910963266279e-16,1.948220633840115e-17,1.528120910905659e-07,1.1609840833072808e-06,9.484690433292688e-14
3.344611822312073e-07,0.34647851714859607,3.76,0.0,0.703912114681832,0.9996226275805666,0.0003969534846854059,3.646686178828014e-12,2.3931940572478625e-09,0.004515711052321787,0.0008646075796826303,0.0015506202155923972,0.0008668483435263688,0.004131398936411685,9.387930300612403e-05,0.0028824289365485525,4.2953628985611066e-07,1.0877097911569925e-06,1.0048185791002464e-06,1.7117741429485817e-06,7.35305105951624e-07,9.90433651443743e-05,2.6653232103879123e-05,4.1140994736320415e-07,2.0761529772057207e-06,3.347887145609928e-05,1.361594172087035e-07,8.384283849161019e-10,2.604255728770278e-11,4.4593634432148196e-11,1.9423138169600444e-09,2.0898429319010552e-10,2.188105161875948e-07,1.611961842035955e-07,8.14984938462339e-08,5.854715840925181e-13,1.3529049332127834e-10,1.3563150385719634e-09,1.6814863716989394e-13,7.649981460600349e-07,7.469286523442408e-11,4.385042031963379e-09,8.793765595360018e-12,2.3724278629272075e-10,5.27687465616654e-16,2.1603107934670913e-17,1.5862772079057283e-07,1.209254820112676e-06,1.003077562299593e-13
3.3893830032460724e-07,0.34649065066589413,3.76,0.0,0.703692381488384,0.9996081859866998,0.00041439203741813665,4.001979325865867e-12,2.5561685742339057e-09,0.004563044394205705,0.0008849560794578409,0.0015886983722851722,0.0008889668916753074,0.004287354434469205,9.70965158933461e-05,0.002998927638616905,4.397845861836979e-07,1.099366602520675e-06,1.0746571901550466e-06,1.8015258053255528e-06,7.979290993786037e-07,0.00010185485448110067,2.7457660234970077e-05,4.4105237306326296e-07,2.206970436035098e-06,3.4380671154990016e-05,1.4641766625633667e-07,8.584641327643619e-10,2.91540982619845e-11,5.037186846344365e-11,2.0162644133277722e-09,2.258066251096524e-10,2.3370073733440216e-07,1.6519718810816657e-07,8.894452146203934e-08,6.325212988168463e-13,1.4253102447178204e-10,1.4227126566932022e-09,1.830695431901479e-13,8.084549280213499e-07,8.304906681625163e-11,4.802575423821339e-09,9.149869105313743e-12,2.636149946629611e-10,5.8707883046631065e-16,2.3924279106403193e-17,1.645701454459502e-07,1.2587032806039042e-06,1.0599348369799239e-13
3.4341541841800715e-07,0.3465030069027344,3.76,0.0,0.7034686849700197,0.9995933925068454,0.0004323207032373737,4.38520777971473e-12,2.7273494720301465e-09,0.004610304712568509,0.0009054484688660227,0.0016271706234242045,0.0009112680042221231,0.004446944000554911,0.00010038178999367352,0.003118341620511008,4.5010711347518173e-07,1.1109967843802674e-06,1.1481889185830912e-06,1.8950821725739343e-06,8.648820889898339e-07,0.00010469731919650888,2.8279222304263486e-05,4.7235792066508424e-07,2.344406020318659e-06,3.529112383964836e-05,1.5727338409646988e-07,8.786615112790957e-10,3.258133554835882e-11,5.6797483589960595e-11,2.0926314129691e-09,2.4370969537585305e-10,2.494128201919473e-07,1.692925556037724e-07,9.694726576582621e-08,6.825899165432837e-13,1.5007993938724676e-10,1.491422083388755e-09,1.9906808081947267e-13,8.536799716622149e-07,9.220533589737467e-11,5.253006421187409e-09,9.516466433998852e-12,2.924873920603956e-10,6.521980209615687e-16,2.646180660175013e-17,1.7063983295383837e-07,1.3093351906779716e-06,1.1190949881374196e-13
3.4789253651140706e-07,0.34651558737944105,3.76,0.0,0.7032409988814433,0.9995782442085376,0.000450744732629055,4.798003322082265e-12,2.9069883108387663e-09,0.004657504636937576,0.0009260795973880951,0.001666036192134878,0.0009337460147681692,0.004610192272246231,0.00010373531144426944,0.0032406925108540005,4.6050124037644645e-07,1.1226033956019755e-06,1.2255417756125098e-06,1.9925620643071793e-06,9.36391905089218e-07,0.00010757015439303025,2.9118269287849264e-05,5.053912464797987e-07,2.488721639142457e-06,3.621001784411805e-05,1.687503434067678e-07,8.99016326718481e-10,3.635043511092794e-11,6.393149301241197e-11,2.171479063979089e-09,2.627449632212781e-10,2.6598238734568016e-07,1.7348430882448009e-07,1.0553887758418643e-07,7.358210832889451e-13,1.5794825802834254e-10,1.5624935632103398e-09,2.1620392260278567e-13,9.007155934495903e-07,1.0222553919901757e-10,5.738379995931173e-09,9.893794159263407e-12,3.240561807967551e-10,7.235062938109194e-16,2.923284136571449e-17,1.7683723501720654e-07,1.3611560463061573e-06,1.1806123795981353e-13
3.52369654604807e-07,0.3465283935591424,3.76,0.0,0.7030092979129962,0.9995627382385639,0.00046966926584822633,5.242054198133646e-12,3.095337738941616e-09,0.004704656794940838,0.0009468442571100623,0.0017052943986572827,0.0009563951931152624,0.004777122940006708,0.00010715723778293873,0.003366001113746586,4.7096430432693447e-07,1.1341894989053144e-06,1.306845110482158e-06,2.094086201421867e-06,1.0126942493380092e-06,0.00011047274422696016,2.9975160354980705e-05,5.402181305511976e-07,2.6401869244198485e-06,3.713713848723026e-05,1.8087271142915268e-07,9.195243371843524e-10,4.048920751552523e-11,7.183952654032278e-11,2.2528721549452076e-09,2.829654185936404e-10,2.8344622098691923e-07,1.7777447572171502e-07,1.1475277195807376e-07,7.923627203733945e-13,1.661473857735509e-10,1.6359779826051922e-09,2.3453896824027846e-13,9.496043228624223e-07,1.1317763128747973e-10,6.26083273109073e-09,1.0282093912540172e-11,3.5852970861088877e-10,8.014947376344821e-16,3.225565317211393e-17,1.831627880729811e-07,1.4141711227812003e-06,1.2445416074374028e-13
3.568467726982069e-07,0.34654142684716416,3.76,0.0,0.7027735577018185,0.9995468718237892,0.0004890993309439552,5.7191049384764404e-12,3.2926512982857027e-09,0.004751773802296364,0.0009677371867847409,0.00174494466017014,0.0009792097497363472,0.0049477587369910645,0.00011064769784268891,0.0034942874005377575,4.814936136105397e-07,1.1457581584768956e-06,1.392229501866543e-06,2.199777165996983e-06,1.0940327779075376e-06,0.00011340446229951415,3.0850262868520155e-05,5.769054406322004e-07,2.7990793548678787e-06,3.807226822479976e-05,1.9366503363355655e-07,9.401812559150504e-10,4.502717195713934e-11,8.059208487284495e-11,2.3368759618774184e-09,3.0442559322948357e-10,3.0184228842887496e-07,1.821650898756276e-07,1.246236482982249e-07,8.523670556178085e-13,1.746891259817016e-10,1.711926883914071e-09,2.541373779534231e-13,1.000388895044359e-06,1.2513385108844783e-10,6.822595131507791e-09,1.0681612370200535e-11,3.961290091526912e-10,8.866857231337961e-16,3.5549686559597886e-17,1.8961691418141553e-07,1.4683854837291825e-06,1.3109374895903858e-13
3.613238907916068e-07,0.3465546885904701,3.76,0.0,0.7025337548422753,0.9995306422719127,0.000509039841855892,6.2309560724281784e-12,3.499183230532682e-09,0.0047988682526704345,0.0009887530759954773,0.0017849864905319056,0.0010021838403610538,0.0051221214296025795,0.00011420679167226957,0.003625570502260484,4.920864494626638e-07,1.1573124375426354e-06,1.4818266458511897e-06,2.30975935829054e-06,1.1806591781042504e-06,0.00011636467206697129,3.174395237934606e-05,6.155210940807289e-07,2.965684376529204e-06,3.9015186807331416e-05,2.0715221650444985e-07,9.609827546607882e-10,4.9995620296828186e-11,9.026480118912348e-11,2.4235561938092445e-09,3.271815708710661e-10,3.2120976777932754e-07,1.866581902941626e-07,1.3518750962721704e-07,9.159906523230947e-13,1.835856926776376e-10,1.7903924791508595e-09,2.7506560430786453e-13,1.0531122437518762e-06,1.3817092458769675e-10,7.425993925653229e-09,1.1092601227442822e-11,4.3708835576780885e-10,9.796343982666915e-16,3.913561791510691e-17,1.9620002187347405e-07,1.5238039898540206e-06,1.3798550558714457e-13
3.658010088850067e-07,0.3465681800771486,3.76,0.0,0.7022898668956385,0.9995140469721615,0.0005294955965859431,6.779463732083496e-12,3.715188283882687e-09,0.004845952707424101,0.0010098865694136896,0.0018254194999379606,0.0010253115706671597,0.005300231808820954,0.00011783459048300744,0.003759868702747472,5.027400682293579e-07,1.168855395903063e-06,1.575769240658084e-06,2.424158950857023e-06,1.2728332382603565e-06,0.00011935272726923376,3.265661261456801e-05,6.561340177252816e-07,3.140295519567379e-06,3.996567144294959e-05,2.2135950947298554e-07,9.819244671329483e-10,5.5427680951247896e-11,1.009387098502504e-10,2.512978937302771e-09,3.512909963742117e-10,3.415890737524727e-07,1.912558211973443e-07,1.4648168086104645e-07,9.83394435361884e-13,1.9284972334603805e-10,1.8714276634930286e-09,2.973924225529478e-13,1.1078174945874675e-06,1.5237027379101202e-10,8.073454356475936e-09,1.1515317163355833e-11,4.816558284990008e-10,1.0809302308598485e-15,4.303541511091945e-17,2.0291250695317207e-07,1.580431307383628e-06,1.4513495383895102e-13
3.7027812697840663e-07,0.34658190253594723,3.76,0.0,0.7020418723989997,0.9994970833959135,0.0005504712754483782,7.366539147060265e-12,3.940921520966543e-09,0.004893039685268654,0.0010311322711417635,0.0018662433944929586,0.001048587001068647,0.0054821096823172676,0.00012153113662220041,0.0038971994324407608,5.134517035743099e-07,1.1803900874365168e-06,1.674190868332579e-06,2.5431038398163423e-06,1.3708229106953484e-06,0.00012236797237607545,3.358863545940532e-05,6.988141057565085e-07,3.323214511066523e-06,4.092349696524644e-05,2.3631248602024064e-07,1.003001992524212e-09,6.135838247386787e-11,1.1270052198824929e-10,2.6052105998935023e-09,3.7681308389847254e-10,3.6302188360115467e-07,1.9596003178431087e-07,1.5854482608440808e-07,1.0547437143958502e-12,2.0249429181798683e-10,1.955086028411965e-09,3.2118895959925796e-13,1.1645479585064682e-06,1.678182320128635e-10,8.767502459078546e-09,1.1950021793138746e-11,5.300938942058394e-10,1.1911985979372963e-15,4.727239861936968e-17,2.097547532520051e-07,1.6382719161880469e-06,1.5254763623452104e-13
3.7475524507180654e-07,0.34659585713585506,3.76,0.0,0.7017897508733991,0.9994797490972549,0.0005719714394015872,7.994148030163907e-12,4.17663812808323e-09,0.004940141651850879,0.0010524847491325694,0.0019074579756975813,0.001072004151590717,0.005667773867371065,0.0001252964435732777,0.004037579262907528,5.242185687292766e-07,1.1919195575751924e-06,1.777225873614355e-06,2.6667235933122606e-06,1.47490436756638e-06,0.00012540974305029967,3.4540420932594625e-05,7.43632175706994e-07,3.514751383570453e-06,4.188843600573043e-05,2.5203702397964874e-07,1.0242108990915497e-09,6.78247166634801e-11,1.256429077309547e-10,2.7003178525211247e-09,4.0380862422144215e-10,3.855511631499189e-07,2.0077287598066911e-07,1.7141696477530178e-07,1.1302082047407616e-12,2.1253292123443634e-10,2.0414218743705192e-09,3.465287212687406e-13,1.2233471255850933e-06,1.846062655597883e-10,9.510767323020093e-09,1.2396981600405315e-11,5.8267999969022e-10,1.3111024210211107e-15,5.1871303380537104e-17,2.1672713333279984e-07,1.6973301175412682e-06,1.6022911371942546e-13
3.7923236316520645e-07,0.3466100449857353,3.76,0.0,0.7015334828311598,0.9994620417134651,0.0005940005284645304,8.664309854562466e-12,4.422593226041648e-09,0.004987271009289295,0.001073938539676619,0.0019490631398491355,0.0010955570068218715,0.005857242184603013,0.0001291304959828768,0.004181023902073001,5.350378587834325e-07,1.2034468407590913e-06,1.8850092402256197e-06,2.7951493972054365e-06,1.585362049438826e-06,0.00012847736662697636,3.55123771552021e-05,7.906599225872619e-07,3.715224579101194e-06,4.286025917054197e-05,2.6855928506927593e-07,1.0455467277910422e-09,7.486570103277064e-11,1.398647847851983e-10,2.7983675711758933e-09,4.3233999086882087e-10,4.0922119290870223e-07,2.0569641216378703e-07,1.8513948693617572e-07,1.2099620452657523e-12,2.2297959707050366e-10,2.1304902230160385e-09,3.7348761778640956e-13,1.2842586590362907e-06,2.0283120187060188e-10,1.0305983337051161e-08,1.2856467859408022e-11,6.397071777008978e-10,1.4413438499996085e-15,5.685834313736487e-17,2.2383000914054235e-07,1.7576100415000302e-06,1.6818496481601995e-13
3.8370948125860637e-07,0.3466244671340074,3.76,0.0,0.7012730497824095,0.9994439589654341,0.0006165628602207946,9.379097023411875e-12,4.679041682847372e-09,0.0050344400856829055,0.001095488151947671,0.001991058877355599,0.0011192395209329083,0.00605053145253487,0.00013303324971493158,0.0043275481901799435,5.459067530069724e-07,1.2149749578730484e-06,1.9976764648195884e-06,2.928513998053377e-06,1.7024887064223187e-06,0.00013157016260788014,3.6504920312726636e-05,8.399698712516743e-07,3.924961048402476e-06,4.383873522108996e-05,2.859056936870981e-07,1.0670049959614225e-09,8.252244046753373e-11,1.5547161307452176e-10,2.8994267778812942e-09,4.6247114517046744e-10,4.3407759424567263e-07,2.107327028637079e-07,1.997551670905403e-07,1.2941838129600413e-12,2.338487802042756e-10,2.2223468287988184e-09,4.021439877412064e-13,1.3473263894591155e-06,2.2259546417144218e-10,1.115599241405808e-08,1.3328756546106957e-11,7.014846656760175e-10,1.5826659953690178e-15,6.226127648230389e-17,2.3106373259797246e-07,1.8191156538745495e-06,1.764207848078624e-13
3.881865993520063e-07,0.3466391245683795,3.76,0.0,0.7010084342407814,0.999425498658008,0.0006396626284129928,1.0140633933211479e-11,4.946237928456977e-09,0.005081661124614134,0.0011171280725974094,0.002033445271962927,0.0011430456227524925,0.006247657482986839,0.0001370046319318072,0.004477166096482648,5.568224172042072e-07,1.2265069136720817e-06,2.1153634288414332e-06,3.0669516434365947e-06,1.8265854317320997e-06,0.00013468744317020486,3.751847461039185e-05,8.916353270733834e-07,4.144296345160324e-06,4.482363125825087e-05,3.041029150048641e-07,1.0885812010495753e-09,9.083818790559956e-11,1.7257569510181235e-10,3.0035625810399052e-09,4.94267640396359e-10,4.6016735559674404e-07,2.1588381443744277e-07,2.1530817710585386e-07,1.3830565348943023e-12,2.4515542001342005e-10,2.31704818994613e-09,4.3257862017158003e-13,1.4125943093064926e-06,2.440073126992462e-10,1.2063746193980014e-08,1.381412822761278e-11,7.683385370683172e-10,1.735854707202624e-15,6.810947322780377e-17,2.384286461439813e-07,1.88185076276799e-06,1.8494218495535716e-13
3.926637174454062e-07,0.3466540182156324,3.76,0.0,0.7007396197282828,0.9994066586802602,0.000663303901630086,1.0951095932501271e-11,5.224435771803988e-09,0.005128946274667798,0.0011388527703896788,0.0020762224998955845,0.0011669692208887666,0.006448635077320606,0.00014104454120246045,0.004629890716681842,5.677820060912894e-07,1.2380456942003836e-06,2.238206268562269e-06,3.210598019697188e-06,1.957961687550615e-06,0.00013782851368858778,3.855347222153674e-05,9.457303250128084e-07,4.373574714960205e-06,4.581471290976107e-05,3.2317783239848415e-07,1.1102708243646264e-09,9.985840386373752e-11,1.9129648168194127e-10,3.1108421153315534e-09,5.27796624655711e-10,4.875388586887812e-07,2.2115181671449076e-07,2.3184409780546973e-07,1.476767697203944e-12,2.569149674827994e-10,2.4146515587227418e-09,4.648747746227976e-13,1.480106567555452e-06,2.6718109254254284e-10,1.3032308222472554e-08,1.4312867939934007e-11,8.406123450833745e-10,1.9017404032896197e-15,7.443398297014124e-17,2.459250832131106e-07,1.945819024663406e-06,1.9375479174061247e-13
3.971408355388061e-07,0.346669148941455,3.76,0.0,0.7004665907793253,0.999387437005696,0.0006874906220900178,1.1812708177832219e-11,5.5138882202824385e-09,0.005176307578988048,0.0011606567008646323,0.0021193908289105093,0.0011910042088863477,0.00665347802353467,0.00014515284763754572,0.004785734271105376,5.787826656936446e-07,1.249594264209334e-06,2.3663412435542237e-06,3.3595901871627786e-06,2.0969353230798368e-06,0.00014099267326943662,3.961035322902671e-05,1.002329577169178e-06,4.6131491787482725e-06,4.68117445204229e-05,3.4315752425512773e-07,1.1320693348566738e-09,1.0963081464070286e-10,2.1176088266478756e-10,3.2213324813472447e-09,5.631268425522324e-10,5.16241904752289e-07,2.2653878261153713e-07,2.4940992933456056e-07,1.5755092502985041e-12,2.6914338830620353e-10,2.5152149509112556e-09,4.991181994927806e-13,1.54990746456323e-06,2.922374881434372e-10,1.4064856103066566e-08,1.4825265057159756e-11,9.186677786469782e-10,2.0811999470168795e-15,8.126760564302762e-17,2.535533686547183e-07,2.011023950038986e-06,2.0286424613940304e-13
4.01617953632206e-07,0.3466845175503302,3.76,0.0,0.7001893329439077,0.9993678316923804,0.0007122266045198744,1.272774438924872e-11,5.814847301855886e-09,0.005223756964895098,0.0011825343110230765,0.0021629506172648476,0.001215144470407951,0.006862199094216717,0.00014932939305133,0.004944708103637986,5.898215357581111e-07,1.2611555645799267e-06,2.4999046038812665e-06,3.514066512935342e-06,2.2438325846908245e-06,0.00014417921529651505,4.068956555962007e-05,1.0615084189095353e-06,4.863381610573197e-06,4.781448934473725e-05,3.6406924019937435e-07,1.15397219291574e-09,1.202054690252336e-10,2.3410358224507993e-10,3.3351006850038954e-09,6.00328635840625e-10,5.463277406982285e-07,2.3204678771439673e-07,2.680541002471794e-07,1.6794776110658432e-12,2.81857175965053e-10,2.6187971544474052e-09,5.3539714839524e-13,1.6220414470919918e-06,3.193037844993301e-10,1.5164683620548376e-08,1.5351613138402204e-11,1.00288533040337e-09,2.2751585725369344e-15,8.864496198175698e-17,2.6131381909065734e-07,2.0774689084945824e-06,2.1227620291804739e-13
