Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168)
7.329596011621185e-08,0.3460789515678097,3.76,0.0,0.7111755114772401,0.9999917991352126,2.098296891249655e-06,1.6127814401230177e-16,2.920921518208804e-12,0.0012362613488337956,5.848014161614808e-05,8.696593163921555e-05,3.755242887086137e-05,6.387466808553926e-05,4.361018962169013e-06,2.5891392871540215e-05,2.6882730131748305e-08,2.683029540249168e-07,3.5167568888952574e-10,2.045325424606205e-08,5.583777319963109e-11,2.611273625067916e-06,1.2325922666414885e-06,1.795061103377873e-10,2.462749236857316e-09,1.0759323959754468e-06,1.981431347998352e-11,5.6071185335076435e-11,2.950523166210801e-17,2.3679686049955513e-17,8.680185380099767e-11,2.3279362164913617e-14,1.6827054381278802e-10,2.5540980002893687e-08,2.461768233777235e-12,7.076266534969928e-17,4.669124634869635e-13,5.484680854125687e-12,6.6877764427885276e-18,9.85104284857014e-10,3.4767705629734003e-16,1.022627567980429e-13,1.2910071982863376e-13,1.1939487113646288e-15,2.341084956417028e-21,3.1906234745996385e-22,1.7442818998457148e-09,7.525648910190406e-09,1.2945043544998927e-16
7.578324794587847e-08,0.34608074724279997,3.76,0.0,0.7111436827501101,0.9999912372686999,2.3614041513115733e-06,1.8542899960497144e-16,3.1155907423504503e-12,0.0012751919124979797,6.190165323632345e-05,9.282139419382023e-05,4.036964849198206e-05,6.983861217579021e-05,4.57101726824887e-06,2.8787263817386198e-05,2.854576912452435e-08,2.780766433769508e-07,4.185133258675962e-10,2.2046096690899326e-08,6.85765809409577e-11,2.8462340724845125e-06,1.3171422912576452e-06,2.090532776151535e-10,2.8548157555971707e-09,1.1693354145740257e-06,2.4173677113537905e-11,5.936081518812679e-11,4.012507336048624e-17,3.261682327924303e-17,9.19675095225868e-11,2.8349359300994263e-14,1.9640814855891e-10,2.6451354277424734e-08,3.102777307604068e-12,8.576955995658299e-17,5.288962944461779e-13,6.196544952154719e-12,8.375138205551017e-18,1.1406430611328326e-09,4.540332221037872e-16,1.2898259653117865e-13,1.4118223508142942e-13,1.5540460440203075e-15,3.0599792296491493e-21,4.0369796277332867e-22,1.9300698961119977e-09,8.44604810503888e-09,1.4990941139997258e-16
7.82705357755451e-08,0.34608256403592635,3.76,0.0,0.7111114256157297,0.9999906477392639,2.6477728190154868e-06,2.1293139982290421e-16,3.3296605252532696e-12,0.0013139330802634313,6.541081561014904e-05,9.885789678160279e-05,4.329175634583112e-05,7.614599921521785e-05,4.787209429975051e-06,3.1896383153590494e-05,3.025348992297333e-08,2.8780356269009143e-07,4.954037956943018e-10,2.3717379809756104e-08,8.369605683777057e-11,3.093568871216589e-06,1.4044337804101687e-06,2.425721624115751e-10,3.2937373819866357e-09,1.2670578779977463e-06,2.930533652801198e-11,6.273494742650124e-11,5.4038677534955866e-17,4.4476190482717164e-17,9.727293757094663e-11,3.432150620688701e-14,2.2811393954060374e-10,2.7361142126730596e-08,3.882222079470104e-12,1.033874216894101e-16,5.966374950358334e-13,6.972952743327049e-12,1.0414525353600443e-17,1.3148748738509228e-09,5.880846179730883e-16,1.6153931330348148e-13,1.539612023605509e-13,2.00664116567951e-15,3.966831639395706e-21,5.071347532237487e-22,2.128932928319648e-09,9.445248127216412e-09,1.7282831530875863e-16
8.075782360521172e-08,0.3460844024776109,3.76,0.0,0.71107873142111,0.9999900296676546,2.9586036853001818e-06,2.4429615180768694e-16,3.5656771173106233e-12,0.001352485747159144,6.900758199760899e-05,0.00010507455941008708,4.631867802769644e-05,8.28055159265068e-05,5.0097950456566636e-06,3.5226530733045997e-05,3.200585201419522e-08,2.974837193268556e-07,5.834808187498368e-10,2.5469701052942623e-08,1.0154852917383487e-10,3.3534170762103272e-06,1.4944632816291495e-06,2.8048184898647505e-10,3.783325012474256e-09,1.3691099099236975e-06,3.531460217616618e-11,6.619354348891794e-11,7.211236298454303e-17,6.007444998738621e-17,1.0271889605404461e-10,4.1322255531431376e-14,2.637067576885881e-10,2.8270496252391665e-08,4.824185735845928e-12,1.239757774995272e-16,6.704576981346061e-13,7.817404526255195e-12,1.2864805290148232e-17,1.5093728505277123e-09,7.558601989791992e-16,2.0097229444820813e-13,1.674553582065109e-13,2.5716124744940025e-15,5.102740893926946e-21,6.327916638532809e-22,2.341321176975155e-09,1.0527137385465172e-08,1.9841413397016965e-16
8.324511143487834e-08,0.34608626309820134,3.76,0.0,0.711045591502198,0.999989382175032,3.2951104104444935e-06,2.801168381604127e-16,3.826410333600351e-12,0.0013908508161664934,7.269191414695636e-05,0.0001114705065453958,4.9450336381468804e-05,8.98258448516818e-05,5.23897326080514e-06,3.8785479655219964e-05,3.380282262801307e-08,3.0711717081082787e-07,6.839649743662058e-10,2.730575564775211e-08,1.2252545643489877e-10,3.6259059329295325e-06,1.587227735825253e-06,3.23233462804116e-10,4.327558044359229e-09,1.4754995821373028e-06,4.2317003552138494e-11,6.973657383774295e-11,9.540166896103126e-17,8.042008042195186e-17,1.0830621639021312e-10,4.949118651316486e-14,3.0352299244753777e-10,2.9179573558960192e-08,5.95597785204955e-12,1.4793100420344377e-16,7.506856050290415e-13,8.733471742985364e-12,1.5792358607868962e-17,1.7257862888610762e-09,9.644590679133758e-16,2.4846617430293884e-13,1.8168244207859717e-13,3.272325531625983e-15,6.5161387394355235e-21,7.845805144495527e-22,2.5676821717164688e-09,1.1695638439230235e-08,2.2688386356383124e-16
8.573239926454497e-08,0.3460881464277131,3.76,0.0,0.7110119971854906,0.999988704382991,3.6585184222453926e-06,3.210809148264027e-16,4.114863874677145e-12,0.001429029198505693,7.646377980541561e-05,0.00011804486713484881,5.2686652294737976e-05,9.721566506989699e-05,5.4749427635481626e-06,4.258099605174682e-05,3.564437491980858e-08,3.167040132967381e-07,7.981672635549379e-10,2.922833772096723e-08,1.470603795740388e-10,3.911151673500374e-06,1.6827244800135854e-06,3.7131165017358136e-10,4.930585853344249e-09,1.5862331989987972e-06,5.043888406372228e-11,7.336401554471492e-11,1.2518450299769737e-16,1.0675019389085517e-16,1.1403580129778497e-10,5.898189773884764e-14,3.479170232488825e-10,3.008853507132893e-08,7.308441554257875e-12,1.756888156965207e-16,8.376569419926377e-13,9.724796062474313e-12,1.9271749465333636e-17,1.965841292861256e-09,1.2221991581101916e-15,3.0536574382961584e-13,1.9666019913805688e-13,4.1361125544365344e-15,8.263815655930662e-21,9.669597606938462e-22,2.8084606293743352e-09,1.2954703796461574e-08,2.5846459164192165e-16
8.821968709421159e-08,0.34609005299607387,3.76,0.0,0.7109779397894845,0.9999879954135791,4.050063890625301e-06,3.67981800091156e-16,4.434285602470128e-12,0.0014670218139174352,8.032315062394827e-05,0.00012479677463107946,5.602754521553583e-05,0.00010498365268674496,5.717901779214841e-06,4.6620838918929615e-05,3.7530486441063187e-08,3.262443727538325e-07,9.274926833910174e-10,3.12403414561979e-08,1.7563199582366322e-10,4.209260281890566e-06,1.780951250050369e-06,4.2523607897281025e-10,5.596729303548773e-09,1.7013155447743389e-06,5.981800647479157e-11,7.707585026225927e-11,1.629987623676921e-16,1.4057299528542502e-16,1.1990862339521603e-10,6.996293066408538e-14,3.972616645127051e-10,3.099754586023547e-08,8.916278523877816e-12,2.0772683532416553e-16,9.317144202191412e-13,1.0795088476539196e-11,2.338643184337089e-17,2.231341328059875e-09,1.5387813339440342e-15,3.731918641943186e-13,2.1240638266968016e-13,5.19480135268239e-15,1.0412053969000103e-20,1.1849926204975654e-21,3.0640983075995536e-09,1.4308311872875854e-08,2.933935683767507e-16
9.070697492387822e-08,0.3460919833330221,3.76,0.0,0.7109434106259889,0.9999872543893078,4.4709927735654555e-06,4.217320039338177e-16,4.788177754436235e-12,0.0015048295909401855,8.427000039229465e-05,0.0001317253670176013,5.9472933445100054e-05,0.00011313848113140558,5.968048064048298e-06,5.091275998068586e-05,3.946113785138562e-08,3.3573839831335595e-07,1.0734438100432733e-09,3.334476228461944e-08,2.0876735169123684e-10,4.520328225822639e-06,1.881906183395561e-06,4.855629590438658e-10,6.330482295650101e-09,1.820750098346787e-06,7.060416812654938e-11,8.087206251764119e-11,2.1068482176415543e-16,1.8371645485715317e-16,1.2592572431455922e-10,8.261871465320687e-14,4.5194861436581987e-10,3.190677497447362e-08,1.0818391733929272e-11,2.445672288451782e-16,1.0332076988777153e-12,1.1948128398524001e-11,2.8229487001337675e-17,2.5241677007100366e-09,1.9254696517265e-15,4.536583940361247e-13,2.289387561896221e-13,6.4852958155183596e-15,1.3037873507204863e-20,1.4444091438037055e-21,3.3350338718421344e-09,1.5760463109700847e-08,3.319182677180637e-16
9.319426275354484e-08,0.3460939379681737,3.76,0.0,0.7109084010013131,0.9999864804331638,4.922559932907405e-06,4.833773380588671e-16,5.1803070813621915e-12,0.0015424534671833491,8.830430356645168e-05,0.00013882978683583464,6.302273424103125e-05,0.00012168882128297543,6.225578897977879e-06,5.546450357010968e-05,4.143631184472491e-08,3.4518625739370235e-07,1.2376243891964261e-09,3.554469810911229e-08,2.4704515807284385e-10,4.844443152535118e-06,1.9855878219121895e-06,5.528865821009066e-10,7.13651335867421e-09,1.944539217583423e-06,8.295982571598333e-11,8.475263829308763e-11,2.7043335190390034e-16,2.3838391640928337e-16,1.3208821426737977e-10,9.715053888065027e-14,5.123889073461925e-10,3.2816395377533534e-08,1.3058246561258963e-11,2.8677941159227664e-16,1.1424933511789646e-12,1.318776276387188e-11,3.390439664180692e-17,2.8462799620211398e-09,2.395289027560061e-15,5.486901750204953e-13,2.462750953080313e-13,8.050212039965187e-15,1.6230398878794844e-20,1.7516729285831417e-21,3.621702774045582e-09,1.7315176252679328e-08,3.7429643859585667e-16
9.568155058321146e-08,0.34609591743099954,3.76,0.0,0.7108729022173634,0.9999856726686183,5.40602831535817e-06,5.541122350712347e-16,5.614714893427557e-12,0.0015798943895967915,9.242603402710229e-05,0.00014610918121353626,6.667686378379846e-05,0.0001306433414609538,6.490691076398646e-06,6.028380651326679e-05,4.345599224525448e-08,3.5458813200391996e-07,1.4217429312205107e-09,3.784335056054085e-08,2.9109922606651557e-10,5.181684546084099e-06,2.0919951147142363e-06,6.278408799114167e-10,8.019667290488017e-09,2.072684297464184e-06,9.70607289017398e-11,8.871756383201812e-11,3.448389037462166e-16,3.072173380694768e-16,1.3839727196347293e-10,1.1377755512730328e-13,5.790133712815872e-10,3.372658388572817e-08,1.568425032064853e-11,3.349828407866587e-16,1.2599348333409652e-12,1.451790513535326e-11,4.052585364566646e-17,3.199716241900979e-09,2.963241250313386e-15,6.604420912432747e-13,2.6443318943688413e-13,9.938573028702555e-15,2.009235510722494e-20,2.1140529394081896e-21,3.924537140975129e-09,1.8976484788711032e-08,4.207961467590671e-16
9.816883841287809e-08,0.34609792225082725,3.76,0.0,0.7108369055726604,0.9999848302196376,5.922668194917723e-06,6.352962121884641e-16,6.09572700178557e-12,0.0016171533147369323,9.663516402595479e-05,0.00015356270189460523,7.043523704286185e-05,0.00014001070730413161,6.763580900930179e-06,6.537839800428983e-05,4.552016324170942e-08,3.639442158660576e-07,1.6276163091287043e-09,4.0244026285281856e-08,3.4162202366259973e-10,5.532124344842668e-06,2.2011274210711756e-06,7.111009999341536e-10,8.984966851934914e-09,2.2051859051816544e-06,1.1309656220678966e-10,9.276682462895755e-11,4.369597357935595e-16,3.933689464157932e-16,1.4485414481725203e-10,1.3273780270291972e-13,6.522730885775237e-10,3.463752110693795e-08,1.8750150484152056e-11,3.8984987077772903e-16,1.3859024566761236e-12,1.594253481516256e-11,4.8220605389852914e-17,3.586593515395151e-09,3.646540447461485e-15,7.913192292049835e-13,2.834308433628022e-13,1.2206565526422292e-14,2.4741699240096675e-20,2.5396999862755747e-21,4.2439656716694665e-09,2.0748433537550134e-08,4.716958076705725e-16
9.999999999999998e-08,0.3460999529568231,3.76,0.0,0.7108100812902703,0.9999841873244475,6.324966849466079e-06,7.026340399344933e-16,6.482318612265498e-12,0.0016444678868461475,9.978979984572815e-05,0.0001591608377303749,7.326875446978838e-05,0.00014717593999718457,6.969569502104788e-06,6.93095173678955e-05,4.7068247587620396e-08,3.7080309414935124e-07,1.7942055263865013e-09,4.207861227831482e-08,3.8338899741151684e-10,5.798594276805811e-06,2.283212937091702e-06,7.781228852319488e-10,9.751153577480392e-09,2.305518888758385e-06,1.262573883996693e-10,9.580181325978233e-11,5.181712663435998e-16,4.700196128794594e-16,1.4970298149232357e-10,1.4833725107280358e-13,7.107223235314289e-10,3.5308746336636933e-08,2.13228838198473e-11,4.3492439477669317e-16,1.4843095276747593e-12,1.7054101050944517e-11,5.4652390887835356e-17,3.894065071375778e-09,4.234680596690783e-15,9.014442253519528e-13,2.979640259483178e-13,1.4155980920407973e-14,2.874577534973475e-20,2.8987725010672273e-21,4.489984956899409e-09,2.2126029655586744e-08,5.121485246710777e-16
1.0065612624254471e-07,0.3460999529568231,3.76,0.0,0.7108004023632963,0.999983952210693,6.473756472616538e-06,7.284715197453369e-16,6.627963543763206e-12,0.001654231209029456,0.00010093166328848052,0.00016118950527023692,7.429776756708033e-05,0.00014979958155541756,7.044444169162725e-06,7.075599946530022e-05,4.762880873723566e-08,3.732547121734902e-07,1.8571733571830126e-09,4.2750138263063995e-08,3.993683531051981e-10,5.895827519272121e-06,2.3129845133729013e-06,8.033848974764111e-10,1.0037614518443322e-08,2.3420438951195768e-06,1.312715946717496e-10,9.690040457227288e-11,5.503843886377758e-16,5.005821321819123e-16,1.5146014939273335e-10,1.5428925587983642e-13,7.326398621283575e-10,3.5549391380371605e-08,2.231545177858253e-11,4.521086705755822e-16,1.5207733629710538e-12,1.7465695961829456e-11,5.712833163465906e-17,4.009107805051446e-09,4.464869105030053e-15,9.439981619453445e-13,3.032858787345533e-13,1.491836245612031e-14,3.031339598704906e-20,3.037728311982595e-21,4.580413543517413e-09,2.2635075394935658e-08,5.272842108841757e-16
1.0314341407221134e-07,0.3461020100779759,3.76,0.0,0.710763383883839,0.9999830377667774,7.060576029962247e-06,8.353820139828259e-16,7.2163486803096975e-12,0.0016911290490285707,0.00010531549825195024,0.00016898875241140875,7.826436721478585e-05,0.00016001862376412892,7.333476163411284e-06,7.642432438768169e-05,4.978191179935401e-08,3.8251983190084906e-07,2.1124584683051602e-09,4.536520715434876e-08,4.651591493335275e-10,6.272852610680088e-06,2.4275665801573027e-06,9.054549436039192e-10,1.1182994292537259e-08,2.483257505990137e-06,1.5180533680501327e-10,1.0111828521947217e-10,6.89305538937248e-16,6.33282478583991e-16,1.5821667205154704e-10,1.7871090032544205e-13,8.206066860674025e-10,3.646238271769791e-08,2.6445852430305733e-11,5.2254622041532735e-16,1.6649315032517796e-12,1.909149671158039e-11,6.740256103340341e-17,4.469534321806348e-09,5.4406558175890465e-15,1.1214493842538402e-12,3.2401613551955554e-13,1.8147014685627057e-14,3.696134595816415e-20,3.618303035732894e-21,4.934302326334777e-09,2.464046822430042e-08,5.878605362458281e-16
1.0563070190187796e-07,0.34610409414307336,3.76,0.0,0.7107258414281928,0.9999820860134188,7.684415132451657e-06,9.579932885461077e-16,7.866120154584106e-12,0.0017278478216727797,0.00010978663141850053,0.00017695960910267674,8.233494583817397e-05,0.0001706764899168302,7.630871638500385e-06,8.239107815149746e-05,5.197945419525121e-08,3.9173979255985736e-07,2.3956351883458903e-09,4.809286267641119e-08,5.398853995859493e-10,6.663252231914006e-06,2.5448742292022604e-06,1.0181195479434791e-09,1.2426673580211818e-08,2.6288254422669885e-06,1.7493320434495326e-10,1.0542044518498786e-10,8.586016826654727e-16,7.966798637766607e-16,1.6512516977205375e-10,2.063038328654317e-13,9.166882215712125e-10,3.737668674522917e-08,3.121369977712183e-11,6.020113749293192e-16,1.8187676199667667e-12,2.0824108305805117e-11,7.921162183995709e-17,4.970227547128389e-09,6.5993759504498924e-15,1.326960923898214e-12,3.456394734240254e-13,2.197541585910452e-14,4.486047469760687e-20,4.292733100198937e-21,5.306049903490819e-09,2.67686718935967e-08,6.537343622796986e-16
1.0811798973154459e-07,0.3461062056806766,3.76,0.0,0.7106877662904274,0.9999810960766993,8.346566879560797e-06,1.0985140955934512e-15,8.582838701096202e-12,0.0017643885245371374,0.0001143450208033575,0.00018510124587726016,8.650941093644822e-05,0.00018178183200761642,7.936824808601372e-06,8.866395781986505e-05,5.422141599789668e-08,4.009148172775113e-07,2.7089898052689653e-09,5.093684500722104e-08,6.245121840998231e-10,7.067073531010995e-06,2.664908490683813e-06,1.142234795487918e-09,1.3774405134043669e-08,2.7787459419257455e-06,2.0090718833719352e-10,1.098068596207931e-10,1.0639272156736052e-15,9.968826343645201e-16,1.7218717110963775e-10,2.3739238057657943e-13,1.0214212779286559e-09,3.829249864662756e-08,3.669846544497672e-11,6.91417980644357e-16,1.982679232683988e-12,2.2667764225643057e-11,9.273962625556044e-17,5.513621259200429e-09,7.969876418531101e-15,1.564163152386215e-12,3.6817377329795936e-13,2.6497344115301468e-14,5.420899120996821e-20,5.073569884165242e-21,5.696070399317535e-09,2.9023745453310927e-08,7.252256671260781e-16
1.1060527756121121e-07,0.34610834521908945,3.76,0.0,0.7106491497655767,0.999980067083277,9.04832869764037e-06,1.259419086610061e-15,9.37239729549818e-12,0.0018007521660819439,0.00011899061946053218,0.00019341283805339104,9.078766729011095e-05,0.00019334329755749712,8.251529333149003e-06,9.525065190583881e-05,5.650777525005034e-08,4.1004513409552396e-07,3.0549349312437824e-09,5.390100621617594e-08,7.200828376529354e-10,7.484358619073333e-06,2.7876708204012836e-06,1.27870609645963e-09,1.5232129065662542e-08,2.9330168323695077e-06,2.299965310161611e-10,1.1427749977295599e-10,1.3118115007904886e-15,1.241024904526111e-15,1.7940427726902178e-10,2.7232524543673965e-13,1.135365299071844e-09,3.921001710591063e-08,4.298724025679029e-11,7.917480620304612e-16,2.157070627445469e-12,2.4626759333312483e-11,1.0818749345544426e-16,6.102228505948593e-09,9.584725804581463e-15,1.8370548168190772e-12,3.916369385841708e-13,3.18185845625682e-14,6.523082503858135e-20,5.9747123996280235e-21,6.104774112278056e-09,3.1409744451204206e-08,8.026648224016147e-16
1.1309256539087784e-07,0.34611051328632714,3.76,0.0,0.7106099831504226,0.99997899816041,9.791001872303156e-06,1.4434729029224993e-15,1.0241030235750192e-11,0.0018369397658977902,0.0001237233750723732,0.00020189356577190562,9.516961658511208e-05,0.00020536952909021072,8.575178301870827e-06,0.00010215884011058888,5.883850767616329e-08,4.1913097543500575e-07,3.43601307566549e-09,5.698931172074186e-08,8.277232316967598e-10,7.915144963933562e-06,2.913163103069281e-06,1.4284898482933773e-09,1.6805974930011997e-08,3.0916355761795062e-06,2.6248840699346145e-10,1.1883233260072035e-10,1.6097675338297834e-15,1.5374080966519321e-15,1.8677816326580646e-10,3.1147667296409e-13,1.2591028557711996e-09,4.0129444250854284e-08,5.0175249034873055e-11,9.040550756308977e-16,2.3423528499193738e-12,2.6705449020359455e-11,1.2577400844626174e-16,6.738641527574226e-09,1.148059106909611e-14,2.150030314431354e-12,4.1604689680652844e-13,3.8058136470513296e-14,7.817825071452504e-20,7.011518938822927e-21,6.532567453508469e-09,3.393071837926924e-08,8.863925803324682e-16
