Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212)
6.509777410215525e-06,0.7489018053910611,3.76,0.0,0.00023318959844847856,0.2968917661829246,0.6377139859952945,0.00016939772861639249,0.00030429413035227307,0.025066914527012835,2.2190855842894945e-05,0.0228360617114236,0.10560408425338363,0.007461806271495473,0.0003651745247448372,0.5334648587582987,4.255107624185274e-10,2.6794849747971284e-07,0.0006526101064260307,1.3547658291590265e-05,0.17116395657737293,0.02422710501610158,0.0019224569350580715,0.0007789881110370404,0.44582326513340054,0.005703697018205863,1.1057255961109724e-05,6.560455741798654e-10,0.0006156633860178144,0.001210659637424199,5.881556472387354e-08,1.2004198340361426e-06,0.00023978676341601223,1.2587735227293074e-06,0.0022496290096318786,2.6245626747958716e-09,1.96239314953291e-07,1.4678673842300553e-07,1.9665882614925313e-07,0.14290043838099042,0.00028142873328569564,4.048412643414439e-05,1.3552326605777548e-08,0.00032856631853189235,1.415034025688426e-08,3.3645162488068134e-09,0.00027911222747841494,0.0006952378042831284,1.2801464743840059e-10,1.371102349140803e-10,7.623423619989459e-06
6.52689546993193e-06,0.7489576139295909,3.76,0.0,0.0002298300730375146,0.29507833574587317,0.6392322845832376,0.00017147046235438577,0.00030553867373747114,0.024919876712225546,2.1891915292614295e-05,0.022650292375566025,0.10589365085319337,0.007343944996851824,0.00036225178673904957,0.5332032585519998,4.171647275420654e-10,2.6473148640934223e-07,0.0006477802451961945,1.3377656101856615e-05,0.17065063699348706,0.02426393643463242,0.0019109980332415435,0.0007746853804807985,0.4471231629599152,0.005714575870416174,1.0905315517617197e-05,6.465570044859701e-10,0.0006145675222552579,0.0012065032270492178,5.797164837824946e-08,1.1840002009869767e-06,0.0002357131693653131,1.2460601094617264e-06,0.0022377626649909732,2.58839026874446e-09,1.9341413817953434e-07,1.446689745861121e-07,1.9640595228834463e-07,0.1433000286569818,0.0002775750916627538,3.983320958349367e-05,1.3484463079108285e-08,0.0003237483428246541,1.3962433018721179e-08,3.3617951194162957e-09,0.0002786078887253268,0.0006956986226715401,1.2731388911796135e-10,1.3635584613807596e-10,7.581284211002124e-06
6.544013529648335e-06,0.7490129062909721,3.76,0.0,0.00022652008847911368,0.2932720495513195,0.6407440009481855,0.0001735515715014166,0.0003067654005946494,0.024773433337790366,2.1596995896449317e-05,0.022465975418635886,0.10618055796822407,0.007228276134703755,0.00035935374867081683,0.5329420376184492,4.0897736704293533e-10,2.6154690287816897e-07,0.0006430045953914391,1.3210605572044689e-05,0.17013616043733332,0.024300050161408397,0.0018996018914113324,0.0007703982623092933,0.44841979960136186,0.0057252259161553265,1.0755652497065865e-05,6.37214720278509e-10,0.0006134511584928912,0.0012023249543574729,5.71406611173163e-08,1.1678231583882085e-06,0.00023171863283370344,1.233474924644784e-06,0.0022259577056918775,2.5527585593057655e-09,1.906317366657776e-07,1.4258338443108944e-07,1.961430013593768e-07,0.1436977819987567,0.0002737811722952206,3.919417024025742e-05,1.3416948815384223e-08,0.0003190115791824903,1.3777341598367976e-08,3.3588695251925745e-09,0.0002780906015749256,0.0006961291832476094,1.2660974597461115e-10,1.355979051821117e-10,7.538953568039195e-06
6.56113158936474e-06,0.7490676857810993,3.76,0.0,0.00022325909500159235,0.29147295927238615,0.6422491027388604,0.0001756407985632505,0.0003079741669617224,0.02462759488300823,2.130606411754667e-05,0.022283109502068493,0.10646479296525069,0.0071147613237565795,0.0003564801943535243,0.5326812409860042,4.009462104889284e-10,2.5839466111422694e-07,0.0006382826349301228,1.3046449567679587e-05,0.16962059603557242,0.024335446011447215,0.00188826828192347,0.0007661268253993634,0.4497131283885983,0.005735645765805315,1.060823616173566e-05,6.28017007057638e-10,0.0006123145625717365,0.0011981253795526803,5.632245330030292e-08,1.1518858582037454e-06,0.00022780170381968807,1.2210170867150887e-06,0.0022142138677149906,2.5176610357736462e-09,1.8789164366631564e-07,1.4052961231267067e-07,1.9587005282140477e-07,0.14409368724207572,0.0002700461201689741,3.856680827771114e-05,1.3349786028476985e-08,0.0003143547144966636,1.359502687600563e-08,3.355741046599423e-09,0.0002775605434888394,0.0006965296327293335,1.259023729440429e-10,1.3483657805144076e-10,7.496440863208814e-06
6.578249649081145e-06,0.7491219557055667,3.76,0.0,0.00022004654153232384,0.2896811152563395,0.6437475586205349,0.00017773788410500058,0.0003091648357614901,0.024482371506676037,2.101908587967101e-05,0.022101693036312927,0.10674634387322354,0.007003362674437843,0.00035363091018996557,0.5324209129200176,3.9306880058990163e-10,2.5527466815098593e-07,0.0006336138364292693,1.2885132032656223e-05,0.1691040121764129,0.024370123961394624,0.0018769969837427215,0.0007618711392375418,0.45100310319180165,0.005745834095380514,1.0463035911687249e-05,6.189621660314924e-10,0.0006111580047712928,0.0011939050634031498,5.55168768770491e-08,1.1361854530514914e-06,0.00022396094974516876,1.208685710421433e-06,0.0022025308904701085,2.4830911884941947e-09,1.8519338820102698e-07,1.3850729539266928e-07,1.955871889598465e-07,0.14448773364772516,0.0002663690870170861,3.79509253996059e-05,1.3282976792207838e-08,0.00030977644997833,1.3415449935886325e-08,3.3524113171882283e-09,0.0002770178938651984,0.0006969001246250734,1.2519192424685632e-10,1.3407202989055088e-10,7.453755198257258e-06
6.59536770879755e-06,0.7491757193722004,3.76,0.0,0.00021688187603106292,0.28789656652104384,0.6452393382740743,0.00017984256688888478,0.00031033727680480254,0.024337773048071182,2.0736026595650682e-05,0.021921724185402804,0.10702519937801573,0.0068940427712523705,0.0003508056850991516,0.5321610969224897,3.8534269490026745e-10,2.521868240158065e-07,0.0006289976676657341,1.2726597969087958e-05,0.16858647649664432,0.024404084147305743,0.001865787781965788,0.0007576312737929767,0.45228967843525647,0.005755789646587912,1.0320021298989104e-05,6.100484645702608e-10,0.0006099817576924005,0.0011896645669949176,5.472378028119574e-08,1.1207190701763235e-06,0.000220194955731876,1.196479906696436e-06,0.0021909085168250104,2.449042464085914e-09,1.825364945343259e-07,1.3651607576638997e-07,1.952944944684453e-07,0.14487991089966806,0.0002627492315710285,3.7346325213636834e-05,1.3216522757616301e-08,0.0003052755013877722,1.3238572347208382e-08,3.3488820168038763e-09,0.00027646283392225265,0.0006972408190430633,1.2447855328323518e-10,1.3330442493931504e-10,7.410905662735477e-06
6.612485768513955e-06,0.7492289800874855,3.76,0.0,0.00021376454574459724,0.28611936075283,0.6467244123947415,0.000181954584000522,0.00031149136678372053,0.02419380902816682,2.0456851204778035e-05,0.02174320087075896,0.1073013488176053,0.006786764674211014,0.00034800431046396233,0.5319018357323055,3.777654676203986e-10,2.4913102190605124e-07,0.0006244335920647056,1.2570793421063323e-05,0.16806805587175647,0.024437326862575437,0.0018546404674404135,0.0007534072993980508,0.4535728091090099,0.005765511226947825,1.0179162041910572e-05,6.012741588530635e-10,0.000608786096115781,0.001185404451532769,5.394301082244912e-08,1.1054838250711928e-06,0.00021650232478183894,1.184398782827449e-06,0.0021793464931062984,2.415508293837768e-09,1.7992048266605503e-07,1.3455559273345656e-07,1.949920567097763e-07,0.14527020910337143,0.00025918571973275315,3.675281327990852e-05,1.3150425336389477e-08,0.0003008505991906191,1.3064356007314465e-08,3.3451548755807516e-09,0.00027589554659088525,0.0006975518825181957,1.2376241254995314e-10,1.3253392646566646e-10,7.367901292916662e-06
6.62960382823036e-06,0.7492817411586209,3.76,0.0,0.0002106939975053449,0.28434954430468895,0.648202752690362,0.0001840736709723085,0.0003126269892525985,0.024050488651045306,2.0181524198365926e-05,0.021566120775584133,0.10757478217665702,0.006681491920347014,0.0003452265800678599,0.5316431713256099,3.703347089791039e-10,2.461071483694069e-07,0.000619921069107436,1.241766545626584e-05,0.16754881640515867,0.024469852555727006,0.001843554836337602,0.0007491992866370443,0.4548524507816792,0.005774997709783996,1.0040428034975445e-05,5.926375385674353e-10,0.0006075712968756957,0.0011811252781140126,5.3174419265746993e-08,1.0904768479895259e-06,0.0002128816779728601,1.1724414425989594e-06,0.0021678445691051384,2.3824821370271326e-09,1.7734486963348427e-07,1.3262547393701186e-07,1.9467996585831116e-07,0.14565861878374384,0.0002556777247804208,3.617019716422066e-05,1.3084685943091893e-08,0.00029650048873124796,1.2892762932573023e-08,3.3412316758132916e-09,0.00027531621639568,0.0006978334878549317,1.2304365357520052e-10,1.3176069663558212e-10,7.324751016410747e-06
6.646721887946765e-06,0.7493340058911279,3.76,0.0,0.00020766967792907703,0.2825871621957003,0.6496743318796082,0.00018619956190619932,0.0003137440346034393,0.023907820805291937,1.9910009651419154e-05,0.021390481348070863,0.10784549008205839,0.006578188524361474,0.00034247229005406136,0.5313851449165319,3.6304802597171294e-10,2.431150834826667e-07,0.0006154595547385384,1.2267162152973472e-05,0.16702882342110936,0.024501661828637295,0.0018325306898692416,0.0007450073062561469,0.4561285596091888,0.005784248034214505,9.903789356823622e-06,5.84136881500941e-10,0.0006063376387322169,0.001176827607575279,5.2417854999800726e-08,1.0756952607953714e-06,0.00020933165457364685,1.1606069865254678e-06,0.0021564024980640323,2.349957440418751e-09,1.7480916974184966e-07,1.3072535075665098e-07,1.943583142884769e-07,0.14604513088334323,0.00025222442748520197,3.559828647483696e-05,1.301930565727305e-08,0.0002922239303306732,1.2723755582772008e-08,3.337114241936701e-09,0.00027472502934096805,0.0006980858139834778,1.2232242687639743e-10,1.3098489648328568e-10,7.281463721586612e-06
6.66383994766317e-06,0.7493857775906605,3.76,0.0,0.00020469103377327807,0.28083225811073126,0.651139123688424,0.00018833198962532157,0.00031484240004620836,0.02376581406648825,1.964227125950225e-05,0.021216279807177517,0.10811346379497916,0.006476818979614794,0.0003397412388520506,0.5311277969587356,3.5590304494058263e-10,2.4015470108584324e-07,0.0006110485018939816,1.2119232577426533e-05,0.16650814145271733,0.02453275543348082,0.001821567833800052,0.0007408314290154545,0.45740109234980325,0.005793261205055389,9.769216285234227e-06,5.757704366709372e-10,0.0006050854022111264,0.0011725120002199683,5.167316443905885e-08,1.0611361686951343e-06,0.00020585091225070425,1.148894511909078e-06,0.0021450200366534616,2.317927631780126e-09,1.7231289403468237e-07,1.2885485711565513e-07,1.9402719671499008e-07,0.14642973675908214,0.00024882501632511296,3.5036892924419945e-05,1.2954285217909001e-08,0.00028801969945117816,1.2557296876037395e-08,3.3328044428123883e-09,0.00027412217278241957,0.0006983090457270611,1.2159888186011524e-10,1.3020668584698766e-10,7.238048254414323e-06
6.680958007379575e-06,0.7494370595608454,3.76,0.0,0.00020175751216212272,0.279084874401381,0.652597102846957,0.00019047068577141498,0.0003159219895752294,0.0236244766990872,1.9378272359820484e-05,0.021043513146449054,0.10837869520550254,0.006377348258364504,0.0003370332271337348,0.5308711671468578,3.488974108806465e-10,2.3722586892809345e-07,0.0006066873607767193,1.1973826769704834e-05,0.16598683423515134,0.024563134270732465,0.0018106660781537784,0.0007366717256000459,0.45867000637301114,0.005802036292664202,9.636679302397025e-06,5.675364760424398e-10,0.0006038148694955102,0.0011681790156479108,5.0940196338683855e-08,1.0467966899961622e-06,0.00020243812715872757,1.1373031130075876e-06,0.002133696944947937,2.2863861650765214e-09,1.6985555166885723e-07,1.2701361966655569e-07,1.9368671030986947e-07,0.14681242817985132,0.0002454786876093615,3.448583035772927e-05,1.2889625312230841e-08,0.00028388658678098796,1.2393349943460734e-08,3.32830419304612e-09,0.0002735078353366437,0.0006985033736677051,1.2087316677869803e-10,1.2942622329214262e-10,7.194513359547498e-06
6.69807606709598e-06,0.7494878551024524,3.76,0.0,0.0001988685607210153,0.2773450520869021,0.6540482450873503,0.00019261538094019823,0.0003169827139180093,0.02348381665812864,1.911797596312495e-05,0.020872178136716477,0.10864117682834476,0.006279741811544399,0.0003343480577841418,0.5306152944178562,3.42028787391901e-10,2.3432844883659251e-07,0.0006023755793012994,1.1830895733253663e-05,0.1654649647011514,0.024592799387528015,0.001799825236995209,0.000732528266559778,0.45993525966565907,0.005810572432867146,9.506149099885438e-06,5.594332895525673e-10,0.0006025263242975113,0.0011638292126345449,5.0218801181219953e-08,1.0326739549198327e-06,0.00019909199397208363,1.125831881318269e-06,0.0021224329863903987,2.2553265185119254e-09,1.6743665072076285e-07,1.2520126195536765e-07,1.9333695446126113e-07,0.1471931973247343,0.0002421846455346463,3.3944914768864064e-05,1.2825326505644304e-08,0.00027982339827121457,1.2231878204702594e-08,3.323615448825792e-09,0.0002728822067712551,0.0006986689939935541,1.2014542869780997e-10,1.286436660656595e-10,7.1508676941090635e-06
6.715194126812385e-06,0.7495381675158357,3.76,0.0,0.00019602362787394715,0.27561283085616534,0.6554925271392846,0.00019476580481585316,0.00031802449051139835,0.023343841591924312,1.886134477923178e-05,0.020702271331207927,0.10890090179535054,0.006183965568767159,0.00033168553584093794,0.5303602169532424,3.3529485845694945e-10,2.3146229694477555e-07,0.0005981126034843012,1.1690391415999969e-05,0.16494259497266717,0.024621751974926005,0.0017890451280411198,0.0007284011221895009,0.46119681084319125,0.005818868826733775,9.377596588773553e-06,5.514591379638387e-10,0.0006012200517136265,0.0011594631488897652,4.950882629857365e-08,1.0187650804147182e-06,0.0001958112260072873,1.1144799056680538e-06,0.0021112279277547604,2.2247421600914684e-09,1.6505569742087924e-07,1.2341741386602132e-07,1.9297803056340907e-07,0.14757203677955577,0.00023894210234565145,3.3413964347792e-05,1.276138897387041e-08,0.00027582895522654634,1.2072845611640379e-08,3.3187402047399266e-09,0.00027224547788476134,0.0006988061083025765,1.1941581341275203e-10,1.2785917002066125e-10,7.107119873960826e-06
6.73231218652879e-06,0.7495880000975125,3.76,0.0,0.00019322216305504847,0.27388824906984177,0.6569299267260812,0.00019692168629505016,0.0003190472434629482,0.023204558844613633,1.8608341251171942e-05,0.020533789069704614,0.10915786384894964,0.006089985937840078,0.00032904546845041277,0.5301059721814035,3.28693329973774e-10,2.2862726386955643e-07,0.000593897877874016,1.155226669525668e-05,0.16441978635470958,0.02464999336551902,0.0017783255723603222,0.0007242903624399367,0.46245461915836544,0.005826924740397237,9.250992911280098e-06,5.436122828192425e-10,0.0005998963381045061,0.0011550813808836138,4.881011907116785e-08,1.0050671884305173e-06,0.0001925945552753646,1.1032462723968373e-06,0.002100081539095301,2.1946265758175514e-09,1.6271219674571e-07,1.216617032331717e-07,1.9261004217244426e-07,0.14794893953397983,0.00023575027842434547,3.28927995062842e-05,1.2697812730917992e-08,0.0002719020943536768,1.1916216455465201e-08,3.3136804958761e-09,0.0002715978404073334,0.0006989149234203898,1.1868446538652497e-10,1.2707288955461241e-10,7.063278427942487e-06
6.749430246245195e-06,0.7496373561421871,3.76,0.0,0.00019046361697042888,0.2721713437635213,0.6583604225597531,0.0001990827536064285,0.00032005090349803035,0.023065975459022153,1.8358927576545832e-05,0.020366727483377367,0.10941205733478968,0.005997769804209738,0.00032642766481449616,0.5298525967802826,3.2222192858753e-10,2.2582319489365172e-07,0.0005897308458839231,1.1416475360489577e-05,0.1638965993287255,0.024677525030797506,0.001767666394030721,0.0007201960568111562,0.4637086445107636,0.005834739504772195,9.12630944714434e-06,5.358910246265314e-10,0.0005985554709667151,0.0011506844636301262,4.812253083036334e-08,9.915774281031693e-07,0.00018944073254021008,1.092130065522439e-06,0.002088993593698846,2.1649732994191257e-09,1.6040565370056922e-07,1.1993375016407678e-07,1.9223309495759697e-07,0.14832389897802736,0.00023260840241755965,3.238124290818762e-05,1.2634597833015443e-08,0.00026804166781467824,1.1761955207271945e-08,3.3084383964108068e-09,0.0002709394868948807,0.0006989956512339625,1.179515276902375e-10,1.2628497754261153e-10,7.019351760123121e-06
6.7665483059616e-06,0.7496862389404396,3.76,0.0,0.00018774744175968953,0.2704621506505153,0.6597839943371883,0.00020124873442650158,0.0003210354079034553,0.02292809817904782,1.8113065735920333e-05,0.02020108249824267,0.10966347719597622,0.005907284530146638,0.00032383193615675976,0.5296001266797061,3.158784023087829e-10,2.2304993012533108e-07,0.0005856109501496551,1.1282972101222957e-05,0.16337309354847138,0.024704348579152262,0.001757067419919649,0.0007161182742893364,0.4649588474531403,0.005842312515314144,9.003517819205465e-06,5.282936519442448e-10,0.000597197738826762,0.0011462729505542348,4.744591139864724e-08,9.782929481973073e-07,0.00018634852734148566,1.0811303669492998e-06,0.0020779638680352153,2.1357758774440405e-09,1.5813557325332018e-07,1.1823318131915853e-07,1.9184729630781937e-07,0.14869690889933862,0.0002295157112917582,3.187911948947894e-05,1.25717440083213e-08,0.0002642465432448919,1.1610026850457987e-08,3.303016013445145e-09,0.00027027061062865563,0.000699048508552625,1.1721714197638842e-10,1.2549558531920782e-10,6.9753482180721496e-06
6.783666365678005e-06,0.7497346517804797,3.76,0.0,0.000185073091296861,0.2687607041275211,0.6612006227328581,0.0002034193560244683,0.00032200070047644065,0.022790933453846734,1.7870717525084135e-05,0.020036849841383868,0.10991211896292909,0.0058184979532254115,0.0003212580956624638,0.5293485970657081,3.0966052293530276e-10,2.2030730475409242e-07,0.0005815376329596373,1.115171248596893e-05,0.16284932783321288,0.024730465752366374,0.0017465284792998956,0.0007120570832220592,0.4662051892022239,0.0058496432315775695,8.882589904038133e-06,5.20818436734175e-10,0.000595823431073448,0.001141847393240892,4.678010883865496e-08,9.652108966878452e-07,0.0001833167280334199,1.0702462566969156e-06,0.002066992141674186,2.107027870997755e-09,1.5590145979364855e-07,1.1655962522474468e-07,1.9145275551789304e-07,0.14906796347824805,0.00022647145044746896,3.138625648999545e-05,1.2509250733187739e-08,0.0002605156037777043,1.1460396809436518e-08,3.2974154899718816e-09,0.00026959140548861574,0.0006990737168737319,1.164814484000268e-10,1.2470486256816136e-10,6.9312760694821485e-06
6.80078442539441e-06,0.7497825979461422,3.76,0.0,0.00018244002138104865,0.2670670372792982,0.6626102893934349,0.00020559434535468975,0.00032294673146855885,0.022654487440681305,1.7631844572781436e-05,0.01987402504502725,0.1101579787466799,0.005731378385053688,0.0003187059584426577,0.5290980423836628,3.035660850316583e-10,2.1759514919403507e-07,0.000577510336468547,1.1022652949059295e-05,0.1623253601641695,0.02475587842335769,0.0017360494036221157,0.0007080125512352706,0.46744763164486214,0.005856731176848486,8.763497834634515e-06,5.134636789599464e-10,0.0005944328378612051,0.001137408341276212,4.6124973996530854e-08,9.523284455362832e-07,0.00018034414177464772,1.0594768130506981e-06,0.002056078197229152,2.078722886839896e-09,1.537028184861498e-07,1.1491270642934685e-07,1.9104958368690995e-07,0.14943705728438406,0.00022347487378820448,3.090248346472201e-05,1.2447117469139908e-08,0.0002568477480453644,1.1313030770264434e-08,3.2916390024786902e-09,0.0002689020658744806,0.0006990715022458785,1.1574458558187896e-10,1.2391295731762594e-10,6.887143465730713e-06
6.817902485110815e-06,0.7498300807161066,3.76,0.0,0.00017984768983492604,0.2653811818820842,0.6640129769340549,0.0002077734291817559,0.0003238734575000312,0.022518766007316074,1.739640836800153e-05,0.019712603449358216,0.1104010532337085,0.005645894609966882,0.0003161753415085938,0.5288484963408364,2.9759290556859767e-10,2.1491328920916137e-07,0.0005735285030968407,1.0895750780927521e-05,0.1618012476822997,0.024780588594441613,0.0017256300263510651,0.0007039847452055171,0.46868613734222186,0.00586357593786356,8.646214004052067e-06,5.062276982589059e-10,0.0005930262500199886,0.0011329563421543449,4.548035952456391e-08,9.396427868466556e-07,0.00017742959449099785,1.0488211127084318e-06,0.002045221820298227,2.0508545744790396e-09,1.515391559219574e-07,1.1329204979340259e-07,1.9063789352161578e-07,0.14980418527421868,0.00022052524372848377,3.0427632287889166e-05,1.2385343574700004e-08,0.00025324189016031555,1.1167894767682011e-08,3.2856887575861053e-09,0.00026820278661904913,0.0006990420951267027,1.1500669059973985e-10,1.2312001593656338e-10,6.84295845961969e-06
6.83502054482722e-06,0.7498771033661977,3.76,0.0,0.00017729555675352789,0.26370316841035923,0.6654086689309003,0.00020995633420643395,0.0003247808415123885,0.02238377473595004,1.7164370282225336e-05,0.01955258020792856,0.11064133967682033,0.005562015883084122,0.0003136660637221118,0.5285999919107965,2.9173882558069905e-10,2.1226154616421835e-07,0.0005695915758402632,1.0770964110533721e-05,0.16127704668419626,0.02480459839424396,0.0017152701826638147,0.0006999737311478316,0.46992066953743933,0.005870177164336843,8.530711071480033e-06,4.991087932278547e-10,0.0005916039588882349,0.0011284919410526244,4.4846115716036314e-08,9.271511117514994e-07,0.00017457193086797178,1.038278231057119e-06,0.0020344227993857934,2.0234166029095617e-09,1.494099792741221e-07,1.1169728598215332e-07,1.9021779932811643e-07,0.15016934278636632,0.00021762183128083362,2.9961537176112084e-05,1.2323928090001833e-08,0.0002496969596982778,1.1024955357710815e-08,3.2795669922876864e-09,0.00026749376286978204,0.0006989857301865028,1.1426789891923881e-10,1.2232618300698387e-10,6.7987290304415586e-06
6.852138604543625e-06,0.7499236691661944,3.76,0.0,0.00017478308466698474,0.26203302604272344,0.6667973499150495,0.00021214278718229942,0.00032566885270495584,0.02224951892674181,1.6935691598658154e-05,0.01939395029198396,0.11087883588736291,0.005479711928272565,0.0003111779457605635,0.5283525613374425,2.860017113866886e-10,2.0963973719431207e-07,0.0005656989986299605,1.0648251891424892e-05,0.1607528126193108,0.024827910075135334,0.001704969709221453,0.0006959795741625657,0.47115119216143436,0.005876534568513671,8.416961971268417e-06,4.921052710703216e-10,0.0005901662562170521,0.0011240156806849293,4.422209366970933e-08,9.148506281957079e-07,0.00017177001430059678,1.0278472423666056e-06,0.0020236809258212247,1.996402681479639e-09,1.4731479684761525e-07,1.1012804487870844e-07,1.8978941701432802e-07,0.15053252553771304,0.00021476391607895312,2.9504034695660225e-05,1.2262869954869936e-08,0.0002462119016663557,1.0884179443987965e-08,3.2732759734233665e-09,0.0002667751899986542,0.0006989026461283974,1.1352834434549466e-10,1.2153160128942378e-10,6.754463047974698e-06
6.86925666426003e-06,0.7499697813817394,3.76,0.0,0.00017230973875584436,0.2603707826692707,0.6681790053649268,0.00021433251502674997,0.0003265374664565626,0.022116003601702953,1.671033352956447e-05,0.01923670849551604,0.11111354022645742,0.005398952935896363,0.00030871081007223625,0.5281062361396112,2.8037945320707865e-10,2.0704767538142005e-07,0.0005618502165882334,1.0527573885700045e-05,0.1602286000871425,0.02485052601032325,0.0016947284439091733,0.0006920023383318349,0.47237766983911017,0.005882647924658052,8.304939916107148e-06,4.852154785428045e-10,0.0005887134340439722,0.0011195281011038363,4.360814839287647e-08,9.027385777962937e-07,0.00016902272683884032,1.0175272199410624e-06,0.0020129959936790323,1.969806578939329e-09,1.4525311924334462e-07,1.0858395326422613e-07,1.893528638921301e-07,0.15089372961882405,0.0002119507864425419,2.9054963773547792e-05,1.2202168158254449e-08,0.00024278567646380435,1.0745534179987814e-08,3.2668179937704522e-09,0.00026604726351147875,0.0006987930855225001,1.1278815897355075e-10,1.2073641173270748e-10,6.710168255452545e-06
6.886374723976435e-06,0.7500154432721907,3.76,0.0,0.00016987498697292847,0.25871646489725164,0.6695536217007534,0.00021652524492570184,0.0003273866642437046,0.021983233507773977,1.6488257240253396e-05,0.019080849438816265,0.1113454515983711,0.005319709560831693,0.0003062644808495691,0.5278610471147123,2.748699655754212e-10,2.0448516988937003e-07,0.0005580446763253683,1.0408890652869159e-05,0.15970446283576156,0.024872448691741846,0.0016845462256725443,0.0006880420866848198,0.47360006789335674,0.005888517068613042,8.194618400644399e-06,4.784377545620896e-10,0.0005872457846114962,0.0011150297395904247,4.300413374926727e-08,8.908122103277322e-07,0.00016632896913652947,1.00731723629678e-06,0.0020023677997085157,1.9436221000731933e-09,1.432244591542641e-07,1.0706464485941745e-07,1.8890825855113567e-07,0.1512529514905078,0.00020918173938288675,2.8614165703058467e-05,1.2141821409432334e-08,0.00023941725984061833,1.0608987237402393e-08,3.260195370427203e-09,0.00026531017896496876,0.0006986572946755085,1.1204747318216774e-10,1.199407534383895e-10,6.665852317733896e-06
6.90349278369284e-06,0.7500606580923257,3.76,0.0,0.00016747830026049505,0.2570700980608729,0.6709211862750936,0.0002187207044579704,0.000328216433572482,0.021851213121729926,1.626942387442979e-05,0.018926367574331974,0.11157456943986156,0.005241952919236839,0.0003038387839852625,0.5276170243447426,2.6947118935979904e-10,2.0195202621367668e-07,0.000554281826248174,1.0292163531990848e-05,0.15918045375985762,0.024893680726592118,0.0016744228942518573,0.00068409888110554,0.4748183523511469,0.005894141897137156,8.085971207699452e-06,4.717704303353998e-10,0.0005857636002039603,0.0011105211304490953,4.240990273600678e-08,8.790687864601766e-07,0.00016368766036413705,9.97216363502707e-07,0.001991796143227588,1.9178430870069292e-09,1.4122833083309585e-07,1.0556975507129234e-07,1.8845572100073382e-07,0.1516101879781787,0.0002064560806365576,2.8181484150919368e-05,1.2081828240208598e-08,0.00023610564282422356,1.0474506707570055e-08,3.2534104470212634e-09,0.0002645641318515367,0.0006984955234198165,1.113064155781734e-10,1.1914476351802274e-10,6.621522792349107e-06
6.920610843409245e-06,0.7501054290899941,3.76,0.0,0.00016511915271792457,0.2554317062300174,0.6722816873646946,0.00022091862170559915,0.00032902676788353676,0.02171994665425549,1.605379457171328e-05,0.01877325719142044,0.11180089371142654,0.0051656545857080025,0.00030143354703652034,0.5273741972014437,2.641810908552361e-10,1.9944804633071283e-07,0.0005505611167945176,1.0177354627393543e-05,0.15865662489979743,0.024914224834580317,0.001664358289983928,0.0006801727822551532,0.47603248994774966,0.005899522367268631,7.978972409165627e-06,4.6521186798063504e-10,0.0005842671730603361,0.001106002804849705,4.1825311418537126e-08,8.675055981877287e-07,0.00016109773810584524,9.87223673298244e-07,0.0019812808260348817,1.8924634401148573e-09,1.392642511849105e-07,1.0409891715730397e-07,1.879953724587628e-07,0.15196543626713768,0.00020377312468832304,2.7756765154225237e-05,1.202218722141529e-08,0.00023284983164871404,1.0342060957062984e-08,3.2464655894349176e-09,0.0002638093175223025,0.0006983080249468385,1.1056511296625818e-10,1.1834857715811719e-10,6.577187109144565e-06
6.93772890312565e-06,0.7501497595070706,3.76,0.0,0.00016279702172162405,0.2538013122175494,0.6736351141637491,0.0002231187253471887,0.0003298176664603439,0.02158943805343523,1.584133048806759e-05,0.018621512420222537,0.11202442488988028,0.0050907865907374355,0.0002990485991989888,0.5271325943507377,2.5899766081470927e-10,1.9697302881688918e-07,0.0005468820006776163,1.0064426797124849e-05,0.15813302744111055,0.024934083845599735,0.0016543522536504953,0.0006762638495311806,0.47724244813004596,0.005904658495799079,7.873596369804388e-06,4.587604599544082e-10,0.0005827567952924474,0.0011014752907156403,4.1250218532973034e-08,8.561199671745381e-07,0.00015855815826725273,9.773382372062591e-07,0.0019708216523311867,1.8674771213522937e-09,1.3733174076328798e-07,1.0265176903656662e-07,1.8752733502424016e-07,0.15231869389859873,0.0002011321947666881,2.7339857120392165e-05,1.1962896837926429e-08,0.0002296488476900401,1.0211618754405403e-08,3.2393631801860503e-09,0.0002630459311203788,0.0006980950556763621,1.098236903232488e-10,1.1755232767974694e-10,6.532852599608009e-06
