Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17)
2.3666963784072468e-05,0.3048962401995865,3.76,0.0,0.5513846056650844,0.9706368873865863,0.036074434948376484,2.9811000850186936e-12,2.6160413580705026e-09,0.0030898249629800405,0.0012469765730749734,0.023922347665878724,0.0005353403866528195,0.16515159216052652,0.002557952242021722,0.12610342641867597,4.379342383372749e-06,4.537962517057662e-06,2.6826188456695806e-05,0.0032335611636627806,0.0006012360552495566,9.663861599561235e-05,0.0049327103826538625,3.553686612749536e-05,0.005236039958443569,2.4313559419029613e-05,2.9166255717690843e-05,1.2669973318042356e-09,3.0121439622138213e-09,2.700008189613338e-07,9.554520158532944e-08,2.889533297781021e-09,0.0003104906383841414,3.652766581610404e-06,0.0004281050157349393,1.0742874831098041e-11,1.1909367490403653e-07,2.288887378820265e-07,3.040667764695955e-11,0.00013219929658546167,1.6686175685750623e-06,6.953340642846006e-06,1.4069727948027542e-11,3.0291759719321283e-06,7.583609097618313e-13,1.1659398330987594e-14,6.292956180317581e-08,1.7311267243946102e-06
2.404877074596307e-05,0.3050809925530914,3.76,0.0,0.5473930258631686,0.9698135418968774,0.03710004814045399,3.0673952976817203e-12,2.6854956072672645e-09,0.0031024840551369427,0.001243844220752621,0.024532428538782514,0.0005361430740663939,0.1685338112015126,0.002577817491700319,0.12872643233186498,4.36222125019588e-06,4.550046256977537e-06,2.7527257200172607e-05,0.0032846859825691496,0.0006310219993293131,9.754361407947676e-05,0.005100737379159968,3.66212332778536e-05,0.005512387584204153,2.4453058585664658e-05,2.9902543254313973e-05,1.2974664798797543e-09,3.1674177917023825e-09,2.84591558778004e-07,9.833115300188456e-08,2.9837184458085415e-09,0.0003259140271578789,3.693829008572263e-06,0.0004480332421715343,1.1097842602307478e-11,1.2479407322975033e-07,2.3492778037417685e-07,3.171172689944147e-11,0.00013813992329697424,1.7977064280114334e-06,7.314351902694402e-06,1.4422440057320736e-11,3.254264694444428e-06,8.169778956578552e-13,1.2295766972958579e-14,6.374089002957974e-08,1.768570526514509e-06
2.443057770785367e-05,0.3052651444829177,3.76,0.0,0.5434199411423299,0.9689829910245198,0.038131850411181195,3.153285025853228e-12,2.754711404927604e-09,0.003114203884399437,0.001240478482833097,0.025141154721845065,0.0005368540486933908,0.1718925438738494,0.0025977541450895353,0.13133690128786765,4.344298395123898e-06,4.56067681963036e-06,2.8226453989543262e-05,0.0033349175462367236,0.0006615691319447471,9.843248606739934e-05,0.005270013983493005,3.770752391304375e-05,0.005796698242882036,2.4588864226527556e-05,3.0634902178192475e-05,1.3279332754211679e-09,3.326612076708743e-09,2.9958725356878044e-07,1.0112006843673207e-07,3.077764548565838e-09,0.00034166338613279476,3.7340607130744238e-06,0.0004683805778405269,1.1452600683201736e-11,1.3059257111046375e-07,2.4091944564500766e-07,3.303890907345543e-11,0.00014421074853813087,1.9333094584977652e-06,7.683237191642027e-06,1.477256056274579e-11,3.489897998549027e-06,8.785494041886778e-13,1.2949676470068212e-14,6.452983116150494e-08,1.8057817913012818e-06
2.4812384669744272e-05,0.305448667212173,3.76,0.0,0.5394660568174044,0.9681453616458999,0.03916962837551298,3.2387483069379907e-12,2.8236790407573643e-09,0.0031250371188907165,0.0012368961376833026,0.02574833387075674,0.0005374785196491444,0.17522719323849667,0.00261775539597513,0.13393446338399562,4.325637178696962e-06,4.569938403708587e-06,2.8923594911587797e-05,0.0033842799074094054,0.0006928745654176892,9.930584864022829e-05,0.005440474286203833,3.8795302633601525e-05,0.006088969963838808,2.4721133106458008e-05,3.136312209014358e-05,1.358389052804454e-09,3.4896971277760744e-09,3.1498616221585903e-07,1.0391092400497306e-07,3.1716262608379902e-09,0.0003577310165162212,3.7734928615784564e-06,0.0004891407582022086,1.1806977993506976e-11,1.3648519319692723e-07,2.468619590020598e-07,3.4387796315160173e-11,0.0001504111886497905,2.075555015307283e-06,8.059796588426088e-06,1.511998139663208e-11,3.736226066966037e-06,9.431335262546907e-13,1.3621014099906225e-14,6.529724865835212e-08,1.8427611682810025e-06
2.5156010935445814e-05,0.3056132778805385,3.76,0.0,0.5359245127369101,0.9673855452632606,0.040108568694819074,3.31528566719012e-12,2.885530767268782e-09,0.003134070557010377,0.0012334998838639676,0.026293325015094036,0.0005379706548827267,0.17820733713712894,0.0026358059556417864,0.1362609561094105,4.308260001080188e-06,4.577169694589463e-06,2.954912344383851e-05,0.0034279823508252113,0.0007216952555771829,0.00010007909823329357,0.005594847853289366,3.9775234767338976e-05,0.00635881715214119,2.483727398928512e-05,3.201482132795609e-05,1.3857829918622005e-09,3.6397751943317024e-09,3.291883985265853e-07,1.0642354779125825e-07,3.2559098150087883e-09,0.0003724576226636601,3.808322527175199e-06,0.0005081726621199458,1.2125461991711516e-11,1.4186577581012437e-07,2.521669156527671e-07,3.5620003098007374e-11,0.00015610192728777235,2.2093581861405254e-06,8.405095863432427e-06,1.543027178641103e-11,3.967182566160431e-06,1.0038815490793547e-12,1.424002163196227e-14,6.597021899254438e-08,1.8758450858786286e-06
2.5499637201147357e-05,0.3057773398856452,3.76,0.0,0.5323994783185225,0.9666201832666406,0.04105204069865225,3.391451531522408e-12,2.947169325908356e-09,0.003142461521110114,0.0012299518012176573,0.026836798415331875,0.0005384001062377767,0.18116717380204303,0.002653897948896009,0.13857650032458066,4.29037372484158e-06,4.583412792760824e-06,3.017273456782542e-05,0.0034710166376395817,0.0007511252941147044,0.00010084066400570767,0.005750083430761355,4.0755753139299486e-05,0.006635103169371335,2.4950773046453128e-05,3.266288202929298e-05,1.413155556311904e-09,3.792957684913781e-09,3.437143168632781e-07,1.0893628022357461e-07,3.339982811203504e-09,0.0003874301384134174,3.842548696215154e-06,0.0005275291646958363,1.2443405338707851e-11,1.4731657534704778e-07,2.5742983558468295e-07,3.686914392777186e-11,0.00016189676778921819,2.3487303316136712e-06,8.756303005475893e-06,1.573823394999307e-11,4.207014039276928e-06,1.0671551096191598e-12,1.4872961133274813e-14,6.662703964738381e-08,1.908742705854255e-06
2.58432634668489e-05,0.3059408370049804,3.76,0.0,0.5288913523990991,0.965849361507751,0.041999906765994945,3.4672360419996967e-12,3.008590038051088e-09,0.0031502434110629507,0.0012262621275975177,0.027378642201771154,0.0005387700967164482,0.1841063750741335,0.0026720261236871717,0.14088089405783008,4.272016807612956e-06,4.588720846060299e-06,3.079432185821372e-05,0.003513399190690087,0.0007811621916340084,0.00010159093159508496,0.005906137231556928,4.173658653000424e-05,0.006917820617279054,2.506172793375564e-05,3.330718470155649e-05,1.4405012085158715e-09,3.949221716108245e-09,3.585624340984238e-07,1.1144847501196348e-07,3.4238197172831268e-09,0.00040264293655366235,3.876190639644606e-06,0.0005472055612085473,1.2760710563561761e-11,1.528347915924787e-07,2.62649865242634e-07,3.813491713854584e-11,0.0001677952967177655,2.4937566091575056e-06,9.113272471187001e-06,1.6043811054799727e-11,4.4558124811739344e-06,1.132992745838196e-12,1.5519740531887455e-14,6.726829248791393e-08,1.9414549346299877e-06
2.6186889732550442e-05,0.3061037543170099,3.76,0.0,0.5254005016386274,0.9650731639094472,0.04295203440909015,3.5426306054330727e-12,3.0697887463569254e-09,0.0031574481068171916,0.001222440532509519,0.027918752511376158,0.0005390836846399676,0.18702464260508206,0.00269018522252589,0.14317395411519065,4.2532255080718335e-06,4.593144513676004e-06,3.141378645458144e-05,0.003555146028496114,0.0008118033550367431,0.00010233026817747326,0.0060629667277066175,4.2717476822130815e-05,0.007206960413949259,2.5170231525084286e-05,3.394761912672511e-05,1.4678146599450874e-09,4.108544176353205e-09,3.737312106613949e-07,1.1395951685185284e-07,3.5073971815642407e-09,0.0004180904066206153,3.909266643018543e-06,0.0005671971178835483,1.3077288112941176e-11,1.5841766281120142e-07,2.678262759065591e-07,3.94170245975477e-11,0.0001737971050593407,2.6445195481573864e-06,9.47585934978071e-06,1.634695241886146e-11,4.71366458696528e-06,1.2014318045308914e-12,1.618026497699145e-14,6.789454651820521e-08,1.973982760738467e-06
2.6496153371681832e-05,0.3062498728138387,3.76,0.0,0.5222737848892964,0.9643700576001425,0.04381248737478529,3.6101462458299416e-12,3.1246747615904477e-09,0.003163463981152333,0.0012188958600886804,0.02840328992515161,0.0005393200906735133,0.18963296101140395,0.002706550528969253,0.14522788064345965,4.23597022715292e-06,4.596409578082636e-06,3.196941365942756e-05,0.003592187543327193,0.0008398948290534359,0.00010298661431199749,0.006204742326621369,4.360012341966415e-05,0.007472668548834941,2.5265861978309435e-05,3.452061862695802e-05,1.4923650055560152e-09,4.254530002100848e-09,3.876559591338058e-07,1.1621797944841251e-07,3.5823771543244834e-09,0.00043218915821057407,3.9385655371162634e-06,0.00058545505015404,1.3361516735935792e-11,1.6349527842898928e-07,2.72447225141023e-07,4.058464281313129e-11,0.00017928670216855067,2.7851771436826317e-06,9.806871369620858e-06,1.6617659458132405e-11,4.953539834282337e-06,1.2652810878127087e-12,1.6786408854158296e-14,6.844580346020857e-08,2.0031010022480303e-06
2.680541701081322e-05,0.3063955013812166,3.76,0.0,0.5191615594653289,0.9636627219694469,0.04467619900819986,3.6773355103846205e-12,3.179375654543922e-09,0.003169058118327961,0.001215258031461426,0.02888627988155429,0.000539515174044783,0.19222392487452222,0.0027229328710556286,0.14727238323528904,4.21841434058628e-06,4.5990309177334346e-06,3.2523184653582925e-05,0.0036287378320624493,0.0008684715601218663,0.00010363463271840774,0.006347083464682231,4.448244603305658e-05,0.007743561331713509,2.5359639827122395e-05,3.5090334002277975e-05,1.5168815512104824e-09,4.402956980140976e-09,4.018379604343755e-07,1.184746167774595e-07,3.657114995883516e-09,0.00044646942315737395,3.9674321400081e-06,0.0006039609307061194,1.3645032497992403e-11,1.6862111008707042e-07,2.770319382237599e-07,4.176503939578129e-11,0.00018485933654474842,2.9306026646023e-06,1.0142212575270287e-05,1.6886327297223984e-11,5.200870534687322e-06,1.3312923821343539e-12,1.7403535396189595e-14,6.898574216681373e-08,2.032071510340508e-06
2.711468064994461e-05,0.306540631573896,3.76,0.0,0.5160640332384879,0.9629512145055767,0.04554308244816154,3.744194435752585e-12,3.2338893181153254e-09,0.0031742507564652862,0.0012115330248190328,0.02936766158910006,0.000539670852583214,0.19479737167933303,0.0027393285133647414,0.1493073628308795,4.200580151303487e-06,4.6010405718776875e-06,3.307504112719881e-05,0.0036648076740975408,0.0008975314722013776,0.00010427455584072097,0.006489961593666341,4.5364281159643874e-05,0.008019628988944972,2.5451623701786924e-05,3.5656701788953304e-05,1.54136082073822e-09,4.553807759154093e-09,4.1627599272103027e-07,1.2072903036090025e-07,3.731597205115367e-09,0.00046092718026706985,3.995877946590301e-06,0.0006227112722323125,1.3927782929357327e-11,1.7379323727434954e-07,2.815800782926061e-07,4.295800294214227e-11,0.00019051471983629132,3.0808508915849015e-06,1.048177953202795e-05,1.7152929467258215e-11,5.455709337393094e-06,1.3994904767876153e-12,1.8031571197836055e-14,6.951473502690878e-08,2.0608950891163653e-06
2.7423944289076e-05,0.30668525562448556,3.76,0.0,0.5129813973070559,0.9622355916208954,0.046413053644215704,3.810719682347882e-12,3.2882138809552266e-09,0.003179061247338335,0.001207726513215502,0.029847378491829914,0.00053978895490723,0.1973531544089102,0.002755733771161745,0.15133273005596493,4.182488787011086e-06,4.602469140690046e-06,3.36249285926547e-05,0.003700407559238946,0.0009270724382616891,0.00010490660596140093,0.006633348893051358,4.624547235968341e-05,0.008300860844019249,2.554186963190903e-05,3.621966321405509e-05,1.5657995108862661e-09,4.707064949819339e-09,4.3096880726219943e-07,1.2298084191618875e-07,3.805811632158931e-09,0.0004755584378500965,4.023913921044125e-06,0.0006417025819164523,1.4209720490451226e-11,1.7900977113808832e-07,2.8609137694872937e-07,4.4163324881346854e-11,0.00019625256681519908,3.235974939787415e-06,1.0825469700820387e-05,1.7417442871513396e-11,5.718105714361842e-06,1.4698994047509992e-12,1.867044137290421e-14,7.003314955546544e-08,2.089572560906227e-06
2.770228156429425e-05,0.30681497860348916,3.76,0.0,0.5102199013433742,0.9615880581306648,0.04719860045254248,3.870304764712196e-12,3.3369429163713216e-09,0.003183079254090376,0.0012042354207228059,0.030277656789763414,0.0005398645621418427,0.19963814636236876,0.0027705037284454473,0.15314727546642729,4.166003237006109e-06,4.603282193540738e-06,3.4118101674191e-05,0.003732054076042974,0.0009540688126988205,0.00010546889553816434,0.006762810378483596,4.703787002708654e-05,0.00855837538606526,2.5621649337366826e-05,3.672337103084804e-05,1.5877569523421739e-09,4.847039418991295e-09,4.444091271899597e-07,1.250049424749119e-07,3.872366103435874e-09,0.0004888716401852146,4.048804556027117e-06,0.000658997899433069,1.4462731763285754e-11,1.8374108480686097e-07,2.9011985341777815e-07,4.525850949539205e-11,0.00020148690235714817,3.3797979799520754e-06,1.113823224823872e-05,1.7653701819326603e-11,5.9607625643658055e-06,1.5351769651352506e-12,1.9254625429189848e-14,7.049096638443378e-08,2.1152580460974236e-06
2.7980618839512498e-05,0.3069442810428785,3.76,0.0,0.5074707260734224,0.9609372756998765,0.04798652487851701,3.929615545730413e-12,3.385516314071878e-09,0.0031868156146626007,0.0012006864051296309,0.030706508321055516,0.0005399123608546142,0.20190863604332776,0.002785275944843164,0.15495391718104537,4.149339451458869e-06,4.603668603453516e-06,3.460960383319552e-05,0.0037633354195125944,0.000981451464595195,0.00010602512879430037,0.006892643027749007,4.7829520132324105e-05,0.008820054619319288,2.5700102114066166e-05,3.7224238837929036e-05,1.6096766247858836e-09,4.988936055909215e-09,4.580538455295537e-07,1.2702637913164222e-07,3.9386866624946086e-09,0.0005023193105757376,4.073379019671721e-06,0.0006764830215750265,1.471501762506332e-11,1.8850553478160085e-07,2.9411816600903727e-07,4.6363386723528625e-11,0.00020678760154103467,3.527648528994139e-06,1.1454179043987716e-05,1.788823882901243e-11,6.209610343312824e-06,1.6022806366255975e-12,1.9847468149919544e-14,7.094074505637747e-08,2.1408264495525637e-06
2.8231122387208923e-05,0.3070602900394539,3.76,0.0,0.5050070920201503,0.9603488259570246,0.0486976434879778,3.982759520281882e-12,3.4290984637520456e-09,0.003189947772843976,0.0011974457118077637,0.03109122725241601,0.0005399325663415017,0.2039396123930041,0.002798570765139696,0.15657309794069574,4.134200566050065e-06,4.603667734815641e-06,3.505050008861736e-05,0.00379118222569442,0.0010064247613514924,0.00010652067857280351,0.00700979416402599,4.8541282823693564e-05,0.009059118906873633,2.57696047949828e-05,3.767256334889513e-05,1.6293702011270849e-09,5.1182758350182596e-09,4.705080610537611e-07,1.2884318740805196e-07,3.998169199532398e-09,0.0005145348403275553,4.095231508005721e-06,0.0006923798093038473,1.4941430964337592e-11,1.9282079052668907e-07,2.976907683214684e-07,4.736594053912477e-11,0.00021161480522305352,3.6641867622442932e-06,1.1741193717803724e-05,1.8097840125512894e-11,6.438891219612033e-06,1.664248487396332e-12,2.0388383135051248e-14,7.133887003621536e-08,2.163738394264917e-06
2.8481625934905348e-05,0.30717595187566554,3.76,0.0,0.5025535979658319,0.9597578042591116,0.04941060299811333,4.035679272145867e-12,3.4725530625188286e-09,0.0031928705027518237,0.001194163465425337,0.03147474081438649,0.0005399320048645948,0.20595872692376035,0.0028118635282565296,0.1581858075196105,4.118937173656919e-06,4.6033507551641576e-06,3.548999396077684e-05,0.0038187439429608213,0.0010317083972697556,0.00010701153840516687,0.007127217213048853,4.9252287793457016e-05,0.00930154165271019,2.5838086952926727e-05,3.81185364955388e-05,1.649029831374056e-09,5.2491527563361e-09,4.83126355756478e-07,1.3065746008924668e-07,4.057451635991918e-09,0.0005268549439373729,4.116838488172121e-06,0.0007084264205134029,1.516721435952126e-11,1.9716089071273524e-07,3.012387938187402e-07,4.83761177879413e-11,0.00021649545486021265,3.804040933125975e-06,1.2030676506757392e-05,1.8306029736574167e-11,6.67323124735296e-06,1.7277197650517578e-12,2.0936224343490812e-14,7.173084777522242e-08,2.186556414249261e-06
2.8732129482601773e-05,0.3072912638261587,3.76,0.0,0.5001103109298226,0.9591642382665903,0.05012536473289385,4.0883741137879794e-12,3.5158795100048007e-09,0.003195592154514407,0.001190842041760356,0.03185702773466039,0.0005399114603950963,0.20796593335256566,0.002825152443866267,0.15979201821179137,4.103558049716907e-06,4.6027308013270905e-06,3.592806425445621e-05,0.0038460254462944674,0.0010573011412645552,0.00010749780481347981,0.0072448989952477085,4.996246686349045e-05,0.009547315284737255,2.5905572882218077e-05,3.856213656583263e-05,1.668653993940366e-09,5.381557390867691e-09,4.959080140831616e-07,1.324690266638012e-07,4.116529467798088e-09,0.0005392775911737944,4.138204693762868e-06,0.0007246210023545931,1.5392349694649838e-11,2.0152491354597007e-07,3.047622000030965e-07,4.9393811942550517e-11,0.00022142940631668154,3.9472353893404865e-06,1.2322575581121154e-05,1.8512801142679615e-11,6.912649580683473e-06,1.792705485952518e-12,2.1490949909016552e-14,7.211684251537947e-08,2.209280935695074e-06
2.89826330302982e-05,0.3074062233711414,3.76,0.0,0.4976772926101535,0.9585681552654002,0.05084189097344773,4.140843480913708e-12,3.5590772346911865e-09,0.00319812076623175,0.0011874837169902899,0.03223806810048882,0.0005398716874442506,0.20996119029217944,0.0028384357560452397,0.16139170533577885,4.088071588561827e-06,4.60182050769137e-06,3.6364690948328886e-05,0.0038730314876248002,0.0010832017474053542,0.00010797957089534424,0.007362826596064596,5.067175422552246e-05,0.009796431931842655,2.5972086017248996e-05,3.9003343299387594e-05,1.6882411980530132e-09,5.515480321786621e-09,5.088523130410567e-07,1.3427772085569296e-07,4.175398427923543e-09,0.0005518007707659264,4.159334687634842e-06,0.0007409617049703656,1.5616819729224992e-11,2.0591195248411057e-07,3.082609578944493e-07,5.0418917124848716e-11,0.00022641651675029027,4.093793805752348e-06,1.2616839653351528e-05,1.871814862659778e-11,7.157164179556078e-06,1.859216361622017e-12,2.2052517710309938e-14,7.249701298165334e-08,2.2319123788783405e-06
2.9233136577994624e-05,0.3075208282024328,3.76,0.0,0.4952545996206662,0.9579695821785432,0.051560144925592,4.193086922678808e-12,3.6021457045270647e-09,0.003200464074554542,0.0011840906717470936,0.032617843299150774,0.0005398134122041694,0.21194446102974707,0.0028517117438342315,0.1629848470925902,4.072485818811007e-06,4.6006320237262345e-06,3.679985512908776e-05,0.0038997666972158834,0.0011094089557683862,0.00010845692644078035,0.007480987359422571,5.138008633315634e-05,0.010048883435252233,2.6037648961761186e-05,3.944213781299297e-05,1.7077900045967655e-09,5.650912074856067e-09,5.219585224952679e-07,1.3608338247480058e-07,4.234054634109189e-09,0.0005644224910102271,4.180232869172658e-06,0.0007574466821116337,1.5840608635047057e-11,2.1032111629507538e-07,3.117350544026085e-07,5.14513284816553e-11,0.000231456644581513,4.243739191945028e-06,1.2913417992960861e-05,1.8922067405869834e-11,7.406791835760832e-06,1.927262802101807e-12,2.262088526873556e-14,7.287151423982915e-08,2.2544511549072733e-06
2.948364012569105e-05,0.3076350762054485,3.76,0.0,0.4928422837142679,0.9573685455771909,0.05228009068891998,4.245104177889201e-12,3.645084461874637e-09,0.0032026295252684705,0.001180664994973357,0.03299633596133928,0.0005397373337008968,0.21391571331848078,0.002864978721384152,0.1645714244323232,4.056808418785651e-06,4.599177031485707e-06,3.723353895996324e-05,0.003926235585382094,0.001135921493223278,0.00010892995806569407,0.0075993688813642485,5.208740184659647e-05,0.0103046613592531,2.61022835254878e-05,3.9878502532238614e-05,1.727299006610272e-09,5.787843232673481e-09,5.352259056549172e-07,1.3788585556910137e-07,4.2924944445784425e-09,0.0005771407802727137,4.200903481564739e-06,0.0007740740916923184,1.6063701470344504e-11,2.1475152936476121e-07,3.151844890898493e-07,5.249094183734732e-11,0.00023654964946476397,4.397093900118011e-06,1.3212260438415906e-05,1.912455344092691e-11,7.661548199007349e-06,1.9968549201756455e-12,2.319600990717109e-14,7.324049604160303e-08,2.276897668825303e-06
2.9734143673387474e-05,0.30774896545182384,3.76,0.0,0.490440391997782,0.9567650716913254,0.053001693226885756,4.296895096658955e-12,3.6878930741176546e-09,0.0032046242834920247,0.0011772086878135029,0.033373529906687495,0.0005396441248706879,0.21587491917701665,0.0028782350381043728,0.16615142092587554,4.041046731535095e-06,4.597466762497133e-06,3.7665725633033904e-05,0.0039524425442326585,0.0011627380741956025,0.00010939874933145314,0.007717959003868837,5.2793641570232203e-05,0.010563757001630172,2.6166010759995362e-05,4.0312421136859336e-05,1.746766829543866e-09,5.9262643003772914e-09,5.486537197063614e-07,1.3968498839545896e-07,4.35071444409408e-09,0.0005899536874375978,4.221350617637668e-06,0.0007908420963154352,1.6286084133260516e-11,2.1920233156824432e-07,3.1860927285562014e-07,5.353765373215322e-11,0.0002416953922671527,4.553879633030716e-06,1.3513317407361253e-05,1.9325603409489915e-11,7.921447802756713e-06,2.0680025342028087e-12,2.3777848751627213e-14,7.360410350276843e-08,2.299252324259099e-06
2.99846472210839e-05,0.30786249419162653,3.76,0.0,0.4880489671398787,0.9561591864199804,0.05372491833775679,4.3484595186269005e-12,3.730571090852441e-09,0.003206455243536411,0.001173723667437476,0.033749410091106526,0.0005395344336187976,0.2178220546952109,0.0028914790788786044,0.16772482264078187,4.0252077793435985e-06,4.595512013881569e-06,3.809639929180592e-05,0.003978391849400217,0.0011898574014025083,0.00010986338084818174,0.007836745808837657,5.3498748341341695e-05,0.010826161403865326,2.6228850983744203e-05,4.074387850351557e-05,1.7661921408919444e-09,6.066165879156904e-09,5.622412161100283e-07,1.414806342484323e-07,4.408711526971079e-09,0.0006028592823260557,4.241578226611849e-06,0.000807748863781978,1.6507743660382168e-11,2.2367267810833217e-07,3.220094290774221e-07,5.4591361619596846e-11,0.00024689373504583576,4.714117451947534e-06,1.3816539906296352e-05,1.9525214743888885e-11,8.186504089700372e-06,2.140715172317135e-12,2.4366358651959728e-14,7.396247758342644e-08,2.321515511204768e-06
3.0235150768780325e-05,0.30797566084526606,3.76,0.0,0.48566804757074794,0.9555509153411612,0.054449732626571344,4.399797477522043e-12,3.773118143925664e-09,0.003208129038571822,0.0011702117705342508,0.03412396255609382,0.0005394088838639688,0.21975709984786007,0.0029047092641424875,0.16929161802214127,4.00929827769652e-06,4.5933231641477135e-06,3.852554499637839e-05,0.004004087661858311,0.0012172781665514,0.00011032393039507971,0.007955717612208632,5.4202666953506855e-05,0.011091865360937826,2.6290823809727565e-05,4.1172860640718494e-05,1.785573637587756e-09,6.207538426550891e-09,5.759876407783889e-07,1.4327265024863322e-07,4.466482784729751e-09,0.0006158556560679709,4.261590120666061e-06,0.0008247925675704137,1.6728667820528448e-11,2.2816173987294642e-07,3.2538499152193087e-07,5.565196362504574e-11,0.0002521445410213722,4.877827784679707e-06,1.4121879539015495e-05,1.972338550283854e-11,8.456729436929699e-06,2.215002075958584e-12,2.4961496302965218e-14,7.431575451078609e-08,2.343687608644119e-06
3.048565431647675e-05,0.30808846399542317,3.76,0.0,0.48329766767234206,0.9549402837213943,0.05517610347819966,4.450909246512089e-12,3.815533950472677e-09,0.0032096520501519506,0.001166674756590303,0.03449717438019828,0.0005392680764886265,0.2216800383172864,0.002917924049750069,0.17085179777943618,3.993324648049168e-06,4.590910188883313e-06,3.8953148706738016e-05,0.004029534029889954,0.0012449990510025818,0.00011078047303298232,0.008074862958238936,5.490534412425348e-05,0.011360859430701893,2.635194818171064e-05,4.159935463557951e-05,1.8049100489245295e-09,6.3503726030493826e-09,5.898922346080956e-07,1.4506089756419377e-07,4.524025522048504e-09,0.0006289409214186496,4.2813899802855186e-06,0.0008419713872785488,1.6948845174512e-11,2.326687032925286e-07,3.287360033781229e-07,5.6719358616825885e-11,0.00025744767454819915,5.045030433778777e-06,1.4429288513680171e-05,1.992011437492833e-11,8.732135180943908e-06,2.2908722030963535e-12,2.556321826459782e-14,7.466406631537812e-08,2.3657689955684825e-06
3.0736157864173175e-05,0.30820090237938313,3.76,0.0,0.48093785795947386,0.9543273165248254,0.055903999031502005,4.501794902919326e-12,3.857818119592536e-09,0.0032110304175160384,0.0011631143112078072,0.03486903363260193,0.000539112590234625,0.22359085732435974,0.002931121926735942,0.17240535477892122,3.977293030210379e-06,4.588282675982284e-06,3.937919721410786e-05,0.004054734891173528,0.001273018726401363,0.00011123308119075233,0.008194170613986085,5.560672841940408e-05,0.011633133942937255,2.641224240057768e-05,4.202334861289231e-05,1.8242001394267342e-09,6.494658807960451e-09,6.039542339733746e-07,1.468452416306269e-07,4.58133729332085e-09,0.0006421132130232176,4.300981360057534e-06,0.0008592835090333555,1.7168265205143972e-11,2.3719277005028875e-07,3.3206251772417526e-07,5.779344630446062e-11,0.00026280300108997,5.215744584842993e-06,1.4738719648519162e-05,2.0115400669229852e-11,9.01273164244701e-06,2.3683342328402795e-12,2.6171480909388936e-14,7.500754099017259e-08,2.3877600412803167e-06
3.09866614118696e-05,0.3083129748819158,3.76,0.0,0.47858864525306893,0.9537120384219576,0.056633388154449196,4.552454526065917e-12,3.899970264866883e-09,0.0032122700465755934,0.001159532049301842,0.035239529328635465,0.0005389429826218797,0.22548954746691666,0.002944301421025427,0.1739522839407388,3.961209294912081e-06,4.585449840276867e-06,3.9803678086954105e-05,0.004079694074917701,0.0013013358552671074,0.00011168182477073836,0.008313629563923723,5.6306770156411057e-05,0.011908679008080295,2.6471724140562863e-05,4.244483168354302e-05,1.8434427007164222e-09,6.640387819266015e-09,6.181728708025955e-07,1.4862555135451676e-07,4.638415817423721e-09,0.0006553706876333135,4.320367694298265e-06,0.0008767271258753597,1.7386918010348752e-11,2.417331573480713e-07,3.35364596101897e-07,5.887412707429024e-11,0.0002682103871941107,5.389988814870712e-06,1.5050126376120128e-05,2.0309244221188935e-11,9.2985281507923e-06,2.447396568455787e-12,2.678624047419491e-14,7.534630227739196e-08,2.4096610994074246e-06
3.1237164959566026e-05,0.30842468052851324,3.76,0.0,0.4762500528464581,0.9530944737981183,0.0573642404200938,4.6028888415571445e-12,3.941990282960095e-09,0.0032133766186219627,0.0011559295180103265,0.03560865138707684,0.000538759790846336,0.22737610256480384,0.0029574610930756013,0.1754925821403176,3.945079055438097e-06,4.582420537749059e-06,4.022657967387362e-05,0.004104415304011515,0.0013299490915642963,0.00011212677126197732,0.0084332290046778,5.70054213613575e-05,0.012187484525598967,2.653041048004236e-05,4.286379389027026e-05,1.862636556006417e-09,6.787549884515133e-09,6.325473728138874e-07,1.5040169947983055e-07,4.6952590074893775e-09,0.0006687115242896945,4.3395523018817295e-06,0.0008943004381187197,1.7604794411542528e-11,2.462890978365718e-07,3.386423078063757e-07,5.99613020576466e-11,0.00027366970046014956,5.567781100647793e-06,1.5363462747045972e-05,2.0501645412259314e-11,9.589533068091698e-06,2.5280673415332105e-12,2.7407453097494358e-14,7.568047001528432e-08,2.4314725199295533e-06
