Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57)
0.04373525453597472,0.45836974920125695,2.951685113787104e-09,1.9588397208795933e-10,2.1052407746302187e-08,7.714797442240832e-05,0.0,0.0,0.00020145498624145761,0.0003927516497936017,0.00012955796765444144,2.057421319100105e-07,1.2957488698502852e-09,8.629714233255803e-29,1.28372640664661e-20,1.2585326996135497e-13,1.3860623730607307e-08,0.00011370041031597126,8.478466058021107e-13,3.4099740259926197e-18,1.2020570748117515e-06,5.74976839944944e-13,7.0196118551439e-16,2.364853143431971e-09,1.708434135575815e-11,1.8446709859460742e-05,1.1406707471207935e-09,0.044967701068359574,2.134713135971176e-06,1.192641829082139e-08,3.0713359660388004e-12,2.2039740133758666e-13,8.785936565692325e-09,4.236487352744073e-06,3.76,0.0,0.6114204068137917,0.9984152702032644,0.0017137663033368338,5.0423582647124864e-06,0.0451175717133668,2.4654344573320382e-08,0.002141281552853787,5.481038224012382e-09,2.561233417354277e-12,2.0159854424764425e-12,2.4576978191489615e-09,6.320001159339667e-11,1.1660730871911803e-08,3.059847302408261e-10,8.550955991555983e-07,1.0605131616162085e-12,2.3448877402479754e-16,4.201644329127209e-18,9.247940500519072e-15,1.1982297707846533e-08,1.0970733683439694e-08,7.216610143123317e-13,1.007900406882507e-15,2.8200863072932844e-10
0.04433528899805753,0.45842389811099055,3.0544062649707395e-09,2.038865035856564e-10,2.195766898069619e-08,8.061729644312721e-05,0.0,0.0,0.000205760133064732,0.00040928496926098164,0.00013656770725111844,2.2034212179155694e-07,1.3501783663549939e-09,9.677245444537397e-29,1.391594750179137e-20,1.3279129485757409e-13,1.4631173917930236e-08,0.00011946934067029464,9.168120329537628e-13,3.73624966380879e-18,1.265479436334373e-06,5.826187436217596e-13,7.422007324030691e-16,2.5654572200658125e-09,1.8415703670684006e-11,1.9412986598891454e-05,1.185621402693319e-09,0.04555526404422503,2.243385327661407e-06,1.2383273920213118e-08,3.2978975164624053e-12,2.3824630576422683e-13,9.134238898997236e-09,4.481931401412226e-06,3.76,0.0,0.610716223942324,0.9983402685310051,0.0018079947988935991,5.33266769418994e-06,0.04571302406337841,2.5647283571656986e-08,0.0022499339253938396,5.710292727523046e-09,2.7966366088434167e-12,2.187494926287088e-12,2.6830427764199324e-09,6.986632641724302e-11,1.2658506874382112e-08,3.2914722215592976e-10,9.297126767492822e-07,1.1918870821576758e-12,2.473692781981147e-16,4.432441081580173e-18,9.739309639638165e-15,1.2462553199022485e-08,1.1519497030196152e-08,7.62402834264554e-13,1.0607220374834673e-15,3.090152431382963e-10
0.04493532346014035,0.45847816349509374,3.1596252473521944e-09,2.121379081887942e-10,2.2890528899709074e-08,8.4202445082492e-05,0.0,0.0,0.0002100998243966105,0.0004263000079627199,0.0001438749662962645,2.3582640903276838e-07,1.406346700023437e-09,1.084874212991091e-28,1.5076885292894318e-20,1.4003652297313827e-13,1.544294782825043e-08,0.00012544871443306445,9.90524365415806e-13,4.089613213868299e-18,1.3314511643777519e-06,5.902539001514366e-13,7.844573583905397e-16,2.7816580327160515e-09,1.9843334717608897e-11,2.0417109948332795e-05,1.2318098374392341e-09,0.04614183518640999,2.3560897697102115e-06,1.285182627234196e-08,3.537926487974074e-12,2.5730743203615487e-13,9.492256658072568e-09,4.73843070177797e-06,3.76,0.0,0.6100084884170734,0.9982625010911352,0.001906156977384397,5.638980101642783e-06,0.04630779926050485,2.6669311902598714e-08,0.0023628094001020817,5.946926287883727e-09,3.0508207668501583e-12,2.3716402354156187e-12,2.9263133334391884e-09,7.71528059432053e-11,1.3730099061816987e-08,3.5411973762182487e-10,1.0108460331050405e-06,1.3406132173304467e-12,2.6081633442160954e-16,4.6733894770588554e-18,1.025163574945627e-14,1.295672403706642e-08,1.2109602974826267e-08,8.048960894360632e-13,1.115614364162017e-15,3.3827854070389907e-10
0.045535357922223164,0.4585325500885818,3.2673816550090985e-09,2.2064500317743582e-10,2.3851542644279664e-08,8.790602382799301e-05,0.0,0.0,0.00021447412393554212,0.0004438053481802931,0.0001514897045402156,2.522414879969003e-07,1.4642996760381577e-09,1.214323019352351e-28,1.6325790299279263e-20,1.4760043173816308e-13,1.629809389590875e-08,0.00013164324969040903,1.0692582894236647e-12,4.472003615715257e-18,1.400046672404075e-06,5.978823219016279e-13,8.288289424860047e-16,3.014580996442433e-09,2.1373796910660905e-11,2.1460115817005635e-05,1.2792596990242876e-09,0.046727402604131836,2.4729231673703367e-06,1.3332252347160135e-08,3.7920420671877194e-12,2.7764839100859e-13,9.860181766224643e-09,5.00634590526366e-06,3.76,0.0,0.609297088119086,0.9981818939829685,0.0020083666866186002,5.962144608098821e-06,0.046901894525868654,2.7721034085380962e-08,0.002480022378533178,6.19112785015251e-09,3.3250676386681147e-12,2.569218171110752e-12,3.188727692460634e-09,8.510996957139598e-11,1.488016724864958e-08,3.8102285823389713e-10,1.098981464185211e-06,1.5089856022083403e-12,2.7485084710115633e-16,4.924864086635949e-18,1.0785673294533753e-14,1.3465090439728602e-08,1.2744241093906222e-08,8.491944527831444e-13,1.1726341713570722e-15,3.699603880312421e-10
0.04613539238430598,0.4585870627098741,3.3777156312211655e-09,2.294148425358379e-10,2.484127555261028e-08,9.173066960833448e-05,0.0,0.0,0.0002188831061773397,0.00046180969525813544,0.0001594221811733585,2.6963608598769755e-07,1.5240843435068625e-09,1.3581537835742957e-28,1.7668744292111337e-20,1.5549493364311924e-13,1.7198866040975015e-08,0.0001380577039234992,1.1533020220160155e-12,4.885480088200084e-18,1.471341986303902e-06,6.055040224310903e-13,8.754188286707712e-16,3.2654281593776033e-09,2.3014074958715212e-11,2.2543059821848353e-05,1.3279950913127735e-09,0.04731195413662525,2.5939833958064826e-06,1.3824731070252006e-08,4.060884566223832e-12,2.993398304450669e-13,1.0238210104654654e-08,5.286045000616253e-06,3.76,0.0,0.6085819090751622,0.9980983719548722,0.00211473980746717,6.3030541456713454e-06,0.047495307017696914,2.88030673796323e-08,0.0026016891484711238,6.4430914371175e-09,3.620733062221738e-12,2.7810683551884648e-12,3.471573977575989e-09,9.379193585977349e-11,1.6113620417718797e-08,4.0998394918216827e-10,1.1946351046875392e-06,1.6995913850167388e-12,2.8949449848840157e-16,5.187253419050327e-18,1.1342204326353201e-14,1.3987938144008152e-08,1.342681050950449e-08,8.953527555058698e-13,1.2318393289967502e-15,4.0423242806257005e-10
0.046735426846388796,0.4586417062622175,3.4906678837632263e-09,2.3845472663653357e-10,2.586030348418337e-08,9.567905303572906e-05,0.0,0.0,0.00022332685614757198,0.0004803218811466937,0.0001676829649564752,2.880612685408232e-07,1.5857490295397018e-09,1.5187739600384292e-28,1.911222029782347e-20,1.6373239523607876e-13,1.8147628153618678e-08,0.0001446968737373298,1.2429579029582327e-12,5.332228716474694e-18,1.5454147789562855e-06,6.131190165198978e-13,9.243361706220342e-16,3.535483143363271e-09,2.477160045460519e-11,2.3667017676377942e-05,1.3780405858242224e-09,0.04789547734834358,2.7193695015392622e-06,1.4329443334449521e-08,4.345115970463263e-12,3.224555433681503e-13,1.0626541621315436e-08,5.577903358194399e-06,3.76,0.0,0.60786283543176,0.9980118583799141,0.0022253942839151036,6.662647574735936e-06,0.04808803383224264,2.991604217302555e-08,0.0027279279074985795,6.703016306340071e-09,3.939250588502801e-12,3.0080752082805476e-12,3.7762136286117295e-09,1.0325665002665833e-10,1.7435628152233098e-08,4.41137482066962e-10,1.2983550055764274e-06,1.915346619082655e-12,3.047697821022509e-16,5.460960519536717e-18,1.1922039646951125e-14,1.4525558563204922e-08,1.4160931592598504e-08,9.434270119074746e-13,1.2932888140909315e-15,4.4127657081394063e-10
0.04733546130847161,0.45869648573516,3.606279700722422e-09,2.477722125663453e-10,2.6909213155682814e-08,9.975387865331043e-05,0.0,0.0,0.00022780546915223389,0.0004993508679813811,0.00017628294471400244,3.075705497738655e-07,1.6493433749388642e-09,1.6960201923844956e-28,2.066310745177725e-20,1.7232565826797392e-13,1.914685876276267e-08,0.0001515655946071091,1.338543024008091e-12,5.814569547431753e-18,1.6223444056691075e-06,6.207273202039242e-13,9.756963133309032e-16,3.826116379934624e-09,2.665427880050057e-11,2.4833085590783837e-05,1.4294212337508762e-09,0.04847795952406325,2.849181703488958e-06,1.4846572046908185e-08,4.645420509662332e-12,3.4707258130263485e-13,1.1025380445589762e-08,5.882303772026745e-06,3.76,0.0,0.6071397494281524,0.9979222752307838,0.0023404501539890715,7.041911888784115e-06,0.04868007200482034,3.106060237992528e-08,0.002858858787128234,6.9711071129664956e-09,4.2821353426378085e-12,3.2511700542200216e-12,4.104084965526883e-09,1.1356612478054769e-10,1.8851632545130093e-08,4.746253727944368e-10,1.4107227814582466e-06,2.1595362285978113e-12,3.2070003976902375e-16,5.746403633566509e-18,1.2526020101758406e-14,1.5078248947140278e-08,1.4950458234777444e-08,9.934744460516528e-13,1.3570427329640279e-15,4.812855022868126e-10
0.04793549577055443,0.4587514062060763,3.7245929692350114e-09,2.573751248307436e-10,2.798860248420537e-08,0.00010395788518776684,0.0,0.0,0.00023231905054846167,0.0005189057516980842,0.00018523334020349619,3.2822000804937936e-07,1.7149183707438377e-09,1.891965970141727e-28,2.232873812484493e-20,1.8128806196142653e-13,2.019915587482077e-08,0.00015866874064447727,1.4403898798092497e-12,6.3349640002193346e-18,1.7022119405263828e-06,6.283289508055217e-13,1.0296211953072025e-15,4.1387906575950484e-09,2.8670516961986415e-11,2.604238068370956e-05,1.482162578284811e-09,0.049059387663888426,2.983521393700446e-06,1.5376302132439837e-08,4.962505240659765e-12,3.732713699212016e-13,1.1434935006844101e-08,6.199636499573451e-06,3.76,0.0,0.606412531368827,0.9978295430539689,0.002460029581570916,7.441884510078041e-06,0.049271418510961375,3.223740584778099e-08,0.002994603877494692,7.2475740755584926e-09,4.650988023255539e-12,3.511333296576352e-12,4.456706912053081e-09,1.2478669526980763e-10,2.036736060882823e-08,5.105973343812268e-10,1.53235533079338e-06,2.4358586165485544e-12,3.3730950059630153e-16,6.0440169051823325e-18,1.315501793509295e-14,1.5646312545004758e-08,1.5799490714629715e-08,1.045553519358423e-12,1.4231623441415257e-15,5.244632142919461e-10
0.04853553023263724,0.4588064728417442,3.845650193009294e-09,2.672715662198265e-10,2.9099080934895798e-08,0.00010829384580741796,0.0,0.0,0.00023686771553083847,0.0005389957656888694,0.00019454571337469855,3.5006840719589633e-07,1.7825263951758652e-09,2.1106876276494476e-28,2.4116914336462018e-20,1.9063346440903549e-13,2.1307241970303714e-08,0.00016601122438534126,1.548847037957568e-12,6.896022517390446e-18,1.785100213664491e-06,6.359239269651375e-13,1.0862397614008092e-15,4.475066997728452e-09,3.08292519554476e-11,2.7296041406103743e-05,1.5362906669285414e-09,0.04963974847815355,3.1224911377295475e-06,1.5918820579482553e-08,5.297100642519173e-12,4.011358269921973e-13,1.1855418152591207e-08,6.530299299062434e-06,3.76,0.0,0.6056810595951265,0.9977335809431723,0.0025842568891088716,7.863655679275117e-06,0.049862070267694826,3.344712477202681e-08,0.003135287252606483,7.53263314582463e-09,5.0474990131935504e-12,3.78959665500661e-12,4.835682851922229e-09,1.3698928894456875e-10,2.198883719947292e-08,5.492112427104279e-10,1.6639066319719712e-06,2.748475426563714e-12,3.5462331855899215e-16,6.354251050421558e-18,1.3809938095552304e-14,1.6230058771262944e-08,1.6712389186653046e-08,1.099723957343426e-12,1.4917100818960508e-15,5.710255559130177e-10
0.04913556469472006,0.458861690899975,3.969494510785217e-09,2.7746992947381524e-10,3.024126988308052e-08,0.00011276456838675665,0.0,0.0,0.00024145158893476616,0.0005596302844984931,0.00020423198003246615,3.731773235627145e-07,1.8522212525816102e-09,2.3519695946034525e-28,2.6035937121894532e-20,2.003762668141085e-13,2.2473969208180588e-08,0.00017359799660162617,1.664279854555576e-12,7.500512847498793e-18,1.8710938495038965e-06,6.435122686793423e-13,1.1456884230011603e-15,4.836610876377617e-09,3.313998227161483e-11,2.8595227977609423e-05,1.5918320645264458e-09,0.05021902838222106,3.2661946745882797e-06,1.6474316484126956e-08,5.649961240088223e-12,4.3075348603762414e-13,1.2287047273885817e-08,6.874697464297046e-06,3.76,0.0,0.6049452104561147,0.9976343065119517,0.0027132585912386297,8.30837094232281e-06,0.0504520241349599,3.469044612369824e-08,0.003281034996157608,7.826506185065597e-09,5.473452781205101e-12,4.087045555128133e-12,5.242704670697714e-09,1.5024971121078376e-10,2.3722398478001627e-08,5.906335185978187e-10,1.8060696184487651e-06,3.102067027436598e-12,3.7266761484625025e-16,6.677574116172684e-18,1.4491719713613416e-14,1.682980337505044e-08,1.7693787821570688e-08,1.1560467786931e-12,1.5627495805098979e-15,6.212008074076426e-10
0.049735599156802875,0.4589170657312977,4.096169718200803e-09,2.8797890952559794e-10,3.141580298690719e-08,0.00011737289577744973,0.0,0.0,0.0002460708050529868,0.0005808188275650293,0.0002143044219190956,3.976112792171876e-07,1.924058213813741e-09,2.617686008589417e-28,2.809464092454797e-20,2.105314402753558e-13,2.3702324836452457e-08,0.00018143404613987313,1.7870712177667546e-12,8.151368762583452e-18,1.9602793059715657e-06,6.510939973342727e-13,1.2081115511943184e-15,5.225198810547954e-09,3.561280055507178e-11,2.9941122836092562e-05,1.6488138669459165e-09,0.05079721349117072,3.414736916361347e-06,1.7042981066252905e-08,6.021866242910834e-12,4.622156228738164e-13,1.2730044438394883e-08,7.233243856883424e-06,3.76,0.0,0.6042048582786638,0.9975316358655637,0.0028471634293274805,8.77723373810186e-06,0.05104127691715649,3.5968072085716384e-08,0.0034319752278967317,8.129421144344732e-09,5.9307324644039185e-12,4.404821612301952e-12,5.679556995641797e-09,1.6464894785359473e-10,2.5574705939750988e-08,6.350395279869503e-10,1.9595781364130918e-06,3.501894356622613e-12,3.9146952449450515e-16,7.014472315763877e-18,1.5201337721544542e-14,1.7445868612367823e-08,1.874860962886054e-08,1.2145843262804646e-12,1.6363456992861918e-15,6.752302773958829e-10
0.05033563361888569,0.4589726027806988,4.225720287818523e-09,2.9880751567697627e-10,3.2623326561310905e-08,0.00012212170608612383,0.0,0.0,0.0002507255074679819,0.0006025710630045481,0.00022477569923077203,4.23437881559802e-07,1.9980940562769494e-09,2.9137635518643313e-28,3.030242492402768e-20,2.2111454977428506e-13,2.4995436761097765e-08,0.00018952439978852623,1.917622306574489e-12,8.851698945385145e-18,2.052744914734535e-06,6.5866913573835e-13,1.273661970297847e-15,5.642725329350226e-09,3.825842653698179e-11,3.1334931100704325e-05,1.7072637142503277e-09,0.051374289614378434,3.5682239474505073e-06,1.762500772022279e-08,6.413620193810231e-12,4.956173838268576e-13,1.3184636518332834e-08,7.606358935716817e-06,3.76,0.0,0.6034598753367536,0.9974254835719933,0.0029861024069545708,9.271508090306388e-06,0.051629825364840114,3.72807204979477e-08,0.0035882381305534262,8.441612248161004e-09,6.421324529746601e-12,4.7441251584768325e-12,6.148121580208276e-09,1.8027348515691257e-10,2.7552761025714427e-08,6.826139965496611e-10,2.125208988392928e-06,3.953867816022499e-12,4.1105723847083285e-16,7.365450782913575e-18,1.5939804310014532e-14,1.8078583421686024e-08,1.988208199377426e-08,1.275400295744941e-12,1.7125645482843077e-15,7.333689241270844e-10
0.050935668080968506,0.459028307589419,4.358191390802252e-09,3.099650847128952e-10,3.3864499968832674e-08,0.00012701391296027093,0.0,0.0,0.000255415848892884,0.000624896811444771,0.00023565886358402184,4.5072796966374164e-07,2.0743871063338884e-09,3.240159381635372e-28,3.266928632121351e-20,2.321417812446446e-13,2.6356579343764342e-08,0.00019787412217630784,2.056353404147841e-12,9.604796633282436e-18,2.1485809224702004e-06,6.662377081642884e-13,1.3425015077297283e-15,6.091210349562794e-09,4.108824347017404e-11,3.277788104897929e-05,1.767209804705561e-09,0.05195024224998178,3.726763023355955e-06,1.822059205222875e-08,6.826053652664861e-12,5.310579206290018e-13,1.3651055326054668e-08,7.994470783597046e-06,3.76,0.0,0.6027101318199697,0.9973157626321537,0.0031302088263410782,9.792521407179533e-06,0.052217666176568533,3.86291253175184e-08,0.003749955977321,8.763320186080332e-09,6.9473237825725765e-12,5.106217952251466e-12,6.650381883126858e-09,1.9721564873746862e-10,2.966392033766992e-08,7.335514413663576e-10,2.3037840663483083e-06,4.464623982540866e-12,4.314600509140827e-16,7.731034418318671e-18,1.6708170577078116e-14,1.872828360366138e-08,2.1099752962426764e-08,1.338559766668244e-12,1.791473514849843e-15,7.958860016982198e-10
0.05153570254305132,0.4590841857968096,4.493628922345174e-09,3.214612950156057e-10,3.513999602711525e-08,0.0001320524658820078,0.0,0.0,0.0002601419910300385,0.0006478060499041676,0.0002469673714500268,4.795557677215363e-07,2.152997284356527e-09,3.5982187834229665e-28,3.520586535655275e-20,2.436299746791724e-13,2.778917946226349e-08,0.00020648831570553008,2.2037047502006183e-12,1.0414149925430768e-17,2.2478795332193242e-06,6.737997403862441e-13,1.4148016031004584e-15,6.572806977241341e-09,4.411433673806346e-11,3.4271224608747655e-05,1.8286809101998653e-09,0.05252505657922784,3.8904625691261346e-06,1.8829931916988788e-08,7.260023900648627e-12,5.6864052893913e-13,1.4129537765746194e-08,8.398015130957681e-06,3.76,0.0,0.6019554958011963,0.9972023844492273,0.0032796183257445873,1.0341667392989812e-05,0.052804796000907296,4.001403708785494e-08,0.003917263159891734,9.094792308901977e-09,7.510938634106656e-12,5.4924260224820864e-12,7.188427896445435e-09,2.1557396232239267e-10,3.191591150234343e-08,7.880566248007984e-10,2.496172578339061e-06,5.0416109935746215e-12,4.527084163562904e-16,8.111768915019392e-18,1.750752851528522e-14,1.9395312003207118e-08,2.2407508311062857e-08,1.404129238120245e-12,1.8731412910237013e-15,8.630657322122806e-10
0.05213573700513414,0.45914024314224605,4.6320795247499986e-09,3.333061802459337e-10,3.645050141284615e-08,0.00013724035047039563,0.0,0.0,0.0002649041044312741,0.0006713089157257917,0.000258715098073729,5.099990459147446e-07,2.233986148391047e-09,3.9964613020264057e-28,3.7923483640616636e-20,2.5559665128960075e-13,2.9296822720772294e-08,0.0002153721205225145,2.360137401431244e-12,1.1283452122337731e-17,2.3507349518461042e-06,6.813552597131571e-13,1.490743899886082e-15,7.0898097595004405e-09,4.7349531973075786e-11,3.58162378653444e-05,1.8917063904490264e-09,0.053098717460700995,4.059432177395338e-06,1.9453227471632678e-08,7.716415651352525e-12,6.084727877093748e-13,1.462032597327461e-08,8.817435376514955e-06,3.76,0.0,0.6011958332034905,0.9970852587971369,0.0034344689178333857,1.0920409075092092e-05,0.05339121143860159,4.143622341742085e-08,0.004090296217044504,9.43628282786754e-09,8.1144963885076e-12,5.904142524634585e-12,7.764461136736281e-09,2.354535275666305e-10,3.431684969650715e-08,8.463450249199495e-10,2.7032933726349915e-06,5.69318354719961e-12,4.748339972670101e-16,8.508221610094319e-18,1.83390126492329e-14,2.0080018695886788e-08,2.3811589437193538e-08,1.4721766592296637e-12,1.9576379017504003e-15,9.352080047483748e-10
0.05273577146721695,0.4591964854671056,4.773590612622366e-09,3.455101438896055e-10,3.7796717081765794e-08,0.0001425805887936705,0.0,0.0,0.00026970236838244155,0.0006954157105556766,0.00027091635189427165,5.421392890267688e-07,2.317416939673491e-09,4.43593024179932e-28,4.083417814948213e-20,2.6806004195798585e-13,3.088325990067074e-08,0.00022453071452680013,2.5261341537795593e-12,1.221661289005487e-17,2.4572434286149984e-06,6.889042950349898e-13,1.5705208914682541e-15,7.644663408393766e-09,5.0807436832284016e-11,3.741422158448483e-05,1.956316207525127e-09,0.05367120942442903,4.233782605963038e-06,2.009068120441829e-08,8.196141800248609e-12,6.506667058711863e-13,1.512366745753699e-08,9.253182604644241e-06,3.76,0.0,0.600431007766126,0.9969642937881181,0.0035949010290547,1.1530281950585532e-05,0.05397690904492273,4.289646947612963e-08,0.004269193863784082,9.788053022721381e-09,8.760448919954848e-12,6.342830802951614e-12,8.380799825395541e-09,2.5696642604085175e-10,3.687525484309352e-08,9.086433226786045e-10,2.926117363149517e-06,6.42870853396854e-12,4.978697139334073e-16,8.920982378563817e-18,1.920380177827739e-14,2.0782761178833313e-08,2.531861211177065e-08,1.5427714613792692e-12,2.0450347339309846e-15,1.0126291020748374e-09
0.05333580592929977,0.45925291871680607,4.918210402546327e-09,3.580839757170359e-10,3.917935871851328e-08,0.00014807623969109604,0.0,0.0,0.00027453697077463367,0.0007201369043855326,0.00028358588948892646,5.760618732861518e-07,2.4033546338328937e-09,4.916527698320302e-28,4.395076168577787e-20,2.810391292542979e-13,3.255241375738025e-08,0.0002339693134248205,2.702200524406402e-12,1.3217770517713458e-17,2.567503304957667e-06,6.964468768650203e-13,1.6543366789875881e-15,8.239972022466665e-09,5.4502486834722095e-11,3.906650175197182e-05,2.0225409437834447e-09,0.05424251666586089,4.413625775042005e-06,2.0742498000052875e-08,8.70014420991304e-12,6.953388744493071e-13,1.5639815277971924e-08,9.705715599535345e-06,3.76,0.0,0.5996608810098034,0.996839395839377,0.003761057540014891,1.217289725686821e-05,0.0545618853321973,4.439557850146589e-08,0.004454097021026283,1.0150371456431845e-08,9.451378752363287e-12,6.810027660331761e-12,9.039884386417211e-09,2.8023214496275357e-10,3.960006955299256e-08,9.751899165346963e-10,3.165670061060002e-06,7.2586824561912535e-12,5.21849816398651e-16,9.350664922592573e-18,2.010312147832899e-14,2.1503904563781048e-08,2.6935586135224473e-08,1.6159845998669257e-12,2.135404566554315e-15,1.095662456290684e-09
0.053935840391382585,0.45930954894291004,5.0659879398950475e-09,3.710388672866529e-10,4.059915717509123e-08,0.00015373039910540043,0.0,0.0,0.00027940810802075085,0.0007454831396313528,0.0002967389310585525,6.118562518250039e-07,2.4918659886891773e-09,5.4498123132311475e-28,4.7286874482283396e-20,2.9455367992987447e-13,3.4308385971989344e-08,0.0002436931708304563,2.888865729325678e-12,1.4291304023746505e-17,2.681615060454753e-06,7.0398303737328e-13,1.7424076905142222e-15,8.878508834034414e-09,5.844998971980533e-11,4.0774430130757034e-05,2.0904118172937705e-09,0.05481262303971411,4.59907476404899e-06,2.1408885193146464e-08,9.229394488233753e-12,7.426106175870819e-13,1.6169028200095268e-08,1.0175500855922942e-05,3.76,0.0,0.5988853122010095,0.9967104696387927,0.0039330838268856185,1.2849945370487874e-05,0.05514613677252822,4.593437231181981e-08,0.004645148845825671,1.0523514190501663e-08,1.0190005071721183e-11,7.307346594052525e-12,9.744283143449644e-09,3.053780280418542e-10,4.2500677824210985e-08,1.0462354573098601e-09,3.423034217169355e-06,8.194861911770837e-12,5.468099409148523e-16,9.797907782632582e-18,2.1038246032934774e-14,2.2243821773965946e-08,2.8669935941705704e-08,1.6918885875217975e-12,2.2288216017279007e-15,1.1846594343678185e-09
0.0545358748534654,0.4593663823052934,5.216973127956313e-09,3.843864277432014e-10,4.2056858919417834e-08,0.00015954620042740023,0.0,0.0,0.00028431598491822705,0.0007714652352994176,0.0003103911764737823,6.496161490397184e-07,2.583019592605351e-09,6.038454216472992e-28,5.085701007145146e-20,3.08624270740572e-13,3.615546428746241e-08,0.00025370757841325126,3.0866837262792474e-12,1.5441845927871e-17,2.79968136102528e-06,7.115128104367294e-13,1.8349634181097417e-15,9.563226507751889e-09,6.266617268631379e-11,4.253938483562783e-05,2.159960696357331e-09,0.05538151205369098,4.790243807989089e-06,2.2090052591681304e-08,9.784894820102457e-12,7.926081523218179e-13,1.6711570835915448e-08,1.0663012586066322e-05,3.76,0.0,0.5981041583155147,0.9965774181096815,0.004111127803856785,1.3563199338410774e-05,0.055729659800716154,4.7513691847271885e-08,0.0048424947621508105,1.0907765012676459e-08,1.0979190114507838e-11,7.836481235407127e-12,1.0496698165694607e-08,3.325397525425255e-10,4.558692448219466e-08,1.1220433970502434e-09,3.699352578901542e-06,9.2504084901179e-12,5.727871562265802e-16,1.0263375166849966e-17,2.2010500052998923e-14,2.3002893749500683e-08,3.0529522196701944e-08,1.7705575251786973e-12,2.3253614965317534e-15,1.279990154536514e-09
0.055135909315548216,0.45942342507438655,5.371216761464191e-09,3.9813870303721895e-10,4.355322653267289e-08,0.0001655268148517228,0.0,0.0,0.00028926081462853765,0.0007980941911537697,0.0003245588219039768,6.89439764468899e-07,2.676885922072437e-09,6.680372885697013e-28,5.467659546183186e-20,3.232723423299364e-13,3.8098130170214596e-08,0.0002640178661004893,3.2962343474226987e-12,1.6674296898975928e-17,2.921807108395197e-06,7.19036231688848e-13,1.932247362263264e-15,1.029726801809109e-08,6.716823660156248e-11,4.436277092670711e-05,2.231220119928509e-09,0.055949166862057295,4.9872482934718e-06,2.278621256986117e-08,1.0367678831971387e-11,8.454627544813677e-13,1.7267713848217897e-08,1.1168732723114801e-05,3.76,0.0,0.5973172740010035,0.9964401423745194,0.004295339966646373,1.4314518546891479e-05,0.05631245081739163,4.913439771093777e-08,0.005046282492190539,1.1303415669927704e-08,1.1821946212319191e-11,8.399209120537606e-12,1.1299971521889184e-08,3.618618346148004e-10,4.8869135461028055e-08,1.2028905717850384e-09,3.995830767846884e-06,1.0440049619482833e-11,5.998200549495666e-16,1.0747758588974477e-17,2.3021261665941182e-14,2.3781509649043112e-08,3.252266443918827e-08,1.852067151452977e-12,2.4251013962133703e-15,1.382044334924175e-09
0.05573594377763103,0.45948068363347666,5.528770560908926e-09,4.123081942337997e-10,4.50890391977661e-08,0.00017167545174685405,0.0,0.0,0.0002942428184637424,0.0008253811920428848,0.0003392585770591136,7.314299867392824e-07,2.7735373980247377e-09,7.390985545279915e-28,5.876207415643095e-20,3.3852024330048807e-13,4.014106658899984e-08,0.0002746294023404488,3.5181244240166544e-12,1.799384014741004e-17,3.048099490964201e-06,7.265533385527965e-13,2.0345179372123255e-15,1.1083978143699543e-08,7.197440909870907e-11,4.6246021023465965e-05,2.3042233168913035e-09,0.05651557025907419,5.19020475428688e-06,2.3497580129787634e-08,1.097881248112368e-11,9.013109251394489e-13,1.783773414686926e-08,1.169315092075154e-05,3.76,0.0,0.5965245115388221,0.9962985417177335,0.0044858734370995705,1.5105852532365758e-05,0.05689450619236748,5.079737072821944e-08,0.005256662088195777,1.1710766106071256e-08,1.2721442683386011e-11,8.997395391166543e-12,1.2157091818350425e-08,3.9349816475353795e-10,5.235813899766214e-08,1.2890678123221585e-09,4.3137402834880845e-06,1.1780257111855931e-11,6.279488285488905e-16,1.1251778211129342e-17,2.4071965066367718e-14,2.458006706221471e-08,3.465816482174017e-08,1.9364948824985643e-12,2.528119968552917e-15,1.4912321756759276e-09
