Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887)
0.010111131432367533,0.0629724951719264,3.76,0.0,0.5588428970099133,0.8505289368881784,0.23219238705027398,0.003146825772355911,1.620813508401227e-06,0.04268871322694125,0.05421507103760604,2.374386134071816e-16,0.0025280893902367577,8.512979592652362e-13,1.0535392485361637e-07,0.01911151259358744,0.0018084380626980842,0.015879626114865795,3.4589759449237024e-06,7.191077450846908e-08,0.22621611877292255,1.2950143833477569e-06,4.889437211010756e-08,0.0035818752919984215,7.635496877644441e-05,3.512197793266498e-08,2.5806553953918867e-08,1.1132828168248585e-05,4.895946679755081e-06,0.0006818225639314878,1.059509117589872e-08,0.005214435756542832,1.50423063479719e-08,1.092589142324769e-05,1.0511206133893683e-05,2.9566981977486104e-06,1.8627217724945453e-07,0.0020835492457626967,6.193613464891011e-06,0.0008849498023396823,1.1096942391848237e-13,8.643054833701898e-11,4.098417410837428e-05,1.9038796356864347e-06,4.023529848857848e-14,5.852083982144948e-08,3.392063422846879e-10,5.818231566581813e-06,2.662200052886475e-10,1.4006459856826115e-16,3.8734136685841926e-13,0.00030276693560309597,7.153869371866909e-11,3.6491910771071e-12,2.1201389494626697e-06,4.925011717959359e-15,1.670516460094936e-12,3.88843383652691e-15,2.405245979489948e-07,7.127368707910265e-11,1.2634172327924751e-09,2.5967734712052473e-08,1.616036072222782e-11,9.076601772678681e-05,1.928831536257781e-12,1.2851091853315096e-07,1.1409443187515592e-06,5.216495191812744e-07,7.467220855510405e-11,4.2479909708863303e-13,1.0352818722548207e-14,1.5255936041257692e-11,2.6355761298766802e-12,4.510522150996594e-07,1.9384924443328974e-16,1.0976742390914988e-15,2.888823410668639e-07,3.3643342065686562e-15,1.6179445079159384e-11,6.162205995798832e-09,1.1291101091961896e-06,2.540451481968097e-05,4.268318418491453e-17,1.7991336637135888e-12,3.0656273202768e-08,2.770926392011041e-08,7.896704754199367e-17,2.1616231246156954e-15,2.2254012924305366e-12,3.4724162480778077e-12,5.296170003280847e-14,7.06692398047226e-06,5.785087101356023e-16,9.835241218278083e-11,9.78491797521131e-07,1.2708628588123987e-13,7.246126434884511e-06,1.6956978196845826e-10,6.481067340614026e-13,5.494330302887234e-12,6.574855875088644e-07,6.156931796508357e-14,1.255828123300757e-05
0.01012167681197275,0.0629790347181878,3.76,0.0,0.5577789951994168,0.8498332062089615,0.2332126114165418,0.003172715383848071,1.6295688322017042e-06,0.04269678064047928,0.05430527824352219,2.3755670042565935e-16,0.0025401291892689867,8.525707358097479e-13,1.0609194052088745e-07,0.019255317580429802,0.0018121604575438005,0.015940797693519415,3.4771668036709944e-06,7.239316485731957e-08,0.2271073595545738,1.3030880401232281e-06,4.914354167102836e-08,0.003598544955846991,7.664179952850097e-05,3.546890457489562e-08,2.6066608849334685e-08,1.1243113298965228e-05,4.917173997857529e-06,0.0006900411473950307,1.069018656219307e-08,0.005260253585378062,1.5188868167025367e-08,1.1031440600342733e-05,1.0656443452220468e-05,2.9825098005913245e-06,1.8816073170208612e-07,0.002103166444047276,6.2489316201606435e-06,0.0008925330688503682,1.123084033922878e-13,8.690763744866928e-11,4.15119291866879e-05,1.9257367329423766e-06,4.071781167738834e-14,5.9156875594627725e-08,3.4685824856743396e-10,5.918769855980719e-06,2.716076995943427e-10,1.4198973234647651e-16,3.926683705149375e-13,0.00030597873952226953,7.304906779193621e-11,3.709849195655061e-12,2.13820730218625e-06,4.966982384343419e-15,1.6850998805234241e-12,3.957421580107762e-15,2.417684732462418e-07,7.212760819488399e-11,1.2852327044559154e-09,2.6300155054652128e-08,1.6403979536782964e-11,9.11447714297976e-05,1.9554585000289503e-12,1.2992255271419283e-07,1.1477786995100508e-06,5.247899597490544e-07,7.566683960391472e-11,4.3006168566754185e-13,1.0481073744889244e-14,1.5410892630747744e-11,2.6570859169503836e-12,4.586955957240285e-07,1.9816782670802795e-16,1.1164372996980185e-15,2.94439053915512e-07,3.4078874870074277e-15,1.6388482758181226e-11,6.286303866660937e-09,1.1381447242834386e-06,2.564278776303208e-05,4.322323847521155e-17,1.8165212417053114e-12,3.0953217427746046e-08,2.8211971917439436e-08,8.039968658650804e-17,2.198482906634653e-15,2.2341696205767976e-12,3.554324755197245e-12,5.358839646219645e-14,7.141468137445988e-06,5.865097803557025e-16,9.939540300224492e-11,9.876050360034715e-07,1.2827041468562898e-13,7.332152994957037e-06,1.7159498912619718e-10,6.558020036281638e-13,5.55468468138131e-12,6.647496587908079e-07,6.216815420911105e-14,1.2679937770677005e-05
0.010132222191577969,0.06298560021935318,3.76,0.0,0.5567113946907861,0.8491342323313732,0.234236840148254,0.003198804733432182,1.6383810263426973e-06,0.042704650118787435,0.0543959494602184,2.3767467608270446e-16,0.0025522246382943133,8.538479066143099e-13,1.068365563398335e-07,0.01940029403137522,0.001815889529681586,0.01600218153657529,3.4954622445082414e-06,7.287939426562008e-08,0.22800109380166977,1.3112168115417802e-06,4.939425439604122e-08,0.0036153143245470005,7.69291753816119e-05,3.581945353073519e-08,2.6329443277556374e-08,1.1354526044345148e-05,4.9384817882472945e-06,0.0006983607839759861,1.0786116055701995e-08,0.005306474302608815,1.5336954918578487e-08,1.1138072223886654e-05,1.080367682899616e-05,3.0085489830030823e-06,1.900696553442084e-07,0.002122971574904176,6.304757661753083e-06,0.0009001801170842257,1.1366386689770139e-13,8.738745339327377e-11,4.204684807700659e-05,1.947835721400184e-06,4.1206406139511874e-14,5.979989432230671e-08,3.54696665577239e-10,6.021504031943066e-06,2.771266809336499e-10,1.4394140253772978e-16,3.9806886052382915e-13,0.0003092265851588167,7.459737225727262e-11,3.7717461936556735e-12,2.1564333027904674e-06,5.009319193078213e-15,1.6998118824485054e-12,4.027661242961107e-15,2.430202978602099e-07,7.299910460993258e-11,1.3074420661529347e-09,2.6636759566968102e-08,1.6651359866560896e-11,9.152561581138549e-05,1.9824673487370945e-12,1.313570044495674e-07,1.1546479371773751e-06,5.27945378576582e-07,7.667541873609464e-11,4.3539131865168014e-13,1.0610962712041522e-14,1.5567510304687085e-11,2.6788131118118735e-12,4.664600725489091e-07,2.0258807654260382e-16,1.1355018436499966e-15,3.0009533640862745e-07,3.4519917649517564e-15,1.6600163028164905e-11,6.412895756967556e-09,1.1472485330003983e-06,2.5883381845327617e-05,4.376983168374174e-17,1.8340537753545555e-12,3.1252657003314726e-08,2.8723065552464838e-08,8.185622339510437e-17,2.2360086841525438e-15,2.242962492408157e-12,3.638132639708278e-12,5.422288668782478e-14,7.216729856057892e-06,5.94624554878618e-16,1.0044726820474828e-10,9.967687131658025e-07,1.2946110962164648e-13,7.419111614727703e-06,1.7364234947131013e-10,6.635806652474573e-13,5.615595949847848e-12,6.72090257014568e-07,6.277204948277988e-14,1.2802617193160305e-05
0.010142767571183186,0.06299219179655194,3.76,0.0,0.5556400855963154,0.8484319982319628,0.235265087797517,0.003225095256478526,1.6472505192502365e-06,0.04271232080132632,0.0544870899608126,2.377925492398515e-16,0.002564375971057066,8.551295258697565e-13,1.0758784597951515e-07,0.019546452639296816,0.0018196252574564078,0.016063777827524467,3.5138628639565907e-06,7.336949719884254e-08,0.2288973192788309,1.3194010959617196e-06,4.964652210916954e-08,0.003632184179771727,7.721709498857467e-05,3.617366495199002e-08,2.6595089077386084e-08,1.146707827547237e-05,4.9598700721571056e-06,0.0007067827443739302,1.0882886446517283e-08,0.0053531015072659045,1.548658371705075e-08,1.124579815903328e-05,1.0952933814360078e-05,3.034817724999279e-06,1.919991858978905e-07,0.0021429664906207177,6.361096393596279e-06,0.0009078914870328428,1.1503602204799178e-13,8.787001175238896e-11,4.258903480174217e-05,1.97017911199301e-06,4.170116359857116e-14,6.044997246447804e-08,3.627262349909249e-10,6.126484970561391e-06,2.827803770231291e-10,1.4591997528969277e-16,4.035438517196073e-13,0.0003125109130842334,7.618463650554395e-11,3.83491153920431e-12,2.1748184586385563e-06,5.052025644320459e-15,1.7146535845716072e-12,4.099176260996006e-15,2.442801332694979e-07,7.388860515225838e-11,1.3300527768692547e-09,2.697759955105311e-08,1.6902561344117687e-11,9.190857574339776e-05,2.009863776820687e-12,1.32814716792044e-07,1.1615521045358048e-06,5.31115802981529e-07,7.769815261147019e-11,4.407888707987526e-13,1.0742506942784269e-14,1.5725807703848067e-11,2.7007603585252624e-12,4.743473404537616e-07,2.071125132763866e-16,1.154872202853237e-15,3.0585278380167024e-07,3.4966536540819614e-15,1.6814518826169948e-11,6.542030731875091e-09,1.1564220058129652e-06,2.61263202922261e-05,4.432303616493657e-17,1.851732130684081e-12,3.1554608335090497e-08,2.9242666937028863e-08,8.333700596783688e-17,2.2742132467114145e-15,2.251779886150848e-12,3.723882752714604e-12,5.48652755380521e-14,7.292714803527365e-06,6.028546186184512e-16,1.0150805306561685e-10,1.0059825515630343e-06,1.3065833495613199e-13,7.507011144857619e-06,1.757120767512641e-10,6.714435111321685e-13,5.677067973239596e-12,6.795081922215761e-07,6.338103547347471e-14,1.2926326270787561e-05
0.010153312950788404,0.06299880957144212,3.76,0.0,0.5545650580798703,0.8477264867987061,0.23629736893594774,0.003251588396900657,1.6561777422608153e-06,0.04271979182393115,0.054578705077055166,2.3791032892624774e-16,0.002576583421564897,8.564156485671181e-13,1.0834588402098814e-07,0.019693804203832495,0.0018233676182833932,0.016125586734520612,3.532369259792169e-06,7.386350852041656e-08,0.22979603357717948,1.3276412941004137e-06,4.9900356727166686e-08,0.0036491553083938953,7.750555701618266e-05,3.653157944056097e-08,2.686357846440368e-08,1.1580781984372357e-05,4.9813388633637135e-06,0.0007153083153753259,1.0980504561892655e-08,0.005400138829975427,1.563777187577847e-08,1.135463040320707e-05,1.110424233884285e-05,3.061318020609128e-06,1.9394956402694435e-07,0.002163153061327333,6.4179526628021985e-06,0.000915667723103308,1.1642507909081816e-13,8.835532814682828e-11,4.313859498863868e-05,1.99276943709334e-06,4.220216695158673e-14,6.110718724779442e-08,3.7095171467939967e-10,6.233764731074663e-06,2.8857230698423103e-10,1.4792582165359323e-16,4.0909437253550667e-13,0.00031583216975289603,7.781191861787547e-11,3.899375464566248e-12,2.1933642932750134e-06,5.095105275796023e-15,1.7296261135118696e-12,4.171990522761822e-15,2.455480415596962e-07,7.479654946570065e-11,1.3530724430601901e-09,2.732272688849012e-08,1.7157644562607597e-11,9.229367652675269e-05,2.037653565089311e-12,1.3429614189847756e-07,1.1684912719332921e-06,5.343012593421073e-07,7.873525107545568e-11,4.4625522812331886e-13,1.087572803023708e-14,1.5885803673795736e-11,2.722930336488033e-12,4.823591124169295e-07,2.117437203680056e-16,1.1745527584022189e-15,3.117130120919481e-07,3.541879835851901e-15,1.703158349260219e-11,6.67375877751286e-09,1.165665614609328e-06,2.6371626544075972e-05,4.488292487556708e-17,1.86955717261472e-12,3.185908787495774e-08,2.9770899539392784e-08,8.484238617035307e-17,2.3131096332756947e-15,2.2606217783273137e-12,3.8116188621769945e-12,5.551566937942967e-14,7.3694286626646084e-06,6.112015767199324e-16,1.0257780271315911e-10,1.015246263258463e-06,1.3186205359739304e-13,7.595860499940212e-06,1.7780438630662208e-10,6.793913392236662e-13,5.739104634286542e-12,6.870042841160312e-07,6.399514387236915e-14,1.3051071794852438e-05
0.01017440370999884,0.06301212420357827,3.76,0.0,0.5524038087066054,0.846305563039636,0.23837409005849738,0.003305188348269657,1.6742071184843586e-06,0.04273413141459038,0.05476338078049764,2.38145644971928e-16,0.0026011676130027607,8.590016285396963e-13,1.0988250826879621e-07,0.019992129941550137,0.001830872144029059,0.016249842990288,3.569701777741098e-06,7.486339707874987e-08,0.23160091811543412,1.3442910465843866e-06,5.041277481053122e-08,0.003683404559252872,7.808410307630606e-05,3.725868229970994e-08,2.7409218771401608e-08,1.1811692412438259e-05,5.024517984696645e-06,0.0007326755179343863,1.117831145714383e-08,0.005495458511349106,1.594489653525806e-08,1.1575662477860631e-05,1.1413127659869787e-05,3.115021318846565e-06,1.9791384057083963e-07,0.002204108738243488,6.533237419700968e-06,0.0009314169934627539,1.192547532083656e-13,8.9334297710755e-11,4.4260266441389954e-05,2.038701127749341e-06,4.3223248901591e-14,6.244333951395868e-08,3.880100348685161e-10,6.455435035553247e-06,3.005854169161433e-10,1.5202084429026773e-16,4.2042618572388215e-13,0.00032258728505687686,8.119091708060205e-11,4.032323930060453e-12,2.2309441751112865e-06,5.1823984207827e-15,1.7599681979038789e-12,4.3216146549948775e-15,2.481083271662987e-07,7.666958370619727e-11,1.400369823289693e-09,2.8026054080987943e-08,1.7679703498386178e-11,9.307040404178847e-05,2.0944367853394716e-12,1.3733198570976615e-07,1.1824748755912683e-06,5.407173686034134e-07,8.085339736779208e-11,4.573979594036247e-13,1.1147288537886467e-14,1.621096774320782e-11,2.767949383243984e-12,4.987631112356374e-07,2.213371188894504e-16,1.214862232120548e-15,3.237483799507073e-07,3.634052143917289e-15,1.747397484543942e-11,6.945198727751554e-09,1.1843651345907314e-06,2.6869437302981085e-05,4.602304981622742e-17,1.9056507694436034e-12,3.247569761227177e-08,3.085375908376058e-08,8.792836634392724e-17,2.393031395231466e-15,2.278378955365652e-12,3.993228894575588e-12,5.684090533961864e-14,7.525065920262395e-06,6.282526992137071e-16,1.047443761377017e-10,1.0339221020851405e-06,1.3428881560868466e-13,7.776444663438201e-06,1.8205762160794728e-10,6.955451624841162e-13,5.864887495351956e-12,7.022342659774678e-07,6.523885464896189e-14,1.3303699450372209e-05
0.010195494469209275,0.06302554509959911,3.76,0.0,0.550227568990713,0.844871322386248,0.2404671204419863,0.0033596163098757043,1.692472663910874e-06,0.04274766190517498,0.05495002042159544,2.383807002490629e-16,0.0026259790891312138,8.61606303595655e-13,1.1144704442060594e-07,0.020295359817664074,0.0018384029070728863,0.016374951327863683,3.607464603501573e-06,7.587934482734194e-08,0.23341572455514342,1.3611693229270154e-06,5.093160584975162e-08,0.003718068475677689,7.866480321323966e-05,3.800109607909927e-08,2.7966629618176145e-08,1.2047355715071871e-05,5.068019107398243e-06,0.0007504730150731487,1.1379592082884319e-08,0.005592463031974831,1.625847146520305e-08,1.180126712301412e-05,1.1730564038333475e-05,3.1696751096653657e-06,2.019644704503359e-07,0.002245853928591228,6.65065158462681e-06,0.0009474323726592323,1.221546251347242e-13,9.032448777254434e-11,4.541274054634243e-05,2.085651482684423e-06,4.427033931608247e-14,6.380898447019134e-08,4.059121251073797e-10,6.686956130321361e-06,3.131960865576407e-10,1.5622953913424082e-16,4.3207280563648725e-13,0.00032949562356682075,8.474343721050724e-11,4.170849532301486e-12,2.2691854673430074e-06,5.271227697625618e-15,1.7908473066156177e-12,4.476734164508759e-15,2.5070166101008496e-07,7.862195129677937e-11,1.449398124097998e-09,2.8747167984492848e-08,1.8218041242138367e-11,9.38560096356713e-05,2.1528650332032182e-12,1.40468342576951e-07,1.1965992593795913e-06,5.471938976339306e-07,8.303160194754475e-11,4.688268305718187e-13,1.1425822584375727e-14,1.6543157441280312e-11,2.81389241192471e-12,5.156861367611176e-07,2.3139031371947714e-16,1.2564663119027114e-15,3.362147884003298e-07,3.728563508471941e-15,1.7927612082545763e-11,7.227634529314295e-09,1.2033508949058352e-06,2.7377005975267192e-05,4.719080215781683e-17,1.9423414568707653e-12,3.31026187209019e-08,3.1972659253793264e-08,9.111705670505889e-17,2.4758837179710036e-15,2.2962338004447105e-12,4.183332123695078e-12,5.819947719938561e-14,7.683687371980304e-06,6.457911763037656e-16,1.0694734646746531e-10,1.0527937147229318e-06,1.3674107154690613e-13,7.960936703234292e-06,1.8640381011986577e-10,7.120486333965695e-13,5.992975975227925e-12,7.177869590739574e-07,6.650343523447848e-14,1.3560554897312148e-05
0.01021658522841971,0.06303907325177287,3.76,0.0,0.5480362623095378,0.8434236247539166,0.24257657726077397,0.003414884140938604,1.7109779339762418e-06,0.042760376252524025,0.0551386688309467,2.3861557389815205e-16,0.0026510197293742755,8.642301449401993e-13,1.1304012314342689e-07,0.02060358418263007,0.0018459596916261729,0.016500912501090793,3.645662558182193e-06,7.691164169570808e-08,0.2352404270539087,1.3782794152977276e-06,5.145694855806717e-08,0.0037531535386244918,7.924764736566945e-05,3.875916222197666e-08,2.853608272157755e-08,1.2287872272120832e-05,5.111842056445166e-06,0.0007687117001521798,1.1584402347079822e-08,0.005691182596605261,1.657864255570221e-08,1.2031545214291929e-05,1.2056789137143876e-05,3.2252958477227073e-06,2.0610348855267854e-07,0.0022884042492424903,6.770235518950307e-06,0.0009637183773852795,1.2512647496831687e-13,9.132602453807008e-11,4.6596922778073184e-05,2.1336415365784664e-06,4.534414546391824e-14,6.520476804954015e-08,4.2470053663598277e-10,6.928789931581059e-06,3.2643601771392194e-10,1.605550570451959e-16,4.4404296569342005e-13,0.000336560977369804,8.847906138117179e-11,4.315223823642065e-12,2.3081009599207995e-06,5.361622804894876e-15,1.8222727364662706e-12,4.637557425286798e-15,2.5332855746457254e-07,8.065758743768511e-11,1.5002238214577126e-09,2.9486505028212565e-08,1.8773178751300992e-11,9.465071195131792e-05,2.212987797792824e-12,1.4370917748586272e-07,1.2108648908029223e-06,5.537310210086791e-07,8.527166331465603e-11,4.805493480009447e-13,1.1711513108003545e-14,1.6882531086326758e-11,2.8607821783141394e-12,5.331425494005218e-07,2.4192650589203583e-16,1.2994018509329351e-15,3.491259270239476e-07,3.825469852829534e-15,1.8392776981494985e-11,7.521500885141635e-09,1.2226267173692892e-06,2.789452791077582e-05,4.838678709075258e-17,1.9796360975644644e-12,3.373998438717035e-08,3.3128637131939316e-08,9.441141278026831e-17,2.56178087128044e-15,2.314186061209554e-12,4.382314004004336e-12,5.959229379992585e-14,7.84533895622576e-06,6.638305984241456e-16,1.0918706914880075e-10,1.071858415940474e-06,1.392184752526732e-13,8.149410244066666e-06,1.908447322713705e-10,7.289083423558492e-13,6.1234018314073634e-12,7.336692840457583e-07,6.778913879946543e-14,1.3821693188013844e-05
0.010237675987630146,0.06305270966069984,3.76,0.0,0.54582981306797,0.8419623286430036,0.24470257790308375,0.0034710038375179325,1.7297265305681338e-06,0.04277226735619102,0.05532937183996701,2.3885034824452935e-16,0.002676291415446828,8.668736383492639e-13,1.1466239079997428e-07,0.020916895199541284,0.0018535422653525352,0.016627726980694313,3.6843004764037595e-06,7.796058289990419e-08,0.23707499668146698,1.3956246537229862e-06,5.198890317059036e-08,0.0037886663109084878,7.983262579339507e-05,3.953322978452068e-08,2.9117856231409534e-08,1.2533344485569585e-05,5.155986520538336e-06,0.0007874027429163081,1.179279870884542e-08,0.005791647936408977,1.69055590885282e-08,1.2266599869104069e-05,1.2392047206568862e-05,3.2819002088605874e-06,2.103329803845674e-07,0.0023317756151658305,6.892030300210397e-06,0.0009802795972716765,1.2817212808136914e-13,9.233903467147035e-11,4.781374685271245e-05,2.182692670135123e-06,4.644539516533582e-14,6.663134890112472e-08,4.444199763728774e-10,7.181420047243611e-06,3.403386263490514e-10,1.6500063292574027e-16,4.563456323665799e-13,0.0003437872409922428,9.24079138601309e-11,4.46573271458441e-12,2.347703719889566e-06,5.45361408451432e-15,1.854253909242918e-12,4.804300972978045e-15,2.559895395918552e-07,8.278062839008106e-11,1.5529160553825003e-09,3.024451137811808e-08,1.9345653893079476e-11,9.545473725893733e-05,2.2748560760495448e-12,1.4705862042469082e-07,1.2252721912548277e-06,5.603288956992449e-07,8.75754358014726e-11,4.925732104940209e-13,1.200454773678287e-14,1.722925044143439e-11,2.908642049871587e-12,5.511470033757011e-07,2.5297011621783304e-16,1.34370651497073e-15,3.624958309956344e-07,3.9248282128998454e-15,1.886975825870753e-11,7.827248823119817e-09,1.2421964416767031e-06,2.8422201984997145e-05,4.9611619271212e-17,2.0175415202533343e-12,3.438792844637174e-08,3.432275195015779e-08,9.781445321892071e-17,2.6508418184602807e-15,2.3322354549796624e-12,4.590576655011081e-12,6.102029103132635e-14,8.010066776800431e-06,6.823848983831572e-16,1.1146389698475769e-10,1.0911133493909799e-06,1.4172065841154477e-13,8.341939938282898e-06,1.9538219422203426e-10,7.46130971867179e-13,6.2561971476512416e-12,7.498883307342628e-07,6.909621810118204e-14,1.4087169678573276e-05
0.010258766746840581,0.06306645533535347,3.76,0.0,0.5436081467710798,0.8404872911416242,0.24684523993480917,0.0035279875323671107,1.7487221018823823e-06,0.042783328058783765,0.055522176302539014,2.390851089466864e-16,0.0027017960306987576,8.695372847432875e-13,1.163145098267559e-07,0.021235386879972496,0.001861150378771069,0.01675539494084159,3.7233832037756695e-06,7.902646873901466e-08,0.23891940130990028,1.413208405918233e-06,5.252757145574796e-08,0.0038246134365451856,8.041972911234135e-05,4.03236555746504e-08,2.9712234868345643e-08,1.2783876807751131e-05,5.20045204598344e-06,0.0008065575960522697,1.2004838161084724e-08,0.00589389031580417,1.7239373808178583e-08,1.250653648821797e-05,1.2736589258761319e-05,3.3395050883079255e-06,2.1465508330024475e-07,0.0023759842435370653,7.016077729828051e-06,0.0009971206956052392,1.31293456198657e-13,9.336364523046231e-11,4.90641756335978e-05,2.2328266103883995e-06,4.757483742278509e-14,6.808939852157147e-08,4.651174154876225e-10,7.445352780921861e-06,3.549391354420978e-10,1.695695876229254e-16,4.689900104447593e-13,0.00035117841433037324,9.654069149274002e-11,4.622677262898897e-12,2.3880070977037e-06,5.547232536427415e-15,1.886800370684739e-12,4.977189834511019e-15,2.586851385691364e-07,8.499542180518887e-11,1.6075467397157012e-09,3.1021643083691084e-08,1.993602198364884e-11,9.626831972748674e-05,2.3385224162908684e-12,1.5052097338105874e-07,1.2398215334488172e-06,5.669876601396407e-07,8.994483129031858e-11,5.049063134718372e-13,1.2305118890501777e-14,1.7583480769203328e-11,2.957496021810733e-12,5.697144476088252e-07,2.6454685498434605e-16,1.3894187895738128e-15,3.763388853445764e-07,4.026696744880151e-15,1.9358851734225672e-11,8.145346255979965e-09,1.2620639235302545e-06,2.8960230625205003e-05,5.086592273067914e-17,2.0560645138497623e-12,3.5046585349662665e-08,3.555608520711694e-08,1.0132926012723345e-16,2.743190450361842e-15,2.350381667669993e-12,4.808539598818588e-12,6.248443269870035e-14,8.1779170710265e-06,7.014683572333385e-16,1.137781800499486e-10,1.1105554871124718e-06,1.4424723049003936e-13,8.538601466014652e-06,2.0001802790574654e-10,7.637232965719772e-13,6.391394349511521e-12,7.66451363399737e-07,7.042492531266037e-14,1.435704001734668e-05
0.010279857506051017,0.06308031129293347,3.76,0.0,0.5413711900994251,0.8389983679295103,0.2490046810615457,0.0035858474946823793,1.7679683422365513e-06,0.04279355114635608,0.05571713011702575,2.393199450568262e-16,0.0027275354594330638,8.722216006160679e-13,1.179971591123992e-07,0.021559155120319567,0.001868783764645028,0.016883916245259187,3.762915594171186e-06,8.010960494823357e-08,0.2407736055009068,1.431034076769491e-06,5.307305672660378e-08,0.0038610016399761513,8.100894833088312e-05,4.1130804293501426e-08,3.031951006257402e-08,1.3039575770043815e-05,5.245238030217877e-06,0.0008261880018540503,1.2220578212660754e-08,0.005997941539205267,1.758024299299778e-08,1.2751462797780349e-05,1.3090673245963785e-05,3.398127598542453e-06,2.1907198777060492e-07,0.0024210466577886457,7.142420340246265e-06,0.001014246410020011,1.34492378494215e-13,9.439998359858372e-11,5.034920206417014e-05,2.284065430631719e-06,4.8733243068477816e-14,6.957960138441038e-08,4.868422032104981e-10,7.721118179566942e-06,3.702746728820699e-10,1.7426532982480193e-16,4.819855482853544e-13,0.00035873860566155904,1.0088869613787716e-10,4.7863745069235135e-12,2.4290247336653526e-06,5.6425098335484205e-15,1.9199217892747867e-12,5.156457865258541e-15,2.6141589446195266e-07,8.730653753557493e-11,1.6641906763073104e-09,3.181836622560331e-08,2.0544856340111677e-11,9.70917017047414e-05,2.4040409629147314e-12,1.5410071762649198e-07,1.2545132388216766e-06,5.737074332580105e-07,9.238182097356234e-11,5.175567531662062e-13,1.2613423882915819e-14,1.7945390885478442e-11,3.0073687335033444e-12,5.888601263276895e-07,2.7668378781949024e-16,1.4365779851859946e-15,3.906698290440603e-07,4.131134731673124e-15,1.9860360497928127e-11,8.476278556995777e-09,1.2822330325376907e-06,2.9508819833418183e-05,5.215033076134944e-17,2.095211821265392e-12,3.5716090129474024e-08,3.6829740771984236e-08,1.0495897936406261e-16,2.8389557599012333e-15,2.3686243526831317e-12,5.036640391266787e-12,6.398571141878526e-14,8.34893617588304e-06,7.210956100849015e-16,1.1613026560467583e-10,1.1301816293418781e-06,1.4679777871178707e-13,8.739471534628376e-06,2.0475409104021903e-10,7.816921832018828e-13,6.52902621703933e-12,7.833658261201226e-07,7.177551184242048e-14,1.463136013296964e-05
