Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293)
0.0058022668571625045,0.054696170669039076,3.76,0.0,0.6814873408556169,0.9818866007742312,0.02784746935304988,6.612841266884915e-05,2.2608758939992208e-07,0.025320528431438408,0.02604858790606229,1.3603395509303014e-16,0.0002703639302245781,3.575511462834211e-13,8.05113700185867e-09,0.0009242002828295048,0.0007033815592486207,0.0026805730987868744,3.983718795067097e-07,6.47518894767845e-09,0.03009945739047049,1.0624907962072218e-07,5.933167957282109e-09,0.0005071238599309106,8.394435147331863e-06,7.603195526872503e-10,4.4020113133924874e-10,2.0610428982540949e-07,7.514029620207436e-07,5.758368760476559e-06,2.613054051862191e-10,0.00012573719420141637,3.002658858073024e-10,2.2153711878369808e-07,2.9532477271456824e-08,7.99203096230641e-08,3.0488401495011824e-09,3.7018641121478264e-05,1.5642902394081237e-07,1.9580645123886924e-05,9.278682499090165e-16,7.683685338723592e-12,2.273723974083954e-07,1.4892430387547215e-08,3.3430089029270873e-16,6.2240226629505e-10,3.538326275901553e-12,1.739605904486877e-07,2.6671212815114846e-12,4.1934099902175997e-19,1.2513234285473722e-15,4.246020773204232e-06,4.4669675870796886e-13,2.737262095759266e-14,4.9624650589317876e-08,1.1464064022765287e-16,4.503288440071653e-14,3.498093250810784e-18,3.1161195513274745e-08,5.508753328606994e-12,1.990820022801479e-12,1.0070886290994681e-10,4.1814809390760494e-14,1.115327273382925e-05,8.276928891786653e-15,7.138206869916703e-09,7.211012217990646e-08,2.1634245171353692e-08,4.242315722787359e-13,3.2195845333154054e-15,7.833918025881386e-17,2.88177184674005e-13,1.660828043025241e-13,2.654314592753538e-10,8.105771019575439e-20,6.308954211499052e-19,2.0411975988871975e-11,1.6262647827838537e-17,4.814859760806707e-14,2.8733896562834206e-12,3.8027821416158365e-08,5.77281846298863e-07,1.625601448621003e-19,2.874561305782308e-13,2.154607144992284e-08,2.701833362194636e-12,7.667374588799663e-21,4.1566351257325166e-18,2.942891792784124e-13,2.603538178796927e-16,4.018462997468317e-16
0.005820652789200627,0.05469856262273507,3.76,0.0,0.6810717942538375,0.9816894683757902,0.028167768202254053,6.751039083414029e-05,2.28148581796752e-07,0.0253909411882679,0.026128282315684374,1.3641338792078222e-16,0.0002730739010864764,3.58679379196409e-13,8.13829317931593e-09,0.0009374791841344944,0.0007064520580363077,0.0027035738250015644,4.020829733909619e-07,6.5333041910565785e-09,0.03043138133944431,1.0738208304600495e-07,5.9872613414142746e-09,0.000512263862039127,8.498105717915937e-06,7.748375586869064e-10,4.4900611678533235e-10,2.1026519029743073e-07,7.582212144261878e-07,5.884848615690376e-06,2.665155517094238e-10,0.00012801859807054505,3.059645944012825e-10,2.2574580840493157e-07,3.048854699310258e-08,8.141871351118264e-08,3.1099187582949874e-09,3.779237202106923e-05,1.5935990652504824e-07,1.999304478840553e-05,9.482656872020673e-16,7.774943531823557e-12,2.3317536752881149e-07,1.529902369622696e-08,3.4192943152654063e-16,6.367799282612882e-10,3.5795177899895576e-12,1.7634162035013248e-07,2.715987178193576e-12,4.3204838216229587e-19,1.2892626387076452e-15,4.3364943064436185e-06,4.566964314546133e-13,2.8008697940293538e-14,5.0643974619598465e-08,1.1699609815332584e-16,4.587719283156091e-14,3.6222447952792385e-18,3.1416735823481594e-08,5.568842279877768e-12,2.048500869898873e-12,1.0372263063888536e-10,4.2985838735587374e-14,1.1268823193940798e-05,8.498091664927332e-15,7.234629417944458e-09,7.319772271539732e-08,2.2067427399874426e-08,4.346015056725845e-13,3.2974853137218776e-15,8.023466914245289e-17,2.9365284293896556e-13,1.6816175629100092e-13,2.743526716189783e-10,8.360201752797977e-20,6.521015953562767e-19,2.107661255893513e-11,1.66912254784142e-17,4.9657963586925836e-14,2.9640568562947427e-12,3.873085709937019e-08,5.882581295637341e-07,1.675418162577337e-19,2.953977964368776e-13,2.2197150263624696e-08,2.789839707858327e-12,7.917122242122516e-21,4.274025039898396e-18,2.975344719129095e-13,2.6970065257141696e-16,4.1180643293432776e-16
0.005839038721238749,0.054700968189492744,3.76,0.0,0.6806534829052695,0.981490677400131,0.028490819665760198,6.891784853132834e-05,2.3022471284565647e-07,0.02546123705187865,0.02620796163552441,1.3679221648835318e-16,0.0002758062901780032,3.5980783329886955e-13,8.226262521850268e-09,0.0009509283667450571,0.0007095291573562353,0.0027267179507068718,4.058230337316643e-07,6.591964908013951e-09,0.0307660159259147,1.0852592956773418e-07,6.041743182364923e-09,0.000517438163991257,8.602786467738292e-06,7.896080294211115e-10,4.579678019369313e-10,2.145012842850873e-07,7.650892648969593e-07,6.01406168229858e-06,2.718178830664637e-10,0.00013033891220176367,3.1175955399534737e-10,2.3002559412986276e-07,3.147335213064942e-08,8.294185179566003e-08,3.172093364030723e-09,3.858032559459584e-05,1.6233931999899447e-07,2.0413105755239004e-05,9.691042922754726e-16,7.86706307621966e-12,2.391159114709235e-07,1.5715695753400137e-08,3.4971985597927025e-16,6.514577790517351e-10,3.6211052432188523e-12,1.7874792058034733e-07,2.7656136031440166e-12,4.4511388402745275e-19,1.3282711573781257e-15,4.428727386639987e-06,4.668943485708905e-13,2.8658163161639017e-14,5.168135614049781e-08,1.1939329383901768e-16,4.673543840440893e-14,3.750653802789423e-18,3.1673991466864453e-08,5.629406998184229e-12,2.1078238513272218e-12,1.0681908946607979e-10,4.418880476014231e-14,1.1385206042087097e-05,8.724781449664118e-15,7.332051950658645e-09,7.429920440867374e-08,2.2507756581932788e-08,4.4521051121118447e-13,3.377155297318624e-15,8.217320430001098e-17,2.9922373105063553e-13,1.7026284085460035e-13,2.8355123968377765e-10,8.622982210472378e-20,6.739671397497358e-19,2.1762404920231526e-11,1.7131020119297714e-17,5.121105589568564e-14,3.0574978321964832e-12,3.9445260766231044e-08,5.994197667879361e-07,1.726646936514892e-19,3.0353881973072007e-13,2.2866155839448572e-08,2.880602234252789e-12,8.174691472546135e-21,4.394610467349508e-18,3.008062670785338e-13,2.7937201836841627e-16,4.2199101161861986e-16
0.005857424653276871,0.05470338745866005,3.76,0.0,0.6802323897931596,0.9812902167121318,0.02881664105923691,7.035119473418898e-05,2.3231610316717723e-07,0.02553141523249992,0.02628762616466288,1.3717043682396076e-16,0.00027856127901897316,3.609365137290582e-13,8.31505198389047e-09,0.0009645499073024644,0.0007126128993919736,0.0027500063133765592,4.0959230452949215e-07,6.65117730792589e-09,0.031103376748950192,1.0968072658417814e-07,6.096615812905236e-09,0.0005226468974274567,8.708485180719296e-06,8.046346813208818e-10,4.670885659308466e-10,2.188138282141898e-07,7.720074833221956e-07,6.146066638931174e-06,2.7721388070720653e-10,0.00013269875956054176,3.1765216974326975e-10,2.3437757900820435e-07,3.24876934309421e-08,8.449009438518506e-08,3.2353821356583205e-09,3.9382735371424585e-05,1.6536799112342093e-07,2.0840953052614604e-05,9.90393537124293e-16,7.960050117711107e-12,2.4519708668807765e-07,1.6142673985399908e-08,3.576749027934776e-16,6.66441303505321e-10,3.6630928603731675e-12,1.8117969377994194e-07,2.8160106762683104e-12,4.5854347681308725e-19,1.3683669439612403e-15,4.52275173830496e-06,4.772941077632579e-13,2.9321315733664155e-14,5.273706975086988e-08,1.2183286209562485e-16,4.7607829544975555e-14,3.88344109948509e-18,3.193297641288276e-08,5.690449987762665e-12,2.168833548387378e-12,1.1000024866342757e-10,4.542453758398459e-14,1.1502424988797395e-05,8.95710654240807e-15,7.430482077026036e-09,7.541472131091363e-08,2.2955323005616364e-08,4.560607899727659e-13,3.4586161777565893e-15,8.415531342034761e-17,3.0489119443253206e-13,1.7238623191134575e-13,2.930351433586728e-10,8.89382621845153e-20,6.965110282087671e-19,2.2470016548980783e-11,1.7582503789683906e-17,5.280900989902479e-14,3.153795685950192e-12,4.017119676482309e-08,6.107696341321486e-07,1.7793503516521694e-19,3.118860030537411e-13,2.3553536855127252e-08,2.97420471436175e-12,8.440320013509689e-21,4.518473871986972e-18,3.0410471729227394e-13,2.893785019917168e-16,4.324046349653467e-16
0.005875810585314993,0.0547058205201842,3.76,0.0,0.679808497798981,0.9810880750950238,0.029145249802198687,7.181084418781127e-05,2.3442287885042708e-07,0.025601474935316396,0.026367276210787414,1.375480451901581e-16,0.000281339050884075,3.6206542647005785e-13,8.404669621098891e-09,0.0009783459086894135,0.0007157033267097713,0.0027734397583276138,4.1339102893082456e-07,6.71094784478503e-09,0.03144347948391926,1.1084658310242167e-07,6.151882450645053e-09,0.0005278901952911479,8.81520969471124e-06,8.199218973885793e-10,4.763711316827095e-10,2.2320408872637635e-07,7.789762372516136e-07,6.280923411087922e-06,2.8270505094968795e-10,0.00013509877249674086,3.236440264721815e-10,2.3880288485655426e-07,3.3532392340461966e-08,8.606381520996323e-08,3.299803371858199e-09,4.019983849687301e-05,1.6844665182433684e-07,2.1276713546539293e-05,1.0121431067407196e-15,8.053912651824128e-12,2.514220161014844e-07,1.658019054968732e-08,3.65798289131727e-16,6.817364680172278e-10,3.705485087158446e-12,1.8363714450900188e-07,2.867188821606958e-12,4.723490318450522e-19,1.4095853496300267e-15,4.618599635770225e-06,4.878993310182543e-13,2.999843878300294e-14,5.381139373105873e-08,1.2431544627242544e-16,4.849457693338804e-14,4.02076027797286e-18,3.219370516291037e-08,5.751973760972756e-12,2.231578765384624e-12,1.1326826297459545e-10,4.669393145089997e-14,1.1620483759988803e-05,9.195214517797691e-15,7.529927465901986e-09,7.65444283611457e-08,2.3410217727724527e-08,4.671597294236852e-13,3.5419121372913065e-15,8.618207815058989e-17,3.1065698026837813e-13,1.745322138022115e-13,3.028125759261585e-10,9.173299637634304e-20,7.197527440138707e-19,2.3200131548629586e-11,1.8045745485018596e-17,5.445303660577065e-14,3.2530359533180094e-12,4.090882869471508e-08,6.223106502542171e-07,1.8335352065323732e-19,3.2044134031134644e-13,2.4259752227078466e-08,3.0707334164561707e-12,8.714252678985577e-21,4.64570528864812e-18,3.0742997581710815e-13,2.997316301290838e-16,4.4305204306714016e-16
0.005894196517353115,0.05470826746461522,3.76,0.0,0.6793817897015503,0.9808842412495277,0.029476663418979268,7.329721747024317e-05,2.3654516858712248e-07,0.025671415360418302,0.02644691209036353,1.3792503787766552e-16,0.00028413979081769137,3.631945777696514e-13,8.495123861758928e-09,0.0009923185004005002,0.0007188004821992502,0.0027970191388021087,4.172194514446142e-07,6.77128320292945e-09,0.03178633988292193,1.1202360958591054e-07,6.207546503152574e-09,0.0005331681918685291,8.922967902361557e-06,8.35474306647418e-10,4.858183372859214e-10,2.2767336041620172e-07,7.859958949891564e-07,6.418693206562117e-06,2.8829292265115085e-10,0.00013753959288289772,3.2973677459510806e-10,2.433026525290489e-07,3.46082917680268e-08,8.766339368768099e-08,3.3653757340612794e-09,4.103187579609028e-05,1.7157605893645768e-07,2.1720515965088538e-05,1.034362896998005e-15,8.148658858866352e-12,2.5779388953297977e-07,1.7028482504413464e-08,3.740941835383583e-16,6.973496450257653e-10,3.748286503866277e-12,1.861204793072398e-07,2.91915861670492e-12,4.865446211720101e-19,1.4519682104337557e-15,4.716303913937613e-06,4.987135482747189e-13,3.068972209198994e-14,5.4904610101128636e-08,1.2684169832968283e-16,4.939589439884941e-14,4.1627920535503966e-18,3.245619450930791e-08,5.8139808538605564e-12,2.296110940163902e-12,1.166254474858502e-10,4.7997908943962213e-14,1.1739386096902393e-05,9.439268588038705e-15,7.630395847685798e-09,7.768848223776108e-08,2.387253257669636e-08,4.785165687292035e-13,3.627108776376233e-15,8.825508738070253e-17,3.1652295975030053e-13,1.7670109233618637e-13,3.1289194945618804e-10,9.462487924644066e-20,7.437122909971225e-19,2.3953455296826854e-11,1.8520952215757655e-17,5.6144443922182484e-14,3.355306812505338e-12,4.1658324452021024e-08,6.340457787485611e-07,1.8892277669861252e-19,3.2920832381484235e-13,2.4985271316223858e-08,3.1702771506190712e-12,8.996741496559958e-21,4.776398082777532e-18,3.107821966663311e-13,3.1044393463828297e-16,4.539381447751841e-16
0.005910743856187425,0.054710481659818795,3.76,0.0,0.6789953303287416,0.9806993345271914,0.029777348410342262,7.465815467988659e-05,2.384685956522608e-07,0.02573425909530503,0.02651857253834349,1.3826380146473892e-16,0.00028668024883819705,3.6421102204616116e-13,8.577253541918128e-09,0.0010050465994371636,0.0007215937104713665,0.002818366067754461,4.206906333341608e-07,6.826073197085772e-09,0.032097285126185274,1.13092575398376e-07,6.257985625953581e-09,0.0005379481682938579,9.020840665011712e-06,8.497012022215382e-10,4.944635381884862e-10,2.3176434836806726e-07,7.923574265999106e-07,6.545228297616093e-06,2.9340596583655344e-10,0.00013977175989160842,3.3530766633074676e-10,2.474170626668699e-07,3.5603991989977486e-08,8.912544252176115e-08,3.4253908281498307e-09,4.179368013548511e-05,1.7443653972970727e-07,2.212692190213578e-05,1.0547710786544236e-15,8.234690641815139e-12,2.63656904181389e-07,1.744135814032568e-08,3.817100046093823e-16,7.116780111588781e-10,3.787161344816752e-12,1.8837778385510877e-07,2.9666169415603146e-12,4.996572059801219e-19,1.4911177785054287e-15,4.805852567266512e-06,5.086281795962014e-13,3.132426457237051e-14,5.5904893967481495e-08,1.291532071222728e-16,5.021971777705841e-14,4.2947452006597215e-18,3.2693951720110826e-08,5.87020257808876e-12,2.3557566417114274e-12,1.1972488017945368e-10,4.920178609027209e-14,1.184712255394096e-05,9.664082820640289e-15,7.72169848999911e-09,7.873052860147262e-08,2.4295036669876987e-08,4.889581639625114e-13,3.705418490217449e-15,9.016052199261862e-17,3.2188903454911117e-13,1.7867277139974972e-13,3.22228678493944e-10,9.730417682059685e-20,7.659065898901476e-19,2.465189083238172e-11,1.895936528456341e-17,5.770820291918414e-14,3.450016732013111e-12,4.2343156239777836e-08,6.447758484553231e-07,1.9407063531129597e-19,3.372865333875977e-13,2.5655139688898482e-08,3.2625198951810603e-12,9.258511287651207e-21,4.897053053786341e-18,3.138223761191592e-13,3.204014730744323e-16,4.639437176870002e-16
0.005927291195021735,0.05471270724089021,3.76,0.0,0.6786065631782209,0.9805130395244448,0.03008033255496631,7.604139865502833e-05,2.4040478338604034e-07,0.025797004972772413,0.026590222018397093,1.3860206018804664e-16,0.0002892395997611565,3.6522766802325137e-13,8.660072226689688e-09,0.0010179210740473056,0.0007243924554077407,0.002839832535429635,4.241862599572971e-07,6.881330689434235e-09,0.03241048849176834,1.1417076081852719e-07,6.3087505871218454e-09,0.0005427564604422553,9.119562988624082e-06,8.64149069985112e-10,5.032460344327961e-10,2.3592137264931882e-07,7.987607775662004e-07,6.674220045819253e-06,2.985997401186897e-10,0.00014203799030322787,3.4096259428074077e-10,2.515935768960122e-07,3.662631061011095e-08,9.060903402993341e-08,3.4863677917040645e-09,4.256796010712897e-05,1.7733929470145353e-07,2.2540044118329345e-05,1.0755758176792617e-15,8.321448496772565e-12,2.6964400515122137e-07,1.786333767692614e-08,3.894702341692291e-16,7.262729773223945e-10,3.826374724803345e-12,1.9065637693930562e-07,3.0147328591350043e-12,5.130969266073558e-19,1.5312441879038738e-15,4.896956693124311e-06,5.18717989980257e-13,3.197079034176719e-14,5.6920923124845426e-08,1.3150110977634574e-16,5.105567982326675e-14,4.430724546532526e-18,3.2933156891903576e-08,5.926819712743022e-12,2.4169259098283887e-12,1.2289988547334711e-10,5.043508623004619e-14,1.1955548092687413e-05,9.893901329974519e-15,7.813841793955132e-09,7.978444159360704e-08,2.4723694113306107e-08,4.996133608440372e-13,3.785303580927472e-15,9.21042932418448e-17,3.27338543119123e-13,1.8066330442573712e-13,3.3182342738314623e-10,1.0005843925076898e-19,7.887143083676071e-19,2.537026019160388e-11,1.9408065444817064e-17,5.93122370887643e-14,3.547322912135923e-12,4.3037861221476104e-08,6.556678154373709e-07,1.993483835504818e-19,3.455451944241268e-13,2.634139022794566e-08,3.3573474257276287e-12,9.527616264348455e-21,5.0206522924177515e-18,3.16884633762683e-13,3.306682208252045e-16,4.741501910782524e-16
0.0059421837999726135,0.054714720054378704,3.76,0.0,0.6782546890385978,0.9803441800905819,0.030354994801804144,7.730565412178758e-05,2.4215834371191104e-07,0.02585339210363259,0.026654697379024175,1.3890605916324273e-16,0.00029155928359198664,3.661428259225448e-13,8.735203589621448e-09,0.001029634581923215,0.0007269160690688482,0.002859255089802974,4.2735337526603196e-07,6.931466359711058e-09,0.032694311838943245,1.1514907927556948e-07,6.354719915341366e-09,0.00054710821664091,9.209144304165544e-06,8.773441211499613e-10,5.112695160793669e-10,2.3971997263003204e-07,8.045597755250017e-07,6.792452198892475e-06,3.0334412517143466e-10,0.00014410712529554557,3.461249500757376e-10,2.554062561808278e-07,3.756970184149015e-08,9.196292301607966e-08,3.542081222757099e-09,4.32756302944365e-05,1.7998839341736347e-07,2.291767735246052e-05,1.0946454696570593e-15,8.400156705672005e-12,2.751405304014044e-07,1.8251054471704704e-08,3.965807805035458e-16,7.396405169910185e-10,3.8619591960343445e-12,1.9272544044165344e-07,3.058606073890132e-12,5.254826475836894e-19,1.5682236568182427e-15,4.980301105152998e-06,5.279508326735244e-13,3.25630239034623e-14,5.784898803062285e-08,1.3364574680472819e-16,5.1818558161451127e-14,4.556675384840543e-18,3.314969024321992e-08,5.978114763390927e-12,2.4733150124950278e-12,1.2582352046986465e-10,5.1570817220737455e-14,1.205372252390645e-05,1.0105128735137348e-14,7.897494300280998e-09,8.074320654973845e-08,2.5114803584165616e-08,5.093926400208521e-13,3.858594994733531e-15,9.388762501323405e-17,3.3231569049404826e-13,1.8247111497772407e-13,3.40684767655201e-10,1.0261062068912375e-19,8.097787115361102e-19,2.6034299447193772e-11,1.9820792580950734e-17,6.079116298091576e-14,3.637175921921038e-12,4.3671641861517916e-08,6.656108724393374e-07,2.042106699287427e-19,3.53134092212375e-13,2.6973323786910605e-08,3.4449603345048037e-12,9.776247316179494e-21,5.1344705083503235e-18,3.1965963658764696e-13,3.401811058193062e-16,4.835109239833322e-16
0.005957076404923492,0.054716742194260266,3.76,0.0,0.6779009258962363,0.9801741831645965,0.030631539413802773,7.858847181068399e-05,2.439223866099473e-07,0.02590969905366677,0.026719164243939594,1.3920964474982868e-16,0.0002938944848751211,3.670581538313862e-13,8.810901937876176e-09,0.0010414691430585372,0.0007294442006874143,0.002878775457327936,4.305405783937701e-07,6.9819883175555996e-09,0.03297998222207928,1.1613499382950172e-07,6.400956387547174e-09,0.0005514830644319757,9.299422821108987e-06,8.907230549677968e-10,5.194072809214598e-10,2.4357359489728886e-07,8.10393079055326e-07,6.912747773935232e-06,3.0815570197448335e-10,0.00014620460756612045,3.5135717564850236e-10,2.592705831973374e-07,3.853568122239667e-08,9.333470878549163e-08,3.5985958894166102e-09,4.3993689775766484e-05,1.8267262050930247e-07,2.3300902191773868e-05,1.114048210531094e-15,8.479461082800571e-12,2.807413994025887e-07,1.864642978137532e-08,4.038123487818303e-16,7.532311297722295e-10,3.897823341972193e-12,1.948119871071728e-07,3.103024201624273e-12,5.3814471500438185e-19,1.6060283127591512e-15,5.06494440667042e-06,5.373298465001317e-13,3.3165250795610736e-14,5.8790137016923645e-08,1.3582062665304246e-16,5.2591520838138696e-14,4.686075151284517e-18,3.336741476942205e-08,6.029732993376837e-12,2.5309983237445578e-12,1.2881103292442212e-10,5.2731471172106194e-14,1.2152459367516144e-05,1.0320570461578929e-14,7.981836650791612e-09,8.171176555788244e-08,2.5511003139999866e-08,5.193509893589536e-13,3.933212768205656e-15,9.570322663431271e-17,3.37362283601348e-13,1.8429446194250308e-13,3.497653827840901e-10,1.052269486065667e-19,8.313644266819407e-19,2.6715359243924524e-11,2.0242344655335263e-17,6.230422944934572e-14,3.729240613988662e-12,4.4313617683387594e-08,6.75688560856178e-07,2.0918466044166453e-19,3.6087630233625255e-13,2.761909329978952e-08,3.53477651689189e-12,1.0031130885693403e-20,5.2507830019796815e-18,3.2245269831739876e-13,3.499593090454863e-16,4.93040175167443e-16
0.00597196900987437,0.05471877371014783,3.76,0.0,0.6775452643462118,0.9800030425373658,0.030909975962405786,7.9890089769299e-05,2.4569698251443767e-07,0.025965925385275326,0.026783622803481025,1.3951281484094795e-16,0.0002962453063202004,3.6797365496240536e-13,8.887171542030766e-09,0.0010534259555170038,0.0007319768739563651,0.0028983941110011183,4.337480077848621e-07,7.0329001730070515e-09,0.03326750820037664,1.1712856604136389e-07,6.447461598721362e-09,0.0005558810786662814,9.39040286783146e-06,9.042882254524271e-10,5.276608203593926e-10,2.4748297589719576e-07,8.162608961171241e-07,7.035142544564576e-06,3.130353424813644e-10,0.00014833080201843816,3.5666014067148184e-10,2.6318720615019423e-07,3.952475134004992e-08,9.472460685813094e-08,3.65592244071291e-09,4.472227574955893e-05,1.85392395552079e-07,2.3689791694371115e-05,1.1337898186346305e-15,8.55936574551698e-12,2.8644847758555526e-07,1.904960186006944e-08,4.111668094883127e-16,7.670481505021383e-10,3.933969836710848e-12,1.9691613188977962e-07,3.147993173883062e-12,5.510883729036212e-19,1.6446738357978573e-15,5.150905458177802e-06,5.468571916183101e-13,3.3777673669549585e-14,5.974452925142784e-08,1.3802611729787353e-16,5.337468926329415e-14,4.819005513295909e-18,3.358633800625481e-08,6.081675777780576e-12,2.59000498469674e-12,1.3186366535995898e-10,5.391758564400891e-14,1.2251760650908627e-05,1.0540303074245133e-14,8.066873111096288e-09,8.26902062310012e-08,2.5912343463753613e-08,5.294911120514794e-13,4.0091712105453145e-15,9.755145386590297e-17,3.424792279753885e-13,1.8613348088063468e-13,3.590703057208126e-10,1.0790714512931872e-19,8.534834221467021e-19,2.7413870035836977e-11,2.067280502076653e-17,6.385214132956157e-14,3.8235704200367005e-12,4.496388280045287e-08,6.859025697383475e-07,2.1427132310688476e-19,3.687735310283191e-13,2.827897475695086e-08,3.6268498469150945e-12,1.0292419857731515e-20,5.3696436035177976e-18,3.2526390263803114e-13,3.600098353530551e-16,5.027407110850252e-16
0.0059868616148252484,0.05472081465193031,3.76,0.0,0.6771876949370912,0.979830751962049,0.031190314066605322,8.12107487366997e-05,2.4748220633067843e-07,0.02602207065856348,0.02684807325216271,1.3981556753876485e-16,0.00029861185144074756,3.6888933328117347e-13,8.964017675331546e-09,0.001065506229721699,0.0007345141127141756,0.0029181115274258536,4.3697579906647726e-07,7.08420582797647e-09,0.03355689836738129,1.1812985848301213e-07,6.494237864643259e-09,0.0005603023348630461,9.482088797225202e-06,9.180426249814318e-10,5.360319291688907e-10,2.5144886684846767e-07,8.221634291741375e-07,7.159672899399185e-06,3.179839316299156e-10,0.00015048607799082538,3.620348776440712e-10,2.6715678303322936e-07,4.0537425211525416e-08,9.613283412676871e-08,3.7140716789436885e-09,4.5461527136150205e-05,1.881481524786065e-07,2.408441978438009e-05,1.1538761838210356e-15,8.639876003953238e-12,2.9226366271182817e-07,1.9460711290464127e-08,4.18647178122407e-16,7.81095520353119e-10,3.970401513756712e-12,1.990379907601345e-07,3.193519102388027e-12,5.643252677027236e-19,1.68419475861167e-15,5.23820338539184e-06,5.56534942868518e-13,3.440039682526649e-14,6.071232562783523e-08,1.402625906897247e-16,5.4168185685459324e-14,4.955600927029944e-18,3.380646987944767e-08,6.1339445083945994e-12,2.650368204800916e-12,1.3498287321422275e-10,5.512973952528471e-14,1.2351628408516964e-05,1.076444337801064e-14,8.152607977001407e-09,8.36786168249506e-08,2.6318875581152444e-08,5.398212825131091e-13,4.0865238875206095e-15,9.943360511549088e-17,3.4766779926670415e-13,1.8798839663392012e-13,3.686046771898013e-10,1.1066358923620668e-19,8.761479239029237e-19,2.8130273063954183e-11,2.111220707267817e-17,6.543572656174675e-14,3.920220066948757e-12,4.562253186569028e-08,6.962546088391773e-07,2.194709902689973e-19,3.76826687335206e-13,2.8953249186525242e-08,3.7212354957100946e-12,1.0560270798285028e-20,5.491111895066404e-18,3.2809333357150054e-13,3.7034098616469385e-16,5.126154515522355e-16
0.006001754219776127,0.05472286506977171,3.76,0.0,0.6768282081705793,0.9796573051537281,0.031472563393296675,8.255069217728583e-05,2.4927812755547976e-07,0.026078134431330318,0.02691251578873248,1.4011790056317552e-16,0.0003009942245617042,3.6980519161183133e-13,9.04144411214724e-09,0.001077711188590871,0.0007370559409606635,0.0029379281868386685,4.402240950666741e-07,7.13590890038555e-09,0.033848161351167104,1.1913893369957579e-07,6.541286291797775e-09,0.0005647469092285121,9.574484986877464e-06,9.319883178873538e-10,5.44521955581386e-10,2.554720288336678e-07,8.281008921920499e-07,7.286375851697583e-06,3.2300235808520855e-10,0.00015267080930782465,3.6748218570095825e-10,2.711799783335439e-07,4.1574226472787564e-08,9.755961226099668e-08,3.77305460678313e-09,4.6211584600868855e-05,1.9094032711304495e-07,2.4484861260964383e-05,1.1743132780736661e-15,8.720994910776673e-12,2.9818888539458953e-07,1.9879901015108393e-08,4.2625487635835807e-16,7.953765211094455e-10,4.007121093328918e-12,2.0117768073133426e-07,3.2396079495956947e-12,5.778575464650334e-19,1.7245976424238442e-15,5.326857582772884e-06,5.663652583740177e-13,3.5033591268336376e-14,6.169368878371965e-08,1.425304228080703e-16,5.497213500529563e-14,5.0959348028909215e-18,3.40278186942145e-08,6.186540580274149e-12,2.712117009622901e-12,1.38169922304255e-10,5.636846884502288e-14,1.2452064682313295e-05,1.0993050145420964e-14,8.2390455749946e-09,8.467708637360455e-08,2.6730650862261694e-08,5.503413403454078e-13,4.165278462689714e-15,1.0134986454437361e-16,3.5292870284680165e-13,1.8985928091570405e-13,3.7837374774871217e-10,1.1349160394624001e-19,8.993704168358293e-19,2.886502062323127e-11,2.1560925454810725e-17,6.705571275403524e-14,4.019245593858637e-12,4.6289663121492696e-08,7.067464091836563e-07,2.2478866343646093e-19,3.850409212618884e-13,2.9642202726933234e-08,3.81798995113566e-12,1.0834844010268022e-20,5.615240951536021e-18,3.3094107547739193e-13,3.8096003996639657e-16,5.226672548429407e-16
