Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264)
5.397680017770607e-17,0.08020705388660579,3.76,0.0,0.6597597784376676,0.9999999999999996,4.986106818479862e-35,1.7678835857281214e-16,1.3345699737153732e-26,2.8380928690530174e-13,2.8380928690531467e-13,1.5638919412769501e-29,6.541899907553717e-28,6.520153692412215e-28,5.648332119190782e-36,2.066130960556275e-35,4.482055252463092e-16,2.5373707245341843e-28,2.1756609734154328e-16,8.377765199039249e-22,1.181409077291012e-24,2.3064026327352085e-16,6.978870267057107e-30,1.289962903050136e-28,5.369277510857449e-37,1.7458449518924825e-23,5.426808848652888e-43,1.0036914707619522e-43,6.755664200941018e-26,1.9083460186699567e-39,4.070203420178534e-55,8.886907113555336e-28,4.246799422517477e-42,6.079115776416399e-51,2.464049954591198e-47,6.410719544223543e-61,8.661613721186887e-17,1.2327488561432779e-26,8.661613721531288e-17,2.0986914196282574e-32,8.700420731151038e-53,6.796173958647047e-32,7.724769805578684e-19,6.894003718922428e-43,8.334230700748328e-58,1.441091616556917e-29,1.5125755113760816e-40,1.96184029331804e-43,1.8892463278847828e-44,1.2739877813449506e-56,4.466302961512844e-50,2.3973443795374853e-35,3.7874399905441364e-44,2.0686788016591624e-44,3.6668216347530416e-53,1.2775395951839094e-68,6.133178940952825e-65,1.5667892565545145e-73,3.4120215000483374e-19,3.516185987353562e-41,1.2291365680327172e-56,6.5935588688588434e-46,1.734649717096606e-49,2.1320167955065426e-29,7.724769554310229e-19,3.2727775539890612e-43,1.7678835856304343e-16,1.0046645857152923e-30,2.40991711087537e-26,8.525490710260385e-40,2.7447265064816326e-38,5.721898821436576e-34,3.412021378486867e-19,5.000035640084006e-57,5.649427725806499e-34,9.712601237159832e-57,1.3566593665972305e-63,1.039575013177692e-43
1.080004959246369e-16,0.08020705388661001,3.76,0.0,0.6597597784373829,0.9999999999999991,3.99191724332039e-34,3.5373031261127235e-16,5.341757939436895e-26,5.678651500805569e-13,5.678651500806083e-13,6.259638612329801e-29,2.618473773749168e-27,2.60976066462851e-27,4.522100093209289e-35,1.6541609830758131e-34,8.968004561807751e-16,1.015609548051308e-27,4.3532121692868664e-16,1.6782790961046736e-21,4.728715138981987e-24,4.614809078938499e-16,2.7933668648424093e-29,5.163213775352083e-28,4.298686738795625e-36,3.49320963781595e-23,4.34488501677822e-42,8.03563478780679e-43,2.7040262066366992e-25,1.5278371679911147e-38,6.517628304771313e-54,3.557078832712055e-27,3.4002097535816336e-41,9.735082361253494e-50,1.972738207868408e-46,2.0532820607466286e-59,1.7330752733979697e-16,4.934208060133263e-26,1.73307527353582e-16,8.400237118165628e-32,1.393200274629211e-51,2.720240353271826e-31,1.5456250986898754e-18,5.52079418852223e-42,1.3345643911205435e-56,5.768122005175312e-29,1.2109834918811854e-39,1.5710652659791574e-42,1.5129294276189805e-43,1.3279799506511969e-55,3.57575779308601e-49,1.9193486417230473e-34,3.033023742060149e-43,1.6566208124333404e-43,5.872037309839764e-52,4.0918151755060646e-67,1.9643884379495595e-63,5.018250368046079e-72,6.82700739265488e-19,2.815164195433723e-40,1.968222744417675e-55,5.2802052416765653e-45,1.388778978308802e-48,8.533623372880024e-29,1.5456249981170139e-18,2.620876478946229e-42,3.53730312572172e-16,4.021276574407138e-30,9.645948353381295e-26,6.825591589668345e-39,2.197449728964555e-37,4.5809964335881274e-33,6.827006906092221e-19,8.009373876582252e-56,2.261243301359769e-33,1.5558241047271792e-55,4.348116827467714e-62,8.325030888878909e-43
2.1604788741849856e-16,0.08020705388661842,3.76,0.0,0.6597597784368133,0.9999999999999982,3.194747055224372e-33,7.076142207465713e-16,2.137399015861058e-25,1.135976876430575e-12,1.1359768764307807e-12,2.504666981144042e-28,1.0477377377603136e-26,1.0442441921743153e-26,3.6190543852714827e-34,1.3238313893895805e-33,1.793990319149634e-15,4.063761087646656e-27,8.708314522107821e-16,3.3652814154019587e-21,1.892101990385767e-23,9.231621936583762e-16,1.1177106083747532e-28,2.0659583882344118e-27,3.440255816912305e-35,6.987947794754193e-23,3.477283770313247e-41,6.430950260401226e-42,1.0819626578528177e-24,1.2227340704614884e-37,1.0432449061078735e-52,1.4232948580220784e-26,2.7212763755851328e-40,1.558293296155276e-48,1.5787901158428742e-45,6.573466992734935e-58,3.46690307515268e-16,1.9743259338752441e-25,3.4669030757042626e-16,3.3611907029395755e-31,2.2300257590737657e-50,1.0884501775398177e-30,3.0919213411267062e-18,4.418872879421758e-41,2.1361773056615703e-55,2.3080000913868673e-28,9.691561792251071e-39,1.257492029280494e-41,1.2109569308403102e-42,1.5557978487896615e-54,2.8616925328409717e-48,1.536086972102039e-33,2.4276482947426435e-42,1.325968084898136e-42,9.399359955025089e-51,1.309971335558629e-65,6.288876121213169e-62,1.6065650339032487e-70,1.3656979163094692e-18,2.253017899436741e-39,3.150447115536629e-54,4.226321152227401e-44,1.1114524049913174e-47,3.414560900855528e-28,3.0919209387042788e-18,2.0977635921012556e-41,7.07614220590119e-16,1.6090344253514938e-29,3.8596353718836446e-25,5.462571970561985e-38,1.7586270128642572e-36,3.666186551319479e-32,1.3656977216210403e-18,1.2822472768157708e-54,9.047918032501135e-33,2.490764428563862e-54,1.3924872955493116e-60,6.663398022973508e-42
4.321426704062219e-16,0.08020705388663525,3.76,0.0,0.6597597784356742,0.9999999999999964,2.5562830946460473e-32,1.4153820372506824e-15,8.550988205302397e-25,2.272200329128641e-12,2.2722003291294643e-12,1.002026830512224e-27,4.191690456258483e-26,4.177656653699805e-26,2.895793292566938e-33,1.0592660391651289e-32,3.5883700494870625e-15,1.6257690534843797e-26,1.7418519072062094e-15,6.763274720828785e-21,7.569639953336399e-23,1.846524751282901e-15,4.471570319383181e-28,8.265181531528543e-27,2.7527272962131607e-34,1.3977459252023257e-22,2.782377407635114e-40,5.145737673304159e-41,4.328554838923079e-24,9.783730246847827e-37,1.6695312413193034e-51,5.694106177737509e-26,2.1774646188729676e-39,2.493813498321863e-47,1.2632719567054694e-44,2.1039837849434443e-56,6.934558675446699e-16,7.898589335013389e-25,6.934558677653385e-16,1.3446964882831184e-30,3.568760854648393e-49,4.354507134105435e-30,6.184513850691635e-18,3.5359934539681606e-40,3.418595648634984e-54,9.233502897953395e-28,7.754727203309642e-38,1.0062532809130705e-40,9.690111890183783e-42,2.033837465369242e-53,2.289788101417351e-47,1.2291425376060566e-32,1.9426104775472628e-41,1.0610431051409979e-41,1.50422569221521e-49,4.1928532798505895e-64,2.0128922879592748e-60,5.142171846185987e-69,2.7316922644881217e-18,1.8027690050771805e-38,5.041769649781053e-53,3.3819401622039154e-43,8.893422251467655e-47,1.3660466998222699e-27,6.184512240740054e-18,1.6786361262469638e-40,1.415382036624772e-15,6.437185442169824e-29,1.5441051431209836e-24,4.370926358973575e-37,1.4071678148103763e-35,2.9335016958985004e-31,2.731691485607732e-18,2.0521989879332033e-53,3.6197559149762946e-32,3.9863756329736063e-53,4.457703357804586e-59,5.332067033223018e-41
8.643322363816686e-16,0.0802070538866689,3.76,0.0,0.6597597784333961,0.9999999999999929,2.045220744686359e-31,2.8309176711929595e-15,3.420673941072619e-24,4.5446472345168935e-12,4.544647234520187e-12,4.008409082224867e-27,1.6768584544790994e-25,1.6711985965693335e-25,2.3168544794178146e-32,8.47492960597e-32,7.177129527760754e-15,6.503605501652912e-26,3.483892754922015e-15,1.365521599300426e-20,3.0281023546163703e-22,3.693249810913842e-15,1.7887737611701933e-27,3.306343852121299e-26,2.2023908534183284e-33,2.795662276435033e-22,2.226122056033116e-39,4.1169816210257235e-40,1.7315625925187478e-23,7.827727257223096e-36,2.6715209092134488e-50,2.277827804438641e-25,1.7421491075520424e-38,3.990536997622268e-46,1.0107135099604912e-43,6.733506608885728e-55,1.3869869863173125e-15,3.159692869621598e-24,1.3869869872000595e-15,5.379234436906405e-30,5.710577802919685e-48,1.741942748954495e-29,1.2369698968586554e-17,2.829152739673399e-39,5.470362234185014e-53,3.693701478835995e-27,6.204372790039491e-37,8.051123700538086e-40,7.753075872372591e-41,2.8896737143914132e-52,1.832003270403611e-46,9.834707222863971e-32,1.554285144700772e-40,8.489419483501517e-41,2.4070236009795167e-48,1.3418642567072083e-62,6.44196893496498e-59,1.6456834867913555e-67,5.46368093720819e-18,1.4423570793200283e-37,8.067743528737572e-52,2.705937864193857e-42,7.115596296216723e-46,5.464631489677194e-27,1.2369692528257458e-17,1.3430793191105385e-39,2.8309176686891122e-15,2.575083740225062e-28,6.176920616727529e-24,3.4971352365867294e-36,1.1258395539562667e-34,2.3470168809558038e-30,5.463677821433863e-18,3.284017724937487e-52,1.4480198368938524e-31,6.379108735205765e-52,1.4267438108910115e-57,4.266191475153445e-40
1.728711368332562e-15,0.08020705388673624,3.76,0.0,0.6597597784288397,0.9999999999999857,1.6362544163497025e-30,5.661988942813731e-15,1.3683254788065422e-23,9.089541045261877e-12,9.089541045275053e-12,1.6034093162095405e-26,6.708073261269526e-25,6.685065853370955e-25,1.8535713793821613e-31,6.7802602127610856e-31,1.4354648554703477e-14,2.6015480725118617e-25,6.9679742012534695e-15,2.7822917134585104e-20,1.211290184157151e-21,7.386699707703301e-15,7.155386688859866e-27,1.3225930903690396e-25,1.7619961930414073e-32,5.59155123739093e-22,1.7809856205037895e-38,3.29374262553945e-39,6.926530137306632e-23,6.26247889690323e-35,4.2746482099626546e-49,9.111681665746285e-25,1.393790231606667e-37,6.385207424932522e-45,8.086091698296535e-43,2.1548431219199246e-53,2.7740492187179523e-15,1.2639285747247862e-23,2.7740492222490838e-15,2.1517899053426442e-29,9.137323745757352e-47,6.968039599999787e-29,2.4740069599436655e-17,2.2634651872483256e-38,8.753193549361467e-52,1.477540491019672e-26,4.9637344257265173e-36,6.441431884765164e-39,6.20286112678391e-40,4.331827880158196e-51,1.46567036076261e-45,7.8691525311219615e-31,1.243506828735197e-39,6.791965409642803e-40,3.8514477056812953e-47,4.294207475059399e-61,2.0615381181375747e-57,5.266503314399189e-66,1.0927658188099384e-17,1.1539423935908352e-36,1.2909338797678504e-50,2.164956427779973e-41,5.693039999017981e-45,2.185941520922216e-26,2.4740043837082763e-17,1.0745321008121264e-38,5.661988932797937e-15,1.0300754104784563e-27,2.4708666748899452e-23,2.797940417228823e-35,9.007118605103788e-34,1.8776909488957018e-29,1.0927645724501303e-17,5.254880954316843e-51,5.792312074706399e-31,1.0207253920454955e-50,4.566023893875633e-56,3.413165671471547e-39
3.457469632234349e-15,0.08020705388687087,3.76,0.0,0.6597597784197271,0.9999999999999714,1.3090348363327046e-29,1.1324131501000145e-14,5.473415070801387e-23,1.8179328666625756e-11,1.8179328666678472e-11,6.41361127016835e-26,2.6835771058431566e-24,2.6740803055193847e-24,1.4828919875891328e-30,5.424328374829983e-30,2.870968689017028e-14,1.0406404121826242e-24,1.3936136097516136e-14,5.769359342220801e-20,4.845258950199535e-21,1.4773598611392684e-14,2.862213298984567e-26,5.290493860023763e-25,1.4096301982657468e-31,1.118355434826377e-21,1.424823557868798e-37,2.6350581974530184e-38,2.770666764011653e-22,5.010101719306462e-34,6.839602555768682e-48,3.6447465716998664e-24,1.1150605269323671e-36,1.0216610106916382e-43,6.4690265217454e-42,6.895689298581205e-52,5.54817366294065e-15,5.0558171378565245e-23,5.548173677065465e-15,8.607403331310577e-29,1.4619880245498966e-45,2.787260604677759e-28,4.948081244137788e-17,1.810829023616481e-37,1.4006005956533073e-50,5.910280432500211e-26,3.9710816527198436e-35,5.153508951541101e-38,4.962458455102142e-39,6.697474238330591e-50,1.1725611871712603e-44,6.297092646753442e-30,9.948369541070767e-39,5.4337441655416416e-39,6.162484084298459e-46,1.3741850293744512e-59,6.597055664847904e-56,1.685340954498537e-64,2.185561231168606e-17,9.231765706482055e-36,2.065640361999664e-49,1.732130533260886e-40,4.555008467459888e-44,8.7439438074126e-26,4.948070938995192e-17,8.596538982913064e-38,1.1324131460936152e-14,4.12038547398032e-27,9.883650885727794e-23,2.238564522911063e-34,7.205825265761809e-33,1.5021697054636889e-28,2.185556245633044e-17,8.4083414928879305e-50,2.316969597696619e-30,1.633200211256441e-49,1.4611971532833673e-54,2.730613278340452e-38
6.914986160037923e-15,0.08020705388714015,3.76,0.0,0.6597597784015019,0.9999999999999426,1.0472406692266037e-28,2.2648416677152456e-14,2.189389738703716e-22,3.63589039088492e-11,3.6358903909060033e-11,2.565345425942864e-25,1.0736763319688187e-23,1.0696426509659557e-23,1.1863271675797685e-29,4.339500526424559e-29,5.741976468742927e-14,4.162604082909817e-24,2.7872455904443396e-14,1.2357603893964687e-19,1.938123004725463e-20,2.954739285921447e-14,1.1448972792164828e-25,2.116230161936933e-24,1.1277171984307244e-30,2.236846256584419e-21,1.1398726634473914e-36,2.1080740592861643e-37,1.1082766512359218e-21,4.008128436247426e-33,1.0943475980128117e-46,1.457913261478625e-23,8.92059698575689e-36,1.6346797588340736e-42,5.175282021960464e-41,2.2066497072770094e-50,1.109642246907173e-14,2.0223474098163437e-22,1.109642252557156e-14,3.4430512313532635e-28,2.339143528585737e-44,1.114906029273042e-27,9.896230444622432e-17,1.4486854469558818e-36,2.241162282978589e-49,2.364134800747761e-25,3.176902378944548e-34,4.123192970047638e-37,3.970049590228183e-38,1.0528828027049108e-48,9.380553894313451e-44,5.0403277511898253e-29,7.958821678745713e-38,4.347063914122115e-38,9.860108083556615e-45,4.397453527242869e-58,2.1110541069571523e-54,5.393246451818273e-63,4.371151904607704e-17,7.385502599176204e-35,3.305366208968581e-48,1.3859032788110646e-39,3.6447994145146695e-43,3.4976129643897965e-25,9.896189223701697e-17,6.877356196138552e-37,2.2648416516894855e-14,1.6481709575926113e-26,3.9534870528777436e-22,1.791127364739561e-33,5.764663579310618e-32,1.201720092325824e-27,4.371131962303416e-17,1.3454315557406127e-48,9.267953699685986e-30,2.6131046032734566e-48,4.675932579884834e-53,2.1845161068912506e-37
1.383001921564507e-14,0.08020705388767875,3.76,0.0,0.6597597783650514,0.9999999999998852,8.377981013896932e-28,4.5296987268574997e-14,8.757615008332343e-22,7.271805439127879e-11,7.271805439212214e-11,1.0260432592077593e-24,4.2966037399810226e-23,4.2785895480965414e-23,9.490665630047775e-29,3.4715991424755782e-28,1.1483992478724823e-13,1.6650501739947972e-23,5.574507957592907e-14,2.7990527713832843e-19,7.752529122418189e-20,5.909496711663928e-14,4.579614914483543e-25,8.465052427267899e-24,9.021785620779677e-30,4.474189690423151e-21,9.119033254606886e-36,1.6864732275123927e-36,4.433118526039883e-21,3.206520964572056e-32,1.750958565175993e-45,5.831681124336071e-23,7.13652174045144e-35,2.615504953914699e-41,4.1402492011601755e-40,7.061316214297804e-49,2.2192919752076614e-14,8.08943064238909e-22,2.219291997807712e-14,1.37727139756073e-27,3.742438880899612e-43,4.459570368517847e-27,1.979253137397724e-16,1.1589564139625849e-35,3.5864355212111055e-48,9.456575929511535e-25,2.5415357842163237e-33,3.299093387964122e-36,3.1760968087605667e-37,1.669525358170942e-47,7.504412558191918e-43,4.0364360053523626e-28,6.3671078889232495e-37,3.477678316996328e-37,1.5776277668978822e-43,1.4071947100596703e-56,6.7552066071269705e-53,1.7259018503631347e-61,8.742332646373345e-17,5.908437148627783e-34,5.289578294493201e-47,1.1090144760249886e-38,2.9170558843970303e-42,1.399052191163239e-24,1.9792366490007425e-16,5.501954381141315e-36,4.529698662754135e-14,6.592717378026298e-26,1.5813920497686345e-21,1.4333175704859712e-32,4.6116541536918595e-31,9.613338865214404e-27,8.742252877077049e-17,2.1529419602244345e-47,3.707185159752409e-29,4.1808031002644026e-47,1.4963085999393367e-51,1.747612179021382e-36
2.7660085326859363e-14,0.0802070538887559,3.76,0.0,0.6597597782921505,0.9999999999997704,6.702414209849733e-27,9.059412940789174e-14,3.503064120088845e-21,1.4543635534806875e-10,1.4543635535144217e-10,4.103382647838952e-24,1.720147122390833e-22,1.7114379173940556e-22,7.592542186295879e-28,2.777252547892941e-27,2.2968026300808664e-13,6.660218209337068e-23,1.1149026314961243e-13,6.908209453550858e-19,3.1010176729305603e-19,1.1819005867868756e-13,1.8318526273371482e-24,3.3861005604306946e-23,7.21744110796106e-29,8.950331655241903e-21,7.29524206760791e-35,1.34918894122762e-35,1.7732434184773942e-20,2.5652230837160213e-31,2.8015146938977865e-44,2.332677115587322e-22,5.7092335226088925e-34,4.184820602150144e-40,3.312207612963738e-39,2.2596210782792367e-47,4.4385913001057375e-14,3.235780372473205e-21,4.4385913905061857e-14,5.509450802076718e-27,5.987234766184807e-42,1.7837715414749333e-26,3.9585143346228355e-16,9.271670179256817e-35,5.740084883450322e-47,3.782630893805547e-24,2.0332326730235553e-32,2.6401058152683565e-35,2.5409387110955044e-36,2.658798410422351e-46,6.003427723113404e-42,3.235797242348322e-27,5.0937067330847166e-36,2.782153132419755e-36,2.5242121324426824e-42,4.503036814796702e-55,2.1615366927011054e-51,5.523230678895062e-60,1.74846917094575e-16,4.7267622353777197e-33,8.466420126597094e-46,8.87668019040033e-38,2.335570161941991e-41,5.596222112225665e-24,3.958448381308591e-16,4.4016223461369956e-35,9.059412684375073e-14,2.637093669964428e-25,6.325497768354726e-21,1.1473088953963833e-31,3.689167756156955e-30,7.689927731683039e-26,1.748437263407352e-16,3.4454648373501546e-46,1.4828656944057963e-28,6.68866825519449e-46,4.788164782912168e-50,1.398072020677335e-35
5.5320217549287954e-14,0.08020705389091023,3.76,0.0,0.6597597781463487,0.9999999999995407,5.361954542974773e-26,1.8118841751241146e-13,1.4012347961991777e-20,2.908729572293718e-10,2.9087295724286537e-10,1.6407148341402264e-23,6.892607258450696e-22,6.845742340348649e-22,6.074022208285065e-27,2.2217493258278875e-26,4.593610115345339e-13,2.6640911317367794e-22,2.2298037522132614e-13,1.9056794744423994e-18,1.2404071565651407e-18,2.363800139921684e-13,7.32743583885052e-24,1.3544987270734544e-22,5.773947367628598e-28,1.790849945930149e-20,5.836191336304598e-34,1.0793629241182198e-34,7.092914681427923e-20,2.0521794330910935e-30,4.482341306458208e-43,9.330710195337085e-22,4.567390821273227e-33,6.695719276938245e-39,2.6497675009060804e-38,7.230748525666934e-46,8.87718942309035e-14,1.2943137039942447e-20,8.877189784692746e-14,2.204064084586336e-26,9.57739485830474e-41,7.134606145115291e-26,7.917040774489177e-16,7.4173223179489425e-34,9.189813665642985e-46,1.513047003307402e-23,1.6265853458217278e-31,2.1134018910090556e-34,2.032836929372983e-35,4.242932941807176e-45,4.80255710596586e-41,2.5992607323616213e-26,4.0749738808588696e-35,2.2257260646757567e-35,4.0387434211767664e-41,1.4409729634787648e-53,6.916052729709525e-50,1.7676451247088725e-58,3.496940015386211e-16,3.7814123768471063e-32,1.35561111037066e-44,7.108604986157708e-37,1.871528697267134e-40,2.2384909837903647e-23,7.916776964427956e-16,3.5213711261735294e-34,1.8118840725583494e-13,1.0548388191095645e-24,2.5301331125593123e-20,9.18890630053315e-31,2.951072190038585e-29,6.150725737517458e-25,3.4968123871604163e-16,5.5151302952559364e-45,5.93137319655963e-28,1.069982338402333e-44,1.532184121514071e-48,1.1184226251593304e-34
1.1064048199414514e-13,0.08020705389521887,3.76,0.0,0.659759777854745,0.9999999999990813,4.289591169930179e-25,3.623770090249933e-13,5.605001679360307e-20,5.817461608628706e-10,5.81746160916843e-10,6.557746600782017e-23,2.7666526129722993e-21,2.7382842499495184e-21,4.859188488652404e-26,1.777311170400088e-25,9.187227969262669e-13,1.0656374985565348e-21,4.4595957907413337e-13,5.90749270724596e-18,4.961619861908627e-18,4.727590133813839e-13,2.930988991105972e-23,5.418452563885128e-22,4.619138785407005e-27,3.5848878436785935e-20,4.66893853840112e-33,8.635072515768417e-34,2.837113268349111e-19,1.641741438999461e-29,7.171465962524349e-42,3.732278345790034e-21,3.6539103398873634e-32,1.0713143646441446e-37,2.1198115405110157e-37,2.3138085017544114e-44,1.775438356181392e-13,5.1772573811858024e-20,1.7754385008225562e-13,8.81850963654201e-26,1.531682149907487e-39,2.853453072154014e-25,1.5834109835882502e-15,5.9338181300062186e-33,1.4721835082676609e-44,6.05213363654515e-23,1.301264102270223e-30,1.6928240726544705e-33,1.6264022547806044e-34,6.775971783289981e-44,3.84174108411261e-40,2.096390819001901e-25,3.25998302340083e-34,1.7805812627637546e-34,6.461985784920859e-40,4.61110887251931e-52,2.2125778485458473e-48,5.657801810983424e-57,6.993877831581509e-16,3.0251270680310236e-31,2.1721210040130778e-43,5.698484223708736e-36,1.5021362013179027e-39,8.953963968044265e-23,1.5833054623215322e-15,2.8172057359982967e-33,3.6237696799866523e-13,4.21935803774379e-24,1.0119985219542002e-19,7.367800189811732e-30,2.360433363418719e-28,4.918624322209935e-24,6.9933673350737e-16,8.83181189455447e-44,2.3724730915492618e-27,1.7113115944375695e-43,4.902783588528582e-47,8.946794648114268e-34
2.212810108838595e-13,0.08020705390383616,3.76,0.0,0.6597597772715377,0.9999999999981626,3.431713176796443e-24,7.247542532643049e-13,2.242048528845484e-19,1.1634925676134391e-09,1.1634925678293155e-09,2.6190148707684215e-22,1.1143476604905602e-20,1.0953025066145751e-20,3.887299621667196e-25,1.4217061059353465e-24,1.8374475210631322e-12,4.2625542960348924e-21,8.919139057131988e-13,2.0199403119516874e-17,1.984639040697528e-17,9.455133672465605e-13,1.1724061746182201e-22,2.167745028237874e-21,3.695276343117917e-26,7.182987259980224e-20,3.735123261412167e-32,6.90832092013916e-33,1.1348021437777182e-18,1.3133883179820447e-28,1.147343560320445e-40,1.4929053287582723e-20,2.9231210749600747e-31,1.7140984882957513e-36,1.6958434093803343e-36,7.403978858985728e-43,3.550876341028241e-13,2.0709030296741154e-19,3.5508769195939973e-13,3.529203130155969e-25,2.448448252803956e-38,1.1410687508985522e-24,3.166831268528107e-15,4.7469839094554065e-32,2.3612925233209102e-43,2.4208076457640735e-22,1.0410034403958753e-29,1.3576213110799946e-32,1.3013322094766079e-33,1.0819237338057719e-42,3.0729023385365905e-39,1.70425081644214e-24,2.6079888197289815e-33,1.4244635546662526e-33,1.0339152234663239e-38,1.4755499393658064e-50,7.07666487286393e-47,1.811350088567193e-55,1.398773797338839e-15,2.420094330929149e-30,3.4854474317619357e-42,4.577340182896192e-35,1.2095702831810717e-38,3.581582197890675e-22,3.1664092059241544e-15,2.2539353631760287e-32,7.247540891589732e-13,1.6877438147388034e-23,4.047552493571795e-19,5.920898671640081e-29,1.8876658538638354e-27,3.931768252202645e-23,1.398569612045557e-15,1.4154945060073987e-42,9.489273869984757e-27,2.7359375415773913e-42,1.817394734180205e-45,7.156487117912692e-33
4.4256206866328817e-13,0.08020705392107075,3.76,0.0,0.659759776105123,0.9999999999963252,2.7454334061995e-23,1.4495089865993443e-12,8.96857268871226e-19,2.326985379048863e-09,2.3269853799122574e-09,1.0443526407756322e-21,4.5188797997932864e-20,4.3811183930927337e-20,3.1097560987126938e-24,1.1371357750149337e-23,3.674901582734819e-12,1.705024346837585e-20,1.7838062354925432e-12,7.393555397171604e-17,7.938481146947228e-17,1.8910074956257488e-12,4.689706638704277e-22,8.673887118830338e-21,2.9561639342695438e-25,1.442253037182268e-19,2.9880527904290965e-31,5.527074303634321e-32,4.538861136063099e-18,1.0507023368819466e-27,1.835457519471498e-39,5.971570392262931e-20,2.3384839476110802e-30,2.742541441388587e-35,1.3566646563365822e-35,2.3691383361147934e-41,7.101748939133678e-13,8.283608786362091e-19,7.101751253404386e-13,1.4131199988558401e-24,3.910355965330225e-37,4.561774913512362e-24,6.333697729028066e-15,3.797471380835589e-31,3.796618053945673e-42,9.68285951462115e-22,8.327897413812314e-29,1.0914754079742024e-31,1.0414016366545937e-32,1.725427388515799e-41,2.45753640409635e-38,1.4067201705897986e-23,2.0863933498076283e-32,1.1395676696038033e-32,1.6542552927246332e-37,4.721725326613206e-49,2.262241022957745e-45,5.801778550737122e-54,2.7975396295937644e-15,1.9360626313789014e-29,5.608882479237394e-41,3.691551266194973e-34,9.802384773746397e-38,1.4326294846198194e-21,6.332009659091978e-15,1.80342013301241e-31,1.4495083301781773e-12,6.750976839436045e-23,1.6186670317577675e-18,4.779321394934294e-28,1.509043419917473e-26,3.1404131507817983e-22,2.796722995269563e-15,2.2725051746154214e-41,3.795213022829157e-26,4.3706647983937155e-41,5.839375224314867e-44,5.723668273846313e-32
8.851241842221455e-13,0.08020705395553993,3.76,0.0,0.6597597737722937,0.9999999999926502,2.196446718928089e-22,2.899019432693695e-12,3.5877310672581676e-18,4.653970993656871e-09,4.653970997109569e-09,4.1516082275905585e-21,1.8567401589450296e-19,1.7523736370691976e-19,2.4876704364130092e-23,9.093419567795102e-23,7.349828159544926e-12,6.820116788597294e-20,3.567525607194714e-12,2.8201073378258147e-16,3.1753316924083086e-16,3.781937437394321e-12,1.8759470490278403e-21,3.471878214589267e-20,2.3648390675288126e-24,2.9100985867936283e-19,2.3903683095341908e-30,4.422326288530728e-31,1.815266124772552e-17,8.405483282336997e-27,2.9357968101533397e-38,2.3885868511177525e-19,1.870765934413582e-29,4.388013244302862e-34,1.085315310871321e-34,7.580376929218646e-40,1.420348064901706e-12,3.3134400586956052e-18,1.4203489906159097e-12,5.663988605951279e-24,6.233774453840485e-36,1.822712510521566e-23,1.2667534212312789e-14,3.0377908518113057e-30,6.133918327645807e-41,3.8728460594336795e-21,6.662107906951927e-28,8.81784983531675e-31,8.336583654186243e-32,2.7439260887042133e-40,1.9647744337934764e-37,1.1943659995212113e-22,1.6691177312029635e-31,9.116487190230765e-32,2.6467786095088536e-36,1.510929535798643e-47,7.224548649466691e-44,1.8600613053530938e-52,5.595046510694036e-15,1.54882912612034e-28,9.077127390426273e-40,3.0007179757448278e-33,8.043370902030719e-37,5.730489416870614e-21,1.2660783377556782e-14,1.4431703300038774e-30,2.8990168070109313e-12,2.7003913602814255e-22,6.471836167148985e-18,3.891464909909147e-27,1.2054945060766268e-25,2.504360084631009e-21,5.591780828658841e-15,3.660602396636753e-40,1.5176877580902515e-25,6.971286888190261e-40,1.868107440583998e-42,4.576500527806229e-31
