Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56)
9.156938511975223e-07,0.19714599404115582,3.76,0.0,0.13306460689213412,0.9019286478797747,0.1087818658138779,0.0016291444458718608,0.009677522495098123,0.06980143028977594,0.10587546259491393,2.1099002540097684e-08,0.3445059296902465,0.0001322157444513062,0.0009430768147569645,0.024393064444115282,0.00439192272684135,0.0003017216597810203,0.001714451387994096,0.031954063291604516,0.3720155337545023,0.0018952457876557612,0.0012965294616618737,0.0023863837353341895,0.014693963103180841,0.004361233486793201,0.004761824860651104,0.01410919739612803,9.106326374928619e-07,0.012744943002579154,9.26275332489743e-08,0.003046048272691178,0.00430517629841024,0.0030417947401251357,8.730543168853826e-06,1.433630387320421e-06,0.008815606058054322,0.003252950462720867,0.004680518724707767,0.0012356417726225243,6.22404663823927e-08,8.132434124308551e-09,0.0013463792055496242,0.00017384617231811414,4.266602910572016e-05,2.1338478803535785e-06,4.080583628175553e-06,0.0010277571498756412
9.180614904832477e-07,0.19723630308193646,3.76,0.0,0.13062594043727427,0.9006290665924807,0.11000658168017265,0.0016634224964738912,0.009706186755310443,0.069632147304435,0.10635075254233796,2.105799599357757e-08,0.3462416948362429,0.0001323760495234603,0.0009484174446827775,0.024949664609132012,0.004391761255877437,0.0003041868747531405,0.0017063933577073514,0.03192724776798357,0.37315956755359675,0.0018912389950660378,0.0012956986081726141,0.0024191385972461006,0.014894710238340377,0.004413354438086128,0.004801862345482042,0.01431143581857413,9.04701834868342e-07,0.013087869050994457,9.378107603142244e-08,0.003086408920995329,0.004340111614010586,0.003083372657828224,8.961552381832591e-06,1.4505797581861624e-06,0.008990193853599364,0.003319885656074533,0.0047831633003813006,0.0012849668941211285,6.378356821542654e-08,8.133604250752436e-09,0.0013886680186457557,0.00018294158314540766,4.3620668013206e-05,2.178968954189708e-06,4.21908752567015e-06,0.0010632994931594644
9.20429129768973e-07,0.19732553225259153,3.76,0.0,0.12822552940941026,0.8993267892481056,0.11122954936955037,0.0016981699577537112,0.009732244239582917,0.06946198508378731,0.10683056113137741,2.1008160497012828e-08,0.34794870475990664,0.00013248286030751778,0.0009536345738052125,0.025514189767796576,0.004391356398293144,0.00030661568442998685,0.0016979465190702448,0.031893158571535456,0.37425939559862803,0.0018867134210057122,0.0012945840130739656,0.0024523566387881584,0.015096152145319052,0.004464646300586272,0.004840459446284712,0.01451195291874165,8.985836191100745e-07,0.013435669895382737,9.491880417860585e-08,0.0031264583956263792,0.0043737493456286166,0.0031244989094307623,9.195881377264205e-06,1.4672510705622813e-06,0.009166013689292858,0.003387298948310585,0.00488670426756333,0.001335684547103379,6.534339810625772e-08,8.132439652163646e-09,0.0014319235170369689,0.0001924043000654057,4.458468294324693e-05,2.2243466640802177e-06,4.359232100221194e-06,0.0010995212294466177
9.227967690546984e-07,0.19741367970064425,3.76,0.0,0.1258634075893809,0.8980221642070759,0.11245046586440821,0.0017333825341942538,0.009755688433620183,0.06929101410727166,0.10731478662318047,2.094963630928466e-08,0.3496270031189963,0.00013253640785887617,0.0009587272732090423,0.026086581090475316,0.0043907181066634455,0.00030900775007687564,0.0016891217170145508,0.031851874484882796,0.37531536200171295,0.0018816778363731632,0.0012931891119873492,0.002486038263722946,0.015298239353795892,0.004515061963686525,0.004877587456610014,0.014710611842214318,8.922851058080619e-07,0.013788254879082643,9.603993572664751e-08,0.003166177111926781,0.0044060640850074155,0.0031651427393713035,9.433471772462492e-06,1.4836317899246837e-06,0.009343011681870458,0.0034551683445176807,0.004991100032676002,0.0013878063954362546,6.691943617808157e-08,8.128961476653686e-09,0.001476149833565138,0.00020224246100147277,4.5557651318200034e-05,2.269960574548102e-06,4.500892448819575e-06,0.0011364113565121463
9.251644083404238e-07,0.19750074446033003,3.76,0.0,0.12353957742645348,0.8967155396589744,0.11366903273634145,0.0017690556189002143,0.00977651627178349,0.06911930424526275,0.10780332157412527,2.088257705196345e-08,0.3512766557956716,0.00013253700690434665,0.00096369465483436,0.026666774070175384,0.004389856207216391,0.0003113627757392593,0.0016799301190838622,0.03180348167058032,0.3763278460509272,0.0018761415964394742,0.0012915175935611914,0.002520183308906345,0.015500921911351231,0.004564555254639992,0.004913219949102628,0.01490727756389414,8.858135222272633e-07,0.014145528567303485,9.71437083080625e-08,0.0032055459658242693,0.004437032400248035,0.0032052738389644975,9.674261742557528e-06,1.4997097094161036e-06,0.009521133149656618,0.003523471610069825,0.005096307933897282,0.001441343061496118,6.851114912528694e-08,8.123193771673969e-09,0.0015213503861876971,0.00021246402889409108,4.6539133851121304e-05,2.3157900200665155e-06,4.643939517592874e-06,0.001173957941335691
9.275320476261492e-07,0.1975867264386989,3.76,0.0,0.12125401078402723,0.8954072631703287,0.11488495646353848,0.00180518430122565,0.009794728111247306,0.06894692469493958,0.1082960530304704,2.0807149474320878e-08,0.3528977501987969,0.00013248505409476638,0.0009685358692608706,0.02725469855905485,0.004388780386965646,0.0003136805072992652,0.001670383191452782,0.031748073432358276,0.3772972608834888,0.0018701146108470994,0.0012895733892338156,0.0025547910363587266,0.015704149447382815,0.0046130810472530485,0.004947332815182494,0.015101817118703672,8.791761964752136e-07,0.01450739090369618,9.822938041661823e-08,0.0032445463602276486,0.004466632873136424,0.003244862401170993,9.918186111670885e-06,1.5154729717583505e-06,0.00970032268518372,0.0035921863074396634,0.005202284318205106,0.0014963040994940369,7.011799122455876e-08,8.115163411583134e-09,0.0015675278649914587,0.00022307677342558907,4.7528672542558336e-05,2.361814146152953e-06,4.788240521630902e-06,0.0012121481421406423
9.298996869118746e-07,0.19767162640748212,3.76,0.0,0.11900664971333892,0.894097681238874,0.11609794873324854,0.0018417633750332518,0.009810327696444111,0.06877394391853993,0.10879286273669594,2.07235321988601e-08,0.3544903945543331,0.00013238102598136375,0.0009732501034058503,0.027850278815879398,0.0043875001821121,0.0003159607314530949,0.0016604926699205968,0.0316857499686162,0.37822405213577687,0.0018636073133163728,0.0012873606624626771,0.002589860127183516,0.01590787123808284,0.0046605953668899785,0.004979904295963035,0.015294099825357168,8.72380541411486e-07,0.014873737377620459,9.929623256675565e-08,0.003283160229622471,0.004494846129138033,0.0032838791739199383,1.0165176452653922e-05,1.530910089372739e-06,0.009880524228086829,0.0036612898327968812,0.00530898462103418,0.001552697971215616,7.173940535223604e-08,8.104900003058083e-09,0.0016146842208396013,0.00023408825301639194,4.852578893608347e-05,2.408011947056541e-06,4.933659356402383e-06,0.0012509682334405515
9.322673261976e-07,0.1977554459663749,3.76,0.0,0.11679740732164452,0.8927871388569166,0.11730772672047948,0.0018787873480703087,0.009823322112944803,0.06860042958410913,0.10929362736412218,2.0631915164840673e-08,0.3560547171412999,0.0001322254767393348,0.000977836578699166,0.028453433568847594,0.004386024966984072,0.0003182032745669197,0.001650270527479252,0.03161661809335315,0.37910869649449963,0.0018566306300942697,0.0012848837977893323,0.002625388677768182,0.016112036268312355,0.004707055490254494,0.00501091500526036,0.015483997500924126,8.654340327184721e-07,0.015244459207288456,1.0034356838299669e-07,0.0033213700622500937,0.004521654859839869,0.00332229551148479,1.0415161198982735e-05,1.5460099631357387e-06,0.010061681138442783,0.0037307594527055165,0.005416363449803975,0.0016105320249251455,7.337482403358988e-08,8.09243577171872e-09,0.0016628206561296716,0.00024550579710553146,4.9529986871560165e-05,2.454362299743202e-06,5.080057007349053e-06,0.0012904036352151182
9.346349654833254e-07,0.1978381875127481,3.76,0.0,0.11462616868642125,0.8914759790820697,0.11851401335236526,0.001916250452029011,0.009833721731573295,0.06842644850829492,0.10979821875146129,2.0532499164156836e-08,0.3575908654977458,0.00013201903569630714,0.0009822945492923233,0.02906407608850739,0.004384363943388268,0.0003204080014685207,0.0016397289465832307,0.03154079094092138,0.37995170019722185,0.0018491959471850293,0.0012821473896829421,0.0026613741974835727,0.01631659329693467,0.004752420042833457,0.0050403479456195294,0.015671384668839168,8.583441925388403e-07,0.015619443532046935,1.0137071566260051e-07,0.003359158920721252,0.004547043839711836,0.0033600834244128493,1.0668065764123507e-05,1.560761900873258e-06,0.01024373627042584,0.003800572340596839,0.005524374669559483,0.001669812476407179,7.502367049504489e-08,8.077805451381805e-09,0.0017119376170080958,0.0002573364887563369,5.0540752673854586e-05,2.50084400088635e-06,5.227291995941835e-06,0.001330438944523224
9.370026047690508e-07,0.19791985421656,3.76,0.0,0.11249279179518883,0.8901645426168769,0.11971653755827774,0.0019541466531141894,0.009841540144480737,0.06825206660145369,0.11030650415454915,2.0425494865449562e-08,0.35909900561541913,0.0001317624046793712,0.00098662330098465,0.029682114270520345,0.004382526130729431,0.00032257481419111265,0.0016288802914357313,0.031458387662713125,0.38075359751328913,0.0018413150765476008,0.0012791562310912898,0.002697813607942323,0.016521490920754195,0.004796649091813725,0.005068188516921687,0.015856138759264858,8.511185757867703e-07,0.015998573611725728,1.0237702733747996e-07,0.003396510460973473,0.004570999936893807,0.003397215627712033,1.0923812667122075e-05,1.5751556344680708e-06,0.010426632045712553,0.0038707056126947195,0.005632971489832052,0.0017305443922203889,7.668535973082006e-08,8.061046170174908e-09,0.0017620347870901383,0.0002695871477178191,5.1557556546389847e-05,2.547435805563128e-06,5.3752208424348614e-06,0.0013710579692034616
9.393702440547762e-07,0.19800044998969124,3.76,0.0,0.11039710852214507,0.8888531674035162,0.12091503449666283,0.0019924696632545166,0.009846794089867432,0.06807734881592822,0.11081834650798701,2.0311122054284037e-08,0.3605793211215676,0.00013145635515051686,0.0009908221504056826,0.030307450731125066,0.004380520357246523,0.00032470365065653676,0.0016177370766369689,0.0313695331123821,0.38151494920031154,0.0018330002214125734,0.00127591530172477,0.002734703244546729,0.016726677639596253,0.004839704234693694,0.005094424516210361,0.016038140297495534,8.437647523486304e-07,0.016381729035369243,1.0336188231977707e-07,0.003433408948720503,0.004593512116093181,0.003433665586319841,1.118232166636262e-05,1.5891813348468445e-06,0.010610310525969871,0.003941136363172705,0.005742106552802288,0.0017927316761813354,7.835929958242234e-08,8.042197334435784e-09,0.0018131110833533523,0.00028226431416773166,5.257985306375407e-05,2.5941164634664453e-06,5.523698516048282e-06,0.0014122437644759948
9.417378833405015e-07,0.19807997944935243,3.76,0.0,0.1083389255800031,0.887542188220224,0.1221092457826674,0.0020312129514054177,0.00984950337642912,0.067902359095423,0.11133360468787949,2.018960908504959e-08,0.36203201247170985,0.0001311017252339605,0.0009948904440047535,0.03093998290547348,0.00437835525174474,0.0003267944833610676,0.001606311942589063,0.031274357537971524,0.38223634098316017,0.0018242639439799498,0.0012724297560584472,0.0027720388583256854,0.016932101921823164,0.004881548682276135,0.005119046132373997,0.016217273090621685,8.362902934934537e-07,0.016768785930412915,1.0432468642144353e-07,0.0034698392757449873,0.0046145714385321815,0.0034694075601657236,1.1443509894493783e-05,1.6028296278642605e-06,0.010794713485801861,0.00401184169884637,0.005851732021545631,0.0018563770563541917,8.004489172007134e-08,8.021300477309047e-09,0.0018651646524180225,0.0002953742326975118,5.360708119398525e-05,2.6408647561157026e-06,5.672578909282596e-06,0.0014539786698029061
9.441055226262269e-07,0.1981584479026846,3.76,0.0,0.10631802557065992,0.8862319363035674,0.12329891967376373,0.002070369755889835,0.009849690793356687,0.06772716032869536,0.1118521337932306,2.006119200363267e-08,0.36345729609932453,0.00013069941653185208,0.000998827557484174,0.03157960316489799,0.004376039236268416,0.0003288473179549278,0.0015946176229590628,0.03117299624110582,0.3829183819525943,0.0018151191295545566,0.00126870491152144,0.002809815621360595,0.017137712269443654,0.004922147336071262,0.00514204593185583,0.016393424394479526,8.287027508843023e-07,0.01715961718688686,1.0526487299879179e-07,0.003505786971965255,0.004634171051947239,0.0035044166447619385,1.170729200557058e-05,1.6160916062261666e-06,0.010979782483440512,0.004082798772985189,0.00596179967011584,0.0019214820772374401,8.174153277195429e-08,7.998399159578147e-09,0.0019181928702829598,0.0003089228373293487,5.4638665123286364e-05,2.687659529370744e-06,5.821715280281928e-06,0.0014962443502499734
9.464731619119523e-07,0.19823586128637866,3.76,0.0,0.10433416795515313,0.884922738970207,0.12448381126549159,0.0021099330966284652,0.009847382015880932,0.06755181430454604,0.11237378542374785,1.9926113376512053e-08,0.36485540361226154,0.00013025039081201848,0.0010026328953024399,0.03222619893549666,0.004373580519981476,0.00033086219186162003,0.001582666920903699,0.03106558926419685,0.38356170304935727,0.0018055789525181912,0.0012647462359839084,0.0028480281320200783,0.01734345728295325,0.004961466861402875,0.0051634188366849266,0.016566485080366213,8.210096501654787e-07,0.017554092678131673,1.0618190366408854e-07,0.003541238218226656,0.004652306176720613,0.0035386688116501143,1.1973580321630348e-05,1.628958842619787e-06,0.011165458932825978,0.00415398481818581,0.0060722609726878525,0.001988047091737209,8.344861535254962e-08,7.973538847408723e-09,0.001972192341959202,0.00032291573689945206,5.567401448878365e-05,2.734479730220408e-06,5.970960736114362e-06,0.001539021837191703
9.488408011976777e-07,0.19831222617973482,3.76,0.0,0.1023870901566585,0.8836149192655207,0.12566368264381061,0.0021498957883023186,0.009842605503008408,0.06737638167036944,0.11289840797396722,1.9784622148053134e-08,0.36622658091999094,0.00012975566661199047,0.0010063058907196234,0.032879652833333245,0.004370987092747798,0.0003328391727979556,0.0015704726784609645,0.030952281030699084,0.38416695542656876,0.0017956568416040083,0.001260559336014043,0.002886670423452732,0.01754928572405914,0.004999475753794308,0.005183162097972366,0.01673634978257191,8.132184707492002e-07,0.017952079494819317,1.070752688517261e-07,0.0035761798546750656,0.004668974085438464,0.0035721409444531287,1.2242284989263175e-05,1.641423399483144e-06,0.011351684172400126,0.004225377178558706,0.006183067193933585,0.0020560712581905176,8.516552905091042e-08,7.946766722038662e-09,0.002027158904450979,0.00033735820140694305,5.6712526707591375e-05,2.7813044392618696e-06,6.120168682678493e-06,0.001582291572838915
9.512084404834031e-07,0.19838754972384276,3.76,0.0,0.10047650863454541,0.8823087956298128,0.12683830302062074,0.0021902504537202197,0.009835392384415205,0.06720092189438025,0.11342584692955826,1.9636972802890143e-08,0.3675710873928783,0.00012921631568914803,0.0010098460066851383,0.033539842809745674,0.004368266720371281,0.00033477835729947596,0.0015580477479423328,0.030833219995448028,0.38473480886480305,0.0017853664437690144,0.0012561499447005563,0.0029257359738433185,0.017755146576248732,0.005036144399486532,0.005201275259505682,0.016902917033130436,8.05336629970866e-07,0.018353442180565015,1.0794448826077333e-07,0.003610599387372257,0.004684174074496118,0.0036048108718261386,1.2513314140025892e-05,1.6534778372720025e-06,0.011538399532959463,0.004296953340270099,0.006294169477941559,0.002125552540054975,8.689166148258168e-08,7.91813158664827e-09,0.0020830876314933753,0.0003522551494823158,5.7753589608810154e-05,2.8281129035794785e-06,6.269193272599632e-06,0.0016260334558799465
9.535760797691285e-07,0.19846183962148123,3.76,0.0,0.098602119911324,0.8810046815614125,0.12800744887877943,0.002230989537063612,0.009825776355837807,0.06702549322781652,0.11395594515899106,1.9483423617633988e-08,0.3688891950358745,0.00012863345946991973,0.0010132527357049521,0.034206642293902044,0.004365426939853796,0.0003366798692798956,0.0015454049748654234,0.030708558309776594,0.38526595022302224,0.0017747215933558184,0.001251523909317869,0.002965217715988907,0.01796098911063025,0.005071445128830201,0.005217760119546581,0.0170660893991952,7.973714757826135e-07,0.018758042963309386,1.0878911143577614e-07,0.0036444849958304315,0.004697907435970239,0.003636657400977601,1.2786574047932357e-05,1.6651152253898143e-06,0.011725546406159883,0.004368690961889702,0.006405518936497338,0.0021964877048033316,8.862639925859784e-08,7.887683750161257e-09,0.0021399728378778925,0.00036761113584477125,5.8796579004974436e-05,2.8748845697601973e-06,6.417889870124574e-06,0.0016702268861218247
9.559437190548538e-07,0.19853510409196995,3.76,0.0,0.0967636016212841,0.8797028853080168,0.12917090408419643,0.002272105317504968,0.009813793560426678,0.06685015267180154,0.11448854321126481,1.9324237311859377e-08,0.37018118767476754,0.00012800826537608703,0.001016525600793544,0.034879920349979596,0.004362475056186908,0.00033854385856247346,0.0015325571676242332,0.030578451486759497,0.385761081911234,0.0017637362772565533,0.001246687179120795,0.0030051080497647993,0.01816676294483049,0.005105352263770404,0.005232620683527319,0.01722577360014678,7.893302743031036e-07,0.01916574199186294,1.0960871798465368e-07,0.0036778255371285973,0.004710177420311136,0.0036676603463798403,1.306196929316127e-05,1.676329146734531e-06,0.0119130663103516,0.004440567902865727,0.00651706673566903,0.0022688723273107093,9.036912893627739e-08,7.85547481683514e-09,0.0021978080866938217,0.0003834303402587272,5.984086108235716e-05,2.9215991136738755e-06,6.566115473732576e-06,0.0017148508112798581
9.583113583405791e-07,0.19860735184599299,3.76,0.0,0.09496061358582354,0.8784037095773561,0.1303284599759923,0.0023135899231529625,0.009799482464255023,0.06667495594707784,0.11502347961762467,1.915967945001984e-08,0.3714473601333916,0.00012734194310592682,0.001019664156184588,0.03555954184315954,0.004359418139488365,0.0003403704993966803,0.0015195170714018141,0.030443058053040296,0.3862209203463235,0.0017524246014798748,0.001241645793457383,0.0030453988563149924,0.018372418103003326,0.0051378421599082,0.005245863111606943,0.017381880611592314,7.812201940335402e-07,0.019576397575645166,1.1040291787362461e-07,0.0037106105477782802,0.004720989193959275,0.0036978005553752915,1.3339402929329608e-05,1.6871137027386827e-06,0.012100900954563093,0.004512562250869319,0.006628764181411256,0.002342700796154432,9.211923797975297e-08,7.821557594753337e-09,0.0022565861984909946,0.000399716557444931,6.0885793032123846e-05,2.968236468909145e-06,6.713729129424697e-06,0.0017598837750281212
9.606789976263045e-07,0.19867859205208238,3.76,0.0,0.09319279890881497,0.8771074512675592,0.13147991543593823,0.0023554353451552485,0.009782883728944862,0.06649995746657608,0.11556059119435762,1.8990017423297392e-08,0.372688017406071,0.00012663574090374688,0.0010226679882700982,0.0362453676132333,0.004356263022360475,0.00034215998897498516,0.001506297346528801,0.03030253919057271,0.38664619440074405,0.001740800759023488,0.0012364058701805486,0.0030860815137468403,0.018577905073735107,0.005168893241358763,0.005257495661704946,0.01753432575659758,7.730482938485852e-07,0.019989866425350826,1.1117135162586433e-07,0.0037428302434320965,0.004730349792752755,0.003727059930679551,1.3618776652732963e-05,1.69746351758972e-06,0.012288992300320602,0.004584652347854806,0.006740562803439488,0.002417966322617473,9.387611569453269e-08,7.785985980802225e-09,0.002316299262199039,0.00041647318801179173,6.193072430421965e-05,3.0147768551541226e-06,6.860592342595526e-06,0.0018053039656884446
9.6304663691203e-07,0.19874883429758886,3.76,0.0,0.09145978500668704,0.8758144011985116,0.1326250769626565,0.002397633451691243,0.00976404009026789,0.06632521030907675,0.11609971334017377,1.8815520665976955e-08,0.3739034738691888,0.00012589094181515636,0.001025536717160488,0.0369372546485027,0.004353016298262145,0.0003439125459803621,0.001492910552054794,0.030157058400897056,0.3870376439227293,0.0017288790000065807,0.0012309735937018522,0.0031271469126395017,0.018783174864982877,0.005198486026316218,0.0052675286287018975,0.017683028795726953,7.648215164666077e-07,0.020406003888953545,1.1191369053306906e-07,0.003774475519283286,0.0047382680733174054,0.003755421452478121,1.3899990969304647e-05,1.7073737429717617e-06,0.012477282623874408,0.00465681681543188,0.0068524144375252845,0.002494660949527695,9.563915402798653e-08,7.74881476706193e-09,0.0023769386460268456,0.0004337032297207428,6.297499915063218e-05,3.061200804404697e-06,7.0065694719781755e-06,0.0018510892641471325
9.654142761977553e-07,0.19881808857664518,3.76,0.0,0.08976118468277688,0.8745248438729617,0.13376375871378474,0.0024401760021038224,0.009742996229486373,0.06615076619663907,0.11664068033508093,1.8636459650611062e-08,0.3750940524776888,0.00012510885994794895,0.0010282699980439076,0.037635056270050316,0.004349684319947401,0.0003456284091364194,0.0014793691190808362,0.030006781167195525,0.387396018248725,0.0017166736006732468,0.001225355203761325,0.003168585473804047,0.01898817905940625,0.005226603147152726,0.005275974279215292,0.017827913997932023,7.565466789059358e-07,0.020824664189212895,1.1262963656381758e-07,0.0038055379470929894,0.004744754659205067,0.0037828691959751457,1.4182945364037492e-05,1.7168400569823321e-06,0.012665714574890836,0.004729034578537623,0.006964271305290408,0.00257277556413896,9.74077485021391e-08,7.710099527088805e-09,0.002438495010900308,0.0004514092702280926,6.401795707593528e-05,3.107489186819373e-06,7.151528098520723e-06,0.0018972172926964247
9.677819154834807e-07,0.19888636523285014,3.76,0.0,0.08809659715811982,0.8732390572651866,0.1348957825261676,0.002483054660845633,0.009719798630953949,0.06597667547646394,0.11718332563393219,1.8453104105912973e-08,0.37626008401250033,0.00012429083671676975,0.0010308675225415734,0.03833862232344037,0.004346273199641556,0.0003473078357941503,0.0014656853271627429,0.029851874626230682,0.3877220747953442,0.0017041988309533023,0.0012195569841886354,0.003210387167913558,0.01919286986814969,0.005253229368616627,0.005282846778831855,0.01796891019374018,7.482304610581994e-07,0.021245700657548747,1.1331892229776798e-07,0.0038360097699543312,0.004749821880209067,0.0038093883444879585,1.4467538470421611e-05,1.7258586628026012e-06,0.012854231232260099,0.004801284886814133,0.00707608608953061,0.0026522999143209305,9.918129906565962e-08,7.66989653392518e-09,0.002500958326058967,0.000469593481446138,6.505893214240504e-05,3.1536232341560383e-06,7.295339363171816e-06,0.0019436654637503723
9.70149554769206e-07,0.19895367495681393,3.76,0.0,0.08646560909583834,0.8719573126037042,0.13602097794432078,0.0025262610115912086,0.009694495452757529,0.06580298710214273,0.11772748215831172,1.826572351737749e-08,0.3774019063178615,0.00012343823714571414,0.001033329020898866,0.03904779936930999,0.004342788808658648,0.0003489511005250927,0.0014518712935699576,0.02969250723401912,0.3880165776352643,0.001691468928899336,0.0012135852517067302,0.0032525415342385734,0.019397200178589265,0.0052783515951035686,0.005288162119618239,0.018105950832229767,7.398793949557438e-07,0.021668965965844545,1.1398131116294858e-07,0.003865883898124509,0.004753483713160114,0.0038349652034081337,1.4753668238417718e-05,1.7344262928472967e-06,0.01304277616106487,0.004873547336114879,0.007187812009858807,0.002733222623711518,1.0095921068363308e-07,7.628262545935827e-09,0.002564317883984589,0.00048825761371082725,6.609725741059586e-05,3.1995845603919257e-06,7.4378783036525865e-06,0.001990411027934263
9.725171940549315e-07,0.1990200287336893,3.76,0.0,0.08486779560071314,0.8706798741884411,0.13713918221644075,0.002569786571013087,0.009667136392933947,0.06562974861967139,0.11827298258183297,1.807458685438927e-08,0.37851986357601886,0.00012255244620538276,0.0010356542632924224,0.039762430881361235,0.004339236778319867,0.0003505584937553186,0.0014379389539204293,0.029528848449453186,0.388280296148478,0.0016784980735394155,0.0012074463452578174,0.003295037701622725,0.01960112360539817,0.005301958871363062,0.00529193804271529,0.018238974016208113,7.314998627798472e-07,0.0220943123538804,1.1461659688132671e-07,0.0038951539017721285,0.00475575571675466,0.0038595872088457842,1.5041232101066465e-05,1.7425402021623122e-06,0.0132312934651663,0.0049458018876927376,0.007299402893220877,0.0028155312109836416,1.0274089429495234e-07,7.585254719172966e-09,0.002628562317956955,0.0005074029918073135,6.713226353473531e-05,3.2453551828429546e-06,7.579024157394375e-06,0.002037431121945599
9.748848333406569e-07,0.19908543783186114,3.76,0.0,0.0833027212143171,0.8694069992259615,0.1382502402754685,0.0026136228024257867,0.009637772555891549,0.06545700615601106,0.11881965961052386,1.7879960790103015e-08,0.3796143055945225,0.00012163486521342099,0.0010378430620365375,0.040482357448977824,0.004335622501179729,0.00035213032042471387,0.001423900042078572,0.029361068422044424,0.38851400370189826,0.0016653003576519584,0.0012011466157304728,0.0033378644103425055,0.019804594534191238,0.005324042375696153,0.005294193958418386,0.01836792252593375,7.230980887902811e-07,0.022521591853019923,1.1522460335291743e-07,0.0039238140022530245,0.0047566549638873275,0.0038832429334113095,1.5330127139592258e-05,1.75019816446008e-06,0.01341972783757715,0.005018028885978394,0.007410813241361734,0.002899212111132422,1.0452576742617249e-07,7.540930494650605e-09,0.002693679620832638,0.0005270305120657405,6.816328184346615e-05,3.290917541697256e-06,7.71866064102685e-06,0.002084702815855193
9.772524726263823e-07,0.1991499137663128,3.76,0.0,0.08176994089218245,0.8681389376781189,0.13935400471212303,0.002657761129290814,0.009606456317700912,0.06528480440948808,0.11936734625754136,1.768210964582266e-08,0.38068558710617306,0.00012068690830441667,0.0010398952733360167,0.041207416981208965,0.004331951132415662,0.0003536668986817528,0.0014097660764415935,0.02918933768473723,0.3887184763571738,0.0016518897628020604,0.0011946924159235497,0.003381010034330537,0.02000756816678539,0.005344595409653305,0.005294950864392851,0.018492743835230713,7.146801297919344e-07,0.022950656505427665,1.158051845178552e-07,0.003951859062654605,0.0047561999725700965,0.0039059220900427094,1.5620250246180226e-05,1.757398469825163e-06,0.013608024609341355,0.005090209075272324,0.007521998295664015,0.002984250697931864,1.0631325481329358e-07,7.495347456364805e-09,0.0027596571645392798,0.0005471406402425021,6.918964435585321e-05,3.3362545168599255e-06,7.856676206132305e-06,0.0021322031595850085
9.796201119121076e-07,0.19921346827215372,3.76,0.0,0.08026900094712436,0.8668759321312454,0.1404503357337725,0.0027021929483519317,0.00957324119070066,0.06511318664303564,0.11991587610901162,1.7481295166743747e-08,0.3817340671006638,0.0001197099989828943,0.0010418107986586754,0.04193744491252222,0.004328227591868656,0.00035516855862613325,0.001395548347437166,0.02901382685940773,0.38889449163900836,0.0016382801359050634,0.0011880900908081418,0.0034244626041313032,0.020210000564967474,0.005363613382542556,0.00529423126139791,0.01861339011565305,7.062518706490004e-07,0.02338135857668987,1.1635822388431312e-07,0.003979284577039909,0.004754410634475478,0.003927615532787034,1.591149828327022e-05,1.7641399182779311e-06,0.013796129795839008,0.005162323614776464,0.0076329140977612325,0.0030706313083088523,1.081027890851986e-07,7.448563214712567e-09,0.002826481720724662,0.0005677334106009176,7.02106829057762e-05,3.381349443615594e-06,7.992964269521692e-06,0.0021799092281559423
9.81987751197833e-07,0.1992761132848102,3.76,0.0,0.07879943998522693,0.8656182176710775,0.1415391011186512,0.002746909642810959,0.009538181697437876,0.0649421946784394,0.12046508358660896,1.7277775395134843e-08,0.3827601081615466,0.00011870556675053358,0.0010435895874630675,0.0426722744106829,0.004324456566211709,0.0003566356410595624,0.0013812579047661271,0.028834706366253307,0.3890428273182702,0.0016244851682882886,0.0011813459680493621,0.003468209829922585,0.020411848685266437,0.005381093784845263,0.00529205906851287,0.018729818236363535,6.978190228960202e-07,0.023813550765575113,1.1688363409196852e-07,0.004006086659584588,0.0047513081428685235,0.00394831525651632,1.620376824129015e-05,1.7704218128469325e-06,0.013983990142552813,0.005234354093061571,0.007743517548786111,0.0031583372672400576,1.098938113835015e-07,7.4006353165618615e-09,0.0028941394816740743,0.0005888084254268255,7.122573495857197e-05,3.4261861251339056e-06,8.127423418520598e-06,0.002227798166484923
