Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934)
0.0009402392646647817,0.38424705503859036,3.76,0.0,0.00031918638434896244,0.15862627838942073,0.6883689554495958,0.0904356758484781,1.947831586681324e-05,0.08819387617690051,0.6212716470548025,3.119073225045119e-12,0.4243772752004557,9.617511789001484e-08,9.984452364647768e-06,0.8848541259248737,0.0006112081512527956,0.00012129540696408687,2.4780883696522476e-05,0.00013449657670355664,0.18042160496993798,2.4952272796499678e-05,1.664056231817829e-05,0.004789840988520657,0.038476908560986615,6.345154362753873e-06,8.70151116201812e-06,5.113055817261743e-05,2.2059473258962004e-08,0.013459939552897296,1.5472991807466844e-10,0.00038186284741141145,7.077850776330676e-06,2.7528168643352956e-05,1.4129238107287103e-06,1.1026532518632314e-08,0.000674407817116496,0.0031306369424180863,0.0008854591852001418,0.007009556643701233,6.474425797694494e-10,8.61763754143663e-11,0.017835600105248206,0.00013478667316840876,5.324977143062585e-08,2.115492384155223e-07,3.2598700418095106e-06,0.015086052059663544,1.329775001554117e-05,2.540559148292565e-13,4.515287540078469e-11,0.04308373923718796,2.516439836089754e-06,1.6800544541001024e-07,0.0024912061669099942,9.472747090037348e-10,8.925693150094506e-14,1.3862270920240745e-09,1.4850606291601724e-05,1.025890673366876e-06,1.1769621631172458e-05,4.512373124237717e-08,5.612079054026916e-09,0.0043865742673703705,6.792038874871554e-09,0.0002640745621552292,1.6975228940621761e-06,1.2680360267364857e-05,2.535937035824129e-07,1.4815210229617338e-12,1.8583872654941308e-13,1.6801121294779906e-09,3.3243191930937587e-09,0.0005630183189000206,3.0884975058477776e-10,2.878626836150563e-10,0.00031989007600881873,4.5118683818726036e-11,1.8149093040230904e-08,1.828239822567784e-05,1.8129539805569183e-07,7.37092385796037e-07,4.3093603707713785e-13,6.700859574006157e-09,6.085425462917051e-05,0.00014242870770718444,2.98084974043033e-11,1.0643644140016797e-10,8.833108621203386e-10,7.774093164718642e-08,4.508527794204224e-11,2.738883246907779e-07
0.0009450949483263957,0.384303683279163,3.76,0.0,0.0003171522629040434,0.1576601429243194,0.6889841015377693,0.0905600305355237,1.9352627754434095e-05,0.08801653850158206,0.6218137918463607,3.1108215744082774e-12,0.42451840012500264,9.61810461380513e-08,9.90707656887782e-06,0.8861546140614189,0.0006065318564036331,0.00011998041416781338,2.4668676673889656e-05,0.00013428611614537596,0.17990125296172518,2.4839387380538004e-05,1.660883424621916e-05,0.0047564309683628325,0.038549698855667586,6.3062707703985575e-06,8.689108314028583e-06,5.073867908494502e-05,2.1822626788118814e-08,0.013359730489102984,1.525863531737537e-10,0.0003781787957273625,7.062348585425325e-06,2.729863611897071e-05,1.3998335104318694e-06,1.086639163394795e-08,0.0006730957128199704,0.0031043380548831214,0.0008826772920794434,0.006999670487654587,6.426385495460819e-10,8.5426106169851e-11,0.017815226903171694,0.00013453386172266723,5.308089951275265e-08,2.092473301246371e-07,3.2573745942158705e-06,0.015110504331034731,1.330247907939219e-05,2.523062446092949e-13,4.474018822279181e-11,0.043180317727443955,2.509135697695276e-06,1.675310022635089e-07,0.0024951785902807286,9.487856709669602e-10,8.796063449305437e-14,1.3813652443368644e-09,1.4793085287337916e-05,1.0251388014964007e-06,1.172751900510886e-05,4.48456211027402e-08,5.5808095757788705e-09,0.004375689947976681,6.758320819959876e-09,0.0002642824903115545,1.6867018111541e-06,1.2602553602957734e-05,2.5312838274337766e-07,1.4695770256698814e-12,1.843405106250194e-13,1.6664269237340917e-09,3.313400065493175e-09,0.0005631883818132784,3.077177941624951e-10,2.877344634629064e-10,0.0003204875318808181,4.510346588857795e-11,1.812652651866794e-08,1.826984179234075e-05,1.795985864457997e-07,7.311258312576394e-07,4.2876553627254354e-13,6.670932753867538e-09,6.0748800191038297e-05,0.00014220846150498636,2.976240280429247e-11,1.0649754500074606e-10,8.807632830358713e-10,7.766985597365127e-08,4.521873149201086e-11,2.7166950244305984e-07
0.0009499506319880096,0.384359855392969,3.76,0.0,0.00031516099559857427,0.15670211567126366,0.6895938156776252,0.09068314458615093,1.9228016155039813e-05,0.08784042055917818,0.6223513485939483,3.1026078724314348e-12,0.424659168082934,9.618647103119849e-08,9.83043030979163e-06,0.8874437228559402,0.0006019015665737346,0.00011868408033526106,2.4557222231333483e-05,0.00013407507405428014,0.1793852653546481,2.4727257530530954e-05,1.657720172511626e-05,0.004723356801117846,0.03862222349539877,6.267663729235516e-06,8.676791352746619e-06,5.03509371544895e-05,2.1588871022908672e-08,0.013260594702032254,1.5047818977824023e-10,0.0003745430702062548,7.046921387004885e-06,2.7071574568929607e-05,1.3868986834251654e-06,1.0708961811773433e-08,0.0006717895241351882,0.003078330843930672,0.0008799077952525591,0.006989916259774675,6.3788578010701e-10,8.468448564359433e-11,0.01779499456394189,0.0001342817435740313,5.291208696572938e-08,2.0697508701518588e-07,3.2548291138394484e-06,0.015134681152395676,1.3306814709206068e-05,2.5057248379701566e-13,4.433230470603843e-11,0.04327624979907259,2.501837523203059e-06,1.670568852090668e-07,0.002499126630826589,9.502873576266371e-10,8.66862827581926e-14,1.3765135939040901e-09,1.4735832933538772e-05,1.0243710029603557e-06,1.1685608822316782e-05,4.4570175608602636e-08,5.549818926705942e-09,0.004364805736940196,6.724850257149939e-09,0.0002644882938230049,1.67602235045792e-06,1.2525623173837565e-05,2.526642102629825e-07,1.4577534914510103e-12,1.828574049820411e-13,1.6528819307692882e-09,3.3025297560164325e-09,0.0005633535672439933,3.0658849556797606e-10,2.8760397452288744e-10,0.0003210801779116178,4.508852126346475e-11,1.810384423576376e-08,1.8257050837372016e-05,1.7792113531612017e-07,7.252352301202089e-07,4.2662306877889857e-13,6.641351856548715e-09,6.064296816409499e-05,0.00014198712677821848,2.97160803856502e-11,1.065559221055904e-10,8.782370715565384e-10,7.759753423324624e-08,4.5351370398609445e-11,2.694732454727881e-07
0.0009548063156496236,0.3844155763976118,3.76,0.0,0.0003132111051181339,0.1557521097753929,0.6901981569616417,0.09080503303124694,1.9104467995525493e-05,0.08766550953834484,0.6228843694434236,3.094431598696106e-12,0.42479957933144047,9.61913955256476e-08,9.75450455345895e-06,0.888721579933877,0.0005973166795246125,0.00011740607016693112,2.4446511038349627e-05,0.00013386345043434986,0.17887359322122642,2.4615873935821203e-05,1.6545661952821667e-05,0.004690614200875449,0.03869448469976604,6.229330406653022e-06,8.664558206768234e-06,4.996727037707533e-05,2.1358156083061422e-08,0.01316251989229748,1.4840472941088272e-10,0.0003709548257717361,7.031567768941729e-06,2.6846948063799508e-05,1.374116890620763e-06,1.055418928801403e-08,0.0006704891350053088,0.003052610842024886,0.0008771506121776759,0.006980292060196215,6.331836842087879e-10,8.395138262751453e-11,0.0177749030659495,0.00013403029456688455,5.274333976383075e-08,2.0473204635942667e-07,3.252234055489858e-06,0.015158586231243575,1.3310760902855314e-05,2.488544153334137e-13,4.392915193193264e-11,0.04337154089987884,2.4945457733947927e-06,1.665831228604117e-07,0.002503050503207786,9.517798506604166e-10,8.543344109256005e-14,1.371672193680993e-09,1.4678846795475343e-05,1.0235874178116344e-06,1.1643888748294633e-05,4.4297360091804546e-08,5.5191039471673015e-09,0.004353922811286988,6.691623868909264e-09,0.00026469199501560924,1.6654820594681278e-06,1.24495535629268e-05,2.52201150038689e-07,1.4460487473970625e-12,1.8138919978605596e-13,1.6394751738685471e-09,3.2917077068190326e-09,0.0005635140632774708,3.0546181003467225e-10,2.8747132271652635e-10,0.0003216681120551349,4.507384186298899e-11,1.8081048910950686e-08,1.8244029103573613e-05,1.7626278013156803e-07,7.19419317042799e-07,4.2450807886708034e-13,6.61211164755194e-09,6.053677375559091e-05,0.00014176476963218901,2.966954398348429e-11,1.0661159050966242e-10,8.757319881360499e-10,7.752399407584441e-08,4.548320030898198e-11,2.6729923126543914e-07
0.0009596619993112376,0.38447085123678065,3.76,0.0,0.00031130117337453976,0.1548100396315465,0.6907971836340632,0.09092571070424012,1.898197047336304e-05,0.08749179282512798,0.6234129057211938,3.0862922508946712e-12,0.4249396340935056,9.61958226816888e-08,9.67929043671905e-06,0.8899883110584472,0.0005927766044276871,0.00011614605607033172,2.4336534000709983e-05,0.00013365124578923286,0.1783661883647155,2.450522751978159e-05,1.6514212229443842e-05,0.004658198946183707,0.03876648465104364,6.19126803196495e-06,8.652406860230737e-06,4.958761808522645e-05,2.1130433147337636e-08,0.013065493873450611,1.4636529030527854e-10,0.0003674132374307552,7.01628636249943e-06,2.6624721431023513e-05,1.3614857461697907e-06,1.0402021577493625e-08,0.0006691944326473185,0.003027173680582425,0.000874405661513133,0.006970796013793298,6.285316800452189e-10,8.322666866497998e-11,0.017754952359248666,0.00013377949136896892,5.257466392394754e-08,2.025177546617581e-07,3.2495898787234632e-06,0.015182223217633382,1.3314321649857385e-05,2.4715182688875203e-13,4.3530658505950556e-11,0.043466196414475654,2.4872608979145925e-06,1.6610974319583475e-07,0.0025069504188550877,9.532632305167416e-10,8.420168464473875e-14,1.3668410985609303e-09,1.4622124511982855e-05,1.022788187774656e-06,1.1602356503014975e-05,4.4027140477028865e-08,5.4886615198530585e-09,0.0043430423141822055,6.6586384127063875e-09,0.00026489361601358664,1.6550785422591285e-06,1.2374329766462469e-05,2.5173916645026233e-07,1.4344611568148183e-12,1.7993568974393923e-13,1.626204719200171e-09,3.2809333782885074e-09,0.0005636700532738147,3.0433769504794553e-10,2.8733661135673255e-10,0.00032225143061833826,4.505941989631008e-11,1.8058143223860612e-08,1.823078031009372e-05,1.7462326082392505e-07,7.136768550786904e-07,4.2242002675955245e-13,6.583207005425876e-09,6.043023187852657e-05,0.00014154145436704447,2.96228070551029e-11,1.066645682020025e-10,8.732477968058645e-10,7.744926272379809e-08,4.561422682308907e-11,2.651471443004106e-07
0.0009645176829728516,0.3845256847736208,3.76,0.0,0.0003094298382873616,0.15387582085149926,0.6913909531132002,0.09104519224475562,1.886051104500797e-05,0.08731925799758686,0.6239370079575813,3.0781893440382943e-12,0.42507933256074076,9.619975565795768e-08,9.604779261887463e-06,0.8912440401775374,0.0005882807614844358,0.0001149037178795003,2.4227282250568384e-05,0.00013343846109467364,0.17786300330031374,2.4395309430068637e-05,1.64828499529817e-05,0.004626106878704906,0.03883822549534784,6.153473893749162e-06,8.640335350499003e-06,4.921192090368929e-05,2.090565442361641e-08,0.012969504572492312,1.4435920695223946e-10,0.00036391749948526067,7.001075840485424e-06,2.6404860228682916e-05,1.3490029155083356e-06,1.0252407439095198e-08,0.0006679053074331809,0.0030020150862354543,0.0008716728630762055,0.0069614262699042185,6.239291912686717e-10,8.251021796478902e-11,0.01773514236685783,0.00013352931144444384,5.240606549511204e-08,2.003317674094745e-07,3.2468970474721956e-06,0.015205595705481374,1.3317500930492173e-05,2.4546451070875036e-13,4.31367545136581e-11,0.0435602216658425,2.4799833353009014e-06,1.6563677355790345e-07,0.0025108265860659903,9.547375764514557e-10,8.299059863376883e-14,1.3620203650971037e-09,1.4565663791818577e-05,1.0219734561209933e-06,1.1561009859207982e-05,4.3759483268505335e-08,5.458488568890416e-09,0.00433216535593605,6.625890711262343e-09,0.000265093178739186,1.6448094574779631e-06,1.2299937175623486e-05,2.5127822356213646e-07,1.422989117770477e-12,1.7849667391884873e-13,1.6130686740701593e-09,3.2702062480303887e-09,0.0005638217159902169,3.0321610958914906e-10,2.871999412082404e-10,0.0003228302282829786,4.5045247849303104e-11,1.803512981450528e-08,1.8217308151464546e-05,1.7300232169487582e-07,7.080066346848239e-07,4.2035838798270973e-13,6.554632916938599e-09,6.0323357159099684e-05,0.0001413172435263686,2.957588269018594e-11,1.0671487335218181e-10,8.707842650831779e-10,7.737336697396705e-08,4.574445549541198e-11,2.630166758422777e-07
0.0009693733666344656,0.38458008180653847,3.76,0.0,0.00030759579166179295,0.1529493702418848,0.6919795220064523,0.09116349210110503,1.8740077419910272e-05,0.08714789282216158,0.6244567259025398,3.070122409903194e-12,0.42521867489526527,9.620319770722955e-08,9.530962491928437e-06,0.8924888894553732,0.000583828581669288,0.000113678742664935,2.4118747139320808e-05,0.00013322509777738496,0.1773639912424701,2.4286111031593287e-05,1.6451572616722107e-05,0.004594333902293642,0.038909709343413056,6.115945338122769e-06,8.62834176675423e-06,4.8840120716750655e-05,2.0683773118246745e-08,0.012874540030142332,1.4238582958615833e-10,0.000360466825006717,6.9859349161354816e-06,2.6187330727175388e-05,1.336666114047854e-06,1.0105296836779657e-08,0.0006666216528096914,0.002977130878339427,0.0008689521378202617,0.006952181002136106,6.193756470009999e-10,8.180190732971896e-11,0.017715472985630268,0.0001332797330358943,5.22375505547641e-08,1.9817364883686845e-07,3.2441560296689386e-06,0.015228707233450631,1.3320302715028221e-05,2.4379226348472354e-13,4.274737147885803e-11,0.0436536219163705,2.472713513335046e-06,1.6516424067091575e-07,0.002514679210069439,9.562029665524453e-10,8.179977803326595e-14,1.3572100514100676e-09,1.4509462411221673e-05,1.021143367556078e-06,1.1519846641341098e-05,4.3494355536827475e-08,5.428582059206781e-09,0.004321293014686766,6.59337768260013e-09,0.00026529070491265635,1.6346725169344123e-06,1.2226361564366393e-05,2.5081828883097564e-07,1.4116310586145708e-12,1.7707195517414947e-13,1.6000651819766408e-09,3.2595258104305975e-09,0.0005639692256647732,3.0209701695301283e-10,2.8706141053099274e-10,0.0003234045981205933,4.503131847404061e-11,1.801201128380556e-08,1.820361629690857e-05,1.7139971131717413e-07,7.024074730256064e-07,4.183226528340756e-13,6.526384474967386e-09,6.021616394174828e-05,0.00014109219793080773,2.952878361782228e-11,1.0676252429871419e-10,8.683411639087742e-10,7.729633319934839e-08,4.58738918351529e-11,2.609075237429319e-07
0.0009742290502960795,0.3846340470539923,3.76,0.0,0.00030579777685240203,0.15203060577936744,0.6925629461271756,0.09128062453312615,1.8620657552806653e-05,0.08697768524958106,0.6249721085432627,3.06209099641828e-12,0.4253576612317793,9.620615217200604e-08,9.45783174552575e-06,0.8937229793081704,0.0005794195064463404,0.00011247082453135458,2.401092022933476e-05,0.00013301115769938468,0.1768691060905769,2.41776238983812e-05,1.6420377806200243e-05,0.0045628759819506615,0.03898093827146121,6.078679766477387e-06,8.616424248668382e-06,4.847216062969205e-05,2.0464743402327576e-08,0.012780588401075457,1.4044452364320586e-10,0.0003570604452558565,6.970862341707658e-06,2.5972099888350044e-05,1.3244731057312733e-06,9.96064089874392e-09,0.0006653433652075222,0.002952516966210198,0.0008662434077882074,0.006943058408135028,6.148704818423027e-10,8.110161607268079e-11,0.01769594408723225,0.00013303073514225248,5.2069125205246345e-08,1.9604297166022002e-07,3.241367297072106e-06,0.015251561285956568,1.3322730963344981e-05,2.4213488619627055e-13,4.2362442314262585e-11,0.04374640236903308,2.4654518493492936e-06,1.6469217065678237e-07,0.0025185084930982042,9.576594777672048e-10,8.062882724058822e-14,1.3524102170694027e-09,1.4453518210983712e-05,1.0202980681409543e-06,1.1478864724050661e-05,4.323172490341665e-08,5.398938995514577e-09,0.004310426337176059,6.5610963283140665e-09,0.00026548621605242774,1.6246654840894607e-06,1.2153589075933815e-05,2.5035933198939937e-07,1.4003854401668384e-12,1.7566134044997726e-13,1.5871924250288433e-09,3.2488915761088096e-09,0.0005641127521123231,3.0098038385788447e-10,2.8692111513108174e-10,0.00032397463161135375,4.501762477701925e-11,1.7988790194202475e-08,1.8189708389285824e-05,1.6981518242205506e-07,6.968782132128772e-07,4.163123257843917e-13,6.498456876221259e-09,6.0108666294838714e-05,0.00014086637671544922,2.94815222143325e-11,1.0680753954706067e-10,8.659182675769747e-10,7.721818735617587e-08,4.6002541306609974e-11,2.5881939222028797e-07
0.0009790847339576935,0.384687585171916,3.76,0.0,0.0003040345868994963,0.151119446590417,0.6931412805084317,0.09139660361450251,1.8502239636532196e-05,0.08680862341152139,0.6254832041185232,3.0540946674047204e-12,0.4254962916792436,9.620862248390126e-08,9.385378795261751e-06,0.8949464284332508,0.0005750529875322807,0.00011127966443999332,2.390379329038332e-05,0.00013279664315706997,0.17637830241729135,2.406983981010297e-05,1.6389263197718894e-05,0.00453172914295415,0.03905191432191055,6.041674634361468e-06,8.604580985684949e-06,4.810798493896885e-05,2.0248520397795234e-08,0.01268763795404424,1.3853466952077144e-10,0.00035369760920994696,6.955856907847647e-06,2.5759135347755124e-05,1.3124217018394547e-06,9.818391898758423e-09,0.0006640703439719281,0.002928169346872286,0.0008635465960994778,0.00693405670938938,6.104131358757437e-10,8.040922597063883e-11,0.017676555518928175,0.00013278229750271337,5.1900795571227036e-08,1.939393169425227e-07,3.2385313254296825e-06,0.015274161293987872,1.3324789625894019e-05,2.404921840465652e-13,4.198190130136458e-11,0.043838568168359064,2.4581987503770986e-06,1.6422058904757555e-07,0.0025223146344479923,9.591071859253322e-10,7.94773599267443e-14,1.3476209230312366e-09,1.439782909555498e-05,1.0194377053335095e-06,1.1438062031671965e-05,4.2971559534079516e-08,5.369556421990496e-09,0.004299566339381891,6.5290436768480914e-09,0.0002656797334751916,1.614786172575174e-06,1.2081606212073561e-05,2.499013186503674e-07,1.3892507591595892e-12,1.7426464118785843e-13,1.5744486275872254e-09,3.2383030713702707e-09,0.0005642524608028119,2.998661754314227e-10,2.867791484062781e-10,0.00032454041865819796,4.5004160012145665e-11,1.7965469070361554e-08,1.8175588044762903e-05,1.6824849184946906e-07,6.914177235865918e-07,4.1432692512368133e-13,6.470845417171201e-09,6.0000878015331e-05,0.00014063983736192429,2.943411050998788e-11,1.06849937775149e-10,8.635153536784572e-10,7.713895499475656e-08,4.613040933038486e-11,2.5675199174284894e-07
0.0009839404176193076,0.3847407007417179,3.76,0.0,0.00030230506227938483,0.15021581292676126,0.6937145794196651,0.09151144323559426,1.8384812095087224e-05,0.08664069561654715,0.625990060136058,3.046133001975692e-12,0.4256345663229102,9.62106121592704e-08,9.313595562887603e-06,0.8961593538443987,0.0005707284866136449,0.00011010497000157932,2.3797358292420143e-05,0.00013258155685332687,0.17589153545434666,2.396275074495043e-05,1.6358226555604695e-05,0.004500889469803195,0.039122639504235175,6.004927449887987e-06,8.592810215194987e-06,4.774753909977054e-05,2.0035060149320037e-08,0.01259567707201131,1.3665566212143313e-10,0.0003503775829937403,6.9409174425015115e-06,2.5548405394674142e-05,1.300509759560897e-06,9.678503221242163e-09,0.0006628024912769934,0.0029040841023405353,0.0008608616269267632,0.00692517415098802,6.060030546720457e-10,7.972462119733285e-11,0.017657307104535763,0.0001325344005764653,5.173256779419916e-08,1.918622738724553e-07,3.2356485939644906e-06,0.01529651063611038,1.3326482642803364e-05,2.388639663469112e-13,4.1605684053685904e-11,0.043930124401594155,2.45095461334103e-06,1.6374952079264306e-07,0.002526097830549001,9.605461657657558e-10,7.834499875320787e-14,1.3428422315120583e-09,1.4342393030602405e-05,1.0185624278546919e-06,1.139743653758277e-05,4.2713828126674114e-08,5.340431421790856e-09,0.004288714007288367,6.497216836995054e-09,0.0002658712782961702,1.6050324446134552e-06,1.2010399819959586e-05,2.494442167956877e-07,1.3782255379061476e-12,1.7288167202994157e-13,1.5618320445540037e-09,3.2277598376309487e-09,0.0005643885129566031,2.987543600302853e-10,2.8663560139328033e-10,0.00032510204760523846,4.4990917670772976e-11,1.7942050399429896e-08,1.816125885235822e-05,1.6669940045622616e-07,6.860248969352891e-07,4.1236598245554435e-13,6.44354549075361e-09,5.9892812634433766e-05,0.00014041263573656023,2.93865601969953e-11,1.0688973781325724e-10,8.611322030307822e-10,7.705866125812627e-08,4.625750128412383e-11,2.547050388448269e-07
0.0009887961012809217,0.3847933982820267,3.76,0.0,0.00030060808892130517,0.14931962614340155,0.6942828963816591,0.09162515710600097,1.826836357823452e-05,0.08647389034647265,0.6264927233881437,3.038205593705518e-12,0.42577248522609634,9.621212479103434e-08,9.24247411284847e-06,0.8973618709036297,0.000566445475094503,0.00010894645528593654,2.3691607395041877e-05,0.00013236590186376288,0.17540876107982542,2.3856348869203945e-05,1.6327265728014186e-05,0.004470353105255626,0.03919311579573542,5.968435771134995e-06,8.581110220674987e-06,4.739076969255737e-05,1.98243195827333e-08,0.012504694252209203,1.3480691017261836e-10,0.00034709964936994114,6.926042809082147e-06,2.5339878954378708e-05,1.288735180703794e-06,9.54092930974511e-09,0.0006615397120497973,0.002880257397189912,0.0008581884254878412,0.006916409001395606,6.016396892893649e-10,7.904768822822085e-11,0.017638198645275976,0.00013228702552529824,5.156444802824697e-08,1.898114394636619e-07,3.232719584660392e-06,0.015318612639372972,1.3327813941215988e-05,2.372500463218517e-13,4.123372745512626e-11,0.04402107609972088,2.4437198255354208e-06,1.6327899027890434e-07,0.0025298582750302072,9.619764909612388e-10,7.723137495337336e-14,1.3380742058241957e-09,1.4287208038828994e-05,1.0176723854414843e-06,1.1356986262566705e-05,4.245849989420084e-08,5.311561115970656e-09,0.0042778702975820575,6.4656130782624766e-09,0.0002660608714293914,1.5954022097257673e-06,1.1939957080594118e-05,2.489880062424226e-07,1.3673083215192373e-12,1.715122504865543e-13,1.5493409585553277e-09,3.2172614310517635e-09,0.0005645210656318782,2.976449165583905e-10,2.864905628099294e-10,0.000325659605254144,4.497789146934008e-11,1.7918536631921212e-08,1.8146724373192582e-05,1.651676729876774e-07,6.80698649850959e-07,4.104290420671366e-13,6.416552585944474e-09,5.978448342269093e-05,0.0001401848261259976,2.9338882636950824e-11,1.0692695862459e-10,8.587685996160803e-10,7.697733087817179e-08,4.638382250187608e-11,2.5267825587964227e-07
0.0009936517849425358,0.38484568224201393,3.76,0.0,0.00029894259614179604,0.1484308086752897,0.6948462841823483,0.09173775875730796,1.8152882951504708e-05,0.08630819625249969,0.6269912399680342,3.03031205036003e-12,0.4259100484320438,9.621316404791865e-08,9.172006650713544e-06,0.8985540933548415,0.0005622034338336632,0.00010780384063311735,2.3586532943401986e-05,0.00013214968164834947,0.17492993580464175,2.3750626533250216e-05,1.629637864467959e-05,0.004440116249306997,0.03926334514234932,5.93219720427091e-06,8.56947933108245e-06,4.703762438758115e-05,1.9616256496197943e-08,0.01241467810615535,1.3298783609882987e-10,0.00034386310720962553,6.911231905263125e-06,2.5133525569452604e-05,1.2770959103631692e-06,9.405625656993593e-09,0.0006602819138861074,0.002856685476020711,0.0008555269180038042,0.006907759552207605,5.973224962721108e-10,7.837831579385724e-11,0.0176192299206739,0.00013204015419334688,5.139644243282586e-08,1.8778641843451884e-07,3.2297447828169237e-06,0.015340470580269614,1.3328787436876063e-05,2.3565024103072603e-13,4.086596964173646e-11,0.044111428238574266,2.4364947646249917e-06,1.6280902133876319e-07,0.0025335961587870217,9.633982341441337e-10,7.613612825444904e-14,1.3333169101924169e-09,1.4232272198616803e-05,1.016767728959839e-06,1.1316709272797848e-05,4.220554455864086e-08,5.282942662725447e-09,0.004267036138393881,6.434229659697355e-09,0.0002662485335880962,1.5858934233646103e-06,1.1870265496656269e-05,2.485326589578212e-07,1.3564976969873967e-12,1.7015619933747713e-13,1.536973701412138e-09,3.2068074216952923e-09,0.0005646502718180002,2.965378194835469e-10,2.863441191102787e-10,0.000326213176883353,4.496507534255509e-11,1.7894930182386463e-08,1.8131988139637876e-05,1.6365307803345365e-07,6.75437922046623e-07,4.0851566058440675e-13,6.389862283489108e-09,5.9675903395379805e-05,0.0001399564612740024,2.929108886854461e-11,1.069616193279152e-10,8.564243305148675e-10,7.689498819501373e-08,4.6509378276013975e-11,2.5067137091494863e-07
0.0009985074686041499,0.38489755700934924,3.76,0.0,0.00029730755488869057,0.14754928401690898,0.6954047948906291,0.09184926154550305,1.803835928988875e-05,0.08614360215182684,0.6274856552842946,3.022451993999318e-12,0.4260472559655831,9.621373367967286e-08,9.102185522295721e-06,0.8997361333533065,0.0005580018529082144,0.0001066768524857073,2.348212746934742e-05,0.00013193290006361774,0.17445501676068703,2.3645576272801174e-05,1.6265563318440686e-05,0.0044101751582809115,0.03933332945936215,5.8962094039194135e-06,8.557915920763856e-06,4.668805192016675e-05,1.941082955107137e-08,0.012325617359567782,1.3119787587131167e-10,0.0003406672710345439,6.896483663666655e-06,2.49293153833919e-05,1.2655899357619428e-06,9.272548793836644e-09,0.0006590290069776429,0.002833364661267349,0.0008528770316527404,0.006899224117924677,5.930509376474545e-10,7.771639485836075e-11,0.01760040068933192,0.00013179376909042096,5.122855717483274e-08,1.8578682311616606e-07,3.2267246775562834e-06,0.015362087685584138,1.3329407038029854e-05,2.340643713728416e-13,4.0502349998347605e-11,0.04420118573985873,2.4292797985274258e-06,1.623396372475298e-07,0.0025373116700406362,9.648114669289326e-10,7.505890678866571e-14,1.3285704099164809e-09,1.4177583645791082e-05,1.0158486106262953e-06,1.1276603680137104e-05,4.195493234532647e-08,5.254573257582083e-09,0.004256212429950096,6.403063742635274e-09,0.0002664342852850883,1.5765040855493351e-06,1.180131288212995e-05,2.48078129381194e-07,1.3457922842768517e-12,1.6881334547144553e-13,1.5247286431467236e-09,3.196397393097399e-09,0.0005647762805165218,2.954330310237835e-10,2.86196354536518e-10,0.00032676284626447107,4.495246343869823e-11,1.7871233429642987e-08,1.81170536555194e-05,1.6215538799047746e-07,6.702416756916449e-07,4.066254067353029e-13,6.363470251083721e-09,5.956708531725255e-05,0.00013972759241410274,2.924318961439209e-11,1.069937392086731e-10,8.540991858479998e-10,7.68116571754972e-08,4.66341738589741e-11,2.486841176563821e-07
