Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32)
1.4879356221565922e-14,0.45009289217964726,3.76,0.0,1.0006062348714964,0.9999999999998851,8.152322046615042e-29,2.4858820773278313e-21,2.585723416763576e-22,2.519035857639291e-10,2.5190358576418515e-10,4.583671020991557e-24,2.2746590513670744e-22,2.2711055364152606e-22,9.659661642421185e-29,1.2236858904082567e-31,1.1496051548870896e-13,9.049193155337864e-24,5.3350675750526165e-14,1.3204370440498111e-18,1.428447151614545e-19,6.161087709894653e-14,2.8010503213332917e-24,1.9876137699857842e-23,1.1131466336072809e-29,1.531392955943238e-20,1.19039171522366e-35,2.9371029798729733e-37,1.6976835064135517e-22,1.747646691795597e-32,1.192422278999691e-47,1.2744887512250679e-23,7.250290647042276e-35,4.663778309407575e-42,8.374769844392693e-41,9.354166461877404e-51,1.753936323205502e-13,2.259058185762897e-22,1.753936303100125e-13,1.0334455476376064e-26,1.6766482002637816e-43,3.710364255266248e-34,2.7216368773283395e-22,1.333621426429321e-39,1.1264333017866648e-47,2.8358895650233503e-24,5.515925961896374e-33,4.1304648704106346e-39,7.810161902266522e-42,1.0483856730292102e-47,6.150520229434502e-44,4.3540719421145034e-39,1.793544932900737e-54,3.62806843627329e-57,3.662164043054928e-44,6.988136018218337e-57,7.620740935294997e-55,4.151151797200057e-62,2.159771343076055e-23
2.975872505652909e-14,0.45009289219934295,3.76,0.0,1.000606234619302,0.9999999999997702,6.521900302782045e-28,9.94353450546997e-21,1.0342964520602316e-21,5.038073849841889e-10,5.038073849852133e-10,1.833393223806375e-23,9.099962036901241e-22,9.084425553083565e-22,7.727732407302893e-28,9.790261341959913e-31,2.299211322445008e-13,3.61967961150433e-23,1.0670125766562778e-13,2.922691752385323e-18,5.713786236643234e-19,1.2322166496625814e-13,1.1204216953665373e-23,7.950461096341495e-23,8.905177588233349e-29,3.063357757666687e-20,9.523133234828941e-35,2.3496991664913277e-36,6.790716373166444e-22,1.39811694505063e-31,1.9078793008785897e-46,5.0979525927441605e-23,5.80023086147445e-34,7.462043699944905e-41,6.699813925200597e-40,2.9933252385177303e-49,3.507874122691717e-13,9.036238459931513e-22,3.5078740422701594e-13,4.133787668033293e-26,2.682564118687613e-42,2.9682650912622316e-33,1.0886554400679152e-21,1.0668986539934888e-38,1.802298622802714e-46,1.134355534919519e-23,4.4127364041234227e-32,6.60873797636809e-38,1.2496245654787409e-40,1.6655608452848313e-46,4.920426037446931e-43,6.966518341637912e-38,5.739347563377475e-53,1.1609883908224318e-55,5.859461625392761e-43,2.2362031077024304e-55,2.4386101958294486e-53,1.328368789889801e-60,8.639094635183445e-23
5.951746272645542e-14,0.45009289223873433,3.76,0.0,1.0006062341149138,0.9999999999995403,5.217582701841375e-27,3.97741496595747e-20,4.1372385454957874e-21,1.0076149831692117e-09,1.007614983173309e-09,7.332964495294598e-23,3.641042005709116e-21,3.633769481737732e-21,6.182183996802396e-27,7.833439109356113e-30,4.598423771973425e-13,1.4478723432988453e-22,2.1340200431397984e-13,6.972646765734268e-18,2.2855104191821006e-18,2.464428163230101e-13,4.4816950411749566e-23,3.1801862187939766e-22,7.124141375108479e-28,6.129003080279068e-20,7.618497332988844e-34,1.879784093862658e-35,2.7162698369366082e-21,1.11849165817168e-30,3.052614936579757e-45,2.0391771626726741e-22,4.640176876645071e-33,1.1939250583053247e-39,5.3598420562300524e-39,9.578577577195794e-48,7.015749690011765e-13,3.6144965104251565e-21,7.015749368325438e-13,1.6535178722795792e-25,4.291863886682993e-41,2.3745673245870768e-32,4.354623120473398e-21,8.535203941110863e-38,2.8836914489377525e-45,4.5374154837488757e-23,3.5301782109484615e-31,1.0573949545005816e-36,1.999392636891663e-39,2.6552809695556502e-45,3.9363522338727506e-42,1.1146426408654968e-36,1.8365913759214616e-51,3.71519981805067e-54,9.375124725594254e-42,7.155838453987385e-54,7.8033708381579e-52,4.250776272422639e-59,3.455641968811648e-22
1.190349380663081e-13,0.450092892317517,3.76,0.0,1.0006062331061372,0.9999999999990804,4.174163774455499e-26,1.5909661587668486e-19,1.6549368187385227e-20,2.0152301785172687e-09,2.0152301785336564e-09,2.932697793199984e-22,1.4572618548200027e-20,1.4535065080135063e-20,4.94574135961105e-26,6.268715855689066e-29,9.19684912867793e-13,5.79149060117359e-22,4.268018289007722e-13,1.8454308404081988e-17,9.142004713928001e-18,4.928834215383945e-13,1.7926837679942045e-22,1.2720753051484307e-21,5.699308816691589e-27,1.2267185131157284e-19,6.0947796714635624e-33,1.5038660554361883e-34,1.0864940470241066e-20,8.947897921920376e-30,4.884206762769383e-44,8.156673766152065e-22,3.712126936525781e-32,1.9102727675671182e-38,4.2878567255117706e-38,3.0651024994514588e-46,1.403150069804232e-12,1.4457988159216005e-20,1.4031499411296896e-12,6.614090775704048e-25,6.866214397775422e-40,1.899581206821288e-31,1.7418495057722987e-20,6.828182888892725e-37,4.613947282689322e-44,1.8149600033417694e-22,2.8241235380534426e-30,1.6918209293792278e-35,3.1990049752500336e-38,4.240337942169107e-44,3.1490983608583034e-41,1.7834262222302633e-35,5.877089780031207e-50,1.1888868687854187e-52,1.5000146221677625e-40,2.289859541139612e-52,2.4969607945884727e-50,1.3602451197248023e-57,1.3822594201810908e-21
2.3806988874601345e-13,0.4500928924750824,3.76,0.0,1.000606231088584,0.9999999999981607,3.339486270305e-25,6.363864496874652e-19,6.620076898400718e-20,4.030460565125428e-09,4.0304605651909824e-09,1.1726886157316739e-21,5.835806353002836e-20,5.814014368462012e-20,3.9565826466268354e-25,5.0181145871543325e-28,1.839370167265635e-12,2.3165966705300275e-21,8.535948033746481e-13,5.4944391931425165e-17,3.656771443929401e-17,9.857578420836047e-13,7.17077935167759e-22,5.088306548448421e-21,4.559438931549728e-26,2.457134308042581e-19,4.8757932778911947e-32,1.2031545577797156e-33,4.345864053223674e-20,7.158259797810639e-29,7.814801649802844e-43,3.2626408214224456e-21,2.9696774205290894e-31,3.056412075194008e-37,3.430257355730113e-37,9.808054105236073e-45,2.8063002207665324e-12,5.783195578877492e-20,2.806299706068382e-12,2.6456511085959965e-24,1.098348352082082e-38,1.5195483106180361e-30,6.967398422595508e-20,5.4625763689904416e-36,7.382444650555472e-43,7.259788761723469e-22,2.2592677533970315e-29,2.706877487844382e-34,5.118332056196634e-37,6.7767087712314124e-43,2.519304707183774e-40,2.8534746950791938e-34,1.8806664723541407e-48,3.8045835422493914e-51,2.4000056125390426e-39,7.327492187347538e-51,7.989517796323042e-49,4.3527621390200005e-56,5.5290574233720725e-21
4.761397901054242e-13,0.45009289279021336,3.76,0.0,1.0006062270534775,0.9999999999963213,2.6718370419927373e-24,2.5455453847430466e-18,2.648294138186662e-19,8.060921321989938e-09,8.06092132225215e-09,4.687632802527912e-21,2.33972925307433e-19,2.325596139332854e-19,3.165248971435459e-24,4.0195181163973894e-27,3.678741408272065e-12,9.266389017926471e-21,1.707154054643026e-12,1.8202963049377862e-16,1.4626840506154826e-16,1.9714795244871203e-12,2.8683467859582235e-21,2.0353266389579956e-20,3.6475376426255845e-25,4.929266005565927e-19,3.900585374321601e-31,9.626222522857781e-33,1.7382557114649868e-19,5.7265133812325655e-28,1.2503907384162458e-41,1.3050332257293693e-20,2.3757030034363948e-30,4.890180669035973e-36,2.7441606654978082e-36,3.1384015535812266e-43,5.612600320115897e-12,2.3132782079396037e-19,5.612598261323717e-12,1.0582721556346852e-23,1.7565705590915448e-37,1.215451874603926e-29,2.7869593564117433e-19,4.3701085790559406e-35,1.1812323251235394e-41,2.9038741580146084e-21,1.807364229752404e-28,4.3308881416897794e-33,8.18908718449831e-36,1.0832178659665532e-41,2.0154857946265895e-39,4.5655355983089234e-33,6.018117346663663e-47,1.2175597069499714e-49,3.839951508415376e-38,2.34475980216277e-49,2.556161121060966e-47,1.3928696265061434e-54,2.2116384992099937e-20
9.522795928242456e-13,0.4500928934204751,3.76,0.0,1.0006062189832645,0.9999999999926426,2.1378663136618445e-23,1.0182177620014453e-17,1.059528288340127e-18,1.612184277031172e-08,1.612184277136054e-08,1.8725603294583507e-20,9.402167632567229e-19,9.30230713935183e-19,2.5321715678445348e-23,3.2236564571798555e-26,7.357486818991795e-12,3.706557254825074e-20,3.414165775417254e-12,6.526046388527058e-16,5.850539649724851e-16,3.942814261388753e-12,1.1473666238752631e-20,8.141338225983293e-20,2.918008305613685e-24,9.92019020056583e-19,3.120389379695211e-30,7.70255512958393e-32,6.952303237760703e-19,4.581059264779812e-27,2.000696921021442e-40,5.219947781343604e-20,1.9004999884894057e-29,7.824036847224267e-35,2.1952560358637072e-35,1.0041759523058094e-41,1.1225199708513806e-11,9.253112091338833e-19,1.1225191473348902e-11,4.233182062969048e-23,2.8079981242006196e-36,9.720627324159768e-29,1.114783666017157e-18,3.4961625912218275e-34,1.890103855911393e-40,1.161516517940239e-20,1.4458113318998842e-27,6.929049850647733e-32,1.3101757435197255e-34,1.7309344541282723e-40,1.6124580162869387e-38,7.30477988928365e-32,1.9257875796962224e-45,3.8967858065526487e-48,6.1437380844893445e-37,7.502989569750881e-48,8.176615446874092e-46,4.4570936790509725e-53,8.846677698636126e-20
1e-12,0.4500928940507369,3.76,0.0,1.0006062181744395,0.9999999999922738,2.536329642775873e-23,1.1330232420162047e-17,1.1790226533753864e-18,1.6929736688039055e-08,1.6929736689206124e-08,2.083327853962355e-20,1.0468642075713888e-18,1.0351144441951956e-18,3.004045059188236e-23,3.8257187426270033e-26,7.72618392779398e-12,4.124477238872195e-20,3.5852377980923766e-12,7.214545677891194e-16,6.510167597259403e-16,4.140377481993567e-12,1.2767379999327358e-20,9.059290647826315e-20,3.461784626457127e-24,1.0425221047792943e-18,3.701871268597451e-30,9.138209981281594e-32,7.736079650162519e-19,5.4347289574722165e-27,2.5382280927231665e-40,5.808477258559167e-20,2.254653875431531e-29,9.92604202405976e-35,2.6043368881464865e-35,1.363008708475283e-41,1.1787714095951031e-11,1.0296413867584004e-18,1.1787704932259836e-11,4.71049532383972e-23,3.5619649056958775e-36,1.153244413292912e-28,1.24047713901255e-18,4.147697398161242e-34,2.3979367593679723e-40,1.2924743217797546e-20,1.7152295859748744e-27,8.790581252120512e-32,1.6621610056391895e-34,2.1956706663419006e-40,1.9129626916407755e-38,9.267309192760501e-32,2.6139892332722482e-45,5.28945722746876e-48,7.794316681529613e-37,1.0184223186053928e-47,1.109804517132729e-45,6.04987060184e-53,9.844171720106356e-20
1.428419395543067e-12,0.4500928940507369,3.76,0.0,1.0006062109130518,0.9999999999889638,6.113613004512233e-23,2.1637121498414647e-17,2.251806954034475e-18,2.418276415322629e-08,2.4182764155454997e-08,3.975534999545812e-20,2.00431273606417e-18,1.9767288808617554e-18,7.240382674450207e-23,9.230852011095755e-26,1.1036235158282292e-11,7.876436569215141e-20,5.1210707233831666e-12,1.3395684248122841e-15,1.2432107984843702e-15,5.914040377226775e-12,2.4381951209289217e-20,1.7300390105651016e-19,8.343644117478915e-24,1.4959235384736268e-18,8.922239955839293e-30,2.2027085415799786e-31,1.4772587440328748e-18,1.3098717497841054e-26,7.364020521900401e-40,1.1092117064048386e-19,5.43414045470913e-29,2.87972093209265e-34,6.276941164504711e-35,4.584500761822348e-41,1.683779828661101e-11,1.9662861951351846e-18,1.6837780786891354e-11,8.995669546133462e-23,1.0330850837412466e-35,2.779838794998262e-28,2.3689151577005998e-18,9.996980015055437e-34,6.957107110418302e-40,2.4681739120187612e-20,4.133985258657405e-27,2.5502847659784497e-31,4.8221783265707195e-34,6.3679319463063445e-40,4.6108028609167703e-38,2.688630424522295e-31,8.792455719337382e-45,1.7792440409098618e-47,2.261271255639964e-36,3.4255528382081843e-47,3.7325758444228676e-45,2.034934051170536e-52,1.8799371623623186e-19
1.9045591982618884e-12,0.4500928946809986,3.76,0.0,1.000606202842839,0.9999999999852851,1.2896626917858572e-22,3.6910374297914194e-17,3.841803611588376e-18,3.2243685470733666e-08,3.224368547453552e-08,6.7760604934812e-20,3.42909865749973e-18,3.37204902220744e-18,1.5271977099428173e-22,1.9495813466299763e-25,1.471498642600746e-11,1.3436277922715989e-19,6.827868907494247e-12,2.24290523590176e-15,2.1207260014877175e-15,7.885157878842551e-12,4.159338499542939e-20,2.9512502950804753e-19,1.7599093221247507e-23,2.004786156728006e-18,1.8819371004728802e-29,4.646646596471038e-31,2.5198636151114662e-18,2.7628512678779436e-26,1.8677043312592725e-39,1.8921419542581232e-19,1.1461984023734125e-28,7.303495787078473e-34,1.3239659190306984e-34,1.366453301841627e-40,2.2450396054407627e-11,3.3542527181297e-18,2.2450366201953816e-11,1.534581635411126e-22,2.619108345030077e-35,5.864130546523298e-28,4.04109034445326e-18,2.1086811564453648e-33,1.7645656333731374e-39,4.2103378452803433e-20,8.719520532135651e-27,6.46792361141473e-31,1.2229770745120379e-33,1.614489305138939e-39,9.726074449131452e-38,6.818917519084182e-31,2.6208110965711663e-44,5.303721506117458e-47,5.7350002561053925e-36,1.0210481158619005e-46,1.1124194264578926e-44,6.065538379495057e-52,3.2069801306823935e-19
2.856838803699531e-12,0.4500928959415222,3.76,0.0,1.0006061867024139,0.9999999999779275,3.5230357786444827e-22,7.641820865987536e-17,7.955645385825854e-18,4.836552795224178e-08,4.8365527960112854e-08,1.4009188991165232e-19,7.133989930835461e-18,6.981337325544234e-18,4.1712110500125866e-22,5.336407831825108e-25,2.207249583389253e-11,2.781811992554173e-19,1.0241214735256827e-11,4.557344240481416e-15,4.390537045251741e-15,1.1827137992364832e-11,8.611605083428898e-20,6.110213992210044e-19,4.8068269234122664e-23,3.0346005802722264e-18,5.14007163700517e-29,1.269369471211749e-30,5.2164838919321674e-18,7.545987084020681e-26,6.531626706714228e-39,3.917291932587212e-19,3.130538202058997e-28,2.554010338795892e-33,3.616058147572931e-34,5.980812310863552e-40,3.367558968827537e-11,6.944553468822938e-18,3.3675527882593464e-11,3.1772569673682565e-22,9.153139252763185e-35,1.6020986573268123e-27,8.366563465504228e-18,5.7596053412760384e-33,6.171686825747794e-39,8.716705459063665e-20,2.3814570014453936e-26,2.261775245640325e-30,4.276622623866947e-33,5.643662949117403e-39,2.6569281553684702e-37,2.3845899630084935e-30,1.1472529618557502e-43,2.3217691305635256e-46,2.0055152721607816e-35,4.4692388072359516e-46,4.868109781022209e-44,2.6550216085794446e-51,6.639743466991369e-19
3.809118409137174e-12,0.45009289720204587,3.76,0.0,1.0006061705619889,0.99999999997057,7.37242156230158e-22,1.2996730402526422e-16,1.3533186029921649e-17,6.448737019322442e-08,6.448737020661077e-08,2.379400149608383e-19,1.2188837778322118e-17,1.187332613575477e-17,8.727495367977064e-22,1.1186886979136078e-24,2.9430016009545895e-11,4.731135733077993e-19,1.3654168028613804e-11,7.667333189001147e-15,7.46689986751249e-15,1.5768718749479516e-11,1.4646445484155032e-19,1.0391914266171125e-18,1.0057431765656322e-22,4.083860287741865e-18,1.0754599726644956e-28,2.6563653600752154e-30,8.870944580170296e-18,1.578832707315971e-25,1.6321116843161375e-38,6.662048646096908e-19,6.549975501407229e-28,6.381658269026904e-33,7.5658113430802385e-34,1.742426673421854e-39,4.490078034237982e-11,1.1810865353919215e-17,4.4900675227154676e-11,5.40385250861731e-22,2.2858815777772377e-34,3.352694672669579e-27,1.4229331791695924e-17,1.2051300568968155e-32,1.5423146825212652e-38,1.4824405331430818e-19,4.9825921593566625e-26,5.6513769780910576e-30,1.0685728846571514e-32,1.409628360960662e-38,5.5600332395265176e-37,5.958402837600015e-30,3.342670787475069e-43,6.76503086031312e-46,5.011150468233126e-35,1.3021016879415155e-45,1.418070476547445e-43,7.735481107330252e-51,1.1292623866841179e-18
4.7613980145748165e-12,0.45009289846256967,3.76,0.0,1.000606154421564,0.9999999999632124,1.3423160067477023e-21,1.9856058940209814e-16,2.0679899092341943e-17,8.060921217650133e-08,8.060921219695221e-08,3.6301971967735936e-19,1.8709031437509977e-17,1.8139602880162712e-17,1.5887935877871948e-21,2.0404807298627368e-24,3.67875477211844e-11,7.228109704384327e-19,1.7066700809223397e-11,1.1629591811488239e-14,1.1407339077887609e-14,1.9709871670448116e-11,2.237702226022099e-19,1.5876560402407184e-18,1.8309062741077788e-22,5.15492971804388e-18,1.9578064884292403e-28,4.8365890353664605e-30,1.355134740341877e-17,2.8741301747056907e-25,3.4627803939431097e-38,1.0177731364946397e-18,1.1923688789900549e-27,1.3539129642003218e-32,1.3772915245499478e-33,4.230282372136994e-39,5.6125967803881535e-11,1.8044331620351095e-17,5.6125807211650226e-11,8.256132887081804e-22,4.847083851130726e-34,6.103738370798075e-27,2.1739201679629117e-17,2.1939461722379099e-32,3.2725873017262084e-38,2.2647672971042905e-19,9.070225210113784e-26,1.1989617411103563e-29,2.2670106617562164e-32,2.9893008749036464e-38,1.0123468767479713e-36,1.2641318913241052e-29,8.1161692516054e-43,1.64263800065445e-45,1.0631517268281757e-34,3.1613822496403145e-45,3.4423495556756154e-43,1.87814289119778e-50,1.7252826695303299e-18
6.665957225450102e-12,0.4500929009836171,3.76,0.0,1.0006061221407152,0.9999999999484973,3.5455147554426855e-21,3.8182459546377716e-16,3.978566739194013e-17,1.1285289535375115e-07,1.128528953930754e-07,6.958587054158966e-19,3.636598824356482e-17,3.488111429111815e-17,4.1947856141614526e-21,5.415954032355812e-24,5.150264647087841e-11,1.3899413426763068e-18,2.3890478823395453e-11,2.2163739487096608e-14,2.1934138666170915e-14,2.759086743954423e-11,4.303271765595369e-19,3.0530345945041467e-18,4.8340550218604115e-22,7.370475983123404e-18,5.168975605722327e-28,1.277562233950551e-29,2.6052286398174136e-17,7.588014661089994e-25,1.2687476898950912e-37,1.9569749690385256e-18,3.1479934602044257e-27,4.960009879995815e-32,3.636199642740493e-33,2.187971613692974e-38,7.857633294854131e-11,3.469860124190441e-17,7.857602413573864e-11,1.5877421112601744e-21,1.7726434123799453e-33,1.6110767881080857e-26,4.1803704487298893e-17,5.793044000664064e-32,1.1993820715251527e-37,4.354768850343958e-19,2.394523347215238e-25,4.3921509823163314e-29,8.304627607386926e-32,1.0931161412691927e-37,2.6739579050296852e-36,4.631288202238297e-29,4.199240339852635e-42,8.500388575410484e-45,3.8948353696588034e-34,1.6353741526285694e-44,1.7795131940304566e-42,9.71631922474426e-50,3.3177684874929926e-18
8.570516436325388e-12,0.45009290350466485,3.76,0.0,1.0006060898598672,0.9999999999337821,7.353371643382103e-21,6.26190756342061e-16,6.527861701633396e-17,1.4509657748432308e-07,1.4509657754881143e-07,1.1376890531562917e-18,6.026066872932595e-17,5.720382361946741e-17,8.69665724907221e-21,1.1281998140083664e-23,6.621779206059814e-11,2.2795025880901363e-18,3.0712549815257606e-11,3.6157817500526094e-14,3.5969109158166226e-14,3.5470126229258086e-11,7.057750838031966e-19,5.0070140746196454e-18,1.0022061213455194e-21,9.68932038129964e-18,1.0716183913005961e-27,2.649755725256685e-29,4.2715361546468643e-17,1.5730848965996262e-24,3.294704508700402e-37,3.209168166376695e-18,6.526181016982337e-27,1.2878805671269176e-31,7.538272439704209e-33,7.044065951220917e-38,1.0102668512636096e-10,5.690560331579343e-17,1.0102617867473617e-10,2.6040772909692456e-21,4.596181608580309e-33,3.3387517797719623e-26,6.855795306383313e-17,1.2011135026543096e-31,3.1152326258038737e-37,7.141333998185308e-19,4.9639151284568685e-25,1.140391668311925e-28,2.156217409999828e-31,2.8338738836617824e-37,5.545832488862814e-36,1.2025673711098692e-28,1.3522446147899764e-41,2.73770133387807e-44,1.0113089765113786e-33,5.265611956954588e-44,5.726857188994859e-42,3.1286636289763998e-49,5.4413089385529254e-18
1e-11,0.4500929085467608,3.76,0.0,1.0006060656311953,0.9999999999227374,1.1775873408448365e-20,8.497370508740841e-16,8.861801966621941e-17,1.6929735426532126e-07,1.6929735435282787e-07,1.5397654912931153e-18,8.249727734923452e-17,7.762400492249247e-17,1.3921435243951088e-20,1.8151229504754342e-23,7.726240396693112e-11,3.0932764481679214e-18,3.583179420890721e-11,4.893273430479844e-14,4.880661100957762e-14,4.138283233570866e-11,9.577791105867904e-19,6.794545969649955e-18,1.6043228383144056e-21,1.1508137962630169e-17,1.7153947701746462e-27,4.243556465895343e-29,5.795249718914215e-17,2.518048358123164e-24,6.405041705213906e-37,4.354515293960202e-18,1.0446535596600016e-26,2.503311866844664e-31,1.2066570446353917e-32,1.7326382751454817e-37,1.1787698467696888e-10,7.722060555547332e-17,1.1787629742530095e-10,3.533932635014887e-21,8.916461312219721e-33,5.341793444186565e-26,9.303278483279669e-17,1.9228797407614736e-31,6.0577182745717734e-37,9.690199824733367e-19,7.9454105711986e-25,2.2165177429150224e-28,4.190865281398833e-31,5.496107285599245e-37,8.881409413808985e-36,2.3375930569185807e-28,3.3274519404149923e-41,6.738570097617338e-44,1.9657377877761393e-33,1.2954572159861207e-43,1.4076750013662528e-41,7.698061068681737e-49,7.384035855530913e-18
