Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727)
0.038758444558560215,0.6557984313845359,3.76,0.0,0.0003378376812396852,0.02880761025911845,0.8944401572154668,0.0679449563557121,5.709832536078309e-07,0.10887042530470924,0.6550003582714321,2.019541911617503e-14,0.16289898966496982,1.8764970905535997e-09,5.325806277046437e-07,0.9163792912829976,0.00010081652192299909,6.505067328760726e-05,3.6263113498811094e-06,4.900980715675352e-06,0.1112648532338729,2.8955760238820055e-06,1.6962373158187991e-06,0.004111143701732902,0.018508448049180764,7.830930044861069e-08,3.2937953623655493e-07,1.5236266932652982e-06,3.56793175383997e-09,0.010739204195201637,1.902236694751147e-12,0.000227101730134856,2.242218152931616e-07,1.8417916275086347e-06,1.8944369155281537e-07,4.845236181020864e-10,2.9502360275924287e-05,0.0003192443482009942,8.642747601246271e-05,0.001691390467570597,1.6243305837846675e-11,9.356295329397137e-12,0.007138614860364302,2.8356458317464045e-06,1.760380399303623e-10,1.2004914446731123e-08,3.064395958440254e-07,0.005918238267551862,1.5125367693155503e-06,6.239366439689046e-16,9.967107917190519e-14,0.05791577933705225,4.990864199251125e-08,2.000352122090355e-09,0.00010800942895815875,1.869876259739382e-12,8.00807154989852e-16,5.221099417231075e-13,3.932230189886502e-06,5.678285740296213e-08,5.033865688072979e-07,6.6240023758414576e-09,4.10718388040219e-10,0.0046666367746311796,5.865672538414892e-11,4.321117960189289e-05,1.0683553160071239e-08,2.5905822612170173e-08,8.247422389654604e-09,4.0152047760989416e-14,1.844930067678927e-15,1.0600628490872141e-11,3.8379546082501143e-11,0.0005118396396094485,6.567473308189639e-13,1.032720478420792e-11,0.00022616819652852304,2.2728976054933623e-13,2.54633278761873e-09,1.245793217350844e-05,1.3762682668562541e-08,4.136407887992756e-08,3.298512408864898e-16,4.005889113283077e-11,1.9914661140826903e-05,6.565777581516076e-05,1.0154383855400753e-12,3.2554514353725846e-12,1.2620581907411334e-11,1.593839911800304e-08,1.2819222103891955e-11,6.9211923904515255e-09,1.3184476722578846e-15,3.4601255297649354e-10,1.9603207644426336e-06,9.783524278585352e-13,7.397856372300064e-06
0.0391558496043841,0.6558592467308202,3.76,0.0,0.00033094362862683645,0.028328667540036535,0.8946867420569243,0.06809748616241974,5.606428625194062e-07,0.10875149386494902,0.655239338224125,2.013927596438068e-14,0.16306016868258696,1.878497401822581e-09,5.222661605133938e-07,0.9171606499561322,9.889661758945203e-05,6.35500924347395e-05,3.6017241954062535e-06,4.875983878928973e-06,0.11104914760002683,2.8758121709954733e-06,1.6911604569418762e-06,0.004049365937557399,0.01856106137017013,7.705616471378771e-08,3.2945727259143656e-07,1.4984152942780923e-06,3.4845235201838358e-09,0.010575165857648058,1.839487410998396e-12,0.0002221431793712978,2.239430702421367e-07,1.8092057582289637e-06,1.859600169930467e-07,4.679948255218873e-10,2.944704604076084e-05,0.0003130802086036875,8.559620794863325e-05,0.001683306609802282,1.599520163701489e-11,9.17413094382847e-12,0.007129287462568631,2.8205286588779877e-06,1.742852380085672e-10,1.166298694193802e-08,3.052380165616955e-07,0.005928835299796567,1.5113242935994393e-06,6.14080351880738e-16,9.787644142304654e-14,0.05800268616006627,4.936408724387672e-08,1.9788504551624063e-09,0.00010750902490458128,1.8612124121323967e-12,7.734888338419556e-16,5.137176947959432e-13,3.9068266695365866e-06,5.65658516914298e-08,4.971429502669472e-07,6.546966625663248e-09,4.056880391160091e-10,0.004649393612480153,5.823968591818828e-11,4.3263312689333535e-05,1.04730888569243e-08,2.5439423050392253e-08,8.217238665877715e-09,3.933604739581336e-14,1.807436071988908e-15,1.0384317763872013e-11,3.790034261684779e-11,0.0005108088402282611,6.510503290102523e-13,1.0296147537222186e-11,0.00022661829758788808,2.275442353495952e-13,2.52916234336173e-09,1.23915480189489e-05,1.3402456290006951e-08,4.042545042915252e-08,3.297695450941482e-16,3.9394138881570126e-11,1.963017995555965e-05,6.525997231781102e-05,1.0092861075627195e-12,3.243547095934693e-12,1.2596114061050404e-11,1.584066532987955e-08,1.2841946140510025e-11,6.769210639108927e-09,1.3139490631908682e-15,3.453842949046403e-10,1.957128496432985e-06,9.767388445516084e-13,7.325014733420795e-06
0.03955325465020798,0.6559189444048799,3.76,0.0,0.00032433544595286424,0.027859719597582055,0.894927286102912,0.06824753686575967,5.505642764845943e-07,0.1086343666598798,0.6554736959844996,2.0083898518432237e-14,0.16321940711624622,1.880475299037844e-09,5.122016950127792e-07,0.9179259897804216,9.702014294032222e-05,6.209367177642385e-05,3.5774588995418535e-06,4.851203393383486e-06,0.11083721090344646,2.856309182382869e-06,1.6861324359795244e-06,0.003988847297799196,0.01861348123008822,7.583015318339066e-08,3.295530105823422e-07,1.4738115298166854e-06,3.4034667194190255e-09,0.010414670823252781,1.7791707719783151e-12,0.00021735291558750114,2.2367118408121817e-07,1.777372585968153e-06,1.8256643804899958e-07,4.521084484349409e-10,2.9392557506549497e-05,0.0003070764413179185,8.477728503883561e-05,0.0016754347108947061,1.5752456518062183e-11,8.996888139521668e-12,0.00712022227652618,2.8056710646882335e-06,1.7256026135451122e-10,1.1332205634565975e-08,3.040394753392454e-07,0.00593919781674402,1.5100097310004468e-06,6.044443331618143e-16,9.61261717860029e-14,0.0580879738009399,4.882886584863931e-08,1.957716800821604e-09,0.00010702115301830567,1.8527655455274638e-12,7.472322783953584e-16,5.055579122009106e-13,3.881720882318938e-06,5.6349271581708606e-08,4.910190085187282e-07,6.471365543556335e-09,4.0075564313476775e-10,0.004632113270660093,5.7831285750012113e-11,4.3314468808530644e-05,1.0269533796733549e-08,2.4986912741594024e-08,8.187322091955405e-09,3.854025046042348e-14,1.770870390724514e-15,1.0173403133030212e-11,3.7431720056508253e-11,0.0005097644763213717,6.454284867629106e-13,1.026494658025405e-11,0.00022706500126312864,2.2779418066911425e-13,2.5121823729981868e-09,1.2325871829672557e-05,1.3053302724456535e-08,3.951794788639372e-08,3.296954743145858e-16,3.874911762805601e-11,1.9350964617718733e-05,6.48609076801812e-05,1.003114325221204e-12,3.231650584364624e-12,1.2572073734709907e-11,1.5743408534593713e-08,1.2864252844021134e-11,6.621482966450512e-09,1.3095401661251523e-15,3.447963709879647e-10,1.9541586889988915e-06,9.752365577810635e-13,7.25444353789589e-06
0.039950659696031864,0.6559775540234648,3.76,0.0,0.00031799884691871344,0.02740050115925995,0.8951619633482369,0.06839516402328204,5.40737636997819e-07,0.10851900031066644,0.6557035591313386,2.002924476190456e-14,0.1633767469241548,1.8824307583311753e-09,5.023783021157449e-07,0.9186757365293298,9.518569782769368e-05,6.067962446966228e-05,3.5534995104483228e-06,4.826623981258621e-06,0.11062895040336168,2.8370542386727984e-06,1.681147358593455e-06,0.003929552336672151,0.01866570935015617,7.463027316608495e-08,3.296653012242092e-07,1.4497909368467378e-06,3.324672786360812e-09,0.010257627328205782,1.721171018629419e-12,0.00021272156249027566,2.2340531716624778e-07,1.746264329427768e-06,1.792592407505083e-07,4.368346501195702e-10,2.933878212359797e-05,0.00030122662842281604,8.397033361346519e-05,0.0016677685710588075,1.5514931622910867e-11,8.824375172434657e-12,0.007111413962011647,2.791058605742096e-06,1.7086203436707858e-10,1.101211428092587e-08,3.028433376234973e-07,0.005949332689508403,1.5085926559298283e-06,5.950203235093791e-16,9.441855120846781e-14,0.058171682378709504,4.830267998065335e-08,1.936939232759802e-09,0.00010654546385331045,1.8445296095037876e-12,7.219881754156283e-16,4.976206245050042e-13,3.856897725535113e-06,5.613300305461912e-08,4.850101869840717e-07,6.397152451051551e-09,3.959179418163572e-10,0.004614802685980514,5.743101947520625e-11,4.336467048133221e-05,1.0072583879913919e-08,2.4547678804287296e-08,8.15763788696486e-09,3.776390309858228e-14,1.7351983855349133e-15,9.967682153986035e-12,3.697326496434241e-11,0.0005087080823355765,6.398762986549294e-13,1.0233628930019296e-11,0.0002275086100531974,2.2803968481296904e-13,2.495386376154958e-09,1.2260872113364641e-05,1.2714805245151923e-08,3.864019919760696e-08,3.296284002395741e-16,3.8123017679939914e-11,1.9076902004377265e-05,6.446079246034718e-05,9.96926294929274e-13,3.219755857436402e-12,1.254845040767863e-11,1.5646624454915396e-08,1.2886152458982345e-11,6.477842258609153e-09,1.305216071531518e-15,3.4424716228945467e-10,1.9514026201006265e-06,9.738411917273797e-13,7.186043322619035e-06
0.040348064741855746,0.6560351039926023,3.76,0.0,0.0003119203242192274,0.02695075705586138,0.8953909409600209,0.06854042137425519,5.311536409584006e-07,0.1084053531147064,0.6559290497249851,1.9975275764204445e-14,0.16353222816835497,1.8843637852701536e-09,4.927875458354978e-07,0.9194102997739105,9.33919547947579e-05,5.930626571522186e-05,3.5298311823653332e-06,4.802231546610992e-06,0.11042427687153143,2.818035405290476e-06,1.6761997337721037e-06,0.0038714470507031926,0.018717747293426366,7.34555895361506e-08,3.297927656206467e-07,1.4263305039993617e-06,3.2480579593060873e-09,0.010103946396281717,1.6653793532453094e-12,0.0002082405256887326,2.2314467952462524e-07,1.7158548216422732e-06,1.760349376927159e-07,4.2214533153869947e-10,2.9285614027998398e-05,0.0002955247358782183,8.317499973306986e-05,0.0016603022147877763,1.5282492317921923e-11,8.65641108923533e-12,0.007102857290110356,2.776677719484482e-06,1.691895503373165e-10,1.0702281941234323e-08,3.016490266266142e-07,0.005959246522700395,1.5070728077873898e-06,5.858005328530464e-16,9.275195934969478e-14,0.058253850549180676,4.7785247992285774e-08,1.9165064789210476e-09,0.00010608161946325588,1.8364987527595426e-12,6.977100836597792e-16,4.898964360510036e-13,3.832343164295998e-06,5.5916942624083624e-08,4.79112185030803e-07,6.324283032012381e-09,3.911718451405471e-10,0.004597468457562232,5.703841278084259e-11,4.34139395093347e-05,9.881952862665258e-09,2.412114753668692e-08,8.128153444436335e-09,3.700629461013469e-14,1.7003874010115326e-15,9.766963977086657e-12,3.652458789040818e-11,0.000507641108575004,6.343886830999653e-13,1.0202220192045818e-11,0.00022794941168421924,2.282808344163619e-13,2.478768243858208e-09,1.219651963155294e-05,1.2386567499832264e-08,3.7790912737124396e-08,3.295677496584177e-16,3.751507563824862e-11,1.8807882201463128e-05,6.405982684246757e-05,9.907251126614932e-13,3.207857458708929e-12,1.2525233957756834e-11,1.555030970080789e-08,1.2907654851479116e-11,6.338130735196754e-09,1.3009721835111064e-15,3.437351287301426e-10,1.9488519836296166e-06,9.72548579651136e-13,7.119720689744571e-06
0.04074546978767963,0.6560916215827478,3.76,0.0,0.00030608710264333445,0.02651024165770173,0.8956143796617447,0.06868336092768142,5.218034995595385e-07,0.10829338494789334,0.6561502846636893,1.992195547600448e-14,0.1636858891376268,1.8862744128511654e-09,4.834214468384258e-07,0.920130073773485,9.163765381928856e-05,5.79720051145562e-05,3.5064401037008375e-06,4.778013103894218e-06,0.11022310439511535,2.7992415749237797e-06,1.6712844561915727e-06,0.003814498799686583,0.01876959647601979,7.230522041047856e-08,3.2993409368781676e-07,1.4034085619652436e-06,3.1735429272480493e-09,0.009953541747599274,1.6116934105032552e-12,0.00020390191065543383,2.2288852935191436e-07,1.6861193867992172e-06,1.7289025021970676e-07,4.080140038363065e-10,2.923295366837258e-05,0.00028996508364539936,8.239094791943388e-05,0.0016530298798957716,1.5055008055095633e-11,8.492824933683273e-12,0.007094547139221745,2.762515668427197e-06,1.6754186634034303e-10,1.0402301142381366e-08,3.0045602023759173e-07,0.005968945668180281,1.505450087957757e-06,5.76777610411052e-16,9.112486723684257e-14,0.058334515585512,4.727630329932692e-08,1.89640787645915e-09,0.00010562929289970193,1.82866731442275e-12,6.743542231404424e-16,4.823764839231741e-13,3.808044164078589e-06,5.570099677955248e-08,4.73320940573852e-07,6.252715181684407e-09,3.865144201705528e-10,0.004580116864309504,5.6653020535230483e-11,4.3462297004518125e-05,9.697371021700865e-09,2.3706781179454956e-08,8.098838248431028e-09,3.6266754170664816e-14,1.666406613961652e-15,9.571068467105798e-12,3.608532166200448e-11,0.0005065649255873458,6.289609549502615e-13,1.0170744627971727e-11,0.00022838767957172862,2.2851771442085875e-13,2.46232223369106e-09,1.2132787213690498e-05,1.2068212218846353e-08,3.69688713088846e-08,3.295129991757486e-16,3.6924570975824654e-11,1.854379835689113e-05,6.365820110985585e-05,9.845137212696072e-13,3.195950486905255e-12,1.2502414638890441e-11,1.545446170538779e-08,1.2928769530658895e-11,6.202199272373939e-09,1.2968042000104231e-15,3.432588036040467e-10,1.946498860611999e-06,9.713547494205963e-13,7.0553878312368396e-06
0.04114287483350351,0.6561471329961828,3.76,0.0,0.00030048709539140793,0.026078718352234322,0.8958324340887515,0.06882403304461858,5.12678900862208e-07,0.10818305717435302,0.6563673760097919,1.9869250501015176e-14,0.16383776646130568,1.888162698706602e-09,4.7427245070896204e-07,0.9208354383021257,8.9921597580898e-05,5.667533968605175e-05,3.4833134156989117e-06,4.753956687515288e-06,0.11002535019408474,2.780662402542341e-06,1.6663967738413528e-06,0.0037586762329535396,0.018821258177628402,7.117833325940692e-08,3.3008803953985644e-07,1.3810046834706328e-06,3.10105251728226e-09,0.009806329708908304,1.5600167872813101e-12,0.00019969845037533446,2.226361694391561e-07,1.6570347309839765e-06,1.698220922887571e-07,3.944156728214823e-10,2.918070739738853e-05,0.0002845423186596395,8.161785995313189e-05,0.0016459460072629955,1.4832352235672677e-11,8.333455025081901e-12,0.007086478491293755,2.7485604828961183e-06,1.659180984391636e-10,1.0111786215794988e-08,2.992638463982615e-07,0.005978436237914712,1.5037245429532754e-06,5.679446131776023e-16,8.953583065417559e-14,0.05841371345289878,4.677559330705054e-08,1.8766333280649294e-09,0.00010518816773909483,1.821029815860638e-12,6.518792842061301e-16,4.750524004314084e-13,3.7839886114764878e-06,5.54850811389356e-08,4.676326137950495e-07,6.182408865453807e-09,3.819428808964969e-10,0.0045627538812504755,5.6274424530519244e-11,4.3509763418549276e-05,9.518583950762028e-09,2.3304074994883212e-08,8.069663703994064e-09,3.554464797734391e-14,1.6332269022674005e-15,9.37982543644824e-12,3.5655119751562336e-11,0.0005054808282736603,6.235887937148318e-13,1.013922521638769e-11,0.00022882367328134378,2.2875040806498405e-13,2.4460429443854534e-09,1.2069649600734907e-05,1.1759380026241289e-08,3.617292673202351e-08,3.294636705740831e-16,3.635082292549054e-11,1.8284546543946256e-05,6.325609608007744e-05,9.78294917211598e-13,3.1840305480144212e-12,1.2479983060453574e-11,1.5359078595929382e-08,1.2949505668623094e-11,6.069906798521148e-09,1.292708090457811e-15,3.428167885150622e-10,1.944335692732714e-06,9.702559101967429e-13,6.992962096223422e-06
0.041540279879327395,0.6562016634278502,3.76,0.0,0.00029510886325464635,0.025655959057560303,0.8960452531187372,0.06896248651556572,5.03771975105503e-07,0.10807433256274095,0.6565804312896556,1.9817129872791856e-14,0.16398789521480914,1.890028722238038e-09,4.6533339817874697e-07,0.9215267594189375,8.824264726317608e-05,5.541484755616153e-05,3.460439132629257e-06,4.730051261904388e-06,0.10983093445134401,2.7622882416460615e-06,1.6615322547888515e-06,0.0037039492205033224,0.018872733551036375,7.007414151272744e-08,3.302534100685613e-07,1.359099596226794e-06,3.0305154061918164e-09,0.009662229125551446,1.510258611795329e-12,0.00019562344120560929,2.223869412968374e-07,1.6285788464250266e-06,1.6682755586864374e-07,3.8132673312388385e-10,2.9128787007170333e-05,0.0002792513903886557,8.085543365784273e-05,0.0016390452312046201,1.4614402076364726e-11,8.17814829301259e-12,0.007078646428275362,2.734800899764838e-06,1.6431741739148309e-10,9.83037176308741e-09,2.9807207843140504e-07,0.0059877241160280195,1.5018963480907605e-06,5.592949781990203e-16,8.798348429974784e-14,0.05849147887807229,4.628287836979258e-08,1.857173259632058e-09,0.00010475793763252068,1.8135809528837335e-12,6.302462526042918e-16,4.679162785351322e-13,3.760165235668472e-06,5.526911959079875e-08,4.6204357378945537e-07,6.1133259802541156e-09,3.774545783344436e-10,0.004545385194909953,5.5902231229284615e-11,4.355635857070508e-05,9.34535146318731e-09,2.2912554632136948e-08,8.040602949071854e-09,3.48393767640316e-14,1.6008207307085023e-15,9.193073976639455e-12,3.5233654734099096e-11,0.0005043900397885058,6.182682125393397e-13,1.010768370995428e-11,0.0002292576389802229,2.289789968825678e-13,2.429925289283552e-09,1.2007083284350892e-05,1.1459728323363565e-08,3.540199491282676e-08,3.294193266208562e-16,3.579318766086044e-11,1.803002563360545e-05,6.285368354119361e-05,9.72071357298453e-13,3.1720937067274193e-12,1.2457930167971829e-11,1.5264159055292056e-08,1.2969872118884172e-11,5.9411197251589045e-09,1.2886800705337307e-15,3.4240774862844155e-10,1.9423552575908474e-06,9.692484399804029e-13,6.932365595935043e-06
0.04193768492515128,0.6562552371217798,3.76,0.0,0.0002899415764866673,0.02524174377032204,0.8962529801788113,0.0690987686329279,4.950752631313755e-07,0.10796717520860956,0.6567895537694556,1.9765564925312588e-14,0.16413630901764337,1.8918725837906175e-09,4.5659749551680457e-07,0.9222043901851613,8.659971846534778e-05,5.418918221712497e-05,3.437806096497297e-06,4.706286683219832e-06,0.10963978015461678,2.74411010796585e-06,1.6566867856146297e-06,0.0036502887886147185,0.018924023631029265,6.899190117426578e-08,3.304290660316698e-07,1.337675099645988e-06,2.9618638407133276e-09,0.009521161275610186,1.4623331419718035e-12,0.00019167068613984444,2.2214022548760375e-07,1.6007309147102057e-06,1.6390389770005566e-07,3.687248707253973e-10,2.9077109442815063e-05,0.0002740875285231938,8.010338185049095e-05,0.00163232237042222,1.440103847889619e-11,8.02675966724957e-12,0.007071046128732783,2.721226318608467e-06,1.627390448386403e-10,9.557711232887175e-09,2.9688033382582445e-07,0.005996814970054865,1.4999658141192327e-06,5.508224951775729e-16,8.646653606451153e-14,0.0585678454139409,4.5797930933019274e-08,1.8380185859414925e-09,0.00010433830587740403,1.8063155883290945e-12,6.094182483889933e-16,4.609606406095471e-13,3.7365635676813796e-06,5.505304408252742e-08,4.565503850775204e-07,6.045430231303737e-09,3.7304699131668527e-10,0.00452801621770812,5.553607081313001e-11,4.360210167433136e-05,9.177446569502688e-09,2.2531773740885217e-08,8.01163088132228e-09,3.4150373140154665e-14,1.5691620286855921e-15,9.010661745178476e-12,3.482061701667511e-11,0.0005032937152063881,6.129955429998048e-13,1.0076140694372728e-11,0.00022968980985847476,2.2920356070379957e-13,2.4139644768587385e-09,1.1945066363380579e-05,1.1168930254968873e-08,3.465505124119843e-08,3.293795671720482e-16,3.5251055648300985e-11,1.7780137175502053e-05,6.245112668076786e-05,9.658455653290357e-13,3.1601364749140357e-12,1.2436247225184143e-11,1.5169702325289564e-08,1.2989877433483889e-11,5.815711409388288e-09,1.284716590015985e-15,3.42030408331635e-10,1.94055064578261e-06,9.683288741011585e-13,6.8735248427152275e-06
0.04233508997097516,0.6563078774240964,3.76,0.0,0.0002849749792404271,0.024835860146775014,0.8964557535302241,0.06923292525868532,4.865816874180228e-07,0.10786155046257273,0.6569948427084554,1.971452914269604e-14,0.16428304012452316,1.8936944031471394e-09,4.480582891557524e-07,0.9228686713303204,8.499177729662342e-05,5.299706720215124e-05,3.4154039235162106e-06,4.682653644185594e-06,0.10945181294985236,2.7261196366608743e-06,1.651856555692494e-06,0.003597667059554688,0.018975129343124033,6.793090737901066e-08,3.306139311103992e-07,1.3167139794647922e-06,2.8950333931543094e-09,0.00938304978650609,1.4161594065139928e-12,0.00018783444475974442,2.2189544350815553e-07,1.573471213362899e-06,1.6104852710113953e-07,3.565889747024588e-10,2.9025596563087033e-05,0.0002690462224508686,7.93614314651986e-05,0.0016257724195234194,1.4192145903241623e-11,7.879151519841375e-12,0.007063672864624228,2.7078267693901406e-06,1.611822489494571e-10,9.293475622344632e-09,2.95688271681402e-07,0.00600571426147037,1.4979333804661481e-06,5.425212788751688e-16,8.498376145984807e-14,0.05864284549957962,4.5320534749214244e-08,1.8191606789299899e-09,0.00010392898501748008,1.7992287451326454e-12,5.893603800517733e-16,4.541784086812227e-13,3.7131738898356623e-06,5.483679415818278e-08,4.5114979162542747e-07,5.9786870248534915e-09,3.6871771864724803e-10,0.004510652101385431,5.517559572025849e-11,4.3647011362169646e-05,9.014654540044292e-09,2.21613117975768e-08,7.982724078581282e-09,3.3477099094183055e-14,1.5382260755134558e-15,8.832444297193724e-12,3.441571362925803e-11,0.0005021929449280979,6.077674133357707e-13,1.0044615641420152e-11,0.00023012040655978787,2.294241776653728e-13,2.3981559942422417e-09,1.1883578439111693e-05,1.0886673759329849e-08,3.393112636649425e-08,3.293440257252799e-16,3.4723849215028854e-11,1.7534785287139723e-05,6.204858044811229e-05,9.59619937692468e-13,3.148155785553834e-12,1.2414925797412518e-11,1.507570815529022e-08,1.3009529878835085e-11,5.693561682068149e-09,1.2808143241949529e-15,3.416835473012808e-10,1.938915240109985e-06,9.674938947758195e-13,6.81637042085082e-06
0.042732495016799044,0.6563596068321708,3.76,0.0,0.00028019935633119715,0.024438103112059115,0.8966537065331923,0.0693650008882032,4.782845261018518e-07,0.10775742486374938,0.6571963935920164,1.9663997915776942e-14,0.16442811950958397,1.8954943156196707e-09,4.397096463810014e-07,0.9235199318736947,8.34178373198675e-05,5.183729124094017e-05,3.3932229156788382e-06,4.659143560235163e-06,0.10926696100504976,2.708309011826581e-06,1.6470380007343431e-06,0.0035460571952730157,0.019026051511270337,6.689049223635933e-08,3.3080697092621804e-07,1.2961999468606725e-06,2.8299627611460235e-09,0.009247820553606598,1.3716608812877193e-12,0.00018410938901754708,2.2165204718326412e-07,1.5467810533556187e-06,1.5825899488344718e-07,3.44899056048574e-10,2.897417471513229e-05,0.0002641232026897194,7.862932262120565e-05,0.00161939054106241,1.3987612244165767e-11,7.73519316484917e-12,0.007056521998284923,2.694592861307761e-06,1.5964634141265716e-10,9.037352328862391e-09,2.9449558588962094e-07,0.006014427255603062,1.4957995795017721e-06,5.3438575104673625e-16,8.353399964956935e-14,0.058716510516051604,4.4850484023329746e-08,1.8005913322606154e-09,0.00010352969646389818,1.7923155997695232e-12,5.700396103537002e-16,4.4756287796918107e-13,3.689987144694528e-06,5.462031569550554e-08,4.458387078622259e-07,5.913063362344293e-09,3.644644719951665e-10,0.004493297749659875,5.482047748644317e-11,4.369110571052575e-05,8.856772086091007e-09,2.1800772147313463e-08,7.953860395252855e-09,3.281904461621548e-14,1.5079894371363024e-15,8.658284710895579e-12,3.401866692612591e-11,0.0005010887579481379,6.025807095065558e-13,1.001312695462502e-11,0.00023054963763814956,2.2964092423440133e-13,2.3824955837852725e-09,1.1822600488205346e-05,1.06126607159948e-08,3.3229302525429926e-08,3.293123665822554e-16,3.4211020464014743e-11,1.729387655004464e-05,6.164619190152488e-05,9.533967487383477e-13,3.1361489210916785e-12,1.2393957736106536e-11,1.498217657600689e-08,1.3028837450418888e-11,5.574556439864339e-09,1.2769701436425087e-15,3.413659968406742e-10,1.937442696638887e-06,9.667403215645745e-13,6.760836686764129e-06
0.043129900062622926,0.6564104470402945,3.76,0.0,0.00027560550212139394,0.024048274494077492,0.8968469678942987,0.06949503871048751,4.701773897876612e-07,0.10765476607762721,0.6573942983469093,1.9613948454682163e-14,0.16457157694453756,1.897272471719137e-09,4.3154573248567964e-07,0.9241584897064986,8.187695675224503e-05,5.070870393788317e-05,3.3712540308785444e-06,4.635748547889458e-06,0.10908515488228873,2.690670942516845e-06,1.6422278059357119e-06,0.0034954333448248506,0.019076790864444554,6.587002320375598e-08,3.3100717142756323e-07,1.2761175970238405e-06,2.766593551273055e-09,0.009115401661199887,1.3287651790915334e-12,0.00018049056402321713,2.2140951224705386e-07,1.520642721743935e-06,1.5553298366134065e-07,3.3363617222628015e-10,2.8922774557776826e-05,0.000259314424309078,7.79068077697779e-05,0.0016131720580357574,1.3787328711466816e-11,7.594760405753763e-12,0.0070495889796194765,2.6815157342784263e-06,1.5813067638067162e-10,8.789044089100073e-09,2.933020047411591e-07,0.00602295903090956,1.4935650457216174e-06,5.264106264422612e-16,8.211615010618956e-14,0.058788870838642454,4.438758277449209e-08,1.782302735891138e-09,0.0001031401701234728,1.7855714758180803e-12,5.514246316274664e-16,4.411076948709389e-13,3.666994908700116e-06,5.440356083953796e-08,4.4061421596770805e-07,5.84852774258003e-09,3.6028506849975107e-10,0.004475957830211905,5.4470406751775353e-11,4.373440226186454e-05,8.703606607663287e-09,2.1449780242727528e-08,7.92501910116922e-09,3.2175726049997955e-14,1.4784298903947526e-15,8.48805314295283e-12,3.362921364426084e-11,0.0004999821249927614,5.974325729044654e-13,9.981692022240641e-12,0.00023097769994266144,2.298538752298738e-13,2.366979226956363e-09,1.1762114726782011e-05,1.0346606148244611e-08,3.254871016285683e-08,3.2928428216714814e-16,3.371204935579891e-11,1.705731991216517e-05,6.124410062291554e-05,9.471781571891846e-13,3.12411351038285e-12,1.2373335164321824e-11,1.488910793104979e-08,1.3047807886499315e-11,5.458587242029672e-09,1.2731810937103273e-15,3.4107663658340115e-10,1.9361269272421103e-06,9.66065102605127e-13,6.706861495426824e-06
