Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159)
0.029472323743970796,0.06702636187744118,3.76,0.0,0.5453748880978384,0.9037825987896337,0.15363377688399416,0.0018146554532635756,4.296618396134357e-07,0.027860199066132203,0.034373745245890104,2.5498299866930224e-17,0.0010005161852363715,7.535871743881187e-14,1.6649825779654782e-08,0.009309622879206928,0.0009053417990174796,0.010467837583662216,6.685885690677391e-07,1.480128318357959e-08,0.15359731036717686,2.448188994330121e-07,7.270269337512456e-09,0.0017957875071455754,3.109878466650546e-05,6.505464580754366e-09,3.449513458474744e-09,2.779407222246521e-06,2.2147663957802064e-06,0.0002502466419091977,4.371487675850346e-09,0.0026899972752485474,1.9636941491366045e-09,1.9514001369644605e-05,3.9174518458743395e-06,1.0297102553105415e-05,2.9154519819297112e-08,0.0009972603289040269,1.930351364119672e-06,2.1007876655498113e-07,1.2171984694965536e-14,2.44480212427538e-11,5.7133226491385e-06,2.456070849334638e-10,1.957322517382014e-15,1.511823154173238e-08,4.80479444012724e-12,8.196977651489058e-07,1.4358737656747741e-11,1.2448627063557279e-17,3.8437064100627674e-14,0.0004741438774872223,3.010538883913127e-12,2.1284617175716963e-13,6.470864793703231e-07,5.01403774109422e-16,3.2120790162178978e-12,1.3233301540299667e-16,5.419456116448446e-08,7.815700077842682e-12,1.0994910633811295e-10,8.731531319828417e-09,3.2339670911626767e-12,3.630500168875463e-05,1.6865087009112323e-13,3.669634337344986e-08,3.7609280264472206e-11,1.7640724212851422e-11,7.62080012692596e-12,8.949852248439028e-14,1.5440988192782844e-15,1.3738532411545626e-11,2.916032190884502e-13,3.519921708506479e-08,4.1401922358605866e-18,2.783914391097565e-17,9.96133856193454e-10,6.697044930631894e-18,2.703098065211619e-12,2.2848878358377676e-11,7.257291501778772e-07
0.029508229275344123,0.0670313708497814,3.76,0.0,0.5446140291031021,0.9033186202740172,0.15434640776651065,0.0018305661188590737,4.318530785255658e-07,0.027875309606643153,0.03443897303743876,2.5514453348555514e-17,0.0010065550020778719,7.548353597271904e-14,1.6762263261296147e-08,0.009382984395262884,0.0009072245833882889,0.010509046967083343,6.721150948665532e-07,1.490813019474108e-08,0.15425839847523323,2.4633161974573374e-07,7.30515112195448e-09,0.0018046898534974367,3.126334635706802e-05,6.568457183682385e-09,3.483382661542119e-09,2.8068247794120783e-06,2.2251483623659292e-06,0.00025340748464656597,4.4120143036806085e-09,0.0027146642023582945,1.982281249594436e-09,1.9694894779901104e-05,3.97342399852822e-06,1.0386444535624403e-05,2.944090103811516e-08,0.0010066667248545436,1.947721586133221e-06,2.1188266221834038e-07,1.232602628442148e-14,2.4584728012645184e-11,5.796000520041009e-06,2.4838976445629397e-10,1.98160610736117e-15,1.528447847871944e-08,4.8300471852027575e-12,8.237613835948973e-07,1.446754438223086e-11,1.2622591657577118e-17,3.8973600937127747e-14,0.0004786818051446021,3.03814041148961e-12,2.1510217279362722e-13,6.52456785193494e-07,5.055651831432927e-16,3.2399483599292353e-12,1.346184813647753e-16,5.448533566696891e-08,7.853114198636771e-12,1.1183691525454331e-10,8.847359721858003e-09,3.2841408449506164e-12,3.647924871796064e-05,1.7095861912669665e-13,3.6916838099838364e-08,3.789505594026186e-11,1.772510301967407e-11,7.721212339560185e-12,9.062463843477248e-14,1.5635274536755292e-15,1.3860462663993227e-11,2.9385110215363484e-13,3.570794828702824e-08,4.2316562133645875e-18,2.824150284008381e-17,1.0111599833383034e-09,6.7373048279779236e-18,2.7423208797549323e-12,2.3206699601087792e-11,7.318290055951728e-07
0.02954413480671745,0.06703639959222352,3.76,0.0,0.5438504146737032,0.9028525306513377,0.1550618527117343,0.0018466053709025759,4.340575191906156e-07,0.02789031310546775,0.03450450223801434,2.5530540308259022e-17,0.001012628587980013,7.560870737980037e-14,1.6875640132375212e-08,0.009456943965421589,0.000909111236929837,0.010550411202498588,6.756615560486687e-07,1.501581450046338e-08,0.15492162699438133,2.47854183241528e-07,7.340223483534186e-09,0.0018136461101321186,3.142870675034943e-05,6.632078752416611e-09,3.5175946438974923e-09,2.8345161389912784e-06,2.2355769390826998e-06,0.0002566081266572182,4.4529090138442375e-09,0.00273955151524411,2.001050730048515e-09,1.9877505465722314e-05,4.030175208658214e-06,1.0476552690459369e-05,2.9730177201109487e-08,0.0010161613210791232,1.9652495510452694e-06,2.1371707628894593e-07,1.2482012422535665e-14,2.4722210259439486e-11,5.879948906134518e-06,2.512210984222269e-10,2.006208305226028e-15,1.5452558906542952e-08,4.855432351543618e-12,8.278411898693107e-07,1.4577144275933754e-11,1.2798963010412693e-17,3.9517547181292667e-14,0.00048326227300686357,3.0659870529830046e-12,2.17385409150662e-13,6.578699323350816e-07,5.097597881888555e-16,3.2680567035055206e-12,1.3694356092301655e-16,5.47779668591438e-08,7.890736426292338e-12,1.1375793552015758e-10,8.964687818967277e-09,3.3350985781137863e-12,3.665448471907234e-05,1.7329869872836974e-13,3.713915033115782e-08,3.8184240907757836e-11,1.7811005342811395e-11,7.822983988231023e-12,9.176508648593539e-14,1.5832033566662115e-15,1.398347564553175e-11,2.9612003111867207e-13,3.6223794983900635e-08,4.3252123711578674e-18,2.864948950949461e-17,1.0264104039268238e-09,6.777896949072956e-18,2.782110794463413e-12,2.3570190463781486e-11,7.379785370405591e-07
0.0296159458694641,0.06704651675825338,3.76,0.0,0.5423148820239447,0.901913974407977,0.15650122747634407,0.001879073551310806,4.385064101636272e-07,0.027919997151736976,0.03463647774282002,2.5562514669347928e-17,0.0010248808070533533,7.58601230547018e-14,1.7105252729424313e-08,0.009606678620572186,0.0009128961832720039,0.010633606462360345,6.828147825391333e-07,1.5233724476183818e-08,0.15625451821941594,2.5092912040496695e-07,7.4109454277877704e-09,0.0018317221744683873,3.176184007350523e-05,6.761235840542393e-09,3.5870619081424607e-09,2.8907317100543975e-06,2.256574631523281e-06,0.0002631308436141868,4.53581602709185e-09,0.0027899952719215686,2.039144608508923e-09,2.024794863944239e-05,4.146057949737369e-06,1.0659094449367992e-05,3.031754052544466e-08,0.0010354185539345618,2.00078475508088e-06,2.1747974507868546e-07,1.2799918141753116e-14,2.499952108216492e-11,6.051740818424457e-06,2.5703371997162834e-10,2.0563866788517878e-15,1.5794303470574517e-08,4.90660410073873e-12,8.360497241727708e-07,1.4798750166089613e-11,1.315906055424733e-17,4.0628081049359523e-14,0.000492552482533734,3.12242509316397e-12,2.2203529325112006e-13,6.688261850025881e-07,5.182496976623118e-16,3.324998791523989e-12,1.4171537021222497e-16,5.536885739987892e-08,7.966615458538277e-12,1.1770204595060684e-10,9.203920127787035e-09,3.4394161666108672e-12,3.700796448655069e-05,1.7807774873063993e-13,3.758933883669247e-08,3.877296813675079e-11,1.7987420920362038e-11,8.030683135813945e-12,9.408973310643943e-14,1.6233099807361042e-15,1.4232789853684827e-11,3.007220196097541e-13,3.7277227363902824e-08,4.518802064736821e-18,2.948265650803304e-17,1.0575977457715533e-09,6.860098261326103e-18,2.8634253672038722e-12,2.431455358306699e-11,7.504282359977171e-07
0.02968775693221075,0.06705671412231007,3.76,0.0,0.5407682150104423,0.9009668420206559,0.15795198694000703,0.001912067898651747,4.430093298387829e-07,0.02794924752971029,0.03476969785499109,2.559422300487294e-17,0.0010372743305531052,7.611299336286838e-14,1.7338746227751366e-08,0.009758870078541437,0.00091669670026996,0.010717427819330274,6.90049251874562e-07,1.5455072797495018e-08,0.15759600948895763,2.540442774219114e-07,7.48244626425845e-09,0.001850019381222023,3.209821774212146e-05,6.892990719547013e-09,3.657945606798139e-09,2.9480771368541953e-06,2.2777608864035005e-06,0.00026981892937605513,4.62023569663623e-09,0.002841344679490356,2.0779915608661848e-09,2.062547274811101e-05,4.265187863896403e-06,1.0844782281714797e-05,3.0916865871960695e-08,0.0010550389942390209,2.0369692197479788e-06,2.2137145321821668e-07,1.3125904718198493e-14,2.5279993828861128e-11,6.228869190815798e-06,2.6305314125042656e-10,2.107894627260453e-15,1.6143634118925108e-08,4.958318161033904e-12,8.443241006518556e-07,1.502360934992417e-11,1.352919342468974e-17,4.176950611322571e-14,0.0005020178559320004,3.1798721233217494e-12,2.2679932084797021e-13,6.799581399652358e-07,5.268757513571692e-16,3.3829222660005916e-12,1.466541881736123e-16,5.5967350228292234e-08,8.043358233135872e-12,1.21786424477431e-10,9.449384751689738e-09,3.5470222908171276e-12,3.736552429908869e-05,1.8299189091037523e-13,3.804713748991564e-08,3.937572266307187e-11,1.817005234351409e-11,8.244055445541602e-12,9.647399555396148e-14,1.664445143583543e-15,1.4486556091666204e-11,3.054112039870267e-13,3.836031267048067e-08,4.7213748939035655e-18,3.0339276416283384e-17,1.0897236558295894e-09,6.943690678953094e-18,2.947109934018456e-12,2.5082728746181788e-11,7.630814936485e-07
0.0297595679949574,0.06706699243946303,3.76,0.0,0.5392103382443817,0.9000110443431076,0.1594142174872321,0.0019455964305609666,4.4756710944359287e-07,0.02797806052773291,0.03490418922595331,2.5625665436245795e-17,0.0010498106592501267,7.636734788372701e-14,1.7576205395816303e-08,0.00991356243478823,0.0009205128480274257,0.010801879710972203,6.973659786844066e-07,1.567992032437727e-08,0.15894612548337,2.572002290326627e-07,7.554737275179965e-09,0.0018685414772630336,3.2437873265265745e-05,7.02739953773622e-09,3.7302768133533204e-09,3.006576128300336e-06,2.29913710952142e-06,0.0002766766291475386,4.706195472582503e-09,0.0028936161763313496,2.117607730141047e-09,2.101022275815542e-05,4.38765520042698e-06,1.1033671591911753e-05,3.1528415430503694e-08,0.0010750297513547928,2.073815436843853e-06,2.2539706201886914e-07,1.3460180372442658e-14,2.5563669144200744e-11,6.411510791293671e-06,2.6928790408204715e-10,2.160770285967786e-15,1.6500723661059817e-08,5.010583284772339e-12,8.526650786660803e-07,1.5251777202093708e-11,1.3909643104506855e-17,4.2942686496875256e-14,0.0005116618140199176,3.238347740279262e-12,2.3168113160639824e-13,6.912687547500964e-07,5.356402406572399e-16,3.441844409793172e-12,1.5176597045200555e-16,5.6573564922658776e-08,8.120986716008185e-12,1.2601625008956108e-10,9.701242178262408e-09,3.658022772446613e-12,3.772725011630045e-05,1.88045115925962e-13,3.851278407338667e-08,3.999276890074594e-11,1.8358982021264783e-11,8.463263554882974e-12,9.891944875417206e-14,1.7066360170385375e-15,1.474485695181005e-11,3.101896598658281e-13,3.9473871360672295e-08,4.933365219866347e-18,3.1219998153825507e-17,1.1228167856694272e-09,7.028717693004489e-18,3.0332347222044012e-12,2.587550331511902e-11,7.759416061627726e-07
0.029831379057704048,0.06707735247327158,3.76,0.0,0.5376411761017152,0.8990464911082869,0.16088800612221762,0.0019796672795305177,4.52180594338608e-07,0.028006432397379676,0.035039979076752006,2.565684215447736e-17,0.0010624913065731944,7.662321689541995e-14,1.7817717173195007e-08,0.010070800665687446,0.0009243446844041651,0.010886966553143935,7.047659888202171e-07,1.590832911318559e-08,0.16030489007886756,2.6039755827833287e-07,7.62782993426419e-09,0.0018872922762335855,3.278084055992135e-05,7.164519749777767e-09,3.804087338050581e-09,3.066252910870773e-06,2.3207046980275196e-06,0.00028370829978068734,4.793723278745099e-09,0.0029468265110707283,2.158009635456651e-09,2.140234681674484e-05,4.5135527354752825e-06,1.1225818751397604e-05,3.215245764880806e-08,0.0010953980802480717,2.111336150256164e-06,2.2956162135422746e-07,1.3802958830906459e-14,2.5850588203037113e-11,6.599848577339647e-06,2.757469161576183e-10,2.215052978557315e-15,1.6865748911044722e-08,5.063408517642777e-12,8.610734457284383e-07,1.5483310500991656e-11,1.4300699072810973e-17,4.41485107798519e-14,0.0005214878502926603,3.2978720347994523e-12,2.366845147175604e-13,7.027610430108857e-07,5.445455004267452e-16,3.501782807412613e-12,1.570568917916937e-16,5.718762319198158e-08,8.199523824241125e-12,1.3039690193192724e-10,9.959656970631221e-09,3.772526937491677e-12,3.809323064874865e-05,1.9324153822033035e-13,3.8986525951153176e-08,4.062437527987388e-11,1.8554293371320782e-11,8.688475036169512e-12,1.0142771056424288e-13,1.749910513633087e-15,1.500777659155911e-11,3.150595208777449e-13,4.061874653833426e-08,5.1552293715422395e-18,3.2125488552540544e-17,1.1569066947559862e-09,7.115224546938065e-18,3.121872100471039e-12,2.669369198628718e-11,7.890119192631711e-07
0.029903190120450698,0.06708779499561325,3.76,0.0,0.536060652739218,0.8980730909152401,0.16237344046578558,0.002014288694261368,4.5685064421971635e-07,0.028034359353120215,0.03517709521098358,2.568775342302637e-17,0.0010753177985889965,7.688063139354201e-14,1.8063370728607176e-08,0.010230630647936442,0.0009281922648911372,0.010972692736719022,7.122503193698223e-07,1.6140362437089128e-08,0.16167232630905928,2.636368565953708e-07,7.701735909433476e-09,0.0019062756594952575,3.312715395588581e-05,7.304410145497023e-09,3.879409744608211e-09,3.127132239276981e-06,2.3424650393362364e-06,0.0002909184128364435,4.882847517921786e-09,0.0030009927486370313,2.1992141804719577e-09,2.1801996322451665e-05,4.642975845032693e-06,1.1421281112306498e-05,3.278926738730169e-08,0.001116151384481984,2.1495443610009387e-06,2.338703773830739e-07,1.4154459477807694e-14,2.6140792712435354e-11,6.794071926631621e-06,2.824394669142548e-10,2.270783252786374e-15,1.7238890775272615e-08,5.116803213434548e-12,8.695500189357538e-07,1.5718267482697863e-11,1.470265900479827e-17,4.5387892605564515e-14,0.0005314995326567645,3.3584656101548818e-12,2.4181341619048257e-13,7.144380757197713e-07,5.535939099337643e-16,3.5627553492879984e-12,1.625333540432047e-16,5.7809648947594015e-08,8.278993471978392e-12,1.3493396722280406e-10,1.022479786454475e-08,3.890647734752968e-12,3.846355745904935e-05,1.985853998377167e-13,3.9468620477174845e-08,4.127081422038258e-11,1.8756070815717147e-11,8.919862529664774e-12,1.0400044286510487e-13,1.7942973054250332e-15,1.527540075912541e-11,3.200229803488634e-13,4.17958045950242e-08,5.387446711983649e-18,3.3056432863524795e-17,1.1920238814267194e-09,7.20325831129927e-18,3.213096645371169e-12,2.7538137785318753e-11,8.022958287046149e-07
0.029975001183197347,0.06709832078696217,3.76,0.0,0.5344686921110237,0.8970907512163929,0.16387060875189705,0.0020494690409712667,4.615781333406754e-07,0.028061837571997972,0.035315566027659444,2.57183995808693e-17,0.0010882916739761708,7.713962311075901e-14,1.8313257522337163e-08,0.01039309917784263,0.0009320556424868233,0.01105906262423805,7.198200186013874e-07,1.6376084812980718e-08,0.16304845632619,2.6691872388601953e-07,7.776467066136893e-09,0.0019254955770462742,3.3476848200524434e-05,7.447130883159212e-09,3.956277369574706e-09,3.1892394081752703e-06,2.364419509966295e-06,0.0002983115576445822,4.97359707841307e-09,0.003056132276245687,2.2412386630696146e-09,2.220932599590867e-05,4.776022577999426e-06,1.1620117019928755e-05,3.343912608513806e-08,0.0011372972191702258,2.1884533324720743e-06,2.383287803870645e-07,1.4514907507396527e-14,2.6434324915082296e-11,6.994376870214531e-06,2.8937524382741766e-10,2.3280029237762774e-15,1.7620334345547556e-08,5.170777049932015e-12,8.780956464329716e-07,1.5956707897041943e-11,1.5115829018689813e-17,4.66617714319339e-14,0.0005417005051598607,3.420149600832965e-12,2.470719464546306e-13,7.263029823499827e-07,5.627878937662405e-16,3.6247802356531367e-12,1.6820199505961914e-16,5.843976834170131e-08,8.359420618465362e-12,1.3963324983199237e-10,1.0496837871174528e-08,4.0125018601738805e-12,3.883832506393251e-05,2.0408107465513992e-13,3.995933541030267e-08,4.193236206911234e-11,1.8964399774568308e-11,9.157603919292655e-12,1.0663935283527732e-13,1.8398258459821485e-15,1.554781681951809e-11,3.2508229321107636e-13,4.300593585084441e-08,5.630520913596993e-18,3.401353526397846e-17,1.2281998141177145e-09,7.292867959604378e-18,3.306985211705415e-12,2.840971308435961e-11,8.157967807492093e-07
0.03011862330869065,0.06711962534166743,3.76,0.0,0.5312501539649211,0.8950988773046585,0.16690050312865795,0.002121540590305102,4.7120900039666285e-07,0.028115432318385376,0.03559668835856915,2.5778898316889273e-17,0.0011146877924104752,7.766246893917991e-14,1.8826108500817965e-08,0.010726143779396877,0.0009398299877804913,0.01123375079874767,7.352197718929756e-07,1.6858861144051787e-08,0.165826881686592,2.736126078186911e-07,7.928453392158922e-09,0.001964661163476195,3.418652034060947e-05,7.741311052779438e-09,4.114785597651087e-09,3.3172412143451367e-06,2.4089162836392835e-06,0.00031366590716238674,5.1600901778165506e-09,0.0031694023974348554,2.3278186601812268e-09,2.304766176723869e-05,5.053392916645491e-06,1.2028147894964856e-05,3.477915000566692e-08,0.0011807974756820818,2.268427953235192e-06,2.477173974813889e-07,1.5263576461970078e-14,2.7031544063106564e-11,7.414050363107381e-06,3.0401731868926894e-10,2.447084305509245e-15,1.8408888438131855e-08,5.280502577058901e-12,8.953976212787997e-07,1.6444285945713525e-11,1.597706738062769e-17,4.9316911247189425e-14,0.000562685287888362,3.5468761403523564e-12,2.5799520489242513e-13,7.506092348468887e-07,5.816225148391407e-16,3.7520614144929524e-12,1.8014359878786438e-16,5.972480410535206e-08,8.52325277022027e-12,1.495428184155122e-10,1.1062329248423784e-08,4.267896376325206e-12,3.960157612068515e-05,2.1554604376521195e-13,4.096775212586629e-08,4.330190958657378e-11,1.940105885485843e-11,9.652887121394902e-12,1.1212276831506092e-13,1.9344300216594203e-15,1.610738231308885e-11,3.354978182044598e-13,4.552910275641568e-08,6.1513838327020134e-18,3.600912873637041e-17,1.3038588327327573e-09,7.477020786584483e-18,3.5030736455613775e-12,3.023789484423876e-11,8.434638524511557e-07
0.030262245434183953,0.06714127255433867,3.76,0.0,0.5279849499286362,0.8930701055807336,0.1699784072236462,0.0021959512568237843,4.81080488805571e-07,0.02816718529245544,0.035883585675987664,2.583834270614732e-17,0.0011416922220256092,7.819202375894492e-14,1.9357050046014766e-08,0.011070327991025641,0.0009476680894492397,0.011411065273187939,7.509738568303282e-07,1.7357200015478573e-08,0.16864032419464975,2.804841815956684e-07,8.08388790374048e-09,0.002004822042790959,3.491014349032678e-05,8.047570130153722e-09,4.2798948923042785e-09,3.450471923930686e-06,2.4542057665371672e-06,0.0003298105396645716,5.353443607338766e-09,0.0032867826512093063,2.4178962561044822e-09,2.391866111923646e-05,5.346504504738232e-06,1.245039848408733e-05,3.61749189043515e-08,0.0012259624367659165,2.351371560218837e-06,2.577754757914553e-07,1.6050889485073738e-14,2.7642594381375375e-11,7.860579783937852e-06,3.1975927140480067e-10,2.572658619019752e-15,1.923297908932947e-08,5.392669659017136e-12,9.129868366940589e-07,1.69465552228395e-11,1.6887040963586957e-17,5.2121989535015505e-14,0.0005844729420274487,3.678232120707761e-12,2.6949077292005237e-13,7.757060526992035e-07,6.010697026871999e-16,3.883778292296138e-12,1.9293987488860848e-16,6.10437861268404e-08,8.691242812597917e-12,1.6017671312364227e-10,1.1657604576017371e-08,4.5397239255814524e-12,4.0383803148532546e-05,2.2767423578127464e-13,4.201414315658762e-08,4.4735307245318186e-11,1.986497358638176e-11,1.0175858911016628e-11,1.1789256742812275e-13,2.033975111026776e-15,1.6687205312672244e-11,3.4632544047943307e-13,4.819587382106526e-08,6.722383762316753e-18,3.811830102717681e-17,1.3841561553754747e-09,7.668115963869493e-18,3.7108005534878695e-12,3.218584509660783e-11,8.720417283442917e-07
0.030405867559677256,0.06716326898397303,3.76,0.0,0.5246724662399616,0.891003653098016,0.17310504851183206,0.0022727723329380297,4.91200138497692e-07,0.02821706453141556,0.03617650798719399,2.589673851256314e-17,0.0011693177217065843,7.872857008845847e-14,1.9906902965783214e-08,0.011426061355564409,0.0009555702680747223,0.011591039548974438,7.670910567638417e-07,1.7871664796049652e-08,0.17148892506728536,2.875385569595142e-07,8.242872952677274e-09,0.0020460123785997946,3.5648011144751735e-05,8.366442017377795e-09,4.451901735930974e-09,3.589154521425333e-06,2.5002984492217844e-06,0.0003467867410817303,5.553906518057578e-09,0.00340842437096645,2.511625012909342e-09,2.482368897719097e-05,5.6562459026283435e-06,1.2887372591065403e-05,3.76289386015517e-08,0.0012728583115726164,2.437400229385821e-06,2.68554843953209e-07,1.6878873794000152e-14,2.826783329379236e-11,8.335798793170241e-06,3.3669477913830703e-10,2.705110489845425e-15,2.009424710704003e-08,5.507369218434457e-12,9.308713626080254e-07,1.7464054601478655e-11,1.7848527310190846e-17,5.5085526198137366e-14,0.0006070955477089644,3.814407866810717e-12,2.815983176147937e-13,8.016207040492242e-07,6.211505833944714e-16,4.020088025627475e-12,2.066533840562025e-16,6.239780870094192e-08,8.863633472694208e-12,1.715901074806473e-10,1.2284212413895806e-08,4.8290665140445414e-12,4.118587993938436e-05,2.4050583388944576e-13,4.3101071739802013e-08,4.6234906989486845e-11,2.0356862214076387e-11,1.0728148544842214e-11,1.2396416706302668e-13,2.138727098183768e-15,1.7288045597475673e-11,3.5758561795854435e-13,5.10143025952752e-08,7.348564719617495e-18,4.0347421915316987e-17,1.4693819024162983e-09,7.866622305745814e-18,3.9308703285659025e-12,3.426171461043221e-11,9.01559832226123e-07
0.03054948968517056,0.06718562133183319,3.76,0.0,0.5213120878103458,0.8888987173593048,0.17628116376713213,0.00235207711455276,5.015757428781864e-07,0.02826503744436061,0.036475716165336076,2.5954093037428962e-17,0.0011975772467160187,7.927240431736774e-14,2.047653120674381e-08,0.01179377013279315,0.0009635367908184244,0.011773706295308875,7.835803272444425e-07,1.8402841139034967e-08,0.174372807210104,2.9478098798968524e-07,8.405514352831285e-09,0.0020882675191743316,3.640042393380212e-05,8.698485782218635e-09,4.631116889011803e-09,3.7335217757773986e-06,2.547204518641113e-06,0.00036463800517639016,5.761736349170304e-09,0.0035344846557626383,2.6091657585902875e-09,2.57641707144867e-05,5.983556203037752e-06,1.3339591101286828e-05,3.914383719792421e-08,0.0013215540340977725,2.5266347374377883e-06,2.801114705012009e-07,1.7749665673254867e-14,2.890762694352118e-11,8.841673140656916e-06,3.5492572806422e-10,2.8448492501428964e-15,2.0994409312410607e-08,5.624699234902917e-12,9.490599337920522e-07,1.7997353583898167e-11,1.8864463126517273e-17,5.821652732121563e-14,0.0006305865851003315,3.9556043369110146e-12,2.943610096039189e-13,8.283815151885868e-07,6.418871027854615e-16,4.161153099484388e-12,2.2135141790587182e-16,6.37880062622208e-08,9.040689657210295e-12,1.8384258100259064e-10,1.2943779930004889e-08,5.137079446340567e-12,4.2008738737394196e-05,2.540835695664643e-13,4.423131402306238e-08,4.7803122413484535e-11,2.0877457718747104e-11,1.131148635869198e-11,1.3035383449572946e-13,2.2489666387610215e-15,1.7910691323095924e-11,3.692999917542044e-13,5.399289343864506e-08,8.035501246054572e-18,4.2703217745874635e-17,1.5598451225653788e-09,8.073047564064575e-18,4.164031221454387e-12,3.647423792212717e-11,9.320484267471195e-07
0.03069311181066386,0.06720833644629018,3.76,0.0,0.5179031989987251,0.8867544759277112,0.17950749881699496,0.002433940940488726,5.122153555599983e-07,0.02831107080332076,0.03678148243569198,2.6010415244945544e-17,0.001226483945685619,7.982383748375926e-14,2.106684425002316e-08,0.012173898024822499,0.0009715678662547015,0.011959097199473146,8.004507920107573e-07,1.895133781296296e-08,0.17729207361968566,3.022168729379094e-07,8.571921481721514e-09,0.0021316240250329817,3.716768977011501e-05,9.04428683400797e-09,4.817866082407228e-09,3.883816644950483e-06,2.5949338070006842e-06,0.00038341015290551685,5.977198980396771e-09,0.0036651265854482666,2.7106869330749733e-09,2.674159475256958e-05,6.329427912596904e-06,1.380759234613605e-05,4.0722371310708495e-08,0.0013721213686825782,2.6192007367313337e-06,2.9250580557840936e-07,1.8665516425522336e-14,2.9562350192800393e-11,9.380310537851439e-06,3.745629360653355e-10,2.99231062662203e-15,2.1935261711706435e-08,5.7447655307312184e-12,9.675620175966591e-07,1.8547054886163685e-11,1.993795310026204e-17,6.152451193551192e-14,0.0006549810011349077,4.102033983661646e-12,3.0782587962314395e-13,8.56017914425565e-07,6.633020604136393e-16,4.307141440957921e-12,2.371063691946356e-16,6.521555490870036e-08,9.222700654845676e-12,1.969984881833248e-10,1.3638016531506763e-08,5.464996410069353e-12,4.2853374532809264e-05,2.684528876358588e-13,4.5407877278868613e-08,4.9442427750293946e-11,2.1427507136237312e-11,1.192771023739936e-11,1.3707873329838499e-13,2.3649898519756578e-15,1.855595984840585e-11,3.814914607270877e-13,5.714062668740872e-08,8.789356478106792e-18,4.519279133703812e-17,1.6558750959199198e-09,8.287941758574947e-18,4.411078123136965e-12,3.883277747573058e-11,9.635386198230166e-07
0.030836733936157164,0.06723142132256521,3.76,0.0,0.514445184462041,0.8845700860464462,0.18278480825381158,0.0025184412307737883,5.23127297026146e-07,0.02835513073482412,0.03709409088367882,2.6065715896497237e-17,0.0012560511569159943,8.038319609683637e-14,2.167879963354158e-08,0.012566906932850263,0.0009796636387953334,0.01214724280391799,8.17711737991886e-07,1.951778756690765e-08,0.1802468056774838,3.0985175583045715e-07,8.74220738285302e-09,0.002176119695610578,3.795012399432262e-05,9.404458150395702e-09,5.012490741978452e-09,4.04029269276008e-06,2.6434957363712164e-06,0.0004031514581092393,6.2005688733708685e-09,0.0038005194420040406,2.8163649499994147e-09,2.7757515240242868e-05,6.6949099950745635e-06,1.4291932448784126e-05,4.236743262807845e-08,0.0014246350182069469,2.7152289346127703e-06,3.0580315174815116e-07,1.9628798641113764e-14,3.0232386596185214e-11,9.953971285868541e-06,3.957269362560962e-10,3.147958550926983e-15,2.2918682747644374e-08,5.867682653325561e-12,9.86387888621927e-07,1.9113797282110068e-11,2.1072279175190413e-17,6.501954015347653e-14,0.0006803152796415043,4.2539216964416074e-12,3.220442112491134e-13,8.845604776374902e-07,6.8541914485553e-16,4.4582265270980755e-12,2.5399613095022106e-16,6.668167399977893e-08,9.409982549000562e-12,2.1112735802214397e-10,1.436871761192059e-08,5.814134884911422e-12,4.372084967573363e-05,2.836621218326842e-13,4.663401970269567e-08,5.115535623133188e-11,2.200777072672645e-11,1.2578772523849304e-11,1.4415697158799335e-13,2.4871091530524622e-15,1.9224698557582008e-11,3.9418426088620004e-13,6.046698521127296e-08,9.616946911313572e-18,4.782364298603322e-17,1.757822732552344e-09,8.511900796609841e-18,4.672855518223188e-12,4.134737123235391e-11,9.960623692386668e-07
