Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209),C3H7(93),CH3O2(749),C3H5(201),C2O3(295),CHO3(520)
0.0009147078405674095,0.8392792420562639,3.76,0.0,3.1616448429380685e-13,0.005470720164077813,1.006235896625956,8.23863673699445e-15,5.467108079522288e-15,5.982958283712062e-13,3.4182942378336995e-06,1.3019632113318386e-19,0.012237095637469022,0.01477481371409624,0.10477894870581674,1.4253644230830932e-09,0.0011064829525368788,3.97842560311996e-15,6.51903253858049e-25,2.7849997323988903e-21,6.404353050262975e-25,1.8475878985275184e-07,0.15505365091175652,1.0396366412345733e-06,5.1690773691034035e-27,1.830971570972144e-21,4.930532451390559e-18,7.448054027534212e-19,1.7326870383370807e-15,2.318630518078607e-14,1.0419447964844509e-17,3.254142824503553e-28,1.1940698982353689e-17,2.812737825646693e-09,0.407207857844048,1.1960286246368963e-16,6.800780972749073e-16,6.729129081359908e-21,3.845828798291481e-23,7.248262700075894e-20,4.817260832521667e-08,2.4654499370947474e-21,6.023243651817199e-26,7.601263768363554e-10,1.3588121230634117e-08,-2.1241235582773877e-21,1.7530338970227044e-22,1.0611433465404154e-20,1.2968374719261928e-13,3.9798837432995043e-22,3.7438620318530255e-22,-1.1389507411880089e-29,1.614366232933406e-07,3.638745412429774e-11,1.0840154415524487e-16,8.289319418781527e-24,2.1216390784325746e-19,5.583007326232135e-26,7.095927299354954e-27,7.436680260523028e-19,6.088851733500714e-38,1.2474447319950562e-14,1.2340244835941062e-25,4.123263709924516e-20,4.9974470143926006e-17
0.0009183502203580785,0.8392640535308398,3.76,0.0,3.1592960218752287e-13,0.005432330819185244,1.00631658851599,8.18807809248537e-15,5.428512457590097e-15,5.966006355153789e-13,3.393365929583098e-06,1.289250717795236e-19,0.012192022519389962,0.014715291541751933,0.10475057465181606,1.4244411917131554e-09,0.0010982468747975987,3.960111195076491e-15,6.543973075122035e-25,2.785500502531675e-21,6.3913787182674015e-25,1.8412450812738108e-07,0.1550041916632983,1.0329099698312181e-06,5.187198804802034e-27,1.73779713012282e-21,5.899455100084413e-18,-1.7793317805170654e-19,1.7227468242219276e-15,2.3093211791321784e-14,1.0343176642314931e-17,3.246420739163124e-28,1.1852089202474318e-17,2.8018046608587446e-09,0.4072573185100268,1.1936187335489797e-16,6.80373034099618e-16,6.714768690250041e-21,3.820524630331262e-23,7.225637418461136e-20,4.798553731260909e-08,-2.6364233939044516e-21,-9.708126842642961e-26,7.573569255241433e-10,1.3581949817788148e-08,-1.934016773572926e-22,1.7469159469662058e-22,1.0573092460331918e-20,1.2916287368063152e-13,4.235369656764749e-22,1.6633914431692733e-21,-1.6699756632785403e-29,1.6086125346528927e-07,3.6389553085993526e-11,1.083751782006547e-16,-6.457982200370018e-26,2.121123336640425e-19,4.2529533932061304e-26,3.1734480233691986e-26,7.407598951350814e-19,6.087757677252245e-38,1.2418888729904069e-14,1.4513550275590503e-25,4.12226086356309e-20,4.979179731506808e-17
0.0009219926001487476,0.839248997707921,3.76,0.0,3.1569757488262343e-13,0.00539432595094473,1.0063965919104003,8.138538757456744e-15,5.391428662815945e-15,5.94910805057185e-13,3.3686926605434255e-06,1.276632190901939e-19,0.012147263370346943,0.014656237712233296,0.1047224977407942,1.4235266554695717e-09,0.001090099437239666,3.941962710009168e-15,6.48074092953578e-25,2.7715737454241624e-21,6.377464646721154e-25,1.8349467273510725e-07,0.15495521611579052,1.0262455520427407e-06,5.164119791360951e-27,1.6746249086347093e-21,6.335629355461035e-18,-7.365281629294749e-19,1.7137270597692807e-15,2.3031258942360052e-14,1.0267733382484438e-17,3.227865813345745e-28,1.1764452994534635e-17,2.7909536580474537e-09,0.4073062954651384,1.1914925823340905e-16,6.806251996893246e-16,6.701524334172112e-21,3.797391847821867e-23,7.203093697861508e-20,4.779987062541936e-08,-1.7330031648249857e-21,-2.10764680054358e-26,7.546063045116824e-10,1.3575831332200715e-08,2.1877823912271234e-21,1.740745957285928e-22,1.053790413093235e-20,1.2864608746196108e-13,4.579118640988886e-22,-8.63403261945115e-22,2.4127920798419194e-29,1.6028978689662803e-07,3.639164273090242e-11,1.0834910065121868e-16,-1.1886670108036916e-23,2.1206132352974778e-19,-1.13169239643929e-25,-1.638174934778351e-26,7.378737957037667e-19,6.033781732472248e-38,1.2363813122673204e-14,-3.5339446830975423e-25,4.121268986851336e-20,4.961037708833025e-17
0.0009256349799394167,0.8392340729345732,3.76,0.0,3.154686146445957e-13,0.005356700519749353,1.0064759152389098,8.078308931594569e-15,5.359333520158247e-15,5.932519351113347e-13,3.344271028252469e-06,1.2641729247749788e-19,0.012102814893356129,0.014597646596699897,0.1046947140084726,1.4226207320596966e-09,0.0010820393771737743,3.9239780231628115e-15,6.43210395714125e-25,2.771844743671429e-21,6.366298308487068e-25,1.8286923410136663e-07,0.15490671805175985,1.019642631025891e-06,5.061205630473579e-27,1.8055028500381375e-21,4.9847402876691376e-18,6.353403537061953e-19,1.7048781586289617e-15,2.29721044898542e-14,1.0193106079437506e-17,3.2162003308933174e-28,1.1677775975658724e-17,2.7801838770454053e-09,0.40735479492696364,1.1884126731368234e-16,6.810151354079669e-16,6.6906245918754514e-21,3.776602159291338e-23,7.180947580959631e-20,4.7615592211400964e-08,3.2573647771933442e-21,9.69216858692882e-26,7.518743227463741e-10,1.3569765170383967e-08,-7.6668849996091455e-22,1.7345962549562999e-22,1.0507269351411069e-20,1.2813338489976024e-13,4.0435003932971144e-22,-1.2201220964123403e-21,2.3083542153633432e-30,1.5972218369864816e-07,3.6393722999808165e-11,1.0832330730844499e-16,2.7540134620635497e-24,2.1201086923081755e-19,2.7643471123675456e-26,-2.3339514488570243e-26,7.350094767868781e-19,6.016034716651896e-38,1.2309214202117949e-14,1.113767928794568e-25,4.1202879200977206e-20,4.9430196548132684e-17
0.0009292773597300857,0.8392192775846801,3.76,0.0,3.1524325233509885e-13,0.0053194495684521425,1.0065545667963343,8.021728092823825e-15,5.325037013693181e-15,5.916044075329122e-13,3.320097684481103e-06,1.251927080540776e-19,0.01205867383868537,0.014539512658231777,0.10466721955585394,1.421723348820724e-09,0.0010740654545345152,3.906154865436086e-15,6.447828517640935e-25,2.7830482700707855e-21,6.354725251390279e-25,1.8224814341845116e-07,0.1548586913537531,1.0131004615090272e-06,5.018448284323575e-27,1.7906581935563443e-21,5.227171257737514e-18,5.451108540508574e-19,1.6951921370558035e-15,2.2879582620720522e-14,1.0119282850351321e-17,3.208626487494547e-28,1.1592044026525596e-17,2.769494392332502e-09,0.40740282301306163,1.1855646807622233e-16,6.813861048607582e-16,6.677955296826421e-21,3.7532059280074804e-23,7.158982890401797e-20,4.743268626818615e-08,8.773928632025407e-22,-5.035501422386612e-27,7.49160791807308e-10,1.3563750737604453e-08,-1.9828885382431893e-21,1.728586589068219e-22,1.0472432181055524e-20,1.2762484211142224e-13,3.9212953910145485e-22,1.1982350004456943e-21,-2.5335815392896326e-29,1.591584045376537e-07,3.639579383787371e-11,1.0829779405149277e-16,1.330187647017934e-23,2.1196096270950328e-19,1.0773207287508256e-25,2.2784095213724193e-26,7.321666893558316e-19,6.020926327328996e-38,1.2255085781238796e-14,3.357298064879448e-25,4.119317506564249e-20,4.925124296097182e-17
0.0009329197395207548,0.8392046100584083,3.76,0.0,3.150208086693318e-13,0.00528256822073101,1.0066325547452195,7.976686102789584e-15,5.288117292713439e-15,5.899476209962402e-13,3.296169338064019e-06,1.2398339049696282e-19,0.012014837003033362,0.01448183044990635,0.10464001054795502,1.4208343533152205e-09,0.001066176451381463,3.888491026184959e-15,6.411831306137775e-25,2.7717442959266306e-21,6.341438061965822e-25,1.8163135262908462e-07,0.15481113000238975,1.0066183095035967e-06,5.094970162144649e-27,1.629017618744198e-21,6.7101436918526845e-18,-1.0349650043311403e-18,1.6858953873909353e-15,2.279914136939402e-14,1.0046252023602657e-17,3.1933616100821847e-28,1.1507243264419703e-17,2.7588842927356593e-09,0.407450385742917,1.183604022162255e-16,6.816073004022502e-16,6.66407339535236e-21,3.729361507049121e-23,7.136944322152204e-20,4.725113723829889e-08,-3.751244884757866e-21,-9.452737661509557e-26,7.464655258622372e-10,1.3557787447735587e-08,1.6736752073944318e-21,1.7226207547133742e-22,1.0435954327101747e-20,1.271202954399181e-13,4.617763156514414e-22,7.359310384706275e-22,1.126174454071491e-29,1.5859841062510347e-07,3.639785519448472e-11,1.0827255683553867e-16,-7.462952672805478e-24,2.1191159605667224e-19,-9.086346929923566e-26,1.4156426598145468e-26,7.293451802795809e-19,5.981005965228613e-38,1.2201421779787903e-14,-3.464368638576994e-25,4.118357592404352e-20,4.907350377367398e-17
0.0009365621193114239,0.8391900687812317,3.76,0.0,3.147992862270547e-13,0.0052460516797040065,1.0067098871181035,7.924323624534649e-15,5.254929489299398e-15,5.883091287217099e-13,3.272482754374147e-06,1.2278385306096499e-19,0.011971301228826219,0.0144245946132083,0.10461308321269401,1.4199536159918486e-09,0.0010583711714580374,3.870984306660018e-15,6.240820881534804e-25,2.7159784435129986e-21,6.319935486488722e-25,1.8101881442045154e-07,0.15476402807470668,1.0001954521463944e-06,4.769522504075257e-27,1.6837954293293535e-21,5.294183957986321e-18,1.7114424264653462e-19,1.6773587724741933e-15,2.2743958925574104e-14,9.97400215074168e-18,3.157095685805964e-28,1.1423360090525684e-17,2.7483526812092788e-09,0.4074974890395953,1.1807962689539948e-16,6.818831113188951e-16,6.652598572383049e-21,3.7087878518817817e-23,7.115140040166462e-20,4.707092980506903e-08,-1.0883915674665836e-22,-9.989121916530272e-27,7.437883416318258e-10,1.3551874723120783e-08,7.657408879044043e-22,1.7163778295722174e-22,1.0404925903229136e-20,1.2661962400131404e-13,4.0788534737045586e-22,-7.3422765206596165e-22,-6.835100258763532e-31,1.5804216370928002e-07,3.6399907023246525e-11,1.0824759169002125e-16,-1.454772625390801e-24,2.118627615083684e-19,2.54229556576092e-26,-1.405093717664631e-26,7.265447079621211e-19,5.837884200828017e-38,1.2148216222346393e-14,1.6040180327372703e-25,4.117408026595912e-20,4.8896966609875246e-17
0.0009402044991020929,0.8391756522055469,3.76,0.0,3.145791375345365e-13,0.005209895225937519,1.0067865718208524,7.86024173553502e-15,5.224365749407821e-15,5.867019391540822e-13,3.249034749951124e-06,1.2160048795992455e-19,0.011928063403045006,0.014367799875755217,0.10458643383927928,1.419081084901209e-09,0.001050648439637302,3.8536326167484145e-15,6.149986990783482e-25,2.6762821855171457e-21,6.295482844164331e-25,1.8041048220226913e-07,0.15471737974177463,9.938311774872811e-07,4.46666592809931e-27,1.818774377645568e-21,3.4191409874340426e-18,2.194090763993244e-18,1.6680399157124996e-15,2.26571560935328e-14,9.902522002432885e-18,3.1303144265265365e-28,1.1340381186145026e-17,2.7378986744758696e-09,0.40754413873212725,1.177134160042739e-16,6.82281139253444e-16,6.641441391447066e-21,3.687520598776049e-23,7.093737708493982e-20,4.689204888649231e-08,3.72171807087731e-21,2.0680397265189129e-26,7.41129058323245e-10,1.3546011994379878e-08,-5.310643461569646e-21,1.7101619772341547e-22,1.0373570843365717e-20,1.2612292266635776e-13,2.88727487891458e-22,2.155250095070375e-21,-6.874831598349651e-29,1.5748962606324057e-07,3.640194928171884e-11,1.0822289471670742e-16,3.6309346953252576e-23,2.118144514420376e-19,3.243309373450876e-25,4.083749996811151e-26,7.237650427987525e-19,5.742120991444117e-38,1.2095463235587132e-14,1.154053190991691e-24,4.116468660867882e-20,4.8721619264793146e-17
0.000943846878892762,0.8391613588059174,3.76,0.0,3.1436415386134797e-13,0.0051740942161035,1.0068626166348476,7.816038281889283e-15,5.187299710926838e-15,5.85084080393451e-13,3.225822191063652e-06,1.2044437521017515e-19,0.01188512045651365,0.014311441049719788,0.10456005877716758,1.4182166603486607e-09,0.0010430071015301364,3.8364342807655965e-15,5.993252626900581e-25,2.6202743636459767e-21,6.267205627995596e-25,1.7980631009020475e-07,0.1546711792670928,9.87524784283372e-07,4.822717507818289e-27,1.405979684633987e-21,7.709700476692983e-18,-2.182783363882051e-18,1.6585251046670745e-15,2.2559865026638706e-14,9.831800535338318e-18,3.0917995540399533e-28,1.1258293416982074e-17,2.7275214027548437e-09,0.4075903405571132,1.1758325488800309e-16,6.825124689516272e-16,6.626334229092385e-21,3.66161556570411e-23,7.072273965293547e-20,4.6714479631196135e-08,-5.7054805448730485e-21,-1.3587920024920704e-25,7.384874975916966e-10,1.3540198700287943e-08,5.263020765376034e-22,1.7047965082620006e-22,1.0334002761262646e-20,1.2563025146124246e-13,4.674266749578823e-22,2.746598121922692e-21,1.5379917799856544e-29,1.5694076047669247e-07,3.6403981931171816e-11,1.0819846208842153e-16,-5.209466684167953e-24,2.1176665837404983e-19,-2.0024649574826278e-25,5.267536591180773e-26,7.210059404392266e-19,5.586099631756772e-38,1.2043157046207603e-14,-9.2235387091425e-25,4.115539349652049e-20,4.8547449703065056e-17
0.000947489258683431,0.8391471870837458,3.76,0.0,3.141556556093155e-13,0.005138644081462912,1.006938029219427,7.784035729880442e-15,5.149370542803698e-15,5.834724875689622e-13,3.2028419994002905e-06,1.19301170029873e-19,0.011842469363137334,0.014255513030054533,0.10453395443488935,1.417360145695022e-09,0.0010354460230138638,3.819387218302192e-15,5.841283780663703e-25,2.5579245279410632e-21,6.25317749974077e-25,1.7920625289906558e-07,0.15462542100477414,9.812755817422296e-07,4.953345291548072e-27,1.2660094538030467e-21,8.924342106157948e-18,-4.0507282925282895e-18,1.6514110629504508e-15,2.2547497684481035e-14,9.76182689819015e-18,3.067730328502154e-28,1.1177083865569861e-17,2.7172200095100035e-09,0.40763610016053836,1.174933999769145e-16,6.827594292430057e-16,6.614819306700804e-21,3.641222824145733e-23,7.050911590967618e-20,4.6538207413874055e-08,-8.218595024765645e-21,-1.285474777266387e-25,7.358634835033697e-10,1.3534434287617282e-08,1.0523371892518353e-20,1.6993680797080942e-22,1.0303179120392434e-20,1.2514135653189444e-13,5.99915296595199e-22,-4.3517113447597654e-21,9.870653110070058e-29,1.563955302465842e-07,3.640600493669759e-11,1.0817429004712461e-16,-5.982391068356219e-23,2.1171937495593e-19,-4.54454605524749e-25,-8.264276727634072e-26,7.1826715363552705e-19,5.482352424152102e-38,1.1991291978819293e-14,-1.5631162242683776e-24,4.1146199500096264e-20,4.837444605631773e-17
0.0009511316384741001,0.8391331355618625,3.76,0.0,3.139508709471205e-13,0.005103540326627149,1.0070128171139099,7.712542201349415e-15,5.124954373386217e-15,5.819336379213188e-13,3.1800911495169207e-06,1.1815023871710327e-19,0.011800107139280078,0.014200010793086807,0.10450811727904043,1.4165114870513893e-09,0.0010279640898265788,3.8024884936290925e-15,6.065663961536724e-25,2.6492476486602778e-21,6.256608027994925e-25,1.786102661306487e-07,0.1545800993980584,9.750828894344719e-07,4.133840775600578e-27,2.3310514339131627e-21,-1.6976472712753827e-18,7.131289345460068e-18,1.6437864119767836e-15,2.2514745676724212e-14,9.692590487998829e-18,3.10058333432484e-28,1.1096740011234212e-17,2.706993651301271e-09,0.40768142309925964,1.1690929809282815e-16,6.834381387658572e-16,6.610730861761528e-21,3.628400921560884e-23,7.030376229653418e-20,4.636321783157929e-08,1.3220077826036668e-20,2.443880400203631e-25,7.33256842500517e-10,1.3528718211013266e-08,-5.599841503590459e-21,1.6927000627064222e-22,1.0286695220061604e-20,1.2465606891029838e-13,1.2745019415685894e-22,-3.1275633111968936e-21,-9.342926334581191e-29,1.5585389916960436e-07,3.6408018266988065e-11,1.0815037490243673e-16,4.089559330039875e-23,2.116725939714731e-19,6.786209998142963e-25,-6.045794916391726e-26,7.155484859846582e-19,5.690311780190851e-38,1.1939862454220485e-14,2.8989357860428904e-24,4.11371032157519e-20,4.820259662050612e-17
0.0009547740182647692,0.8391192027882723,3.76,0.0,3.137472630378996e-13,0.0050687785280455165,1.007086987740126,7.637321940166384e-15,5.099371270813722e-15,5.80374033238781e-13,3.15756665663164e-06,1.1702807923799277e-19,0.011758030842886569,0.014144929394786438,0.1044825438330613,1.4156707540649936e-09,0.0010205602071463014,3.785736482530418e-15,6.24080927324625e-25,2.8078208513654976e-21,6.251672437868108e-25,1.7801830594727868e-07,0.15453520897749612,9.689460371286035e-07,4.3895198361131775e-27,2.0974662679649438e-21,1.8240648635028332e-18,5.0483873394638175e-18,1.6315512907240605e-15,2.2311153765438523e-14,9.624080883533602e-18,3.1096459348282824e-28,1.1017249525393325e-17,2.6968414974406904e-09,0.40772631484282207,1.1652049024641567e-16,6.837724199861494e-16,6.595399538570806e-21,3.60114710305675e-23,7.009667816980295e-20,4.6189496699166065e-08,1.1596630575213262e-20,2.5335847845310215e-25,7.306674033494279e-10,1.3523049932858449e-08,-1.8964809705149007e-20,1.6870523243949375e-22,1.024560505584298e-20,1.2417463590905844e-13,1.2872859516532386e-22,9.65698942272153e-21,-1.0830294923406344e-28,1.5531583153294213e-07,3.6410021893810366e-11,1.0812671303069107e-16,8.04858325953348e-23,2.116263083349198e-19,3.4254608669789954e-25,1.8404240113631035e-25,7.128497324606577e-19,5.834935103364322e-38,1.1888862987042445e-14,8.833164359036017e-25,4.112810326521218e-20,4.803188985183988e-17
0.0009584163980554382,0.8391053873324293,3.76,0.0,3.135430047112316e-13,0.005034354332486041,1.0071605484048656,7.601910376737897e-15,5.0537878431225355e-15,5.787570844956227e-13,3.135265585719062e-06,1.159325468617984e-19,0.01171623757267851,0.014090263968995173,0.10445723067607433,1.4148376010788355e-09,0.0010132332991698988,3.769130507605267e-15,7.196518887810143e-25,3.1587960989994838e-21,6.317643231363376e-25,1.7743032917620416e-07,0.1544907443591473,9.628643644415293e-07,6.669524521678777e-27,2.1406008003742055e-21,8.746224315708126e-18,-1.250686500694791e-18,1.6242514531099163e-15,2.2286444094937225e-14,9.556287726494473e-18,3.2974420694841285e-28,1.0938599922477529e-17,2.6867627296007314e-09,0.4077707807752595,1.1651416510109751e-16,6.836672363966048e-16,6.579372851850437e-21,3.577101721480085e-23,6.988357547480075e-20,4.601703004478572e-08,-3.233891009018971e-21,4.018860295672209e-27,7.280949971052057e-10,1.3517428923133935e-08,-4.018130072225334e-21,1.6814614652015996e-22,1.0206750848004876e-20,1.236968952421858e-13,5.915529524874523e-22,6.649330261616416e-21,3.5024939799419414e-29,1.5478129210518181e-07,3.6412015792452895e-11,1.0810330087289762e-16,-3.7968608675336176e-23,2.11580511086942e-19,-3.1880168490031517e-25,1.27275944784759e-25,7.10170580323087e-19,6.765606269038544e-38,1.183828818375774e-14,-1.3028502055013035e-24,4.111919829479801e-20,4.7862314363315915e-17
0.0009620587778461073,0.8390916877876832,3.76,0.0,3.1335032955933296e-13,0.005000263455831284,1.0072335063018143,7.578003146840485e-15,5.015516758529361e-15,5.77265899583227e-13,3.113185056127134e-06,1.1485768919085162e-19,0.01167472446757094,0.014036009726062743,0.104432174441915,1.4140119131178524e-09,0.001005982308709775,3.752668813677932e-15,8.423584327796523e-25,3.7417084920706606e-21,6.4450157532914625e-25,1.7684629328814467e-07,0.15444670024313628,9.568372207895633e-07,6.822357634333678e-27,3.2381147521843642e-21,4.05400175728143e-18,4.296042008159802e-18,1.6205423079919373e-15,2.2383719990169418e-14,9.489200998066856e-18,3.5196851629005547e-28,1.0860779420986824e-17,2.676756541918776e-09,0.4078148261965402,1.16345433530355e-16,6.845175387014394e-16,6.574906561524282e-21,3.561945659944583e-23,6.968551738569734e-20,4.584580410611748e-08,1.9296258750268994e-21,8.258377559419139e-26,7.255394570757467e-10,1.3511854659293215e-08,9.380337410378866e-21,1.6771253831344638e-22,1.0187829493077465e-20,1.2322329899630358e-13,5.181123848428414e-22,-7.481262509075721e-21,4.03931391229673e-29,1.5425024612884344e-07,3.64139999413749e-11,1.080801349331559e-16,-4.345341123911175e-23,2.1153519539155103e-19,9.138722459889676e-26,-1.4296498046775895e-25,7.075108619932852e-19,7.958326506664588e-38,1.1788132741097748e-14,8.140531649446423e-25,4.111038697482657e-20,4.7693858924876664e-17
0.0009657011576367764,0.8390781027676183,3.76,0.0,3.131674872293501e-13,0.004966501681818848,1.007305868513647,7.519405276082446e-15,5.003683770621514e-15,5.758101509951599e-13,3.091322232469121e-06,1.137624218328155e-19,0.011633488705974651,0.013982161951405975,0.10440737181811718,1.4131939058992397e-09,0.0009988061968203104,3.7363464590299905e-15,9.520840398095699e-25,4.360871445075671e-21,6.579023140632439e-25,1.7626615638500692e-07,0.15440307141213344,9.508639652535821e-07,7.290542701543458e-27,3.2358619346348488e-21,3.789415365216865e-18,6.137684181737858e-18,1.6089708579929918e-15,2.219544206650683e-14,9.422810900013837e-18,3.7122125435510316e-28,1.0783776576738413e-17,2.6668221406461237e-09,0.4078584563240853,1.1598591868399165e-16,6.855311965333102e-16,6.569626173408684e-21,3.5437857500962304e-23,6.949110590994081e-20,4.5675805326724436e-08,1.3981832845085257e-20,3.3515552212950116e-25,7.230006187835326e-10,1.3506326626131154e-08,-5.63733486737488e-21,1.671790038202226e-22,1.0165561703437422e-20,1.227528594333916e-13,3.611803350030322e-22,-2.263525896603463e-21,-5.384528686337634e-29,1.537226593126436e-07,3.641597432191215e-11,1.0805721177793452e-16,7.217791456179187e-23,2.1149035453470342e-19,4.451813414068384e-25,-4.366599837289134e-26,7.048704483532105e-19,9.061558643485998e-38,1.1738391444017953e-14,1.6386050773007058e-24,4.110166799933962e-20,4.752651245999948e-17
0.0009693435374274454,0.8390646309087447,3.76,0.0,3.129744708213909e-13,0.004933064860632659,1.0073776420143465,7.453591868754126e-15,4.973215540398679e-15,5.741327943536306e-13,3.0696743173654637e-06,1.1269547064180067e-19,0.011592527505009083,0.013928716003884267,0.10438281954480101,1.4123834015083387e-09,0.0009917039424110988,3.720162837809432e-15,9.848737649582514e-25,4.459768003869293e-21,6.630966339159033e-25,1.7568987719236564e-07,0.15435985272966854,9.449439663055306e-07,8.451575235508148e-27,1.9221508756561264e-21,1.5138676920997686e-17,-5.8562848574945776e-18,1.5956076106968647e-15,2.1947659913507592e-14,9.357107604716014e-18,3.771462397480669e-28,1.0707579521610407e-17,2.656958743616387e-09,0.4079016762944552,1.1589310766325334e-16,6.847891999008106e-16,6.5490420182067245e-21,3.5187174713186464e-23,6.927164116863998e-20,4.5507020351843714e-08,5.432162820879355e-23,2.5201152025492528e-26,7.204783199259616e-10,1.350084431567445e-08,-1.2904467652938464e-20,1.6650935438836243e-22,1.012131756212355e-20,1.2228526703526163e-13,8.531735291513927e-22,1.1847010104204052e-20,-3.2095720296879237e-29,1.531984978228813e-07,3.641793891836102e-11,1.0803452803446232e-16,2.7878223274194426e-23,2.114459819211425e-19,-9.24680014848831e-26,2.2632593830984266e-25,7.022490278676147e-19,9.360810628426619e-38,1.1689059163774967e-14,-7.447050753083263e-25,4.109304008548785e-20,4.736026403947747e-17
0.0009729859172181145,0.8390512708681634,3.76,0.0,3.127663786444533e-13,0.004899948907596896,1.007448833671319,7.424585974442522e-15,4.9148193598718004e-15,5.724968205107509e-13,3.0482385604403385e-06,1.1167142758114523e-19,0.011551838119807305,0.0138756673143128,0.10435851441364465,1.411579910838128e-09,0.000984674541865697,3.704119289928856e-15,9.284073870085373e-25,4.045240730777488e-21,6.580482264044846e-25,1.7511741503965987e-07,0.1543170391385735,9.39076601634742e-07,6.515196061026855e-27,2.08909723435545e-21,1.2203836862719268e-17,-5.210567244539973e-18,1.5928617308224787e-15,2.2078546524954386e-14,9.292081497437424e-18,3.656219080934281e-28,1.0632176723467296e-17,2.647165580292825e-09,0.4079444911649063,1.157234727415952e-16,6.842342567775303e-16,6.530093151810727e-21,3.4946469693711757e-23,6.905788837967667e-20,4.5339436024276077e-08,-1.626047424340974e-20,-3.885137450117471e-25,7.179724003358109e-10,1.3495407226996988e-08,9.416993170766353e-21,1.6595517108662468e-22,1.0079157045222397e-20,1.2182205222856069e-13,8.584040269059768e-22,2.2733493121959563e-21,6.319924021585841e-29,1.5267772827545255e-07,3.641989371787261e-11,1.0801208038901461e-16,-8.087520517716725e-23,2.1140207107104595e-19,-4.1314633990123336e-25,4.386424206586778e-26,6.996463304727987e-19,8.714463871879645e-38,1.1640130856224852e-14,-1.462497090318847e-24,4.1084501972879843e-20,4.7195102881080987e-17
0.0009766282970087837,0.8390380213239018,3.76,0.0,3.125692037042219e-13,0.004867149801943852,1.0075194502473994,7.394444672701074e-15,4.892379037757772e-15,5.712082869173205e-13,3.0270122626440625e-06,1.1060233834025795e-19,0.01151141784285874,0.0138230113840669,0.10433445326690394,1.4107835580522321e-09,0.0009777170086694212,3.688211486664876e-15,8.502843237863592e-25,3.8362746617647e-21,6.488950504715887e-25,1.7454872985426024e-07,0.15427462565950484,9.332612580660479e-07,4.995922470223414e-27,3.283930882565838e-21,-2.4701350892670258e-18,1.0163529951934194e-17,1.5891435871923876e-15,2.2166132302211995e-14,9.227723356073167e-18,3.5021382419524223e-28,1.055755754294025e-17,2.6374418917676518e-09,0.4079869059148695,1.151686512904406e-16,6.860634203771057e-16,6.531525360143347e-21,3.479242073313759e-23,6.888340263264951e-20,4.517303938077158e-08,2.5756356871235402e-21,6.507020035517128e-26,7.154827019446943e-10,1.3490014866139423e-08,1.3945285096961898e-20,1.6540697663673868e-22,1.0065957474517765e-20,1.2136276472728243e-13,1.1208533232567446e-22,-1.3203239892338758e-20,4.209088771036803e-29,1.5216031772824594e-07,3.642183871020068e-11,1.0798986558606542e-16,-8.616533787617448e-24,2.1135861561838137e-19,1.2530376785926975e-25,-2.5223244981049337e-25,6.970622912993573e-19,8.042899415405196e-38,1.159160156006454e-14,8.223103508321197e-25,4.107605242326191e-20,4.703101835004405e-17
0.0009802706767994527,0.8390248809763471,3.76,0.0,3.1240679875856295e-13,0.004834663594137964,1.007589498387977,7.341063192499569e-15,4.87645651786574e-15,5.697906664090956e-13,3.0059927673574964e-06,1.096170114548654e-19,0.01147126401009375,0.013770743793113318,0.10431063300323261,1.4099946842836962e-09,0.0009708303746139646,3.672438160257253e-15,8.379639358766108e-25,3.850803765445652e-21,6.445146490915889e-25,1.7398378226027513e-07,0.15423260739999115,9.27497332420684e-07,6.501680158920348e-27,2.433515878084343e-21,7.953790202971344e-18,4.870011443287248e-19,1.5767458162889577e-15,2.1932506194735595e-14,9.164023966403314e-18,3.47691612372881e-28,1.0483711029027963e-17,2.627786931815361e-09,0.40802892543690256,1.15172799619906e-16,6.8699850646600845e-16,6.526056938366074e-21,3.4613827044611684e-23,6.869604462637831e-20,4.500781767789236e-08,5.012950466003569e-21,5.445873036009573e-26,7.13009069155892e-10,1.3484666747037835e-08,3.4239696023101604e-21,1.6513777082889888e-22,1.0044145922828511e-20,1.2090671410020387e-13,5.180678032237078e-22,-6.78716118898759e-21,-3.3074283315595215e-29,1.5164623373479825e-07,3.6423773887134665e-11,1.0796788043232103e-16,4.9985736916620147e-23,2.1131560931879002e-19,3.0758096935684734e-25,-1.298768829784956e-25,6.944966961802985e-19,7.972866475998296e-38,1.1543466403733044e-14,1.1018720913709573e-24,4.106769022204917e-20,4.6867999979604045e-17
