Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
0.00024660934386598924,0.8332082202310619,3.76,0.0,0.08138114517640947,0.45092374057229606,0.6110359431024719,8.379022971424618e-07,1.0139209127298788e-05,0.02207208224861154,0.0009621485298057054,6.397839372498594e-07,0.006500275973366004,0.019880119596143667,0.35220737092051324,0.0039937028736039765,0.0018853790010183824,2.610068822687273e-06,4.519553535546012e-05,0.016584751756829583,0.0016743161186748216,0.0005075534413873739,0.3121116005765058,5.665614654665829e-05,1.1245906008704125e-09,0.00022237903394574046,0.043176851224202464,5.708536478773566e-05,3.215943863977774e-05,8.259244954012145e-05,1.575632332586098e-12,6.387127046962735e-10,4.046529817883261e-12,1.5126987972460109e-06,0.07932562753806484,0.0003337122532929411,0.0010350351067004127,1.2394963705520967e-08,1.5519725938262792e-10,2.9147436681321975e-08,1.4430811907082504e-08,0.00045451362131490147,3.989842565900449e-08,7.467250963010829e-11,8.294290823350423e-06,0.0002430121466123415,5.852493290268119e-10,2.7013179882301807e-08,3.6831398594442595e-05,2.107521915227973e-05,0.0012930544155086703,7.766178165299982e-10,5.498218339477255e-09,2.0900878170797804e-12
0.0002466698954586284,0.8332781634194169,3.76,0.0,0.08088334440814852,0.44979163261609706,0.6121828899121213,8.54921340574639e-07,1.025955062351842e-05,0.022019241147922253,0.0009583095369659493,6.36597843011762e-07,0.006533930107554849,0.02000000162177912,0.35236620058732776,0.003978510316849157,0.0018962021319819126,2.5945221543527752e-06,4.4972263010963434e-05,0.016473759983746207,0.001658776985074207,0.0005076403218852673,0.31273141416761907,5.631268621761299e-05,1.1291188270386528e-09,0.00022222032729959815,0.04316839318146117,5.7275789307859825e-05,3.22953061238125e-05,8.305497514923871e-05,1.5803851179965414e-12,6.371961487263707e-10,4.058661000801661e-12,1.5171556360664483e-06,0.07956416375777269,0.0003341817307082656,0.0010337890630328413,1.246157529392344e-08,1.5630068530445287e-10,2.9148622826512294e-08,1.4549276114947387e-08,0.0004524260845887907,3.9958793680189834e-08,7.528275407688373e-11,8.315452975766201e-06,0.00024198067879185113,5.880581393373724e-10,2.718700051620852e-08,3.6954393401084175e-05,2.1174529460945248e-05,0.0012889223465661034,7.721276789592589e-10,5.554264102264836e-09,2.098902980185935e-12
0.00024673044705126755,0.8333480804880508,3.76,0.0,0.08038596155436599,0.44865637622543986,0.6133326618389363,8.72319215428819e-07,1.0381458719472339e-05,0.021965882755015723,0.0009544576634060811,6.334006339407746e-07,0.006567844258395005,0.020120850087679696,0.3525227340704745,0.003963294170319285,0.0019071266427068618,2.5789351082087333e-06,4.4747356223111295e-05,0.016362651871982242,0.0016432645980093102,0.0005077177338058113,0.3133526641745942,5.5968325931098574e-05,1.1336512161043104e-09,0.000222054099573293,0.043159056026689256,5.746621654034524e-05,3.243147476967835e-05,8.351993933835113e-05,1.5851283602880574e-12,6.356580918688469e-10,4.070767349455723e-12,1.521602711381454e-06,0.07980358052236289,0.0003346458714792801,0.001032521985759467,1.2528585440782791e-08,1.5741124090573555e-10,2.9149001366057602e-08,1.4668957827496809e-08,0.0004503281350108598,4.001820295555378e-08,7.589918633996043e-11,8.336684001682398e-06,0.0002409422704519691,5.908751617732489e-10,2.7361920797806243e-08,3.707716701190405e-05,2.1273937505017944e-05,0.0012847473851171668,7.676197655179881e-10,5.611026542001481e-09,2.1077635519072393e-12
0.0002467909986439067,0.8334179698437427,3.76,0.0,0.07988900648247976,0.44751796795898907,0.6144852603375853,8.901049144889919e-07,1.0504953631191907e-05,0.021912004295508207,0.0009505929902751775,6.3019237449711e-07,0.006602020974572852,0.020242674019787535,0.3526769457769754,0.003948054431528997,0.0019181537965383185,2.563308459126751e-06,4.452082190781276e-05,0.01625143213297429,0.0016277797874302824,0.0005077855576552104,0.3139753494260876,5.5623085041380295e-05,1.1381872258015342e-09,0.0002218802882759246,0.043148830809537624,5.765663141153167e-05,3.256793690933235e-05,8.398733824969684e-05,1.589861854867296e-12,6.340984440760525e-10,4.08284708228471e-12,1.5260395370485384e-06,0.08004387926532662,0.00033510460194953413,0.0010312338069725965,1.259599513201752e-08,1.5852894454213956e-10,2.914856284632438e-08,1.4789871110082484e-08,0.0004482198140942182,4.007663212383013e-08,7.652187884022748e-11,8.357983796316542e-06,0.00023989693648205113,5.937003014423633e-10,2.753794349515089e-08,3.719970251869652e-05,2.137343162060317e-05,0.0012805294852605976,7.630942924658163e-10,5.668516374567807e-09,2.116669656825836e-12
0.00024685155023654586,0.8334878298780829,3.76,0.0,0.07939248913318453,0.44637640452698435,0.6156406867221996,9.082876510481369e-07,1.063005577686333e-05,0.02185760301518365,0.0009467156008844053,6.269731313812399e-07,0.006636462832501809,0.020365482525867975,0.3528288099063824,0.003932791098834967,0.0019292848751668037,2.547642995613969e-06,4.429266736773318e-05,0.016140105543937997,0.0016123233890978485,0.0005078436729442607,0.314599468634635,5.5276983229552156e-05,1.1427263148395535e-09,0.00022169883115417615,0.04313770853228539,5.784701852703609e-05,3.270468465243532e-05,8.445716742920285e-05,1.5945848575563947e-12,6.32517116422152e-10,4.094898214631959e-12,1.530465354970023e-06,0.08028506137184009,0.000335557847934884,0.0010299244594238939,1.266380535469245e-08,1.5965381473102162e-10,2.914729782152878e-08,1.4912030122707646e-08,0.00044610116509780334,4.013405986586617e-08,7.715090507332067e-11,8.379352241121144e-06,0.00023884469287945907,5.965334601374206e-10,2.7715071375276852e-08,3.732198267516989e-05,2.1472999861457715e-05,0.0012762686060435065,7.585514839137676e-10,5.7267444939652255e-09,2.1256214244107667e-12
0.0002469060466699211,0.8335506774973286,3.76,0.0,0.0789460060468289,0.44534629717766433,0.6166829892813633,9.24999378296539e-07,1.0744038926418401e-05,0.02180819259193425,0.0009432151486504221,6.24066478496929e-07,0.0066676893527915495,0.020476859585433264,0.35296345895253145,0.003919033925972365,0.0019393927759524666,2.5335115547700336e-06,4.408594934141306e-05,0.01603982425860367,0.0015984376184530948,0.0005078875755010945,0.3151624007959625,5.496477204105966e-05,1.146813677325245e-09,0.000221528931321254,0.0431269240221368,5.80183302140696e-05,3.2827995098241617e-05,8.488208740801387e-05,1.5988257677166714e-12,6.310753135961584e-10,4.105719005455792e-12,1.5344387237878936e-06,0.08050288164811059,0.00033596101834713313,0.0010287278922963138,1.272517784297703e-08,1.6067234089594533e-10,2.9145444824992653e-08,1.50230501176665e-08,0.0004441855876746238,4.0184870863794793e-08,7.772250563837891e-11,8.398642427704433e-06,0.0002378917800313238,5.990900763770421e-10,2.7875433728526267e-08,3.7431801961726825e-05,2.1562664551417298e-05,0.0012723970376229718,7.54448326042529e-10,5.7797901865369775e-09,2.133717164985778e-12
0.0002469550934599588,0.8336072179364937,3.76,0.0,0.07854448742329925,0.44441701148088186,0.6176230214728096,9.403272532727917e-07,1.0847763655425775e-05,0.021763357604569065,0.0009400560469349235,6.214429747496963e-07,0.00669598023332694,0.020577792751665158,0.353082983481925,0.003906636129949151,0.0019485635541202284,2.5207674234276675e-06,4.3898791215127974e-05,0.015949503411453465,0.0015859611946841686,0.000507920206271142,0.31567003094080126,5.46832118327735e-05,1.1504937092854353e-09,0.00022137064622398527,0.04311658496573143,5.817247097064457e-05,3.2939161648728926e-05,8.526619157229826e-05,1.6026344693054174e-12,6.297625655342219e-10,4.115436002188305e-12,1.5380064019204135e-06,0.08069953337143469,0.00033631997638749404,0.0010276362356009712,1.2780691672732424e-08,1.6159400030717429e-10,2.9143192436357043e-08,1.512384947625352e-08,0.0004424544745872991,4.0229879043106123e-08,7.82414295019527e-11,8.41605095765654e-06,0.0002370293960079752,6.01396452224737e-10,2.8020528624977518e-08,3.753043950883724e-05,2.16433981078687e-05,0.0012688828170357234,7.507437769975145e-10,5.828057054542222e-09,2.141035113615072e-12
0.00024700414024999645,0.8336637362271869,3.76,0.0,0.07814327390577977,0.44348565034648524,0.6185649109004853,9.55932758568008e-07,1.0952579839830704e-05,0.0217181747697004,0.0009368887574371837,6.188123907328391e-07,0.006724449746588416,0.020679388359421208,0.3532009212074636,0.003894222853995052,0.0019578048578176277,2.5079992728597997e-06,4.3710584342161565e-05,0.015859121171024008,0.0015735049168924989,0.0005079462497756551,0.3161785992219785,5.44011228437749e-05,1.1541747548670805e-09,0.0002212072349060324,0.043105641198248175,5.832656506768977e-05,3.305050080169917e-05,8.565188027165256e-05,1.6064350938701033e-12,6.284354420650578e-10,4.1251315024837514e-12,1.5415657992004359e-06,0.08089676696666728,0.0003366752024152079,0.0010265305727201702,1.2836469902790217e-08,1.6252039220646585e-10,2.914038087508416e-08,1.522549186581572e-08,0.0004407166680271596,4.02741913342331e-08,7.87646426758947e-11,8.43350426669391e-06,0.00023616251075265864,6.037079049648657e-10,2.8166353176367717e-08,3.762887772641645e-05,2.172415811301427e-05,0.0012653403416761353,7.470282679957199e-10,5.876828282687996e-09,2.1483832363856747e-12
0.00024705318704003413,0.8337202314847001,3.76,0.0,0.07774237091883002,0.44255221233347586,0.6195086579794942,9.718212387833976e-07,1.1058498708788207e-05,0.02167264266770085,0.0009337133287024138,6.161747663483938e-07,0.006753099316210262,0.020781651406809216,0.3533172580156458,0.003881794099018448,0.001967117404654054,2.495207548528294e-06,4.352133337244325e-05,0.01576868020355802,0.0015610692400833698,0.0005079656400843341,0.3166881047210692,5.411851616532976e-05,1.157856500986615e-09,0.00022103866483798586,0.043094087850082556,5.8480603685356135e-05,3.316200792066053e-05,8.603914990923573e-05,1.6102272472058117e-12,6.270938997891747e-10,4.134804617141467e-12,1.5451165744047151e-06,0.08109458307123414,0.000337026655983453,0.0010254108692217192,1.2892512964979943e-08,1.6345152490697026e-10,2.9137005065880915e-08,1.532798512055069e-08,0.00043897219445683674,4.0317795894650335e-08,7.929218604670868e-11,8.451002260395793e-06,0.00023529113498195763,6.060243763062823e-10,2.831290861053731e-08,3.772710678152068e-05,2.180493766017605e-05,0.0012617695997796737,7.433019269933073e-10,5.926110016654686e-09,2.155761593449739e-12
0.0002471022338300718,0.8337767028176121,3.76,0.0,0.07734178391893834,0.4416166960733298,0.6204542630584882,9.87998144532549e-07,1.1165531574468644e-05,0.02162675989003006,0.0009305298102584047,6.135301425296645e-07,0.006781930378270093,0.02088458692756903,0.3534319797021598,0.003869349866364591,0.001976501920682123,2.4823927018586075e-06,4.3331043133937776e-05,0.015678183204057533,0.001548654621617626,0.0005079783108443206,0.31719854646466644,5.3835403031020845e-05,1.1615386275796834e-09,0.00022086490363695097,0.04308192003269374,5.863457785559849e-05,3.327367826629092e-05,8.6427996594506e-05,1.6140105911257284e-12,6.257378962055145e-10,4.144454394002948e-12,1.5486583839421448e-06,0.08129298229927463,0.0003373742964142511,0.0010242770909746823,1.2948821260145684e-08,1.6438740621584492e-10,2.9133059917692336e-08,1.5431337156209832e-08,0.0004372210811431997,4.036068075152055e-08,7.98241008930207e-11,8.468544836932798e-06,0.00023441527992774282,6.083458063969924e-10,2.846019607507128e-08,3.7825116687633824e-05,2.188572971427477e-05,0.0012581705819317544,7.395648836519644e-10,5.975908485060213e-09,2.1631702421182545e-12
0.0002471512806201095,0.8338331493277495,3.76,0.0,0.076941518394589,0.44067910027140034,0.6214017264185124,1.004469034449664e-06,1.1273689831687236e-05,0.021580525039709555,0.0009273382526250982,6.10878561254098e-07,0.006810944381383078,0.020988199991160156,0.35354507197163126,0.003856890157830629,0.0019859591405018448,2.469555190269931e-06,4.313971863468137e-05,0.015587632896352215,0.0015362615211809876,0.0005079841952819165,0.3177099234234106,5.3551794816963144e-05,1.1652208096569096e-09,0.00022068591907516827,0.04306913283890775,5.8788478460500644e-05,3.338550699646554e-05,8.681841613356406e-05,1.617784757591552e-12,6.243673897008214e-10,4.154079895052534e-12,1.5521908746041946e-06,0.08149196524119255,0.00033771808279779925,0.0010231292041525458,1.3005395168625579e-08,1.6532804361623573e-10,2.912854033155095e-08,1.553555595738028e-08,0.00043546335616720307,4.040283383951601e-08,8.036042890989714e-11,8.486131886781632e-06,0.00023353495734440102,6.106721338660166e-10,2.8608216663805483e-08,3.792289730330747e-05,2.1966527110627003e-05,0.001254543281109776,7.358172699048168e-10,6.026230000677496e-09,2.170609238163919e-12
0.0002472493742001849,0.8339459642527088,3.76,0.0,0.07614197388693932,0.4387976652441806,0.6233022287586336,1.0383155552014614e-06,1.1493428509383011e-05,0.02148699359479245,0.0009209312269040507,6.055546995657971e-07,0.006869527068651081,0.021197479203836776,0.35376631062073954,0.003831924322709056,0.0020050946734207777,2.4438140321435482e-06,4.275398780005295e-05,0.01540638339626184,0.0015115417245145522,0.0005079753360087425,0.3187354785813817,5.2983139368166134e-05,1.1725840104189727e-09,0.00022031215179704988,0.04304168060276668,5.909602174454163e-05,3.360961971324253e-05,8.760395544408344e-05,1.6253040550876714e-12,6.215827061808112e-10,4.1732542227675815e-12,1.5592264684377916e-06,0.08189168450592618,0.0003383939286256821,0.0010207909710244368,1.3119341216951964e-08,1.672236145127183e-10,2.911775740945709e-08,1.5746626152998365e-08,0.00043192818770087084,4.048489590058829e-08,8.144649339315419e-11,8.521438927558897e-06,0.00023176095927650357,6.153392277667441e-10,2.890646125025136e-08,3.811772931520911e-05,2.2128108615570807e-05,0.0012472038147465557,7.282908687931437e-10,6.128467855107339e-09,2.1855784842875617e-12
0.0002473474677802603,0.8340586689374884,3.76,0.0,0.07534378194602646,0.43690789842520444,0.6252101658525655,1.0734075071032192e-06,1.1717807528880014e-05,0.021392037406434677,0.0009144926758943353,6.002035384539183e-07,0.0069288592211186936,0.021409530317359378,0.3539808577700444,0.0038068966176856957,0.002024530054961889,2.4179878536901936e-06,4.2364184609476275e-05,0.015224954072624973,0.001486913572863917,0.0005079385197326238,0.319764760804247,5.2412643684482796e-05,1.1799433843942375e-09,0.00021991710860421175,0.04301169152355334,5.940315752714437e-05,3.3834305197746776e-05,8.839572799418416e-05,1.6327820993843715e-12,6.187395353219584e-10,4.192319750407123e-12,1.5662204381296688e-06,0.08229374509665083,0.00033905386153605416,0.0010183959054325985,1.3234353626753812e-08,1.691382889468247e-10,2.910461534668635e-08,1.5961261034249284e-08,0.0004283669303550308,4.0563883388231454e-08,8.255072165929574e-11,8.556922342657653e-06,0.00022996924553038436,6.20025135724448e-10,2.9207649749883757e-08,3.8311518539135776e-05,2.2289622223709022e-05,0.0012397511939230275,7.207238192244311e-10,6.232875811165664e-09,2.2006697329738785e-12
0.0002474455613603357,0.8341712559499551,3.76,0.0,0.07454698763769618,0.43500979225756076,0.6271255373992646,1.1097934608782158e-06,1.1946920948882051e-05,0.02129564576328416,0.0009080230404097898,5.948254525548731e-07,0.0069889528880769484,0.021624395179321083,0.3541885957560487,0.0037818070749970614,0.0020442714798908582,2.3920805307542877e-06,4.1970355814748975e-05,0.015043367759256876,0.0014623808241569297,0.0005078731973022586,0.3207977597450917,5.184040391982588e-05,1.187296117364903e-09,0.0002195005381310019,0.042979125705191266,5.9709807273353336e-05,3.405952081464737e-05,8.919368864212427e-05,1.6402157607272318e-12,6.158375791528399e-10,4.211268393697056e-12,1.5731697781963813e-06,0.08269815083639515,0.00033969754584057236,0.0010159437480357543,1.335043447453299e-08,1.710721111684632e-10,2.908907308739052e-08,1.6179527103893317e-08,0.00042477983905181123,4.063969591564386e-08,8.367346285306131e-11,8.59258095362408e-06,0.0002281599296583869,6.247293094149228e-10,2.9511788396218053e-08,3.850417813046792e-05,2.2451005837395846e-05,0.0012321854527321493,7.131172496723041e-10,6.339507522486316e-09,2.2158833479943394e-12
0.0002475436549404111,0.8342837177458683,3.76,0.0,0.07375163654539148,0.4331033405028697,0.62904834190383,1.1475239262050652e-06,1.2180864065490021e-05,0.02119780818619608,0.0009015227780358573,5.894208343840404e-07,0.007049820327992161,0.02184211621367256,0.35438940543825803,0.0037566557356306035,0.0020643252897612867,2.3660960358084025e-06,4.157255124233501e-05,0.014861647755751283,0.0014379472702575765,0.0005077788130239256,0.3218344640667911,5.1266518517984456e-05,1.1946392982821304e-09,0.00021906219235324286,0.04294394298543852,6.00158898671846e-05,3.428522212134247e-05,8.999778670216012e-05,1.6476018121998932e-12,6.128765564094121e-10,4.2300918274605465e-12,1.5800713938384017e-06,0.08310490512432206,0.0003403246420680994,0.00101343424465883,1.3467585371296785e-08,1.7302511792524633e-10,2.907108950338063e-08,1.6401492052254227e-08,0.00042116718266205157,4.071223141610533e-08,8.481507323023505e-11,8.628413435718435e-06,0.0002263331342521249,6.29451173603653e-10,2.981888221148401e-08,3.869561863538839e-05,2.261219517597409e-05,0.0012245066675468691,7.054723217704205e-10,6.44841810735075e-09,2.231219653553908e-12
0.00024764174852048653,0.8343960466706785,3.76,0.0,0.07295777477188432,0.431188538290569,0.6309785766370857,1.1866514243639626e-06,1.2419733377154712e-05,0.02109851444557478,0.0008949923634325965,5.839900947526822e-07,0.007111474011404891,0.022062736421551966,0.35458316619361074,0.003731442649915403,0.0020846979764048957,2.3400384382083696e-06,4.117082385571697e-05,0.014679817828363053,0.0014136167356923117,0.0005076548047462516,0.322874861407608,5.06910882118873e-05,1.201969917664314e-09,0.00021860182689375474,0.04290610294829839,6.032132155358865e-05,3.4511362819496224e-05,9.080796570298236e-05,1.6549369321014696e-12,6.098562033438307e-10,4.248781480838241e-12,1.586922099736773e-06,0.08351401092000334,0.00034093480694892525,0.0010108671463938824,1.3585807436157863e-08,1.7499733804256903e-10,2.9050623423778305e-08,1.662722477017556e-08,0.0004175292443248259,4.0781386159219057e-08,8.59759162922568e-11,8.664418309803951e-06,0.0002244889911771182,6.341901252366788e-10,3.012893493900341e-08,3.888574795311141e-05,2.277312374262372e-05,0.0012167149584377689,6.97790230601452e-10,6.559664191314572e-09,2.2466789319145696e-12
