Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213)
0.00027501279153770175,0.8406455988318421,3.76,0.0,8.942265006008629e-07,0.053255953344172526,0.9714349423144873,2.3496191478620665e-07,7.511515186628137e-08,7.294345213808692e-07,4.862675400886628e-05,2.4597225618920976e-12,0.043841601991199436,0.13730776511387305,0.20162516913736112,2.421822272792878e-07,0.020292130233787474,3.796338011220791e-11,7.317263456482436e-11,4.989923478891142e-08,9.371109186221767e-12,2.2792997300399452e-06,0.4058406197582685,8.76904977956756e-06,6.425492680931456e-13,2.0640989600318858e-08,6.9339454868844776e-06,2.7544319841665856e-08,2.599190038064126e-08,7.398439214307706e-08,6.400572844452259e-16,1.1146218428083915e-14,8.803609636475961e-16,1.1461520463677574e-08,0.22597949388504643,1.0750823545264537e-07,1.701304246331939e-07,2.1378836645385008e-11,3.323269060724489e-13,5.4968054970163875e-12,2.467804801550684e-07,4.830964583148023e-12,3.506534570836826e-15,1.7911263492610275e-09,5.181967306392815e-08,2.2794134073493267e-12,6.531199230630256e-13,5.305970045206296e-11,7.158313387025723e-09,1.007155100688964e-08,1.952349034058752e-11,1.3726452380762262e-18,5.29243301128092e-07,3.4333469986695224e-12
0.00027511026965746174,0.8406195708683174,3.76,0.0,8.47331466455951e-07,0.05310689656281787,0.9713464914596407,2.2330181133429677e-07,7.125539258829684e-08,6.919340087501763e-07,4.849653242482492e-05,2.3268207054858485e-12,0.04381783220826691,0.1373196013611177,0.20172020293781923,2.3001793686648074e-07,0.020266117703946186,3.599859685665833e-11,6.948284708337974e-11,4.73799693787114e-08,8.887556276034851e-12,2.2733917720927496e-06,0.405405697353814,8.760582757343501e-06,6.101448634512297e-13,1.959775207150078e-08,6.582440263223155e-06,2.6129430983023058e-08,2.4646055857272314e-08,7.018395284374019e-08,6.303276319973342e-16,1.0578046294671447e-14,8.569762917701128e-16,1.1475917976899372e-08,0.22641528117271595,1.0192896721042538e-07,1.6132839076288249e-07,2.0271712195840252e-11,3.151141662519812e-13,5.215987808527801e-12,2.4728695601550844e-07,4.3266060127960406e-12,3.1399161323436464e-15,1.7945227602839647e-09,5.070467673660153e-08,2.042732413112576e-12,6.194808641532959e-13,5.0311898692759455e-11,6.7878847320946175e-09,9.564175413905576e-09,1.7480164262833397e-11,1.2255823802825273e-18,5.31225000729089e-07,3.439720884800355e-12
0.00027520774777722173,0.8405935780098345,3.76,0.0,8.029662539101705e-07,0.05295901485265898,0.9712578678563636,2.1222857739723475e-07,6.759773410914506e-08,6.56410674865797e-07,4.836734152322762e-05,2.2012966582806753e-12,0.04379375108049318,0.13733031970971937,0.20181609521468485,2.1850309740492102e-07,0.02023993494653318,3.413860724550189e-11,6.598300499734082e-11,4.4990634152537146e-08,8.43014705858885e-12,2.2677000768374083e-06,0.4049723843735505,8.752042857399011e-06,5.794040465862916e-13,1.860833844352944e-08,6.249149257547668e-06,2.4788707894332816e-08,2.3371212361323056e-08,6.658291017288439e-08,6.211202436429761e-16,1.0039373935477714e-14,8.348781119229549e-16,1.1490621705211144e-08,0.22684941403175996,9.664514867273743e-08,1.5299132866717206e-07,1.922294324767244e-11,2.9880877540693516e-13,4.949779566768425e-12,2.477897625635483e-07,3.875099154764476e-12,2.8117592978394953e-15,1.7978801882754492e-09,4.964414609449669e-08,1.8307181638562315e-12,5.876066381675683e-13,4.770893183837307e-11,6.437090298958111e-09,9.08285110293581e-09,1.565147352425939e-11,1.0943464896837883e-18,5.331892686058724e-07,3.446073922957297e-12
0.0002753052258969817,0.8405676204058715,3.76,0.0,7.6099072940083e-07,0.052812282047227085,0.9711691002474732,2.0171249159723635e-07,6.41314496551379e-08,6.227579026639603e-07,4.823915730142e-05,2.08273009164189e-12,0.04376936982875362,0.13733994347110087,0.20191280148790183,2.07602353358693e-07,0.020213589371699443,3.2377713085456566e-11,6.26631635594943e-11,4.272440932849275e-08,7.997377708252771e-12,2.2622131389684925e-06,0.40454068049439584,8.74343341331604e-06,5.50240325984609e-13,1.766992638748568e-08,5.933111620456071e-06,2.3518200792451504e-08,2.2163572545797242e-08,6.317062515962174e-08,6.124055837141294e-16,9.528647746634502e-15,8.139936966334087e-16,1.1505606354190992e-08,0.22728189517075426,9.164088775524079e-08,1.450942726728857e-07,1.8229415715213464e-11,2.833623135512171e-13,4.6974108286752535e-12,2.4828893059323206e-07,3.4708946443242286e-12,2.5180182560188164e-15,1.801199099753604e-09,4.8635475174949514e-08,1.6407947649273926e-12,5.574034261856503e-13,4.5243070942027156e-11,6.104868480954091e-09,8.626221396192481e-09,1.4014829170497207e-11,9.772275925534581e-19,5.351362248824886e-07,3.4524059409870747e-12
0.0002754027040167417,0.8405416981990372,3.76,0.0,7.212727123340298e-07,0.05266667282489624,0.9710802162704936,1.917253290321038e-07,6.084638539036917e-08,5.908749359095925e-07,4.811195655405646e-05,1.970725225505495e-12,0.04374469931055365,0.13734849529762955,0.20201027881113862,1.9728230167632244e-07,0.020187088144855175,3.071053064481463e-11,5.951390517371127e-11,4.057483776717197e-08,7.587838499976389e-12,2.2569200853391997e-06,0.4041105851197601,8.734757646448673e-06,5.225717292485965e-13,1.6779843125066418e-08,5.633417836064535e-06,2.2314172357757963e-08,2.1019543544264718e-08,5.993703282098912e-08,6.041558182219232e-16,9.044398234731381e-15,7.942545130434161e-16,1.1520848135064202e-08,0.22771272744364857,8.690115544079289e-08,1.376136114890184e-07,1.7288182562830226e-11,2.68728957067258e-13,4.458152423848858e-12,2.4878449035187047e-07,3.109025929091362e-12,2.2550495941200977e-15,1.8044799535940635e-09,4.767617954929185e-08,1.4706553806105826e-12,5.287824213636309e-13,4.290700156064071e-11,5.790215963687875e-09,8.19300080321831e-09,1.255001983754874e-11,8.727030781093043e-19,5.370659905095281e-07,3.4587167809949828e-12
0.0002755001821365017,0.8405158115253305,3.76,0.0,6.836875139988964e-07,0.052522162680474355,0.9709912424952512,1.8224028784969039e-07,5.773292996583009e-08,5.606665521568567e-07,4.7985716845530135e-05,1.864909364642754e-12,0.04371975003108991,0.13735599720206268,0.20210848572347098,1.8751138311461883e-07,0.020160438194208992,2.91319731534545e-11,5.652631125788787e-11,3.853580554652406e-08,7.20020725090388e-12,2.251810640056114e-06,0.4036820973924547,8.726018669285782e-06,4.963205725250165e-13,1.5935557484981703e-08,5.349206964411306e-06,2.1173086314957354e-08,1.993572600521062e-08,5.687261108969259e-08,5.963447051593589e-16,8.585233910547324e-15,7.755959362349858e-16,1.1536324691063783e-08,0.22814191384378593,8.24117388604732e-08,1.3052701459218314e-07,1.6396454562036702e-11,2.5486533860897833e-13,4.231313893929143e-12,2.4927647155072825e-07,2.7850480776012664e-12,2.019658960659538e-15,1.8077232011351648e-09,4.67638909136515e-08,1.3182341737798386e-12,5.016595741755557e-13,4.069380123168233e-11,5.492184494322369e-09,7.781971293345458e-09,1.1238961941066564e-11,7.794150756985088e-19,5.389786871719334e-07,3.4650062985696596e-12
0.0002755976602562617,0.8404899605143936,3.76,0.0,6.481175036814173e-07,0.05237872789768789,0.9709022044603027,1.7323191920280348e-07,5.4781985647756177e-08,5.320427541256611e-07,4.786041648331584e-05,1.7649315168947152e-12,0.04369453215403856,0.13736247057650533,0.20220738220236467,1.7825977960592695e-07,0.02013364621812125,2.76372342728984e-11,5.369193562463847e-11,3.6601523577446483e-08,6.83324327782667e-12,2.2468750914903368e-06,0.403255216207032,8.717219488739214e-06,4.714132361282065e-13,1.5134672377329773e-08,5.079664031282144e-06,2.0091596584226886e-08,1.8908903718879294e-08,5.3968351386474856e-08,5.88947504201661e-16,8.149834848229081e-15,7.579570548738827e-16,1.1552014988292328e-08,0.22856945749811847,7.815919689453824e-08,1.2381336256810975e-07,1.5551592449500135e-11,2.4173042036469766e-13,4.016241395806296e-12,2.4976490337635604e-07,2.4949831736534652e-12,1.8089496887754003e-15,1.8109292862879379e-09,4.589635189975108e-08,1.1816811634080902e-12,4.759553326432401e-13,3.8596919478463425e-11,5.209877829680303e-09,7.391978759782427e-09,1.0065476029024714e-11,6.961493395867929e-19,5.408744372005795e-07,3.4712743620699603e-12
0.0002756951383760217,0.8404641452897517,3.76,0.0,6.144517003535418e-07,0.052236345522537614,0.9708131267082251,1.6467606045659723e-07,5.19849409199591e-08,5.049184784725136e-07,4.773603449219946e-05,1.67046109657661e-12,0.043669055512072265,0.13736793621088667,0.2023069296179389,1.6949931733449867e-07,0.020106718692272447,2.6221772471256844e-11,5.100277925665727e-11,3.476651020481424e-08,6.485781824559672e-12,2.2421042611029333e-06,0.40282994022157975,8.708363009357109e-06,4.477799482987062e-13,1.4374917664429496e-08,4.824017557732342e-06,1.9066536986352512e-08,1.7936033733593186e-08,5.12157308477648e-08,5.819409000285367e-16,7.736953063760031e-15,7.412804741069206e-16,1.1567899243936553e-08,0.22899536166161488,7.413081816291523e-08,1.1745268120730439e-07,1.4751098751922714e-11,2.292853673884068e-13,3.812315708214594e-12,2.50249814502133e-07,2.2352713201470646e-12,1.6202851606110748e-15,1.8140986456523924e-09,4.5071411098408456e-08,1.0593396987449308e-12,4.5159439392738597e-13,3.661015753418151e-11,4.942448854150126e-09,7.021929666258226e-09,9.015086565322198e-12,6.218258522663988e-19,5.427533634875136e-07,3.4775208519341446e-12
0.0002757926164957817,0.8404383659690423,3.76,0.0,5.825853884086363e-07,0.05209499333750285,0.970724032819791,1.5654977150476805e-07,4.933364454503891e-08,4.792133209477905e-07,4.761255058936787e-05,1.5811867132048683e-12,0.04364332961710809,0.1373724143109591,0.2024070906884898,1.6120337520599413e-07,0.020079661876647704,2.488129628563888e-11,4.845126643397499e-11,3.302557474142728e-08,6.1567289182803086e-12,2.2374894739834417e-06,0.40240626786899353,8.69945203646206e-06,4.2535458993585397e-13,1.3654143407742049e-08,4.5815372218795754e-06,1.8094911565370927e-08,1.7014237022222064e-08,4.8606686015541307e-08,5.753029071690996e-16,7.3454074979989e-15,7.255120521229483e-16,1.1583958877026223e-08,0.22941962971185417,7.031458128008872e-08,1.1142607915702369e-07,1.3992609645038306e-11,2.1749342655498964e-13,3.618950513840259e-12,2.5073123309866663e-07,2.002726631536337e-12,1.4513940589260743e-15,1.817231708627287e-09,4.428701828859277e-08,9.49726274790455e-13,4.2850549241263917e-13,3.4727648770731234e-11,4.689096857613569e-09,6.670787867180264e-09,8.074842686676217e-12,5.554823044386079e-19,5.446155894047532e-07,3.483745660013006e-12
0.0002758900946155417,0.8404126226642369,3.76,0.0,5.524197560085543e-07,0.051954649836572095,0.9706349454470681,1.4883127407006075e-07,4.682038100041317e-08,4.548512770158271e-07,4.748994516033353e-05,1.4968150299543472e-12,0.04361736367028919,0.13737592451582809,0.20250782943725565,1.5334679841883427e-07,0.02005248182233904,2.361175041175547e-11,4.603022216069504e-11,3.1373801885203084e-08,5.845056618165826e-12,2.233022531010796e-06,0.4019841973677527,8.690489279214224e-06,4.0407450372646773e-13,1.2970313471625793e-08,4.3515316461022695e-06,1.7173885406291127e-08,1.614078968233122e-08,4.613358788909198e-08,5.690127920106231e-16,6.97407661883463e-15,7.106007456995949e-16,1.1600176407242722e-08,0.22984226514379985,6.669911725583746e-08,1.0571568893899437e-07,1.3273888518528896e-11,2.06319820769406e-13,3.4355906179530313e-12,2.5120918684476724e-07,1.7944980796723175e-12,1.3002117063665658e-15,1.8203288975217012e-09,4.354121986494435e-08,8.515124474303174e-13,4.066211798839867e-13,3.294384210192976e-11,4.44906496425005e-09,6.337571592441106e-09,7.233157747574689e-12,4.9625581625898135e-19,5.464612387265374e-07,3.4899486889674993e-12
0.0002759875727353017,0.8403869154818516,3.76,0.0,5.238615546959838e-07,0.05181529420107803,0.9705458863454581,1.4149989387577354e-07,4.44378471704986e-08,4.317604970893306e-07,4.73681992356694e-05,1.4170696881908208e-12,0.04359116657170279,0.13737848591501747,0.20260911115039912,1.4590581685483606e-07,0.0200251843781671,2.2409302551783944e-11,4.373285077929598e-11,2.9806536972632853e-08,5.5497986230211276e-12,2.2286956825516117e-06,0.4015637267322179,8.681477353599433e-06,3.8388030650455135e-13,1.2321499465581951e-08,4.133346303076822e-06,1.6300775884635512e-08,1.5313114550123527e-08,4.378921839187248e-08,5.630510155887277e-16,6.621900348689713e-15,6.964984681522152e-16,1.1616535390432185e-08,0.23026327156475068,6.327367392946034e-08,1.0030461116123181e-07,1.2592819121615112e-11,1.9573164134756537e-13,3.261710198818898e-12,2.5168370293896675e-07,1.6080343597871887e-12,1.1648144813231505e-15,1.8233906276747493e-09,4.283215445678775e-08,7.635086346327376e-13,3.858776072432702e-13,3.125348481165424e-11,4.221637704565209e-09,6.021350588635654e-09,6.4796657015945e-12,4.433800817670655e-19,5.4829043555492e-07,3.496129851683827e-12
0.00027608505085506167,0.8403612445231506,3.76,0.0,4.968227790066013e-07,0.05167690627631497,0.970456876404715,1.3453600556143546e-07,4.217913027668649e-08,4.0987305553497094e-07,4.724729446852911e-05,1.341690302705673e-12,0.04356474692983808,0.137380117065078,0.2027109023361872,1.38857968019925e-07,0.019997775197124392,2.1270331005244517e-11,4.155271571956752e-11,2.831937202395399e-08,5.270046207131797e-12,2.224501603608336e-06,0.4011448537824759,8.672418785342727e-06,3.647157244629984e-13,1.1705875007445931e-08,3.926361534247728e-06,1.5473044463788063e-08,1.4528773261802625e-08,4.156674811656113e-08,5.57399151010354e-16,6.287876564197745e-15,6.831598385124727e-16,1.1633020394455966e-08,0.23068265268946173,6.00280823303066e-08,9.517686175503294e-08,1.1947398257452875e-11,1.8569774246026287e-13,3.0968113854621077e-12,2.521548081095542e-07,1.441052213002334e-12,1.0435930888722376e-15,1.8264173075682528e-09,4.2158048731891254e-08,6.846496047763808e-13,3.6621434931566066e-13,2.965160533613969e-11,4.0061387225817445e-09,5.721243408995631e-09,5.805092564092786e-12,3.9617392944481103e-19,5.501033042486088e-07,3.502289070696975e-12
0.00027618252897482166,0.8403356098843392,3.76,0.0,4.712203648899782e-07,0.05153946654891752,0.970367935678961,1.2792098022389765e-07,4.003768700145811e-08,3.891247326626788e-07,4.712721311292889e-05,1.2704315179953594e-12,0.04353811307078755,0.13738083600574708,0.202813170685344,1.3218202428909808e-07,0.019970259742642233,2.0191412965377695e-11,3.948372035586703e-11,2.69081325378054e-08,5.004944456459904e-12,2.220433370338657e-06,0.4007275761537478,8.663316012747708e-06,3.465274320497878e-13,1.1121710290823788e-08,3.7299906748485052e-06,1.468828894474691e-08,1.378545879178253e-08,3.9459715197696586e-08,5.520398133528809e-16,5.971052155694441e-15,6.705420559159321e-16,1.1649616904256741e-08,0.23110041233543138,5.6952724862973246e-08,9.031732207084164e-08,1.1335730565553266e-11,1.7618865360935705e-13,2.9404227639662658e-12,2.526225286250074e-07,1.291508384636643e-12,9.35090761943446e-16,1.8294093389375123e-09,4.151721337828233e-08,6.139814770049463e-13,3.4757422161328747e-13,2.8133499627453835e-11,3.801928610269664e-09,5.436414844579128e-09,5.2011413818656445e-12,3.540234118749586e-19,5.518999693549519e-07,3.5084262776831636e-12
0.00027628000709458165,0.8403100116567506,3.76,0.0,4.469759058185362e-07,0.05140295612497882,0.9702790834157345,1.2163713548013902e-07,3.8007323688018755e-08,3.6945480898953617e-07,4.7007938002767736e-05,1.2030621168905716e-12,0.04351127304719529,0.13738066027566556,0.20291588503255473,1.2585792421713044e-07,0.019942643294684054,1.916931345399181e-11,3.752008988117869e-11,2.5568864995323017e-08,4.753688780365568e-12,2.216484437876397e-06,0.40031189130538253,8.654171389462291e-06,3.2926488788348777e-13,1.0567366941016425e-08,3.5436782799281873e-06,1.394423603034894e-08,1.3080988351567329e-08,3.746200537220395e-08,5.469566203793263e-16,5.670526267276078e-15,6.58604815986774e-16,1.1666311258059375e-08,0.23151655441835006,5.40385052204606e-08,8.571169168741972e-08,1.0756022920365104e-11,1.6717648906681015e-13,2.7920978196275574e-12,2.530868903054381e-07,1.157574492761944e-12,8.37884268569409e-16,1.8323671168919544e-09,4.090803925754379e-08,5.506500810854819e-13,3.2990308567772126e-13,2.6694716810761858e-11,3.6084028627111705e-09,5.1660734894867305e-09,4.660389294977732e-12,3.163843023936219e-19,5.536805555449634e-07,3.514541412968496e-12
0.00027637748521434165,0.8402844499270246,3.76,0.0,4.240153855313532e-07,0.051267356708887775,0.9701903380840939,1.1566768793772998e-07,3.608217758092618e-08,3.508058710746392e-07,4.68894525315627e-05,1.1393641856023613e-12,0.04348423464695653,0.13737960692766116,0.20301901531909575,1.198667076834747e-07,0.019914930955667418,1.8200974874839482e-11,3.565635413299559e-11,2.429782503571009e-08,4.515521676252729e-12,2.2126486193788788e-06,0.39989779652945195,8.644987187171637e-06,3.1288019599003013e-13,1.0041293144434481e-08,3.3668984458411927e-06,1.3238734360123348e-08,1.2413296644134594e-08,3.556783316554487e-08,5.421341217033509e-16,5.385448969815722e-15,6.47310063697876e-16,1.1683090649774756e-08,0.23193108294770412,5.127681993296675e-08,8.134644379088832e-08,1.0206577708567546e-11,1.5863485448137423e-13,2.6514137640177408e-12,2.535479185322485e-07,1.0376141837363058e-12,7.508358115616875e-16,1.8352910300295546e-09,4.03289937233072e-08,4.938905307005713e-13,3.131497045219623e-13,2.5331043757841405e-11,3.424989947345469e-09,4.909469433285323e-09,4.17619542193226e-12,2.82775584681923e-19,5.554451875512996e-07,3.520634425026938e-12
0.00027647496333410164,0.8402589247772777,3.76,0.0,4.0226892642334827e-07,0.05113265058286463,0.9701017174017998,1.0999670796089822e-07,3.425669909828829e-08,3.33123628252437e-07,4.6771740632877364e-05,1.0791323321505527e-12,0.04345700540167242,0.13737769254360507,0.20312253255656793,1.1419045466313632e-07,0.019887127656217588,1.728350716663387e-11,3.388733135839018e-11,2.3091466267365167e-08,4.2897297263834955e-12,2.2089200662307685e-06,0.3994852889589685,8.635765598218939e-06,2.9732797163953585e-13,9.542019037107148e-09,3.199153222120398e-06,1.2569747991152116e-08,1.1780429535881808e-08,3.377172402226654e-08,5.375577320796983e-16,5.115010181485771e-15,6.36621883086431e-16,1.1699943040297581e-08,0.232344002022532,4.8659531465371435e-08,7.720878297747718e-08,9.685788632665422e-12,1.50538775139548e-13,2.5179703116939406e-12,2.5400563825783406e-07,9.30163062018317e-13,6.729405544850155e-16,1.838181460545102e-09,3.977861709871426e-08,4.4301788280479885e-13,2.9726559393953976e-13,2.403849399103898e-11,3.251149480396954e-09,4.665892074215691e-09,3.742618436039543e-12,2.5275963741809447e-19,5.571939901090872e-07,3.5267052700529467e-12
0.00027657244145386163,0.8402334362852678,3.76,0.0,3.816705526497712e-07,0.05099882058717444,0.9700132383616127,1.046090766398155e-07,3.252563503197329e-08,3.1635673967023534e-07,4.6654786761421465e-05,1.022172948135348e-12,0.043429592594864556,0.13737493324885103,0.20322640879170925,1.0881222742518952e-07,0.01985923816075573,1.6414178496929822e-11,3.220811285293498e-11,2.1946429680556044e-08,4.0756408081538475e-12,2.2052932493478305e-06,0.39907436557573805,8.626508738155081e-06,2.825651962920607e-13,9.068152338711844e-09,3.039971109118185e-06,1.1935350089249276e-08,1.1180538053466125e-08,3.206849741284827e-08,5.332137085376735e-16,4.858443758566662e-15,6.265064791202326e-16,1.1716857086461716e-08,0.23275531582732714,4.617894278095292e-08,7.328660535735829e-08,9.192136359174112e-12,1.4286462114843391e-13,2.3913882687516216e-12,2.5446007401691527e-07,8.339107877248035e-13,6.031220741575683e-16,1.8410387843494704e-09,3.925551930670499e-08,3.974187770795523e-13,2.8220484592001273e-13,2.2813296018413948e-11,3.086370504940863e-09,4.434668047027753e-09,3.354342817426757e-12,2.259490415841671e-19,5.589270878995109e-07,3.5327539115542822e-12
0.0002766699195736216,0.8402079845245526,3.76,0.0,3.621579670716774e-07,0.05086585010099878,0.9699249172567188,9.949044486495796e-08,3.088401261787857e-08,3.0045665104812037e-07,4.653857587480038e-05,9.683035143945237e-13,0.04340200326995335,0.137371344726264,0.20333061707226094,1.0371601596089628e-07,0.019831267072924576,1.5590406469391632e-11,3.061404840064802e-11,2.0859533629373706e-08,3.872621500783128e-12,2.2017629415185743e-06,0.3986650232178674,8.617218648218043e-06,2.6855110058524314e-13,8.618374219346936e-09,2.888905636661305e-06,1.1333716988985174e-08,1.0611872659690968e-08,3.045325092931967e-08,5.290890917645072e-16,4.615029262328497e-15,6.169319279227104e-16,1.1733822171897666e-08,0.2331650286280835,4.382777329211837e-08,6.95684608398826e-08,8.72418214421276e-12,1.3559002309647535e-13,2.2713085609125672e-12,2.5491124993586026e-07,7.476845425877716e-13,5.405723944757382e-16,1.843863371184987e-09,3.8758376647365195e-08,3.5654394817813997e-13,2.679240083358066e-13,2.1651879172777538e-11,2.930169865242262e-09,4.215159259545044e-09,3.0066128720358426e-12,2.0200571453830602e-19,5.606446054960626e-07,3.53878031991033e-12
0.0002767673976933816,0.840182569564639,3.76,0.0,3.4367234122042553e-07,0.050733723023946214,0.9698367697053187,9.462719440131677e-08,2.932712448809509e-08,2.8537744058833914e-07,4.6423093415893747e-05,9.173519521425014e-13,0.04337424423800546,0.13736694222984827,0.20343513141386535,9.888668646317383e-08,0.0198032188408545,1.4809749837705648e-11,2.9100732504174384e-11,1.9827764352439803e-08,3.680074672719783e-12,2.1983242007201274e-06,0.39825725858694067,8.607897297743173e-06,2.552470552074031e-13,8.191435386727348e-09,2.7455340192648236e-06,1.076312272881786e-08,1.0072777884074084e-08,2.8921345189887316e-08,5.251716382110963e-16,4.3840781985594015e-15,6.078680643290046e-16,1.1750828326817785e-08,0.23357314476847874,4.1599136123752286e-08,6.604351747051325e-08,8.280564436075956e-12,1.286938136600937e-13,2.157391273318616e-12,2.5535918974147994e-07,6.704346575823393e-13,4.846327002646802e-16,1.8466555847301728e-09,3.828592871660993e-08,3.1990151637600694e-13,2.543819699652969e-13,2.055086462313895e-11,2.782090671386243e-09,4.0067610323682365e-09,2.6951737032409944e-12,1.8061700253767577e-19,5.623466673133786e-07,3.5447844720110018e-12
0.0002768648758131416,0.8401571914711283,3.76,0.0,3.261581175083222e-07,0.050602423758182254,0.9697488106743988,9.000640087730409e-08,2.785051443082331e-08,2.710756735315561e-07,4.630832529584341e-05,8.691560116099579e-13,0.04334632208525425,0.13736174059798184,0.2035399267679686,9.430993269342489e-08,0.01977509776227358,1.406990068026511e-11,2.7663991366478187e-11,1.8848267003468716e-08,3.497437235637765e-12,2.1949723543614942e-06,0.3978510682548787,8.598546586505332e-06,2.4261644090004305e-13,7.78615238211666e-09,2.609455884106574e-06,1.0221933724497545e-08,9.561687253299402e-09,2.7468389531452744e-08,5.214498117388556e-16,4.164938164220261e-15,5.992865397359031e-16,1.1767866140070952e-08,0.23397966866619146,3.948651661919108e-08,6.270152771613706e-08,7.859995839841783e-12,1.2215596794858131e-13,2.0493143487211965e-12,2.5580391677219083e-07,6.01221962480032e-13,4.344634207905483e-16,1.8494157827154878e-09,3.783697546049626e-08,2.870509852170459e-13,2.415397976413708e-13,1.9507056370948095e-11,2.641700849331387e-09,3.80890033641618e-09,2.4162183999524406e-12,1.6150561514465165e-19,5.640333975585591e-07,3.550766350927166e-12
0.0002769623539329016,0.8401318503058556,3.76,0.0,3.095628229589936e-07,0.05047193719116007,0.9696610545027118,8.561579860673195e-08,2.6449963878115936e-08,2.5751026488132766e-07,4.619425787763042e-05,8.23562694820977e-13,0.04331824318039824,0.13735575426626692,0.20364497899070574,8.997223006809007e-08,0.019746907989464678,1.3368677001244542e-11,2.6299870550921677e-11,1.791833716425977e-08,3.3241780522181864e-12,2.191702984405585e-06,0.3974464486704973,8.58916834699418e-06,2.306245488731152e-13,7.401404074112202e-09,2.4802920677572008e-06,9.708603665498454e-09,9.077118442603238e-09,2.6090228558544134e-08,5.179127391956281e-16,3.9569989127472124e-15,5.911605674984723e-16,1.1784926820229958e-08,0.23438460480934825,3.748375202100086e-08,5.9532796601364245e-08,7.461256884560641e-12,1.1595752534846324e-13,1.9467727635840717e-12,2.5624545398712145e-07,5.392057493156149e-13,3.8947734732789545e-16,1.852144317039007e-09,3.7410374359931804e-08,2.5759786716443433e-13,2.2936063314615606e-13,1.8517427874839333e-11,2.5085917721467675e-09,3.6210341232550504e-09,2.166340792277544e-12,1.4443605078374876e-19,5.657049201848928e-07,3.5567259455172312e-12
0.0002770598320526616,0.8401065461270232,3.76,0.0,2.938368937748732e-07,0.05034224867893403,0.9695735149229892,8.144374714874358e-08,2.5121479136064902e-08,2.446423498115265e-07,4.608087796022223e-05,7.804277156419479e-13,0.043290013681682886,0.13734899728000477,0.20375026481274322,8.586079231084288e-08,0.019718653534072556,1.2704015756410067e-11,2.500462330208887e-11,1.7035412814201876e-08,3.159795985795513e-12,2.188511913311795e-06,0.39704339616577505,8.57976434662372e-06,2.1923849573381205e-13,7.0361283397754625e-09,2.3576834776658454e-06,9.221668938526e-09,8.617668716844524e-09,2.4782929403987922e-08,5.145501368453549e-16,3.7596755301511e-15,5.834647851845844e-16,1.180200212925745e-08,0.23478795775309513,3.5585012262852774e-08,5.652815157921063e-08,7.0831931526628725e-12,1.1008054187948918e-13,1.849477832260457e-12,2.5668382397382673e-07,4.83633439871095e-13,3.4929271413998054e-16,1.8548415338672916e-09,3.700503774059077e-08,2.3118886484962753e-13,2.178096121072653e-13,1.7579114683240195e-11,2.382376967372271e-09,3.4426477434101697e-09,1.942493194397632e-12,1.291844666927516e-19,5.67361358847908e-07,3.562663250118366e-12
0.0002771573101724216,0.8400812789893288,3.76,0.0,2.789335101000049e-07,0.05021334403003753,0.9694862050834084,7.747919952479274e-08,2.386127932076517e-08,2.3243516132818255e-07,4.5968172763271704e-05,7.39614992946432e-13,0.04326163954376961,0.13734148330630241,0.20385576181005555,8.196353053483221e-08,0.019690338271764755,1.2073966272748614e-11,2.3774699510886984e-11,1.6197066731773062e-08,3.003818081019343e-12,2.1853951907580017e-06,0.3966419069618472,8.570336289877341e-06,2.0842710521946533e-13,6.6893189230431825e-09,2.2412900152833595e-06,8.759744181813124e-09,8.182010650441035e-09,2.3542769619978685e-08,5.11352313685096e-16,3.57241138094189e-15,5.761754017350401e-16,1.1819084265975471e-08,0.2351897321162919,3.378478181349056e-08,5.367891404853015e-08,6.724713701706133e-12,1.045080459051211e-13,1.757155989437156e-12,2.5711904895919266e-07,4.338317842821532e-13,3.1323025756585033e-16,1.85750777374564e-09,3.661993020274243e-08,2.0750756279094212e-13,2.068537121334192e-13,1.668940821833601e-11,2.262690896098758e-09,3.273253448088273e-09,1.7419485960508056e-12,1.1555007304907756e-19,5.69002836863662e-07,3.5685782642908116e-12
