Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20)
0.012684506979147053,0.6962316649320547,3.76,0.0,0.35636101899565675,0.5447028027694986,0.558570510249216,8.656554542071226e-14,1.4571669607986966e-10,0.0024185306682948525,0.000642229710198833,6.358915615242802e-07,4.428066880172473e-05,0.0001560213636992326,0.2596702237201768,0.0066726744935014,1.5253559316614106e-05,5.514266502347313e-07,8.821354700010488e-06,0.05188727176286396,0.009079797214958012,1.2072689631023834e-05,0.30210009147723316,7.586272611520046e-05,3.4482297103207733e-12,7.212763205958674e-06,0.01733305089312416,6.903715374772373e-08,1.5922756856649876e-08,9.903530194767215e-08,5.421412391271646e-13,6.925781579848302e-11,1.6449137485253582e-13,2.1482354372293047e-09,0.020868665293555175,4.168286648146293e-06
0.01269978752991444,0.6963747358826836,3.76,0.0,0.3547572441625278,0.5427765789307472,0.5607996575170675,8.998847770772995e-14,1.4931318735178105e-10,0.0024248412129946567,0.0006422110739347742,6.351655581956326e-07,4.460240017692881e-05,0.00015773926480995416,0.26064323905166364,0.006640627978231794,1.537618917918489e-05,5.526800513334941e-07,8.885341621445839e-06,0.051875140701975714,0.009065482324378529,1.2143553227994081e-05,0.3034337946306252,7.585519851396747e-05,3.4571422297927903e-12,7.287918044709047e-06,0.01742687699099721,7.000096649381529e-08,1.6100504957092293e-08,1.0035994891292506e-07,5.473409406159031e-13,6.964433159064973e-11,1.6606908698908788e-13,2.1681850389843355e-09,0.02102922123917148,4.2374281466233295e-06
0.012713540025605088,0.696504141536293,3.76,0.0,0.35330809935608154,0.5410332753971941,0.5628163518983876,9.320028598288055e-14,1.526403953892173e-10,0.0024305462010334503,0.0006421766847862817,6.344970739580203e-07,4.4895122649793746e-05,0.00015930875376131266,0.2615226700383541,0.0066116095468574795,1.548777360342162e-05,5.537976002537223e-07,8.943475291858827e-06,0.05186307345232537,0.009052372249270003,1.2207746662953119e-05,0.30464055297490894,7.584567334629986e-05,3.4653089599624027e-12,7.356474595478519e-06,0.017511748058616487,7.088189115518301e-08,1.626302741595786e-08,1.0157273625911142e-07,5.520766983450305e-13,6.99943229572855e-11,1.6750602824319894e-13,2.1863508016307872e-09,0.021175085682620623,4.300825150811168e-06
0.012727292521295737,0.6966341584699076,3.76,0.0,0.35185348773080805,0.5392807103279543,0.564843028475981,9.65422651770822e-14,1.560559227158223e-10,0.0024362751715865457,0.0006421252750567775,6.338140400516955e-07,4.519088012899765e-05,0.00016090079667956784,0.2624056331128549,0.00658242346200907,1.5600524942492693e-05,5.549047644912698e-07,9.002129522358474e-06,0.05184990229510672,0.009039044426277029,1.2272333789679245e-05,0.3058534374131936,7.583349164180351e-05,3.4736181712139043e-12,7.425913923883403e-06,0.017597026210842304,7.177581673845037e-08,1.6428012510263957e-08,1.0280545802120796e-07,5.568662258553849e-13,7.034632426525723e-11,1.689592851058296e-13,2.2047191362642697e-09,0.0213222581764678,4.3653536316320515e-06
0.012741045016986386,0.6967647897927189,3.76,0.0,0.35039338861610636,0.5375188158586939,0.5668797558709672,1.0002045599337101e-13,1.5956246279727863e-10,0.002442027942514457,0.0006420565198776295,6.331161988590981e-07,4.548970890533997e-05,0.00016251579318804675,0.2632921380461922,0.006553069376955071,1.5714456235521363e-05,5.560011223084519e-07,9.061307932530081e-06,0.051835612431238826,0.009025495920495528,1.233731385075254e-05,0.30707248528242115,7.581860344576497e-05,3.482074514425987e-12,7.496249587690086e-06,0.017682713373907588,7.268295667655752e-08,1.6595507146060853e-08,1.0405852046801385e-07,5.617101975896164e-13,7.070032942895583e-11,1.704290622341394e-13,2.2232925390012363e-09,0.02147075411886565,4.431036628248332e-06
0.012754797512677035,0.6968960386015702,3.76,0.0,0.34892778177028555,0.5357475238788555,0.5689266028495341,1.0364080600379288e-13,1.631627620356064e-10,0.0024478043168636205,0.0006419700891439424,6.324032881286858e-07,4.579164552581211e-05,0.000164154150276498,0.2641821942015885,0.00652354696394166,1.5829580573086812e-05,5.570862411773278e-07,9.121014060514363e-06,0.0518201888270871,0.009011723760146074,1.2402685904097199e-05,0.3082977338480702,7.580095800578065e-05,3.490682781360938e-12,7.567495324315079e-06,0.017768811461342675,7.360352785776354e-08,1.6765559143252102e-08,1.0533233217489643e-07,5.666092941780868e-13,7.105633127494641e-11,1.7191556616104712e-13,2.2420735274151298e-09,0.021620589113636696,4.4978976682271405e-06
0.012768550008367683,0.697027907951245,3.76,0.0,0.34745664740170334,0.5339667660468715,0.5709836383042095,1.0740963975793326e-13,1.668596940096908e-10,0.0024536040819754727,0.0006418656474268307,6.316750409596509e-07,4.609672674289233e-05,0.00016581628257696332,0.26507581051762136,0.006493855914888074,1.5945911056205206e-05,5.581596773698238e-07,9.181251357474979e-06,0.05180361621187033,0.008997724936617813,1.2468448790224559e-05,0.30952922028888724,7.578050376772596e-05,3.499447917643143e-12,7.639665068488816e-06,0.017855322372885365,7.453775033693591e-08,1.693821738437416e-08,1.0662731830502711e-07,5.715641986225935e-13,7.14143214485818e-11,1.7341900414024729e-13,2.261064626145519e-09,0.021771778971864608,4.565960770756902e-06
0.012782302504058332,0.6971604008830471,3.76,0.0,0.3459799662079302,0.5321764738181981,0.5730509312189345,1.1133399595956818e-13,1.706562435047689e-10,0.0024594270083514898,0.0006417428538127064,6.309311854661624e-07,4.640498958069e-05,0.0001675026126310746,0.2659729954773261,0.00646399594256397,1.606346083161399e-05,5.592209755787768e-07,9.242023189314261e-06,0.05178587907278262,0.00898349640439852,1.2534601145718842e-05,0.3107669816687184,7.575718836770193e-05,3.508375022870481e-12,7.712772954567624e-06,0.01794224799237907,7.548584735140015e-08,1.7113531792976383e-08,1.0794391612816412e-07,5.765755996919206e-13,7.177429046233686e-11,1.7493958517773296e-13,2.2802683803038923e-09,0.021924339714926105,4.6352504538976915e-06
0.012796054999748981,0.6972935203802433,3.76,0.0,0.3444977193895987,0.5303765784556403,0.5751285506561626,1.1542117663251677e-13,1.7455545926193332e-10,0.002465272849402104,0.0006416013619103306,6.301714449436454e-07,4.6716471327587105e-05,0.00016921357102995556,0.26687375709743555,0.006433966781031469,1.618224309437438e-05,5.6026966880331e-07,9.303332825478417e-06,0.05176696165345575,0.008969035080992836,1.2601141401591023e-05,0.3120110549263727,7.573095862941567e-05,3.517469355070245e-12,7.786833307505669e-06,0.018029590186960234,7.644804568918025e-08,1.7291553283678335e-08,1.0928256539916523e-07,5.816441933506509e-13,7.213622762425985e-11,1.7647752046311422e-13,2.299687360479725e-09,0.02207828757545118,4.705791759778346e-06
0.01280980749543963,0.6974272694102875,3.76,0.0,0.3430098886787803,0.5285670110507086,0.5772165657304958,1.1967811192649072e-13,1.7856048400568397e-10,0.0024711413412632595,0.0006414408199445686,6.293955379056336e-07,4.703120942118589e-05,0.00017094959619964414,0.2677781029058501,0.00640376818644815,1.6302271023931112e-05,5.613052783406338e-07,9.365183421687404e-06,0.051746847950620546,0.00895433784693531,1.2668067744618698e-05,0.31326147685444844,7.570176055984453e-05,3.526736337156069e-12,7.861860636435438e-06,0.01811735080549545,7.742457548763872e-08,1.7472333821749516e-08,1.106437151710961e-07,5.86770677512946e-13,7.250012087314413e-11,1.7803302177224412e-13,2.319324142122618e-09,0.02223363899935022,4.777610257694888e-06
0.012823559991130279,0.6975616508959427,3.76,0.0,0.3415164563806175,0.5267477025557228,0.5793150455693749,1.241125017440798e-13,1.8267462253383419e-10,0.0024770322016251945,0.0006412608706677383,6.286031777147364e-07,4.734924147187593e-05,0.00017271113448198404,0.26868603990887613,0.006373399938257078,1.6423557790361383e-05,5.623273134534267e-07,9.427578019635881e-06,0.051725521709648795,0.008939401545980958,1.2735378112401746e-05,0.3145182840682283,7.566953934513761e-05,3.5361815578418997e-12,7.937869643552109e-06,0.01820553167628653,7.841566979953503e-08,1.7655926513293756e-08,1.1202783583465093e-07,5.919557516841528e-13,7.286595679578435e-11,1.7960630136646535e-13,2.3391813050885564e-09,0.022390410648414526,4.850732022726413e-06
0.012837312486820927,0.6976966677099153,3.76,0.0,0.34001740539958486,0.5249185838038045,0.5814240592885589,1.2873417921734575e-13,1.8690127501447304e-10,0.00248294512812334,0.0006410611510346313,6.27794072594148e-07,4.767060539861845e-05,0.00017449864103200432,0.26959757457096256,0.006342861840098932,1.654611663166022e-05,5.633352706237217e-07,9.490519551959425e-06,0.051702966421930396,0.008924222985138218,1.2803070223234512e-05,0.31578151298659873,7.563423934431855e-05,3.5458107804585053e-12,8.014875236404414e-06,0.01829413460558577,7.942156537030545e-08,1.784238554549402e-08,1.1343540310662252e-07,5.972001258558705e-13,7.323372069711995e-11,1.8119757470453722e-13,2.3592614681258057e-09,0.022548619401860887,4.925183670670053e-06
0.012851064982511576,0.6978323226879953,3.76,0.0,0.33851271926780196,0.5230795855322206,0.5835436759636234,1.335503419332901e-13,1.9124388785209527e-10,0.0024888797992894903,0.0006408412925899574,6.269679258936537e-07,4.7995339158054286e-05,0.00017631257908666705,0.2705127127923762,0.0063121537204783515,1.666996070790406e-05,5.643286340698208e-07,9.554010807974985e-06,0.05167916532207892,0.008908798934610006,1.2871141507251401e-05,0.3170511998097045,7.559580408794132e-05,3.5556299513920927e-12,8.092892496577803e-06,0.018383161375929484,8.044250239754623e-08,1.8031766152651785e-08,1.1486689321430781e-07,6.025045085935439e-13,7.360339626188345e-11,1.828070567836166e-13,2.3795672404821516e-09,0.022708282357915416,5.000992396693998e-06
0.012864817478202225,0.6979686186155237,3.76,0.0,0.33700238217547457,0.5212306384072873,0.5856739645997981,1.3856981237404078e-13,1.9570610188191793e-10,0.002494835873269136,0.0006406009213525295,6.261244357224617e-07,4.832348084907636e-05,0.00017815342004361847,0.27143145988546247,0.006281275433660906,1.6795103155031603e-05,5.653068754151543e-07,9.618054432735561e-06,0.05165410138522763,0.008893126128172207,1.2939589117079097e-05,0.3183273804956059,7.555417627991792e-05,3.5656451933317957e-12,8.171936688629818e-06,0.018472613744411233,8.147872383961932e-08,1.8224124769805107e-08,1.1632280705570239e-07,6.078696106832744e-13,7.397496564536272e-11,1.8443496329466878e-13,2.4001012390850755e-09,0.022869416835273857,5.0781859160307855e-06
0.012877194724323807,0.6980918352220072,3.76,0.0,0.33563823471228094,0.5195580223862961,0.5876004058480947,1.4327013877964218e-13,1.998274592669178e-10,0.0025002143388328686,0.0006403667350273179,6.253502121198424e-07,4.8621753784697056e-05,0.00017983357573111365,0.2722614217499277,0.006253339383786698,1.6908852318074836e-05,5.661739157403404e-07,9.676168042522097e-06,0.051630449833881015,0.008878805187417672,1.3001511149486549e-05,0.31948152486883313,7.551393359511276e-05,3.5748317684609973e-12,8.24396726519266e-06,0.018553486192621337,8.2424595114958e-08,1.8399841314676368e-08,1.1765443378156799e-07,6.127507095313913e-13,7.431098130507234e-11,1.8591601166634434e-13,2.4187791493758516e-09,0.02301571050847305,5.148867441660664e-06
0.01288957197044539,0.6982155751701222,3.76,0.0,0.33426948721132144,0.5178772410235359,0.5895355973174791,1.4815127657501728e-13,2.040515315137212e-10,0.0025056095651573955,0.0006401153449787721,6.24561463952424e-07,4.8922846117130566e-05,0.00018153626804399275,0.2730943135851637,0.006225265334799148,1.7023673336236434e-05,5.670278643231004e-07,9.7347328181902e-06,0.051605748597879926,0.008864277647517559,1.3063732998163231e-05,0.3206409839878988,7.547101491548342e-05,3.5841870162970326e-12,8.31685358285692e-06,0.018634706016652246,8.338322871290316e-08,1.8578059464485656e-08,1.1900663142413073e-07,6.176820951995097e-13,7.464849996566943e-11,1.8741231888071105e-13,2.437645984147492e-09,0.023163223261797882,5.220714570555373e-06
0.012901949216566972,0.6983398403658538,3.76,0.0,0.33289612965845256,0.5161882437467115,0.5914795890223794,1.532191317802382e-13,2.083811942016269e-10,0.0025110212567428835,0.0006398464668045659,6.237579602169828e-07,4.922678582558438e-05,0.0001832618587260202,0.2739301379305748,0.00619705323823095,1.713957568597812e-05,5.678683084233057e-07,9.793750358086791e-06,0.05157998471465657,0.008849541052554248,1.312625196981137e-05,0.32180578345193955,7.542537674142773e-05,3.593715805656777e-12,8.390607152013284e-06,0.01871627443623358,8.435480859448959e-08,1.875882274571418e-08,1.2037978169072747e-07,6.226642910262984e-13,7.49875051357859e-11,1.8892404373929232e-13,2.456703665914374e-09,0.02331196818524983,5.293748705704912e-06
0.012914326462688554,0.6984646326938903,3.76,0.0,0.3315181525627419,0.5144909800140166,0.5934324308381492,1.5848263945877382e-13,2.1281948874421604e-10,0.002516449102473897,0.0006395598124111276,6.229394663876996e-07,4.9533600936984536e-05,0.00018501071525138613,0.27476889686884304,0.006168703065132392,1.7256568807027218e-05,5.686948263900981e-07,9.853222138810622e-06,0.05155314504394129,0.008834592923380007,1.318906515810258e-05,0.32297594862997203,7.537697503095318e-05,3.6034231369783275e-12,8.465239597292662e-06,0.018798192649023677,8.533952085000016e-08,1.894217558078289e-08,1.217742875585198e-07,6.276978208993653e-13,7.532797913475137e-11,1.904513452233199e-13,2.475954118415311e-09,0.023461958517343267,5.367991606938837e-06
0.012926703708810137,0.6985899539871968,3.76,0.0,0.3301355469856804,0.512785399339695,0.5953941724706496,1.6395156180749116e-13,2.1736947990670093e-10,0.0025218927743731363,0.0006392550897999967,6.221057442868999e-07,4.984331952992715e-05,0.00018678321141868837,0.2756105920034638,0.006140214806990247,1.73746620970024e-05,5.695069870848886e-07,9.913149527087499e-06,0.051525216265765325,0.008819430757906345,1.3252169441590754e-05,0.3241515046377606,7.532576519699634e-05,3.6133141560245564e-12,8.54076267890975e-06,0.018880461828900498,8.633755417948636e-08,1.9128163125546598e-08,1.231905477087442e-07,6.327832122055503e-13,7.56699030989692e-11,1.919943833675725e-13,2.4953992765243256e-09,0.023613207646057028,5.443465437230594e-06
0.012937843230319561,0.6987031968944772,3.76,0.0,0.3288872376870818,0.5112432240799355,0.5971673902122437,1.690551115725653e-13,2.2156255595749466e-10,0.0025268053261761057,0.0006389651468209778,6.213421745536871e-07,5.0124571937644654e-05,0.00018839898346566394,0.2763706290002255,0.006114457321711649,1.7481894409057824e-05,5.702252926023704e-07,9.967474741776574e-06,0.05149913802379454,0.008805599721556532,1.3309209419291669e-05,0.3252141347460339,7.527723811089029e-05,3.6223774915161843e-12,8.609504752685424e-06,0.0189548051177873,8.724733101722637e-08,1.929784252362035e-08,1.244841134806992e-07,6.374048415194956e-13,7.597885774855176e-11,1.9339670472493296e-13,2.513067989090345e-09,0.023750419319059395,5.51246297129118e-06
0.012948982751828986,0.6988168709824518,3.76,0.0,0.32763516684524585,0.5096942345766412,0.598947892863785,1.7433708588019874e-13,2.258510541493735e-10,0.002531730155833077,0.0006386601111049213,6.205658955779732e-07,5.0408219335180974e-05,0.00019003449156524072,0.2771330456764691,0.006088588021109567,1.7590032152271604e-05,5.709312851256368e-07,1.0022170791800482e-05,0.051472156703015276,0.008791591414625662,1.3366479866297811e-05,0.3262811694703668,7.522636662064107e-05,3.631597840483071e-12,8.678986567823091e-06,0.019029434440318436,8.816819217957772e-08,1.946972734472589e-08,1.257959361856965e-07,6.420692874933703e-13,7.628895490804577e-11,1.9481201823544656e-13,2.5308973775325524e-09,0.02388867155463753,5.582492540982959e-06
0.01296012227333841,0.6989309774897416,3.76,0.0,0.32637932917735746,0.5081383942204167,0.600735716215245,1.798060381683727e-13,2.3023743849590057e-10,0.0025366669887347077,0.0006383397621240373,6.197767263381081e-07,5.0694282138634686e-05,0.00019169002042158654,0.2778978421396608,0.006062606943590527,1.7699082013435954e-05,5.716246311079275e-07,1.0077238379880263e-05,0.05144426221467523,0.008777403966368544,1.3423978007869487e-05,0.32735262652381053,7.517311709998882e-05,3.640979251886891e-12,8.749216919869119e-06,0.01910435059756916,8.910027935479074e-08,1.9643852250008017e-08,1.271263289671179e-07,6.467769333098327e-13,7.660017803174515e-11,1.9624044017836791e-13,2.548888844409871e-09,0.024027974425324627,5.653571114189224e-06
0.012971261794847835,0.6990455176205623,3.76,0.0,0.32511971982115745,0.5065756664919829,0.6025308958819794,1.8546874883458592e-13,2.3472417707184805e-10,0.0025416155380382213,0.0006380038768658612,6.189744834172857e-07,5.0982780740948834e-05,0.00019336585886642538,0.2786650181382236,0.006036514142543714,1.7809050618817987e-05,5.723049906219073e-07,1.0132678113030377e-05,0.05141544434884064,0.00876303549173123,1.348170090351758e-05,0.3284285234057206,7.511745557164973e-05,3.650525877236593e-12,8.820204682033709e-06,0.01917955437144548,9.004373543902508e-08,1.982025235950056e-08,1.2847559913132613e-07,6.515281634274598e-13,7.691250965456941e-11,1.9768208721736092e-13,2.567043796052206e-09,0.02416833810303135,5.7257159317326364e-06
0.01298240131635726,0.6991604925436751,3.76,0.0,0.3238563343506541,0.5050060149770282,0.6043334672870394,1.913311751452036e-13,2.3931385844911365e-10,0.0025465755048292324,0.0006376522299473998,6.181589809938358e-07,5.1273735496947446e-05,0.0001950622995111173,0.2794345730495502,0.006010309686706064,1.7919944536163963e-05,5.729720175673794e-07,1.0188490490127548e-05,0.0513856927735886,0.0087484840914908,1.3539645450207867e-05,0.32950887738862134,7.505934770964833e-05,3.660241962898779e-12,8.89195878406979e-06,0.01925504652369332,9.099870446685926e-08,1.9998963423973505e-08,1.2984406921603895e-07,6.563233594896841e-13,7.722593135352053e-11,1.991370751606188e-13,2.5853636271546394e-09,0.02430977285931734,5.798944499696679e-06
0.012992426885715742,0.6992643426583015,3.76,0.0,0.3227160555561619,0.5035873787768242,0.6059621305952586,1.967862550076916e-13,2.4353482241345883e-10,0.002551048979678151,0.0006373220832934643,6.174135364679518e-07,5.1537711551412583e-05,0.0001966069560122314,0.28012920561645693,0.005986630281153885,1.802054556608215e-05,5.735606512688283e-07,1.0239040561588627e-05,0.051358109396105606,0.008735229848992507,1.3591982338654344e-05,0.3304850208765984,7.500493036984577e-05,3.669134921845712e-12,8.957200127719852e-06,0.019323236636724073,9.186814036945984e-08,2.0161809311559607e-08,1.31092386310652e-07,6.606769406985398e-13,7.750892684874658e-11,2.004580660281854e-13,2.6019935929641886e-09,0.02443798848206005,5.86579149384564e-06
0.013002452455074224,0.6993685466702946,3.76,0.0,0.3215727123136376,0.5021630785467789,0.6075968352468665,2.0241627456000724e-13,2.4784330435308596e-10,0.002555531214143948,0.0006369788174746728,6.166570605112306e-07,5.180370825491386e-05,0.00019816875962251764,0.28082576328441217,0.005962860576423918,1.8121906022772115e-05,5.741379386003107e-07,1.0289892994391516e-05,0.05132975354050058,0.008721824483296501,1.3644493573111949e-05,0.331464800655544,7.49484779081226e-05,3.678171914291813e-12,9.023076098441176e-06,0.019391661460789272,9.274712638937649e-08,2.0326583334857158e-08,1.3235676297141122e-07,6.650667207320075e-13,7.77927746870629e-11,2.0179004097881362e-13,2.618759251595811e-09,0.02456708770801859,5.933543848478492e-06
0.013012478024432707,0.6994731053489956,3.76,0.0,0.32042630236982234,0.5007330880231092,0.6092376065902511,2.082274492469467e-13,2.5224134945484627e-10,0.002560021963066245,0.0006366222631790903,6.158894126690323e-07,5.207174029894747e-05,0.00019974793208607825,0.281524244777599,0.00593900065637952,1.8224030525969875e-05,5.747036137581777e-07,1.0341047915214361e-05,0.05130061741866757,0.008708266581623767,1.3697176507099107e-05,0.33244822879008085,7.488996458953397e-05,3.6873562562847596e-12,9.089593340541578e-06,0.01946032150509503,9.363577016762744e-08,2.0493312751202026e-08,1.3363744780276296e-07,6.694929750242227e-13,7.80774593012126e-11,2.031330835893957e-13,2.635661606784405e-09,0.02469707823286726,6.002214880017461e-06
0.013021501036855341,0.6995675120153656,3.76,0.0,0.31939190979241144,0.4994412097315213,0.6107195086315732,2.1361779533332781e-13,2.5627789243741426e-10,0.002564070707112274,0.0006362898614845666,6.15188860307863e-07,5.2314721440245395e-05,0.0002011842230727623,0.2821545217160386,0.005917449672574357,1.831659960378661e-05,5.752025698413187e-07,1.0387346009141739e-05,0.05127372127877834,0.008695932877274225,1.374473565735685e-05,0.3333364432786956,7.483551912273606e-05,3.695750946806465e-12,9.150012667397537e-06,0.019522317066360633,9.444389652569188e-08,2.064506391083297e-08,1.3480421531091213e-07,6.735080170151074e-13,7.833437744681336e-11,2.0435135386872456e-13,2.6509914312061833e-09,0.02481483817920434,6.0648154250183165e-06
0.013030524049277976,0.6996622070900731,3.76,0.0,0.31835503045477026,0.498144682132625,0.6122063633096348,2.1916495377661645e-13,2.6039022580950907e-10,0.002568125950443901,0.0006359464321188539,6.144790390798017e-07,5.255937365875918e-05,0.0002026349299914749,0.28278635437275385,0.00589582576849149,1.840979452207146e-05,5.756917014015111e-07,1.0433889128440182e-05,0.05124618095607695,0.00868347342562607,1.3792429518411946e-05,0.3342276310880061,7.477936426903712e-05,3.7042702549692605e-12,9.210961733912777e-06,0.01958450390394842,9.526001299249333e-08,2.0798441701873808e-08,1.3598458096302158e-07,6.775530259540377e-13,7.859194780590052e-11,2.0557871725411387e-13,2.6664335190731125e-09,0.024933332067076455,6.1281809832008105e-06
0.013048570074123245,0.6998524644460861,3.76,0.0,0.31627380798747656,0.49553760352686116,0.6151950027949027,2.3074990580184956e-13,2.688486636408662e-10,0.0025762551366267563,0.0006352259828119846,6.130311662764665e-07,5.305373349071849e-05,0.00020558026220188672,0.28405468056308547,0.0058523595476105365,1.859807474105503e-05,5.766396767446335e-07,1.0527710046564806e-05,0.05118914431733795,0.008658173086085344,1.3888212460848585e-05,0.3360189600986932,7.466184941162777e-05,3.721693053068168e-12,9.3344687926557e-06,0.019709452742894363,9.691653676376146e-08,2.111016003578291e-08,1.3838686286895523e-07,6.857337382401867e-13,7.910899312447063e-11,2.0806096415169465e-13,2.697657369296681e-09,0.025172544697074663,6.257247560248995e-06
0.013064463142173657,0.7000209834527046,3.76,0.0,0.31443263851878256,0.49322597556707637,0.6178436665985914,2.4152245334394913e-13,2.765647914811368e-10,0.002583434031709773,0.0006345537198327771,6.117242928372296e-07,5.3494751583616415e-05,0.00020822359560533724,0.28517682766812863,0.0058138383487586105,1.8765996349912867e-05,5.774400187928335e-07,1.0611148049842843e-05,0.051136721296095165,0.0086354644294799,1.397299214175515e-05,0.3376065063625271,7.455250465532274e-05,3.737475422191274e-12,9.445043676173692e-06,0.019820131497787233,9.840267823390416e-08,2.1390280008285e-08,1.40549438512432e-07,6.930396433302488e-13,7.956638383838787e-11,2.102777723053001e-13,2.7255349325837533e-09,0.02538570569848908,6.37354889195563e-06
0.013080356210224069,0.7001904040947561,3.76,0.0,0.31258374684500506,0.4908996467596472,0.6205079591136187,2.528606085672842e-13,2.845405780524297e-10,0.002590629982377862,0.0006338453445784226,6.103870722629228e-07,5.394110830743406e-05,0.00021091417447603907,0.28630377327408274,0.005775092398035427,1.8935905831912562e-05,5.782068015122995e-07,1.0695343255949079e-05,0.051082211778392166,0.008612350025516005,1.4058154538399692e-05,0.3392033972956155,7.443756880695329e-05,3.753683807255683e-12,9.557335380704908e-06,0.01993140831900307,9.991480372203721e-08,2.1675758884447416e-08,1.4275706149347432e-07,7.004414244217296e-13,8.00255929964371e-11,2.1252367291600706e-13,2.7537713294848754e-09,0.02560122986589664,6.492375852862076e-06
0.01309624927827448,0.7003607284854709,3.76,0.0,0.3107271348467707,0.48855851683859686,0.6231879748545291,2.64796947076989e-13,2.9278575817018577e-10,0.0025978417190875417,0.0006331001374715928,6.090188979812696e-07,5.439285932127399e-05,0.00021365296219733168,0.287435503277451,0.005736122391709454,1.9107819248347494e-05,5.789388340880903e-07,1.0780293397578219e-05,0.05102558228434725,0.008588824012201533,1.4143684891995985e-05,0.340809674542617,7.431693308451136e-05,3.770333695570009e-12,9.67137135840004e-06,0.020043284690999887,1.0145336250479584e-07,2.196671672185099e-08,1.450108393023373e-07,7.079401308642632e-13,8.048653510783321e-11,2.1479898441342436e-13,2.7823703547046368e-09,0.025819149809431344,6.613786810219587e-06
0.013112142346324893,0.7005319585562296,3.76,0.0,0.3088628070446995,0.4862024868169399,0.6258838065529777,2.7736612992048316e-13,3.0131044845378556e-10,0.00260506790290237,0.0006323173698757329,6.076191534621065e-07,5.4850059377106095e-05,0.00021644093910706545,0.28857200140770967,0.005696929111542724,1.9281752013197943e-05,5.796348969368029e-07,1.0865995516544371e-05,0.05096679881014321,0.008564880485371395,1.4229567434046621e-05,0.3424253780902278,7.419048748972653e-05,3.787441093693071e-12,9.787179210705879e-06,0.02015576196034337,1.0301880739793047e-07,2.2263276072908177e-08,1.4731190714102495e-07,7.155367957481596e-13,8.094911907518637e-11,2.1710402029872523e-13,2.811335736394584e-09,0.026039498548932647,6.7378412605036046e-06
0.013128035414375305,0.7007040959631232,3.76,0.0,0.3069907707243114,0.4838314591222415,0.6285955450009112,2.9060493401712944e-13,3.101251615669267e-10,0.0026123071228352805,0.0006314963043379794,6.061872123032713e-07,5.5312762197158085e-05,0.00021927910243500962,0.28971324913386504,0.005657513427936455,1.9457718831852136e-05,5.802937415233796e-07,1.0952445922852793e-05,0.050905826828372865,0.008540513501759063,1.431578534378236e-05,0.34405054615502,7.405812085716869e-05,3.805022540887127e-12,9.904786663140403e-06,0.020268841327174002,1.0461159440807823e-07,2.2565561996853456e-08,1.49661428507524e-07,7.23232433120643e-13,8.141324794965548e-11,2.1943908829353891e-13,2.840671125307021e-09,0.026262309511126052,6.864599826135766e-06
0.013143928482425717,0.7008771421185201,3.76,0.0,0.3051110360692478,0.4814453377433534,0.6313232788812172,3.045523713345382e-13,3.1924082720665424e-10,0.0026195578930165065,0.0006306361948480021,6.047224384187633e-07,5.5781020330946074e-05,0.0002221684662534153,0.29085922556504784,0.005617876303262446,1.9635733628043983e-05,5.809140902140338e-07,1.1039640147203987e-05,0.0508426312891705,0.008515717082416432,1.4402320699323743e-05,0.3456852150627756,7.391972090728197e-05,3.82309512540789e-12,1.0024221535893523e-05,0.020382523836020315,1.0623218229939125e-07,2.2873702082591808e-08,1.520605964349377e-07,7.310280347672541e-13,8.187881864960081e-11,2.2180448936186978e-13,2.8703800824884394e-09,0.026487616526053564,6.994124249324192e-06
0.013159821550476129,0.7010510981419393,3.76,0.0,0.30322361627724176,0.47904402836021137,0.6340670946181816,3.192499828559214e-13,3.2866880592862497e-10,0.0026268186500953312,0.0006297362871546069,6.032241861958513e-07,5.6254885019820145e-05,0.00022511006134185867,0.2920099073642037,0.0055780187947649705,1.9815809475214552e-05,5.8149463624762e-07,1.112757289800909e-05,0.050777176621963106,0.008490485215911314,1.4489154429872459e-05,0.34732941914237225,7.377517430294484e-05,3.841676497145023e-12,1.0145511713828034e-05,0.020496810367710283,1.078810321488718e-07,2.3187826446930767e-08,1.5451063363319532e-07,7.38924568152388e-13,8.234572171386701e-11,2.2420051709260154e-13,2.9004660716807252e-09,0.026715453823412415,7.126477379932775e-06
0.01317571461852654,0.701225964914184,3.76,0.0,0.3013285277407668,0.4766274385486175,0.6368270761420971,3.347418764497708e-13,3.384208969775118e-10,0.002634087749620322,0.0006287958190941279,6.016918002616074e-07,5.673440606753503e-05,0.00022810493494254507,0.2931652686140689,0.005537942058973266,1.9997958537374164e-05,5.820340434119399e-07,1.1216238022482933e-05,0.050709426739015996,0.00846481186328465,1.4576266270598028e-05,0.3489831905593002,7.362436672941013e-05,3.860784876858532e-12,1.0268685118752474e-05,0.02061170162665879,1.0955860701159814e-07,2.3508067713718183e-08,1.5701279235009083e-07,7.469229739628372e-13,8.281384106891412e-11,2.2662745695057516e-13,2.9309324497393826e-09,0.026945856026218244,7.261723164475901e-06
