Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983),CHO2(209)
0.22595426758072648,0.5653392854113652,3.76,0.0,0.695157830184569,0.7850290412480415,0.2793918137331664,1.0489081535543202e-20,2.0452501789991282e-15,0.00017510409402354165,0.0002556812043755178,7.255645207416662e-07,1.018882365353526e-06,1.81903005362998e-06,0.07327098176311514,0.010241874953077396,1.8444728966055054e-07,6.372166500904467e-08,8.705774021994405e-07,0.02987430488229122,0.010326659081790803,2.4861543717002204e-07,0.13156259343166268,0.00013574400585565535,6.9092386233917056e-15,4.0068854815942496e-08,0.00041226657785213095,2.2957291945417872e-12,2.296229724952114e-11,1.733579068417617e-10,6.315443477176053e-17,6.494386255649503e-12,1.9965282601164188e-17,7.856004994557337e-12,0.0039770518698008335,5.88852188814038e-10,4.6526831573448484e-06,1.0622183296460987e-14,1.7343176726199796e-17,9.398302757438947e-11,3.501374200599638e-13,3.6584423455765855e-05,9.170980088887208e-13,7.490656795244839e-16,5.293075753274344e-07,6.663350619548079e-06,3.8193200809494366e-15,8.26106066654007e-15,2.248427890596399e-09,1.3856598954929983e-10,3.8060684017563783e-06,8.688125942730707e-11,1.2936551078866723e-12,6.010792904532048e-20,2.4123443658435857e-24,6.534119973158659e-08,2.841658533295891e-28,1.0239465994391463e-10,2.4275851721640555e-13,3.138312413615767e-19
0.22652852922397013,0.5654042935880368,3.76,0.0,0.6939635604699227,0.7837007855713415,0.2810717689223553,1.0783663677240631e-20,2.084215027717669e-15,0.00017537909299159837,0.0002564052380201398,7.253910237229443e-07,1.0237796551437218e-06,1.8321650531954401e-06,0.07371678387774955,0.010242295202246302,1.8548734769822169e-07,6.39915681043925e-08,8.762807761980501e-07,0.030004649326882963,0.010324921410773878,2.501577414385883e-07,0.13244047969893794,0.00013629423015624377,6.940017996044139e-15,4.0483570770775235e-08,0.0004168235948453288,2.335839650930073e-12,2.3102955703839708e-11,1.7526769068629976e-10,6.373210696738121e-17,6.538695833730273e-12,2.0148039827726423e-17,7.9247830908482e-12,0.004024867554324183,5.99682247558605e-10,4.710894448922037e-06,1.0758431478398898e-14,1.7631707690323926e-17,9.474784244945653e-11,3.533367433037859e-13,3.6928775629949946e-05,9.260017518229054e-13,7.616266679955654e-16,5.313695475622666e-07,6.742348017046223e-06,3.885080988655368e-15,8.366557759524514e-15,2.259815341957736e-09,1.3945106996903078e-10,3.852374447483604e-06,8.77794053906665e-11,1.3156109137639901e-12,6.082367268380545e-20,2.4570759277174317e-24,6.652851016823035e-08,2.8943505965067374e-28,1.03712714104398e-10,2.4571200808857947e-13,3.167152700011491e-19
0.22710279086721377,0.5654695979025562,3.76,0.0,0.6927656296753937,0.7823665674923169,0.2827586016482349,1.1086602353944912e-20,2.1239034744186026e-15,0.00017565350897564056,0.00025712901667836364,7.252053979709346e-07,1.0286933097552304e-06,1.8453961990767266e-06,0.07416425277321907,0.01024257815157187,1.8653273959769077e-07,6.4261648672156e-08,8.820162389115283e-07,0.03013466199658889,0.010323030622959358,2.5170806227529246e-07,0.13332256562250352,0.0001368444735072619,6.9707348095407775e-15,4.090162359863562e-08,0.0004214162181171762,2.3765764536593945e-12,2.3244208271474164e-11,1.771958611294403e-10,6.431341000357671e-17,6.583172924650227e-12,2.033194652499465e-17,7.993977169258176e-12,0.00407317565711553,6.106942884315273e-10,4.7696452730546856e-06,1.0896009986545278e-14,1.7924352827860212e-17,9.551709363114379e-11,3.5657077563155306e-13,3.7273831887566774e-05,9.34930684644165e-13,7.743768131556254e-16,5.33432244508821e-07,6.821795854627859e-06,3.951826900361304e-15,8.473076523136453e-15,2.2712403993697465e-09,1.4033896135655555e-10,3.898945522302712e-06,8.867907442944543e-11,1.33795221815249e-12,6.154699257084302e-20,2.5025659946338715e-24,6.773352631695219e-08,2.947936147983488e-28,1.0504335250403182e-10,2.4868240304461563e-13,3.1961750248440167e-19
0.22767705251045742,0.5655351987987655,3.76,0.0,0.6915640421950309,0.7810263761078636,0.28445231922374636,1.1398119943849838e-20,2.1643279589110613e-15,0.000175927323005345,0.00025785248754892754,7.250075453167986e-07,1.0336231488854201e-06,1.8587240241548516e-06,0.07461338896209521,0.010242722294528038,1.8758346912784642e-07,6.453188415439996e-08,8.877838144296788e-07,0.030264335368105875,0.010320986734755249,2.532663741772229e-07,0.13420885920014586,0.00013739468196469808,7.001387523306852e-15,4.1323026126963066e-08,0.00042604453503909613,2.417947849924245e-12,2.3386049668078315e-11,1.791425480733413e-10,6.489833794968775e-17,6.62781502980165e-12,2.0517000828486883e-17,8.063586281209413e-12,0.004121980285486223,6.218910183274616e-10,4.828937277600908e-06,1.1034924385082255e-14,1.822115667393912e-17,9.629078157378004e-11,3.598399253500559e-13,3.761955552599303e-05,9.438839862661883e-13,7.87318453580258e-16,5.354954898847123e-07,6.901688520672339e-06,4.019569162773168e-15,8.580621076098278e-15,2.282702552131085e-09,1.412296577040138e-10,3.945777878341844e-06,8.958012280309766e-11,1.3606858758922568e-12,6.22779482544436e-20,2.548825667085836e-24,6.89564254699995e-08,3.0024282625171068e-28,1.0638661916299348e-10,2.5166946303795206e-13,3.2253791033910104e-19
0.22825131415370106,0.5656010966418088,3.76,0.0,0.6903588027551778,0.7796802008856086,0.2861529284826423,1.1718352608161318e-20,2.205501776192798e-15,0.00017620051602840086,0.00025857559703680306,7.24797368960784e-07,1.0385689859859522e-06,1.872149068748646e-06,0.07506419283247552,0.010242726124349042,1.886395389607968e-07,6.480225145484488e-08,8.935835323614984e-07,0.030393661896283324,0.010318789758950082,2.5483265218279786e-07,0.13509936814376083,0.00013794480065667663,7.031974595612174e-15,4.1747790911801577e-08,0.00043070862962319345,2.4599622004558238e-12,2.3528474416446312e-11,1.8110788560689326e-10,6.548688398328442e-17,6.672619572004253e-12,2.0703200591701897e-17,8.13360937053338e-12,0.004171285560434706,6.332752121961238e-10,4.888772043483025e-06,1.1175180097881539e-14,1.8522163770876146e-17,9.706890584934951e-11,3.6314461061809433e-13,3.796590942230952e-05,9.52860825323942e-13,8.004539471302531e-16,5.375591043811385e-07,6.982020269977355e-06,4.0883192065614905e-15,8.689195430107257e-15,2.294201247374866e-09,1.4212315261389592e-10,3.992867657330376e-06,9.04824054657015e-11,1.3838188476475066e-12,6.30166003271749e-20,2.5958664048486185e-24,7.019738509106292e-08,3.057840438696404e-28,1.0774255612814775e-10,2.546729419806145e-13,3.2547646065342624e-19
0.2288255757969447,0.5656672918305914,3.76,0.0,0.6891499164489243,0.7783280317056094,0.287860435726982,1.2047577104815623e-20,2.2474381326038954e-15,0.00017647306876362708,0.00025929829054735395,7.245747715980119e-07,1.043530628247967e-06,1.885671860210374e-06,0.07551666463408974,0.010242588134601393,1.8970095119404659e-07,6.507272712467575e-08,8.994154088253128e-07,0.0305226340128658,0.01031643970481795,2.564068671376366e-07,0.13599409984681834,0.00013849477372407723,7.062494488379178e-15,4.2175931728704755e-08,0.0004354085822035166,2.5026278431375515e-12,2.3671476812794565e-11,1.8309200436920364e-10,6.607904049480266e-17,6.7175838851060435e-12,2.0890543419199678e-17,8.204045286593099e-12,0.004221095617457607,6.448496336601856e-10,4.9491510765404764e-06,1.1316782393978479e-14,1.8827418738870666e-17,9.785146566910738e-11,3.664852504680485e-13,3.8312856008353124e-05,9.61860358126722e-13,8.137856563463242e-16,5.396229053378254e-07,7.062785187257758e-06,4.158088437627731e-15,8.798803473434956e-15,2.3057359923312196e-09,1.430194397073322e-10,4.040210900867284e-06,9.138577510607575e-11,1.407358210688626e-12,6.37630081103366e-20,2.643699582733381e-24,7.145658332111548e-08,3.114186076325345e-28,1.0911120414556497e-10,2.576925873980511e-13,3.2843311659037362e-19
0.22939983744018835,0.5657337847208354,3.76,0.0,0.6879373887402607,0.776969858867156,0.28957484671825545,1.2386133633644166e-20,2.2901498752013547e-15,0.00017674496172978587,0.000260020513192544,7.243396564872302e-07,1.0485078773508585e-06,1.8992929159602556e-06,0.07597080447526124,0.010242306820255733,1.9076770745114439e-07,6.534328736816226e-08,9.052794482879031e-07,0.030651244127087744,0.010313936578401798,2.579889866748726e-07,0.13689306137791118,0.00013904454443226485,7.0929456577998695e-15,4.260746190420988e-08,0.00044014446937476546,2.54595317501027e-12,2.381505091833464e-11,1.8509503205833362e-10,6.667479955276875e-17,6.762705245619232e-12,2.1079026813874757e-17,8.274892838533533e-12,0.004271414606054117,6.566170534870249e-10,5.010075806026677e-06,1.1459736395000024e-14,1.9136966501145375e-17,9.863845944784215e-11,3.6986226540523355e-13,3.8660357294396244e-05,9.708817296060512e-13,8.273159607343587e-16,5.416867067764667e-07,7.143977197746199e-06,4.228888267007369e-15,8.909448975653971e-15,2.3173062989787014e-09,1.4391851243838287e-10,4.0878035385777705e-06,9.229008180134338e-11,1.4313111595981195e-12,6.451723026588692e-20,2.6923365089795055e-24,7.273419654294982e-08,3.171478496019703e-28,1.1049260189050199e-10,2.607281396738299e-13,3.314078397219822e-19
0.229974099083432,0.5658005756301488,3.76,0.0,0.6867212254057047,0.7756056730264139,0.29129616675976305,1.2734224399057306e-20,2.33365048928942e-15,0.000177016175409732,0.0002607422090906317,7.24091928055028e-07,1.0535005302658703e-06,1.9130127602831808e-06,0.07642661234491589,0.01024188067777394,1.9183980845423224e-07,6.561390802076298e-08,9.111756591036312e-07,0.030779484630129104,0.010311280383366555,2.5957897889379107e-07,0.13779625952967237,0.00013959405531165542,7.123326550561364e-15,4.304239294144595e-08,0.0004449163644750529,2.589946735203646e-12,2.3959190651738113e-11,1.8711709942639998e-10,6.727415220577404e-17,6.807980849404022e-12,2.1268647955963414e-17,8.346150713824484e-12,0.004322246686942834,6.685803212896716e-10,5.071547595767831e-06,1.160404708048325e-14,1.9450851879799782e-17,9.942988492422271e-11,3.732760855831191e-13,3.9008374936858263e-05,9.799240756288278e-13,8.410472549853497e-16,5.437503199569387e-07,7.225590087594776e-06,4.300730169028115e-15,9.021135599376822e-15,2.3289115835366955e-09,1.4482036368643405e-10,4.13564141502895e-06,9.319517515297346e-11,1.4556849884056393e-12,6.527932626799773e-20,2.7417888582775718e-24,7.403040023873788e-08,3.2297314493096586e-28,1.118867862915443e-10,2.63779333766343e-13,3.34400586531694e-19
0.23054836072667564,0.5658676649227844,3.76,0.0,0.6855014326721965,0.7742354653551163,0.2930244004927565,1.3092038624007308e-20,2.3779540378737177e-15,0.00017728668992163393,0.0002614633214873256,7.238314895148028e-07,1.0585083789923014e-06,1.9268319232853055e-06,0.07688408806020777,0.01024130820546758,1.929172545426631e-07,6.588456449737771e-08,9.171040506426721e-07,0.030907347887988417,0.01030847111999569,2.611768116749245e-07,0.13870370069647167,0.00014014324790789779,7.15363561372173e-15,4.348073694408439e-08,0.0004497243361397238,2.634617111571068e-12,2.4103889817643132e-11,1.8915833948671054e-10,6.78770889142472e-17,6.853407848950223e-12,2.145940383968316e-17,8.417817528127796e-12,0.004373596036419719,6.8074232429737e-10,5.133567714319901e-06,1.1749719239095967e-14,1.9769119906154025e-17,1.0022573947415658e-10,3.7672714736178703e-13,3.935687007982537e-05,9.889865204449916e-13,8.549819482880605e-16,5.458135522156722e-07,7.307617452345429e-06,4.373625726872464e-15,9.133866856613836e-15,2.340551253283927e-09,1.457249862701452e-10,4.183720243323024e-06,9.410090089672623e-11,1.4804871340895338e-12,6.604935609406049e-20,2.7920684844552163e-24,7.534537185345899e-08,3.288958899584853e-28,1.1329379341484276e-10,2.668458962489016e-13,3.374113105724435e-19
0.2311226223699193,0.5659350528344157,3.76,0.0,0.6842780171380145,0.7728592274542256,0.29475955200888065,1.3459949465807348e-20,2.4230743408705145e-15,0.00017755648539381308,0.00026218379309971923,7.235582466200113e-07,1.063531207451652e-06,1.9407509162229013e-06,0.07734323129576529,0.010240587903579703,1.9400004492962445e-07,6.615523170617824e-08,9.230646169642102e-07,0.03103482624714815,0.010305508786239231,2.6278244809398054e-07,0.1396153909410255,0.00014069206282806012,7.183871302415654e-15,4.3922507676808945e-08,0.0004545684491626207,2.679972865103097e-12,2.4249141849974342e-11,1.9121888150743222e-10,6.848359956538137e-17,6.898983300146138e-12,2.1651291278144985e-17,8.489891827114725e-12,0.004425466842729557,6.931059258278831e-10,5.196137350430009e-06,1.1896757495534828e-14,2.0091815710028738e-17,1.0102601926247958e-10,3.802158874908261e-13,3.9705803458091576e-05,9.980681756826265e-13,8.691224592441286e-16,5.478762077440321e-07,7.390052734793231e-06,4.447586443748599e-15,9.24764612816128e-15,2.3522248011000607e-09,1.4663237302146573e-10,4.232035632797821e-06,9.500710368210421e-11,1.5057251512923274e-12,6.682737849776745e-20,2.8431871184361527e-24,7.667928803277558e-08,3.349174666153351e-28,1.147136561825843e-10,2.6992754707650904e-13,3.404399625565478e-19
0.23169688401316293,0.5660027396668724,3.76,0.0,0.6830509857937374,0.7714769513822716,0.2965016248153443,1.383829714136016e-20,2.4690248010958816e-15,0.00017782554177338616,0.0002629035658390912,7.232721045885315e-07,1.0685687936562754e-06,1.9547702342918436e-06,0.07780404157362078,0.010239718276017733,1.9508817798163976e-07,6.642588440598655e-08,9.290573355487544e-07,0.031161912034634576,0.010302393378331895,2.643958466705627e-07,0.1405313359712773,0.00014124043980692948,7.214032052497712e-15,4.436771564948103e-08,0.00045944876414676864,2.7260226643868487e-12,2.43949399809175e-11,1.9329884924191013e-10,6.90936723993353e-17,6.9447041217500046e-12,2.1844306563249327e-17,8.562371963202631e-12,0.004477863306053185,7.056740252227208e-10,5.259257607775282e-06,1.2045166273436026e-14,2.0418983950817934e-17,1.0183072019314572e-10,3.837427459140133e-13,4.005513541368671e-05,1.0071681405328942e-12,8.834712084469436e-16,5.499380873887998e-07,7.472889209596156e-06,4.5226237042946505e-15,9.362476642295598e-15,2.3639316502796704e-09,1.4754251594386757e-10,4.280583090825345e-06,9.591362718764515e-11,1.5314067190647016e-12,6.761345055356165e-20,2.8951565120664543e-24,7.803232032852861e-08,3.41039259135562e-28,1.1614640558185155e-10,2.7302399970055473e-13,3.4348648495875333e-19
0.23227114565640658,0.5660707256360858,3.76,0.0,0.681820345999153,0.7700886296328545,0.2982506218649384,1.4227236656432308e-20,2.5158199508128702e-15,0.00017809383882589223,0.00026362258106478643,7.229729693821594e-07,1.0736209120776886e-06,1.9688903940193128e-06,0.0782665182715569,0.010238697830620208,1.9618165166890815e-07,6.669649685789714e-08,9.350821983706889e-07,0.031288597560745694,0.010299124891305314,2.6601696923068525e-07,0.14145154115809447,0.00014178831779193332,7.244116294836257e-15,4.481637054749587e-08,0.0004643653376214694,2.7727753062622184e-12,2.4541277360663937e-11,1.9539837343624164e-10,6.970729556195714e-17,6.9905672388531994e-12,2.2038445957227814e-17,8.635256274531916e-12,0.004530789636664727,7.184496166465105e-10,5.322929508761306e-06,1.2194949846999706e-14,2.075066974356498e-17,1.0263983735452786e-10,3.873081737320015e-13,4.040482592818473e-05,1.0162855076379098e-12,8.980306424427153e-16,5.519989889723504e-07,7.5561200009539184e-06,4.598749115326109e-15,9.47836151014175e-15,2.375671122054832e-09,1.4845540678208838e-10,4.329358023948214e-06,9.682031237924545e-11,1.5575396335154246e-12,6.840763147445952e-20,2.9479887975376767e-24,7.940464143938567e-08,3.472626965923711e-28,1.1759207143361453e-10,2.7613496114138234e-13,3.465508198022602e-19
0.23284540729965023,0.5661390109652716,3.76,0.0,0.6805861054983744,0.7686942551527718,0.30000654553395517,1.462696578783224e-20,2.5634755441583635e-15,0.00017836135616220843,0.0002643407788869381,7.226607481775595e-07,1.0786873317346097e-06,1.983111927878044e-06,0.07873066061983605,0.010237525077228728,1.9728046314053636e-07,6.69670427185029e-08,9.411392094627279e-07,0.031414875118558186,0.01029570331851034,2.6764577977976835e-07,0.14237601152398582,0.00014233563488524073,7.274122481847258e-15,4.526848570860726e-08,0.0004693182220056674,2.8202396114623434e-12,2.4688146997335135e-11,1.9751759296472556e-10,7.032445709299041e-17,7.036569542111544e-12,2.2233705689011904e-17,8.708543081980406e-12,0.0045842500552099414,7.314357318665201e-10,5.3871539899947704e-06,1.2346112328564497e-14,2.1086918606635834e-17,1.0345336485480568e-10,3.909126327224207e-13,4.0754834558979144e-05,1.0254193607442768e-12,9.128032258396174e-16,5.540587072081739e-07,7.639738090029056e-06,4.67597445571138e-15,9.595303713879943e-15,2.387442578338687e-09,1.493710377224517e-10,4.378355727176127e-06,9.772699792576835e-11,1.5841318132193697e-12,6.920998242799493e-20,3.0016965506942242e-24,8.079642947820664e-08,3.5358926041434364e-28,1.1905068184483763e-10,2.7926013130556755e-13,3.4963290860646934e-19
0.23341966894289387,0.566207595838817,3.76,0.0,0.6793482724222525,0.7672938213495197,0.3017693976134773,1.5038107560149486e-20,2.6120051129045438e-15,0.0001786280733766727,0.0002650580991943086,7.223353484408985e-07,1.0837678111984254e-06,1.9974353024047535e-06,0.07919646769670215,0.010236198530068867,1.983846083265836e-07,6.723749557980909e-08,9.472283169970934e-07,0.031540736985295505,0.010292128652596638,2.692822272577513e-07,0.14330475173441046,0.00014288232814378262,7.304049060270833e-15,4.572407380856903e-08,0.0004743074655399186,2.8684243124831386e-12,2.4835541405196468e-11,1.9965662634862185e-10,7.094514247016254e-17,7.08270767706724e-12,2.243008117673237e-17,8.782230408052785e-12,0.004638248791899971,7.446352838174236e-10,5.451931900997911e-06,1.2498657596736761e-14,2.1427775003968948e-17,1.0427129653783533e-10,3.945565733526654e-13,4.110512050577673e-05,1.0345687662591481e-12,9.277914001705949e-16,5.561170336753455e-07,7.723736301952789e-06,4.754311003750903e-15,9.71330605483535e-15,2.3992455468307185e-09,1.5028940041399037e-10,4.427571398347885e-06,9.86335227238315e-11,1.6111912994070764e-12,7.002055805974284e-20,3.0562916045390213e-24,8.220785638792765e-08,3.600203445505711e-28,1.2052226145302844e-10,2.823992039018255e-13,3.527326800692122e-19
0.23399393058613752,0.5662764804228965,3.76,0.0,0.6781068553002668,0.765887322109775,0.30353917928688984,1.5460789080946103e-20,2.661422860521093e-15,0.00017889396981627526,0.0002657744814337208,7.219966782156705e-07,1.0888621075407767e-06,2.0118610068189597e-06,0.07966393842161311,0.01023471670989615,1.9949408310036145e-07,6.750782872355212e-08,9.533494828168303e-07,0.03166617542318811,0.01028840088612131,2.7092626460284526e-07,0.14423776608215466,0.00014342833391127037,7.33389443312688e-15,4.618314013800938e-08,0.00047933311193980305,2.9173384002110284e-12,2.498345304994258e-11,2.0181559575537196e-10,7.156933761601701e-17,7.128978340465503e-12,2.2627567979506206e-17,8.856316325326288e-12,0.004692790085887519,7.580513528410492e-10,5.5172640008593915e-06,1.2652589374610101e-14,2.1773284129243938e-17,1.0509362534477963e-10,3.9824045658948437e-13,4.1455642639387365e-05,1.0437327852437866e-12,9.429976420905879e-16,5.581737567841429e-07,7.808107293578487e-06,4.8337702926148195e-15,9.832371213100133e-15,2.411079261990986e-09,1.5121048525756675e-10,4.477000142238032e-06,9.953972258636459e-11,1.6387262597169616e-12,7.083941535998611e-20,3.1117860591608732e-24,8.363908722282684e-08,3.6655737419991516e-28,1.2200683361370898e-10,2.85551866703109e-13,3.5585006513629017e-19
0.23456819222938116,0.5663456648553631,3.76,0.0,0.6768618630667124,0.764474751808368,0.3053158911199778,1.58951840859859e-20,2.7117454123637988e-15,0.00017915902474616386,0.0002664898637384285,7.216446470111585e-07,1.093969972523885e-06,2.026389565714851e-06,0.0801330715551011,0.010233078142353809,2.0060888213467026e-07,6.777801472819776e-08,9.595026979020406e-07,0.03179118267975684,0.010284520011221076,2.7257785077660613e-07,0.1451750584831395,0.00014397358780595242,7.363657046901344e-15,4.664569672068342e-08,0.0004843952003255961,2.9669908844148047e-12,2.513187435529112e-11,2.0399464031683853e-10,7.219702772427902e-17,7.175378170440981e-12,2.2826161425977535e-17,8.930798815393073e-12,0.0047478781850482455,7.716870836815196e-10,5.583150955680355e-06,1.2807911190485418e-14,2.2123491191028142e-17,1.0592034328901713e-10,4.0196476287434276e-13,4.1806359451215916e-05,1.0529104721078822e-12,9.584244432323444e-16,5.602286617996679e-07,7.892843565991238e-06,4.914364101053203e-15,9.952501719302892e-15,2.422943007223225e-09,1.521342835056024e-10,4.526636951108592e-06,1.0044543212718185e-10,1.6667449909710272e-12,7.166661497848726e-20,3.168192992762249e-24,8.509029547058033e-08,3.7320188986842835e-28,1.23504420138184e-10,2.887178003061647e-13,3.5898499112822724e-19
0.23508502770830045,0.5664081873062109,3.76,0.0,0.6757383210482624,0.7631982435279381,0.3069208570214792,1.6296651337087633e-20,2.7578217462201777e-15,0.00017939683747600124,0.0002671328011553926,7.21316320718691e-07,1.098578439215758e-06,2.0395535998008e-06,0.08055671158097885,0.010231468197936033,2.0161674828865907e-07,6.802103346940178e-08,9.650679498084004e-07,0.031903314132196624,0.0102808963095691,2.740706886074865e-07,0.1460222823089119,0.00014446361940896642,7.390371360271983e-15,4.7064992788464837e-08,0.000488982266448497,3.0123168168320883e-12,2.5265882666814407e-11,2.0597304699712852e-10,7.276492337068248e-17,7.217245537906076e-12,2.3005837402240052e-17,8.99817029380036e-12,0.004797928510113064,7.84149558136844e-10,5.642924090231184e-06,1.2948892040593424e-14,2.244273119367178e-17,1.0666813519857708e-10,4.0535158969956957e-13,4.2122136424422283e-05,1.0611812823882842e-12,9.724991904536462e-16,5.620763418447386e-07,7.969412210980545e-06,4.987877984218293e-15,1.0061531994046606e-14,2.4336456171096445e-09,1.5296801451625742e-10,4.571483747431362e-06,1.0126001359719e-10,1.692382435179169e-12,7.241827318264014e-20,3.219749601742623e-24,8.641360599677276e-08,3.792750560993465e-28,1.2486339091455736e-10,2.9157821746411875e-13,3.618213549095842e-19
0.23560186318721973,0.5664709527851511,3.76,0.0,0.6746118978446773,0.7619168101309786,0.308531435833244,1.6708298529528782e-20,2.8046534097725072e-15,0.00017963393631477648,0.0002677748322208216,7.209770334068424e-07,1.1031974962182538e-06,2.0528016626948143e-06,0.08098169589214504,0.010229729031069681,2.0262891710312406e-07,6.826389030796792e-08,9.706590685143544e-07,0.03201508436719183,0.010277148578296154,2.7556955662848823e-07,0.14687297653355783,0.00014495294068705462,7.417016217861074e-15,4.748713014172039e-08,0.0004935989006240391,3.05825470013191e-12,2.540029128304985e-11,2.0796789873567212e-10,7.333562447348515e-17,7.2592120720760766e-12,2.3186401724028763e-17,9.065859576601179e-12,0.004848428302201517,7.967946883963739e-10,5.703147471343673e-06,1.3091003777748326e-14,2.2765845508182273e-17,1.0741946869993528e-10,4.087718844776145e-13,4.24380064060533e-05,1.069461678012037e-12,9.867564169133407e-16,5.639222118259517e-07,8.046264861856265e-06,5.06232838775502e-15,1.0171428720807026e-14,2.4443715912699834e-09,1.5380392859715434e-10,4.616491138832887e-06,1.020739398357077e-10,1.7184247910288807e-12,7.317677340008827e-20,3.2720641861536953e-24,8.775335659340484e-08,3.854375085901783e-28,1.2623293051745848e-10,2.944488776986474e-13,3.646718016199748e-19
0.23611869866613902,0.5665339613363606,3.76,0.0,0.6734826008210113,0.760630448557554,0.3101476266547617,1.7130184542472847e-20,2.8522528365738754e-15,0.00017987030588429307,0.00026841591056594804,7.206267209181374e-07,1.1078269500400254e-06,2.0661341255351893e-06,0.08140802324635045,0.010227859579606877,2.036453829386562e-07,6.850656452223574e-08,9.76276033848297e-07,0.03212648770704268,0.010273276812526155,2.770744204989072e-07,0.1477271432064403,0.0001454415029040256,7.443590474263695e-15,4.791211503498304e-08,0.0004982451216537003,3.1048112321421806e-12,2.5535094221514914e-11,2.0997929444453402e-10,7.390911832692147e-17,7.30127515367976e-12,2.33678503811251e-17,9.133864964842546e-12,0.00489938067321297,8.096248480694268e-10,5.763821384878943e-06,1.3234248543345981e-14,2.3092866873990882e-17,1.0817433636915694e-10,4.12226008467077e-13,4.275393841858217e-05,1.0777509494309648e-12,1.0011979547210704e-15,5.657661087447812e-07,8.123395732386334e-06,5.137723858764571e-15,1.0282193411034187e-14,2.4551203241736757e-09,1.5464201849411084e-10,4.661655264854874e-06,1.0288708722898528e-10,1.7448783782243636e-12,7.394215898727874e-20,3.32514648573386e-24,8.910966880128805e-08,3.916903944905588e-28,1.2761305008678603e-10,2.973295347822154e-13,3.675362687388516e-19
0.2366355341450583,0.5665972129853947,3.76,0.0,0.6723504376166612,0.7593391560875613,0.3117694281588928,1.7562617192084522e-20,2.9006327132707292e-15,0.00018010593073365078,0.0002690559889794456,7.202653192652671e-07,1.1124666023109226e-06,2.079551350385744e-06,0.0818356922928083,0.010225858785031058,2.04666139470998e-07,6.874903511574297e-08,9.81918817528304e-07,0.03223751846721806,0.01026928100792992,2.785852428056252e-07,0.1485847841153688,0.00014592925674752094,7.470093005868921e-15,4.83399573441298e-08,0.0005029209451786735,3.151993061917694e-12,2.5670285351055384e-11,2.120073327720508e-10,7.448539127814632e-17,7.343432087182291e-12,2.3550179063633612e-17,9.202184647807827e-12,0.0049507887389466645,8.226423744345493e-10,5.8249460506622424e-06,1.3378628326575154e-14,2.342382775753283e-17,1.0893273048574482e-10,4.157143254771245e-13,4.3069901243819696e-05,1.086048379723847e-12,1.0158256344474404e-15,5.676078676061426e-07,8.200798946386806e-06,5.214072874255021e-15,1.0393827457080616e-14,2.465891321878958e-09,1.5548227725072858e-10,4.7069721890415646e-06,1.0369933107138165e-10,1.771749604418958e-12,7.471447219686235e-20,3.379006177858602e-24,9.048266711165025e-08,3.9803485382490053e-28,1.2900375942071572e-10,3.0021993764000594e-13,3.7041468901268665e-19
0.2371523696239776,0.5666607077382996,3.76,0.0,0.6712154161456122,0.7580429303423345,0.31339683858903733,1.8006243195031888e-20,2.94980205061359e-15,0.00018034079536611642,0.000269695020621991,7.198927650852684e-07,1.117116247418416e-06,2.0930536214516415e-06,0.08226470156827771,0.010223725595318953,2.0569118028944201e-07,6.89912811602708e-08,9.87587325493062e-07,0.03234817095680078,0.010265161161411646,2.801019694685962e-07,0.1494459007815523,0.00014641615228472535,7.496522653708143e-15,4.87706619529933e-08,0.0005076263836136345,3.1998067909106943e-12,2.5805858039687825e-11,2.1405208374461855e-10,7.506442935771058e-17,7.385680067084655e-12,2.3733383361688606e-17,9.27081678020798e-12,0.005002655618844296,8.358494624392827e-10,5.886521622809276e-06,1.3524144978086085e-14,2.3758760655166837e-17,1.0969464287104247e-10,4.1923717630857067e-13,4.3385863495847124e-05,1.0943532392204914e-12,1.0306412736522884e-15,5.694473213926299e-07,8.278468509289798e-06,5.2913834267350954e-15,1.0506332133533171e-14,2.476684242874773e-09,1.5632469695699356e-10,4.75243792594249e-06,1.0451054599147435e-10,1.7990449644927437e-12,7.54937480291715e-20,3.433651548184679e-24,9.187246842842232e-08,4.0447186293447995e-28,1.3040506502796613e-10,3.0311983207207175e-13,3.7330699361494844e-19
