Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635),S(1002),CH2O3(747),CO2(213),C2O3(1082),C3H5(202),C2O3(290),C3H5(167),C3H3(983)
7.924744910827989e-13,0.8741567546184978,3.76,0.0,0.7451402327708411,0.9999999998628436,4.744190913544928e-22,3.267930282100264e-32,2.7147105219486486e-21,2.9071942514352574e-10,1.371557342705085e-10,4.8683596526015745e-19,1.649404092800826e-16,1.5356268718653927e-10,8.374620577725313e-15,3.233079422286729e-18,1.1036316956317366e-15,8.228256518017507e-19,5.595118740397966e-23,3.651461272478226e-26,6.708292991188245e-25,2.137694709181642e-25,4.822425243832266e-25,1.8593211778885216e-18,1.8199388214130632e-36,1.6800994892814269e-35,2.731432611021852e-40,1.7425478155025043e-53,7.952871797485376e-15,3.4345379712946324e-19,3.61778666860449e-30,1.6732842151802415e-31,5.943793753853484e-29,1.2199575597081774e-23,5.271135446173574e-25,4.336667962994977e-46,5.1841124473983316e-43,4.447584564827569e-51,9.295033664307564e-55,1.485184799730137e-40,1.9733402227565454e-28,1.0827530441385763e-55,2.575237477067659e-57,1.1123004253941787e-47,2.633981029181838e-29,5.349382876174571e-57,2.2514932396128434e-56,3.386595252050138e-48,2.6011395993262154e-25,7.040569772401083e-35,8.780348279273668e-55,4.240191670628109e-62,9.233458109036335e-50,3.5432574747973974e-37,6.020884890316782e-70,4.045913061655654e-59,8.703132879286898e-70,2.1001246047842718e-58,6.123760722906902e-63
1e-12,0.8741567546306904,3.76,0.0,0.745140232694708,0.9999999998269264,9.36423118964341e-22,6.45135799428494e-32,4.314209618925813e-21,3.66850336547336e-10,1.730727397988158e-10,7.736748466944569e-19,2.621244738743934e-16,1.9377600168276417e-10,1.0705601588586589e-14,5.138060486270799e-18,1.445839011316341e-15,1.3076183992695857e-18,8.89357083057926e-23,7.207483537952105e-26,1.0860408939906935e-24,4.219372826248583e-25,9.518505162200115e-25,2.954847455874783e-18,4.3744028061296494e-36,4.119592695105233e-35,7.899686087453137e-40,5.879622485788842e-53,1.0035355569201817e-14,5.458081406445318e-19,7.14077167120626e-30,3.302917955549652e-31,1.17279286772458e-28,2.4075153994744437e-23,1.0447148167862543e-24,1.2690799271810573e-45,1.4559177922481163e-42,1.4669813322002376e-50,3.078212683908979e-54,3.687594812464706e-40,3.8946949005024417e-28,3.777387906127539e-55,8.747049728648775e-57,3.2650185753665996e-47,6.143642715241561e-29,1.8768549997064062e-56,7.419932427575779e-56,9.910841403467837e-48,5.1341090132967e-25,1.6925527898717243e-34,2.982745160803432e-54,1.6398008840380387e-61,2.8394749008669186e-49,8.525460667920127e-37,1.9872833590348876e-69,1.5796683313821595e-58,2.7683292222405163e-69,8.191376176960453e-58,2.386954283858465e-62
1.1887120725189579e-12,0.8741567546306904,3.76,0.0,0.7451402326254769,0.9999999997942653,1.3565437008497504e-21,9.346188824553346e-32,5.768704496002312e-21,4.360795226302011e-10,2.0573365260556873e-10,1.0345100571556593e-18,3.504982181003426e-16,2.303437371916891e-10,1.2825265141549963e-14,6.870343551468508e-18,1.7570231742221008e-15,1.7484617664014607e-18,1.189299838669213e-22,1.0441130982753108e-25,1.463611058791179e-24,6.1123342931967225e-25,1.378885717209898e-24,3.951057683217257e-18,6.697289256311708e-36,6.337931159465309e-35,1.2599406280548956e-39,9.641646437778813e-53,1.1929049653356559e-14,7.298178450282831e-19,1.034437687985288e-29,4.784815589226253e-31,1.6987696957386004e-28,3.4874139736195767e-23,1.5153924183933574e-24,2.028757829723202e-45,2.3084337287394143e-42,2.396533551874113e-50,5.03212856951653e-54,5.690343102100128e-40,5.6418672128280865e-28,6.227737899923528e-55,1.4359350053899202e-56,5.222579868675155e-47,9.335132446178503e-29,3.0971188853724702e-56,1.211982149633518e-55,1.5843625374372814e-47,7.437449504938209e-25,2.5914355077184744e-34,4.896650834575697e-54,2.7453646710546585e-61,4.5818953563932154e-49,1.3055997155653225e-36,3.246901977125973e-69,2.648217551933691e-58,4.4942785886911616e-69,1.3730419133257233e-57,4.000656300055198e-62
1.5849496539551169e-12,0.8741567546428831,3.76,0.0,0.7451402324801127,0.9999999997256869,2.8613461981210605e-21,1.971841006339958e-31,9.840642782562688e-21,5.814397771319618e-10,2.74311566779963e-10,1.7647264782326723e-18,5.979083982612512e-16,3.0712457199175016e-10,1.743390757746738e-14,1.1720074270871097e-17,2.471359238258732e-15,2.982602510866496e-18,2.0293692097848834e-22,2.202382074606401e-25,2.5601640151949932e-24,1.2892420407506873e-24,2.9084184402080443e-24,6.7400388653666005e-18,1.6983457163771509e-35,1.6761971477306229e-34,3.8217544059682454e-39,3.371940273269236e-52,1.5905070670575803e-14,1.2449494716282045e-18,2.1818838704086738e-29,1.0093196258948267e-30,3.581698106494673e-28,7.354239598885968e-23,3.212040167129433e-24,6.544721294938787e-45,7.82822620561577e-42,9.00557626263033e-50,1.8844478406244375e-53,1.5156604399459593e-39,1.18990821105418e-27,2.4435427177137222e-54,5.4136489171698105e-56,1.6920657967292714e-46,2.313994793881338e-28,1.2287230968067036e-55,4.558338353515569e-55,5.111811345178785e-47,1.5687381483304576e-24,6.572537639627706e-34,1.8463244235184124e-53,1.1429429643283861e-60,1.9381409647479046e-48,3.314595772269734e-36,2.2028212075835733e-68,1.1546891496072485e-57,2.46341425739341e-68,5.981265707798661e-57,1.6776019393982172e-61
2.377424816827435e-12,0.8741567546672688,3.76,0.0,0.7451402321893839,0.9999999995885299,7.815237896665169e-21,5.388541212893796e-31,2.037349262627528e-20,8.721606546400024e-10,4.114673853639019e-10,3.653551769769406e-18,1.2378920961547027e-15,4.6068573652069764e-10,2.7022002408856043e-14,2.426518598602147e-17,4.04306344285368e-15,6.1748654556095104e-18,4.203729087148701e-22,6.015633940178401e-25,5.54361614694075e-24,3.521199874423635e-24,7.943562662965358e-24,1.3954390032754974e-17,5.938324240430422e-35,6.518071696917517e-34,1.7561275214897745e-38,1.9081407411534532e-51,2.3856744634207878e-14,2.577392224471376e-18,5.959196043826852e-29,2.757143994228928e-30,9.775913431450548e-28,2.0078856566143222e-22,8.844179136247339e-24,3.6022503964965864e-44,4.746907306619058e-41,6.405246594938928e-49,1.3270504626086527e-52,5.980907154833613e-39,3.249439493787204e-27,2.0164734327466734e-53,3.931816195460892e-55,9.404562591604602e-46,7.888558423850094e-28,1.0392431597828177e-54,3.2500726642245693e-54,2.81456967251915e-46,4.284549598138208e-24,2.2985147739194207e-33,1.3412034227897008e-52,9.499446951700668e-60,1.7453830397228624e-47,1.1610828912908013e-35,4.44397081611711e-67,1.1206769383994685e-56,3.4584293449673725e-67,5.797281729517086e-56,1.409941148635663e-60
3.169899979699753e-12,0.8741567546916543,3.76,0.0,0.7451402318986543,0.9999999994513729,1.635211175599988e-20,1.128001066775801e-30,3.4649473309014957e-20,1.1628821095477815e-09,5.486231886475311e-10,6.213588127027217e-18,2.1053279759045483e-15,6.142461096691167e-10,3.7191108090325735e-14,4.12691449790133e-17,5.8388795870749795e-15,1.0501449170997973e-17,7.153146693552876e-22,1.2587130097779708e-24,9.840440706247583e-24,7.367304822127485e-24,1.662016140366567e-23,2.3732753812594094e-17,1.483582413969945e-34,1.730484819752007e-33,5.283013750622779e-38,6.567024454676265e-51,3.1807841899463164e-14,4.3832786167210175e-18,1.2468247741686489e-28,5.769684909360742e-30,2.0441841760158898e-27,4.1997113876012584e-22,1.8636876776629305e-23,1.1560065023169876e-43,1.5853705999641076e-40,2.4400920684277732e-48,5.036323729502514e-52,1.6270282777278626e-38,6.797858291353905e-27,7.891320748505259e-53,1.4454473720711726e-54,3.035583464611528e-45,1.9414831417729572e-27,4.1153786170622276e-54,1.239334993997222e-53,9.034664752008687e-46,8.96441203346068e-24,5.743499348468881e-33,4.931615261324455e-52,3.940648038158715e-59,6.883941641597387e-47,2.905254271770617e-35,2.304806087393792e-66,4.720551962619558e-56,1.5968060345857887e-66,2.4403312405974015e-55,5.90577688712812e-60
3.962375142572071e-12,0.8741567547160398,3.76,0.0,0.7451402316079243,0.9999999993142155,2.976841240586818e-20,2.0544903706374182e-30,5.293577956405236e-20,1.4536041830975503e-09,6.857789755379267e-10,9.49272916596556e-18,3.2164617782736208e-15,7.678056349141208e-10,4.798272243839779e-14,6.305058129236872e-17,7.874813222664176e-15,1.604324710489717e-17,1.0934197433072106e-21,2.2914968486018804e-24,1.5679919370244623e-23,1.3411483208022358e-23,3.0255570505218585e-23,3.625827011740496e-17,3.14694488141883e-34,3.83535177129833e-33,1.3159753583548634e-37,1.8496625617654365e-50,3.975832131641928e-14,6.696361133398934e-18,2.269725409579112e-28,1.0505099675104424e-29,3.7190208371981924e-27,7.642717220818767e-22,3.4171811709654177e-23,3.0204588713904004e-43,4.268606738130824e-40,7.386459587752715e-48,1.5202364822283562e-51,3.7460709907129855e-38,1.2373285701980017e-26,2.4840473194439218e-52,4.300292707008098e-54,7.981641564954797e-45,4.072807986826672e-27,1.3134201979450297e-53,3.754499030758401e-53,2.3612445021838575e-45,1.6318815604108583e-23,1.2185712437153601e-32,1.467448803919613e-51,1.2903720236102414e-58,2.1702007714180067e-46,6.172463918465471e-35,9.769217373420887e-66,1.6124933007795229e-55,5.929071630331217e-66,8.330632791995586e-55,1.953237673434088e-59
5.547325468316707e-12,0.874156754764811,3.76,0.0,0.7451402310264622,0.9999999990399,7.859734521857109e-20,5.4310048238407384e-30,1.0179011023862305e-19,2.0350502249785715e-09,9.600904991089837e-10,1.82531562469006e-17,6.185125119930753e-15,1.0749220884626276e-09,7.147255946134893e-14,1.212469342881602e-16,1.268209919085832e-14,3.08479410248116e-17,2.105146355312677e-21,6.0504701418657794e-24,3.2980971216705226e-23,3.5407283904179097e-23,7.987781653794436e-23,6.972329436889208e-17,1.1519003613055854e-33,1.468309297292771e-32,7.086368082220296e-37,1.459819297251827e-49,5.565738808589104e-14,1.2875533775067681e-17,5.992222308998313e-28,2.774812165762185e-29,9.802494647651592e-27,2.0159607782101598e-21,9.198084360566055e-23,1.6893778983630464e-42,2.3928070718699142e-39,6.320466306415836e-47,1.2984447087834466e-50,1.674124507543286e-37,3.265502755466445e-26,2.3946183980025128e-51,3.554320258337764e-53,4.568922047414368e-44,1.462944507086228e-26,1.3278375049266788e-52,3.2160188663259654e-52,1.3218577597633384e-44,4.3082482252474244e-23,4.4646409364085914e-32,1.2140712117163014e-50,1.554938369920778e-57,1.7875906365904683e-45,2.271714973783694e-34,1.8265191339105706e-64,2.1446748486245142e-54,7.43496577835282e-65,1.1052679525225033e-53,2.4949222674917984e-58
7.132275794061343e-12,0.8741567548135821,3.76,0.0,0.7451402304449977,0.9999999987655835,1.6295177410139483e-19,1.1271871731009607e-29,1.669299061311071e-19,2.6164987794837447e-09,1.2344019560977505e-09,2.9933493459439935e-17,1.0143562154770602e-14,1.3820350982907907e-09,9.749068946580351e-14,1.9884928208842925e-16,1.846459266754524e-14,5.058630996223084e-17,3.4564297492761025e-21,1.2544465470867573e-23,5.854465637886063e-23,7.340256533558563e-23,1.6559578947199427e-22,1.1434590297776596e-16,2.9887240756394835e-33,3.8861313933000765e-32,2.317339909238312e-36,5.881887108353137e-49,7.155394609209712e-14,2.1113718950964816e-17,1.2422388062371009e-27,5.755000649984862e-29,2.0291583466292406e-26,4.1759568609815934e-21,1.9398754220511046e-22,5.583808560156774e-42,7.988627692842001e-39,2.6050829848205193e-46,5.347559209101455e-50,4.966589726524451e-37,6.767564537346886e-26,1.0321723197817998e-50,1.434048138056989e-52,1.5340904584079713e-43,3.7583784657402903e-26,5.870247991300056e-52,1.3262715419234553e-51,4.3719001406032665e-44,8.931326644655926e-23,1.1593406865880082e-31,4.901359018769902e-50,7.429848736699374e-57,7.348610103231533e-45,5.920848225558431e-34,1.0791597568830237e-63,1.0562797712650583e-53,3.7507976775026855e-64,5.437777080433985e-53,1.2299805521329876e-57
1e-11,0.8741567549111244,3.76,0.0,0.7451402293929204,0.9999999982692477,4.4939898363194655e-19,3.1155109471197014e-29,3.2616752974779333e-19,3.668547028004802e-09,1.730726240980501e-09,5.848520400120825e-17,1.9820907131944583e-14,1.937700173797884e-09,1.5099123210174466e-13,3.885788973546608e-16,3.140520534145268e-14,9.883181536301428e-17,6.769189053826239e-21,3.4597486998380114e-23,1.3132295821498092e-22,2.0240121744352253e-22,4.566262050429767e-22,2.234369663859693e-16,1.186646012668586e-32,1.5592492115739723e-31,1.3812749367811346e-35,5.385871196439452e-48,1.0030995305631648e-13,4.1249063172823343e-17,3.4253267364577334e-27,1.5883929466439535e-28,5.577218578589198e-26,1.1494815567343284e-20,5.5484923892529355e-22,3.2968072531933106e-41,4.6805764661904826e-38,2.3619345746196366e-45,4.852387997735787e-49,2.53187060086124e-36,1.864812499115832e-25,1.0726675582771405e-49,1.2763234721340143e-51,9.447216777049347e-43,1.4745046791462664e-25,6.48983324377292e-51,1.2037395985272414e-50,2.585545767905075e-43,2.4626937478217564e-22,4.6128087875263645e-31,4.370850086393553e-49,9.434047553934643e-56,6.390716518701524e-44,2.3773446007009294e-33,2.1766812037502147e-62,1.4879663649016657e-52,5.081571658226329e-63,7.637084709005314e-52,1.7363200040848874e-56
1.0302176445550615e-11,0.8741567549111244,3.76,0.0,0.7451402292820609,0.9999999982169478,4.896209250648477e-19,3.394900724474793e-29,3.460505462933395e-19,3.779403425278294e-09,1.7830246703542614e-09,6.205019710097646e-17,2.102929836473908e-14,1.99625078845001e-09,1.571106164299606e-13,4.122707389993727e-16,3.295467030890766e-14,1.0485560181433255e-16,7.183358975774027e-21,3.769413658244115e-23,1.4098147064456533e-22,2.2051380464739494e-22,4.974898237011341e-22,2.3705897939523363e-16,1.3218575184748536e-32,1.7375995044935529e-31,1.5668019694669487e-35,6.191288396739282e-48,1.0333953898606982e-13,4.3763054182005124e-17,3.731850895856808e-27,1.7306556101090911e-28,6.074874314234811e-26,1.2521866663998277e-20,6.060986396064129e-22,3.7379240068689316e-41,5.304834158544571e-38,2.714223829603583e-45,5.576272616175175e-49,2.8543072759192664e-36,2.0315889444426175e-25,1.236783987291941e-49,1.466046836874231e-51,1.072843177065752e-42,1.641533844520944e-25,7.492966841313709e-51,1.3833176186346064e-50,2.9316824720974575e-43,2.6830732034865307e-22,5.139010393145719e-31,5.0208316264982705e-49,1.0922058764035736e-55,7.335477762168683e-44,2.6498523544602237e-33,2.5376903601336088e-62,1.725895769905737e-52,5.889741662374188e-63,8.85781710467295e-52,2.014033498294124e-56
1.664197774852916e-11,0.874156755106209,3.76,0.0,0.745140226956157,0.9999999971196651,2.105015880842618e-18,1.4667571093474896e-28,8.996000180327773e-19,6.1052428635824045e-09,2.8802692999751654e-09,1.6129158514466498e-16,5.4675858813388163e-14,3.224640852465717e-09,3.06683962431409e-13,1.0720235504733427e-15,7.363432142019348e-14,2.725229094661064e-16,1.877210604813173e-20,1.6207181187525257e-22,4.730049785045292e-22,9.476809731749922e-22,2.138125955603204e-21,6.163543018415949e-16,9.69890599006683e-32,1.2654582282612567e-30,2.0474662750605573e-34,1.495867096054624e-46,1.668806461087011e-13,1.1373281622112359e-16,1.6037239278999305e-26,7.4539181217306135e-28,2.590853280974256e-25,5.3591790719784316e-20,2.8261324015818474e-21,4.6481649433636815e-40,6.449956877588791e-37,6.083333781190806e-44,1.2539391037201908e-47,3.080676400199855e-35,8.716650959035724e-25,3.508381375312685e-48,3.2115239819192383e-50,1.4587223741498555e-41,1.1917550621476762e-24,2.3093497735027834e-49,3.107187666560308e-49,3.658907982472354e-42,1.1530311348235801e-21,3.790445018447533e-30,1.1051397974789764e-47,3.6577456282729743e-54,1.5125757616009966e-42,1.9971750278199737e-32,1.5281287007556856e-60,6.905087386940277e-51,2.194890495718221e-61,3.522828833196793e-50,8.388301785563377e-55
2.932158035448625e-11,0.8741567554963786,3.76,0.0,0.745140222304227,0.9999999949250545,1.1853325166981497e-17,8.340705758236289e-28,2.787485158935844e-18,1.075704232454978e-08,5.074755363559524e-09,4.996770155757896e-16,1.6946677527582476e-13,5.6812557276670724e-09,7.271560333316748e-13,3.323521737271142e-15,2.0178495232756101e-13,8.440392504344751e-16,5.879179488958549e-20,9.127820143031918e-22,2.144485837713489e-21,5.332022578626127e-21,1.2031242554131183e-20,1.910407334194043e-15,1.0140577243598154e-30,1.3064606507029296e-29,4.105637921902541e-33,5.929526007917137e-45,2.9384265631193314e-13,3.5218977337973206e-16,9.021444888944047e-26,4.212653158202255e-27,1.434714746941276e-24,2.9893122479806447e-19,1.848778815103127e-20,8.84948422721939e-39,1.194595007990096e-35,2.1846632540964686e-42,4.526328517528804e-46,5.2780212376692585e-34,4.887468458134894e-24,1.855133253334951e-46,1.1555606588461872e-48,3.2640516017277714e-40,1.2388141600289277e-23,1.3236561505753382e-47,1.121254570816289e-47,7.014725336823761e-41,6.486840015289673e-21,4.006644163986543e-29,4.015497470464525e-46,1.8689340225834555e-52,5.123364918509256e-41,2.2033523607645124e-31,1.9951422135475364e-58,4.809395218911393e-49,1.638889793717732e-59,2.4263534621529566e-48,5.999890093210791e-53
5.468078556640043e-11,0.8741567562767194,3.76,0.0,0.7451402129998799,0.9999999905356525,7.870673730290511e-17,5.64576825403845e-27,9.682891316149678e-18,2.0061123571469548e-08,9.46371470719031e-09,1.7350381123458284e-15,5.89022351846199e-13,1.0593824555213688e-08,2.0533407382359385e-12,1.1557353986809107e-14,6.452013754210252e-13,2.9291637729492142e-15,2.0861248399343044e-19,6.06299809534202e-21,1.2219853364526378e-20,3.534626290649974e-20,7.977337173501012e-20,6.6402822635728144e-15,1.284104150874686e-29,1.656751101839611e-28,1.0346749701727478e-31,3.042687373379282e-43,5.472867337146188e-13,1.2218515257514756e-15,5.975945175367983e-25,2.8173837656919177e-26,9.215008953002256e-24,1.9475341534419e-18,1.5651802418876605e-19,2.151371910002622e-37,2.8479914938214426e-34,1.0154541921541107e-40,2.1176706054731658e-44,1.1956100707811745e-32,3.217441715490775e-23,1.4495447792153642e-44,5.418104654052514e-47,1.027695736703446e-38,1.5672850088661328e-22,1.100616318559879e-45,5.265740900532134e-46,1.728076189984618e-39,4.299405207910713e-20,5.1850942791559e-28,1.9192344563444957e-44,1.1277942863795184e-50,2.321571372937475e-39,3.0782226528865095e-30,3.669335244499134e-56,4.497738776923905e-47,1.829195794984292e-57,2.220710243745218e-46,5.678883244351076e-51
8.00399907783146e-11,0.8741567570570625,3.76,0.0,0.745140203694883,0.9999999861460095,2.3649329538471033e-16,1.7219929472989935e-26,2.0733238034773836e-17,2.9365847902449397e-08,1.3852657004909305e-08,3.7138567680510794e-15,1.261853615656074e-12,1.5505512267317692e-08,4.0264336304126934e-12,2.4769368580090932e-14,1.3380393421320956e-12,6.26698058247502e-15,4.546223009105084e-19,1.8222035409815448e-20,3.480116859980063e-20,1.0608462377478729e-19,2.394609524486653e-19,1.422574518092189e-14,5.095746346489455e-29,6.792614935847946e-28,5.36677364473216e-31,1.975238943214173e-42,8.000920247581955e-13,2.613455743494154e-15,1.7923115444335407e-24,8.50672117416425e-26,2.70643627343857e-23,5.775680745857481e-18,5.389246639903029e-19,1.1462249011291205e-36,1.603257333093176e-33,6.862767290770004e-40,1.427389298679642e-43,6.236810840457546e-32,9.610112264931856e-23,1.107756179809989e-43,3.536382566359315e-46,6.098296848078189e-38,6.223364421528598e-22,8.622418796378788e-45,3.5764983137477376e-45,9.295446917429553e-39,1.2902246375463734e-19,2.082795571009563e-27,1.261734980947952e-43,7.775840978110432e-50,1.6647874363933932e-38,1.2857024551032966e-29,3.744376316607023e-55,3.546642478852533e-46,1.7061536297605984e-56,1.7389308785070676e-45,4.432253905017791e-50
9.999999999999999e-11,0.8741567578374076,3.76,0.0,0.7451401963705437,0.9999999826907902,4.519434377240652e-16,3.3310223001337485e-26,3.234855896855516e-17,3.6689967527869006e-08,1.7307143214438385e-08,5.792939002685119e-15,1.9695403322866367e-12,1.9370839244969476e-08,6.034331935059723e-12,3.867325706582924e-14,2.0587205908164606e-12,9.771806810800001e-15,7.189945493116686e-19,3.4829143569271753e-20,6.483860220944392e-20,2.0254695242998622e-19,4.572585285372263e-19,2.2204436122665494e-14,1.155835868290595e-28,1.5806710661192777e-27,1.4560848323165542e-30,6.299314415790461e-42,9.986247202664494e-13,4.074171246277631e-15,3.4197628942218315e-24,1.631769270785599e-25,5.081072016256267e-23,1.0924861045668166e-17,1.1311730812551073e-18,3.211250399552837e-36,4.6107205981417475e-33,2.246501819003782e-39,4.667872808610768e-43,1.7258958454077769e-31,1.8279237530053656e-22,4.151514173417041e-43,1.1593771065029106e-45,1.8707726249994036e-37,1.4127513784506143e-21,3.303809943419585e-44,1.1754318682823937e-44,2.6244245041733386e-38,2.4631903179791093e-19,4.7701305409575174e-27,4.159653366140708e-43,2.6349310430607903e-49,5.800879514023163e-38,3.031352884727397e-29,2.0417156247091028e-54,1.3587941137524628e-45,8.161324214485771e-56,6.626747912515423e-45,1.6412362926985472e-49
