Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17)
0.03479130110812112,0.5793127703617058,3.76,0.0,0.9305513640492864,0.9847196866011941,0.01889620043042266,2.18871020672085e-22,3.2206320472054126e-16,0.0001343045051663239,9.461317418727947e-05,4.346782149002484e-07,3.032151254523456e-07,3.0075854323717246e-07,0.004206281019044573,0.005998425416198891,4.625257253130088e-08,1.456655432791644e-08,8.166400734867527e-08,0.0012954262398722069,0.003636144030750212,5.165742186460488e-08,0.005435459565081464,2.001499471677441e-05,9.17341571200432e-16,6.34268942801972e-10,2.0617799686423352e-06,4.529515291824791e-15,7.380327600006738e-12,1.7116715917235328e-10
0.034979870327550046,0.579317810309261,3.76,0.0,0.9303565905520231,0.9845721114484179,0.01908747037906702,2.242778191148611e-22,3.274829574269947e-16,0.00013465098384250534,9.506012624723465e-05,4.357304989956501e-07,3.0498354473327734e-07,3.0306940095246157e-07,0.004257576431032968,0.006026476750354104,4.655524015602096e-08,1.466876581572894e-08,8.254205972392215e-08,0.0013149039785011476,0.0036624859919970436,5.2098569090419265e-08,0.005510091680926098,2.0164136603962332e-05,9.311360004053894e-16,6.46916298619961e-10,2.1121750107281185e-06,4.666895157159603e-15,7.43987812518299e-12,1.7281638825503885e-10
0.03516843954697897,0.5793229007728782,3.76,0.0,0.9301608736536742,0.984423709609998,0.019279889513943233,2.298036364623062e-22,3.3298093888307124e-16,0.00013499674889361324,9.550661255117976e-05,4.367797148746972e-07,3.067545389368308e-07,3.05387908112976e-07,0.004309267643400923,0.006054410318924559,4.6858621750421486e-08,1.4771161057999696e-08,8.342504901357226e-08,0.0013345784216496868,0.003688850016153441,5.254078691529363e-08,0.00558534613440506,2.0313551546674977e-05,9.450697807668194e-16,6.597560375673123e-10,2.1635697253428778e-06,4.807827881278781e-15,7.499692115099681e-12,1.7447874203044869e-10
0.0353570087664079,0.5793280419195899,3.76,0.0,0.9299642129235678,0.9842744798334225,0.019473459638533676,2.3545000865286037e-22,3.385579897997532e-16,0.0001353417952457457,9.595262330356938e-05,4.3782584345903474e-07,3.085280564195393e-07,3.07714027514203e-07,0.004361355620326,0.006082225545812163,4.7162711087079726e-08,1.487373647924299e-08,8.431295918913697e-08,0.0013544504045513832,0.0037152351041919627,5.298405938735234e-08,0.005661224234912482,2.046323352120986e-05,9.5914350499303e-16,6.727900398098652e-10,2.215979164377685e-06,4.952388826626782e-15,7.559768903669231e-12,1.7615430301716251e-10
0.035545577985836824,0.5793332339145388,3.76,0.0,0.9297666079601947,0.9841244208894865,0.019668182519534328,2.412164212464064e-22,3.4421497993787747e-16,0.00013568611797174868,9.639814878122586e-05,4.388688662165005e-07,3.1030404569456e-07,3.100477213468354e-07,0.004413841310814449,0.006109921869010315,4.746750193384166e-08,1.4976488496668626e-08,8.520577330799158e-08,0.0013745207538978618,0.0037416402558255596,5.342837037906081e-08,0.005737727267761458,2.0613176511318803e-05,9.733577597596149e-16,6.860201840172125e-10,2.2694185223021073e-06,5.100654401633544e-15,7.620107760743872e-12,1.7784315225391988e-10
0.03573414720526575,0.579338476920926,3.76,0.0,0.9295680583911317,0.9839735315721858,0.01986405988691328,2.4710744560996565e-22,3.4995286485895943e-16,0.00013602971214886234,9.684317939126879e-05,4.399087645978177e-07,3.1208245556100446e-07,3.1238895277208865e-07,0.0044667256486754185,0.006137498740602949,4.777298816185002e-08,1.5079413552444482e-08,8.610347466784367e-08,0.001394790287755417,0.0037680644696677797,5.387370419178877e-08,0.005814856494247767,2.0763374497306878e-05,9.877131256750185e-16,6.994483577988786e-10,2.3239031363451344e-06,5.2527023643354225e-15,7.680708007912704e-12,1.7954537291947402e-10
0.035922716424694676,0.5793437711000272,3.76,0.0,0.929368563872975,0.9838218106987179,0.02006109343388766,2.5312513634808715e-22,3.557725708973215e-16,0.00013637257297014683,9.728770565640032e-05,4.409455205115195e-07,3.138632346300692e-07,3.1473768361546773e-07,0.004520009552462804,0.006164955626766702,4.807916347095221e-08,1.51825080595362e-08,8.70060458033866e-08,0.0014152598154375748,0.0037945067433298074,5.4320044919410344e-08,0.005892613151664015,2.0913821472304037e-05,1.0022101771567322e-15,7.13076448601647e-10,2.3794484865808045e-06,5.40861168690312e-15,7.741568920503691e-12,1.8126104772167395e-10
0.0361112856441236,0.5793491166111895,3.76,0.0,0.929168124091104,0.9836692571094332,0.020259284817044795,2.592705957569531e-22,3.6167499705172137e-16,0.00013671469572797829,9.773171817268677e-05,4.4197911617830373e-07,3.156463321408778e-07,3.1709387684894843e-07,0.004573693925387674,0.006192292007893502,4.8386021790318484e-08,1.5285768470970936e-08,8.791346881183529e-08,0.0014359301373948006,0.0038209660736183747,5.4767376531081516e-08,0.005970998453255985,2.106451143298961e-05,1.0168494823470166e-15,7.269063425979561e-10,2.4360701958791967e-06,5.568462417877582e-15,7.802689782939242e-12,1.829902590831419e-10
0.03629985486355253,0.5793545136117503,3.76,0.0,0.9289667387597008,0.9835158696677285,0.020458635656340013,2.655470674767152e-22,3.6766110785156714e-16,0.00013705607575301688,9.81752076991114e-05,4.430095339888858e-07,3.174316969921381e-07,3.194574944295997e-07,0.0046277796553196564,0.006219507378498815,4.869355682002953e-08,1.5389191217993982e-08,8.882572582898343e-08,0.0014568020451231796,0.003847441456628667,5.521568336065239e-08,0.006050013588349779,2.1215438381358215e-05,1.0316316030860792e-15,7.409399360582445e-10,2.4937840301041254e-06,5.732336147611646e-15,7.864069895735171e-12,1.8473309169973622e-10
0.036488424082981454,0.5793599622571712,3.76,0.0,0.9287644076214538,0.9833616472600731,0.02065914753520418,2.71956981142077e-22,3.7373184990004573e-16,0.00013739670855551336,9.861816503165029e-05,4.4403675695546284e-07,3.1921927870387824e-07,3.2182849876706596e-07,0.004682267614674496,0.006246601247384097,4.900176246259929e-08,1.5492772748621472e-08,8.974279794612463e-08,0.001477876321024488,0.003873931887930086,5.566494938645604e-08,0.0061296597222561585,2.136659633617945e-05,1.0465570947791477e-15,7.551791175721523e-10,2.55260589796055e-06,5.900315370158603e-15,7.925708504172523e-12,1.8648962788567256e-10
0.03667699330241038,0.5793654627008523,3.76,0.0,0.9285611304475713,0.9832065887958157,0.020860822000602595,2.7850210979607214e-22,3.7988815404031135e-16,0.00013773658961014091,9.906058115317451e-05,4.4506076796286785e-07,3.2100902670134286e-07,3.242068523610432e-07,0.004737158660433336,0.00627357313753478,4.931063252172441e-08,1.559650952659288e-08,9.066466667690349e-08,0.00149915373834604,0.0039004363626931196,5.611515891011079e-08,0.0062099379964370965,2.1517979313814965e-05,1.0616265063586663e-15,7.696257861214621e-10,2.612551851172778e-06,6.07248419145997e-15,7.987604926784625e-12,1.8825995332867274e-10
0.036865562521839305,0.5793710150942918,3.76,0.0,0.928356907037547,0.9830506932072444,0.021063660563085812,2.8518526194114803e-22,3.86131016537647e-16,0.00013807571460267706,9.950244710122437e-05,4.460815506767267e-07,3.2280089064090124e-07,3.2659251684564597e-07,0.00479245363404537,0.006300422586222981,4.962016079304548e-08,1.5700397994904947e-08,9.159131237033234e-08,0.0015206350610286697,0.003926953875818135,5.6566296055306514e-08,0.006290849528440377,2.166958135812411e-05,1.0768403802017706e-15,7.842818356462526e-10,2.6736380843439197e-06,6.248927735793757e-15,8.049758389923706e-12,1.9004415126789696e-10
0.03705413174126823,0.5793766195869643,3.76,0.0,0.9281517372190206,0.9828939594493952,0.021267664696948407,2.9200904554613336e-22,3.9246137296615045e-16,0.00013841407920232691,9.994375405784396e-05,4.470990886516915e-07,3.245948206685403e-07,3.289854553751011e-07,0.004848153361422955,0.006327149145000797,4.993034124759844e-08,1.5804434650809715e-08,9.25227156729228e-08,0.0015423210436487896,0.0039534834221256285,5.7018345078562626e-08,0.006372395412006981,2.1821396511248328e-05,1.0921992520478468e-15,7.991491646223176e-10,2.7358809349906576e-06,6.4297325376497696e-15,8.112168203734891e-12,1.918423072916114e-10
0.03724270096069716,0.579382276326348,3.76,0.0,0.9279456208477196,0.982736386500032,0.021472835840220944,2.989755020691484e-22,3.9888023157303523e-16,0.0001387516792239763,0.0001003844933365198,4.4811336603281664e-07,3.263907665649137e-07,3.313856290736838e-07,0.004904258652909183,0.006353752379650669,5.024116756626864e-08,1.5908615943789944e-08,9.345885652527791e-08,0.0015642124312919403,0.003980023996421732,5.7471290309689995e-08,0.00645457671713906,2.197341884156348e-05,1.1077036509538231e-15,8.142296739017478e-10,2.799296883545014e-06,6.614986519800009e-15,8.174833612777381e-12,1.9365450673648527e-10
0.03743127018012608,0.5793879854579825,3.76,0.0,0.9277385578070936,0.9825779733595651,0.021679175394901738,3.060875528808268e-22,4.053885561756241e-16,0.00013908851058932418,0.0001008246563032268,4.4912436726777787e-07,3.281886791882774e-07,3.33793001245175e-07,0.004960770303200403,0.006380231870344807,5.05526338491588e-08,1.601293839250837e-08,9.439971440259829e-08,0.0015863099594552155,0.004006574593739114,5.792511589802568e-08,0.006537394490059143,2.2125642429411273e-05,1.1233540991836864e-15,8.2952525838973e-10,2.8639025531279177e-06,6.8047785950674495e-15,8.237753881734724e-12,1.9548083401012566e-10
0.03761983939955501,0.579393747125299,3.76,0.0,0.9275305480084411,0.9824187190508588,0.021886684726950288,3.1334759137107777e-22,4.1198735010207056e-16,0.00013942456920580982,0.00010126423455704571,4.5013207682184376e-07,3.2998850868119416e-07,3.36207533378296e-07,0.005017689091409537,0.006406587211423973,5.0864733774677034e-08,1.6117398478696143e-08,9.534526911560853e-08,0.0016086143539846237,0.004033134209380279,5.83798064520677e-08,0.006620849753462697,2.2278061366981998e-05,1.1391511121977984e-15,8.450378263660048e-10,2.929714709761108e-06,6.999199557436787e-15,8.300928310121756e-12,1.9732137724429648e-10
0.037808408618983935,0.5793995614698675,3.76,0.0,0.9273215913904045,0.9822586226193144,0.022095365166495986,3.207582290835294e-22,4.1867762673514927e-16,0.00013975985126199206,0.0001017032196695016,4.5113648012159877e-07,3.317902063337864e-07,3.386291879790265e-07,0.0050750157809169244,0.0064328180116678246,5.11774614146219e-08,1.6221992718459357e-08,9.629549890261498e-08,0.001631126330913617,0.004059701839139519,5.883534606144421e-08,0.006704943506340133,2.2430669782503467e-05,1.1550951985195341e-15,8.60769269543967e-10,2.996750261907499e-06,7.198340815299551e-15,8.364356096368567e-12,1.9917621969224168e-10
0.03799697783841286,0.5794054286310888,3.76,0.0,0.9271116879190999,0.9820976831325114,0.022305218007946635,3.283221603523007e-22,4.2546036060526546e-16,0.00014009435277935058,0.0001021416034924631,4.521375619922758e-07,3.3359372311785353e-07,3.410579279374299e-07,0.005132751119488776,0.006458923894034871,5.149081065161986e-08,1.6326717655966654e-08,9.725038332175941e-08,0.0016538465964669104,0.004086276479411045,5.929171948578436e-08,0.006789676724326053,2.258346179676879e-05,1.1711868597325286e-15,8.767214986958809e-10,3.0650262607490565e-06,7.402295886063244e-15,8.428036597938229e-12,2.0104545132404484e-10
0.03818554705784179,0.5794113487464867,3.76,0.0,0.9269008375877388,0.9819358996803804,0.022516244510058184,3.3604194770584863e-22,4.323366313269149e-16,0.00014042807015373593,0.00010257937786922237,4.5313530865726037e-07,3.353990103367274e-07,3.4349371422052194e-07,0.005190895839136969,0.006484904495839316,5.1804775327093245e-08,1.6431569787332354e-08,9.820989981043847e-08,0.001676775846861073,0.004112857127297078,5.974891100993674e-08,0.006875050359548703,2.2736431587300244e-05,1.1874265903782585e-15,8.928964086709729e-10,3.1345598997522694e-06,7.611159021311612e-15,8.49196897472341e-12,2.0292915618203332e-10
0.03837411627727071,0.5794173219514898,3.76,0.0,0.9266890404164432,0.9817732713748313,0.02272844589625259,3.43920544340995e-22,4.39307387809615e-16,0.0001407609996256671,0.00010301653483327606,4.5412970565851575e-07,3.372060202504956e-07,3.459365115125311e-07,0.00524945065617879,0.00651075946870528,5.211934970418314e-08,1.6536545729950556e-08,9.917402703428881e-08,0.0016999147683172712,0.00413944278086395,6.020690526634887e-08,0.006961065340846996,2.2889573318649798e-05,1.2038148778903193e-15,9.092959030080557e-10,3.2053685146658845e-06,7.825026123704692e-15,8.556152587517652e-12,2.0482742329332987e-10
0.03856268549669964,0.5794233483794853,3.76,0.0,0.9264762964523082,0.9816097973497857,0.022941823354505623,3.5196028941755293e-22,4.463737471032327e-16,0.0001410931376660639,0.00010345306658502711,4.5512073953780017e-07,3.390147039603596e-07,3.4838627959744486e-07,0.0053084162712387,0.006536488478390582,5.243452731589283e-08,1.6641641974245172e-08,1.001427425072967e-07,0.001723264036910974,0.0041660324390880524,6.066568705184944e-08,0.0070477225739102875,2.3042881208091137e-05,1.2203522025920624e-15,9.259218884703116e-10,3.277469583498929e-06,8.043994732659043e-15,8.620586643455996e-12,2.0674034077680698e-10
0.038751254716128565,0.5794294281619823,3.76,0.0,0.9262626057686626,0.9814454767610739,0.023156378037838213,3.601645193274895e-22,4.535366880682842e-16,0.000141424480883997,0.00010388896527706327,4.5610839712233806e-07,3.40825015047794e-07,3.5084298386181574e-07,0.00536779336911945,0.006562091205167305,5.275030275814403e-08,1.674685517995079e-08,1.0111602310839708e-07,0.001746824318486615,0.004192625102250869,6.112524063689954e-08,0.007135022941112415,2.3196349487998765e-05,1.2370390375194985e-15,9.427762524992524e-10,3.350880725882134e-06,8.268162845139538e-15,8.685270405347178e-12,2.086679934924619e-10
0.03893982393555749,0.5794355614281894,3.76,0.0,0.926047968465659,0.9812803087860419,0.02337211106415684,3.6853551130496705e-22,4.607972888109314e-16,0.00014175502569487472,0.00010432422350552126,4.5709266473665455e-07,3.426369048316128e-07,3.5330658496088124e-07,0.005427582619042564,0.006587567343193347,5.306666948970591e-08,1.6852181892528403e-08,1.0209384725789176e-07,0.0017705962686668762,0.004219219771807583,6.158555147810172e-08,0.007222967302118829,2.334997240114148e-05,1.25387584853158e-15,9.598609175795076e-10,3.4256197036932082e-06,8.49763149472432e-15,8.750203234733388e-12,2.1061047604703894e-10
0.03912839315498642,0.5794417483054761,3.76,0.0,0.9258323846727076,0.9811142926267321,0.02358902351203745,3.7707654117116676e-22,4.681566243112133e-16,0.00014208476903831508,0.00010475883367533153,4.5807353045993473e-07,3.4445032745230264e-07,3.55777046768234e-07,0.005487784672256834,0.006612916603047229,5.338362203924306e-08,1.6957618758992157e-08,1.03076190032964e-07,0.001794580531232998,0.0042458154509229466,6.204660370231308e-08,0.007311556490342481,2.350374426439003e-05,1.2708630930981095e-15,9.771777593417318e-10,3.5017044388234076e-06,8.732501145981567e-15,8.815384256760657e-12,2.1256786986958236e-10
0.03931696237441534,0.5794479889205005,3.76,0.0,0.9256158545395433,0.9809474275017384,0.02380711643311227,3.85790311130041e-22,4.756157325591946e-16,0.00014241370767819318,0.0001051927884603664,4.590509817381579e-07,3.462652356331399e-07,3.582543319179429e-07,0.0055484001677880345,0.006638138706282522,5.3701154245013917e-08,1.7063162400079546e-08,1.0406302927825744e-07,0.0018187777418243584,0.00427241114404723,6.250838272730119e-08,0.007400791321557826,2.3657659377556114e-05,1.288001222938525e-15,9.947286959954347e-10,3.579152963665399e-06,8.972875338062744e-15,8.880812876398288e-12,2.1454026988568201e-10
0.03950553159384427,0.5794542833943445,3.76,0.0,0.9253983782424424,0.980779712651675,0.02402639084348831,3.946798356796494e-22,4.831757498516425e-16,0.00014274183853558512,0.00010562608062238886,4.6002500664852497e-07,3.4808158342340123e-07,3.6073840347256923e-07,0.005609429728434091,0.006663233389079961,5.40192604167417e-08,1.716880947418932e-08,1.0505434010204885e-07,0.001843188525215037,0.004299005857399303,6.2970873188729e-08,0.007490672588122104,2.3811712089238584e-05,1.3052906821130772e-15,1.0125156082221647e-09,3.6579834560201595e-06,9.218857829110663e-15,8.94648824876104e-12,2.1652776040177134e-10
0.039694100813273195,0.5794606318487826,3.76,0.0,0.9251799559845173,0.9806111473392323,0.024246847723425207,4.0374818222929827e-22,4.908376597067458e-16,0.00014306915850687162,0.00010605870315256202,4.609955931104379e-07,3.4989932442528604e-07,3.6322922495357645e-07,0.0056708739605699846,0.006688200402358873,5.433793452108159e-08,1.7274556658162293e-08,1.0605009985236382e-07,0.0018678134951231765,0.0043255985991032374,6.343406063744345e-08,0.007581201058843096,2.3965896771989822e-05,1.3227319068252332e-15,1.0305404120258826e-09,3.738214241341617e-06,9.470555158424836e-15,9.012409809614978e-12,2.1853043753981916e-10
0.03988267003270212,0.5794670344034213,3.76,0.0,0.9249605879945237,0.9804417308485047,0.024468488018627065,4.129980557176694e-22,4.986026984690664e-16,0.0001433956647442772,0.00010649064909408614,4.6196273003699516e-07,3.517184134257039e-07,3.6572675905644985e-07,0.0057327334546259665,0.006713039511372564,5.4657170891651935e-08,1.738040063309993e-08,1.0705028273511279e-07,0.0018926532544179056,0.004352188379275723,6.38979298099988e-08,0.0076723774797285435,2.412020785136907e-05,1.3403253256869198e-15,1.0488049843238157e-09,3.819863787765313e-06,9.72807372672562e-15,9.07857666918224e-12,2.2054838490971333e-10
0.04007123925213105,0.5794734911755973,3.76,0.0,0.9247402745261804,0.9802714624842981,0.024691312641156652,4.224331926320873e-22,5.064717956369834e-16,0.0001437213544082919,0.00010692191166236535,4.629264062387426e-07,3.5353880509264564e-07,3.6823097051643184e-07,0.005795008785393065,0.0067377504954196695,5.497696370044494e-08,1.748633813785625e-08,1.0805486558694183e-07,0.0019177083952701824,0.004378774210182044,6.436246635523997e-08,0.007764202574583566,2.427463976839746e-05,1.3580713596489269e-15,1.0673112358764633e-09,3.9029507034698375e-06,9.991522956010633e-15,9.144988298031636e-12,2.2258169946523437e-10
0.04025980847155997,0.5794800022804806,3.76,0.0,0.924519015857935,0.9801003415720264,0.02491532246962187,4.3205565931081355e-22,5.14446277411937e-16,0.0001440462248094355,0.00010735248418550461,4.6388661121355696e-07,3.553604546449516e-07,3.70741821458698e-07,0.0058577005120928035,0.006762333147729599,5.529730718451308e-08,1.75923658763675e-08,1.0906382227990784e-07,0.0019429794990773635,0.004405355106327134,6.482765536989312e-08,0.007856677045197219,2.4429187012601215e-05,1.3759704221775814e-15,1.086061044217335e-09,3.9874937360902985e-06,1.0261012320134944e-14,9.211643805885667e-12,2.2463046612811927e-10
0.0404483776909889,0.5794865678312392,3.76,0.0,0.9242968122926764,0.9799283674575489,0.02514051834941483,4.418700847453265e-22,5.225270221671598e-16,0.00014437027335439983,0.0001077823601083017,4.648433346253808e-07,3.57183317830139e-07,3.732592777112395e-07,0.005920809178299545,0.006786787275563922,5.561819575010461e-08,1.7698480641314937e-08,1.1007712878069967e-07,0.0019684671363773823,0.004431930084646653,6.529348246851288e-08,0.007949801571363584,2.458384410047063e-05,1.3940229189114725e-15,1.1050563101347177e-09,4.073511772665478e-06,1.0536654012129768e-14,9.278542662884903e-12,2.2669478123930574e-10
0.040636946910417825,0.5794931879389733,3.76,0.0,0.9240736641577294,0.9797555395069917,0.025366901092799966,4.518777487385316e-22,5.307154280427537e-16,0.00014469349745291718,0.00010821153307799921,4.657965663299394e-07,3.5900735038582097e-07,3.757833012700181e-07,0.005984335312058717,0.006811112700001308,5.593962353447126e-08,1.7804679182324712e-08,1.1109475914113734e-07,0.0019941718667948055,0.00445849816458056,6.575993328763628e-08,0.008043576811163085,2.473860559051225e-05,1.4122292479531395e-15,1.1242989164090411e-09,4.161023839770323e-06,1.0818560845912917e-14,9.345684029555176e-12,2.287747328807043e-10
0.04082551612984675,0.5794998627128505,3.76,0.0,0.9238495718043604,0.9795818571067119,0.02559447147920783,4.620842650887792e-22,5.390123591611166e-16,0.00014501589478010463,0.00010863999677847476,4.667462969563946e-07,3.608325090962327e-07,3.783138585537764e-07,0.0060482794257508,0.006835309256139051,5.6261585173871116e-08,1.7910958325017918e-08,1.1211668795817627e-07,0.0020200942389206073,0.004485058368255247,6.622699325835033e-08,0.008138003400865236,2.489346608547228e-05,1.4305897994179414e-15,1.1437907488153908e-09,4.250049102917981e-06,1.1106847558026099e-14,9.413067318652124e-12,2.3087041477043465e-10
0.04101408534927568,0.5795065922580876,3.76,0.0,0.9236245356059564,0.9794073196614,0.025823230257947784,4.724905499332035e-22,5.47419207956525e-16,0.00014533746290906733,0.00010906774512130117,4.6769251689034084e-07,3.626587505611181e-07,3.808509124336968e-07,0.006112642017480049,0.0068593767917376515,5.65840748178241e-08,1.801731489710637e-08,1.1314288981062542e-07,0.0020462347911625466,0.004511609720376421,6.66946486189328e-08,0.00823308195700818,2.5048420222177833e-05,1.449104956410081e-15,1.1635336943636907e-09,4.340606856024934e-06,1.1401630547522662e-14,9.48069179718586e-12,2.3298191932218993e-10
0.0412026545687046,0.5795133766841282,3.76,0.0,0.9233985559614337,0.9792319265973074,0.026053178143193183,4.831015635047903e-22,5.55937004185183e-16,0.0001456581996429127,0.00010949477211148975,4.686352172837708e-07,3.6448603209750965e-07,3.8339442835887215e-07,0.006177423568479466,0.006883315169584358,5.690708708658119e-08,1.8123745727769112e-08,1.1417333808366676e-07,0.0020725940498674215,0.004538151248805,6.716288481840599e-08,0.008328813072857322,2.5203462673337355e-05,1.467775093377213e-15,1.1835296315969375e-09,4.432716543029227e-06,1.1703026990676006e-14,9.54855677801554e-12,2.3510933789981235e-10
0.04139122378813353,0.5795202160908841,3.76,0.0,0.9231716332939383,0.9790556773608169,0.026284315815949432,4.939197527176681e-22,5.645669074549206e-16,0.00014597810269731637,0.00010992107200271539,4.695743889757013e-07,3.663143114651075e-07,3.859443714909045e-07,0.006242624544115559,0.0069071242664917425,5.7230616360220515e-08,1.8230247737501467e-08,1.1520800743984663e-07,0.0020991725298994883,0.004564681984512753,6.763168826544469e-08,0.008425197319966627,2.5358588157571024e-05,1.4866005767025668e-15,1.2037804439440386e-09,4.526397750562895e-06,1.2011156789009497e-14,9.616661657147304e-12,2.3725276672713435e-10
0.041579793007562454,0.5795271105806347,3.76,0.0,0.9229437680491454,0.9788785714175806,0.026516643925854854,5.04949081188628e-22,5.733101835940845e-16,0.00014629717025246,0.0001103466390154963,4.705100244866663e-07,3.681435468168597e-07,3.885007062219818e-07,0.006308245394454657,0.0069308039728697484,5.755465722858561e-08,1.833681778072784e-08,1.1624687044371554e-07,0.0021259707349882777,0.004591200961602341,6.810104485285156e-08,0.008522235249037434,2.551379146688363e-05,1.5055817649127802e-15,1.2242880005690937e-09,4.621670200837229e-06,1.2326140153614858e-14,9.685005667007368e-12,2.3941229497070187e-10
0.04176836222699138,0.5795340602520295,3.76,0.0,0.9227149606948807,0.9787006082517974,0.026750163091922432,5.161931981331172e-22,5.821679060918523e-16,0.00014661540020342403,0.00011077146761240224,4.7144211518886695e-07,3.699736973960312e-07,3.910634001799515e-07,0.006374286554616875,0.0069543541924045865,5.787920445710746e-08,1.844345287062567e-08,1.1728990151668343e-07,0.0021529891579102362,0.004617707217533187,6.857094101763595e-08,0.008619927390550538,2.5669067390312217e-05,1.5247190087550318e-15,1.2450541773567884e-09,4.718553750163613e-06,1.2648099743104398e-14,9.753588276991224e-12,2.415880202088437e-10
0.041956931446420306,0.5795410652020884,3.76,0.0,0.922485211721416,0.9785217873665373,0.026984873902047228,5.27654639030698e-22,5.911413970724529e-16,0.000146932790814717,0.000111195552411453,4.723706540176658e-07,3.718047210935055e-07,3.9363241554613517e-07,0.00644074844456255,0.006977774842035278,5.8204252166458085e-08,1.8550149849690045e-08,1.1833707323153756e-07,0.0021802282801942035,0.00464419979302541,6.904136321553486e-08,0.00871827425462415,2.5824410802602563e-05,1.5440126510827172e-15,1.2660808485076337e-09,4.81706839036678e-06,1.2977159632783133e-14,9.822408728866748e-12,2.4378003513817464e-10
0.04214550066584923,0.5795481255258078,3.76,0.0,0.9222545216439005,0.9783421082860843,0.027220776909268746,5.393381260937387e-22,6.002317483992824e-16,0.00014724934027347586,0.00011161888811038572,4.7329563331733515e-07,3.736365791801524e-07,3.9620772249012833e-07,0.006507631466957352,0.007001065854115033,5.852979569927366e-08,1.865690584312892e-08,1.1938835888158187e-07,0.0022076885705259964,0.004670677732982992,6.951229782514837e-08,0.00881727632817009,2.597981660767803e-05,1.563463025605861e-15,1.2873698695323902e-09,4.917234267673415e-06,1.331344493518488e-14,9.891466464134351e-12,2.4598843370450297e-10
0.04233406988527816,0.5795552413177774,3.76,0.0,0.9220228909948133,0.9781615705492236,0.027457872642521478,5.512464657874891e-22,6.094402546375838e-16,0.0001475650468845177,0.00011204146961735896,4.742170461378247e-07,3.754692303024835e-07,3.987892841301355e-07,0.006574936012596528,0.007024227171328335,5.885582920694147e-08,1.8763717755061224e-08,1.2044373140211983e-07,0.0022353704886391183,0.004697140085131948,6.998373171189431e-08,0.008916934082369116,2.613527975079763e-05,1.583070459772474e-15,1.308923118067577e-09,5.0190716351050495e-06,1.3657083163391129e-14,9.960760818507536e-12,2.482133127507315e-10
0.042522639104707084,0.5795624126669771,3.76,0.0,0.9217903203287551,0.9779801737138345,0.027696161599428348,5.633839965704027e-22,6.187680818573059e-16,0.00014787990919519907,0.00011246329181399468,4.751348861335929e-07,3.773026364595935e-07,4.013770698405893e-07,0.006642662456540735,0.007047258750302514,5.918234804360415e-08,1.887058272232719e-08,1.2150316287926205e-07,0.0022632744824146226,0.004723585901201582,7.045565128869193e-08,0.009017247967514165,2.6290795235445824e-05,1.6028352726012257e-15,1.3307424306522662e-09,5.122600885140581e-06,1.4008202256587852e-14,1.0030291148624665e-11,2.5045476327069505e-10
0.04271120832413601,0.5795696396630647,3.76,0.0,0.9215568102231304,0.977797917356543,0.027935644246023766,5.757535674675102e-22,6.282165160341368e-16,0.00014819392546534132,0.00011288435006305222,4.7604914619458417e-07,3.7913675687210494e-07,4.0397104372856645e-07,0.0067108111582430165,0.0070701605611701015,5.9509346262956447e-08,1.8977497733166273e-08,1.2256662756207826e-07,0.0022914009878240976,0.004750014236894153,7.09280443678124e-08,0.009118218413462045,2.6446358099112243e-05,1.6227577747406495e-15,1.3528297017984727e-09,5.227842552323259e-06,1.4366934073785675e-14,1.0100056961559948e-11,2.5271288958791537e-10
0.042899777543564936,0.5795769223937414,3.76,0.0,0.9213223612763392,0.977614801072528,0.028176321018150582,5.883598187756178e-22,6.377868055837559e-16,0.0001485070946725677,0.00011330463947098472,4.769598215399771e-07,3.809715551110263e-07,4.065711749313213e-07,0.006779382461747153,0.007092932587721296,5.983681951131018e-08,1.9084459949839465e-08,1.2363409495959415e-07,0.002319750429034692,0.0047764241520372175,7.14008967963965e-08,0.009219845829793318,2.6601963482871785e-05,1.6428382684723655e-15,1.3751867330314e-09,5.334817307146623e-06,1.473340837184301e-14,1.017005741482536e-11,2.5498777463517275e-10
0.04308834676299386,0.5795842609443517,3.76,0.0,0.9210869741077389,0.9774308244741338,0.028418192322466618,6.012058353747152e-22,6.474801022763331e-16,0.00014881941513326653,0.00011372415570625132,4.778669050815934e-07,3.8280699180781486e-07,4.0917743127746784e-07,0.006848376696418457,0.007115574826493487,6.01647621073279e-08,1.9191466525534256e-08,1.2470554151566784e-07,0.002348323218857103,0.00480281471062732,7.187419740140904e-08,0.00932213060713698,2.675760649920915e-05,1.6630770480191743e-15,1.3978154364487747e-09,5.443545954521193e-06,1.5107761421227897e-14,1.0240292320528785e-11,2.572795327087507e-10
