Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77)
0.002337419607599598,0.7250755011404051,3.76,0.0,0.6204600871427515,0.8431927299680221,0.19941496860614283,7.298826500152444e-15,3.77048457514824e-11,0.00377275279514935,0.0005731502374063769,7.228624512506766e-07,3.921883706574959e-05,7.778468841972446e-05,0.11668103933342928,0.010281755499595388,1.175795179547409e-05,5.407970409357932e-07,4.8361149306929576e-06,0.03924340573741961,0.00902971947470029,1.1000656501608169e-05,0.09297478698535788,4.0277125318899356e-05,1.4349497600127895e-11,3.4342232351878755e-06,0.006216580474198798,3.6467697017494154e-08,2.2155612032324298e-08,5.804171757574305e-08,3.829601107528379e-15,4.268682324612969e-11,5.837913240871509e-15,2.3667534712101155e-09,0.004780019165839491,7.46472119062044e-07,9.051919215450599e-05,3.119983199872831e-11,1.8842875547754886e-14,5.484663912807657e-10,3.995341503461994e-12,0.0005823834114131957,1.3726160757774771e-09,2.893832618114604e-14,4.5046008781992575e-07
0.0023419522588389724,0.7251364661782544,3.76,0.0,0.6196543063470931,0.8425335276691308,0.20024255081756684,7.437233613969667e-15,3.818171204787406e-11,0.0037781532527339733,0.0005739892338737514,7.232703773145911e-07,3.936763253143445e-05,7.821457994377742e-05,0.1171643963912986,0.0102752532301156,1.1809160318547153e-05,5.422067065344045e-07,4.854914540895188e-06,0.03935463043058861,0.0090364884157595,1.1042869800573237e-05,0.09340818295258894,4.036481119358604e-05,1.4391040341865967e-11,3.4582596218861747e-06,0.0062633879412500645,3.689526960305816e-08,2.226883294311427e-08,5.844386632113245e-08,3.8527903457691125e-15,4.285806814509978e-11,5.873265026136867e-15,2.380372018274258e-09,0.004810457966911186,7.557934157000008e-07,9.145887620975649e-05,3.1525112371355675e-11,1.9071111261229922e-14,5.517176195454623e-10,4.040073717731544e-12,0.0005861882056442458,1.3815836462734267e-09,2.923049724249767e-14,4.525813613122871e-07
0.0023464849100783467,0.7251976532640222,3.76,0.0,0.6188462691356375,0.8418718998261606,0.20107299396374828,7.578608716467503e-15,3.866572206275493e-11,0.003783576741538179,0.0005748300181866235,7.236787151744224e-07,3.951740086096239e-05,7.864786667422693e-05,0.11764928720324928,0.01026869450235449,1.1860702968439906e-05,5.436226109264726e-07,4.8738358050361005e-06,0.039465776811030424,0.00904325088210432,1.1085331656386285e-05,0.0938432276844724,4.0452730382945684e-05,1.4432570224775426e-11,3.4824763922593874e-06,0.006310486357493733,3.732783458703797e-08,2.23829750991489e-08,5.884970358017427e-08,3.876164721560243e-15,4.303031186442877e-11,5.908899045893589e-15,2.394096794683236e-09,0.004841088600336714,7.652323114224614e-07,9.240699418074471e-05,3.185334444769383e-11,1.930214414780155e-14,5.549888857023809e-10,4.085368570109459e-12,0.0005899993106812627,1.3905660924388157e-09,2.9525902164597615e-14,4.547154542489765e-07
0.002351017561317721,0.7252590638295574,3.76,0.0,0.6180359630878238,0.8412078313403882,0.2019063150252799,7.723022537046675e-15,3.915699797106109e-11,0.003789023453497683,0.0005756725959652358,7.240874678509912e-07,3.966815194663188e-05,7.908458659531441e-05,0.11813572065713528,0.01026207905786051,1.1912583053219897e-05,5.450447998705297e-07,4.8928799504463115e-06,0.03957684361396239,0.009050006844788044,1.112804438099097e-05,0.09427993147410065,4.0540883980309485e-05,1.4474087039479912e-11,3.506875416940807e-06,0.006357877539236643,3.776545501520664e-08,2.2498049282349665e-08,5.9259273635206755e-08,3.899726226273968e-15,4.320356340833289e-11,5.944818335572706e-15,2.407928934004905e-09,0.004871912607597302,7.747904272092917e-07,9.336361447726996e-05,3.218455283969202e-11,1.953601203663859e-14,5.582803658482925e-10,4.131234222402576e-12,0.000593816546002767,1.3995629888334466e-09,2.9824582947263e-14,4.5686247973128216e-07
0.0023555502125570953,0.7253206991872869,3.76,0.0,0.6172233756489888,0.8405413069389589,0.20274253117659843,7.870545654129677e-15,3.965566842063865e-11,0.0037944935814803555,0.0005765169726488958,7.244966370016824e-07,3.981989585193607e-05,7.952477883946974e-05,0.11862370574076618,0.010255406632015431,1.1964803926120994e-05,5.464733199104736e-07,4.912048229852618e-06,0.03968782956332792,0.009056756270576128,1.1171010301516718e-05,0.09471830473451795,4.062927307222908e-05,1.4515590582946101e-11,3.531458618867215e-06,0.006405563320982862,3.820819705209661e-08,2.261406668293889e-08,5.96726226079841e-08,3.923476923160078e-15,4.3377832013260706e-11,5.9810260403599075e-15,2.4218696088706455e-09,0.0049029315502031766,7.844694359117681e-07,9.432880617544106e-05,3.251876246787947e-11,1.977275474734771e-14,5.615922429766589e-10,4.177679267617678e-12,0.0005976397285769123,1.4085739041017984e-09,3.012658386017081e-14,4.5902255225602125e-07
0.0023600828637964696,0.725382560707826,3.76,0.0,0.6164084941298108,0.8398723111756767,0.20358165978532575,8.021256668997108e-15,4.016186576073927e-11,0.0037999873208942416,0.0005773631535778492,7.24906224955146e-07,3.997264269271776e-05,7.996848278224073e-05,0.11911325154175219,0.010248676954003525,1.2017368948839128e-05,5.479082175351107e-07,4.931341909067449e-06,0.039798733371810606,0.009063499121988311,1.121423175605974e-05,0.09515835799801287,4.071789873507693e-05,1.455708065312727e-11,3.5562279444582767e-06,0.006453545555198747,3.865612648452452e-08,2.273103851373345e-08,6.00897971042326e-08,3.947418867119335e-15,4.3553126955217905e-11,6.017525292615683e-15,2.4359199877082686e-09,0.004934147009627595,7.94271016463661e-07,9.530263901274275e-05,3.285599847793324e-11,2.0012412040521948e-14,5.649246996350187e-10,4.224712373586897e-12,0.0006014686729628554,1.4175984012108942e-09,3.043194911173759e-14,4.6119578772904247e-07
0.002364615515035844,0.7254446498028243,3.76,0.0,0.6155913057125739,0.8392008284382589,0.20442371840394358,8.175231747279127e-15,4.0675720626429086e-11,0.003805504869360378,0.0005782111439106503,7.253162341846137e-07,4.0126402759192705e-05,8.041573824103079e-05,0.11960436724306035,0.010241889747169901,1.2070281559159125e-05,5.493495395702204e-07,4.950762261802208e-06,0.039909553741090134,0.009070235357401115,1.1257711127601122e-05,0.09560010191105736,4.080676203449788e-05,1.4598557044021225e-11,3.5811853484920392e-06,0.006501826111554344,3.910930989443057e-08,2.284897611593792e-08,6.051084374631308e-08,3.9715541463707425e-15,4.372945757420429e-11,6.0543192754595614e-15,2.4500812581754734e-09,0.004965560586543151,8.041968750096774e-07,9.628518335644352e-05,3.31962862398334e-11,2.0255024030183033e-14,5.682779200048789e-10,4.272342215797788e-12,0.0006053031914300083,1.426636037731088e-09,3.074072324127609e-14,4.6338230343377394e-07
0.002369148166275218,0.7255069678716548,3.76,0.0,0.614771797467334,0.8385268429685879,0.20526872474721547,8.332550661829566e-15,4.119736931861109e-11,0.0038110464259471415,0.0005790609485957224,7.257266667395915e-07,4.0281186476892226e-05,8.086658581184652e-05,0.12009706211097256,0.010235044729854346,1.2123545229490939e-05,5.507973331445104e-07,4.970310583775664e-06,0.04002028936300588,0.009076964931603074,1.1301450818671907e-05,0.09604354722033699,4.089586402620703e-05,1.4640019555471894e-11,3.6063328287494973e-06,0.006550406874794663,3.95678154740407e-08,2.2967891080745483e-08,6.093581049560478e-08,3.9958848881266664e-15,4.390683338017521e-11,6.091411231479935e-15,2.46435462942952e-09,0.004997173898543089,8.142487540393681e-07,9.727651012417979e-05,3.353965136066993e-11,2.0500631981959083e-14,5.716520916505098e-10,4.320577757456115e-12,0.0006091430942575345,1.4356863665429117e-09,3.105295203000789e-14,4.6558221786513787e-07
0.0023736808175145925,0.7255695163282375,3.76,0.0,0.6139499563540465,0.8378503388654789,0.20611669668901167,8.493295412803323e-15,4.172695041086698e-11,0.0038166121913183852,0.0005799125724344289,7.261375246215918e-07,4.0437004405494936e-05,8.13210666611113e-05,0.12059134549345887,0.010228141615515432,1.2177163479228026e-05,5.522516456084824e-07,4.9899881856032775e-06,0.04013093891967839,0.009083687795887682,1.1345453260759247e-05,0.09648870477074836,4.098520575678529e-05,1.4681467988159568e-11,3.631672409675038e-06,0.006599289744443026,4.0031712245161945e-08,2.3087795150642112e-08,6.136474591205847e-08,4.020413245844021e-15,4.4085263974068857e-11,6.128804443253763e-15,2.478741325573031e-09,0.005028988579836482,8.244284227973636e-07,9.827669077243805e-05,3.3886119652619164e-11,2.0749277696216737e-14,5.750474039531291e-10,4.3694280860268665e-12,0.0006129881897857591,1.4447489359576577e-09,3.1368681836438224e-14,4.6779565070341797e-07
0.0023782134687539667,0.7256322966064673,3.76,0.0,0.6131257692165232,0.8371713000768387,0.20696765227101313,8.657549858266073e-15,4.226460508233486e-11,0.0038222023679473673,0.0005807660200901848,7.265488097469772e-07,4.0593867230942165e-05,8.177922249065618e-05,0.1210872268245933,0.010221180112488444,1.2231139869054281e-05,5.53712524614872e-07,5.0097963919106985e-06,0.040241501082925776,0.009090403897869385,1.1389720908457397e-05,0.09693558551073375,4.1074788264136676e-05,1.472290214414345e-11,3.6572061403314823e-06,0.006648476635589628,4.050107026344286e-08,2.3208700235534432e-08,6.179769926362364e-08,4.0451414016977965e-15,4.4264759060677005e-11,6.16650223714668e-15,2.493242586803637e-09,0.0050610062821778426,8.347376764877404e-07,9.928579732469932e-05,3.4235717149187574e-11,2.1001003667171744e-14,5.784640485288158e-10,4.418902444533747e-12,0.0006168382843230151,1.453823289497949e-09,3.168795975893658e-14,4.7002272288002403e-07
0.0023872787712327158,0.7257585584223537,3.76,0.0,0.6114703036255337,0.8358055534296266,0.20867858741726364,8.996935803237172e-15,4.336471515118651e-11,0.003833456774361728,0.000582478404640252,7.273726689343115e-07,4.091077101640755e-05,8.270672900190493e-05,0.12208382152731032,0.010207080746749666,1.2340181541141898e-05,5.566541742759196e-07,5.049809998562494e-06,0.04046235786081876,0.009103815585821526,1.1479061773975332e-05,0.09783456090508537,4.1254679713883074e-05,1.4805726842646428e-11,3.7088643952952353e-06,0.0067477702256150815,4.145645559730481e-08,2.345356199827664e-08,6.267586077299613e-08,4.095205989913245e-15,4.4626982090430636e-11,6.242825110526206e-15,2.5225938516615867e-09,0.005125657450867107,8.5575226879274e-07,0.00010133107924274608,3.494440506172413e-11,2.1513869930894e-14,5.853621125722803e-10,4.5197610596554906e-12,0.0006245526849438589,1.4720054977964504e-09,3.233735218550374e-14,4.745182756740347e-07
0.002396344073711465,0.72588576504546,3.76,0.0,0.6098052929898584,0.8344294714133471,0.2104016780729539,9.351428223743799e-15,4.449888959459321e-11,0.003844811302575334,0.0005841981361385014,7.281982577115531e-07,4.1231986141999696e-05,8.364945138457898e-05,0.12308692351027134,0.010192744192652035,1.2450699659639576e-05,5.596226690097955e-07,5.090362328214047e-06,0.04068284884965153,0.009117199498779932,1.156949359724635e-05,0.09874056318218034,4.1435546489423354e-05,1.488849210153728e-11,3.7613245760354035e-06,0.006848303294549417,4.243455354286746e-08,2.3702575307302406e-08,6.357070487281867e-08,4.146096731046011e-15,4.499358236704383e-11,6.320407408833238e-15,2.5524186950110654e-09,0.005191140991610446,8.773074911583705e-07,0.00010341294399523137,3.566592802638997e-11,2.203958523541091e-14,5.923478633777869e-10,4.623230910608034e-12,0.0006322847041756584,1.490229239672132e-09,3.3001521624861906e-14,4.790698703388089e-07
0.002405409376190214,0.7260139284227016,3.76,0.0,0.6081306275951306,0.8330429197914936,0.21213707503897913,9.721787259684084e-15,4.5668368802223155e-11,0.0038562676411907407,0.0005859252456891218,7.290255879634322e-07,4.1557603265988225e-05,8.460774595426228e-05,0.12409661155196723,0.010178167924317813,1.2562724414257473e-05,5.626184003728882e-07,5.131464575104387e-06,0.0409029630175396,0.009130555076770151,1.1661037014715544e-05,0.09965368391641719,4.161739654487047e-05,1.4971196399513983e-11,3.8146041497198937e-06,0.006950091761180505,4.3435964159318594e-08,2.395584214608014e-08,6.448265441577775e-08,4.19783222015328e-15,4.5364641665897094e-11,6.3992774769744634e-15,2.5827276787322442e-09,0.005257470798525094,8.994188003406276e-07,0.00010553198941685657,3.6400502781690814e-11,2.2578516173041473e-14,5.994229191239572e-10,4.729392104061877e-12,0.0006400327158777328,1.5084906827709504e-09,3.3680873334997876e-14,4.836785229410011e-07
0.002414474678668963,0.7261430607742465,3.76,0.0,0.6064461956728306,0.831645761640911,0.21388493209929668,1.0108816111237452e-14,4.687444591241575e-11,0.0038678275110912946,0.0005876597615464313,7.298546700302012e-07,4.1887715458488306e-05,8.558197963630237e-05,0.12511296594938506,0.010163349329592945,1.2676286788186022e-05,5.656417647211167e-07,5.1731282109435415e-06,0.04112268914005832,0.009143881695440137,1.1753713122603345e-05,0.10057401651908195,4.180023766853295e-05,1.5053838245044154e-11,3.868721083208565e-06,0.007053151819084656,4.446130613562988e-08,2.4213467652412235e-08,6.541214574040983e-08,4.250431585532531e-15,4.57402436891863e-11,6.479464472636235e-15,2.6135316646360914e-09,0.005324661081504169,9.221021653379653e-07,0.00010768882322015921,3.714834995332685e-11,2.3131041953662102e-14,6.065889377186656e-10,4.838327664502929e-12,0.0006477950595324295,1.5267859137255607e-09,3.4375826016988014e-14,4.88345272169646e-07
0.002423539981147712,0.7262731745228423,3.76,0.0,0.6047518833559935,0.8302378572876862,0.21564540609042224,1.0513363612083256e-14,4.8118469322724115e-11,0.0038794926662697464,0.0005894017090548597,7.306855126533284e-07,4.222241828559026e-05,8.657253035339839e-05,0.12613606854916387,0.010148285709667896,1.2791418585390079e-05,5.686931632988687e-07,5.215364993977674e-06,0.041342015792517645,0.009157178664975361,1.1847543496942679e-05,0.10150165627978948,4.198407747943587e-05,1.5136416178056635e-11,3.9236938603807044e-06,0.007157499942301022,4.551121744895333e-08,2.4475560236438566e-08,6.635962917730146e-08,4.303914507185631e-15,4.61204741259715e-11,6.560998394422832e-15,2.644841824955124e-09,0.005392726374956179,9.453740875436608e-07,0.00010988406315172889,3.790969413064901e-11,2.3697554911460995e-14,6.138476179553795e-10,4.950123654192365e-12,0.0006555700400801698,1.5451109377668974e-09,3.508681232490493e-14,4.930711799821668e-07
0.002432605283626461,0.7264042823594551,3.76,0.0,0.6030475746318397,0.8288190642388735,0.21741865697557114,1.09363272436237e-14,4.9401845525719916e-11,0.003891264894762328,0.0005911511105574648,7.31518122912292e-07,4.256180990258441e-05,8.757978745739558e-05,0.12716600278104792,0.010132974278528462,1.290815246088461e-05,5.717730023191806e-07,5.258186979099769e-06,0.041560931341939035,0.009170445228841875,1.1942550206642295e-05,0.10243670041078702,4.216892342307435e-05,1.521892877210416e-11,3.9795415014991805e-06,0.007263152891416065,4.658635610837187e-08,2.474223171421016e-08,6.732556962519478e-08,4.358301237869299e-15,4.650542072253398e-11,6.643910113939747e-15,2.6766696540871473e-09,0.005461681547063081,9.69251622607718e-07,0.00011211833716066449,3.8684763950265365e-11,2.4278461076336124e-14,6.2120070077787e-10,5.064869308126849e-12,0.0006633559277060098,1.5634616782215136e-09,3.581427944067523e-14,4.978573322880227e-07
0.0024507358885839585,0.7266695323193425,3.76,0.0,0.5996084928807789,0.8259482275549501,0.22100414538453406,1.1841354880473454e-14,5.2092590045843616e-11,0.003915137900654389,0.0005946723493412851,7.331886661495264e-07,4.325506560938536e-05,8.964603791273412e-05,0.12924670798832635,0.010101596398340507,1.3146561491924607e-05,5.780196519762253e-07,5.3456363171413745e-06,0.04199748150823897,0.009196883771266233,1.213618346797698e-05,0.10432940052697982,4.254166258317693e-05,1.5383752418308955e-11,4.093940251011496e-06,0.007478441781047684,4.881505204986252e-08,2.528977643884389e-08,6.931475740895455e-08,4.469870122954961e-15,4.7289824052636915e-11,6.813994983262877e-15,2.7419259756916043e-09,0.0056023227274258494,1.0188946529006798e-06,0.00011670655127938656,4.0277015817546134e-11,2.5485149040808882e-14,6.361972565053048e-10,5.3035832311369735e-12,0.000678953329698996,1.6002235887247608e-09,3.73205209071405e-14,5.076148381112143e-07
0.002468866493541456,0.7269389173050596,3.76,0.0,0.5961279774509347,0.8230320524544148,0.22464274262003633,1.2832174654987648e-14,5.4959206039541105e-11,0.003939461556075704,0.0005982235929732568,7.348663217568593e-07,4.3968323103840635e-05,9.178409090851837e-05,0.13135578204999704,0.01006919163045888,1.3391793254840147e-05,5.843850665383135e-07,5.435578978578584e-06,0.042432242082575525,0.009223189880846439,1.233479993184942e-05,0.10625293484358667,4.291851099503272e-05,1.5548298526932035e-11,4.212080952816314e-06,0.00769915855381696,5.115308728114238e-08,2.585706964555674e-08,7.138374188680788e-08,4.58531251334816e-15,4.809419932173683e-11,6.9899847257314066e-15,2.809399474649134e-09,0.005746710624913297,1.0711796209199523e-06,0.0001214587000456331,4.192701894750971e-11,2.6754650303232217e-14,6.515934259673852e-10,5.555252095752741e-12,0.0006945727228810885,1.6370373725556523e-09,3.889844087648376e-14,5.176269841395599e-07
0.0024869970984989537,0.7272125483571434,3.76,0.0,0.5926050176553316,0.8200692898073048,0.22833584931695197,1.3918063776275208e-14,5.8015351736843224e-11,0.00396425150522847,0.0006018049020002253,7.365510823939147e-07,4.470247051583366e-05,9.3997518502693e-05,0.13349395316720855,0.010035734474347156,1.3644142706377682e-05,5.908726845200192e-07,5.528123136275957e-06,0.04286511160630232,0.009249354950516087,1.2538595572358016e-05,0.10820815527302544,4.329952128538022e-05,1.571255713201789e-11,4.334137108213204e-06,0.007925448294153918,5.360652636053421e-08,2.64451428279931e-08,7.35368284873549e-08,4.704813256953699e-15,4.8919329571803214e-11,7.17216110538852e-15,2.879194942592399e-09,0.00589497724791096,1.1262652408750554e-06,0.0001263801928285212,4.363675730191232e-11,2.8090768230613988e-14,6.674047931386508e-10,5.820718814023103e-12,0.0007101989935887494,1.673867411362842e-09,4.055220212469828e-14,5.279033972381755e-07
0.0025051277034564513,0.7274905410535119,3.76,0.0,0.589038563252126,0.8170586378140926,0.23208492435540148,1.5109437314220053e-14,6.127593582058115e-11,0.003989524047348478,0.0006054162786845044,7.382429094522964e-07,4.5458447081652445e-05,9.629012157750989e-05,0.13566197856073373,0.01000119796052664,1.3903921502013536e-05,5.974860329621664e-07,5.623382758348356e-06,0.04329598440520854,0.009275369151560964,1.2747775902977563e-05,0.11019594939669171,4.3684742608342045e-05,1.5876519054455443e-11,4.460292834483738e-06,0.008157461339925258,5.6181833839525446e-08,2.7055096397024993e-08,7.577861788389891e-08,4.8285685774257865e-15,4.976603775251481e-11,7.360823225047234e-15,2.951423566405706e-09,0.006047260978282378,1.1843214248938743e-06,0.0001314766199026576,4.540828853048804e-11,2.949758804888948e-14,6.836477539524971e-10,6.100892012579442e-12,0.0007258164500308881,1.7106767244186078e-09,4.22862625157073e-14,5.384541636435908e-07
0.002523258308413949,0.7277730157930051,3.76,0.0,0.5854275224899216,0.8139987391437115,0.23589148796782564,1.6418004862130742e-14,6.475725060350062e-11,0.004015296177359388,0.0006090576627388491,7.399417308866233e-07,4.6237246930137665e-05,9.866594805331801e-05,0.13786064585094507,0.009965553620588364,1.4171459198215221e-05,6.042287301683981e-07,5.721478013363692e-06,0.04372475025266548,0.009301221370738832,1.2962556600131803e-05,0.11221724231667583,4.407422035872176e-05,1.6040176013681246e-11,4.590743665319595e-06,0.008395353532211474,5.888590574053176e-08,2.7688105435281764e-08,7.811403084641788e-08,4.9567869474392064e-15,5.063518942285457e-11,7.55628885721943e-15,3.0262034174613997e-09,0.006203706967113261,1.2455302105872802e-06,0.00013675375861202266,4.724374726766466e-11,3.0979502285143126e-14,7.003395692405009e-10,6.3967520863386115e-12,0.0007414088153317594,1.7474269522391764e-09,4.410540009629608e-14,5.492898579627992e-07
0.0025413889133714465,0.7280600980037787,3.76,0.0,0.5817707600220344,0.8108881778629733,0.23975712507159216,1.7856952685276143e-14,6.847712181507686e-11,0.004041585629125178,0.0006127289265350182,7.416474387530977e-07,4.703992319904224e-05,0.0001011293128262817,0.14009077452964325,0.009928771453854708,1.4447104556875838e-05,6.111044881958934e-07,5.822535708199718e-06,0.04415129400652467,0.009326899140277347,1.3183164176738457e-05,0.11427299864001525,4.446799583537818e-05,1.6203520757748163e-11,4.725697425163826e-06,0.008639286481972127,6.172610382928019e-08,2.8345426017787758e-08,8.054833559525688e-08,5.089690039451856e-15,5.152769565095822e-11,7.758895893124298e-15,3.1036599842919378e-09,0.006364467561902994,1.3100867767838653e-06,0.00014221757971489,4.9145348626085305e-11,3.254123887942634e-14,7.174984218504703e-10,6.709357900282619e-12,0.0007569592205646519,1.7840783401850833e-09,4.6014740612472714e-14,5.60421574364399e-07
0.002559519518328944,0.7283519184210542,3.76,0.0,0.5780670946844978,0.8077254761460865,0.2436834888389992,1.9441153153665675e-14,7.245507657199732e-11,0.004068410921276367,0.0006164298697184247,7.433598864015841e-07,4.786759252113308e-05,0.00010368481961619629,0.14235321752719857,0.009890819890557366,1.4731226966019443e-05,6.181171151216301e-07,5.9266897607807616e-06,0.04457549521771176,0.009352388560228488,1.3409836706873101e-05,0.1163642246022093,4.4866105859215186e-05,1.6366547213258372e-11,4.8653751819629466e-06,0.008889427854416543,6.471029324335037e-08,2.9028402166442318e-08,8.308717789170156e-08,5.2275137674051435e-15,5.24445161553383e-11,7.969003930282809e-15,3.183926755856917e-09,0.006529702767305028,1.3782005608771474e-06,0.0001478742538923418,5.111539190311015e-11,3.418789242877333e-14,7.351434782960109e-10,7.039854212940328e-12,0.0007724501977931299,1.8205897220812801e-09,4.801978789051509e-14,5.718609600951529e-07
0.0025776501232864417,0.7286486133587771,3.76,0.0,0.5743152971321078,0.8045090907509155,0.24767230451858882,2.118740747446309e-14,7.671253264634386e-11,0.004095791405653843,0.0006201602132149393,7.450788852319709e-07,4.8721439899073904e-05,0.00010633738490031805,0.14464886287854453,0.009851665751504726,1.50242179787164e-05,6.252705169379579e-07,6.034081710371686e-06,0.04499722770787125,0.009377674212540642,1.3642824600543525e-05,0.11849197033767946,4.52685823442817e-05,1.6529250659259484e-11,5.010012287042756e-06,0.009145951671970826,6.784688355867663e-08,2.973847349932047e-08,8.573661419724677e-08,5.370509422168717e-15,5.338666267249429e-11,8.18699600297035e-15,3.26714585717192e-09,0.0066995807420061875,1.450096484216798e-06,0.00015373015839126062,5.315626450716605e-11,3.592495883077301e-14,7.532949552515328e-10,7.389479915435925e-12,0.0007878636731929136,1.8569185040294929e-09,5.012645724731585e-14,5.836202514717535e-07
0.0025957807282439393,0.7289503250129459,3.76,0.0,0.5705140873222516,0.8012374092416927,0.2517253735293432,2.311472894685027e-14,8.12730119563243e-11,0.004123747318611792,0.0006239195924904914,7.468042009929483e-07,4.96027240203282e-05,0.00010909226419841978,0.1469786354947769,0.009811274204109901,1.5326492987466895e-05,6.325686990248414e-07,6.144861269339531e-06,0.04541635911251826,0.009402739065961936,1.388239143663028e-05,0.12065733230935616,4.567545180995303e-05,1.6691627928509163e-11,5.159859512545594e-06,0.009409038637435158,7.114487383197926e-08,3.0477183664581744e-08,8.850314828733368e-08,5.518944914633771e-15,5.435520259265046e-11,8.413280476718173e-15,3.3534687448537463e-09,0.006874278335337681,1.5260162988068386e-06,0.0001597918837812091,5.5270446121762775e-11,3.775837381841276e-14,7.719741914125706e-10,7.759577190151226e-12,0.0008031809602612928,1.8930206484292625e-09,5.2341112392881145e-14,5.957123125675171e-07
0.002613911333201437,0.729257201779739,3.76,0.0,0.5666621318338361,0.7979087459338743,0.2558445778535259,2.5244671287860494e-14,8.616238171911151e-11,0.004152299835527706,0.0006277075500099968,7.485355495938542e-07,5.0512783061744184e-05,0.00011195508099157339,0.14934349904895275,0.009769608714547351,1.5638493049800747e-05,6.400157670743132e-07,6.2591869209955866e-06,0.04583275038561335,0.00942756437072387,1.412881486120231e-05,0.12286145591219447,4.608673482378692e-05,1.6853677639857768e-11,5.315184297033504e-06,0.009678876479324614,7.461390209853027e-08,3.124618965961236e-08,9.139377174224229e-08,5.673106140346541e-15,5.535126289417522e-11,8.648293128028698e-15,3.443056970458227e-09,0.007053981667783407,1.6062200732236235e-06,0.00016606624081933464,5.7460513136139505e-11,3.9694555965470365e-14,7.912037252228805e-10,8.151601706425816e-12,0.0008183827530521443,1.928850658062149e-09,5.4670606236243956e-14,6.081506768555077e-07
0.0026320419381589345,0.7295693985962881,3.76,0.0,0.5627580410090499,0.7945213375368513,0.2600318847539046,2.7601711586854095e-14,9.140912725912337e-11,0.0041814711287418566,0.0006315235268083974,7.50272592370213e-07,5.1453041025856124e-05,0.00011493185851945022,0.15174445798419628,0.009726630995827351,1.5960686875143727e-05,6.47615927456175e-07,6.377226565958491e-06,0.046246255261369294,0.009452129542006695,1.4382387551218844e-05,0.12510553826523127,4.650244537141475e-05,1.7015400466398877e-11,5.476272108207496e-06,0.009955660321306938,7.826429964748526e-08,3.2047272123830225e-08,9.441600872367456e-08,5.833298473379038e-15,5.637603437776517e-11,8.89249942103239e-15,3.5360830157821964e-09,0.007238886759667235,1.690987827879847e-06,0.0001725602674088228,5.972914336298601e-11,4.1740454609019975e-14,8.110073789672292e-10,8.567133978033373e-12,0.0008334491194047638,1.9643615601643123e-09,5.712232599380119e-14,6.209495920657927e-07
0.002650172543116432,0.7298870773056049,3.76,0.0,0.5588003659064653,0.7910733384700043,0.2642893518412121,3.0213699150327677e-14,9.70446610674949e-11,0.004211284428931009,0.0006353668530696538,7.520149306986001e-07,5.242501466583597e-05,0.00011802905481231841,0.15418255965145106,0.009682300951623882,1.62935729911984e-05,6.553734867570938e-07,6.4991582220243995e-06,0.0466567196687984,0.009476412031156293,1.464341825080082e-05,0.12739083120665204,4.692259014368238e-05,1.7176799444987513e-11,5.643427936678134e-06,0.010239593077551998,8.210715073075471e-08,3.288234672870671e-08,9.757796559163154e-08,5.999848406917975e-15,5.7430776240929974e-11,9.146397007729083e-15,3.6327312098572004e-09,0.0074292002125398325,1.7806213379020752e-06,0.00017928123561515713,6.207912106868345e-11,4.3903603405352884e-14,8.314103497903604e-10,9.007892037640945e-12,0.0008483594941868116,1.999504890535789e-09,5.970424317955374e-14,6.341240685173206e-07
0.0026683031480739298,0.7302104070480068,3.76,0.0,0.5547875950531787,0.7875628158247209,0.26861913252060887,3.311238030038579e-14,1.031036741905615e-10,0.004241764090125754,0.0006392367375682371,7.537620998807908e-07,5.343032107322596e-05,0.00012125360139089447,0.15665889658481044,0.009636576615678157,1.663768211152924e-05,6.632928503819553e-07,6.6251707841041304e-06,0.047063981093759005,0.009500387183325696,1.4912232888842617e-05,0.12971864450798548,4.734716772787866e-05,1.733788033447344e-11,5.816977938480995e-06,0.010530885876089103,8.615435837489713e-08,3.3753476814925665e-08,1.0088838604095541e-07,6.173105359138821e-15,5.851682102910102e-11,9.410518480098304e-15,3.733198737938813e-09,0.007625139948397533,1.8754461288357135e-06,0.00018623665870117002,6.451334235117952e-11,4.6192180396544854e-14,8.524393083330325e-10,9.475745617641808e-12,0.0008630926725296035,2.0342306776356333e-09,6.242496909411447e-14,6.476899312113848e-07
