Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49)
0.0012820724783715381,0.5670690886795426,3.76,0.0,0.5579205042790973,0.9995805538317111,0.00044392815723667356,4.4283410358203205e-23,1.9967959942037e-16,0.00011170317084502698,2.743342916225645e-05,2.0469347738760207e-07,2.396746047873612e-07,9.390408080677422e-08,5.006011528578946e-05,0.00032602968719658374,3.760066542186242e-08,3.367073769819861e-09,3.635420981143431e-09,4.646335550028425e-06,9.682086416259169e-05,2.7436393193727077e-09,1.0579685615164434e-05,1.3975876079736038e-06,1.5120272788143522e-17,2.063596185181487e-12,4.866063936802312e-10,1.9011980730210023e-18,5.81886631557322e-12,1.1522293000367558e-10,1.1372987876694188e-14,2.972039512787716e-14
0.001293299267602846,0.5670690570787739,3.76,0.0,0.5579122721218314,0.9995751322165759,0.00045000262277236484,4.455679768474374e-23,2.0035500797432658e-16,0.00011184346151103614,2.7484123541888443e-05,2.0494951827255426e-07,2.4010036737975663e-07,9.418251047699193e-08,5.077202415736103e-05,0.00033041463680888553,3.768597762998738e-08,3.3757485180843126e-09,3.6658673553785958e-09,4.742009495376444e-06,9.844134026812694e-05,2.783439708716847e-09,1.085390298593527e-05,1.4011562880252565e-06,1.543161902233201e-17,2.1094541994854263e-12,5.034394023795029e-10,1.9709643773785655e-18,5.835705957552094e-12,1.1555380900624953e-10,1.15662858677364e-14,3.014409298714799e-14
0.001304526056834154,0.567069025520237,3.76,0.0,0.5579040283978238,0.9995697006506558,0.00045608811806722744,4.4832280320478707e-23,2.0102404748280564e-16,0.00011198020879781722,2.75356808331316e-05,2.0519905756942982e-07,2.405220525157477e-07,9.446084522836063e-08,5.148636831900275e-05,0.0003348027792114396,3.777081024842675e-08,3.3844034996468517e-09,3.696245974693255e-09,4.838478008006541e-06,0.00010006505723147418,2.8233007396716336e-09,1.1131972694634233e-05,1.4047841573916762e-06,1.5745550987627612e-17,2.155763849967926e-12,5.206442644262226e-10,2.0424224282962575e-18,5.852261885407666e-12,1.1587893255882055e-10,1.176013221680978e-14,3.0568068863246207e-14
0.0013146301671423312,0.5670689971636341,3.76,0.0,0.5578965992430257,0.9995648038411228,0.00046157441360417963,4.507948887798062e-23,2.0162100436970554e-16,0.00011210043240460394,2.75828023856019e-05,2.0541841533872839e-07,2.4089838132051885e-07,9.471134424103647e-08,5.2131360762940415e-05,0.0003387547340988416,3.784679201360102e-08,3.392179560024153e-09,3.723535269397551e-09,4.9259776004282234e-06,0.00010152909053654667,2.85922785360067e-09,1.138553356557523e-05,1.408099125064941e-06,1.6030295923156827e-17,2.197830070552014e-12,5.364495927955719e-10,2.1081997314296255e-18,5.866933942100523e-12,1.161669463966118e-10,1.1935055062504496e-14,3.094989678852836e-14
0.0013247342774505085,0.5670689688594183,3.76,0.0,0.5578891608727029,0.9995598991659024,0.0004670694995033669,4.532648689748052e-23,2.0221349837534316e-16,0.00011221811436479198,2.7630589657584155e-05,2.0563310921729622e-07,2.412719476411522e-07,9.496190778948755e-08,5.277832726066589e-05,0.000342709089186482,3.792246206085436e-08,3.3999461468109624e-09,3.750781545428307e-09,5.014118287656694e-06,0.00010299559898291287,2.89520480502071e-09,1.1642223034966736e-05,1.411460661367986e-06,1.6317127150913755e-17,2.2402648565626983e-12,5.525617523420469e-10,2.1753824575789036e-18,5.881404144054871e-12,1.1645088738800054e-10,1.211040817987165e-14,3.133197391385746e-14
0.0013348383877586857,0.5670689406156756,3.76,0.0,0.5578817133497477,0.9995549867087308,0.00047257331642819566,4.5571266432672876e-23,2.028017449506208e-16,0.00011233339940673297,2.7679026835203744e-05,2.0584340461068604e-07,2.4164298629432777e-07,9.52125960596064e-08,5.342726916024441e-05,0.00034666576459255373,3.799785362375742e-08,3.4077059276067873e-09,3.777990147206698e-09,5.1028990863474455e-06,0.00010446451756707601,2.9312319796033505e-09,1.1902045052477039e-05,1.4148680767397474e-06,1.6606041471396264e-17,2.2830696144765376e-12,5.689834256788238e-10,2.243987414340475e-18,5.895683943978708e-12,1.1673101599757063e-10,1.2286185623186365e-14,3.171431160343191e-14
0.001344942498066863,0.5670689124401143,3.76,0.0,0.5578742567313374,0.9995500665483744,0.00047808581015179304,4.581844933913775e-23,2.0338648174246992e-16,0.00011244642568657556,2.7728098122063032e-05,2.0604955487064028e-07,2.420117194965127e-07,9.546346423806437e-08,5.4078188180852844e-05,0.00035062468526321917,3.80729980261231e-08,3.4154621058100384e-09,3.805166272815757e-09,5.192319136192487e-06,0.00010593578487602917,2.9673098964554816e-09,1.216500361232089e-05,1.4183206626195561e-06,1.6897036084865708e-17,2.3262459678884385e-12,5.857173064004107e-10,2.314032226631257e-18,5.9097892453813764e-12,1.170075810482967e-10,1.246238182539675e-14,3.2096924716250596e-14
0.0013550466083750402,0.5670688843400986,3.76,0.0,0.5578667910691532,0.9995451387587831,0.0004836069313686246,4.6062016227244986e-23,2.0396755416198974e-16,0.00011255732495740455,2.7777787758675706e-05,2.0625180160721132e-07,2.4237835715118024e-07,9.571456485720571e-08,5.4731086395309934e-05,0.0003545857808107561,3.8147924821458754e-08,3.4232165340709265e-09,3.832314880782441e-09,5.2823776969005485e-06,0.00010740934297728634,3.0034389215762914e-09,1.2431102754115926e-05,1.4218176933166544e-06,1.719010858317999e-17,2.3697953597563695e-12,6.02766099418231e-10,2.3855336190958808e-18,5.923727154747318e-12,1.1728082015391204e-10,1.2638991586344455e-14,3.247982282856995e-14
0.0013641403076523997,0.5670688591205197,3.76,0.0,0.5578600642792648,0.9995406972825454,0.0004885832799978898,4.62848447384656e-23,2.044882174130218e-16,0.00011265541960992729,2.7823024144637564e-05,2.064306766911744e-07,2.427067034183098e-07,9.594079298881749e-08,5.532038898012223e-05,0.0003581525717430347,3.8215195878573405e-08,3.4301966936502868e-09,3.856729102752965e-09,5.363975810000848e-06,0.00010873745871027941,3.0359992503056656e-09,1.2673280555087202e-05,1.4250024095479986e-06,1.7455648736067828e-17,2.409310249277377e-12,6.183815081024165e-10,2.451145396536962e-18,5.936142776339791e-12,1.1752407821420293e-10,1.2798289949448293e-14,3.282468892914437e-14
0.0013732340069297592,0.5670688339727609,3.76,0.0,0.5578533302320754,0.9995362497303131,0.0004935665512388785,4.65054005344984e-23,2.0500645447201567e-16,0.00011275198056015817,2.786873729600302e-05,2.0660673682924236e-07,2.430336496248536e-07,9.616728062677301e-08,5.591129862243431e-05,0.0003617210257453537,3.828233231401981e-08,3.4371789916787223e-09,3.881128315966949e-09,5.446090232325981e-06,0.00011006734814694607,3.068601744502184e-09,1.2918008547420632e-05,1.428221978299737e-06,1.7722869097557764e-17,2.4491298675493952e-12,6.342561846521618e-10,2.517964111440546e-18,5.948440186926179e-12,1.177649832785346e-10,1.2957916061626643e-14,3.316980589602752e-14
0.0013814183362793827,0.567068811405126,3.76,0.0,0.5578472634073613,0.9995322417753526,0.0004980573920333946,4.6705822319836914e-23,2.054713114950098e-16,0.00011283764330010916,2.7910277424056067e-05,2.0676291107237616e-07,2.4332681151200333e-07,9.637136595038788e-08,5.644449310913242e-05,0.0003649340210885106,3.834265498086313e-08,3.443466550044929e-09,3.903077498989219e-09,5.520434401715333e-06,0.00011126573570295467,3.0979804193389213e-09,1.3140446668815922e-05,1.431148931213461e-06,1.7964803170918226e-17,2.48522919027995e-12,6.487667178195373e-10,2.5791440453113108e-18,5.95941625170883e-12,1.1797991010636933e-10,1.3101857227273884e-14,3.348063574495217e-14
0.0013896026656290063,0.567068788902814,3.76,0.0,0.5578411907445497,0.9995282289658876,0.0005025538007397922,4.690558182260185e-23,2.059346256043333e-16,0.00011292218999002617,2.7952186402667023e-05,2.069170367218046e-07,2.436190343489303e-07,9.657570645544632e-08,5.697899274001942e-05,0.0003681482997967462,3.8402895770651916e-08,3.4497581884012517e-09,3.925019492422322e-09,5.595196355579121e-06,0.00011246550648495517,3.1273938512919373e-09,1.336495515114322e-05,1.4341032587921538e-06,1.8208096827237358e-17,2.5215773361050596e-12,6.634903368954874e-10,2.641321787162788e-18,5.970308753948671e-12,1.181931585909256e-10,1.3246059244768763e-14,3.379168392960075e-14
0.00139778699497863,0.5670687664690405,3.76,0.0,0.5578351122599011,0.9995242113310391,0.0005070557612666556,4.7105308624414665e-23,2.0639661657859074e-16,0.00011300567677475515,2.79944561254406e-05,2.0706921673412415e-07,2.439104037429739e-07,9.678032129350459e-08,5.751479930889753e-05,0.00037136383418393107,3.84630665583232e-08,3.4560549500518268e-09,3.94695653912322e-09,5.670375960886717e-06,0.00011366663707888957,3.1568423432953367e-09,1.3591536257204425e-05,1.4370845515741642e-06,1.845274963368962e-17,2.5581752839479928e-12,6.784285090890628e-10,2.7045070505842763e-18,5.981123458129725e-12,1.1840482973563236e-10,1.3390520123588731e-14,3.410295790097998e-14
0.0014059713243282535,0.5670687441068745,3.76,0.0,0.5578290279679797,0.9995201888983245,0.0005115632590672541,4.7305551309283486e-23,2.0685744846650086e-16,0.00011308815755766511,2.8037078559979356e-05,2.0721954995534996e-07,2.4420100119764964e-07,9.698522843256043e-08,5.805191470932371e-05,0.0003745805980724475,3.852317862266873e-08,3.4623577684716025e-09,3.968890809535652e-09,5.745973126780764e-06,0.00011486910523474467,3.186326184291806e-09,1.3820192271393649e-05,1.4400923984262034e-06,1.8698761294773128e-17,2.5950240244984356e-12,6.9358270735698e-10,2.7687095697023037e-18,5.991865401745661e-12,1.186150207589516e-10,1.3535237994610744e-14,3.4414464657528975e-14
0.001414155653677877,0.5670687218192831,3.76,0.0,0.557822937881742,0.9995161616937225,0.0005160762810629631,4.7505996993579256e-23,2.073172466390326e-16,0.00011316968407410788,2.8080045754577175e-05,2.0736813125557057e-07,2.444909042562353e-07,9.719044464844237e-08,5.859034092794696e-05,0.00037779856672561386,3.858324265877632e-08,3.4686674722681754e-09,3.990824405682465e-09,5.8219878032290075e-06,0.00011607288982033529,3.2158456689239333e-09,1.4050925499958175e-05,1.4431263872379132e-06,1.8946131647870443e-17,2.6321245580288793e-12,7.089544105182373e-10,2.833939102722518e-18,6.002539121315994e-12,1.1882382502908084e-10,1.3680211105134413e-14,3.4726210990436186e-14
0.001430524312377124,0.5670686774791504,3.76,0.0,0.5578107403707769,0.9995080930655736,0.00052511885208307,4.790801426249395e-23,2.0823428120582756e-16,0.00011333007098096166,2.816698306697456e-05,2.0766039874232457e-07,2.4506891887469313e-07,9.76018658136359e-08,5.9671134180748725e-05,0.00038423802606773143,3.870326674405917e-08,3.481310683319169e-09,4.03469765895229e-09,5.975269681278224e-06,0.00011848432898549863,3.2749927527542585e-09,1.4518632935163653e-05,1.44927114250452e-06,1.944494840965459e-17,2.707085102547283e-12,7.403562769635184e-10,2.967518717408642e-18,6.023699751476636e-12,1.192376279109892e-10,1.3970916577500349e-14,3.535044985671616e-14
0.0014452561052064464,0.5670686378556303,3.76,0.0,0.5577997428944039,0.9995008152117099,0.0005332759550069534,4.827126845910629e-23,2.0905736641267512e-16,0.00011347163279267922,2.8246327811007523e-05,2.0791832294852205e-07,2.4558745982849114e-07,9.797334741596348e-08,6.06483527155217e-05,0.00039003743881428475,3.881122050938249e-08,3.4927205837034857e-09,4.074201029284855e-09,6.114651544300201e-06,0.00012065893572221023,3.3283500071011863e-09,1.4946697285833847e-05,1.4548866959130024e-06,1.9898531156746626e-17,2.7754211194368507e-12,7.693767827734051e-10,3.091352397915201e-18,6.042554108711244e-12,1.196061680618137e-10,1.4233409050259156e-14,3.591315243226724e-14
0.0014599878980357688,0.5670685985149743,3.76,0.0,0.5577887267809836,0.9994935222369324,0.0005414508126413872,4.863602513033461e-23,2.098790190337992e-16,0.00011361081563582454,2.832667016536999e-05,2.0817187811855626e-07,2.461047922648325e-07,9.834604176696077e-08,6.162985280873262e-05,0.0003958404296009431,3.8919161059640544e-08,3.5041636869542136e-09,4.113731949133244e-09,6.2553870936991435e-06,0.00012283752559168263,3.381827374787641e-09,1.538152868050052e-05,1.4605805586531457e-06,2.0356519167500774e-17,2.8445892637854424e-12,7.991252814721887e-10,3.2186690960329766e-18,6.061251701580996e-12,1.1997150005394842e-10,1.4496706071120113e-14,3.6476736151576815e-14
0.0014747196908650913,0.5670685594710053,3.76,0.0,0.5577776920580487,0.9994862142446364,0.000549643393034567,4.9002589155438166e-23,2.106998643144479e-16,0.00011374785167910695,2.8407967317259222e-05,2.0842148998290255e-07,2.466212445267112e-07,9.872000984026494e-08,6.261564865339973e-05,0.00040164689847556795,3.902713278026812e-08,3.5156432298842193e-09,4.15330040218441e-09,6.397477350598587e-06,0.00012502001034306892,3.435426592630177e-09,1.5823141359919827e-05,1.4663503654485057e-06,2.08189157659954e-17,2.914595914268947e-12,8.296106217563265e-10,3.3495285439420744e-18,6.079813438653244e-12,1.203340418984797e-10,1.4760801042197362e-14,3.704123910701627e-14
0.0014894514836944137,0.5670685207363481,3.76,0.0,0.5577666387420654,0.9994788913264457,0.0005578536745982369,4.937106344670032e-23,2.1152047318157853e-16,0.00011388295555033968,2.8490177640804146e-05,2.0866755210404557e-07,2.4713711450491e-07,9.909530389545359e-08,6.360575498806198e-05,0.00040745675610398085,3.913517566083738e-08,3.5271620322508455e-09,4.192915771286085e-09,6.540923668186629e-06,0.0001272063102929292,3.4891493841237346e-09,1.6271549790458704e-05,1.4721937812978999e-06,2.128572535693956e-17,2.9854475668291824e-12,8.608417207400244e-10,3.483991244925065e-18,6.098258546309013e-12,1.2069417970281986e-10,1.5025688246780575e-14,3.760669844474916e-14
0.001504183276523736,0.5670684823229315,3.76,0.0,0.5577555668395152,0.9994715535630707,0.0005660816451570715,4.974153365040841e-23,2.1234137254549675e-16,0.00011401632540395087,2.8573260739317804e-05,2.0891042783417742e-07,2.4765267182803016e-07,9.947196826097554e-08,6.460018701932242e-05,0.00041326992290656797,3.924332562737648e-08,3.538722542230824e-09,4.232586868046384e-09,6.685727711884947e-06,0.00012939635370150867,3.542997454268638e-09,1.672676866054009e-05,1.4781085078493544e-06,2.175695336112864e-17,3.057150828178747e-12,8.92827565127955e-10,3.622118490988175e-18,6.1166047480597674e-12,1.2105226962051431e-10,1.529136278273189e-14,3.817315039959516e-14
0.0015189150693530585,0.5670684442418077,3.76,0.0,0.557744476347922,0.9994642010251306,0.0005743273010469644,5.0114237710857873e-23,2.131630539076377e-16,0.00011414814396073098,2.8657177478233228e-05,2.0915045222220434e-07,2.4816815995086047e-07,9.98500400429418e-08,6.559896034963275e-05,0.00041908632823443485,3.93516148534244e-08,3.550326876388792e-09,4.272321956693022e-09,6.831891440010666e-06,0.00013159007617260412,3.596972479852865e-09,1.7188812876316252e-05,1.4840922890239378e-06,2.2232606152505505e-17,3.1297124009915005e-12,9.255772122844902e-10,3.763972368215429e-18,6.13486842073282e-12,1.214086396136284e-10,1.5557820498561705e-14,3.87406302182123e-14
0.001548378655011703,0.5670683691170918,3.76,0.0,0.5577222395480866,0.9994494518618359,0.0005908716921459014,5.086691791399347e-23,2.1481052275613945e-16,0.00011440778638654699,2.8827361760157692e-05,2.096231557163274e-07,2.4919978234315257e-07,1.0061052179289077e-07,6.760959493966463e-05,0.000430728612308603,3.9568722611758574e-08,3.5736739312762897e-09,4.3520145627408714e-09,7.128307144782944e-06,0.0001359883343240835,3.705309928378069e-09,1.8133438028108218e-05,1.4962582275940887e-06,2.319721602480238e-17,3.277437690146095e-12,9.934045026953996e-10,4.059112247582169e-18,6.171206974938999e-12,1.221174007044898e-10,1.6093072286919556e-14,3.9878808614709e-14
0.0015748958821044834,0.5670683027376326,3.76,0.0,0.5577021626768106,0.9994361276135411,0.0006058222377504978,5.155275817432485e-23,2.1630003778657828e-16,0.00011463770952461272,2.8983012557151757e-05,2.100416801163658e-07,2.5012997796212683e-07,1.0130001533089096e-07,6.943417578303716e-05,0.00044121719226967613,3.976485154637279e-08,3.5948513699398077e-09,4.4240293345213e-09,7.399756419848337e-06,0.00013995883450946536,3.80326389723622e-09,1.900709715854208e-05,1.5074221236500921e-06,2.4080579114481618e-17,3.4133946756097833e-12,1.057153610098399e-09,4.338122020488507e-18,6.203767260062852e-12,1.2275217771732937e-10,1.657744908973453e-14,4.09070142951965e-14
0.0016014131091972637,0.567068237575631,3.76,0.0,0.5576820252216204,0.9994227562093414,0.0006208303339679426,5.2248188416221185e-23,2.1779806799393336e-16,0.00011486484195469035,2.914081512385664e-05,2.1045506520671496e-07,2.5106273453062706e-07,1.0199438189201613e-07,7.12730768382399e-05,0.0004517154988392051,3.996178956183754e-08,3.616191118295576e-09,4.496357645050251e-09,7.675653061603554e-06,0.0001439405330101869,3.901653541405074e-09,1.990311161133738e-05,1.518777038691996e-06,2.4978415174835683e-17,3.5522401360226165e-12,1.1235216171822591e-09,4.630207497961428e-18,6.236258980754871e-12,1.2338537607927272e-10,1.706432720230628e-14,4.193904568427204e-14
0.001627930336290044,0.5670681736725743,3.76,0.0,0.5576618269525959,0.9994093377871813,0.0006358961709649561,5.295094605810899e-23,2.1930618021023338e-16,0.00011508981018571158,2.9300588235870906e-05,2.1086445972229903e-07,2.519987574705181e-07,1.0269365432040326e-07,7.312639607866851e-05,0.00046222335355731596,4.01596230247294e-08,3.6376965849398015e-09,4.569031164984201e-09,7.956016858933344e-06,0.00014793325327506276,4.0004871008863125e-09,2.082157544570692e-05,1.5303118189188098e-06,2.5890788610370033e-17,3.694015327739739e-12,1.1925640034445959e-09,4.9357588649023056e-18,6.268736144425612e-12,1.2401810752160994e-10,1.7553702515348792e-14,4.2975064423995453e-14
0.0016544475633828244,0.5670681110650818,3.76,0.0,0.5576415676020842,0.9993958724277344,0.0006510199779755808,5.36698717040575e-23,2.208260849722105e-16,0.00011531314371045487,2.9462163861987093e-05,2.112708344888038e-07,2.5293860245106733e-07,1.0339783050024e-07,7.499423193381713e-05,0.00047274062449639,4.0358417412175384e-08,3.6593699942287385e-09,4.642077736579653e-09,8.240869456286768e-06,0.0001519368602032665,4.099772268119421e-09,2.1762584512052772e-05,1.5420159569887664e-06,2.6817769863568967e-17,3.8387620062745414e-12,1.2643370387391262e-09,5.255175465305726e-18,6.30124828756842e-12,1.2465130286578998e-10,1.804557504327707e-14,4.40152225040401e-14
0.0016809647904756047,0.5670680497855963,3.76,0.0,0.5576212468751585,0.9993823601639504,0.0006662020138439481,5.439295951114346e-23,2.223585158058322e-16,0.00011553528821447594,2.962538688397951e-05,2.116750066539803e-07,2.5388269882949004e-07,1.0410688078321156e-07,7.687668263805967e-05,0.00048326721720071987,4.055822067850901e-08,3.6812112082347603e-09,4.715521610663004e-09,8.530234103139856e-06,0.00015595125314629428,4.199516177692976e-09,2.2726236318006114e-05,1.5538796141433479e-06,2.775943460103987e-17,3.986521906258437e-12,1.3388977902817895e-09,5.588863185492572e-18,6.333829080343996e-12,1.2528574644101866e-10,1.8539948191120003e-14,4.505965234227367e-14
0.001707482017568385,0.5670679898627082,3.76,0.0,0.557600864458573,0.9993688009895121,0.0006814425588738121,5.512379987546091e-23,2.2390458281451097e-16,0.00011575661749305978,2.9790114699652406e-05,2.120776615307783e-07,2.548313728938256e-07,1.0482075543707012e-07,7.877384570300119e-05,0.0004938030667443241,4.07590667760518e-08,3.7032197906021685e-09,4.789384133931334e-09,8.824135431206985e-06,0.00015997635971282166,4.2997254758863375e-09,2.3712629908351465e-05,1.5658936300097238e-06,2.8715862986871374e-17,4.1373372635976835e-12,1.416304129984622e-09,5.9372376791911695e-18,6.366511884031116e-12,1.2592208787599594e-10,1.9036828109912675e-14,4.610848004549372e-14
0.0017313475219518874,0.5670679371128732,3.76,0.0,0.5575824672697047,0.9993565575917664,0.0006952093195851408,5.57981301445947e-23,2.2530874456206154e-16,0.00011595537498007585,2.993954804907533e-05,2.1243922691745973e-07,2.5568929203197566e-07,1.0546731325406601e-07,8.049395133138554e-05,0.000503293211835086,4.094073833353595e-08,3.7231698997949225e-09,4.8562337991051484e-09,9.092546827430852e-06,0.00016360807524002695,4.3903167951581024e-09,2.4619911367971503e-05,1.5768277631224898e-06,2.958934089928387e-17,4.2757185871725175e-12,1.4884512959385285e-09,6.263682681798159e-18,6.396039410995598e-12,1.2649686008524502e-10,1.9486170267648984e-14,4.705628184432629e-14
0.0017552130263353896,0.5670678854987801,3.76,0.0,0.5575640196041232,0.9993442761157342,0.0007090239378730995,5.647454974165103e-23,2.267249546144647e-16,0.00011615391267756265,3.0090006675163767e-05,2.1280037094681437e-07,2.565512330424547e-07,1.0611766844465808e-07,8.222612176737298e-05,0.0005127908061860322,4.1123281439693933e-08,3.743252646907407e-09,4.9234494313585144e-09,9.364673445954549e-06,0.00016724840818636155,4.4812941013259805e-09,2.5545769159557907e-05,1.5878710368236316e-06,3.047490920847841e-17,4.416639985851282e-12,1.5629942465467334e-09,6.602681418758928e-18,6.425684859715213e-12,1.2707392735918271e-10,1.9937557254222385e-14,4.800781041459758e-14
0.001779078530718892,0.5670678350350173,3.76,0.0,0.5575455212140737,0.9993319564963526,0.0007228866449007814,5.71652707994467e-23,2.281540718292549e-16,0.0001163523863854024,3.0241409927498722e-05,2.1316137922472193e-07,2.574172733136494e-07,1.0677175659489731e-07,8.39704257691633e-05,0.0005222958452206276,4.130669921700834e-08,3.763466670020565e-09,4.991041360839329e-09,9.640535497719715e-06,0.00017089734895784175,4.572661087918297e-09,2.6490278182884116e-05,1.5990180945098957e-06,3.137263369011252e-17,4.5601324716669045e-12,1.6399768498319245e-09,6.954554823648516e-18,6.455465883368718e-12,1.2765354745444148e-10,2.0390997676068786e-14,4.896313610571064e-14
0.0018005574846640439,0.5670677906123305,3.76,0.0,0.557528829088348,0.9993208361621402,0.0007354043907648537,5.779561137426819e-23,2.2945146614671374e-16,0.00011653106467486683,3.037841918207583e-05,2.1348636612687732e-07,2.582002505710603e-07,1.0736357167516754e-07,8.555072959997612e-05,0.000530856748274814,4.147252211343945e-08,3.7817695682588884e-09,5.0522033552827135e-09,9.892022272796811e-06,0.000174188754770013,4.655227434277776e-09,2.7356345580623837e-05,1.6091350721705847e-06,3.219103501048518e-17,4.691499656258955e-12,1.7113837817896593e-09,7.282517774136122e-18,6.482391870455215e-12,1.28177566891639e-10,2.0800857533623165e-14,4.982622539081721e-14
0.0018220364386091958,0.5670677471411837,3.76,0.0,0.5575120954947754,0.9993096848048192,0.0007479614499094156,5.843463952046435e-23,2.307596885445941e-16,0.00011670987291451842,3.0516083892419613e-05,2.1381157627656468e-07,2.5898659539612454e-07,1.0795830420113897e-07,8.714096517298447e-05,0.0005394236907402896,4.16390491468659e-08,3.800175169394892e-09,5.113683305335334e-09,1.0146566981124425e-05,0.00017748713705399987,4.738114530599738e-09,2.823763727465532e-05,1.6193287373403934e-06,3.301938773019796e-17,4.824997195047825e-12,1.784835528240452e-09,7.621414327688906e-18,6.5094409575022365e-12,1.2870395481613729e-10,2.1212395646845347e-14,5.06924786843773e-14
0.0018435153925543477,0.5670677046296957,3.76,0.0,0.5574953202550518,0.9992985023545454,0.0007605579940886964,5.907245290489542e-23,2.320785435902636e-16,0.00011688887486102328,3.0654358259666015e-05,2.1413712652471604e-07,2.5977630411164265e-07,1.0855590246549247e-07,8.874118043743791e-05,0.0005479966821995896,4.1806275025649166e-08,3.818681222734572e-09,5.175486369376624e-09,1.0404185329536433e-05,0.00018079250450922586,4.82132455891175e-09,2.9134209224089598e-05,1.6295959735882105e-06,3.385774296729403e-17,4.9606477753015645e-12,1.8603651784738523e-09,7.971489105060286e-18,6.5366139883263355e-12,1.2923281722909439e-10,2.162561970747957e-14,5.1561929956635164e-14
0.0018649943464994997,0.567067663085318,3.76,0.0,0.557478503192675,0.9992872887362947,0.0007731941949069461,5.973071981122418e-23,2.3340897818945153e-16,0.0001170681219176664,3.0793200068515094e-05,2.1446311107382042e-07,2.6056935891023374e-07,1.0915631217029732e-07,9.035142266315056e-05,0.0005565757348337967,4.197419256756692e-08,3.837286821395465e-09,5.237617003162019e-09,1.0664893268134264e-05,0.00018410486940070476,4.904859338348526e-09,3.00461177448895e-05,1.6399338869394913e-06,3.470615262991168e-17,5.098474064205356e-12,1.938006172177942e-09,8.33299225506208e-18,6.5639235635123695e-12,1.297642250428e-10,2.2040537718807265e-14,5.243461628845386e-14
0.0018843254050501365,0.5670676265280784,3.76,0.0,0.557463331934368,0.9992771697659018,0.0007846008231567946,6.031958274885394e-23,2.346155760732256e-16,0.00011722968772669578,3.09186106980018e-05,2.1475693058783947e-07,2.6128594562773145e-07,1.0969904217837989e-07,9.180925222005963e-05,0.000564302075978048,4.212590289330282e-08,3.854114459423535e-09,5.293817997986699e-09,1.0902185364910248e-05,0.00018709199301447982,4.980319921110884e-09,3.087999498876617e-05,1.6492962184656852e-06,3.547836131630152e-17,5.2243968011709024e-12,2.0097161856704798e-09,8.66832399951957e-18,6.5886126519289485e-12,1.302447280284944e-10,2.2415419061356735e-14,5.3222819968941874e-14
0.0019017233577457097,0.567067594305141,3.76,0.0,0.5574496486142906,0.9992680410029992,0.0007948944728321267,6.085871300448901e-23,2.357094797197796e-16,0.00011737531463120346,3.103182471283624e-05,2.1502175673268143e-07,2.619331492274941e-07,1.1018937843568348e-07,9.312830289965748e-05,0.0005712599991056712,4.226290988462625e-08,3.869325559300679e-09,5.344630652828017e-09,1.1117908974037641e-05,0.00018978527094699538,5.048461634273024e-09,3.1641179368135095e-05,1.657767906461563e-06,3.6180380756419e-17,5.339263533403289e-12,2.0757613625840507e-09,8.978366473127382e-18,6.6109286180595774e-12,1.3067901622244056e-10,2.275399616789828e-14,5.3934478898350405e-14
0.001919121310441283,0.5670675627284337,3.76,0.0,0.5574359375504148,0.9992588916457117,0.000805214441911345,6.140229121997888e-23,2.368108141714576e-16,0.00011752116191005743,3.114534670521304e-05,2.1528697693305931e-07,2.6258248507364727e-07,1.1068146678277964e-07,9.445401397860396e-05,0.0005782219247132189,4.2400354463798425e-08,3.884598171497221e-09,5.3956646022911825e-09,1.1335688657075083e-05,0.0001924831695353221,5.1168194407330955e-09,3.2412527221187423e-05,1.6662815053539981e-06,3.6889091265140876e-17,5.455598241304862e-12,2.143252401369783e-09,9.296361806589833e-18,6.633334404835399e-12,1.3111506402121548e-10,2.309369953963503e-14,5.464830589429985e-14
0.001936519263136856,0.5670675318011186,3.76,0.0,0.557422198655245,0.9992497216483253,0.0008155608184105994,6.195384502696001e-23,2.379197527734833e-16,0.00011766724002907197,3.1259160237787984e-05,2.1555261035138316e-07,2.632339279038962e-07,1.1117528024370979e-07,9.578640922174615e-05,0.0005851878608930798,4.253823111856633e-08,3.899931438833307e-09,5.446921355517483e-09,1.1555533229332609e-05,0.00019518569915812574,5.185394099197474e-09,3.319406903875715e-05,1.6748358631289409e-06,3.760452153149708e-17,5.573413071306336e-12,2.2122077496548037e-09,9.622449947875298e-18,6.655832098100497e-12,1.3155288301398498e-10,2.343453373110719e-14,5.5364313413371006e-14
0.001953917215832429,0.5670675015261359,3.76,0.0,0.5574084318429084,0.9992405309643713,0.0008259336893643709,6.250800588438709e-23,2.3903610459225584e-16,0.00011781355673590154,3.137325001782506e-05,2.1581867116616294e-07,2.63887450299917e-07,1.1167079277429768e-07,9.712551210688799e-05,0.0005921578156984694,4.267653410973151e-08,3.9153241276480146e-09,5.498402255606185e-09,1.1777451562465935e-05,0.00019789287065628063,5.254186332059071e-09,3.398583541387028e-05,1.6834299032886978e-06,3.832670042834585e-17,5.692720171742941e-12,2.28264600711958e-09,9.956772016489135e-18,6.678419655236614e-12,1.31992483452011e-10,2.3776503325945256e-14,5.608251059867772e-14
