Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32),H2CC(23),C3H3(635)
2.359288e-10,0.6082388469089142,3.76,0.0,0.7653900442039692,0.999999999947683,4.2976090083422825e-20,6.805975205201978e-35,1.532032788736732e-24,5.327124068743288e-11,5.231679120914603e-11,1.2990044396758519e-16,1.0057780805902548e-16,9.542153425008057e-13,1.5307294222359416e-16,2.847307024591472e-17,7.498510460786765e-17,2.3717128158835788e-18,8.781666604129026e-25,9.456434765015491e-27,3.844490026135806e-24,7.883395670376599e-24,2.0941932663546496e-23,1.0780355109608459e-17,2.2380568616893968e-38,5.3849219489912035e-37,1.1654744458975485e-39,1.304842596606599e-55,2.4635921363679547e-18,4.3461139842196764e-20,1.8911484917074814e-28,3.753439395848623e-32,2.243971913592924e-27,4.686295299045022e-22,1.4444005789680323e-22,1.7618613167782416e-46,2.587718774738855e-42,1.2472270575258413e-50,3.530450457622593e-55,2.832757965302766e-38,2.7089063205084034e-26,4.567109680702897e-55,5.826513622808824e-60,5.549364824811175e-46,4.125405105340286e-26,1.2170716461532348e-58,8.621094082744445e-58,2.565171864732859e-49,5.883531193343751e-23,2.546139072946421e-36,5.286699701281718e-57
4.718584e-10,0.6082388469090193,3.76,0.0,0.7653900441506973,0.9999999998953653,3.4370150871891514e-19,5.34194194163126e-34,6.0696828301411786e-24,1.0654266441130292e-10,1.0463378988529212e-10,5.186893700133624e-16,4.0217760731094164e-16,1.9079371709866966e-12,6.071215395800363e-16,1.1393148515309188e-16,2.987816071051627e-16,9.447843157183966e-18,4.1587345518279006e-24,7.553771419007459e-26,3.045265905590355e-23,6.10923945713176e-23,1.6243850120613888e-22,4.3121386410769774e-17,2.789100369072529e-37,8.532859441423342e-36,3.7130349979370816e-38,8.527549851641539e-54,4.821035616300211e-18,1.6809395890929925e-19,1.730230175384708e-27,3.343220395287924e-31,1.2665209072665166e-26,3.0098646866780687e-21,1.7430597938107504e-21,5.3520912695590524e-45,8.53430456351597e-41,6.866439987832702e-49,1.6808666887075752e-53,8.522457675278083e-37,2.0346647670636062e-25,5.816393931227219e-53,3.1276268322197236e-58,3.2784500731739204e-44,5.318726114122494e-25,1.4920658286681737e-56,5.593818110099243e-56,6.799136189163196e-48,4.67133675440921e-22,4.057035412223625e-35,3.2985619369051746e-55
7.07788e-10,0.6082388469091242,3.76,0.0,0.7653900440974252,0.9999999998430472,9.825945493211088e-19,1.5109087658858528e-33,1.2813162764491024e-23,1.598140908197633e-10,1.569508110823393e-10,1.1008764260406463e-15,8.544303254926194e-16,2.8612866701785596e-12,1.2867886040780744e-15,2.4216147196213374e-16,6.340472674085057e-16,2.001963156149227e-17,9.940409915806083e-24,2.159338171965189e-25,9.015183527207191e-23,1.7152779150716222e-22,4.563170034178659e-22,9.16328046706353e-17,9.202931396531495e-37,3.234354646295306e-35,1.6952413908778487e-37,4.645724054892692e-53,7.102200726045624e-18,3.4899797778476555e-19,5.11598080949183e-27,1.019785323840004e-30,3.0182200431724285e-26,7.628395185269512e-21,5.719514263060588e-21,2.467602315136286e-44,3.9529718928831985e-40,3.605381846652027e-48,8.496162966369027e-53,3.892622580715685e-36,5.610623615143923e-25,3.7840882438903604e-52,1.66290793127977e-57,1.6251813180765189e-43,1.774151892763671e-24,8.340632933813766e-56,3.0941566806697317e-55,2.969493881283482e-47,1.3299170585502478e-21,1.490952471252375e-34,1.838574435264994e-54
9.437176e-10,0.6082388469092291,3.76,0.0,0.7653900440441528,0.9999999997907286,2.0722374500915025e-18,3.155870429347683e-33,2.1725628190566088e-23,2.130855205975968e-10,2.092678547766129e-10,1.8758664036625113e-15,1.457247652564769e-15,3.814264021427127e-12,2.1919860902319005e-15,4.131881301013188e-16,1.0806737761061151e-15,3.4061910105847723e-17,1.880191306376453e-23,4.554908442704592e-25,1.961338710766251e-22,3.558846641938418e-22,9.472195263791774e-22,1.5631451664020277e-16,2.1314827278945744e-36,8.642416857095322e-35,5.06009828277074e-37,1.6935712650039443e-52,9.30957803145326e-18,5.827878264856754e-19,1.0930914306009802e-26,2.2785884261462015e-30,5.479112828760847e-26,1.4500701120364175e-20,1.3199606677879218e-20,7.754427375367354e-44,1.3095749890456775e-39,1.2832254814109062e-47,2.9226900937821735e-52,1.2284338867061738e-35,1.1452777112464194e-24,1.6338855152708698e-51,5.967657484951392e-57,6.581697185102177e-43,4.1343495726212094e-24,4.2508545570917144e-55,1.1466540182655506e-54,9.11842514927276e-47,2.7941506707633278e-21,3.7768990464047715e-34,6.82649586775467e-54
9.999999999999999e-10,0.6082388469094391,3.76,0.0,0.7653900440314443,0.9999999997782478,2.401457648282805e-18,3.648571799437286e-33,2.409691572137063e-23,2.25793735403174e-10,2.2174839724605845e-10,2.0829370806326006e-15,1.6184410025400396e-15,4.041559416347963e-12,2.433978079397912e-15,4.589374880092998e-16,1.2000729443975697e-15,3.780906481789926e-17,2.138493981141112e-23,5.279315037160952e-25,2.293111710724711e-22,4.1075941150910973e-22,1.093404042632789e-21,1.7361355610045246e-16,2.5162425114694274e-36,1.0670090577244324e-34,6.3790146989250855e-37,2.321972364818274e-52,9.827997814476455e-18,6.441836512136686e-19,1.2674898312040546e-26,2.6800303234906966e-30,6.144388531227802e-26,1.6408078102158454e-20,1.5565182619791902e-20,1.0085135335413073e-43,1.7439206316858792e-39,1.7504795851682673e-47,3.937008946354838e-52,1.6045928897761113e-35,1.3166195440968905e-24,2.481001885032342e-51,8.229255360119523e-57,9.644266581846556e-43,4.884181663106367e-24,7.417544930577955e-55,1.591526008407859e-54,1.1822965681265113e-46,3.2350084912296603e-21,4.5605578547027985e-34,9.528264504674288e-54
1.4155768e-09,0.6082388469094391,3.76,0.0,0.7653900439376075,0.9999999996860908,5.658379962565736e-18,8.482301045318599e-33,4.4529146453038616e-23,3.196283901777481e-10,3.139019948913461e-10,3.876503834002794e-15,3.015974383257634e-15,5.7193458768241856e-12,4.5314141957311944e-15,8.557597684348642e-16,2.234948233544298e-15,7.021415229828654e-17,4.6050171150928785e-23,1.2451579068956706e-24,5.684146721628566e-22,9.45849638721773e-22,2.519487114211811e-21,3.236283440865525e-16,6.499745307712505e-36,3.443592851581298e-34,2.2272479498803928e-36,1.095879868826806e-51,1.3558564388335502e-17,1.1645714726525432e-18,2.9806258167101667e-26,6.850184884322235e-30,1.1989213106599124e-25,3.368652503085548e-20,3.996131191223632e-20,4.004649199443555e-43,7.52929833812663e-39,8.147300907986514e-47,1.762389801647927e-51,6.48019033164252e-35,2.9630000957857892e-24,1.5265248491427987e-50,3.9649672418694957e-56,5.4675176767629165e-42,1.2647947454292196e-23,5.883823507282616e-54,7.799263016339117e-54,4.654976940891059e-46,7.581849156493267e-21,1.3188611825902746e-33,4.750387120056262e-53
1.887436e-09,0.6082388469096488,3.76,0.0,0.7653900438310612,0.9999999995814515,1.1836358810275196e-17,1.7497044296049142e-32,7.501157162732741e-23,4.261712778093773e-10,4.1853621753984455e-10,6.581228464988471e-15,5.1276476093031574e-15,7.623060713375079e-12,7.699467295732648e-15,1.4559159334291673e-15,3.7978377214890284e-15,1.1892221011247797e-16,9.043589733465969e-23,2.608529399466967e-24,1.2419735388385094e-21,1.9316670525432605e-21,5.149145639470564e-21,5.504053409630891e-16,1.461084408233661e-35,9.239180303944864e-34,6.513750249991048e-36,3.942867304061645e-51,1.755573026607369e-17,1.9148505197328953e-18,6.147507739576939e-26,1.5529575010210622e-29,2.0875223052948904e-25,6.132427201238744e-20,8.913431899533343e-20,1.236814680027778e-42,2.475041305729967e-38,2.896220325938662e-46,6.041338289840917e-51,2.017048224616354e-34,5.907063721661679e-24,6.301370723990079e-50,1.3573061057300805e-55,2.079822915651183e-41,2.8389088679027524e-23,2.7224334496197176e-53,2.91977628056047e-53,1.40390850094148e-45,1.577181954660618e-20,3.292604378573765e-33,1.7089426021860162e-52
2.3592951999999996e-09,0.6082388469098585,3.76,0.0,0.765390043724514,0.9999999994768106,2.1542334318449748e-17,3.1396275728712753e-32,1.1348863729073647e-22,5.327141893168226e-10,5.23170528459399e-10,1.00363947264059e-14,7.831173674969103e-15,9.525312091592914e-12,1.1754745304521736e-14,2.2250764306167426e-15,5.797806940440978e-15,1.809187345732043e-16,1.5716789644376242e-22,4.755977028653373e-24,2.3287918908851583e-21,3.4312329887533356e-21,9.153202497700142e-21,8.408922538102654e-16,2.809948723436916e-35,2.0569664487036068e-33,1.5862559799987553e-35,1.1595537439194302e-50,2.129797451286297e-17,2.8262467091168286e-18,1.092412386143811e-25,3.0432671211658083e-29,3.2069952911635524e-25,9.762651711932928e-20,1.697268511071307e-19,3.099801654307989e-42,6.582162320382336e-38,8.211995751185215e-46,1.6579270302660956e-50,5.104523171548359e-34,1.0238758233435606e-23,2.1089579765146466e-49,3.7871705399424795e-55,6.316577814740636e-41,5.430382192761313e-23,9.988030536063047e-53,8.729190789325701e-53,3.46734236112734e-45,2.8542874549029435e-20,6.981133267836971e-33,4.9579901153331154e-52
2.8311543999999994e-09,0.6082388469100681,3.76,0.0,0.7653900436179658,0.9999999993721682,3.5721806492849294e-17,5.129980657902719e-32,1.5983991839276483e-22,6.392571304377843e-10,6.278049290731143e-10,1.4251075515863148e-14,1.1136644892584318e-14,1.1426074754575585e-11,1.6712725741493182e-14,3.1665110142057757e-15,8.241973386214507e-15,2.5625524103416466e-16,2.512470546597436e-22,7.901951167475832e-24,3.9406645797935386e-21,5.548111663780962e-21,1.481162582228386e-20,1.1962492782691763e-15,4.86948271839054e-35,4.041682036602516e-33,3.4275478818664785e-35,2.989105796784202e-50,2.4797222716477448e-17,3.880534701432429e-18,1.7544760470941636e-25,5.400421966819832e-29,4.533222224632756e-25,1.419850478518771e-19,2.904675717371188e-19,6.772622410033935e-42,1.5208672893312585e-37,2.0147850880282067e-45,3.9474953082642855e-50,1.1260510467609604e-33,1.6139664149158327e-23,6.1732318009669006e-49,9.232257629083374e-55,1.6388126729703034e-40,9.325722537128128e-23,3.1078159287244093e-52,2.26352205233095e-52,7.479537547800807e-45,4.705218714683035e-20,1.3284396935819612e-32,1.253851885586548e-51
3.7748728e-09,0.608238846910487,3.76,0.0,0.7653900434048666,0.999999999162879,8.266171503133539e-17,1.1438061979245341e-31,2.74676685650801e-22,8.523431323275804e-10,8.370739981256745e-10,2.493079029585404e-14,1.9548216905560124e-14,1.5223144982454197e-11,2.933103961213692e-14,5.566965992251694e-15,1.4457092547218325e-14,4.458308843921202e-16,5.482946125945896e-22,1.8383093820264394e-23,9.34794597603638e-21,1.2060944720121928e-20,3.226053734126736e-20,2.1014466375702063e-15,1.2096230308248136e-34,1.2658465601645692e-32,1.426999481859602e-34,1.919032548994319e-49,3.1153786767595713e-17,6.3121157207432515e-18,3.6774015793279756e-25,1.4263733762371087e-28,7.6595422246468e-25,2.496446943014196e-19,6.9130135798074345e-19,2.6310681208795643e-41,6.7655897401481146e-37,1.0416050096181171e-44,1.885683602039779e-49,4.40036625995358e-33,3.301197462677715e-23,5.531443154432061e-48,4.7765378085404876e-54,8.790335342540644e-40,2.230832740200669e-22,2.6037039955496833e-51,1.4244177411924267e-51,2.7991401566914157e-44,1.0726349014959487e-19,4.086267494152461e-32,7.257214435765349e-51
5.6623096e-09,0.6082388469113236,3.76,0.0,0.7653900429786563,0.9999999987442824,2.793151224521841e-16,3.5587535526700424e-31,5.853742633609042e-22,1.2785157820421977e-09,1.2556131993404932e-09,5.5127809481776115e-14,4.353673872338535e-14,2.279954628981812e-11,6.533278434278708e-14,1.2439798620409741e-14,3.215629129525605e-14,9.744943274167965e-16,1.726696357682615e-21,6.296158090516596e-23,3.2260276672278095e-20,3.558064049023903e-20,9.557537637255383e-20,4.688175547084676e-15,4.458501231858926e-34,6.469078345158797e-32,1.2309268304847499e-33,3.1778696313537326e-48,4.16930412177257e-17,1.203447614587084e-17,9.746668936644129e-25,5.823904398443111e-28,1.5198922041447528e-24,5.169020513961324e-19,2.2642978509389536e-18,1.7406106806742992e-40,5.730922399954188e-36,1.0457538209413581e-43,1.7201507981655253e-48,2.884254919738522e-32,8.577279933218166e-23,1.2935964759388112e-46,5.504385512800083e-53,8.739398075921057e-39,7.34555053626859e-22,4.614088417891463e-50,1.99741791453606e-50,1.8671911666741826e-43,3.5039590159770567e-19,2.1656641136939047e-31,8.941500153953043e-50
7.5497464e-09,0.6082388469121586,3.76,0.0,0.7653900425524303,0.9999999983256619,6.521203902999842e-16,7.761759465350092e-31,9.948272913704372e-22,1.7046895207246807e-09,1.6741538097561524e-09,9.691126691809024e-14,7.704793413441468e-14,3.0352357462521685e-11,1.1565696670543523e-13,2.2082764097088043e-14,5.684308439250341e-14,1.6948465157953195e-15,3.889597023988261e-21,1.4880551162611625e-22,7.594162760022702e-20,7.428086574839111e-20,2.0026464072664524e-19,8.3099565988048e-15,1.0910240263238466e-33,1.916409511756328e-31,4.773092194035939e-33,1.679713975069525e-47,4.979046598926578e-17,1.843400463744005e-17,1.8368902754921363e-24,1.5110050986902735e-27,2.3791312894984172e-24,8.274930475276722e-19,4.988062496947928e-18,5.7097236504746925e-40,2.214754320356078e-35,4.2808490704245584e-43,6.808856023487526e-48,9.595664662130289e-32,1.6069003355661264e-22,7.60501283034733e-46,2.562809367618227e-52,3.6818846851934237e-38,1.6221614562146645e-21,2.4864141698281506e-49,9.4584827239931e-50,6.533951898062956e-43,7.95450905786054e-19,6.586047729558656e-31,3.985663313806454e-49
9.4371832e-09,0.6082388469129919,3.76,0.0,0.7653900421261887,0.9999999979070179,1.2550747118410726e-15,1.402479494771592e-30,1.4912325087560471e-21,2.1308646590999414e-09,2.0926958177349673e-09,1.5001099287805523e-13,1.2003734342639274e-13,3.788166709538617e-11,1.8025865203488416e-13,3.4505568084038557e-14,8.846449125309938e-14,2.596640576246629e-15,7.321496497214068e-21,2.8996781922722663e-22,1.4681561709069579e-19,1.2896307964711527e-19,3.489123138004846e-19,1.2966560187053677e-14,2.1710169234612757e-33,4.391295202913584e-31,1.340229391115334e-32,6.16159093850235e-47,5.598254866263925e-17,2.5009398218561685e-17,2.883936489890596e-24,3.1266410609244343e-27,3.2721690120615116e-24,1.1533924304304871e-18,8.958086134361802e-18,1.3829781906094011e-39,6.198656837955866e-35,1.2423083771551583e-42,1.9348400541034664e-47,2.371001164076538e-31,2.5213536435897163e-22,3.016961861665197e-45,8.722574023133713e-52,1.0926558799925357e-37,2.9175184828394394e-21,8.985084363365087e-49,3.085461668934189e-49,1.715671182485986e-42,1.4912968834040564e-18,1.5459182371492491e-30,1.2420431555662854e-48
9.999999999999999e-09,0.6082388469138241,3.76,0.0,0.7653900419990842,0.9999999977821774,1.4901815165179082e-15,1.6328192159359674e-30,1.6539900057218041e-21,2.257946611764308e-09,2.2175015753846224e-09,1.6798255001981898e-13,1.3468229955564117e-13,4.0122308148077887e-11,2.0227715344159648e-13,3.874989556662106e-14,9.922556087562292e-14,2.898722651864962e-15,8.647405486529134e-21,3.457353001104101e-22,1.7449904494794442e-19,1.4834980675265383e-19,4.01800048692606e-19,1.4555391356755753e-14,2.6013659190532524e-33,5.467988002237769e-31,1.7756756358544957e-32,9.002891756322382e-47,5.754535728508132e-17,2.6936150675646565e-17,3.217073462690779e-24,3.782033148747035e-27,3.535176009607445e-24,1.249688988141365e-18,1.0386869278515949e-17,1.742300989476232e-39,8.1892980396731e-35,1.6580678356349037e-42,2.5673247684608036e-47,3.0071807084219823e-31,2.8138062885152093e-22,4.5214543914191127e-45,1.2488211956682947e-51,1.4638161681183582e-37,3.3839771241192333e-21,1.288529480502857e-48,4.288018803378386e-49,2.2274301893860077e-42,1.7560519266207427e-18,1.941520975183116e-30,1.700163038975164e-48
1.1324619999999998e-08,0.6082388469138241,3.76,0.0,0.7653900416999314,0.9999999974883506,2.1437946041457536e-15,2.253947517602772e-30,2.0637604426382072e-21,2.5570415122771637e-09,2.5112392114606195e-09,2.141551176698115e-13,1.7246026224710003e-13,4.538756292253281e-11,2.590933094961097e-13,4.97180684260666e-14,1.269668980876691e-13,3.669834116360059e-15,1.2316507254256514e-20,5.0177762809081675e-22,2.51527297300211e-19,1.9956318396496632e-19,5.417972763803067e-19,1.8657877864948644e-14,3.810566749345502e-33,8.616096285318531e-31,3.123464832068246e-32,1.8418255808439234e-46,6.070933267433925e-17,3.140927949949302e-17,4.039051191514383e-24,5.639305391342816e-27,4.148214739506583e-24,1.4747260284787078e-18,1.4193683834877857e-17,2.8004461312346918e-39,1.4329593270356633e-34,2.950157657593631e-42,4.52468028428626e-47,4.8947960966373665e-31,3.537953038591547e-22,9.570073596007118e-45,2.4847755089556546e-51,2.618605980216051e-37,4.627201943831944e-21,2.5622320670878048e-48,8.141791271291271e-49,3.785403984041526e-42,2.4829767910509934e-18,3.1101149113117337e-30,3.1529332104375794e-48
1.50994936e-08,0.6082388469154837,3.76,0.0,0.7653900408473694,0.9999999966509474,4.9834317405868954e-15,4.663691625519744e-30,3.403855237376878e-21,3.4094014961046625e-09,3.3483301128308094e-09,3.746045489058067e-13,3.054430907323e-13,6.032942926878502e-11,4.59299907989812e-13,8.854639134174292e-14,2.244189013423836e-13,6.296086283675222e-15,2.808355733953195e-20,1.1994190241349128e-21,5.8711059569929525e-19,3.8520680616561336e-19,1.0528832748069446e-18,3.3144445449586294e-14,9.272922501246202e-33,2.4684159055807276e-30,1.1998383086591953e-31,1.1501681921343793e-45,6.689972988445608e-17,4.30421411551291e-17,6.440477519539356e-24,1.4146620761035176e-26,5.754055413916648e-24,2.066426699450185e-18,2.825057908745642e-17,8.170655966035424e-39,5.322152924689456e-34,1.1385835893130318e-41,1.7090812607468126e-46,1.4733407643018047e-30,5.677330148318426e-22,6.458610397632364e-44,1.469336270167332e-50,9.961578918569046e-37,9.220944501338799e-21,1.330306482507287e-47,3.83168455951347e-48,1.3185944341813333e-41,5.492009670539028e-18,9.407572497379239e-30,1.3864888805985364e-47
1.88743672e-08,0.608238846917138,3.76,0.0,0.7653900399947443,0.9999999958134544,9.612858299912122e-15,8.045954497145588e-30,4.948702548056583e-21,4.261771887929375e-09,4.185426420383372e-09,5.761904005821693e-13,4.756431020876604e-13,7.517863604038457e-11,7.159278992498816e-13,1.3863911023481234e-13,3.4877722140842143e-13,9.502026008463832e-15,5.353820900331761e-20,2.38209445850701e-21,1.1360058248336975e-18,6.228894147829628e-19,1.7140612152486049e-18,5.176919918621525e-14,1.8618480681136167e-32,5.552789883636038e-30,3.3959164160567254e-31,4.5540781051496563e-45,7.047251233988227e-17,5.2324878510848856e-17,8.622635629894797e-24,2.874356772708967e-26,7.044701575231349e-24,2.5429225116595563e-18,4.6582250590470065e-17,1.8117063058233585e-38,1.4458177505605722e-33,3.169369377735504e-41,4.694215695748691e-46,3.348034488187258e-30,7.658666959685362e-22,2.62567496603499e-43,5.663219065983272e-50,2.695632464549353e-36,1.521543329636688e-20,4.44589347382191e-47,1.2345993260674868e-47,3.443945340892842e-41,1.009565720067438e-17,2.2315516488648459e-29,4.2209989686467777e-47
2.2649240799999997e-08,0.6082388469187869,3.76,0.0,0.7653900391420552,0.9999999949758746,1.6493252231165303e-14,1.2371357637407275e-29,6.643899521348177e-21,5.114155131011715e-09,5.022528036430736e-09,8.168298666429764e-13,6.826901640830586e-13,8.993588530228118e-11,1.0286130944912768e-12,2.0006405777187725e-13,4.996029700326525e-13,1.3219846569229206e-14,9.113580523050418e-20,4.215501014100071e-21,1.9543480908999265e-18,9.0112218358593e-19,2.4965353044360504e-18,7.453170397267687e-14,3.3192357696770985e-32,1.0739747309140385e-29,8.036923250654817e-31,1.4441700907588126e-44,7.27535513560696e-17,5.916659897899809e-17,1.0358964885748465e-23,5.1230376128696866e-26,7.999310322844996e-24,2.8952234956937908e-18,6.829149862718402e-17,3.398881481987459e-38,3.250468226822839e-33,7.256471607480837e-41,1.0644280204648497e-45,6.369686714907128e-30,9.266622474115043e-22,8.384227308004005e-43,1.76058855069819e-49,5.914075904574465e-36,2.2317087705519178e-20,1.1605938756399458e-46,3.2187652103161316e-47,7.535930958519409e-41,1.6510198074136323e-17,4.562964912454443e-29,1.0477520088867068e-46
2.7791072057821262e-08,0.6082388469210248,3.76,0.0,0.765390037980487,0.9999999938348535,3.028966037256659e-14,1.959859369304063e-29,9.138781963528718e-21,6.275228166182895e-09,6.162769354351277e-09,1.2040585710286009e-12,1.023340920851835e-12,1.0989029920452026e-10,1.5440742633877768e-12,3.0206067593897754e-13,7.46865152501903e-13,1.9010311424706915e-14,1.661613515518471e-19,8.121345718589435e-21,3.601937378618069e-18,1.3269122905778974e-18,3.708026624545746e-18,1.1219289611981258e-13,6.439291692481181e-32,2.2447218016247933e-29,2.2137417666574395e-30,6.152401549467219e-44,7.43575115326115e-17,6.573872918997437e-17,1.2129810044817678e-23,9.770033053068038e-26,8.920065729178304e-24,3.2354944646677816e-18,1.0170319900374108e-16,6.642358534338466e-38,8.078184777336949e-33,1.838484840176812e-40,2.670227336363163e-45,1.2564754943129644e-29,1.0929157289624605e-21,3.546278913113295e-42,7.333476901399323e-49,1.386507184115813e-35,3.324946063378235e-20,3.457040828276319e-46,9.814181551112848e-47,1.8260251367553685e-40,2.834249828498528e-17,1.0413539151003076e-28,3.020421246499172e-46
3.2932903315642526e-08,0.6082388469232539,3.76,0.0,0.7653900368187992,0.9999999926936799,5.018257722377956e-14,2.818361838431416e-29,1.1784992281972208e-20,7.4363344728047965e-09,7.303020112951456e-09,1.6558001402832173e-12,1.4307991041250568e-12,1.2967697356336026e-10,2.162020744523335e-12,4.2530813659563094e-13,1.0414192859541418e-12,2.5526660060757172e-14,2.7392883566295277e-19,1.415702847655002e-20,5.9882375329309935e-18,1.7908297929055717e-18,5.04386582596884e-18,1.575295034756231e-13,1.127904566543633e-31,4.1101975495133355e-29,5.24260069286859e-30,2.1374341574248916e-43,7.514698952015811e-17,6.987713597091588e-17,1.327346262333315e-23,1.6631807974822928e-25,9.501086215336685e-24,3.4504465454046745e-18,1.3813593450620345e-16,1.1267973384597762e-37,1.6964428666318953e-32,3.913046328614305e-40,5.645569939705191e-45,2.1422332245769016e-29,1.201684373683414e-21,1.2286398175434597e-41,2.546690594195402e-48,2.7251406910328813e-35,4.517226729066178e-20,8.318741752487492e-46,2.443152539793152e-46,3.773906905048316e-40,4.391553236141431e-17,2.0882847308871256e-28,7.346648804279994e-46
3.8074734573463794e-08,0.6082388469254745,3.76,0.0,0.7653900356569907,0.9999999915523583,7.725723371951106e-14,3.790242855594085e-29,1.4534742346651264e-20,8.597479101014045e-09,8.443280080374741e-09,2.167832364745925e-12,1.9041769614465547e-12,1.492975222101521e-10,2.8815889149246205e-12,5.699146593366537e-13,1.382243706706587e-12,3.2661767726650887e-14,4.201925722736436e-19,2.294739586529614e-20,9.250274837187293e-18,2.2813552386264e-18,6.4696143790221895e-18,2.105405675111661e-13,1.8346608873396103e-31,6.84893420588385e-29,1.0930673427529701e-29,6.0164798743418595e-43,7.555032222995426e-17,7.241115016733984e-17,1.399068065727749e-23,2.613145329185147e-25,9.857396390281558e-24,3.582300972396164e-18,1.7645263092980492e-16,1.7387071451621833e-37,3.155738043334236e-32,7.349653045877453e-40,1.0554838092675309e-44,3.306713415966374e-29,1.2704341540898893e-21,3.4088135720714e-41,7.087499344177465e-48,4.7464124014000494e-35,5.77127602570874e-20,1.711315909525794e-45,5.253310213596611e-46,6.946345679454381e-40,6.32947578425393e-17,3.8002159080128448e-28,1.5614469799424115e-45
