Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309)
0.0001648450936496931,0.8828287258630617,3.76,0.0,0.00022103540476498692,0.06402265851672985,0.9640463457346248,5.506740762036996e-05,2.0438515491398038e-05,0.0002353686835880962,5.310691698758629e-05,6.947195567277479e-10,0.04261458941801458,0.13936497441466575,0.26006814528743905,5.532144207998301e-05,0.017701668118167497,1.0288667663586767e-08,1.8162022446709636e-08,1.3741153742619914e-05,2.2623219637817153e-08,2.17340282091244e-05,0.46114063116245374,6.391595148749173e-06,1.9166875874875083e-10,6.874673455001617e-06,0.002000272924726676,9.366526597058537e-06,7.442024692031511e-06,2.229177368021874e-05,5.247259972248138e-14,2.2984974548611564e-12,1.5846922794372717e-13,6.559968778949908e-08,0.1930946145508419,2.9907014070553503e-05,3.569964035279527e-05,5.317798062663792e-09,9.711172243381792e-11,1.5745247980981138e-09,2.0349163305809918e-07,1.699843064227189e-08,5.443001070569548e-13,1.1432361037268158e-09
0.00016488807003398802,0.8828199262020842,3.76,0.0,0.000215710661889671,0.06371355993980583,0.9642584107972093,5.4268742966769666e-05,2.005814577644721e-05,0.00023012319546833636,5.284339442934897e-05,6.759488724248496e-10,0.042672620038952364,0.1395401285150205,0.2598030856032311,5.4153742037544984e-05,0.017729147370684872,1.0066146994039088e-08,1.7727831133647443e-08,1.3432320947887717e-05,2.1628548134642454e-08,2.133526580849095e-05,0.46101571987384754,6.402213368593671e-06,1.8811893966952193e-10,6.738847639739321e-06,0.001959411611359202,9.178816367092498e-06,7.29821648984945e-06,2.1845055333199894e-05,5.117765502891116e-14,2.249819998294782e-12,1.5455192516555435e-13,6.426680077280845e-08,0.19331908266562764,2.9306290984538145e-05,3.4971973208728586e-05,5.2173264220399754e-09,9.528128367777058e-11,1.5449886263382989e-09,2.0398524298226008e-07,1.62582279623183e-08,5.209807856146835e-13,1.1461382318874559e-09
0.00016493104641828295,0.8828110804204577,3.76,0.0,0.00021051570522642228,0.06340790545878877,0.9644666381000598,5.3476387009514965e-05,1.9683668312380508e-05,0.00022499262889849264,5.2583015363509206e-05,6.576999564988432e-10,0.042729922649769665,0.13971350447102435,0.2595418305399445,5.3009158113411e-05,0.017756221244129882,9.848264403410351e-09,1.73051065866234e-08,1.3130804226533928e-05,2.0678503874040424e-08,2.0944057026520108e-05,0.4608889469757071,6.412712904348501e-06,1.846260990129173e-10,6.6054851156261784e-06,0.0019193235506767216,8.994498583681986e-06,7.156831642658092e-06,2.1406385165243427e-05,4.991418944359892e-14,2.2021968052907605e-12,1.5072988975910587e-13,6.296687188833432e-08,0.19354349247805075,2.8716393153688266e-05,3.425786324106044e-05,5.11846254344086e-09,9.347997621587068e-11,1.515935653623493e-09,2.0447681140241774e-07,1.5549843206148172e-08,4.986434846000145e-13,1.1490241675570122e-09
0.00016497402280257788,0.8828021895308009,3.76,0.0,0.00020544738955571094,0.06310565878959107,0.9646710687592531,5.269045509542796e-05,1.9315032329371907e-05,0.00021997456995616127,5.2325741517174836e-05,6.399580844594968e-10,0.04278649936422167,0.13988511061368267,0.25928435746030787,5.1887287948384185e-05,0.017782890886085624,9.6349292808817e-09,1.6893500222700908e-08,1.2836411869467697e-05,1.977107137798387e-08,2.0560280671785905e-05,0.46076034773131064,6.423093141216008e-06,1.8118958721816524e-10,6.47454808853451e-06,0.0018799963607524675,8.813525063793881e-06,7.017841058089362e-06,2.0975650912712735e-05,4.86814804688488e-14,2.1556030382950126e-12,1.4700093665118227e-13,6.169914148944185e-08,0.19376784093339813,2.8137168623464647e-05,3.355710230022515e-05,5.021190335162859e-09,9.170751459074348e-11,1.4873600364658345e-09,2.0496633802820643e-07,1.4871936425223207e-08,4.772478724662898e-13,1.1518938782911689e-09
0.00016501699918687282,0.8827932545279024,3.76,0.0,0.00020050264299277082,0.06280678383232739,0.9648717437610747,5.191105663900709e-05,1.8952186088072852e-05,0.00021506665122586157,5.20715349823342e-05,6.227089451490609e-10,0.04284235240327718,0.14005495542683513,0.2590306433667831,5.0787734396442185e-05,0.017809157502192658,9.426052613496815e-09,1.6492675624029008e-08,1.2548957947226134e-05,1.8904325891054304e-08,2.018381678742043e-05,0.4606299570504454,6.433353510722989e-06,1.778087548140263e-10,6.345999163517379e-06,0.0018414177824489,8.635847865949376e-06,6.881215623693911e-06,2.0552740742827034e-05,4.747882008156982e-14,2.110014519073003e-12,1.4336292407864702e-13,6.04628654540698e-08,0.19399212494686363,2.756846615843665e-05,3.2869484006799815e-05,4.9254935475827165e-09,8.996361020479819e-11,1.4592559509693044e-09,2.0545382280290978e-07,1.422322239259979e-08,4.567552130173711e-13,1.1547473345736606e-09
0.00016505997557116775,0.8827842763889813,3.76,0.0,0.00019567846545271412,0.0625112446752739,0.9650687039551817,5.1138295199665355e-05,1.8595076938451826e-05,0.00021026655105788497,5.182035821419432e-05,6.059386295369446e-10,0.04289748409307276,0.1402230475427086,0.25878066491480106,4.9710105512274634e-05,0.017835022355188617,9.221546961625648e-09,1.610230807884793e-08,1.2268262114370729e-05,1.807642934692022e-08,1.9814546660885145e-05,0.460497809486977,6.443493489957383e-06,1.7448295210915879e-10,6.219801344143701e-06,0.0018035756807173843,8.461419305250346e-06,6.746926219665258e-06,2.013754329661585e-05,4.630551571207052e-14,2.065407776227051e-12,1.3981374751940377e-13,5.925731320562018e-08,0.1942163414056927,2.7010135288867153e-05,3.219480378234369e-05,4.831355822491763e-09,8.824797224393322e-11,1.4316175925537072e-09,2.0593926589932623e-07,1.3602468468677691e-08,4.371283981160418e-13,1.1575845097907623e-09
0.00016510295195546268,0.8827752560739376,3.76,0.0,0.00019097192713941124,0.06221900559870307,0.9652619900479324,5.037226856239212e-05,1.8243651377915624e-05,0.00020557199283291805,5.157217402950742e-05,5.896336195824021e-10,0.0429518968628389,0.14038939573746465,0.2585343984258929,4.865401453694993e-05,0.01786048676393133,9.021326437458899e-09,1.5722084139200167e-08,1.1994149420828167e-05,1.7285626516431908e-08,1.9452352832852666e-05,0.4603639392366356,6.453512600800676e-06,1.7121153083888376e-10,6.09591803184176e-06,0.001766458045792388,8.290191967702766e-06,6.614943732437167e-06,1.972994772869264e-05,4.516088740164468e-14,2.0217599741067e-12,1.363513503261783e-13,5.808176976287493e-08,0.1944404871712812,2.6462026355398815e-05,3.1532858878533855e-05,4.738760642447199e-09,8.656030678360306e-11,1.404439180207411e-09,2.064226677195318e-07,1.3008492546264598e-08,4.183317037530037e-13,1.160405380197387e-09
0.0001651459283397576,0.8827661945256046,3.76,0.0,0.00018638016705783617,0.06193003107859695,0.9654516425958762,4.961306882159284e-05,1.789785510781783e-05,0.00020098074423307723,5.1326945604886815e-05,5.737807777133002e-10,0.043005593242802204,0.14055400892675246,0.2582918199007064,4.7619079881844574e-05,0.017885552102406593,8.82530667992738e-09,1.5351701195517705e-08,1.1726450129732834e-05,1.6530241319296257e-08,1.9097119105293228e-05,0.4602283801350159,6.463410409156566e-06,1.6799384356936406e-10,5.9743130252311534e-06,0.0017300529942852203,8.122118723967021e-06,6.485239067717823e-06,1.9329843745731622e-05,4.404426864448879e-14,1.979048857224401e-12,1.3297371910995995e-13,5.693553555234868e-08,0.194664559081234,2.592399055191831e-05,3.088344840448753e-05,4.6476913586694944e-09,8.490031725522828e-11,1.3777149558177752e-09,2.0690402889125633e-07,1.24401610682204e-08,4.0033080061486735e-13,1.1632099248990378e-09
0.00016518890472405254,0.8827570926700072,3.76,0.0,0.0001819003915498012,0.06164428579024099,0.965637701999405,4.886078246785517e-05,1.7557633088432496e-05,0.00019649061651980066,5.1084636475118304e-05,5.583673366275214e-10,0.043058575862065684,0.14071689616127275,0.25805290503190287,4.660492511086531e-05,0.01791021979872144,8.633404829651906e-09,1.499086706760523e-08,1.146499954148536e-05,1.5808673291027816e-08,1.8748730548747006e-05,0.4600911656557793,6.473186524176412e-06,1.648292428879184e-10,5.854950519419353e-06,0.0016943487701807497,7.957152742504444e-06,6.357783162243977e-06,1.8937121644239043e-05,4.2955008318043496e-14,1.9372528206659666e-12,1.2967887360950653e-13,5.581792353330282e-08,0.1948885539513841,2.5395879966649925e-05,3.0246373352355218e-05,4.558131262945784e-09,8.326770577631945e-11,1.3514391827186735e-09,2.073833502626084e-07,1.189638711582908e-08,3.8309285998429927e-13,1.165998125827829e-09
0.00016523188110834747,0.8827479514166058,3.76,0.0,0.00017752987285317903,0.06136173461169778,0.9658202084965702,4.8115490477448325e-05,1.7222929593076644e-05,0.0001920994638182396,5.084521053146468e-05,5.433808890941642e-10,0.04311084744646887,0.14087806662234584,0.25781762921692936,4.561117892096577e-05,0.01793449133408372,8.4455395075639e-09,1.4639299610582237e-08,1.12096378238956e-05,1.5119394203281016e-08,1.8407073508771222e-05,0.45995232890905874,6.482840597481919e-06,1.6171708347356787e-10,5.737795105258134e-06,0.0016593337457388503,7.795247502073848e-06,6.232546995761907e-06,1.855167234594088e-05,4.189246746035624e-14,1.896350849468359e-12,1.2646488009856872e-13,5.4728261501989026e-08,0.19511246857776426,2.4877547621489675e-05,2.9621436621389685e-05,4.4700635235783905e-09,8.166217203191766e-11,1.3256061503998646e-09,2.0786063290183121e-07,1.1376128568214928e-08,3.6658627217143507e-13,1.1687699677038613e-09
0.0001652748574926424,0.882738771658541,3.76,0.0,0.0001732659476847077,0.06108234262716156,0.9659992021570591,4.737726840447892e-05,1.689368826102598e-05,0.00018780518240828057,5.0608632019959826e-05,5.288093780283791e-10,0.043162410816429464,0.14103752961749383,0.257585967570662,4.4637475121016504e-05,0.0179583682417683,8.261630792421133e-09,1.4296726335745149e-08,1.0960209848307325e-05,1.446094483460624e-08,1.8072035611604556e-05,0.4598119026400612,6.492372322385334e-06,1.5865672167338348e-10,5.622811768568399e-06,0.0016249964223019218,7.636356803653903e-06,6.109501603160467e-06,1.8173387431097814e-05,4.085601935359299e-14,1.8563224328523707e-12,1.2332984893675876e-13,5.366589270783594e-08,0.19533629973853783,2.4368847509585475e-05,2.9008443040293363e-05,4.383471196456166e-09,8.008341342155574e-11,1.3002101747780057e-09,2.0833587809439597e-07,1.0878386330845662e-08,3.5078062357096744e-13,1.1715254380095482e-09
0.00016531783387693734,0.8827295542728907,3.76,0.0,0.00016910601584635234,0.06080607513019342,0.9661747228763384,4.664618647552148e-05,1.6569852148813034e-05,0.00018360571002275596,5.037486553969535e-05,5.146410869891738e-10,0.04321326888476834,0.14119529457604377,0.2573578949379163,4.36834526091146e-05,0.017981852106071065,8.081600196577978e-09,1.396288404652089e-08,1.071656503152687e-05,1.3831931884784513e-08,1.7743505769052594e-05,0.45966991922786615,6.501781433107599e-06,1.5564751399691177e-10,5.5099658893361e-06,0.0015913254310106384,7.480434781799011e-06,5.988618085542956e-06,1.780215917101864e-05,3.984505253809854e-14,1.8171476557938396e-12,1.202719190020864e-13,5.263017190618577e-08,0.19556004419589074,2.3869634631190682e-05,2.8407199387859702e-05,4.298337326145256e-09,7.853112690913506e-11,1.2752455954358334e-09,2.0880908733658363e-07,1.0402202630241554e-08,3.356468966693131e-13,1.174264526966541e-09
0.00016536081026123227,0.8827203001209061,3.76,0.0,0.00016504753885511413,0.06053289762683891,0.9663468103699587,4.5922309686420956e-05,1.625136378033022e-05,0.00017949902515279273,5.014387604109735e-05,5.008646308625128e-10,0.04326342465452017,0.14135137104474196,0.25713338590581747,4.2748755348389615e-05,0.018004944561251332,7.9053706442289e-09,1.363751848844164e-08,1.0478557183331947e-05,1.3231025024498695e-08,1.742137418262263e-05,0.4595264106844115,6.511067703994843e-06,1.5268881961725196e-10,5.399223240871864e-06,0.0015583095334307183,7.327435915391832e-06,5.869867620836224e-06,1.743788055902664e-05,3.8858967474560546e-14,1.7788071599211767e-12,1.1728927364014108e-13,5.1620467702566503e-08,0.1957836986978754,2.3379765027825917e-05,2.7817514412215774e-05,4.214644871626706e-09,7.700500774516627e-11,1.2507067804023829e-09,2.0928026233491686e-07,9.94665937246536e-09,3.2115715662066607e-13,1.1769872274952784e-09
0.0001654037866455272,0.8827110100482473,3.76,0.0,0.00016108803859617244,0.06026277583862871,0.9665155041680226,4.5205697901062596e-05,1.593816519585956e-05,0.00017548314636013423,4.991562882419004e-05,4.874689466731759e-10,0.04331288121673171,0.14150576868339046,0.2569124148160308,4.183303234135385e-05,0.018027647290463644,7.732866450554661e-09,1.3320384012223012e-08,1.0246044359358785e-05,1.2656954073580668e-08,1.7105532346956935e-05,0.45938140865366683,6.520230948733643e-06,1.4978000034387795e-10,5.29054998892642e-06,0.0015259376220934013,7.177315037838164e-06,5.753221474679732e-06,1.7080445339254456e-05,3.789717549201618e-14,1.7412820190957522e-12,1.143801422731956e-13,5.0636164389881626e-08,0.19600725998021115,2.289909581478195e-05,2.7239198848466486e-05,4.1323766895829815e-09,7.550474909647237e-11,1.2265881277930136e-09,2.0974940500433336e-07,9.510876562321667e-09,3.07284463002337e-13,1.1796935351812839e-09
0.00016544676302982213,0.8827016848852386,3.76,0.0,0.00015722509599926706,0.059995675705463936,0.9666808436098139,4.4496405951983674e-05,1.563019799965846e-05,0.0001715561315967992,4.9690089536853125e-05,4.744432846952063e-10,0.04336164174824957,0.141658497260514,0.2566949557768435,4.093593760285702e-05,0.018049962024679747,7.564013299087734e-09,1.3011243249857669e-08,1.0018888719190324e-05,1.2108506302894668e-08,1.6795873052536327e-05,0.45923494441098367,6.529271019565516e-06,1.4692041819634591e-10,5.18391269075861e-06,0.0014941987209520263,7.030027346731689e-06,5.638651010775838e-06,1.6729748034224273e-05,3.695910292756898e-14,1.7045538466738684e-12,1.1154277788751039e-13,4.9676656796985746e-08,0.19623072476805065,2.2427485211997097e-05,2.6672065434680387e-05,4.051515671206855e-09,7.403004452408648e-11,1.2028840617618546e-09,2.1021651746075085e-07,9.094010781433566e-09,2.940031856610238e-13,1.1823834482513812e-09
0.00016548973941411707,0.8826923254470987,3.76,0.0,0.0001534563497382304,0.059731563388386325,0.9668428678385901,4.379448374264399e-05,1.5327403406183598e-05,0.00016771607753228085,4.9467224173070934e-05,4.617771998496681e-10,0.04340970950949956,0.14180956664904726,0.2564809826750978,4.005713013169719e-05,0.01807189054160158,7.3987382198935844e-09,1.2709866803396579e-08,9.796956389479523e-06,1.1584523855422022e-08,1.6492290387677457e-05,0.4590870488626241,6.538187806501023e-06,1.4410943827764907e-10,5.079278294155982e-06,0.0014630819857569563,6.885528412967022e-06,5.52612770045415e-06,1.6385683971368248e-05,3.604418806798334e-14,1.6686047923691703e-12,1.0877547471609626e-13,4.874135231027152e-08,0.19645408977769485,2.1964792573335438e-05,2.6115928926622204e-05,3.972044664607978e-09,7.258058667942952e-11,1.1795890368190535e-09,2.1068160201974663e-07,8.695253724527132e-09,2.8128867514247777e-13,1.1850569675339587e-09
0.000165532715798412,0.882682932534164,3.76,0.0,0.00014977949495355848,0.059470405272234975,0.967001615796536,4.309997635115861e-05,1.5029722285194136e-05,0.00016396111888810914,4.924699907116449e-05,4.494605432645813e-10,0.043457087842259094,0.141958986822048,0.25627046918796886,3.919627388093533e-05,0.018093434664565988,7.23696956946283e-09,1.241603294571625e-08,9.580117331957003e-06,1.1083901281666442e-08,1.6194679739900046e-05,0.4589377525454577,6.5469812365338775e-06,1.413464294637367e-10,4.976614136407996e-06,0.0014325767043510875,6.743774189321477e-06,5.415623132242762e-06,1.6048149307716974e-05,3.5151878572651066e-14,1.6334173719096698e-12,1.0607657650290175e-13,4.782967443506206e-08,0.1966773517182653,2.151087841428991e-05,2.5570606111024473e-05,3.893946416051401e-09,7.115606616249495e-11,1.156697541224228e-09,2.1114466119612724e-07,8.313830791114062e-09,2.6911706677137877e-13,1.1877140964181341e-09
0.00016557569218270693,0.8826735069321419,3.76,0.0,0.00014619228199787908,0.059212167968189997,0.9671571262198747,4.241292413532888e-05,1.4737095205554943e-05,0.00016028942777987048,4.902938091201663e-05,4.374834540255309e-10,0.04350378016742481,0.14210676784845236,0.2560633887945869,3.8353037726975126e-05,0.01811459626144211,7.078637009747213e-09,1.212952733284275e-08,9.368245216159723e-06,1.0605583184144688e-08,1.5902937796619323e-05,0.45878708562682835,6.55565127285549e-06,1.3863076081736375e-10,4.8758879432284145e-06,0.001402672296888306,6.6047210185341325e-06,5.3071090213039095e-06,1.571704105304814e-05,3.428163664490932e-14,1.5989745793605592e-12,1.0344444555489015e-13,4.694105640228354e-08,0.1969005072933436,2.106560443814684e-05,2.5035915817215652e-05,3.8172037477748345e-09,6.975617470928239e-11,1.1342040918663621e-09,2.1160569769577402e-07,7.948999729983498e-09,2.574657321957628e-13,1.1903548408271976e-09
0.00016561866856700186,0.8826640494123369,3.76,0.0,0.0001426925152041564,0.058956818316204654,0.9673094376341436,4.1733362838795456e-05,1.44494624776542e-05,0.00015669921306695774,4.881433671728972e-05,4.258363511878138e-10,0.0435497899827768,0.14225291988885605,0.25585971478749747,3.7527095437464445e-05,0.018135377243522238,6.923671486869525e-09,1.1850142727533355e-08,9.16121729670417e-06,1.0148561965942406e-08,1.5616962545175808e-05,0.45863507790458063,6.564197914070323e-06,1.3596180467481443e-10,4.777067827623151e-06,0.0013733583159772976,6.468325640878298e-06,5.200557218146777e-06,1.5392257092062443e-05,3.343293677915846e-14,1.565259937684092e-12,1.0087748048528573e-13,4.607494231369205e-08,0.19712355320256117,2.0628833560645736e-05,2.451167892763127e-05,3.7417994890594605e-09,6.838060408763166e-11,1.112103237471067e-09,2.12064714413047e-07,7.600049335950855e-09,2.4631296398525826e-13,1.1929792091811714e-09
0.0001656616449512968,0.8826545607318593,3.76,0.0,0.00013927805167646498,0.05870432338732712,0.9674585883496248,4.106132369813705e-05,1.416676419463443e-05,0.0001531887197100097,4.8601833847623956e-05,4.1450992600423064e-10,0.0435951208607418,0.14239745319132605,0.25565942028395955,3.671812563806146e-05,0.018155779564406935,6.772005211322065e-09,1.1577678733628453e-08,8.958914294953843e-06,9.711875678841466e-09,1.5336653272312595e-05,0.4584817588072451,6.572621193412466e-06,1.333389384868732e-10,4.680122288703021e-06,0.001344624446753068,6.3345452012386795e-06,5.095939717004511e-06,1.5073696205169457e-05,3.260526130520382e-14,1.5322572782570483e-12,9.837413453254091e-14,4.523079299881981e-08,0.19734648614314237,2.0200429933160203e-05,2.399771838703758e-05,3.6677163578134524e-09,6.702904387434646e-11,1.0903895640280777e-09,2.1252171443195432e-07,7.266298196347851e-09,2.356376183245157e-13,1.1955872123508202e-09
0.00016570462133559173,0.8826450416338768,3.76,0.0,0.00013594680010316082,0.05845465048591291,0.9676046164569359,4.039683355076843e-05,1.3888940272414928e-05,0.00014975622813596094,4.839184000082734e-05,4.0349513432121e-10,0.04363977644615637,0.14254037808726325,0.25546247823707763,3.5925811778118636e-05,0.018175805218885222,6.623571638317714e-09,1.1311941540709762e-08,8.761220284937584e-06,9.294605966899572e-09,1.5061910563036257e-05,0.458327157394376,6.580921177963842e-06,1.3076153984644287e-10,4.585020210440202e-06,0.0013164605068784517,6.203337255715716e-06,4.993228664196816e-06,1.4761258087691472e-05,3.1798106318532966e-14,1.4999508410625796e-12,9.593287495557572e-14,4.44080785029805e-08,0.1975693028114198,1.9780258964435565e-05,2.349385921011189e-05,3.59493718177591e-09,6.570118537604965e-11,1.0690576890358723e-09,2.1297670101776987e-07,6.947093484646077e-09,2.2541971554676524e-13,1.198178863626421e-09
0.00016574330008145715,0.8826364490418909,3.76,0.0,0.00013301813208558522,0.05823233087485237,0.9677334032250354,3.9805265529209225e-05,1.3643016549236409e-05,0.00014673228410053873,4.820496432577526e-05,3.938410008235479e-10,0.04367939216694173,0.14266764390883313,0.25528807426745853,3.5226712362597355e-05,0.018193507939135427,6.492691370977922e-09,1.1078374409984734e-08,8.587143165455822e-06,8.93493894431665e-09,1.481932041490497e-05,0.45818694346376765,6.5882858291170195e-06,1.284802441185045e-10,4.5009790905771e-06,0.0012915919416343837,6.087414843586328e-06,4.902395837739129e-06,1.4485216599678864e-05,3.10888057993724e-14,1.4714577312823495e-12,9.378758271673979e-14,4.368553119066396e-08,0.19776973567001252,1.940903380558021e-05,2.3048879664797696e-05,3.5305366641399526e-09,6.452612346027146e-11,1.0501810170704586e-09,2.1338447030092586e-07,6.671728995008514e-09,2.1659892587086138e-13,1.2004973818120794e-09
0.00016578197882732257,0.8826278329251473,3.76,0.0,0.00013015375835227547,0.05801224731104494,0.9678597188025169,3.9219844045649e-05,1.3400948305718082e-05,0.00014376895198511475,4.8020071989047655e-05,3.844259375079672e-10,0.04371846666442464,0.14279362299430032,0.2551163438296324,3.454062768719734e-05,0.018210908717742207,6.364329884268544e-09,1.0849971629080036e-08,8.41662804534185e-06,8.589677144994118e-09,1.458108905871426e-05,0.4580457347630571,6.5955507875960625e-06,1.2623482854727573e-10,4.418384136414546e-06,0.001267169642358804,5.973511760202983e-06,4.813064727334059e-06,1.4213982267143982e-05,3.0395375720097997e-14,1.4435053111705266e-12,9.169030751040304e-14,4.2979555612291066e-08,0.19797006926588456,1.9044272811492454e-05,2.261181753239948e-05,3.4671659410584527e-09,6.33697850110833e-11,1.0316053961945613e-09,2.1379061412280018e-07,6.407202545803265e-09,2.0811955317969557e-13,1.20280268067705e-09
0.000165820657573188,0.8826191937972998,3.76,0.0,0.0001273522569268168,0.05779437645221779,0.9679835904844926,3.864057995802023e-05,1.3162691523435952e-05,0.00014086504942910954,4.783714013559129e-05,3.752438719598219e-10,0.04375700273724378,0.142918323032145,0.25494726690859487,3.386733686533049e-05,0.018228009089999136,6.238441174246041e-09,1.0626604639348e-08,8.249596951789653e-06,8.258234043039179e-09,1.4347146710012665e-05,0.4579035517123409,6.6027161695283326e-06,1.2402484682701114e-10,4.337213458647358e-06,0.0012431864610526237,5.861597941656898e-06,4.72521537398516e-06,1.394748393820252e-05,2.9717469693699036e-14,1.416082815567308e-12,8.964000802083576e-14,4.228979172920954e-08,0.19817030119454118,1.868588055513115e-05,2.2182549572463776e-05,3.4048125022609865e-09,6.223194478435971e-11,1.0133269784885337e-09,2.141951352313529e-07,6.1530931107703925e-09,1.9996854734425884e-13,1.2050947747770952e-09
0.00016585933631905342,0.8826105321634241,3.76,0.0,0.0001246122368500508,0.05757869511404701,0.9681050454118899,3.806748150993621e-05,1.2928202159985155e-05,0.00013801941580506193,4.765614612698653e-05,3.6628888760023417e-10,0.04379500322599031,0.14304175175544356,0.2547808234083705,3.3206622083826685e-05,0.018244810615411985,6.114980005086651e-09,1.040814862400608e-08,8.08597385097676e-06,7.940047110165696e-09,1.4117424429932301e-05,0.4577604144913361,6.609782111313599e-06,1.2184985330780542e-10,4.257445417033887e-06,0.0012196353362789788,5.751643607582162e-06,4.638827936988909e-06,1.3685651102235467e-05,2.90547526355232e-14,1.3891799434122657e-12,8.763564396617499e-14,4.161588005117215e-08,0.19837042905442034,1.8333762480368065e-05,2.1760953914585575e-05,3.343464003874942e-09,6.111238056154952e-11,9.95341935740878e-10,2.1459803648103342e-07,5.908995679908344e-09,1.921336823187001e-13,1.2073736801625979e-09
0.00016589801506491884,0.882601848520093,3.76,0.0,0.00012193233753754242,0.05736518027118211,0.9682241105692558,3.750055439550192e-05,1.2697436169147946e-05,0.00013523091186466314,4.7477067540356716e-05,3.575552197342549e-10,0.04383247101190014,0.1431639169395247,0.25461699315812475,3.2558268580118156e-05,0.018261314877030466,5.99390189765487e-09,1.0194482382342243e-08,7.925684590958464e-06,7.634576828537744e-09,1.3891854123022656e-05,0.45761634303995513,6.616748769169732e-06,1.1970940890742986e-10,4.179058619484505e-06,0.0011965092929947599,5.64361926385601e-06,4.553882697842087e-06,1.3428413898054779e-05,2.8406892210501376e-14,1.3627865561511349e-12,8.567622857323228e-14,4.095747401374932e-08,0.19857045044766256,1.7987824911170367e-05,2.134691006012955e-05,3.2831079634051397e-09,6.001086760724892e-11,9.776464684825481e-10,2.1499932083810967e-07,5.674520666226528e-09,1.8460268299649685e-13,1.2096394143482697e-09
0.00016593261715285428,0.8825940618617065,3.76,0.0,0.00011958475489971441,0.05717598675334202,0.9683286232212062,3.699861281861802e-05,1.2494111821593081e-05,0.00013278381052121065,4.731846853232855e-05,3.499250225277878e-10,0.043865540716749224,0.1432721417656192,0.254472628339489,3.1988552623579506e-05,0.01827582901863027,5.8875689343381146e-09,1.0007298921898276e-08,7.785055591079887e-06,7.371655729244841e-09,1.3693522058828194e-05,0.4574866808081317,6.622897160285544e-06,1.1782348203365143e-10,4.1100868749961085e-06,0.0011761752894570846,5.5485921550102755e-06,4.479096685142868e-06,1.3202126951853332e-05,2.7839638665573794e-14,1.3395984898570045e-12,8.396061887747217e-14,4.038132591300657e-08,0.19874929782640088,1.7683510255107206e-05,2.0982807946622352e-05,3.22994424751222e-09,5.904056664959481e-11,9.620583827769906e-10,2.153569429379915e-07,5.472606691217979e-09,1.7811344978285722e-13,1.2116551983792875e-09
0.0001659672192407897,0.8825862583236901,3.76,0.0,0.00011728328917138934,0.05698849254635291,0.9684312638783891,3.650161349472194e-05,1.2293700597038002e-05,0.00013038074904757972,4.7161368929071745e-05,3.4246352746948104e-10,0.0438981885463662,0.1433793672401938,0.254330324207554,3.1428410506432745e-05,0.018290107705978626,5.783077344285099e-09,9.823772561293577e-09,7.646986225947424e-06,7.118141481796075e-09,1.349841145356642e-05,0.457356300612917,6.6289663720154846e-06,1.1596453865567932e-10,4.042188660352541e-06,0.001156171095871391,5.455065552158229e-06,4.405435260209235e-06,1.2979413457522048e-05,2.7283787746575554e-14,1.3168031176697185e-12,8.22794905666312e-14,3.981707467797958e-08,0.19892805637287936,1.738400184138083e-05,2.0624569922677395e-05,3.177556118266652e-09,5.808437536072255e-11,9.466963407805182e-10,2.157132757483293e-07,5.277835007004013e-09,1.7185032287933447e-13,1.213660471005449e-09
0.00016600182132872515,0.8825784382448095,3.76,0.0,0.00011502702561831179,0.05680268149196681,0.9685320515346263,3.600955556474728e-05,1.2096171026594714e-05,0.0001280209539410735,4.700575311088563e-05,3.351669015605868e-10,0.043930416641254466,0.1434855990071919,0.254190066191498,3.087769458198044e-05,0.018304152117781684,5.680396780041839e-09,9.643823428169796e-09,7.511427027030722e-06,6.873691093199267e-09,1.3306475259344069e-05,0.457225216245363,6.634956554776306e-06,1.1413227185845928e-10,3.975349160845389e-06,0.0011364918932605507,5.3630189298972236e-06,4.332884568150699e-06,1.2760224746133069e-05,2.6739115161830498e-14,1.2943937501140577e-12,8.06321902655186e-14,3.926448565758502e-08,0.19910672438074226,1.708923442295052e-05,2.0272112507487395e-05,3.1259346871951805e-09,5.71421337110667e-11,9.31557673573603e-10,2.1606832160510964e-07,5.089955907331558e-09,1.6580523547341702e-13,1.2156552476545644e-09
