Time (s),Volume (m^3),N2,Ne,CH4(1),O2(2),H2O(3),C(4),CH(5),CH3(18),HO2(12),CH3O2(36),OH(8),H(6),H2(9),CH2O(19),O(7),CH3O(26),C2H5(31),C2H4(29),C2H6(30),HCO(16),CO(14),H2O2(13),C2H4(92),C2H3(28),C2H2(22),C2H(21),CH2(S)(24),CH2(T)(17),C1OO1(207),C2H5O(49),CH2O2(59),CHO2(121),CO2(15),HCCO(20),CH2CO(27),C2H2O(171),C2H2O(603),CH3CO(33),CHO2(125),C#CC(199),C3H4(637),CHO3(309),CH2O2(77),C3H4(718),C2H3O(346),C2H2O(128),CH2OH(32)
0.10103785725147824,0.6491180338542566,3.76,0.0,0.017014827580042847,0.002345532835527053,1.131839288926788,2.866017987045422e-14,1.4051485947032692e-12,3.7877077090547294e-05,2.4474126090010016e-06,1.0326979220159726e-10,1.9417314019594192e-06,3.1225904914359916e-05,0.2979446520278058,7.546128380099707e-06,5.189779375893285e-08,5.3975443145526535e-11,5.7530750463150846e-08,0.0015661626113053196,4.580996721041692e-05,1.4719990497532845e-08,0.5383670818365414,8.835811243266326e-08,1.784804467135443e-14,4.203083581164367e-07,0.00819364518455926,4.641668523839323e-10,4.807817657284063e-11,3.6055872103769594e-09,1.6108647784591867e-18,1.4582608712776646e-13,1.0803438428781171e-18,1.0712717593774624e-12,0.16252890878351758,4.865648439437903e-08,2.9942093305594827e-05,6.890620989696681e-13,1.3189278237198296e-16,4.8050149315495475e-11,5.625990201301736e-11,1.764844817752001e-05,3.6741041477429014e-12,5.159758058017267e-14,6.404555041551478e-08,1.562017062554684e-05,1.241839562809414e-13,6.004753585477522e-13,7.137416861679068e-10
0.10127803860409042,0.6491180615270432,3.76,0.0,0.017012959630177713,0.0023333752594743656,1.1317834104359479,2.8083262183326505e-14,1.3875067665152455e-12,3.770680602740899e-05,2.4299748585399734e-06,1.0227268074044581e-10,1.9325767628657635e-06,3.108922509092124e-05,0.2980103337043354,7.502795834805823e-06,5.140256468001554e-08,5.335434905372246e-11,5.717487665134339e-08,0.0015636891186982882,4.5589830285232386e-05,1.4633891416008874e-08,0.5383019696580691,8.773119989627735e-08,1.7773094650205428e-14,4.1838892304443454e-07,0.008193647261608776,4.6155293956000215e-10,4.765937525328361e-11,3.5759087326230946e-09,1.5893252382807901e-18,1.44908195526586e-13,1.0658978000313894e-18,1.0633465855676606e-12,0.16260164119643714,4.821954283548699e-08,2.987272670508917e-05,6.874119417265852e-13,1.3060188260086824e-16,4.782828398779802e-11,5.603875716283412e-11,1.7646432221738526e-05,3.673684416805249e-12,5.13772927948486e-14,6.404863705055703e-08,1.5618422669693626e-05,1.234539995632626e-13,5.989760863283455e-13,7.0782811549152e-10
0.1015182199567026,0.6491180891452774,3.76,0.0,0.01701112097603348,0.002321335779347142,1.1317277232771912,2.7664061425486057e-14,1.3701645942396815e-12,3.753810419186149e-05,2.4127293197252368e-06,1.0128976902914242e-10,1.923508911844748e-06,3.0953780722535665e-05,0.29807572045431985,7.459912912307194e-06,5.091430696679893e-08,5.2743022525155616e-11,5.6823071192692853e-08,0.0015612364019802565,4.5371752935091645e-05,1.4548777061006532e-08,0.5382371577794862,8.711125035848075e-08,1.7699065785758875e-14,4.164871161190194e-07,0.008193642434158639,4.5896738408302583e-10,4.7246119004130146e-11,3.5466013237973565e-09,1.568166972624073e-18,1.4400091303316608e-13,1.051707470518563e-18,1.055537196746676e-12,0.16267400893772602,4.7788442158076875e-08,2.980393096554587e-05,6.857758634496996e-13,1.2933023296985828e-16,4.760848910561738e-11,5.5819493855610686e-11,1.7644415835010796e-05,3.673264596768246e-12,5.1158980915482945e-14,6.405167338943845e-08,1.5616674134702055e-05,1.2273203519077407e-13,5.974903311646152e-13,7.019910830612846e-10
0.10175840130931478,0.6491181167073622,3.76,0.0,0.0170093111521494,0.002309412707985826,1.1316722263932395,2.752594158214255e-14,1.3531159730855778e-12,3.7370949933745484e-05,2.3956730853014547e-06,1.003207902889876e-10,1.9145266246320954e-06,3.081955505237111e-05,0.2981408148336074,7.417472903858021e-06,5.043289117484586e-08,5.2141268374199774e-11,5.64752680390161e-08,0.001558804195907808,4.5155706493316625e-05,1.4464631091398988e-08,0.5381726435163912,8.64981568810413e-08,1.7625942258098812e-14,4.1460269587160193e-07,0.008193630808266182,4.5640973820155183e-10,4.683831001996504e-11,3.517658825615199e-09,1.547381608922175e-18,1.431040655131983e-13,1.0377672390090248e-18,1.0478412545135155e-12,0.16274601557603474,4.736307935121393e-08,2.973569899539959e-05,6.841536810113832e-13,1.2807745725298972e-16,4.7390735870880165e-11,5.560208771302851e-11,1.7642399070750744e-05,3.672844698740282e-12,5.094261818578628e-14,6.405465975439086e-08,1.561492506877684e-05,1.2201793792595774e-13,5.960179043450253e-13,6.962292599497628e-10
0.10199858266192696,0.6491181442117664,3.76,0.0,0.017007529702202227,0.0022976043898927465,1.1316169187308924,2.716614803536937e-14,1.336353659789542e-12,3.720532199907622e-05,2.3788033041837538e-06,9.936548395630495e-11,1.90562869981368e-06,3.068653162529507e-05,0.29820561936583706,7.375469230733222e-06,4.995819090117876e-08,5.154889615502633e-11,5.6131402519584096e-08,0.0015563922397666733,4.4941662821338006e-05,1.4381437517438816e-08,0.5381084242194406,8.58918146347247e-08,1.7553708593051896e-14,4.127354252162528e-07,0.008193612488161861,4.538795634791364e-10,4.6435852342758714e-11,3.489075170952215e-09,1.5269609992570696e-18,1.422174825058614e-13,1.0240716408403196e-18,1.0402564804136867e-12,0.16281766462858907,4.694335370940644e-08,2.96680238192844e-05,6.825452144672898e-13,1.2684318839403142e-16,4.717499601565563e-11,5.538651477893778e-11,1.7640381981394666e-05,3.672424733626466e-12,5.072817833241094e-14,6.405759647454004e-08,1.5613175519279196e-05,1.2131158506138146e-13,5.945586207211755e-13,6.905413458459265e-10
0.10223876401453914,0.6491181716570077,3.76,0.0,0.017005776178887155,0.002285909200827944,1.1315617992410967,2.659500863720104e-14,1.3198716349170795e-12,3.704119952416753e-05,2.3621171806735736e-06,9.842359554766622e-11,1.8968139583943572e-06,3.0554694282924716e-05,0.2982701365427303,7.3338954422788665e-06,4.9490082563706986e-08,5.096572005233888e-11,5.579141131460395e-08,0.001554000277318553,4.4729594301942414e-05,1.4299180694229359e-08,0.5380444972740202,8.529212086824327e-08,1.7482349655382985e-14,4.108850713773343e-07,0.008193587576269382,4.5137643034236666e-10,4.6038652380555156e-11,3.460844447683578e-09,1.5068972005652422e-18,1.4134099714838776e-13,1.010615348741254e-18,1.0327806510259353e-12,0.16288895956172625,4.6529166672753264e-08,2.96008985768203e-05,6.809502870061812e-13,1.256270680299118e-16,4.6961241794132076e-11,5.51727515126418e-11,1.76383646184202e-05,3.6720047121326215e-12,5.0515635555818576e-14,6.406048388557019e-08,1.561142553273462e-05,1.2061285637174967e-13,5.931122986517128e-13,6.849260688997438e-10
0.10247894536715133,0.6491181990416811,3.76,0.0,0.017004050143561305,0.0022743255466041185,1.131506866879143,2.6344941321676773e-14,1.3036651146539446e-12,3.687856202163201e-05,2.3456119722743326e-06,9.749487638963218e-11,1.888081243051691e-06,3.042402715430005e-05,0.298334368824956,7.292745211543889e-06,4.902844534259746e-08,5.039155867167733e-11,5.545523240161986e-08,0.0015516280566418642,4.4519473819359614e-05,1.4217845307132453e-08,0.5379808600992573,8.469897482531523e-08,1.7411850633698617e-14,4.090514057474574e-07,0.008193556173267285,4.4889991784374386e-10,4.564661882280811e-11,3.432960894389346e-09,1.4871824720691327e-18,1.4047444603535273e-13,9.973931711107997e-19,1.0254115971985906e-12,0.16295990379250086,4.6120421755640995e-08,2.9534316518437865e-05,6.793687248340699e-13,1.2442874619252698e-16,4.674944596372377e-11,5.496077477761524e-11,1.7636347032385127e-05,3.671584644773315e-12,5.0304964516005833e-14,6.406332232880253e-08,1.5609675154853122e-05,1.1992163402105429e-13,5.91678759856863e-13,6.793821844990765e-10
0.10272077745322274,0.6491182265519827,3.76,0.0,0.017002339581971528,0.0022627733827144236,1.131451744982552,2.6151129544875037e-14,1.2876191946894228e-12,3.671628668286051e-05,2.3291733866518815e-06,9.65728336312142e-11,1.8793702325329599e-06,3.0293628492059356e-05,0.2983987571888595,7.251733812387758e-06,4.8570053923451186e-08,4.982237979115557e-11,5.5120533159722966e-08,0.0015492592270169713,4.430985041909747e-05,1.4136866694102892e-08,0.5379170757402653,8.410826752660853e-08,1.7341721210610963e-14,4.072217709386674e-07,0.0081935180964489,4.4643286302465534e-10,4.525701983472044e-11,3.4052306985802103e-09,1.467677302563327e-18,1.3961181413810202e-13,9.843115412227804e-19,1.0180976371014033e-12,0.163030984697718,4.571427045445197e-08,2.9467818924358296e-05,6.777896232557887e-13,1.2323982522501882e-16,4.6538146036458804e-11,5.4749123125461246e-11,1.7634315404644992e-05,3.671161654460399e-12,5.009471144442035e-14,6.406613115765714e-08,1.560791239694806e-05,1.1923312797398842e-13,5.9024810676617e-13,6.738710945629864e-10
0.10296260953929415,0.6491182539981724,3.76,0.0,0.017000656020994594,0.0022513311386026685,1.1313968106829373,2.54635333278026e-14,1.2718393447329636e-12,3.6555476243626964e-05,2.3129127910880853e-06,9.566365321507504e-11,1.8707400898493536e-06,3.0164384754609623e-05,0.2984628616413359,7.211139309248232e-06,4.8117985636408053e-08,4.9261984137800976e-11,5.478957648939726e-08,0.0015469099118635792,4.4102148258989e-05,1.405679205628934e-08,0.537853579999442,8.352399924092834e-08,1.7272434401131342e-14,4.05408601898149e-07,0.008193473638582137,4.4399196597991967e-10,4.487247785786447e-11,3.3778409894392324e-09,1.4485108972982807e-18,1.387589314014661e-13,9.71457113775768e-19,1.0108876800659756e-12,0.16310171686735167,4.531344654879012e-08,2.9401858607800457e-05,6.762237268186676e-13,1.2206826193509742e-16,4.632877759421658e-11,5.453923678192635e-11,1.7632283650792727e-05,3.670738638451874e-12,4.9886305748690516e-14,6.406889105359342e-08,1.560614933284296e-05,1.1855199921182686e-13,5.888300606569798e-13,6.684299301151199e-10
0.10320444162536556,0.6491182813789594,3.76,0.0,0.016998999038504697,0.0022399972759743164,1.1313420629277677,2.5160638113122236e-14,1.256321821511208e-12,3.6396110906590927e-05,2.2968275437796394e-06,9.476709843673755e-11,1.8621896977658357e-06,3.0036280591401325e-05,0.29852668460118886,7.170955608645967e-06,4.767212527824102e-08,4.8710199568396335e-11,5.446230291604954e-08,0.0015445798668501445,4.389634114630229e-05,1.3977606737332095e-08,0.5377903703432391,8.294607302352858e-08,1.7203976045895393e-14,4.036116776116173e-07,0.008193422897242734,4.4157682249592045e-10,4.449290583728749e-11,3.350786261899688e-09,1.4296759429338036e-18,1.3791564123954164e-13,9.588249838417467e-19,1.0037796699035755e-12,0.16317210364247145,4.49178577462943e-08,2.933642900929547e-05,6.746708670976088e-13,1.2091372383907997e-16,4.612131432062781e-11,5.433109332260869e-11,1.763025181962921e-05,3.67031560689708e-12,4.9679722920531555e-14,6.407160237993837e-08,1.5604386006748428e-05,1.1787813451593355e-13,5.874244495346461e-13,6.630575009984253e-10
0.10342209050282983,0.649118305964744,3.76,0.0,0.01699753013654502,0.002229888217194427,1.1312929485776069,2.5143180449986934e-14,1.2425756954128969e-12,3.625390158993112e-05,2.2824986008072103e-06,9.39708027395132e-11,1.8545616248557084e-06,2.9921948714040213e-05,0.29858388656381485,7.135136571858037e-06,4.727606579784785e-08,4.8220816935615533e-11,5.4170857564893644e-08,0.0015424991036679147,4.3712713743402574e-05,1.3907088450223188e-08,0.5377337241872464,8.24312832809567e-08,1.7143060391776663e-14,4.0200815554284856e-07,0.008193371936974874,4.394248854607507e-10,4.415546948767649e-11,3.326718909979058e-09,1.4130020002717353e-18,1.3716475492023167e-13,9.476421915199352e-19,9.974679712420644e-13,0.16323515915114206,4.456622924757196e-08,2.9277990798254393e-05,6.732843028509777e-13,1.198889278607531e-16,4.5936204926307e-11,5.414523615522329e-11,1.7628423145093002e-05,3.6699348734440255e-12,4.949533702597721e-14,6.407400135015116e-08,1.56027988251636e-05,1.1727777529269664e-13,5.86169891815671e-13,6.582801196301867e-10
0.1036397393802941,0.6491183304957082,3.76,0.0,0.016996082131394724,0.0022198646421945525,1.1312439837194452,2.47149458208118e-14,1.2290322872716892e-12,3.61128331188749e-05,2.2683077341032765e-06,9.318438134082683e-11,1.8469964756208757e-06,2.9808516866446913e-05,0.29864086417381114,7.0996411620883335e-06,4.6884863522429373e-08,4.7738153321687394e-11,5.388230665180267e-08,0.0015404335822783392,4.3530582058125905e-05,1.383726862838754e-08,0.5376773059323429,8.192148553049864e-08,1.7082794653864155e-14,4.004174602625883e-07,0.00819331603360528,4.372932052670535e-10,4.382192792142774e-11,3.3029145468716574e-09,1.3965857265565451e-18,1.364214046909245e-13,9.366322126063385e-19,9.9123580491221e-13,0.16329793992830213,4.421870371963057e-08,2.921997260645233e-05,6.719080454601607e-13,1.18877428360118e-16,4.575259926163873e-11,5.396075705998194e-11,1.7626594481048586e-05,3.669554142604363e-12,4.931239089751779e-14,6.407636154662239e-08,1.5601211497658944e-05,1.1668313064126442e-13,5.849251486781672e-13,6.535566366554083e-10
0.10385738825775837,0.6491183549710231,3.76,0.0,0.016994654731892097,0.002209925487203272,1.1311951675962237,2.4263302510992774e-14,1.2156886249826178e-12,3.5972891784591994e-05,2.2542531197566728e-06,9.240767265345937e-11,1.8394934771661776e-06,2.9695974409842537e-05,0.2986976191330139,7.064465172798234e-06,4.649843970075772e-08,4.726209154729714e-11,5.359660929401796e-08,0.0015383831329147308,4.334992795961491e-05,1.376813721564628e-08,0.5376211137981697,8.141661291129318e-08,1.7023169128095546e-14,3.988394386626965e-07,0.008193255254873126,4.351815037181134e-10,4.349222140682935e-11,3.2793693755370208e-09,1.3804221645072035e-18,1.356854829811368e-13,9.257917223378471e-19,9.850817726545307e-13,0.16336044831317223,4.3875217910087735e-08,2.916236986794689e-05,6.705419779930424e-13,1.1787899883607977e-16,4.557047910943544e-11,5.377764046417009e-11,1.762476586120602e-05,3.669173421388995e-12,4.913086754988289e-14,6.407868324174454e-08,1.5599624054839096e-05,1.1609412258976505e-13,5.836901012121065e-13,6.488862360747211e-10
0.10407503713522263,0.6491183793898996,3.76,0.0,0.016993247651883665,0.0022000697058915117,1.1311464994542098,2.4316065634985472e-14,1.202542109635102e-12,3.5834064097012484e-05,2.240332964612223e-06,9.164051828927295e-11,1.832051869217213e-06,2.958431087467648e-05,0.29875415312442344,7.029604469224606e-06,4.611671729605495e-08,4.679251685971057e-11,5.33137253330945e-08,0.0015363475883456283,4.317073360867009e-05,1.3699684337115375e-08,0.5375651460247461,8.091659971430172e-08,1.6964174285130465e-14,3.972739400690679e-07,0.008193189667485959,4.330895078105054e-10,4.316629137875671e-11,3.256079673261363e-09,1.3645064879322447e-18,1.349568841536442e-13,9.151174838775304e-19,9.790045111659008e-13,0.16342268661556922,4.3535709778120256e-08,2.9105178082246923e-05,6.691859852802154e-13,1.1689341760258033e-16,4.538982654430351e-11,5.359587103939581e-11,1.762293731873716e-05,3.668792716696936e-12,4.895075027081214e-14,6.408096670980019e-08,1.5598036526810248e-05,1.155106745182094e-13,5.824646323997077e-13,6.442681165963952e-10
0.1042926860126869,0.6491184037515736,3.76,0.0,0.016991860610096086,0.0021902962689416636,1.1310979785430537,2.4147084210798983e-14,1.1895876204069965e-12,3.569633678054012e-05,2.2265455055566137e-06,9.088276309758008e-11,1.8246709039041953e-06,2.9473515955649445e-05,0.29881046781253384,6.995054985992732e-06,4.5739620930084934e-08,4.6329316954325804e-11,5.303361534511041e-08,0.0015343267838173534,4.2992981450829676e-05,1.3631900304178029e-08,0.5375094008721035,8.042138135247987e-08,1.6905800780071606e-14,3.9572081619558943e-07,0.008193119337141353,4.3101694963192483e-10,4.2844079793867025e-11,3.2330417124593943e-09,1.348833990226853e-18,1.3423550452585465e-13,9.046063405913581e-19,9.730026891174405e-13,0.1634846571164958,4.3200118588374974e-08,2.9048392813186757e-05,6.678399539011447e-13,1.1592046787467065e-16,4.521062392783286e-11,5.3415433687336154e-11,1.7621108886238787e-05,3.6684120353075676e-12,4.8772022610895184e-14,6.408321222671175e-08,1.5596448943187948e-05,1.1493271116273263e-13,5.812486271505851e-13,6.397014918490603e-10
0.10451033489015117,0.6491184280553122,3.76,0.0,0.016990493330046687,0.0021806041637426167,1.1310496041158242,2.358525224546869e-14,1.1768212692880549e-12,3.55596967688776e-05,2.212889009020804e-06,9.013425507506312e-11,1.8173498452704288e-06,2.9363579505663488e-05,0.2988665648435718,6.960812725347767e-06,4.536707655255044e-08,4.587238189944539e-11,5.2756240622939446e-08,0.0015323205570130119,4.281665421132475e-05,1.3564775610594101e-08,0.5374538766200196,7.993089433913966e-08,1.684803944823104e-14,3.941799210612045e-07,0.008193044328542877,4.289635657170119e-10,4.252553001586914e-11,3.2102518666416236e-09,1.3334000512347281e-18,1.3352124231237083e-13,8.94255193820657e-19,9.67074998941445e-13,0.16354636206856216,4.286838468016126e-08,2.8992009688002692e-05,6.665037721387014e-13,1.149599371603641e-16,4.503285390161271e-11,5.323631352949848e-11,1.76192805957464e-05,3.668031383883583e-12,4.859466837152278e-14,6.40854200698638e-08,1.5594861333104023e-05,1.143601585793292e-13,5.800419722709715e-13,6.351855908472142e-10
0.10472798376761544,0.6491184523004179,3.76,0.0,0.016989145540522825,0.0021709923960657835,1.1310013754294217,2.3299440300812134e-14,1.1642409924995245e-12,3.5424131226409776e-05,2.199361773467874e-06,8.939484534279667e-11,1.8100879704390418e-06,2.9254491556092778e-05,0.29892244584358685,6.92687376466763e-06,4.4999011637829115e-08,4.542160411308817e-11,5.248156318630986e-08,0.0015303287482998503,4.2641734922997e-05,1.3498300933132082e-08,0.5373985715700673,7.944507638533836e-08,1.6790881299787837e-14,3.9265111123821665e-07,0.008192964705299026,4.269290975647557e-10,4.221058690683102e-11,3.187706623888232e-09,1.3182001621613623e-18,1.3281399765628706e-13,8.840610195995063e-19,9.612201634361585e-13,0.16360780369306846,4.2540449505628824e-08,2.893602440366335e-05,6.651773301188929e-13,1.1401161739888779e-16,4.485649941347351e-11,5.3058495950461025e-11,1.76174524787075e-05,3.667650768965417e-12,4.841867164167156e-14,6.408759051803079e-08,1.5593273725154916e-05,1.1379294418544374e-13,5.788445565233645e-13,6.307196575033268e-10
0.10494563264507971,0.6491184764862037,3.76,0.0,0.016987816974170636,0.002161459985159091,1.1309532917436986,2.321081791344557e-14,1.1518432489593908e-12,3.5289627488982995e-05,2.1859621214313177e-06,8.866438791396712e-11,1.8028845666485044e-06,2.9146242268274952e-05,0.2989781124236936,6.893234236732101e-06,4.463535511238222e-08,4.4976878208809374e-11,5.220954569283274e-08,0.0015283512000178624,4.2468206844342483e-05,1.3432467109293707e-08,0.5373434840399383,7.896386609545656e-08,1.673431750761643e-14,3.911342452172336e-07,0.008192880530212375,4.249132909944136e-10,4.1899195976652724e-11,3.1654024888663196e-09,1.303229921269811e-18,1.3211367240974112e-13,8.740208657625497e-19,9.55436933612078e-13,0.16366898418821918,4.2216255628118074e-08,2.8880432708211392e-05,6.638605193859037e-13,1.1307530489670767e-16,4.468154364296502e-11,5.28819665065442e-11,1.7615624566102876e-05,3.667270196996445e-12,4.8244016715693445e-14,6.408972385084952e-08,1.5591686147539895e-05,1.1323099656924998e-13,5.776562702798404e-13,6.263029490748965e-10
0.10516328152254398,0.6491185006119963,3.76,0.0,0.0169865073687235,0.0021520059680412472,1.1309053523224994,2.2992880379151006e-14,1.1396240646280308e-12,3.515617311575737e-05,2.1726884069665222e-06,8.794274004952881e-11,1.7957389338786386e-06,2.9038821974132367e-05,0.2990335661752129,6.8598903465124554e-06,4.42760374778979e-08,4.4538101259958e-11,5.194015154108842e-08,0.0015263877571121182,4.229605353173652e-05,1.3367265164789764e-08,0.5372886123686821,7.848720325211952e-08,1.6678339427951835e-14,3.896291839562898e-07,0.008192791865020168,4.229158968354813e-10,4.1591303763174506e-11,3.143336021639688e-09,1.2884850372697346e-18,1.314201703884019e-13,8.641318542184437e-19,9.49724090382289e-13,0.16372990572166163,4.189574684021786e-08,2.8825230417573608e-05,6.625532333055347e-13,1.1215080068241183e-16,4.450797006745158e-11,5.2706710997324736e-11,1.7613796888317817e-05,3.666889674296205e-12,4.8070688161546685e-14,6.40918203490059e-08,1.5590098627933245e-05,1.1267424569013667e-13,5.764770058979945e-13,6.219347381395069e-10
0.10538093040000825,0.6491185246772456,3.76,0.0,0.016985216465416775,0.002142629393963528,1.1308575564324375,2.2527634567950272e-14,1.1275799389435975e-12,3.502375581881835e-05,2.159539005462193e-06,8.722976079686728e-11,1.7886503806525842e-06,2.8932221124365e-05,0.2990888086758202,6.8268383482206785e-06,4.392099008626775e-08,4.410517163886453e-11,5.167334458311407e-08,0.0015244382663217005,4.212525874640511e-05,1.3302686236724787e-08,0.5372339549100671,7.801502842912432e-08,1.662293852373999e-14,3.8813579010580935e-07,0.008192698770726103,4.2093666892263644e-10,4.1286857565951045e-11,3.1215038369251535e-09,1.2739612695084706e-18,1.30733396591193e-13,8.543911408375503e-19,9.440804291666574e-13,0.16379057043999148,4.1578867628559465e-08,2.8770413394714684e-05,6.612553664514791e-13,1.1123790818830285e-16,4.433576236651406e-11,5.2532715400015143e-11,1.761196947532387e-05,3.666509207098181e-12,4.7898670738495995e-14,6.409388029370887e-08,1.5588511193646208e-05,1.121226223702478e-13,5.753066569641271e-13,6.176143064618115e-10
0.10559857927747252,0.6491185486812948,3.76,0.0,0.016983944010257906,0.00213332932886446,1.1308099033440806,2.215057186400672e-14,1.1157084152265192e-12,3.4892363520347725e-05,2.1465123221061046e-06,8.652531285194208e-11,1.7816182278278563e-06,2.8826430327770395e-05,0.29914384148440054,6.794074564784115e-06,4.357014597970017e-08,4.367799052045154e-11,5.1409089455062686e-08,0.0015225025768377612,4.195580652947814e-05,1.3238721661846303e-08,0.537179510038117,7.754728331379513e-08,1.6568106458194325e-14,3.8665392865031017e-07,0.008192601307330735,4.189753662269052e-10,4.098580615923702e-11,3.0999026473575075e-09,1.259654510313578e-18,1.3005325814146211e-13,8.4479597067856425e-19,9.385047803773075e-13,0.16385098046090832,4.1265563712398824e-08,2.8715977565807517e-05,6.599668151565798e-13,1.1033643619502705e-16,4.416490450382651e-11,5.235996590073923e-11,1.7610142356555735e-05,3.666128801524268e-12,4.772794945407871e-14,6.409590396698034e-08,1.5586923871496005e-05,1.1157605886513973e-13,5.741451190972118e-13,6.133409524971242e-10
0.10581622815493678,0.6491185726236157,3.76,0.0,0.016982689752559153,0.0021241048502454183,1.130762392330772,2.2182510613404406e-14,1.104007060409895e-12,3.476198428946472e-05,2.133606782945206e-06,8.582926123324913e-11,1.7746418048213549e-06,2.8721440305303012e-05,0.29919866614677854,6.76159536642153e-06,4.3223439334208324e-08,4.325646082435827e-11,5.114735132034751e-08,0.001520580539552579,4.178768111578142e-05,1.3175362908111257e-08,0.5371252761409212,7.708391036212735e-08,1.6513835026338505e-14,3.85183466216693e-07,0.008192499534139181,4.1703175117750907e-10,4.068809913638356e-11,3.078529216445573e-09,1.2455607253085703e-18,1.2937966353404146e-13,8.35343637958649e-19,9.32995994156625e-13,0.16391113788205505,4.0955781693562633e-08,2.8661918901218577e-05,6.586874769455294e-13,1.0944619673156319e-16,4.3995380640670874e-11,5.2188448837570517e-11,1.7608315561036094e-05,3.665748463610679e-12,4.7558509495321596e-14,6.409789165120832e-08,1.558533668795326e-05,1.1103448840390377e-13,5.729922892054003e-13,6.0911398598795e-10
0.10603387703240105,0.6491185965036057,3.76,0.0,0.016981453446725546,0.0021149550534317147,1.1307150226702773,2.2027917194866625e-14,1.0924716128737578e-12,3.463260641908331e-05,2.1208208457180034e-06,8.514147388712402e-11,1.7677204536709636e-06,2.861724195004968e-05,0.2992532841885057,6.729397196029794e-06,4.2880805848266485e-08,4.28404876871059e-11,5.088809603070686e-08,0.0015186720079847236,4.162086703925134e-05,1.3112601619388649e-08,0.5370712516284024,7.662485322215919e-08,1.646011619030394e-14,3.837242718971684e-07,0.00819239350938102,4.151055911461219e-10,4.0393686692638404e-11,3.0573803182880143e-09,1.2316759907396351e-18,1.2871252310982312e-13,8.260315110863932e-19,9.275529507353619e-13,0.16397104477001093,4.064946938571999e-08,2.860823343976229e-05,6.574172511644188e-13,1.0856700634754501e-16,4.3827175234857116e-11,5.201815080380216e-11,1.760648911719957e-05,3.665368199271304e-12,4.739033632656923e-14,6.40998436293868e-08,1.5583749668954497e-05,1.1049784550030867e-13,5.718480661563317e-13,6.049327303161768e-10
0.10625152590986532,0.6491186203207595,3.76,0.0,0.01698023485195711,0.0021058790505382387,1.1306677936446514,2.144012253025728e-14,1.0810986005200792e-12,3.450421841184779e-05,2.1081529968723607e-06,8.446182139593511e-11,1.7608535282228433e-06,2.8513826317899884e-05,0.2993076971159168,6.697476564114169e-06,4.254218243517336e-08,4.2429978180415125e-11,5.0631290080829606e-08,0.0015167768381320402,4.1455349115524815e-05,1.3050429599907092e-08,0.5370174349311665,7.617005661197625e-08,1.6406942066901827e-14,3.8227621711245897e-07,0.008192283290268273,4.1319665773345454e-10,4.010252013277386e-11,3.0364528049071533e-09,1.2179964635179942e-18,1.2805174890007627e-13,8.168570125717302e-19,9.22174552943522e-13,0.164030703161978,4.034657554389442e-08,2.855491728540228e-05,6.561560388523174e-13,1.0769868519232298e-16,4.366027302219909e-11,5.184905863336216e-11,1.7604663052924e-05,3.664988014304249e-12,4.7223415673305755e-14,6.410176018477519e-08,1.5582162839932688e-05,1.0996606588253516e-13,5.707123505857506e-13,6.00796521824239e-10
0.10646917478732959,0.6491186440745875,3.76,0.0,0.016979033731261778,0.002096875967026859,1.1306207045394527,2.1260304251380844e-14,1.0698868694588492e-12,3.4376808939627304e-05,2.095601745358768e-06,8.379017675365029e-11,1.754040391993693e-06,2.8411184595235778e-05,0.2993619064199697,6.66583003544722e-06,4.220750704326511e-08,4.2024841169827344e-11,5.0376900527952714e-08,0.0015148948879673753,4.129111238392765e-05,1.2988838794805056e-08,0.536963824496352,7.571946607862403e-08,1.6354304910678768e-14,3.808391751704044e-07,0.008192168933201906,4.113047260523865e-10,3.981455216133761e-11,3.0157436455776527e-09,1.2045183650345177e-18,1.27397254406244e-13,8.078176081698127e-19,9.168597215926036e-13,0.16409011507170895,4.004704971125326e-08,2.8501966593816936e-05,6.549037424102751e-13,1.0684105655142152e-16,4.3494658964436834e-11,5.1681159345539915e-11,1.7602837395619418e-05,3.6646079144103555e-12,4.7057733469220514e-14,6.410364160050845e-08,1.5580576225916185e-05,1.0943908632642509e-13,5.69585044584269e-13,5.967047089552859e-10
0.10668682366479386,0.6491186677646128,3.76,0.0,0.016977849851112135,0.0020879449405161125,1.1305737546435235,2.128199102016156e-14,1.0588331531611727e-12,3.425036683075999e-05,2.0831656217193876e-06,8.312641542039337e-11,1.747280417633578e-06,2.8309308087233303e-05,0.29941591357752506,6.634454224408454e-06,4.1876718972317585e-08,4.1624987384994334e-11,5.0124894980128716e-08,0.001513026017265554,4.1128142087776315e-05,1.2927821288462436e-08,0.5369104187862482,7.527302796213436e-08,1.6302197114637822e-14,3.794130211189097e-07,0.00819205049384267,4.0942957520394554e-10,3.952973584761034e-11,2.995249801530262e-09,1.1912380183944277e-18,1.2674895461496467e-13,7.989108318545338e-19,9.116074042899017e-13,0.1641492824915075,3.9750842469144424e-08,2.8449377567741098e-05,6.536602655368404e-13,1.0599394764322972e-16,4.3330318233655003e-11,5.15144401221451e-11,1.7601012172229404e-05,3.664227905193442e-12,4.689327583724694e-14,6.410548815947696e-08,1.5578989851558845e-05,1.0891684462354087e-13,5.68466051687554e-13,5.926566514259502e-10
