Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46)
1.7812885183359354e-06,0.5297641412041767,1.6490719561094038e-08,2.8682375035557244e-09,3.409099780113669e-09,2.872289119259932e-08,0.0,0.0,1.1651837941584142e-08,7.022197815719091e-12,1.0219355263420086e-09,2.929898170223076e-08,5.749835290026859e-16,1.720100236734594e-24,4.8753751417307734e-17,1.4578772856759942e-10,4.440317394497882e-11,5.130564083589814e-10,7.359342638889418e-22,1.4731891533271651e-30,2.3808136065888584e-19,1.8661758868650428e-20,1.3705181699614977e-10,7.28902890193003e-18,2.946491682071164e-16,2.2359167186548817e-20,1.6596038074644845e-26,1.2383889891097758e-18,1.827137988359042e-20,2.7922704244475005e-22,1.1827621708894604e-18,1.746741000972138e-25,2.770141638364567e-26,4.961121841005832e-25,3.76,0.0,0.5006123875447474,0.9999999439509537,1.5729968568677654e-08,2.5826234404048104e-12,4.346276347158095e-08,3.117183036337755e-08,1.851192439564875e-14,1.119434872587869e-15,8.010822205621626e-12,1.5801424363075565e-09,6.6240478422024585e-09
1.7991207192324474e-06,0.5297641412558961,1.650972955290377e-08,2.8823536972942364e-09,3.4417582335611644e-09,2.9106819822586348e-08,0.0,0.0,1.1798420713009489e-08,7.186545812676734e-12,1.032469383264791e-09,2.959505720373634e-08,5.810484796534272e-16,1.7242755597070517e-24,4.8813357005055354e-17,1.4578772822632267e-10,4.4838718525426276e-11,5.18240437958768e-10,7.459156177582341e-22,1.4947778210276026e-30,2.4051729694310184e-19,1.8661759049807826e-20,1.3705181662656323e-10,7.519622066172017e-18,2.976512103291659e-16,2.281526641183831e-20,1.6848251481420686e-26,1.2634596715560769e-18,1.8826556780925332e-20,2.863039011354839e-22,1.1957260940898982e-18,1.782256507415479e-25,2.846617519720863e-26,5.116831055352027e-25,3.76,0.0,0.5006123864072469,0.9999999432263319,1.605943009191291e-08,2.6348997961032906e-12,4.410052048666409e-08,3.148411143108605e-08,1.8512050859127146e-14,1.1194413408473513e-15,8.0106721005174e-12,1.5959602017078358e-09,6.7956924427647294e-09
1.8169529201289593e-06,0.529764141307604,1.652809511024637e-08,2.896161676800769e-09,3.47432552836362e-09,2.949115855557507e-08,0.0,0.0,1.194512843870172e-08,7.352940490129353e-12,1.0430106865858737e-09,2.989113240176401e-08,5.871120590141039e-16,1.7283142477662498e-24,4.8870943594360106e-17,1.457877278846375e-10,4.527379704025227e-11,5.234244841739818e-10,7.559110450818379e-22,1.5164380749631347e-30,2.429532332267416e-19,1.866175920639568e-20,1.3705181625585226e-10,7.75490916253433e-18,3.006502626277818e-16,2.327604466181834e-20,1.7101564090112054e-26,1.2887750385881823e-18,1.9392618782003635e-20,2.934770278568055e-22,1.2086890604992292e-18,1.8181234041716264e-25,2.9243099336497614e-26,5.275711966369989e-25,3.76,0.0,0.500612385265798,0.9999999424989688,1.6392012293237313e-08,2.6876861485351674e-12,4.4739718672089216e-08,3.1796400004800146e-08,1.85121657351555e-14,1.1194472164349281e-15,8.010824548972437e-12,1.6117779513722392e-09,6.969836965012225e-09
1.8347851210254713e-06,0.5297641413592998,1.6545838451628917e-08,2.909666895489241e-09,3.5068031923077043e-09,2.987589359498121e-08,0.0,0.0,1.2091956808728944e-08,7.52138332870877e-12,1.05355954412757e-09,3.0187207810447113e-08,5.931743230858487e-16,1.7322204876799295e-24,4.892657919233072e-17,1.457877275425399e-10,4.57084079932138e-11,5.286085469857461e-10,7.6592030549460845e-22,1.5381698410590213e-30,2.453891695076363e-19,1.8661759354029977e-20,1.370518158840268e-10,7.994931810752379e-18,3.036463127763818e-16,2.3741505274406288e-20,1.735598532586435e-26,1.314334830065685e-18,1.9969659644680373e-20,3.0074640206097802e-22,1.2216509926634426e-18,1.8543416232133315e-25,3.0032240752115106e-26,5.437794522904571e-25,3.76,0.0,0.5006123841204317,0.9999999417688666,1.6727706552681138e-08,2.7409819504124624e-12,4.538032100569944e-08,3.210869619027798e-08,1.8512270063048603e-14,1.1194525524420302e-15,8.010765414610494e-12,1.6275956853005825e-09,7.146486856948212e-09
1.8526173219219832e-06,0.5297641414109846,1.656298045956006e-08,2.922874779571862e-09,3.539192749042976e-09,3.026101145231573e-08,0.0,0.0,1.2238901608928275e-08,7.691875769736534e-12,1.0641160638648458e-09,3.048328309212874e-08,5.992353273512093e-16,1.7359986097731853e-24,4.8980330325315605e-17,1.4578772720002593e-10,4.614254993528118e-11,5.337926263751448e-10,7.759431668911818e-22,1.559973089864602e-30,2.478251057848411e-19,1.8661759498057418e-20,1.3705181551109668e-10,8.239731543508425e-18,3.066393488091472e-16,2.421165161954149e-20,1.7611524880964708e-26,1.340138785312879e-18,2.0557772873888683e-20,3.081119978208624e-22,1.2346118170565487e-18,1.8909110986410306e-25,3.083365125474967e-26,5.6031086403898e-25,3.76,0.0,0.5006123829711794,0.9999999410360277,1.706650434755415e-08,2.7947866533312204e-12,4.60222910729454e-08,3.242100009347642e-08,1.8512364821566332e-14,1.1194573989653743e-15,8.010832351422507e-12,1.643413403492684e-09,7.325647471689297e-09
1.8704495228184951e-06,0.5297641414626586,1.6579541968956193e-08,2.935790712014352e-09,3.5714957151825405e-09,3.0646499111569696e-08,0.0,0.0,1.2385958773144042e-08,7.864419194091579e-12,1.0746803540078249e-09,3.077935860525841e-08,6.052951258200905e-16,1.739652662024368e-24,4.9032261160243355e-17,1.4578772685709202e-10,4.657622148982632e-11,5.38976722323202e-10,7.859794098609238e-22,1.5818477919947748e-30,2.5026104205807905e-19,1.8661759638297284e-20,1.370518151370717e-10,8.489349759240376e-18,3.0962935931555374e-16,2.4686487116895205e-20,1.786819271509938e-26,1.3661866428343217e-18,2.11570515838274e-20,3.1557378095529814e-22,1.2475714624798393e-18,1.927831774237848e-25,3.1647382443059376e-26,5.7716841826086215e-25,3.76,0.0,0.5006123818180713,0.9999999403004542,1.7408397305855322e-08,2.849099707178602e-12,4.6665593394829984e-08,3.27333118206581e-08,1.8512450897508495e-14,1.1194618013417618e-15,8.010666907010135e-12,1.6592311059483594e-09,7.507324016120135e-09
1.888281723715007e-06,0.5297641415143224,1.6595542116199065e-08,2.948420027579157e-09,3.603713599183704e-09,3.1032344050536474e-08,0.0,0.0,1.2533124388967507e-08,8.039014919614343e-12,1.0852525230132639e-09,3.1075433786072126e-08,6.113537713673094e-16,1.7431866480590864e-24,4.90824334689709e-17,1.4578772651373472e-10,4.700942135586531e-11,5.441608348108798e-10,7.960288282164953e-22,1.6037939592467478e-30,2.5269697832706167e-19,1.8661759774788776e-20,1.370518147619611e-10,8.743827714927985e-18,3.126163334664256e-16,2.5166015239427035e-20,1.812599901041087e-26,1.3924781402891133e-18,2.1767588472438475e-20,3.231317086402043e-22,1.260529862477218e-18,1.9651036035008318e-25,3.2473485698062707e-26,5.9435509580878625e-25,3.76,0.0,0.5006123806611363,0.9999999395621482,1.7753377216166247e-08,2.903920560079662e-12,4.731019347694038e-08,3.3045631478406116e-08,1.8512529085574003e-14,1.1194658002573104e-15,8.010832842644861e-12,1.6750487926674264e-09,7.691521543579516e-09
1.906113924611519e-06,0.5297641415659761,1.6611000368485794e-08,2.960768005099511e-09,3.6358478988197714e-09,3.1418534252067544e-08,0.0,0.0,1.2680394702419848e-08,8.215664199507598e-12,1.0958326795933205e-09,3.137150919681614e-08,6.174113150239406e-16,1.74660424741052e-24,4.9130906483760674e-17,1.4578772616995078e-10,4.744214830974898e-11,5.49344963819079e-10,8.060912292986892e-22,1.6258115820212115e-30,2.5513291459131435e-19,1.866175990927028e-20,1.3705181438577404e-10,9.00320651972053e-18,3.15600261027782e-16,2.565023951735477e-20,1.838495408216949e-26,1.4190130144869259e-18,2.2389475793542468e-20,3.307857290972135e-22,1.273486952011382e-18,2.0027265486585838e-25,3.331201218121794e-26,6.1187387165690325e-25,3.76,0.0,0.500612379500403,0.9999999388211116,1.8101436037996725e-08,2.9592486583897076e-12,4.795605784748725e-08,3.335795917363447e-08,1.8512600093315177e-14,1.1194694318761261e-15,8.010767909409206e-12,1.6908664636497017e-09,7.878244948073126e-09
1.923946125508031e-06,0.5297641416176203,1.662593483678722e-08,2.972839889430337e-09,3.667900105002539e-09,3.180505796953968e-08,0.0,0.0,1.2827766043508583e-08,8.394368252474685e-12,1.1064209325982498e-09,3.166758446856873e-08,6.234678073675111e-16,1.7499092993911738e-24,4.917773814341537e-17,1.45787725825737e-10,4.78744011692198e-11,5.545291093286679e-10,8.161664276472818e-22,1.6479006936683725e-30,2.5756885085038512e-19,1.8661760043354356e-20,1.3705181400851935e-10,9.26752720231308e-18,3.1858113208128923e-16,2.6139163513363728e-20,1.8645068462681603e-26,1.4457910017967199e-18,2.3022805548971706e-20,3.385357856490253e-22,1.2864426697465503e-18,2.0407005740367147e-25,3.4163012946302093e-26,6.297277174916281e-25,3.76,0.0,0.5006123783358997,0.999999938077346,1.8452565826532153e-08,3.0150834475463784e-12,4.860315359161197e-08,3.3670295013435704e-08,1.8512664586580083e-14,1.1194727302699286e-15,8.010841026413152e-12,1.7066841188950016e-09,8.067499037222619e-09
1.941778326404543e-06,0.5297641416692552,1.6640363745497353e-08,2.9846408720097797e-09,3.699871697430839e-09,3.219190386764968e-08,0.0,0.0,1.2975234871177875e-08,8.575128244592321e-12,1.1170173910894588e-09,3.196365999335028e-08,6.295232975727508e-16,1.753105382310981e-24,4.922298432560209e-17,1.457877254810905e-10,4.830617881495015e-11,5.597132713204656e-10,8.2625424877778355e-22,1.670061321163855e-30,2.6000478710390826e-19,1.8661760178030692e-20,1.370518136302058e-10,9.536830668119226e-18,3.215589371911136e-16,2.6632790840267444e-20,1.890635288719311e-26,1.472811837919178e-18,2.366766935336113e-20,3.463818141540462e-22,1.2993969560743843e-18,2.0790256533123367e-25,3.502653888517794e-26,6.47919599949098e-25,3.76,0.0,0.5006123771676534,0.9999999373308532,1.8806758784155362e-08,3.071424371595932e-12,4.925144864552972e-08,3.398263910517499e-08,1.851272316866818e-14,1.1194757262887445e-15,8.010660170716384e-12,1.7225017584031441e-09,8.259288486498803e-09
1.959610527301055e-06,0.5297641417208817,1.6654303636244717e-08,2.996176085926772e-09,3.731764143448902e-09,3.25790610402081e-08,0.0,0.0,1.3122797777860017e-08,8.757945287177804e-12,1.1276221643493008e-09,3.225973515492042e-08,6.355778338482119e-16,1.756196067979908e-24,4.92666988359009e-17,1.4578772513600836e-10,4.8737480193239495e-11,5.648974497752414e-10,8.3635452961175515e-22,1.6922935344983694e-30,2.6244072335159847e-19,1.8661760313711425e-20,1.3705181325084163e-10,9.811157692883311e-18,3.2453366742645346e-16,2.713112516449171e-20,1.9168818261123872e-26,1.5000752578692546e-18,2.432415840951692e-20,3.543237426733508e-22,1.312349755952506e-18,2.1177017697846314e-25,3.590264072426908e-26,6.664524802679652e-25,3.76,0.0,0.5006123759956908,0.9999999365816349,1.9164007269515327e-08,3.1282708731573486e-12,4.990091183924726e-08,3.42949915565026e-08,1.8512776380500352e-14,1.1194784476158688e-15,8.010841580236428e-12,1.7383193821739448e-09,8.453617832926716e-09
1.977442728197567e-06,0.5297641417724993,1.6667771590350903e-08,3.0074505985974286e-09,3.763578895619528e-09,3.2966519019950507e-08,0.0,0.0,1.3270451493815843e-08,8.942820435359443e-12,1.1382353618890307e-09,3.25558105679463e-08,6.416314626661632e-16,1.759184603514265e-24,4.93089332621477e-17,1.457877247904879e-10,4.916830431748176e-11,5.700816446737142e-10,8.464671187487442e-22,1.714597376471825e-30,2.648766595932167e-19,1.8661760450527923e-20,1.3705181287043528e-10,1.0090548916777525e-17,3.275053143738239e-16,2.763417021007994e-20,1.9432475570051962e-26,1.5275809959755455e-18,2.499236348068323e-20,3.623614911896445e-22,1.3253010151452776e-18,2.156728915525098e-25,3.6791369023680494e-26,6.853293139429267e-25,3.76,0.0,0.5006123748200375,0.9999999358296926,1.952430380712111e-08,3.1856223934217114e-12,5.055151293112155e-08,3.460735247536335e-08,1.8512824703863608e-14,1.1194809188842746e-15,8.010770585397288e-12,1.754136990207222e-09,8.650491469804654e-09
1.995274929094079e-06,0.5297641418241088,1.668078330058849e-08,3.0184694387485074e-09,3.7953173976468925e-09,3.3354267575515144e-08,0.0,0.0,1.3418192822426357e-08,9.129754714200559e-12,1.1488570933439181e-09,3.285188582908689e-08,6.476842301181781e-16,1.762074390480534e-24,4.9349738073148106e-17,1.4578772444452663e-10,4.95986502371003e-11,5.752658559965765e-10,8.565918710189016e-22,1.736972931210545e-30,2.6731259582852757e-19,1.8661760588640876e-20,1.370518124889946e-10,1.0375044906204352e-17,3.304738698948055e-16,2.8141929733787776e-20,1.969733597761274e-26,1.5553287862118082e-18,2.5672375080593325e-20,3.7049497526125107e-22,1.3382506828831233e-18,2.196107085226522e-25,3.769277426556451e-26,7.045530532482193e-25,3.76,0.0,0.500612373640719,0.9999999350750275,1.9887641014103215e-08,3.2434783728424913e-12,5.120322218615728e-08,3.491972196986128e-08,1.8512868592116256e-14,1.119483163288986e-15,8.010850524879268e-12,1.769954582502791e-09,8.849913712354742e-09
2.013107129990591e-06,0.5297641418757103,1.6693354727501054e-08,3.029237574607757e-09,3.826981078987143e-09,3.3742296833850164e-08,0.0,0.0,1.3566018679488382e-08,9.318749102911149e-12,1.1594874685388132e-09,3.314796136693646e-08,6.537361809474743e-16,1.7648685768965917e-24,4.938916193477324e-17,1.457877240981221e-10,5.0028517056239174e-11,5.804500837244822e-10,8.667286507498809e-22,1.759420269177055e-30,2.697485320573082e-19,1.866176072819151e-20,1.3705181210652744e-10,1.0664686114473573e-17,3.334393262709708e-16,2.8654407542868705e-20,1.996341079499847e-26,1.5833183620146401e-18,2.63642833395407e-20,3.787241037074026e-22,1.35119870950354e-18,2.235836282865591e-25,3.860690681439894e-26,7.241266455109453e-25,3.76,0.0,0.5006123724577598,0.9999999343176413,2.0254011649974726e-08,3.3018382507566738e-12,5.18560106431616e-08,3.5232100148343626e-08,1.8512908455983974e-14,1.1194852018354654e-15,8.010652802056373e-12,1.78577215906047e-09,9.051888756382884e-09
2.0309393308871027e-06,0.5297641419273046,1.6705500141654343e-08,3.039759909056905e-09,3.85857135372417e-09,3.4130597295849044e-08,0.0,0.0,1.371392609699773e-08,9.509804533004183e-12,1.1701265974968563e-09,3.344403650777193e-08,6.597873590892925e-16,1.7675703432556122e-24,4.9427251716856276e-17,1.457877237512719e-10,5.045790393612576e-11,5.856343278380441e-10,8.768773321363242e-22,1.781939506206869e-30,2.7218446827935343e-19,1.8661760869265745e-20,1.3705181172304142e-10,1.0959512875934356e-17,3.3640167622374715e-16,2.9171607498566286e-20,2.023071145944999e-26,1.611549456271504e-18,2.706817798002308e-20,3.87048778311913e-22,1.3641450498036244e-18,2.275916521892025e-25,3.9533816914631323e-26,7.440530327665155e-25,3.76,0.0,0.5006123712711837,0.999999933557535,2.0623408625124483e-08,3.360701465360374e-12,5.2509850153426946e-08,3.554448711941178e-08,1.8512944663718266e-14,1.1194870533660785e-15,8.01085113772135e-12,1.8015897198800757e-09,9.25642067263794e-09
2.0487715317836147e-06,0.5297641419788914,1.671723455745029e-08,3.050041272703236e-09,3.890089618232269e-09,3.451915984451229e-08,0.0,0.0,1.386191222709324e-08,9.702921887060386e-12,1.1807745904465388e-09,3.3740111923600784e-08,6.65837806832244e-16,1.7701825455554202e-24,4.9464052346646825e-17,1.45787723403974e-10,5.0886810096283634e-11,5.908185883178353e-10,8.870377994733599e-22,1.8045307252150247e-30,2.746204044944754e-19,1.8661761011898594e-20,1.3705181133854388e-10,1.1259565400581089e-17,3.39360912924568e-16,2.969353352012654e-20,2.0499249443656802e-26,1.6400218013237195e-18,2.778414828935224e-20,3.954688935751818e-22,1.3770896588171025e-18,2.3163478244574544e-25,4.047355469080535e-26,7.643351514219756e-25,3.76,0.0,0.5006123700810143,0.99999993279471,2.099582500962457e-08,3.420067453715814e-12,5.31647134114703e-08,3.585688299192965e-08,1.8512977543314688e-14,1.1194887346539173e-15,8.01077352216893e-12,1.8174072649614254e-09,9.463513402090027e-09
2.0648205125904755e-06,0.5297641420253137,1.6727455437249747e-08,3.059092425593404e-09,3.9183956325653516e-09,3.486908286758265e-08,0.0,0.0,1.3995164745570179e-08,9.87849115716982e-12,1.1903654540156493e-09,3.400657977145594e-08,6.712826198352899e-16,1.772459384074752e-24,4.949610696666768e-17,1.4578772309102128e-10,5.127241400748499e-11,5.954844367266986e-10,8.961922061643197e-22,1.8249244567749265e-30,2.7681274708201644e-19,1.8661761141621667e-20,1.3705181099163718e-10,1.1534113874375163e-17,3.4202155869133587e-16,3.0167310994090574e-20,2.0742001120709417e-26,1.6658529598357764e-18,2.843891984358976e-20,4.031285083853595e-22,1.3887382916393035e-18,2.3530361773665295e-25,4.133032773302583e-26,7.828956327191297e-25,3.76,0.0,0.5006123690068083,0.9999999321058438,2.1333575701264296e-08,3.473926249017173e-12,5.375494348431715e-08,3.613804697803588e-08,1.8513004543594782e-14,1.1194901152593705e-15,8.010729238203942e-12,1.83164304207828e-09,9.652089549173536e-09
2.0808694933973364e-06,0.5297641420717304,1.6737364383529186e-08,3.067955716591422e-09,3.946645440400982e-09,3.521920468417971e-08,0.0,0.0,1.4128476804600339e-08,1.0055731875802218e-11,1.1999636673495864e-09,3.427304758422419e-08,6.767269049473525e-16,1.774668184511921e-24,4.9527183937409164e-17,1.457877227777028e-10,5.1657627415998177e-11,6.001502983622556e-10,9.053559954355955e-22,1.8453766750643003e-30,2.790050896636784e-19,1.866176127264024e-20,1.3705181064392214e-10,1.1812956923100037e-17,3.4467967283857676e-16,3.0644922699352646e-20,2.0985772975427323e-26,1.6918791188398597e-18,2.9103609457613576e-20,4.108652573942412e-22,1.400385458684466e-18,2.390008936489374e-25,4.219756819810368e-26,8.017487673169561e-25,3.76,0.0,0.5006123679297266,0.9999999314147769,2.1673761681589078e-08,3.5281914231917623e-12,5.434596196900738e-08,3.6419218342227734e-08,1.851302930290164e-14,1.119491381234441e-15,8.010719261905914e-12,1.8458788064468648e-09,9.842745836311354e-09
2.0969184742041973e-06,0.5297641421181419,1.674697095213611e-08,3.0766345464722684e-09,3.974840029526788e-09,3.5569519225219346e-08,0.0,0.0,1.4261846508148053e-08,1.0234644612645589e-11,1.2095693111191233e-09,3.4539515369933445e-08,6.821706913686258e-16,1.7768109470620176e-24,4.955731318556286e-17,1.457877224640171e-10,5.204244984081245e-11,6.048161732102869e-10,9.145290980994254e-22,1.865887478765174e-30,2.811974322393431e-19,1.866176140496174e-20,1.3705181029540378e-10,1.2096123668190977e-17,3.4733525106406944e-16,3.112637158739184e-20,2.123057361003466e-26,1.7181000824357313e-18,2.9778281517967423e-20,4.1867905247403525e-22,1.412031132318502e-18,2.4272661329230304e-25,4.3075312482417075e-26,8.208966868349005e-25,3.76,0.0,0.5006123668497846,0.9999999307215102,2.2016378151655e-08,3.5828625642469568e-12,5.4937750260151954e-08,3.6700397164267464e-08,1.8513052007247657e-14,1.1194925420937253e-15,8.010735563793739e-12,1.8601145580670482e-09,1.0035484937203043e-08
2.112967455011058e-06,0.5297641421645486,1.6756284422016927e-08,3.0851322715661474e-09,4.002980376399048e-09,3.5920020619468725e-08,0.0,0.0,1.4395272022009279e-08,1.0415229912106438e-11,1.2191824661039733e-09,3.480598317098838e-08,6.876140075642229e-16,1.778889575519464e-24,4.958652366072871e-17,1.4578772214996297e-10,5.242688083104026e-11,6.094820612565533e-10,9.237114501547795e-22,1.886456962188041e-30,2.8338977480889876e-19,1.8661761538590212e-20,1.3705180994608698e-10,1.2383643163903883e-17,3.499882892979718e-16,3.161166064386482e-20,2.147641165164914e-26,1.7445156544685406e-18,3.0463000158466175e-20,4.265698016171754e-22,1.4236752857367192e-18,2.4648078028941685e-25,4.396359693626398e-26,8.40341519651682e-25,3.76,0.0,0.5006123657669982,0.9999999300260445,2.23614204023201e-08,3.6379392596629007e-12,5.553029020518053e-08,3.698158352405583e-08,1.8513072826021893e-14,1.1194936065017668e-15,8.010735737629937e-12,1.874350296938696e-09,1.0230309456283603e-08
2.129016435817919e-06,0.5297641422109501,1.676531373015746e-08,3.0934522065789345e-09,4.031067446742716e-09,3.6270703171730585e-08,0.0,0.0,1.4528751566939367e-08,1.0597488296105745e-11,1.2288032131815703e-09,3.507245096473402e-08,6.930568813985185e-16,1.7809059494818e-24,4.961484344730445e-17,1.45787721835539e-10,5.281091996257688e-11,6.141479624868006e-10,9.329029922046217e-22,1.9070852232262908e-30,2.85582117372239e-19,1.8661761673527728e-20,1.3705180959597643e-10,1.2675544403907523e-17,3.5263878367665287e-16,3.210079288613293e-20,2.1723295768666986e-26,1.771125638565513e-18,3.1157829279320995e-20,4.345374093265093e-22,1.4353178932963361e-18,2.5026339867389356e-25,4.4862457874050694e-26,8.6008539115671e-25,3.76,0.0,0.500612364681382,0.9999999293283801,2.2708883806448195e-08,3.693421096468953e-12,5.612356405922189e-08,3.7262777501617675e-08,1.8513091914901087e-14,1.1194945824216175e-15,8.010742436894913e-12,1.888586023061675e-09,1.0427221935736149e-08
2.14506541662478e-06,0.5297641422573472,1.677406759536208e-08,3.1015976257826065e-09,4.059102195749698e-09,3.662156135072168e-08,0.0,0.0,1.4662283414925741e-08,1.0781420265620044e-11,1.2384316333210099e-09,3.5338918768224826e-08,6.984993401378924e-16,1.7828618911874107e-24,4.9642299819706995e-17,1.4578772152074418e-10,5.319456683624114e-11,6.188138768867594e-10,9.421036691333616e-22,1.927772360471315e-30,2.877744599292622e-19,1.866176180977512e-20,1.3705180924507688e-10,1.2971856324681087e-17,3.5528673052863014e-16,3.2593771362148285e-20,2.197123465532269e-26,1.7979298381577857e-18,3.186283255640525e-20,4.425817768330446e-22,1.4469589303032659e-18,2.54074472974774e-25,4.577193157903932e-26,8.801304238708476e-25,3.76,0.0,0.5006123635929512,0.9999999286285177,2.3058763814953932e-08,3.749307661289256e-12,5.671755446092257e-08,3.754397917709397e-08,1.8513109417555367e-14,1.1194954772023367e-15,8.010738605564749e-12,1.9028217364358526e-09,1.06262248592532e-08
2.1611143974316408e-06,0.5297641423037398,1.678255443296464e-08,3.1095717597507043e-09,4.087085567172928e-09,3.697258979771714e-08,0.0,0.0,1.4795865891847693e-08,1.0967026299583123e-11,1.2480678075883053e-09,3.5605386566494216e-08,7.039414105361313e-16,1.784759211156106e-24,4.9668919202860984e-17,1.4578772120557733e-10,5.357782107907856e-11,6.234798044421458e-10,9.513134303265244e-22,1.9485184842741698e-30,2.8996680247987186e-19,1.8661761947332202e-20,1.3705180889339287e-10,1.3272607802252321e-17,3.5793212638398397e-16,3.3090599152836067e-20,2.2220237073928688e-26,1.824928056475176e-18,3.257807342392579e-20,4.507028018951846e-22,1.4585983736425007e-18,2.579140081659726e-25,4.669205430860706e-26,9.004787372420927e-25,3.76,0.0,0.5006123625017205,0.9999999279264581,2.3411055962064764e-08,3.805598540332239e-12,5.731224445528736e-08,3.782518863074841e-08,1.8513125465504258e-14,1.119496297571391e-15,8.010739208708693e-12,1.9170574370610953e-09,1.0827320648614824e-08
2.1771633782385016e-06,0.529764142350128,1.6790782416997775e-08,3.117377795002172e-09,4.115018493142231e-09,3.7323783321745674e-08,0.0,0.0,1.492949737600639e-08,1.1154306855496269e-11,1.2577118171443058e-09,3.587185436719602e-08,7.093831187751923e-16,1.7865996499297316e-24,4.9694727193518466e-17,1.4578772089003734e-10,5.396068234361594e-11,6.281457451386613e-10,9.60532229539666e-22,1.9693237085186966e-30,2.9215914502397683e-19,1.866176208619808e-20,1.3705180854092886e-10,1.3577827653121481e-17,3.605749679690655e-16,3.359127937224457e-20,2.2470311828631888e-26,1.852120096558657e-18,3.330361507448955e-20,4.589003788778687e-22,1.4702362013027369e-18,2.6178200976042024e-25,4.7622862297910554e-26,9.211324476498338e-25,3.76,0.0,0.5006123614077035,0.9999999272222017,2.376575586458936e-08,3.862293319416813e-12,5.7907617486012945e-08,3.810640594296461e-08,1.8513140179083856e-14,1.1194970496841899e-15,8.01073659102031e-12,1.931293124937271e-09,1.1030511664924564e-08
2.1932123590453625e-06,0.5297641423965121,1.6798759456983612e-08,3.125018874852179e-09,4.142901894309029e-09,3.76751368902501e-08,0.0,0.0,1.506317629518549e-08,1.1343262370625105e-11,1.267363743240022e-09,3.613832216268091e-08,7.148244904914118e-16,1.788384888031062e-24,4.9719748607957643e-17,1.4578772057412318e-10,5.434315030642663e-11,6.32811698961995e-10,9.697600246476664e-22,1.9901881501238332e-30,2.943514875614902e-19,1.8661762226371444e-20,1.3705180818768908e-10,1.3887544636789504e-17,3.632152521959113e-16,3.4095815166820766e-20,2.2721467743704092e-26,1.879505761278213e-18,3.4039520465588756e-20,4.671743989245034e-22,1.4818723923115373e-18,2.6567848380343887e-25,4.856439176360637e-26,9.420936684789125e-25,3.76,0.0,0.5006123603109139,0.999999926515749,2.4122859218939278e-08,3.919391584009658e-12,5.8503657376997397e-08,3.838763119424e-08,1.8513153668698865e-14,1.1194977391881229e-15,8.01073840036268e-12,1.945528800064246e-09,1.1235800211501963e-08
2.2253103206590842e-06,0.5297641424892685,1.6813991218394397e-08,3.1398185267078314e-09,4.198523747157352e-09,3.83783047761828e-08,0.0,0.0,1.533067038274399e-08,1.1726199932329974e-11,1.2866916704834875e-09,3.667125775609153e-08,7.257063241319231e-16,1.7917962372090857e-24,4.976752729401748e-17,1.457877199411689e-10,5.510690514623945e-11,6.421436459318164e-10,9.882424533934132e-22,2.0320951548210683e-30,2.987361726164172e-19,1.8661762510634337e-20,1.3705180747889942e-10,1.4520584767227906e-17,3.6848813709566327e-16,3.51164662281535e-20,2.3227058434065006e-26,1.934857175354689e-18,3.554267313887401e-20,4.839513174549239e-22,1.5051397847584536e-18,2.7355687582935227e-25,5.047975993142189e-26,9.849470801959191e-25,3.76,0.0,0.500612358109072,0.9999999250962562,2.4844259455122437e-08,4.034796910043993e-12,5.969767485180253e-08,3.895010583649855e-08,1.8513177374971072e-14,1.119498950775715e-15,8.010737202584525e-12,1.9740001120700636e-09,1.165267883318307e-08
2.257408282272806e-06,0.5297641425820102,1.6828308366422233e-08,3.153994997614031e-09,4.253958258696119e-09,3.908205617376468e-08,0.0,0.0,1.55983365074234e-08,1.2115842102322487e-11,1.3060522410419135e-09,3.7204193344693856e-08,7.365871057574563e-16,1.7950057591745263e-24,4.9812439100715233e-17,1.4578771930670702e-10,5.586908346271407e-11,6.514756452368996e-10,1.0067604568108792e-21,2.0742404675342568e-30,3.0312085764404615e-19,1.8661762800106158e-20,1.3705180676705637e-10,1.517195717553464e-17,3.7375075986475776e-16,3.615257815574681e-20,2.3737080100871443e-26,1.9909807186959287e-18,3.7088030438395893e-20,5.010326253256688e-22,1.5284004017258387e-18,2.8154924244231473e-25,5.243844832843955e-26,1.0290558202168814e-24,3.76,0.0,0.5006123558962985,0.9999999236679833,2.5575223791068525e-08,4.1518111960704706e-12,6.089417474002999e-08,3.951261320366409e-08,1.851319729872876e-14,1.1194999688774373e-15,8.010737635956783e-12,2.0024713730774846e-09,1.2077973837777285e-08
