Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39)
2.827445127039999e-08,0.5617327951940031,2.680591702063372e-09,3.463285823304508e-11,4.9155576066260644e-11,2.8288788227871013e-10,0.0,0.0,2.1491545515326554e-10,4.285870111802207e-15,4.84310931814832e-11,1.3565994227900948e-09,5.423914692039295e-18,2.781685446035336e-26,1.4164585149950393e-17,8.294113810227492e-10,3.149230697186733e-12,2.4498895039241925e-11,8.833060241238484e-24,7.200869282691326e-33,4.143404532825824e-20,1.748241131203564e-19,9.068446462718157e-10,2.4863223323584575e-22,5.4591436578406725e-18,4.261081241296784e-23,1.325399319156618e-29,4.256073650853499e-21,6.788733630269524e-25,1.3169155507177473e-25,5.368371944427691e-21,2.0446613506760975e-28,1.7486311246154762e-31,2.216783915520414e-30,3.76,0.0,0.5015556516537443,0.999999998301653,1.06650243344701e-11,2.9828482928058972e-15,2.536913633175274e-10,3.212074209331401e-09,5.7830221957841185e-15,1.3522810907726032e-15,4.3129396682857833e-11,2.1402525407179847e-10
2.8962421983999988e-08,0.5617327952095794,2.801038692561129e-09,3.650410351788746e-11,5.1634829107090404e-11,2.92463258340455e-10,0.0,0.0,2.2056284924939552e-10,4.501501755483267e-15,5.0614333535060565e-11,1.4192018610381773e-09,5.8304930618211905e-18,3.128050711152219e-26,1.4983772051525655e-17,8.384883130677208e-10,3.2914028801985013e-12,2.5603290876535187e-11,9.545380490008468e-24,8.249712039059416e-33,4.410454354550833e-20,1.8461247000307013e-19,9.093948733646681e-10,2.7115850506516088e-22,5.847791071714563e-18,4.6539150928869555e-23,1.5010401777118097e-29,4.640274256862874e-21,7.644129388314881e-25,1.4460524708368955e-25,5.886739654784927e-21,2.2745462811348414e-28,2.0164820676028536e-31,2.5627806585537195e-30,3.76,0.0,0.5015556515618466,0.9999999982287996,1.1239758263760934e-11,3.2090935287420004e-15,2.622252481165135e-10,3.290230534779649e-09,6.049983233887036e-15,1.3823872809944868e-15,4.3625791418203333e-11,2.192328920490109e-10
3.033836341119999e-08,0.561732795240944,3.0453207202957703e-09,4.038142831991348e-11,5.673495327360412e-11,3.1206548583193844e-10,0.0,0.0,2.3193742491029393e-10,4.9496054117943316e-15,5.504879655208854e-11,1.546452834463629e-09,6.697797731972144e-18,3.9200788837905415e-26,1.6707862484325134e-17,8.55145274616098e-10,3.580225654834708e-12,2.7846472152036974e-11,1.1069831435867366e-23,1.0689745536713864e-32,4.965146582651687e-20,2.0451305715292288e-19,9.139206515495397e-10,3.2031774668160344e-22,6.6691510781207675e-18,5.505127577629282e-23,1.907891313942594e-29,5.4713375714326354e-21,9.591993201076441e-25,1.7290318878865788e-25,7.02344786284506e-21,2.7860210317435856e-28,2.6547903680552506e-31,3.384573836895272e-30,3.76,0.0,0.5015556513775936,0.9999999980808376,1.243276333302122e-11,3.69181603852134e-15,2.7975021434877484e-10,3.446543284013505e-09,6.589966712920638e-15,1.440952380148607e-15,4.453727568858613e-11,2.2964816800060607e-10
3.157671069567999e-08,0.5617327952693915,3.2686267014304884e-09,4.402264779554908e-11,6.148179091823773e-11,3.3022477879508004e-10,0.0,0.0,2.422666546245724e-10,5.372241530984748e-15,5.911046131324941e-11,1.6631063192441058e-09,7.541119909391187e-18,4.7569357011222656e-26,1.8356684385157466e-17,8.685593708128451e-10,3.844827950134409e-12,2.9901073491219805e-11,1.255713939900636e-23,1.3316572964925818e-32,5.486733930351907e-20,2.227173365535035e-19,9.174182116121326e-10,3.6947261587797374e-22,7.458378247249349e-18,6.347471278777455e-23,2.3447530626623553e-29,6.2921536920343245e-21,1.1638667660801865e-24,2.0130454738700168e-25,8.165432053140988e-21,3.3081654033468896e-28,3.364357118875579e-31,4.2929222752121214e-30,3.76,0.0,0.501555651211237,0.9999999979453055,1.3556062440304267e-11,4.161277376398142e-15,2.960514728193273e-10,3.587224872000515e-09,7.081690681867694e-15,1.4918716367991632e-15,4.5271838804508274e-11,2.3902191635380853e-10
3.2785976076884326e-08,0.5617327952973494,3.489444735335415e-09,4.7714866594493724e-11,6.625574776529979e-11,3.4843286538893195e-10,0.0,0.0,2.52438604464402e-10,5.802791739368207e-15,6.313464985086337e-11,1.7787653840059072e-09,8.422981052620758e-18,5.699260385341011e-26,2.005461355137665e-17,8.803465033701125e-10,4.107045727749262e-12,3.1936718113849973e-11,1.4116333088081714e-23,1.6319543443101438e-32,6.015372196639833e-20,2.406878663750867e-19,9.203809309478727e-10,4.2220914908186012e-22,8.27443889485466e-18,7.241156136281193e-23,2.84421333402188e-29,7.161621698018812e-21,1.3930892635394175e-24,2.3184029080542563e-25,9.39438428766338e-21,3.8774157583524045e-28,4.202022596426483e-31,5.357996550356832e-30,3.76,0.0,0.5015556510482965,0.9999999978109936,1.4698343730925296e-11,4.652249582362037e-15,3.1246061013307325e-10,3.7246027358608456e-09,7.565973375850409e-15,1.5400531076794748e-15,4.5917708190393535e-11,2.4817552739171585e-10
3.399524145808866e-08,0.5617327953254653,3.7126426141337383e-09,5.1540072486876066e-11,7.11625275069134e-11,3.6711233651108713e-10,0.0,0.0,2.626957262267958e-10,6.2511178018471084e-15,6.721031652965227e-11,1.8959766384092083e-09,9.363312933484473e-18,6.77649455720101e-26,2.1838055149264334e-17,8.909524986662919e-10,4.37267560045758e-12,3.3998403787477295e-11,1.578219590695297e-23,1.979762772727466e-32,6.562036924668163e-20,2.5878473080797556e-19,9.2295612981624e-10,4.798601306932194e-22,9.134903792574814e-18,8.206246386978626e-23,3.4238893438821025e-29,8.099271085889665e-21,1.6537502764577621e-24,2.6525332090558047e-25,1.0740281097529617e-20,4.507820217474445e-28,5.205122817389757e-31,6.623434853924644e-30,3.76,0.0,0.5015556508848645,0.9999999976749144,1.588552744415015e-11,5.175818762961342e-15,3.2936073049361975e-10,3.8619807050984664e-09,8.053336244687211e-15,1.586798421828543e-15,4.649918532301098e-11,2.5732913842668704e-10
3.5204506839292996e-08,0.5617327953537224,3.937910110705725e-09,5.5496469733354e-11,7.619831695340027e-11,3.862646004025625e-10,0.0,0.0,2.730387850814844e-10,6.7173683308011396e-15,7.133227474071485e-11,2.0145844207874674e-09,1.036283693409255e-17,7.999932531388904e-26,2.3705464149598624e-17,9.004841093694806e-10,4.641381663932099e-12,3.608350688298214e-11,1.7555674497323217e-23,2.3793652359360317e-32,7.125736070383788e-20,2.7694872294952274e-19,9.251951037050434e-10,5.426610314119201e-22,1.0039271496394281e-17,9.243685005120649e-23,4.0923497199720176e-29,9.105995721603434e-21,1.948293122184348e-24,3.016485260416541e-25,1.2207346613469223e-20,5.201654796562268e-28,6.398197052391151e-31,8.115348240900045e-30,3.76,0.0,0.5015556507209363,0.9999999975372239,1.7117746229257895e-11,5.7323852314060224e-15,3.4675724118233434e-10,3.999358780768427e-09,8.542899658172377e-15,1.6321919513862434e-15,4.702203130679606e-11,2.664827494587144e-10
3.641377222049733e-08,0.5617327953821054,4.164965474192195e-09,5.958235139470669e-11,8.13595666510769e-11,4.0589075206178967e-10,0.0,0.0,2.8346844091430086e-10,7.201693174889499e-15,7.549581164251518e-11,2.134447158288371e-09,1.1422188588803823e-17,9.38090402613135e-26,2.5655058884836743e-17,9.090405285573543e-10,4.9128586558139364e-12,3.818964342485542e-11,1.943756699487273e-23,2.8350934341209484e-32,7.705525492010365e-20,2.9512598363390936e-19,9.271422708931947e-10,6.108501350721565e-22,1.0986971794604073e-17,1.0354259466976986e-22,4.8585480402416777e-29,1.0182549510108444e-20,2.279192095080309e-24,3.411276607566585e-25,1.3799551695969155e-20,5.961003800606027e-28,7.8082010277272624e-31,9.861739130362055e-30,3.76,0.0,0.5015556505565069,0.9999999973980638,1.839518292066462e-11,6.3223097312511894e-15,3.646549597398788e-10,4.1367369637853055e-09,9.033868091347431e-15,1.6763147738786665e-15,4.749161098699683e-11,2.756363604877903e-10
3.762303760170167e-08,0.5617327954106005,4.393553376206172e-09,6.379609617659134e-11,8.664297493273055e-11,4.259916079550411e-10,0.0,0.0,2.9398525826583463e-10,7.704243243691392e-15,7.969665384335932e-11,2.2554363727553957e-09,1.2541923092036801e-17,1.0930705336297092e-25,2.768486179867146e-17,9.167134917854358e-10,5.186829738211572e-12,4.031465173181762e-11,2.1428540051215438e-23,3.35131108390979e-32,8.30051129777589e-20,3.132678782349331e-19,9.288361161174245e-10,6.846686955300685e-22,1.1977375568775962e-17,1.153861957477385e-22,5.731798508323696e-29,1.1329562404976867e-20,2.648947535972932e-24,3.837896286469029e-25,1.552061104694978e-20,6.787764911644318e-28,9.464605471975539e-31,1.1892515802940221e-29,3.76,0.0,0.5015556503915719,0.9999999972575626,1.9718066820460703e-11,6.945917086997899e-15,3.8305816852075905e-10,4.274115254936256e-09,9.525524412357452e-15,1.719244088369291e-15,4.791289524317459e-11,2.847899715139073e-10
3.8832302982906e-08,0.5617327954391949,4.62344287673991e-09,6.813616438438988e-11,9.204547130655956e-11,4.4656773682621553e-10,0.0,0.0,3.045897154839523e-10,8.225170349994298e-15,8.393093345946011e-11,2.3774356895785863e-09,1.372252058159788e-17,1.266053487811898e-25,2.9792737067019905e-17,9.235875117291821e-10,5.463044303872209e-12,4.245657524742084e-11,2.3529144153137507e-23,3.9323984362041745e-32,8.909850640336689e-20,3.3133079365754546e-19,9.303099902201484e-10,7.643610768745712e-22,1.3009803748420182e-17,1.2797294236110975e-22,6.721750723886445e-29,1.2547555426695188e-20,3.060081502712438e-24,4.297307598098961e-25,1.7373982353309004e-20,7.683656428445505e-28,1.13994881294336e-30,1.4239502659000217e-29,3.76,0.0,0.5015556502261275,0.9999999971158365,2.1086669922577344e-11,7.603499578460645e-15,4.019706650254261e-10,4.411493654893071e-09,1.0017224103726979e-14,1.7610528836060715e-15,4.829047116837338e-11,2.9394358253705733e-10
4.004156836411034e-08,0.5617327954678774,4.854425460069293e-09,7.260109343674251e-11,9.7564199902203e-11,4.676194871962046e-10,0.0,0.0,3.152822131256518e-10,8.764627067615807e-15,8.819515537042526e-11,2.500339876510231e-09,1.496439117797422e-17,1.4581433990115393e-25,3.19764247877167e-17,9.297401889671135e-10,5.741275859371196e-12,4.4613645976358874e-11,2.5739827333728078e-23,4.582738318591226e-32,9.532751426445161e-20,3.492758862153791e-19,9.315927971680352e-10,8.501748765182046e-22,1.4083535418630897e-17,1.4130707018550662e-22,7.838364073282057e-29,1.3836954548002458e-20,3.5151339841158994e-24,4.79045076183833e-25,1.9362867105284955e-20,8.65022597309792e-28,1.3647619085788372e-30,1.6936446879922583e-29,3.76,0.0,0.5015556500601701,0.9999999969729909,2.2501303208695887e-11,8.295320046897407e-15,4.2139580816845587e-10,4.548872164223286e-09,1.0508389605982674e-14,1.801809773270318e-15,4.8628556890538e-11,3.0309719355723264e-10
4.125083374531467e-08,0.5617327954966376,5.086313172445658e-09,7.718949325566542e-11,1.0319650345850798e-10,4.891470120580224e-10,0.0,0.0,3.260630816564286e-10,9.322766602827188e-15,9.248616618994742e-11,2.624053929747509e-09,1.626787977109705e-17,1.6704233581314027e-25,3.4233571580927965e-17,9.35242558250202e-10,6.021320018951522e-12,4.6784268788403246e-11,2.806094742467749e-23,5.306703659419509e-32,1.0168471313796306e-19,3.670688040858652e-19,9.327095933181134e-10,9.423610324285435e-22,1.51978151489459e-17,1.5539190353393194e-22,9.09188218607652e-29,1.5198103353906012e-20,4.0166596017376094e-24,5.31824539566463e-25,2.1490212775874826e-20,9.688860111245957e-28,1.6246539381487828e-30,2.0019022077196586e-29,3.76,0.0,0.5015556498936973,0.9999999968291209,2.3962313101663306e-11,9.02161474695436e-15,4.413365607210155e-10,4.6862507834003755e-09,1.099850490775532e-14,1.8415789352428288e-15,4.893101869868189e-11,3.122508045744255e-10
4.246009912651901e-08,0.5617327955254664,5.3189368649654626e-09,8.190004161713191e-11,1.0893990794888989e-10,5.11150291015703e-10,0.0,0.0,3.36932588489882e-10,9.89974267830486e-15,9.680112500421615e-11,2.7484922094894484e-09,1.7633270556107276e-17,1.9039506810436581e-25,3.6561757702459586e-17,9.401594586655106e-10,6.30299261245817e-12,4.896700661653272e-11,3.049278298285754e-23,6.108646426537111e-32,1.0816316168856257e-19,3.846793944682417e-19,9.336821089230242e-10,1.0411739159640919e-21,1.6351859595994352e-17,1.702299838921368e-22,1.0492807717760936e-28,1.6631274487156895e-20,4.567224758250229e-24,5.881592808659095e-25,2.37587161880945e-20,1.0800794588415226e-27,1.923663295429959e-30,2.3524829260516935e-29,3.76,0.0,0.501555649726706,0.9999999966843118,2.5470078090655386e-11,9.782595959049801e-15,4.6179552815429534e-10,4.8236295128131e-09,1.1487110402342757e-14,1.880420134536899e-15,4.92013897843675e-11,3.2140441558862795e-10
4.366936450772334e-08,0.5617327955543553,5.552144537292269e-09,8.673147947622996e-11,1.1479210782906015e-10,5.336291500207417e-10,0.0,0.0,3.4789094440413884e-10,1.0495709428876502e-14,1.0113747580454672e-10,2.8735776230281044e-09,1.9060791321608458e-17,2.1597527764270325e-25,3.895852089453127e-17,9.445499248971934e-10,6.586127902631025e-12,5.1160566512074376e-11,3.3035542996161334e-23,6.992887894203142e-32,1.147563808193633e-19,4.0208140040486193e-19,9.345291969121937e-10,1.1468714112841548e-21,1.754486342265578e-17,1.858231856244761e-22,1.2051877627302614e-28,1.8136679942676317e-20,5.1694051959166756e-24,6.481378110124952e-25,2.6170827951866955e-20,1.1987124981375536e-27,2.2661191995932103e-30,2.749339534687848e-29,3.76,0.0,0.501555649559194,0.9999999965386414,2.7025005522270502e-11,1.0578454375345743e-14,4.827749940824454e-10,4.961008352774035e-09,1.1973798001456743e-14,1.918388823020095e-15,4.944289041420068e-11,3.305580265998321e-10
4.487862988892768e-08,0.5617327955832969,5.785799785305733e-09,9.168260634154687e-11,1.2075095199286857e-10,5.565832789252367e-10,0.0,0.0,3.5893830937270187e-10,1.1110821308113811e-14,1.0549292166211752e-10,2.9992408573596004e-09,2.0550617492278813e-17,2.4388236053389723e-25,4.1421377168294973e-17,9.484675892804463e-10,6.870576914896467e-12,5.336378658108252e-11,3.568937547656449e-23,7.963710145999417e-32,1.2145833065293866e-19,4.1925215434602153e-19,9.352672177939348e-10,1.2597149824559971e-21,1.8776004579921166e-17,2.0217281940593394e-22,1.378003912119669e-28,1.971448026492472e-20,5.825783925077608e-24,7.1184721352860365e-25,2.8728757821418137e-20,1.3248817530151221e-27,2.65664758569505e-30,3.1966169485565435e-29,3.76,0.0,0.5015556493911595,0.9999999963921784,2.8627528570343304e-11,1.1409361272172558e-14,5.042769525045134e-10,5.098387303527346e-09,1.2458206523886024e-14,1.9555362981561872e-15,4.965844893184911e-11,3.3971163760803006e-10
4.6087895270132014e-08,0.5617327956122845,6.019780359070225e-09,9.675227580571635e-11,1.2681443057179848e-10,5.800122471202358e-10,0.0,0.0,3.7007479785169343e-10,1.1745233004637791e-14,1.0986540074679762e-10,3.1254196651000593e-09,2.2102875928746948e-17,2.7421207188100824e-25,4.394783868800697e-17,9.519610802307372e-10,7.156205886310308e-12,5.557562385354288e-11,3.845437505833481e-23,9.025348719080362e-32,1.2826338578056075e-19,4.3617227676605495e-19,9.359103719885599e-10,1.3799697296642564e-21,2.0044449003710925e-17,2.192797238147079e-22,1.568842643420796e-28,2.136479269297988e-20,6.5389494800670766e-24,7.793733183518051e-25,3.143448080022547e-20,1.4586719903174717e-27,3.1001763688359314e-30,3.6986517516619395e-29,3.76,0.0,0.5015556492226008,0.9999999962449857,3.027810340612957e-11,1.2275470483003872e-14,5.263031370661449e-10,5.235766365255847e-09,1.2940017389664585e-14,1.991909896631042e-15,4.985072275196349e-11,3.4886524861321386e-10
4.729716065133635e-08,0.5617327956413118,6.253976831872269e-09,1.0193939129611369e-10,1.3298066263950995e-10,6.039155174903727e-10,0.0,0.0,3.8130048356706847e-10,1.2399099367110847e-14,1.1425306419934169e-10,3.2520582045193607e-09,2.3717648491319747e-17,3.0705628485448026e-25,4.6535428976298486e-17,9.550744078893507e-10,7.442894834292439e-12,5.7795143090095877e-11,4.1330589709097944e-23,1.0181986288543882e-31,1.3516630985392273e-19,4.528253856212449e-19,9.364709884687378e-10,1.507904435609559e-21,2.134935477886255e-17,2.371443457798058e-22,1.778833857167608e-28,2.3087698318737224e-20,7.311494462009978e-24,8.50800857248156e-25,3.428974384287899e-20,1.6001571703780172e-27,3.60194010523082e-30,4.2599714834498234e-29,3.76,0.0,0.5015556490535159,0.9999999960971192,3.19772065766588e-11,1.3176920187133151e-14,5.488550475739357e-10,5.373145538087397e-09,1.3418950630148725e-14,2.027553206196037e-15,5.002211880123502e-11,3.5801885961537555e-10
4.8506426032540684e-08,0.5617327956703742,6.488291374805512e-09,1.0724290205641028e-10,1.3924788479559082e-10,6.282924588525457e-10,0.0,0.0,3.926154038429402e-10,1.3072575337107662e-14,1.1865425576365715e-10,3.3791064311592162e-09,2.5394975376917012e-17,3.4250280154912967e-25,4.918169571154279e-17,9.578473344768407e-10,7.730536239137037e-12,6.00215064790855e-11,4.431802664295449e-23,1.1437747287865184e-31,1.421622301059286e-19,4.691978191604614e-19,9.369597750584583e-10,1.6437916027523804e-21,2.2689875817501625e-17,2.5576681087249954e-22,2.0091218082900782e-28,2.4883248346477875e-20,8.146014332606849e-24,9.2621360207509e-25,3.729607304047241e-20,1.749401459869807e-27,4.1674840760544074e-30,4.8852937856111794e-29,3.76,0.0,0.501555648883904,0.9999999959486289,3.372533258310281e-11,1.4113834528899862e-14,5.719339739861925e-10,5.510524822100699e-09,1.3894761201187678e-14,2.0625062889595752e-15,5.017481324369497e-11,3.671724706145071e-10
4.971569141374502e-08,0.5617327956994661,6.722636630344496e-09,1.1266179935651528e-10,1.4561444058441102e-10,6.531423570188492e-10,0.0,0.0,4.040195635084405e-10,1.3765815889169254e-14,1.2306749306918923e-10,3.5065195379142298e-09,2.713485823897069e-17,3.806352116314878e-25,5.188422138013491e-17,9.603157285817588e-10,8.019033833198467e-12,6.225396416831452e-11,4.7416657517992626e-23,1.2796693368270983e-31,1.4924661216585763e-19,4.852783732296383e-19,9.37386034513757e-10,1.78790748215703e-21,2.4065165094187792e-17,2.751469844282469e-22,2.260863090237531e-28,2.6751469541362775e-20,9.045106427521613e-24,1.0056944873083897e-24,4.0454781195114266e-20,1.906460199111646e-27,4.802667821197222e-30,5.579525425977604e-29,3.76,0.0,0.5015556487137641,0.9999999957995601,3.5522991647932265e-11,1.508632508110489e-14,5.955410180846031e-10,5.647904217330526e-09,1.4367235582118964e-14,2.0968059122335514e-15,5.0310770433798933e-11,3.7632608161060047e-10
5.0924956794949355e-08,0.5617327957285835,6.956934680233106e-09,1.1819511294016458e-10,1.520787707274091e-10,6.784644246263936e-10,0.0,0.0,4.1551293841804976e-10,1.447897597735352e-14,1.274914504845283e-10,3.6342574414295658e-09,2.893726309959279e-17,4.215327946839982e-25,5.4640632007698276e-17,9.625119012345154e-10,8.308301491665367e-12,6.44918455915965e-11,5.062642300133497e-23,1.4262819610153206e-31,1.5641523552473778e-19,5.01058054290627e-19,9.377578509395275e-10,1.9405320950179917e-21,2.5474377477803252e-17,2.9528452432177803e-22,2.5352247281728675e-28,2.8692368941000115e-20,1.0011369161000403e-23,1.089325717934149e-24,4.376697569169006e-20,2.071380817501343e-27,5.513668150829604e-30,6.347761216061202e-29,3.76,0.0,0.501555648543095,0.9999999956499529,3.737070766398888e-11,1.6094492165222338e-14,6.196771130168204e-10,5.7852837237724566e-09,1.4836188649714773e-14,2.130485781240442e-15,5.0431760963437e-11,3.8547969260364787e-10
