Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39)
5.697128370097103e-08,0.5617327958744305,8.125538679812283e-09,1.4754626378652057e-10,1.8581819659857374e-10,8.121256474411158e-10,0.0,0.0,4.743155415289403e-10,1.8348985837334422e-14,1.4973475747595454e-10,4.276690957597037e-09,3.8883760522937784e-17,6.699668824698669e-25,6.915168309695305e-17,9.703292393301136e-10,9.763766281523748e-12,7.574374988252788e-11,6.83384893943911e-23,2.33359752975808e-31,1.933933599585646e-19,5.752557732231654e-19,9.390165541273036e-10,2.841352272931316e-21,3.3000123470420493e-17,4.0731137778668293e-22,4.287697070368775e-28,3.948636641582477e-20,1.59411939597561e-23,1.5725740485778646e-24,6.265564978802835e-20,3.0151214166098373e-27,1.0444595056060442e-29,1.1490329898815645e-28,3.76,0.0,0.5015556476817883,0.9999999948949824,4.7379212626607654e-11,2.1673339412697968e-14,7.483162801810496e-10,6.472182921766517e-09,1.7123302972379035e-14,2.290582211163025e-15,5.086266712914062e-11,4.3124774752291386e-10
5.8180549082175366e-08,0.5617327959036329,8.358337304094858e-09,1.5374746865174902e-10,1.9284083183413368e-10,8.40261086325085e-10,0.0,0.0,4.863424393854656e-10,1.9184910644676165e-14,1.5420217265699666e-10,4.405746340291607e-09,4.1058907661572754e-17,7.288757961992668e-25,7.218469916590322e-17,9.714084508811258e-10,1.0056297120532673e-11,7.800362028782689e-11,7.221252878168765e-23,2.552502693466875e-31,2.0099356576664341e-19,5.891382883364856e-19,9.391810868205402e-10,3.0511221053656685e-21,3.4595505006198825e-17,4.319792220801784e-22,4.72265972077441e-28,4.186281835511216e-20,1.7365044103425013e-23,1.6828032323877294e-24,6.69015440882008e-20,3.2278668257611245e-27,1.1758236075125364e-29,1.2819955309868614e-28,3.76,0.0,0.501555647507932,0.9999999947427839,4.9538821555426806e-11,2.2897178043570488e-14,7.756388400653273e-10,6.609563093678496e-09,1.7568500757983005e-14,2.321107553161216e-15,5.092218925941193e-11,4.404013584975169e-10
5.93898144633797e-08,0.561732795932841,8.590738395922522e-09,1.600571279256105e-10,1.9995238402957507e-10,8.68861758130407e-10,0.0,0.0,4.984578013989756e-10,2.0041835687730777e-14,1.5867426808739464e-10,4.534943701982915e-09,4.329554690308661e-17,7.909832172870903e-25,7.525662521155634e-17,9.723658467183503e-10,1.0349204804322792e-11,8.026585918502119e-11,7.619670113761023e-23,2.7847164258801434e-31,2.0865543766997151e-19,6.027016565168699e-19,9.393248197132018e-10,3.271467011700435e-21,3.621911658977276e-17,4.573992698524199e-22,5.188566490131239e-28,4.4311718477397465e-20,1.8874246177369978e-23,1.7977442887462915e-24,7.130361312115066e-20,3.448649093106679e-27,1.319997135826065e-29,1.4264406667192377e-28,3.76,0.0,0.5015556473335434,0.9999999945902326,5.175239963581223e-11,2.415716657383385e-14,8.03493535615664e-10,6.746943375982305e-09,1.8009465837475795e-14,2.3511813649532145e-15,5.097500111901394e-11,4.4955496946901806e-10
6.059907984458404e-08,0.5617327959620529,8.822712014376771e-09,1.6647447981355462e-10,2.0715180647325864e-10,8.979265349571366e-10,0.0,0.0,5.106614621810719e-10,2.0919914420081856e-14,1.6315051480614182e-10,4.66426701443088e-09,4.5593442454174313e-17,8.563343179511324e-25,7.836558478438073e-17,9.732148912842737e-10,1.0642454768098521e-11,8.253019900119443e-11,8.02908086464024e-23,3.030577887937758e-31,2.1637652521765847e-19,6.15947668040527e-19,9.394504070798006e-10,3.502697310364032e-21,3.7870193315680816e-17,4.835706712811022e-22,5.686611976646895e-28,4.6833019695094595e-20,2.0471393906584507e-23,1.9174760940441703e-24,7.586161612495923e-20,3.677478217240944e-27,1.4778570950949782e-29,1.583023555353216e-28,3.76,0.0,0.5015556471586226,0.9999999944373446,5.4020525281257574e-11,2.5453349369588552e-14,8.318804546655843e-10,6.884323768481772e-09,1.844615634033352e-14,2.380820263847003e-15,5.1021843117338206e-11,4.587085804374091e-10
6.180834522578837e-08,0.5617327959912678,9.054231745105774e-09,1.7299877930678097e-10,2.1443809241402592e-10,9.274542669440467e-10,0.0,0.0,5.229532465486151e-10,2.181929999550279e-14,1.67630442429613e-10,4.793702021495778e-09,4.795234141611081e-17,9.24970383626659e-25,8.150976847051777e-17,9.73967606266081e-10,1.093601623880503e-11,8.479640179461808e-11,8.449464496478761e-23,3.290418379914475e-31,2.241545260844506e-19,6.288788248359279e-19,9.3956016095939e-10,3.745127065277458e-21,3.954798500750982e-17,5.10492591269184e-22,6.217988696294818e-28,4.942667530805752e-20,2.2159079967904093e-23,2.042077295635501e-24,8.057518011444309e-20,3.914361891278907e-27,1.650313037498549e-29,1.7524168983601165e-28,3.76,0.0,0.5015556469831691,0.9999999942841348,5.634377880896936e-11,2.678576676688684e-14,8.607996232217523e-10,7.02170427096737e-09,1.8878540735512405e-14,2.410039489712028e-15,5.106337653552085e-11,4.678621914026822e-10
6.301761060699271e-08,0.5617327960204839,9.285274320903623e-09,1.7962929670720412e-10,2.2181027130623781e-10,9.57443785243089e-10,0.0,0.0,5.353329706941246e-10,2.274014525194789e-14,1.721136328563994e-10,4.923236049159887e-09,5.0371975168851185e-17,9.96928940569344e-25,8.4687433063678e-17,9.74634717809647e-10,1.1229861827776354e-11,8.706425607036097e-11,8.880799641708168e-23,3.5645613551117146e-31,2.31987273888672e-19,6.414982417164544e-19,9.396560957700017e-10,3.999074067370404e-21,4.125175670952977e-17,5.381642170452865e-22,6.7838861368251365e-28,5.20926397275729e-20,2.3939896040967926e-23,2.1716263337286718e-24,8.544380749327313e-20,4.159305861745914e-27,1.838306990943535e-29,1.9353107820395233e-28,3.76,0.0,0.5015556468071836,0.9999999941306166,5.872274169138006e-11,2.815445551440236e-14,8.902510120120974e-10,7.1590848832177846e-09,1.930659666504579e-14,2.438853034515858e-15,5.1100191565429354e-11,4.770158023648296e-10
6.543614136940138e-08,0.561732796078915,9.745848756943525e-09,1.9320613545054876e-10,2.368085877153482e-10,1.0188034251789168e-09,0.0,0.0,5.603554658236679e-10,2.4646824502242465e-14,1.8108835931196533e-10,5.182557420084418e-09,5.539230130705226e-17,1.150945657227057e-24,9.113655517478032e-17,9.757493125799144e-10,1.1818310669137806e-11,9.160418923035483e-11,9.776235905952027e-23,4.157009571999139e-31,2.4780896112895095e-19,6.658168815540254e-19,9.398132920591595e-10,4.542809481632928e-21,4.473437831370464e-17,5.957534741833627e-22,8.023980992056157e-28,5.764132093690011e-20,2.7791280503077755e-23,2.4458807384207744e-24,9.564368269628686e-20,4.673389733568143e-27,2.2648387624887887e-29,2.3444464739706073e-28,3.76,0.0,0.5015556464536157,0.9999999938226996,6.365012342752055e-11,3.100077833536561e-14,9.507500896306006e-10,7.433846436076838e-09,2.0149673661530497e-14,2.495313484850279e-15,5.116171306900405e-11,4.953230242797147e-10
6.761281905556918e-08,0.5617327961314971,1.0158553611598409e-08,2.0578150433689107e-10,2.50591718885916e-10,1.0755943824064267e-09,0.0,0.0,5.831744794231021e-10,2.6437754279239253e-14,1.8917346071153338e-10,5.416184896855655e-09,6.011533437382911e-17,1.3012279300038588e-24,9.703909146549644e-17,9.76545206459787e-10,1.2348668723963192e-11,9.569410218845502e-11,1.0619356732847653e-22,4.742213039171235e-31,2.6221639189239716e-19,6.866783755800869e-19,9.399228854427597e-10,5.074823967262436e-21,4.7950539070430594e-17,6.501402714893173e-22,9.269968729534444e-28,6.288201223264499e-20,3.1602013511362996e-23,2.7104145351694495e-24,1.0534660118266531e-19,5.16365967018814e-27,2.711968802647239e-29,2.7661136366278703e-28,3.76,0.0,0.5015556461335852,0.9999999935446245,6.828112784644781e-11,3.3686825159842105e-14,1.0070182204337971e-09,7.681132206630915e-09,2.0893568403598576e-14,2.54485925176647e-15,5.120565375542546e-11,5.117995239923415e-10
6.966058132236834e-08,0.561732796180955,1.0545176741367522e-08,2.1791649495685882e-10,2.638001128677606e-10,1.1303707139316413e-09,0.0,0.0,6.048992754138057e-10,2.818822897433196e-14,1.967851411327191e-10,5.6361403473713714e-09,6.473396692113323e-17,1.4528242153173634e-24,1.0266910509786138e-16,9.77150140894199e-10,1.2848178212958923e-11,9.954453428580845e-11,1.1444613379629213e-22,5.339301439982695e-31,2.7590655908479507e-19,7.054438070936731e-19,9.400044938923633e-10,5.6140254037331544e-21,5.1043360415873176e-17,7.035133617673755e-22,1.0560830510267652e-27,6.802564240277097e-20,3.549900775832676e-23,2.9750143655634e-24,1.1492205380610761e-19,5.648761735771474e-27,3.193176261874459e-29,3.213164474327811e-28,3.76,0.0,0.5015556458309364,0.9999999932822409,7.28108220129782e-11,3.6321477829065046e-14,1.061525865018709e-09,7.913772607361624e-09,2.1580574985928276e-14,2.5904268662078722e-15,5.1239058425089055e-11,5.273001902574869e-10
7.170834358916751e-08,0.5617327962304005,1.0930159920333445e-08,2.3034332740492592e-10,2.772386901422404e-10,1.1864486109273832e-09,0.0,0.0,6.268723985729766e-10,3.000306238814634e-14,2.0440107827007887e-10,5.856225075013148e-09,6.952088833543046e-17,1.6144104802306977e-24,1.0836703138903914e-16,9.77641867515898e-10,1.3348166313880447e-11,1.0339712251393469e-10,1.2300842625018527e-22,5.982884475564525e-31,2.897209435062391e-19,7.234009778460659e-19,9.400696065284735e-10,6.192428043602031e-21,5.4198115004714657e-17,7.590235176601112e-22,1.1972461314833819e-27,7.33759326634972e-20,3.971126627931339e-23,3.2552513514321186e-24,1.2492557640746541e-19,6.157001592751184e-27,3.7387360188735055e-29,3.7129668910022046e-28,3.76,0.0,0.5015556455267648,0.999999993019136,7.751105965500232e-11,3.906064243160449e-14,1.1175562820437534e-09,8.146413318148584e-09,2.2255214365572868e-14,2.635025220695327e-15,5.126621671915589e-11,5.428008565135213e-10
7.375610585596668e-08,0.5617327962798307,1.1313464328112121e-08,2.430588600922791e-10,2.9090366009010387e-10,1.243822019731549e-09,0.0,0.0,6.490927663416582e-10,3.188298286071817e-14,2.1202047500998777e-10,6.076414887563993e-09,7.447437917041464e-17,1.7860493240476425e-24,1.1412666291244957e-16,9.780413227074897e-10,1.3848579871618021e-11,1.072514636571129e-10,1.318792605516183e-22,6.674243316399391e-31,3.03652659708809e-19,7.405766013485198e-19,9.40121577028557e-10,6.811712969020295e-21,5.741184336176195e-17,8.1666814777893e-22,1.3510397646595474e-27,7.893275651820494e-20,4.425135286387719e-23,3.55150048944348e-24,1.3535117695902441e-19,6.688373610376091e-27,4.3544346078023244e-29,4.269506117651012e-28,3.76,0.0,0.5015556452210713,0.9999999927553374,8.238461962512442e-11,4.190441327757117e-14,1.175108001399115e-09,8.379054337655976e-09,2.2917586757540837e-14,2.6786912075215757e-15,5.128828272260959e-11,5.583015227604064e-10
7.580386812276585e-08,0.561732796329244,1.1695060010908802e-08,2.5606000926301044e-10,3.047913590711e-10,1.3024848572273857e-09,0.0,0.0,6.71559276426334e-10,3.3828715484431786e-14,2.1964268196960216e-10,6.2966900724171345e-09,7.9592662700782e-17,1.967782853786596e-24,1.1994220647930774e-16,9.783656287819908e-10,1.4349375299853124e-11,1.1110722922875243e-10,1.4105743978515243e-22,7.414599766816241e-31,3.1769535205581085e-19,7.569981034228046e-19,9.401630714312202e-10,7.473589989410822e-21,6.068171581541732e-17,8.764449584935395e-22,1.5180102784985066e-27,8.469600994060925e-20,4.913183119048075e-23,3.864135692852563e-24,1.4619232792978334e-19,7.242870632387841e-27,5.046312465320401e-29,4.8868978973380815e-28,3.76,0.0,0.5015556449138582,0.9999999924908668,8.743425757420003e-11,4.485287460016817e-14,1.2341793863233329e-09,8.611695664520465e-09,2.3567815485264166e-14,2.721457718406997e-15,5.13062005529349e-11,5.738021889981044e-10
7.785163038956502e-08,0.5617327963786384,1.2074924217584978e-08,2.6934374210999385e-10,3.1889823338639024e-10,1.3624310225197493e-09,0.0,0.0,6.942708116672149e-10,3.584098205140194e-14,2.2726716990382685e-10,6.51703456102617e-09,8.487391364038507e-17,2.1596344463671582e-24,1.2580825665766316e-16,9.78628787043565e-10,1.4850516795309628e-11,1.1496415151353962e-10,1.505417582892408e-22,8.205117594097343e-31,3.318431313035166e-19,7.726932274269749e-19,9.401962158999896e-10,8.179797233699985e-21,6.400502979060889e-17,9.383519367529787e-22,1.6986961195859245e-27,9.066561029594147e-20,5.436526629387234e-23,4.193529806313922e-24,1.5744203897782998e-19,7.820485039822967e-27,5.820660442471011e-29,5.5693861505207865e-28,3.76,0.0,0.5015556446051266,0.9999999922257433,9.266270294903051e-11,4.7906102412639864e-14,1.2947686610813005e-09,8.844337297357816e-09,2.4206041880713983e-14,2.763354303993693e-15,5.132074243129714e-11,5.893028552265773e-10
7.989939265636419e-08,0.5617327964280128,1.2453040094401357e-08,2.8290707128862754e-10,3.3322082577546385e-10,1.4236544058361082e-09,0.0,0.0,7.172262438072436e-10,3.7920501016925436e-14,2.348935080624167e-10,6.7374352730247005e-09,9.031626566720936e-17,2.361610423097165e-24,1.3171976974131236e-16,9.788422299550462e-10,1.5351974937035732e-11,1.188220126194421e-10,1.6033100461678422e-22,9.04690392584886e-31,3.4609052247038077e-19,7.876897374223403e-19,9.4022270406581e-10,8.932100730731902e-21,6.73792063410545e-17,1.002387327126679e-21,1.893627382561654e-27,9.684149469804852e-20,5.996422593269604e-23,4.540054602159454e-24,1.6909292396241842e-19,8.421209440224903e-27,6.684016040358175e-29,6.321340636022171e-28,3.76,0.0,0.5015556442948785,0.9999999919599826,9.807265672759751e-11,5.1064165950007713e-14,1.3568739325251688e-09,9.07697923476804e-09,2.4832421293787575e-14,2.80440770802084e-15,5.133253905166956e-11,6.048035214457872e-10
8.194715492316336e-08,0.5617327964773664,1.2829395620030394e-08,2.9674705039684463e-10,3.477557643083657e-10,1.4861488956836294e-09,0.0,0.0,7.404244365470138e-10,4.0067987473158426e-14,2.4252134653144286e-10,6.9578815809147286e-09,9.591781806040785e-17,2.573701618575127e-24,1.3767203880812508e-16,9.79015274620664e-10,1.5853725543532006e-11,1.2268063554519257e-10,1.7042396380133469e-22,9.941010683706268e-31,3.6043242063006455e-19,8.020151868006219e-19,9.40243881641392e-10,9.732293982389625e-21,7.080178629040633e-17,1.068549606799618e-21,2.1033254087588116e-27,1.0322361814004007e-19,6.59412818482129e-23,4.904080767500776e-24,1.811372626784767e-19,9.045037147028778e-27,7.643159443610672e-29,7.147254614167588e-28,3.76,0.0,0.5015556439831165,0.999999991693598,1.0366678964990545e-10,5.432712884043452e-14,1.4204932076752998e-09,9.309621475339511e-09,2.544711984822175e-14,2.8446423095752994e-15,5.134210453508502e-11,6.203041876556964e-10
8.399491718996253e-08,0.5617327965266982,1.3203982703274747e-08,3.1086077012854326e-10,3.6249975291802593e-10,1.5499083848986969e-09,0.0,0.0,7.638642481303329e-10,4.228415312936702e-14,2.5015040127194207e-10,7.1783648565369126e-09,1.0167664165473159e-16,2.7958848358969544e-24,1.4366067033155965e-16,9.79155506702318e-10,1.6355748704438484e-11,1.2653987661213443e-10,1.8081941922474074e-22,1.088843602548769e-30,3.748640523711938e-19,8.15696731063112e-19,9.402608184125558e-10,1.0582197535041393e-20,7.427042621094116e-17,1.1368374614702378e-21,2.3283024398754145e-27,1.0981195166578254e-19,7.230901088689634e-23,5.285977888794571e-24,1.9356705770812127e-19,9.691962531683721e-27,8.705109403612878e-29,8.051742515562843e-28,3.76,0.0,0.5015556436698421,0.9999999914266009,1.0944774078492627e-10,5.769505009844338e-14,1.4856244086805583e-09,9.542264017652522e-09,2.6050311705083644e-14,2.8840804980055384e-15,5.1349857554495926e-11,6.358048538562672e-10
8.60426794567617e-08,0.5617327965760073,1.357679642985676e-08,3.2524535503580925e-10,3.774495634283466e-10,1.6149267756496961e-09,0.0,0.0,7.875445334935676e-10,4.456970629833585e-14,2.5778044163014144e-10,7.398878092410221e-09,1.0759078415761005e-16,3.0281241929977385e-24,1.4968156234662198e-16,9.79269101798909e-10,1.6858027972174616e-11,1.3039961914630734e-10,1.915161541392285e-22,1.1890125789112589e-30,3.8938094243630625e-19,8.287609807541108e-19,9.40274367451779e-10,1.1483658549946422e-20,7.778289426599643e-17,1.2072497626069744e-21,2.569061322544219e-27,1.1660648062443806e-19,7.90799959812444e-23,5.6861144348182415e-24,2.063740865990499e-19,1.036198125021781e-26,9.877118985653705e-29,9.039537617644874e-28,3.76,0.0,0.5015556433550576,0.9999999911590008,1.1541811640418817e-10,6.116798495275185e-14,1.5522653853438783e-09,9.774906860282193e-09,2.6642176790079976e-14,2.9227429883481064e-15,5.135613902236724e-11,6.513055200474626e-10
8.809044172356086e-08,0.5617327966252937,1.3947834456645294e-08,3.3989796088351455e-10,3.9260202905314684e-10,1.6811979833666816e-09,0.0,0.0,8.114641459762219e-10,4.6925351889033845e-14,2.6541128029267323e-10,7.619415597050777e-09,1.136582748451475e-16,3.2703723676465145e-24,1.5573088400557277e-16,9.793610863914822e-10,1.736054971180482e-11,1.3425976839732318e-10,2.0251295282215665e-22,1.2946974940397765e-30,4.039788853940834e-19,8.412338937338834e-19,9.402852102613922e-10,1.2438550371345574e-20,8.133706590966327e-17,1.2797855455911879e-21,2.826095262213964e-27,1.236072029674464e-19,8.626682700373989e-23,6.104857737358208e-24,2.195499495189292e-19,1.1055090345789765e-26,1.1166671186518476e-28,1.0115489731168337e-27,3.76,0.0,0.5015556430387651,0.9999999908908063,1.2158048915750897e-10,6.474598550797269e-14,1.6204139252003868e-09,1.0007550001800803e-08,2.7222898978276735e-14,2.960649080533727e-15,5.136122646277896e-11,6.668061862292448e-10
9.013820399036003e-08,0.5617327966745564,1.431709652920026e-08,3.548157725033823e-10,4.079540391295137e-10,1.7487159397886279e-09,0.0,0.0,8.356219386674607e-10,4.935179140443235e-14,2.7304276528660157e-10,7.83997275219522e-09,1.1987712871093636e-16,3.522571744755849e-24,1.6180505649736535e-16,9.794355476783763e-10,1.7863302583235217e-11,1.3812024749160427e-10,2.138086014303293e-22,1.405982902025618e-30,4.1865392158178503e-19,8.531406998757102e-19,9.402938907165454e-10,1.3448772093976443e-20,8.493091951048721e-17,1.3544439890327684e-21,3.0998876215366535e-27,1.3081412761719844e-19,9.388210150451111e-23,6.5425739707365676e-24,2.33086112607985e-19,1.1771288260902418e-26,1.2581474442497255e-28,1.1284562898259305e-27,3.76,0.0,0.5015556427209673,0.999999990622025,1.2793739750103947e-10,6.8429101268374e-14,1.6900677615632722e-09,1.0240193440779628e-08,2.779266466167066e-14,2.997816870516381e-15,5.136534557704693e-11,6.823068524015769e-10
9.21859662571592e-08,0.5617327967237958,1.4684584088241807e-08,3.699960020173766e-10,4.235025347504305e-10,1.8174745954093122e-09,0.0,0.0,8.600167654968756e-10,5.1849722942861007e-14,2.806747734535155e-10,8.060545814727685e-09,1.262453501680337e-16,3.7846554686104046e-24,1.6790073538910132e-16,9.794958052539488e-10,1.8366277118811318e-11,1.419809941312742e-10,2.2540188867044375e-22,1.5229485582119196e-30,4.334023162749788e-19,8.645058485898279e-19,9.403008422463146e-10,1.4516248133248228e-20,8.856253199548517e-17,1.4312243960238183e-21,3.390911756720841e-27,1.382272729802824e-19,1.019384253360424e-22,6.999628132285141e-24,2.4697394732108685e-19,1.2510574800035037e-26,1.412945805466759e-28,1.2551833103444042e-27,3.76,0.0,0.5015556424016661,0.999999990352663,1.3449134530686104e-10,7.221737956451744e-14,1.7612245801389576e-09,1.0472837175790428e-08,2.8351661593625746e-14,3.034263424306202e-15,5.1368679708382076e-11,6.978075185644213e-10
9.423372852395837e-08,0.5617327967730116,1.5050299942688138e-08,3.8543588734169676e-10,4.3924450507517514e-10,1.887467921488506e-09,0.0,0.0,8.84647482136794e-10,5.441984120192332e-14,2.8830720502690655e-10,8.281131752100127e-09,1.327609363744675e-16,4.056548405512809e-24,1.7401479435177198e-16,9.795445536497968e-10,1.8869465372322362e-11,1.458419578511416e-10,2.3729160634687307e-22,1.6456695614788462e-30,4.482205413851154e-19,8.753529729694257e-19,9.403064105326648e-10,1.5642927798834578e-20,9.223007456941999e-17,1.5101261775671097e-21,3.699630886966745e-27,1.4584666562984435e-19,1.1044841317459827e-22,7.476384024727981e-24,2.612047660476903e-19,1.3272951065539853e-26,1.5818767551885649e-28,1.3922485999841502e-27,3.76,0.0,0.5015556420808639,0.9999999900827261,1.4124480160773866e-10,7.611086590822531e-14,1.8338820245860388e-09,1.0705481205406684e-08,2.890007794074499e-14,3.0700049231501177e-15,5.137137769972738e-11,7.133081847177415e-10
9.628149079075754e-08,0.561732796822203,1.5414248000943966e-08,4.011326909335879e-10,4.551769842308365e-10,1.9586899116719655e-09,0.0,0.0,9.095129467375806e-10,5.706283748469044e-14,2.9593997917511634e-10,8.501728107040764e-09,1.39421880217094e-16,4.33816802444013e-24,1.801443101298925e-16,9.795839797881353e-10,1.9372860630497377e-11,1.4970309776411472e-10,2.4947654978720963e-22,1.7742164951163234e-30,4.631052593871823e-19,8.857048682192097e-19,9.403108718740759e-10,1.6830784870322953e-20,9.59318085200307e-17,1.591148837820865e-21,4.026497994187787e-27,1.5367233912740133e-19,1.1942468895505372e-22,7.973204240141986e-24,2.757698542587323e-19,1.405841937338387e-26,1.76577600036597e-28,1.540181465312324e-27,3.76,0.0,0.5015556417585632,0.9999999898122196,1.4820020045928004e-10,8.010960428409279e-14,1.9080377011380806e-09,1.09381255282046e-08,2.943810151572058e-14,3.1050567842095702e-15,5.137356036980986e-11,7.288088508615005e-10
9.832925305755671e-08,0.5617327968713708,1.5776433054614177e-08,4.1708369875458944e-10,4.712970487443367e-10,2.031134583251004e-09,0.0,0.0,9.346120205110182e-10,5.977939970797498e-14,3.035730304134017e-10,8.722332888606276e-09,1.4622617298153037e-16,4.629425202562567e-24,1.8628654863186867e-16,9.796158581707388e-10,1.9876457180749262e-11,1.535643807462562e-10,2.619555181507522e-22,1.9086555662739795e-30,4.780533092582182e-19,8.955834826970169e-19,9.40314447329526e-10,1.8081817174689438e-20,9.966608111446974e-17,1.6742919608588472e-21,4.3719557506794865e-27,1.617043329597251e-19,1.2887988623144115e-22,8.490450145157366e-24,2.9066049940547226e-19,1.486698315219825e-26,1.965499929317967e-28,1.6995217304985596e-27,3.76,0.0,0.5015556414347665,0.9999999895411482,1.5535994090708415e-10,8.421363738332192e-14,1.9836891823747457e-09,1.1170770142763895e-08,2.9965919172648646e-14,3.139433759758193e-15,5.137532576425864e-11,7.443095169956617e-10
9.999999999999998e-08,0.5617327969205143,1.6070633701789926e-08,4.3028439025464243e-10,4.845861877887719e-10,2.091142999067333e-09,0.0,0.0,9.552623455769087e-10,6.205078566769084e-14,3.09800921899657e-10,8.902327039882018e-09,1.518825154590901e-16,4.874132223588921e-24,1.9130557512853052e-16,9.79637285519626e-10,2.028748181035225e-11,1.5671484666947389e-10,2.723539487105248e-22,2.0227509512649704e-30,4.902940867941486e-19,9.033074388103946e-19,9.403168322882228e-10,1.9150724706575215e-20,1.0273584282074724e-16,1.743698087056886e-21,4.667883523808151e-27,1.6841041848593912e-19,1.3695784615642877e-22,8.927846877500174e-24,3.030447412671228e-19,1.5543793299980624e-26,2.140784029512434e-28,1.838358301235142e-27,3.76,0.0,0.5015556411694777,0.9999999893195682,1.6135451270865642e-10,8.764010270423545e-14,2.046518759524968e-09,1.1360582566462807e-08,3.038912847799279e-14,3.166991485259704e-15,5.137651279630989e-11,7.569563417539636e-10
1.0037701532435588e-07,0.5617327969205143,1.6136860604982346e-08,4.3328621941184835e-10,4.876018154091995e-10,2.1047959781335297e-09,0.0,0.0,9.599435681908202e-10,6.257021241226274e-14,3.1120630572490054e-10,8.942944484733298e-09,1.5317180674467897e-16,4.9302249610227186e-24,1.924389520828216e-16,9.796416277060091e-10,2.0380250124798698e-11,1.5742577998043432e-10,2.7472731465563295e-22,2.04904874368448e-30,4.930616941065297e-19,9.050099188588053e-19,9.403173136224854e-10,1.9398046167248993e-20,1.0343132160586544e-16,1.759555198978089e-21,4.736436471950881e-27,1.6994269159661185e-19,1.3882664846786173e-22,9.028481867649547e-24,3.0586801679491735e-19,1.5698646832510635e-26,2.181925136266475e-28,1.8708195156879286e-27,3.76,0.0,0.5015556411094761,0.9999999892695159,1.6272638703883802e-10,8.842300679086513e-14,2.060834010302918e-09,1.1403415047668446e-08,3.0483716334811337e-14,3.173150018472443e-15,5.137675339563499e-11,7.598101831201884e-10
1.0447253985795421e-07,0.5617327970187287,1.6852467992973923e-08,4.664351429492878e-10,5.207541138272122e-10,2.25574523251545e-09,0.0,0.0,1.0112995637757731e-09,6.837731061416977e-14,3.264733662846436e-10,9.384183185444659e-09,1.6747908169417428e-16,5.560046867654274e-24,2.0476483627465384e-16,9.796792534203453e-10,2.1388408859905766e-11,1.6514884511957321e-10,3.0114462616846705e-22,2.3479249093614003e-30,5.232482397275346e-19,9.225865026504562e-19,9.403214509948199e-10,2.2234295709278877e-20,1.1104881055559443e-16,1.9364409132838842e-21,5.5241442202594935e-27,1.8703870143232993e-19,1.6024549244611114e-22,1.0168337016765552e-23,3.371991980715586e-19,1.743129599173747e-26,2.6684839277993512e-28,2.2515382974192306e-27,3.76,0.0,0.5015556404544245,0.9999999887245855,1.7808867878262352e-10,9.71579161571275e-14,2.2195937353647895e-09,1.186870572287226e-08,3.1489981761723374e-14,3.238654504509519e-15,5.1378839273163605e-11,7.908115153401923e-10
1.0856806439155255e-07,0.5617327971168471,1.7561123595101973e-08,5.005583584186446e-10,5.546115568196007e-10,2.4114905275872754e-09,0.0,0.0,1.0635719341783064e-09,7.448954133155973e-14,3.4174090683920807e-10,9.82543648328488e-09,1.823277341381505e-16,6.226780880331333e-24,2.1710459935219361e-16,9.797037740062161e-10,2.239730880584433e-11,1.7287216469839795e-10,3.287189970863727e-22,2.6712610791794238e-30,5.536438118863037e-19,9.385869385296818e-19,9.40324107961938e-10,2.5356162071434577e-20,1.1877320611446117e-16,2.1218042106347897e-21,6.392872201130277e-27,2.049607955551329e-19,1.837825742292186e-22,1.1395625535237821e-23,3.6969529021067443e-19,1.9256418252284755e-26,3.2328511264252415e-28,2.6869364112158922e-27,3.76,0.0,0.5015556397934285,0.9999999881774572,1.9430529474584408e-10,1.0631464809809937e-13,2.3842966891044145e-09,1.2333997542587052e-08,3.245834025046742e-14,3.3016742074752123e-15,5.138020032774064e-11,8.218128475212219e-10
1.1266358892515089e-07,0.5617327972148695,1.82628854030849e-08,5.356350883879693e-10,5.891523738462877e-10,2.5719851443287985e-09,0.0,0.0,1.1167517537690274e-09,8.091226057640706e-14,3.570087600655729e-10,1.0266699287882352e-08,1.9770192400009887e-16,6.929517821761875e-24,2.294430280888416e-16,9.79719755807427e-10,2.3406927658865488e-11,1.8059565408624747e-10,3.574410131158628e-22,3.0194139895961544e-30,5.842293487331163e-19,9.531509539360293e-19,9.403258174691673e-10,2.878062580155989e-20,1.2659451793301702e-16,2.3156438972905095e-21,7.345705941530597e-27,2.2370943901144837e-19,2.0953941533016492e-22,1.2713182877174827e-23,4.0328986441324657e-19,2.1174074346312343e-26,3.8827182779911277e-28,3.1817633848880405e-27,3.76,0.0,0.5015556391265084,0.9999999876281576,2.1139390630294815e-10,1.1589350798214897e-13,2.554922323772787e-09,1.2799290495674094e-08,3.339019445704134e-14,3.362307060356083e-15,5.138108899544849e-11,8.528141796629886e-10
