Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62)
7.469765212654879e-05,0.7608827597034193,0.00013364880664628394,9.780792219624028e-05,0.00017346988625549427,0.032301922228598685,0.0,0.0,0.0007623909770199022,3.745014485292321e-05,0.07238366789461771,0.008381554029642801,1.4214558058170922e-05,3.4578320684971973e-13,1.1510847439844293e-09,7.65771205098491e-07,1.2797050516906204e-05,0.004446101993286945,3.086851594161215e-08,3.6374224741580158e-09,2.5219233081697864e-05,6.210889364704187e-11,7.417729993452322e-07,1.584928858981166e-06,2.031816555947712e-09,1.8722446531612694e-07,4.0577347955671017e-10,2.5449208635279626e-07,9.599157862583571e-09,1.2591048870652031e-11,3.056674107826082e-08,1.3101261364801848e-12,6.34978835422096e-11,1.6758931793275474e-09,3.76,0.0,0.5790415443868506,0.8895137741006675,0.09814017086645849,0.00032972833669502527,0.02969238454618547,0.09561496499752452,2.1391634065295362e-12,7.016121929782293e-13,2.9067196531065135e-08,3.235584789559239e-05,0.025527959046907953,8.535925771109917e-06,4.783009038069675e-11,1.2062954320337385e-12,3.8244240347607685e-06,1.990190315554698e-06,5.129308901883924e-07,0.009994125594740891,0.0008521547057594593,1.1156692663477671e-07,9.483068658604286e-05,8.43184575695664e-08
7.527192693905919e-05,0.7611018819631735,0.0001344165097170016,9.812796139788661e-05,0.00017406251054225583,0.03266725009920944,0.0,0.0,0.000772198455581663,3.8052899219881933e-05,0.07364670769655329,0.008455859894102613,1.4409175032560639e-05,3.4965906671765764e-13,1.155505824164721e-09,7.642880494207609e-07,1.2906876473505068e-05,0.0044970133835771685,3.185840250335678e-08,3.755574200836055e-09,2.595609184291528e-05,6.400869243200985e-11,7.392674273239301e-07,1.6147263904894542e-06,2.0705161055862083e-09,1.938504562575185e-07,4.18076469041947e-10,2.617656947469527e-07,9.787332782864883e-09,1.287210882830886e-11,3.116558517159887e-08,1.343248712646936e-12,6.53133699932495e-11,1.7359461768229148e-09,3.76,0.0,0.5771425698027888,0.8881013473209649,0.09939853120327935,0.00033329656246200825,0.029741240423196633,0.09719444524503125,2.1310231657587626e-12,6.989416272600521e-13,2.895659512797686e-08,3.2492054166022104e-05,0.0256120647663321,8.533964822296903e-06,4.794342469360616e-11,1.2091045096438743e-12,3.833874072744181e-06,1.9996983322811438e-06,5.128158333652177e-07,0.010179950446134794,0.0008508016343035318,1.1411325887480155e-07,9.538091020893875e-05,8.634879266160433e-08
7.58462017515696e-05,0.7613216231652681,0.00013517600892766482,9.84396782958858e-05,0.00017464113558196364,0.03303265048567287,0.0,0.0,0.0007818853030531886,3.8650657570452514e-05,0.07491510985261951,0.008530188967362604,1.4601455469724826e-05,3.5351416416695933e-13,1.1598383935452532e-09,7.628055411702178e-07,1.3016804772238776e-05,0.004547265788161976,3.2867720687692633e-08,3.8758929128087884e-09,2.670555857649826e-05,6.594761315264544e-11,7.367655666790072e-07,1.644730075225184e-06,2.1092728317558307e-09,2.0064656883293374e-07,4.305980690252992e-10,2.691867203353952e-07,9.97819562197458e-09,1.315752045672809e-11,3.176397166006624e-08,1.3767824620587734e-12,6.715676733938625e-11,1.7974387064158903e-09,3.76,0.0,0.5752452527888379,0.8866887521057378,0.1006569572416112,0.0003368753534408522,0.029786836866695348,0.09877921000673037,2.122900381201762e-12,6.962768036808841e-13,2.8846229765164827e-08,3.262417785691804e-05,0.025691996186946384,8.531017555422744e-06,4.804995654595316e-11,1.211742958120494e-12,3.842734914989348e-06,2.008777096715609e-06,5.126415127376699e-07,0.010366298326884307,0.0008494484010628629,1.1667783449399122e-07,9.590586508383014e-05,8.839491227204289e-08
7.642047656408e-05,0.7615419506986102,0.00013592739093075369,9.874327112367009e-05,0.0001752060556493628,0.033398086351002367,0.0,0.0,0.0007914478792890047,3.924303523763264e-05,0.07618865818244734,0.008604536340960336,1.4791351780604319e-05,3.573481745721272e-13,1.1640838047769243e-09,7.613237576408909e-07,1.312682962285619e-05,0.00459685113099298,3.3896521309750405e-08,3.998375299640855e-09,2.746763494875953e-05,6.792589285586592e-11,7.342676216561087e-07,1.6749361012914327e-06,2.1480712062445696e-09,2.076150979159217e-07,4.43338404167635e-10,2.767559078534408e-07,1.0171758431820072e-08,1.3447303662556016e-11,3.2361563406775164e-08,1.4107238760551637e-12,6.902794190134588e-11,1.8603827200373222e-09,3.76,0.0,0.5733497691738081,0.8852761452025348,0.10191532165509978,0.0003404644980520149,0.029829252366231334,0.10036898979483004,2.1147957361836178e-12,6.93617945993503e-13,2.87361097699278e-08,3.27522717896947e-05,0.025767808216635664,8.527113605902268e-06,4.8149807633504145e-11,1.214213864350837e-12,3.8510168192623e-06,2.0174312849329885e-06,5.124097079771916e-07,0.01055312917915294,0.0008480951561904933,1.1926004362836932e-07,9.640577254727047e-05,9.045630258036451e-08
7.699475137659041e-05,0.7617628323942778,0.0001366707462693507,9.903893737731864e-05,0.0001757575633552418,0.03376352151282855,0.0,0.0,0.0008008827833196364,3.9829660322644106e-05,0.0774671386168812,0.00867889719827704,1.4978820337239501e-05,3.6116106919253704e-13,1.168243444335742e-09,7.598427756123276e-07,1.3236945526525031e-05,0.0046457621688208535,3.4944851409417334e-08,4.123017564507402e-09,2.824231967850974e-05,6.994376077648635e-11,7.317737885205663e-07,1.7053406544380938e-06,2.186896025858206e-09,2.147583240873437e-07,4.562975595156393e-10,2.8447396154137447e-07,1.0368032960966635e-08,1.3741477857403361e-11,3.29580314563599e-08,1.4450694052782693e-12,7.092675512174729e-11,1.924789848672751e-09,3.76,0.0,0.5714562887316453,0.8838636788626424,0.10317350073109809,0.0003440637851835534,0.02986856497285754,0.10196351900687484,2.106709883708885e-12,6.909652681076972e-13,2.8626244062866044e-08,3.287639102709945e-05,0.025839557494915313,8.522282271631654e-06,4.824310233169589e-11,1.2165203805079137e-12,3.858730306138365e-06,2.025665890786696e-06,5.121221780339717e-07,0.010740403796187622,0.0008467420455328364,1.2185928318490766e-07,9.688087677124486e-05,9.253245489034295e-08
7.756902618910082e-05,0.7619842365386026,0.00013740616900831878,9.932687353318127e-05,0.00017629594973865903,0.03412892064244564,0.0,0.0,0.0008101868510657633,4.041017418537118e-05,0.07875033932340333,0.008753266816615209,1.5163821381824293e-05,3.6495279569265106e-13,1.1723187404047921e-09,7.583626711549359e-07,1.3347147264095003e-05,0.004693992467218655,3.601275443143814e-08,4.24981543502432e-09,2.9029608614133055e-05,7.200143848765175e-11,7.292842558079553e-07,1.7359399200595184e-06,2.2257324257493076e-09,2.2207851334085746e-07,4.694755816564986e-10,2.923415457443616e-07,1.0567030662238046e-08,1.4040061988071491e-11,3.355305665433255e-08,1.4798154729179239e-12,7.285306337859952e-11,1.990671406498969e-09,3.76,0.0,0.5695649752869613,0.8824515008838091,0.10443137432409694,0.00034767300427909564,0.029904852208631687,0.10356253604051653,2.0986434506652224e-12,6.883189755151082e-13,2.851664121754296e-08,3.299659265141066e-05,0.02590730225380039,8.516552483276692e-06,4.832996733063137e-11,1.2186657138985425e-12,3.865886125909263e-06,2.0334862029640614e-06,5.117806600800755e-07,0.010928083833394855,0.0008453892106706211,1.2447495774864423e-07,9.733144332210135e-05,9.462286644639915e-08
7.814330100161122e-05,0.7622061318851772,0.0001381337567027566,9.960727477779235e-05,0.00017682150429617843,0.03449424926243548,0.0,0.0,0.0008193571524718076,4.098423187935189e-05,0.08003805082381697,0.008827640569026676,1.534631896348837e-05,3.687229514276396e-13,1.1763110904551435e-09,7.568835091680716e-07,1.3457429887816781e-05,0.004741536376290669,3.710027036695078e-08,4.378764186118753e-09,2.9829494810841293e-05,7.409913999125082e-11,7.267992043844411e-07,1.7667300851011335e-06,2.2645659227196265e-09,2.2957791675112415e-07,4.828724879342423e-10,3.003592855505803e-07,1.0768762700099868e-08,1.434307462272101e-11,3.4146322141137186e-08,1.5149584904882521e-12,7.480671856388896e-11,2.0580383956462804e-09,3.76,0.0,0.5676759868246771,0.8810397546575488,0.10568882580658623,0.00035129194542007897,0.02993819098142494,0.10516578339777202,2.0905970375110327e-12,6.856792647597785e-13,2.8407309431527586e-08,3.311293558865368e-05,0.02597110218185881,8.509952786745023e-06,4.841053127694394e-11,1.220653119190048e-12,3.872495226785895e-06,2.040897782969756e-06,5.113868685473781e-07,0.011116131817203249,0.0008440367889642261,1.2710648146610545e-07,9.77577577789135e-05,9.672704198137049e-08
7.871757581412163e-05,0.762428487665802,0.00013885361009352817,9.988033484592819e-05,0.00017733451400403797,0.03485947374341368,0.0,0.0,0.0008283909881418241,4.155150253028012e-05,0.08133006610430928,0.008902013925847175,1.5526280809406347e-05,3.7247152891094285e-13,1.1802218941724301e-09,7.554053521876785e-07,1.3567788711709459e-05,0.004788389005801182,3.8207435923036984e-08,4.509858693649847e-09,3.0641968607881375e-05,7.623707170761319e-11,7.243188076037539e-07,1.797707339862142e-06,2.3033824061292804e-09,2.3725877012799246e-07,4.964882667930968e-10,3.085277674770265e-07,1.097323995816135e-08,1.4650533904210886e-11,3.47375180393118e-08,1.5504948453599986e-12,7.678756917737227e-11,2.1269015111104003e-09,3.76,0.0,0.5657894756011853,0.8796285792206083,0.10694574201900289,0.0003549203994038263,0.02996865750753899,0.10677300777865327,2.0825712141641868e-12,6.83046322360702e-13,2.829825648628639e-08,3.322548041390837e-05,0.02603101829169253,8.502511318630658e-06,4.8484924458056605e-11,1.2224858909728867e-12,3.87856872782316e-06,2.0479064430311794e-06,5.10942492708844e-07,0.011304511151835173,0.0008426849136029277,1.297532775589668e-07,9.816012434374672e-05,9.884449337335159e-08
7.923442314538099e-05,0.7626289765016709,0.00013949495061515557,0.00010011997102409855,0.0001777857318083576,0.035188059623111966,0.0,0.0,0.0008364027139072109,4.2055981324670554e-05,0.0824963905593195,0.00896894594441528,1.568605458751933e-05,3.758271292454494e-13,1.1836731345927179e-09,7.540759302446871e-07,1.366717313188984e-05,0.004829961878744106,3.9220713211934144e-08,4.6296738359320585e-09,3.1383947311072035e-05,7.819577167624484e-11,7.220905678253309e-07,1.82574368624769e-06,2.3382913287278977e-09,2.44328513347868e-07,5.08929563247407e-10,3.160087399481587e-07,1.1159625428535488e-08,1.4931063726465806e-11,3.5267582483499695e-08,1.5828108675220172e-12,7.859345878436497e-11,2.1901660987334563e-09,3.76,0.0,0.56409385485217,0.8783591208001593,0.10807641818135584,0.0003581939692002521,0.029993683989068775,0.10822270417387049,2.0753660279841587e-12,6.80682608954892e-13,2.8200353418142957e-08,3.3323574584535054e-05,0.02608167351766103,8.495117187595008e-06,4.8546711089805646e-11,1.2240059219611384e-12,3.88358624702986e-06,2.053874729209523e-06,5.105006802774551e-07,0.01147430632289992,0.0008414687996640047,1.321479814411825e-07,9.850204412028623e-05,1.0076115200143481e-07
7.975127047664036e-05,0.7628297920266937,0.00014013018706419207,0.00010035395522478556,0.00017822722437962492,0.03551651126392531,0.0,0.0,0.0008443002486666661,4.2554485510349195e-05,0.08366588823899167,0.009035870890812196,1.5843732558047823e-05,3.791652023858863e-13,1.18706056768319e-09,7.527474188283188e-07,1.3766612608575536e-05,0.004870968902136759,4.024995646778709e-08,4.751218311468674e-09,3.213610129697266e-05,8.018735938065764e-11,7.1986634929893e-07,1.853925724635618e-06,2.3731656098597293e-09,2.5154863756330214e-07,5.215480537639542e-10,3.236126326190603e-07,1.1348250675046834e-08,1.5215222277891503e-11,3.5795519207606313e-08,1.6154399108892521e-12,8.042113518041487e-11,2.254658341018267e-09,3.76,0.0,0.5624004626064836,0.8770903291948028,0.10920649416507329,0.00036147492423600416,0.030016499511745422,0.10967524167717452,2.0681783449115896e-12,6.783246483666144e-13,2.810268750251447e-08,3.341868855747265e-05,0.02612927931970832,8.487083555299918e-06,4.860370267003803e-11,1.2254058333560563e-12,3.888187339092203e-06,2.0595260900074597e-06,5.10020436869688e-07,0.011644315527576271,0.0008402533241418961,1.3455418843207637e-07,9.882507161004242e-05,1.026878289223632e-07
8.021643307477379e-05,0.763010787623819,0.00014069674596901076,0.00010055982215416202,0.0001786164212799304,0.035811984133244636,0.0,0.0,0.0008513091498985373,4.299785653796482e-05,0.08472102904379836,0.00909609473611746,1.5983837290134946e-05,3.821544177394115e-13,1.1900555453529394e-09,7.51552568211586e-07,1.3856152798286611e-05,0.004907389687429196,4.118994339274522e-08,4.8620832036298414e-09,3.2821729552293776e-05,8.200801919396302e-11,7.178680831102408e-07,1.8794118416969241e-06,2.404515015970239e-09,2.581766455661844e-07,5.330561425214377e-10,3.305615227792046e-07,1.1519934508084333e-08,1.5474077809905208e-11,3.6268670239201865e-08,1.6450714935108083e-12,8.208457460394683e-11,2.3137569412714826e-09,3.76,0.0,0.5608783973081738,0.8759490634163902,0.11022298695066243,0.0003644339735504809,0.030035187634259986,0.11098480936264372,2.061724694012669e-12,6.762075000636804e-13,2.8014995014572164e-08,3.3501781749162396e-05,0.026169555890346047,8.479322706643459e-06,4.865097561515921e-11,1.2265650783781871e-12,3.891979175841106e-06,2.0643452043660274e-06,5.095563316772487e-07,0.011797486268199707,0.0008391600153397397,1.3672927922376396e-07,9.909985405233322e-05,1.0443012316967142e-07
8.068159567290722e-05,0.763192015132037,0.00014125848271730776,0.00010076132151647499,0.00017899805301934527,0.036107313590298104,0.0,0.0,0.0008582233358270957,4.3436070363912216e-05,0.08577851763781792,0.00915630813410016,1.612222075237347e-05,3.851297751806888e-13,1.1930004677911012e-09,7.503585209777219e-07,1.3945733196732809e-05,0.0049433492182155364,4.214289331757012e-08,4.974341801264404e-09,3.351557965113083e-05,8.385552295437017e-11,7.158732429856459e-07,1.9050117205135967e-06,2.4358219706209234e-09,2.649289133844975e-07,5.44707644777685e-10,3.3761050140025375e-07,1.1693443803434095e-08,1.5735891516697454e-11,3.673978475466974e-08,1.6749525420291894e-12,8.376547985914174e-11,2.3738608626576623e-09,3.76,0.0,0.5593582879500394,0.8748084783336879,0.1112388788485753,0.0003673987733570904,0.03005216734431396,0.11229641004753226,2.055285764570637e-12,6.740951895819543e-13,2.7927502055304128e-08,3.3582533479048065e-05,0.026207434720762944,8.47107379141446e-06,4.869451435962972e-11,1.2276308070905342e-12,3.895446589560384e-06,2.068914880622143e-06,5.090628945044549e-07,0.011950792542484963,0.0008380673583203798,1.3891307620358602e-07,9.935973234293645e-05,1.061800132440836e-07
8.114675827104066e-05,0.7633734594036444,0.00014181545633884548,0.00010095855157916448,0.00017937226546281746,0.03640248376312491,0.0,0.0,0.0008650418970066954,4.3868986625513575e-05,0.08683825053790847,0.009216508917738675,1.625887386852863e-05,3.880909540571142e-13,1.195896115725623e-09,7.491653010212979e-07,1.4035351873592586e-05,0.004978846551178497,4.310881900245728e-08,5.087990560018147e-09,3.4217640447417906e-05,8.57299629354986e-11,7.138819044536757e-07,1.9307233554902048e-06,2.4670799451138744e-09,2.718065912430139e-07,5.565024851482784e-10,3.4475979242035197e-07,1.1868783718411124e-08,1.6000672080207277e-11,3.720872123719962e-08,1.7050811327520171e-12,8.546376304195318e-11,2.434975087157051e-09,3.76,0.0,0.5578402024690113,0.8736686377770922,0.11225411768314068,0.0003703692146498657,0.030067477056249157,0.11360991966834649,2.0488618081870597e-12,6.719877997838961e-13,2.784021209264658e-08,3.3660978675128995e-05,0.0262429505912326,8.462350664075727e-06,4.8734390162853694e-11,1.2286048154702444e-12,3.898595723444341e-06,2.0732386736325743e-06,5.085409577036304e-07,0.012104217026064025,0.0008369754142309386,1.411052970750067e-07,9.96049040062992e-05,1.0793725922717197e-07
8.161192086917409e-05,0.7635551055178337,0.00014236772669239733,0.00010115160954946182,0.00017973920337300756,0.036697479130259524,0.0,0.0,0.000871764012347818,4.4296471494274935e-05,0.08790012552304774,0.009276694963761352,1.639378890740947e-05,3.910375864443817e-13,1.1987432085320143e-09,7.479729265056463e-07,1.4125006988685282e-05,0.005013881010707325,4.4087732183235274e-08,5.2030258053306905e-09,3.492789980332122e-05,8.763142840817307e-11,7.118941400558785e-07,1.9565447461732764e-06,2.498282588159209e-09,2.788108223391967e-07,5.684405833949661e-10,3.520096049107883e-07,1.2045959305832902e-08,1.626842808736969e-11,3.767533850481496e-08,1.7354553400035977e-12,8.71793349901288e-11,2.4971044775142545e-09,3.76,0.0,0.5563242066113842,0.8725296038475931,0.11326865264093244,0.00037334518888171677,0.030081154747474147,0.11492521611498477,2.0424530589638087e-12,6.698854067429234e-13,2.7753128296024084e-08,3.373715257070814e-05,0.026276138571060318,8.453166966784596e-06,4.877067430807248e-11,1.2294889002171842e-12,3.901432732012635e-06,2.07732019909428e-06,5.079913404483373e-07,0.012257742774576003,0.0008358842425620443,1.4330566452020454e-07,9.983557154496937e-05,1.097016252229013e-07
8.207708346730752e-05,0.7637369387753404,0.0001429153544378537,0.00010134059152833328,0.0001800990095805034,0.03699228451772493,0.0,0.0,0.0008783889471659867,4.4718397699153314e-05,0.08896404165791266,0.009336864192692394,1.6526959427037048e-05,3.939710523642042e-13,1.2015425625816882e-09,7.467814411844514e-07,1.4214696785337851e-05,0.005048452180012571,4.507964359468154e-08,5.319443757559169e-09,3.564634461526406e-05,8.956000558400891e-11,7.099100198640116e-07,1.9824738977348216e-06,2.529423707976217e-09,2.859427428483235e-07,5.805218569814612e-10,3.593601333839671e-07,1.2224975516301183e-08,1.6539167965617362e-11,3.813950511661515e-08,1.7660732266030835e-12,8.891210630493766e-11,2.56025377934321e-09,3.76,0.0,0.5548103639743968,0.871391436941026,0.11428243425096972,0.00037632658798324696,0.030093237943184505,0.11624217924438433,2.0360597238996886e-12,6.677880772878808e-13,2.7666253446724322e-08,3.3811090658502487e-05,0.026307033980264665,8.44353612180266e-06,4.88034380173455e-11,1.2302848571826549e-12,3.90396377584499e-06,2.081163127248791e-06,5.074148481768381e-07,0.01241135322251707,0.0008347939011710484,1.4551390593419316e-07,0.00010005194202551293,1.1147287916788886e-07
8.249572980562761e-05,0.7639007367520202,0.0001434043004986693,0.00010150726892897486,0.0001804168544931325,0.03725743467023411,0.0,0.0,0.0008842677599588327,4.509327872110824e-05,0.08992322899131157,0.009391000436758381,1.664531698502121e-05,3.9659946579062095e-13,1.2040218213016169e-09,7.45709878713339e-07,1.4295445870625756e-05,0.005079169976393171,4.598348546510145e-08,5.425398925044226e-09,3.629993192278222e-05,9.131897448463968e-11,7.081274832692615e-07,2.005900625851454e-06,2.557393170038467e-09,2.92471579101615e-07,5.915173357833642e-10,3.660618704303548e-07,1.2387667849435708e-08,1.6785391875206457e-11,3.855505338383657e-08,1.7938360953627131e-12,9.048623191873943e-11,2.6179640049243898e-09,3.76,0.0,0.5534497974698753,0.8703678765925983,0.11519415376467469,0.0003790143965168169,0.030102780164928067,0.11742877336903268,2.030319092699713e-12,6.659048747583039e-13,2.758824746368743e-08,3.387575282317602e-05,0.026332909066070224,8.434496971413465e-06,4.88299742042504e-11,1.2309273505318591e-12,3.905985210850323e-06,2.084420836173893e-06,5.068736834937737e-07,0.012549661656113712,0.0008338133503287488,1.4750783403146042e-07,0.00010023462597475353,1.130727083421239e-07
8.29143761439477e-05,0.764064664201875,0.00014388958042069408,0.00010167079031991403,0.00018072913974352957,0.037522408348520365,0.0,0.0,0.0008900669115733249,4.5463475893854205e-05,0.0908839172259504,0.009445119955885732,1.6762254259612588e-05,3.9921587806148954e-13,1.206463537660845e-09,7.446390521897993e-07,1.4376220530102574e-05,0.005109512415131512,4.6897870389367625e-08,5.532468045418039e-09,3.6960127214375256e-05,9.310003017517921e-11,7.063480001359189e-07,2.0294115839944376e-06,2.5853037204239203e-09,2.991055765774093e-07,6.026286263094545e-10,3.7284545527651437e-07,1.255185848567281e-08,1.7034045345514897e-11,3.896841767335277e-08,1.821793409425777e-12,9.207414993737704e-11,2.6765074089071026e-09,3.76,0.0,0.552091068306108,0.8693451077719038,0.11610518984684813,0.0003817064339826072,0.03011108755449711,0.11861653699650682,2.024591287978688e-12,6.640258859269509e-13,2.751041542360497e-08,3.393865903542123e-05,0.026356981979567037,8.425115808789651e-06,4.8853768263046816e-11,1.2315012153687565e-12,3.907768296908033e-06,2.087491036921269e-06,5.063119623768384e-07,0.012688014036760824,0.000832833557500521,1.495077313923264e-07,0.0001004060569579491,1.1467776858483849e-07
8.333302248226778e-05,0.7642287108841003,0.00014437123943634162,0.00010183122341643305,0.00018103596641606294,0.037787195199797514,0.0,0.0,0.0008957860376312272,4.582891003243263e-05,0.09184603552717956,0.009499221325060198,1.687776905309637e-05,4.0182131074933514e-13,1.208868303895925e-09,7.435689918156162e-07,1.4457019652187772e-05,0.005139479695408592,4.7822804359933245e-08,5.640648159615651e-09,3.762691903210004e-05,9.490322946957393e-11,7.045716161530883e-07,2.0530053313567504e-06,2.6131512296710436e-09,3.0584554870909035e-07,6.138556502058371e-10,3.7971100057410107e-07,1.2717550830265785e-08,1.728513423864641e-11,3.9379510568049215e-08,1.849943772003459e-12,9.367579349543414e-11,2.735887216374171e-09,3.76,0.0,0.5507342185502807,0.8683231710661382,0.11701550913720374,0.00038440262265436437,0.030118186476904733,0.1198053866622917,2.0188764407334413e-12,6.621511531399486e-13,2.743275909242466e-08,3.3999835520643514e-05,0.02637927884856375,8.415401960439717e-06,4.8874871801691374e-11,1.232007751190985e-12,3.909317514043735e-06,2.0903764970396425e-06,5.057302446292655e-07,0.01282639906707703,0.0008318545615681315,1.5151340966478324e-07,0.00010056639385267599,1.1628789923908837e-07
8.375166882058787e-05,0.7643928667087893,0.00014484932308242817,0.00010198863513711619,0.00018133743439873145,0.03805178509048966,0.0,0.0,0.0009014248249890418,4.6189506218515614e-05,0.09280951395044817,0.009553303147871789,1.6991859902201017e-05,4.0441650243264236e-13,1.2112367376132254e-09,7.424997229802367e-07,1.4537842172511079e-05,0.005169072163818745,4.875829283900219e-08,5.74993625386367e-09,3.830029534937255e-05,9.672862732809619e-11,7.027983754749356e-07,2.076680431929616e-06,2.6409316977255247e-09,3.1269230428242595e-07,6.251983248547087e-10,3.866586101683999e-07,1.288474822700176e-08,1.7538664314383384e-11,3.978824819100346e-08,1.8782857991694493e-12,9.529109590242788e-11,2.7961065812720994e-09,3.76,0.0,0.5493792889690223,0.8673021060100012,0.11792507910156161,0.0003871028851596158,0.030124102969387202,0.12099524021074222,2.0131746890117904e-12,6.602807227399213e-13,2.7355280428292564e-08,3.405930855437073e-05,0.02639982587561174,8.40536460613959e-06,4.889333622453455e-11,1.2324482519031512e-12,3.910637330705904e-06,2.093080005816238e-06,5.051290816538082e-07,0.012964805692477824,0.0008308764004052522,1.5352468391238374e-07,0.00010071579755129267,1.179029424711574e-07
8.417031515890795e-05,0.7645571217395627,0.00014532387711855695,0.00010214309163975752,0.00018163364276392566,0.03831616810505704,0.0,0.0,0.0009069830110035129,4.6545193780825515e-05,0.0937742834456211,0.009607364056478206,1.710452605361976e-05,4.0700001878311973e-13,1.2135693244625348e-09,7.414312372254497e-07,1.4618687077596542e-05,0.0051982903115867,4.9704340788797985e-08,5.860329266019314e-09,3.898024357907961e-05,9.857627693503322e-11,7.010283202297082e-07,2.10043545461469e-06,2.6686412568690716e-09,3.1964664730574326e-07,6.366565595836621e-10,3.9368837917024046e-07,1.305345395880757e-08,1.779464125703623e-11,4.019454534415213e-08,1.906818121458994e-12,9.691999057234965e-11,2.8571685871379043e-09,3.76,0.0,0.5480263190423369,0.8662819510944486,0.11883386802447998,0.00038980714448457674,0.030128862738790733,0.12218601679541162,2.0074861834009487e-12,6.584146448225457e-13,2.727798153520856e-08,3.411710444029938e-05,0.02641864932769972,8.395012781090175e-06,4.8909212728636634e-11,1.2328240053185366e-12,3.911732202292794e-06,2.0956043722534277e-06,5.045090164534285e-07,0.013103223100039025,0.0008298991108858347,1.5554137250481226e-07,0.00010085443077518222,1.195227431853235e-07
8.458896149722804e-05,0.7647214661877154,0.00014579494745648578,0.00010229465827399153,0.00018192468966617126,0.03858033454272307,0.0,0.0,0.0009124603816413921,4.6895906263159045e-05,0.09474027586840304,0.00966140271142607,1.721576746068844e-05,4.0957118064068936e-13,1.2158665216955803e-09,7.403635375121581e-07,1.4699553400891162e-05,0.005227134767468131,5.066095271333856e-08,5.971824089751675e-09,3.9666750594073375e-05,1.0044622964405704e-10,6.992614908882283e-07,2.1242689735317844e-06,2.696276146615447e-09,3.2670937698275055e-07,6.482302607637283e-10,4.0080039420447485e-07,1.3223671249595797e-08,1.8053070707055237e-11,4.059831962524549e-08,1.9355393638507347e-12,9.856241019733678e-11,2.9190762491195517e-09,3.76,0.0,0.5466753469995435,0.8652627437892882,0.11974184499111457,0.0003925153239838955,0.030132491153435272,0.12337763688081121,2.0018110444577434e-12,6.565529566075978e-13,2.7200863935288436e-08,3.417324949531221e-05,0.026435775509425455,8.384355368430434e-06,4.892255224891746e-11,1.233136292733758e-12,3.912606564941426e-06,2.0979524208916066e-06,5.038705822456185e-07,0.013241640716012911,0.0008289227289057041,1.5756329714304664e-07,0.0001009824578614503,1.2114714902315238e-07
8.500760783554812e-05,0.7648858904195508,0.00014626258010417366,0.000102443399518741,0.000182210671796601,0.038844274915960604,0.0,0.0,0.0009178567706231404,4.7241581395843866e-05,0.09570742398413154,0.00971541780150509,1.7325584744808215e-05,4.121332819139912e-13,1.2181290663374339e-09,7.392966870659972e-07,1.4780440214619752e-05,0.005255606294722785,5.1628132660915675e-08,6.0844175647192365e-09,4.0359802736044036e-05,1.0233853489148437e-10,6.974979272951364e-07,2.1481795681815014e-06,2.7238327136608164e-09,3.3388128791694036e-07,6.599193352341089e-10,4.079947335516031e-07,1.3395403264821366e-08,1.83139581957544e-11,4.0999498446064956e-08,1.9644481509823036e-12,1.0021828670142083e-10,2.981832514694105e-09,3.76,0.0,0.5453264098335336,0.8642445205531416,0.12064897988010419,0.0003952273473864317,0.030135013241931113,0.12457002224165938,1.9961493642010018e-12,6.546956876313703e-13,2.7123928865209092e-08,3.4227770024638355e-05,0.026451230752305238,8.373401099763257e-06,4.893340541506804e-11,1.2333863875100176e-12,3.913264831994733e-06,2.100126988934443e-06,5.03214303105247e-07,0.01338004820441869,0.0008279472893921141,1.5959028300716715e-07,0.0001011000445664882,1.227760104992937e-07
