Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309)
0.0023426906233032937,0.6555523464849851,0.005615238846406321,0.006602405774698938,0.009080407323327204,0.00803385652570024,0.0,0.0,0.00027371238712125997,1.5668825148012163e-05,0.25676430141165535,0.2757247680939994,2.6855380489710703e-07,2.6117060528253585e-15,7.56857610487622e-14,2.75671877411448e-13,3.7581700045980114e-11,2.23926540378115e-09,3.5613056280020765e-12,9.846597584888048e-18,1.5806896913937987e-14,2.318234184838056e-18,8.106979771156157e-14,2.5628177554692576e-11,6.713456479465666e-14,2.7306205461712936e-10,6.17466596365089e-17,1.5245915051736978e-15,8.862326863766849e-19,2.2044748879593756e-18,1.0227224890896842e-12,4.022240677860975e-17,2.7768377528115208e-14,2.39087542510939e-16,3.76,0.0,1.0992927740245752e-12,0.32919313305681797,0.5169573442504046,2.159177769588245e-10,5.607257157109157e-13,0.5324847928284197,1.6506965883404193e-17,2.0953339765397642e-18,2.610940953935229e-10,8.559397854787457e-14,2.251637736298172e-09,4.3440605035822387e-16,1.9900033064317228e-18,7.518899466461054e-21,6.636173040533824e-11,4.566324177348116e-06,1.7324227122294527e-16,2.5176321392162243e-13,9.031713960422295e-05,7.409037797661219e-16,3.335315000205928e-08,7.280888511954363e-16,1.035540426393684e-09,2.6629269571362154e-15,1.5535543922311948e-17,1.747346803875017e-15,4.804478992929802e-13,5.231524239188873e-12,1.634086330350614e-08,3.8164866010233677e-10
0.002343041550902304,0.6555346692096212,0.005609060045837556,0.006595496787429497,0.009076160853656378,0.008029070333783936,0.0,0.0,0.00027355797817782965,1.5664064474197053e-05,0.25647985567778975,0.2760092144050638,2.680704050618205e-07,2.5761741057206515e-15,7.470615595946492e-14,2.719816135259724e-13,3.701821221071426e-11,2.2339008873950866e-09,3.522185718974884e-12,9.713579724696341e-18,1.5602361645716186e-14,2.2696572298869693e-18,7.994188447914553e-14,2.5236779324812595e-11,6.627662561821848e-14,2.699689174769515e-10,6.050286290684052e-17,1.4703129343796835e-15,8.540447895799391e-19,2.1248298025848094e-18,1.010590453295196e-12,3.964339538228455e-17,2.7436869928483413e-14,2.3535992328974823e-16,3.76,0.0,1.0842470128651296e-12,0.3290516456883684,0.5169674241910688,2.1133702130234705e-10,5.532800413522744e-13,0.5324847951041207,1.6464286238169886e-17,2.0893586540308592e-18,2.6108062686854826e-10,8.44252439669067e-14,2.239603803007062e-09,4.28463118022886e-16,1.9871683646917195e-18,7.505160093461842e-21,6.634546543887127e-11,4.564112035882262e-06,1.7211042748813316e-16,2.43171013857414e-13,9.027826978119854e-05,7.148690576113533e-16,3.3314441322074856e-08,7.0250198140847e-16,1.0227865358041704e-09,2.658775358301853e-15,1.5359564345092964e-17,1.6875603257367703e-15,4.741468400221996e-13,5.223406177167824e-12,1.6340365640668117e-08,3.8187402389835857e-10
0.0023433924785013142,0.6555170186935857,0.0056028853280405055,0.006588594703350938,0.009071914750384987,0.008024282907334633,0.0,0.0,0.00027340371102230866,1.565930069854217e-05,0.25619586344681206,0.27629320721155565,2.6758783938286733e-07,2.541154580313725e-15,7.374014105861012e-14,2.6834673314704927e-13,3.6464619508349636e-11,2.228562918499059e-09,3.4834997348498774e-12,9.582798794639588e-18,1.5401179161331422e-14,2.2224234115471028e-18,7.883181102670784e-14,2.4852451076236865e-11,6.54337284721874e-14,2.6691115114793154e-10,5.929283247552161e-17,1.418044136781496e-15,8.230690849370252e-19,2.04817244466033e-18,9.986387913267465e-13,3.907362310342615e-17,2.7109341598923725e-14,2.317104693797381e-16,3.76,0.0,1.0694406211637561e-12,0.32891038176674964,0.5169775030732652,2.0686260983594764e-10,5.45950839808903e-13,0.5324847973789064,1.6421487557050874e-17,2.084210741322965e-18,2.6106640048827355e-10,8.327549155108815e-14,2.227869884586935e-09,4.226153415211653e-16,1.984341062538861e-18,7.491507673583831e-21,6.63292077403911e-11,4.561900283823744e-06,1.7100391611288013e-16,2.3488682153909793e-13,9.02394613492405e-05,6.897921425610786e-16,3.327580075126821e-08,6.778565262963558e-16,1.0101897244646956e-09,2.65463327878414e-15,1.5185596485850704e-17,1.6299220245137695e-15,4.679418164329596e-13,5.215306665809311e-12,1.633981498830882e-08,3.82098404208686e-10
0.0023437434061003245,0.6554993948972919,0.005596714730275385,0.006581699545169426,0.00906766904375149,0.008019494289435656,0.0,0.0,0.0002732495857429804,1.565453386213282e-05,0.2559123238934913,0.2765767473387225,2.6710610774000025e-07,2.506639621886287e-15,7.278751463614529e-14,2.647664109038181e-13,3.592071871154417e-11,2.223251117630202e-09,3.4452427340226696e-12,9.454202881501583e-18,1.5203271916400764e-14,2.1764873239543174e-18,7.773892575090759e-14,2.4475043795364416e-11,6.460555544314882e-14,2.638883416033371e-10,5.811544000200467e-17,1.3677087339952684e-15,7.932587437753778e-19,1.9743878873517807e-18,9.868642570952097e-13,3.851285258125692e-17,2.6785743875898013e-14,2.281369685453659e-16,3.76,0.0,1.05486906627782e-12,0.3287693408912944,0.516987580820092,2.0249191939974642e-10,5.387357901187374e-13,0.5324847996527728,1.6379500620397565e-17,2.0784045194534853e-18,2.610512769051048e-10,8.214432918687118e-14,2.2164275438876262e-09,4.1686080186547217e-16,1.9815212674026423e-18,7.47794058484195e-21,6.631295699604434e-11,4.559688935669622e-06,1.6992203302251125e-16,2.2689925050993157e-13,9.02007141985076e-05,6.656367540462548e-16,3.323722788574556e-08,6.541168231966818e-16,9.97748057759115e-10,2.650500671215395e-15,1.5013618047068722e-17,1.574352330249354e-15,4.618308932453433e-13,5.207225612757588e-12,1.633921162422395e-08,3.8232180429388007e-10
0.002344094333699335,0.6554817977811042,0.005590548289335752,0.006574811335203455,0.009063423763678745,0.008014704522788555,0.0,0.0,0.0002730956024249661,1.5649764005681547e-05,0.25562923619334804,0.27685983561106053,2.6662521000147224e-07,2.47262091827002e-15,7.184805949324263e-14,2.612395680131667e-13,3.5386311249915325e-11,2.217965113780935e-09,3.4074098353030013e-12,9.327741579954389e-18,1.5008564752045976e-14,2.131805266168009e-18,7.666318853948046e-14,2.4104411980932146e-11,6.379179615297012e-14,2.609000799590252e-10,5.696959897481188e-17,1.3192333105946088e-15,7.645687837844055e-19,1.9033657129190685e-18,9.752636722435623e-13,3.7960981573323184e-17,2.6466028725595196e-14,2.2463728424925447e-16,3.76,0.0,1.0405279038811793e-12,0.3286285226616789,0.5169976573554211,1.9822239428656725e-10,5.316326305649392e-13,0.5324848019257165,1.6337467542499602e-17,2.0732874247397437e-18,2.6103539337123523e-10,8.103137498442165e-14,2.2052685868025146e-09,4.1119762927968124e-16,1.9787088507897496e-18,7.464456931187277e-21,6.629671290158419e-11,4.557478005761201e-06,1.6886406062610192e-16,2.1919734524946554e-13,9.016202821926045e-05,6.423680160783097e-16,3.319872233084836e-08,6.312485901074266e-16,9.854596248982302e-10,2.646377489407609e-15,1.4843604603900453e-17,1.5207746887977107e-15,4.558121887705478e-13,5.199162927277004e-12,1.6338555825037492e-08,3.825442274036199e-10
0.002344445261298345,0.6554642273053373,0.0055843860415536704,0.006567930095388086,0.009059178939777066,0.008009913649716137,0.0,0.0,0.0002729417611502556,1.5644991169531776e-05,0.25534659952266475,0.2771424728523033,2.6614514601338906e-07,2.4390908203979135e-15,7.092157846583334e-14,2.577653717762871e-13,3.486120321039409e-11,2.212704544382326e-09,3.3699962168360204e-12,9.203366067427838e-18,1.4816984809688875e-14,2.0883351749434066e-18,7.560406050338318e-14,2.3740413565847095e-11,6.299214762819214e-14,2.579459624004261e-10,5.585426308579797e-17,1.2725472970866e-15,7.369559950050908e-19,1.8349998327460824e-18,9.63833927121174e-13,3.7417794740206696e-17,2.6150148734370044e-14,2.2120935271384448e-16,3.76,0.0,1.0264127980984399e-12,0.32848792667792875,0.5170077326038923,1.94051544453996e-10,5.24639156959266e-13,0.532484804197733,1.629615465288387e-17,2.067634232642135e-18,2.610186315185481e-10,7.99362569633358e-14,2.1943850551358184e-09,4.056240017126105e-16,1.9759036880855062e-18,7.45105516523699e-21,6.628047516208618e-11,4.555267508285602e-06,1.6782933377511445e-16,2.11770564527675e-13,9.012340330184178e-05,6.199524025768053e-16,3.316028370088072e-08,6.092188721360848e-16,9.73322538626344e-10,2.642263687642693e-15,1.467553425498273e-17,1.4691154452448245e-15,4.498838730716263e-13,5.191118520206306e-12,1.6337847866100908e-08,3.82765676776961e-10
0.0023447961888973553,0.6554466834302595,0.005578228022803761,0.0065610558472791085,0.009054934601347271,0.008005121712165523,0.0,0.0,0.0002727880619977454,1.564021539366146e-05,0.2550644130584978,0.27742465988540976,2.656659156100755e-07,2.406041388222934e-15,7.00078645542526e-14,2.5434282147283817e-13,3.434520512147044e-11,2.2074690549211313e-09,3.3329971154280586e-12,9.081028987886116e-18,1.462846144922099e-14,2.046036560142086e-18,7.456143189693087e-14,2.3382909820701236e-11,6.220631405784313e-14,2.550255901094807e-10,5.4768424666483963e-17,1.227582857573623e-15,7.103788686571114e-19,1.76918831463249e-18,9.52571976948463e-13,3.688318338473707e-17,2.583805709956713e-14,2.1785118029028813e-16,3.76,0.0,1.0125195001089624e-12,0.3283475525404238,0.5170178064909063,1.8997694378426178e-10,5.177532208029049e-13,0.5324848064688188,1.6254853929641276e-17,2.0625559142972187e-18,2.6100110913775144e-10,7.885861274863989e-14,2.1837692196829285e-09,4.001381433548131e-16,1.97310565849865e-18,7.437733507933175e-21,6.626424349167326e-11,4.553057457277276e-06,1.6681717872432387e-16,2.0460876541690333e-13,9.008483933669772e-05,5.983576836434312e-16,3.312191161884523e-08,5.879959885410698e-16,9.61334934931426e-10,2.6381592212861856e-15,1.4509383318917493e-17,1.4193037319163306e-15,4.440441661942153e-13,5.183092303913624e-12,1.633708802159104e-08,3.829861556421558e-10
0.0023451471164963656,0.6554291661160924,0.005572074268508209,0.006554188612057182,0.009050690777383673,0.008000328751711156,0.0,0.0,0.00027263450504326893,1.5635436717686633e-05,0.25478267597868803,0.2777063975325548,2.6518751860478137e-07,2.3734651917617713e-15,6.910672575481896e-14,2.5097109015249076e-13,3.38381319237046e-11,2.2022582988768096e-09,3.2964078255605446e-12,8.960684426966882e-18,1.444292617023355e-14,2.004870442825407e-18,7.353484604366676e-14,2.3031765276967697e-11,6.143400665390437e-14,2.521385691941516e-10,5.3711113189124196e-17,1.1842747819328202e-15,6.847975290199891e-19,1.7058332171166116e-18,9.414748420825463e-13,3.635695064327026e-17,2.5529707620352578e-14,2.1456084075737094e-16,3.76,0.0,9.988438616825049e-13,0.32820739984990344,0.5170278789426175,1.8599622839197912e-10,5.109727276649525e-13,0.5324848087389695,1.621419617860569e-17,2.057042039667382e-18,2.609827257696697e-10,7.779808927748218e-14,2.1734135735170444e-09,3.947383232478236e-16,1.9703146448804667e-18,7.424490483838055e-21,6.62480176132489e-11,4.550847866619515e-06,1.658269673163983e-16,1.9770218793061683e-13,9.004633621436082e-05,5.775528747856152e-16,3.3083605716186524e-08,5.675494829085461e-16,9.494949727588481e-10,2.634064046175074e-15,1.4345130301177165e-17,1.3712713607896865e-15,4.382913364644047e-13,5.175084192253411e-12,1.6336276564430635e-08,3.832056672168548e-10
0.002345498044095376,0.6554116753230147,0.005565924813640804,0.006547328410531918,0.009046447496577075,0.007995534809557807,0.0,0.0,0.0002724810903596333,1.563065518086497e-05,0.2545013874618716,0.2779876866151171,2.6470995479876963e-07,2.3413546282586065e-15,6.821796415019725e-14,2.476492409926632e-13,3.3339802790195364e-11,2.1970719373988273e-09,3.26022369869833e-12,8.842287848211012e-18,1.4260312536241745e-14,1.9647992957904586e-18,7.252414789194445e-14,2.2686847637887083e-11,6.067494343505451e-14,2.492845106182435e-10,5.268139382557065e-17,1.1425603823118854e-15,6.6017366796088075e-19,1.6448404304799028e-18,9.30539604930086e-13,3.5838983886134193e-17,2.5225054688885272e-14,2.11336472881908e-16,3.76,0.0,9.853818195515324e-13,0.3280674682074721,0.5170379498859273,1.8210709497726586e-10,5.042956354836647e-13,0.532484811008181,1.6173596951527146e-17,2.0520086070495704e-18,2.6096358258148265e-10,7.675434251545482e-14,2.1633108254761077e-09,3.894228539047367e-16,1.9675305336680764e-18,7.411324422058652e-21,6.623179725823847e-11,4.548638750045955e-06,1.6485806669884707e-16,1.9104144026689346e-13,9.000789382546867e-05,5.57508187668302e-16,3.304536563254291e-08,5.478500746684046e-16,9.378008337286425e-10,2.6299781191436893e-15,1.4182752222554264e-17,1.3249527201342954e-15,4.3262369885112453e-13,5.167094100524196e-12,1.633541376636728e-08,3.8342421470797765e-10
0.002345848971694386,0.6553942110111617,0.005559779692731775,0.00654047526314594,0.00904220478731769,0.007990739926543556,0.0,0.0,0.00027232781801664975,1.5625870822099276e-05,0.2542205466874908,0.27826852795366896,2.6423322397321277e-07,2.3097024935668093e-15,6.734139324636005e-14,2.4437646123077313e-13,3.285004107781435e-11,2.1919096392132046e-09,3.224440142377652e-12,8.725796049786894e-18,1.4080556101790024e-14,1.925786986562633e-18,7.152894150201503e-14,2.2348027703762096e-11,5.992884908368695e-14,2.4646303013336576e-10,5.1678366065210967e-17,1.102379393778743e-15,6.364704822360305e-19,1.5861195242105844e-18,9.19763409738646e-13,3.5329101880877316e-17,2.492405328151897e-14,2.0817627793420932e-16,3.76,0.0,9.721294043427112e-13,0.3279277572146043,0.517048019248478,1.7830729922397042e-10,4.977199530384553e-13,0.5324848132764486,1.6133575376009447e-17,2.0466222987726635e-18,2.609435944006672e-10,7.572703718277832e-14,2.1534538938437557e-09,3.8419009000937277e-16,1.9647532147194897e-18,7.398233916368185e-21,6.621558216633813e-11,4.546430121142033e-06,1.6390988382103316e-16,1.8461748463055957e-13,8.996951206074957e-05,5.381949831662829e-16,3.300719101550526e-08,5.288696129852837e-16,9.26250721856245e-10,2.625901397495543e-15,1.402222800266131e-17,1.2802846752118515e-15,4.270396133904425e-13,5.15912194542807e-12,1.6334499897910778e-08,3.8364180131187e-10
0.0023461998992933965,0.6553767731406278,0.005553638939871816,0.006533629189978862,0.009037962677698075,0.007985944143142736,0.0,0.0,0.0002721746880811691,1.562108367994093e-05,0.2539401528358042,0.27854892236796613,2.637573258971576e-07,2.278501494168316e-15,6.647682334315271e-14,2.411518677796853e-13,3.236867417445758e-11,2.1867710803455007e-09,3.1890526195093354e-12,8.611167114795737e-18,1.3903594342297288e-14,1.8877987226461425e-18,7.054904336018248e-14,2.2015179289137772e-11,5.919545475012761e-14,2.436737482114388e-10,5.070116238656338e-17,1.063673878945908e-15,6.136526132525071e-19,1.5295836006159793e-18,9.09143460053349e-13,3.4827189997993475e-17,2.4626658950303994e-14,2.050785174267423e-16,3.76,0.0,9.59082729032987e-13,0.32778826647314946,0.5170580869586454,1.7459465424092442e-10,4.912437383770152e-13,0.5324848155437681,1.6093648902509554e-17,2.0416383526487305e-18,2.609228481945848e-10,7.471584648949229e-14,2.143835900218639e-09,3.79038427132258e-16,1.9619825812561292e-18,7.385217396013732e-21,6.619937208527175e-11,4.5442219933464755e-06,1.6298182400893822e-16,1.7842162361211918e-13,8.993119081103854e-05,5.195857260840847e-16,3.2969081520383385e-08,5.105810322109238e-16,9.148428632766731e-10,2.62183383945384e-15,1.3863535327503942e-17,1.2372064728736868e-15,4.215374836693546e-13,5.15116764503103e-12,1.6333535228397143e-08,3.8385843021421454e-10
0.0023465508268924067,0.6553593616714675,0.0055475025887167856,0.006526790210751275,0.009033721195516004,0.007981147499468901,0.0,0.0,0.000272021700617112,1.5616293792593356e-05,0.25366020508789744,0.2788288706769371,2.632822603204672e-07,2.2477446538410364e-15,6.562407362325345e-14,2.379746673636531e-13,3.189553343829275e-11,2.1816559440081167e-09,3.1540566475272066e-12,8.498360367050288e-18,1.3729366586573102e-14,1.8508009990228826e-18,6.958410310417825e-14,2.168817915064943e-11,5.847449790969021e-14,2.4091628997902306e-10,4.974894698285661e-17,1.0263881364158265e-15,5.916860893557016e-19,1.475149154371217e-18,8.986770181966501e-13,3.43330803470876e-17,2.4332827814537385e-14,2.0204151082742038e-16,3.76,0.0,9.462379946762794e-13,0.32764899558533706,0.5170681529455325,1.7096702904573902e-10,4.848650973780343e-13,0.5324848178101352,1.605424463515276e-17,2.036369494486195e-18,2.609012718381029e-10,7.372045187975679e-14,2.13445016356619e-09,3.7396630051405097e-16,1.9592185297122023e-18,7.372273521207064e-21,6.618316677055492e-11,4.542014379952731e-06,1.6207332749302596e-16,1.7244548710040833e-13,8.989292996726505e-05,5.016539418281736e-16,3.293103680997934e-08,4.929583093100183e-16,9.035755059721041e-10,2.6177754037056486e-15,1.3706653535314167e-17,1.1956596499004456e-15,4.161157553666706e-13,5.143231118724846e-12,1.6332520025939336e-08,3.8407410459015344e-10
0.002346901754491417,0.6553419765636966,0.0055413706724916885,0.0065199583448286415,0.009029480368277328,0.00797635003527772,0.0,0.0,0.00027186885568550344,1.5611501197915347e-05,0.2533807026256927,0.2791083736986734,2.6280802698079787e-07,2.2174249653424807e-15,6.478296191983574e-14,2.348440232255612e-13,3.143045406512668e-11,2.1765639203583622e-09,3.1194477976946847e-12,8.387336326959858e-18,1.3557813951859836e-14,1.8147615477353528e-18,6.863392038016687e-14,2.136690690967839e-11,5.776572218353745e-14,2.381902851523392e-10,4.882091453732556e-17,9.904686128855273e-16,5.705382703978307e-19,1.4227359377252772e-18,8.883614031247975e-13,3.384665776945544e-17,2.4042516552578642e-14,1.9906363346403537e-16,3.76,0.0,9.3359148175799e-13,0.32750994415378154,0.5170782171389636,1.6742234708936706e-10,4.785821822919058e-13,0.5324848200755452,1.6014964053778545e-17,2.0314384101797333e-18,2.6087894016857405e-10,7.274054278456725e-14,2.1252901944475256e-09,3.689721838693859e-16,1.9564609596770587e-18,7.359400814026504e-21,6.616696598526606e-11,4.539807294110405e-06,1.611838352770877e-16,1.6668101970823175e-13,8.98547294204673e-05,4.84374174717576e-16,3.2893056554367606e-08,4.759764228597139e-16,8.92446919502808e-10,2.613726049787687e-15,1.355156094404275e-17,1.1555879449338718e-15,4.1077291484876737e-13,5.1353122871898185e-12,1.633145455747938e-08,3.8428882760423016e-10
0.0023472526820904273,0.6553246177772947,0.005535243223995251,0.0065131336112251945,0.009025240223198791,0.007971551789969906,0.0,0.0,0.00027171615334450243,1.5606705933424468e-05,0.25310164463195917,0.27938743225041907,2.6233462559745875e-07,2.1875356791946263e-15,6.395331313456605e-14,2.31759164754551e-13,3.0973275020672757e-11,2.1714947063744178e-09,3.085221694303495e-12,8.278056669786059e-18,1.338887928134279e-14,1.779649289529814e-18,6.769817966442871e-14,2.1051244983015138e-11,5.70688771980099e-14,2.3549536797387193e-10,4.7916289047934466e-17,9.55863818767005e-16,5.501777946114213e-19,1.3722668311638958e-18,8.781939897086998e-13,3.336776586779559e-17,2.3755682393727485e-14,1.9614331441842868e-16,3.76,0.0,9.211395536983908e-13,0.3273711117814871,0.5170882794694768,1.6395858482081577e-10,4.723931903905665e-13,0.5324848223399933,1.597615843983237e-17,2.0262782517150136e-18,2.608557921960471e-10,7.177581638289739e-14,2.1163496894199364e-09,3.640545882491363e-16,1.95370977375743e-18,7.346597998342896e-21,6.615076949982444e-11,4.537600748826672e-06,1.6031281911196912e-16,1.6112046869014532e-13,8.981658906178149e-05,4.677219480257173e-16,3.285514043068198e-08,4.596113137768887e-16,8.814553947413916e-10,2.6096857376928055e-15,1.3398237312666692e-17,1.1169372138583986e-15,4.055074878180051e-13,5.127411072358904e-12,1.6330339088749667e-08,3.8450260241048523e-10
0.0023476036096894376,0.6553072852722058,0.0055291202756038525,0.006506316028607761,0.00902100078721084,0.007966752802594065,0.0,0.0,0.000271563593649436,1.5601908036300328e-05,0.25282303029032277,0.2796660471485616,2.618620558775219e-07,2.1580700552839284e-15,6.313495208128781e-14,2.287192960243627e-13,3.052383892330496e-11,2.1664480056407682e-09,3.0513740139893937e-12,8.170484185173358e-18,1.3222507083993114e-14,1.745434287422085e-18,6.677667174363879e-14,2.0741078510358224e-11,5.6383718419363854e-14,2.328311771497547e-10,4.70343226980999e-17,9.225242471764703e-16,5.3057452759348955e-19,1.3236677192776517e-18,8.681722068884539e-13,3.2896290063385243e-17,2.3472283110338403e-14,1.9327903458493882e-16,3.76,0.0,9.088786502711892e-13,0.3272324980718524,0.5170983398683184,1.6057377029046666e-10,4.66296362611275e-13,0.5324848246034748,1.5937498570596837e-17,2.021402411410932e-18,2.608318923954154e-10,7.082597737069558e-14,2.1076225256039545e-09,3.5921206092530253e-16,1.9509648775201335e-18,7.333863682397863e-21,6.613457709177501e-11,4.535394756967682e-06,1.594597533704535e-16,1.55756372333039e-13,8.97785087824544e-05,4.516737255717074e-16,3.281728812290879e-08,4.43839847551135e-16,8.705992436103189e-10,2.605654428200198e-15,1.3246661561032779e-17,1.0796553484942944e-15,4.003180380117539e-13,5.119527397382722e-12,1.6329173884315657e-08,3.84715432152421e-10
0.002347954537288448,0.6552899790083387,0.0055230018592759885,0.006499505615299565,0.009016762086960388,0.007961953111849579,0.0,0.0,0.0002714111766528281,1.559710754338787e-05,0.25254485878527577,0.27994421920862145,2.613903175104863e-07,2.1290215674529702e-15,6.232770933876128e-14,2.2572367084031378e-13,3.008199197276461e-11,2.161423528218344e-09,3.0179004849735543e-12,8.06458273835759e-18,1.3058643476689632e-14,1.7120877021528035e-18,6.586910828984653e-14,2.0436295287921983e-11,5.571000701679594e-14,2.301973557885537e-10,4.6174294772731124e-17,8.904022961591505e-16,5.11699513396853e-19,1.2768673716472158e-18,8.582935368330759e-13,3.2432083952212726e-17,2.319227701000734e-14,1.9046932473011154e-16,3.76,0.0,8.968052895716462e-13,0.3270941026286751,0.5171083982674359,1.5726598179130534e-10,4.602899822894892e-13,0.5324848268659849,1.5899273258299674e-17,2.0163433451288166e-18,2.608071892790301e-10,6.989073773768706e-14,2.099102755411807e-09,3.5444318432695543e-16,1.9482261793659107e-18,7.321196650960168e-21,6.611838854557973e-11,4.533189331259953e-06,1.5862413963184219e-16,1.5058154880050225e-13,8.974048847383432e-05,4.3620687487878887e-16,3.277949932168645e-08,4.2863977803075675e-16,8.598767988226602e-10,2.6016320825355714e-15,1.3096813869033535e-17,1.0436921984712929e-15,3.952031659500049e-13,5.111661186595832e-12,1.6327959207545653e-08,3.849273199630801e-10
0.002348305464887458,0.655272698945571,0.005516888006556162,0.006492702389283977,0.00901252414881354,0.007957152756089454,0.0,0.0,0.0002712589024044331,1.5592304491200614e-05,0.25226712930218614,0.28022194924524324,2.609194101736272e-07,2.1003837264554714e-15,6.153141624454361e-14,2.227715299323281e-13,2.9647583844928396e-11,2.156420990451675e-09,2.9847968863912235e-12,7.960317232769164e-18,1.2897236128496227e-14,1.6795817494152924e-18,6.497527667375272e-14,2.0136785700280544e-11,5.504750970900963e-14,2.2759355134088317e-10,4.5335510616783855e-17,8.594521940156602e-16,4.935249275717063e-19,1.231797328517881e-18,8.485555133209683e-13,3.1975034362473676e-17,2.2915622927970535e-14,1.8771276369413092e-16,3.76,0.0,8.849160629114848e-13,0.32695592505615717,0.5171184545994725,1.540333465367035e-10,4.5437237389662913e-13,0.5324848291275189,1.586121043210466e-17,2.0115243285712913e-18,2.607817384687406e-10,6.896981655150253e-14,2.090784601432519e-09,3.4974657499998327e-16,1.945493590472882e-18,7.308595592341486e-21,6.610220365241495e-11,4.530984484291735e-06,1.578054835020426e-16,1.4558908541305653e-13,8.970252802738206e-05,4.212996317758307e-16,3.274177372411105e-08,4.1398971261910296e-16,8.492864136260373e-10,2.597618662653654e-15,1.2948673731160595e-17,1.0089994961554589e-15,3.9016150772967353e-13,5.103812365483828e-12,1.6326695320645943e-08,3.8513826896502363e-10
0.0023486563924864684,0.6552554450437479,0.005510778748579213,0.0064859063682082396,0.00900828699885833,0.007952351773323126,0.0,0.0,0.00027110677095126427,1.5587498915923842e-05,0.251989841027307,0.2804992380721863,2.6044933352736493e-07,2.07215022453116e-15,6.074590895685503e-14,2.1986215231910502e-13,2.922046761927012e-11,2.1514401148370466e-09,2.952059047569988e-12,7.857653574093813e-18,1.2738234207043465e-14,1.647889658817409e-18,6.40949102908896e-14,1.9842442656959305e-11,5.4395998631813834e-14,2.2501941554027764e-10,4.4517300635409586e-17,8.296299276065551e-16,4.760240321360967e-19,1.1883917910877665e-18,8.389557208319324e-13,3.1525003660871534e-17,2.2642280219582776e-14,1.85007976602154e-16,3.76,0.0,8.732076357336819e-13,0.3268179649589083,0.5171285087977601,1.508740393740088e-10,4.4854190185165967e-13,0.5324848313880718,1.582354744131719e-17,2.006559705327568e-18,2.6075549658487813e-10,6.806293974904382e-14,2.0826624514688253e-09,3.4512088261183377e-16,1.942767024680822e-18,7.296059349485754e-21,6.608602220997505e-11,4.528780228514368e-06,1.570033147679813e-16,1.4077232834681352e-13,8.9664627334663e-05,4.0693106643065077e-16,3.27041110335477e-08,3.9986907888449264e-16,8.388264615497205e-10,2.5936141309446037e-15,1.280222174677566e-17,9.755307845085578e-16,3.8519173386373356e-13,5.095980860651627e-12,1.6325382484637324e-08,3.853482822703991e-10
0.0023490073200854787,0.6552382172626842,0.00550467411607418,0.006479117569387139,0.009004050662907385,0.007947550201219275,0.0,0.0,0.00027095478233762595,1.5582690853417785e-05,0.25171299314778584,0.280776086502315,2.599800872199475e-07,2.0443148092379476e-15,5.997102495048686e-14,2.169948121381835e-13,2.8800499683220633e-11,2.146480629847209e-09,2.9196828473737867e-12,7.756558635657509e-18,1.2581588326902348e-14,1.6169856344769732e-18,6.322779677331366e-14,1.9553161528223153e-11,5.3755251194968487e-14,2.224746043449164e-10,4.371901933336397e-17,8.008931735125317e-16,4.591711323464726e-19,1.1465875162028065e-18,8.294917931022085e-13,3.108188068954463e-17,2.2372208752986976e-14,1.8235363319839237e-16,3.76,0.0,8.61676743569374e-13,0.3266802219419511,0.5171385607963128,1.477862815327325e-10,4.427969693448965e-13,0.5324848336476387,1.5786059353615772e-17,2.001798446320401e-18,2.607285116852079e-10,6.716983993468104e-14,2.0747308537214113e-09,3.4056478898049237e-16,1.940046398435716e-18,7.283586685197616e-21,6.606984402228211e-11,4.5265765762436445e-06,1.5621716828929438e-16,1.3612487273401913e-13,8.962678628735711e-05,3.9308105071883035e-16,3.266651095944772e-08,3.862580924790858e-16,8.284953361548396e-10,2.5896184504755987e-15,1.2657437960200804e-17,9.432413477628057e-16,3.8029254816343725e-13,5.088166599792545e-12,1.632402095938427e-08,3.855573629809293e-10
