Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181)
0.00020752667104703118,0.8763044518257438,0.0005795179395126402,0.00019215241488803483,0.00030598043646939364,0.16873008414686402,0.0,0.0,0.0006807787858523975,1.7483785069624667e-05,0.4487075164458708,0.04795072561508836,3.17767916273244e-05,2.5535941023508847e-11,1.1367866502573951e-08,1.2456242153189526e-06,0.0003547702453525637,0.00534515055737267,1.4462342114789551e-05,5.192579261618494e-07,0.0016201858458323158,1.310391106713898e-08,5.026973209899345e-07,2.1050271207571978e-05,3.293029445199793e-08,0.0036469193809808825,6.00293234708781e-08,3.080162149736021e-05,4.096181416071989e-06,8.704155318738203e-09,1.9240979721152109e-07,2.0804329414382183e-10,1.0497293078537362e-08,3.331548827285204e-07,3.76,0.0,0.1554442653149966,0.5082833164664944,0.4174637475054313,0.005336622447622708,0.025417997547736486,0.5870325572650422,1.179906468448901e-12,4.765081292227661e-13,2.3970785951255174e-08,5.944757058450669e-05,0.009090682962839386,2.4893595869279923e-06,3.0225151175628475e-11,1.142167256829e-12,3.2887828406393144e-06,1.3636823548205313e-06,2.531142903407089e-07,0.068644394689553,0.0006322001632164265,1.860328589155337e-06,3.733947910791027e-05,1.4319585711590793e-06,1.7784215232630967e-06,1.8843725457399858e-12,6.746396195409297e-09
0.00020835238663050325,0.8765049458018842,0.0005825632407581075,0.0001927189758213132,0.0003070228478280986,0.16899189304862358,0.0,0.0,0.000679052824927537,1.7382910510628852e-05,0.44987796409785263,0.04808643490334711,3.180624316357773e-05,2.5905500920938095e-11,1.1445614660272586e-08,1.2443638167205046e-06,0.00035853132682014553,0.005336762270698455,1.4587809922642048e-05,5.232371256552578e-07,0.0016282466754073048,1.3203808917520775e-08,4.991776637982322e-07,2.118218160504793e-05,3.318650727183396e-08,0.0036600637626967953,6.069049201475985e-08,3.112979089008875e-05,4.177142180156343e-06,8.886162994245017e-09,1.9364505551152748e-07,2.0993417132798996e-10,1.0591371061423957e-08,3.37089938496468e-07,3.76,0.0,0.1540812683627538,0.5070890425222128,0.4184654328425587,0.005364741961557947,0.02532180931812963,0.5884763279382926,1.1756750848981186e-12,4.747996548148857e-13,2.388491752610954e-08,5.9409166127653924e-05,0.009035901949212003,2.4735464347378565e-06,3.012782853866182e-11,1.138488029726857e-12,3.2777461192235075e-06,1.3606772267109502e-06,2.5151179216970675e-07,0.06871484032105671,0.0006307147377617321,1.8715286358599369e-06,3.714208329191861e-05,1.4406223785208097e-06,1.775706280746947e-06,1.869578840545194e-12,6.7705651409041105e-09
0.00020917810221397532,0.8767044457233591,0.0005856397261328415,0.00019329299202970124,0.00030807885162999665,0.1692510531336508,0.0,0.0,0.0006773398497068739,1.72830330070296e-05,0.4510435200952451,0.04822207717937293,3.1836688621569575e-05,2.628221810229031e-11,1.1524423489833918e-08,1.2431498054750994e-06,0.0003623334225709339,0.005328384617104765,1.4713947908150679e-05,5.272371560777421e-07,0.0016362645267352866,1.3303873849662204e-08,4.956878856046425e-07,2.1315632217144334e-05,3.3445328995690854e-08,0.0036730695135173924,6.135883812934501e-08,3.146140226422382e-05,4.259648455594813e-06,9.072132859089236e-09,1.9489632826945645e-07,2.1184868766619379e-10,1.0686210527562437e-08,3.4106678829291666e-07,3.76,0.0,0.15272589134743544,0.5058989451621428,0.41946352497496026,0.005392884876846336,0.0252258322836853,0.5899134005507467,1.171505935088135e-12,4.731163181311727e-13,2.3800313912843085e-08,5.937202482363369e-05,0.008981449203820591,2.4578284257351116e-06,3.003156349970324e-11,1.1348487540106874e-12,3.2668288859187363e-06,1.3577468878235067e-06,2.499189528071826e-07,0.06878382057910516,0.0006292345072509191,1.8828058287733406e-06,3.694703095244649e-05,1.449345637149213e-06,1.7729826592622794e-06,1.854973767223129e-12,6.794477223165626e-09
0.00021000381779744738,0.8769029588908013,0.0005887479496790603,0.00019387458294767653,0.0003091486874269442,0.1695075740507791,0.0,0.0,0.0006756397818304457,1.718414223100297e-05,0.4522042269656316,0.048357658471932345,3.186814023338161e-05,2.6666279244232424e-11,1.1604315063810817e-08,1.2419828544204176e-06,0.0003661770550407335,0.005320017258802342,1.4840763436257693e-05,5.312583123729404e-07,0.0016442388231737975,1.340410585435292e-08,4.922279607745987e-07,2.1450657248880838e-05,3.370679583761402e-08,0.0036859360439020538,6.203449403379552e-08,3.1796518035613286e-05,4.3437294971140345e-06,9.262160139071013e-09,1.9616393882841045e-07,2.137872522622955e-10,1.0781825966882116e-08,3.4508610602092705e-07,3.76,0.0,0.1513780823960371,0.5047129796458621,0.42045806316578843,0.005421050290252836,0.02513006309976472,0.5913438273627326,1.1673991313711458e-12,4.714581649839764e-13,2.371697742961108e-08,5.933616152001009e-05,0.008927321185759746,2.4422045035795607e-06,2.993635470194732e-11,1.1312493766103331e-12,3.2560308751007644e-06,1.3548912426402965e-06,2.4833566543420027e-07,0.0688513419673749,0.0006277594160373438,1.8941617639202673e-06,3.675430010932668e-05,1.4581295809125044e-06,1.770251030012551e-06,1.8405547965253416e-12,6.818131358253012e-09
0.00021082953338091945,0.8771004925438737,0.0005918884853632318,0.00019446387005922486,0.00031023258880406645,0.16976146525991193,0.0,0.0,0.0006739525439266452,1.708622800799173e-05,0.4533601269762064,0.04849318485510405,3.1900610757845926e-05,2.7057883789005827e-11,1.1685312029720497e-08,1.240863636927717e-06,0.00037006275483420273,0.005311659855833209,1.4968264115958423e-05,5.353008991228966e-07,0.0016521689856510815,1.3504505049377754e-08,4.887978680219659e-07,2.1587291444416183e-05,3.397094460198047e-08,0.003698662768095388,6.271759596635638e-08,3.213520208281621e-05,4.4294151069004975e-06,9.456342506181071e-09,1.974482045958529e-07,2.1575028034836532e-10,1.0878232426845908e-08,3.491485823068588e-07,3.76,0.0,0.1500377900816968,0.5035311013519501,0.4214490865735259,0.005449237273894609,0.025034498412682907,0.5927676602855677,1.1633548011687933e-12,4.698252466085611e-13,2.3634910659085912e-08,5.930159178846187e-05,0.008873514388328002,2.426673620370926e-06,2.984220094810932e-11,1.127689855668723e-12,3.2453518486218926e-06,1.3521102108710636e-06,2.467618241120552e-07,0.06891741086582633,0.0006262894086224048,1.9055980928760592e-06,3.656386934099637e-05,1.466975486368342e-06,1.7675117575591512e-06,1.8263194489414713e-12,6.841526468963823e-09
0.00021165524896439152,0.8772970538739111,0.0005950619178023439,0.00019506097858088185,0.0003113307793258834,0.17001273603993147,0.0,0.0,0.0006722780597529132,1.6989280317470007e-05,0.45451126214122495,0.04862866244927815,3.1934113126618224e-05,2.7457224405519678e-11,1.1767437285602022e-08,1.2397928238374995e-06,0.0003739910608067106,0.005303312065705486,1.50964576877772e-05,5.393652345281292e-07,0.0016600544325548051,1.360507166079571e-08,4.853975898709617e-07,2.1725570088721557e-05,3.4237812684107415e-08,0.003711249103969887,6.340828267589886e-08,3.247751978146325e-05,4.5167356449752505e-06,9.654780094493782e-09,1.987494395124226e-07,2.177381931958454e-10,1.0975445302967369e-08,3.5325492476677767e-07,3.76,0.0,0.14870496340582665,0.502353265769341,0.42243663426385086,0.0054774448748704406,0.0249391348718533,0.5941849508883275,1.1593730819855672e-12,4.682176184823417e-13,2.3554116400781902e-08,5.926833182404224e-05,0.008820025338155993,2.4112347379425884e-06,2.974910136611669e-11,1.1241701595676287e-12,3.234791602375168e-06,1.3494037236217218e-06,2.451973238912278e-07,0.06898203353074658,0.0006248244296448184,1.917116493331164e-06,3.6375717717310364e-05,1.4758846502087673e-06,1.7647651999822974e-06,1.8122652923400194e-12,6.864661484537682e-09
0.0002124809645478636,0.8774926500162823,0.0005982688371219819,0.000195666037582812,0.00031244350240104164,0.17026139549372815,0.0,0.0,0.0006706162541855791,1.6893289290941678e-05,0.4556576742287647,0.04876409742288131,3.196866035625176e-05,2.7864494999355586e-11,1.1850714641074321e-08,1.238771136339929e-06,0.0003779625199919798,0.0052949735392450025,1.5225352029897409e-05,5.434516402181718e-07,0.0016678945795859277,1.3705806025090739e-08,4.820271159511165e-07,2.1865529024052675e-05,3.450743818290562e-08,0.0037236944730323785,6.41066961997457e-08,3.282353804231015e-05,4.60572203979019e-06,9.857575897978152e-09,2.0006798503476296e-07,2.197514189751698e-10,1.1073480224099123e-08,3.574058585481705e-07,3.76,0.0,0.14737955181032208,0.5011794284882523,0.4234207451924671,0.00550567211470061,0.024843969115421628,0.5955957504013332,1.1554541256463086e-12,4.666353425963047e-13,2.3474597790864076e-08,5.9236397785775625e-05,0.008766850594819894,2.3958868281699176e-06,2.96570553056188e-11,1.1206902595558304e-12,3.22434994816493e-06,1.3467717346004692e-06,2.436420607962313e-07,0.06904521609474028,0.0006233644238693309,1.9287186537123853e-06,3.6189824557176595e-05,1.4848583775917017e-06,1.7620117091134216e-06,1.7983899341302832e-12,6.887535340659466e-09
0.00021330668013133566,0.8776872880567048,0.0006015098519197265,0.0001962791783657257,0.00031357102638246605,0.17050745253743171,0.0,0.0,0.0006689670531068697,1.679824520985668e-05,0.45679940476487735,0.04889949599536708,3.200426599095901e-05,2.8279916743308132e-11,1.1935169088660376e-08,1.2377993388526902e-06,0.00038197768792605236,0.005286643921082732,1.535495529856898e-05,5.475604374217645e-07,0.0016756888396386935,1.3806708619938157e-08,4.786864438328124e-07,2.200720467907358e-05,3.4779859933974966e-08,0.003735998300093201,6.481298427704867e-08,3.3173325343438194e-05,4.696405795308484e-06,1.0064835946522704e-08,2.0140420671214253e-07,2.2179039323948544e-10,1.1172353364373476e-08,3.6160212706533953e-07,3.76,0.0,0.1460615051895792,0.500009545193428,0.42440145820495917,0.005533917988480742,0.024748997751790788,0.5970001097230512,1.1515981069591175e-12,4.650784897955513e-13,2.3396358404528624e-08,5.920580593004533e-05,0.008713986750376181,2.3806288704497373e-06,2.9566062108747286e-11,1.117250129416049e-12,3.2140267002992283e-06,1.3442142237575312e-06,2.4209593163207487e-07,0.06910696456653076,0.0006219093361782927,1.940406314981548e-06,3.6006169456018e-05,1.4938980141970694e-06,1.75925163074211e-06,1.7846910184701532e-12,6.910146978851883e-09
0.00021413239571480773,0.8778809750299928,0.0006047855954378367,0.00019690053451052798,0.00031471360318802686,0.17075091589438687,0.0,0.0,0.0006673303833755156,1.670413850267022e-05,0.45793649504007344,0.049034864438617064,3.204094420922444e-05,2.8703716988031968e-11,1.202082561197035e-08,1.2368781536487436e-06,0.0003860371290524172,0.005278322854823253,1.5485275892491393e-05,5.51691960197844e-07,0.0016834366227076554,1.3907780070837066e-08,4.753755739054198e-07,2.2150634069497038e-05,3.505511732999009e-08,0.0037481600127781158,6.552729918593848e-08,3.35269517668997e-05,4.7888190011328855e-06,1.0276668870771112e-08,2.0275844770263368e-07,2.2385555822949798e-10,1.1272081587738809e-08,3.6584449228432407e-07,3.76,0.0,0.14475077385724755,0.4988435716570209,0.425378812079075,0.005562181464364395,0.02465421738083037,0.5983980794319118,1.147805217129951e-12,4.635471368356207e-13,2.3319402106485026e-08,5.917657348487715e-05,0.008661430428373798,2.3654598513794794e-06,2.947612118919453e-11,1.1138497508596418e-12,3.203821690554812e-06,1.3417311789381508e-06,2.4055883403021524e-07,0.06916728483092524,0.0006204591115628179,1.9521812934275237e-06,3.582473261679539e-05,1.5030049637104357e-06,1.7564853046259327e-06,1.771166233159247e-12,6.9324953455807615e-09
0.0002148595097431517,0.8780507512235688,0.0006076994353404412,0.0001974546051313005,0.00031573240509281985,0.1709631656400297,0.0,0.0,0.0006658994730156139,1.6622038071642502e-05,0.45893399189047834,0.04915404815180167,3.2074142012313846e-05,2.908401378197791e-11,1.2097269510418306e-08,1.2361094925365922e-06,0.0003896489331543432,0.005271002229952953,1.5600635211591914e-05,5.55349216364631e-07,0.0016902202611693386,1.3996922627067748e-08,4.7248474769479166e-07,2.2278418096417434e-05,3.529988519785233e-08,0.0037587513282997457,6.616308421308859e-08,3.384158635771984e-05,4.871654838157923e-06,1.0467081090070444e-08,2.0396617951950495e-07,2.2569615798515867e-10,1.1360622533154126e-08,3.69619052162039e-07,3.76,0.0,0.1436025794541702,0.49782003327145896,0.4262367061184631,0.005587083632271264,0.024570910501030704,0.599623862030983,1.1445176749108353e-12,4.622198247740306e-13,2.3252700998288848e-08,5.9151971484132014e-05,0.008615402011039065,2.35217506138105e-06,2.939779167411598e-11,1.1108883364252108e-12,3.1949331087913595e-06,1.3396063089696266e-06,2.3921268409350696e-07,0.06921922404992956,0.0006191860463026078,1.96262392915786e-06,3.56667831876636e-05,1.51108127626222e-06,1.7540444072722077e-06,1.759398875299601e-12,6.951956191377062e-09
0.0002155866237714957,0.8782198001205868,0.0006106411435769754,0.00019801525027192998,0.0003167632595750098,0.17117341648438927,0.0,0.0,0.0006644781758346164,1.6540650875438233e-05,0.45992795024854627,0.049273217768985356,3.2108192446076976e-05,2.947112907579013e-11,1.2174683909892711e-08,1.2353812278186498e-06,0.0003932959105463759,0.005263687705594511,1.5716563341638142e-05,5.590246018286975e-07,0.0016969669925845938,1.4086197276443226e-08,4.6961704462326735e-07,2.2407617339442828e-05,3.554691102903966e-08,0.0037692316149309847,6.680532139008954e-08,3.415930381226157e-05,4.955879872598917e-06,1.0661203793873246e-08,2.0518842122293048e-07,2.2755772653427126e-10,1.1449851709020642e-08,3.734305106803092e-07,3.76,0.0,0.14245998601598123,0.49679946230390587,0.4270920517611073,0.0056119978839316844,0.024487746754503867,0.6008447629816026,1.141279384997038e-12,4.60912407964316e-13,2.3187000989947636e-08,5.9128449455483614e-05,0.008569607199793033,2.338957779247709e-06,2.93202780765989e-11,1.1079577424344144e-12,3.1861360464140555e-06,1.3375392082077787e-06,2.378733901105544e-07,0.0692700640971158,0.0006179166720110677,1.9731369465081658e-06,3.551052587015629e-05,1.519211851329411e-06,1.75159914838896e-06,1.747763269259417e-12,6.9712113618610904e-09
0.00021631373779983968,0.8783881263415456,0.0006136111760908766,0.00019858256816235957,0.0003178063602024542,0.17138167404675098,0.0,0.0,0.0006630664439191379,1.6459970648830578e-05,0.46091839789972777,0.04939237767655803,3.214310568480402e-05,2.98652348432037e-11,1.2253087639911352e-08,1.2346939204079277e-06,0.00039697846336535984,0.0052563790281371335,1.583306637511791e-05,5.627183580033113e-07,0.0017036764081766772,1.4175604703703033e-08,4.6677247805906835e-07,2.2538258212926362e-05,3.579622303303784e-08,0.0037796004866333275,6.745412283389157e-08,3.448015510535854e-05,5.041517140706438e-06,1.0859117424196703e-08,2.0642544075188757e-07,2.2944058033197297e-10,1.153978141089017e-08,3.772794244499346e-07,3.76,0.0,0.14132296038887235,0.49578182868034426,0.4279448753481285,0.005636923462636772,0.024404723790447853,0.6020608162484326,1.1380905099890015e-12,4.596249521670432e-13,2.312230539734181e-08,5.910601966536998e-05,0.008524043745063626,2.3258073299346293e-06,2.9243580380477077e-11,1.1050579673260552e-12,3.1774304258055406e-06,1.3355299072615808e-06,2.3654088387083865e-07,0.06931980876093174,0.0006166509512833982,1.9837216434753227e-06,3.535594773786898e-05,1.5273976920763184e-06,1.7491497495690372e-06,1.7362579104670115e-12,6.990260146036871e-09
0.00021696814042534927,0.8785390059516903,0.0006163088113962615,0.00019909894251245676,0.00031875578020897283,0.17156740615660288,0.0,0.0,0.000661804024312237,1.6387957789242378e-05,0.46180682200430484,0.04949961694252493,3.217527400832425e-05,3.0226046164855106e-11,1.2324512718553327e-08,1.234110828815374e-06,0.0004003235145566136,0.0052498060063653935,1.5938415805168833e-05,5.660586509617361e-07,0.0017096826378697645,1.4256185552095645e-08,4.642321633718787e-07,2.265708969966625e-05,3.602258216248915e-08,0.00378883689317369,6.804375174512324e-08,3.477164358417766e-05,5.119817449946122e-06,1.1040548840890366e-08,2.0755161475931576e-07,2.3115361268127354e-10,1.1621327583864565e-08,3.807759399316323e-07,3.76,0.0,0.1403043705808489,0.49486844501669,0.42871028196642647,0.005659365529902027,0.024330121537822408,0.603151147362506,1.1352629115306144e-12,4.584833648389676e-13,2.306494097272467e-08,5.908677717421442e-05,0.008483232599159533,2.3140285129970076e-06,2.917525010275199e-11,1.1024745232595516e-12,3.1696734971233316e-06,1.3337709883875013e-06,2.3534737573097848e-07,0.06936364548307916,0.0006155148955411782,1.9933102653378623e-06,3.521825264555795e-05,1.5348130575794639e-06,1.74694193157098e-06,1.7260132250217113e-12,7.007227005278659e-09
0.00021762254305085886,0.8786893074798175,0.0006190301167072844,0.0001996208782600377,0.00031971541541632274,0.17175153208157515,0.0,0.0,0.0006605492804141245,1.6316508142224178e-05,0.4626924448906371,0.049606855182388734,3.2208157562764336e-05,3.059277736375845e-11,1.2396768917000584e-08,1.233561791326307e-06,0.0004036980143244753,0.0052432373246588315,1.604424062291987e-05,5.694142096311698e-07,0.0017156580076068502,1.4336875187623366e-08,4.6171061587868443e-07,2.27771305012441e-05,3.6250837757536825e-08,0.00379798246245916,6.86388754786588e-08,3.50657515072005e-05,5.199298037592399e-06,1.1225178042017501e-08,2.0869017218892902e-07,2.3288438203019776e-10,1.1703460844353211e-08,3.8430368107152773e-07,3.76,0.0,0.13929024026546896,0.49395739439496206,0.42947368618608633,0.005681815564728217,0.02425562968248172,0.6042376036923852,1.132475604095316e-12,4.573580529805261e-13,2.3008395520750896e-08,5.906843921987568e-05,0.008442605432298094,2.302302799794432e-06,2.9107581045447496e-11,1.0999160572534084e-12,3.161990564040864e-06,1.3320589597419227e-06,2.3415926148672193e-07,0.06940660059203371,0.000614381741715821,2.0029590169559945e-06,3.508189857445021e-05,1.5422747873675748e-06,1.7447310932606092e-06,1.715871787557247e-12,7.0240256023650885e-09
0.00021827694567636845,0.8788390341863175,0.0006217754442643349,0.00020014845210368048,0.0003206854101715315,0.17193405568832018,0.0,0.0,0.0006593021786491448,1.62456173193359e-05,0.4635752865599964,0.049714095669351185,3.2241764264734e-05,3.0965557467321805e-11,1.2469870984619414e-08,1.233047246402096e-06,0.0004071022679154165,0.005236672792433726,1.61505455520372e-05,5.727852229921616e-07,0.0017216022150378242,1.4417674281579512e-08,4.5920785256101754e-07,2.289840067852286e-05,3.648101134970817e-08,0.003807036915491918,6.923958085357539e-08,3.536251824575317e-05,5.279976481316957e-06,1.141306761654502e-08,2.0984131709115117e-07,2.346331286744722e-10,1.1786190779321383e-08,3.878630795711729e-07,3.76,0.0,0.13828054576940868,0.4930486549495629,0.4302351071501861,0.005704272978339283,0.02418124649217658,0.6053202096384744,1.1297287254677898e-12,4.562490724589322e-13,2.2952671859888394e-08,5.905101544891611e-05,0.00840216064015854,2.2906297072978003e-06,2.9040573497256205e-11,1.097382579309097e-12,3.1543816039110264e-06,1.3303938669556118e-06,2.3297649232953697e-07,0.06944867669507568,0.0006132514626118917,2.0126688956598418e-06,3.494687667389164e-05,1.54978365214951e-06,1.7425173894376127e-06,1.7058325509952068e-12,7.0406554231271636e-09
0.00021893134830187804,0.8789881895174336,0.0006245451545851264,0.0002006817419362008,0.00032166591501009027,0.1721149807507252,0.0,0.0,0.000658062685957219,1.6175280996774775e-05,0.4644553669159318,0.0498213417086714,3.227610216076494e-05,3.1344525413387123e-11,1.2543834084557464e-08,1.2325676436789313e-06,0.000410536584719295,0.005230112216328394,1.6257335411198816e-05,5.761718826163216e-07,0.0017275149559670556,1.449858359209095e-08,4.5672389423026556e-07,2.302092062845723e-05,3.671312476679504e-08,0.0038159999741433056,6.984595768328383e-08,3.566198408864039e-05,5.361870676684834e-06,1.1604281964959289e-08,2.1100526204668565e-07,2.3640009702913364e-10,1.1869527228059081e-08,3.914545780021764e-07,3.76,0.0,0.13727526361714132,0.4921422048325248,0.43099456397930813,0.005726737167326772,0.024106970225785663,0.6063989894610113,1.127022422369544e-12,4.551564826664372e-13,2.2897772984867076e-08,5.9034515619286225e-05,0.008361896631899178,2.2790087570052203e-06,2.8974227792601857e-11,1.0948741007988037e-12,3.14684659834875e-06,1.3287757651297624e-06,2.3179901992214932e-07,0.0694898763369837,0.0006121240310558931,2.022440924116752e-06,3.481317818329369e-05,1.5573404422601508e-06,1.7403009726551707e-06,1.6958944858294247e-12,7.057115954858371e-09
0.00021958575092738763,0.8791367767594159,0.0006273396165398619,0.00020122082706818008,0.0003226570835784377,0.17229431097798895,0.0,0.0,0.0006568307696333724,1.6105494899739976e-05,0.4653327058001006,0.049928596628298495,3.231117953450319e-05,3.172982037516769e-11,1.2618673572344467e-08,1.232123435118093e-06,0.0004140012779847097,0.005223555401115157,1.6364615124744114e-05,5.795743816202093e-07,0.0017333959248857407,1.4579603930267149e-08,4.5425876321336337e-07,2.3144710983455907e-05,3.6947200267660576e-08,0.0038248713606433642,7.045809759903925e-08,3.5964189966067714e-05,5.444998743463989e-06,1.1798886290927864e-08,2.121822224487909e-07,2.3818553354760096e-10,1.1953480259985833e-08,3.950786265685909e-07,3.76,0.0,0.13627437046593757,0.4912380222022263,0.43175207578402164,0.005749207517136848,0.024032799131304922,0.6074739673305629,1.1243568470052221e-12,4.5408034503853244e-13,2.2843701990705293e-08,5.9018949698803183e-05,0.00832181182588954,2.2674394709500926e-06,2.8908544344381426e-11,1.09239063789933e-12,3.1393855400996674e-06,1.3272047170932645e-06,2.3062679597070793e-07,0.06953020202064779,0.0006109994198822538,2.032276149089351e-06,3.468079450625219e-05,1.5649459666003369e-06,1.738081993695034e-06,1.6860565768870674e-12,7.0734066853922316e-09
0.00022024015355289722,0.8792847992534122,0.0006301592063069225,0.0002017657886321893,0.0003236590698515695,0.17247205001572266,0.0,0.0,0.0006556063973002785,1.6036254798801355e-05,0.46620732299256995,0.05003586377865319,3.234700489293381e-05,3.2121577987772895e-11,1.2694405143248608e-08,1.2317150815799278e-06,0.00041749666431508894,0.005217002150010814,1.6472389701875337e-05,5.829929180131272e-07,0.0017392448149777852,1.4660736154920556e-08,4.5181248380967623e-07,2.326979260792616e-05,3.718326037340157e-08,0.0038336507975813747,7.107609372734744e-08,3.626917744390157e-05,5.529379020976435e-06,1.1996947039929043e-08,2.1337241458358784e-07,2.3998968750857504e-10,1.2038060185386333e-08,3.9873568303334826e-07,3.76,0.0,0.1352778431022755,0.49033608522376176,0.43250766166686105,0.005771683402628747,0.023958731449053843,0.6085451673286166,1.1217321578055767e-12,4.5302072364130307e-13,2.2790462106519935e-08,5.9004327870680726e-05,0.00828190464931929,2.2559213731664346e-06,2.8843523619168023e-11,1.089932209076585e-12,3.1319984286407106e-06,1.3256807913467666e-06,2.2945977238022463e-07,0.06956965620727931,0.0006098776019337833,2.042175634802529e-06,3.454971719379505e-05,1.5726010474887777e-06,1.7358606016615009e-06,1.6763178175632598e-12,7.089527103139643e-09
0.0002208945561784068,0.8794322603328343,0.0006330043059577537,0.00020231670973153872,0.0003246720299852562,0.17264820141084333,0.0,0.0,0.000654389537212002,1.5967556536838968e-05,0.46707923817713265,0.050143146548060555,3.2383586891963194e-05,3.2519940402224876e-11,1.2771044974673553e-08,1.2313430600655768e-06,0.0004210230655217552,0.005210452263378719,1.6580664266921393e-05,5.864276947984425e-07,0.0017450613172109376,1.4741981193777932e-08,4.493850835241705e-07,2.3396186752834823e-05,3.742132801510815e-08,0.0038423380081358542,7.170004099709783e-08,3.657698915061336e-05,5.615030211800987e-06,1.2198532280786739e-08,2.1457605954779831e-07,2.4181281246541825e-10,1.212327750873679e-08,4.0242621782315824e-07,3.76,0.0,0.13428565851288354,0.489436372067323,0.4332613407225064,0.005794164181352028,0.023884765414453325,0.6096126133953161,1.1191485212114087e-12,4.5197768588848226e-13,2.27380567316335e-08,5.899066060800761e-05,0.0082421735432219,2.2444539913827534e-06,2.877916624274603e-11,1.0874988374519608e-12,3.1246852796440525e-06,1.3242040672470808e-06,2.2829790145253385e-07,0.06960824128962717,0.0006087585500596547,2.0521404595341755e-06,3.4419938064256146e-05,1.5803065181033159e-06,1.7336369432354075e-06,1.6666772238214523e-12,7.105476697448941e-09
0.0002215489588039164,0.8795791632381287,0.0006358753043609194,0.00020287367511404877,0.0003256961260204271,0.17282276864914806,0.0,0.0,0.0006531801579847738,1.5899396003176107e-05,0.46794847098246917,0.05025044834790945,3.242093428105992e-05,3.2925065645330394e-11,1.2848609753789847e-08,1.2310078639110608e-06,0.0004245808072239183,0.0052039055392209205,1.6689444040687594e-05,5.898789184602686e-07,0.0017508451211941097,1.4823340052207604e-08,4.469765937243981e-07,2.352391490477061e-05,3.766142635696949e-08,0.00385093271576208,7.23300370633768e-08,3.688766835700854e-05,5.70197124022103e-06,1.2403711989772792e-08,2.15793388522353e-07,2.436551661518485e-10,1.2209142927848937e-08,4.0615070906772187e-07,3.76,0.0,0.13329779380973925,0.48853886090345683,0.43401313203864045,0.005816649199675804,0.023810899251500445,0.6106763293887197,1.1166061129098844e-12,4.5095130286838984e-13,2.268648944939867e-08,5.897795852137828e-05,0.008202616957088247,2.2330368570644446e-06,2.8715472912628695e-11,1.0850905482080932e-12,3.1174461154395424e-06,1.3227746337383252e-06,2.271411358808507e-07,0.069645959619964,0.0006076422371095008,2.062171721463294e-06,3.429144902326979e-05,1.5880632270779986e-06,1.7314111635245082e-06,1.6571338282442129e-12,7.1212549581254985e-09
0.000222203361429426,0.8797255113013995,0.0006387725999639229,0.000203436770772667,0.00032673152546493467,0.17299575511897675,0.0,0.0,0.000651978228746405,1.5831769148837636e-05,0.4688150409509402,0.050357772627754614,3.245905599328224e-05,3.3337113196633703e-11,1.292711643841455e-08,1.2307099902777213e-06,0.00042817021956334143,0.00519736177257277,1.6798734348792804e-05,5.933467967679579e-07,0.001756595914310683,1.4904813826462e-08,4.445870485879866e-07,2.3652998933830636e-05,3.790357902793415e-08,0.0038594346442877596,7.296618259470495e-08,3.72012593814675e-05,5.790221380677594e-06,1.2612557704072046e-08,2.1702463938410486e-07,2.455170094314428e-10,1.22956674597957e-08,4.099096475117488e-07,3.76,0.0,0.1323142262962037,0.48764352990058935,0.4347630546986811,0.005839137787399737,0.02373713117429402,0.6117363390381615,1.1141051174408168e-12,4.4994164910335645e-13,2.263576401378552e-08,5.896623238165502e-05,0.008163233352861657,2.221669503635774e-06,2.865244436940878e-11,1.0827073693787647e-12,3.110280963686961e-06,1.3213925877016798e-06,2.2598942851880296e-07,0.06968281348504891,0.0006065286359303435,2.0722705461250654e-06,3.416424205443538e-05,1.5958720441603716e-06,1.7291834056713504e-06,1.6476866726096434e-12,7.136861375471327e-09
