Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3F(1),O2(2),H2O(3),CH4(4),CH2F(45),HF(38),C1OO1(156),CH2O2(158),CHO2(146),CHF(39),CHFO(46),S(139),CHFO2(186),CHFO2(165),CFO2(148),F(37),CH2FO(131),CH2CHF(55),O2(128),C2H4F(61),CFO(50),C2H4F(62),S(564),CFO3(1309),C2H2O(181),CH2CF(69),CH2CFO(78),CFO3(296),CHO2(145),CHO3(309),CHFO2(220),C2H2F(70),CF(49)
0.001050807765469669,0.850867791360586,0.05607215786993165,0.001612796961719336,0.008373200735691727,0.19875986527408965,0.0,0.0,3.545329465822129e-06,1.348309519093205e-06,0.4099066169321217,0.46370904443207633,1.921095568436054e-06,5.252464382352597e-08,6.700309588354641e-10,5.834386107003252e-10,1.0528282029401181e-08,4.414350655700554e-08,1.0559755434555848e-11,9.65252316789984e-16,1.2061952417280248e-12,1.5767725545286029e-15,3.269318232835579e-11,6.606105367859499e-10,2.174369479824986e-12,1.8191114999262243e-11,4.566202681235292e-15,1.0917736173781397e-14,3.2916887284290106e-16,2.778075204069743e-17,9.11713384438676e-11,4.511532844583307e-15,4.682467122799594e-15,9.080072272789039e-15,3.76,0.0,6.289089939210964e-08,0.0027672767700087585,0.6471380395291976,1.722713736522395e-08,8.543797519705687e-08,0.8736049562719427,1.022771053010316e-15,2.5609569191257334e-16,6.499110367882106e-09,6.349468487716311e-07,9.579398908060949e-09,8.75226073592604e-14,9.849268841497358e-17,1.0360973139372022e-17,1.7500725576803337e-10,1.2968666080061482e-05,1.0201735822623922e-13,1.2564078830446506e-13,2.2347598208775487e-06,6.446881288644162e-16,3.684530226094496e-08,5.243002873145225e-16,5.303709201888606e-17,1.2387822412642483e-17,1.2299921962012579e-17,1.8886737773151185e-14,1.0828538557604601e-13,9.194706226698016e-15,2.0898767330660874e-07,4.675312334402509e-10,7.331947678823935e-10,1.0236570857465593e-14,0.002999811768327824
0.0010524470042884517,0.8508412026904169,0.055812677657805704,0.0015956302085993305,0.008329231055710096,0.19890236622799629,0.0,0.0,3.505382360379718e-06,1.3387471039353282e-06,0.409791049682211,0.4638248122563306,1.916998115619184e-06,5.259249546165448e-08,6.734025741959715e-10,5.897283540423179e-10,1.0665306236349152e-08,4.442330893013085e-08,1.0661397903014834e-11,9.809442193287683e-16,1.232462234189448e-12,1.60254490407759e-15,3.297911495526517e-11,6.689355387901311e-10,2.18615058550098e-12,1.8468862057637678e-11,4.653933623766401e-15,1.1183364885697172e-14,3.394373901618531e-16,2.8465814236011286e-17,9.203003322926976e-11,4.569359132369282e-15,4.739276328175717e-15,9.223654918790066e-15,3.76,0.0,6.357435983984327e-08,0.002735379507080489,0.6471471583909711,1.746678775916014e-08,8.638553099903396e-08,0.8736052215185846,1.0137205859268521e-15,2.538325264675789e-16,6.470875523754371e-09,6.38106900034479e-07,9.609677547011476e-09,8.747599401235398e-14,9.781507497137421e-17,1.0292467749639242e-17,1.742680756258455e-10,1.2899705644461721e-05,1.0255740321391727e-13,1.286947166825789e-13,2.2089993518331135e-06,6.57319466754902e-16,3.673500435769611e-08,5.345799829232064e-16,5.3543088912498014e-17,1.2208725305957003e-17,1.2487520978028273e-17,1.9290069203088093e-14,1.097874429072312e-13,9.061894447741683e-15,2.0808325939702693e-07,4.65205935739646e-10,7.334000876786621e-10,1.0460544227864357e-14,0.002999610771601812
0.0010540862431072345,0.8508148959283347,0.05555531486366618,0.0015787362257389235,0.008285721382195254,0.19904272708653864,0.0,0.0,3.466130238814458e-06,1.3293021290847646e-06,0.40967820135924593,0.4639378614648431,1.9129217269513084e-06,5.2658734445509654e-08,6.767539143195515e-10,5.960364320247251e-10,1.080322866815713e-08,4.470473783308018e-08,1.0763305011327791e-11,9.967924456137104e-16,1.2591362084041173e-12,1.628536520623405e-15,3.326540824536267e-11,6.773152915746124e-10,2.1979548899266566e-12,1.8749105156655168e-11,4.742741613296814e-15,1.1453887898886345e-14,3.499618618697699e-16,2.9163647989444143e-17,9.289218962712732e-11,4.627573071358192e-15,4.796352085250885e-15,9.368616055886667e-15,3.76,0.0,6.42615404504068e-08,0.0027040481826720595,0.6471571283284122,1.770820668205466e-08,8.733797671561416e-08,0.87360548638923,1.004776598137339e-15,2.515959568785431e-16,6.442828880589065e-09,6.412666028085218e-07,9.639906387119002e-09,8.74301247465399e-14,9.714675411646182e-17,1.0224892506698521e-17,1.7353686843022902e-10,1.2831462412081446e-05,1.0309718821668358e-13,1.31806560475102e-13,2.1836959668165435e-06,6.701259921594206e-16,3.662567334377172e-08,5.450024779749695e-16,5.405077061603744e-17,1.2033320343254152e-17,1.267680455080287e-17,1.969971329151336e-14,1.113021638609513e-13,8.931811775611491e-15,2.0718483123424056e-07,4.6290209347029443e-10,7.336008889817683e-10,1.0688134805290257e-14,0.0029994094244865667
0.0010557254819260173,0.8507888666209439,0.05530004863104792,0.0015621092162563944,0.008242664415568198,0.19918099124693717,0.0,0.0,3.4275565547332046e-06,1.3199724120828529e-06,0.409568002067675,0.4640482619561227,1.9088661348413856e-06,5.272338853703784e-08,6.800851419202579e-10,6.023627194444219e-10,1.0942049348682347e-08,4.498779154004493e-08,1.0865474793721546e-11,1.0127907981907352e-15,1.2862209609909785e-12,1.6547473305837447e-15,3.3552058510911164e-11,6.857498040833173e-10,2.2097820813930333e-12,1.9031850413453456e-11,4.83263226063832e-15,1.1729368251907896e-14,3.607470739047843e-16,2.9874417279724735e-17,9.375778913041586e-11,4.686175138726549e-15,4.853693152965969e-15,9.514959618811947e-15,3.76,0.0,6.4952443169826e-08,0.0026732690820151918,0.6471679200259692,1.7951396214560483e-08,8.82953120424563e-08,0.8736057508977646,9.959378326957546e-16,2.4938569161100674e-16,6.414970284145595e-09,6.444259543223706e-07,9.670084935792886e-09,8.738505052722937e-14,9.648758310988127e-17,1.0158250697886944e-17,1.7281347623712958e-10,1.276392520956996e-05,1.0363674208068579e-13,1.34977121442698e-13,2.1588385862006972e-06,6.831091108662169e-16,3.651729113187733e-08,5.555689173135064e-16,5.4560130307360905e-17,1.1861475835027026e-17,1.2867776802256096e-17,2.0115734449602578e-14,1.1282957735227723e-13,8.804374635212541e-15,2.0629238318090405e-07,4.606194866759943e-10,7.337972849564757e-10,1.0919380873716037e-14,0.0029992077242896715
0.0010573647207448,0.8507631104176278,0.05504685821462545,0.0015457435370613017,0.00820005300874534,0.19931720105746298,0.0,0.0,3.3896452625883162e-06,1.3107558251084964e-06,0.40946038398068113,0.464156081559929,1.9048310781558454e-06,5.278648491693692e-08,6.833964187538847e-10,6.087070926248564e-10,1.1081768310996764e-08,4.527246840199785e-08,1.0967905310349307e-11,1.0289423022651905e-15,1.3137202955641623e-12,1.6811772315871693e-15,3.383906237333902e-11,6.942390858071601e-10,2.2216318657083347e-12,1.931710393527527e-11,4.923611158679929e-15,1.2009869484323178e-14,3.717978727588624e-16,3.059828729850474e-17,9.46268134256807e-11,4.7451651995775625e-15,4.9112982945273306e-15,9.662689528885805e-15,3.76,0.0,6.564707000312817e-08,0.002643028912180403,0.6471795050851317,1.819635846153033e-08,8.925753677954761e-08,0.8736060150576591,9.872029521195075e-16,2.472013852110263e-16,6.387298770641426e-09,6.475849521348168e-07,9.700212727812422e-09,8.734072035555433e-14,9.583734608225969e-17,1.0092510928407392e-17,1.7209774461700185e-10,1.2697083245544209e-05,1.0417605337044102e-13,1.382072085630869e-13,2.134416474349243e-06,6.962703913952009e-16,3.6409840159270016e-08,5.662805876526494e-16,5.507116128013979e-17,1.1693111518391076e-17,1.3060441864814154e-17,2.0538197454925153e-14,1.143697122828711e-13,8.679516298794079e-15,2.054058866159222e-07,4.583578230299846e-10,7.339893858781793e-10,1.1154320940220979e-14,0.0029990056683509066
0.0010588400356817047,0.8507401598083273,0.054820744611971305,0.0015312333193408675,0.008162077909651084,0.1994380675938309,0.0,0.0,3.3560785725959696e-06,1.302555907115122e-06,0.40936568018880304,0.46425096699045904,1.901216874268034e-06,5.284196182662337e-08,6.863596427122885e-10,6.144323911765699e-10,1.120828344313897e-08,4.553006405671423e-08,1.1060314113648731e-11,1.0436102026320237e-15,1.3388273274685064e-12,1.705151399209251e-15,3.409766540275209e-11,7.019262751635504e-10,2.232315746338338e-12,1.9575981706369674e-11,5.006427275180122e-15,1.2266666391828957e-14,3.819747232743765e-16,3.1261108991636014e-17,9.5411848462191e-11,4.7985880094672216e-15,4.963367693663715e-15,9.796835001723022e-15,3.76,0.0,6.627541996820953e-08,0.002616262886878011,0.6471905872079571,1.8418341912276556e-08,9.0127719401662e-08,0.8736062525144294,9.794292300018493e-16,2.452574138836396e-16,6.362553688950349e-09,6.504277458980298e-07,9.727283980759467e-09,8.730143439660384e-14,9.525961062777874e-17,1.0034098127838662e-17,1.7146001182789213e-10,1.2637511141662316e-05,1.0466122509966333e-13,1.4116585658178652e-13,2.1128001199898237e-06,7.082691430053356e-16,3.631391639257115e-08,5.760463042741307e-16,5.553251265083906e-17,1.1544485811568307e-17,1.3235291177887323e-17,2.0923975766003946e-14,1.157667343621033e-13,8.56929291771733e-15,2.04613107792305e-07,4.563400083252917e-10,7.34158692922014e-10,1.1368957369958518e-14,0.0029988235116737566
0.0010603153506186093,0.8507174239073492,0.05459628076169301,0.0015169264215669726,0.008124453043248145,0.1995573330324252,0.0,0.0,3.3230247835945684e-06,1.2944444661587676e-06,0.4092729671784629,0.464343861900738,1.8976189161995771e-06,5.289621759246033e-08,6.893069529969189e-10,6.201721534762492e-10,1.133552625625632e-08,4.57889720474773e-08,1.115293117145515e-11,1.0584025139292157e-15,1.3642760749745358e-12,1.7293029157492686e-15,3.435654969216639e-11,7.096578429409673e-10,2.2430174785548216e-12,1.9836900536268135e-11,5.0901335503306754e-15,1.2527629197821105e-14,3.923742937198544e-16,3.1934799320435915e-17,9.619962971571494e-11,4.852325244330575e-15,5.0156491209342514e-15,9.93210941394045e-15,3.76,0.0,6.69067896595508e-08,0.0025899138289530526,0.6472022701978487,1.8641764549293117e-08,9.10018623472063e-08,0.8736064897090791,9.717376414281754e-16,2.433339697012992e-16,6.337959006118581e-09,6.532702499133733e-07,9.754313463019152e-09,8.726272813320219e-14,9.468883337681141e-17,9.976389163997865e-18,1.7082825623750818e-10,1.2578485953384865e-05,1.0514620594091887e-13,1.441739827056598e-13,2.091520529206804e-06,7.204145483671249e-16,3.621872097281879e-08,5.859315749464453e-16,5.599520768759074e-17,1.1398535143682774e-17,1.3411517994242439e-17,2.1315072460806984e-14,1.1717410507699558e-13,8.461053105701857e-15,2.0382511481828084e-07,4.5433875865373937e-10,7.34324683423435e-10,1.158664568501036e-14,0.002998641062821982
0.0010617906655555139,0.8506948997185807,0.05437345180065311,0.0015028190297576983,0.008087173501595945,0.19967502618422847,0.0,0.0,3.2904731611091987e-06,1.2864200578144723e-06,0.4091821995106777,0.4644348117318142,1.8940370263499987e-06,5.2949270923390803e-08,6.922384655994574e-10,6.259262939875654e-10,1.1463496797593198e-08,4.6049191279064364e-08,1.1245755123255227e-11,1.0733199432619492e-15,1.3900693505741805e-12,1.7536317261599422e-15,3.4615712918408287e-11,7.174337967362788e-10,2.253736855024525e-12,2.009986484789737e-11,5.174734090748289e-15,1.2792805360643418e-14,4.0300024518003033e-16,3.2619481377409364e-17,9.699014414771927e-11,4.906376922753505e-15,5.068141703227715e-15,1.006851559416085e-14,3.76,0.0,6.754118064038735e-08,0.0025639728588753834,0.6472145351316099,1.8866627951704014e-08,9.187996566437632e-08,0.8736067266509289,9.64127168900552e-16,2.414307927411055e-16,6.313514064130767e-09,6.561124629221927e-07,9.781300885319865e-09,8.722457996345042e-14,9.412487921103094e-17,9.919368215804566e-18,1.7020237377025361e-10,1.2520000245857827e-05,1.0563099461101296e-13,1.4723219247075372e-13,2.070570530265661e-06,7.327077393739926e-16,3.6124242061303054e-08,5.959373270180297e-16,5.645924172194103e-17,1.1255199561625156e-17,1.3589125303721597e-17,2.171153550994148e-14,1.18591845299433e-13,8.354750857364351e-15,2.0304188770906305e-07,4.523538807032388e-10,7.344874312869065e-10,1.1807414412482955e-14,0.002998458319921451
0.0010632659804924185,0.8506725843066921,0.05415224295515299,0.0014889074192113044,0.008050234467375248,0.19979117524441775,0.0,0.0,3.2584132534385726e-06,1.2784812694440886e-06,0.40909333292857153,0.46452386074260166,1.890471030857854e-06,5.30011402023027e-08,6.951542960268773e-10,6.316947286820322e-10,1.1592195122038725e-08,4.631072069664057e-08,1.1338784627574976e-11,1.0883631138739029e-15,1.4162099761801297e-12,1.7781377723107773e-15,3.4875152759728195e-11,7.252541444477091e-10,2.264473671941332e-12,2.036487906231156e-11,5.2602329976648685e-15,1.3062242676667852e-14,4.138562798178171e-16,3.3315279075387686e-17,9.778337883480371e-11,4.960743159668211e-15,5.1208445776841345e-15,1.0206056366556482e-14,3.76,0.0,6.817859450812536e-08,0.002538431334919413,0.6472273636116729,1.9092933712680677e-08,9.276202946227815e-08,0.8736069633492389,9.565969927704649e-16,2.3954768804124934e-16,6.289218323517597e-09,6.58954383834388e-07,9.808245971142279e-09,8.718698984010885e-14,9.35676318297344e-17,9.863026244443264e-18,1.695822631063106e-10,1.2462046624576045e-05,1.0611559665826692e-13,1.503410965030792e-13,2.0499431429299965e-06,7.451498279065972e-16,3.603046807840667e-08,6.06064469412154e-16,5.692461014864049e-17,1.1114411770716526e-17,1.3768116091738132e-17,2.2113413128367275e-14,1.2001997587015466e-13,8.250338633391069e-15,2.0226340958338562e-07,4.503851979909527e-10,7.346470084350092e-10,1.2031292229230286e-14,0.002998275281118044
0.001064741295429323,0.8506504747900032,0.053932639543486594,0.001475187952096176,0.008013631212426615,0.1999058078039712,0.0,0.0,3.226834884692015e-06,1.270626719399204e-06,0.4090063243296238,0.4646110520376415,1.8869207595273023e-06,5.305184347356923e-08,6.980545588040469e-10,6.374773744641589e-10,1.1721621289411583e-08,4.657355928307766e-08,1.1432018353670413e-11,1.1035317766225432e-15,1.4427007849664132e-12,1.8028209958481314e-15,3.513486702178994e-11,7.33118894334441e-10,2.2752277284521027e-12,2.063194759351106e-11,5.346634370930371e-15,1.3335989308599845e-14,4.24946140870608e-16,3.402231717776772e-17,9.857932096159588e-11,5.015423924543544e-15,5.1737568873213104e-15,1.034473454507505e-14,3.76,0.0,6.881903289160211e-08,0.002513280847245053,0.6472407377540776,1.9320683439942474e-08,9.364805390461732e-08,0.873607199812964,9.491459946545503e-16,2.376843592532637e-16,6.265070998487572e-09,6.617960117035948e-07,9.835148459077174e-09,8.714992645986944e-14,9.301695452437277e-17,9.807344293192697e-18,1.6896782558927289e-10,1.2404617979785053e-05,1.0660000692161002e-13,1.5350131039894277e-13,2.0296315751995337e-06,7.577419694082773e-16,3.5937387792648165e-08,6.163139501455823e-16,5.739130842693978e-17,1.0976120919708195e-17,1.394849334394899e-17,2.252075376616511e-14,1.2145851759085975e-13,8.147774721336468e-15,2.0148965676630391e-07,4.4843251357831554e-10,7.348034850672802e-10,1.2258307954461844e-14,0.0029980919445774714
0.0010662166103662277,0.8506285683387969,0.053714626980143704,0.0014616570749089418,0.007977359095206485,0.2000189508622966,0.0,0.0,3.1957281464498177e-06,1.2628550560830641e-06,0.40892113173224337,0.4646964276005144,1.883386045788152e-06,5.31013984482607e-08,7.009393678429355e-10,6.432741495213688e-10,1.1851775364043485e-08,4.683770605011806e-08,1.152545498446245e-11,1.1188262895985486e-15,1.4695446204561608e-12,1.8276813399572322e-15,3.539485343208513e-11,7.410280548563211e-10,2.2859988277015407e-12,2.0901074839531934e-11,5.433942311239367e-15,1.3614093761291957e-14,4.362736127465556e-16,3.474072122502459e-17,9.937795780887048e-11,5.070419398437004e-15,5.226877786363712e-15,1.0484552934494488e-14,3.76,0.0,6.94624974448747e-08,0.0024885132105774486,0.6472546401748062,1.9549878752993596e-08,9.453803920561601e-08,0.8736074360511626,9.417735120663906e-16,2.358406677834575e-16,6.241071611439621e-09,6.646373457119401e-07,9.862008102188172e-09,8.711340228551245e-14,9.247274600769583e-17,9.752318688060649e-18,1.683589647567803e-10,1.234770707726097e-05,1.0708423579519695e-13,1.567134549293525e-13,2.0096292151025477e-06,7.704852693292381e-16,3.584499012901538e-08,6.266866712234837e-16,5.785933208193187e-17,1.084025652741414e-17,1.413026002787122e-17,2.2933606116876872e-14,1.2290749119564862e-13,8.047012393130916e-15,2.0072061372844933e-07,4.464956657014229e-10,7.349569294079593e-10,1.2488490557290568e-14,0.0029979083084850405
0.0010676919253031322,0.8506068621747165,0.053498190776349624,0.0014483113162650921,0.007941413559948549,0.20013063084498578,0.0,0.0,3.165083387931764e-06,1.2551649572581342e-06,0.40883771423956183,0.464780028330068,1.8798667265238928e-06,5.3149822523546206e-08,7.038088361092985e-10,6.49084973385908e-10,1.198265741755435e-08,4.710316003444426e-08,1.1619093223286e-11,1.1342476426305151e-15,1.4967443364982122e-12,1.8527187496250024e-15,3.565510992992309e-11,7.489816345913907e-10,2.296786773311366e-12,2.1172265187370896e-11,5.5221609236621105e-15,1.3896604927085554e-14,4.478425215774119e-16,3.547061768449858e-17,1.0017927673300167e-10,5.12572949166789e-15,5.280206431099485e-15,1.0625514328880285e-14,3.76,0.0,7.010898984944196e-08,0.0024641204562743774,0.6472690539725173,1.978052128478229e-08,9.543198563010769e-08,0.8736076720723539,9.344782439546328e-16,2.340162465155041e-16,6.217219223987736e-09,6.674783851643851e-07,9.88882466662949e-09,8.70773746086598e-14,9.193486649390394e-17,9.697925944590787e-18,1.67755586574079e-10,1.2291307203785127e-05,1.0756827312255481e-13,1.5997815581468299e-13,1.9899296274764922e-06,7.833809087136724e-16,3.575326443136286e-08,6.371836037703375e-16,5.832867669838755e-17,1.0706778765363533e-17,1.4313419113426222e-17,2.335201910512201e-14,1.243669173513168e-13,7.948014511458777e-15,1.9995625259252764e-07,4.4457445107209346e-10,7.35107408160993e-10,1.2721869145402215e-14,0.002997724371045401
0.0010691672402400368,0.8505853535703175,0.053283316545499365,0.0014351472845222034,0.007905790132945291,0.2002408736150793,0.0,0.0,3.134891208176941e-06,1.2475551290979192e-06,0.40875603200605926,0.4648618940737623,1.8763626419882448e-06,5.319713279697278e-08,7.066630765516906e-10,6.549097673597254e-10,1.2114267528110373e-08,4.736992031115356e-08,1.1712931793608046e-11,1.1497958511754326e-15,1.524302798490759e-12,1.877933168466149e-15,3.591563428244188e-11,7.569796422564824e-10,2.307591376283101e-12,2.1445523027897327e-11,5.611294310708067e-15,1.4183572024817889e-14,4.596567357950793e-16,3.621213378503574e-17,1.0098326521255645e-10,5.181354482692793e-15,5.333741993721257e-15,1.0767621519493787e-14,3.76,0.0,7.075851181168304e-08,0.002440094825031016,0.6472839627158937,2.0012612677539352e-08,9.632989349107409e-08,0.8736079078855533,9.272598435514104e-16,2.3221107525794315e-16,6.193513493707817e-09,6.703191295169922e-07,9.91559792949677e-09,8.704187399781891e-14,9.140323347007066e-17,9.644170763237143e-18,1.6715759914459002e-10,1.2235411129000907e-05,1.080521368564559e-13,1.6329604409156908e-13,1.970526543718819e-06,7.964299790336924e-16,3.566220004281128e-08,6.478056352273973e-16,5.879933791937982e-17,1.0575608958759237e-17,1.449797355942867e-17,2.3776041907150652e-14,1.2583681668845799e-13,7.850733783049279e-15,1.9919656100421333e-07,4.4266872891564564e-10,7.352549860532627e-10,1.295847298426618e-14,0.002997540130482265
0.0010706425551769414,0.8505640398477092,0.05306999000026939,0.0014221616658449043,0.007870484423537228,0.20034970449119577,0.0,0.0,3.1051424478101003e-06,1.2400243057423953e-06,0.4086760462077194,0.4649420636575551,1.872873635700402e-06,5.324334606060463e-08,7.095022004496991e-10,6.607484529092418e-10,1.2246605780306716e-08,4.763798598563661e-08,1.1806969425544747e-11,1.165470733857928e-15,1.5522228823043742e-12,1.9033245419922026e-15,3.6176424605316906e-11,7.650220869466388e-10,2.318412442374844e-12,2.1720852745912067e-11,5.701346575390298e-15,1.4475044681869664e-14,4.717201660609662e-16,3.6965397705570486e-17,1.0178991080158822e-10,5.237294154749942e-15,5.387483645879155e-15,1.091087728675127e-14,3.76,0.0,7.141106506979053e-08,0.002416428760599479,0.647299350427321,2.0246154590162742e-08,9.723176315001155e-08,0.8736081434986103,9.201165966867559e-16,2.304246227015682e-16,6.169953202524883e-09,6.73159578309842e-07,9.942327681117982e-09,8.700683443449166e-14,9.087769478873334e-17,9.591019111012917e-18,1.6656491302297544e-10,1.2180012769782843e-05,1.085358061552875e-13,1.6666775569123112e-13,1.9514138627778763e-06,8.096337043337666e-16,3.557178697438969e-08,6.585537766013569e-16,5.927131144214523e-17,1.0446727083673406e-17,1.4683926339787838e-17,2.4205723923737025e-14,1.2731720977962583e-13,7.75513974457805e-15,1.9844150373794142e-07,4.407782771445309e-10,7.353997265508159e-10,1.3198331468922107e-14,0.0029973555850382394
0.0010719703386201556,0.8505450219461483,0.05287930766904529,0.0014106244789037015,0.007838977372626364,0.20044646556135048,0.0,0.0,3.078740323526407e-06,1.233313091044357e-06,0.40860547822463045,0.4650127972844618,1.8697462955037838e-06,5.328401365938514e-08,7.120445793013041e-10,6.660150838702683e-10,1.2366332840516727e-08,4.7880360491094124e-08,1.1891772453602988e-11,1.179687439055305e-15,1.5776625295439842e-12,1.9263280284434286e-15,3.6411361450327915e-11,7.722982885036007e-10,2.3281653309059923e-12,2.1970424556367685e-11,5.783182646971243e-15,1.4741263621860085e-14,4.82793601000683e-16,3.765348623358457e-17,1.0251815347870056e-10,5.287909243101408e-15,5.436026669646557e-15,1.1040791804394669e-14,3.76,0.0,7.200095621013284e-08,0.0023954306596963085,0.6473135960716213,2.045758388359434e-08,9.804683351439275e-08,0.8736083553868181,9.137519969749564e-16,2.28832947910383e-16,6.148873176265239e-09,6.757157291380772e-07,9.966347092345927e-09,8.697573615679154e-14,9.040987000927028e-17,9.543711823434445e-18,1.660359559484564e-10,1.2130573658014103e-05,1.0897096548880266e-13,1.6974884543590675e-13,1.934455837600545e-06,8.216501743442149e-16,3.549096358040644e-08,6.68335645392978e-16,5.969720612832825e-17,1.0332613898335603e-17,1.4852481845529463e-17,2.459731743496596e-14,1.2865855268631635e-13,7.670506791102076e-15,1.977659083118816e-07,4.3908983237436234e-10,7.355276177024468e-10,1.3417011274646485e-14,0.002997189232029448
0.0010732981220633697,0.8505261578640326,0.052689857210944324,0.001399226873474014,0.007807721089915753,0.2005421207781193,0.0,0.0,3.052683790258296e-06,1.226663981588603e-06,0.40853622679326246,0.4650822145855266,1.8666309349564482e-06,5.332381786172474e-08,7.145748843453971e-10,6.712928493848747e-10,1.248664983967885e-08,4.812379103851308e-08,1.1976734798698266e-11,1.1940077233814894e-15,1.6033995393979966e-12,1.9494747644702582e-15,3.6646510606184066e-11,7.79610498360082e-10,2.3379312679452216e-12,2.2221681294213742e-11,5.865769328723109e-15,1.5011209198325388e-14,4.940750108373613e-16,3.835128952396343e-17,1.0324852944263868e-10,5.338779381801785e-15,5.4847353746538e-15,1.1171640936002914e-14,3.76,0.0,7.259330542413338e-08,0.0023747126126983167,0.6473282060693347,2.0670190675223693e-08,9.88651136050853e-08,0.873608567125744,9.074470678406604e-16,2.2725614398719797e-16,6.127909900528439e-09,6.782716400682953e-07,9.990330957551994e-09,8.69450049680969e-14,8.994682427651951e-17,9.49688035644969e-18,1.655111589066664e-10,1.2081527538508423e-05,1.0940597348429798e-13,1.7287452247772064e-13,1.9177239961137587e-06,8.337936847441921e-16,3.541065242323684e-08,6.782211109407313e-16,6.012415727889218e-17,1.0220269613151271e-17,1.5022174531703778e-17,2.4993571514724736e-14,1.300084270491888e-13,7.587180059658034e-15,1.9709403348334428e-07,4.374135027430619e-10,7.35653304342521e-10,1.3638372939324257e-14,0.002997022629403896
0.0010744931271622624,0.8505093102392476,0.05252039663350228,0.0013890864969329398,0.007779802327083093,0.20062727931789462,0.0,0.0,3.029523264097191e-06,1.2207321645384205e-06,0.4084750044161097,0.46514358643965215,1.8638372644074734e-06,5.33589129971968e-08,7.168419008005865e-10,6.760523124454581e-10,1.259543957473265e-08,4.83437809701403e-08,1.2053336379602204e-11,1.2069845252655084e-15,1.6268188434359721e-12,1.9704292700208414e-15,3.6858325118521745e-11,7.862222802631075e-10,2.3467316707046245e-12,2.244925557990477e-11,5.940741576161082e-15,1.5257376984032362e-14,5.044085295669935e-16,3.898769706705496e-17,1.0390768458061164e-10,5.384780746130187e-15,5.528714381833481e-15,1.1290205901080844e-14,3.76,0.0,7.3128522396723e-08,0.002356301590248298,0.6473416577067277,2.0862544556962954e-08,9.96043102281413e-08,0.8736087575684497,9.01823490207536e-16,2.2584976486269433e-16,6.109142566086923e-09,6.805717543419737e-07,1.0011885947069552e-08,8.691768128738158e-14,8.953412563409817e-17,9.455143708818305e-18,1.6504235065460277e-10,1.2037717762802088e-05,1.0979736352357257e-13,1.7572614611006296e-13,1.9028553113501916e-06,8.448321295935556e-16,3.533880443778835e-08,6.872071458546557e-16,6.050931411410224e-17,1.012062595672871e-17,1.5175871995805557e-17,2.5354215130577153e-14,1.3123062068366003e-13,7.513276646145967e-15,1.9649251931391707e-07,4.359150866994797e-10,7.357645728372676e-10,1.3839909388555603e-14,0.002996872472591559
0.0010756881322611551,0.8504925843444453,0.05235191823482869,0.0013790557289663726,0.007752082041317794,0.2007115686234517,0.0,0.0,3.0066332148648157e-06,1.2148493274512126e-06,0.40841480838023714,0.4652039321375449,1.8610531331550453e-06,5.3393326539743726e-08,7.190992599168642e-10,6.808207107515118e-10,1.2704707263898627e-08,4.8564625382801805e-08,1.213006563158929e-11,1.2200455826248642e-15,1.6504822756029613e-12,1.9914997467761438e-15,3.7070309371117714e-11,7.928632394316551e-10,2.3555424376114913e-12,2.26781995177355e-11,6.016326421087295e-15,1.550662031406782e-14,5.149150511419006e-16,3.963212039231466e-17,1.0456855398363735e-10,5.43098880212371e-15,5.572826688756425e-15,1.1409530986354397e-14,3.76,0.0,7.366573240458617e-08,0.002338109624363141,0.6473553881067852,2.1055854104820645e-08,1.0034610725175406e-07,0.8736089478993043,8.962473276936514e-16,2.2445521170636967e-16,6.0904689863791734e-09,6.828716741786056e-07,1.0033411951875205e-08,8.689064669446301e-14,8.912518551822256e-17,9.413782711338789e-18,1.645768182788864e-10,1.1994219156625574e-05,1.1018863449660992e-13,1.7861461793897894e-13,1.8881635456596927e-06,8.559747815664928e-16,3.5267360720306267e-08,6.962781614735836e-16,6.089532206018526e-17,1.0022357705106909e-17,1.5330493859440767e-17,2.57186900989536e-14,1.3245974760811636e-13,7.440390192073161e-15,1.958939932375794e-07,4.3442630126142187e-10,7.358741210090541e-10,1.4043651657403453e-14,0.002996722111684831
