Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651)
2.655126467672093e-05,0.5991607401523986,0.00014339304363436545,8.71571985636824e-06,6.45909950122339e-05,0.004559056675814708,0.0,0.0,0.0010222054941800508,1.551903068747046e-05,5.3764117083107175e-05,4.08433253742378e-07,1.2658861296968815e-07,9.995133295231422e-15,3.338682496861936e-11,1.5900746858610518e-08,3.827339281492902e-05,4.558563903079749e-06,1.5865707051823555e-09,5.139699853665363e-14,2.0814295355761537e-07,3.908884978048794e-14,6.374540271064483e-10,1.962747415519372e-07,2.2353237884101125e-08,1.2018362670661058e-05,3.452492001426711e-11,4.4689037802792945e-08,6.403705910078266e-08,2.3161905351027775e-10,7.874008761757206e-10,1.647874559158966e-13,3.511592249069744e-09,2.806463769241541e-11,3.76,0.0,0.5859245485300371,0.9977649459347616,0.0016162930824524277,3.105842423609712e-05,0.01746961628216716,0.01755270603682086,5.06025097468369e-11,1.692634033745235e-14,0.0002050699373310796,2.71406277011212e-07,1.0267567863775471e-05,0.00011199762992096926,3.8017848381610886e-05,0.0052039777462137265,0.0013441655245249383,0.00012726234276708143,2.3467361790680133e-07,0.0001996302726044087,2.10358835100902e-06,1.0257545852979782e-08,2.1265005647546054e-06,7.639625957286066e-06,3.654620692039306e-07,1.7408192932492326e-07,1.1677677771607398e-05,6.471687048747186e-06,7.632642188086417e-05,9.629285447364268e-08,2.5426184959574446e-07,1.9026449387112374e-06,3.588912756524679e-13,4.611859280527494e-06,9.576979369112004e-09,9.825397378560985e-08
2.678763527109364e-05,0.5991943488636584,0.00014599081470980757,8.89114693695336e-06,6.596419954520632e-05,0.004680507104064938,0.0,0.0,0.001047383121128853,1.6380425446441324e-05,5.566796765578714e-05,4.252622275632885e-07,1.3333827016713164e-07,1.0698867205061816e-14,3.509897388175264e-11,1.6422446812222523e-08,3.906637330796466e-05,4.780541440684164e-06,1.6801108630646002e-09,5.34228912334409e-14,2.122613654110103e-07,4.0625718471027976e-14,6.618543331635149e-10,2.0621283940977058e-07,2.3368076136340133e-08,1.2469867157231284e-05,3.5638965334121006e-11,4.714421377667086e-08,6.740510390189756e-08,2.428992202137721e-10,8.23848879014345e-10,1.7342377048890347e-13,3.6201257517087404e-09,3.039477267415919e-11,3.76,0.0,0.5855884145683274,0.9977125760358804,0.001661264349055779,3.204747603832526e-05,0.017620176436467162,0.017706087948797848,5.1038703099000116e-11,1.7161004284659955e-14,0.00020505917408197304,2.793907504825226e-07,1.0583405613013897e-05,0.00011410010503295592,3.875379829256585e-05,0.005344611386519233,0.0013796712703827894,0.00012795682965030707,2.4145178686374983e-07,0.00020222078703061516,2.160023470812194e-06,1.0637892580495115e-08,2.183713007517713e-06,7.860626862691556e-06,3.8312614962383915e-07,1.8232249637314558e-07,1.2053722012152275e-05,6.8142147679568455e-06,7.84766468464298e-05,9.809027166837846e-08,2.647048153136373e-07,2.022015414401457e-06,3.7239401128523876e-13,4.757581161165021e-06,9.878634808167015e-09,1.0345271322509405e-07
2.702400586546635e-05,0.5992282493191823,0.0001486134011154957,9.068991285653436e-06,6.736079586970895e-05,0.004804093259237252,0.0,0.0,0.0010728983095727345,1.7281411549712284e-05,5.76288687525294e-05,4.4265903647949176e-07,1.403926820845295e-07,1.1446185790360118e-14,3.6885212216927175e-11,1.695760257812208e-08,3.9866353418519196e-05,5.0114207618341185e-06,1.7784354614760721e-09,5.551522572860804e-14,2.1643625136911253e-07,4.222335672015235e-14,6.870012865166752e-10,2.1656761115133191e-07,2.4417067935269413e-08,1.293456995074371e-05,3.6785472584325005e-11,4.971158326066753e-08,7.091173308498747e-08,2.546333304850764e-10,8.617052137289216e-10,1.8245937983120966e-13,3.731400146718791e-09,3.289675909676512e-11,3.76,0.0,0.585249021909752,0.9976592647368169,0.0017072126543831016,3.305826316442381e-05,0.017770598756729334,0.01785940764427521,5.147449932962766e-11,1.739988732590163e-14,0.00020504821735091802,2.875582570402544e-07,1.0906586920642001e-05,0.00011622646466053654,3.9499031677706474e-05,0.005487851636915683,0.001415794663791455,0.00012866169061226547,2.483776525272248e-07,0.00020482303864100977,2.217460946441244e-06,1.102915403383334e-08,2.241944826536757e-06,8.087506363425088e-06,4.0151416139408066e-07,1.9088805500929901e-07,1.2439175108185155e-05,7.172091904607914e-06,8.067206609884524e-05,9.990769491431432e-08,2.7551736302743e-07,2.1477357799038672e-06,3.862931018763468e-13,4.906736204565023e-06,1.0187343161846378e-08,1.0888398416734755e-07
2.726037645983906e-05,0.5992624445264005,0.00015126079046482168,9.249281147107918e-06,6.878110456347591e-05,0.004929833386045606,0.0,0.0,0.001098749563817706,1.822337096367745e-05,5.964834705557765e-05,4.606393411898494e-07,1.4776332867517287e-07,1.2239424292979578e-14,3.874816749763765e-11,1.7506478102138156e-08,4.0673245528542784e-05,5.251467477842493e-06,1.8817552646224725e-09,5.767587990941824e-14,2.2066850827983125e-07,4.388422902647604e-14,7.129119039093032e-10,2.2735300871342429e-07,2.5500870689273375e-08,1.3412761247669059e-05,3.796552076560189e-11,5.239525387564118e-08,7.456090005570954e-08,2.668364498719504e-10,9.0101431916935e-10,1.9191032221175242e-13,3.845472522312242e-09,3.558170718561356e-11,3.76,0.0,0.5849063357382095,0.9976050014692149,0.001754155575465441,3.409103762897872e-05,0.017920881330288883,0.018012664772813877,5.190989296728864e-11,1.7643129063665672e-14,0.00020503706496571676,2.9591196932342217e-07,1.1237237043868196e-05,0.00011837682406341083,4.0253624382341636e-05,0.005633726780664257,0.0014525407318668148,0.00012937733396635085,2.5545351110338504e-07,0.00020743726718865782,2.2759085582615553e-06,1.1431562699723302e-08,2.301203990822044e-06,8.320407555474085e-06,4.206509252174264e-07,1.9978900135665772e-07,1.2834243200235002e-05,7.545893407553871e-06,8.291344725114012e-05,1.0174520737064912e-07,2.8671154500745876e-07,2.2800841781165153e-06,4.0059733691850123e-13,5.059381989832941e-06,1.0503220260868412e-08,1.1455645570523272e-07
2.7733117648584485e-05,0.5993317312454279,0.00015662989470481426,9.617311723461125e-06,7.169413597475341e-05,0.005187848089175429,0.0,0.0,0.0011514536208398474,2.0235877710113948e-05,6.386933753137379e-05,4.98414902808722e-07,1.6350100443624364e-07,1.3973526845302057e-14,4.27150888484487e-11,1.8646459447307996e-08,4.2307407983753484e-05,5.760145636714895e-06,2.1042632284978024e-09,6.220990873453902e-14,2.2930886459837424e-07,4.740605413154065e-14,7.670932087748209e-10,2.502732148975384e-07,2.7775516095385692e-08,1.4410794482859766e-05,4.0430781527545727e-11,5.812849021284718e-08,8.230290217411646e-08,2.927121115502602e-10,9.841740478685487e-10,2.1212504235474991e-13,4.082243376419344e-09,4.1548051438617387e-11,3.76,0.0,0.5842109431605782,0.9974935763871301,0.001851096921746488,3.622355351879504e-05,0.018221019469923373,0.018318989929335366,5.277945024786543e-11,1.8143263703359356e-14,0.00020501416446948474,3.131908188834909e-07,1.1921450472316865e-05,0.00012274998067957584,4.1791187122043683e-05,0.005933495313697259,0.0015279207980366987,0.0001308425995330993,2.7006444894133144e-07,0.00021270266102262859,2.395864543287375e-06,1.2270769961555595e-08,2.4228354568542253e-06,8.804859387983866e-06,4.6127338428314733e-07,2.18639882675203e-07,1.3654076126726052e-05,8.343657709692828e-06,8.753724184217224e-05,1.054808114976152e-07,3.102950541823083e-07,2.565825917312721e-06,4.304571448654942e-13,5.375378843316682e-06,1.1156949045295772e-08,1.266609961553293e-07
2.8158584718455367e-05,0.5993951275860584,0.0001615466485085337,9.957191576917083e-06,7.440015092418041e-05,0.005427609036524754,0.0,0.0,0.0012000188812701267,2.2201697510628262e-05,6.788468881458705e-05,5.34573109445813e-07,1.788688843520233e-07,1.5716879153208392e-14,4.65754897970489e-11,1.9722073792634486e-08,4.380088491019041e-05,6.252054448695102e-06,2.323883435030203e-09,6.654406373460965e-14,2.3729098189939365e-07,5.0818860057202893e-14,8.1864290378276e-10,2.725212192900291e-07,2.994824627195444e-08,1.53581666971611e-05,4.2775994001301524e-11,6.372967707731835e-08,8.979881678844782e-08,3.1776419840674296e-10,1.0644545737566522e-09,2.3191074156462754e-13,4.305494380919799e-09,4.7668040238665926e-11,3.76,0.0,0.5835734750812963,0.9973899305506632,0.0019419275797783666,3.8220529381129715e-05,0.018490646196010617,0.018594465085147435,5.3560618691510295e-11,1.86097605271447e-14,0.00020499286278570088,3.2941089685099325e-07,1.2564065343925561e-05,0.00012676896112187052,4.320774569407159e-05,0.006212583763156476,0.001597941978649831,0.00013220230399363015,2.837505236074733e-07,0.00021748507371993864,2.507354392138438e-06,1.3066587855660571e-08,2.5358939611344806e-06,9.262944699238437e-06,5.006573345599551e-07,2.3686210088907083e-07,1.4426990012320162e-05,9.12224100343292e-06,9.186386290141387e-05,1.0891230516627713e-07,3.3295478801481315e-07,2.8486519702151675e-06,4.588078195488922e-13,5.672303033197144e-06,1.1771004264454006e-08,1.384724200826616e-07
2.8584051788326248e-05,0.5994595258322137,0.0001665432453300886,1.0305445668442826e-05,7.718791304346957e-05,0.005674628142560807,0.0,0.0,0.0012496436321833488,2.4323030073334005e-05,7.211540566728596e-05,5.728824163686753e-07,1.9545635648997237e-07,1.765030460653266e-14,5.072854998021302e-11,2.0846380600810074e-08,4.5315329888944126e-05,6.777975504950103e-06,2.5633408077236805e-09,7.11311282515232e-14,2.454742687150537e-07,5.447986164138341e-14,8.729404478805485e-10,2.963974174381031e-07,3.224374959876917e-08,1.6353980524920143e-05,4.52488152358196e-11,6.977677753065984e-08,9.78201703300421e-08,3.445901795384678e-10,1.150183779478275e-09,2.5331669192265845e-13,4.538732675817742e-09,5.458363900361326e-11,3.76,0.0,0.5829247910908352,0.997283032606135,0.0020362664942614214,4.029263223987342e-05,0.018759789330298697,0.018869732098256233,5.434039462657876e-11,1.9092703642395748e-14,0.00020497089270949873,3.462846043755994e-07,1.3232876792290791e-05,0.00013086726955353694,4.4655765432986896e-05,0.006500652715912729,0.0016700568141751633,0.0001336032784049136,2.9795873657480203e-07,0.0002223104482833232,2.62223053367809e-06,1.3902308213660132e-08,2.6523973894740064e-06,9.742874453996993e-06,5.428847807977259e-07,2.5634410280244263e-07,1.5234518642740136e-05,9.96218880346875e-06,9.635205234032052e-05,1.1240997342799678e-07,3.5705777281048783e-07,3.157732270527502e-06,4.886147762826802e-13,5.981456880343002e-06,1.2410131585605005e-08,1.512125030612244e-07
2.900951885819713e-05,0.5995249435810003,0.0001716193381986675,1.06622471036275e-05,8.005922219949471e-05,0.005929007895688658,0.0,0.0,0.0013003143196974422,2.6608921087096637e-05,7.657188490228352e-05,6.13447969830796e-07,2.1334374650314415e-07,1.979152630789164e-14,5.519217867643848e-11,2.2021022378507902e-08,4.6850183493024906e-05,7.339594700536656e-06,2.8241728612422583e-09,7.598397517295462e-14,2.538650537358788e-07,5.840761267317368e-14,9.300918196594847e-10,3.219960095118332e-07,3.4665641369804125e-08,1.7400109933786025e-05,4.785733509815527e-11,7.629795241836097e-08,1.0639163458156912e-07,3.7329422071816616e-10,1.2416615493881216e-09,2.7645692230980277e-13,4.782317206969114e-09,6.238488605274708e-11,3.76,0.0,0.5822646858871435,0.9971728182480347,0.0021342259355819995,4.244130431003874e-05,0.01902843687551782,0.019144788949539693,5.511874376181042e-11,1.9593028547107068e-14,0.0002049482410252185,3.638311282832486e-07,1.3928651859130965e-05,0.00013504538383104717,4.6135649114630913e-05,0.006797869577985524,0.0017442929040326315,0.000135047890853689,3.1270276225412836e-07,0.00022718052064310662,2.740531852502696e-06,1.4779423286966968e-08,2.772385671762596e-06,1.02455681235573e-05,5.88125879254182e-07,2.771556539453921e-07,1.607807439447791e-05,1.0867528014401985e-05,0.00010100686894761292,1.1597412195832289e-07,3.826903080661521e-07,3.4950600159057744e-06,5.199348391437707e-13,6.303194372618458e-06,1.3075039183210218e-08,1.6494184348107962e-07
2.943498592806801e-05,0.5995913984129362,0.00017677448543222983,1.1027770734825677e-05,8.30158425313088e-05,0.006190849285529347,0.0,0.0,0.001352015992170983,2.9068685670643036e-05,8.126499502239575e-05,6.563792320990007e-07,2.3261556644552224e-07,2.2159604869767665e-14,5.998505461871296e-11,2.3247667600495336e-08,4.840487425282887e-05,7.938633043617554e-06,3.108016993387873e-09,8.111609066052746e-14,2.6247001828555165e-07,6.262209393809472e-14,9.902046347270534e-10,3.4941506856294044e-07,3.721744733991471e-08,1.8498484094065403e-05,5.061024759725923e-11,8.332264806584496e-08,1.1553828435898123e-07,4.039856293906571e-10,1.339200157161931e-09,3.0145192693235686e-13,5.036613594033062e-09,7.117050952336854e-11,3.76,0.0,0.581592953977495,0.9970592223960754,0.002235920986752576,4.466797737061618e-05,0.019296576591987292,0.019419633631768757,5.5895631121076016e-11,2.011170588869534e-14,0.00020492489435642845,3.8206976688459285e-07,1.4652165569712156e-05,0.0001393037099570972,4.764778272978945e-05,0.00710440210764189,0.0018206772186428704,0.00013653850394251192,3.2799628856154945e-07,0.00023209712398535544,2.862294881604252e-06,1.5699466609342185e-08,2.8958963634418125e-06,1.0771968650473162e-05,6.365585267400591e-07,2.993692224333974e-07,1.695913720301051e-05,1.1842497277639083e-05,0.0001058335556601523,1.1960499103875412e-07,4.099440017580845e-07,3.86274685906605e-06,5.528265221823847e-13,6.6378738437169716e-06,1.3766442621231668e-08,1.797241871178572e-07
2.9860452997938892e-05,0.5996589078534942,0.00018200814366272483,1.1402192799673066e-05,8.605949481918832e-05,0.006460251618899817,0.0,0.0,0.001404732309376335,3.171189828604028e-05,8.620609406663681e-05,7.01790123939533e-07,2.5336064761920814e-07,2.477500459233145e-14,6.512662886843699e-11,2.4528008433895753e-08,4.99788195607256e-05,8.576844188782445e-06,3.416615376538235e-09,8.654160070310065e-14,2.712962122390177e-07,6.714482207136943e-14,1.0533879649049736e-09,3.787565950389521e-07,3.990259192959975e-08,1.9651088449173897e-05,5.351689129772702e-11,9.088162249560771e-08,1.2528556442876255e-07,4.3677903506309476e-10,1.4431244881498532e-09,3.2842890071215926e-13,5.301993635334057e-09,8.104861357427087e-11,3.76,0.0,0.5809093899246539,0.9969421791992757,0.0023414695179435696,4.6974071602776376e-05,0.01956419599961674,0.01969426415175133,5.667102104876283e-11,2.0649741063100616e-14,0.00020490083916840728,4.0101988363462236e-07,1.5404199490683718e-05,0.00014364257469236084,4.919253288266579e-05,0.007420418222373917,0.0018992360342261782,0.00013807747354835338,3.438529809435236e-07,0.0002370621883422571,2.9875535707212476e-06,1.6664013715534586e-08,3.0229644103142585e-06,1.1323041667959256e-05,6.883684952387713e-07,3.2305998397760887e-07,1.7879257637986272e-05,1.2891554139867787e-05,0.00011083754663908279,1.2330274919572024e-07,4.3891609912836e-07,4.26302803044157e-06,5.873500612286907e-13,6.985857445157109e-06,1.4485063687588925e-08,1.9562652965619372e-07
3.0285920067809774e-05,0.5997274893602272,0.00018731966082803926,1.1785690531813204e-05,8.919184854120697e-05,0.00673731232463529,0.0,0.0,0.0014584455559115601,3.454838122564822e-05,9.140704766790132e-05,7.497991686647701e-07,2.756722688394791e-07,2.7659658119750528e-14,7.063712354781214e-11,2.5863758176645268e-08,5.157142655652677e-05,9.256011761590812e-06,3.751819931220273e-09,9.227529843868622e-14,2.80351070190479e-07,7.199896643991553e-14,1.1197521347502302e-09,4.1012656274722494e-07,4.272438650171264e-08,2.085996573570485e-05,5.65872914718458e-11,9.900696933747111e-08,1.356592547533532e-07,4.717945644025524e-10,1.5537722362891319e-09,3.5752197378888955e-13,5.578834755690233e-09,9.213740483305193e-11,3.76,0.0,0.5802137886139606,0.99682162204254,0.002450992151086221,4.93609943979665e-05,0.019831282380532774,0.019968678532454934,5.7444877216788434e-11,2.1208173551203124e-14,0.00020487606177125434,4.2070085677620615e-07,1.6185540140910862e-05,0.00014806221800590377,5.077024409284291e-05,0.007746085788737881,0.001979994864152035,0.00013966714728094536,3.602864435954702e-07,0.00024207774013414304,3.116339045510061e-06,1.7674682824242535e-08,3.1536219039498684e-06,1.1899774567438277e-05,7.437495442188316e-07,3.483058148977509e-07,1.8840060023915582e-05,1.4019382052529737e-05,0.00011602447442037183,1.2706748671549212e-07,4.697098284043085e-07,4.698267603342706e-06,6.235674439386526e-13,7.347510555966236e-06,1.5231629098525312e-08,2.1271921615005192e-07
3.0711387137680655e-05,0.5997971602895308,0.00019270826918637887,1.2178441744779535e-05,9.24145136532238e-05,0.007022126747731698,0.0,0.0,0.0015131366588901668,3.758819169986641e-05,9.688024726832902e-05,8.005296373766427e-07,2.996482790500262e-07,3.0837030105869976e-14,7.653752702583094e-11,2.725664843119301e-08,5.3182092988220334e-05,9.977946483399368e-06,4.1155973640159296e-09,9.833267194518619e-14,2.8964242780594307e-07,7.720947162261722e-14,1.18940850263295e-09,4.4363495545781134e-07,4.5686017808767994e-08,2.2127216944582768e-05,5.983220357682569e-11,1.0773213912038669e-07,1.4668543418596265e-07,5.091580086281321e-10,1.6714940774693186e-09,3.888724305437185e-13,5.867519395271097e-09,1.04565959107145e-10,3.76,0.0,0.579505945540948,0.9966974835558615,0.0025646122142631966,5.183013913597026e-05,0.0200978227823473,0.020242874815095364,5.821716263416508e-11,2.1788076086073437e-14,0.00020485054831800875,4.4113202585906105e-07,1.699697725349085e-05,0.00015256278541881003,5.238123602325378e-05,0.008081572395279632,0.0020629783870384755,0.0001413098626390757,3.773101781786555e-07,0.000247145901652,3.248679360797156e-06,1.873313548037058e-08,3.287897830999569e-06,1.2503175408004852e-05,8.029035076637843e-07,3.751872719267226e-07,1.9843245595575926e-05,1.5230897144824855e-05,0.00012140017711513545,1.308992090789832e-07,5.024347633505022e-07,5.170963900439141e-06,6.615424373122895e-13,7.723201128882162e-06,1.6006869070883168e-08,2.310760366616393e-07
3.1136854207551537e-05,0.5998679378719638,0.0001981730784030121,1.2580624390208897e-05,9.572903213017549e-05,0.007314787932786146,0.0,0.0,0.0015687852100548189,4.084160750604933e-05,0.00010263862844836286,8.541096951698646e-07,3.253912130699497e-07,3.4332178426912624e-14,8.284958452982844e-11,2.8708426005902213e-08,5.481020804179727e-05,1.0744483097102938e-05,4.510034246358847e-09,1.0472993259454359e-13,2.99178538309807e-07,8.280318666126348e-14,1.2624692181963152e-09,4.793957931539713e-07,4.87905366776409e-08,2.345500221402294e-05,6.326315797221707e-11,1.1709195759073858e-07,1.583904426484773e-07,5.490009810458275e-10,1.7966538105168417e-09,4.226289290205767e-13,6.168434340062945e-09,1.1847502970180354e-10,3.76,0.0,0.5787856571199523,0.9965696956263657,0.0026824556852762566,5.438288393191182e-05,0.020363804022111746,0.020516851061181146,5.89878396577305e-11,2.2390553527197303e-14,0.00020482428480860694,4.623326346423357e-07,1.7839301887011025e-05,0.00015714432027511035,5.4025800636334424e-05,0.008427045108098325,0.0021482103716399313,0.00014300794485115802,3.9493754011525883e-07,0.00025226889046796997,3.38459924616097e-06,1.9841077150989446e-08,3.425817814650749e-06,1.3134271663758265e-05,8.660403533958065e-07,4.037875580242445e-07,2.089059567971516e-05,1.6531254711983596e-05,0.00012697070563876382,1.3479783035206756e-07,5.372072031172942e-07,5.68375504584591e-06,7.013406132664603e-13,8.113298971025278e-06,1.681151575922933e-08,2.507743170980798e-07
3.156232127742242e-05,0.5999398391809717,0.0002037130687859853,1.2992416092269527e-05,9.913686931241243e-05,0.0076153863972402485,0.0,0.0,0.0016253694923353374,4.4319111313527433e-05,0.00010869568930634219,9.106725479391726e-07,3.530083990400404e-07,3.8171810458414455e-14,8.959578321243445e-11,3.02208495238875e-08,5.6455153134247186e-05,1.1557477103507905e-05,4.937342108659092e-09,1.1148404405168456e-13,3.0896808902968416e-07,8.880900293785667e-14,1.3390469544302089e-09,5.175271470344659e-07,5.204084693569152e-08,2.4845541644712138e-05,6.689250592089543e-11,1.2712264069628272e-07,1.7080084190412718e-07,5.914610624542435e-10,1.929628461219825e-09,4.589477188557176e-13,6.481969995218943e-09,1.3401789732962213e-10,3.76,0.0,0.578052721013312,0.9964381894133484,0.002804651124073729,5.702059035223008e-05,0.020629212690979424,0.020790605354500544,5.975687000446614e-11,2.3016741377585353e-14,0.00020479725709610368,4.843217701014337e-07,1.8713304388617036e-05,0.0001618067560014028,5.570419929271633e-05,0.008782670209284794,0.002235713598740541,0.00014476370439688504,4.1318169240985335e-07,0.00025744901876083255,3.524119844889101e-06,2.100025776950525e-08,3.5674038492466617e-06,1.3794108799578073e-05,9.333782116404182e-07,4.341924730569078e-07,2.1983974890217486e-05,1.7925855352884884e-05,0.00013274233093947497,1.3876316658574954e-07,5.741505692495326e-07,6.2394246624912035e-06,7.430293716765607e-13,8.518174959039558e-06,1.7646301557456273e-08,2.7189500415622493e-07
3.19877883472933e-05,0.6000128811020626,0.000209327084727961,1.3413993659096118e-05,0.00010263940509819212,0.007924009894868484,0.0,0.0,0.001682866510889577,4.803137359158708e-05,0.00011506550882527851,9.703565894424257e-07,3.8261205624522917e-07,4.238433596368073e-14,9.679933232568233e-11,3.179568574369796e-08,5.811630266442808e-05,1.2418801316169616e-05,5.399862526197345e-09,1.1861275162551866e-13,3.190202179231405e-07,9.525799833622552e-14,1.419254624528827e-09,5.581511423166894e-07,5.54396946472573e-08,2.6301116027267032e-05,7.073346662157211e-11,1.3786180586351774e-07,1.8394337501034927e-07,6.366819322001823e-10,2.070808352823746e-09,4.979928357752927e-13,6.808519602316874e-09,1.5136126183811835e-10,3.76,0.0,0.5773069364808718,0.9963028953664954,0.0029313295936631563,5.974460209933762e-05,0.02089403515959391,0.02106413580303851,6.05242147669152e-11,2.3667804095359304e-14,0.0002047694508855423,5.071182984805597e-07,1.961977221051379e-05,0.00016654990841660482,5.741665981838091e-05,0.009148612918356943,0.0023255097802519276,0.00014657943420476633,4.320555571888831e-07,0.00026268869254302685,3.667258450934902e-06,2.221247222238805e-08,3.712674032750771e-06,1.4483748667934207e-05,1.0051433697918731e-06,4.6649034815203657e-07,2.3125334323814807e-05,1.9420350688664557e-05,0.0001387215511962413,1.4279492927351822e-07,6.133958198216332e-07,6.8409077159771475e-06,7.86677959749842e-13,8.938200188472607e-06,1.8511957264541446e-08,2.94522743435074e-07
3.241325541716418e-05,0.6000870802992817,0.00021501382843824708,1.3845532573900613e-05,0.00010623792503113206,0.00824074317013846,0.0,0.0,0.0017412520286400933,5.198923422115595e-05,0.00012176276515846262,1.0333055482525525e-06,4.1431938192249887e-07,4.699991601806593e-14,1.0448413798567688e-10,3.343470561153888e-08,5.979302471782072e-05,1.3330342244383847e-05,5.900072171461818e-09,1.2613461190247028e-13,3.293445300020665e-07,1.0218358693377802e-13,1.5032050760364396e-09,6.013939479059883e-07,5.898965774862763e-08,2.782406747186181e-05,7.48001749406302e-11,1.4934847919259656e-07,1.978449245432654e-07,6.848134823546278e-10,2.220597135847554e-09,5.399362907833626e-13,7.148478401363989e-09,1.7068617564152052e-10,3.76,0.0,0.5765481047492218,0.9961637432474129,0.003062624569213326,6.255624366487512e-05,0.021158257584225782,0.021337440540809865,6.128983442990604e-11,2.4344933093034474e-14,0.0002047408517393498,5.307407985213374e-07,2.0559487583510474e-05,0.00017137346815538436,5.916337355789145e-05,0.00952503709704613,0.0024176194757771136,0.00014845740652350597,4.5157176524726793e-07,0.00026799041077603793,3.814028243890476e-06,2.347956077287836e-08,3.861642297112604e-06,1.5204267722486311e-05,1.081570230420873e-06,5.007719626590182e-07,2.431671474191066e-05,2.1020648590194717e-05,0.0001449150989533315,1.4689271892764452e-07,6.550818805155287e-07,7.491296505736119e-06,8.323574885255085e-13,9.373745057625101e-06,1.940921011659366e-08,3.1874594960876114e-07
3.283872248703506e-05,0.6001624531806878,0.00022077185404431647,1.4287206469103393e-05,0.00010993361134289808,0.008565667704129986,0.0,0.0,0.0018005006063092843,5.620368283438745e-05,0.00012880275376332312,1.0996686342543477e-06,4.4825262555843596e-07,5.2050502635645526e-14,1.1267477134649632e-10,3.513968004963517e-08,6.148468172218876e-05,1.4293996314114545e-05,6.440587804360318e-09,1.340690227898522e-13,3.3995111356643543e-07,1.0962167655335227e-13,1.5910107584679214e-09,6.473857519984997e-07,6.26931360834617e-08,2.9416799929942402e-05,7.910772968443875e-11,1.616230981797896e-07,2.125324696741958e-07,7.360119124518415e-10,2.3794117700014856e-09,5.849582578559483e-13,7.502242739382705e-09,1.9218901863621746e-10,3.76,0.0,0.5757760294000204,0.9960206621546152,0.0031986718350704682,6.545681895151681e-05,0.021421865913676386,0.021610517729595335,6.205368888863905e-11,2.5049344289514293e-14,0.0002047114450874761,5.552074915046856e-07,2.153322505302034e-05,0.00017627699326985493,6.094449242794836e-05,0.009912104937857387,0.0025120620069215213,0.00015039986946600422,4.7174260379569823e-07,0.0002733567643610017,3.964438022587362e-06,2.4803409416260043e-08,4.014318137120036e-06,1.5956755047470277e-05,1.162901229887458e-06,5.371304429108708e-07,2.556024972326128e-05,2.2732917840088623e-05,0.00015132994815712244,1.5105601883316285e-07,6.99356092400435e-07,8.193846804748792e-06,8.801409460731705e-13,9.825178286666566e-06,2.0338781686584308e-08,3.446568674187701e-07
3.3264189556905944e-05,0.6002390158620768,0.0002265995621304298,1.473918658558673e-05,0.00011372753401559439,0.008898861452861102,0.0,0.0,0.0018605856469215297,6.068583794001981e-05,0.00013620140530745323,1.1696006843254454e-06,4.84539149145845e-07,5.756987113324266e-14,1.213964305365532e-10,3.691237547204916e-08,6.319063105215913e-05,1.5311665938328827e-05,7.024171168370872e-09,1.4243625371828043e-13,3.508505561508651e-07,1.176108328336681e-13,1.6827833777322184e-09,6.962607227186494e-07,6.655234188332195e-08,3.108177959790885e-05,8.367224219180426e-11,1.7472750958610804e-07,2.2803304218420823e-07,7.904398021963e-10,2.547682461950535e-09,6.332472295180241e-13,7.870209128642873e-09,2.1608251399370056e-10,3.76,0.0,0.5749905167764877,0.9958735805520937,0.003339609369498486,6.844760986359513e-05,0.021684845896954148,0.021883365560566654,6.281573747037266e-11,2.578227541723822e-14,0.00020468121622717008,5.805361688813347e-07,2.2541748883920215e-05,0.000181259902085536,6.276012599879496e-05,0.010309976637018783,0.0026088553696856816,0.00015240904322774454,4.925799625999884e-07,0.0002787904349914128,4.118491941914281e-06,2.61859501614467e-08,4.170706342355179e-06,1.674231019965864e-05,1.2493867149351455e-06,5.756611419792941e-07,2.68581687707e-05,2.4563592152048192e-05,0.00015797332105791935,1.5528418903646392e-07,7.463746760043329e-07,8.951984148570685e-06,9.301032057962584e-13,1.0292865873593644e-05,2.1301385654895604e-08,3.7235162236185436e-07
