Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783)
0.010600197403474626,0.5366022771745385,1.632868436939119e-07,2.7406872841880602e-08,8.767489723274319e-07,0.001407465906934812,0.0,0.0,0.0007506893391639815,0.0007751506017220667,0.0012626133579348169,2.6548221585193393e-06,1.8965171121287403e-09,1.6240308591955033e-22,4.498543471528695e-16,1.274618640673738e-10,1.136970815082366e-07,7.958363796405407e-06,6.144889795861114e-11,5.756582908719181e-16,2.3036704863855003e-06,4.772883144125552e-15,1.0098232468760637e-12,6.550500244574437e-09,1.9854012054201233e-10,5.8625200467345295e-05,2.009712458000344e-13,6.316882659633005e-09,4.918298529250522e-10,7.886254775756383e-14,8.996378188654948e-12,2.3017712335993237e-13,6.001944974052019e-10,1.9085610834543403e-11,3.76,0.0,0.8427649014955252,0.9936042795019038,0.008019732413081352,1.6743980526726865e-05,0.09942435306604841,0.10079374079105359,3.766101529051878e-12,1.72473642736318e-16,3.5936930195431724e-05,6.9276260087455655e-09,1.9924544523659863e-06,2.884610817430214e-06,6.259643458198545e-07,0.008377827356454705,0.001385427855127455,1.1446058111556925e-06,4.311624084536174e-09,0.0002592827812746012,1.6402631961920444e-07,1.0521035213112784e-07,2.153310435241032e-07,1.8014574216024097e-07,1.8358668303852868e-09,4.191394789156303e-09,9.027950541897693e-07,2.59765066830374e-06,4.4434562528811625e-06,3.0802969807507036e-08,4.1617040510059346e-07,4.351108551259865e-05,3.3218907684916494e-14,3.3119979629123174e-06,6.306772189498556e-08,5.592439514437033e-07,1.2289460364447198e-12,1.6586058062799912e-10,1.3640440649946275e-12,4.89094416858285e-09
0.010624690420688181,0.5366263276920495,1.6410345391399937e-07,2.764134080510757e-08,8.828622033024522e-07,0.0014159603353931655,0.0,0.0,0.0007532567253916076,0.0007803293016972874,0.0012717359856390046,2.68836721941861e-06,1.9229705777330265e-09,1.6582860020112125e-22,4.570379073378841e-16,1.288471942162832e-10,1.1438363618693012e-07,8.055688417123318e-06,6.2543878855312e-11,5.822234208736364e-16,2.3141369454473605e-06,4.795199697355969e-15,1.0208190351925845e-12,6.639804335168188e-09,2.0040942112294957e-10,5.931761200163942e-05,2.0264379969970785e-13,6.400559210577972e-09,4.979908221747559e-10,8.025250137427406e-14,9.153951428851391e-12,2.3365174246976136e-13,6.057512651136397e-10,1.941174988479705e-11,3.76,0.0,0.8424758060435363,0.9935591593314603,0.008082249505669232,1.6860628735306136e-05,0.09963548506494846,0.10101512053049821,3.774099017085298e-12,1.7284604838404332e-16,3.593529827788748e-05,6.989887170705728e-09,2.0103652856739384e-06,2.903099932338222e-06,6.301396888678137e-07,0.008439247989535482,0.0013953596488389967,1.1523340909015247e-06,4.348555218184411e-09,0.0002608919308443849,1.6502681075202935e-07,1.0644901720118881e-07,2.1662618731345485e-07,1.820516018644824e-07,1.862005056292333e-09,4.2494570860313545e-09,9.147168298947024e-07,2.6334831291889743e-06,4.483696790846635e-06,3.099761580915235e-08,4.200379287624733e-07,4.404217147544418e-05,3.360680861641351e-14,3.3401471265312655e-06,6.35980062988398e-08,5.669072644057717e-07,1.2457862252945045e-12,1.6930599043783963e-10,1.3908114200632401e-12,4.9639644444945655e-09
0.010673676455115294,0.5366744867055646,1.6574817641207143e-07,2.8116166130576318e-08,8.95213028683273e-07,0.0014330657437693858,0.0,0.0,0.0007584148714206692,0.0007907830045999802,0.001290197449058081,2.7566947073645708e-06,1.976926134429757e-09,1.7289334762991383e-22,4.71740267696214e-16,1.316606234173085e-10,1.1576938691550074e-07,8.253897502219969e-06,6.47903539915789e-11,5.955585406731688e-16,2.335137533392956e-06,4.84000007103253e-15,1.043150927516444e-12,6.821909900395012e-09,2.0420047841213117e-10,6.07245637631472e-05,2.0602670376706333e-13,6.570916472666754e-09,5.105328190094056e-10,8.310403681025017e-14,9.477272732902912e-12,2.4074862346712817e-13,6.170081253156167e-10,2.007964492455709e-11,3.76,0.0,0.8418964618874417,0.9934680019470885,0.008208570276497984,1.7096032731891186e-05,0.10005738211854123,0.10145776023682603,3.790080093733323e-12,1.7359051559766176e-16,3.5932001274942304e-05,7.115959159971772e-09,2.0466295177963307e-06,2.9404251029554363e-06,6.385736850732544e-07,0.008563259855577134,0.00141540453423118,1.1679798606558787e-06,4.423301107380585e-09,0.00026415051208779545,1.670430071208132e-07,1.089659263556809e-07,2.192357160707989e-07,1.859204418408987e-07,1.915357498004872e-09,4.367893472109926e-09,9.390580010229829e-07,2.7065430817888576e-06,4.56537253447206e-06,3.139047350352101e-08,4.2786644361037924e-07,4.5124296107281154e-05,3.439493547229698e-14,3.3971078506268653e-06,6.467082992213703e-08,5.825293904717016e-07,1.2801159656292294e-12,1.764061459963607e-10,1.4459034542585777e-12,5.113258770278949e-09
0.010717627190093858,0.5367177620998523,1.672370074974752e-07,2.8548961795661286e-08,9.06437083557941e-07,0.0014485459809296768,0.0,0.0,0.0007630695156402248,0.0008002726115011922,0.0013070100015139742,2.8194312215427267e-06,2.0265498134098118e-09,1.7948245802279413e-22,4.853212265679483e-16,1.342341930365232e-10,1.170272178216966e-07,8.435853666551876e-06,6.687177172493941e-11,6.077590846109712e-16,2.3540561904611795e-06,4.880385551377752e-15,1.0635798884825199e-12,6.989347688323687e-09,2.0766233954316773e-10,6.20124057574519e-05,2.091053024097346e-13,6.727232082198886e-09,5.22040090649984e-10,8.574595204111534e-14,9.77689088398234e-12,2.472871884511159e-13,6.272727680200074e-10,2.0697036801201266e-11,3.76,0.0,0.8413753451857158,0.9933851623855422,0.008323382004319176,1.730965476166709e-05,0.10043549302726194,0.1018547659858598,3.804402591148618e-12,1.7425807043641533e-16,3.592900511308155e-05,7.230853860437534e-09,2.0796748013675354e-06,2.974311602561797e-06,6.462363995499974e-07,0.008675865871233129,0.0014335966022755112,1.1822348083464127e-06,4.4913794724426836e-09,0.00026712043508180747,1.688693631446927e-07,1.1126975018284208e-07,2.2159901801614517e-07,1.8945744212063598e-07,1.9644732813223012e-09,4.47683370487018e-09,9.61474940250764e-07,2.7737075863718966e-06,4.640030758385045e-06,3.174703800586139e-08,4.349976071689684e-07,4.611830167584933e-05,3.511625912794138e-14,3.448974657445271e-06,6.564745339811669e-08,5.968875891551306e-07,1.3116682146006365e-12,1.8302154584368076e-10,1.4971540740252422e-12,5.250987316756604e-09
0.010761577925072421,0.536761101530147,1.6873842649720556e-07,2.8988274064409248e-08,9.177980222897374e-07,0.0014641530422101771,0.0,0.0,0.0007677496214713937,0.0008098679745332344,0.0013240616315434795,2.8835544421172297e-06,2.0773492524164504e-09,1.863177051394835e-22,4.992815979264877e-16,1.3685532205895255e-10,1.1829898222865773e-07,8.621799334748168e-06,6.90174379434729e-11,6.201870982354136e-16,2.3730473526089064e-06,4.920951276812718e-15,1.0843873224099376e-12,7.160709486202644e-09,2.1118249191813192e-10,6.332482524858638e-05,2.1222557080899538e-13,6.886896881194318e-09,5.33793396274305e-10,8.846933856692825e-14,1.0085812344914229e-11,2.5399174719117955e-13,6.376958609258314e-10,2.1332078797023785e-11,3.76,0.0,0.8408529599381325,0.9933013145599064,0.00843960663654615,1.7525587678378755e-05,0.10081320446910479,0.10225164549771551,3.818709957227132e-12,1.7492526068257142e-16,3.592597248407471e-05,7.347459636965678e-09,2.1132084005795013e-06,3.008579326860079e-06,6.539908264784147e-07,0.00878975509106502,0.0014519871110779258,1.196698405924753e-06,4.560432888307613e-09,0.0002701347918711488,1.7071233795022594e-07,1.1361753189141005e-07,2.2398332801629093e-07,1.9305785884004323e-07,2.0147987481302386e-09,4.588368283001718e-09,9.844531951526184e-07,2.842434283585048e-06,4.716017278728837e-06,3.210751715962563e-08,4.422317302467251e-07,4.713469862608774e-05,3.585127093574301e-14,3.5015718548648675e-06,6.66375791049646e-08,6.11576500433596e-07,1.3439472056553682e-12,1.8987729715264706e-10,1.5501892582040884e-12,5.392390622152495e-09
0.010805528660050984,0.5368045059507702,1.702525609941764e-07,2.94342067954734e-08,9.292976448912839e-07,0.0014798878337328567,0.0,0.0,0.0007724553842749761,0.0008195703562627425,0.0013413560608546407,2.9490958282218654e-06,2.1293513617516622e-09,1.934082321690248e-22,5.136319545302528e-16,1.395248926670386e-10,1.1958487440400614e-07,8.811824979544155e-06,7.122929707744473e-11,6.32846618145208e-16,2.392110953867102e-06,4.961697628591767e-15,1.1055802703269693e-12,7.336086635235686e-09,2.1476199762441734e-10,6.466226185336593e-05,2.153880940492773e-13,7.049977372882122e-09,5.457980081576317e-10,9.127668512653604e-14,1.0404323835786752e-11,2.608663385000693e-13,6.482798546648369e-10,2.1985249143361374e-11,3.76,0.0,0.8403292899242941,0.9932164457877615,0.008557261073086997,1.7743857298595848e-05,0.10119051346912206,0.10264840000363305,3.833002079282846e-12,1.7559208893409857e-16,3.5922902929220676e-05,7.465801820835667e-09,2.147237358825302e-06,3.0432329452733747e-06,6.618381791861094e-07,0.008904941639148583,0.001470578088080855,1.211373599484775e-06,4.630475472906085e-09,0.00027319421672385933,1.7257208351112321e-07,1.1601005704107351e-07,2.2638883316501243e-07,1.9672281370027643e-07,2.066363331003797e-09,4.702557826460224e-09,1.0080074252730754e-06,2.9127578647400623e-06,4.793356635465562e-06,3.2471957105480355e-08,4.4957021136984994e-07,4.81740106652664e-05,3.6600215350469654e-14,3.5549097288939613e-06,6.764139158487659e-08,6.266033629495348e-07,1.3769688457108965e-12,1.969819365683076e-10,1.605070554196638e-12,5.53756701403695e-09
0.010849479395029548,0.5368479763284421,1.7177954005033686e-07,2.988686565166772e-08,9.409377764872005e-07,0.0014957512687349115,0.0,0.0,0.0007771870002378959,0.0008293810345634067,0.0013588970693971525,3.0160875960592268e-06,2.1825836569221146e-09,2.007635439916199e-22,5.283831798787029e-16,1.4224380451370774e-10,1.2088509198238646e-07,9.00602321940944e-06,7.350935249357277e-11,6.457417527086048e-16,2.411246927757432e-06,5.002624995431069e-15,1.1271659130194185e-12,7.515572672652996e-09,2.1840194028654612e-10,6.602516303153722e-05,2.1859346729359118e-13,7.216541335777891e-09,5.580593189818201e-10,9.417055577279214e-14,1.073272095346229e-11,2.679150980751598e-13,6.590272393033848e-10,2.2657038678633345e-11,3.76,0.0,0.8398043187276875,0.9931305432148722,0.008676362432319283,1.7964489804235924e-05,0.1015674170097474,0.1030450307562491,3.8472788430154706e-12,1.7625855790560062e-16,3.5919795983604434e-05,7.585906132722583e-09,2.1817688188830024e-06,3.0782771915113942e-06,6.697796895996285e-07,0.009021439805700878,0.0014893715821415602,1.2262633757668435e-06,4.701521558781352e-09,0.00027629935295764134,1.744487533966484e-07,1.1844812506744876e-07,2.2881572244569182e-07,2.0045344869191542e-07,2.119197187324068e-09,4.81946437408778e-09,1.0321526822609496e-06,2.9847137628543227e-06,4.872073840566932e-06,3.284040458156055e-08,4.5701447024913574e-07,4.923677411400335e-05,3.7363341187989425e-14,3.6089987140097344e-06,6.865907790957984e-08,6.419755666522579e-07,1.4107493741809822e-12,2.043443010766556e-10,1.6618616350204751e-12,5.686617486873211e-09
0.010937380864986674,0.5369351188840106,1.7487255360702e-07,3.0812793493036004e-08,9.646469938478731e-07,0.0015278677578477767,0.0,0.0,0.0007867285805126383,0.0008493324698346526,0.0013947342410841688,3.1545550467340485e-06,2.292851974403764e-09,2.1630835007645694e-22,5.591333268121399e-16,1.4783333843581334e-10,1.2352931137678546e-07,9.407319012221461e-06,7.828237052425822e-11,6.722556631823533e-16,2.4497357249473136e-06,5.0850243672863965e-15,1.1715447097039108e-12,7.887256886705924e-09,2.2586758240596994e-10,6.882918906870184e-05,2.2513519319496955e-13,7.560397315406799e-09,5.833742290500502e-10,1.0022853276523143e-13,1.1420400472113058e-11,2.8255216349675393e-13,6.810223441711927e-10,2.405850375737418e-11,3.76,0.0,0.8387504061246915,0.9929555843756946,0.008918975502945195,1.8412950065611417e-05,0.10231999542576026,0.1038379261215856,3.875785830098468e-12,1.7759042944500323e-16,3.5913468028805524e-05,7.831505987124714e-09,2.2523683264296747e-06,3.1495567776859227e-06,6.859501920520626e-07,0.009258428997527294,0.001527574425164409,1.2566988297780945e-06,4.8466826446935306e-09,0.0002826493788525472,1.7825348720373193e-07,1.2346415842636543e-07,2.3373441750477104e-07,2.081164302944235e-07,2.228797072607165e-09,5.061683919086049e-09,1.0822785094487154e-06,3.1336680426245492e-06,5.033744262575722e-06,3.3589511557382154e-08,4.7222610863219993e-07,5.143486551356998e-05,3.893315470462829e-14,3.7194725097474014e-06,7.073683320933483e-08,6.737863320386662e-07,1.4806537562498216e-12,2.1987910426409514e-10,1.7814388195864972e-12,5.996758445139462e-09
0.011015812036704462,0.5370131054398578,1.776770069893383e-07,3.1662758622081497e-08,9.86294866226176e-07,0.0015569676677750885,0.0,0.0,0.0007953314302735064,0.0008675130280317586,0.0014275816288485653,3.2833364629675864e-06,2.395679054216026e-09,2.3117385918087055e-22,5.880381396834188e-16,1.52996537705905e-10,1.2593904789956335e-07,9.78043101139479e-06,8.279249704617819e-11,6.967507509971532e-16,2.4843215487412427e-06,5.159161472429151e-15,1.2125421561256495e-12,8.2337426772882e-09,2.3274414537494337e-10,7.14216920479404e-05,2.311229088115746e-13,7.879666743605033e-09,6.068844446431596e-10,1.0595301762966399e-13,1.2070483970523766e-11,2.962433233325449e-13,7.012249284737279e-10,2.5376970503241136e-11,3.76,0.0,0.8378054794141421,0.9927958536155193,0.009140509732862446,1.8821339705776917e-05,0.10299009294015132,0.10454499174209386,3.90116851591569e-12,1.7877762426311798e-16,3.590769084695494e-05,8.056858123108104e-09,2.3171311475089324e-06,3.2145239002961568e-06,7.00708993261204e-07,0.009474459302229687,0.0015623659380544347,1.2846102100754142e-06,4.97973913409766e-09,0.00028847617328722855,1.8170700443554523e-07,1.2810175798747962e-07,2.3819729605186408e-07,2.1518732041474286e-07,2.3311883819834214e-09,5.287625202037659e-09,1.1291567761775972e-06,3.2724521569944045e-06,5.182906557335664e-06,3.427191673268718e-08,4.861705495214297e-07,5.3480898423667374e-05,4.03842788827309e-14,3.820686696892595e-06,7.26394868234344e-08,7.034122474802683e-07,1.5457569101978993e-12,2.347042496072361e-10,1.895256592208357e-12,6.287622481085097e-09
0.01109424320842225,0.5370913173329044,1.8052438638731532e-07,3.253583639139475e-08,1.008419152487252e-06,0.0015864914812815211,0.0,0.0,0.0008040196354243988,0.0008860586291430316,0.0014612745497468804,3.4172633848208465e-06,2.502871366360802e-09,2.470440947851235e-22,6.183996957478069e-16,1.58331376978081e-10,1.2839757480105518e-07,1.0168343336023635e-05,8.755313909039543e-11,7.220620728255057e-16,2.5191368091416304e-06,5.233881295556025e-15,1.2549059979838826e-12,8.594842508676022e-09,2.3983070173113765e-10,7.410247111616414e-05,2.3725659897983553e-13,8.211121596592925e-09,6.312999914850565e-10,1.1199582998204908e-13,1.275697780381495e-11,3.105567140848095e-13,7.219876151990202e-10,2.6762807461262643e-11,3.76,0.0,0.8368561499107275,0.992632626904808,0.009366922618442573,1.9237669930967647e-05,0.10365885131442917,0.10525168335029922,3.926500476711969e-12,1.7996372165625303e-16,3.590178722269668e-05,8.288231543710168e-09,2.3836076564820297e-06,3.280809733237234e-06,7.157871798304533e-07,0.00969489184305473,0.0015978345664878612,1.3132523165614207e-06,5.116219496459908e-09,0.0002944587559359577,1.8521682097615287e-07,1.3289721686840467e-07,2.427312284444088e-07,2.2248571266403774e-07,2.4381154039431973e-09,5.5232309101985935e-09,1.1781651538982131e-06,3.4170089994858994e-06,5.3368598241802855e-06,3.4967819927700856e-08,5.004744644983322e-07,5.5610380924271365e-05,4.1884558642017364e-14,3.924458640054488e-06,7.45892884763362e-08,7.342575732627408e-07,1.6135397220137536e-12,2.5049916738188494e-10,2.0162281114588025e-12,6.592489390587467e-09
0.011172674380140038,0.5371697605106993,1.83415469939917e-07,3.343269430211921e-08,1.0310311456595824e-06,0.0016164446411077037,0.0,0.0,0.0008127943386391947,0.0009049770918602092,0.0014958366557682812,3.556548066911936e-06,2.6146082958019358e-09,2.639869535420768e-22,6.502916018962999e-16,1.6384361941551963e-10,1.309061441699144e-07,1.0571664692575106e-05,9.257799034871562e-11,7.482156462443097e-16,2.5541811099200735e-06,5.309186326145283e-15,1.2986822528143283e-12,8.97117252378751e-09,2.471342358616908e-10,7.687436394628379e-05,2.435400097314629e-13,8.555195034180366e-09,6.56656152273339e-10,1.1837459103984199e-13,1.3481910608027178e-11,3.2551955191158885e-13,7.433260329652426e-10,2.82192911161952e-11,3.76,0.0,0.8359023171214206,0.9924658248409656,0.00959831949868212,1.9662103204846845e-05,0.104326251825164,0.10595800886919168,3.951781003276315e-12,1.8114874144584613e-16,3.5895754284178046e-05,8.525786738131443e-09,2.4518421452574936e-06,3.348443281073159e-06,7.311923708091388e-07,0.009919813909468075,0.0016339927312429988,1.342643621548283e-06,5.256213059386283e-09,0.0003006011166597388,1.8878386015023485e-07,1.378555986030089e-07,2.473373491831468e-07,2.3001885570008104e-07,2.5497773095212457e-09,5.768907784552177e-09,1.2294043661779686e-06,3.567567943591855e-06,5.495764033964282e-06,3.567750581948262e-08,5.151467214782886e-07,5.7826845327490635e-05,4.343557190420759e-14,4.030853109002153e-06,7.65873939778974e-08,7.663700032954912e-07,1.684106999029545e-12,2.6732593020695026e-10,2.1447990383547992e-12,6.912036676132742e-09
0.011251105551857826,0.5372484410583861,1.8635105028792815e-07,3.4354020659691154e-08,1.0541424190571593e-06,0.0016468326639505475,0.0,0.0,0.000821656690049495,0.0009242764017284967,0.0015312922677605783,3.701412072348967e-06,2.731076467881317e-09,2.8207488485320854e-22,6.837912452855698e-16,1.6953923142779374e-10,1.3346604833796766e-07,1.0991029955796965e-05,9.788149527732875e-11,7.7523831431642615e-16,2.5894540493516995e-06,5.385079140860618e-15,1.3439185667960073e-12,9.363375841918461e-09,2.5466199259889835e-10,7.974029985441031e-05,2.499770012578063e-13,8.912335141572035e-09,6.829896888911157e-10,1.2510790935827079e-13,1.4247424640002654e-11,3.4116023072658815e-13,7.652562645871276e-10,2.9749853764815776e-11,3.76,0.0,0.8349438783712672,0.992295366080927,0.00983480816651521,2.009480622495937e-05,0.10499227526827333,0.10666397647186096,3.977009368191683e-12,1.8233270487457866e-16,3.588958908936262e-05,8.76968857519072e-09,2.521880020533171e-06,3.4174542071427106e-06,7.469323801799492e-07,0.010149314626653227,0.0016708530857223376,1.372803048698275e-06,5.399811558523812e-09,0.0003069073470619074,1.924090606035105e-07,1.4298212810083667e-07,2.520168110021875e-07,2.3779423366839845e-07,2.6663821071797857e-09,6.025079710290082e-09,1.2829800059809663e-06,3.7243671052757273e-06,5.6597847283239665e-06,3.6401265058859265e-08,5.301964385316602e-07,6.013397796465336e-05,4.5038947549014497e-14,4.139936539068243e-06,7.86349871797872e-08,7.997990040117348e-07,1.7575674436862632e-12,2.852505119464952e-10,2.2814425889127032e-12,7.246975141678449e-09
0.011329536723575614,0.537327365203433,1.893319336845561e-07,3.530052524422674e-08,1.0777648328511351e-06,0.001677661140774369,0.0,0.0,0.0008306078469588013,0.0009439647138404699,0.0015676663952739795,3.852086705353182e-06,2.8524700337086226e-09,3.013853207222341e-22,7.189800399139169e-16,1.7542439108743566e-10,1.3607862154930578e-07,1.1427101327568529e-05,1.0347889088663909e-10,8.031577734723654e-16,2.624955220142806e-06,5.461562406610059e-15,1.390664281847607e-12,9.77212380833719e-09,2.6242148810034563e-10,8.270330291301646e-05,2.565715526901835e-13,9.283005439401077e-09,7.103389113949384e-10,1.3221544436711302e-13,1.5055782265364596e-11,3.5750837339522526e-13,7.877948611090667e-10,3.1358090925743943e-11,3.76,0.0,0.8339807287559737,0.9921211672916916,0.010076498928070894,2.0535950059180516e-05,0.10565690194697172,0.1073695945900212,4.0021848253785944e-12,1.8351563470137495e-16,3.588328862424194e-05,9.020106429205294e-09,2.593767834650059e-06,3.4878728318249045e-06,7.630152181997366e-07,0.010383484992106387,0.0017084285195775603,1.4037499845184789e-06,5.547109205811371e-09,0.00031338164291627865,1.9609337634471165e-07,1.482821969251938e-07,2.5677078489888743e-07,2.4581957377613703e-07,2.788147046662501e-09,6.292188434123147e-09,1.3390027725404618e-06,3.887653652549401e-06,5.8290932221475065e-06,3.7139394187136616e-08,5.456329932808367e-07,6.253562605953798e-05,4.669636714504977e-14,4.2517770704759975e-06,8.073328055081222e-08,8.345958742684302e-07,1.8340337851628123e-12,3.0434303678828226e-10,2.4266612803838597e-12,7.598050562364322e-09
0.011407967895293402,0.5374065393180387,1.9235893942958438e-07,3.627293996730636e-08,1.101910540233828e-06,0.0017089357371151863,0.0,0.0,0.0008396489735634535,0.0009640503555121926,0.0016049847570563124,4.00881346599141e-06,2.9789909672046443e-09,3.2200109446827196e-22,7.5594364010492545e-16,1.8150549599654713e-10,1.3874524167500438e-07,1.1880569550462106e-05,1.0938625082150201e-10,8.32002599972447e-16,2.6606842093612456e-06,5.538638883712575e-15,1.4389704986509342e-12,1.0198117308762775e-08,2.704205218274144e-10,8.576649518302668e-05,2.6332776438950753e-13,9.667685410253463e-09,7.387437508187407e-10,1.3971797819198957e-13,1.590937283972113e-11,3.7459488568807154e-13,8.109588558199278e-10,3.304776912573985e-11,3.76,0.0,0.8330127610935446,0.9919431430995259,0.010323504663365343,2.0985710287618313e-05,0.10632011165943055,0.10807487192286457,4.027306609627699e-12,1.8469755526720905e-16,3.5876849800997814e-05,9.277214295370485e-09,2.667553311552824e-06,3.5597301154444658e-06,7.794490879989892e-07,0.010622417912791409,0.0017467321623465212,1.435504287404175e-06,5.698202751083635e-09,0.000320028306641653,1.9983777611399118e-07,1.5376136875788951e-07,2.616004594430822e-07,2.5410285385897845e-07,2.9152990350962863e-09,6.570694297539992e-09,1.397588719984121e-06,4.057684125308808e-06,6.003866812738725e-06,3.789219540414998e-08,5.614660327994891e-07,6.503580493125642e-05,4.840956674684343e-14,4.366444588069988e-06,8.288351575004291e-08,8.70813806975148e-07,1.913622914803576e-12,3.246780267297982e-10,2.5809886738651857e-12,7.966045442776232e-09
0.01148639906701119,0.5374859699233738,1.9543290165585127e-07,3.727201962286444e-08,1.12659199453956e-06,0.0017406621932941385,0.0,0.0,0.000848781240552893,0.0009845418289260706,0.0016432738021715885,4.171844526908271e-06,3.1108493722745417e-09,3.4401058629138535e-22,7.947721129884893e-16,1.877891703439132e-10,1.414673317127955e-07,1.2352155175161721e-05,1.1562053213256459e-10,8.618022758587348e-16,2.696640598369775e-06,5.616311429002424e-15,1.4888901345435652e-12,1.0642088148140779e-08,2.786671877275438e-10,8.893310006036883e-05,2.7024986384472906e-13,1.0066871042610702e-08,7.682458357683043e-10,1.4763746637305793e-13,1.6810719826462635e-11,3.924520120601457e-13,8.347657772904744e-10,3.482283405814832e-11,3.76,0.0,0.8320398658751772,0.991761206038059,0.010575940888296907,2.144426714996964e-05,0.10698188368617242,0.10877981744623423,4.0523739361222724e-12,1.858784925747573e-16,3.58702694561244e-05,9.541190899583333e-09,2.7432853640122357e-06,3.6330577114028485e-06,7.962424012468513e-07,0.010866208242578886,0.0017857773870554288,1.4680862952936573e-06,5.853191542760371e-09,0.0003268517498195095,2.0364324422529105e-07,1.594253850423813e-07,2.6650704167799866e-07,2.6265231097400583e-07,3.048075062892625e-09,6.861077037304122e-09,1.45885951783962e-06,4.2347247641650096e-06,6.184288996691388e-06,3.865997710820595e-08,5.777054840200449e-07,6.7638705521947e-05,5.0180338755504575e-14,4.48401076176711e-06,8.508696420659016e-08,9.085079523398187e-07,1.99645602509988e-12,3.463346685818504e-10,2.744991238172061e-12,8.351780864631776e-09
0.011564830238728977,0.5375656636927835,1.9855466848004119e-07,3.829854264447438e-08,1.1518219561493935e-06,0.0017728463245624956,0.0,0.0,0.0008580058247340588,0.0010054478137313011,0.0016825607317692655,4.341443233841128e-06,3.2482638015808026e-09,3.675082392156658e-22,8.355602377741953e-16,1.9428227461265337e-10,1.4424636156270317e-07,1.2842609885962798e-05,1.221996247759663e-10,8.925872203192472e-16,2.732823962762661e-06,5.694582999217333e-15,1.5404780009196893e-12,1.1104800498965675e-08,2.8716988620642034e-10,9.220644574650454e-05,2.7734221220974445e-13,1.0481075395064399e-08,7.988885731188162e-10,1.5599710879077152e-13,1.776248847461752e-11,4.1111339370866e-13,8.592336644814075e-10,3.668741914281111e-11,3.76,0.0,0.8310619312153669,0.9915752664950781,0.010833925818007099,2.1911805698568485e-05,0.10764219677718763,0.1094844404221423,4.077385999950327e-12,1.8705847440841815e-16,3.586354434850511e-05,9.812219837097295e-09,2.8210141194815766e-06,3.707887973449764e-06,8.134037825680587e-07,0.011114952820120849,0.0018255778138011466,1.501516835063808e-06,6.01217760338877e-09,0.00033385649573590973,2.075107809104195e-07,1.6528017081976803e-07,2.714917574673452e-07,2.714764498094001e-07,3.1867226678294934e-09,7.163836606289903e-09,1.5229427245986872e-06,4.419051848095171e-06,6.37054969681658e-06,3.944305389127259e-08,5.943615646985404e-07,7.034870227409182e-05,5.2010533848281824e-14,4.604549087878079e-06,8.73449277075706e-08,9.477354825674926e-07,2.0826587518635313e-12,3.6939712051526174e-10,2.9192704949176955e-12,8.756118431229439e-09
0.011643261410446765,0.5376456274557553,2.0172510163916128e-07,3.935331181702708e-08,1.1776134986822238e-06,0.0018054940212615769,0.0,0.0,0.0008673239086830112,0.0010267771696035335,0.0017228735214970734,4.5178846304908996e-06,3.3914615880729778e-09,3.925951839873131e-22,8.784077588097154e-16,2.0099191467257311e-10,1.4708384996525662e-07,1.3352717885198729e-05,1.2914240339239497e-10,9.24388818115741e-16,2.7692338723066235e-06,5.773456654570019e-15,1.5937908756343259e-12,1.1587052421636975e-08,2.959373384431306e-10,9.558996884275457e-05,2.8460930471375656e-13,1.0910829176044721e-08,8.307172330450013e-10,1.6482144004003053e-13,1.876749397999807e-11,4.3061413013792325e-13,8.843810818276088e-10,3.8645854499515645e-11,3.76,0.0,0.8300788428011723,0.9913852326580412,0.011097580431559164,2.2388515957126405e-05,0.10830102913878717,0.11018875040862981,4.102341975606602e-12,1.8823753038993856e-16,3.585667115744157e-05,1.0090489694856254e-08,2.9007909485475484e-06,3.7842539207017817e-06,8.309420608964839e-07,0.011368750507181367,0.0018661473133302368,1.535817232066251e-06,6.17526569413415e-09,0.00034104718194843237,2.1144140104578009e-07,1.7133184075492372e-07,2.765558501065664e-07,2.8058405060897684e-07,3.3315004086520735e-09,7.479493980981039e-09,1.5899720738353007e-06,4.610952042939834e-06,6.562845494519171e-06,4.0241746121471e-08,6.11444794956384e-07,7.317036136497385e-05,5.3902062976925955e-14,4.72813493039288e-06,8.965873897353933e-08,9.88555658279808e-07,2.1723613201821893e-12,3.9395479073084324e-10,3.104464993265155e-12,9.17996231036831e-09
