Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82)
0.0022653179987704927,0.5601766846137888,1.8954564628534816e-05,4.258064269279846e-06,4.689331450709576e-05,0.022955253031284678,0.0,0.0,0.003672380896117593,0.004477497908200268,0.01923945793996189,0.0025727889253600884,1.3314449060717322e-06,8.663116668640177e-17,2.0086194694658443e-12,4.16448430064056e-09,0.00012172618233992928,0.0030010232403225624,1.30177008099558e-07,3.529955791395722e-13,9.76765442265581e-06,4.663444909262485e-13,8.591390921870704e-10,4.7499182723936846e-05,5.07977256283677e-07,0.0020820605350817,9.85941222619213e-10,3.204307367428705e-05,5.777520695995193e-05,4.415669489675643e-08,2.3039323445885207e-08,4.599909673480578e-11,3.816827524595396e-08,8.107624630133626e-07,3.76,0.0,0.39830933060982043,0.9412195662808319,0.058579728913057544,0.003738448897907582,0.11202862970754737,0.14036843138264551,3.703462648353802e-11,6.3886306090583286e-15,8.107057080298393e-05,6.784963980839075e-07,7.589305584309324e-05,5.190926066192022e-05,2.472729532963906e-05,0.06500402895038565,0.007407154447677463,9.827051873134785e-05,4.3886234517929515e-07,0.0073888218842975565,5.494558227443404e-06,2.8024851136402747e-06,6.174571845089088e-06,1.5589314078111866e-05,1.429369227221138e-06,7.448880120722537e-07,0.0006884707533428584,6.538009304591997e-05,0.0002264082297270094,1.4935700449222069e-07,2.0218892751187065e-05,0.00389556795350308,8.411240145744589e-12,5.5741011192542316e-05,3.330422436981598e-07,2.977583390232155e-06,6.5965482033438546e-12,3.322355710703409e-08,5.979577915982413e-10,8.15960184193873e-07,5.472568219316221e-13,4.019677553747806e-09,4.2218300006783703e-13,6.561591323759284e-07,2.5624897297874664e-14,8.392188044652292e-13,1.0002761568404364e-10,0.0011455906443397041,1.5206554739736774e-11,0.0003074301287120362,0.00010565060597266905
0.0022698290821968493,0.5602454111962674,1.903420926742633e-05,4.291258802612787e-06,4.717652369609867e-05,0.023087047462177077,0.0,0.0,0.0036816840237608624,0.004503554493109845,0.019447383779630577,0.0026117100933194044,1.3504803329366919e-06,8.855438663160914e-17,2.0434736638542676e-12,4.207373165242979e-09,0.00012235814827553975,0.003028626533554723,1.3236459175203098e-07,3.5676658545144365e-13,9.812802128001704e-06,4.735378777216635e-13,8.685685100674935e-10,4.810797828423674e-05,5.11838798177378e-07,0.0021038662913832294,1.0074765456522753e-09,3.256785113470275e-05,5.8500949516961035e-05,4.4921321257788286e-08,2.3369853884348778e-08,4.663515183848481e-11,3.8526293704097945e-08,8.204491211298776e-07,3.76,0.0,0.39754762414788636,0.9406908192569411,0.05909545305148799,0.003769166523783731,0.11205723748249057,0.14067666422599984,3.7044092125853765e-11,6.412828382189033e-15,8.102502797803257e-05,6.830907285654354e-07,7.635132493727618e-05,5.2124393945830334e-05,2.486342146722954e-05,0.06543804772271375,0.007444439230021625,9.87870274293738e-05,4.417801816708079e-07,0.007446348310304981,5.518665327557926e-06,2.833328922033213e-06,6.201674912272218e-06,1.5746393627751923e-05,1.447941450738379e-06,7.529869216875428e-07,0.0006997059342916369,6.620092519341249e-05,0.0002288934290951397,1.498734762874424e-07,2.05233774303647e-05,0.003954519094674619,8.499207548963568e-12,5.605089384218182e-05,3.3466465698695544e-07,3.012909110113748e-06,6.674805567169222e-12,3.379972870803017e-08,6.086245779783899e-10,8.289712233603155e-07,5.537489457772494e-13,4.066912492026025e-09,4.262445230437939e-13,6.623141480520967e-07,2.587140620029154e-14,8.518586708718034e-13,1.0053117692879932e-10,0.0011579295090667244,1.5325562794950768e-11,0.0003118596740104788,0.00010717816658875014
0.002274340165623206,0.5603143527398181,1.911360190645802e-05,4.324548488452611e-06,4.745964801986401e-05,0.023219066133043045,0.0,0.0,0.0036909329136480627,0.004529592223668485,0.01965713661179496,0.0026510988797113816,1.3696936289534467e-06,9.051182367487963e-17,2.078793337137679e-12,4.250502773041392e-09,0.00012298930263200477,0.0030563398307555277,1.345795266408354e-07,3.6056584698184e-13,9.858155669562708e-06,4.80843431830151e-13,8.780401724125451e-10,4.8721831794146144e-05,5.157015974424888e-07,0.0021258185320164272,1.0294033149159092e-09,3.3099302566572406e-05,5.923206432824143e-05,4.569515587306463e-08,2.3703742571566506e-08,4.7277415431185864e-11,3.88864248422334e-08,8.302430188404045e-07,3.76,0.0,0.3967841525640368,0.9401585091569689,0.05961438129001045,0.003800024603186233,0.11208442144901742,0.14098542398756292,3.7053087122588854e-11,6.437055823059945e-15,8.097917825277094e-05,6.876846198682411e-07,7.68084819676428e-05,5.2338220697030725e-05,2.4999369113788233e-05,0.06587317771556826,0.0074816787995063815,9.930182000263469e-05,4.4469763858659934e-07,0.007504037602061741,5.542648875252545e-06,2.864416420061092e-06,6.228640648317489e-06,1.5904319362149392e-05,1.4666661629547767e-06,7.611229979096113e-07,0.0007110877990776037,6.702797766998136e-05,0.00023139845575534355,1.5038474526453742e-07,2.083225712588683e-05,0.004014206077459467,8.587764852141028e-12,5.635985926870102e-05,3.362777174745556e-07,3.0484545101682322e-06,6.753549527863523e-12,3.4382280061183956e-08,6.194194504051483e-10,8.421432347482479e-07,5.60281433452887e-13,4.114437144708776e-09,4.303228622403788e-13,6.684929772295273e-07,2.6118935573237085e-14,8.646811149583131e-13,1.010341284600021e-10,0.0011703598653948597,1.5444732026360067e-11,0.0003163384943414953,0.00010872224308038318
0.0022788512490495624,0.5603835087062126,1.9192736874814454e-05,4.357931059734062e-06,4.774266307754328e-05,0.02335130350579481,0.0,0.0,0.003700126911793162,0.004555608604502516,0.019868723920870683,0.0026909583875977068,1.3890845704495362e-06,9.250385637314238e-17,2.114581310204153e-12,4.293871062120581e-09,0.00012361960430334282,0.003084161575953313,1.36821936958903e-07,3.6439340088318213e-13,9.903716021458164e-06,4.882624705208995e-13,8.875532011633714e-10,4.9340734591103514e-05,5.195652461995461e-07,0.002147916842298496,1.0517262365519686e-09,3.363747052945773e-05,5.99685282076525e-05,4.647821688908617e-08,2.4040994734991474e-08,4.792589596109036e-11,3.924866253411573e-08,8.40145100180544e-07,3.76,0.0,0.3960189329806822,0.9396226327699095,0.060136512956170056,0.0038310223472482895,0.11211018279973671,0.14129471251400214,3.706161186699544e-11,6.461310295639561e-15,8.093302135062165e-05,6.922776319189402e-07,7.726447281385172e-05,5.255071508315732e-05,2.5135125615204113e-05,0.06630939824537586,0.007518870354097146,9.981484288922196e-05,4.476144436640751e-07,0.007561885788353752,5.566506495681042e-06,2.8957479361537398e-06,6.2554663868162944e-06,1.606308344501731e-05,1.4855429125369857e-06,7.692954946032731e-07,0.0007226174530786571,6.786122198622436e-05,0.00023392329480685238,1.508907377127481e-07,2.1145581332475147e-05,0.004074634457824185,8.676910370943206e-12,5.6667874533176e-05,3.378812178313243e-07,3.0842172578383617e-06,6.8327749170850066e-12,3.497119370660907e-08,6.303424163943564e-10,8.554771092145478e-07,5.66853856142077e-13,4.162248372152188e-09,4.344177060107209e-13,6.746951373899938e-07,2.636746649543795e-14,8.776881970840338e-13,1.0153643244017952e-10,0.001182881734286586,1.5564050960310868e-11,0.00032086681582347063,0.00011028289750295272
0.002283362332475919,0.5604528785198514,1.9271608531345203e-05,4.391404220891539e-06,4.8025544436463586e-05,0.023483754015447788,0.0,0.0,0.003709265369098593,0.00458160113175592,0.02008215309231157,0.0027312916978608675,1.4086528838525819e-06,9.453084327900171e-17,2.15084023382796e-12,4.337475875329123e-09,0.00012424901231979384,0.003112090195545605,1.3909194183037627e-07,3.6824928039242187e-13,9.94948414616466e-06,4.957963080848921e-13,8.971067035808664e-10,4.9964677209855194e-05,5.234293352036029e-07,0.0021701607862921915,1.0744499991313211e-09,3.418239710612618e-05,6.071031709434103e-05,4.727052037315603e-08,2.438161474643464e-08,4.858060073060187e-11,3.961300037003238e-08,8.501563089628548e-07,3.76,0.0,0.3952519827431003,0.9390831871502826,0.06066184711842173,0.00386215895231285,0.11213452283897987,0.14160453160136233,3.706966678923786e-11,6.485589109888691e-15,8.088655701787789e-05,6.968693231437962e-07,7.771924343980174e-05,5.276185150232341e-05,2.527067830250027e-05,0.06674668844700439,0.0075560110916238436,0.00010032604283111053,4.5053032375800937e-07,0.007619888856951812,5.590235831131667e-06,2.9273237773070097e-06,6.282149479098291e-06,1.6222677833459316e-05,1.5045712028956502e-06,7.775036516279841e-07,0.0007342959956210116,6.870062840174694e-05,0.00023646792841875718,1.5139138092526235e-07,2.1463399632751402e-05,0.004135809765575859,8.766642335325061e-12,5.697490681308813e-05,3.394749522958789e-07,3.1201949658779616e-06,6.912476445533069e-12,3.55664496623249e-08,6.413934328860014e-10,8.689737207044555e-07,5.734657750050018e-13,4.2103429615229314e-09,4.3852873596859983e-13,6.809201385840006e-07,2.661697963588843e-14,8.908819814354026e-13,1.0203805102990283e-10,0.0011954951279024395,1.568350804181339e-11,0.0003254448601236845,0.00011186019017083241
0.0022878734159022755,0.5605224616508879,1.935021127523994e-05,4.424965650977711e-06,4.830826756457787e-05,0.023616412059885256,0.0,0.0,0.003718347643283959,0.00460756729014186,0.020297431368446764,0.0027721018588001472,1.428398271198494e-06,9.659313827086967e-17,2.187572768156005e-12,4.381315035518784e-09,0.00012487748589674904,0.003140124091232517,1.413896572035954e-07,3.721335185118507e-13,9.995460989271602e-06,5.034462610583979e-13,9.066997758584296e-10,5.059364903817781e-05,5.272934532065354e-07,0.0021925498977196584,1.0975793015068586e-09,3.4734123684824e-05,6.145740568442826e-05,4.8072080629784475e-08,2.4725606716406467e-08,4.924153618437701e-11,3.9979431611150635e-08,8.602775884400292e-07,3.76,0.0,0.39448331951136967,0.9385401697331753,0.06119038247501403,0.003893433593775211,0.11215744303028893,0.14191488297277727,3.707725237211208e-11,6.509889580932486e-15,8.083978503361247e-05,7.014592510855511e-07,7.817273989477161e-05,5.297160446560802e-05,2.540601449962392e-05,0.06718502720055206,0.007593098210422365,0.00010083536697760669,4.534450051794974e-07,0.007678042738125686,5.613834550305667e-06,2.9591442197884527e-06,6.308687306373355e-06,1.638309428933348e-05,1.5237505172393424e-06,7.857466952213072e-07,0.000746124517117129,6.954616554677358e-05,0.00023903233461974272,1.518866026399393e-07,2.1785761725426423e-05,0.0041977374916198785,8.856958853046196e-12,5.728092344659412e-05,3.410587167549676e-07,3.1563851636109755e-06,6.992648638999812e-12,3.616802654622549e-08,6.525724407121085e-10,8.826339187676791e-07,5.801167358574061e-13,4.258717591523932e-09,4.4265562951392026e-13,6.871674821979684e-07,2.686745541834969e-14,9.042645371325445e-13,1.0253894639643431e-10,0.001208200045814653,1.5803091632590293e-11,0.00033007284246715625,0.00011345417892174476
0.002292384499328632,0.5605922574435346,1.942853956059862e-05,4.45861299562224e-06,4.859080786713136e-05,0.023749272008071573,0.0,0.0,0.0037273730976001493,0.004633504555891589,0.020514565872631507,0.002813391891294044,1.448320395045667e-06,9.869111476892376e-17,2.2247815700988945e-12,4.425386330877315e-09,0.00012550498438597507,0.0031682616451673656,1.437151937006959e-07,3.7604614518073604e-13,1.0041647482282983e-05,5.112136526343207e-13,9.163314972880272e-10,5.122763852956868e-05,5.311571880135273e-07,0.0022150836855986816,1.121118824952954e-09,3.529269107166493e-05,6.22097676717316e-05,4.888290940704186e-08,2.5072974135519346e-08,4.990870761093272e-11,4.0347949147383626e-08,8.70509881094086e-07,3.76,0.0,0.39371296119814075,0.937993578265501,0.061722117421840465,0.0039248454301446314,0.11217894496658208,0.14222576829121783,3.708436914117394e-11,6.5342090059667864e-15,8.079270520375696e-05,7.060469728135258e-07,7.86249083462341e-05,5.317994870197508e-05,2.554112154391579e-05,0.06762439318391916,0.007630128909995408,0.00010134276285149228,4.563582140478359e-07,0.00773634331625619,5.637300352663693e-06,2.991209514662346e-06,6.335077284583589e-06,1.6544324379871853e-05,1.5430803044879312e-06,7.94023836878168e-07,0.0007581041003965399,7.03978005733391e-05,0.0002416164880423329,1.5237633170164448e-07,2.2112717390742884e-05,0.0042604230935436496,8.947857932285751e-12,5.75858919198779e-05,3.4263230884603435e-07,3.1927853167346277e-06,7.0732858823091316e-12,3.6775900091945756e-08,6.638793349444466e-10,8.964585324030651e-07,5.86806272819544e-13,4.307368856528054e-09,4.4679805872761683e-13,6.934366619175147e-07,2.7118873941396934e-14,9.178379367712414e-13,1.0303908072266867e-10,0.0012209964773088223,1.5922790028663388e-11,0.00033475097272653726,0.00011506491953122218
0.0022968955827549885,0.5606622653101853,1.9506587864993862e-05,4.492343874582752e-06,4.887314073568906e-05,0.02388232819952633,0.0,0.0,0.0037363411013158366,0.004659410396951702,0.020733563600518007,0.002855164786309665,1.4684188617098607e-06,1.0082513127362526e-16,2.2624690562301713e-12,4.46968743426501e-09,0.00012613146729893517,0.0031965012192328684,1.4606865653765504e-07,3.7998718489809225e-13,1.0088044541504744e-05,5.19099799788905e-13,9.26000930088008e-10,5.1866633149237853e-05,5.350201262480378e-07,0.0022377616328358263,1.1450732221487385e-09,3.585813944323656e-05,6.296737569605948e-05,4.970301647553581e-08,2.542371941773373e-08,5.0582118959687447e-11,4.071854556795184e-08,8.808541282811861e-07,3.76,0.0,0.39294092597958724,0.9374434108249761,0.062257050034831264,0.003956393602251386,0.11219903037728735,0.14253718915536653,3.70910176670765e-11,6.5585446078398096e-15,8.074531736273593e-05,7.106320438341396e-07,7.907569507854959e-05,5.338685918349379e-05,2.5675986756680405e-05,0.06806476486586926,0.007667100391742623,0.00010184817833410495,4.5926967565924907e-07,0.007794786428335647,5.6606309505142704e-06,3.0235198862248054e-06,6.361316842830917e-06,1.6706359478868435e-05,1.562559962483973e-06,8.023342752347491e-07,0.0007702358199683211,7.125549930206993e-05,0.00024422035972383743,1.5286049813712197e-07,2.2444316479157355e-05,0.004323871992095662,9.039337475945448e-12,5.7889779870984944e-05,3.44195528091555e-07,3.2293928343496632e-06,7.154382435428496e-12,3.739004320083724e-08,6.753139481076871e-10,9.104483684560495e-07,5.935339096837304e-13,4.356293275059159e-09,4.509556888622907e-13,6.997271649310473e-07,2.7371214877079798e-14,9.316042560367803e-13,1.0353841621695773e-10,0.001233884400771993,1.6042591443831758e-11,0.00033947945502456377,0.00011669246557923627
0.002301406666181345,0.560732484572154,1.9584350734530904e-05,4.526155887311234e-06,4.9155241512716164e-05,0.0240155749487998,0.0,0.0,0.003745251029319186,0.004685282274608339,0.020954431429675922,0.0028974235068078753,1.4886932463036303e-06,1.0299550717548793e-16,2.3006375778079987e-12,4.514215965533282e-09,0.00012675689430395555,0.0032248411576212377,1.4845014715408867e-07,3.839566609926107e-13,1.0134653069073146e-05,5.27106014996541e-13,9.35707127210894e-10,5.251061946907307e-05,5.38881852852472e-07,0.0022605831987493477,1.1694471461216198e-09,3.6430508386560885e-05,6.373020145481884e-05,5.0532409629686053e-08,2.5777844522490746e-08,5.126177331858443e-11,4.109121313327183e-08,8.913112699559397e-07,3.76,0.0,0.39216723226582,0.9368896657903246,0.06279517809974454,0.003988077235123282,0.11221770111487585,0.14284914710495852,3.7097198561136824e-11,6.582893581052706e-15,8.069762137090097e-05,7.152140187429959e-07,7.952504653299058e-05,5.359231107199617e-05,2.5810597453736727e-05,0.06850612053206184,0.007704009859674526,0.00010235156170138377,4.6217911477126605e-07,0.00785336786952251,5.6838240821287766e-06,3.0560755343888214e-06,6.387403438334751e-06,1.68691907575518e-05,1.5821888613298113e-06,8.106771965027335e-07,0.0007825207424536104,7.211922619674275e-05,0.0002468439174518209,1.533390326903789e-07,2.2780608888197927e-05,0.0043880895729300085,9.131395291885522e-12,5.819255510080009e-05,3.45748175721851e-07,3.266205056289056e-06,7.235932404218229e-12,3.801042727665422e-08,6.868760906995028e-10,9.246042130436138e-07,6.002991574200521e-13,4.405487274583657e-09,4.551281809519883e-13,7.060384699783457e-07,2.7624457651997182e-14,9.455655727264594e-13,1.0403691512278352e-10,0.001246863784698278,1.6162484019640274e-11,0.00034425848816911706,0.00011833686863092679
0.0023059177496077016,0.5608029145749759,1.966182274168091e-05,4.560046596525695e-06,4.943708546295491e-05,0.024149006544396664,0.0,0.0,0.0037541022625578973,0.004711117643523142,0.021177176110673778,0.0029401709853512613,1.5091431033051231e-06,1.0520260175254478e-16,2.33928963228439e-12,4.558969568812208e-09,0.00012738122525516305,0.003253279785960602,1.5085976286918505e-07,3.8795459634586023e-13,1.0181473951890808e-05,5.352336251768065e-13,9.454491268545197e-10,5.315958310934278e-05,5.42741951619393e-07,0.0022835478175393534,1.1942452498301073e-09,3.70098368531624e-05,6.449821564688202e-05,5.137109443573861e-08,2.613535131180868e-08,5.194767289522744e-11,4.146594378353108e-08,9.018822444193344e-07,3.76,0.0,0.39139189871367364,0.936332341861511,0.06333649909335157,0.004019895437094166,0.11223495916256163,0.14316164361651376,3.71029124779037e-11,6.607253154426033e-15,8.064961711627333e-05,7.19792452279475e-07,7.99729092965828e-05,5.3796279684450205e-05,2.5944940986005937e-05,0.06894843827642268,0.007740854520986902,0.00010285286163105814,4.6508625618025816e-07,0.007912083391199757,5.706877514871434e-06,3.088876633007223e-06,6.4133345620527395e-06,1.7032809229515614e-05,1.60196635437282e-06,8.19051772388697e-07,0.0007949599258888241,7.298894427104326e-05,0.00024948712554308597,1.5381186689618803e-07,2.3121644558351247e-05,0.004453081183289218,9.224029086792214e-12,5.849418557775766e-05,3.4729005467317416e-07,3.303219254909044e-06,7.317929744669691e-12,3.863702139442481e-08,6.985655493601671e-10,9.389268299079086e-07,6.071015145433959e-13,4.454947193845713e-09,4.593151915123212e-13,7.123700487348549e-07,2.787858142788791e-14,9.59723966477724e-13,1.0453453972653927e-10,0.0012599345870381428,1.6282455841049323e-11,0.00034908826525131354,0.00011999817807717837
0.002310428833034058,0.5608735546124102,1.9738998537235e-05,4.594013540402203e-06,4.971864787193412e-05,0.024282617250898073,0.0,0.0,0.0037628941881850666,0.004736913952503708,0.02140180426713236,0.002983410123792767,1.5297679275837452e-06,1.074468084672108e-16,2.3784274945459864e-12,4.603945796475921e-09,0.00012800442020418677,0.0032818154121151072,1.5329759492238527e-07,3.9198100764211487e-13,1.0228508061561552e-05,5.434839557522516e-13,9.552259484646407e-10,5.381350875548191e-05,5.466000060295345e-07,0.002306654898751488,1.2194721435078502e-09,3.759616315360744e-05,6.527138799854675e-05,5.2219074115436214e-08,2.6496240537596457e-08,5.263981842360074e-11,4.184272909872595e-08,9.125679880202965e-07,3.76,0.0,0.39061494421830806,0.9357714380555829,0.06388101018813457,0.004051847300241002,0.1122508066317359,0.14347468010376715,3.710816011427112e-11,6.631620491567021e-15,8.060130451418544e-05,7.243668988745668e-07,8.041923014558475e-05,5.399874068157333e-05,2.6079004725114548e-05,0.0693916960097578,0.007777631586822052,0.0001033520272412345,4.6799082469598836e-07,0.007970928702585879,5.729789046213653e-06,3.1219233301848453e-06,6.43910773809098e-06,1.7197205710250654e-05,1.6218917445233819e-06,8.274571613151998e-07,0.0008075544195806856,7.386461508338959e-05,0.0002521499448450286,1.5427893389582114e-07,2.3467473458160526e-05,0.004518852131155819,9.317236467924693e-12,5.8794639455995465e-05,3.4882097004959896e-07,3.3404326454110303e-06,7.400368287561285e-12,3.926979138663968e-08,7.103820390692594e-10,9.534169601040388e-07,6.13940469261774e-13,4.5046692957692765e-09,4.635163703203507e-13,7.187213660616188e-07,2.8133564938224935e-14,9.740815182104291e-13,1.0503125236775796e-10,0.001273096755347197,1.6402494929428574e-11,0.00035396897364981824,0.00012167644111078663
0.0023149399164604147,0.5609444039769038,1.9815872778591975e-05,4.628054245244836e-06,4.999990400247753e-05,0.024416401308363703,0.0,0.0,0.00377162619992334,0.004762668644765287,0.021628322389944624,0.003027143791569003,1.550567166607142e-06,1.0972842335277462e-16,2.4180531689988333e-12,4.649142063521416e-09,0.00012862643940939752,0.0033104463258707634,1.557637299575676e-07,3.9603590784036434e-13,1.0275756253624472e-05,5.518583105357269e-13,9.650366042994178e-10,5.447238012567262e-05,5.504555985274508e-07,0.0023299038264096342,1.245132415944849e-09,3.818952492523719e-05,6.604968723399759e-05,5.307635008023841e-08,2.6860511842404195e-08,5.333820947783886e-11,4.2221560374085614e-08,9.233694348440246e-07,3.76,0.0,0.3898363879200497,0.9352069537186868,0.0644287082412366,0.004083931899941689,0.11226524576629135,0.1437882579149801,3.711294221090651e-11,6.655992682875768e-15,8.055268350831632e-05,7.289369112885521e-07,8.086395604521356e-05,5.4199669877241846e-05,2.6212776003037814e-05,0.06983587145599396,0.007814338272713793,0.0001038490080838036,4.708925442450424e-07,0.0080298994700195,5.752556481651489e-06,3.1552157472871416e-06,6.46472049782562e-06,1.73623708247223e-05,1.6419642882031917e-06,8.35892511829652e-07,0.0008203052635729314,7.474619883522883e-05,0.0002548323326728526,1.547401674290504e-07,2.381814557204455e-05,0.004585407682724767,9.411014939687356e-12,5.909388507747371e-05,3.5034072897653454e-07,3.3778423784071063e-06,7.483241720263305e-12,3.990870128424788e-08,7.223252309360748e-10,9.680753210273776e-07,6.208154978676591e-13,4.5546497582308666e-09,4.677313630895522e-13,7.250918806642401e-07,2.8389386670100145e-14,9.886403097223444e-13,1.0552701544511309e-10,0.0012863502264064753,1.652258923579095e-11,0.00035890079476296377,0.00012337170268894872
0.0023194509998867713,0.5610154619243496,1.9892440216728988e-05,4.662166202335923e-06,5.028082905118346e-05,0.0245503529346432,0.0,0.0,0.003780297698042297,0.0047883791587613,0.021856736836441154,0.003071374825167985,1.5715402530444052e-06,1.1204772452907376e-16,2.458168841485172e-12,4.6945558171380225e-09,0.0001292472433271714,0.0033391707997312467,1.582582504715614e-07,4.0011931095470825e-13,1.0323219367396343e-05,5.603580035820164e-13,9.748800944911306e-10,5.5136179982099986e-05,5.5430831031416e-07,0.002353293959358083,1.271230663958088e-09,3.87899591225712e-05,6.68330810969869e-05,5.3942921336419106e-08,2.722816498850793e-08,5.404284495494987e-11,4.260242851967427e-08,9.342875164336476e-07,3.76,0.0,0.3890562491967659,0.9346388885239538,0.06497958979755897,0.004116148295235018,0.11227827894067123,0.14410237833297349,3.7117259551644163e-11,6.680366845170034e-15,8.050375407050939e-05,7.335020423906178e-07,8.130703417559802e-05,5.43990433103647e-05,2.6346242191405817e-05,0.07028094216028544,0.007850971799494363,0.0001043437541821437,4.737911387108761e-07,0.008088991318417367,5.775177666378952e-06,3.1887539790981863e-06,6.4901704171316805e-06,1.7528294998781e-05,1.662183229387034e-06,8.443569581063941e-07,0.0008332134884539248,7.563365426625088e-05,0.00025753424280957043,1.5519550218751182e-07,2.4173710888314127e-05,0.004652753061279046,9.505361905104038e-12,5.939189099116655e-05,3.518491404401031e-07,3.4154455304540344e-06,7.56654356422477e-12,4.055371312038947e-08,7.343947885070183e-10,9.829026060750339e-07,6.277260627815464e-13,4.604884661194995e-09,4.719598117231343e-13,7.314810419847174e-07,2.8646024903321315e-14,1.0034024230756034e-12,1.0602179142872561e-10,0.0012996949263172318,1.6642726663866473e-11,0.0003638839039770807,0.00012508400550331888
0.002323962083313128,0.561086727698121,1.996869560806179e-05,4.696346862950935e-06,5.0561398224300126e-05,0.02468446632527468,0.0,0.0,0.0037889080893418136,0.00481404292873846,0.022087053827454906,0.003116106027084033,1.5926865774263254e-06,1.1440514350091934e-16,2.4987767168485714e-12,4.740184520351701e-09,0.00012986679263601313,0.0033679870890142094,1.6078123323739106e-07,4.042312271439781e-13,1.0370898225649213e-05,5.689843729585145e-13,9.847553983052782e-10,5.580489012255423e-05,5.581577225305336e-07,0.002376824630999068,1.2977714523444881e-09,3.939750200102827e-05,6.762153634861723e-05,5.4818784508585554e-08,2.7599199371429412e-08,5.4753722432262605e-11,4.2985324134532795e-08,9.453231615209484e-07,3.76,0.0,0.38827454766399655,0.9340672424759239,0.06553365108644348,0.0041484955288222805,0.11228990866088917,0.144417042573913,3.712111296381907e-11,6.704740122019509e-15,8.045451620115349e-05,7.380618463390615e-07,8.174841192732628e-05,5.4596837305408754e-05,2.6479390736476183e-05,0.07072688549071351,0.00788752939367475,0.0001048362160135256,4.7668633270861834e-07,0.008148199831780245,5.797650472906319e-06,3.2225380934273735e-06,6.51545510412981e-06,1.7694968530022364e-05,1.6825477832334863e-06,8.528496204140367e-07,0.000846280115020909,7.652693866261735e-05,0.0002602556254219138,1.556448742675039e-07,2.4534219388424334e-05,0.00472089344542053,9.600274664667817e-12,5.9688625946198894e-05,3.533460155631901e-07,3.4532391224415863e-06,7.65026721938699e-12,4.1204785833701924e-08,7.465903194239319e-10,9.978994838310585e-07,6.346716164482642e-13,4.655370010918013e-09,4.762013505106045e-13,7.378882945882982e-07,2.890345744001504e-14,1.0183699400813231e-12,1.0651554286528652e-10,0.0013131307703833858,1.676289507185099e-11,0.0003689184705374333,0.00012681338990022523
0.0023284731667394844,0.5611582005118656,2.0044633820651914e-05,4.7305936840431746e-06,5.084158677363899e-05,0.024818735656035405,0.0,0.0,0.003797456787533899,0.004839657385482824,0.022319279446238266,0.0031613401652123016,1.6140054613492308e-06,1.1680104717779443e-16,2.5398785258985902e-12,4.786025445450627e-09,0.00013048504823387266,0.0033968934326050687,1.633327494011929e-07,4.0837165927437457e-13,1.0418793634383318e-05,5.77738722920151e-13,9.94661488116795e-10,5.647849139010944e-05,5.62003416272906e-07,0.002400495149599446,1.3247592912091087e-09,4.001218910453727e-05,6.841501878512088e-05,5.570393418676757e-08,2.7973612581065877e-08,5.5470837885717395e-11,4.337023745527383e-08,9.564772956569913e-07,3.76,0.0,0.38749130316800573,0.9334920159087817,0.06609088802381198,0.004180972627367142,0.11230013756297604,0.14473225178719315,3.712450331769764e-11,6.729109532540585e-15,8.040496992903071e-05,7.42615876544912e-07,8.218803695381446e-05,5.479302850824089e-05,2.6612209059012403e-05,0.07117367864587652,0.007924008288398874,0.0001053263445411716,4.795778508222281e-07,0.00820752055454289,5.8199728028147445e-06,3.2565681312458026e-06,6.5405721973382875e-06,1.786238149315672e-05,1.7030571026759862e-06,8.613696102565849e-07,0.0008595061540385799,7.742600796650829e-05,0.00026299642711491265,1.560882210154989e-07,2.4899721029252397e-05,0.004789833967819246,9.69575041749285e-12,5.9984058913589746e-05,3.5483116794776815e-07,3.4912201206781065e-06,7.73440596635088e-12,4.1861875980847845e-08,7.589113556011473e-10,1.0130665977948838e-06,6.41651601502886e-13,4.706101742990899e-09,4.804556099677692e-13,7.443130762624159e-07,2.916166183441882e-14,1.033544941725992e-12,1.0700823239085849e-10,0.0013266576631743635,1.6883082255880858e-11,0.00037400465750036437,0.0001285598939018398
