Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70)
0.004434986622888458,0.5028614098475255,1.6800113224373656e-15,2.1294652472589565e-13,2.4483014157236728e-14,1.6466487458348835e-15,0.0,0.0,3.758611161916719e-11,1.4243770991395702e-14,1.3500583735653674e-12,6.540200756355137e-18,1.1977350208727602e-16,2.4715150487725082e-42,8.333765544197227e-29,1.5399024096838341e-21,1.605647735493899e-16,3.956592638641899e-16,2.9160267454346966e-20,7.185856174988644e-24,2.7273222505431845e-08,2.0404687866777802e-17,9.833465226715254e-24,1.3737631547941974e-25,5.88069076848782e-22,1.0646656726422619e-16,4.341654480540399e-23,1.6900368289389213e-28,4.0127603200966418e-28,2.0287174705980303e-32,9.907545442026772e-25,1.5291004772035343e-25,4.12144634289405e-18,6.286801774269659e-28,3.76,0.0,0.9176050207725923,0.9999773040801371,4.567358245396672e-13,3.3216703037602986e-19,0.01198542019805615,0.011985474783202143,1.417931592717265e-13,3.9472133738377655e-18,2.269588124073354e-05,3.720818409979733e-11
0.004824283054074228,0.5029535458813879,1.9909892803518057e-15,2.549474936473155e-13,2.8073260042101113e-14,2.3057636669550257e-15,0.0,0.0,4.455160990930652e-11,1.9342733909690992e-14,1.7374186224841246e-12,1.0101051685592862e-17,1.4171006171611575e-16,3.55355862777111e-42,1.180137306781887e-28,2.1804223815029497e-21,2.0641135122954187e-16,5.423640794385295e-16,4.1288914651340785e-20,1.0016620135774071e-23,3.226300079639021e-08,2.4141859197481506e-17,1.3923689811648625e-23,2.1854472338546365e-25,7.55855665296849e-22,1.4325950480810668e-16,6.003839493022613e-23,3.030519106864553e-28,7.235473601773523e-28,3.365098793178655e-32,1.2736744619356025e-24,1.8867740073931752e-25,5.085494742996174e-18,1.0414115636051277e-27,3.76,0.0,0.9165603629914861,0.9999773040728716,6.141132440261824e-13,5.067387302432682e-19,0.01303007298226914,0.013030137554280284,1.541519070501451e-13,4.291256584846484e-18,2.2695881240568638e-05,4.411673067326222e-11
0.005213579485259998,0.5030455770590957,2.3289391300164664e-15,2.9853557096008637e-13,3.143651419660424e-14,3.1456881441086234e-15,0.0,0.0,5.212166649599139e-11,2.5610505559876598e-14,2.1925240364785284e-12,1.500655109501168e-17,1.6548765274100885e-16,-1.3574446275372326e-36,1.6136589629613966e-28,2.9810050669012093e-21,2.598728426427163e-16,7.253702551056922e-16,5.644852921775859e-20,1.3622973535384042e-23,3.7670251885548624e-08,2.819270457402192e-17,1.903604336266276e-23,3.35259859475959e-25,9.514684023498927e-22,1.884177514664618e-16,8.103576613898337e-23,5.188548945738255e-28,1.2395006813326443e-27,5.325898146788086e-32,1.6035916675718912e-24,2.3005178595225295e-25,6.200672368966664e-18,1.6546525289106183e-27,3.76,0.0,0.9155168945126858,0.9999773040649476,8.071652790641897e-13,7.465934454395304e-19,0.014073536046058927,0.014073611440559325,1.66496579860441e-13,4.6349079764484874e-18,2.269588124038879e-05,5.1635989356744154e-11
0.005563946273327191,0.5031283155659826,2.6562552473561046e-15,3.3860530965952845e-13,3.4548557653344e-14,4.0814144908957825e-15,0.0,0.0,5.945386940227699e-11,3.236472296924379e-14,2.6645386050655796e-12,2.0824432919740604e-17,1.8846108831456057e-16,5.885841428569386e-38,2.084314664097135e-28,3.849958404542173e-21,3.1448677132755755e-16,9.249944334446647e-16,7.290297594468153e-20,1.7636161981976092e-23,4.2893446538877274e-08,3.210658024161149e-17,2.4585000319246348e-23,4.7904098538093025e-25,1.1512534345595967e-21,2.3694285569347874e-16,1.0425609149425055e-22,8.141478904132896e-28,1.9398457305102743e-27,7.801406863702351e-32,1.940631043314211e-24,2.698278942488996e-25,7.272766551011896e-18,2.4352657002613575e-27,3.76,0.0,0.9145787886161,0.9999773040572475,1.014462533543314e-12,1.0315318838195112e-18,0.015011636711908907,0.015011722560576021,1.7759476453501784e-13,4.943859591958211e-18,2.2695881240214026e-05,5.89298963963907e-11
0.0059143130613943835,0.5032109693232975,3.0056063883520954e-15,3.790794600816373e-13,3.777802362983737e-14,5.212586959890543e-15,0.0,0.0,6.727992629889845e-11,4.0279618431618055e-14,3.199798291395558e-12,2.82244399633174e-17,2.1292486628667005e-16,8.903073778073814e-35,2.636304382678671e-28,4.868836518717186e-21,3.7530684478773016e-16,1.1613612663608734e-15,9.219652740918735e-20,2.2486230123121328e-23,4.8454290293397553e-08,3.627438899746698e-17,3.109134829598258e-23,6.685946699173283e-25,1.3736936298685733e-21,2.936361809779834e-16,1.32150420969086e-22,1.2444232566776121e-27,2.9487870585023933e-27,1.1112611328280614e-31,2.3159781324119912e-24,3.1338237708021108e-25,8.446702879654323e-18,3.4976249538605546e-27,3.76,0.0,0.9136416439717797,0.9999773040490029,1.2565312682304708e-12,1.3956671206882951e-18,0.015948775787309605,0.015948872766007986,1.8868157312941923e-13,5.252494519789176e-18,2.2695881240026906e-05,6.672685488455268e-11
0.006264679849461576,0.5032935384176029,3.3770800886617358e-15,4.1965228804801417e-13,4.10690640030523e-14,6.564834226185702e-15,0.0,0.0,7.560176571011652e-11,4.945844120625344e-14,3.802264661495323e-12,3.7462637592643383e-17,2.3887856013143346e-16,1.6862249374739822e-34,3.274173485777433e-28,6.0459818079893645e-21,4.424258340412588e-16,1.4380606817916471e-15,1.1448715212108773e-19,2.8285496822321607e-23,5.435254442280037e-08,4.069606251867794e-17,3.86083602856566e-23,9.134414227907103e-25,1.6191188713461043e-21,3.5919278686167645e-16,1.653176901827245e-22,1.8575253981857233e-27,4.3654190201165926e-27,1.544453905015966e-31,2.7302069361964603e-24,3.609464336076884e-25,9.728710514217018e-18,4.9144110438909294e-27,3.76,0.0,0.9127054595947616,0.9999773040402087,1.5363126846922623e-12,1.8533554699510007e-18,0.01688495425745691,0.016885063041581678,1.9975701729898906e-13,5.5608130844032815e-18,2.2695881239827305e-05,7.503091974643285e-11
0.006615046637528769,0.5033760229358659,3.770761802298575e-15,4.600935068892201e-13,4.439645052161346e-14,8.165375076600749e-15,0.0,0.0,8.442128807357714e-11,6.000544823707523e-14,4.4758965257198636e-12,4.880798047940564e-17,2.6632174170341076e-16,7.545488455498939e-37,4.002127690952102e-28,7.389021894084657e-21,5.158937900270168e-16,1.7586826400470212e-15,1.3991932234664592e-19,3.515109129970586e-23,6.058797016699582e-08,4.537153218990186e-17,4.7184745107099724e-23,1.224081237242371e-24,1.8877020432539872e-21,4.3429898505816036e-16,2.0438564336003029e-22,2.71401890794826e-27,6.309656763608422e-27,2.1007464694892767e-31,3.1836300736852732e-24,4.1170236783054308e-25,1.1096746135298672e-17,6.7701141382029e-27,3.76,0.0,0.9117702345010849,0.9999773040308598,1.8566892519822024e-12,2.420195211951491e-18,0.01782017310654465,0.017820294371021318,2.108211086872165e-13,5.868815609932414e-18,2.2695881239615123e-05,8.384603880181637e-11
0.006965413425595961,0.5034584229647033,4.186736496807155e-15,5.002417558639221e-13,4.772840107387745e-14,1.0043022721273315e-14,0.0,0.0,9.374036571933885e-11,7.202578462492199e-14,5.2246499323459534e-12,6.254167990499587e-17,2.9525398080100896e-16,-2.474963818925705e-35,4.824156358807197e-28,8.905273798454181e-21,5.957277112663812e-16,2.1268155640313223e-15,1.6863159572445415e-19,4.3209538703807637e-23,6.71603287329114e-08,5.030072902179647e-17,5.686722794551422e-23,1.612290800887035e-24,2.1794953712465483e-21,5.196341381825309e-16,2.500197142160631e-22,3.889581514393177e-27,8.923817623110965e-27,2.801785942947493e-31,3.6763543798601625e-24,4.657885630091865e-25,1.2554542980723185e-17,9.16172029856363e-27,3.76,0.0,0.9108359677077903,0.9999773040209506,2.2205285871382062e-12,3.1129878585521475e-18,0.018754433317764784,0.018754567737049126,2.2187385892573798e-13,6.176502420178507e-18,2.269588123939022e-05,9.317610318125467e-11
0.007315780213663154,0.5035407385906369,4.625088193446478e-15,5.399856329577972e-13,5.1077622816804694e-14,1.2227942154969283e-14,0.0,0.0,1.0356084719383258e-10,8.562527157216491e-14,6.052478558967116e-12,7.895529111006595e-17,3.2567484496881474e-16,4.871772168470045e-36,5.744398587737154e-28,1.0602289673637214e-20,6.819066686651731e-16,2.546022997538941e-15,2.0076695388440674e-19,5.259521170322746e-23,7.406938130022887e-08,5.5483583616623336e-17,6.770403529541887e-23,2.09060254903966e-24,2.4944123778257763e-21,6.158652913876231e-16,3.0292746207308066e-22,5.47481853747348e-27,1.2370725040284138e-26,3.6713169194601867e-31,4.208252664649193e-24,5.233909005308991e-25,1.410711142088234e-17,1.219742557396325e-26,3.76,0.0,0.909902658232766,0.9999773040104759,2.630644234536316e-12,3.949531079430641e-18,0.01968773587346236,0.019687884121540284,2.329152796361706e-13,6.483873838664585e-18,2.2695881239152484e-05,1.0302492289430852e-10
0.007666147001730347,0.5036229699003615,5.085899182282297e-15,5.792801693917244e-13,5.4440155136282925e-14,1.4752253751812332e-14,0.0,0.0,1.1388454671272165e-10,1.0091058953015237e-13,6.963332751850996e-12,9.835431460398233e-17,3.5758390006786814e-16,-7.293422473093908e-36,6.766390354571983e-28,1.2486474728315471e-20,7.744227290324966e-16,3.019877703874432e-15,2.364467327624993e-19,6.344866645727887e-23,8.131488901001886e-08,6.092002627189559e-17,7.97360699760289e-23,2.6728025031520543e-24,2.832413847391496e-21,7.236633734304911e-16,3.638467445569893e-22,7.584670342509022e-27,1.684483721855121e-26,4.735320989787363e-31,4.779278651794516e-24,5.844462237167159e-25,1.57527468153925e-17,1.6002457129029744e-26,3.76,0.0,0.9089703050951221,0.9999773039994306,3.089858411159654e-12,4.949052858467026e-18,0.020620081754760065,0.020620244505147507,2.4394538242567043e-13,6.790930188511109e-18,2.2695881238901796e-05,1.1339628327492817e-10
0.00801651378979754,0.5037051169800779,5.569250579878353e-15,6.181145641624227e-13,5.7853786177518e-14,1.7649662496728506e-14,0.0,0.0,1.247132507570032e-10,1.1798901746245796e-13,7.961160149867293e-12,1.2105703013254903e-16,3.9098071000615007e-16,-8.653456271588579e-35,7.894532505092776e-28,1.456587586419706e-20,8.73257256109252e-16,3.5519363680362773e-15,2.7582327854121666e-19,7.591772304955979e-23,8.889661297303319e-08,6.660998693107994e-17,9.301471782512803e-23,3.3731811412417915e-24,3.1934211074207232e-21,8.436934023422958e-16,4.335518241907247e-22,1.0357512175984107e-26,2.25689416581141e-26,6.0224155143964685e-31,5.389320433890379e-24,6.487846443986414e-25,1.748687048281784e-17,2.071691187602288e-26,3.76,0.0,0.908038907314957,0.9999773039878092,3.6009648397860764e-12,6.131946904574694e-18,0.02155147194179351,0.02155164986753632,2.549641788897157e-13,7.097671792513452e-18,2.2695881238638026e-05,1.2429393370554694e-10
0.008366880577864732,0.5037871799162623,6.0752227350946685e-15,6.565110798651668e-13,6.121094237559875e-14,2.0955565108056567e-14,0.0,0.0,1.3604871629916607e-10,1.3696836747001627e-13,9.049905701440832e-12,1.4739408086402473e-16,4.2586483624061645e-16,-1.9283921225783337e-35,9.13338718521505e-28,1.6848814306428683e-20,9.784841524002323e-16,4.145854340101123e-15,3.1905407263455083e-19,9.016216140623808e-23,9.68143142684846e-08,7.255339508865672e-17,1.0759311611249495e-22,4.208573421149139e-24,3.577695790557148e-21,9.766574010436686e-16,5.128638063969526e-22,1.396023276555213e-26,2.9796875977845846e-26,7.561013226332383e-31,6.038836233045658e-24,7.1682784541549195e-25,1.9320850678435166e-17,2.64972942382086e-26,3.76,0.0,0.9071084639134178,0.9999773039756062,4.166920073446651e-12,7.519836523223173e-18,0.022481907413647424,0.022482101187321475,2.6597168061135274e-13,7.404098973120909e-18,2.2695881238361067e-05,1.3572178178931573e-10
0.008717247365931925,0.5038691587950297,6.6038940515925605e-15,6.945024962641824e-13,6.4689913179459e-14,2.4706891878684727e-14,0.0,0.0,1.4789267359725212e-10,1.5795687121626265e-13,1.0233511517878752e-11,1.7770954413957525e-16,4.62235838525819e-16,1.5447615532703788e-37,1.0487286696607154e-27,1.934313952014231e-20,1.0900286942375524e-15,4.805158155416849e-15,3.662878860023945e-19,1.0634326225626345e-22,1.0506775394801847e-07,7.875017993603995e-17,1.2352139093158857e-22,5.194491746483159e-24,3.984953891166169e-21,1.123202495861976e-15,6.026354212570591e-22,1.8590129259408347e-26,3.881531884464597e-26,9.385182403806996e-31,6.727369124161812e-24,7.880089243925741e-25,2.1239403051834437e-17,3.3516632437364555e-26,3.76,0.0,0.9061789739126026,0.9999773039628169,4.7904303856382584e-12,9.135503944265538e-18,0.023411389148457862,0.023411599442168737,2.769678991624038e-13,7.710212052470351e-18,2.2695881238070792e-05,1.4768349999766053e-10
0.009067614153999117,0.5039510537025598,7.155343114600172e-15,7.3212709509016e-13,6.817164339398098e-14,2.894214679233363e-14,0.0,0.0,1.602468256790648e-10,1.8106313725907292e-13,1.1515917476500766e-11,2.1236140959049422e-16,5.000932748768533e-16,-3.167290832810975e-37,1.196122336518095e-27,2.205797974332599e-20,1.208015556380547e-15,5.533558606327732e-15,4.1769744196941876e-19,1.2463705031267597e-22,1.1365669303593115e-07,8.520027034026466e-17,1.4085783274172809e-22,6.3488337532074636e-24,4.415641872500397e-21,1.284049559183159e-15,7.037533843113009e-22,2.4480420004473787e-26,4.994523328300334e-26,1.1527596941443191e-30,7.45568997616194e-24,8.6336376639603e-25,2.3270452514977817e-17,4.196541684391097e-26,3.76,0.0,0.9052504363355791,0.9999773039494356,5.474540648618889e-12,1.100291053740007e-17,0.024339918123389977,0.0243401456087733,2.8795284610320563e-13,8.01601135237888e-18,2.2695881237767087e-05,1.601831201758538e-10
0.00941798094206631,0.5040328647248882,7.729645588717007e-15,7.694290279574647e-13,7.16345484227705e-14,3.370167747449316e-14,0.0,0.0,1.7311284366003748e-10,2.06396186456165e-13,1.290106038687452e-11,2.5172405498193004e-16,5.394367010770424e-16,-4.2730798171221205e-37,1.3560012653075459e-27,2.5002087321138223e-20,1.3325267030699358e-15,6.334802542904252e-15,4.734485557632959e-19,1.4522226366777692e-22,1.225808925251606e-07,9.190359476605302e-17,1.5965833294430387e-22,7.69168759076179e-24,4.8700501999294284e-21,1.4599178159589863e-15,8.17146877709969e-22,3.191077697202478e-26,6.355077709589672e-26,1.4026904372751169e-30,8.22431016281717e-24,9.419691168347821e-25,2.5389108773287647e-17,5.205577320591414e-26,3.76,0.0,0.9043228502065499,0.9999773039354573,6.222247551246159e-12,1.3147486035039468e-17,0.02526749531447394,0.02526774066269527,2.989265329806672e-13,8.32149719428983e-18,2.269588123744983e-05,1.7322465082315517e-10
0.009768347730133502,0.5041145919479835,8.326877185647733e-15,8.064544307852741e-13,7.513326995803167e-14,3.9027172420905435e-14,0.0,0.0,1.8649237549833773e-10,2.340653108289787e-13,1.4392874772991905e-11,2.961841169215329e-16,5.802656710654308e-16,-9.241846021538383e-37,1.528871307600897e-27,2.818467178025528e-20,1.4635890765492182e-15,7.212621185904677e-15,5.33715562390347e-19,1.682884603368575e-22,1.31840113386633e-07,9.886008134072316e-17,1.7998170153203068e-22,9.243487820870433e-24,5.348267210621252e-21,1.651512090840043e-15,9.437814089121955e-22,4.119973876143591e-26,8.003080948255899e-26,1.692259995458394e-30,9.03339906958937e-24,1.0242136997158935e-24,2.7605853569659046e-17,6.401672720487613e-26,3.76,0.0,0.9033962145505412,0.9999773039208766,7.03650957877604e-12,1.5595742868950793e-17,0.026194121696916803,0.02619438557867156,3.098889713319598e-13,8.626669899375445e-18,2.26958812371189e-05,1.8681208251101406e-10
0.009999999999999998,0.5041962354577222,8.734377218589438e-15,8.30804890308013e-13,7.747395717504046e-14,4.288013440051311e-14,0.0,0.0,1.956213203443299e-10,2.536955906228266e-13,1.5439713779393558e-11,3.285748191422261e-16,6.08076172655994e-16,-9.712919875761038e-36,1.650555937264032e-27,3.0424482864990664e-20,1.5538773961364886e-15,7.83691323317833e-15,5.761297301223849e-19,1.8499771445831953e-22,1.3814590279581235e-07,1.0359849776901209e-16,1.9428470247845398e-22,1.0394661573428314e-23,5.677651973652146e-21,1.7871787576731284e-15,1.0352686176648188e-21,4.854181233378049e-26,9.27209973439984e-26,1.9075678876398275e-30,9.590793076111219e-24,1.0806790454755363e-24,2.9127767446797673e-17,7.307403699347997e-26,3.76,0.0,0.9027840716507466,0.9999773039109028,7.612908900331589e-12,1.7394784414382422e-17,0.026806258281105378,0.026806534784779495,3.1713084323835543e-13,8.828269358250134e-18,2.2695881236892536e-05,1.9609748102211347e-10
0.010118714518200695,0.5041962354577222,8.947112310635248e-15,8.432488870016387e-13,7.868375008631169e-14,4.496193850786866e-14,0.0,0.0,2.0038704128230623e-10,2.6418010653892095e-13,1.5995292614280478e-11,3.4614337126772524e-16,6.225797368514056e-16,-1.8739164541537914e-35,1.715253533652652e-27,3.1615212391336863e-20,1.6012766791450941e-15,8.17081711983395e-15,5.986779686972758e-19,1.9403292856593966e-22,1.4143411656526902e-07,1.0606965783950535e-16,2.0188847145994695e-22,1.1025633233305286e-23,5.8505534476816355e-21,1.8595591990644354e-15,1.0846602516694299e-21,5.271643236187017e-26,9.982775813826029e-26,2.0257484341576878e-30,9.883417226988456e-24,1.1102804568917229e-24,2.9925615501376733e-17,7.809835708175563e-26,3.76,0.0,0.9024705283935707,0.9999773039056881,7.920372625882881e-12,1.8375510058408343e-17,0.02711979824493366,0.02712008133044721,3.2084017268251894e-13,8.93152978848129e-18,2.269588123677418e-05,2.0094952059732004e-10
0.010469081306267888,0.5042777953399051,9.590424024470673e-15,8.798549469623191e-13,8.226246243416741e-14,5.15509688990002e-14,0.0,0.0,2.147984321288069e-10,2.968504541169689e-13,1.7712243250604017e-11,4.020197108717045e-16,6.663784485019796e-16,-3.132976878711428e-36,1.9156802372016343e-27,3.530338978830782e-20,1.7457019290543753e-15,9.21327841769839e-15,6.68519081425669e-19,2.226617495742893e-22,1.5136266297966403e-07,1.135322516822034e-16,2.2544046147049966e-22,1.3061150001917323e-23,6.3773101848286215e-21,2.0848091746254826e-15,1.2408249574047057e-21,6.68882247967374e-26,1.2343210626939519e-25,2.40774152014388e-30,1.0775062835251788e-23,1.2002134550898307e-24,3.234958224122775e-17,9.457371196659371e-26,3.76,0.0,0.9015457907626876,0.9999773038898868,8.876975212195931e-12,2.151602740902135e-17,0.028044525931708354,0.028044828890736055,3.317801485455806e-13,9.236077182113307e-18,2.269588123641554e-05,2.1564119397616e-10
0.01081944809433508,0.5043592716803228,1.0256884156260564e-14,9.163096737415945e-13,8.580471135878184e-14,5.884101629420967e-14,0.0,0.0,2.2972810900913733e-10,3.321864963968564e-13,1.954765328133146e-11,4.64248323683491e-16,7.116613542723023e-16,6.835831144842333e-35,2.1306996092215857e-27,3.925917564342906e-20,1.897004127158776e-15,1.034399449486949e-14,7.4342771477620075e-19,2.5438964390700067e-22,1.6162551352182484e-07,1.212477899565189e-16,2.5070134881255635e-22,1.5375814789193486e-23,6.929037246390621e-21,2.3280364368491413e-15,1.41335296529629e-21,8.421004938768692e-26,1.5138751039137619e-25,2.8430479625004594e-30,1.1709200185123644e-23,1.294100984187451e-24,3.488013337534842e-17,1.1374099124673444e-25,3.76,0.0,0.9006220006860141,0.9999773038734675,9.909554732351867e-12,2.504804658283524e-17,0.02896830572935144,0.02896862923117874,3.4270891042168285e-13,9.540312400423972e-18,2.2695881236042884e-05,2.3089146490327643e-10
0.011281649793387883,0.5044666271124363,1.1171604494029536e-14,9.642267170159172e-13,9.059407833396455e-14,6.961195189740346e-14,0.0,0.0,2.5021868561190156e-10,3.8306611009945737e-13,2.215676760406997e-11,5.568174411655029e-16,7.736679356463181e-16,-2.7585443583723315e-35,2.4375724115924047e-27,4.490327439415367e-20,2.107192132005376e-15,1.1977323571444818e-14,8.503069827860753e-19,3.01362731352266e-22,1.7567519381316222e-07,1.3181289364362727e-16,2.86743479543163e-22,1.889925591600352e-23,7.695311798133494e-21,2.6776654641573573e-15,1.667885578350854e-21,1.1282663535441288e-25,1.9592614863119014e-25,3.508073784083462e-30,1.300695794187803e-23,1.4237056232301542e-24,3.837336367637027e-17,1.4368725568429814e-25,3.76,0.0,0.8994047903940781,0.9999773038508526,1.1393227196891404e-11,3.036059551117344e-17,0.030185501949307098,0.03018585357410102,3.5710893051123953e-13,9.941180614529475e-18,2.269588123552961e-05,2.518712577657062e-10
0.011743851492440685,0.5045738375044088,1.2126890935591676e-14,1.012002768384257e-12,9.558028200358423e-14,8.180213621162632e-14,0.0,0.0,2.716173401721259e-10,4.3903060451433334e-13,2.498786400084932e-11,6.623015298363546e-16,8.382555819057964e-16,-2.3633437570235494e-34,2.772018352197128e-27,5.10525941454851e-20,2.3296203716493406e-15,1.3780475966103977e-14,9.667532783495993e-19,3.546506504093753e-22,1.903056891252027e-07,1.42817892732654e-16,3.2601185699407445e-22,2.3017132482296515e-23,8.505994322280313e-21,3.0616687977490143e-15,1.9555191106051697e-21,1.4940818958204332e-25,2.505965078526039e-25,4.2883894865846594e-30,1.4380366285924556e-23,1.5598969298869848e-24,4.204411868605232e-17,1.796884754904052e-25,3.76,0.0,0.8981892251884154,0.9999773038271409,1.3022006457120636e-11,3.6488068993585036e-17,0.031401052501073425,0.03140143341167598,3.7148948155003984e-13,1.0341506848588797e-17,2.2695881234991438e-05,2.738407897667534e-10
0.012206053191493487,0.5046809030519306,1.3122900526563317e-14,1.0596890639839145e-12,1.0045879926800592e-13,9.553144438104441e-14,0.0,0.0,2.9392744245439574e-10,5.003343040074327e-13,2.8049937320737892e-11,7.818235882066548e-16,9.054232413560941e-16,3.215716617257152e-34,3.135376985654453e-27,5.773149810127467e-20,2.564764148213056e-15,1.5763165727511116e-14,1.093227844194259e-18,4.148195545959818e-22,2.0551645034961345e-07,1.5426261715863973e-16,3.6866205966328785e-22,2.779713033181466e-23,9.362800710510968e-21,3.4819541777366797e-15,2.2790226573544834e-21,1.9570664376125493e-25,3.170979142632696e-25,5.197400246955473e-30,1.5832368618228838e-23,1.7043607274039632e-24,4.5937838573764975e-17,2.226330770376511e-25,3.76,0.0,0.8969753028454476,0.9999773038023206,1.48038855182292e-11,4.3512426208358835e-17,0.03261495960876287,0.03261537096693767,3.858505898504101e-13,1.0741291835085677e-17,2.26958812344281e-05,2.968108756978216e-10
0.01266825489054629,0.5047878239512135,1.4159783795886034e-14,1.1073248340050467e-12,1.0538753935090173e-13,1.1092529260456405e-13,0.0,0.0,3.1715226807671074e-10,5.672320326566307e-13,3.1351973182388926e-11,9.165619552986966e-16,9.751698552289825e-16,1.5257864211097393e-34,3.52887428075213e-27,6.496216536547651e-20,2.8127948073365062e-15,1.7935153933219998e-14,1.2301507339783319e-18,4.824555367467406e-22,2.2130692830505194e-07,1.6614689557251855e-16,4.148357197394949e-22,3.331292284124343e-23,1.0266331663358928e-20,3.940377560412618e-15,2.6413068884320788e-21,2.537921127351137e-25,3.9735002090731986e-25,6.251048721630664e-30,1.736403925668359e-23,1.855905062257241e-24,5.002239213372262e-17,2.735067875278066e-25,3.76,0.0,0.8957630211449491,0.9999773037763793,1.67465708124894e-11,5.152087517779422e-17,0.03382722549313509,0.033827668459567015,4.001922816850106e-13,1.1140536305399612e-17,2.2695881233839334e-05,3.207921461176369e-10
0.013130456589599092,0.5048946003974669,1.523768777834542e-14,1.1549424440148554e-12,1.1050344502206012e-13,1.2811401064892089e-13,0.0,0.0,3.412950097279807e-10,6.399789380750998e-13,3.490294950290582e-11,1.0677441181855437e-15,1.047494359073485e-15,-1.0197025257219335e-33,3.9537376495801446e-27,7.276676349778475e-20,3.073882094286379e-15,2.0306437502081326e-14,1.3779417815789749e-18,5.581763456445028e-22,2.376765737518735e-07,1.784705555803611e-16,4.646743957719601e-22,3.964707326314204e-23,1.12171821172013e-20,4.438838872280442e-15,3.0453992663660103e-21,3.260894122118334e-25,4.93497838638003e-25,7.465789580963884e-30,1.897644352206897e-23,2.0134052030208725e-24,5.4267460573779206e-17,3.3339177651169894e-25,3.76,0.0,0.8945523778696541,0.9999773037493053,1.885794074791408e-11,6.060545170957444e-17,0.035037852371989434,0.035038328106284815,4.145145832914811e-13,1.1539240989935202e-17,2.2695881233224863e-05,3.4579549001291307e-10
0.013592658288651895,0.5050012325860709,1.635675928827958e-14,1.2025674118473257e-12,1.1562782687746206e-13,1.472329049817778e-13,0.0,0.0,3.663587760871405e-10,7.188305021748126e-13,3.871183666270271e-11,1.2366472952810615e-15,1.122395684335015e-15,-4.617924677338169e-34,4.41133852563401e-27,8.11701866093277e-20,3.348390549391971e-15,2.2887323720993274e-14,1.537072151984854e-18,6.426327903136098e-22,2.546248373909124e-07,1.912334240257992e-16,5.18337055735069e-22,4.6882846211069455e-23,1.2216661073831245e-20,4.979331539519246e-15,3.494415066290228e-21,4.153826489909291e-25,6.079181695835426e-25,8.858188542481769e-30,2.06718417303391e-23,2.1797423378073177e-24,5.87507090316106e-17,4.034681903526142e-25,3.76,0.0,0.8933433708052975,0.9999773037210865,2.1146341965041855e-11,7.086299165601996e-17,0.03624684246012488,0.0362473521208118,4.2881752087196436e-13,1.1937406618108939e-17,2.2695881232584384e-05,3.7183235212429863e-10
0.014054859987704697,0.5051077207119206,1.7517139658660964e-14,1.2502205706836944e-12,1.2080087239128346e-13,1.6842209441985597e-13,0.0,0.0,3.9234659490226186e-10,8.040424551624218e-13,4.278759727154817e-11,1.4245968879094293e-15,1.1998727562547344e-15,5.880470993998876e-34,4.903003259622814e-27,9.019644194437677e-20,3.63656141179194e-15,2.5688233327529594e-14,1.7079963790447461e-18,7.364909435750402e-22,2.7215116987040493e-07,2.044353266250636e-16,5.759770050577683e-22,5.51088393045184e-23,1.3265624249558624e-20,5.563845055902425e-15,3.991599199456433e-21,5.24865091046481e-25,7.432358875589039e-25,1.0448337455592927e-29,2.2451739263652095e-23,2.3553736810322604e-24,6.348445917224545e-17,4.850191086555158e-25,3.76,0.0,0.8921359977405043,0.999977303691711,2.3620047767051012e-11,8.239519864384525e-17,0.03745419796944914,0.037454742713977474,4.431011205943996e-13,1.2335033918385169e-17,2.269588123191766e-05,3.989141861181285e-10
0.0145170616867575,0.5052140649697797,1.8718963390366006e-14,1.2979193362640143e-12,1.2608802728948674e-13,1.918265579370133e-13,0.0,0.0,4.192614125958529e-10,8.958707096650137e-13,4.713918637761257e-11,1.6329671678362256e-15,1.2799244926362338e-15,-1.3334751080457363e-34,5.429886128444262e-27,9.986625805275658e-20,3.938656633408893e-15,2.871982915300825e-14,1.8911073818762944e-18,8.404620286553965e-22,2.902550217904267e-07,2.1807608772292428e-16,6.3772661538264435e-22,6.442116505562952e-23,1.4365003126629352e-20,6.19441755338208e-15,4.540348766175206e-21,6.582150359296081e-25,9.023559121571537e-25,1.22563765837315e-29,2.4317779218989055e-23,2.5367589011494653e-24,6.837327067184207e-17,5.794407906952515e-25,3.76,0.0,0.8909302564668125,0.9999773036611671,2.6287451113064435e-11,9.530889340218202e-17,0.03865992110895808,0.038660502093699506,4.573654085922757e-13,1.2732123618269189e-17,2.2695881231224435e-05,4.270526466875328e-10
