Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72)
2.3411853562198457e-06,0.8898868627716788,0.0037827673697555563,0.0011258499901401708,0.0022724144896106475,0.016997573570580647,0.0,0.0,0.00025364157109543226,1.0472900309618302e-06,0.0038409116970875954,6.183095460565153e-05,1.5930636460040809e-06,8.085623446936514e-09,1.157919489285142e-06,4.267537409732162e-05,4.4115399477195023e-05,2.7595398991647917e-05,7.085097207482764e-06,9.092376874597726e-08,0.0005112553007358009,1.6693568888261136e-08,1.6477936125192242e-06,5.860178604820294e-08,2.188979336744472e-09,0.0011441284094842084,4.993844223765251e-07,8.052868397571642e-07,4.24338728096001e-10,8.176468870448949e-11,9.609411039486827e-08,1.8696973886103755e-10,5.028920248086875e-07,7.909810436993655e-10,3.76,0.0,0.23769360542629278,0.9866526128652979,0.008959880879674264,4.798215930753225e-06,0.3582014437129093,0.3715802066974765,3.5085011531511414e-07,1.2053385738321025e-09,0.0020920473560525495,0.0011144198326267334,0.0037704897933737882,0.00027691304475658467,2.2673528351219863e-05,0.008589913533370932,0.014595049923159359,0.022791883846030047,0.001087563349581836,0.0007264379557154894,2.94084340319159e-05,5.923960504040156e-07,2.0675391799039915e-05,8.181810206076986e-06,0.0003245536606269597,6.441657190382874e-05
2.3539992957630555e-06,0.8901493360187278,0.003843078076981909,0.0011506511049594107,0.0023092205633484185,0.01730136804081867,0.0,0.0,0.00025676785787520125,1.0649989765655983e-06,0.003953476145658882,6.380792892672949e-05,1.6597665562081685e-06,8.555955685969016e-09,1.2051671310296788e-06,4.371999505886088e-05,4.5875376047269337e-05,2.8473047707304175e-05,7.414211890549502e-06,9.342661583639112e-08,0.0005173940284882041,1.7270548996634998e-08,1.69007506385079e-06,6.207207731229834e-08,2.2886018003134947e-09,0.001181942678554106,5.08940927416356e-07,8.404345269192446e-07,4.59162929241684e-10,8.742306744992632e-11,1.0098960312457856e-07,1.926289437469186e-10,5.12325917538144e-07,8.356878182516584e-10,3.76,0.0,0.23608784131730196,0.9863913209440228,0.009161646363478401,4.976066554493915e-06,0.3590606475033813,0.372780282412286,3.5169297355127433e-07,1.2083967906521205e-09,0.002091493646294113,0.001137189804807644,0.0038579041702247827,0.0002801422917688323,2.294810064010301e-05,0.008743746964551977,0.014846517294482794,0.02295121979085705,0.0011100887202499957,0.0007374143935575038,2.993510976575176e-05,6.080973552671576e-07,2.104884544381173e-05,8.326615370000976e-06,0.0003373287150146615,6.684705741213935e-05
2.3668132353062653e-06,0.8904116534608444,0.0039038202035055264,0.001175826381507988,0.0023463016298243275,0.017608577452842437,0.0,0.0,0.00025991926250874635,1.0829778531823498e-06,0.004068678145880706,6.583705494450072e-05,1.7288960520953862e-06,9.049445336587342e-09,1.2539234742915576e-06,4.4781519217626654e-05,4.770236488670964e-05,2.937413930874984e-05,7.75698699805446e-06,9.598435516651483e-08,0.0005236094933161083,1.7867500663061293e-08,1.733173701656199e-06,6.573526462557283e-08,2.3926306873893367e-09,0.0012208101894032298,5.186265535641496e-07,8.7689914823941e-07,4.967816397947932e-10,9.345705834584447e-11,1.0610545606672566e-07,1.9841872843261454e-10,5.218479634734141e-07,8.827408405990593e-10,3.76,0.0,0.2344855670520008,0.9861253160933865,0.009366843171083498,5.160116628717257e-06,0.35990619532824186,0.37397364506849223,3.5252246321139997e-07,1.2114138348280063e-09,0.0020909299465001036,0.0011602214665449265,0.003946628169405201,0.00028336698363451435,2.3222784575812794e-05,0.008899367616005377,0.01510041334646518,0.023112511282879025,0.001132879365940023,0.0007485603012581987,3.0465875609110423e-05,6.241564158203391e-07,2.142522229305176e-05,8.47329582735114e-06,0.0003505252308570409,6.935293634787899e-05
2.379627174849475e-06,0.8906738206003906,0.003964981002308277,0.0012013760115993503,0.0023836503379739277,0.01791919236785755,0.0,0.0,0.0002630954086355456,1.1012292451649154e-06,0.004186559650203298,6.791935518738512e-05,1.8005195992968251e-06,9.566949038244817e-09,1.3042161455795899e-06,4.5859966244602676e-05,4.959869695900032e-05,3.0299180138178055e-05,8.113896888310775e-06,9.859783468199975e-08,0.0005299034816207098,1.8484977321068245e-08,1.7770996770033569e-06,6.960124841915791e-08,2.501247993722951e-09,0.0012607526333955103,5.284424368074861e-07,9.147197264264279e-07,5.374132538443947e-10,9.989071678479539e-11,1.1144988738844359e-07,2.043403862696591e-10,5.314564370813082e-07,9.322509241295368e-10,3.76,0.0,0.23288678565868617,0.9858545548393386,0.009575499431261814,5.350569475264306e-06,0.36073804056563596,0.3751603332675112,3.533385386240541e-07,1.2143896014295882e-09,0.0020903561645031128,0.001183511572585951,0.0040366594143774505,0.00028658585496334167,2.349748635035128e-05,0.009056774175737177,0.015356714937188196,0.023275794577678588,0.001155932214749315,0.0007598782065091466,3.100059506807197e-05,6.405788200127903e-07,2.1804425959591208e-05,8.621850963089639e-06,0.0003641534546585265,7.193582673351716e-05
2.392441114392685e-06,0.8909358426197079,0.004026547221401127,0.0012272999818813324,0.0024212590358830494,0.018233201880069334,0.0,0.0,0.0002662959020800191,1.1197556814948554e-06,0.004307162680377608,7.005586148465464e-05,1.8747055527642497e-06,1.0109336996526776e-08,1.3560723082934153e-06,4.6955348528279344e-05,5.156676670453301e-05,3.124868545164293e-05,8.48542705391827e-06,1.0126790579206692e-07,0.0005362778069472222,1.9123539208929072e-08,1.8218632402187373e-06,7.368037875734827e-08,2.614642024403482e-09,0.0013017918231296034,5.383897624880624e-07,9.539359954265837e-07,5.812925904960685e-10,1.0674958973374836e-10,1.1703132219246868e-07,2.10395146341144e-10,5.411495329778241e-07,9.843332851976648e-10,3.76,0.0,0.23129150225462344,0.985578994624169,0.009787642568518955,5.547634241108633e-06,0.36155613758840477,0.3763403857817339,3.541411550831868e-07,1.2173239856673806e-09,0.0020897722099211284,0.001207056644446121,0.004127994708190913,0.00028979762111278935,2.3772110460286604e-05,0.009215964707389683,0.015615397510408417,0.023441105824765014,0.0011792439630384038,0.000771370636535336,3.153912608309377e-05,6.573701463370705e-07,2.2186356101697182e-05,8.772278985882043e-06,0.00037822371934493444,7.459734990442259e-05
2.4052550539358947e-06,0.891197724375845,0.004088505105039604,0.0012535980685516974,0.0024591197710703886,0.018550593597121058,0.0,0.0,0.00026952033100913957,1.138559632720788e-06,0.004430529306652506,7.224761472563808e-05,1.9515231282858104e-06,1.0677492016873009e-08,1.40951861060674e-06,4.806767111905787e-05,5.36090325420783e-05,3.222317960623592e-05,8.872074073283583e-06,1.0399542284527282e-07,0.0005427343087636591,1.978375308839383e-08,1.867474745241815e-06,7.798347139163974e-08,2.7330075187585975e-09,0.0013439496771374744,5.484697690300162e-07,9.945883971309158e-07,6.286720550731813e-10,1.1406080439480368e-10,1.2285839176455943e-07,2.1658416998691062e-10,5.509253662444649e-07,1.0391076657431657e-09,3.76,0.0,0.22969972405775138,0.9852985938521488,0.010003299270545394,5.751526000370575e-06,0.36236044183619354,0.3775138415524379,3.5493026891847905e-07,1.2202168829348191e-09,0.002089177994481935,0.0012308529683331927,0.004220630016977044,0.00029300097908448934,2.4046559764664108e-05,0.009376936641541432,0.015876435087924384,0.02360848104455685,0.0012028110732924583,0.0007830401163705975,3.208132105076651e-05,6.745359598964331e-07,2.25709084376922e-05,8.9245768899816e-06,0.000392746437208654,7.733912897928191e-05
2.4180689934791045e-06,0.8914594703954956,0.004150840395687442,0.0012802698321886005,0.0024972242911855025,0.01887135362170591,0.0,0.0,0.00027276826611973833,1.157643507899783e-06,0.004556701626450564,7.449566460871065e-05,2.0310423726610454e-06,1.1272308455219169e-08,1.4645811327033851e-06,4.9196931683393e-05,5.5728017289809726e-05,3.322319625362937e-05,9.274345540680995e-06,1.0678124255915117e-07,0.0005492748511447171,2.0466191950915107e-08,1.913944653821468e-06,8.252182406159534e-08,2.856545770922704e-09,0.0013872482038609787,5.586837517147293e-07,1.036718077641453e-06,6.798228741668614e-10,1.2185316167396358e-10,1.28939932383685e-07,2.2290854734293084e-10,5.607819728647547e-07,1.0966984563374476e-09,3.76,0.0,0.22811146039650612,0.985013311935431,0.010222495455587923,5.962465853729185e-06,0.36315090988802734,0.37868073968715116,3.5570583756614114e-07,1.2230681888513735e-09,0.00208857343215669,0.0012548965933542543,0.00431456045412758,0.0002961946084715467,2.4320735546786176e-05,0.009539686767464084,0.016139800263394042,0.02377795610491601,0.0012266297722640796,0.0007948891670919575,3.26270268547811e-05,6.920818083817741e-07,2.2957974767102285e-05,9.078740417604471e-06,0.00040773209248210184,8.01627872757177e-05
2.4308829330223144e-06,0.8917210848701579,0.004213538336748038,0.001307314612709578,0.002535564045134093,0.019195466534412634,0.0,0.0,0.00027603926085588133,1.1770096515479595e-06,0.004685721742534505,7.680106938008775e-05,2.113334132592888e-06,1.189469108474743e-08,1.521285333479834e-06,5.034312046777056e-05,5.792630850044099e-05,3.4249278539928566e-05,9.692759973905209e-06,1.096262234014354e-07,0.0005559013213597527,2.1171434711799734e-08,1.96128353950365e-06,8.730723302056649e-08,2.9854647455074953e-09,0.0014317094849078474,5.69033066489107e-07,1.0803668831236699e-06,7.350364083679691e-10,1.3015723465842614e-10,1.3528498367280587e-07,2.293692939046167e-10,5.707173102830229e-07,1.1572348194916848e-09,3.76,0.0,0.226526722717694,0.9847231093402645,0.010445256239785759,6.180681024904253e-06,0.36392749953526327,0.37984111945645593,3.564678196401105e-07,1.2258777993067774e-09,0.0020879584389712096,0.001279183330017268,0.004409780265205424,0.00029937717245637403,2.459453757985943e-05,0.009704211225359204,0.016405464197650006,0.02394956669725269,0.0012506960494096534,0.0008069203040142463,3.3176084906316795e-05,7.100132179609767e-07,2.334744299847736e-05,9.234764021901597e-06,0.00042319123353920193,8.306994667231332e-05
2.443696872565524e-06,0.8919825716515349,0.004276583676082432,0.0013347315244719759,0.0025741301846412138,0.019522915377864002,0.0,0.0,0.00027933285165660584,1.1966603406066694e-06,0.004817631740677529,7.916489556244101e-05,2.1984700223591256e-06,1.2545553878237067e-08,1.57965599683622e-06,5.150622027260628e-05,6.020655870498175e-05,3.5301979311729854e-05,1.012784669858578e-05,1.1253122492067936e-07,0.0005626156283640918,2.1900065892759626e-08,2.0095020913569486e-06,9.235200976204469e-08,3.1199791877772463e-09,0.0014773556575904776,5.795191337935571e-07,1.1255773552754595e-06,7.946255466272887e-10,1.390054723040515e-10,1.4190278646839526e-07,2.3596734712406335e-10,5.807292580871165e-07,1.2208508130551718e-09,3.76,0.0,0.22494552459234718,0.98442794763265,0.01067160590451758,6.4064049538697705e-06,0.3646901698548282,0.3809950202902271,3.572161750035228e-07,1.2286456105066144e-09,0.002087332933311862,0.0013037087490394377,0.004506282813637015,0.00030254731885826197,2.4867864196497916e-05,0.009870505499097461,0.016673396615558445,0.02412334831222221,0.0012750056556311744,0.0008191360348463964,3.372833119405373e-05,7.283356890842258e-07,2.3739197184029617e-05,9.39264083063662e-06,0.00043913446472556824,8.606222591843377e-05
2.456510812108734e-06,0.8922439342471783,0.004339960670331102,0.0013625194515273394,0.0026129135662629572,0.019853681642206324,0.0,0.0,0.00028264855823422976,1.216597781430869e-06,0.004952473666851821,8.158821767335801e-05,2.286522390330127e-06,1.3225818705936845e-08,1.6397171776838875e-06,5.2686206436103404e-05,6.257148555957895e-05,3.638186132823896e-05,1.0580145708254156e-05,1.1549710702416354e-07,0.000569419701193164,2.2652675293366933e-08,2.058611117379954e-06,9.766899792009634e-08,3.260310727710643e-09,0.0015242088967529002,5.901434423950699e-07,1.1723927264463149e-06,8.589261862976126e-10,1.4843230853497688e-10,1.488027801871292e-07,2.427035630510237e-10,5.908156188163824e-07,1.2876855135284675e-09,3.76,0.0,0.22336788171949676,0.9841277895239171,0.0109015678638073,6.639877386449445e-06,0.36543888128264496,0.38214248177329463,3.579508648403645e-07,1.2313715190195612e-09,0.002086696836161392,0.0013284681804743295,0.004604060567234415,0.00030570368123034714,2.514061236205426e-05,0.010038564409482658,0.0169435658044651,0.024299336215036133,0.0012995541023350704,0.0008315388578109621,3.428359634402539e-05,7.470546922091247e-07,2.4133117561253153e-05,9.552362610682994e-06,0.00045557243781901716,8.914123889342134e-05
2.469324751651944e-06,0.8925051758164,0.004403653090055046,0.0013906770430439199,0.002651904753856622,0.020187745252007033,0.0,0.0,0.00028598588388339453,1.2368241068064774e-06,0.005090289503950799,8.407211793368543e-05,2.377564284404106e-06,1.3936413949154284e-08,1.701492147797428e-06,5.3883046828053925e-05,6.50238718898923e-05,3.7489497479261825e-05,1.1050207499280984e-05,1.1852472920096821e-07,0.00057631548725923,2.3429857651912697e-08,2.10862154753205e-06,1.0327159031496251e-07,3.4066879773278435e-09,0.001572291395893429,6.009075532097288e-07,1.2208569144435943e-06,9.282988030122616e-10,1.584742769567032e-10,1.5599459966837974e-07,2.49578713028139e-10,6.009741188961685e-07,1.3578831391123854e-09,3.76,0.0,0.22179381192779954,0.9838225989165885,0.011135164631837866,6.881344459934701e-06,0.3661735956871478,0.3832835436405266,3.5867185172724207e-07,1.2340554218265739e-09,0.002086050070840692,0.0013534567131684196,0.004703105085595848,0.0003088448800052268,2.5412677751745798e-05,0.010208382108062374,0.01721593861427016,0.024477565420411292,0.001324336660819122,0.0008441312597285498,3.484170568946561e-05,7.66175663449194e-07,2.4529080601628994e-05,9.713919733454596e-06,0.00047251584312304036,9.230859281694248e-05
2.4821386911951536e-06,0.8927662991664592,0.00446764422571052,0.0014192027089107938,0.002691094021517743,0.02052508455461612,0.0,0.0,0.0002893443158209008,1.2573413730037338e-06,0.005231121148061696,8.661768596578908e-05,2.4716694164349696e-06,1.467827303006852e-08,1.7650033416459566e-06,5.509670185356223e-05,6.756656562745363e-05,3.862547100882834e-05,1.1538592879834237e-05,1.2161494968826424e-07,0.0005833049505507531,2.4232212296193693e-08,2.159544436327148e-06,1.0917374611247158e-07,3.559346620632733e-09,0.001621625347592757,6.11813103098244e-07,1.2710145170656853e-06,1.0031301146476486e-09,1.6917013138219746e-10,1.6348807147182187e-07,2.565934804513069e-10,6.112024096996561e-07,1.4315931723110151e-09,3.76,0.0,0.2202233351749611,0.9835123409494445,0.01137241779062371,7.131058784356059e-06,0.3668942764427869,0.38441824577132677,3.5937909970514703e-07,1.2366972163722705e-09,0.0020853925632581083,0.0013786691945579565,0.004803407008432043,0.00031196952368785235,2.5683954831533685e-05,0.010379952071506783,0.017490480459170742,0.024658070667181783,0.0013493483619980743,0.0008569157140689574,3.540247935078333e-05,7.857040001500858e-07,2.4926959066508944e-05,9.877301141386816e-06,0.0004899754001968972,9.55658864124555e-05
2.4949526307383634e-06,0.8930273067490334,0.004531916894470016,0.001448094615536068,0.0027304713569920153,0.02086567631004547,0.0,0.0,0.00029272332555630793,1.2781515568737252e-06,0.005375010384306247,8.922601848176602e-05,2.568912125730812e-06,1.5452332858799226e-08,1.830272302345203e-06,5.6327124466625115e-05,7.02024796324826e-05,3.97903757441557e-05,1.2045872752045439e-05,1.2476862457903028e-07,0.0005903900697347583,2.5060342784781466e-08,2.211390964927769e-06,1.1539000806343315e-07,3.7185294954985007e-09,0.0016722329232594297,6.228618086174724e-07,1.3229108064051868e-06,1.0838348437015175e-09,1.8056097236761257e-10,1.712932096101471e-07,2.637484576055146e-10,6.214980687374065e-07,1.5089704819047958e-09,3.76,0.0,0.2186564735448964,0.9831969820421179,0.011613347957893738,7.3892795190298025e-06,0.3676008885034129,0.3855466281835434,3.600725743510982e-07,1.2392968006188701e-09,0.0020847242422683304,0.0014041002308168482,0.00490495604486449,0.0003150762100948864,2.5954336942693384e-05,0.010553267096576483,0.0177671553211079,0.024840886392600223,0.0013745839964779839,0.0008698946789709148,3.5965732325821626e-05,8.056450563982932e-07,2.5326622070302558e-05,1.0042494315588523e-05,0.0005079618482270396,9.891470802595775e-05
2.5077665702815732e-06,0.8932882006569934,0.004596453447899979,0.0014773506818534384,0.0027700264655697916,0.02120949568241864,0.0,0.0,0.00029612236929320995,1.2992565529954337e-06,0.0055219988622684435,9.189821896166058e-05,2.6693673417043183e-06,1.6259532199093534e-08,1.89731962786887e-06,5.7574260193435375e-05,7.293459139767923e-05,4.0984816329609764e-05,1.2572627866612618e-05,1.2798660686942682e-07,0.0005975728361628486,2.591485653929974e-08,2.2641724426752158e-06,1.2193551978667993e-07,3.884486666832909e-09,0.0017241362522069676,6.340554697098743e-07,1.376591722968299e-06,1.1708575824921068e-09,1.9269037995000732e-10,1.7942021069735965e-07,2.710441425870791e-10,6.318586009749331e-07,1.5901754441084441e-09,3.76,0.0,0.2170932512425758,0.9828764899399137,0.011857974755238006,7.656272443993725e-06,0.3682933984754374,0.3866687310267878,3.6075224284959033e-07,1.2418540731029869e-09,0.00208404503936505,0.001429744187364587,0.005007740963741752,0.000318163527639466,2.6223716390008526e-05,0.010728319295699654,0.018045925754951495,0.025026046706356078,0.0014000381149887496,0.0008830705952324685,3.653127459049159e-05,8.260041384667278e-07,2.5727935151027415e-05,1.0209485244785281e-05,0.0005264859360456777,0.00010235663370237534
2.520580509824783e-06,0.8935489826214893,0.00466123578050411,0.0015069685755510053,0.0028097487744687634,0.021556516233041535,0.0,0.0,0.0002995408883609996,1.3206581708807908e-06,0.005672128071029361,9.463539732173381e-05,2.7731105457587537e-06,1.710080995427878e-08,1.9661649176620685e-06,5.8838047165274536e-05,7.576594262758107e-05,4.220940846526435e-05,1.3119448549117744e-05,1.3126974544427522e-07,0.0006048552517818427,2.6796364468240565e-08,2.3179003079903296e-06,1.288260430568865e-07,4.0574754903384045e-09,0.0017773574000793466,6.453959733122011e-07,1.4321038696592241e-06,1.264674765645293e-09,2.0560455277376145e-10,1.8787944849416487e-07,2.7848093632378675e-10,6.422814402781915e-07,1.6753740627280936e-09,3.76,0.0,0.21553369458650548,0.982550833757659,0.012106316776572345,7.932310025938376e-06,0.3689717746906573,0.38778459457516284,3.614180740637349e-07,1.2443689329955685e-09,0.0020833548888284795,0.0014555951897431614,0.005111749585018508,0.0003212300566593849,2.6491984533513567e-05,0.0109051000931782,0.018326752895454004,0.02521358536433974,0.0014257050291836455,0.0008964458842741738,3.709891120982928e-05,8.467865002021934e-07,2.61307603482516e-05,1.0378258395675197e-05,0.0005455584118034218,0.0001058932252221531
2.533394449367993e-06,0.8938096540093573,0.004726245339139457,0.0015369457095344152,0.002849627437709792,0.021906709915142243,0.0,0.0,0.00030297830967682143,1.3423581322453562e-06,0.005825439313830208,9.743866957282756e-05,2.8802177324945626e-06,1.7977103375736476e-08,2.036826719807541e-06,6.011841616082511e-05,7.869963868817093e-05,4.346477914959403e-05,1.3686934397389411e-05,1.346188839993561e-07,0.0006122393269503546,2.770548058287627e-08,2.3725861285781e-06,1.360779750557406e-07,4.237760666157847e-09,0.0018319183466439046,6.56885296864328e-07,1.4894945056813429e-06,1.3657967543852806e-09,2.1935245378519973e-10,1.966814678331399e-07,2.860591397034737e-10,6.527639509863142e-07,1.764738088132259e-09,3.76,0.0,0.21397783199879727,0.9822199840226072,0.012358391556976111,8.217671478233796e-06,0.3696359872786297,0.3888942592194014,3.620700386059543e-07,1.2468412801653467e-09,0.002082653728219514,0.0014816471248720157,0.00521696877223949,0.00032427437078732895,2.6759031883688878e-05,0.01108360022204179,0.01860959646600097,0.0254035357421827,0.0014515788128139323,0.0009100229460773395,3.7668442459560214e-05,8.679973383604939e-07,2.653495628850471e-05,1.0548796684821822e-05,0.0005651900123040522,0.00010952602810078615
2.5462083889112027e-06,0.8940702158208661,0.0047914631333096985,0.0015672792386381986,0.002889651341490732,0.02226004707032602,0.0,0.0,0.00030643404623736025,1.3643580683523254e-06,0.005981973682385878,0.000100309157468885,2.9907653703230395e-06,1.8889346196550262e-08,2.109322478889363e-06,6.141529065765357e-05,8.173884792154111e-05,4.47515669257835e-05,1.4275693949298593e-05,1.3803485989929766e-07,0.0006197270781629608,2.864282160577692e-08,2.4282416008685705e-06,1.4370836554249777e-07,4.425614281718032e-09,0.0018878409629731652,6.685255116983099e-07,1.5488115404097505e-06,1.4747700371781205e-09,2.3398596266617365e-10,2.0583697790715788e-07,2.937789508219522e-10,6.633034296108751e-07,1.8584451348527048e-09,3.76,0.0,0.21242569399278494,0.9818839127174844,0.012614215541959174,8.512642814646235e-06,0.37028600823848445,0.38999776545841885,3.627081089081469e-07,1.2492710152461343e-09,0.002081941498058845,0.0015078936426880037,0.005323384426170462,0.0003272950383618414,2.7024748200002114e-05,0.01126380972156781,0.018894414789182194,0.025595930808605023,0.001477653303285895,0.0009238041570997105,3.823966395819143e-05,8.89641787894336e-07,2.6940378278169635e-05,1.0721081452207237e-05,0.0005853914520106536,0.0001132565695542368
2.5590223284544125e-06,0.8943306686878035,0.004856869746338258,0.0015979660565993918,0.0029298091100607095,0.022616496426788955,0.0,0.0,0.00030990749764001275,1.386659517437679e-06,0.0061417720308723,0.00010324798814568844,3.104830361574426e-06,1.983846669319674e-08,2.183668484699286e-06,6.272858689261406e-05,8.488680082056995e-05,4.6070422131072005e-05,1.488634432044091e-05,1.4151850297007627e-07,0.0006273205256839531,2.9609006572416646e-08,2.484878548626383e-06,1.517349338974169e-07,4.621315843074962e-09,0.001945146988039659,6.80318786287143e-07,1.6101035272917809e-06,1.5921795512945946e-09,2.4956003516677054e-10,2.153568449059238e-07,3.0164046236204716e-10,6.738971066606058e-07,1.9566787976335868e-09,3.76,0.0,0.2108773131581495,0.9815425933224595,0.01287380405721511,8.817516896335027e-06,0.3709218115100554,0.39109515389028365,3.6333225929121925e-07,1.251658039708253e-09,0.002081218141823734,0.0015343281581767783,0.005430981479616484,0.00033029062387643306,2.7289022592688648e-05,0.011445717935484564,0.01918116479920505,0.025790803098602707,0.0015039221036068733,0.000937791868171103,3.881236680958113e-05,9.117249171996851e-07,2.7346878403810046e-05,1.0895092436567288e-05,0.0006061734117335137,0.00011708635643336954
2.5718362679976223e-06,0.8945910128719192,0.004922445347422054,0.0016290027933047668,0.0029700891120961787,0.02297602509933069,0.0,0.0,0.00031339805063285815,1.4092639222243172e-06,0.006304874949611999,0.0001062562937498599,3.2224900021870346e-06,2.0825385678807502e-08,2.2598798219403947e-06,6.405821393090751e-05,8.81467890587422e-05,4.742200714847973e-05,1.5519510811228905e-05,1.4507063422554059e-07,0.0006350216910930258,3.060465642638071e-08,2.5425089206612066e-06,1.6017608598904541e-07,4.825152294036389e-09,0.002003858004750292,6.922673893326917e-07,1.6734196578345252e-06,1.718651129858234e-09,2.6613286948489716e-10,2.2525208398723106e-07,3.096436591141743e-10,6.845421485897839e-07,2.0596287657503083e-09,3.76,0.0,0.20933272414352055,0.9811960008556455,0.013137171278918041,9.132593471716477e-06,0.37154337304421386,0.39218646520261335,3.6394246603383183e-07,1.2540022559344556e-09,0.0020804836065757577,0.0015609438538025907,0.005539743893464304,0.0003332596894648343,2.7551743627639112e-05,0.011629313510873809,0.019469802056166836,0.025988184686508396,0.0015303785847259573,0.0009519884023715746,3.9386337755986196e-05,9.342517233272051e-07,2.7754305639951355e-05,1.1070807752633538e-05,0.0006275465270113755,0.00012101687313070922
2.584650207540832e-06,0.8948512482637349,0.004988169704563622,0.0016603858123245554,0.0030104794675803355,0.02333859859120426,0.0,0.0,0.0003169050796927939,1.4321726275330628e-06,0.006471322738483257,0.00010933521105819005,3.3438219410634643e-06,2.1851014432018702e-08,2.3379703210743116e-06,6.54040737434386e-05,9.152216437045274e-05,4.8806996660204846e-05,1.6175826482990516e-05,1.4869206452747165e-07,0.0006428325947456156,3.163039360862046e-08,2.6011447875715998e-06,1.690509308138604e-07,5.037418022372165e-09,0.002063995415449222,7.043736926716539e-07,1.7388097557407327e-06,1.8548540789237268e-09,2.8376607982620336e-10,2.355338505706631e-07,3.177884156487903e-10,6.952356598684834e-07,2.167490935423829e-09,3.76,0.0,0.20779196363652438,0.9808441119135981,0.01340433020462122,9.458179208779686e-06,0.3721506708722831,0.39327174016240257,3.645387074402632e-07,1.2563035673006998e-09,0.0020797378426780345,0.0015877336823410144,0.005649654653985119,0.0003362007964208515,2.7812799434249472e-05,0.011814584397788031,0.01976028076219998,0.026188107158960167,0.0015570158882741443,0.0009663960528948272,3.9961359341531546e-05,9.572271271647485e-07,2.8162505964278483e-05,1.1248203870403921e-05,0.0006495213761988245,0.00012504957946301497
2.597464147084042e-06,0.8951113743817242,0.005054022198377124,0.001692111208746644,0.0030509680551848565,0.02370418079783722,0.0,0.0,0.00032042794763111244,1.4553868779984287e-06,0.006641155380079327,0.00011248588108736732,3.468904139179024e-06,2.2916252565522946e-08,2.4179525104532197e-06,6.676606129210993e-05,9.5016337277366e-05,5.022607790191567e-05,1.685593170275173e-05,1.523835931789535e-07,0.0006507552531509587,3.268684164114161e-08,2.66079833745599e-06,1.7837929685435854e-07,5.25841485243442e-09,0.002125580416920868,7.166401739779419e-07,1.806324271255738e-06,2.001503889088989e-09,3.0252487726137537e-10,2.4621343094315243e-07,3.2607449415234574e-10,7.059746851726272e-07,2.280467520161574e-09,3.76,0.0,0.20625507034125573,0.980486904710728,0.013675292624815745,9.794587719438371e-06,0.3727436851744149,0.3943510196052944,3.651209639072981e-07,1.258561878262037e-09,0.0020789808035936957,0.0016146903701180267,0.005760695771432196,0.0003391125067497179,2.807207781609193e-05,0.012001517849596516,0.020052553779499674,0.02639060158781392,0.0015838269297078556,0.000981017080899691,4.0537210085945556e-05,9.806559685970658e-07,2.8571322480124104e-05,1.1427255596560289e-05,0.0006721084682738046,0.00012918590853334464
2.6102780866272518e-06,0.8953713903718752,0.00511998183676205,0.001724174807321532,0.003091542520151192,0.024072734012455632,0.0,0.0,0.0003239660062256501,1.4789078158970047e-06,0.006814412512645023,0.00011570944869415437,3.5978148285246265e-06,2.4021985839098353e-08,2.4998375698893643e-06,6.814406462270431e-05,9.86327756566691e-05,5.167995091708242e-05,1.7560473656468086e-05,1.5614600645134711e-07,0.0006587916762713149,3.3774624705541734e-08,2.721481870525913e-06,1.8818174809932438e-07,5.4884520234761396e-09,0.0021886339749271812,7.290694192402068e-07,1.8760142757895805e-06,2.159365086079026e-09,3.224782579792276e-10,2.5730223216818893e-07,3.3450154243674243e-10,7.167562116909555e-07,2.3987671588619977e-09,3.76,0.0,0.2047220849531551,0.9801243591166945,0.013950069095208118,1.0142139575503648e-05,0.3733223983468054,0.3954243444243064,3.656892179899844e-07,1.2607770944439411e-09,0.0020782124466262497,0.0016418064206598425,0.005872848279963232,0.00034199338474820646,2.8329466364242606e-05,0.012190100424073235,0.020346572650239623,0.026595698503035944,0.0016108044018586746,0.0009958537133525718,4.111366466846324e-05,1.0045430016501746e-06,2.898059554619578e-05,1.160793605815284e-05,0.0006953182303804368,0.00013342726457643087
