Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68)
2.753616666303998e-05,0.8453490381604414,0.0015007551217310758,0.00047556107155459476,0.0005866954391544072,0.1730136783111889,0.0,0.0,0.0015852547010551158,8.390362022696614e-05,0.238350157920648,0.012962253206924353,0.00020604173574060146,3.222428624178756e-10,8.096505403416606e-08,3.1708388779913963e-06,0.003667358309239676,0.007945098773709107,0.0001253707948959816,2.7980498595846347e-06,0.004514072945396058,6.73638189440782e-08,7.855016524314806e-07,0.0002470236970401533,7.796208436467654e-07,0.025187807496226105,1.4330936631283105e-06,0.0010754701413199827,0.0003414340196699197,1.3181470459952877e-06,1.825638594552707e-06,3.1224095514050718e-09,4.102501247730226e-07,1.384328716225053e-05,3.76,0.0,0.0047816395724445526,0.7425265860312906,0.17787769513487817,0.01452440768493239,0.14340642898543654,0.42563690042115665,3.457393654765419e-08,6.471332673212751e-11,0.0008979541637459262,0.00011013073225660619,0.0006941792085099986,2.5076217957981116e-05,1.02177386771886e-05,0.07866147106223328,0.03135245601514568,0.011966565376669423,9.877076395255603e-05,0.011084625593734212,1.081284361971056e-05,1.3937848335791094e-05,8.387089318322344e-06,2.448580712412168e-05,0.0003068358150313856,5.164684958654382e-05,0.023335733443623902,0.00021750947910795191,0.039106210342813634,1.071436720953419e-09,0.03412836852758922,0.020173070680144015,4.336271170662945e-08,7.826254697514091e-05,1.0942099129996567e-08,1.304178033268937e-07,3.0212082478470193e-12,1.3241584162517059e-08,7.946593019449214e-09,1.0868456368747397e-06,4.798943297944971e-13,1.0551124060369603e-07,5.512176843465844e-12,8.157949038264984e-09,2.1787138707855337e-12,3.1580087367029497e-07,1.480089422410578e-07,0.0004562611496563625,4.087636007072418e-09,0.00014916138704744474,0.006620407705103633,4.822561638161505e-07,5.1828164690972584e-11,0.016940423372162648,1.1767106675421845e-10,9.86851230123944e-06,4.0325943969607745e-10,0.004112975644403351,1.1455069108732102e-06,1.246120602344686e-05,2.526845199340177e-06
2.7849901151313625e-05,0.8456152008434877,0.0015002915764613077,0.0004742662386997983,0.0005857089737325433,0.173230908364953,0.0,0.0,0.0015743015424270305,8.289448722293232e-05,0.24030144634193373,0.01305786653180349,0.00020512565166667143,3.2212900248304327e-10,8.079471487831659e-08,3.1638347085251767e-06,0.00366605123807949,0.007921065160586941,0.00012517156838065248,2.802281150894587e-06,0.004530762030566862,6.78573646862329e-08,7.841535175521762e-07,0.00024682087131052853,7.741253801876733e-07,0.025116269063564445,1.4397701160482055e-06,0.001082286091128893,0.0003421551478171489,1.318363984496904e-06,1.8215622945289008e-06,3.1187324982582004e-09,4.0989248782849727e-07,1.3921217651815803e-05,3.76,0.0,0.004574627030220046,0.7409648764284279,0.1788133686888245,0.01463146536043548,0.1426609274479105,0.42671446099939525,3.439420755504291e-08,6.437691977883081e-11,0.0008960655452460703,0.00010964570119593211,0.0006894550195560466,2.4699489049051373e-05,1.0158643519384724e-05,0.07852401307997395,0.030998346693873566,0.01193838828963072,9.829102754269506e-05,0.011025555748393274,1.074958793524923e-05,1.4020798427836856e-05,8.338271258530749e-06,2.4423657222775358e-05,0.00030542311556635,5.126537624653138e-05,0.023390772588985767,0.00021602202659030156,0.03921186433600818,1.052783835603606e-09,0.03435455798642849,0.020410010915797357,4.324052336484534e-08,7.768710550151359e-05,1.0835379826425308e-08,1.2921252036293256e-07,2.993289868788275e-12,1.3062013725429356e-08,7.860856848077912e-09,1.0804030077812349e-06,4.754600123811249e-13,1.0497450172422291e-07,5.486652962068345e-12,8.116800759198139e-09,2.168640451388689e-12,3.179001729177191e-07,1.463415192611879e-07,0.0004589679277469746,4.0369499962840224e-09,0.0001473384229094662,0.006621502007319223,4.811677903663531e-07,5.1434571900363794e-11,0.016988833935401494,1.1728821958033847e-10,9.898882701813324e-06,4.03522389838377e-10,0.004143720038470633,1.1435297612929358e-06,1.2500354462228767e-05,2.5387658280404258e-06
2.8163635639587272e-05,0.8458787220994788,0.0015000239317382227,0.00047302556256635924,0.0005848064116049226,0.1734446071681763,0.0,0.0,0.0015635746841794879,8.191331429012157e-05,0.24224249335243864,0.013153188036874534,0.00020423344193880172,3.221141173163657e-10,8.063942673169756e-08,3.157193327734344e-06,0.0036649680202588126,0.007897049827194394,0.00012497793937523596,2.8066232756439833e-06,0.004547237429148642,6.835060775308408e-08,7.829402687612785e-07,0.00024661757699834155,7.687877796305338e-07,0.02504329737636374,1.4465453862450872e-06,0.001089043277175022,0.0003428591831491733,1.318681392185843e-06,1.8177088715776969e-06,3.1154252040226426e-09,4.0956718294720145e-07,1.39986590073744e-05,3.76,0.0,0.004376769326011073,0.7394108931798425,0.17974496156867867,0.014737593812737522,0.14191569679240598,0.42778035578471363,3.421454386274005e-08,6.40407547554101e-11,0.0008941862707110215,0.00010917314540428461,0.0006848223351625291,2.4334607115140416e-05,1.0101484552403339e-05,0.0783848689546079,0.0306477232606498,0.011910809931417743,9.782273717560422e-05,0.010967167043438785,1.0687872614300912e-05,1.410307075608335e-05,8.290635152304837e-06,2.436442748950377e-05,0.0003040498272665832,5.0893101622304385e-05,0.023443837045621047,0.0002145700273729333,0.0393157033716952,1.0347277886140856e-09,0.034578980774905704,0.020646284009074825,4.3115896690696586e-08,7.712391767000827e-05,1.0730917010823973e-08,1.2803465516425932e-07,2.9660064821149288e-12,1.2887890640617156e-08,7.77771936685603e-09,1.0741383657288763e-06,4.711265417237241e-13,1.0445308577761946e-07,5.461900434617518e-12,8.076844873782926e-09,2.1588712142271503e-12,3.199830335342794e-07,1.4469049402937042e-07,0.0004616251619767919,3.987434309322266e-09,0.00014558590584852794,0.006622854935730467,4.801050486298632e-07,5.104774941712111e-11,0.01703563703509527,1.1691230355221704e-10,9.929834020722433e-06,4.038090543212788e-10,0.0041743311010346345,1.1416736675340791e-06,1.2539898137968561e-05,2.5508525041728677e-06
2.847737012786092e-05,0.8461396846912925,0.0014999443835832002,0.0004718368154097107,0.0005839841033280455,0.17365489154063407,0.0,0.0,0.0015530655245221583,8.09588129756092e-05,0.24417350232538312,0.013248229695977921,0.00020336408253135,3.22194132757763e-10,8.049848691343624e-08,3.1508990123893793e-06,0.0036640980249949295,0.007873058698119828,0.00012478950708229273,2.811071149786685e-06,0.0045635029751542105,6.884355595584306e-08,7.818553948122371e-07,0.0002464140293253796,7.636007506979923e-07,0.024968931391647856,1.4534166636978953e-06,0.0010957428778767633,0.0003435469281542869,1.3190955112169812e-06,1.8140677628122115e-06,3.1124716147192635e-09,4.092726299275346e-07,1.4075626243894586e-05,3.76,0.0,0.0041876508518966385,0.7378644309851066,0.18067261496345866,0.01484280558222704,0.14117088529964789,0.42883496936137827,3.4034981218561537e-08,6.370489210087653e-11,0.0008923160918527988,0.00010871249215678448,0.0006802773012808835,2.398100032435615e-05,1.0046167958285938e-05,0.07824408366017485,0.03030056327915269,0.011883813066732902,9.736537878549365e-05,0.010909474678015698,1.0627627703758293e-05,1.4184677529411301e-05,8.244127364274108e-06,2.43079768148036e-05,0.0003027141743662805,5.0529632405565026e-05,0.02349497274752761,0.00021315190479164806,0.03941777183613266,1.0172395963901577e-09,0.03480167188752115,0.020881907400439076,4.298889751794879e-08,7.657245428244545e-05,1.0628616896854226e-08,1.2688302318528908e-07,2.9393306558612355e-12,1.2718945180446586e-08,7.697054573089054e-09,1.068043024251786e-06,4.668895613993533e-13,1.0394631166868342e-07,5.4378846791548334e-12,8.038023756083603e-09,2.1493925293658692e-12,3.2204978238612495e-07,1.430557611714897e-07,0.00046423397231864095,3.939049684013938e-09,0.00014390061744192165,0.006624461266574238,4.790672309967251e-07,5.0667438348245874e-11,0.01708086192074149,1.1654309422858806e-10,9.961350083916498e-06,4.0411849595404645e-10,0.004204810491947535,1.1399335621966218e-06,1.2579821278115735e-05,2.5631016249760657e-06
2.8791104616134565e-05,0.8463981677611931,0.001500045550267023,0.0004706978900413192,0.0005832386051467883,0.17386187247336038,0.0,0.0,0.001542765888849966,8.002977163091756e-05,0.2460946688230197,0.013343002964569887,0.00020251660328453382,3.2236525235134157e-10,8.037123491969055e-08,3.144936912892139e-06,0.0036634311071596223,0.00784909723115349,0.00012460589162369612,2.815619931307925e-06,0.004579562346059509,6.933621740377556e-08,7.808927604631062e-07,0.000246210429693498,7.585574045170196e-07,0.024893209006824714,1.460381262698309e-06,0.0011023860195562487,0.00034421913589135323,1.3196027318909384e-06,1.8106289895320069e-06,3.109856510841685e-09,4.090073317972511e-07,1.415213350927605e-05,3.76,0.0,0.004006875852903891,0.7363252934340611,0.18159646335456872,0.014947112413615146,0.14042663392832105,0.42987867097243876,3.385555360522818e-08,6.336938934461897e-11,0.0008904547711353844,0.00010826320036410277,0.0006758162813849278,2.3638130768176455e-05,9.992605154147937e-06,0.07810169999411452,0.029956844052378244,0.011857380804708023,9.691846656297663e-05,0.010852491965653403,1.0568787095280757e-05,1.4265630503551876e-05,8.198697211201252e-06,2.425417150740309e-05,0.00030141447842282513,5.0174597254090495e-05,0.02354422402083023,0.00021176617018515279,0.039518112096031795,1.0002920199858322e-09,0.03502266500437076,0.021116897853587245,4.2859589910256935e-08,7.603221576110426e-05,1.0528390992381493e-08,1.2575650687919213e-07,2.9132365109118555e-12,1.2554924845376268e-08,7.618744238456205e-09,1.062108764796261e-06,4.627449617432509e-13,1.0345353657008666e-07,5.41457305424347e-12,8.00028292798219e-09,2.1401915334799366e-12,3.2410073402119463e-07,1.4143721407509766e-07,0.0004667954425867455,3.891758747765964e-09,0.0001422794866543045,0.006626315540261629,4.78053626515827e-07,5.029339391215549e-11,0.017124536861281684,1.1618037210310242e-10,9.993415324231894e-06,4.044498158215396e-10,0.004235159771105308,1.1383046507528716e-06,1.2620108890080842e-05,2.57550971535994e-06
2.910483910440821e-05,0.8466542470163132,0.0015003204446021115,0.00046960679200770407,0.0005825666651444215,0.1740656554705397,0.0,0.0,0.00153266800456111,7.912504999060653e-05,0.24800618097742913,0.013437518808461403,0.00020169008452523233,3.2262393785919675e-10,8.025704947046005e-08,3.139292992647836e-06,0.003662957579210515,0.007825170451467847,0.00012442673286694496,2.8202650063598927e-06,0.004595419071536105,6.982860043041418e-08,7.800465784947245e-07,0.0002460069665764549,7.536512266138423e-07,0.024816167123306553,1.4674366137647512e-06,0.00110897377894021,0.00034487651281351576,1.3201995844556748e-06,1.807383118528836e-06,3.107565451118503e-09,4.0876986963269526e-07,1.422819413322939e-05,3.76,0.0,0.003834067391380923,0.7347932925291755,0.18251663489393183,0.015050525301700157,0.1396830766286825,0.43091181522875777,3.367629331594433e-08,6.303430121490814e-11,0.0008886020811970588,0.00010782475845773233,0.0006714358415577783,2.3305492055191366e-05,9.940712447485706e-06,0.07795775871228305,0.029616542654596716,0.011831496597757804,9.648154108934603e-05,0.010796230460854934,1.051128826826267e-05,1.4345941005059412e-05,8.154296762511227e-06,2.4202884825150516e-05,0.0003001491519540996,4.98276453414113e-05,0.023591633656476842,0.0002104114170281559,0.03961676461756774,9.83859439228268e-10,0.035241992560488725,0.021351271485055882,4.272803626688512e-08,7.55027301386498e-05,1.043015572253722e-08,1.2465405108685388e-07,2.8876996122938205e-12,1.2395592822385608e-08,7.542677225114747e-09,1.0563278109920488e-06,4.586888623471923e-13,1.0297415325508874e-07,5.39193473057265e-12,7.96357083734661e-09,2.131256077606527e-12,3.261361913209915e-07,1.3983474504054184e-07,0.0004693106221149436,3.845525894508171e-09,0.00014071958356575462,0.006628412099746169,4.770635233587384e-07,4.99253844539673e-11,0.01716668919601377,1.1582392286960086e-10,1.0026014748013202e-05,4.048021512349421e-10,0.004265380403172806,1.136782393930115e-06,1.2660746722357109e-05,2.5880734191885085e-06
2.9418573592681858e-05,0.8469079949030074,0.0015007624487851496,0.0004685616323311609,0.0005819652105364144,0.17426634086747675,0.0,0.0,0.0015227644776360867,7.824357418482228e-05,0.24990821984777692,0.013531787730645957,0.00020088365394181173,3.229668758267081e-10,8.015534540051146e-08,3.1339539728695025e-06,0.003662668185204415,0.007801282983028387,0.0001242516893359442,2.825001977769717e-06,0.004611076541574042,7.032071352371052e-08,7.793113842708029e-07,0.0002458038163416545,7.48876052189399e-07,0.024737841704830846,1.4745802570345624e-06,0.0011155071855071827,0.00034551972140188704,1.3208827322212191e-06,1.8043212283712026e-06,3.1055847224289293e-09,4.085588976456889e-07,1.4303820672864315e-05,3.76,0.0,0.0036688663730041655,0.733268248238825,0.18343325175674569,0.015153054534281268,0.13894034064407862,0.43193474277986177,3.3497231027067536e-08,6.26996797453319e-11,0.0008867578043100232,0.00010739668243985494,0.0006671327368173638,2.2982606984962e-05,9.89041070608679e-06,0.07781229865456983,0.0292796359604146,0.011806144239964287,9.60541675935652e-05,0.010740700077677166,1.0455072018717445e-05,1.442561995370476e-05,8.110880630830506e-06,2.4153996521232368e-05,0.0002989166925717027,4.94884449919063e-05,0.023637242978782457,0.00020908631553984464,0.039713768077100295,9.679177583533986e-10,0.03545968581059402,0.021585043792381464,4.259429741956026e-08,7.498355121871542e-05,1.0333832069425664e-08,1.2357465863414122e-07,2.862696866356039e-12,1.2240726896123945e-08,7.468748900730076e-09,1.0506928041796954e-06,4.547175956491325e-13,1.0250758743884739e-07,5.369940568579938e-12,7.927838662449292e-09,2.1225746746066823e-12,3.2815644610914387e-07,1.3824824541835624e-07,0.000471780527336044,3.800317170768013e-09,0.00013921811329619164,0.006630745125104858,4.760962111479699e-07,4.956319037230043e-11,0.017207345382167623,1.1547353753925802e-10,1.0059133909686682e-05,4.0517467349005955e-10,0.004295473762010919,1.1353624911523346e-06,1.2701721228695751e-05,2.6007894965768457e-06
2.9732308080955504e-05,0.8471594807695757,0.0015013652907576338,0.00046756062075179947,0.0005814313359959613,0.1744640241267237,0.0,0.0,0.0015130482708211347,7.738433214819896e-05,0.25180095975593575,0.013625819796363688,0.00020009648370389535,3.2339096642577355e-10,8.006557128108247e-08,3.1289072849065484e-06,0.003662554076723116,0.007777439077477228,0.00012408043719945976,2.8298266528107733e-06,0.004626538014048405,7.081256527035875e-08,7.786820164982042e-07,0.0002456011440083433,7.442260462134227e-07,0.024658267830952714,1.4818098363851385e-06,0.0011219872236913537,0.00034614938262518617,1.3216489642716637e-06,1.8014348771078887e-06,3.1039012979778883e-09,4.0837313870233404e-07,1.4379024955269333e-05,3.76,0.0,0.003510930630024232,0.7317499880790451,0.18434643047094768,0.015254709732440724,0.13819854680038526,0.43294778094910163,3.331839586789214e-08,6.236557439124615e-11,0.000884921731874661,0.00010697851411331632,0.0006629038985492622,2.266902576817522e-05,9.84162506652383e-06,0.07766535686163406,0.028946100670994544,0.011781307865067946,9.563593435689646e-05,0.010685909200864905,1.0400082287141045e-05,1.45046778834219e-05,8.068405842954239e-06,2.4107392439473023e-05,0.00029771567756034506,4.915668244223346e-05,0.02368109191009655,0.0002077896077156221,0.03980915946427636,9.524442836451526e-10,0.035675774889617505,0.021818229680905743,4.245843272194159e-08,7.447425688287308e-05,1.0239345316108807e-08,1.2251738685258647e-07,2.8382064436300007e-12,1.2090118536181243e-08,7.396860887724968e-09,1.0451967801693858e-06,4.5082769508433496e-13,1.02053295930206e-07,5.348563000499557e-12,7.893040167562755e-09,2.1141364588538554e-12,3.301617797201413e-07,1.366776057334749e-07,0.00047420614326912564,3.756100198116608e-09,0.0001377724101295387,0.006633308664680226,4.7515098249134987e-07,4.92066036110142e-11,0.01724653103940435,1.15129012192251e-10,1.0092758887233984e-05,4.055665865677151e-10,0.004325441134844072,1.1340408649112508e-06,1.2743019526247377e-05,2.613654816884956e-06
3.004604256922915e-05,0.8474087710204342,0.0015021230225418262,0.00046660205958518893,0.0005809622929010552,0.17465879611419582,0.0,0.0,0.0015035126832783183,7.654636939094454e-05,0.25368456860216293,0.013719624656550708,0.00019932778779710472,3.238933238025126e-10,7.99872074429352e-08,3.1241410239388205e-06,0.0036626067905808734,0.007753642640703212,0.00012391266933186343,2.8347350312990266e-06,0.004641806621773252,7.130416431131742e-08,7.781535959865207e-07,0.0002453991039480391,7.396956812405699e-07,0.024577479746083198,1.489123093082337e-06,0.0011284148349512942,0.000346766078239636,1.32249518847439e-06,1.7987160709363552e-06,3.1025027923063258e-09,4.082113803386903e-07,1.4453818117334846e-05,3.76,0.0,0.0033599340578082857,0.7302383467215332,0.1852562822252356,0.015355499888388765,0.13745780978398411,0.4339512443353561,3.3139815487642124e-08,6.203203212955545e-11,0.0008830936639454773,0.00010656981945414145,0.0006587464229419125,2.2364324228324478e-05,9.794284674056358e-06,0.07751696868374698,0.028615913337947437,0.011756971944105422,9.522645127085674e-05,0.01063186479004358,1.034626596700424e-05,1.4583124961907872e-05,8.026831690533147e-06,2.406296415522897e-05,0.00029654475888776023,4.8832060717872254e-05,0.023723219031862704,0.00020652010273861373,0.039902974178129894,9.374176180496833e-10,0.03589028886932588,0.022050843489304636,4.2320500131103904e-08,7.397444752578761e-05,1.0146624756177724e-08,1.2148134403455135e-07,2.814207694417609e-12,1.1943571655656312e-08,7.3269205076812326e-09,1.039833147189518e-06,4.470158813802733e-13,1.0161076462993325e-07,5.327775932384723e-12,7.859131521150097e-09,2.1059311475182634e-12,3.321524635312342e-07,1.3512271579825834e-07,0.0004765884249210902,3.7128440731864977e-09,0.00013637993183927122,0.0066360966630810035,4.742271346343621e-07,4.8855426912574354e-11,0.017284270991478536,1.1479014819082473e-10,1.0126876253826437e-05,4.059771257139582e-10,0.004355283726189445,1.132813647267575e-06,1.2784629363322259e-05,2.6266663499912234e-06
3.0359777057502797e-05,0.8476559292619971,0.0015030300007245615,0.0004656843380985413,0.000580555479391993,0.17485074335667625,0.0,0.0,0.001494151331616683,7.572878510168015e-05,0.25555920816231165,0.013813211569803988,0.0001985768195316345,3.2447124124911113e-10,7.991976343704295e-08,3.119643904017758e-06,0.0036628182281321924,0.007729897257328738,0.00012374809443832483,2.8397232970229447e-06,0.00465688537908363,7.179551929755144e-08,7.777215045706114e-07,0.0002451978405323263,7.352797168966786e-07,0.02449551090448828,1.496517860386777e-06,0.0011347909197179944,0.0003473703529415635,1.3234184260624033e-06,1.7961572377168756e-06,3.101377420720036e-09,4.0807247094840377e-07,1.4528210643005787e-05,3.76,0.0,0.0032155658011541305,0.7287331656259083,0.18616291315728095,0.0154554334010358,0.1367182384087338,0.4349454353833587,3.296151611981103e-08,6.169909755207111e-11,0.0008812734087862026,0.00010617018708001167,0.0006546575603483605,2.2068101870640568e-05,9.748322420373264e-06,0.07736716788242019,0.028289050385177476,0.011733121282709367,9.482534848531001e-05,0.010578572477436064,1.0293572669209895e-05,1.4660971008979157e-05,7.986119547227201e-06,2.402060861475949e-05,0.0002954026586037618,4.851429855807885e-05,0.023763661642338525,0.00020527667274186412,0.03999524611673287,9.228176104059179e-10,0.03610325581135064,0.022282899013913414,4.218055628205089e-08,7.348374461735366e-05,1.0055603387446434e-08,1.2046568579325073e-07,2.7906810624673944e-12,1.1800901805643775e-08,7.258840244986715e-09,1.0345956649915518e-06,4.432790486386078e-13,1.0117950627652156e-07,5.307554653149724e-12,7.826071133769243e-09,2.0979489975353114e-12,3.341287594604975e-07,1.3358346481571192e-07,0.000478928298608184,3.6705192667080306e-09,0.00013503825421662955,0.006639102986341748,4.7332397123138395e-07,4.850947281329291e-11,0.017320589305277717,1.1445675231742104e-10,1.0161473057077143e-05,4.06405555323839e-10,0.00438500266154917,1.1316771670851225e-06,1.2826539095774364e-05,2.6398211655474612e-06
3.0673511545776444e-05,0.8479010164385655,0.0015040808679048943,0.00046480592723833976,0.0005802084312287414,0.17503994828224356,0.0,0.0,0.0014849581321817818,7.493072855328304e-05,0.25742503436799774,0.013906589422964388,0.00019784286924203926,3.2512216650521083e-10,7.986277596634037e-08,3.1154052218211362e-06,0.0036631806360375007,0.007706206213296848,0.0001235864362393739,2.844787808973555e-06,0.004671777187986792,7.228663884851233e-08,7.773813712970029e-07,0.0002449974887327032,7.30973185212348e-07,0.024412394011632654,1.5039920592325809e-06,0.0011411163392290797,0.00034796271638445864,1.3244158061027543e-06,1.793751203042192e-06,3.1005139687907556e-09,4.079553161486771e-07,1.4602212398172108e-05,3.76,0.0,0.0030775294869686233,0.7272342926943975,0.1870664246236715,0.01555451810945951,0.13597993587187165,0.4359306449246383,3.278352264387147e-08,6.136681297465458e-11,0.0008794607824522708,0.00010577922684619106,0.0006506347054868436,2.177998049615259e-05,9.703674706014883e-06,0.07721598672501488,0.027965488128556273,0.01170974101813552,9.443227514382231e-05,0.010526036659542196,1.0241954597291395e-05,1.4738225513795861e-05,7.946232777320116e-06,2.3980227810915e-05,0.0002942881645632625,4.820312942735168e-05,0.023802455811187027,0.00020405824889676536,0.04008600776089946,9.086252491825003e-10,0.036314702816918995,0.02251440953191911,4.203865655708338e-08,7.300178938274075e-05,9.966217732235043e-09,1.1946961242920464e-07,2.7676080290587586e-12,1.1661935518725842e-08,7.192537677776005e-09,1.0294784250825252e-06,4.3961425606134644e-13,1.0075905909874735e-07,5.287875738093673e-12,7.793819563680882e-09,2.0901807742890386e-12,3.3609092043378557e-07,1.3205974147280936e-07,0.00048122666320278215,3.6290975701236593e-09,0.00013374506580025714,0.0066423214445171935,4.724408032201253e-07,4.8168563382941104e-11,0.017355509327431833,1.1412863636633978e-10,1.01965368014324e-05,4.068511678371454e-10,0.004414598990897633,1.1306279374933078e-06,1.2868737654079246e-05,2.653116428896511e-06
3.0987246034050094e-05,0.8481440909612138,0.0015052705354815757,0.0004639653747323339,0.0005799188133916356,0.1752264894451081,0.0,0.0,0.0014759272844819507,7.415139578521007e-05,0.25928219757103493,0.013999766750435691,0.00019712526217408066,3.2584372808481906e-10,7.981580775806031e-08,3.1114148236423094e-06,0.003663686588402052,0.007682572516712763,0.00012342743271095293,2.849925090667423e-06,0.004686484843915127,7.277753152270689e-08,7.771290568466474e-07,0.00024479817467678737,7.26771373248177e-07,0.024328161062157194,1.5115436933002497e-06,0.0011473919172543482,0.00034854364507152065,1.3254845594856091e-06,1.7914911646721948e-06,3.0999017561110856e-09,4.078588756129562e-07,1.467583266341503e-05,3.76,0.0,0.0029455425001529583,0.7257415819472647,0.1879669134530039,0.015652761324424173,0.13524299999940012,0.4369071526908836,3.260585864441637e-08,6.103521852902889e-11,0.0008776556083983519,0.00010539656857916296,0.0006466753883761249,2.1499602908381137e-05,9.660281245632097e-06,0.07706345607307484,0.02764520279383444,0.011686816616072432,9.404689824333784e-05,0.010474260583184309,1.019136641214987e-05,1.4814897651037512e-05,7.907136629514583e-06,2.3941728508407865e-05,0.0002932001264589649,4.789830063672717e-05,0.02383963643113338,0.00020286381779283712,0.040175290252418436,8.948225587209777e-10,0.03652465607352319,0.02274538782348688,4.189485514895205e-08,7.252824157555313e-05,9.87840762007439e-09,1.1849236625669045e-07,2.74497104862419e-12,1.152650928701632e-08,7.127935032137717e-09,1.0244758320393948e-06,4.3601871738504254e-13,1.0034898537584005e-07,5.268716971378604e-12,7.762339363204514e-09,2.082617723856573e-12,3.38039190822875e-07,1.3055143402528494e-07,0.000483484391310526,3.588552016394502e-09,0.00013249816280498655,0.006645745811938069,4.7157694982376653e-07,4.7832529715018725e-11,0.01738905371867293,1.1380561731101695e-10,1.023205542379067e-05,4.0731328299317925e-10,0.004444073691987791,1.129662645383965e-06,1.2911214512904146e-05,2.6665493917411906e-06
3.1300980522323744e-05,0.8483852088307502,0.001506594168406422,0.00046316130060423553,0.0005796844122355139,0.17541044173585338,0.0,0.0,0.0014670532557084102,7.339002653972283e-05,0.26113084279325155,0.014092751752348386,0.00019642335648563172,3.266337174767187e-10,7.977844564255886e-08,3.107663067035347e-06,0.0036643289701489986,0.007658998917112956,0.00012327083537285084,2.8551318226091395e-06,0.004701011041109612,7.326820579608519e-08,7.769606352316766e-07,0.00024460001616472156,7.226698053568083e-07,0.024242843374779832,1.5191708445338623e-06,0.0011536184417265552,0.000349113584133105,1.3266220144091605e-06,1.7893706701401097e-06,3.099530601882452e-09,4.0778216013211127e-07,1.4749080164736027e-05,3.76,0.0,0.002819335299970166,0.7242548932174614,0.18886447218339703,0.01575016985807572,0.1345075234815797,0.43787522780136384,3.242854646790402e-08,6.070435224167063e-11,0.0008758577171088575,0.00010502186087476828,0.0006427772659511551,2.1226631283774576e-05,9.61808486112092e-06,0.07690960546510192,0.027328170533166104,0.011664333867220794,9.366890157619743e-05,0.010423246426288394,1.0141765019062418e-05,1.4890996296095685e-05,7.86879807029656e-06,2.390502195538123e-05,0.00029213745216365085,4.7599572492665845e-05,0.023875237266904104,0.0002016924180735251,0.040263123467230516,8.8139259374519e-10,0.0367331408987479,0.022975846192878978,4.1749205118322656e-08,7.206277833731558e-05,9.792115912011542e-09,1.175332284923783e-07,2.722753472712619e-12,1.1394468970139092e-08,7.064958630843933e-09,1.0195825858526799e-06,4.324897883753717e-13,9.99488694555699e-08,5.2500572818295565e-12,7.731594934787171e-09,2.0752515373874636e-12,3.399738068568997e-07,1.2905843037560354e-07,0.0004857023303823493,3.5488567849335717e-09,0.00013129544424845394,0.006649369845340836,4.7073173998164733e-07,4.7501210886845084e-11,0.01742124448611357,1.1348751752765714e-10,1.026801727575982e-05,4.077912458532281e-10,0.004473427673465685,1.1287781416053062e-06,1.2953959673872897e-05,2.6801173923612015e-06
