Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464)
1.5956329743393473e-18,0.5628450794286137,3.4134648338264047e-25,5.123596706522702e-29,2.418968516205424e-31,1.1540281220114421e-36,0.0,0.0,5.658667922539352e-20,1.100672294439658e-35,5.435722592525273e-46,1.0875433770872624e-47,1.7182043648405756e-56,3.069219745421997e-64,3.697101297235734e-45,2.7619651724300233e-36,7.370562337289713e-34,6.084429923010688e-48,2.3260318340117845e-62,2.7625716660695724e-61,8.903432894982784e-36,2.2707631280162948e-54,2.1355423474487526e-26,3.229464399292617e-75,7.602760078994556e-50,7.439732348805195e-56,8.567093505436232e-54,9.258789493144304e-70,5.625830370456054e-78,1.2962032997452368e-79,7.097553915869192e-63,8.378318706872003e-75,1.122344689858943e-61,1.9989975094616966e-101,3.76,0.0,0.8281718244654351,0.9999999999996231,6.9791103920500744e-43,4.745632563250512e-47,1.4338566070539668e-16,1.4338566070539668e-16,1.6808889875472005e-35,3.654719847628064e-40,3.7685358595396657e-13,6.69603847691266e-39,7.784712803558472e-41,5.658702057168004e-20,1.3946415298804024e-31,6.357834160965799e-42,2.0198422451401055e-32,1.5640295549550296e-18,6.322222698222196e-38,2.41896739765496e-31,4.896786008768104e-35,2.1968866137898485e-39,5.143035269983976e-36,3.373853141019634e-33,1.7888397050054588e-63,2.523539386250326e-53,2.1355423477512685e-26,1.2674847728222765e-74,7.3705623372903495e-34,1.2977886337204525e-32,1.3480921742190989e-50,2.2769945743175782e-64,6.804573459834467e-62,5.064254513155962e-49,9.155130231148867e-62
3.1926522501333766e-18,0.5628450794286138,6.829895613787116e-25,1.025164486633581e-28,9.682178078677435e-31,4.6191201429689304e-36,0.0,0.0,1.1322252150830676e-19,4.405557612540753e-35,4.3518832260537473e-45,8.706959745025955e-47,1.3756082465221689e-55,2.45724201284195e-63,1.4798040111009586e-44,1.1055058577347781e-35,2.9501457588886383e-33,4.871243531848157e-47,1.8622400038671022e-61,2.2117370946526782e-60,3.5636934595697645e-35,1.8179912235727175e-53,4.272940074316351e-26,1.0350489856399434e-73,6.086830866696474e-49,5.957819779746374e-55,6.860613044424634e-53,1.483130343712787e-68,1.8030884791363735e-76,4.15435425970254e-78,1.1365333699586246e-61,1.3423489742039431e-73,1.7978412999422937e-60,1.281616898772099e-99,3.76,0.0,0.828171824465435,0.9999999999992459,5.5875319115223664e-42,3.79939159835406e-46,2.8689589626805253e-16,2.8689589626805253e-16,6.72793647124609e-35,1.4628403864490378e-39,7.5403458376001e-13,2.680160428713348e-38,3.115913887230198e-40,1.1322320449708015e-19,5.582200660195067e-31,2.828248105430216e-41,8.084632841343488e-32,3.1294179540059735e-18,2.5305366980526984e-37,9.682173601588307e-31,1.95999054275621e-34,8.793271724538082e-39,2.058554421664035e-35,1.35042050790468e-32,1.6074758156812492e-62,2.0203659289728183e-52,4.272940075527204e-26,2.2699043894253422e-73,2.9501457588890858e-33,5.1945366693195e-32,1.079293437127515e-49,3.647431102544611e-63,1.0899987668597772e-60,4.054491093086854e-48,1.466016839097407e-60
6.386690801721435e-18,0.5628450794286138,1.3662758058106585e-24,2.0507741253838764e-28,3.874132393542858e-30,1.8482498621658773e-35,0.0,0.0,2.2649420607408054e-19,1.762796895469173e-34,3.4828292069811425e-44,6.968214017251152e-46,1.1009046931953579e-54,1.966540415490198e-62,5.921143576806226e-44,4.423463417927598e-35,1.1804425778297594e-32,3.898475295139864e-46,1.4903583115326758e-60,1.7700618677069355e-59,1.4259415763972143e-34,1.4549455034481748e-52,8.547735526392207e-26,3.3147515076037375e-72,4.871314605346335e-48,4.768670578359721e-54,5.491267087147685e-52,2.3743887463783393e-67,5.77440329378065e-75,1.3304348177189277e-76,1.819193555690923e-60,2.1500829384477553e-72,2.8782190127219353e-59,8.209660333283832e-98,3.76,0.0,0.8281718244654347,0.9999999999984915,4.4717236942057256e-41,3.0406679913387567e-45,5.739163673933642e-16,5.739163673933642e-16,2.692050941152787e-34,5.8532669829798704e-39,1.5083965727379051e-12,1.0724132785152306e-37,1.2467714303540277e-39,2.264955723467334e-19,2.2336073793484392e-30,1.3585075235119936e-40,3.2349062087126752e-31,6.2601947521064064e-18,1.012544296872722e-36,3.874130602146251e-30,7.842515176817632e-34,3.5184540806082493e-38,8.236899077941974e-35,5.403441035731286e-32,1.5670819440323295e-61,1.6169067736147654e-51,8.547735531237195e-26,4.402445369460996e-72,1.1804425778300928e-32,2.0784912871818094e-31,8.637627690068404e-49,5.8392838143522135e-62,1.7450122919677136e-59,3.244828396252313e-47,2.3465842221770797e-59
1.2774767904897553e-17,0.562845079428614,2.732848648433773e-24,4.101993430035169e-28,1.549905225748064e-29,7.394204050612542e-35,0.0,0.0,4.530375752054175e-19,7.052335446276333e-34,2.7867925290868503e-43,5.5756299266053235e-45,8.808910533551502e-54,1.5735311173663622e-61,2.368842991170084e-43,1.769673404950301e-34,4.722538969315519e-32,3.119372549704753e-45,1.1925136239594551e-59,1.4163184283385017e-58,5.70469482298145e-34,1.1641774597599967e-51,1.7097326423906556e-25,1.061135814989768e-70,3.8977918070086707e-47,3.8159026240096326e-53,4.394124601451335e-51,3.8001267451350033e-66,1.84853257931003e-73,4.259058434385142e-75,2.9113019674134528e-59,3.4447751294021846e-71,4.6064892050643586e-58,5.256623309295567e-96,3.76,0.0,0.8281718244654341,0.9999999999969829,3.578058366496415e-40,2.432996376827922e-44,1.147957309643987e-15,1.147957309643987e-15,1.0769956709676718e-33,2.3416879345218522e-38,3.0171205241569275e-12,4.290351427389329e-37,4.98789764129123e-39,4.530403080414519e-19,8.93588395487382e-30,7.249929214233997e-40,1.2941731279121133e-30,1.2521748348301457e-17,4.0508365166012707e-36,1.5499045090905454e-29,3.1375167445542886e-33,1.4076107515037282e-37,3.295295985817742e-34,2.1617282651973263e-31,1.702969316508983e-60,1.29377108354035e-50,1.709732644328967e-25,9.506966663879432e-71,4.722538969318086e-32,8.315318578728018e-31,6.911414509636184e-48,9.345570232782439e-61,2.792831312765704e-58,2.5963570312585874e-46,3.7553007697849515e-58
2.5550922111249787e-17,0.5628450794286141,5.465995748716882e-24,8.20443214794062e-28,6.200125475462404e-29,2.9579232142330647e-34,0.0,0.0,9.06124313467249e-19,2.8211637677378104e-33,2.2296457112516742e-42,4.4609274686029267e-44,7.047798088204697e-53,1.258944419124334e-60,9.476143132888309e-43,7.079269731223444e-34,1.8891693302447847e-31,2.495734989182049e-44,9.541023434970357e-59,1.1331623276978008e-57,2.2820636458964958e-33,9.3143039994659e-51,3.419650819238581e-25,3.3962992775907597e-69,3.1185295259976774e-46,3.05310864864588e-52,3.5157441080143125e-50,6.081087480154058e-65,5.916462133883726e-72,1.3631654770313619e-73,4.658557028453918e-58,5.524258250682108e-70,7.371453931136671e-57,3.36514768019465e-94,3.76,0.0,0.828171824465433,0.9999999999939654,2.8627184866304446e-39,1.9465819146794395e-43,2.2960391941452312e-15,2.2960391941452312e-15,4.3083332899106674e-33,9.36751407187519e-38,6.0345683208479076e-12,1.7162802434109892e-36,1.995321494707148e-38,9.061297794125368e-19,3.5746444899822787e-29,4.3523374968680603e-39,5.17711383041549e-30,2.504485554066829e-17,1.6204664817698698e-35,6.200122608741214e-29,1.2551088398053855e-32,5.630901344918376e-37,1.3182256728850994e-33,8.647616812444488e-31,2.081078103397854e-59,1.0351151431621904e-49,3.4196508269924567e-25,2.3090630495030732e-69,1.8891693302467997e-31,3.3263981354216696e-30,5.529656606744077e-47,1.4955085632005826e-59,4.4691794201033184e-57,2.0772833714866314e-45,6.00909411752945e-57
5.1103230523954257e-17,0.5628450794286142,1.0932295609430622e-23,1.640931001816343e-27,2.48015110817323e-28,1.1832181313698595e-33,0.0,0.0,1.8122977899875418e-18,1.1285114265736822e-32,1.783801248665965e-41,3.568911389984593e-43,5.63850698090705e-52,1.0072033455028369e-59,3.790611486204736e-42,2.8318231147459214e-33,7.556984816731534e-31,1.996682774046005e-43,7.633194860800253e-58,9.065728982518887e-57,9.128626030219202e-33,7.4517969452823555e-50,6.8394871623146535e-25,1.0869221269146721e-67,2.4949420587517052e-45,2.4426416084895176e-51,2.8127730678901747e-49,9.730450152383686e-64,1.8934531627404227e-70,4.362556415259389e-72,7.45407037005998e-57,8.877400462606315e-69,1.1795183321887023e-55,2.154148620668627e-92,3.76,0.0,0.8281718244654307,0.9999999999879304,2.2902835123991454e-38,1.5573394609340036e-42,4.592202963147714e-15,4.592202963147714e-15,1.7234034333158938e-32,3.7471580984082767e-37,1.206946348964164e-11,6.86540032724575e-36,7.981611207989594e-38,1.8123087220813004e-18,1.4299159795273875e-28,2.902756944623668e-38,2.070929798847671e-29,5.0091069925308865e-17,6.482129686058092e-35,2.4801499615518514e-28,5.020639650017946e-32,2.2524522632109237e-36,5.2731172562176844e-33,3.459187480103999e-30,2.814713366392466e-58,8.281314271170108e-49,6.8394871933314155e-25,6.215752536128753e-68,7.556984816747496e-31,1.3306133958046163e-29,4.423935296098328e-46,2.392987576050255e-58,7.151206240277729e-56,1.6619057994060875e-44,9.615040920729275e-56
1.022078473493632e-16,0.5628450794286147,2.1864917971448224e-23,3.2819067496260165e-27,9.920806271470971e-28,4.7329744198653306e-33,0.0,0.0,3.624644743014647e-18,4.514137546871888e-32,1.4270748716217317e-40,2.8551968720401984e-42,4.510914002125425e-51,8.057817970858941e-59,1.5162754367737898e-41,1.1327522874554652e-32,3.0228554267513822e-30,1.5973841299225306e-42,6.106722843483832e-57,7.252755331536017e-56,3.651524702736858e-32,5.961579055507638e-49,1.3679159805987687e-24,3.478320987449225e-66,1.9960010226024933e-44,1.9541752610885023e-50,2.2502895688996353e-48,1.5569296017132171e-62,6.059346583307869e-69,1.3960863584376363e-70,1.1926815889767474e-55,1.4325887474717748e-67,1.8872978967023803e-54,1.379009423930822e-90,3.76,0.0,0.828171824465426,0.9999999999758606,1.8322703001821015e-37,1.2459011411413062e-41,9.184530501152652e-15,9.184530501152652e-15,6.893753919638009e-32,1.4988937318152927e-36,2.4139252128876418e-11,2.7462160016091496e-35,3.192709803157231e-37,3.6246666071251984e-18,5.719780286100439e-28,2.090546193040797e-37,8.283887731175874e-29,1.0018349869421772e-16,2.592904626621028e-34,9.920801685802234e-28,2.008296718538037e-31,9.009992940190616e-36,2.1092898161238328e-32,1.3837031433948444e-29,4.0915027614150884e-57,6.625208670774883e-48,1.3679159930057257e-24,1.8013062772932145e-66,3.0228554267640885e-30,5.32256185979482e-29,3.539232243199334e-45,3.8289192270847395e-57,1.1442344279378988e-54,1.3295562802877125e-43,1.5384457730379523e-54
2.0441708100018107e-16,0.5628450794286156,4.3730253257844116e-23,6.563858940308613e-27,3.968362876069968e-27,1.893213508049462e-32,0.0,0.0,7.249338649014935e-18,1.8056733870157435e-31,1.1416734464236062e-39,2.2841845895381636e-41,3.608776185877373e-50,6.44633079790785e-58,6.065163393290811e-41,4.531055206910471e-32,1.2091544706725476e-29,1.2779224629637818e-41,4.885471466841637e-56,5.802273118835443e-55,1.4606247393568278e-31,4.7693198404253563e-48,2.7358504923417305e-24,1.2895412389661693e-64,1.5968197672227913e-43,1.5633651535070323e-49,1.8002601011115262e-47,2.4911368871595934e-61,2.2464275071810722e-67,5.175816822284441e-69,1.9083148029079818e-54,2.3310823455640775e-66,3.0197314874556683e-53,1.1647755079789347e-88,3.76,0.0,0.8281718244654168,0.9999999999517211,1.4658336362646924e-36,9.967327419137933e-41,1.8369185577162426e-14,1.8369185577162426e-14,2.7575295647192513e-31,5.995635896527698e-36,4.827882261393715e-11,1.0984975740819696e-34,1.2770972037490318e-36,7.24938237603848e-18,2.287935387325757e-27,1.5797703805130974e-36,3.313588799464952e-28,2.0036835623054614e-16,1.0371724007522416e-33,3.9683610425118935e-27,8.033268589094821e-31,3.604034300749026e-35,8.43724509203155e-32,5.534868875401775e-29,6.21676177630808e-56,5.300229837860071e-47,2.7358505419700617e-24,5.4637930560426175e-65,1.2091544706826875e-29,2.1290463925273256e-28,2.8314193972102573e-44,6.126382049170227e-56,1.8308078003026689e-53,1.0636576791523815e-42,2.461544611151987e-53
4.0883554830181683e-16,0.5628450794286175,8.746128608008024e-23,1.3127766101949262e-26,1.5873532234535544e-26,7.57292840101387e-32,0.0,0.0,1.4498726460799833e-17,7.222730284664928e-31,9.133441766171239e-39,1.8273584885022043e-40,2.8870415291195114e-49,5.157095106962434e-57,2.42607765546052e-40,1.812431273074255e-31,4.83664248154972e-29,1.0223440253001819e-40,3.90845670538355e-55,4.641846027861067e-54,5.842528674083686e-31,3.815478503780428e-47,5.471719447861076e-24,4.1442206592332104e-63,1.2774633913208674e-42,1.2507023480362156e-48,1.4402194589294975e-46,3.9858673505214366e-60,7.219382832467173e-66,1.663361180649968e-67,3.0533230815641842e-53,3.854249182182049e-65,4.8316142607990875e-52,7.489405642996273e-87,3.76,0.0,0.8281718244653984,0.9999999999034419,1.1726738671564157e-35,7.973909249791912e-40,3.673849572918156e-14,3.673849572918157e-14,1.1030173927570618e-30,2.3982665395744193e-35,9.655793641043867e-11,4.394012636877361e-34,5.1084171271092e-36,1.4498813909166985e-17,9.151788087923275e-27,1.2267491082726137e-35,1.325442260844929e-27,4.007380712972459e-16,4.148710699873419e-33,1.5873524906090602e-26,3.213323776422058e-30,1.4416214227682812e-34,3.3749152019952493e-31,2.213958809467102e-28,9.683100020383767e-55,4.24020902913576e-46,5.471719646375409e-24,1.7003508923878784e-63,4.8366424816307383e-29,8.516228812331672e-28,2.2651489583964375e-43,9.802300305833514e-55,2.9293174897931892e-52,8.509312028411629e-42,3.938496455790915e-52
8.176724829050884e-16,0.5628450794286213,1.749248007223426e-22,2.6255591546511896e-26,6.34942903584784e-26,3.0292077449364205e-31,0.0,0.0,2.8997502083506873e-17,2.8890994611262942e-30,7.306775087587429e-38,1.4618910856239259e-39,2.3096455940973534e-48,4.1256881129750075e-56,9.704334968986577e-40,7.249743303768734e-31,1.9346619114475864e-28,8.178776282652761e-40,3.1268647849429206e-54,3.7134878213086387e-53,2.33701741297794e-30,3.0523918442407095e-46,1.0943457087033468e-23,1.3263340312433978e-61,1.021973740621005e-41,1.0005663643344531e-47,1.1521801176679155e-45,6.377455381700635e-59,2.3105220362526403e-64,5.323491980295378e-66,4.885332410732565e-52,6.565181092310569e-64,7.73061791650733e-51,4.801965567570923e-85,3.76,0.0,0.8281718244653614,0.9999999998068838,9.381418764332531e-35,6.379146322749643e-39,7.347711603321818e-14,7.347711603321821e-14,4.412080444564635e-30,9.593090416724613e-35,1.931160553090841e-10,1.757609517729509e-33,2.0433739108969644e-35,2.8997676956631766e-17,3.660724537027611e-26,9.665722935796802e-35,5.301782522567814e-27,8.014775014068171e-16,1.659488496581953e-32,6.349426109122148e-26,1.2853327769112092e-29,5.7665033160522255e-34,1.3499695135214567e-30,8.855857747665677e-28,1.5281983056042002e-53,3.392177283975149e-45,1.0943457881092799e-23,5.364221332472214e-62,1.9346619115123598e-28,3.40650012924506e-27,1.8121245421514842e-42,1.5683751703672986e-53,4.686924173108365e-51,6.80746982113845e-41,6.30161432232246e-51
1.6353463521116315e-15,0.5628450794286287,3.4985762599813027e-22,5.251128692219885e-26,2.5397748395066975e-25,1.2117075834831627e-30,0.0,0.0,5.799505332546999e-17,1.1556412538430843e-29,5.8454287346087864e-37,1.1695145353253311e-38,1.8477280453818585e-47,3.300555045205824e-55,3.8817386576699954e-39,2.8999008284543934e-30,7.738657475815448e-28,6.543030434964846e-39,2.5016397685925364e-53,2.9707946340477662e-52,9.348081538613635e-30,2.4419170736612925e-45,2.1886931277913156e-23,4.244297686076485e-60,8.175801979839719e-41,8.004555194847931e-47,9.217459132128967e-45,1.0204075474258098e-57,7.393720665733896e-63,1.7035289874055667e-64,7.816544121829373e-51,1.1779054600274062e-62,1.2369016727796555e-49,3.0840693303987934e-83,3.76,0.0,0.8281718244652875,0.999999999613768,7.5051461333725265e-34,5.103324622675298e-38,1.4695435664128484e-13,1.4695435664128494e-13,1.7648341443538418e-29,3.8372409355374405e-34,3.8623185832992367e-10,7.03044695575491e-33,8.173520944642502e-35,5.79954029763924e-17,1.4642916704756048e-25,7.673270127018015e-34,2.1207157024999042e-26,1.6029563615306461e-15,6.637962397604813e-32,2.5397736725427314e-25,5.14133762576317e-29,2.3066066274229234e-33,5.3998849169737175e-30,3.542347593938234e-27,2.4282390425741357e-52,2.713745846803641e-44,2.1886934454154366e-23,1.7042464227322269e-60,7.738657476333475e-28,1.3626017372413443e-26,1.4497017825626624e-41,2.509405967267937e-52,7.499079401118092e-50,5.445983872711125e-40,1.008259868817857e-49
2.4530202213181745e-15,0.5628450794286362,5.247962472652832e-22,7.876702678588434e-26,5.397023545942296e-25,2.5749132780210942e-30,0.0,0.0,8.699260456398215e-17,2.455738582718676e-29,1.6714279144397233e-36,3.344081786563978e-38,5.283364392911703e-47,9.437527616902072e-55,8.248697341927847e-39,6.162291299989894e-30,1.644465327127985e-27,1.8708984288845335e-38,7.153388902049115e-53,8.494619094001924e-52,1.986468069874566e-29,6.982359252912594e-45,3.2830404381327876e-23,1.8763634093802966e-59,2.3377692571435064e-40,2.3763550853728657e-46,2.7358565366131065e-44,3.8903208804959116e-57,3.2686903331015e-62,7.531132137396192e-64,2.8770082963334145e-50,4.688299907129749e-62,4.7156850771366025e-49,1.5330311576313693e-82,3.76,0.0,0.8281718244652135,0.9999999994206525,2.146003538169829e-33,1.4592324392431725e-37,2.204315972493449e-13,2.2043159724934513e-13,3.750273551628076e-29,8.154139875349544e-34,5.793472265752906e-10,1.4939705287696654e-32,1.7368762335424877e-34,8.699312892098414e-17,3.1116209542537107e-25,2.1897202202292902e-33,4.5065225485488016e-26,2.4044352215591616e-15,1.4105675327007277e-31,5.397021071618146e-25,1.0925346512177788e-28,4.901544912401165e-33,1.1474759734998656e-29,7.527491438435915e-27,8.923670220777146e-52,7.759619976840941e-44,3.283041113084272e-23,7.779406579710546e-60,1.644465327276097e-27,2.8955297053173525e-26,4.145242610929544e-41,9.567115301549295e-52,2.859023254205535e-49,1.5576869119752732e-39,3.711892126801514e-49
3.2706940905247175e-15,0.5628450794286436,6.997406645239036e-22,1.050228111390052e-25,9.206689019962205e-25,4.3925529156336e-30,0.0,0.0,1.1599015579904338e-16,4.189201932686048e-29,3.525526287383171e-36,7.053638265239607e-38,1.1144177196289718e-46,1.9906482140029146e-54,1.4071309375092622e-38,1.0512145626502745e-29,2.805264929115471e-27,3.94626736976975e-38,1.5089136937175102e-52,1.791761554415047e-51,3.3886814893373793e-29,1.4727820906778107e-44,4.377387639727771e-23,6.412045671476446e-59,4.931033438495801e-40,5.1779575484581085e-46,5.960236336722467e-44,1.0467278452895114e-56,1.1170016531409198e-61,2.573595596121167e-63,7.296717372491355e-50,1.2819011572016542e-61,1.2687846900648837e-48,6.494484203589256e-82,3.76,0.0,0.8281718244651396,0.9999999992275376,4.526543932771765e-33,3.0779444806195385e-37,2.9390883785739836e-13,2.9390883785739876e-13,6.397526084120211e-29,1.3910005788620963e-33,7.724621600461641e-10,2.5485384477529277e-32,2.962910980287255e-34,1.1599085479040699e-16,5.308060300916554e-25,4.6136699673780435e-33,7.687598788310704e-26,3.2059140814923644e-15,2.406262726533531e-31,9.206684807655454e-25,1.8637359423403775e-28,8.36146725853025e-33,1.9574593965360554e-29,1.2841017302053666e-26,2.2611755565495572e-51,1.6367289283742817e-43,4.377388791115786e-23,2.3262501462295063e-59,2.805264929427868e-27,4.939433886197245e-26,8.74351903911263e-41,2.5741038453828252e-51,7.69240649463935e-49,3.286512181151915e-39,9.416196510354703e-49
4.9060418289378035e-15,0.5628450794286585,1.0496431018785799e-21,1.5753448426368676e-25,1.906128380090443e-24,9.094407541830042e-30,0.0,0.0,1.7398525826106678e-16,8.673212151344587e-29,9.629307766883154e-36,1.926567690186662e-37,3.0438347152682323e-46,5.437078337244167e-54,2.913286218766145e-38,2.176406500005198e-29,5.8079458163372154e-27,1.0778481983064875e-37,4.121627272570044e-52,4.8938575173914625e-51,7.015835938399785e-29,4.0226254924092747e-44,6.566081787696428e-23,3.9426044218269305e-58,1.346818443288041e-39,1.5030038004233187e-45,1.729526886886944e-43,4.2337501950849e-56,6.868170928286268e-61,1.582441207703302e-62,2.5516979213250945e-49,5.1733400602471506e-61,5.131756433092401e-48,5.884447194184516e-81,3.76,0.0,0.8281718244649918,0.9999999988413087,1.2363397995635424e-32,8.406822777141376e-37,4.4086331907348987e-13,4.4086331907349063e-13,1.3245265469755638e-28,2.8798904776993882e-33,1.1586910066018296e-09,5.276426108527085e-32,6.134346371752862e-34,1.7398630635283597e-16,1.0989666680067243e-24,1.2587153853881978e-32,1.5916199838355923e-25,4.8088718011350754e-15,4.981862263253106e-31,1.906127510957677e-24,3.8586292611472535e-28,1.731138470288198e-32,4.052671818282947e-29,2.658570027940154e-26,7.899645339999497e-51,4.470415274592056e-43,6.566084171499391e-23,1.0312102882093359e-58,5.807945817190428e-27,1.0226472038964151e-25,2.388126734285512e-40,1.0411407565321548e-50,3.111318341531012e-48,8.981303615108575e-39,3.294259348625732e-48
6.5413895673508896e-15,0.5628450794286732,1.3995668531619134e-21,2.100463210038291e-25,3.2418254697378496e-24,1.546750293802808e-29,0.0,0.0,2.319803607104e-16,1.4750863792117896e-28,2.0147735330231638e-35,4.031024363197732e-37,6.368746949522636e-46,1.137618708669465e-53,4.954737008187843e-38,3.701497583535038e-29,9.877795682374949e-27,2.255219171404757e-37,8.624419100212818e-52,1.0239588114139986e-50,1.193210064698906e-28,8.416679077514788e-44,8.754775535765556e-23,1.323544488691941e-57,2.8179950235951414e-39,3.2869040323527475e-45,3.7814575263160345e-43,1.1468216621441698e-55,2.3056675669197465e-60,5.312307172317921e-62,6.375999045794615e-49,1.4415821968727092e-60,1.3900449386940125e-47,2.3287312204841228e-80,3.76,0.0,0.828171824464844,0.9999999984550813,2.586836733832266e-32,1.7589887496442947e-36,5.878178002895572e-13,5.878178002895583e-13,2.252672624385609e-28,4.8979397942183375e-33,1.5449182543447473e-09,8.97381971857908e-32,1.0432941583849902e-33,2.3198175763884223e-16,1.8690546570134942e-24,2.6319105560954077e-32,2.7069290069918005e-25,6.411829520427285e-15,8.47284374769856e-31,3.241823996379995e-24,6.562518412888324e-28,2.9442177629549645e-32,6.892534035679863e-29,4.5215317666177996e-26,1.9727763250946431e-50,9.353605250470778e-43,8.754779589990263e-23,3.022955712272884e-58,9.877795684160108e-27,1.7392551711957838e-25,4.996760571218373e-40,2.82016464012256e-50,8.42769124253068e-48,1.8799608835559341e-38,8.234201292117038e-48
8.176737305763976e-15,0.5628450794286882,1.7495134407980642e-21,2.6255833305585524e-25,4.952777141227842e-24,2.363131409185277e-29,0.0,0.0,2.899754631461366e-16,2.2535988384800485e-28,3.667818541563445e-35,7.338326117813276e-37,1.1594109566607881e-45,2.0709913992143695e-53,7.569718582513243e-38,5.655051958768935e-29,1.5091040878389303e-26,4.105540532947883e-37,1.5701538035592542e-51,1.8640780354281003e-50,1.8229554919356981e-28,1.5322243846937003e-43,1.094346885537098e-22,3.5768632451511467e-57,5.1300526655019215e-39,6.166687033087737e-45,7.093515356885911e-43,2.5763349128926735e-55,6.231041834236272e-60,1.4356453069864958e-61,1.3527378043990163e-48,3.373559196887016e-60,3.1226838424575933e-47,7.371173100937447e-80,3.76,0.0,0.8281718244646963,0.9999999980688558,4.709237826528632e-32,3.202172077835175e-36,7.347722815055984e-13,7.347722815056003e-13,3.4415744430876426e-28,7.482945581229918e-33,1.9311437890805504e-09,1.3709969678774914e-31,1.593921599983381e-33,2.8997720862868147e-16,2.8554933765785778e-24,4.789076853646975e-32,4.1355761553388157e-25,8.01478723934396e-15,1.2944591591689819e-30,4.9527748977911644e-24,1.002604594853577e-27,4.4981065637866483e-32,1.053023531835096e-28,6.907879330728933e-26,4.1837080467499664e-50,1.7027882376884415e-42,1.0943475049310356e-22,7.376954814244614e-58,1.5091040881639057e-26,2.6571889949678938e-25,9.096412460564e-40,6.335413460592031e-50,1.8932511274408533e-47,3.4233906808613627e-38,1.7474647675687985e-47
1.1447432782590148e-14,0.5628450794287179,2.449476559580421e-21,3.675828941727201e-25,9.52401552846181e-24,4.5444248115726105e-29,0.0,0.0,4.0596566797596673e-16,4.3335909951158205e-28,9.684123787844692e-35,1.937534505362555e-36,3.061221898220275e-45,5.468027508865394e-53,1.4556299165820006e-37,1.0874463621570917e-28,2.90195386797286e-26,1.083983804380258e-36,4.146415063889751e-51,4.921716248904199e-50,3.505479045689695e-28,4.045524654205634e-43,1.532085418227761e-22,2.0055977772293252e-56,1.3544853337166756e-38,1.6873230507545538e-44,1.9405972642756048e-42,9.991056554387146e-55,3.4938333319106674e-59,8.049866385317526e-61,4.956011615088882e-48,1.5637379021919345e-59,1.2109355806109761e-46,6.169812997211829e-79,3.76,0.0,0.8281718244644006,0.9999999972964098,1.2433778145133387e-31,8.454679653236128e-36,1.0286812439376015e-12,1.0286812439376051e-12,6.61802363947159e-28,1.4389439148920335e-32,2.703589611973999e-09,2.6363787123482014e-31,3.0650715010697866e-33,4.059681097012557e-16,5.491012884267067e-24,1.2636278719716775e-31,7.952566898151585e-25,1.1220702676027107e-14,2.4891992313056606e-30,9.524011247970059e-24,1.927973218234733e-27,8.649729772469997e-32,2.0249270682744127e-28,1.3283607962981946e-25,1.5316967845636611e-49,4.495863645050739e-42,1.5320866093002867e-22,3.8370704273023777e-57,2.9019538688308687e-26,5.1096801919820765e-25,2.4017214400775765e-39,2.456791991077317e-49,7.341741949720163e-47,9.041971890205785e-38,6.405181363194716e-47
