Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948)
0.021717349654961797,0.4678093004698092,1.0466181551624518e-08,1.8643442182402816e-09,9.027510686411167e-08,9.97900964325983e-05,0.0,0.0,0.0001812027599644053,0.00011108012505235417,0.0002077470193113798,1.0047439069392875e-06,1.542213885259081e-11,1.3390603027895052e-27,5.716348588123258e-20,2.223047782975661e-13,4.0129685955029625e-07,9.87839671041027e-06,3.81348723553668e-13,1.2035135339529296e-17,3.8092270008354964e-07,2.7637657686629964e-16,7.465236675160417e-15,3.518724696877142e-08,2.772198939150167e-10,3.262546911523287e-06,7.701042241093475e-15,2.6394665802840884e-09,1.309286882390063e-08,1.8210945857122845e-13,8.739759832780636e-13,5.462565398644459e-15,1.8767119479102773e-11,2.190083086935741e-09,3.76,0.0,0.46957763509110817,0.9990018621954164,0.0010715319632399654,4.1593747044713964e-05,0.03219942513308407,0.03245992410378267,3.9619169401570004e-13,1.1209602354739503e-17,2.30330658766819e-05,1.8922838464796025e-10,9.931914461044163e-08,2.5253367302724093e-07,2.698344710873271e-08,0.0010240696999392585,0.00025574769728615754,4.5085620318470196e-08,1.2107927051908216e-10,4.9711898642826255e-05,8.629372927732997e-09,6.9379155726270395e-09,1.2114848406875602e-08,4.506183390640126e-09,1.9562727767057722e-11,1.269291814806591e-10,3.175496968863778e-08,1.3062120781310317e-09,2.0663694261855677e-07,5.877085651018629e-09,2.9542392271623402e-08,2.8906915423501348e-06,7.03728713879431e-16,2.447476407323175e-07,9.382553418498354e-09,4.942249438952895e-10,2.8599932032286345e-16,2.961772535418075e-11,1.1886070406586323e-13,1.8884309374976128e-10,1.8101269452112913e-17,1.2207204828932852e-13,1.5530569894150048e-16,2.107349370368289e-09,4.009212374402285e-18,8.252648080286463e-17,1.8621421094118947e-13,1.7580415174182154e-05,3.745900301848899e-15,5.032945010551659e-07,2.9856531127400834e-11,1.504288831195498e-12,1.1049495244358002e-18,6.140477761923749e-07,8.722391620439571e-18,7.296482098477375e-10,1.606383248105548e-11,4.064617892914643e-06,2.9594474162244775e-13,5.0300561373940024e-18,5.851056684204259e-10,5.060500781818005e-07,9.71890264771069e-08,2.3058061912203087e-12
0.021913752101896018,0.46783595834087305,1.0638517146306034e-08,1.9129779138000567e-09,9.218467880515373e-08,0.00010200320906781055,0.0,0.0,0.00018312984728668222,0.00011344980019716034,0.00021223520528127678,1.054896073191032e-06,1.6265341875864736e-11,1.4356524342591658e-27,6.021179199220512e-20,2.3021158244399916e-13,4.123674072230741e-07,1.0298853594009173e-05,4.0368742018804066e-13,1.2536685695229817e-17,3.8776142922427936e-07,2.813728368370248e-16,7.809244426891848e-15,3.682600503170293e-08,2.8786050483448664e-10,3.397327197157847e-06,7.947129546945502e-15,2.7683700979991788e-09,1.3916961643540947e-08,1.9423737912241103e-13,9.14557068652501e-13,5.729290272316569e-15,1.9334717896678462e-11,2.26872628028001e-09,3.76,0.0,0.46926177449926454,0.9989798907629425,0.0010999094097966574,4.304017168258293e-05,0.03247810188691307,0.03274506275637392,3.996206199039194e-13,1.130668241832612e-17,2.303255930161634e-05,1.9477004941903115e-10,1.0224731354649491e-07,2.5762486408780546e-07,2.753864379810052e-08,0.0010502532991497114,0.0002619483601467424,4.5694826711662574e-08,1.2441084664262333e-10,5.067356552446501e-05,8.803767459216693e-09,7.220082804894767e-09,1.2356639458534336e-08,4.664553946853263e-09,2.0473743456742125e-11,1.3260745156969648e-10,3.3015522271173074e-08,1.3670854969735872e-09,2.0941610329568465e-07,5.99509948817519e-09,3.050529498635518e-08,2.995706109099037e-06,7.3166831889343e-16,2.514239132758682e-07,9.637732196598985e-09,5.172169222449474e-10,2.9930433636632026e-16,3.034839813271568e-11,1.2179989829290534e-13,1.970228292054246e-10,1.8943359068489194e-17,1.2759803111445018e-13,1.6081721504374443e-16,2.1813143604188203e-09,4.1514918555567054e-18,8.521679993406378e-17,1.90729021688086e-13,1.8308754318005602e-05,3.880958504199779e-15,5.225894038465481e-07,3.135578947571669e-11,1.5796592658182265e-12,1.1435273725810536e-18,6.288144819992825e-07,8.983856253090747e-18,7.499602954008908e-10,1.65097561207175e-11,4.19032836862974e-06,3.037741396178825e-13,5.324119088010334e-18,5.997548633366043e-10,5.185584246864061e-07,9.997061799044439e-08,2.4241892402770884e-12
0.022110154548830238,0.4678626350442016,1.08131742465611e-08,1.9626965696963557e-09,9.412726020059771e-08,0.00010425110788970488,0.0,0.0,0.00018506803818996558,0.00011585737028540806,0.00021682238817753087,1.1072847621014476e-06,1.714977968091368e-11,1.5283971552442084e-27,6.340994142596541e-20,2.383591337249968e-13,4.236719118926753e-07,1.0734260019227731e-05,4.272111781533018e-13,1.3056032575022275e-17,3.946592613824724e-07,2.864137062534146e-16,8.167478098431607e-15,3.8529944545774235e-08,2.988440750967845e-10,3.536787540690044e-06,8.199775036454159e-15,2.9031056256241456e-09,1.4786818739308002e-08,2.0712055315432606e-13,9.568224347492201e-13,6.007685296730508e-15,1.9916353611379235e-11,2.3496220335937583e-09,3.76,0.0,0.4689454310988029,0.9989574864354543,0.0011288773205473594,4.4526348074164286e-05,0.03275649885239409,0.03303008084087935,4.0304610319048935e-13,1.1403668319861316e-17,2.3032042745689613e-05,2.0044363747510094e-10,1.0524577094458741e-07,2.6280014497796877e-07,2.8103386337505073e-08,0.0010769615993598046,0.00026826021628838644,4.631866510590508e-08,1.2781692581898918e-10,5.165961895258278e-05,8.980545202407607e-09,7.51197519968288e-09,1.2601627681769786e-08,4.82774103988292e-09,2.1422715624665947e-11,1.3851024871389948e-10,3.4323889253033297e-08,1.430497134156639e-09,2.122291508651456e-07,6.115048544243684e-09,3.149292467380369e-08,3.104231363523927e-06,7.605573794486403e-16,2.582455188536512e-07,9.89843655521329e-09,5.41165263718915e-10,3.131627806192194e-16,3.109191500907511e-11,1.247910830330419e-13,2.0554511589116033e-10,1.9820475744678555e-17,1.3334833748225397e-13,1.6649595814039123e-16,2.257522267368455e-09,4.2980883093985016e-18,8.7976215087132e-17,1.9532479447006583e-13,1.9062391532196924e-05,4.02007886128255e-15,5.425801779049201e-07,3.292413294750167e-11,1.6584942513483607e-12,1.1832443954795065e-18,6.440929354144663e-07,9.253296844120658e-18,7.707351194854154e-10,1.6965789528673088e-11,4.318965853237299e-06,3.1177974828680885e-13,5.633741251359951e-18,6.146691471371321e-10,5.312863711796248e-07,1.0281302107817102e-07,2.5479289299885694e-12
0.022286916751071036,0.4678866606783937,1.097238228462051e-08,2.0083897986527948e-09,9.590427499177833e-08,0.00010630431763146367,0.0,0.0,0.00018682202619619545,0.00011805707397753762,0.00022103753769082306,1.156421237297772e-06,1.7982529004058327e-11,1.628378341088583e-27,6.64222413626791e-20,2.459030335626121e-13,4.3404920099954934e-07,1.1139271153578387e-05,4.494432869980448e-13,1.3539109245085259e-17,4.009177970117967e-07,2.909886411065138e-16,8.502503628680086e-15,4.012106043204094e-08,3.090305989565979e-10,3.6664166637601106e-06,8.432895653676434e-15,3.029558442714607e-09,1.5610661247330167e-08,2.1939800408676635e-13,9.963541674478471e-13,6.268600774901128e-15,2.0452079983460436e-11,2.4243958899512908e-09,3.76,0.0,0.46866030036276735,0.9989369457631145,0.0011554615468753865,4.589858973500301e-05,0.03300681483980889,0.033286495245735834,4.061260693466296e-13,1.149087451176712e-17,2.3031569158341e-05,2.0566491554135186e-10,1.0800570085213606e-07,2.6753090852665727e-07,2.8619950137505494e-08,0.0011014547969095008,0.00027403714109806236,4.689287762711274e-08,1.3094731914232e-10,5.256834221794815e-05,9.14170391741977e-09,7.783229212407338e-09,1.2824877277420929e-08,4.978834747346236e-09,2.231043479874058e-11,1.4402135180059115e-10,3.554379026925821e-08,1.489817894268643e-09,2.1479040244076808e-07,6.224682674759102e-09,3.2403342192031255e-08,3.2050016718346307e-06,7.873922515731829e-16,2.645114793155615e-07,1.0137879797642758e-08,5.635665540767249e-10,3.261259744641483e-16,3.177216896213227e-11,1.275280465443936e-13,2.135196987523554e-10,2.064093091109579e-17,1.387223227174213e-13,1.717534906202247e-16,2.3280767498819922e-09,4.433811194769918e-18,9.051990946468993e-17,1.9953107463472852e-13,1.9762898545065066e-05,4.148845053987423e-15,5.611867540804827e-07,3.4397175055235654e-11,1.7325312204049489e-12,1.2199873011378056e-18,6.582984119330675e-07,9.502837189875506e-18,7.898353949993586e-10,1.7385021360634232e-11,4.43727942867544e-06,3.1913845647909844e-13,5.926326277893357e-18,6.283210142098791e-10,5.42931030935287e-07,1.0542406226568968e-07,2.6640523707340574e-12
0.02242848178974204,0.4679059139459468,1.1101287321867224e-08,2.045643136681914e-09,9.734734449759879e-08,0.00010796947831002342,0.0,0.0,0.00018823340307806013,0.00011984154750572773,0.00022447386769835432,1.1971783377492153e-06,1.8675535747640784e-11,1.7108355925005472e-27,6.892986339725442e-20,2.520925235355809e-13,4.4250100191969295e-07,1.1472846012527672e-05,4.680038897361151e-13,1.3936986669541077e-17,4.059645863250945e-07,2.9467868067294147e-16,8.779720351674467e-15,4.1435849476099646e-08,3.1739951916760664e-10,3.7731166398098976e-06,8.623602234984677e-15,3.1345089601506127e-09,1.6299631595850566e-08,2.2972099866021225e-13,1.0290677648717317e-12,6.484885207899961e-15,2.0889662154602002e-11,2.4856511483451796e-09,3.76,0.0,0.468431651657813,0.9989202335953258,0.0011771080065703927,4.702171919396452e-05,0.03320712138142296,0.03349178318414284,4.085907036500519e-13,1.1560660262630203e-17,2.3031183841293253e-05,2.0992655878954465e-10,1.1025872556718453e-07,2.7137029404934733e-07,2.9039411172348356e-08,0.0011213866716238087,0.000278730253806958,4.7361623188169084e-08,1.3349951628648926e-10,5.3310920909591656e-05,9.272193497385025e-09,8.006461562880769e-09,1.3005576943409848e-08,5.102797361048974e-09,2.3045137344547157e-11,1.4857493536321516e-10,3.6550680617014465e-08,1.53891481289146e-09,2.1686215294936718e-07,6.313650860991421e-09,3.314745575071206e-08,3.2878837242916654e-06,8.094684793991105e-16,2.6961760191159653e-07,1.0332983738811672e-08,5.821055385388589e-10,3.36854125888104e-16,3.232461136209368e-11,1.297509695917006e-13,2.2012186932052178e-10,2.1319927685381112e-17,1.4316638264021078e-13,1.7606673633872468e-16,2.385957995400985e-09,4.545157385310577e-18,9.25989584818604e-17,2.029482123852897e-13,2.0339490110601005e-05,4.254455617680452e-15,5.765211028638229e-07,3.56204946716234e-11,1.7940114089705033e-12,1.250111339375206e-18,6.699970845936377e-07,9.707643855853122e-18,8.05412235355145e-10,1.772688711576859e-11,4.533792513593775e-06,3.251387974758712e-13,6.170564118210479e-18,6.394124123148811e-10,5.523875311642824e-07,1.0755187034344007e-07,2.7604169653370457e-12
0.022570046828413043,0.46792517783216847,1.1231453021000702e-08,2.0834918615410617e-09,9.880834813831766e-08,0.00010965331055895913,0.0,0.0,0.0001896507514893412,0.0001216465290180866,0.00022796505491383317,1.2392237879631698e-06,1.939252547477665e-11,1.79592883808364e-27,7.15252451041246e-20,2.5841618345541875e-13,4.510796967490756e-07,1.1814798743947874e-05,4.872615710504434e-13,1.4344872793287308e-17,4.1104200496495547e-07,2.9839191666868127e-16,9.065086040002205e-15,4.278761032745743e-08,3.259598934094438e-10,3.882438803007508e-06,8.817939307516458e-15,3.242837588533906e-09,1.7015521432014736e-08,2.4049985782992174e-13,1.0627457613931448e-12,6.7078825470714264e-15,2.1334959455402934e-11,2.5481464937280137e-09,3.76,0.0,0.46820273730033224,0.9989032853946774,0.0011990750323926161,4.81666623877479e-05,0.03340727910431829,0.03369701051853257,4.1105350684235937e-13,1.1630396062938876e-17,2.303079308225336e-05,2.1426053250125273e-10,1.1255030454512267e-07,2.752552781841623e-07,2.9464061440227128e-08,0.0011416030163551231,0.0002834831042083796,4.783838360376037e-08,1.360924773703685e-10,5.406688036635236e-05,9.403958122850584e-09,8.235143349842985e-09,1.3187983993920079e-08,5.229443492854615e-09,2.380158307219458e-11,1.5325633946358602e-10,3.7584942222002065e-08,1.5894659196818495e-09,2.1895241239748212e-07,6.403667968437211e-09,3.3905099564859075e-08,3.3727522189043244e-06,8.320765703660439e-16,2.74803004180278e-07,1.0531100553711687e-08,6.01192262289537e-10,3.4789924294242054e-16,3.288390272307538e-11,1.3200163644579305e-13,2.2692183339080362e-10,2.201898554368391e-17,1.4773868672111026e-13,1.8047315709586382e-16,2.445088431639965e-09,4.6589088809929255e-18,9.471581602440361e-17,2.064088463480761e-13,2.0930239507475896e-05,4.3623194631349675e-15,5.922506923629653e-07,3.688387357977485e-11,1.857499887147065e-12,1.2808680886771868e-18,6.819910394317806e-07,9.916975378003714e-18,8.212416567523286e-10,1.807426876383417e-11,4.631887915849973e-06,3.312357655336077e-13,6.42394746294273e-18,6.506454156782353e-10,5.619609884644656e-07,1.0971275269508921e-07,2.859866351674012e-12
0.022711611867084047,0.467944452573202,1.1362894915537245e-08,2.1219450332013446e-09,1.0028750880401869e-07,0.00011135598352225053,0.0,0.0,0.00019107412761457812,0.00012347225101182188,0.00023151207537066524,1.2825945442801552e-06,2.0134250930458297e-11,1.885534008554797e-27,7.421129335804116e-20,2.648766287045957e-13,4.597867908216442e-07,1.2165304393333587e-05,5.072404545471083e-13,1.476298750201372e-17,4.161500314250763e-07,3.0212835542373327e-16,9.358822150874553e-15,4.4177241609230274e-08,3.347155338138919e-10,3.994437888450918e-06,9.015971206878515e-15,3.3546466855842817e-09,1.7759257898437226e-08,2.517537284948466e-13,1.0974142225745736e-12,6.937782757240345e-15,2.1788092383089543e-11,2.6119017122875283e-09,3.76,0.0,0.4679735531042654,0.998886098004586,0.0012213665276803241,4.9333747781043247e-05,0.03360728702306413,0.033902177828938604,4.135144667985226e-13,1.1700081620420998e-17,2.303039680844295e-05,2.1866791702216708e-10,1.1488101851121009e-07,2.7918640131976756e-07,2.989396604096797e-08,0.0011621071851364603,0.00028829624382063193,4.8323276494244026e-08,1.3872678815013295e-10,5.483642267096858e-05,9.537008185443792e-09,8.469388507611469e-09,1.337211146386248e-08,5.358825105421879e-09,2.4580362649531498e-11,1.5806881029806148e-10,3.864731511717181e-08,1.6415108137096196e-09,2.210614414268286e-07,6.494746294659795e-09,3.467646706743667e-08,3.4596544342854304e-06,8.5522760283543e-16,2.800687567216163e-07,1.0732270543995283e-08,6.208415915014828e-10,3.5926992816737286e-16,3.3450091222174566e-11,1.342802482037531e-13,2.3392541942457295e-10,2.2738648937910523e-17,1.524426511228454e-13,1.8497455845336118e-16,2.505492120574871e-09,4.7751122945401374e-18,9.68710226528821e-17,2.0991337809817095e-13,2.1535437256760106e-05,4.47247736088967e-15,6.083853209557914e-07,3.8188538512299445e-11,1.923057968481512e-12,1.3122692725600317e-18,6.942888695080486e-07,1.0130943234632726e-17,8.373270982050608e-10,1.842724071808462e-11,4.7315827253544e-06,3.374308083545156e-13,6.686790567971056e-18,6.620210868709218e-10,5.716521810709731e-07,1.1190712982545889e-07,2.9624887219919495e-12
0.02285317690575505,0.4679637384081984,1.149562880169203e-08,2.1610118556461987e-09,1.0178505250555152e-07,0.00011307766833341449,0.0,0.0,0.00019250358784041776,0.0001253189490160057,0.00023511592014599622,1.3273285466464265e-06,2.0901487073463935e-11,1.97858195096806e-27,7.699105264474541e-20,2.714765345337964e-13,4.686238065182733e-07,1.2524541085680699e-05,5.279654552312762e-13,1.519155548354357e-17,4.212886440555513e-07,3.0588800363447895e-16,9.66115515359059e-15,4.560566145956666e-08,3.4367030024307163e-10,4.109169637596241e-06,9.217763608684328e-15,3.470041583007071e-09,1.8531796294496645e-08,2.6350252241508803e-13,1.1330998475617395e-12,7.174780801468966e-15,2.224918327501382e-11,2.676936848467559e-09,3.76,0.0,0.4677440948346049,0.998868668226124,0.0012439864435055017,5.052330781775867e-05,0.033807144137096685,0.03410728570424123,4.1597357120731125e-13,1.176971663873993e-17,2.302999494610731e-05,2.2314980852075152e-10,1.1725145748695626e-07,2.831642150648632e-07,3.032919150466707e-08,0.0011829025715223754,0.00029317022857871725,4.8816421327045976e-08,1.414030430375051e-10,5.561975278461434e-05,9.671354281709098e-09,8.709313084381155e-09,1.3557972637435208e-08,5.4909951894890626e-09,2.5382081927339667e-11,1.6301566885770242e-10,3.973855918188468e-08,1.6950900580242707e-09,2.231895060964426e-07,6.5868983893190655e-09,3.546175406500604e-08,3.5486388062129e-06,8.789328604207079e-16,2.854159441030693e-07,1.0936534532458216e-08,6.410687507149923e-10,3.709749916889697e-16,3.4023224906126274e-11,1.3658700562613902e-13,2.4113862490136345e-10,2.3479475469694375e-17,1.5728177428190282e-13,1.8957278951235652e-16,2.567193595828746e-09,4.893815358951503e-18,9.906512556122338e-17,2.1346221242663232e-13,2.215537894429389e-05,4.5849707826372905e-15,6.249350223989847e-07,3.953574973168459e-11,1.990748634489172e-12,1.3443268716436626e-18,7.068993930010697e-07,1.0349661851462446e-17,8.536720384576648e-10,1.8785878233473908e-11,4.832894089285663e-06,3.4372539893127837e-13,6.959418081429262e-18,6.735404858940605e-10,5.814618823833998e-07,1.141354281871305e-07,3.0683745935128147e-12
0.022994741944426054,0.46798303557924587,1.1629670723827286e-08,2.2007016770562285e-09,1.0330120830823212e-07,0.00011481853817050154,0.0,0.0,0.0001939391887818676,0.00012718686162647958,0.00023877759558997422,1.3734647434255588e-06,2.1695031170167836e-11,2.0763895217673235e-27,7.98676440569232e-20,2.782186199843277e-13,4.775922834638096e-07,1.2892690072266612e-05,5.494622910844636e-13,1.5630805543419833e-17,4.2645782106125674e-07,3.096708683707197e-16,9.972317247268654e-15,4.707380792350486e-08,3.5282812396236125e-10,4.226690814960345e-06,9.423383508786491e-15,3.58913067069437e-09,1.933412083279456e-08,2.757669457622875e-13,1.1698300144605021e-12,7.419076756058217e-15,2.2718356259736284e-11,2.743272208034959e-09,3.76,0.0,0.4675143582067198,0.9988509928173785,0.0012669387793348224,5.173567896583476e-05,0.03400684943049959,0.034312334742299264,4.1843080756859257e-13,1.1839300817411283e-17,2.3029587420500628e-05,2.2770731865677913e-10,1.1966221757421816e-07,2.8718927674596946e-07,3.076980510373048e-08,0.0012039926091293798,0.000298105618881996,4.931793878578887e-08,1.4412184472110676e-10,5.6417078597305136e-05,9.807007103994049e-09,8.955035277937392e-09,1.3745580917070794e-08,5.626007711922841e-09,2.6207362178478097e-11,1.6810031419485085e-10,4.08594546486873e-08,1.7502452309445514e-09,2.2533687803471785e-07,6.680136929222478e-09,3.626115876952593e-08,3.639754956221913e-06,9.032038359191798e-16,2.908456652692931e-07,1.1143933874608792e-08,6.618893431134958e-10,3.830234627930695e-16,3.4603351690573335e-11,1.389221091427748e-13,2.4856762097066806e-10,2.4242036614121003e-17,1.6225964028110342e-13,1.942697282932897e-16,2.6302178390562787e-09,5.01506655529413e-18,1.0129867866532164e-16,2.170557573752017e-13,2.2790365299668878e-05,4.699841871405879e-15,6.419100712455794e-07,4.092680343224037e-11,2.0606366568395995e-12,1.3770530448809576e-18,7.198316583781472e-07,1.0573248664917307e-17,8.702799971204607e-10,1.915025743145023e-11,4.93583921011845e-06,3.5012103107761773e-13,7.242164484894179e-18,6.852046698517309e-10,5.913908606710857e-07,1.1639808030491585e-07,3.177616868442876e-12
0.023136306983097057,0.46800234433142346,1.1765036921695847e-08,2.2410239966429564e-09,1.0483620846530151e-07,0.00011657876826007033,0.0,0.0,0.00019538098726538516,0.00012907623054741376,0.00024249812356025996,1.4210431177295104e-06,2.2515703794449516e-11,2.1787911333343796e-27,8.284430798353861e-20,2.851056618395036e-13,4.866937772960597e-07,1.3269935779683078e-05,5.717575208266623e-13,1.6080971465967136e-17,4.3165754049999424e-07,3.134769570864942e-16,1.0292546665060589e-14,4.8582639376574516e-08,3.621930064162485e-10,4.347059227474977e-06,9.632899323182411e-15,3.712025488707249e-09,2.0167245437784743e-08,2.8856854234591823e-13,1.2076327952123561e-12,7.670875983377942e-15,2.319573750591587e-11,2.810928361277058e-09,3.76,0.0,0.4672843388857366,0.9988330684928285,0.0012902275836998707,5.2971201764676396e-05,0.0342064018717721,0.03451732555008989,4.208861631904792e-13,1.1908833852095194e-17,2.3029174155871672e-05,2.3234157622136765e-10,1.2211390413568758e-07,2.912621510255779e-07,3.121587506074478e-08,0.0012253807721287048,0.00030310297962236947,4.982795136366621e-08,1.4688380506811955e-10,5.722861097320578e-05,9.943977472113016e-09,9.206675476985814e-09,1.3934949854949093e-08,5.763917637309344e-09,2.7056840869756248e-11,1.7332622708204914e-10,4.201080262631445e-08,1.8070190194613412e-09,2.275038345688221e-07,6.774474754690127e-09,3.707488183193463e-08,3.7330537219924037e-06,9.28052235320062e-16,2.9635903395273236e-07,1.1354510473918854e-08,6.833193868282427e-10,3.954246108134349e-16,3.519051936535842e-11,1.4128575888626942e-13,2.5621875784868627e-10,2.5026919035049486e-17,1.6737992751873151e-13,1.9906729222006895e-16,2.6945902898005963e-09,5.138915381968913e-18,1.0357224269639634e-16,2.2069442425682567e-13,2.3440702278807735e-05,4.817133450685859e-15,6.593209885856947e-07,4.236303530002441e-11,2.132788773781742e-12,1.4104601950191487e-18,7.330949498944709e-07,1.0801824364032008e-17,8.871545341401214e-10,1.9520455288129828e-11,5.040435343495746e-06,3.566192226410001e-13,7.535375457091485e-18,6.970146926566258e-10,6.014398787841944e-07,1.1869552490907084e-07,3.2903108977878045e-12
0.02327787202176806,0.4680216649128795,1.1901743882022185e-08,2.281988467444956e-09,1.0639028851285962e-07,0.00011835853587939734,0.0,0.0,0.0001968290403191181,0.00013098730063110863,0.00024627854166164826,1.4701047143175627e-06,2.3364349237547577e-11,2.2859671744214253e-27,8.592439002325628e-20,2.921404871311092e-13,4.959298598184707e-07,1.3656465858843248e-05,5.948785639386578e-13,1.6542291591895512e-17,4.368877802806245e-07,3.1730627763098123e-16,1.0622087729761997e-14,5.0133134955333514e-08,3.717690215253631e-10,4.470333743681859e-06,9.84638089835733e-15,3.838840821526798e-09,2.103221455576767e-08,3.0192972283427687e-13,1.246536972485291e-12,7.930389238523798e-15,2.368145516235031e-11,2.8799261462341838e-09,3.76,0.0,0.46705403248591126,0.998814891922708,0.0013138569548775158,5.4230220871632515e-05,0.034405800413595936,0.034722258743850154,4.233396251864602e-13,1.1978315434356115e-17,2.3028755075449113e-05,2.3705372666968373e-10,1.2460713280035757e-07,2.9538341029338116e-07,3.166747059073507e-08,0.0012470705757452061,0.00030816288021288447,5.034658358003451e-08,1.4968954486569566e-10,5.805456379827061e-05,1.0082276324044237e-08,9.464356302168493e-09,1.4126093144103505e-08,5.904780948625994e-09,2.7931171827799778e-11,1.7869697036943392e-10,4.3193425640266456e-08,1.8654552066182543e-09,2.296906588357371e-07,6.869924879045957e-09,3.790312637599045e-08,3.828587188394387e-06,9.53489981774941e-16,3.01957178797658e-07,1.1568306786183847e-08,7.053753094431463e-10,4.081879420258565e-16,3.5784775572735974e-11,1.4367815460366667e-13,2.6409857020767883e-10,2.583472439264912e-17,1.7264640712077958e-13,2.0396743361015696e-16,2.7603368549465155e-09,5.2654122375970816e-18,1.058863852958526e-16,2.2437862767648513e-13,2.410670114740032e-05,4.93688903501033e-15,6.771785478841689e-07,4.384581912579602e-11,2.2072736197855595e-12,1.4445609310625394e-18,7.466987931768842e-07,1.1035512817889572e-17,9.042992502887628e-10,1.989654964370554e-11,5.1466997960582885e-06,3.632215149823368e-13,7.839407512938613e-18,7.089716047228328e-10,6.116096938552855e-07,1.210282070711763e-07,3.406554546420607e-12
0.023419437060439065,0.46804099757486345,1.2039808313352681e-08,2.323604897006096e-09,1.0796368724466072e-07,0.00012015802038364433,0.0,0.0,0.00019828340518252485,0.00013292031991416715,0.0002501199034878231,1.5206916665240514e-06,2.4241836246427953e-11,2.3981903694781233e-27,8.911134287207092e-20,2.9932597742928723e-13,5.053021198226991e-07,1.4052471233657673e-05,6.188537291669973e-13,1.701500911150459e-17,4.4214851816130196e-07,3.2115883825956013e-16,1.0961191047938039e-14,5.1726294982483287e-08,3.8156031711139395e-10,4.596574311893158e-06,1.0063899562524071e-14,3.969694791482246e-09,2.193010396960368e-08,3.1587379820800617e-13,1.2865720583840182e-12,8.197832818367447e-15,2.417563938006181e-11,2.9502866718906756e-09,3.76,0.0,0.4668234345699667,0.9987964597323535,0.001337831041577595,5.551308510756737e-05,0.03460504399260435,0.03492713494921722,4.2579118047256006e-13,1.204774525169314e-17,2.3028330101426435e-05,2.4184493250511737e-10,1.271425278316831e-07,2.9955363427411453e-07,3.21246618566162e-08,0.0012690655767843865,0.0003132858946252993,5.087396165454689e-08,1.5253969402498392e-10,5.8895154029945656e-05,1.0221914719492011e-08,9.72820264494322e-09,1.4319024621746468e-08,6.048654664749328e-09,2.883102571788953e-11,1.8421619117366713e-10,4.4408168175399914e-08,1.925598693888696e-09,2.3189763989972286e-07,6.966500479826297e-09,3.874609803183852e-08,3.926408718566407e-06,9.795292193703848e-16,3.076412433879256e-07,1.1785365820074704e-08,7.280739556957497e-10,4.2132320413935243e-16,3.638616780080847e-11,1.4609949563568883e-13,2.7221378235959414e-10,2.6666069629585225e-17,1.7806294492952455e-13,2.0897214188179165e-16,2.827483916834178e-09,5.394608478974346e-18,1.0824168110906863e-16,2.281087855585497e-13,2.4788678564216217e-05,5.059152841087806e-15,6.954937808118832e-07,4.537656872465106e-11,2.2841618207745806e-12,1.479368088788765e-18,7.60652960758828e-07,1.1274441216371586e-17,9.217177875245818e-10,2.0278619209761543e-11,5.254649923270728e-06,3.699294731978504e-13,8.154628593223612e-18,7.210764526560104e-10,6.219010569921116e-07,1.2339657834018639e-07,3.5264482586428786e-12
