Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977)
0.009999999999999998,0.4720236796336459,2.1206792613731204e-10,8.399029661882437e-12,1.5771257624136219e-09,1.637071030486726e-06,0.0,0.0,2.521678075745783e-05,4.794309202376655e-06,8.303046527015385e-06,4.4194883623692126e-10,9.778283971895182e-16,5.268765029026052e-34,9.27277527385685e-25,1.5379121371556892e-16,1.4557619100610875e-09,6.35081883932911e-09,8.472843635433341e-18,1.2160470967851287e-21,6.201767892120892e-09,1.5183471621197582e-18,1.3864567166052012e-18,1.8574571383245563e-11,2.161595819434298e-13,1.5808483292157256e-09,7.964773556495792e-18,2.6828259814003924e-13,1.3709627552397246e-13,1.5599238901177931e-18,2.71059952959822e-16,4.401611262748216e-19,4.751136855260318e-14,3.926887973002349e-12,3.76,0.0,0.839637356774254,0.9999357281970185,2.3967383938738718e-05,1.1719181942640768e-07,0.005892293230089953,0.005900718893477607,1.9080036192155434e-14,3.0599859051520553e-19,1.350972470985909e-05,6.039343675477025e-13,5.362538591132886e-10,1.2920237114311838e-08,6.320746835980763e-10,2.3241100681661433e-05,1.112269609180776e-05,5.683267085586976e-09,5.668279397669335e-13,9.153047743046638e-06,1.4365739697509774e-10,7.546971794651249e-12,2.220844182847254e-10,1.775985774759782e-11,8.137354870405637e-15,1.9007594663618224e-13,4.918844695400641e-11,5.510719237911348e-13,1.3645721107112492e-08,6.380668280327887e-10,9.470021157724398e-11,8.848639199768354e-09,3.9316190320011074e-19,2.9066866249977176e-09,2.1515682204983437e-10,4.4396002460489107e-13,1.4620770810627792e-19,4.385717597090674e-19,3.226687228264434e-20,6.618613785026127e-13,8.37663949206792e-21,5.818510993093875e-17,2.1325003220340238e-19,1.977974113983548e-11,3.90044818899893e-21,8.827136732486808e-20,2.481569667996552e-15,5.38117248663408e-08
0.010108972524157364,0.4720236796336459,2.1446341796060764e-10,8.53765642029543e-12,1.5959348188812815e-09,1.6703271996600265e-06,0.0,0.0,2.5475815805209962e-05,4.900623202989723e-06,8.451610180812525e-06,4.5814289359483785e-10,1.0161834123032252e-15,4.759883930990443e-34,9.622915535624674e-25,1.58030298115516e-16,1.4867946771589073e-09,6.557260913414066e-09,8.872310211745607e-18,1.2571760513600903e-21,6.3375369592208866e-09,1.5516047110341827e-18,1.4265766462587834e-18,1.9305778124370978e-11,2.2298586932343398e-13,1.6384909778009495e-09,8.167217053901425e-18,2.7708536864888135e-13,1.4373623363934066e-13,1.627907639539462e-18,2.798767503904323e-16,4.595096411741216e-19,4.8600769321793185e-14,4.0453359221930255e-12,3.76,0.0,0.8395726926382334,0.9999350589485746,2.4378060201206602e-05,1.2043929982426543e-07,0.0059562709073053555,0.005964848727353836,1.9287204622929846e-14,3.0932110263537816e-19,1.3509715667915855e-05,6.17497394199133e-13,5.483533972581256e-10,1.3058040899154138e-08,6.388471480645135e-10,2.3637696077497174e-05,1.131095715810858e-05,5.6843037230680935e-09,5.79213407723372e-13,9.198933004057757e-06,1.466782624161065e-10,7.76809987471705e-12,2.2680281912765073e-10,1.812757568862133e-11,8.370996238843251e-15,1.9547061640395072e-13,5.0040729130094485e-11,5.66903558852715e-13,1.3758748121420749e-08,6.448644887483229e-10,9.738260145775949e-11,9.124395380673883e-09,4.0312927328897155e-19,2.9726963230222185e-09,2.200403758720255e-10,4.567099700172887e-13,1.5040655970925778e-19,4.560695133257994e-19,3.321165131351301e-20,6.774757470694409e-13,8.617200937177594e-21,5.984488002270115e-17,2.191261011194151e-19,2.019133153505771e-11,4.007924007839389e-21,9.077360728046648e-20,2.5235719765747468e-15,5.580391918475048e-08
0.01040848664123687,0.47203856093247165,2.2108809791444e-10,8.926072365238007e-12,1.648658817866825e-09,1.7636496841080773e-06,0.0,0.0,2.6186336922280683e-05,5.198584042765458e-06,8.863911707477263e-06,5.050444351517448e-10,1.128188110850385e-15,6.040610005992734e-34,1.0640501496375703e-24,1.7010711154630779e-16,1.574683714773523e-09,7.152981985385139e-09,1.0049450434683316e-17,1.3756667766864525e-21,6.718259949618833e-09,1.6448684539629947e-18,1.541563879103127e-18,2.1435530025195224e-11,2.426115057944099e-13,1.8051306660375888e-09,8.739626973084807e-18,3.0228204243077876e-13,1.6348834541969148e-13,1.8284478996947485e-18,3.052827177981691e-16,5.16215440173717e-19,5.169052285582854e-14,4.384906030539952e-12,3.76,0.0,0.839394954468015,0.9999332019770786,2.553208030820006e-05,1.2972396549749907e-07,0.006132089361548257,0.006141089766454282,1.9856528719273765e-14,3.1845177190411254e-19,1.3509690579130056e-05,6.558355371221337e-13,5.82559815846599e-10,1.3442814638113684e-08,6.577582080652249e-10,2.4749623053430453e-05,1.1838568490634986e-05,5.6872625250740315e-09,6.140692952970481e-13,9.321883234119368e-06,1.5513478288862756e-10,8.40031792891009e-12,2.40013474020374e-10,1.91704132483287e-11,9.041582432145581e-15,2.109324448333864e-13,5.2432523219280336e-11,6.123438093722649e-13,1.4064926786586582e-08,6.638442907221743e-10,1.0502259503390827e-10,9.909213795659954e-09,4.3137466024656335e-19,3.1586148240418407e-09,2.337946247623272e-10,4.933042156994256e-13,1.6245788580798803e-19,5.074018899585099e-19,3.592612003575323e-20,7.215724929715766e-13,9.307647671928676e-21,6.460302874977804e-17,2.3586611648727414e-19,2.1358665327213835e-11,4.314106031249414e-21,9.790066200413406e-20,2.6412856101259164e-15,6.15622109120057e-08
0.010708000758316377,0.4720534413819301,2.2777218279743627e-10,9.325478555457524e-12,1.702883513385455e-09,1.859802359649485e-06,0.0,0.0,2.6894805679758718e-05,5.5049460924060154e-06,9.281890089429267e-06,5.556138663312395e-10,1.250422595666207e-15,6.160080782369022e-34,1.1743125396771814e-24,1.8282488447873535e-16,1.666453276983842e-09,7.792105601240468e-09,1.1350173334475633e-17,1.502447554173585e-21,7.110064593830978e-09,1.7408514523336744e-18,1.6637270179508611e-18,2.3750575219672318e-11,2.635500376163196e-13,1.9843080382370036e-09,9.335796200497963e-18,3.28985826231478e-13,1.8562600927436703e-13,2.050489595195749e-18,3.3247887504903736e-16,5.783884534211604e-19,5.492335332376569e-14,4.7457704421284065e-12,3.76,0.0,0.839217205277102,0.9999313188309852,2.672398436935757e-05,1.3955326653585953e-07,0.006307869607381929,0.006317298893031084,2.042572909158941e-14,3.2758045849183286e-19,1.3509665136709935e-05,6.957550166961488e-13,6.181847437187987e-10,1.383638776717699e-08,6.771035085999838e-10,2.5894205490141558e-05,1.2381353555367285e-05,5.690384519038508e-09,6.501315837552966e-13,9.440377834573337e-06,1.6381610550621045e-10,9.069596659839238e-12,2.535782885860824e-10,2.0261574754387052e-11,9.755524898446102e-15,2.2736048259227695e-13,5.489802696790629e-11,6.60723582464931e-13,1.4364706877963937e-08,6.832573425617522e-10,1.1306452409279543e-10,1.0733972996986454e-08,4.608957409020196e-19,3.351186481936042e-09,2.480404047409211e-10,5.32264366110215e-13,1.7528835183994876e-19,5.638042307540414e-19,3.8820518658165985e-20,7.67435604253934e-13,1.0042732651506645e-20,6.966004143304977e-17,2.5349391124262847e-19,2.2580203495297493e-11,4.636525870731922e-21,1.0540291051635656e-19,2.7623846066994443e-15,6.775201842337398e-08
0.011007514875395884,0.4720683210123094,2.345155183018094e-10,9.736057685718967e-12,1.7586027390862855e-09,1.95880935499224e-06,0.0,0.0,2.7601304831767493e-05,5.819664117414771e-06,9.705370130106373e-06,6.100620350959339e-10,1.3836504101315672e-15,5.390305015205417e-34,1.293614618809043e-24,1.9620538528433427e-16,1.7621987785467747e-09,8.477107959969731e-09,1.2784405763068365e-17,1.637910670506327e-21,7.512948929718273e-09,1.839553500577991e-18,1.7934047939232306e-18,2.6263184382804277e-11,2.8586194725812545e-13,2.1766784589855037e-09,9.95612325606448e-18,3.57245128028724e-13,2.1039849304078265e-13,2.2959602256867154e-18,3.615569509566631e-16,6.464212239803721e-19,5.83030850320257e-14,5.128896297002894e-12,3.76,0.0,0.839039443984152,0.9999294089040974,2.7954827394623186e-05,1.4995099539837225e-07,0.006483611600790921,0.006493475915051057,2.099480559734886e-14,3.3670716018785514e-19,1.3509639332465406e-05,7.372903046541007e-13,6.552594116676799e-10,1.4238732355035625e-08,6.968819351221807e-10,2.7072176791924054e-05,1.2939639721387518e-05,5.693672882418719e-09,6.874163078352958e-13,9.554647874503232e-06,1.727217364308164e-10,9.777526876342053e-12,2.674964252864379e-10,2.1402577367653894e-11,1.051502670761514e-14,2.448015286450553e-13,5.7439093138632915e-11,7.121923414749498e-13,1.4658317542951565e-08,7.031022199370422e-10,1.2152106166762732e-10,1.1599299989235308e-08,4.917310441474011e-19,3.5505007498089998e-09,2.6278428632526924e-10,5.73710609118942e-13,1.889375376876807e-19,6.257062966505886e-19,4.1904434730738424e-20,8.151115207462848e-13,1.082472345242337e-20,7.503042510140238e-17,2.7203958555435795e-19,2.3857650064826506e-11,4.975734068316301e-21,1.1329218845146923e-19,2.886942004653803e-15,7.439549785523105e-08
0.01130702899247539,0.4720831998545027,2.4131797091200654e-10,1.0157992632205783e-11,1.815810586400859e-09,2.060694719167505e-06,0.0,0.0,2.8305916461120925e-05,6.142694210739428e-06,1.0134186859901377e-05,6.686084498249535e-10,1.5286791427251715e-15,8.16128786970423e-34,1.4225164887092565e-24,2.1027078777144765e-16,1.862014937841985e-09,9.210561097808082e-09,1.4362661223633778e-17,1.7824578796129715e-21,7.926910991626213e-09,1.9409743936573253e-18,1.93094737991924e-18,2.8986187626734466e-11,3.096090510557436e-13,2.382919107093337e-09,1.060100765829414e-17,3.871090381337131e-13,2.380765667563495e-13,2.5669224747050845e-18,3.926115384134725e-16,7.207258319963827e-19,6.183352777237085e-14,5.5352755072077134e-12,3.76,0.0,0.8388616695115816,0.9999274715908516,2.9225659675021828e-05,1.609415183003729e-07,0.006659315296546041,0.006669620650211151,2.1563758090093933e-14,3.458318747206145e-19,1.3509613158214949e-05,7.804757933995086e-13,6.93814989733332e-10,1.4649821975418368e-08,7.170924507975538e-10,2.8284268085047128e-05,1.351375233792625e-05,5.697130789836043e-09,7.259395596593825e-13,9.664915453404532e-06,1.8185123158217627e-10,1.052575261948633e-11,2.8176712598024745e-10,2.259497490073455e-11,1.1322368953028885e-14,2.6330394740851777e-13,6.005758343657807e-11,7.669048471772324e-13,1.4946001486716944e-08,7.233775729103669e-10,1.304050818441764e-10,1.2505813753050674e-08,5.23920380723228e-19,3.756647363902802e-09,2.780328599952706e-10,6.177673845688402e-13,2.034464234674177e-19,6.9356783085941e-19,4.5187843900029385e-20,8.646481051724243e-13,1.1655967871470268e-20,8.072917720745718e-17,2.915337978013268e-19,2.5192750082906096e-11,5.332291375794154e-21,1.2158051932890373e-19,3.015030391705994e-15,8.1515562856206e-08
0.011606543109554897,0.47209807793998354,2.481794254965482e-10,1.0591466482642911e-11,1.8745014290574323e-09,2.16548242992482e-06,0.0,0.0,2.9008721672422607e-05,6.473993938191439e-06,1.0568185151216307e-05,7.314815505505764e-10,1.6863621249351498e-15,9.227783526107603e-34,1.561603054981901e-24,2.2504367623690755e-16,1.9659958363138525e-09,9.995134388543578e-09,1.6096064319423217e-17,1.9365004205565597e-21,8.351948810327604e-09,2.04511392708726e-18,2.076716631653173e-18,3.193298676633193e-11,3.3485449766164316e-13,2.6037293647099525e-09,1.1270850040468209e-17,4.1862736513190554e-13,2.6895391028443855e-13,2.8655810431713976e-18,4.257401449695783e-16,8.017345127004417e-19,6.551847887905116e-14,5.965924621067567e-12,3.76,0.0,0.8386838807853754,0.99992550628637,3.05375269772994e-05,1.7254977106592601e-07,0.0068349806482075216,0.006845732925554758,2.213258641944643e-14,3.5495459975787867e-19,1.3509586605786307e-05,8.253458119453857e-13,7.33882601326159e-10,1.506963181705589e-08,7.377341018582642e-10,2.9531208347961187e-05,1.4104014778016665e-05,5.700761414347454e-09,7.65717491892202e-13,9.771394083237087e-06,1.912041943080298e-10,1.1315972126710564e-11,2.963897081007801e-10,2.3840357815963796e-11,1.2179912469282026e-14,2.8291769850824237e-13,6.275536924891524e-11,8.250212744218038e-13,1.522801263439671e-08,7.440821313493882e-10,1.3972965900500396e-10,1.345412798163628e-08,5.575048660239838e-19,3.969716361357277e-09,2.9379273749932825e-10,6.645634774980602e-13,2.1885742022838065e-19,7.678802048025793e-19,4.868112149647619e-20,9.160946389493111e-13,1.2538895684519375e-20,8.677179614362738e-17,3.1200777127368954e-19,2.6587289606247377e-11,5.706768877426007e-21,1.3028011384607728e-19,3.146721914671076e-15,8.913590098525448e-08
0.011906057226634403,0.47211295530078334,2.5509978492469927e-10,1.1036662606267726e-11,1.934669943494716e-09,2.2731964015418864e-06,0.0,0.0,2.970980032930494e-05,6.813522459164406e-06,1.1007219350026061e-05,7.989189871541381e-10,1.857600161692544e-15,1.0602516474790874e-33,1.711484980462768e-24,2.4054704230037626e-16,2.0742349762726146e-09,1.0833596051201787e-08,1.7996375896096317e-17,2.100459036650709e-21,8.788060412965145e-09,2.151971896961891e-18,2.2310862781985273e-18,3.51175675872648e-11,3.6166276844795147e-13,2.8398312067951792e-09,1.1966052171591027e-17,4.5185067217525714e-13,3.033485819467266e-13,3.194289737049427e-18,4.610432466281483e-16,8.899002901015202e-19,6.93617252286667e-14,6.42188470080551e-12,3.76,0.0,0.8385060767348819,0.9999235123864877,3.189147075437798e-05,1.8480125533647895e-07,0.007010607608127636,0.007021812577104375,2.2701290431116614e-14,3.6407533290689236e-19,1.350955966701685e-05,8.719346409494537e-13,7.754933366684116e-10,1.5498138780882545e-08,7.58806022329871e-10,3.081372455014559e-05,1.4710748486434426e-05,5.704567928657621e-09,8.067663202233149e-13,9.874289054556407e-06,2.0078027266011593e-10,1.2149938796784985e-11,3.1136356043349913e-10,2.5140353226850622e-11,1.3090099554818079e-14,3.0369436634018906e-13,6.553433241370116e-11,8.867073293346267e-13,1.5504613883839984e-08,7.652147097134663e-10,1.4950806710352185e-10,1.4444853741051845e-08,5.9252694292610835e-19,4.18979809704485e-09,3.100705530915333e-10,7.142321118116055e-13,2.352144007992718e-19,8.491681320702951e-19,5.239505430745509e-20,9.69501820020992e-13,1.3476020413685113e-20,9.31742912860222e-17,3.334932899387085e-19,2.8043095693347585e-11,6.099747912307802e-21,1.3940336919922457e-19,3.2820882901578873e-15,9.728099000410112e-08
0.01220557134371391,0.47212783196947145,2.62078967065624e-10,1.149376466922569e-11,1.9963111252371953e-09,2.383860491872095e-06,0.0,0.0,3.040923083251159e-05,7.161240624699931e-06,1.145115292325407e-05,8.711679046062076e-10,2.043343298283063e-15,1.229667156557902e-33,1.8727991511297734e-24,2.5680429398084956e-16,2.186825337938906e-09,1.1728814666181878e-08,2.007601885001421e-17,2.2747640082119066e-21,9.235243822993743e-09,2.261548099978281e-18,2.3944421944837084e-18,3.855451212394478e-11,3.900996783700506e-13,3.0919695933442003e-09,1.2687017097573509e-17,4.868303136619065e-13,3.4160454944412133e-13,3.5555587893854764e-18,4.986243431952443e-16,9.856976214149533e-19,7.336704526369088e-14,6.9042212133805145e-12,3.76,0.0,0.838328256292598,0.9999214892877568,3.3288528368687856e-05,1.9772203512934389e-07,0.007186196127452842,0.007197859449509918,2.3269869966910166e-14,3.7319407171455907e-19,1.3509532333753642e-05,9.202765284850244e-13,8.186782666666684e-10,1.593532154722352e-08,7.803074373166786e-10,3.213254179777319e-05,1.533427303103229e-05,5.708553506358702e-09,8.491023265360648e-13,9.973797787416381e-06,2.105791572280904e-10,1.3029462161489536e-11,3.2668813945900493e-10,2.6496624900096317e-11,1.405545573659207e-14,3.256871905735654e-13,6.839636601441786e-11,9.521343690658033e-13,1.5776074960691728e-08,7.867742103503161e-10,1.5975377896935064e-10,1.5478602040854938e-08,6.290304047768907e-19,4.416983260002992e-09,3.268729647388578e-10,7.669110459482663e-13,2.525627312936051e-19,9.379914527776326e-19,5.634085262051403e-20,1.0249217627619376e-12,1.4469941132333983e-20,9.995319403326981e-17,3.5602271054970683e-19,2.956203639769503e-11,6.511820296114852e-21,1.4896286843334405e-19,3.4212008160221625e-15,1.0597611406965037e-07
0.012505085460793416,0.47214270797913543,2.6911690589555786e-10,1.1962956731280826e-11,2.059420301998715e-09,2.4974985090178853e-06,0.0,0.0,3.110708993559867e-05,7.5171110548910525e-06,1.1899858121319736e-05,9.4848523512106e-10,2.244592619951398e-15,1.3267509737542266e-33,2.046209889354114e-24,2.738392472792701e-16,2.3038594337167658e-09,1.268376070138235e-08,2.2348104674274674e-17,2.4598551796339263e-21,9.693497060122677e-09,2.3738423334609362e-18,2.5671825648016926e-18,4.225901096146961e-11,4.2023237973980486e-13,3.3609128612864657e-09,1.343414908694401e-17,5.236184723054623e-13,3.840932845854959e-13,3.952062489700737e-18,5.385900179481916e-16,1.0896230605744881e-18,7.753821088837798e-14,7.414023934148743e-12,3.76,0.0,0.8381504183939472,0.9999194363874258,3.472973332579593e-05,2.1133873373516355e-07,0.007361746156125396,0.007373873395712048,2.38383248647334e-14,3.8231081366750436e-19,1.3509504597853153e-05,9.704057039429883e-13,8.634684555896051e-10,1.638116064234743e-08,8.022376662382622e-10,3.3488383484953396e-05,1.597490615686824e-05,5.712721323072502e-09,8.92741860803101e-13,1.0070110167666255e-05,2.2060057821764262e-10,1.3956408856456184e-11,3.4236296496778785e-10,2.7910873265853348e-11,1.507859152275195e-14,3.489510959234057e-13,7.13433751978367e-11,1.0214795211830386e-12,1.6042670386013512e-08,8.087596267706178e-10,1.704804656439099e-10,1.6555986303746e-08,6.670604183670191e-19,4.651362888755632e-09,3.4420665524556235e-10,8.227426682904946e-13,2.7094930252764384e-19,1.0349469893678944e-18,6.053016243016772e-20,1.0824079998700875e-12,1.5523344264935684e-20,1.0712556770684117e-16,3.796289513842059e-19,3.11460207703881e-11,6.943588114735803e-21,1.589713798205594e-19,3.564130383442904e-15,1.1524737983171655e-07
0.012804599577872923,0.4721575833633646,2.762135467559418e-10,1.2444423221873531e-11,2.1239931432168766e-09,2.6141342171633296e-06,0.0,0.0,3.180345259501402e-05,7.881098197565635e-06,1.2353215655244073e-05,1.031137997436254e-09,2.4624020919386726e-15,1.4727007076030993e-33,2.2324090973259498e-24,2.916761442581118e-16,2.4254293622664066e-09,1.3701508048756063e-08,2.482646066317796e-17,2.6561820089500015e-21,1.0162818140257421e-08,2.4888543953861214e-18,2.7497182188632587e-18,4.624687556763991e-11,4.5212936420986346e-13,3.6474531211076297e-09,1.4207853856464614e-17,5.622681966582215e-13,4.3121542311222636e-13,4.3866470137195565e-18,5.810499963483042e-16,1.2021959279641502e-18,8.187898943465603e-14,7.9524068631584e-12,3.76,0.0,0.8379725619770514,0.9999173530833987,3.6216115515908186e-05,2.2567853094509078e-07,0.007537257642884484,0.0075498542766199075,2.4406654958596903e-14,3.914255561922542e-19,1.3509476451180708e-05,1.0223563937392225e-12,9.098949747136045e-10,1.6835638465028886e-08,8.245961241559412e-10,3.488197144883485e-05,1.6632963842284528e-05,5.7170745576603226e-09,9.377013446253947e-13,1.0163408869249277e-05,2.3084430377152685e-10,1.4932703603585567e-11,3.5838761694843806e-10,2.938483542829792e-11,1.6162204225538922e-14,3.735427237268699e-13,7.43772780119566e-11,1.094925807153504e-12,1.6304677564148248e-08,8.311700449325371e-10,1.817019957483566e-10,1.7677624724985334e-08,7.066635471775894e-19,4.893028386619442e-09,3.6207833337645914e-10,8.818740957683759e-13,2.904225624943103e-19,1.1406704776274246e-18,6.497507799198383e-20,1.1420154863376772e-12,1.663900544763933e-20,1.1470901948230244e-16,4.0434551644538745e-19,3.279699886351883e-11,7.395664167488216e-21,1.6944185626845013e-19,3.7109474894340354e-15,1.2512173244188487e-07
0.01310411369495243,0.4721724581562332,2.8336885077692403e-10,1.2938349099637531e-11,2.1900256672950566e-09,2.7337913424083844e-06,0.0,0.0,3.2498391851448844e-05,8.25316837013738e-06,1.2811114387703123e-05,1.1194036029236711e-09,2.697880429313175e-15,1.7092414186429485e-33,2.4321180497172275e-24,3.103396312723128e-16,2.5516268578767625e-09,1.4785235572932108e-08,2.752565793416045e-17,2.8642035957578452e-21,1.0643205075441372e-08,2.6065840844064415e-18,2.942472716306772e-18,5.053455067200359e-11,4.858604698158695e-13,3.952406650733989e-09,1.5008538350297295e-17,6.028334390668193e-13,4.834024913440195e-13,4.86233864209953e-18,6.261172115250318e-16,1.3239590067123942e-18,8.639314537932169e-14,8.52050815340276e-12,3.76,0.0,0.8377946859824981,0.9999152387741791,3.774870146116652e-05,2.4076916059244023e-07,0.007712730535266885,0.007725801960802647,2.4974860078617738e-14,4.0053829665517336e-19,1.3509447885609731e-05,1.0761628331592293e-12,9.579889134394695e-10,1.729873933673324e-08,8.473823242027135e-10,3.63140261279288e-05,1.7308760356630303e-05,5.721616393231985e-09,9.83997272043808e-13,1.0253869663083082e-05,2.4131013656676885e-10,1.5960330186731337e-11,3.74761730806125e-10,3.0920285191231535e-11,1.7309079729341248e-14,3.995204614423167e-13,7.750000626276967e-11,1.172662263139674e-12,1.6562374997707893e-08,8.5400464571525e-10,1.9343243488061609e-10,1.8844142514095062e-08,7.478877744723731e-19,5.142071535433614e-09,3.804947348626395e-10,9.444572703906524e-13,3.1103254814819097e-19,1.2558385733055563e-18,6.968815446866708e-20,1.2038006053189698e-12,1.7819791349035557e-20,1.227217095644849e-16,4.3020646628074273e-19,3.451696175040533e-11,7.868671432541432e-21,1.8038743475596156e-19,3.861722249722725e-15,1.3562697147936427e-07
0.013403627812031936,0.47218733239228694,2.905827853665118e-10,1.3444919727050186e-11,2.257514245400433e-09,2.856493577397379e-06,0.0,0.0,3.31919787393095e-05,8.633289786442848e-06,1.327345103744692e-05,1.2135701690488036e-09,2.95219301541512e-15,1.778051358775933e-33,2.6460866995059692e-24,3.2985479930452504e-16,2.68254334170571e-09,1.593822867113387e-08,3.046104004881017e-17,3.0843887552847447e-21,1.1134655873797115e-08,2.727031199875291e-18,3.1458828317582375e-18,5.513912668702553e-11,5.214968823939835e-13,4.276614298792711e-09,1.5836611207420997e-17,6.453690941815005e-13,5.411187006918409e-13,5.3823520980451194e-18,6.739078645221596e-16,1.4554792341682613e-18,9.10844422872036e-14,9.119490050994652e-12,3.76,0.0,0.8376167893531046,0.9999130928587987,3.932851456667106e-05,2.566389084005682e-07,0.007888164779607125,0.007901716324194159,2.554294005101987e-14,4.096490323627204e-19,1.3509418893020791e-05,1.1318592829496108e-12,1.00778139331011e-09,1.7770449481474472e-08,8.705958766704833e-10,3.778526672164091e-05,1.800260831863517e-05,5.726350018373983e-09,1.031646214367723e-12,1.0341661713106584e-05,2.5199791328893666e-10,1.7041332450410455e-11,3.9148499549965064e-10,3.2519033079516335e-11,1.8522094400925256e-14,4.2694447617251176e-13,8.07135063861688e-11,1.254884068854885e-12,1.681604063346861e-08,8.772627038839071e-10,2.0568604504628401e-10,2.005617401333431e-08,7.907825269322643e-19,5.398584510368533e-09,3.9946262348758813e-10,1.0106490620693311e-12,3.3283091927278777e-19,1.3811709394334854e-18,7.468242109574638e-20,1.2678211761355288e-12,1.906866161074784e-20,1.3118236499274247e-16,4.572464721115783e-19,3.630794154171406e-11,8.363244058245446e-21,1.9182143580036277e-19,4.016524411772976e-15,1.467917668004004e-07
0.013703141929111443,0.4722022061065275,2.978553369291327e-10,1.3964321193133465e-11,2.3264556044071832e-09,2.9822645867890153e-06,0.0,0.0,3.3884282221510955e-05,9.021432570281629e-06,1.37401298965189e-05,1.3139368394190532e-09,3.226563840147993e-15,2.20205200158738e-33,2.875096894096179e-24,3.502471267714834e-16,2.818269964167835e-09,1.7163880847165176e-08,3.364875262060253e-17,3.317216030002551e-21,1.1637168539467768e-08,2.8501955418715323e-18,3.360398420342114e-18,6.007835219873475e-11,5.591111481519318e-13,4.620941878249995e-09,1.6692482116383696e-17,6.89931037921331e-13,6.048628122796646e-13,5.950099475430134e-18,7.245414982007062e-16,1.5973484393448983e-18,9.595664422091758e-14,9.750538846111267e-12,3.76,0.0,0.8374388710336818,0.9999109147367283,4.0956575373713686e-05,2.7331661011536223e-07,0.008063560321037269,0.008077597249810485,2.6110894698133576e-14,4.1875776056113186e-19,1.3509389465300375e-05,1.1894800370836617e-12,1.0593035762477963e-09,1.8250757086598304e-08,8.942364919173701e-10,3.929641135151752e-05,1.871481875569223e-05,5.731278627924607e-09,1.0806648184749846e-12,1.0426947860005347e-05,2.629074998121203e-10,1.8177815274904424e-11,4.085571474636894e-10,3.4182926388211075e-11,1.9804216828347647e-14,4.558767424760555e-13,8.401974033588485e-11,1.3417926673057293e-12,1.7065950343671223e-08,9.009435911072008e-10,2.1847728411507691e-10,2.131436468881964e-08,8.353986977392203e-19,5.662659891724257e-09,4.1898879194878774e-10,1.080611364352522e-12,3.5587098999705587e-19,1.5174324115926367e-18,7.997139420590086e-20,1.3341364639743519e-12,2.0388670652503283e-20,1.40110286480062e-16,4.855007390017386e-19,3.817201143227507e-11,8.880025955870804e-21,2.0375736294905436e-19,4.175423368012088e-15,1.58645674316966e-07
0.014002656046190949,0.4722170793344025,3.051864881596889e-10,1.4496739915484747e-11,2.396846825604382e-09,3.1111280103451248e-06,0.0,0.0,3.457536914656715e-05,9.417568757286427e-06,1.4211062559760601e-05,1.420814111744957e-09,3.5222775076285904e-15,1.9308777940903852e-33,3.1199594482815426e-24,3.715425791491592e-16,2.9588976556626637e-09,1.8465695296099028e-08,3.710577331264105e-17,3.563173813711243e-21,1.2150741072557457e-08,2.9760769112240843e-18,3.5864832879745185e-18,6.537064649972135e-11,5.987771698876835e-13,4.986280581700917e-09,1.757656296962663e-17,7.365761671570286e-13,6.751700719796078e-13,6.569198994976818e-18,7.781410538714034e-16,1.7501840438806392e-18,1.0101351782235765e-13,1.0414864835288483e-11,3.76,0.0,0.8372609299707987,0.9999087038077856,4.263390181339231e-05,2.908316499211176e-07,0.008238917103486128,0.00825344462747934,2.6678723838392783e-14,4.278644784369851e-19,1.3509359594339666e-05,1.2490594432858588e-12,1.1125866809134422e-09,1.8739652206764626e-08,9.183039758413968e-10,4.084817722096798e-05,1.9445701162444313e-05,5.736405424374798e-09,1.1310698154120732e-12,1.0509884893165113e-05,2.7403879353531773e-10,1.9371945604559774e-11,4.2597797172079687e-10,3.5913849212141675e-11,2.115850989842927e-14,4.863810802975276e-13,8.7420686481639e-11,1.4335959034892138e-12,1.731237654199806e-08,9.250467711408756e-10,2.3182080531536907e-10,2.2619372992325503e-08,8.817886709088161e-19,5.93439068045604e-09,4.3908006299720546e-10,1.1545112049651589e-12,3.8020776521298696e-19,1.66543525286776e-18,8.556909122044833e-20,1.4028071919576593e-12,2.178296975934916e-20,1.495253668253422e-16,5.150051398258589e-19,4.011128572698077e-11,9.419673253081379e-21,2.1620890230542297e-19,4.338488168901714e-15,1.7121915171181765e-07
