Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459)
0.002036134538533996,0.9500845715907645,0.00012978846615794047,1.532762610506819e-05,2.806054652930105e-05,0.13681486411123156,0.0,0.0,0.00016780021710991066,5.379120446706765e-06,1.1252192318999314,0.05417092425136115,7.071220715417293e-06,2.0904974821813904e-12,1.5513860633519478e-09,4.2913910635289037e-07,0.0019921918429264304,0.002622011547319227,2.903776400249181e-05,2.579750389952065e-07,0.02029859345438453,1.502410736481763e-07,2.8153365093948968e-08,0.0002737765377973175,7.118303767307036e-08,0.02536329247910948,2.6055524973892612e-06,0.019852497224558698,0.004178285686381424,1.9278880603672846e-06,2.6352847345223523e-07,2.984395028964232e-09,3.142207506821635e-07,9.931154332438788e-05,3.76,0.0,3.2467415868523126e-06,0.19798964255297916,0.3258954102527296,0.10772539897246473,1.6114366353874696,0.19020432657331343,4.69303064900586e-09,3.3664150981528323e-12,9.592157682140589e-05,2.051541209520302e-06,2.177842705793143e-11,1.700300043215854e-11,6.394515821699401e-10,0.0016823939323743077,1.784455453400979e-11,1.6495811836945668e-05,1.265046136330932e-05,5.1132805406101036e-05,0.002765564153895968,3.665833967819078e-06,4.086746745726553e-06,5.632265656435062e-13,1.1068473219700988e-13,2.8575997411747187e-09,5.3852715209206505e-09,1.0970528652484256e-05,3.8286133598799723e-07,0.006364366357379082,8.864104678145281e-13,8.929014794434531e-08,0.0001941649200867217,1.0396248380645601e-09,1.2274100657849949e-06,0.03870058624517172,0.025768747758212494,4.622711845600361e-06,1.4038942317375027e-11,1.5128895701032848e-09,8.582579615550373e-08,0.012450896850050824,1.7795267363876272e-08,1.0450338923152882e-05,8.696846987308831e-07,9.044036398928493e-06,0.002032031981367835,0.01382596485955449,4.509849736199097e-09,4.805687186803751e-14,8.274983286881379e-08,4.956437029511696e-07,2.1021829452063068e-09,0.00027929879369933914,4.243064604057478e-09,5.1354773012115344e-11,5.332421226912839e-07,1.0454233671214478e-07,7.56716151665507e-15,4.940747156024841e-06,3.2857754370155964e-10,7.958082526328972e-06,1.2923222285224048e-13,9.596804561031551e-11,7.267146542263707e-13
0.0020409430256958737,0.9501860592756111,0.00012984661468094186,1.5291525201709566e-05,2.7995781595813856e-05,0.13700111908844873,0.0,0.0,0.0001670628245003607,5.3473341468024905e-06,1.126174858077988,0.05424895454698141,7.049336449696531e-06,2.0972579524587717e-12,1.5508066594424296e-09,4.290996986216717e-07,0.0019900567831279085,0.0026119219328825157,2.899586583075056e-05,2.5786153004109555e-07,0.020331280660646146,1.505531640753171e-07,2.81148337109656e-08,0.0002732388014268754,7.079546547244137e-08,0.025241072457008185,2.6078594289223577e-06,0.01986581654998481,0.004172863751876085,1.9248579945985447e-06,2.626203440177241e-07,2.9827014104739794e-09,3.134510591031164e-07,9.926922762257323e-05,3.76,0.0,3.243893610434704e-06,0.19734505392395868,0.32620116478583133,0.10778536689424108,1.6118791040584042,0.18971593959917996,4.681011047330934e-09,3.3578033045761437e-12,9.560928789405916e-05,2.0375437550232277e-06,2.16638764483077e-11,1.6917227012538898e-11,6.362686291363949e-10,0.001674845479239604,1.7738893482307252e-11,1.6484757682301625e-05,1.2635115657675821e-05,5.092203002168965e-05,0.0027619968978691953,3.657681860751849e-06,4.077664028637033e-06,5.612811741240786e-13,1.1030242864975903e-13,2.8474632450600697e-09,5.3595468747852064e-09,1.0920215379153801e-05,3.810819120241904e-07,0.006359086870618718,8.824280570075189e-13,8.889457040627392e-08,0.0001942170490572487,1.0313775569151539e-09,1.22747365190747e-06,0.03871594114505071,0.02575529881204305,4.6257475160729274e-06,1.3955867108893885e-11,1.5087592421750396e-09,8.556074572233728e-08,0.01247344965215167,1.782750425756655e-08,1.0451041781964514e-05,8.697609675865563e-07,9.014789741313868e-06,0.002031362529561151,0.013840806019469205,4.480152100161762e-09,4.7740414410260526e-14,8.263913452765446e-08,4.95647162225647e-07,2.1051824425177187e-09,0.00027921690791870494,4.234850341784426e-09,5.144660289176902e-11,5.326226061294642e-07,1.0446307402395441e-07,7.517331290444586e-15,4.912195937773158e-06,3.2758611153943466e-10,7.953191126022745e-06,1.2805344076776457e-13,9.612231017524521e-11,7.230137239710183e-13
0.0020505600000196296,0.9503878311330316,0.00012996127702817755,1.521947881171267e-05,2.7866691164456357e-05,0.1373727302132084,0.0,0.0,0.00016559934896126245,5.284438140877576e-06,1.1280733954802693,0.05440436800804667,7.005713144276507e-06,2.1107688066666706e-12,1.5496246810057466e-09,4.2901922067676703e-07,0.001985782607188914,0.002591873467672776,2.891216784095784e-05,2.576294015587637e-07,0.020396617393080203,1.5117456181309604e-07,2.803783421330163e-08,0.0002721630030243163,7.00270294998408e-08,0.024998441729433163,2.612406792800948e-06,0.019892043221585706,0.004161989168960458,1.9187897883059546e-06,2.6081294047499717e-07,2.979267225267717e-09,3.119117473776327e-07,9.918191504711864e-05,3.76,0.0,3.238212306058795e-06,0.19606372070612957,0.3268090809825869,0.10790366282954351,1.6127583114077295,0.18874573905507375,4.657133485171425e-09,3.3406954330032696e-12,9.498851030366725e-05,2.009885545780686e-06,2.1436854965641625e-11,1.6747238246950813e-11,6.299601866835974e-10,0.00165986755691485,1.7529867836913314e-11,1.6462725579544187e-05,1.2604557773458458e-05,5.050367343421799e-05,0.0027548816175304637,3.6414430182732833e-06,4.059571385985289e-06,5.574134979342857e-13,1.0954236239750629e-13,2.8273150602973797e-09,5.308477127849336e-09,1.0820445101444547e-05,3.775520668736786e-07,0.006348711912978681,8.745254628237698e-13,8.810899409795713e-08,0.00019432277938236453,1.0151036102060804e-09,1.2275895769157686e-06,0.03874623101176691,0.025728403064153263,4.631722477127018e-06,1.379146267970349e-11,1.5005135167862048e-09,8.503476659342147e-08,0.012518447821792197,1.7891824482864594e-08,1.0452252622751649e-05,8.69897216580118e-07,8.956488378332858e-06,0.0020300015034229605,0.013870308654919018,4.421337885066942e-09,4.711369123214616e-14,8.241713223751933e-08,4.956493447330137e-07,2.111136029354244e-09,0.00027905023265243923,4.218462644958741e-09,5.1629209861963986e-11,5.313815579124829e-07,1.0430379479064988e-07,7.418645805851305e-15,4.855645185696305e-06,3.256176944108848e-10,7.94334124616786e-06,1.2573068910511175e-13,9.642960287333008e-11,7.156895910054955e-13
0.0020586491445786733,0.9505563145517762,0.00013005602280797424,1.5159038299915533e-05,2.7758560469828708e-05,0.13768437909992792,0.0,0.0,0.00016437994286045725,5.232223956202911e-06,1.1296572867133694,0.054534426262001424,6.969170479847425e-06,2.122121714891688e-12,1.5486065617928861e-09,4.2894979608587986e-07,0.0019821834222276753,0.0025751443509148034,2.8841870191834257e-05,2.574289017249264e-07,0.02045153531586867,1.5169436390448373e-07,2.7973132691766697e-08,0.0002712578514015602,6.938753507695519e-08,0.024796216284318585,2.6161631372789873e-06,0.01991368074213322,0.004152811470263064,1.913677542341939e-06,2.5930180686398005e-07,2.976330774942362e-09,3.106171316664357e-07,9.910574115506026e-05,3.76,0.0,3.2334482420363925e-06,0.19499398942396598,0.32731673358166097,0.10800148794791486,1.6134919735941535,0.18793640104083686,4.637214761906783e-09,3.326423900709816e-12,9.447024916913001e-05,1.98696397606557e-06,2.12480225565731e-11,1.6605845598688157e-11,6.247126130722799e-10,0.0016473907562101807,1.7356389653325415e-11,1.6444270340242658e-05,1.2578990376454083e-05,5.0155043555298145e-05,0.0027489163448997686,3.6278507499384528e-06,4.044427402030851e-06,5.54183935552379e-13,1.0890769665742713e-13,2.810495578928856e-09,5.265910704993715e-09,1.0737398952990997e-05,3.746126328609804e-07,0.006340173010306906,8.679419871251548e-13,8.745393876150942e-08,0.00019441317910555035,1.001639240458316e-09,1.2276753317882411e-06,0.03877127995490537,0.025705784531963472,4.636648667916382e-06,1.3654955948054204e-11,1.4935933473553187e-09,8.459655337274457e-08,0.012556186428626359,1.7945767919299164e-08,1.045307155095241e-05,8.699951393853191e-07,8.90764869447595e-06,0.0020288342424195993,0.013894940112550587,4.372461766725073e-09,4.659286823259067e-14,8.222978194006746e-08,4.956462460424574e-07,2.116096705251185e-09,0.000278907078905522,4.204721674137529e-09,5.178171215678492e-11,5.303356731733132e-07,1.0416905868538078e-07,7.336635643200186e-15,4.808641447933793e-06,3.2397668855658156e-10,7.934988272739076e-06,1.238122874036276e-13,9.668680526437825e-11,7.096080771009354e-13
0.002066738289137717,0.9507236805835062,0.00013014920193081425,1.5098743552957058e-05,2.7650839858909494e-05,0.1379951856102312,0.0,0.0,0.00016317099810386114,5.18063075989665e-06,1.1312293746284654,0.054663880182025976,6.932765496512549e-06,2.133462674669407e-12,1.5475665886365263e-09,4.288787713832347e-07,0.0019785807015266768,0.0025585371830758236,2.877166891370854e-05,2.5722363436690457e-07,0.020506417703433515,1.5221153677278251e-07,2.79084906480276e-08,0.0002703525345681845,6.875424353982088e-08,0.024595679975338285,2.6198568846719796e-06,0.019934935045167735,0.0041436066895931085,1.908558173015596e-06,2.577990039509732e-07,2.9733512537562216e-09,3.093227293374233e-07,9.902710760262393e-05,3.76,0.0,3.228697101140695e-06,0.1939315420113987,0.32782104415178603,0.1080977967729626,1.6142203251289424,0.18713315120440616,4.617445744470707e-09,3.3122595353140387e-12,9.395551690859697e-05,1.9643503453734585e-06,2.1061104293355456e-11,1.646588722457686e-11,6.195179476906835e-10,0.0016350237966811499,1.7185017625075942e-11,1.642588307672035e-05,1.255354497465302e-05,4.980935970692551e-05,0.0027429687513709712,3.614318695601537e-06,4.0293504658613394e-06,5.509757954398973e-13,1.0827724070382081e-13,2.793791776548855e-09,5.223698622613181e-09,1.0655140704175411e-05,3.716999519151645e-07,0.006331803452533374,8.614160514559392e-13,8.680406477205291e-08,0.00019450486320268576,9.88375994755127e-10,1.227750202661381e-06,0.03879594194704677,0.025683172142336095,4.641483876473188e-06,1.3520050572428408e-11,1.4866875728239116e-09,8.416212965389931e-08,0.012593823934076478,1.799956684604058e-08,1.0453709859003585e-05,8.700779624500421e-07,8.858992546687023e-06,0.002027646854844717,0.013919404717793446,4.324123035311388e-09,4.6077771622512886e-14,8.204187641806865e-08,4.956385928005581e-07,2.121014165100066e-09,0.00027876126400816503,4.1910213290716475e-09,5.1933207017059494e-11,5.292880449033788e-07,1.0403364458582633e-07,7.255527173387367e-15,4.7621451714658285e-06,3.223488785146306e-10,7.92657460664138e-06,1.2192555681689597e-13,9.694285145827696e-11,7.035975594516507e-13
0.002074827433696761,0.9508899381061116,0.0001302408024713203,1.5038594181727147e-05,2.754352714699412e-05,0.13830515239020044,0.0,0.0,0.00016197241212885952,5.129650070064032e-06,1.1327897540075829,0.054792732817977224,6.896498512542801e-06,2.1447912112469842e-12,1.5465047754254538e-09,4.288061345863527e-07,0.0019749745893497647,0.002542051253721209,2.8701565717135343e-05,2.5701362664026344e-07,0.020561264546040816,1.5272607884306429e-07,2.784390805274199e-08,0.0002694471221229119,6.812709281851172e-08,0.02439682380791651,2.6234881075866043e-06,0.01995580884591879,0.004134375760997516,1.9034319254858758e-06,2.5630451879906533e-07,2.9703292665710025e-09,3.080286126255417e-07,9.894604900787443e-05,3.76,0.0,3.2239584453301886e-06,0.19287632121356643,0.328322036120643,0.10819260457978072,1.6149434127868276,0.18633593388409747,4.59782506240707e-09,3.2982013535803634e-12,9.344428578335086e-05,1.942039915240498e-06,2.0876076749317788e-11,1.632734568472795e-11,6.143755522037267e-10,0.001622765497150265,1.7015722244899673e-11,1.6407561864482238e-05,1.252821962265386e-05,4.9466588918068544e-05,0.0027370386103250897,3.600846150089892e-06,4.014339791944629e-06,5.477888907296225e-13,1.0765095782546135e-13,2.7772026300820156e-09,5.181838996770376e-09,1.0573660625123067e-05,3.688137260047363e-07,0.00632360114126577,8.549470829407097e-13,8.61593317587684e-08,0.00019459777977040056,9.753104633644436e-10,1.2278140566773757e-06,0.03882022151602823,0.025660567890135398,4.646228079067929e-06,1.3386724164814728e-11,1.4797963467261032e-09,8.373144701644168e-08,0.012631360460395197,1.805322143784644e-08,1.0454169141524048e-05,8.701458177517446e-07,8.81052109750331e-06,0.00202643970580426,0.013943703784380153,4.276316343966114e-09,4.5568344425708747e-14,8.185342378884717e-08,4.956263430078518e-07,2.1258882227911914e-09,0.00027861282656056594,4.1773626230833565e-09,5.208368740072645e-11,5.282387500204403e-07,1.0389756873309613e-07,7.175311424772634e-15,4.716149993754764e-06,3.20734053093126e-10,7.918101515816128e-06,1.2006992758781253e-13,9.71977465380806e-11,6.976569041287262e-13
0.0020829165782558045,0.9510550959033706,0.0001303308127902052,1.4978589823244717e-05,2.7436620184185528e-05,0.13861428200250636,0.0,0.0,0.00016078408348383982,5.079273531358315e-06,1.1343385188064425,0.054920987200802726,6.860369829739572e-06,2.1561063046354992e-12,1.5454211323079329e-09,4.2873187104966584e-07,0.001971365228790227,0.0025256858497361015,2.863156225092322e-05,2.5679890597911685e-07,0.020616075824410968,1.5323798876324963e-07,2.7779384855467778e-08,0.00026854168251954876,6.750602146628508e-08,0.024199638709352152,2.627056881991064e-06,0.019976304855158365,0.0041251196077214895,1.8982990429607886e-06,2.5481833756499496e-07,2.967265413914893e-09,3.0673485303028717e-07,9.886259975996363e-05,3.76,0.0,3.2192318444175656e-06,0.1918282703474565,0.3288197327101767,0.10828592654776485,1.6156612828303338,0.1855446940631482,4.578351361158359e-09,3.2842483836940662e-12,9.293652833172293e-05,1.9200280291517703e-06,2.0692916862083022e-11,1.6190203801493164e-11,6.092847976863064e-10,0.0016106146927608099,1.6848474480048317e-11,1.63893048062358e-05,1.2503012406528337e-05,4.912669871781051e-05,0.002731125699100262,3.587432424290651e-06,3.999394612642774e-06,5.446230384778325e-13,1.0702881208509249e-13,2.760727136632901e-09,5.14032992713871e-09,1.0492949144029416e-05,3.6595366140764007e-07,0.006315564000342849,8.485345156133135e-13,8.551969966626679e-08,0.0001946918773333091,9.62439303082379e-10,1.227866764227903e-06,0.038844123132368576,0.02563797372159836,4.650881257541178e-06,1.3254954709621515e-11,1.4729198208524395e-09,8.330445779748645e-08,0.01266879612912464,1.810673186845772e-08,1.0454450979784436e-05,8.701988361653544e-07,8.762235461468237e-06,0.002025213155226881,0.013967838614255339,4.229036380716523e-09,4.506453003772588e-14,8.166443221263774e-08,4.956094557546875e-07,2.1307186959612157e-09,0.00027846180476712726,4.163746538359122e-09,5.223314636453641e-11,5.271878640423098e-07,1.0376084709895456e-07,7.095979484252275e-15,4.670649650482838e-06,3.191320051795161e-10,7.909570247834064e-06,1.1824484132973403e-13,9.745149556800127e-11,6.917850000288702e-13
0.0020910057228148483,0.9512191626763608,0.00013041922153853779,1.4918730142682365e-05,2.7330116856329935e-05,0.13892257692833543,0.0,0.0,0.00015960591181916184,5.029492913218505e-06,1.1358757621634339,0.05504864634270166,6.824379734083945e-06,2.1674062346443704e-12,1.5443156638520916e-09,4.28655962911249e-07,0.0019677527617851095,0.0025094402555510147,2.8561660104353665e-05,2.565795001380128e-07,0.0206708515099252,1.5374726540275738e-07,2.7714920974155035e-08,0.00026763628307945286,6.689096865575893e-08,0.024004115532071865,2.630563287323212e-06,0.01999642577906261,0.004115839142250038,1.8931597667933542e-06,2.533404455165114e-07,2.9641602920247525e-09,3.054415213403618e-07,9.877679401828574e-05,3.76,0.0,3.2145168760522388e-06,0.19078733329431238,0.3293141569391758,0.10837777776090422,1.6163739810168256,0.18475937736025183,4.559023301831738e-09,3.270399665097385e-12,9.243221736541396e-05,1.8983101110394042e-06,2.051160193166472e-11,1.6054444656255105e-11,6.042450645183539e-10,0.001598570234730041,1.6683245764340503e-11,1.637111003456472e-05,1.2477921445808311e-05,4.878965713154542e-05,0.00272522979896968,3.5740768450107137e-06,3.984514178054616e-06,5.414780585927602e-13,1.064107680728624e-13,2.7443643065621726e-09,5.09916949768511e-09,1.0412996845158146e-05,3.631194686441122e-07,0.006307689975610746,8.421777904603602e-13,8.488512875224104e-08,0.00019478710484785534,9.497592359903513e-10,1.2279081989883494e-06,0.03886765121017014,0.025615391535305447,4.655443399582996e-06,1.3124720559185817e-11,1.4660581453400268e-09,8.288111508168409e-08,0.012706131061136092,1.81600983106553e-08,1.0454556941977302e-05,8.702371474826583e-07,8.714136706664547e-06,0.0020239675579256295,0.013991810497668249,4.182277869094449e-09,4.4566272232406875e-14,8.147490990489366e-08,4.955878912400041e-07,2.135505406109015e-09,0.0002783082364382863,4.150174026406519e-09,5.238157706697057e-11,5.261354611165983e-07,1.0362349539110625e-07,7.0175224982857335e-15,4.625637973852844e-06,3.175425316808596e-10,7.900982030284943e-06,1.1644975079741267e-13,9.770410359344068e-11,6.859807584625325e-13
0.0021071840119329358,0.9515440575219132,0.00013059119037885092,1.4799443586802075e-05,2.7118312819053596e-05,0.1395366722541112,0.0,0.0,0.00015727964346704988,4.931687127874534e-06,1.1389160530937084,0.05530219086004838,6.752816371917722e-06,2.189958036404657e-12,1.5420393309943843e-09,4.284991638385353e-07,0.001960519070484428,0.00247730562388473,2.8422165845691262e-05,2.5612674491040435e-07,0.020780295942964738,1.5475791541823617e-07,2.7586171211352734e-08,0.00026582586841653814,6.567867841368377e-08,0.02361801800402234,2.637389327210066e-06,0.02003555317141323,0.004097208871214878,1.882862989972639e-06,2.5040946572584476e-07,2.9578286041921454e-09,3.0285642123060444e-07,9.859824853496593e-05,3.76,0.0,3.2051201864394667e-06,0.18872657890977063,0.3302932793965158,0.1085571277839407,1.6177840423812366,0.18320629888154003,4.520798829766427e-09,3.2430111944257553e-12,9.14338274716843e-05,1.8557382661989934e-06,2.0154417892574445e-11,1.5787008165629272e-11,5.943162290827258e-10,0.0015747958410203544,1.6358733482445972e-11,1.6334900020906218e-05,1.242808092148028e-05,4.8123994314747474e-05,0.0027134881766218556,3.547537511841267e-06,3.954944631004105e-06,5.352499990144957e-13,1.0518684436279542e-13,2.7119727030506786e-09,5.017886822373318e-09,1.0255332889062435e-05,3.5752756136083036e-07,0.006292423166274507,8.296296641656117e-13,8.363101303400988e-08,0.00019498074771728417,9.249595857288476e-10,1.227956761199145e-06,0.038913604132062025,0.02557027047360596,4.664294555587779e-06,1.2868773364760223e-11,1.4523799387487243e-09,8.20451851527869e-08,0.012780499195481711,1.8266399916626942e-08,1.0454247450119047e-05,8.702701630043682e-07,8.61850388733855e-06,0.0020214206173352982,0.014039270528405742,4.090304273796402e-09,4.358620337208177e-14,8.109430609305259e-08,4.95530576839367e-07,2.1449468427023e-09,0.00027799360946708583,4.123163377255369e-09,5.267532683164586e-11,5.240263943841711e-07,1.0334696330213901e-07,6.863198276147052e-15,4.53705641830029e-06,3.1440051509031953e-10,7.883639559603962e-06,1.1294742177352047e-13,9.82059167186554e-11,6.745710164119469e-13
0.0021213452807435753,0.9518249460425863,0.0001307363580941927,1.4695501256148646e-05,2.6934220922192293e-05,0.1400714874807645,0.0,0.0,0.0001552758073920375,4.847955212400139e-06,1.141540348219622,0.05552219912490083,6.690632568949545e-06,2.209640079532079e-12,1.539975331446224e-09,4.283563870365378e-07,0.0019541783746317765,0.0024495638098940317,2.830040972667543e-05,2.5571532534337244e-07,0.02087597814373047,1.5563391139052036e-07,2.7473668104484745e-08,0.0002642419212888924,6.463671837236826e-08,0.023285424213145618,2.643160406931117e-06,0.02006859677546732,0.004080830032683741,1.8738312450136304e-06,2.4787096054942225e-07,2.952156455006158e-09,3.0059568612060606e-07,9.843454927842182e-05,3.76,0.0,3.1969293213528995e-06,0.1869455763022415,0.33113980352268113,0.10870943148550671,1.6190017542295998,0.18186578679025506,4.487805598190024e-09,3.2193706435535066e-12,9.057097112404035e-05,1.8193968480962034e-06,1.984761205465035e-11,1.5557296626169968e-11,5.857870130191351e-10,0.0015543239506275756,1.608104342702755e-11,1.630339162737706e-05,1.2384818504890834e-05,4.755037793431211e-05,0.002703264264822748,3.5244917115199524e-06,3.929267369511543e-06,5.29865250817118e-13,1.0412864607099867e-13,2.6839800851298826e-09,4.947863995435032e-09,1.0119730796970062e-05,3.52715068391169e-07,0.006279576004836631,8.188240779728279e-13,8.254949504553393e-08,0.00019515347758852148,9.038490133758606e-10,1.2279611141113953e-06,0.038952642759483916,0.025530831485669526,4.671743324168679e-06,1.2649576309118743e-11,1.440457219887908e-09,8.132501086426335e-08,0.012845265942161866,1.835897733997954e-08,1.0453413916069012e-05,8.702520017551333e-07,8.535416941603663e-06,0.0020191319846611998,0.014080290674821899,4.011459560366675e-09,4.2746035636247144e-14,8.075949080465267e-08,4.95464693161368e-07,2.153065864763541e-09,0.0002777102025868334,4.099671850529109e-09,5.292901418232142e-11,5.22175978761392e-07,1.0310298461323143e-07,6.730903254503109e-15,4.461065787367116e-06,3.1168964085704947e-10,7.868283664260473e-06,1.0997518806083234e-13,9.864146852149885e-11,6.647959089396642e-13
0.0021355065495542148,0.9521026138861316,0.00013087646463452425,1.4591998460885461e-05,2.675133676137067e-05,0.14060377744523853,0.0,0.0,0.00015330168494589376,4.765934946953215e-06,1.1441306549932688,0.05574042618586054,6.628877038249517e-06,2.2292617283859313e-12,1.537844744424137e-09,4.282083725481321e-07,0.0019478301768294235,0.002422178686098351,2.817898491373175e-05,2.552899611604753e-07,0.020971550468773054,1.5650182968917078e-07,2.7361347093343683e-08,0.0002626590306805292,6.361234401719737e-08,0.022957787810990775,2.648741654732479e-06,0.0201005300178427,0.004064389516275195,1.8647833450110544e-06,2.453576101128862e-07,2.9463663264960547e-09,2.9833726322275853e-07,9.826411541356868e-05,3.76,0.0,3.1887682874130308e-06,0.18518558204416644,0.33197662538150435,0.10885744324997147,1.6202042609846252,0.1805426619604629,4.455239873829265e-09,3.1960360748627364e-12,8.971829285786019e-05,1.7838930202839857e-06,1.9546144709197027e-11,1.5331587059843117e-11,5.774055229910562e-10,0.0015341619195828255,1.5809144291226714e-11,1.6272048138635462e-05,1.2341886319106166e-05,4.698504653865946e-05,0.0026930894689562264,3.5016149716836024e-06,3.903778348596499e-06,5.245419274288755e-13,1.0308251868833818e-13,2.656318775938844e-09,4.8788811795503445e-09,9.986324659438679e-06,3.479778246558479e-07,0.006267199761004828,8.081817773385294e-13,8.14829228167846e-08,0.00019532894588251916,8.832789954199573e-10,1.2279292190455836e-06,0.038990598540554575,0.025491454940080115,4.678913173795423e-06,1.2434784298299548e-11,1.4285821393377361e-09,8.06153597879749e-08,0.012909725688706164,1.8451115951653002e-08,1.0452063681861451e-05,8.701906141429224e-07,8.45291642947765e-06,0.002016789933316896,0.014120829725724647,3.934137693760823e-09,4.1922095337279747e-14,8.042317011559484e-08,4.953839430578176e-07,2.1610483347555253e-09,0.00027741952517941774,4.076326464234445e-09,5.317945503995092e-11,5.203219384035391e-07,1.0285729286604248e-07,6.6011634488383206e-15,4.38648692814094e-06,3.0901451067022876e-10,7.852770290764508e-06,1.0708736401022418e-13,9.907359605565825e-11,6.552132198923197e-13
0.0021496678183648543,0.9523771050574495,0.00013101145894580968,1.4488934186434123e-05,2.6569650132153427e-05,0.1411335530142104,0.0,0.0,0.0001513567728234545,4.685586063907306e-06,1.146687447332207,0.055956887607541965,6.56755084262572e-06,2.2488181845857323e-12,1.535647731027989e-09,4.280550528996504e-07,0.0019414752019732758,0.002395146358489247,2.805789816602619e-05,2.548508097964001e-07,0.021067012482525325,1.5736167129906867e-07,2.7249208630224602e-08,0.00026107752205634983,6.26052488094668e-08,0.02263505764143367,2.654133622646963e-06,0.020131367249966347,0.004047891869197473,1.855720529652279e-06,2.428693091816116e-07,2.9404612800524035e-09,2.960815095686152e-07,9.808712256683458e-05,3.76,0.0,3.180635072953421e-06,0.18344631268667771,0.33280386210599355,0.10900124090389396,1.6213917923784316,0.17923665238812528,4.423094960526848e-09,3.173002684957527e-12,8.887565534842111e-05,1.7492047033640121e-06,1.924990513158334e-11,1.5109796664443314e-11,5.691687215417216e-10,0.0015143040837769265,1.5542897105131742e-11,1.6240860474429496e-05,1.2299275291443132e-05,4.6427843862590375e-05,0.0026829627429291293,3.4789041782893024e-06,3.87847409953985e-06,5.192791275046592e-13,1.0204828508434173e-13,2.628983815210903e-09,4.810927659021318e-09,9.855068739689704e-06,3.433144078003305e-07,0.006255284110218671,7.976999766600272e-13,8.043109308907759e-08,0.00019550689331215615,8.63233918097731e-10,1.2278605073619909e-06,0.03902749340996979,0.02545214957063807,4.685804253372153e-06,1.222429242852885e-11,1.416755457316152e-09,7.991600342777932e-08,0.012973879066618068,1.8542816654320816e-08,1.045020477678631e-05,8.700866648539432e-07,8.37100668188888e-06,0.002014396206260109,0.014160894230723439,3.858311570359351e-09,4.111409365876651e-14,8.008538940402402e-08,4.952881503763248e-07,2.168893431891362e-09,0.00027712176743556856,4.053131370424957e-09,5.342661632040049e-11,5.184646295279703e-07,1.0260996422097662e-07,6.4739333812823234e-15,4.313289715399764e-06,3.063741586632099e-10,7.837105408612133e-06,1.0428135010123777e-13,9.950232576888763e-11,6.458177844778081e-13
