Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166)
3.6946687033983964e-07,0.7589467267221963,3.4515742603921364e-09,3.3069608600677436e-09,6.960893741480802e-10,1.0055418458681633e-10,0.0,0.0,1.6026837093272398e-09,8.948249598408715e-14,1.6612913509902557e-09,2.8592203014590355e-11,6.930750768631328e-12,7.946571849033307e-27,1.0076949406907287e-18,3.0542889388950616e-12,1.6236414956910387e-11,1.618397318598932e-07,4.165846259087215e-15,3.923982270035776e-17,9.20588464365467e-07,9.605577571429556e-13,8.543999526926314e-14,3.964179448376536e-21,2.546198886581728e-16,3.717260150964315e-10,2.0998937268759437e-14,1.9052223434455805e-19,3.9269089251638174e-23,4.844874766267497e-24,1.5627292575301283e-17,4.629922529909085e-20,4.389059389249801e-14,1.6853823190695123e-18,3.76,0.0,0.7777627769592804,0.9991844024893601,4.7226533126604197e-11,1.5811779597417502e-15,0.09230033069387274,0.09228527640764761,1.3042325380144482e-05,3.422975612235727e-10,0.0008154299214109458,4.0378658681521916e-10,2.0363914321928144e-12,1.492049477489128e-16,8.167436666947555e-15,1.6072865167335195e-07,1.1433524185808836e-10,9.19376054142677e-10,2.019741658126432e-09,2.6223119761051336e-09,4.509785090098392e-10,2.7586223566100965e-11,3.087222685732307e-11,1.0048017950826045e-17,3.3070361118937048e-18,1.2854682658024145e-13
3.799335729887508e-07,0.7592739235585686,3.540623696553625e-09,3.435583734233492e-09,7.323440577605457e-10,1.089397564866172e-10,0.0,0.0,1.692841969715619e-09,9.974034500555009e-14,1.7994889975678134e-09,3.150259261966921e-11,7.445753280118053e-12,8.3546275320959e-27,1.0341542608141625e-18,3.2625367513557116e-12,1.805588568439858e-11,1.7091526200462008e-07,4.688546643889247e-15,4.256118535591486e-17,9.727622290783496e-07,1.023091140252224e-12,9.145544303693364e-14,4.7721587923536126e-21,2.840137324593049e-16,4.088918051065561e-10,2.2362596287577424e-14,2.1186828272724268e-19,4.998103151320223e-23,6.088603971306796e-24,1.715432324246996e-17,5.102011848393981e-20,4.8050509025100826e-14,1.9529409565960108e-18,3.76,0.0,0.7752958065331156,0.9991843931297378,5.2516373683420975e-11,1.8578977985706216e-15,0.09476735343349324,0.09475222641384194,1.300118583670463e-05,3.4152412622279225e-10,0.0008154299121875992,4.2648321396071674e-10,2.0930581183564574e-12,1.6113453966233274e-16,8.819774555318994e-15,1.6970925394471548e-07,1.1734389066311675e-10,9.391136524422526e-10,2.083092136767754e-09,2.742873742425591e-09,4.846592235654973e-10,2.9064398523166063e-11,3.2530577109862193e-11,1.0793784606161664e-17,3.537447281194978e-18,1.372669701638998e-13
3.9040027563766196e-07,0.7596000827515326,3.629915255997684e-09,3.5642986550632012e-09,7.693112691469648e-10,1.1776699605022033e-10,0.0,0.0,1.7853711193380887e-09,1.1083758078581328e-13,1.9449818154730294e-09,3.460691829906511e-11,7.981135738405412e-12,8.792546418299015e-27,1.063087767468072e-18,3.4773479418523872e-12,2.0018155464049697e-11,1.8022583846796872e-07,5.258482194303172e-15,4.6065036107410454e-17,1.0263323644235037e-06,1.087622347612161e-12,9.766913451017688e-14,5.714396109576121e-21,3.1578080730727687e-16,4.4847517042573004e-10,2.37699991962882e-14,2.34936293627106e-19,6.318041135661539e-23,7.600257136030034e-24,1.8781467314360295e-17,5.605903070702786e-20,5.245399204267917e-14,2.2529980291155765e-18,3.76,0.0,0.7728366612109439,0.9991843835282077,5.822117869588535e-11,2.1730991286911953e-15,0.09722655247355354,0.09721134954581909,1.296017693077402e-05,3.4075314778073036e-10,0.000815429902774841,4.4977016814027265e-10,2.1495562721595145e-12,1.7361924105854453e-16,9.502424192155467e-15,1.789197520570973e-07,1.2034041387675256e-10,9.590707950861149e-10,2.146694819751472e-09,2.8660371408058603e-09,5.198645577456381e-10,3.0579515492654275e-11,3.423076161055922e-11,1.1565935266850657e-17,3.775294241107576e-18,1.4625690335147773e-13
4.1133368093548423e-07,0.7602493013634618,3.809410271716435e-09,3.821636364765491e-09,8.453249203196623e-10,1.367906680634863e-10,0.0,0.0,1.9775164061428448e-09,1.357199017113355e-13,2.2585681903625508e-09,4.142067479029131e-11,9.113217900889603e-12,9.76802459707623e-27,1.128896359880083e-18,3.926199034717165e-12,2.4397191042440012e-11,1.9954833391192972e-07,6.5503786917472385e-15,5.3641845930286066e-17,1.1376484985959843e-06,1.2226685873393798e-12,1.1067824617014802e-13,8.073144214935171e-21,3.868789299945528e-16,5.351724503718228e-10,2.6716969704517306e-14,2.8661152658983534e-19,9.904506035111339e-23,1.1622357747866524e-23,2.2350229306471793e-17,6.713273822920902e-20,6.201127729792458e-14,2.961796363412034e-18,3.76,0.0,0.7679417466698129,0.9991843636030936,7.095149481080733e-11,2.9353358713899694e-15,0.10212157865135975,0.102106214413969,1.2878549369266767e-05,3.3921852962775074e-10,0.0008154298833755933,4.981058377003823e-10,2.2620473656352946e-12,2.002787253176967e-16,1.0960002287300942e-14,1.9802613609578714e-07,1.2629731559296308e-10,9.996613767568612e-10,2.274661878391087e-09,3.1203070567671417e-09,5.949791615749747e-10,3.3721693702441404e-11,3.775811110365747e-11,1.31877759812227e-17,4.272763689560088e-18,1.6502549802614635e-13
4.3017374570352426e-07,0.760830082286841,3.972234559955984e-09,4.05266047485452e-09,9.16028205367724e-10,1.5553394847991213e-10,0.0,0.0,2.1584920167337454e-09,1.6141660191987435e-13,2.5675372695869768e-09,4.8273813383923476e-11,1.0202169054893637e-11,1.0774278351182894e-26,1.1979011443253319e-18,4.351408573319335e-12,2.889268444128496e-11,2.1773295272222944e-07,7.900752477110402e-15,6.114006869386653e-17,1.2425753960175576e-06,1.3510180420174368e-12,1.2303034695378002e-13,1.0848069899022777e-20,4.60106806823136e-16,6.221529824664503e-10,2.952144444919749e-14,3.3997179582577796e-19,1.4549237671695773e-22,1.670182063466129e-23,2.5940122975250893e-17,7.829101405569005e-20,7.149345494052737e-14,3.7399818375127446e-18,3.76,0.0,0.763562837246544,0.9991843448523119,8.401964870038065e-11,3.796378646640595e-15,0.10650059331969282,0.10648507312268397,1.2805527189185429e-05,3.378456978861126e-10,0.0008154298652688657,5.436038146865226e-10,2.3627135283830505e-12,2.26229724769489e-16,1.2378689265505056e-14,2.1599738259695857e-07,1.3161763689845327e-10,1.036983850126635e-09,2.390708064280421e-09,3.3583884760057407e-09,6.681260256593788e-10,3.667897143492809e-11,4.107971234826837e-11,1.4733399178705866e-17,4.7445277897545895e-18,1.8278628869147597e-13
4.490138104715643e-07,0.7614075521236696,4.136516186199405e-09,4.282646985291431e-09,9.888147458158013e-10,1.758822433471292e-10,0.0,0.0,2.347052124224484e-09,1.9051340059044515e-13,2.9029169910430605e-09,5.5842728292696854e-11,1.1357628570764647e-11,1.1919669451560296e-26,1.2769831728308796e-18,4.79594552631187e-12,3.3954013759677175e-11,2.3666447971396298e-07,9.445030320328018e-15,6.931604557446664e-17,1.3519750787890139e-06,1.4858013192281249e-12,1.3596953870377585e-13,1.4382425916324145e-20,5.427794078829383e-16,7.18006479706004e-10,3.2472110334485315e-14,4.0045452730975293e-19,2.1005020966015181e-22,2.3597361048635178e-23,2.990989379201763e-17,9.064025043842982e-20,8.183585231669456e-14,4.670484263422256e-18,3.76,0.0,0.7592088974973504,0.9991843253318418,9.873198891220612e-11,4.853657495624402e-15,0.11085464281609242,0.11083895649193815,1.2732921852069971e-05,3.364807054320968e-10,0.0008154298465584737,5.909788655325004e-10,2.4628338728945024e-12,2.5406533674462413e-16,1.3900252937841504e-14,2.3469690870304593e-07,1.3689956454736515e-10,1.075073430806622e-09,2.5075927415139624e-09,3.6054163639732372e-09,7.467291217783776e-10,3.9760821317674607e-11,4.4543247093123543e-11,1.6357534065072965e-17,5.2381437344458675e-18,2.0133514620697404e-13
4.678538752396043e-07,0.7619817297563825,4.302472097558512e-09,4.51116444941691e-09,1.0636008900698694e-09,1.9790253746122618e-10,0.0,0.0,2.543162114883211e-09,2.2328003691691035e-13,3.2657427208580994e-09,6.41577816825347e-11,1.2579641761378522e-11,1.3222579104907045e-26,1.3669416257337151e-18,5.258996370526477e-12,3.962094722617138e-11,2.5633750923241456e-07,1.1198948862490348e-14,7.820393766645345e-17,1.465828292458457e-06,1.6270028001033215e-12,1.494722567099936e-13,1.883480185201271e-20,6.355727323598495e-16,8.230924215456804e-10,3.557120234190119e-14,4.687091027084958e-19,2.984689085501922e-22,3.282519811156199e-23,3.4280731350319586e-17,1.0423897092172489e-19,9.306138025315342e-14,5.773500847825845e-18,3.76,0.0,0.7548797850328254,0.9991843050468772,1.1520405942404464e-10,6.140019762248691e-15,0.11518386951188074,0.11516800693733933,1.2660730971861478e-05,3.3512350670332755e-10,0.0008154298272388725,6.402178311907948e-10,2.56240771017436e-12,2.838105640250597e-16,1.5526045522733365e-14,2.541185918692809e-07,1.4214342707560654e-10,1.113943633507172e-09,2.6253246036788548e-09,3.861567683449911e-09,8.309895279609018e-10,4.29693871869406e-11,4.815149191209189e-11,1.805712805325679e-17,5.75266705149766e-18,2.2063634592878688e-13
4.866939400076443e-07,0.7625526339597347,4.470299705798757e-09,4.7378195841747564e-09,1.140303239896006e-09,2.2166286501446786e-10,0.0,0.0,2.746788299363836e-09,2.599938891633068e-13,3.657046786493011e-09,7.324790178978138e-11,1.3868195742380161e-11,1.4702843645772405e-26,1.4685859532117223e-18,5.739714820499284e-12,4.593372092092257e-11,2.7674668180634314e-07,1.3178368195383625e-14,8.783886714819801e-17,1.58411580715606e-06,1.7746064919237735e-12,1.6351381441604775e-13,2.438717918768909e-20,7.391702434942904e-16,9.377524417165355e-10,3.8821222116781346e-14,5.454276120251656e-19,4.17941386881886e-22,4.501295028365829e-23,3.9074003210067524e-17,1.191445760372933e-19,1.0519091728861253e-13,7.070649852927981e-18,3.76,0.0,0.7505753582756177,0.9991842840025446,1.335527754244012e-10,7.691933143335174e-15,0.11948841496632454,0.11947236606237863,1.2588952181600753e-05,3.33774057589947e-10,0.0008154298073189501,6.913076521752451e-10,2.6614340463144065e-12,3.1548648221353677e-16,1.7257204299236744e-14,2.742563615085154e-07,1.4734954953731422e-10,1.1536051759746967e-09,2.7439123893933267e-09,4.1270085046059804e-09,9.211120485945686e-10,4.6306924875570453e-11,5.190735890869357e-11,1.982894913619426e-17,6.287113352727363e-18,2.406529011146755e-13
5.055340047756844e-07,0.7631202834013815,4.64017707680029e-09,4.9622569163323925e-09,1.2188385386953823e-09,2.472323478998284e-10,0.0,0.0,2.957897856592032e-09,3.009397247590007e-13,4.077858271870468e-09,8.31405408046655e-11,1.522322785556129e-11,1.638180278298455e-26,1.5827331227747109e-18,6.23723124491601e-12,5.293295617570301e-11,2.9788668365846077e-07,1.5399207604669334e-14,9.825690564327317e-17,1.7068184187038863e-06,1.928596095113176e-12,1.7806868905135446e-13,3.124694957769423e-20,8.542613968085203e-16,1.0623099328083935e-09,4.2224905563386784e-14,6.31347263784198e-19,5.773734106613603e-22,6.091625405669867e-23,4.431123574666338e-17,1.3541322724263766e-19,1.182433290706147e-13,8.58496767731265e-18,3.76,0.0,0.746295476455798,0.9991842622039165,1.538961852433941e-10,9.549678289986388e-15,0.1237684199312686,0.12375217466306988,1.2517583127009745e-05,3.324323140830381e-10,0.0008154297868107181,7.442353669295796e-10,2.759911658199469e-12,3.491102901715201e-16,1.9094654386662276e-14,2.9510419833266877e-07,1.525182535511263e-10,1.194066564614953e-09,2.8633647174450776e-09,4.401893385590193e-09,1.017304958149649e-09,4.9775765470937846e-11,5.5813851064079374e-11,2.1669625294618008e-17,6.840469368428901e-18,2.613469620163479e-13
5.243740695437244e-07,0.763684696642514,4.812263257719247e-09,5.184158243457394e-09,1.2991235835831047e-09,2.746812173389224e-10,0.0,0.0,3.1764587780148434e-09,3.4640945681579954e-13,4.529202802436707e-09,9.386164832917683e-11,1.6644632921119852e-11,1.82823434388385e-26,1.7102049285705282e-18,6.750661623347358e-12,6.065957804499188e-11,3.197522462225161e-07,1.7877385060502557e-14,1.0949505040206343e-16,1.8339169496988849e-06,2.0889550519937076e-12,1.931107946099139e-13,3.964896130894015e-20,9.815401950662067e-16,1.1970698344967453e-09,4.5785188462622336e-14,7.272527628219134e-19,7.876884487273662e-22,8.143672889674029e-23,5.001409445322507e-17,1.5309973517979084e-19,1.3223548748971696e-13,1.0340900911628735e-17,3.76,0.0,0.7420399996062542,0.999184239656038,1.7635323540196938e-10,1.1757537666939218e-14,0.12802402435574287,0.12800757273256047,1.2446621462078683e-05,3.3109823162443026e-10,0.0008154297657051198,7.989881103785781e-10,2.857839164961082e-12,3.8469535673791113e-16,2.1039111311199957e-14,3.166561337179627e-07,1.5764985734560082e-10,1.23533452381839e-09,2.983689955702466e-09,4.686364994481268e-09,1.1197797340653963e-09,5.337828089499625e-11,5.98740203757574e-11,2.357568244574172e-17,7.411703445848093e-18,2.826801938832343e-13
5.432141343117644e-07,0.764245892138453,4.986698724974357e-09,5.403241913224649e-09,1.3810751616368334e-09,3.0408082064724575e-10,0.0,0.0,3.4024398125250324e-09,3.9670190658866206e-13,5.012102324231926e-09,1.054356591260794e-10,1.813226948832501e-11,2.0428938686875075e-26,1.851825388058804e-18,7.279115994849776e-12,6.915473482456252e-11,3.423381456669288e-07,2.0628760960857585e-14,1.2159118944301298e-16,1.9653922505702254e-06,2.255666581102213e-12,2.086137405707175e-13,4.9857581308679796e-20,1.1217037683419197e-15,1.342318589208114e-09,4.950517109630555e-14,8.33978638082839e-19,1.0621686043911374e-21,1.0764128031759332e-22,5.62043637715188e-17,1.7225745453376523e-19,1.4718228968262244e-13,1.2364293665993545e-17,3.76,0.0,0.7378087885581102,0.9991842163638891,2.0104353870308374e-10,1.4363980102255522e-14,0.13225536739054353,0.13223869946570124,1.2376064858848747e-05,3.29771766303282e-10,0.0008154297440080055,8.555531126475714e-10,2.955215095259278e-12,4.2225127132189494e-16,2.3091083735034553e-14,3.389062490924463e-07,1.6274467580248293e-10,1.2774143020194371e-09,3.1048961176201724e-09,4.98055393250431e-09,1.22875078304967e-09,5.7116852202503634e-11,6.409092931576024e-11,2.5543580619853404e-17,7.999775474773125e-18,3.0461413134705474e-13
5.620541990798044e-07,0.7648038882392589,5.163605944340394e-09,5.6192619150070156e-09,1.4646100111698367e-09,3.355036138883547e-10,0.0,0.0,3.6358104123299813e-09,4.521225717797556e-13,5.527574880267434e-09,1.1788549459634215e-10,1.96859651775457e-11,2.2847681560873465e-26,2.0084182564798537e-18,7.821706329792945e-12,7.845971870239783e-11,3.656392024251021e-07,2.366908649154145e-14,1.3458405651488336e-16,2.101225200610807e-06,2.4287137004943286e-12,2.2455107467775042e-13,6.216876328770025e-20,1.275450979482746e-15,1.4983242575555444e-09,5.338808252491933e-14,9.524115086027431e-19,1.4168340099346907e-21,1.407827137794539e-22,6.290392653887943e-17,1.92938187604733e-19,1.630966771694566e-13,1.4682370186385877e-17,3.76,0.0,0.7336017049361734,0.9991841923323936,2.2808714560414706e-10,1.7421840476354096e-14,0.13646258739278758,0.13644569326360237,1.2305911004642749e-05,3.2845287492782257e-10,0.0008154297217362204,9.139176979441485e-10,3.052037950058614e-12,4.617838977339781e-16,2.5250876426938868e-14,3.618486753453561e-07,1.678030205009401e-10,1.3203098808280595e-09,3.2269907817030904e-09,5.284578729342194e-09,1.3444351642089e-09,6.099384070851736e-11,6.846761569537013e-11,2.7569748136131452e-17,8.603646153485565e-18,3.2711050780729417e-13
5.808942638478445e-07,0.7653587031903307,5.343090026985381e-09,5.832006781938798e-09,1.549644807965113e-09,3.6902314212445775e-10,0.0,0.0,3.876540680068114e-09,5.129834002869118e-13,6.076634388659623e-09,1.312325766896752e-10,2.130552127107833e-11,2.5566313526100112e-26,2.180804694733089e-18,8.377553758209822e-12,8.861588759986566e-11,3.8965028073178136e-07,2.7013956934900703e-14,1.485131773569336e-16,2.241396708983851e-06,2.608079245224555e-12,2.408965077242608e-13,7.691210919729697e-20,1.4434810552641739e-15,1.6653367769676594e-09,5.743724543966074e-14,1.0834922731126032e-18,1.8708622535824334e-21,1.8232159873224743e-22,7.013474315813575e-17,2.151920962978378e-19,1.799896553659578e-13,1.7323713012216384e-17,3.76,0.0,0.729418611154407,0.9991841675664564,2.576043190291609e-10,2.0988494004335088e-14,0.1406458219304414,0.14062869173816836,1.2236157593926159e-05,3.2714151409768703e-10,0.0008154296988794655,9.7406928358595e-10,3.1483062600489413e-12,5.032954297373889e-16,2.7518593325285605e-14,3.8547759225628653e-07,1.7282519976055663e-10,1.3640241274548054e-09,3.3499810266152037e-09,5.598545963904298e-09,1.4670523136320382e-09,6.501156202923913e-11,7.300706103315978e-11,2.965061354500423e-17,9.222285509180265e-18,3.501315567807072e-13
5.997343286158845e-07,0.7659103551330033,5.5252394677850715e-09,6.0412983124219426e-09,1.6360961761717166e-09,4.0471400861400126e-10,0.0,0.0,4.124601317441728e-09,5.796025691291503e-13,6.6602904255007306e-09,1.4549685310382655e-10,2.2990716668108374e-11,2.8614247373346065e-26,2.3698011127874598e-18,8.9457951205653e-12,9.966458831490397e-11,4.143662881656411e-07,3.067877015458771e-14,1.6341880849023988e-16,2.385887715705088e-06,2.7937458816104065e-12,2.576241185555338e-13,9.44529121185419e-20,1.6264922449156232e-15,1.8435883491550176e-09,6.165604221324362e-14,1.2282182117719221e-18,2.4470495743523205e-21,2.3394932210626926e-22,7.791883057651115e-17,2.390676226713735e-19,1.9787031388941854e-13,2.0318236842314143e-17,3.76,0.0,0.7252593704114279,0.9991841420709249,2.8971531293699886e-10,2.5126024590707015e-14,0.14480520778682404,0.1447878317165898,1.2166802337070087e-05,3.2583764044604796e-10,0.0008154296754393678,1.0359953791628308e-09,3.2440186374498758e-12,5.467844551776651e-16,2.9894141009761016e-14,4.0978722794322086e-07,1.7781151868262655e-10,1.4085589125738263e-09,3.47387337778363e-09,5.922550481589696e-09,1.5968237735421972e-09,6.917226297681034e-11,7.771216239521852e-11,3.178263508083409e-17,9.854680645909744e-18,3.7364028266913565e-13
6.185743933839245e-07,0.766458862105141,5.710126951715567e-09,6.246990132899938e-09,1.723880722885762e-09,4.4265183439774735e-10,0.0,0.0,4.379963575602346e-09,6.523042682840703e-13,7.279548014268129e-09,1.6069683252669633e-10,2.474131129590411e-11,3.202258441131223e-26,2.5762172010813284e-18,9.525588821521585e-12,1.1164708111325948e-10,4.397821751982776e-07,3.467869038200163e-14,1.7934186980072753e-16,2.534679192601071e-06,2.985696118928416e-12,2.747085384486562e-13,1.1519416863359028e-19,1.825180507996766e-15,2.0332939410443547e-09,6.60478825979929e-14,1.3876449903707572e-18,3.1723153399354975e-21,2.9761226867532207e-22,8.627824117153921e-17,2.6461142058109604e-19,2.167458482454518e-13,2.36971582970075e-17,3.76,0.0,0.7211238466860309,0.9991841158505832,3.2454015506126484e-10,2.9901386776790154e-14,0.1489408809650846,0.14892324924581707,1.209784296192377e-05,3.245412112774604e-10,0.0008154296514381184,1.0996835858205491e-09,3.339173822258277e-12,5.922460292381796e-16,3.237723274147595e-14,4.3477185832841917e-07,1.827622791931086e-10,1.4539152020300987e-09,3.5986737636977973e-09,6.256675691238587e-09,1.733972927924531e-09,7.347810137177214e-11,8.258570777552718e-11,3.3962327435931794e-17,1.0499842691566107e-17,3.976007018284003e-13
6.374144581519646e-07,0.7670042420417287,5.89781021574754e-09,6.448966126226438e-09,1.8129150951158352e-09,4.829132095338999e-10,0.0,0.0,4.642599207486603e-09,7.314184892405391e-13,7.935407422909818e-09,1.7684962876841399e-10,2.655704904269871e-11,3.582412601909308e-26,2.800854158122592e-18,1.0116119973405543e-11,1.2460446594943165e-10,4.658929347487589e-07,3.902861732960424e-14,1.9632387208880378e-16,2.6877521442440014e-06,3.183912318531308e-12,2.9212511473195477e-13,1.395785493960285e-19,2.040238234076264e-15,2.2346518850072738e-09,7.061617335281049e-14,1.5628885600917591e-18,4.078251252593265e-21,3.755370567541878e-22,9.523504165036711e-17,2.9186829855299825e-19,2.366215835275014e-13,2.749296173546966e-17,3.76,0.0,0.7170119047327393,0.9991840889102048,3.621984343398029e-10,3.53865608408458e-14,0.15305297669265427,0.15303507959701995,1.2029277203337749e-05,3.2325218418161093e-10,0.0008154296268652057,1.1651215956505633e-09,3.433770722653647e-12,6.396717527881779e-16,3.496739278529744e-14,4.6042580662028147e-07,1.8767778008274309e-10,1.500093124831535e-09,3.7243874811814147e-09,6.600993931234163e-09,1.878724745849979e-09,7.793112873671146e-11,8.763035495609563e-11,3.6186285770720524e-17,1.1156812911005536e-17,4.2197805367890574e-13
6.562545229200046e-07,0.7675465127754579,6.088332953704877e-09,6.647138748110682e-09,1.9031160574807286e-09,5.255756372745275e-10,0.0,0.0,4.912480422274578e-09,8.172808180677206e-13,8.628863969767116e-09,1.9397101259400113e-10,2.8437660273616426e-11,4.005337973653274e-26,3.0445031229627914e-18,1.071660482166883e-11,1.385776105160981e-10,4.926936017439644e-07,4.3743160574868744e-14,2.1440684083930927e-16,2.8450876088634747e-06,3.3883767009173076e-12,3.098500533706877e-13,1.6809031670820048e-19,2.272352997129057e-15,2.447844563806918e-09,7.536429005363432e-14,1.7551269471481096e-18,5.201716497743249e-21,4.702567419127535e-22,1.048112920795802e-16,3.208811732181775e-19,2.5750100072014694e-13,3.1739361313655347e-17,3.76,0.0,0.7129234100773784,0.9991840612545163,4.0280909360332314e-10,4.165870064670644e-14,0.157141629425673,0.15712345727000515,1.1961102809207109e-05,3.219705166408431e-10,0.00081542960171586,1.232297191173894e-09,3.5278084496691043e-12,6.890498619313804e-16,3.766396127131134e-14,4.867434428103642e-07,1.9255831704612102e-10,1.5470920226653591e-09,3.851019168438166e-09,6.955566891656917e-09,2.0313055337344163e-09,8.253327575704044e-11,9.284861372769355e-11,3.8451206915924544e-17,1.182466798944425e-17,4.467389798372188e-13
6.750945876880446e-07,0.7680856920373113,6.2817257519349465e-09,6.841447252017533e-09,1.9944005887878855e-09,5.707174724374726e-10,0.0,0.0,5.189579842116549e-09,9.102322328086412e-13,9.360907839489355e-09,2.12075470059507e-10,3.038286398859741e-11,4.474656011441619e-26,3.3079438192765727e-18,1.1326294462620908e-11,1.536070803308414e-10,5.201792526853088e-07,4.883661909532347e-14,2.336332374528539e-16,3.0066666592355914e-06,3.5990713516146556e-12,3.278605403067285e-13,2.0125717816758987e-19,2.522206347970601e-15,2.673039165849919e-09,8.02955513065721e-14,1.965601928137976e-18,6.5854798455192086e-21,5.8463788803982265e-22,1.1502902515985568e-16,3.5169103489136896e-19,2.793857661216931e-13,3.647125948810741e-17,3.76,0.0,0.7088582290126764,0.9991840328881699,4.46490228121963e-10,4.8800273869908764e-14,0.1612069728533908,0.16118851599760878,1.1893317546550786e-05,3.2069616646152e-10,0.0008154295760179765,1.301198244908418e-09,3.6212863464406795e-12,7.403653303009947e-16,4.046609983121928e-14,5.137191831851193e-07,1.9740418272453544e-10,1.5949104881778e-09,3.97857278436845e-09,7.320446077851186e-09,2.1919426977645326e-09,8.728634039313205e-11,9.82428313387962e-11,4.075390774276006e-17,1.2502524502951829e-17,4.718516733317547e-13
6.939346524560846e-07,0.7686217974571418,6.47800704400636e-09,7.031855843767554e-09,2.086685995418345e-09,6.184178552001619e-10,0.0,0.0,5.4738704612466206e-09,1.010618905012552e-12,1.0132523909830134e-08,2.3117626615942572e-10,3.239236967620686e-11,4.9941584616603924e-26,3.591943413199128e-18,1.194447787460893e-11,1.6973307107706132e-10,5.483450052205792e-07,5.4322965776406216e-14,2.540458791388895e-16,3.1724704035498934e-06,3.815978226489993e-12,3.461348419112648e-13,2.3965206582691226e-19,2.7904726481851017e-15,2.910388496520075e-09,8.541319552575462e-14,2.195620588413109e-18,8.278909494403272e-21,7.2190839701356e-22,1.2591022585611792e-16,3.8433692585508306e-19,3.022757643515237e-13,4.172470219258623e-17,3.76,0.0,0.7048162285938904,0.9991840038158147,4.933588906305334e-10,5.689919426740901e-14,0.16524913990254428,0.16523038875008036,1.1825919190481315e-05,3.1942909196049253e-10,0.0008154295497629717,1.3718127190025645e-09,3.714204011706982e-12,7.935999780168213e-16,4.337279760765501e-14,5.413474898500832e-07,2.022156667427975e-10,1.6435463975555875e-09,4.107051592950692e-09,7.695673302559115e-09,2.3608645174501532e-09,9.219197854800235e-11,1.0381518104289375e-10,4.3091340714300454e-17,1.3189542579751692e-17,4.972859997261235e-13
7.127747172241247e-07,0.7691548465642509,6.677184073581193e-09,7.218351788332994e-09,2.179890039277523e-09,6.687566414550631e-10,0.0,0.0,5.765325607571379e-09,1.118792005241215e-12,1.0944691589822518e-08,2.512855126511295e-10,3.446587890753448e-11,5.567806498039305e-26,3.8972555817020245e-18,1.2570484287294453e-11,1.869953434201298e-10,5.771860177209779e-07,6.021583665864622e-14,2.7568785857312544e-16,3.342479986254575e-06,4.039079156632849e-12,3.646523854339355e-13,2.8389483096633815e-19,3.077817949029119e-15,3.1600318320836113e-09,9.072036035483418e-14,2.4465567623902316e-18,1.0338711243361611e-20,8.856859829512984e-22,1.3747681148950512e-16,4.188559299764314e-19,3.261691353568525e-13,4.7536830925569436e-17,3.76,0.0,0.7007972766344555,0.9991839740420652,5.435309034674858e-10,6.6048945698199e-14,0.16926826274170798,0.16924920773942898,1.1758905526009824e-05,3.181692515335112e-10,0.0008154295229374107,1.44412866492363e-09,3.806561317932437e-12,8.487325917115464e-16,4.638287777673392e-14,5.696228702656721e-07,2.0699305574515168e-10,1.6929969396208682e-09,4.23645815204183e-09,8.081281197297297e-09,2.538299930859149e-09,9.725169713479316e-11,1.0956765355945513e-10,4.5460606677014326e-17,1.3884928783987277e-17,5.230135889531915e-13
7.316147819921647e-07,0.769684856787962,6.879253855606304e-09,7.4009434911482035e-09,2.273931077937678e-09,7.218143307791369e-10,0.0,0.0,6.063918906791516e-09,1.235107512404017e-12,1.1798384669548184e-08,2.7241423897957894e-10,3.6603086705701895e-11,6.199729452951565e-26,4.2246197851502636e-18,1.320368491691702e-11,2.0543316052049275e-10,6.066974888646074e-07,6.652852463872159e-14,2.986024643358565e-16,3.516676588880364e-06,4.268355852774529e-12,3.833938203188864e-13,3.346538453485672e-19,3.384898918845793e-15,3.4220958034372617e-09,9.622006474507921e-14,2.719852356140673e-18,1.2829715364886082e-20,1.08000717136465e-21,1.4975061239502288e-16,4.552831740786363e-19,3.510623157671776e-13,5.394583199775902e-17,3.76,0.0,0.6968012417016609,0.9991839435714506,5.971206784657474e-10,7.634869764567176e-14,0.17326447278562082,0.17324510442373678,1.1692274357884948e-05,3.1691660364148194e-10,0.0008154294955745516,1.5181342231935566e-09,3.898358424881991e-12,9.05739058664076e-16,4.949500493415225e-14,5.98539876794962e-07,2.1173663343983132e-10,1.7432586419560383e-09,4.366794306277976e-09,8.477293735779752e-09,2.7244783317988824e-09,1.0246684935461258e-10,1.1550205123155586e-10,4.785896498781262e-17,1.4587938268747894e-17,5.490079003761529e-13
