Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778)
2.676360542329523e-06,0.9938745018808975,1.2521676134529985e-06,8.098836525944156e-07,3.3482929811942686e-07,5.509081439973826e-06,0.0,0.0,1.1980801429105005e-06,8.958953659630009e-09,2.1786343811968605e-05,5.02716376329016e-07,4.179026633400125e-08,9.306925733852936e-18,3.840849019969647e-12,1.5725286555867133e-07,7.278237887522711e-07,5.10132696594173e-05,7.5676741405235e-09,6.101418178990286e-11,0.0013836446765585694,1.0667069585450971e-08,5.655561049517218e-09,3.8167452127578415e-13,1.6421942529849342e-11,4.334892682768052e-06,3.8131609648724573e-10,7.361082569718864e-12,3.5050059954841933e-13,9.965734882374607e-15,1.561047187701229e-12,6.9299699162983776e-15,2.1340804218283034e-10,3.606601496862717e-12,3.76,0.0,0.0005067001316252771,0.9981418206355854,3.688336531589011e-06,2.0782300771786117e-08,0.952345004022195,0.949486249179525,6.703771240778573e-07,1.766438693422449e-09,0.0017903511254345082,4.4150065745161084e-07,6.297582486073358e-10,2.859479605608241e-13,2.4227197138770845e-11,4.431402663810419e-05,2.846237734869932e-09,8.801581925080664e-07,9.955402159206673e-07,5.457834924692552e-06,1.1145919380965133e-05,2.2126134853016423e-08,2.938497928106064e-08,3.8839557898082923e-11,1.5700905009038076e-11
2.6819077163677382e-06,0.9938761841198704,1.2550637479662725e-06,8.117897010676195e-07,3.357133687226477e-07,5.5344335026664825e-06,0.0,0.0,1.2014633492846871e-06,8.993307263895601e-09,2.1893780934145873e-05,5.051552169826136e-07,4.189986501900252e-08,9.379693483909256e-18,3.861796942271413e-12,1.5764794514382704e-07,7.312880124758642e-07,5.113302332423564e-05,7.611636915592165e-09,6.130865525341178e-11,0.0013869747886565767,1.069351863820887e-08,5.669840173319971e-09,3.8534144736746986e-13,1.650049814110707e-11,4.354763740100165e-06,3.8231457487488977e-10,7.430715961744117e-12,3.5462812092796337e-13,1.0061701127850449e-14,1.5676334004379166e-12,6.961341802099592e-15,2.1397910436959078e-10,3.6245316347334975e-12,3.76,0.0,0.0004988632604827969,0.9981416272024008,3.7061839619163862e-06,2.0929339387419553e-08,0.9523562326388688,0.9494905235026887,6.694822901320774e-07,1.7663652274635059e-09,0.001790350778684275,4.4255176307426334e-07,6.299361399506445e-10,2.8670673332008277e-13,2.4291245931610836e-11,4.4405239564277086e-05,2.8462452239645216e-09,8.822227350603909e-07,9.978963621878841e-07,5.4735635414989085e-06,1.1205086659817386e-05,2.217523249417449e-08,2.945236979664524e-08,3.9027979813381685e-11,1.577705497070528e-11
2.6874548904059534e-06,0.9938778482772457,1.2579606697740685e-06,8.136963972282755e-07,3.3659805663916987e-07,5.559844559380034e-06,0.0,0.0,1.2048490267402886e-06,9.027702224668773e-09,2.2001491806002493e-05,5.076001749751319e-07,4.200947214321468e-08,9.452863492631449e-18,3.882809664172614e-12,1.5804313505471298e-07,7.347608836845919e-07,5.1252774550583695e-05,7.655744674352409e-09,6.160388611780416e-11,0.0013903049175172611,1.0719967797940167e-08,5.684123217171829e-09,3.8903548647477546e-13,1.6579252001510878e-11,4.3746815547753736e-06,3.8331364097389487e-10,7.500851362794525e-12,3.5879474598691275e-13,1.0158370771375392e-14,1.5742355813153663e-12,6.992787042722976e-15,2.1455053554273624e-10,3.642509235094662e-12,3.76,0.0,0.0004911479177623149,0.9981414336018057,3.7240784806785694e-06,2.10770780232923e-08,0.9523673398771606,0.9494946760135967,6.686012967962067e-07,1.7662927977643837e-09,0.0017903504315018653,4.4360291497306553e-07,6.301140133182325e-10,2.874660052397578e-13,2.4355337110635724e-11,4.449639997616106e-05,2.846252358253933e-09,8.842879682637133e-07,1.0002532260790476e-06,5.489296475530892e-06,1.1264420607584178e-05,2.2224341179443633e-08,2.9519775688649026e-08,3.921687421254252e-11,1.5853395905796553e-11
2.6930020644441686e-06,0.9938794946340097,1.260858383744478e-06,8.156037441370505e-07,3.3748336292686506e-07,5.585314623005682e-06,0.0,0.0,1.2082371735707092e-06,9.062138465409643e-09,2.2109476431578218e-05,5.100512520505899e-07,4.2119087689295434e-08,9.526437148640718e-18,3.903887247445015e-12,1.5843843610138495e-07,7.382424058274715e-07,5.1372523326501886e-05,7.69999752085834e-09,6.18998749338988e-11,0.001393635062670004,1.0746417061441366e-08,5.69841021037857e-09,3.927567805693655e-13,1.6658204196519012e-11,4.394646140719221e-06,3.8431329657769103e-10,7.571491297063599e-12,3.630007557181069e-13,1.0255747393322102e-14,1.580853749610728e-12,7.024305672245702e-15,2.1512233658117574e-10,3.6605343249962155e-12,3.76,0.0,0.0004835522188771204,0.998141239833999,3.7420201187454862e-06,2.1225518415537492e-08,0.9523783276211538,0.9494987085974397,6.677339294367416e-07,1.7662213882483358e-09,0.0017903500836289198,4.4465411304840004e-07,6.302918700268818e-10,2.882257910279445e-13,2.4419470735712327e-11,4.4587507940757196e-05,2.8462592127259092e-09,8.863538966061843e-07,1.0026108127124485e-06,5.505033737125107e-06,1.132392125035924e-05,2.2273461014826456e-08,2.9587197098987535e-08,3.9406241325001794e-11,1.592992777314807e-11
2.6985492384823838e-06,0.9938811234668078,1.2637568947508642e-06,8.175117448612648e-07,3.3836928864876015e-07,5.610843706548041e-06,0.0,0.0,1.2116277880763306e-06,9.096615910001805e-09,2.2217734815101755e-05,5.125084499651871e-07,4.222871164031879e-08,9.600415843862622e-18,3.925029754054933e-12,1.588338490937532e-07,7.417325823680921e-07,5.149226964036735e-05,7.744395559307611e-09,6.219662225537456e-11,0.0013969652236514494,1.0772866425565283e-08,5.712701182242118e-09,3.965054720889115e-13,1.6737354811927563e-11,4.414657511951056e-06,3.853135434786846e-10,7.642638296556397e-12,3.6724643250645033e-13,1.0353834585060994e-14,1.5874879246299233e-12,7.055897724889271e-15,2.156945083649787e-10,3.678606931579223e-12,3.76,0.0,0.0004760743084756967,0.9981410458980483,3.76000890705912e-06,2.137466230104168e-08,0.9523891977257041,0.9495026231101629,6.668799767493081e-07,1.7661509830880286e-09,0.0017903497359385025,4.457053572024839e-07,6.304697113744295e-10,2.8898607098996614e-13,2.448364689448162e-11,4.4678563525381694e-05,2.846265731495204e-09,8.884205245688189e-07,1.0049691271993977e-06,5.520775336872574e-06,1.1383588614348822e-05,2.2322592106121376e-08,2.9654634169351667e-08,3.9596081188226076e-11,1.600665072488654e-11
2.704096412520599e-06,0.9938827350480034,1.2666562076717445e-06,8.194204024747737e-07,3.392558348729706e-07,5.6364318231249965e-06,0.0,0.0,1.2150208685644633e-06,9.131134482749407e-09,2.2326266960993828e-05,5.149717704873042e-07,4.2338343979768726e-08,9.674800973546153e-18,3.946237246164913e-12,1.5922937484157036e-07,7.45231416784566e-07,5.161201348065055e-05,7.788938894045289e-09,6.249412863877065e-11,0.0014002954000053888,1.079931588722047e-08,5.726996162059953e-09,4.002817039380999e-13,1.6816703933867088e-11,4.434715682583984e-06,3.863143834682694e-10,7.714294901106026e-12,3.715320601330365e-13,1.0452635948982358e-14,1.5941381257080036e-12,7.0875632350193505e-15,2.162670517753544e-10,3.696727082075735e-12,3.76,0.0,0.0004687123599848244,0.9981408517945878,3.7780448766336016e-06,2.152451141744745e-08,0.9523999520168964,0.9495064213789213,6.660392307067851e-07,1.766081566701636e-09,0.0017903493877359292,4.467566473393726e-07,6.306475386479948e-10,2.897468640635747e-13,2.4547865687432597e-11,4.4769566797422376e-05,2.846271977758838e-09,8.90487856625548e-07,1.0073281746442238e-06,5.536521285615479e-06,1.1443422725874532e-05,2.2371734558923903e-08,2.9722087041208538e-08,3.978639403667353e-11,1.608356471746792e-11
2.709643586558814e-06,0.9938843296457344,1.269556327390673e-06,8.213297200578322e-07,3.401430026726419e-07,5.662078985967545e-06,0.0,0.0,1.2184164133493056e-06,9.165694108374237e-09,2.2435072873870158e-05,5.174412153975049e-07,4.24479846915331e-08,9.749593936276718e-18,3.9675097861342725e-12,1.5962501415441291e-07,7.48738912569611e-07,5.1731754836129945e-05,7.833627629567655e-09,6.279239464348058e-11,0.0014036255912826508,1.0825765443369955e-08,5.741295179124567e-09,4.04085619489651e-13,1.6896251648820018e-11,4.454820666824799e-06,3.8731581833682636e-10,7.786463658390342e-12,3.7585792377931264e-13,1.0552155098518196e-14,1.6008043722089402e-12,7.1193022371457e-15,2.1683996769463845e-10,3.714894803808699e-12,3.76,0.0,0.0004614645751553268,0.9981406575231887,3.79612805855531e-06,2.1675067503156145e-08,0.9524105922924985,0.9495101052025359,6.652114865079444e-07,1.766013123748946e-09,0.0017903490393891106,4.4780798336490224e-07,6.308253531164186e-10,2.905081593807382e-13,2.4612127221495328e-11,4.48605178245531e-05,2.846277906979473e-09,8.925558972432157e-07,1.00968796014427e-06,5.552271594443973e-06,1.1503423611376118e-05,2.2420888478628166e-08,2.978955585580265e-08,3.9977179913217245e-11,1.6160669900254194e-11
2.7151907605970293e-06,0.9938859075239768,1.2724572587961227e-06,8.232397006970005e-07,3.410307931258918e-07,5.687785208419648e-06,0.0,0.0,1.2218144207518966e-06,9.200294712012846e-09,2.2544152558544437e-05,5.19916786488537e-07,4.255763375989793e-08,9.824796133991843e-18,3.988847436520136e-12,1.6002076784166692e-07,7.522550732305256e-07,5.1851493695698216e-05,7.878461870525958e-09,6.309142083174879e-11,0.0014069557970409886,1.0852215091030339e-08,5.755598262722919e-09,4.0791736258533065e-13,1.697599804362061e-11,4.474972478973923e-06,3.8831784987372995e-10,7.85914712394854e-12,3.802243100312051e-13,1.0652395658164007e-14,1.6074866835258448e-12,7.151114765922093e-15,2.1741325700627736e-10,3.73311012419189e-12,3.76,0.0,0.00045432918362086407,0.99814046308413,3.8142584839829626e-06,2.1826332297330518e-08,0.9524211203224023,0.949513676351933,6.643965425272174e-07,1.7659456391275988e-09,0.0017903486905581976,4.488593651866836e-07,6.310031560355906e-10,2.9126996840017814e-13,2.467643159042075e-11,4.495141667454001e-05,2.8462835647585607e-09,8.946246508816031e-07,1.0120484887898908e-06,5.568026274693021e-06,1.1563591297414197e-05,2.2470053970428292e-08,2.9857040754156996e-08,4.016843904693677e-11,1.6237966237722046e-11
2.7207379346352444e-06,0.9938874689426117,1.2753590067813746e-06,8.251503474850194e-07,3.4191920731575113e-07,5.713550503938095e-06,0.0,0.0,1.2252148891000753e-06,9.234936219213722e-09,2.265350602003119e-05,5.223984855653339e-07,4.266729116954118e-08,9.900408971995158e-18,4.010250260078146e-12,1.6041663671251194e-07,7.557799022892225e-07,5.197123004852076e-05,7.923441721730042e-09,6.339120776866564e-11,0.0014102860168449772,1.0878664827270725e-08,5.769905442135854e-09,4.1177707753695614e-13,1.70559432054554e-11,4.495171133425353e-06,3.8932047986735127e-10,7.932347861197631e-12,3.8463150688322015e-13,1.075336126350051e-14,1.6141850790809474e-12,7.183000856146124e-15,2.1798692059480766e-10,3.751373070729824e-12,3.76,0.0,0.00044730444246778673,0.9981402684770276,3.832436184147707e-06,2.1978307539897347e-08,0.9524315378490548,0.9495171365705762,6.635942002655948e-07,1.7658790979694174e-09,0.0017903483415649373,4.4991079271406005e-07,6.311809486446815e-10,2.920322828111359e-13,2.474077889325625e-11,4.504226341539978e-05,2.8462889193144127e-09,8.966941219934389e-07,1.0144097656644558e-06,5.583785337939342e-06,1.1623925810672924e-05,2.2519231139319584e-08,2.9924541877073885e-08,4.036017148679143e-11,1.631545387578962e-11
2.7262851086734596e-06,0.9938890141574913,1.2782615762444089e-06,8.270616635206999e-07,3.428082463301047e-07,5.739374886092348e-06,0.0,0.0,1.2286178167284342e-06,9.269618555934508e-09,2.2763133263548622e-05,5.248863144450147e-07,4.277695690552693e-08,9.976433858973284e-18,4.031718319763685e-12,1.6081262157590892e-07,7.593134032822085e-07,5.209096388389279e-05,7.968567288152019e-09,6.369175602216496e-11,0.0014136162502659038,1.0905114649211958e-08,5.784216746637537e-09,4.156649091274085e-13,1.7136087221857396e-11,4.5154166446665936e-06,3.9032371010506526e-10,8.00606844144902e-12,3.8907980374255655e-13,1.0855055561215655e-14,1.6208995783258776e-12,7.214960542759066e-15,2.1856095934583861e-10,3.769683671017684e-12,3.76,0.0,0.00044038863581110575,0.9981400737020543,3.850661190353213e-06,2.2130994971550122e-08,0.95244184658788,0.9495204875748899,6.628042643023065e-07,1.7658134856367974e-09,0.0017903479921745138,4.5096226585809617e-07,6.313587321699641e-10,2.927951111966416e-13,2.4805169225377665e-11,4.513305811525658e-05,2.8462940067000378e-09,8.987643150244312e-07,1.0167717958443434e-06,5.599548795998342e-06,1.168442717796263e-05,2.256842009009982e-08,2.999205936513589e-08,4.055237746009813e-11,1.6393132783338712e-11
2.731832282711675e-06,0.9938905434205016,1.2811649720877934e-06,8.289736519088031e-07,3.4369791126163305e-07,5.765258368564397e-06,0.0,0.0,1.2320232019782824e-06,9.304341648539198e-09,2.2873034294521432e-05,5.273802749568837e-07,4.288663095329946e-08,1.005287220701069e-17,4.0532516787327095e-12,1.6120872324058515e-07,7.628555797606131e-07,5.2210695191358415e-05,8.013838674929868e-09,6.399306616301976e-11,0.001416946496881666,1.0931564554025631e-08,5.7985322054949394e-09,4.195810026116495e-13,1.7216430180709237e-11,4.5357090272786004e-06,3.913275423732556e-10,8.08031144392519e-12,3.9356949143324125e-13,1.0957482209126671e-14,1.6276302007416574e-12,7.246993860845715e-15,2.1913537414603345e-10,3.788041952741235e-12,3.76,0.0,0.00043358007437518584,0.9981398787589677,3.868933533975755e-06,2.2284396333751648e-08,0.9524520482277001,0.9495237310546787,6.62026542247097e-07,1.7657487877191254e-09,0.0017903476425665062,4.520137845315418e-07,6.315365078222065e-10,2.935584485825782e-13,2.486960268784611e-11,4.522380084246109e-05,2.8462988042020804e-09,9.008352344132845e-07,1.0191345843989491e-06,5.615316660921092e-06,1.1745095426222415e-05,2.2617620927370517e-08,3.005959335870676e-08,4.074505702223307e-11,1.6471003102513175e-11
2.73737945674989e-06,0.9938920569796226,1.2840691992185767e-06,8.308863157599316e-07,3.44588203207755e-07,5.791200965148616e-06,0.0,0.0,1.2354310431976e-06,9.339105423795355e-09,2.298320911858362e-05,5.298803689424325e-07,4.299631329867757e-08,1.0129725431605988e-17,4.074850400342834e-12,1.6160494251502208e-07,7.664064352901826e-07,5.233042396060249e-05,8.059255987371015e-09,6.429513876483929e-11,0.001420276756276669,1.0958014538933321e-08,5.812851847967322e-09,4.235255037177447e-13,1.7296972170242537e-11,4.556048295935713e-06,3.9233197845732135e-10,8.155079455776447e-12,3.9810086220027616e-13,1.1060644876202266e-14,1.6343769658389083e-12,7.279100845634296e-15,2.1971016588309336e-10,3.806447943676759e-12,3.76,0.0,0.00042687709508039103,0.9981396836478584,3.8872532464643046e-06,2.2438513368736736e-08,0.952462144431148,0.9495268686735413,6.612608446931636e-07,1.7656849900292528e-09,0.0017903472925866705,4.5306534864881483e-07,6.317142767990667e-10,2.9432230123277035e-13,2.4934079377233586e-11,4.531449166548211e-05,2.84630333949578e-09,9.02906884591729e-07,1.0214981363906839e-06,5.631088944991313e-06,1.180593058252276e-05,2.2666833755538215e-08,3.012714399793241e-08,4.0938210398068653e-11,1.6549064807281907e-11
2.742926630788105e-06,0.9938935550789877,1.2869742625481815e-06,8.327996581904166e-07,3.454791232705706e-07,5.817202689751613e-06,0.0,0.0,1.238841338740999e-06,9.373909808871382e-09,2.309365774158121e-05,5.323865982553367e-07,4.3106003927849056e-08,1.0206994951686661e-17,4.096514548154138e-12,1.6200128020744113e-07,7.699659734512988e-07,5.245015018153855e-05,8.104819330955875e-09,6.459797440406455e-11,0.0014236070280417238,1.0984464601205611e-08,5.8271757033057376e-09,4.2749855864788817e-13,1.7377713279040423e-11,4.576434465405596e-06,3.9333702014168205e-10,8.230375072097723e-12,4.0267420971378983e-13,1.1164547242584779e-14,1.6411398931578584e-12,7.311281532496307e-15,2.2028533544573933e-10,3.824901671690958e-12,3.76,0.0,0.0004202780606366227,0.9981394883685386,3.9056203593406176e-06,2.2593347819514806e-08,0.9524721368350731,0.9495299020692761,6.605069851708572e-07,1.7656220786000296e-09,0.00179034694235951,4.541169581259711e-07,6.318920402835055e-10,2.950866659208185e-13,2.4998599393594378e-11,4.5405130652994476e-05,2.8463075964738286e-09,9.049792699845361e-07,1.0238624568749787e-06,5.646865660722436e-06,1.1866932674068051e-05,2.2716058678815766e-08,3.0194711422741925e-08,4.113183764881512e-11,1.6627318036597273e-11
2.7484738048263203e-06,0.9938950379589451,1.2898801669922976e-06,8.347136823222129e-07,3.463706725568055e-07,5.843263556392095e-06,0.0,0.0,1.2422540869696825e-06,9.408754731333778e-09,2.3204380169574962e-05,5.348989647614585e-07,4.321570282736512e-08,1.0284682189625146e-17,4.118244185930182e-12,1.623977371257917e-07,7.735341978389763e-07,5.2569873844227336e-05,8.150528811341369e-09,6.490157365996504e-11,0.0014269373117739498,1.1010914738161305e-08,5.841503800752533e-09,4.3150031407942985e-13,1.7458653596035765e-11,4.59686755054918e-06,3.94342669209784e-10,8.306200895945405e-12,4.072898290731937e-13,1.1269192999612487e-14,1.6479190022685363e-12,7.343535956946413e-15,2.2086088372369608e-10,3.843403164740886e-12,3.76,0.0,0.0004137813591435729,0.9981392929210405,3.9240349041993115e-06,2.2748901429872568e-08,0.9524820270509422,0.9495328328542828,6.597647801021513e-07,1.7655600396808928e-09,0.0017903465917876286,4.551686128806847e-07,6.320697994454613e-10,2.958515472846531e-13,2.5063162833997927e-11,4.549571787379735e-05,2.846311596843786e-09,9.070523950095477e-07,1.0262275509002897e-06,5.662646820854651e-06,1.1928101728199093e-05,2.2765295801223556e-08,3.026229577284851e-08,4.1325938997275166e-11,1.670576276914038e-11
2.7540209788645355e-06,0.9938965058561157,1.2927869174707794e-06,8.366283912827892e-07,3.4726285217775534e-07,5.869383579200706e-06,0.0,0.0,1.2456692862514055e-06,9.443640119144431e-09,2.3315376408843046e-05,5.37417470338844e-07,4.332540998413489e-08,1.0362788571253962e-17,4.140039377638849e-12,1.6279431407773862e-07,7.771111120628772e-07,5.268959493894211e-05,8.196384534364348e-09,6.520593711463468e-11,0.0014302676070766733,1.1037364947166552e-08,5.855836169540881e-09,4.355309171659067e-13,1.7539793210512424e-11,4.617347566320586e-06,3.953489274441064e-10,8.382559538354228e-12,4.119480168113457e-13,1.1374585849841951e-14,1.654714312770815e-12,7.375864154642304e-15,2.2143681160767483e-10,3.861952450873872e-12,3.76,0.0,0.0004073854036971641,0.9981390973052214,3.942496912707956e-06,2.2905175944376662e-08,0.9524918166652313,0.9495356626159549,6.590340487558184e-07,1.7654988597345106e-09,0.0017903462409497015,4.5622031283222073e-07,6.322475554408979e-10,2.9661694346786437e-13,2.512776979842193e-11,4.558625339687951e-05,2.8463153295314496e-09,9.091262640776955e-07,1.0285934235081018e-06,5.678432438352021e-06,1.1989437772395592e-05,2.2814545226590806e-08,3.0329897187750396e-08,4.152051451045567e-11,1.6784399140709334e-11
2.765115326940966e-06,0.9938993976304753,1.2986029762302243e-06,8.404598762268225e-07,3.490491068913689e-07,5.921801150403471e-06,0.0,0.0,1.252507031477424e-06,9.51353200461304e-09,2.3538190347423605e-05,5.424729062805067e-07,4.354484901881822e-08,1.0520264486336512e-17,4.1838266797550866e-12,1.635878313115636e-07,7.842910245312618e-07,5.29290293863367e-05,8.288535132598155e-09,6.5816958962748e-11,0.0014369282308371804,1.1090265571020464e-08,5.8845138380253e-09,4.436792573072936e-13,1.7702670690796127e-11,4.6584484500288274e-06,3.973632785365663e-10,8.536885763026013e-12,4.213932907570323e-13,1.1587627696399572e-14,1.6683536165000513e-12,7.44074201312085e-15,2.2258980976135833e-10,3.89919451502905e-12,3.76,0.0,0.0003948895051344234,0.9981387055685155,3.979563447710771e-06,2.321989466801199e-08,0.9525111003132019,0.9495410252970135,6.5760629817781e-07,1.7653790236497555e-09,0.0017903455383173335,4.5832384801059773e-07,6.326030624918326e-10,2.9814929062381824e-13,2.525711469233038e-11,4.576716962651496e-05,2.846322038819499e-09,9.13276251952819e-07,1.0333275246023925e-06,5.710017098394318e-06,1.2112610941618337e-05,2.2913081400583782e-08,3.0465151768877945e-08,4.1911088780007325e-11,1.694224686972016e-11
2.776209675017396e-06,0.993902232222271,1.3044224782647518e-06,8.44294138148482e-07,3.5083789639106487e-07,5.974455518638522e-06,0.0,0.0,1.2593545614906425e-06,9.583584896778052e-09,2.376209961199645e-05,5.475529213483461e-07,4.376432093412919e-08,1.0679434173388501e-17,4.227876970368147e-12,1.6438183836409964e-07,7.915057400268652e-07,5.3168453449315175e-05,8.381271976081561e-09,6.643104466150106e-11,0.0014435888962704081,1.1143166452612827e-08,5.913208942423561e-09,4.519447658638447e-13,1.7866346441177377e-11,4.699737238024798e-06,3.993800876598339e-10,8.693374794609468e-12,4.310124326429092e-13,1.1803702627922584e-14,1.6820579617463464e-12,7.505915396051601e-15,2.2374433705162148e-10,3.936628090337561e-12,3.76,0.0,0.0003827781549819563,0.9981383131578462,4.016820219151651e-06,2.3537517962654113e-08,0.952529999985654,0.9495460023261435,6.562223428536118e-07,1.7652624661866817e-09,0.0017903448345082203,4.604275630461997e-07,6.329585704242418e-10,2.9968371450873245e-13,2.5386634867956967e-11,4.5947879896754e-05,2.8463277477996633e-09,9.174292687602002e-07,1.0380648003506298e-06,5.7416197489304406e-06,1.2236452404444606e-05,2.301166802765609e-08,3.060047627785597e-08,4.230356159840664e-11,1.7100861731551222e-11
2.7873040230938265e-06,0.9939050113953982,1.3102454630729897e-06,8.4813120225552e-07,3.5262922972624e-07,6.027346800966615e-06,0.0,0.0,1.266211863465087e-06,9.653798233300864e-09,2.398710426087501e-05,5.526575310052599e-07,4.398382563769993e-08,1.0840309165212385e-17,4.2721907686695365e-12,1.65176341685258e-07,7.987552879547869e-07,5.3407867056185387e-05,8.474595918328843e-09,6.704819896895011e-11,0.0014502496004169998,1.1196067572496911e-08,5.941921716225697e-09,4.603286373113318e-13,1.8030821188563572e-11,4.741214053290066e-06,4.0139936903960776e-10,8.852047810319303e-12,4.4080786675776967e-13,1.2022840670985344e-14,1.6958275063953924e-12,7.571384593830429e-15,2.2490040063807755e-10,3.9742534044199345e-12,3.76,0.0,0.00037103951960881803,0.9981379200727205,4.054267483005289e-06,2.385805981318048e-08,0.9525485275130184,0.9495506055405537,6.548808350605609e-07,1.7651490863965377e-09,0.001790344129478875,4.625314573481877e-07,6.333140880233538e-10,3.012202254048192e-13,2.551633111831098e-11,4.612838476479013e-05,2.8463324938698046e-09,9.215853495411718e-07,1.0428052908345559e-06,5.7732405014476005e-06,1.236096238595467e-05,2.3110305931676143e-08,3.073587182302304e-08,4.269793417958927e-11,1.7260244182254704e-11
2.798398371170257e-06,0.9939077368621951,1.3160719702106854e-06,8.519710938341531e-07,3.5442311601428213e-07,6.080475116225834e-06,0.0,0.0,1.2730789246759843e-06,9.724171457916137e-09,2.4213204356096227e-05,5.577867509089639e-07,4.420336304239681e-08,1.1002901051489006e-17,4.31676859720639e-12,1.6597134771931656e-07,8.060396979550042e-07,5.364727013790697e-05,8.568507816054465e-09,6.766842668798564e-11,0.0014569103404080594,1.1248968911908058e-08,5.970652392733239e-09,4.688320738446511e-13,1.819609566549061e-11,4.7828790202910635e-06,4.0342113688673113e-10,9.012926116664405e-12,4.5078204072815074e-13,1.2245072033842086e-14,1.7096624088214333e-12,7.637149899131615e-15,2.260580076946005e-10,4.012070686333544e-12,3.76,0.0,0.0003596621295395289,0.9981375263125876,4.091905496421023e-06,2.4181534217201245e-08,0.9525666943616632,0.949554846413156,6.535804685493758e-07,1.7650387864370055e-09,0.0017903434232363188,4.6463553034905147e-07,6.336696238776864e-10,3.027588318398412e-13,2.56462042388081e-11,4.6308684790090204e-05,2.8463363051735085e-09,9.257445292289636e-07,1.0475490360251932e-06,5.804879470747336e-06,1.248614111367838e-05,2.3208995933571175e-08,3.087133950937075e-08,4.309420772307137e-11,1.742039471342564e-11
2.8094927192466872e-06,0.9939104102790337,1.3219020392876177e-06,8.558138382458768e-07,3.5621956443888737e-07,6.133840585026939e-06,0.0,0.0,1.2799557324985968e-06,9.794704020348014e-09,2.4440399963499996e-05,5.629405969119188e-07,4.4422933066162315e-08,1.1167221479287387e-17,4.361610981909751e-12,1.6676686290459228e-07,8.133589999025392e-07,5.3886662628001824e-05,8.663008529278264e-09,6.829173266620775e-11,0.0014635711134622946,1.1301870452739545e-08,5.999401205046425e-09,4.774562854124199e-13,1.8362170610126605e-11,4.824732264976894e-06,4.0544540539742997e-10,9.176031150014675e-12,4.609374256567507e-13,1.2470427107172547e-14,1.7235628278908854e-12,7.703211606905672e-15,2.272171654088491e-10,4.050080166570054e-12,3.76,0.0,0.000348634867958054,0.9981371318768909,4.129734517725232e-06,2.4507955185145966e-08,0.9525845116453865,0.9495587360640635,6.523199772348799e-07,1.7649314714741305e-09,0.0017903427157848937,4.667397815039183e-07,6.340251863852599e-10,3.0429954247880815e-13,2.577625502640236e-11,4.648878053430136e-05,2.846339209645634e-09,9.299068426495953e-07,1.0522960757832254e-06,5.8365367748580365e-06,1.2611988817668847e-05,2.3307738851370727e-08,3.10068804385834e-08,4.349238344684379e-11,1.75813138192998e-11
2.8205870673231176e-06,0.993913033252836,1.3277357099647083e-06,8.596594609244574e-07,3.5801858424846586e-07,6.1874433297488764e-06,0.0,0.0,1.2868422744071236e-06,9.865395376230272e-09,2.46686911528038e-05,5.681190850612483e-07,4.4642535631867096e-08,1.1333282153557954e-17,4.4067184521214016e-12,1.6756289367314636e-07,8.207132239076063e-07,5.4126044462478224e-05,8.758098921424975e-09,6.891812179580446e-11,0.0014702319168833433,1.1354772177520157e-08,6.028168386052666e-09,4.862024897507573e-13,1.8529046766276058e-11,4.866773914777168e-06,4.074721887535631e-10,9.341384477154499e-12,4.712765162572074e-13,1.2698936464806302e-14,1.7375289229658087e-12,7.769570014376382e-15,2.2837788098183015e-10,4.08828207705299e-12,3.76,0.0,0.0003379469599569591,0.9981367367650745,4.167754806423569e-06,2.483733674034776e-08,0.9526019901361659,0.9495622852713481,6.510981339715971e-07,1.7648270495906129e-09,0.0017903420071211915,4.688442102899057e-07,6.343807837592807e-10,3.0584236625225876e-13,2.59064842794973e-11,4.666867256117189e-05,2.8463412353726363e-09,9.340723245227723e-07,1.0570464498594225e-06,5.8682125349522945e-06,1.273850573057174e-05,2.340653550024399e-08,3.1142495709069224e-08,4.389246258603029e-11,1.7743001998086343e-11
