Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58)
1.8857785966179896e-20,0.9161336080956385,1.1032858088526621e-23,8.63372197660536e-23,2.9518720346731068e-34,1.6373162618111906e-36,0.0,0.0,8.106981031623942e-19,4.7011358927039405e-34,1.6646340752210027e-45,1.4400578325976493e-45,1.1119196463107997e-41,2.2183884699648066e-56,2.508760510791275e-37,4.270339393730789e-32,4.8889055692973927e-20,9.053549136339107e-32,9.326106933193634e-53,1.019245576865832e-49,1.3287915906123967e-29,6.382536911847582e-47,4.3563320296496797e-20,4.1651654130807104e-50,4.562283711937189e-36,1.7530534407788857e-46,4.084216052120826e-28,2.6221065930124973e-35,2.178687108825632e-53,3.689116971112784e-53,5.248997808778895e-50,1.9147176984926426e-51,9.400422544271237e-42,5.614440891371618e-54,3.76,0.0,0.7212463263587963,0.9999999999998431,3.048648036374566e-46,9.558402431235263e-34,2.619623434694129e-13,2.5209554100692935e-13,9.866802462483064e-15,1.7973370600026368e-29,1.5678856276873337e-13,3.471364541676794e-33,8.671730725041585e-34,1.6967272463685882e-36,3.165080272276852e-48,9.051922928259552e-32,8.309355838010152e-32,6.949459446978649e-31,4.471530087700055e-31,2.1826601775546627e-34,1.391996827755765e-37,2.18302321750587e-21,7.118743001552961e-32,8.045779476816e-51,1.265178348675402e-49,3.5012087214893003e-44,4.056601823748625e-54,2.72698601417322e-35,1.1589001859134475e-42,4.356332029653969e-20,2.2434923487161356e-49,1.5841310250159388e-36,4.888905569297471e-20,1.6557743531310306e-50,2.0036693997973666e-19,4.7983168806137994e-30,4.792338125782666e-37,6.103421960306726e-19,5.245946697446251e-35,4.059462224171651e-34,2.1830236253351812e-21,2.552619085384355e-45
3.7731955760306084e-20,0.9161336080956823,2.207531357324643e-23,1.7274945015751187e-22,1.181518094560988e-33,6.553534995358403e-36,0.0,0.0,1.622100548724858e-18,1.881679508452278e-33,1.3327194401676147e-44,1.1529218834212123e-44,8.902118117830201e-41,1.7760596511209964e-55,1.0041580061680935e-36,1.7092486400527226e-31,9.782058667323144e-20,3.6237790781552774e-31,7.466556227471656e-52,8.16016206445876e-49,5.31862929332844e-29,5.109910385261697e-46,8.716448882946083e-20,3.334664929340829e-49,1.8261024502194068e-35,1.403514213942607e-45,1.634750798245028e-27,1.049526259586548e-34,1.7447166800550903e-52,2.954192333627453e-52,4.202389862578486e-49,1.5333272280186537e-50,7.526053894652181e-41,4.49496653437885e-53,3.76,0.0,0.721246326358534,0.9999999999996863,2.4407721380265705e-45,3.825851964055897e-33,5.241522823717738e-13,5.04410105073154e-13,1.9742177298618082e-14,7.194032235421433e-29,3.137133449571626e-13,1.3894504804055211e-32,3.470952208361214e-33,6.791330785680921e-36,2.5339887225593065e-47,3.6231281706762365e-31,3.325907815726853e-31,2.7815948601503e-30,1.7897773494260343e-30,8.736328890526438e-34,5.571614961844156e-37,4.367943068000705e-21,2.8493523985750617e-31,6.441515759849957e-50,1.0129119615294706e-48,2.8030958619262273e-43,3.2553110500627834e-53,1.0915050793123134e-34,4.6386209259478976e-42,8.716448882963253e-20,1.7961601414122808e-48,6.340652464648754e-36,9.782058667323461e-20,1.3256262648368107e-49,4.009079607022274e-19,1.9205772297015467e-29,1.918184169744799e-36,1.2212146632958835e-18,2.0997458122643433e-34,1.6248428160391358e-33,4.367944700380785e-21,2.0436473699740678e-44
7.548029534855845e-20,0.91613360809577,4.416026038343039e-23,3.4557391096669894e-22,4.7276113819368124e-33,2.6222700194155574e-35,0.0,0.0,3.2449054398480074e-18,7.529169034863999e-33,1.0665806007584809e-43,9.226879040835562e-44,7.124400029490105e-40,1.4213875016639498e-54,4.01794000099549e-36,6.8392209596381025e-31,1.9568364863366952e-19,1.4499836508429873e-30,5.97551423467674e-51,6.530609691529707e-48,2.1281445009212677e-28,4.089481314452264e-45,1.7436682589506895e-19,2.6687454162064915e-48,7.306788409433491e-35,1.1232401671792955e-44,6.54113255430644e-27,4.199474363797455e-34,1.396480486664669e-51,2.364514040155018e-51,3.3631890824106884e-48,1.227283511686818e-49,6.023130436964155e-40,3.597339340974167e-52,3.76,0.0,0.7212463263580097,0.9999999999993724,1.9533595115506136e-44,1.5308391259165015e-32,1.0485321601761144e-12,1.0090392332062338e-12,3.9492926969873567e-14,2.878549960143019e-28,6.275629093061237e-13,5.559611764896735e-32,1.3888329958833035e-32,2.717416927183925e-35,2.0279611096433373e-46,1.4497232027105002e-30,1.3307963457618618e-30,1.1130002635363469e-29,7.161440690453287e-30,3.4956695187259e-33,2.2293717231098795e-36,8.737782772517867e-21,1.1401121047563551e-30,5.155170316067328e-49,8.106374138307298e-48,2.2433286075058304e-42,2.617343597957028e-52,4.367442073077036e-34,1.8560525797326757e-41,1.7436682589575595e-19,1.437474852037164e-47,2.5370868940807496e-35,1.9568364863368208e-19,1.0609038977783784e-48,8.019900021339891e-19,7.684810586400974e-29,7.675235230142717e-36,2.4429595978130674e-18,8.401718295601537e-34,6.50148771979857e-33,8.737789304164463e-21,1.635539002108206e-43
1.5097697452506318e-19,0.9161336080959454,8.833029736677571e-23,6.912228326901548e-22,1.8913524004255043e-32,1.0490806670923722e-34,0.0,0.0,6.4905152220871885e-18,3.012157883983836e-32,8.534265402778973e-43,7.382905131796223e-43,5.7006024687241085e-39,1.137325959759716e-53,1.607437632898172e-35,2.7361337271564387e-30,3.914097725542374e-19,5.800878780002382e-30,4.781319299417964e-50,5.225479981367641e-47,8.513963768501977e-28,3.272206387011514e-44,3.4877150002500543e-19,2.135401808679679e-47,2.9231911532323176e-34,8.987637332231605e-44,2.6168789545379084e-26,1.6800650025135217e-33,1.1174673154659008e-50,1.892075590577899e-50,2.691062252384232e-47,9.820758785908454e-49,4.819419473389296e-39,2.878418036606004e-51,3.76,0.0,0.721246326356961,0.9999999999987447,1.5629843938850505e-43,6.124353326227068e-32,2.0972919157832714e-12,2.0182974894749157e-12,7.899442630832631e-14,1.151607423879026e-27,1.2552620378924558e-12,2.2242067263056064e-31,5.556236337884576e-32,1.0871437193265878e-34,1.6226770070201066e-45,5.799836815028365e-30,5.324051944916395e-30,4.4527257961295776e-29,2.8650426010276975e-29,1.3984954342037025e-32,8.918938587451359e-36,1.7477462195662157e-20,4.561190815356507e-30,4.1249195035420026e-48,6.486330952044922e-47,1.7950037259076963e-41,2.1136448666055344e-51,1.7472612236780896e-33,7.42541891577232e-41,3.4877150002775383e-19,1.1501986240190452e-46,1.0149999628022005e-34,3.9140977255428776e-19,8.488843082576932e-48,1.6041540849446336e-18,3.074424639297141e-28,3.0705938738231114e-35,4.8864494667944835e-18,3.361234406054547e-33,2.6010184392663154e-32,1.7477488326501686e-20,1.3086796972016348e-42
3.019703328780727e-19,0.916133608096296,1.7667094478537602e-22,1.3825206765573946e-21,7.566025365365952e-32,4.196679457347607e-34,0.0,0.0,1.2981734786537087e-17,1.2049612145806375e-31,6.82806071968628e-42,5.906884941316231e-42,4.5609149988974585e-38,9.09947160372385e-53,6.430273833614856e-35,1.0945425658524852e-29,7.828620203941409e-19,2.3205403631632923e-29,3.825418669575041e-49,4.180780918992007e-46,3.405862680306287e-27,2.6180136706477897e-43,6.975808482797591e-19,1.708483654529599e-46,1.1693716259443403e-33,7.190797046169603e-43,1.046836774350656e-25,6.720821386631218e-33,8.940870366413786e-50,1.513846521733655e-49,2.1530542188604258e-46,7.857608496178455e-48,3.8559016670032494e-38,2.302953080818988e-50,3.76,0.0,0.7212463263548634,0.9999999999974892,1.2505062428949237e-42,2.4499407091931105e-31,4.194811426991486e-12,4.036814002022372e-12,1.5799742496899896e-13,4.606804601288297e-27,2.5106602946187587e-12,8.897550998500048e-31,2.222675419274537e-31,4.348928804752551e-34,1.2982648678355278e-44,2.320123540971921e-29,2.129794102281134e-29,1.7812352770136677e-28,1.1461103119226858e-28,5.594437036970986e-32,3.567865803857182e-35,3.4956821098390607e-20,1.8246248159309593e-29,3.3002489366694455e-47,5.189557470516704e-46,1.4361393310762858e-40,1.7220751068356075e-50,6.989613746308988e-33,2.9704093076826243e-40,6.975808482907539e-19,9.202464056008541e-46,4.060330285036068e-34,7.828620203943424e-19,6.791719314767413e-47,3.2084822503544063e-18,1.2298699437476028e-27,1.2283375132784342e-34,9.773429204545504e-18,1.3446031882413954e-32,1.0404920519404514e-31,3.495692563025561e-20,1.0470431665342944e-41
6.039570495840916e-19,0.9161336080969972,3.5335453343021647e-22,2.765116365973185e-21,3.026533322875538e-31,1.678752299970539e-33,0.0,0.0,2.5964173915323035e-17,4.820040987250052e-31,5.462708091827888e-41,4.72573232549843e-41,3.6489052173098263e-37,7.279922871126053e-52,2.5722141973820882e-34,4.378348419624176e-29,1.5657665160690174e-18,9.282539187529181e-29,3.060480277951621e-48,3.3447835176148145e-45,1.3624005088405472e-26,2.0945103667346537e-42,1.3951995447687892e-18,1.3668518100795274e-45,4.6776768397186524e-33,5.752913658104693e-42,4.187517487785387e-25,2.6884494927737255e-32,7.153149057796157e-49,1.2111520951675727e-48,1.7225251470917816e-45,6.286495518690184e-47,3.084867776193152e-37,1.842449934175226e-49,3.76,0.0,0.7212463263506683,0.9999999999949785,1.0004524899613718e-41,9.80016160830942e-31,8.38985044938352e-12,8.073847027157644e-12,3.160034222254125e-13,1.8427968238839112e-26,5.021456806285923e-12,3.559165224027379e-30,8.891063461174484e-31,1.739642314179843e-33,1.038661203917891e-43,9.280871812673462e-29,8.519523066879408e-29,7.1252310342379245e-28,4.584627796557674e-28,2.23786588950795e-31,1.4272044047436488e-34,6.991553912960695e-20,7.298796253457065e-29,2.6403244897069152e-46,4.1518430699934583e-45,1.1489660076317424e-39,1.4273256964894708e-49,2.795959290649419e-32,1.1882120769018567e-39,1.39519954481277e-18,7.362321290243465e-45,1.6241982030980767e-33,1.5657665160698238e-18,5.4336334365667705e-46,6.4171385803278894e-18,4.919679957806231e-27,4.913549989949316e-34,1.954738867920031e-17,5.378631616111771e-32,4.162137565735804e-31,6.99159572740813e-20,8.376742987768983e-41
1.2079304829961295e-18,0.9161336080983994,7.0673088595046355e-22,5.530307751530012e-21,1.2106379806237915e-30,6.715243490807399e-33,0.0,0.0,5.1929052172439516e-17,1.928055621359921e-30,4.370270511853258e-40,3.7806756535526965e-40,2.919193461971979e-36,5.824076534940822e-51,1.0289066119568276e-33,1.751374999639761e-28,3.1315755073990507e-18,3.7130912386140697e-28,2.448442428855122e-47,2.675890329367139e-44,5.449712912076957e-26,1.675648067321311e-41,2.7904369376649414e-18,1.0935074032686627e-44,1.8711088036426342e-32,4.602443152789962e-41,1.675041073193366e-24,1.075410912251919e-31,5.722700357557458e-48,9.689523538913283e-48,1.3780528287161688e-44,5.029372885275292e-46,2.4679527986789756e-36,1.4739949428589628e-48,3.76,0.0,0.7212463263422783,0.9999999999899568,8.003809939252023e-41,3.920144398998282e-30,1.677992849407001e-11,1.6147913077589633e-11,6.320154164785134e-13,7.371337261297379e-26,1.0043049822478484e-11,1.4236950557043695e-29,3.5564977449361426e-30,6.958710877951129e-33,8.309486909260277e-43,3.7124242605060637e-28,3.4078785569632515e-28,2.850150398953448e-27,1.8338884284219396e-27,8.951645802282197e-31,5.708933846305778e-34,1.3983297609507751e-19,2.9195779000526216e-28,2.1123097294813516e-45,3.3215532947340974e-44,9.191946233444289e-39,1.2212498777295636e-48,1.1184064892946135e-31,4.752945047647357e-39,2.790436937840868e-18,5.88999705600331e-44,6.496924992633404e-33,3.1315755074022763e-18,4.3470099963003873e-45,1.2834451236890599e-17,1.9679120201030347e-26,1.9654599858335383e-33,3.9095307625120954e-17,2.151496422824845e-31,1.664888898073014e-30,1.3983464870700343e-19,6.701553455323669e-40
2.415877349820205e-18,0.916133608101204,1.4135202919132846e-21,1.1060690549544652e-20,4.8426013513949194e-30,2.6862028582954185e-32,0.0,0.0,1.0385880868485082e-16,7.712300938866448e-30,3.496258392095953e-39,3.0245765074301325e-39,2.335382483592643e-35,4.659316522450473e-50,4.1156683129607985e-33,7.005571262076867e-28,6.263193489980237e-18,1.4852516205264774e-27,1.958777334832471e-46,2.140737670920222e-43,2.179907341415025e-25,1.3405343648988011e-40,5.580911723129614e-18,8.748163047229279e-44,7.484511349872344e-32,3.682002317179049e-40,6.700232444706407e-24,4.301761296711438e-31,4.578232731563238e-47,7.751753155939061e-47,1.1024553497533865e-43,4.023589660147563e-45,1.9743856689441597e-35,1.1792099635253949e-47,3.76,0.0,0.721246326325498,0.9999999999799136,6.403124011290644e-40,1.5680737108340284e-29,3.3560084583052674e-11,3.229604517909941e-11,1.2640394039458104e-12,2.94856489502207e-25,2.0086235826296534e-11,5.694838160738365e-29,1.422613572086907e-29,2.783512703001836e-32,6.647668494112364e-42,1.4849848148921645e-27,1.3631652868920045e-27,1.1400717559277344e-26,7.335628328839886e-27,3.58069484334246e-30,2.283596831284854e-33,2.796678536381699e-19,1.1678430395933225e-27,1.6898678393046585e-44,2.6572741704272463e-43,7.353644249646939e-38,1.103992550889008e-47,4.473671617290081e-31,1.901197391767757e-38,5.580911723833328e-18,4.712053658100933e-43,2.5987964331134413e-32,6.263193489993138e-18,3.4776493770350495e-44,2.5669076536479013e-17,7.871728152722972e-26,7.861919937952275e-33,7.819114550340644e-17,8.606073268612114e-31,6.659623333099563e-30,2.796745441539261e-19,5.361306389012619e-39
4.8317710834683565e-18,0.9161336081068133,2.8272459075287147e-21,2.2121456253177943e-20,1.9370505267930635e-29,1.0745491185724807e-31,0.0,0.0,2.077183217023869e-16,3.0849360661486795e-29,2.7970240935576256e-38,2.4196757068305575e-38,1.868317069986716e-34,3.727475333576804e-49,1.6462756972505572e-32,2.802242757040393e-27,1.2526429454827088e-17,5.9410368302091784e-27,1.567031398772154e-45,1.7126003013381182e-42,8.71967372737721e-25,1.0724338583876681e-39,1.116186129274843e-17,6.998571964690438e-43,2.993819766368082e-31,2.945625617977977e-39,2.6801066044640866e-23,1.720772381887663e-30,3.6626151634923725e-46,6.2014748342133646e-46,8.819695180516876e-43,3.2189414896056216e-44,1.5795179049756376e-34,9.433735919078114e-47,3.76,0.0,0.7212463262919376,0.9999999999598271,5.1225297148710205e-39,6.272326745610167e-29,6.712039675945673e-11,6.459230938470208e-11,2.5280873747247844e-12,1.179431953803181e-24,4.017260771966433e-11,2.2779468561058113e-28,5.69048325182429e-29,1.113410773448613e-31,5.318166469356496e-41,5.939969508826135e-27,5.452688859432671e-27,4.560310210038635e-26,2.934266250544936e-26,1.4322853004595489e-29,9.134434287587566e-33,5.593376231729603e-19,4.6713959154841484e-27,1.3519022943698772e-43,2.1258319482390718e-42,5.882950293539416e-37,1.0863701715911535e-46,1.789477869888352e-30,7.604828508890265e-38,1.1161861295563302e-17,3.7696653367919835e-42,1.0395238603021628e-31,1.252642945487869e-17,2.7821361827359767e-43,5.1338327081507785e-17,3.1487072737322224e-25,3.1447839855346227e-32,1.5638282120575412e-16,3.4424468420038886e-30,2.663862878779322e-29,5.593643853720472e-19,4.289070557858677e-38
9.663558550764661e-18,0.9161336081180317,5.655284353522593e-21,4.4242988090861e-20,7.748222882976696e-29,4.298707487509139e-31,0.0,0.0,4.154373477083127e-16,1.233977564464408e-28,2.2376271655801596e-37,1.9357465369668525e-37,1.4946580851413246e-33,2.9819891094089696e-48,6.585119525190171e-32,1.1208999528185512e-26,2.5052901383258704e-17,2.3764208799634434e-26,1.2536292100242505e-44,1.370084309426435e-41,3.4878783699950416e-24,8.579496365211895e-39,2.2323760426743936e-17,5.5988741796870595e-42,1.19753095127065e-30,2.3565174339209957e-38,1.0720453640154209e-22,6.883579922980605e-30,2.930103721836879e-45,4.961238517915681e-45,7.055777153509056e-42,2.575234249153617e-43,1.2636180683329057e-33,7.547011497513734e-46,3.76,0.0,0.7212463262248168,0.9999999999196542,4.0980361049607723e-38,2.508937078443186e-28,1.3424102110601972e-10,1.291848378062401e-10,5.0561832996602496e-12,4.717739788164377e-24,8.034535104932674e-11,9.111810641493537e-28,2.2761991055362847e-28,4.4536546531825945e-31,4.254545984632804e-40,2.3759938755902274e-26,2.1810810729805958e-26,1.8241287161167231e-25,1.173709480756121e-25,5.729156396949555e-29,3.653783408918379e-32,1.1186772200369622e-18,1.868563115914859e-26,1.081525045612699e-42,1.7006706000983327e-41,4.7063741738984384e-36,1.1941730999904422e-45,7.157930652814452e-30,3.0419393489207426e-37,2.232376043800346e-17,3.0157412413355836e-41,4.158106013915671e-31,2.505290138346511e-17,2.225715825053727e-42,1.0267682795497318e-16,1.2594861105162978e-24,1.2579168053788327e-31,3.1276617239355624e-16,1.3769822589360147e-29,1.0655478584798138e-28,1.1187842691050913e-18,3.431266619503889e-37
1.9327133485357266e-17,0.9161336081404688,1.1313710104593341e-20,8.848605348789643e-20,3.0992939509882814e-28,1.7198852478025682e-30,0.0,0.0,8.30875399603579e-16,4.935916532894749e-28,1.7901063907774487e-36,1.5485998919841208e-36,1.195728233204173e-32,2.3855948185863727e-47,2.634051150931944e-31,4.4836055077183043e-26,5.01058452350736e-17,9.505696441592102e-26,1.0029054502352377e-43,1.0960690788888106e-40,1.3951531291536198e-23,6.863607342872459e-38,4.464755867376648e-17,4.479105982320946e-41,4.7901298899986986e-30,1.8852326170707023e-37,4.288186875786638e-22,2.753813783466379e-29,2.344087613418821e-44,3.969061837265811e-44,5.644630216107054e-41,2.0603048668530356e-42,1.0108959466685981e-32,6.037618747926142e-45,3.76,0.0,0.721246326090575,0.9999999998393082,3.2784340263030675e-37,1.0035761072026065e-27,2.6848226977416534e-10,2.5836989469064645e-10,1.011237508304126e-11,1.8870982949277527e-23,1.606908358803589e-10,3.644728926734861e-27,9.104808128558005e-28,1.781464313046925e-30,3.403642134539833e-39,9.503987824052554e-26,8.724335244927799e-26,7.296524087283007e-25,4.694843857945087e-25,2.2916659728723783e-28,1.4615155434445436e-31,2.237356644942649e-18,7.474261949420037e-26,8.652213220360223e-42,1.3605384914549812e-40,3.765104885141314e-35,1.4754596693903397e-44,2.8631766776027477e-29,1.216777454229811e-36,4.4647558718804635e-17,2.4125965942313522e-40,1.6632445189659575e-30,5.0105845235899226e-17,1.7805757418329247e-41,2.0535382883553542e-16,5.0379508320205294e-24,5.031673716549395e-31,6.25532873901588e-16,5.507936201739623e-29,4.262196830694699e-28,2.2377848417559736e-18,2.7450173561343345e-36
3.865428335454248e-17,0.9161336081853428,2.2639957043314158e-20,1.7697219116867203e-19,1.2397190540611596e-27,6.882745898089602e-30,0.0,0.0,1.6617515029277704e-15,1.974367867382231e-27,1.432089379172537e-35,1.238881416641652e-35,9.565832820841723e-32,1.9084772577488054e-46,1.0536211234359733e-30,1.7934433395231507e-25,1.0021173291851e-16,3.8022816617581066e-25,8.023259063725903e-43,8.768559220548616e-40,5.580616121686042e-23,5.490890056889314e-37,8.929515508393766e-17,3.583287433905615e-40,1.916053169353368e-29,1.5082125922125913e-36,1.7152758144677045e-21,1.101828864383389e-28,1.8752719443538027e-43,3.1753539793082785e-43,4.51570771364454e-40,1.648426951746343e-41,8.087173449503883e-32,4.830099531836818e-44,3.76,0.0,0.7212463258220916,0.9999999996786164,2.622749612539074e-36,4.0143069787352154e-27,5.369647670105352e-10,5.167400086247809e-10,2.0224758383843582e-11,7.548397819589688e-23,3.213817982292529e-10,1.4578925260965354e-26,3.641925670136539e-27,7.125863274887828e-30,2.7229162034327385e-38,3.8015977360076076e-25,3.489736204235863e-25,2.918611446360062e-24,1.8779387092329544e-24,9.166673720214132e-28,5.846068462322532e-31,4.474716419464726e-18,2.9897066659672947e-25,6.921775742427947e-41,1.0884315893473717e-39,3.0120860791423087e-34,2.0125608058240327e-43,1.145272019793452e-28,4.867114250939019e-36,8.929515526409038e-17,1.9300787356851928e-39,6.652982293513015e-30,1.002117329218125e-16,1.4244623545664667e-40,4.107078271311876e-16,2.015181601121112e-23,2.0126708437848647e-30,1.251066273447362e-15,2.203176011270822e-28,1.704879797900169e-27,4.476429207777617e-18,2.1960154951015597e-35
7.730858309291291e-17,0.916133608275091,4.533003266905199e-20,3.539444940772623e-19,4.9588832764242395e-27,2.755659661727967e-29,0.0,0.0,3.3235037077107897e-15,7.897473971707961e-27,1.1456770551172238e-34,9.911064354780994e-35,7.652668870498648e-31,1.526782352078921e-45,4.214485779003844e-30,7.1737756081358935e-25,2.004235082046093e-16,1.520913682345409e-24,6.418624848492625e-42,7.014850114684564e-39,2.2322472038956304e-22,4.392713850239487e-36,1.785903475687844e-16,2.8666309945334716e-39,7.66421507508185e-29,1.206611122121568e-35,6.861105227837153e-21,4.409738064568108e-28,1.500218295710497e-42,2.5404467477500544e-42,3.6125678167176204e-39,1.3190324986866206e-40,6.469740963091747e-31,3.864082585398778e-43,3.76,0.0,0.7212463252851248,0.9999999993572328,2.0982011819282246e-35,1.605723300097351e-26,1.0739297610835888e-09,1.0334802371543366e-09,4.044952392160953e-11,3.01935996025349e-22,6.427636936743621e-10,5.831572186188506e-26,1.456770813740983e-26,2.8503474098151453e-29,2.178334532371948e-37,1.5206397293180142e-24,1.3958948354773635e-24,1.1674449143395834e-23,7.511757001603416e-24,3.666673854259797e-27,2.3384301856688594e-30,8.949439667351503e-18,1.1958830348637622e-24,5.537422698722367e-40,8.707455765628856e-39,2.409669655915318e-33,2.941557091914798e-42,4.581094500331149e-28,1.9468473909359188e-35,1.7859034828939545e-16,1.5440636044024447e-38,2.6611937536132434e-29,2.0042350821781937e-16,1.1395714335065506e-39,8.214158098606162e-16,8.06072886367998e-23,8.05068655473104e-30,2.5021330586577576e-15,8.812707885234554e-28,6.819521212978657e-27,8.956290822546034e-18,1.7568130177275527e-34
1.5461718256965376e-16,0.9161336084545874,9.086051092954341e-20,7.078892100843594e-19,1.9835580128842246e-26,1.1043123822308593e-28,0.0,0.0,6.64700810981537e-15,3.158990084102803e-26,9.165500170589191e-34,7.928867907568737e-34,6.1221358727144956e-30,1.221426075579551e-44,1.6857945359601172e-29,2.869510674999881e-24,4.0084705845371384e-16,6.083659969607914e-24,5.134925178275327e-41,5.611881351004227e-38,8.92899059967874e-22,3.5141720127882305e-35,3.571807311964954e-16,2.293305195692849e-38,3.0656864863344257e-28,9.653540353191768e-35,2.744442358455903e-20,1.7658324711186183e-27,1.2001749307068219e-41,2.0326176407080171e-41,2.8900552788915443e-38,1.0556907161852438e-39,5.1757934167100475e-30,3.091269102379144e-42,3.76,0.0,0.7212463242111911,0.9999999987144659,1.6785623987783684e-34,6.422894206541393e-26,2.1478597476309526e-09,2.066960696858594e-09,8.089905074178708e-11,1.2077440741382424e-21,1.285527367553887e-09,2.332629427633235e-25,5.827084841885239e-26,1.1401401001536702e-28,1.7426691678356338e-36,6.0825610962021054e-24,5.5835795097152995e-24,4.669780116998251e-23,3.0047030996246633e-23,1.4666723352817028e-26,9.353738688408589e-30,1.7898900958493995e-17,4.783532806303893e-24,4.4299390622072604e-39,6.965965618627317e-38,1.9277359204759663e-32,4.483658554364446e-41,1.832442063285428e-27,7.787399374916558e-35,3.5718073407894014e-16,1.2352511806381125e-37,1.0644776628293004e-28,4.008470585065541e-16,9.116591194074187e-39,1.6428317198720763e-15,3.224291975366482e-22,3.220275630019323e-29,5.0042665735539984e-15,3.525084545324433e-27,2.7278088015733854e-26,1.792630558174832e-17,1.4054506269500823e-33
3.092343815231355e-16,0.9161336088135802,1.825227756132376e-19,1.4157790828723041e-18,7.93426777840392e-26,4.433636622707171e-28,0.0,0.0,1.329401688417871e-14,1.263596128712045e-25,7.332532064366641e-33,6.343118839682733e-33,4.897708577954325e-29,9.77140898933294e-44,6.743178331010129e-29,1.147804341738502e-23,8.016941576595467e-16,2.4334675998412107e-23,4.107979479299577e-40,4.489505846861805e-37,3.571596815613595e-21,2.811338320397673e-34,7.143614930839872e-16,1.8346442863445507e-37,1.2262746672084682e-27,7.7238723253835e-34,1.097776895508767e-19,7.07882616376524e-27,9.601400590966578e-41,1.6265099163611726e-40,2.3120452208345387e-37,8.452958073825179e-39,4.140634615608388e-29,2.4730195057156043e-41,3.76,0.0,0.7212463220633236,0.9999999974289323,1.342851870680595e-33,2.569157875003224e-25,4.295719714330705e-09,4.133921626847693e-09,1.6179808736072833e-10,4.830975865053203e-21,2.5710542472703328e-09,9.330519911226706e-25,2.330834650576925e-25,4.560568403111307e-28,1.394137413582762e-35,2.4330256015465449e-23,2.2334314056392338e-23,1.867911969166283e-22,1.2018811924857081e-22,5.866710291022733e-26,3.74150893992405e-29,3.579788272224225e-17,1.9134131998073732e-23,3.543951709165066e-38,5.5727725546060365e-37,1.5421886206031982e-31,6.99558576726489e-40,7.329800610814201e-27,3.1149668562470696e-34,7.143615046137673e-16,9.882011445959302e-37,4.257910927224208e-28,8.016941578709081e-16,7.293302488232882e-38,3.28566331810626e-15,1.2897168265699035e-21,1.2881107513999288e-28,1.000853338124872e-14,1.410034594935886e-26,1.0911235135908032e-25,3.590750120893409e-17,1.1243605292425276e-32
4.638515804766172e-16,0.9161336091725728,2.7478634858629166e-19,2.1236693964481275e-18,1.6860371337962202e-25,9.445546073796805e-28,0.0,0.0,1.9941025628696232e-14,2.685141828032071e-25,2.09666947140542e-32,1.8137395160015085e-32,1.4004384853178802e-28,2.79401223869468e-43,1.4329253775345903e-28,2.439084254388439e-23,1.2025412555730037e-15,5.171123878903943e-23,1.1746321431067777e-39,1.283718166466819e-36,7.589643839568084e-21,8.038671439838249e-34,1.0715422496035493e-15,5.245936062961493e-37,2.605833691947455e-27,2.2100231209018224e-33,2.3327757590301864e-19,1.5065265282326548e-26,2.8504158933133643e-40,4.807140398072889e-40,6.611005766469528e-37,2.510530180067426e-38,1.1839626560196483e-28,7.071296969443133e-41,3.76,0.0,0.7212463199154562,0.9999999961433992,3.839720177811275e-33,5.459460593130357e-25,6.443579674635482e-09,6.200882567417368e-09,2.426971069582592e-10,1.0265822755530674e-20,3.856580658944345e-09,1.9827357726872463e-24,4.95302465675195e-25,9.691219304525835e-28,3.9863649651106435e-35,5.170181035688383e-23,4.7460410130320496e-23,3.969312695225162e-22,2.5539973838761522e-22,1.2466790039735702e-25,7.950727808877872e-29,5.369692366744122e-17,4.066003033669717e-23,1.0133487372553397e-37,1.5934646148955107e-36,4.4096952661220766e-31,2.6485652200711774e-39,1.55758740319777e-26,6.619314797550848e-34,1.0715422741043321e-15,2.826142066157101e-36,9.048060838735522e-28,1.2025412560221464e-15,2.085433530494106e-37,4.9284946945525625e-15,2.7406482234751223e-21,2.737236081199363e-28,1.501279996684612e-14,2.99632471705527e-26,2.318637382533935e-25,5.3929862935020467e-17,3.2149683391001635e-32
