Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311)
1.532864078429394e-05,0.8201817416607424,3.2194303888254415e-05,6.515974866549499e-06,6.778158118332192e-06,0.0008134007985529729,0.0,0.0,0.0001291274634527981,2.0192275955481115e-06,0.0006327551977389366,2.710545132649366e-05,3.1056491756121025e-08,1.2399681390937848e-15,1.8394756254010577e-11,4.8100800187676115e-08,6.660469724065837e-05,4.6418802809718336e-05,2.3381259633784322e-08,8.049098599831539e-10,0.00017192079662725922,1.4100956710028846e-10,1.3678037108256511e-09,1.2069441858613809e-08,2.5895974258843395e-09,0.0003613697224172743,1.304959030031986e-08,1.4344779728479712e-06,4.960089225882129e-08,2.41952038711504e-10,2.9389746396692247e-10,4.48553475519166e-11,1.0117788784684561e-08,4.3814325807358414e-09,3.76,0.0,0.14069908938720743,0.9983315100116363,0.000473343346776676,4.482101362811345e-05,0.7802709389183492,0.7783112423182067,1.076481686050552e-06,4.401811180114499e-11,0.0005912621912806832,2.989260499881285e-06,3.1239851318288683e-10,2.607024320676093e-11,6.926628744039818e-10,0.0002163902797661134,5.651728524717628e-10,3.977527498657506e-06,4.497107597092187e-06,7.469596117829618e-05,0.0004663789490208892,3.1208655873688213e-06,3.5931189162629376e-06,2.776344008826951e-13,6.323922629649534e-14,1.836158090062505e-09,1.2610657607655841e-10,1.56421624930079e-05,2.8005762360288797e-07,4.340419708762085e-06,1.3437052712748592e-08,1.4488014943392657e-12,6.856153196186309e-09,6.944245313059662e-08,8.761633814495427e-08,0.0009957482071681273,2.1308425474645008e-05,2.584989746500132e-06,3.6061708369599133e-09,2.165999475807857e-08,1.960563418677033e-09,1.9385429560112237e-06,4.090514701665873e-12,6.484290335755172e-08,1.4279126612185857e-10,3.400695794098255e-05,1.6271301889471407e-07,1.7963442254968963e-15,2.959716550305133e-16,5.2594538547113224e-11,1.5808402990531665e-08,3.0990198868009015e-08,7.541502061017704e-15,3.645595294478642e-07,7.808069842162193e-15,1.3925795437023063e-12,4.59225041065371e-06,7.664834311885464e-13,3.1646044111383135e-14,1.0812133112569476e-10,1.5095437358012866e-08,1.0458565156135969e-07,3.88705145701372e-09,1.472479774981423e-14
1.540505634212679e-05,0.8203495924174773,3.217241070010026e-05,6.529445199433315e-06,6.811750590508752e-06,0.0008178596354026533,0.0,0.0,0.00012972292296229026,2.0350007389518985e-06,0.0006404508748996815,2.74024714104013e-05,3.129876069613442e-08,1.2435826320885884e-15,1.845857857348986e-11,4.82845631956986e-08,6.73282536966974e-05,4.679688642821471e-05,2.3679139880881662e-08,8.128824958809657e-10,0.00017328029332940929,1.4215841846835665e-10,1.37399540435442e-09,1.2320842984884754e-08,2.6251741294689256e-09,0.00036536391273441594,1.3060849399856652e-08,1.4507261474579715e-06,5.095497364351413e-08,2.4713232814901675e-10,2.983646196777731e-10,4.501562676235789e-11,1.0165132231417552e-08,4.399686686726574e-09,3.76,0.0,0.13938511864423703,0.9983210169762661,0.0004772338206027679,4.515946649783513e-05,0.7815863285971988,0.7796062348551196,1.0667752137343887e-06,4.3914635573429525e-11,0.0005912559764480797,3.0200284158206167e-06,3.135407079419424e-10,2.617301781779634e-11,6.970784182690245e-10,0.00021917173050692713,5.659914750329314e-10,3.9938005558472695e-06,4.512861997182646e-06,7.499310452933165e-05,0.0004711825910651306,3.1233457351995404e-06,3.595988215976424e-06,2.7863740773079913e-13,6.346738259160704e-14,1.8427958808039709e-09,1.2747553204327415e-10,1.5697418336226787e-05,2.828893730295833e-07,4.43637705245935e-06,1.3580367551189999e-08,1.4539619423924317e-12,6.878901015550234e-09,7.010254673336904e-08,8.713146263461644e-08,0.0010001579570451853,2.158650470875286e-05,2.5676641056155237e-06,3.5812315058388584e-09,2.1858048406338177e-08,1.9784952462309688e-09,1.9626972326169983e-06,4.142022059111686e-12,6.546316014493292e-08,1.4412771790635877e-10,3.411519963145198e-05,1.6517779046936555e-07,1.8131496894919775e-15,2.987397845015472e-16,5.333519982160888e-11,1.5888146556889415e-08,3.0814950466837165e-08,7.647190258510363e-15,3.684522183532557e-07,7.88348425742811e-15,1.3992198824768075e-12,4.614524498205255e-06,7.736022454775345e-13,3.2043613297434155e-14,1.096673513101351e-10,1.5320298058367197e-08,1.0627174988872917e-07,3.9817530899632076e-09,1.495897068774879e-14
1.5473830344176357e-05,0.8204993321108045,3.215282870213715e-05,6.541588020438782e-06,6.842063510283565e-06,0.0008218593212064177,0.0,0.0,0.00013025495488939035,2.049157217309329e-06,0.000647407536926097,2.7670710456873996e-05,3.151763930745285e-08,1.2468335205981247e-15,1.8515980200825527e-11,4.844975782673646e-08,6.798307420047366e-05,4.713814071653838e-05,2.394894524819799e-08,8.200921556689584e-10,0.00017450602989391728,1.431945033857471e-10,1.3795745452194292e-09,1.2550392866025655e-08,2.6574205070866994e-09,0.00036897166914631784,1.3070950051816479e-08,1.465418534269861e-06,5.219856694823618e-08,2.518669818811904e-10,3.024229767391391e-10,4.5159696001571935e-11,1.0207818332547676e-08,4.4160839388718e-09,3.76,0.0,0.13821303025332043,0.9983115433907822,0.0004807419179151812,4.5464685765188894e-05,0.7827597416229337,0.7807612246134584,1.058116852348149e-06,4.382232683940313e-11,0.0005912503654213954,3.0477192535283105e-06,3.1456733250957724e-10,2.6265582344181632e-11,7.01060362430181e-10,0.0002216904405254627,5.66721206606771e-10,4.0084466101833605e-06,4.52702610254951e-06,7.525968354949231e-05,0.00047551080779272014,3.125545427789888e-06,3.5985330986455182e-06,2.795390234614074e-13,6.367248245859261e-14,1.8487631320682884e-09,1.287119392170609e-10,1.5746999308429955e-05,2.854403483854665e-07,4.523868842187321e-06,1.3710051417006062e-08,1.458600415522429e-12,6.8993109385815e-09,7.070315134018425e-08,8.669764926260405e-08,0.001004101247342796,2.183785786038248e-05,2.5521823848980865e-06,3.558956149144304e-09,2.2036817340753452e-08,1.9946793785549185e-09,1.9845651352457406e-06,4.188655477935835e-12,6.602272084928579e-08,1.4533318470886205e-10,3.421196034168561e-05,1.6741325843009273e-07,1.828308098693325e-15,3.0123662198841114e-16,5.400699036057808e-11,1.5960053044422996e-08,3.065820854066567e-08,7.743081784080788e-15,3.719655556137801e-07,7.951529402275153e-15,1.4051882252865787e-12,4.634468617849967e-06,7.80079724446765e-13,3.24030398286862e-14,1.1106706187950461e-10,1.552363016727672e-08,1.0780834579053612e-07,4.068488302618669e-09,1.5172353329449603e-14
1.5542604346225924e-05,0.8206478265736589,3.213337276608654e-05,6.553751330031564e-06,6.8724525016840225e-06,0.0008258465581971313,0.0,0.0,0.00013078333087505295,2.063275781934435e-06,0.000654393119622351,2.7939821145043696e-05,3.173731983611841e-08,1.2500837657565534e-15,1.8573359209232516e-11,4.8614787849589985e-08,6.86413389457889e-05,4.748032259740948e-05,2.4220386194630422e-08,8.273345867734043e-10,0.0001757338242166639,1.4423258181814794e-10,1.3851605133090029e-09,1.2783091510134025e-08,2.689882778584087e-09,0.0003725917183570302,1.3081020432036467e-08,1.480176393042665e-06,5.34661322868383e-08,2.566710425601463e-10,3.0651750007664994e-10,4.530360916210093e-11,1.0250578176050132e-08,4.4324517063075645e-09,3.76,0.0,0.13705078878979976,0.9983020414838045,0.00048425637446118913,4.577048014276955e-05,0.7839233526487122,0.7819063500172078,1.049531238363888e-06,4.373078804835478e-11,0.0005912447376245823,3.0754079592311845e-06,3.1559278356290877e-10,2.6358217081518803e-11,7.050498989078431e-10,0.00022422372452260083,5.674443418422151e-10,4.023094095435311e-06,4.541177735805946e-06,7.552549905136679e-05,0.0004798436221432348,3.127715878484489e-06,3.6010441861617036e-06,2.8043970932254734e-13,6.387737744543843e-14,1.8547246486010564e-09,1.2995246176296138e-10,1.5796447481968664e-05,2.87993555229409e-07,4.61243656929871e-06,1.3840402003487464e-08,1.4632337919264183e-12,6.919664896178097e-09,7.130999406410664e-08,8.626627667305955e-08,0.0010080205613417546,2.209022820016036e-05,2.536805813172829e-06,3.536841157116486e-09,2.2216085012017954e-08,2.0109071194024923e-09,2.0065556406218094e-06,4.23555183173524e-12,6.658356314907366e-08,1.4654122241659663e-10,3.430810391001568e-05,1.6966498955441683e-07,1.843498873904668e-15,3.0373879473250284e-16,5.4683748721896564e-11,1.6032094554916405e-08,3.050239605084099e-08,7.839709146997933e-15,3.7548815366156514e-07,8.019740482532197e-15,1.4111496108838467e-12,4.654316208367611e-06,7.866246882068496e-13,3.276399117927355e-14,1.1247461848027612e-10,1.5727854565147318e-08,1.0936324143993963e-07,4.156665568631867e-09,1.5388251868820548e-14
1.561137834827549e-05,0.8207950862939458,3.211405259969928e-05,6.5659369630373224e-06,6.902918068833472e-06,0.0008298214625001264,0.0,0.0,0.00013130807174833162,2.077355838268229e-06,0.000661407603351404,2.820980274323216e-05,3.195781123813342e-08,1.2533346680239767e-15,1.8630728470705145e-11,4.877966941359425e-08,6.93030623692811e-05,4.782343220187248e-05,2.4493474907917373e-08,8.346100629168197e-10,0.00017696366049051396,1.4527264070418832e-10,1.3907538324471935e-09,1.3018971022888572e-08,2.7225614422213695e-09,0.00037622405301030126,1.3091061058797701e-08,1.494999802078819e-06,5.475802442576672e-08,2.615453120012627e-10,3.106484263950399e-10,4.544738154149059e-11,1.0293412478396348e-08,4.44879028506074e-09,3.76,0.0,0.13589831156799065,0.9982925112155822,0.00048777722860280753,4.6076845507535334e-05,0.7850772442076479,0.7830416936137646,1.0410177606698926e-06,4.364001272170753e-11,0.0005912390930340761,3.103092763864839e-06,3.166171596456964e-10,2.6450927907375946e-11,7.090470778710455e-10,0.00022677156355597393,5.681609403613738e-10,4.037744070844484e-06,4.555318384298016e-06,7.579059018916493e-05,0.0004841809592149029,3.129858474913846e-06,3.6035230780570968e-06,2.8133956125605995e-13,6.408208914816778e-14,1.8606810522518693e-09,1.311970975179468e-10,1.5845770933965868e-05,2.905489541643653e-07,4.702085304309955e-06,1.397142226103844e-08,1.4678625572088522e-12,6.939966466972862e-09,7.192313441107834e-08,8.583734497399834e-08,0.0010119160595237794,2.2343608435223905e-05,2.5215340201706607e-06,3.514885782869693e-09,2.2395856582125145e-08,2.0271789537245198e-09,2.028669084727699e-06,4.282711816729506e-12,6.714570796030221e-08,1.4775187926819435e-10,3.440363523096339e-05,1.7193297774774986e-07,1.858722621040733e-15,3.0624640246588724e-16,5.536551945400496e-11,1.6104275619226518e-08,3.034751219342333e-08,7.937076571305306e-15,3.7901988356126353e-07,8.088120237248372e-15,1.4171045860682387e-12,4.67406787936297e-06,7.932377733191192e-13,3.3126463161432463e-14,1.1389001206613366e-10,1.593295701574432e-08,1.1093662859291348e-07,4.24630185228534e-09,1.5606692608508005e-14
1.5680152350325056e-05,0.820941121669135,3.209487742563408e-05,6.578146670709792e-06,6.933460672126216e-06,0.0008337841503311265,0.0,0.0,0.00013182919851689422,2.091396807995371e-06,0.0006684509716841834,2.848065460879472e-05,3.217912237906484e-08,1.2565874828823877e-15,1.8688100430332446e-11,4.894441811177558e-08,6.996825882061847e-05,4.816746970474278e-05,2.476822360715654e-08,8.419188536532747e-10,0.00017819552304160408,1.4631466709125097e-10,1.396355012289354e-09,1.3258063792829826e-08,2.755456997629241e-09,0.000379868666901191,1.310107243589413e-08,1.509888844989478e-06,5.607460224718598e-08,2.664905991747899e-10,3.1481599282897396e-10,4.5591027900653204e-11,1.0336321907999856e-08,4.4650999741954955e-09,3.76,0.0,0.13475551659581794,0.9982829525444479,0.0004913045189765081,4.6383777833504366e-05,0.7862214981411242,0.7841673372543059,1.0325758132847163e-06,4.3549994435141926e-11,0.0005912334316251773,3.1307719225836224e-06,3.1764055572615135e-10,2.6543720438902955e-11,7.13051945094557e-10,0.0002293339386611375,5.688710612003071e-10,4.052397554011252e-06,4.569449481345238e-06,7.605499506117041e-05,0.0004885227474244127,3.131974557427493e-06,3.605971319362556e-06,2.822386718531939e-13,6.428663840763539e-14,1.8666329433115622e-09,1.324458446870899e-10,1.5894977506136308e-05,2.9310650776090446e-07,4.792820135509606e-06,1.4103115121367472e-08,1.4724871792933332e-12,6.960219122874437e-09,7.254263262107009e-08,8.541085198766988e-08,0.0010157879017824779,2.2597991414096354e-05,2.5063666020932427e-06,3.493089236812463e-09,2.257613708544619e-08,2.0434953549122977e-09,2.05090581002458e-06,4.3301361437124125e-12,6.77091759153198e-08,1.4896520282284617e-10,3.44985591752131e-05,1.742172171039499e-07,1.8739799374538096e-15,3.0875954350777074e-16,5.6052347396452094e-11,1.6176601860328822e-08,3.0193555879330624e-08,8.035188329661255e-15,3.825606171223511e-07,8.1566713944919e-15,1.4230536801217202e-12,4.693724240219641e-06,7.999196242933135e-13,3.349045171610035e-14,1.1531323409241168e-10,1.613892331617324e-08,1.1252869980243836e-07,4.337414247683214e-09,1.5827701956400933e-14
1.5748926352374622e-05,0.8210859430110543,3.207585599876818e-05,6.590382123268417e-06,6.964080729966222e-06,0.0008377347379380556,0.0,0.0,0.0001323467323520058,2.105398128836792e-06,0.0006755232113096951,2.8752376184991176e-05,3.2401262032502736e-08,1.2598434224654747e-15,1.874548711921055e-11,4.910904899543073e-08,7.063694255737795e-05,4.851243532424311e-05,2.5044644537609144e-08,8.492612246265327e-10,0.00017942939632827908,1.4735864813523655e-10,1.4019645480547092e-09,1.3500402491790022e-08,2.788569945397372e-09,0.00038352555493572797,1.3111055053086774e-08,1.524843610598324e-06,5.74162287843553e-08,2.7150772019591075e-10,3.1902043692467297e-10,4.573456247775275e-11,1.0379307086747655e-08,4.481381075700668e-09,3.76,0.0,0.13362232256904374,0.9982733654269057,0.0004948382844684493,4.669127319060699e-05,0.7873561956045728,0.7852833620997303,1.0242047953143964e-06,4.346072681814961e-11,0.0005912277533721028,3.158443714705206e-06,3.1866306328649357e-10,2.6636600041214855e-11,7.170645422469371e-10,0.0002319108308539139,5.695747628161103e-10,4.06705552201855e-06,4.583572409185173e-06,7.631875072033842e-05,0.0004928689184054247,3.1340654203938743e-06,3.608390402137247e-06,2.8313713044493774e-13,6.449104533062603e-14,1.8725809008630025e-09,1.3369870183087913e-10,1.5944074808164653e-05,2.956661804944613e-07,4.884646169663161e-06,1.42354834964696e-08,1.4771081092839618e-12,6.9804262308491894e-09,7.316854967028943e-08,8.498679477173173e-08,0.00101963624737302,2.285337012654485e-05,2.491303123659947e-06,3.4714506880531423e-09,2.2756931431116273e-08,2.0598567846939953e-09,2.0732661653068856e-06,4.377825537730553e-12,6.827398734986505e-08,1.5018123993311995e-10,3.459288058877095e-05,1.7651770191619633e-07,1.8892714115894153e-15,3.11278314707808e-16,5.674427766706096e-11,1.6249078708429936e-08,3.0040525582841454e-08,8.13404874332391e-15,3.8611022690493647e-07,8.225396671839555e-15,1.4289974050643733e-12,4.713285899876327e-06,8.066708936154631e-13,3.3855952909794005e-14,1.1674427650356012e-10,1.6345739299619544e-08,1.1413964840762268e-07,4.43001997921297e-09,1.6051306424100947e-14
1.581770035442419e-05,0.8212295605453203,3.2056996623850036e-05,6.6026449126984206e-06,6.994778620481404e-06,0.0008416733415450618,0.0,0.0,0.0001328606945739899,2.119359254341378e-06,0.0006826243119460542,2.902496699792564e-05,3.262423887899254e-08,1.2631036566829814e-15,1.8802900165697088e-11,4.927357658681211e-08,7.13091277401124e-05,4.885832932163935e-05,2.5322749965766916e-08,8.566374375445098e-10,0.00018066526494003719,1.484045711003009e-10,1.4075829209089507e-09,1.3746020075310165e-08,2.8219007867532945e-09,0.0003871947130914376,1.31210093865537e-08,1.539864192847317e-06,5.878327125694309e-08,2.7659749831194614e-10,3.232619966215852e-10,4.587799901157619e-11,1.0422368591534393e-08,4.497633894381569e-09,3.76,0.0,0.13249864886552631,0.9982637498177127,0.000498378564190617,4.699932774355042e-05,0.7884814170732195,0.7863898486265609,1.0159041109099058e-06,4.3372203553588525e-11,0.0005912220582480354,3.186106443648093e-06,3.1968477041701724e-10,2.6729571835675424e-11,7.210849070477553e-10,0.00023450222113268314,5.702721030933527e-10,4.081718912682576e-06,4.597688500694581e-06,7.658189318565934e-05,0.0004972194069083664,3.1361323135421817e-06,3.6107817669947097e-06,2.8403502318119753e-13,6.469532930469975e-14,1.878525483253263e-09,1.3495566785228852e-10,1.599307022148368e-05,2.9822793868331395e-07,4.977568532680159e-06,1.4368530277647463e-08,1.4817257819554548e-12,7.000591054598225e-09,7.380094727334494e-08,8.456516976985134e-08,0.001023461254865042,2.310973770338863e-05,2.476343120346614e-06,3.4499692680461726e-09,2.293824440385575e-08,2.0762636931885667e-09,2.0957505055616725e-06,4.425780737767085e-12,6.88401622916023e-08,1.5140003672040145e-10,3.4686604292160236e-05,1.7883442668756722e-07,1.90459762268009e-15,3.1380281139625987e-16,5.744135564911716e-11,1.6321711060800054e-08,2.9888419390306946e-08,8.233662182285922e-15,3.896685862252763e-07,8.29429877863847e-15,1.4349362558897948e-12,4.7327534665752084e-06,8.134922417722865e-13,3.422296293153646e-14,1.181831317207248e-10,1.6553390838002165e-08,1.157696685217967e-07,4.524136401997998e-09,1.6277532625295867e-14
1.5886474356473755e-05,0.8213719844120805,3.203830717276554e-05,6.614936555591897e-06,7.025554683196731e-06,0.0008456000772997835,0.0,0.0,0.00013337110663837694,2.133279653677063e-06,0.0006897542662529463,2.9298426653584078e-05,3.284806150523013e-08,1.266369314378317e-15,1.886035080624238e-11,4.9438014894631256e-08,7.198482842768986e-05,4.920515200087692e-05,2.5602552174791817e-08,8.640477501143228e-10,0.00018190311359648725,1.494524233585704e-10,1.4132105985387827e-09,1.3994949783034876e-08,2.855450023304235e-09,0.00039087613837916166,1.31309358993308e-08,1.5549506907048172e-06,6.017610110612602e-08,2.817607638892936e-10,3.27540910232218e-10,4.602135075450597e-11,1.046550695578714e-08,4.513858737757952e-09,3.76,0.0,0.1313844155395437,0.9982541056699594,0.0005019253974582915,4.730793775069323e-05,0.7895972423477637,0.7874868766327788,1.0076731692251116e-06,4.328441837724308e-11,0.0005912163462251702,3.2137584368610548e-06,3.2070576191991087e-10,2.682264070794593e-11,7.251130734031124e-10,0.00023710809048058996,5.709631393503635e-10,4.09638862580352e-06,4.611799040406405e-06,7.684445745454794e-05,0.0005015741507021606,3.138176443373698e-06,3.6131468047222025e-06,2.849324331142623e-13,6.489950901912283e-14,1.884467228728173e-09,1.3621674198423431e-10,1.604197090332876e-05,3.007917504276807e-07,5.071592370233664e-06,1.4502258334579886e-08,1.4863406162319694e-12,7.0207167564819704e-09,7.443988788533775e-08,8.414597239000924e-08,0.0010272630820993933,2.336708741623905e-05,2.4614861005076968e-06,3.4286440738325135e-09,2.3120080664233023e-08,2.0927165190162457e-09,2.1183591918329584e-06,4.47400249643408e-12,6.940772045018885e-08,1.5262163855394832e-10,3.477973507968e-05,1.811673861412136e-07,1.9199591404853967e-15,3.163331273413794e-16,5.814362697948315e-11,1.639450374885916e-08,2.973723508486045e-08,8.334033065564559e-15,3.932355691609202e-07,8.363380414145386e-15,1.4408707108151144e-12,4.752127547623136e-06,8.20384337268629e-13,3.459147808992577e-14,1.1962979262951799e-10,1.6761863844515583e-08,1.1741895502136452e-07,4.61978100233825e-09,1.6506407274260596e-14
1.595524835852332e-05,0.8215132246667148,3.201979510118087e-05,6.627258495837085e-06,7.056409220667864e-06,0.0008495150612237956,0.0,0.0,0.00013387799012271693,2.1471588114210437e-06,0.0006969130697454267,2.9572754834968864e-05,3.307273840341328e-08,1.2696414846544738e-15,1.8917849896950625e-11,4.960237742978583e-08,7.266405857290174e-05,4.9552903708217765e-05,2.5884063460319144e-08,8.714924160777535e-10,0.00018314292714631698,1.5050219238985192e-10,1.4188480355345137e-09,1.42472251390861e-08,2.889218156760456e-09,0.0003945698288061178,1.3140835041747086e-08,1.5701032080759878e-06,6.159509402954119e-08,2.8699835440105357e-10,3.3185741642356444e-10,4.616463048626047e-11,1.0508722670976257e-08,4.530055915967909e-09,3.76,0.0,0.13027954331617236,0.9982444329351468,0.0005054788237687929,4.7617099562926434e-05,0.7907037505599974,0.7885745252435914,9.99511384375135e-07,4.319736507738832e-11,0.0005912106172747619,3.2413980457447906e-06,3.2172611940995425e-10,2.6915811316000993e-11,7.291490715497932e-10,0.00023972841986767267,5.7164792834545e-10,4.111065524345755e-06,4.625905265852201e-06,7.710647751622596e-05,0.0005059330904777724,3.1401989745138368e-06,3.6154868578472125e-06,2.858294402936065e-13,6.510360248679454e-14,1.890406656056448e-09,1.3748192377749568e-10,1.6090783790885104e-05,3.0335758555004113e-07,5.1667228483353275e-06,1.4636670514444094e-08,1.490953015659759e-12,7.040806399507987e-09,7.508543470388834e-08,8.372919709654077e-08,0.00103104188614811,2.3625412677171805e-05,2.4467315473724984e-06,3.4074741706306845e-09,2.3302444749533584e-08,2.1092156893834067e-09,2.1410925910895357e-06,4.522491579673324e-12,6.997668120852544e-08,1.5384609003279678e-10,3.48722777187305e-05,1.835165752301662e-07,1.9353565250658736e-15,3.1886935471235293e-16,5.885113753781856e-11,1.6467461617859358e-08,2.9586970158573957e-08,8.435165861414455e-15,3.9681105055550736e-07,8.432644266471326e-15,1.4468012315456467e-12,4.771408749182439e-06,8.273478566461074e-13,3.4961494810280845e-14,1.210842525679751e-10,1.6971144276068806e-08,1.1908770353576734e-07,4.716971398140213e-09,1.6737957184509544e-14
1.6092796362622454e-05,0.8217921941437581,3.1983330969243814e-05,6.65199870092416e-06,7.1183547579629e-06,0.0008573102366628711,0.0,0.0,0.0001348812581708409,2.174791415765876e-06,0.0007113172199362998,3.012401586968419e-05,3.352468851197054e-08,1.276209531747171e-15,1.9033035052221798e-11,4.993092685860355e-08,7.40331624841106e-05,5.0251195800877245e-05,2.6452262477115436e-08,8.864858041036737e-10,0.000185628388957945,1.526074312268923e-10,1.4301539434745668e-09,1.4761948318008794e-08,2.9574131193392637e-09,0.00040199400180062115,1.3160552957271594e-08,1.6006067409672873e-06,6.451309345596241e-08,2.976998955400282e-10,3.406041629378227e-10,4.6451022792736476e-11,1.0595387922641614e-08,4.562368529803857e-09,3.76,0.0,0.12809756838620323,0.9982250015029888,0.0005126056142568884,4.823706445977985e-05,0.7928891290255172,0.7907219974624594,9.833929661106586e-07,4.302542951918981e-11,0.000591199108471974,3.296633635171617e-06,3.2376524367764904e-10,2.7102475298449262e-11,7.372446670001448e-10,0.0002450123825906656,5.729989888276436e-10,4.140444154886069e-06,4.6541095010466034e-06,7.762901605250207e-05,0.0005146633345818644,3.1441837010091733e-06,3.6200971519564707e-06,2.876225523347728e-13,6.551159951932956e-14,1.9022805387551657e-09,1.4002461004681593e-10,1.6188172866164808e-05,3.08495213358134e-07,5.360324496235937e-06,1.4907558512561158e-08,1.5001720511383954e-12,7.0808892801718026e-09,7.63966034797918e-08,8.290288706300259e-08,0.0010385310488412406,2.4144964190585772e-05,2.4175276621620483e-06,3.365596358054532e-09,2.3668773938340097e-08,2.1423547161668927e-09,2.186935025019234e-06,4.6202748479332986e-12,7.111888636288492e-08,1.5630371634659193e-10,3.5055617481664937e-05,1.8826362335208132e-07,1.9662610847424357e-15,3.239599041582872e-16,6.028206099823214e-11,1.6613891511166183e-08,2.9289187007014665e-08,8.639735318918918e-15,4.039870119624758e-07,8.571729322343472e-15,1.4586522369321968e-12,4.809694931231236e-06,8.414919135489968e-13,3.570601919862986e-14,1.240165450525595e-10,1.739207147937271e-08,1.224843728147495e-07,4.916060709187885e-09,1.7209190528619944e-14
1.6230344366721586e-05,0.8220665477458088,3.194765616289356e-05,6.676875721549187e-06,7.180616972979578e-06,0.0008650597918018908,0.0,0.0,0.00013587067331381005,2.202253244081797e-06,0.0007258367805328516,3.0678749002559594e-05,3.3980155246726295e-08,1.2828157653113304e-15,1.9148535318089097e-11,5.0259323539882324e-08,7.541654882269517e-05,5.0953209202125524e-05,2.702744549410008e-08,9.016195545874007e-10,0.00018812153170698332,1.5472018959258098e-10,1.4415040327045185e-09,1.529046350802656e-08,3.0264896797428554e-09,0.00040946723472029095,1.3180166498820773e-08,1.6313757182332034e-06,6.754036158069709e-08,3.087089631595957e-10,3.495041520833098e-10,4.673726924685245e-11,1.0682367496179672e-08,4.5945742660208795e-09,3.76,0.0,0.12595210307958637,0.9982054551041966,0.000519759254534541,4.8859195049423276e-05,0.7950381723584975,0.7928328850472205,9.675442666876992e-07,4.285634821851293e-11,0.0005911875315925006,3.351800498699379e-06,3.258027359611261e-10,2.728959678818919e-11,7.453718671640547e-10,0.0002503539568769887,5.743257276383375e-10,4.169861014996399e-06,4.682310221647263e-06,7.814976110998871e-05,0.0005234097196116355,3.1480950226622814e-06,3.6246224821137565e-06,2.894149430555001e-13,6.591945172851526e-14,1.9141509133219542e-09,1.425837289864244e-10,1.6285288707169033e-05,3.136406129256653e-07,5.558415230768769e-06,1.518121656920827e-08,1.5093858262354125e-12,7.120862290125035e-09,7.773497410762361e-08,8.208618096394269e-08,0.0010459299828180682,2.4668342332985173e-05,2.388726896217007e-06,3.3243278099918963e-09,2.4037265850316084e-08,2.1756839661692924e-09,2.2332808567522405e-06,4.719136925721221e-12,7.226692601680379e-08,1.5877325650385438e-10,3.523666116010292e-05,1.930755356303671e-07,1.9973155814268335e-15,3.290751639968359e-16,6.173449756939489e-11,1.6761036893654255e-08,2.8995044459344425e-08,8.84740729981115e-15,4.1119548468069193e-07,8.711575208598187e-15,1.4704926463042378e-12,4.847616832085952e-06,8.559299862432198e-13,3.645650972721302e-14,1.2697996447882155e-10,1.7816061064791653e-08,1.2596125609466448e-07,5.121547926350389e-09,1.7691449102356062e-14
